,,pid1263-01,pid52932-01,pid9048-01,pid9050-01,pid9054-01,pid9055-01,pid9058-01,pid9059-01,pid9062-01,pid9063-01,pid9066-01,pid9067-01,pid9068-01,pid9072-01,pid9075-01,pid9088-01,pid9093-01,pid9097-09,pid9099-01,pid9101-01,pid9103-01,pid9104-01,pid9105-01,pid9118-01,pid9137-01,pid9138-01,pid9139-01,pid9150-15,pid9153-01,pid9166c-03,pid9173-06,pid9174-01,pid9186c-01,pid9192-01
20,1,0.48968628,0.61355684,0.62713032,0.46613661,0.55371506,0.84518159,0.47676242,0.62403141,0.46285161,0.63977462,0.84614874,0.63578915,0.48492964,0.43766787,0.52327549,0.4496368,0.62448801,0.4909002,0.70320394,0.81293476,0.41539899,0.80888847,0.9268822,0.91316681,0.56448393,0.64862731,0.66060717,0.56062992,0.55815523,0.68396731,0.35005483,0.71414608,0.87463598,0.69558938
20,2,0.56482911,0.66119969,0.65233904,0.51510661,0.64503067,0.85395934,0.52596764,0.68934226,0.48421101,0.6368023,0.9002656,0.64866498,0.5472264,0.51135861,0.57289226,0.45945241,0.63898238,0.51002482,0.72232525,0.82406125,0.46842559,0.87757298,0.92438118,0.91610478,0.57613611,0.68349125,0.72269233,0.58405743,0.62829646,0.73217457,0.45496747,0.76976186,0.89502095,0.74202771
21,0,0.6347399,0.72435577,0.66967206,0.58126129,0.74948875,0.8407672,0.5592986,0.73265543,0.46287928,0.61436243,0.91494024,0.62067937,0.60795191,0.55687396,0.6382791,0.46872788,0.6321559,0.52329849,0.70697704,0.80742852,0.52273185,0.93787425,0.86022534,0.89722751,0.57649149,0.72977405,0.75565085,0.60039833,0.67797775,0.75846743,0.55734337,0.80374978,0.90112934,0.74503318
21,1,0.69354515,0.76703439,0.6926106,0.60576437,0.82119973,0.80825891,0.57045406,0.72911572,0.40745181,0.5852216,0.88280212,0.57479917,0.63514824,0.5724071,0.6943167,0.46799218,0.6034053,0.52612619,0.64590395,0.78091553,0.56962617,0.96435254,0.77471281,0.86709367,0.56691115,0.7484208,0.75313049,0.59340435,0.68341457,0.751431,0.62801374,0.82809668,0.89004901,0.68147931
21,2,0.72212088,0.78621908,0.71030943,0.6050777,0.85126108,0.71413626,0.56775251,0.65703437,0.35187679,0.55744971,0.82755644,0.4759544,0.62613062,0.57186775,0.74663774,0.43151425,0.55594539,0.53175904,0.59356015,0.7247536,0.60751258,0.96089072,0.68639278,0.81861161,0.56067297,0.75734937,0.71621468,0.56506716,0.66022997,0.71629297,0.67922363,0.83779101,0.84650899,0.59979508
22,0,0.71016338,0.74688443,0.73892882,0.59781352,0.84389911,0.52517649,0.55888517,0.52500965,0.36756433,0.54957646,0.7874502,0.41376329,0.56487225,0.56388544,0.75704989,0.38068542,0.53803778,0.55647138,0.58408902,0.7031278,0.62491014,0.94227171,0.66459475,0.78232043,0.58001512,0.74933188,0.67634514,0.53412691,0.57695913,0.67422881,0.68290811,0.85249689,0.78258399,0.59781421
22,1,0.67778891,0.68011721,0.75940351,0.59293459,0.82931152,0.41421281,0.54831421,0.47412151,0.41162962,0.56763727,0.78698539,0.39459873,0.5122831,0.55228952,0.75531453,0.36944496,0.56698682,0.5886591,0.59503741,0.71712145,0.63716751,0.92096744,0.66041414,0.77611806,0.6025104,0.73906706,0.68352987,0.52115794,0.54221972,0.64728524,0.66423715,0.85270126,0.73229633,0.62150664
22,2,0.62150947,0.5926226,0.74964495,0.57963498,0.78902522,0.35814408,0.52380783,0.46374051,0.46016785,0.59042505,0.82941567,0.38789687,0.46507036,0.51811121,0.73224873,0.43307879,0.60523099,0.62074904,0.6062544,0.75301784,0.61913731,0.89634169,0.6428335,0.79601968,0.61240832,0.71659378,0.71250827,0.52128763,0.460005,0.60468066,0.62193874,0.83827972,0.6501314,0.66466628
23,0,0.57103338,0.48581401,0.6952466,0.56674196,0.71308793,0.39062686,0.49219474,0.46291028,0.4865812,0.59071245,0.85205843,0.39110244,0.4201257,0.47124211,0.68650036,0.46847644,0.62054294,0.63198466,0.6058643,0.77655779,0.57709561,0.86946108,0.59600083,0.8144692,0.60865784,0.68762148,0.7378829,0.53681334,0.39503187,0.56753538,0.57816361,0.81736272,0.55922296,0.65565964
23,1,0.54328957,0.43732655,0.60814039,0.56052584,0.66374915,0.42669048,0.46261316,0.45229116,0.49975099,0.57718197,0.84760956,0.39496596,0.40666075,0.43916725,0.62645698,0.48576085,0.60594539,0.62029029,0.59980815,0.77501833,0.553156,0.828125,0.5499528,0.8141315,0.59471456,0.64510447,0.74562644,0.54612321,0.34828146,0.54499233,0.54581475,0.79689888,0.47648981,0.62913739
23,2,0.52574922,0.42847539,0.50126958,0.54234731,0.60773688,0.46139321,0.41507591,0.43058952,0.49183805,0.54344275,0.80139442,0.39070461,0.40340894,0.39438542,0.51579176,0.4927547,0.55126211,0.58290592,0.58426808,0.72841899,0.5095399,0.74286115,0.55036963,0.7552934,0.56027977,0.59885204,0.73352645,0.54541918,0.30178103,0.51725469,0.51046129,0.75690421,0.40853754,0.59665301
24,0,0.51735993,0.4576575,0.39733603,0.51517889,0.56722563,0.48902781,0.36660489,0.40769726,0.46236281,0.49660414,0.71108898,0.36961212,0.37889056,0.35135106,0.44423717,0.48097411,0.48845055,0.53296232,0.56256315,0.65958296,0.46680086,0.68007111,0.635686,0.69566735,0.53626465,0.56194121,0.69990648,0.52626216,0.26211099,0.4906089,0.48543022,0.69668562,0.37576532,0.57735168
24,1,0.49806555,0.47685943,0.3214839,0.48111673,0.54103613,0.49998299,0.33317414,0.38309306,0.42385871,0.46843897,0.63001992,0.34896335,0.34779341,0.32544631,0.36798988,0.43467126,0.43345769,0.48814018,0.53863913,0.60092857,0.4301294,0.62794723,0.6949992,0.62843185,0.52130813,0.53542881,0.65816664,0.49440482,0.23908886,0.4681541,0.46208056,0.62134352,0.35748278,0.55519126
24,2,0.45242057,0.48460743,0.29204682,0.42293097,0.49998637,0.49815429,0.30728491,0.35893294,0.35130499,0.44840417,0.512749,0.34929998,0.33119279,0.29221185,0.32151844,0.34978581,0.37065407,0.43430097,0.49710942,0.50986397,0.40183321,0.59259918,0.73743058,0.56053221,0.51574291,0.51098761,0.59919485,0.44702177,0.22968379,0.45885675,0.41392646,0.55575795,0.34944243,0.51142662
25,0,0.39663225,0.48887357,0.32905836,0.36034514,0.45218814,0.47569108,0.28017678,0.35321148,0.29098036,0.43863258,0.45300133,0.37997093,0.32052193,0.26329216,0.315141,0.28130937,0.3248214,0.37285102,0.44156168,0.42776737,0.3913156,0.57444798,0.7212353,0.50637685,0.51361815,0.47638484,0.5289784,0.40625289,0.23472691,0.46155882,0.36549455,0.45193709,0.34632431,0.46473458
25,1,0.3338278,0.47022322,0.37612971,0.29896097,0.41528289,0.40724675,0.25740965,0.33676149,0.23488887,0.39887309,0.3586587,0.41439829,0.29023091,0.23917804,0.28760665,0.22341218,0.26967773,0.27367075,0.35778602,0.34133746,0.36154565,0.53684506,0.6373043,0.45538458,0.50942911,0.43433552,0.45349315,0.36766095,0.23528309,0.44783889,0.29975875,0.40078194,0.34126714,0.35394223
25,2,0.2388694,0.43615444,0.45509124,0.22329237,0.37933197,0.34316577,0.26101647,0.33934226,0.1835101,0.31375737,0.28720452,0.46684263,0.2729198,0.25707891,0.22857556,0.22772397,0.20196857,0.20133113,0.29607342,0.29494176,0.29887132,0.46493263,0.47656528,0.41882324,0.51783743,0.42507289,0.40374746,0.31610005,0.23662042,0.43321459,0.22318883,0.33979918,0.3501385,0.28091335
26,0,0.19842638,0.49882789,0.55115984,0.214691,0.39772324,0.33166624,0.30199587,0.44747715,0.17679609,0.28227953,0.34695219,0.49676383,0.29603771,0.34484656,0.23877079,0.28494133,0.20793777,0.1783861,0.32207585,0.37955527,0.30301222,0.38435629,0.40054189,0.38818285,0.53215879,0.4537172,0.42487968,0.31087541,0.278034,0.41727785,0.24686015,0.33783544,0.37080048,0.34517955
26,1,0.22149945,0.58253038,0.58040325,0.22020239,0.4092229,0.38636557,0.33424335,0.58131034,0.21577054,0.37870216,0.46,0.52782496,0.32191556,0.37389569,0.27240781,0.34171168,0.27385299,0.20992705,0.36599731,0.48303331,0.33002157,0.39864334,0.43875587,0.38471583,0.52556522,0.51546404,0.43831398,0.39157943,0.35348706,0.41305379,0.27937715,0.3436467,0.42135095,0.46941842
26,2,0.23894958,0.56768939,0.57338828,0.23410734,0.41670075,0.43683763,0.34395181,0.64189085,0.22776907,0.44751172,0.50911023,0.53761763,0.35848477,0.36258562,0.28157628,0.35696592,0.30387363,0.21780101,0.39386071,0.53184003,0.34056075,0.41349177,0.47929923,0.42196382,0.50536862,0.55298834,0.44278448,0.46319592,0.37126609,0.41579998,0.30304847,0.35743736,0.50155551,0.51836456
27,0,0.27067255,0.51318624,0.55292434,0.2795356,0.45051125,0.49779706,0.3413857,0.66816836,0.22234621,0.52289366,0.54666003,0.58040701,0.40084028,0.33438865,0.27710051,0.36815049,0.32328147,0.21329623,0.45575238,0.5797589,0.33693027,0.42580464,0.57137077,0.50696219,0.4957051,0.60744655,0.43912369,0.52493747,0.37734033,0.43497921,0.31579794,0.39548605,0.58509127,0.58790984
27,1,0.30816879,0.49260536,0.53182562,0.32950849,0.5024199,0.5677894,0.35591988,0.63526194,0.22246611,0.59660414,0.55816069,0.62185755,0.42102746,0.32519821,0.28137383,0.39848203,0.33123512,0.18459051,0.53657351,0.61708072,0.32301941,0.43930576,0.62636851,0.59184799,0.51393573,0.64431487,0.44454075,0.57414544,0.3783652,0.45615467,0.31740624,0.44745868,0.69090845,0.64576503
27,2,0.36197254,0.523718,0.55192374,0.39237441,0.59374915,0.63789232,0.40176777,0.59920196,0.24778198,0.65814552,0.67058433,0.66175503,0.44553901,0.34865433,0.32176428,0.45500093,0.40408001,0.21975634,0.62063695,0.6851348,0.32573688,0.51397829,0.70309071,0.70026003,0.56936106,0.67170797,0.4949821,0.64281612,0.39170104,0.50052387,0.32966591,0.55095077,0.77114852,0.72887393
28,0,0.43508069,0.62512281,0.65426493,0.47211782,0.66887526,0.69520286,0.45358187,0.67241601,0.28847183,0.69924368,0.77868526,0.68625201,0.49180216,0.41923844,0.37709328,0.51842056,0.5174869,0.36471385,0.68030952,0.76495072,0.37551402,0.6433851,0.83912612,0.790155,0.62860491,0.69144801,0.60099674,0.71571098,0.43297713,0.5614364,0.37375539,0.59823174,0.83088288,0.81087041
28,1,0.53610304,0.75236577,0.7725297,0.54672027,0.73701431,0.77442375,0.49847459,0.74462608,0.33016693,0.71476327,0.8684595,0.68162344,0.58225167,0.50110026,0.4182791,0.5773794,0.60015876,0.46810559,0.72520304,0.81884825,0.42916607,0.81653256,0.90108745,0.84738341,0.68965595,0.72005588,0.70876765,0.77315424,0.50579303,0.61628305,0.45476278,0.65481607,0.89658356,0.88251366
28,2,0.61745014,0.80222356,0.84565975,0.59700036,0.79911384,0.79509229,0.52699408,0.78234007,0.35833256,0.69803358,0.89760956,0.66470813,0.63163684,0.55201985,0.44056399,0.59761594,0.61516114,0.49978943,0.73172603,0.83627922,0.46355859,0.88866018,0.90973065,0.85561196,0.6918034,0.73748785,0.76399881,0.78081519,0.57191601,0.65828104,0.51794722,0.69356673,0.92385823,0.9165886
29,0,0.65393405,0.81231578,0.87381649,0.62664438,0.85051125,0.78980182,0.53134935,0.79534046,0.3711519,0.64875964,0.88300133,0.62853645,0.68492964,0.55514805,0.4413449,0.60174148,0.61324813,0.52325337,0.70531432,0.81925552,0.48328541,0.9407747,0.85982076,0.82006371,0.63759546,0.75230807,0.77883585,0.75656322,0.60196225,0.65963759,0.5895314,0.70355429,0.91597415,0.90853825
29,1,0.65874511,0.77252435,0.85972198,0.61219733,0.86530334,0.7656545,0.48688431,0.75762646,0.36071198,0.55031009,0.83897742,0.5847372,0.7106162,0.51398522,0.42984093,0.5726206,0.59580886,0.52167406,0.64193899,0.76205099,0.49076204,0.95406063,0.77628207,0.76261017,0.52124764,0.75655977,0.74702917,0.70442798,0.58725784,0.62749942,0.63780978,0.67815888,0.88706584,0.84258392
29,2,0.58054525,0.64686719,0.78946462,0.51513372,0.83565099,0.68375436,0.39394112,0.62686961,0.34674905,0.41419604,0.78406375,0.51118507,0.71963383,0.40687665,0.41488069,0.45202086,0.51713764,0.49826277,0.53804438,0.60432516,0.50979871,0.89563061,0.63051234,0.67689139,0.3165293,0.74684159,0.65034327,0.61325614,0.51589176,0.58040608,0.68608085,0.58470766,0.84217629,0.67194575
30,0,0.45249073,0.42947514,0.7058121,0.39642212,0.75023858,0.56016841,0.30762706,0.46771785,0.35696763,0.29714869,0.71653386,0.45678984,0.68244979,0.33740359,0.4480188,0.26013224,0.42719479,0.46026171,0.4524717,0.38760283,0.52952552,0.74810067,0.54318536,0.62806038,0.235569,0.72357872,0.49652168,0.53815655,0.40821772,0.52561458,0.70905768,0.47676382,0.80154841,0.54459407
30,1,0.37257693,0.31319486,0.66830565,0.37918323,0.65490798,0.53614017,0.29920878,0.4169005,0.37557871,0.30271517,0.62703851,0.42315049,0.61914879,0.36249933,0.48774403,0.20603464,0.37584537,0.44430323,0.42050265,0.32939643,0.51966211,0.60299401,0.5022129,0.62091246,0.27196219,0.68652818,0.45036836,0.49948124,0.35589301,0.50367813,0.71129469,0.42239204,0.79984374,0.51483216
30,2,0.35058635,0.32133069,0.65884834,0.39774124,0.56406953,0.57540189,0.33723715,0.38424508,0.40346767,0.32893662,0.60777556,0.38491317,0.57660199,0.40905021,0.50227043,0.19097597,0.35228608,0.4273746,0.40143889,0.32450924,0.47799425,0.53255052,0.47047213,0.64287403,0.30677505,0.63714772,0.48698766,0.48603057,0.33886389,0.5194715,0.6935814,0.40592678,0.79288302,0.53532397
31,0,0.34005212,0.392252,0.64821828,0.40871883,0.47048398,0.63962746,0.40686435,0.33795212,0.41752283,0.32867947,0.60466135,0.3430801,0.54397459,0.44173453,0.46347795,0.18825666,0.34941261,0.38718508,0.36592697,0.319899,0.43447879,0.48357036,0.47088896,0.67474138,0.3089225,0.57165938,0.51880574,0.48667902,0.32932758,0.54004037,0.66349879,0.40633553,0.76070744,0.52343872
31,1,0.33006916,0.43734379,0.61030298,0.40151789,0.37042263,0.67074084,0.42509801,0.27507401,0.38744812,0.30375889,0.63331341,0.28116441,0.49887963,0.42888194,0.38928416,0.18039672,0.35267503,0.32156125,0.32102066,0.30932638,0.43109274,0.47383046,0.50189415,0.69261682,0.30142911,0.50994291,0.52384645,0.48967114,0.29880015,0.51132115,0.60000731,0.40940999,0.68828752,0.47444379
31,2,0.32731282,0.46915453,0.53170726,0.37215396,0.32785958,0.63866633,0.40435526,0.22949543,0.33008393,0.28731659,0.67031873,0.21515569,0.45894931,0.38119303,0.30511931,0.18664556,0.35132561,0.26047229,0.28646799,0.28608781,0.47149533,0.49510666,0.54378609,0.67734165,0.31897921,0.43935253,0.49191433,0.48528949,0.25790526,0.47592946,0.53971051,0.40153723,0.61561901,0.42417057
32,0,0.33649394,0.43207791,0.36636039,0.2846133,0.32046353,0.54068215,0.33356618,0.20734329,0.26443789,0.2751021,0.71520584,0.17254992,0.43141139,0.3102152,0.24624729,0.1915813,0.32572631,0.2008799,0.25829763,0.25538812,0.52358016,0.49884918,0.53451764,0.62051848,0.36339509,0.36409135,0.36336473,0.45369152,0.22100987,0.43868492,0.43026537,0.37158344,0.51516443,0.35984582
32,1,0.31597675,0.38284926,0.2802225,0.20481568,0.32462168,0.41132942,0.25205645,0.19667911,0.21459928,0.2311375,0.68930943,0.14307245,0.39897527,0.24584974,0.204859,0.17475321,0.28668043,0.14720614,0.23460382,0.20307078,0.48309849,0.45839259,0.5045668,0.49424226,0.37647637,0.29710277,0.22515567,0.41811024,0.18745157,0.37405565,0.29259449,0.34004798,0.41451097,0.26334895
32,2,0.28292072,0.30369732,0.22207996,0.17348211,0.32001363,0.28776048,0.19997862,0.18399408,0.20876141,0.20729844,0.61731076,0.16153317,0.35664708,0.23164338,0.18488069,0.16290743,0.25042864,0.10715199,0.22985227,0.19479515,0.39289001,0.43094124,0.48669192,0.39569098,0.36597353,0.26191084,0.2099651,0.37838814,0.14809399,0.36259664,0.253944,0.30213258,0.35425101,0.23293326
33,0,0.22172998,0.22097733,0.20274574,0.14260029,0.28130879,0.2603045,0.13370875,0.18308019,0.18220972,0.15500681,0.38909031,0.18316885,0.24946031,0.1774338,0.13457701,0.14254982,0.20129386,0.1145672,0.17749568,0.25205669,0.25593817,0.32296033,0.43387645,0.31436226,0.33662004,0.23070943,0.21137924,0.29818434,0.10734908,0.37776136,0.19874991,0.23447663,0.26206407,0.1998829
33,1,0.27388995,0.22076187,0.28732355,0.061708529,0.34201772,0.1552607,0.11729988,0.26344446,0.14941437,0.13661322,0.30128818,0.18008569,0.19031288,0.088247667,0.17248012,0.10674241,0.10594539,0.21603369,0.23816589,0.24384622,0.33997124,0.18700412,0.49391298,0.26827786,0.36931569,0.25640185,0.27405743,0.28433534,0.073090864,0.48870091,0.16800205,0.15916119,0.32318346,0.2006733
33,2,0.49611106,0.42028786,0.43631649,0.47465667,0.5529925,0.49291486,0.35200656,0.51623118,0.35804667,0.33507034,0.57300133,0.38790452,0.49456893,0.48184564,0.48195951,0.40392066,0.27630576,0.58962172,0.55435186,0.3353588,0.69334292,0.38357972,0.63219194,0.55131308,0.51675614,0.53067906,0.50866729,0.42863363,0.39170729,0.70345535,0.30288033,0.38464546,0.55545138,0.51525176
34,0,0.66736494,0.48446953,0.60520313,0.7246657,0.78200409,0.7428936,0.54254045,0.71315485,0.56589505,0.50166389,0.71434263,0.62110015,0.75816368,0.66900383,0.61705712,0.60542932,0.41780441,0.72500564,0.72053463,0.5087725,0.86383896,0.60489334,0.71061826,0.74817925,0.71130435,0.75206511,0.64626052,0.52138027,0.64710661,0.80535121,0.4772498,0.59511285,0.78151857,0.68721702
34,1,0.81314022,0.54768594,0.76245912,0.88781171,0.94014997,0.96640299,0.72214698,0.88376882,0.73183621,0.71611708,0.94010624,0.82357892,0.90422189,0.88463405,0.70100506,0.74497113,0.59873789,0.85538091,0.83769265,0.63781054,0.965133,0.84163548,0.8070298,0.87574997,0.82548204,0.88836249,0.82553657,0.62359426,0.86232971,0.84230901,0.66586739,0.7651946,0.96327864,0.87512685
34,2,0.88886439,0.57544601,0.82651919,0.92491868,0.98268575,1,0.79207356,0.9437508,0.79039011,0.8606111,1,0.91959299,0.94521109,0.97119896,0.64201735,0.76814118,0.67790125,0.88185305,0.90145169,0.69632646,0.98569375,0.91753368,0.75469246,0.93333859,0.82434783,0.93106171,0.90932418,0.69607226,0.9311961,0.83924298,0.73093793,0.84747645,1,0.95590359
35,0,0.92041696,0.58597776,0.84279781,0.92293097,0.96857532,0.99081398,0.83420058,0.9337109,0.80575486,0.94599909,0.99621514,0.9547089,0.94514278,0.99223343,0.60313811,0.74762526,0.71314494,0.87591186,0.93374688,0.72228557,0.97893602,0.94535928,0.67660941,0.94088049,0.77391304,0.94503158,0.94854367,0.74743863,0.93088364,0.82307463,0.76058191,0.89603696,0.97386178,0.98302108
35,1,0.91908389,0.57537706,0.83981752,0.9015992,0.91990457,0.96410649,0.86791646,0.89374437,0.80074703,0.98517622,0.97788845,0.97192258,0.93065993,0.98894342,0.56853218,0.70254237,0.74060962,0.86026923,0.94532199,0.74529608,0.95276779,0.94751123,0.60339353,0.92706868,0.69991682,0.95080175,0.9618069,0.79972209,0.90294963,0.80200946,0.77534908,0.92713702,0.91490873,0.97970336
35,2,0.92481708,0.55552012,0.85517086,0.89494037,0.88139059,0.95475036,0.89778316,0.84000515,0.79140459,0.99251248,0.96806109,0.9781195,0.92362345,0.97621488,0.58583514,0.69350903,0.75703286,0.86072046,0.96386775,0.7787163,0.90122214,0.94545284,0.56960536,0.91002623,0.63816257,0.9641035,0.9781265,0.8480315,0.87732783,0.80250576,0.80663791,0.96152479,0.88315932,0.9615242
36,0,0.94499349,0.54941825,0.88857807,0.9117275,0.88807089,0.98332908,0.91196807,0.85339168,0.78275385,1,0.9563081,0.97819601,0.92027599,0.96871798,0.66532899,0.74164649,0.76496269,0.88862149,0.9927096,0.81461269,0.87606039,0.95153443,0.58200007,0.91178225,0.65238563,0.97175656,1,0.87333025,0.90119985,0.84923515,0.86417136,0.97032166,0.89395554,0.95099532
36,1,0.96659316,0.58328019,0.90913884,0.92555114,0.92685753,0.99617249,0.91795566,0.89844253,0.77594762,0.99546211,0.92171315,0.97628338,0.92218882,0.96407961,0.76782357,0.813252,0.75390538,0.95036474,1,0.8396188,0.89360173,0.94638847,0.67300501,0.92105767,0.76015123,0.98293246,0.99696645,0.85499768,0.94913136,0.89735417,0.89999269,0.93255731,0.90112934,0.95136612
36,2,0.98494537,0.63330173,0.92131821,0.93332129,0.92937969,0.98035213,0.92736474,0.93023555,0.76803468,0.97171381,0.85544489,0.96564915,0.93680831,0.95086565,0.82111352,0.87340287,0.73052866,0.97300143,0.97806485,0.87040808,0.91710999,0.93180202,0.70692805,0.91482153,0.8652552,0.98912779,0.98150218,0.82555813,0.97862767,0.92845563,0.92097376,0.90758841,0.91135734,0.95840164
37,0,1,0.67298974,0.94016827,0.93666426,0.90231766,0.96078932,0.94261886,0.9321663,0.76381075,0.94478899,0.82204515,0.95379083,0.95532177,0.94277547,0.81807664,0.91512386,0.70173837,0.97638565,0.95184498,0.90828378,0.93867721,0.92595434,0.68233477,0.90426286,0.9100189,0.99325802,0.97462537,0.81121816,0.99450069,0.95598372,0.94107756,0.89657011,0.91334612,0.96693013
37,1,0.99889746,0.71703008,0.96621622,0.93205638,0.85064758,0.90073998,0.96756718,0.91472519,0.75956839,0.91158675,0.7377158,0.93275189,0.98018855,0.94865433,0.80817064,0.94710374,0.67367042,0.96961721,0.90643985,0.9504765,0.97318476,0.92660928,0.60994029,0.8934453,0.9242344,0.99945335,0.97710011,0.80474294,1,0.98833144,0.96374004,0.87886085,0.88614248,0.98253318
37,2,0.97785908,0.71571145,0.9904889,0.93178533,0.82719836,0.86578209,0.97220044,0.88402626,0.75128654,0.88405687,0.71321381,0.91607375,1,0.96494256,0.80296457,0.95474018,0.66218447,0.94472437,0.87587133,0.99853384,1,0.93415981,0.59291135,0.901066,0.90676749,1,0.98572178,0.81058824,0.99556305,1,0.97887272,0.8727919,0.85425101,0.99687744
38,0,0.93652401,0.69512195,0.99855827,0.94434405,0.86980232,0.87547844,0.95053104,0.86381774,0.73515632,0.85735895,0.72343958,0.90322087,0.98421916,0.98932096,0.80007231,0.92777985,0.66562946,0.90441453,0.84427959,1,0.97088426,0.95190868,0.68020155,0.91914405,0.88431002,0.98566569,0.98043017,0.8438629,0.97725284,0.9954561,1,0.88857295,0.84814262,1
38,1,0.88437406,0.66448332,0.9803968,0.93648356,0.92263122,0.91018117,0.92330173,0.85648089,0.72074149,0.85584632,0.78173971,0.89449927,0.95402377,1,0.77100506,0.88825666,0.68287823,0.87215161,0.83941933,0.95357172,0.92207045,0.96575599,0.77246926,0.92621318,0.83387524,0.95802964,0.96940219,0.87626679,0.92425947,0.94088518,0.99649097,0.90812156,0.84267349,0.98555816
38,2,0.8568708,0.63262949,0.95886771,0.92265992,0.95201091,0.93501744,0.90334308,0.86208006,0.72229088,0.87316594,0.85,0.89449927,0.93626178,0.99627852,0.75582068,0.86320544,0.70088903,0.86034444,0.84997122,0.90641036,0.89151689,0.9712762,0.78379737,0.93671556,0.77504726,0.93555637,0.97170586,0.88787402,0.87907762,0.86640712,0.99480956,0.92349387,0.82747354,0.97294106
39,0,0.85492633,0.60792037,0.94584911,0.91028189,0.9599182,0.94080122,0.89229453,0.8658772,0.72751084,0.89676297,0.87038513,0.90123173,0.92553628,0.98635457,0.7483731,0.84195381,0.72224956,0.86748891,0.86320906,0.86674269,0.87311287,0.97314746,0.75585715,0.94863627,0.73573535,0.91909621,0.97322264,0.88755906,0.8535808,0.79909784,0.98720667,0.9336236,0.81241565,0.9628708
39,1,0.86811667,0.59189865,0.94270744,0.87662631,0.95057941,0.92863826,0.88701974,0.86137212,0.73152264,0.92769626,0.88665339,0.91439064,0.91569887,0.97260126,0.7384671,0.81964053,0.75088903,0.88779424,0.87229008,0.83603486,0.85370237,0.96912425,0.58367967,0.95374675,0.69898677,0.90184645,0.95937778,0.88181566,0.83608299,0.75533522,0.95752613,0.9421539,0.79025499,0.95186378
39,2,0.88151749,0.59344135,0.94049105,0.84300687,0.93415133,0.90813983,0.88096087,0.8535204,0.72152541,0.93934352,0.88811421,0.92464234,0.90162591,0.95685238,0.72928416,0.78738126,0.77817114,0.93991126,0.8591162,0.80549809,0.81897915,0.95265719,0.43656135,0.94615982,0.68089225,0.89067055,0.91615537,0.89387679,0.824022,0.75637194,0.89999269,0.96001422,0.78187371,0.94134465
40,0,0.90049113,0.60740326,0.93276597,0.83623961,0.9471711,0.92225908,0.8621427,0.87977861,0.71381536,0.923234,0.87775564,0.90352689,0.88932914,0.93765169,0.74417932,0.77582418,0.77908398,0.9770625,0.8265652,0.77380468,0.79007908,0.93983907,0.44330428,0.93995745,0.70488469,0.8850826,0.89579865,0.92627142,0.84301962,0.78567568,0.86219753,0.98676026,0.80453157,0.94846799
40,1,0.91360128,0.64169611,0.91509941,0.83594145,0.98957055,0.94598962,0.83740823,0.92740378,0.72364659,0.90349418,0.85265604,0.85295693,0.89691215,0.91014508,0.78662328,0.78834047,0.75812827,1,0.81460638,0.73153865,0.79130122,0.93555389,0.54078242,0.91717415,0.77837429,0.87269193,0.90273248,0.94590088,0.92088489,0.78370151,0.90532934,1,0.82924924,0.95250781
40,2,0.90557282,0.67074033,0.88146626,0.80557463,0.9868439,0.92523603,0.81516858,0.94355773,0.72289034,0.87936772,0.83320053,0.77874684,0.88591338,0.86386926,0.79110629,0.8035854,0.71904271,0.96292397,0.81300761,0.6935652,0.79626168,0.91520397,0.58918435,0.86438083,0.8547448,0.84888241,0.89600392,0.92904122,0.96206724,0.74393136,0.92199722,0.96623423,0.85311457,0.93037666
41,0,0.83156259,0.65830389,0.81720176,0.71470004,0.88425358,0.86969465,0.73811391,0.86722873,0.68382367,0.84185448,0.8252324,0.68840946,0.82846017,0.81079769,0.7204483,0.77325386,0.63775996,0.88681658,0.79951397,0.66034862,0.75391804,0.88445921,0.59557174,0.7654018,0.8910397,0.81577988,0.87702712,0.88032422,0.92094738,0.63360942,0.87528328,0.87801671,0.84771646,0.90208821
41,1,0.64045304,0.56095837,0.60879669,0.50367727,0.56177914,0.65704687,0.44938342,0.63621444,0.46609794,0.7646347,0.77981408,0.50979267,0.63001093,0.66824875,0.48384671,0.65165766,0.39651532,0.7136497,0.74669054,0.61765904,0.46445004,0.82976235,0.44705579,0.53385414,0.80635161,0.76123664,0.8142691,0.67761927,0.60339333,0.52486462,0.61462826,0.64691665,0.72334683,0.84660422
41,2,0.53219405,0.51081617,0.52863014,0.41859415,0.38087935,0.42164668,0.32721505,0.44488995,0.30827262,0.6723113,0.72888446,0.4489251,0.46282279,0.43465293,0.23992769,0.56591544,0.23510875,0.44801083,0.71669758,0.59898998,0.31737599,0.80217066,0.35961847,0.33531074,0.76332703,0.72048105,0.75563944,0.53047707,0.33727034,0.47205832,0.4836684,0.60092412,0.56426593,0.79136417
42,0,0.45371354,0.54279928,0.5325142,0.39637694,0.3741377,0.31224802,0.33181267,0.65413824,0.34049617,0.50790349,0.62979416,0.44402112,0.39141959,0.40884526,0.59368764,0.52690445,0.32253532,0.28789201,0.64922939,0.63113953,0.27766355,0.7912238,0.38564616,0.32254579,0.6941172,0.67097911,0.6699245,0.43294118,0.3343832,0.4274134,0.42271365,0.5442065,0.49657646,0.76878415
