,,pid1263-01,pid52932-01,pid9048-01,pid9050-01,pid9054-01,pid9055-01,pid9058-01,pid9059-01,pid9062-01,pid9063-01,pid9066-01,pid9067-01,pid9068-01,pid9072-01,pid9075-01,pid9088-01,pid9093-01,pid9097-09,pid9099-01,pid9101-01,pid9103-01,pid9104-01,pid9105-01,pid9118-01,pid9137-01,pid9138-01,pid9139-01,pid9150-15,pid9153-01,pid9166c-03,pid9173-06,pid9174-01,pid9186c-01,pid9192-01
64,1,0.80428987,0.71160045,0.79414486,0.77874051,0.87177914,0.81257974,0.81196094,0.82172738,0.74149221,0.89033429,0.77702523,0.73615638,0.88359065,0.84925301,0.50221258,0.7747439,0.94530878,0.87162518,0.75762614,0.68501263,0.80337886,0.88584394,0.58144838,0.74592794,0.81187146,0.96343537,0.78096846,1,0.89863767,0.76431274,0.95299364,0.88010485,0.85382485,0.83283568
64,2,0.79954896,0.80054296,0.69591367,0.77461149,0.86025903,0.82406226,0.78929361,0.85854035,0.72642258,0.84359401,0.81507304,0.6554663,0.87484629,0.79127339,0.5087491,0.8506612,0.88998254,0.82379484,0.74470806,0.65973772,0.80956147,0.87219311,0.59953167,0.76468138,0.88612476,0.92134354,0.78038683,0.97498842,0.90101237,0.7531515,0.92565246,0.83527635,0.89928262,0.80046838
65,0,0.73732585,0.82137378,0.59453004,0.6970094,0.77580095,0.7944969,0.71672963,0.80814777,0.68990132,0.80078657,0.83798141,0.57707903,0.8165733,0.7294105,0.48770065,0.84115291,0.77323385,0.74746935,0.72219735,0.63760691,0.76542056,0.84404004,0.5827847,0.73690017,0.91425331,0.86309524,0.77179938,0.89945345,0.8407699,0.65745387,0.86746107,0.78899947,0.89786206,0.75956284
65,1,0.56329558,0.7316039,0.43716647,0.4709794,0.49854806,0.70129285,0.49785444,0.61525293,0.5326939,0.73226441,0.78180611,0.43197154,0.54312748,0.62483145,0.40225597,0.72029242,0.5152802,0.60348951,0.67845495,0.57788548,0.4946082,0.7993357,0.38443243,0.6001666,0.81550095,0.76974004,0.72926123,0.6859472,0.62735908,0.57815619,0.62654434,0.64702328,0.76923077,0.69399883
65,2,0.41267916,0.56185469,0.42181313,0.34467835,0.32828221,0.60289189,0.33251123,0.36468014,0.30676012,0.61734987,0.70033201,0.40026012,0.37947807,0.48052964,0.15672451,0.69485938,0.22363074,0.35705046,0.63933619,0.56363118,0.30831057,0.74802582,0.28228328,0.41627925,0.75075992,0.70146987,0.64599822,0.51245947,0.38732658,0.55755423,0.48275459,0.55320775,0.61275659,0.60965066
66,0,0.37869099,0.52480393,0.42515924,0.3213408,0.34385821,0.52799183,0.32960297,0.62052388,0.32077838,0.4850174,0.62050465,0.40647234,0.35551305,0.4154037,0.47852495,0.69066865,0.24291157,0.25938934,0.60088892,0.63056936,0.28115744,0.71515719,0.29125749,0.32906334,0.72273724,0.64905248,0.56742239,0.43294118,0.34893138,0.51535772,0.41740624,0.46546117,0.53906527,0.58225995
66,1,0.37011126,0.57608377,0.4346273,0.33450488,0.36519427,0.48818576,0.33426474,0.71083795,0.35770543,0.43550144,0.50407703,0.36207635,0.37464134,0.41279866,0.55702097,0.66203204,0.24635656,0.22265925,0.55673083,0.68054085,0.29544932,0.69462949,0.34002722,0.3200018,0.65937996,0.61169825,0.50080971,0.4076239,0.35211224,0.47772717,0.41799108,0.40393638,0.55362597,0.59044692
66,2,0.35204971,0.58346117,0.43102298,0.3389953,0.35203136,0.47647359,0.29110414,0.73020981,0.35463433,0.43154591,0.45319389,0.32175809,0.36879355,0.41023677,0.55533623,0.60049357,0.23709319,0.19673611,0.51424826,0.66785045,0.30923077,0.68416916,0.38912796,0.33591859,0.54710019,0.60149417,0.48626919,0.38981936,0.35702412,0.46791146,0.40392573,0.34708548,0.5585766,0.59271077
67,0,0.3213892,0.55533052,0.39221467,0.33681785,0.31773006,0.49098409,0.19536674,0.70601107,0.30166006,0.43044169,0.40548473,0.30625813,0.30094958,0.34758643,0.51154013,0.45362265,0.23636291,0.13021734,0.47777067,0.59320681,0.29825306,0.66101235,0.47688403,0.38240823,0.33844991,0.58107993,0.45711972,0.3626679,0.36793526,0.50992048,0.32909569,0.31295539,0.54778038,0.53285519
67,1,0.31007317,0.5358528,0.39473231,0.35287315,0.30116564,0.53688866,0.20872478,0.66417814,0.26111777,0.43069127,0.41451527,0.34529875,0.23887826,0.30333315,0.45182936,0.39136711,0.25144467,0.097728811,0.50014069,0.5354484,0.28271028,0.66386602,0.56488531,0.41505229,0.32139887,0.56765671,0.44340031,0.33936082,0.38105237,0.53728314,0.30820966,0.33078017,0.54387385,0.48588993
67,2,0.33015937,0.53592174,0.44769969,0.3816227,0.33175869,0.65035298,0.30819731,0.62982366,0.25743798,0.47811224,0.52478088,0.40715324,0.23296898,0.30257807,0.39553145,0.49740175,0.36901889,0.13503798,0.55458848,0.53386821,0.30033789,0.7107878,0.66124781,0.46541419,0.42058223,0.58890914,0.46371142,0.35214451,0.41817898,0.58182881,0.34268587,0.40932113,0.58341502,0.51708626
68,0,0.35584845,0.56974058,0.50633715,0.42665342,0.38046353,0.75870545,0.3972842,0.63122667,0.28647053,0.53800484,0.61258964,0.48345957,0.28448559,0.35498625,0.39365148,0.60525237,0.54155421,0.26448071,0.59066317,0.58422253,0.35334292,0.76360404,0.74104724,0.50194176,0.48705482,0.62937318,0.53997217,0.39243168,0.46686664,0.62372754,0.40804152,0.47771459,0.6409191,0.58397736
68,1,0.37678661,0.61818495,0.56327466,0.4741236,0.4300409,0.82377307,0.46337586,0.63669713,0.32023425,0.5737483,0.66233068,0.52417566,0.34333242,0.42892508,0.41217643,0.67209909,0.60299254,0.35229751,0.62284326,0.62242404,0.38432063,0.79962575,0.76995599,0.51882662,0.55610586,0.69223761,0.59013982,0.46402964,0.52920885,0.64522284,0.45281819,0.54002133,0.69436039,0.6352459
68,2,0.39961912,0.65731276,0.62437597,0.51899169,0.50940014,0.84746109,0.50994369,0.63290642,0.33431707,0.58217365,0.72310757,0.53485579,0.41998224,0.48596084,0.45472162,0.70145278,0.63396571,0.37091073,0.62857965,0.6440417,0.42198418,0.80936564,0.76838673,0.53187298,0.59379206,0.74283285,0.61047374,0.49844372,0.59541932,0.65058288,0.50501499,0.60069309,0.7143263,0.65014637
69,0,0.4221309,0.71376368,0.67556808,0.58088182,0.61314247,0.83911712,0.54653931,0.61324495,0.33462141,0.57935259,0.77868526,0.48909035,0.50375734,0.52053827,0.51728127,0.72684858,0.65966026,0.39388584,0.59925177,0.64728354,0.46992811,0.8034244,0.76396092,0.55043507,0.59701323,0.79403547,0.60876309,0.51267253,0.65379328,0.63959811,0.56047226,0.65271015,0.74458413,0.61148517
69,1,0.4401724,0.74492804,0.69872181,0.61860318,0.67665985,0.81235859,0.56505097,0.59332604,0.3236927,0.56114052,0.80039841,0.43011246,0.54307966,0.53599051,0.57206797,0.72592662,0.6680743,0.42646462,0.5527339,0.63869838,0.5059885,0.78795846,0.77955546,0.57106836,0.57711153,0.81335034,0.59031088,0.49823993,0.67510311,0.62866848,0.5990935,0.6836858,0.76937282,0.53398712
69,2,0.44471284,0.75984659,0.69463333,0.62274124,0.73776414,0.71884835,0.57401811,0.55823787,0.33220511,0.52340796,0.78041169,0.34106036,0.56371772,0.5483523,0.65730296,0.66025331,0.67060645,0.50388057,0.51738825,0.61439277,0.53389648,0.74630427,0.79679282,0.60056058,0.56006805,0.82003158,0.54065643,0.46271422,0.66997875,0.61223544,0.63055779,0.68802204,0.76326444,0.48743169
70,0,0.4113461,0.72313195,0.65530857,0.60231297,0.76543967,0.57594624,0.56974125,0.53857639,0.37278428,0.49333686,0.74634794,0.26176268,0.53401421,0.56269888,0.69459147,0.58149562,0.68050484,0.58302625,0.52902731,0.60381201,0.54778577,0.71678518,0.79792073,0.62722739,0.57950095,0.80430029,0.49240472,0.41946271,0.62177853,0.60601515,0.61758901,0.66372845,0.71595994,0.50996292
70,1,0.38066553,0.67943635,0.61415476,0.57957174,0.77880027,0.55197755,0.55766626,0.5373922,0.42065849,0.48685524,0.73499336,0.25345421,0.48998497,0.5649102,0.72451193,0.55957348,0.69812669,0.65564413,0.55060434,0.61304879,0.55772825,0.69238398,0.77169689,0.65174421,0.61508507,0.78632167,0.50093515,0.40528022,0.59091989,0.60602618,0.57833906,0.65094189,0.67393991,0.53912959
70,2,0.33801744,0.64551409,0.55295662,0.52659017,0.77423313,0.5549545,0.52835555,0.55236195,0.48039288,0.48920738,0.77549801,0.26609288,0.43907638,0.55067148,0.74996385,0.58142112,0.7269646,0.70567045,0.55724883,0.62735196,0.52869159,0.67215569,0.67251462,0.68124768,0.63073724,0.74659864,0.5258194,0.41501621,0.52000375,0.59804127,0.5341911,0.64236716,0.60729455,0.54638954
71,0,0.32618021,0.60128415,0.51465399,0.48302313,0.73585549,0.58177256,0.48930073,0.53873729,0.51997602,0.49514446,0.79163347,0.29588402,0.41164093,0.51007497,0.75307303,0.5754051,0.72903635,0.7170264,0.54664578,0.63552171,0.4745363,0.65888847,0.5829686,0.69877416,0.6268431,0.70742225,0.53528499,0.443761,0.44513811,0.58040608,0.48984575,0.63454772,0.53316997,0.50985558
71,1,0.33483011,0.57216237,0.52085127,0.45306288,0.6997955,0.60206685,0.45466534,0.49546917,0.54543023,0.49692936,0.77749004,0.32230893,0.41785763,0.46972116,0.73138106,0.55764574,0.70899349,0.69744303,0.52545245,0.63233689,0.43755572,0.63177395,0.53667537,0.70026003,0.60542155,0.65646259,0.53527359,0.46028717,0.39554431,0.55249198,0.45343227,0.61721166,0.47769018,0.47212139
71,2,0.34555478,0.56296647,0.53618308,0.42228045,0.62380368,0.60704261,0.40460475,0.43156133,0.5518399,0.48480563,0.72788845,0.34983551,0.41864326,0.40626719,0.66363702,0.5206463,0.65928719,0.62484019,0.49289506,0.59917732,0.39409777,0.57646894,0.55798301,0.65702354,0.55109263,0.60144558,0.52058481,0.46278833,0.31963505,0.5010312,0.4195409,0.58022037,0.4322324,0.44528689
72,0,0.34898266,0.56893907,0.53442933,0.39364836,0.56015678,0.58432423,0.3539454,0.3936607,0.51990224,0.46152624,0.65312085,0.36885472,0.3997404,0.33196699,0.58850325,0.48546284,0.60667566,0.53972325,0.46816525,0.54782113,0.35919482,0.53046407,0.63940074,0.61511532,0.51268809,0.55598882,0.49284949,0.44933766,0.27411574,0.45918761,0.40435704,0.5305758,0.41569003,0.43954918
72,1,0.34213691,0.57729036,0.51437425,0.35973979,0.51672802,0.53982308,0.32039347,0.36381774,0.46618095,0.4451142,0.5489907,0.38385739,0.36101243,0.29255704,0.49999277,0.42655988,0.546301,0.47667143,0.44369125,0.50389346,0.32297628,0.49224364,0.72056101,0.58524038,0.48695652,0.52105199,0.46008485,0.4331635,0.24982502,0.42412679,0.38909277,0.46448374,0.39679665,0.43128415
72,2,0.32097825,0.58477118,0.4924901,0.30089447,0.46760736,0.50178617,0.2910685,0.34154331,0.38659043,0.42802148,0.48696547,0.39390253,0.32934144,0.25851896,0.4162979,0.33834979,0.46725671,0.40497857,0.41447209,0.44046591,0.30363048,0.4639128,0.78490076,0.5803888,0.50127788,0.49116254,0.4230892,0.40006484,0.25315586,0.39478995,0.36064771,0.40085303,0.36947937,0.41650078
73,0,0.29184123,0.59328622,0.48309735,0.2653596,0.40952284,0.44611721,0.25857866,0.34068735,0.33017615,0.41345485,0.47644754,0.4051641,0.29366717,0.22695647,0.35168474,0.29079903,0.39793618,0.34748439,0.37761719,0.37963672,0.29863408,0.44460142,0.81731583,0.59297365,0.52298677,0.46012512,0.38499875,0.36540065,0.26744157,0.37246749,0.33605527,0.33205971,0.35278784,0.38794887
73,1,0.24922321,0.57124881,0.44151317,0.21760029,0.35800273,0.37589521,0.22777817,0.33392972,0.25021673,0.37304493,0.43488712,0.433647,0.25898347,0.20209805,0.28711497,0.26593407,0.34481664,0.25449349,0.30301209,0.3135538,0.26917326,0.40465007,0.80676009,0.6242444,0.55978828,0.40607993,0.32737267,0.35338583,0.27555306,0.35874756,0.30702537,0.27407144,0.34530151,0.30570843
73,2,0.21086499,0.55188313,0.38816922,0.17482833,0.3200818,0.34848176,0.19398389,0.31166817,0.20778382,0.30204961,0.35025896,0.46960447,0.23667851,0.18826385,0.22180766,0.26269324,0.32318622,0.16052493,0.2555989,0.26825772,0.23456506,0.33896894,0.72208123,0.68401679,0.60855955,0.32611152,0.28072896,0.3117925,0.29894388,0.37981273,0.24348271,0.23682246,0.35808651,0.23124512
74,0,0.21090508,0.55851073,0.3431959,0.18190278,0.35094751,0.34519861,0.20372086,0.30261938,0.20930554,0.25914385,0.36278884,0.49010022,0.22905452,0.25657732,0.24775127,0.26564537,0.32374186,0.11091976,0.25860459,0.32360512,0.24229331,0.21886228,0.6080768,0.68919482,0.61945558,0.27336006,0.27490135,0.34203798,0.33685789,0.40342557,0.18566416,0.22961614,0.37249094,0.26302693
74,1,0.22089807,0.53881755,0.35311585,0.19555475,0.36184731,0.38303989,0.22513365,0.30189214,0.2428387,0.30076388,0.42509296,0.508691,0.22664982,0.30455207,0.28712943,0.26218104,0.33229878,0.14078364,0.28934578,0.38585159,0.26869878,0.26444611,0.48980593,0.62435697,0.54553497,0.34252915,0.2992724,0.41433071,0.35755531,0.41075978,0.19997807,0.23805758,0.40479437,0.37583919
74,2,0.23485016,0.50813583,0.402877,0.20895374,0.36676892,0.42596751,0.22507663,0.29607414,0.24606659,0.34530328,0.46152722,0.52454288,0.25981691,0.30391565,0.29205351,0.26788974,0.34445944,0.15278634,0.30149006,0.41117537,0.28253055,0.28583458,0.4779629,0.58905636,0.46841588,0.397862,0.32383733,0.45566466,0.35181227,0.40745111,0.22005995,0.26496357,0.45160168,0.42035519
75,0,0.26138118,0.45220202,0.48033224,0.22874955,0.39461486,0.47386238,0.21161879,0.29062942,0.24513511,0.4147784,0.48213147,0.56444036,0.28909004,0.27980691,0.2774765,0.29483144,0.36910621,0.15031962,0.32882266,0.41865277,0.29350108,0.29363772,0.55510194,0.57400633,0.43465406,0.444655,0.35045503,0.49725799,0.32855268,0.40440714,0.23819724,0.31140039,0.50442503,0.47073575
75,1,0.27220607,0.42338188,0.53367619,0.24936755,0.43289707,0.50859913,0.23179129,0.29375724,0.25322328,0.48519135,0.50123506,0.59678678,0.3093797,0.2660644,0.26552422,0.34141367,0.40000794,0.13260134,0.37900492,0.42427303,0.30103523,0.31787987,0.64332389,0.57721445,0.45524386,0.46271259,0.3743471,0.53420102,0.32169104,0.41189575,0.23979823,0.3656922,0.54585553,0.49953162
75,2,0.29488824,0.41878824,0.60664486,0.27692447,0.53814588,0.56803606,0.31762064,0.32546016,0.28235728,0.56456663,0.58320717,0.6482442,0.35043039,0.28836632,0.28545192,0.43489477,0.51254961,0.18134918,0.45829123,0.48426326,0.33224299,0.41340756,0.76935525,0.63198892,0.53968998,0.49024538,0.42817554,0.58191755,0.33713286,0.45225044,0.24087287,0.46802026,0.60891399,0.55590359
76,0,0.3267816,0.47076618,0.67903254,0.31543188,0.61191547,0.64537722,0.38093948,0.36224096,0.31679425,0.59781425,0.65998008,0.67038482,0.41427108,0.35300146,0.33147505,0.50284969,0.59151453,0.30072197,0.49715419,0.54676224,0.3830266,0.50727919,0.88410754,0.6836003,0.60117958,0.50986395,0.50585042,0.63290412,0.38552056,0.50308257,0.25862271,0.54019015,0.66578592,0.60363973
76,1,0.36153152,0.54137723,0.75429291,0.37002168,0.65548057,0.71701965,0.44278281,0.39515382,0.35270682,0.60712449,0.72436919,0.68510443,0.48804481,0.42788415,0.36581345,0.55253306,0.65088109,0.39704445,0.52534374,0.60221552,0.42274623,0.58716317,0.98230902,0.71949751,0.65255198,0.52747206,0.56940675,0.68245484,0.44630671,0.55795127,0.29098618,0.60516261,0.70049009,0.6454918
76,2,0.3886539,0.59606998,0.79976115,0.4155403,0.70620314,0.74889853,0.4896215,0.4280345,0.37611362,0.59030404,0.75683931,0.67600796,0.55495286,0.4895367,0.39446132,0.57074874,0.66335926,0.42610363,0.53634968,0.62650485,0.44084112,0.60758795,0.99714345,0.72900931,0.63197732,0.53383139,0.61451087,0.70499305,0.49576928,0.5974788,0.34827838,0.67376933,0.72668513,0.66854996
77,0,0.39918813,0.63295699,0.80411861,0.47511746,0.73115201,0.76157183,0.5197163,0.44375724,0.37663008,0.53603086,0.74096946,0.6415959,0.61146331,0.51335958,0.41346349,0.56070963,0.63837117,0.43619613,0.52380891,0.61220982,0.43423436,0.55305015,0.94264837,0.70100296,0.55156144,0.53652818,0.61445385,0.69356183,0.52362205,0.59296798,0.40365524,0.72140572,0.74152994,0.66784738
77,1,0.38936554,0.63274153,0.76971079,0.49100108,0.71888207,0.7505316,0.48799629,0.43670357,0.34474776,0.44200575,0.67350598,0.5781348,0.64126247,0.48461248,0.42713666,0.50859564,0.58635498,0.42221554,0.4832065,0.5555999,0.41526959,0.48973615,0.83604889,0.62950122,0.42854442,0.54454568,0.57766348,0.65031959,0.50388701,0.55466467,0.42014036,0.71754932,0.74678599,0.63903201
77,2,0.34077378,0.58721882,0.71049234,0.46761836,0.64424676,0.69003147,0.42128448,0.40433132,0.29478926,0.32643322,0.52883798,0.49152322,0.65196065,0.41276091,0.42654375,0.37658782,0.46073186,0.38955403,0.41545693,0.4417936,0.39854062,0.38240082,0.71487244,0.52150568,0.25996219,0.55525389,0.49345392,0.59017138,0.43326459,0.51285417,0.41614884,0.66112493,0.72242347,0.56005074
78,0,0.27845044,0.46313884,0.63457566,0.39026021,0.54764826,0.59574721,0.41398532,0.36755696,0.26329429,0.27064741,0.3861089,0.43106878,0.6203648,0.35613505,0.44806218,0.25237474,0.38475155,0.36386403,0.3609324,0.3258858,0.40362329,0.33678892,0.59282553,0.43155442,0.20838563,0.55468902,0.39161326,0.52216767,0.36826022,0.48838107,0.39908619,0.54572596,0.65770296,0.50325917
78,1,0.25950687,0.36175989,0.55049277,0.33315866,0.49314247,0.57917836,0.4543517,0.34011456,0.28008854,0.28962336,0.49737716,0.38956469,0.55816368,0.35451162,0.51946493,0.23059229,0.36851881,0.36478153,0.34057044,0.29488474,0.40805176,0.40381737,0.5326664,0.44745995,0.26692628,0.54723032,0.34358963,0.47094951,0.33565179,0.47326047,0.39391037,0.45527812,0.61704667,0.48295277
78,2,0.26335572,0.29803499,0.48754088,0.33235454,0.46683708,0.60308752,0.49334949,0.32876175,0.3080605,0.31860535,0.61672643,0.35051641,0.51729745,0.37646297,0.56679682,0.23584466,0.38488649,0.36318719,0.33054294,0.29623687,0.39899353,0.44171969,0.50677357,0.48143229,0.33234783,0.53480321,0.3672308,0.44118573,0.31957255,0.48334087,0.40385993,0.41056513,0.58734285,0.48440671
79,0,0.26559086,0.2830044,0.4379734,0.32670763,0.42655078,0.63126648,0.51511868,0.31778221,0.32562944,0.32450461,0.70152722,0.32645551,0.48170515,0.39383528,0.5723355,0.24057553,0.41083505,0.34786794,0.31554007,0.2893948,0.39317757,0.45587575,0.50064364,0.51060932,0.35386767,0.49281463,0.39136236,0.42541918,0.31865392,0.49752402,0.41160904,0.40643327,0.55383905,0.44808743
79,1,0.25877518,0.29760407,0.38294027,0.30665884,0.35944785,0.63639534,0.49806116,0.29535333,0.31288389,0.28522916,0.72722444,0.27850203,0.44704195,0.3865757,0.5377585,0.25948966,0.44707096,0.30695646,0.28935857,0.26302028,0.40035945,0.47911677,0.49461179,0.52827088,0.37285444,0.42575316,0.39969893,0.42557666,0.32009124,0.46884892,0.38012282,0.42124578,0.51399247,0.36945746
79,2,0.25037586,0.35244333,0.33644991,0.29548247,0.31956374,0.58817726,0.41915318,0.27921869,0.28985521,0.25440175,0.68353254,0.20884401,0.42627408,0.34392428,0.46904555,0.27586143,0.47009843,0.26469128,0.27321097,0.23815264,0.43079799,0.50905689,0.49044344,0.52114547,0.38497543,0.35615889,0.3840978,0.42471515,0.30368079,0.45907732,0.33338694,0.42431136,0.4677676,0.31540788
80,0,0.25063646,0.38437473,0.29298287,0.26254066,0.27702113,0.47921238,0.27855157,0.26305831,0.25377663,0.22559371,0.55727756,0.15510672,0.42641071,0.26313036,0.37237889,0.29351835,0.46504207,0.2085508,0.25748545,0.2176346,0.45575845,0.51968563,0.48115047,0.48134223,0.36921739,0.2845724,0.31847729,0.40106531,0.28190226,0.45861411,0.27082389,0.39336236,0.41034875,0.2713993
80,1,0.24876215,0.34700508,0.27685488,0.21995844,0.25374233,0.35197755,0.20652933,0.23970266,0.22334225,0.1946831,0.35802789,0.14463316,0.39651592,0.21132086,0.24840926,0.27260197,0.42041594,0.13887343,0.24491271,0.19003014,0.38972682,0.4614521,0.44864958,0.38341007,0.32293384,0.20600097,0.21456105,0.36610468,0.23655168,0.41839177,0.22527232,0.34585925,0.34455572,0.21309524
80,2,0.24020247,0.26791347,0.24364133,0.16132996,0.26415815,0.2505401,0.18869485,0.20696357,0.21570599,0.20361519,0.36895086,0.16702624,0.36024047,0.20038294,0.19020969,0.23719501,0.36201778,0.098751598,0.23792927,0.17221634,0.30132998,0.428939,0.43977344,0.29897453,0.26471834,0.20190112,0.20315672,0.32281612,0.17007249,0.4240937,0.19837707,0.31254665,0.3145678,0.20873341
81,0,0.19683272,0.19666466,0.20659752,0.13346585,0.24058623,0.24230671,0.14122175,0.17887759,0.18779858,0.16030101,0.35256972,0.20992273,0.28554447,0.15859447,0.16493854,0.17201527,0.27378949,0.13879823,0.21096118,0.2036491,0.22575845,0.3440494,0.41484914,0.27293808,0.23184121,0.23920675,0.20620167,0.25717462,0.12227222,0.40093304,0.14545654,0.27198329,0.26773208,0.19422326
81,1,0.18814273,0.22659657,0.29613531,0.07832219,0.29847307,0.19429276,0.13799273,0.18651693,0.17901872,0.17110876,0.31481408,0.22591232,0.1606162,0.087573486,0.17909617,0.17765878,0.16678838,0.25853952,0.22790817,0.17378024,0.16119339,0.26878743,0.40258928,0.25641343,0.36130813,0.24300899,0.27166252,0.30612321,0.13892013,0.41809399,0.12378829,0.17519104,0.29986505,0.16814012
81,2,0.29289366,0.36313884,0.53336418,0.43024033,0.49781868,0.26657311,0.35363176,0.39697516,0.4473393,0.38738466,0.41236388,0.39307628,0.28228583,0.24953886,0.3454013,0.36068169,0.23568027,0.43588779,0.31362793,0.26247455,0.30358016,0.29154192,0.40589944,0.26674696,0.54534594,0.23839286,0.48263121,0.54741084,0.28668916,0.49578145,0.1860443,0.3769593,0.4334967,0.32797619
82,0,0.3449133,0.40767905,0.692191,0.61020961,0.61778459,0.4035128,0.51456269,0.50442785,0.64049617,0.5096052,0.47312085,0.46906128,0.39797103,0.33442641,0.44712943,0.49726206,0.39375298,0.55380913,0.37621027,0.41077625,0.40541337,0.42072418,0.41912783,0.35162151,0.66089981,0.43966837,0.602217,0.71992589,0.40446194,0.57436225,0.24303677,0.63217523,0.55260317,0.4126854
82,1,0.40507166,0.45740757,0.7995352,0.74697326,0.71220177,0.50466956,0.63615368,0.58356931,0.75770543,0.61436243,0.68253652,0.53376176,0.49630414,0.41748557,0.5195517,0.62818029,0.49530084,0.63187185,0.44316045,0.50812088,0.45234364,0.51756175,0.45280567,0.45788354,0.73815501,0.55589164,0.68792053,0.82607689,0.48154606,0.66203086,0.29501426,0.80847699,0.65050785,0.51464676
82,2,0.46283452,0.51714212,0.87738854,0.84812974,0.77982277,0.58644212,0.73861287,0.64853907,0.8949276,0.68842838,0.75438247,0.5664448,0.57811176,0.46870719,0.57062907,0.71861613,0.56447055,0.73072122,0.49902155,0.58988352,0.48393961,0.57981849,0.50310787,0.50973131,0.7994707,0.61564626,0.76154688,0.85012506,0.53875766,0.73414874,0.34264932,0.87031278,0.70682577,0.6040886
83,0,0.50531222,0.54766009,0.89192417,0.89668413,0.80790729,0.62483627,0.80183905,0.68676792,0.96310984,0.73447285,0.77436919,0.57573254,0.63539418,0.50144545,0.5984671,0.77475321,0.60669948,0.78611717,0.53559506,0.64491325,0.50173976,0.62206213,0.56097441,0.54400756,0.82147448,0.62742954,0.78660219,0.80573414,0.57470941,0.78166117,0.37621902,0.87419584,0.72547766,0.66489071
83,1,0.52411547,0.55866586,0.86937296,0.89660282,0.8058623,0.65224122,0.84139996,0.70987257,0.99594208,0.75259416,0.77045153,0.5796037,0.66676459,0.520425,0.61951555,0.80712423,0.63694237,0.81334136,0.55847029,0.69837908,0.51212797,0.65653069,0.61475842,0.58251629,0.82487713,0.62366375,0.79655817,0.74890227,0.5896013,0.79732219,0.39132247,0.87145904,0.71979544,0.71305621
83,2,0.5401724,0.55534775,0.82819762,0.86909107,0.81097478,0.69150293,0.8602894,0.72074913,1,0.75137649,0.72948207,0.59388723,0.6883454,0.52514967,0.65458424,0.80664928,0.67775837,0.81461984,0.59810705,0.7669056,0.52734723,0.69917665,0.64641338,0.61370825,0.84657845,0.65372935,0.80620624,0.73163502,0.6123922,0.80711584,0.39193655,0.87833659,0.72185525,0.75512295
84,0,0.57372958,0.54993536,0.80266612,0.86821467,0.83271984,0.73078166,0.86242783,0.73027417,0.97629807,0.73628044,0.69103586,0.61048122,0.6963383,0.52599105,0.68809834,0.76759173,0.70540562,0.79837557,0.63608109,0.80617415,0.54445004,0.74090569,0.65994826,0.63856276,0.86986767,0.67541302,0.82022216,0.73853636,0.63560805,0.81443902,0.38609547,0.89648125,0.74309255,0.78442623
84,1,0.62721259,0.55150392,0.77944784,0.87078063,0.8475801,0.75836523,0.81973056,0.72918007,0.94724707,0.72419452,0.64810093,0.624015,0.69141959,0.51913058,0.70920463,0.70408828,0.70849341,0.77964955,0.66412995,0.82235074,0.5573688,0.76801085,0.64278446,0.64082533,0.8668431,0.65293975,0.82038182,0.76073182,0.65379328,0.80321161,0.37230061,0.89363782,0.74287947,0.81326112
84,2,0.69438709,0.56080324,0.73457135,0.86646187,0.84812543,0.75804202,0.75315418,0.70736259,0.89459559,0.7236651,0.5872178,0.63237702,0.67958738,0.50981608,0.71255242,0.62933507,0.68541038,0.76017147,0.67628062,0.81081697,0.56720345,0.75477171,0.60042664,0.60624515,0.84839319,0.61692177,0.77559702,0.80697545,0.66222972,0.77274983,0.35005483,0.852177,0.72476738,0.83509953
85,0,0.74012228,0.57208481,0.69083534,0.85809541,0.83953647,0.73135154,0.66677596,0.66855451,0.84068985,0.73128876,0.52710491,0.63105348,0.66957918,0.49796128,0.69559653,0.55705904,0.64947611,0.74400241,0.66803095,0.77123076,0.5709849,0.6816149,0.55882894,0.54964711,0.82162571,0.56994655,0.72706019,0.84018527,0.66129234,0.71986633,0.32335697,0.78980807,0.71105902,0.85346409
85,1,0.76509973,0.58675343,0.60469745,0.84916877,0.82515337,0.63348643,0.50180341,0.59978118,0.79290787,0.74833611,0.42258964,0.62650907,0.66608826,0.47845316,0.64398409,0.48024772,0.58537863,0.72514853,0.63741127,0.69464038,0.56067577,0.55562313,0.51539225,0.46272387,0.79697543,0.41724976,0.59796319,0.84889301,0.65316835,0.64279648,0.29003582,0.71993069,0.69875701,0.86989657
85,2,0.78213892,0.61496165,0.55988552,0.85136429,0.81581459,0.5280854,0.4223537,0.51861243,0.74999539,0.75986991,0.37187251,0.63282075,0.68465637,0.45852974,0.53206074,0.46466754,0.4931894,0.7154847,0.60763574,0.56288181,0.5298059,0.52128555,0.52941753,0.43681124,0.79448015,0.43536808,0.5273932,0.82238073,0.63173353,0.5783878,0.29428321,0.67925182,0.66826479,0.86750585
86,0,0.77813972,0.64670344,0.54201455,0.85823094,0.8066803,0.52527005,0.43425761,0.4884155,0.73897445,0.75046135,0.38670651,0.63667661,0.70269162,0.45015371,0.40052784,0.49461725,0.46263693,0.72447921,0.57461789,0.53530993,0.51539899,0.56090007,0.56032464,0.46471628,0.82283554,0.48078839,0.51045777,0.78725336,0.60863017,0.54868701,0.33858469,0.68668918,0.65163719,0.84758002
