,measure_number,beat_number,pid1263-02,pid52932-02,pid9048-02,pid9049-02,pid9050-02,pid9054-02,pid9055-02,pid9058-02,pid9059-02,pid9060-02,pid9061-02,pid9062-02,pid9063-02,pid9065-01,pid9067-02,pid9068-02,pid9072-02,pid9074f-02,pid9075-02,pid9088-02,pid9090-01,pid9093-02,pid9094-02,pid9097-10,pid9098-03,pid9101-02,pid9104-02,pid9112-04,pid9118-02,pid9137-02,pid9138-02,pid9139-02,pid9150-16,pid9153-02,pid915406-12,pid9166c-04,pid9170-02,pid9173-07,pid9174-02,pid9176-02,pid9186c-02,pid9192-02
46,16,1,0.67597806,0.74943236,0.45720361,0.88471124,0.62925856,0.77432072,0.67635098,0.84257774,0.57197689,0.7529916,0.37971014,0.56384117,0.41822529,0.62478407,0.63292565,0.46766564,0.34772992,0.80438728,0.74357442,0.41649724,0.68354831,0.74378874,0.6523469,0.52713101,0.78963202,0.75324675,0.76891768,0.40048082,0.76785659,0.84773371,0.55842603,0.55560177,0.60667558,0.64669115,0.80440285,0.73071668,0.40838555,0.47473261,0.68315311,0.61603003,0.70974912,0.73811214
47,16,2,0.50565939,0.55822164,0.39266709,0.64270455,0.31769745,0.66936601,0.34865359999999995,0.58065715,0.40162235,0.60945066,0.20672273,0.22286679999999998,0.28932268,0.37794345,0.50411385,0.28631556,0.20616838,0.49494989,0.46673640000000005,0.31935862,0.5002782,0.66760981,0.69781975,0.26699085,0.72969819,0.43865079,0.54730459,0.26465352,0.46333681,0.70324363,0.35259057,0.37745424,0.37589425,0.40674657,0.70987109,0.55478754,0.29897205,0.28896383,0.43840199,0.54293074,0.36743483,0.38997161
48,17,0,0.37147376,0.42189262,0.3503132,0.38224738,0.19243341,0.52197123,0.29321304,0.39538431,0.33227287,0.46153504,0.1765101,0.18997466,0.20053266,0.2649059,0.39604181,0.26353753,0.21181439,0.38662511,0.30179319,0.25580138,0.41499115,0.65622025,0.75642272,0.1305492,0.72278192,0.38061328,0.34737104,0.26276242,0.31200628,0.57183428,0.21796443,0.29210575,0.19379836,0.23413879999999998,0.59367826,0.43993285,0.32161515,0.26120989,0.31973955,0.47343049,0.22450764,0.33280341
49,17,1,0.29539122,0.40634293,0.40585024,0.23945026,0.22814222,0.41259989,0.332854,0.27213964,0.30705920000000003,0.33240385,0.17645721,0.2481179,0.21439380000000002,0.264024,0.2691498,0.30214485,0.25142539999999997,0.33927247,0.21030484,0.23536010000000002,0.4148394,0.63377347,0.79405638,0.10499142,0.72142222,0.47445887,0.24502035,0.25308561,0.37207381,0.58157932,0.1891797,0.2577371,0.20269314,0.17188608,0.47491907,0.39786963,0.40771668,0.34723074,0.28706820000000005,0.39693089,0.24435728,0.40583392
50,17,2,0.26449675,0.39612539,0.51362565,0.2368511,0.3149833,0.43956846,0.42350247,0.26183258,0.30799304,0.26447932,0.21130858,0.31313245,0.27622420000000003,0.37112465,0.28102439,0.36701924,0.34156154,0.33251006,0.23257023,0.23636163,0.45751138,0.66259768,0.80356895,0.14123284,0.72757834,0.54073593,0.28581278,0.25804472,0.52093638,0.61614023,0.28051871,0.29636717,0.24716704,0.20812552,0.41158985,0.45548223,0.4856298,0.44058178,0.33920983,0.38857732,0.3000572,0.47524485
51,18,0,0.26647028,0.39429429,0.6380323,0.27655772,0.37034021,0.50590304,0.51239238,0.29728144,0.34715891,0.24520509999999998,0.24337776,0.36324979,0.30955148,0.43747613,0.30624120000000005,0.40754371,0.41086969,0.29519451,0.2774477,0.27321802,0.50937026,0.68905057,0.7980835999999999,0.16857122,0.71402417,0.58066378,0.37341141,0.30161045,0.6124059000000001,0.63977337,0.38155374,0.33219634,0.27954538,0.24408145,0.41669315,0.52094477,0.53459832,0.52131617,0.35032819,0.42674615,0.36615183,0.51176011
52,18,1,0.31458962,0.41820845,0.76564565,0.38003988,0.44189943,0.6036228,0.61993039,0.415177,0.43994935,0.2521623,0.27716069,0.40788509999999994,0.33441679999999996,0.47982544,0.32609888,0.43312766,0.46197277,0.28139351,0.34580992,0.34222359999999996,0.60764416,0.72555466,0.77343425,0.18065646,0.67472137,0.62230159,0.46372622,0.37357287,0.68821057,0.66376062,0.5001962999999999,0.35089665,0.29006862,0.26971454,0.48778621,0.56623828,0.59306485,0.58095238,0.383536,0.48469125,0.41083599,0.54490419
53,18,2,0.31831902,0.45803119999999997,0.82181484,0.48584348,0.4875562,0.64299414,0.75871039,0.58325836,0.52720006,0.27404686,0.33740083,0.47009293,0.33657164,0.48021638,0.34173152,0.49093580000000003,0.49430397,0.32168389,0.40302451,0.41008743,0.61174127,0.78214318,0.74149424,0.18137157,0.62209993,0.63853535,0.51498463,0.45664048,0.71617393,0.69250708,0.5782107,0.36642633,0.29521232,0.28495393,0.56894461,0.5951371999999999,0.65028515,0.60882894,0.43361594,0.56005005,0.42861813,0.5548616
54,19,0,0.29109589,0.48732147,0.8082524,0.54800968,0.51476853,0.63399041,0.8232277,0.69518873,0.56044634,0.30088496,0.38055115,0.50552896,0.3203317,0.44834076,0.33639463,0.5321140000000001,0.50176716,0.36419948,0.44077705,0.45436518,0.56762772,0.81307824,0.71858075,0.17073084,0.54845133,0.62780664,0.53908132,0.5186545,0.71157877,0.72117564,0.61905895,0.37595674,0.30333217,0.2952832,0.57733828,0.62511289,0.66978807,0.58765583,0.45553709,0.6631118,0.40575304,0.52806955
55,19,1,0.28286801,0.47396177,0.75015229,0.57580289,0.57004284,0.61347896,0.82139586,0.81513788,0.56969769,0.3769188,0.38167777,0.53139022,0.28602385,0.38857169,0.30562597,0.47994711,0.46939705,0.38672769,0.49070532,0.48828708,0.51815883,0.84302524,0.75961672,0.17784611,0.47972763,0.5655772,0.5467896,0.56866808,0.69011059,0.81954674,0.64029504,0.37406175,0.3363619,0.31406018,0.55311672,0.64478407,0.66497219,0.51795763,0.46907477,0.77588872,0.31854213,0.49138396
56,19,2,0.28228756,0.4827071,0.77099017,0.60034893,0.63409684,0.59872136,0.77455578,0.90959319,0.57249921,0.44767073,0.34462076,0.52767296,0.26707826,0.37597054,0.30792379999999997,0.42775819,0.45269241,0.39135958,0.52897788,0.48794656,0.5371649000000001,0.8943142,0.80162477,0.21767735,0.46835755,0.55729437,0.52676302,0.57177633,0.66928264,0.94157224,0.62471001,0.36332039,0.38666457,0.36621561,0.51585732,0.66229015,0.64694079,0.45922747,0.48171835,0.86023405,0.25871537,0.50596877
57,20,0,0.26587532,0.47911814,0.80266651,0.54603717,0.66197,0.58108684,0.68322037,0.88405046,0.49987338,0.47072411,0.30126944,0.46485497,0.23629320000000004,0.37253387,0.35737899,0.44836933,0.44667408,0.36576975,0.53020323,0.40250583,0.53900481,0.88739783,0.80273573,0.25471253,0.46121645,0.53322511,0.45934048,0.52232605,0.60541506,1.0,0.56201297,0.31856166,0.39992812,0.41554224,0.52283831,0.68301494,0.5814335,0.40406703,0.46327892,0.82792375,0.22779276,0.49044713
58,20,1,0.24753309,0.47954296,0.77000172,0.46856797,0.70783918,0.62781034,0.41985712,0.77898494,0.43695790000000007,0.49623198,0.3552999,0.33280766,0.25386478,0.35010455,0.41298644,0.4581901,0.37075299,0.29166732,0.51500299,0.33857802,0.59291856,0.72830324,0.67080267,0.33622712,0.43863687,0.42994949,0.36011297,0.42962188,0.50862754,0.96430595,0.56372018,0.26189684,0.36835840000000003,0.39534764,0.58680323,0.64332523,0.49324086,0.39435248,0.39590609,0.59422978,0.23108605,0.46975159999999994
59,20,2,0.23959543,0.47719915,0.75239354,0.44479812,0.7900898000000001,0.66936601,0.49998168,0.73371797,0.44852802,0.52845773,0.48111182,0.29699615,0.34617759,0.41289208,0.47078052,0.54884678,0.41885524,0.40734633,0.56295278,0.51965507,0.65300961,0.61522501,0.5685876999999999,0.46591104,0.52274552,0.41406205,0.39159399,0.33911058,0.46077591,0.86763456,0.64915829,0.31058421,0.34231421,0.26472066,0.67061039,0.55802941,0.55282687,0.47584304,0.42419111,0.43613748,0.26002288,0.55243435
60,21,0,0.27902252,0.42180473,0.7628756999999999,0.41035391,0.8237924999999999,0.68215237,0.65700678,0.75828281,0.49127889,0.57099126,0.62667936,0.35569323,0.54095394,0.56947904,0.51177822,0.72312326,0.54796332,0.53074252,0.71117753,0.6706561,0.71535154,0.57716698,0.50897098,0.54878432,0.64443326,0.44757576,0.6086469,0.31697062,0.45914437,0.75339943,0.74647552,0.41618599,0.32975820000000006,0.22525936,0.75902054,0.49965266,0.69193832,0.64409701,0.55131064,0.53430485,0.29682929,0.61931157
61,21,1,0.44876074,0.50030762,0.8240331,0.53548387,0.83619499,0.74176878,0.75285767,0.82880892,0.59260842,0.67022875,0.76885645,0.4644701,0.71381878,0.71291026,0.62418649,0.87578963,0.69480411,0.66187959,0.92671847,0.84600439,0.82309054,0.59872451,0.51112346,0.66346539,0.78133465,0.60217893,0.83702965,0.42456218,0.55645852,0.67694051,0.84527988,0.59413015,0.34561606,0.36375411,0.85208076,0.60349658,0.89361403,0.7750528,0.76465267,0.67035401,0.43165809,0.71192335
62,21,2,0.57596645,0.58613492,0.90464916,0.64777469,0.84840868,0.85141183,0.80601759,0.90858596,0.65862615,0.76879835,0.84052682,0.61001596,0.81593124,0.77882535,0.73608331,0.94645218,0.84467908,0.74627949,0.9874476999999999,0.94154056,0.91818412,0.67090631,0.59243855,0.80928204,0.83800306,0.7027416999999999,0.95074342,0.53372295,0.68397683,0.69244334,0.92397835,0.72594749,0.38592334,0.51859012,0.89746306,0.71088341,1.0,0.87471899,0.88829049,0.75594318,0.53106153,0.83910575
63,22,0,0.66458672,0.65568007,0.95030171,0.70042014,0.85465123,0.92786361,0.81910606,0.94726188,0.68616651,0.82579173,0.83587221,0.69337276,0.84904061,0.76191472,0.81365355,0.93631556,0.88380106,0.78593861,0.99366408,0.96187166,0.97350784,0.74269289,0.67194834,0.88937357,0.84836675,0.75483405,0.99269042,0.60816996,0.73023823,0.75764873,0.9430135000000001,0.79521168,0.49892746,0.62476964,0.89369592,0.81607039,0.98641132,0.92594863,0.92677873,0.7825863000000001,0.59302117,0.89893542
64,22,1,0.76795043,0.735516,0.95532441,0.79598376,0.84551752,0.98098029,0.83681077,0.93314101,0.7627018,0.87805421,0.78133926,0.76001126,0.86320441,0.73175743,0.85879475,0.89378581,0.86446235,0.83460901,0.98792588,0.93524092,0.998609,0.82037187,0.72413554,0.92934783,0.86386947,0.81818182,0.99485007,0.67529398,0.79185469,0.81451841,0.91011837,0.85190423,0.65026224,0.73928733,0.86485373,0.8738914000000001,0.91755263,0.93575857,0.95086675,0.80105984,0.65420446,0.92342087
65,22,2,0.84519387,0.79418443,0.93267054,0.84127323,0.88411749,1.0,0.86790621,0.919646,0.85280152,0.90677353,0.71051518,0.85092462,0.84256401,0.7183744000000001,0.88377437,0.85757309,0.80611281,0.88960783,0.97226539,0.87795327,1.0,0.88202641,0.7176781,0.98791476,0.90296886,0.89451659,0.97491486,0.7406476,0.86498487,0.83562323,0.86657546,0.92028101,0.79813794,0.87834268,0.8411325000000001,0.88198449,0.87896923,0.93487295,0.98967055,0.84941488,0.68344365,0.92782115
66,23,0,0.88547713,0.8279499,0.90147693,0.85636972,0.96881085,0.98721364,0.92370398,0.95048895,0.95417854,0.86909334,0.65746324,0.92523233,0.80098057,0.75505955,0.89948855,0.88622007,0.70936371,0.93513769,0.96832038,0.82151692,0.96984067,0.93954909,0.68512012,1.0,0.88689871,0.93997114,0.93338317,0.7733395000000001,0.90214888,0.84596317,0.85033609,0.94509151,0.87893218,0.93930021,0.84395786,0.86278801,0.90424558,0.95074596,1.0,0.87664679,0.68344365,0.93399574
67,23,1,0.91203274,0.87548524,0.85658296,0.87766147,1.0,0.93473628,0.95200586,0.97526892,1.0,0.84571715,0.61567756,0.96376608,0.72544035,0.78255296,0.87495367,0.89789922,0.63762156,0.95005129,0.98870293,0.75338268,0.93373799,0.98580796,0.64141092,0.95559211,0.8598439,0.95981241,0.89234986,0.78530977,0.91773113,0.87067989,0.83718994,0.92614162,0.87803371,0.9594046,0.88886927,0.86706032,0.90847004,0.94236665,0.9684226,0.87767719,0.70382447,0.93683463
68,23,2,0.92027513,0.91562294,0.76274927,0.90343944,0.98346727,0.86238679,0.92599377,0.98366908,0.98789174,0.8339734000000001,0.60266582,0.91624894,0.61745657,0.76951541,0.80275739,0.83590422,0.58694082,0.94373866,1.0,0.64228269,0.88593829,1.0,0.59913901,0.90074371,0.82993052,0.95064935,0.84134895,0.7866778,0.93188835,0.91643059,0.79352805,0.84808652,0.81158118,0.94039564,0.96015069,0.88383698,0.85559389,0.90026569,0.90933858,0.93008022,0.75171202,0.90745209
69,24,0,0.85448108,0.85922508,0.62419401,0.89995015,0.87884259,0.77511987,0.85299505,0.94810288,0.86570117,0.78276841,0.58230191,0.77958322,0.53270383,0.71273752,0.67786673,0.67114,0.51554876,0.90949262,0.94345487,0.50278927,0.79811583,0.94439953,0.55202055,0.80584954,0.78382921,0.89271284,0.78442562,0.73161458,0.90249997,0.89907932,0.72922491,0.72300795,0.69494952,0.88710613,1.0,0.84942688,0.70223896,0.77069283,0.80026928,0.96312652,0.78587072,0.83981547
70,24,1,0.63359067,0.68915257,0.45724958,0.85580004,0.62588357,0.637187,0.68737864,0.81790534,0.6328585,0.6811933000000001,0.47043796,0.48728997,0.41677865,0.53860351,0.54428137,0.50030851,0.3455571,0.73356743,0.77800359,0.38676175,0.68727871,0.77604419,0.51695598,0.59216962,0.68745115,0.71545455,0.68555528,0.52445857,0.746977,0.76671388,0.61311046,0.52450545,0.56303276,0.73567885,0.89375478,0.70899618,0.49359994,0.49175693,0.64716834,0.89813793,0.75999837,0.6684599
71,24,2,0.36928256,0.42358456,0.33895753,0.67870113,0.28926966,0.45461375,0.43229529,0.55678662,0.40903767,0.42831302,0.29701682,0.21715949,0.31646995,0.29153559,0.39751686,0.34286029,0.10835232,0.40212262,0.44338314,0.25467966,0.55568412,0.40716788,0.50579086,0.38996711,0.57076325,0.33548341,0.48345378,0.24075322,0.41582594,0.48393768,0.45718279999999994,0.31091699,0.35403915,0.52953154,0.67149332,0.39421095,0.33323946,0.29700252,0.4092965,0.5201369,0.29182806,0.30811923
72,25,0,0.31344323,0.307654,0.27234067,0.48733889,0.20744386,0.40002131,0.27850339,0.30401917,0.32936847,0.35556298,0.24604887,0.21347977,0.29947945,0.22171106,0.33516418,0.31405171,0.11619339,0.38554407,0.35485953,0.20404218,0.51849393,0.28106529999999996,0.46186641,0.27432779999999996,0.53258461,0.29550505,0.33030152,0.17058131,0.30463337,0.37485836,0.34591042,0.25780181,0.2288384,0.34383659,0.53957855,0.28617576,0.35596705,0.25977246,0.28847772,0.43830132,0.22550462,0.30234209
73,25,1,0.28362259,0.37116385,0.31391299,0.39031546,0.23398355,0.42939798,0.25651218,0.22518091,0.33550174,0.32605332,0.2670475,0.32867737,0.35052358,0.25004091,0.37862279,0.33543411,0.18225063,0.42351456,0.37366408,0.26816029,0.50276935,0.26357675,0.44602139,0.20664331,0.66091025,0.38005772,0.27390149,0.17278424,0.33977344,0.37449008,0.32951044,0.26942133,0.22813086,0.24147174,0.4280299,0.32666435,0.42800817,0.25278289,0.24682333,0.41764186,0.27108768,0.39426544
74,25,2,0.30403993,0.42870431,0.38701224,0.43168126,0.29579542,0.53558871,0.30706173,0.32610992,0.38068218,0.31659153,0.30725167,0.44019525,0.46732643,0.31697427,0.44325106,0.35207874,0.26193943,0.53583208,0.47590556,0.39224013,0.49716743,0.32562652,0.4755034000000001,0.20986127,0.78779054,0.48004329,0.33398123,0.22143985,0.42002871,0.45953966,0.39006008,0.31639859,0.27169506,0.26496553,0.41846489,0.41035082,0.49905654,0.26311738,0.32045483,0.44750865,0.31855847,0.50327182
75,26,0,0.36339099,0.51529334,0.48181139,0.51399274,0.35685206,0.57831646,0.38021616,0.4250929,0.40591959,0.34498803,0.35945203,0.49899559,0.56750802,0.38124375,0.48537544,0.3648597,0.33209225,0.63026908,0.57060371,0.51051108,0.52357739,0.37875685,0.52138592,0.21970824,0.86116078,0.56561328,0.38358668,0.26781206,0.49052571,0.54338527,0.48774017,0.35213533,0.34570591,0.38244088,0.50358467,0.4918606,0.56635218,0.30856325,0.36814701,0.46928682,0.37767427,0.55889993
76,26,1,0.41449965,0.6468029000000001,0.58688581,0.58523108,0.44612407,0.60351625,0.44789339,0.54786818,0.41327159999999996,0.3918072,0.42152227,0.53203792,0.65098965,0.4487317,0.5035430999999999,0.4130307,0.38811892,0.70320366,0.62653915,0.61547167,0.58290339,0.41142549,0.58489793,0.21908609999999998,0.85458711,0.63492785,0.43647313,0.2993874,0.54122737,0.65200425,0.59383142,0.3862359,0.41988522,0.49518655,0.6379421999999999,0.54025703,0.63475322,0.37794128,0.39864097,0.4819607,0.43588298,0.64694819
77,26,2,0.44014105,0.67917674,0.68079995,0.61926227,0.54012816,0.60506127,0.49272761,0.6479073000000001,0.38862773,0.41667502,0.45588702,0.54603398,0.67986199,0.48398036,0.47173671,0.4859335999999999,0.42313976,0.7173124,0.6356844,0.69561429,0.62831942,0.44520794,0.6153937,0.22961241,0.75844459,0.64495671,0.44857546,0.31911319,0.55093401,0.69504958,0.63684492,0.41166574,0.49328961,0.57485018,0.71840603,0.56003242,0.69375484,0.42557395,0.414335,0.50186207,0.46874234,0.68798439
78,27,0,0.46148711,0.67612246,0.78957531,0.64279712,0.63970215,0.60015983,0.54528302,0.7427831,0.35930674,0.42368231,0.44927536,0.55507369,0.67356698,0.52399309,0.39200949,0.52797855,0.43900528,0.68573345,0.62062164,0.74277645,0.62703591,0.49482619,0.62351757,0.24962815,0.66625269,0.65152958,0.45223856,0.33348757,0.55098564,0.72726629,0.65748617,0.43163246,0.52332072,0.61171467,0.75319324,0.55859673,0.73583046,0.48836433,0.40336391,0.54682417,0.47944758,0.74797729
79,27,1,0.52419027,0.63508386,0.88258146,0.65510219,0.7348627,0.55860416,0.58415461,0.80156464,0.36104780000000003,0.43346691,0.44329313,0.55198536,0.61533805,0.5616055999999999,0.34008598,0.56892904,0.44671853,0.62398801,0.59705918,0.78116518,0.62068159,0.53678254,0.61442855,0.29641018,0.60935944,0.65469697,0.44649057,0.34407975,0.54910627,0.74936261,0.6573671999999999,0.44273433,0.5382352,0.53595592,0.789452,0.53721199,0.77145673,0.55737448,0.40430008,0.60680798,0.47548419,0.76671398
80,27,2,0.59181275,0.54821651,0.9442101,0.64847967,0.76260606,0.49964305,0.58677413,0.82232544,0.38663343,0.41512773,0.44325082,0.55088707,0.53929544,0.58120738,0.31265288,0.61588806,0.45368158,0.56132723,0.57001793,0.79213196,0.62598002,0.57830773,0.60231912,0.35368278,0.60137255,0.66046898,0.4262148,0.34206794,0.55678896,0.73831445,0.63981917,0.4468386,0.52162487,0.4405954000000001,0.82629937,0.49870325,0.78546786,0.58907964,0.41133715,0.6382498000000001,0.45516058,0.76522356
81,28,0,0.66994137,0.4902439,0.96263433,0.63560493,0.71605244,0.46283431,0.56394028,0.82126931,0.43482115,0.39628207,0.42905956,0.58385431,0.45802917,0.58698063,0.33258469,0.63118848,0.4623451,0.52610274,0.56430365,0.78005348,0.65395802,0.60113177,0.58130815,0.3965389,0.65335161,0.68945166,0.41135476,0.33053021,0.56584504,0.72117564,0.62030813,0.45577741,0.48531575,0.35029319,0.8267114,0.47279148,0.7867352,0.57126507,0.4050364,0.65893869,0.41070524,0.7702626
82,28,1,0.67285814,0.49683586,0.9341646999999998,0.65814285,0.59582729,0.44024507,0.52839348,0.82336202,0.47622665,0.40571603,0.40986459,0.63836478,0.43073664,0.59613601,0.37244829999999995,0.6012781,0.50387886,0.50595755,0.59194262,0.76602201,0.71440314,0.61014102,0.58749479,0.40637157,0.73728895,0.7541846999999999,0.43613257,0.32497762,0.56140478,0.72535411,0.61358634,0.46198003,0.45318449,0.29061151,0.79692742,0.47984254,0.76807717,0.49946182,0.40182817,0.6748436,0.37353109,0.79652236
83,28,2,0.59995356,0.56370761,0.89814378,0.75283059,0.48447623,0.42629196,0.51114673,0.81122629,0.49983381,0.43712362,0.41897281,0.73438468,0.45861631,0.60786435,0.41327552,0.56887028,0.54944151,0.48043084,0.6308428,0.76032329,0.75569044,0.63216563,0.60240244,0.39047483,0.81627999,0.82849928,0.48853725,0.33663605,0.53033323,0.73512748,0.64059247,0.46144389,0.43281185,0.26336749,0.75749014,0.47917101,0.7573751999999999,0.37312487,0.40667733,0.68620004,0.35413091,0.82271114
84,29,0,0.42947527,0.63654142,0.86364002,0.84027629,0.39836679,0.43922216,0.53361422,0.80009779,0.52700222,0.44281182,0.45274516,0.78597578,0.4988439,0.59953632,0.46801571,0.54075951,0.58471798,0.44955417,0.66640765,0.750328,0.77630248,0.67573879,0.61412998,0.33683495,0.88049634,0.87207792,0.53155578,0.35452104,0.45387801,0.72344193,0.67342811,0.45734886,0.39688458,0.33435144,0.68697392,0.53214079,0.76624657,0.23250903,0.43833887,0.70624126,0.35136063,0.86238467
85,29,1,0.36254934,0.73383139,0.84149187,0.91582995,0.38242409,0.52484816,0.61320755,0.82260904,0.58331751,0.45114933,0.47627208,0.81991927,0.56739907,0.57718884,0.52134757,0.5010357,0.62122812,0.45934664,0.71781231,0.72133364,0.76599646,0.73970179,0.60671435,0.28536184,0.94736786,0.91212121,0.59707617,0.37722431,0.39069196,0.67191218,0.69805485,0.47082640000000003,0.39402073,0.47791739,0.56295838,0.57925206,0.79264944,0.27326793,0.48067699,0.74357842,0.35471929,0.90581973
86,29,2,0.42046378,0.80502454,0.84134245,0.96396781,0.45105675,0.63622802,0.70138304,0.86677098,0.6415163,0.49766238,0.50415741,0.86161645,0.64106289,0.57941631,0.5510785,0.48078449,0.64434565,0.5416476,0.77961745,0.73992208,0.73299191,0.81544058,0.60022219,0.27712386,0.98404762,0.93124098,0.66105158,0.41028839,0.40299047,0.64087819,0.71798227,0.49988907,0.43660785,0.6133255999999999,0.49845194,0.63168924,0.82384003,0.35442469,0.5268755,0.80039744,0.38399117,0.91327182
87,30,0,0.54827896,0.89826412,0.87685765,0.98924731,0.57138811,0.69904102,0.77614032,0.90900645,0.67032289,0.5441977,0.55321062,0.88688632,0.70818958,0.61379216,0.56444296,0.51302336,0.64517922,0.64291012,0.83759713,0.78478071,0.69688923,0.8636037,0.60211082,0.29279176,1.0,0.94603175,0.72492732,0.44926720000000003,0.44457409999999997,0.63739377,0.74011064,0.52347014,0.48942622,0.73232811,0.54364,0.69460461,0.86157854,0.43121466,0.55534985,0.88017958,0.43267141,0.90574876
88,30,1,0.67593453,0.94763056,0.95018677,1.0,0.70955028,0.7610016,0.83835867,0.94152161,0.67739791,0.56564813,0.59801121,0.87830658,0.73094849,0.6542321999999999,0.559662,0.59950786,0.62828563,0.73224966,0.90472206,0.84788727,0.64554881,0.88494566,0.60670046,0.31589674,0.98088926,0.91673882,0.78367805,0.48595254,0.49360292,0.68657932,0.75385164,0.54511,0.53373165,0.79508989,0.65689564,0.72012273,0.87805393,0.51367259,0.56865612,0.92838743,0.46748386,0.85982967
89,30,2,0.78720687,0.94499377,0.98635711,0.99245176,0.79956574,0.75434204,0.86943579,0.95290436,0.65990028,0.5709356,0.59515498,0.84755468,0.71369772,0.68582598,0.54127196,0.69739974,0.59438733,0.76942318,0.94142259,0.89130369,0.59613682,0.86321746,0.60235384,0.34171196,0.94531225,0.87373737,0.77794667,0.48308571,0.51327434,0.73845609,0.74445304,0.55194121,0.5616963,0.79483214,0.73788922,0.68669677,0.84946842,0.57870427,0.57427315,0.91911386,0.47344937,0.8100071
90,31,0,0.84692071,0.88222369,0.96804781,0.97443566,0.85036759,0.69483218,0.89415644,0.94735967,0.62616334,0.57705794,0.55146514,0.80341688,0.65456086,0.70074552,0.50622637,0.7756721,0.56132259,0.75357847,0.96228332,0.90615642,0.54974709,0.79982934,0.59423691,0.36368707,0.90548483,0.81991342,0.70470969,0.43446028,0.50759492,0.79199717,0.71726846,0.53329636,0.54111028,0.71950512,0.78103479,0.61184439,0.78814335,0.60055862,0.57709219,0.88672996,0.44676800000000005,0.74613201
91,31,1,0.81300789,0.73778657,0.91209701,0.94345937,0.83522734,0.59765583,0.88551017,0.90921181,0.60783476,0.58067568,0.47536761,0.73063926,0.55693965,0.68566233,0.47317471,0.78198913,0.531192,0.67494674,0.93735804,0.86953038,0.53626075,0.72356957,0.58582141,0.35416905,0.83988737,0.78225108,0.57137636,0.33833603,0.47684349,0.84220963,0.6801499,0.48081901,0.44475017,0.6059991,0.76890929,0.48353595,0.66340914,0.53314258,0.58805276,0.84647089,0.39510501,0.63852378
92,31,2,0.64887102,0.57138358,0.76818574,0.88599302,0.75237488,0.48575386,0.83246016,0.83965382,0.59784742,0.54966884,0.38210092,0.59249038,0.45781127,0.65266842,0.42867838,0.68959894,0.48550709,0.51108656,0.86724447,0.79191162,0.5325999,0.6734034000000001,0.58606444,0.30578518,0.78762995,0.73145743,0.35557771,0.21638015,0.41598083,0.85977337,0.6086491,0.41648179,0.34901899,0.46500419,0.67626111,0.372201,0.55783989,0.41447646,0.61687424,0.82063737,0.32302035,0.53132009
93,32,0,0.41049454,0.39389878,0.56553072,0.79285053,0.53326017,0.40895045,0.70821579,0.68710151,0.56135644,0.46172427,0.27197715,0.40297569,0.31160341,0.57498864,0.38087614,0.5232922000000001,0.43435399,0.32771246,0.73484758,0.63938826,0.49823596,0.6544687,0.58293293,0.24790475,0.75690288,0.64965368,0.25510424,0.17702916,0.36842866,0.81558074,0.50318839,0.36482714,0.25503981,0.34379148,0.45773147,0.26775501,0.47336478,0.23635806,0.62891825,0.77853831,0.24105581,0.39875089
94,32,1,0.2439488,0.27020435,0.41133268,0.57108168,0.30324164,0.31185935,0.54226965,0.49517896,0.44297246,0.33800301,0.20313657,0.29559748,0.22645118,0.46069643,0.30569268,0.33648449999999996,0.30791331,0.22637103,0.49846981,0.50415135,0.41258852,0.59497889,0.55699208,0.17090961,0.71442031,0.50737374,0.19285655,0.35166427,0.34807571,0.72103399,0.36548094,0.29721759999999997,0.18171404,0.21853212,0.28122314,0.20759523,0.42717032,0.18166088,0.56111415,0.7071170999999999,0.20804119,0.29958126
95,32,2,0.15889831,0.13060866,0.32964772,0.30751976,0.17796579999999998,0.17153436,0.34445869,0.28378643,0.30003957,0.22316469,0.16962869,0.17289027,0.15850735,0.35699609,0.16565117,0.25672102,0.18278966,0.17747968,0.26161984,0.26745921,0.29310824,0.40670978,0.43319678,0.07753861599999999,0.54525015,0.37081529999999996,0.15059389999999998,0.47509883,0.25462356,0.60660765,0.28018559,0.23474764,0.16176817,0.11139893,0.23040791,0.19410675,0.38653806,0.17167382,0.45085623,0.54255538,0.17760889,0.21689141
96,33,0,0.11565475,0.27164726,0.22284926,0.18409172,0.17594789,0.18836441,0.22619527,0.16683943,0.23281893,0.18535649,0.1827568,0.16979255,0.10848617,0.26540595,0.21240086,0.26377993,0.17864407,0.19476841,0.17080096,0.10161547,0.17290086,0.22907572,0.31298431,0.094229119,0.25914585,0.30188312,0.14112468,0.57430115,0.20911597,0.44907932,0.18738921,0.16944907,0.18609405,0.10936916,0.23140267,0.23573000000000002,0.35701612,0.11279379,0.30355114,0.25887981,0.15496445,0.18471966
97,33,1,0.17046378,0.39633779999999996,0.28259295,0.18712526,0.22283192,0.25193394,0.27630518,0.19251907,0.32201646,0.19026549,0.23351317,0.19720267,0.16095878,0.2852623,0.27564302,0.26486705,0.22878577,0.21932455,0.17862522,0.14846715,0.17758599,0.19109854,0.35998472,0.13862271,0.3549993,0.31575036,0.16787109,0.55643628,0.2663438,0.44740793,0.17649158,0.21552967,0.22663717,0.15195567,0.25122726,0.29018178,0.36779554,0.19959807,0.27543443,0.20160447,0.22083844,0.24565649
