,measure_number,beat_number,pid1263-02,pid52932-02,pid9048-02,pid9049-02,pid9050-02,pid9054-02,pid9055-02,pid9058-02,pid9059-02,pid9060-02,pid9061-02,pid9062-02,pid9063-02,pid9065-01,pid9067-02,pid9068-02,pid9072-02,pid9074f-02,pid9075-02,pid9088-02,pid9090-01,pid9093-02,pid9094-02,pid9097-10,pid9098-03,pid9101-02,pid9104-02,pid9112-04,pid9118-02,pid9137-02,pid9138-02,pid9139-02,pid9150-16,pid9153-02,pid915406-12,pid9166c-04,pid9170-02,pid9173-07,pid9174-02,pid9176-02,pid9186c-02,pid9192-02
98,33,2,0.26633968,0.44273054,0.39366703,0.20260628,0.31210394,0.30233884,0.28918299999999997,0.18553687,0.40674264,0.20350086,0.2709616,0.22848963,0.2194056,0.41550141,0.26914239,0.31931835,0.25612114,0.22799653,0.21390317,0.1769307,0.23739884,0.33189616,0.39627135,0.16340103,0.46166611,0.37613997,0.23847496,0.54460684,0.3301804,0.4777762,0.29098804,0.27329451,0.25605058,0.19952317,0.32488669,0.33106403,0.43135957,0.25873016,0.3285017,0.22863031,0.27882651,0.29224273
99,34,0,0.33481832,0.48313191,0.50289064,0.23329061,0.38352155,0.37673948,0.33258839,0.1980442,0.46178379,0.21098124,0.29922247,0.27961138,0.25644331,0.51567415,0.25971388,0.37525342,0.29630453,0.24457508,0.24657501,0.22664677,0.31303111,0.42834815,0.4146924,0.18652746,0.50858109,0.42113276,0.32090705,0.53404484,0.39216861,0.50714589,0.40907739,0.30777408,0.27016768,0.22995683,0.40276061,0.40458493,0.48798845,0.33594250000000003,0.37375352,0.26668139,0.33053036,0.32303762
100,34,1,0.36278152,0.52615542,0.62107925,0.29918821,0.46108731,0.46092701,0.44924895,0.28073538,0.51851852,0.23357823,0.32265418,0.33346475,0.28598753,0.60998273,0.27079535,0.42895549,0.33354265,0.27897104,0.28246264,0.29443048,0.38638720000000004,0.46962184,0.41685877,0.19285612,0.51500487,0.47828283,0.40870504,0.56101315,0.45566444,0.56507082,0.54011659,0.33497874,0.27407599,0.24837941,0.47946907,0.45661688,0.57512497,0.42405477,0.46949552,0.35330095,0.36471357,0.36781405
101,34,2,0.34813966,0.53282063,0.67823688,0.36100548,0.50621305,0.49117208,0.61878549,0.43856836,0.54214941,0.28270719,0.36038824,0.38923308,0.29224623,0.60376398,0.32895264,0.51684296,0.3667741,0.33445909,0.32438135,0.33158733,0.41635053,0.47057397,0.41158867,0.19069651,0.50921277,0.50569986,0.46001329,0.60993029,0.49547196,0.64503541,0.60817322,0.35577741,0.26923552,0.25796121,0.49386073,0.50067153,0.65366472,0.46163226,0.55892624,0.44624273,0.37924328,0.40855216
102,35,0,0.32986998,0.52974438,0.69071892,0.39114149,0.53711899,0.48262120000000003,0.72601209,0.55602386,0.52082938,0.33838704,0.39768328,0.4066554,0.28053992,0.55515956,0.38848121,0.5841046,0.38075577,0.36019885,0.35864316,0.34611956,0.41727997,0.4555825,0.39897931,0.17730978,0.46160188,0.50020924,0.47858626,0.65402915,0.52806146,0.69409348,0.62988519,0.36448512,0.25949843,0.26850957,0.46581906,0.53483849,0.68376399,0.48502623,0.57587201,0.50574814,0.36970663,0.409489
103,35,1,0.34030358,0.49922361,0.66534107,0.39120558,0.60638888,0.46339371,0.78093057,0.64760415,0.47103514,0.41911282,0.41405374,0.4630245,0.25652806,0.48380762,0.47052109,0.54853827,0.38975827,0.35521976,0.4157621,0.3358839,0.43940946,0.47262193,0.39654215,0.18264445,0.37657249,0.44792929,0.50464324,0.68817961,0.57908324,0.78866856,0.63559574,0.35794971,0.29078739,0.28920034,0.44263347,0.57722589,0.66623953,0.49706383,0.55684352,0.53008758,0.31515894,0.38997871
104,35,2,0.35960355,0.51998096,0.71508534,0.39468774,0.67534015,0.46230155,0.77739513,0.7326814,0.48228869999999996,0.48948628,0.39322437,0.52414343,0.24500333,0.49012638,0.5698688000000001,0.49995593,0.44479022,0.33227334,0.47514644,0.29843661,0.51359383,0.54564807,0.42289265,0.2180778,0.31868355,0.40628427,0.49899493,0.68180218,0.61910761,0.89263456,0.61495449,0.35058236,0.3382599,0.34265094,0.46597799,0.62207943,0.61034289,0.50684652,0.53526949,0.53037462,0.28225055,0.39161817
105,36,0,0.32380427,0.53550136,0.77126602,0.36217332,0.69445723,0.46352158,0.71067045,0.67432036,0.45671890000000004,0.52317582,0.39505448,0.51673707,0.21828582,0.49558142,0.61261582,0.47797855,0.51753821,0.31122071,0.49585774,0.22907048,0.57809181,0.59192491,0.42244133,0.23589102,0.29787052,0.35795815,0.45483014,0.59299086,0.61042327,0.90984419,0.59274285,0.32295249,0.35871116,0.39092725,0.49573253,0.65108255,0.52828276,0.48440629,0.48926032,0.46682859,0.25492359,0.37151881
106,36,1,0.26783434,0.53714202,0.79931038,0.33833939,0.69618013,0.51155567,0.42444587,0.54672404,0.44773663,0.58267936,0.51618005,0.44974186,0.23666243,0.44843168,0.61855311,0.43525048,0.58393998,0.22817802,0.48665272,0.2309133,0.65123925,0.51476691,0.39800722,0.35022883,0.25753991,0.25773449,0.40980148,0.50384759,0.49060832,0.87740793,0.61626316,0.25673877,0.41018183,0.35348283,0.58300077,0.64676392,0.44202633,0.43493426,0.38922666,0.38329285,0.27979897,0.38405252
107,36,2,0.29663919,0.65209112,0.86215735,0.39618315,0.74682857,0.53224827,0.53422788,0.61155877,0.50606996,0.64184338,0.64297049,0.45301793,0.32289813,0.51196472,0.61593655,0.57656089,0.61922756,0.37502565,0.57491931,0.47981412,0.71490895,0.42176412,0.43852243,0.55256722,0.35497789,0.28945887,0.47459091,0.55032038,0.46179821,0.81352691,0.67842484,0.3355611,0.48627037,0.24121399999999998,0.69768674,0.65056154,0.52312892,0.52425233,0.4001136,0.39747553,0.39342159,0.5018027
108,37,0,0.44810773,0.80421885,0.91122349,0.47457808,0.79969554,0.54507192,0.73867009,0.7235087,0.58622191,0.67963489,0.78250291,0.53236647,0.58584831,0.73101191,0.63144318,0.77082415,0.68341206,0.73780478,0.71649731,0.71419271,0.73305513,0.41412018,0.50452715,0.71624714,0.51064741,0.47548341,0.68046349,0.62425437,0.5551471,0.74192635,0.74998513,0.52978369,0.5528689,0.5103035,0.76478898,0.73909922,0.68428501,0.7375843000000001,0.49510876,0.50937661,0.55546294,0.58437899
109,37,1,0.64271825,0.90829854,0.96263433,0.5984049,0.83552236,0.60511454,0.81488368,0.83020731,0.68983856,0.72204597,0.92203533,0.63807378,0.79486714,0.88094372,0.67810392,0.87924196,0.77554876,0.92487967,0.84530783,0.85835328,0.7635306,0.47742747,0.57128871,0.85562071,0.66701284,0.59189033,0.84666501,0.69450675,0.69293997,0.69249292,0.81309857,0.68898133,0.63624622,0.69553451,0.83077285,0.83482691,0.87002746,0.8397710999999999,0.67731518,0.60013248,0.68955626,0.65995032
110,37,2,0.80282099,1.0,1.0,0.70801823,0.84804286,0.76451785,0.88440191,0.94380012,0.72738208,0.78610786,0.99518671,0.7592603,0.94685552,1.0,0.74004892,0.95210812,0.88213393,0.99668587,0.92205619,0.98327441,0.81746333,0.58024791,0.64743091,0.97540046,0.80815391,0.7458153000000001,0.93869923,0.7564403000000001,0.81278591,0.70998584,0.88745464,0.81816417,0.73587448,0.86500419,0.87833304,0.92440662,0.97310427,0.91736494,0.84343838,0.69767425,0.78341914,0.79155429
111,38,0,0.8436847,0.95217168,0.98683984,0.76550595,0.79958934,0.84794885,0.88973255,0.99022101,0.68198797,0.82579173,0.95937798,0.79555994,1.0,0.98727157,0.79853235,0.9438813,0.9066963,0.93955654,0.93006575,1.0,0.85198533,0.64617803,0.68394667,0.97868993,0.86352687,0.82142857,0.96885123,0.79213986,0.8593984,0.73944759,0.90292071,0.87090035,0.84444245,0.96024228,0.87003355,0.96006715,0.96338802,0.93344233,0.86437077,0.76367116,0.80053935,0.84570617
112,38,1,0.86459543,0.83439537,0.9521062,0.81542405,0.68572474,0.90346297,0.8850979999999999,0.96580286,0.64076448,0.86753493,0.87316196,0.80337933,0.99527874,0.90325484,0.8441183000000001,0.90590569,0.8475132,0.85039059,0.90017932,0.89548008,0.85287051,0.67140034,0.68854326,0.93499714,0.88971446,0.86659452,0.89608771,0.79280376,0.84709989,0.72464589,0.8813277,0.88224256,0.92720208,1.0,0.8411325000000001,0.93645942,0.87749067,0.86524968,0.86853621,0.8121734,0.76541636,0.86600426
113,38,2,0.90045275,0.75324105,0.93926786,0.86206651,0.7099161,0.96020245,0.91328082,0.92391942,0.66915163,0.91634664,0.73368243,0.83466629,0.94183161,0.81888353,0.86932029,0.88166593,0.72725757,0.8155133000000001,0.86216378,0.81977425,0.85306019,0.67865804,0.67389946,0.90281751,0.93050544,0.90952381,0.82967854,0.77648798,0.82797575,0.71189802,0.84028315,0.90092439,0.98981368,0.99387847,0.81747013,0.88512215,0.81039217,0.79051707,0.87734043,0.8425700999999999,0.71802729,0.88296664
114,39,0,0.92779197,0.76539955,0.899546,0.89389732,0.8238397,0.94837507,0.96464554,0.9266771,0.7538145,0.89586464,0.62879509,0.87249601,0.87119424,0.82103828,0.88029056,0.89532834,0.62884134,0.83105816,0.84130305,0.79602792,0.8570435,0.68952663,0.65975559,0.88393879,0.95108294,0.951443,0.83196279,0.78279501,0.83892153,0.69353399,0.82208078,0.92226844,1.0,0.95695599,0.82800636,0.80472386,0.80898402,0.78799646,0.86226701,0.85294767,0.70310534,0.9079489
115,39,1,0.94552473,0.83688567,0.83617034,0.91340882,0.84256735,0.91459776,1.0,0.95511441,0.83721114,0.86981689,0.57034804,0.86860978,0.79577507,0.85679607,0.85879475,0.89804613,0.5906085,0.86412057,0.840526,0.7789518,0.85716995,0.69976646,0.62682266,0.82108124,0.9384174000000001,0.99365079,0.83071684,0.81600998,0.85916089,0.70892351,0.80946999,0.92146423,0.94309363,0.91455635,0.8834540000000001,0.8189765,0.82912061,0.79882826,0.82156982,0.85000368,0.7378279000000001,0.93825408
116,39,2,0.94671465,0.9052223,0.74185392,0.92729474,0.81219245,0.88710709,0.99349698,0.98748289,0.88129155,0.85412144,0.55797101,0.81127382,0.69505478,0.87510683,0.78689497,0.83840165,0.56343429,0.88226939,0.84076509,0.75090889,0.85641123,0.7113176999999999,0.59363977,0.7763873,0.90447844,1.0,0.83379018,0.8286541999999999,0.87483607,0.7805949000000001,0.7681875,0.86953226,0.85017015,0.8634576999999999,0.96050386,0.86002084,0.81109625,0.7858845999999999,0.78699457,0.8441156999999999,0.79995097,0.93044713
117,40,0,0.87286684,0.87951366,0.60816045,0.93270669,0.73022504,0.84704315,0.92782561,0.96108938,0.83515353,0.80364001,0.53353433,0.68117901,0.59631378,0.83507592,0.67526499,0.68041722,0.50292859,0.82474552,0.80454274,0.66949433,0.83029843,0.71124585,0.56104708,0.72439931,0.85863409,0.93261183,0.82012626,0.79060083,0.85313039,0.81345609,0.71286658,0.7484193,0.6969149,0.8060441999999999,0.96980399,0.84427463,0.69839471,0.7012058000000001,0.72382926,0.77618312,0.84170957,0.89176721
118,40,1,0.62124158,0.68186479,0.46636400000000006,0.86961475,0.54891965,0.72892914,0.72614948,0.81991003,0.70440804,0.67601714,0.43178356,0.41283207,0.46578294,0.64461315,0.52451264,0.51562362,0.34248402,0.63126332,0.6784220000000001,0.42514046,0.74228629,0.68064313,0.56679628,0.57161756,0.73552241,0.74206349,0.71819088,0.58621106,0.67468324,0.65485836,0.59699007,0.56088926,0.54748936,0.67987628,0.79851669,0.7118906999999999,0.46436668,0.49328973,0.59433248,0.60654302,0.79400997,0.73080199
119,40,2,0.37437602,0.51139676,0.37798977,0.61331624,0.25133052,0.54437933,0.36998535,0.49355564,0.52968503,0.42360439,0.23127579,0.17320004,0.3420253,0.41612874,0.34336965,0.37170559999999997,0.14700194,0.45418606,0.44052002,0.19190361,0.52264795,0.66216653,0.62738509,0.37773884,0.55225207,0.34933622,0.53887366,0.2916017,0.36074597,0.50016997,0.37604545,0.45259752,0.34294314,0.47050712,0.62116664,0.401482,0.20736464,0.38247156,0.38510329,0.41347612,0.28103293,0.22840312
120,41,0,0.2789935,0.44276716,0.31364864,0.3854091,0.16911529999999997,0.42409164,0.24795749999999997,0.26778799,0.46811491,0.28270162,0.16429705,0.18010889,0.30170087,0.31711974,0.26223408,0.35000735,0.16640734,0.41726505,0.37374178,0.16704558,0.41920207,0.71252133,0.69837523,0.26118421,0.5068895,0.33863636,0.40508348,0.18929114,0.21839923,0.39285411,0.25396467,0.4321871,0.21157669,0.28568851,0.50771087,0.27046428,0.21741886,0.38974045,0.27937897,0.40422463,0.27474871,0.23545777
121,41,1,0.29920769,0.47490661,0.31869433,0.30074058,0.21087785,0.41854555,0.31049643,0.23698416,0.49624881,0.24017365,0.17674283,0.26779311,0.32918104,0.32402946,0.28424876,0.37237403,0.26038344,0.40726742,0.41389719,0.24482458,0.34540971,0.78011318,0.7096931,0.18743564,0.61111527,0.46010823,0.35639173,0.19499462,0.27455313,0.38832861,0.23516149999999997,0.47178776,0.21150929999999998,0.21374444,0.42589911,0.30305662,0.31139196,0.47035902,0.26336938,0.48009126,0.29942796,0.36395316
122,41,2,0.40457395,0.54689079,0.36254238,0.3725486,0.30466952,0.49214172,0.41716432,0.37725406,0.57778569,0.25986531,0.21739659,0.37682343,0.42602143,0.41476498,0.33764732,0.39987513,0.34595721,0.48045451,0.5063419,0.3364047,0.30268083,0.8157369999999999,0.68347452,0.22652317,0.73562948,0.56150072,0.39784866,0.25770271,0.39281916,0.45870397,0.30383083,0.53253836,0.27564829999999996,0.24337908,0.46905056,0.3584578,0.44899669,0.52112542,0.32637691,0.57989254,0.33175615,0.45119233
123,42,0,0.50959194,0.65844869,0.40052871,0.45795058,0.40281564,0.5415024,0.48947609,0.49576570000000003,0.63027857,0.28625814,0.29163229,0.43259176,0.51170631,0.50606419,0.37588763,0.4360952,0.40637955,0.56725322,0.59112971,0.41463439,0.28388973,0.83006377,0.64847938,0.28176487,0.82755372,0.63762626,0.44027743,0.30106726,0.47086461,0.53993626,0.39038725,0.58270475,0.35910423,0.33217991,0.59091177,0.43054301,0.57463212,0.55890047,0.3758678,0.65662766,0.37934134,0.51423705
124,42,1,0.59738507,0.76305574,0.44082524,0.50954924,0.53415702,0.59088972,0.54738047,0.61802269,0.63729028,0.31883453,0.37572199,0.46480804,0.56912415,0.59982726,0.39926618,0.50733803,0.44809114,0.62506115,0.63251644,0.47795127,0.33273268,0.83629749,0.6343494000000001,0.3086742,0.85022965,0.70205628,0.47253925,0.32631547,0.54134096,0.63793909,0.47389804,0.62311888,0.41812199,0.41641214,0.72641121,0.48766933,0.69127649,0.60106274,0.39920899,0.69394274,0.43840811,0.60340667
125,42,2,0.64598328,0.77777778,0.48336303,0.50550452,0.64155486,0.61321257,0.56005679,0.69563857,0.61005856,0.33479713,0.44486406,0.47147282,0.57153925,0.65671425,0.3930991,0.58112237,0.47343151,0.64199479,0.63879259,0.51949483,0.38665276,0.85396569,0.64631996,0.32336241,0.77401154,0.72004329,0.47210732,0.33131482,0.56859182,0.66685552,0.51255131,0.64294694,0.45824957,0.46559057,0.78921655,0.52616649,0.77004858,0.63065604,0.39086759,0.67728711,0.45701561,0.64108588
126,43,0,0.6854394,0.75470593,0.51447618,0.48746707,0.7153798000000001,0.62242941,0.53936618,0.76695678,0.55577714,0.31408694,0.45899185,0.48591946,0.53745536,0.71333758,0.37247795,0.61726164,0.48437899,0.61410084,0.62462642,0.5636624,0.45220029999999994,0.87283751,0.64305652,0.33064216,0.6871941999999999,0.74054834,0.46223108,0.32137648,0.57188587,0.66943343,0.54701683,0.641736,0.46456127,0.50284168,0.79369003,0.5470418,0.81370133,0.65000341,0.35836454,0.6497608,0.45753044,0.68831796
127,43,1,0.70555201,0.6942357,0.56224355,0.47389447,0.76059995,0.59669686,0.51619344,0.80804811,0.51282843,0.31477153,0.43123347,0.49500609999999995,0.47994068,0.76074189,0.34534134,0.65049214,0.48565713,0.52687604,0.61153616,0.63155628,0.52323596,0.87130154,0.62444105,0.35126573,0.63974391,0.75295815,0.45153252,0.31275588,0.55437263,0.66573654,0.58082208,0.62032723,0.45154479,0.49637219,0.79286597,0.54092856,0.82841653,0.66268819,0.34632053,0.62286745,0.44733186,0.72143364
128,43,2,0.70897667,0.57203545,0.67107637,0.44745425,0.7562691,0.53484283,0.50672284,0.82328379,0.4787037,0.31768242,0.37114144,0.50645827,0.44522729,0.79085371,0.3165073,0.67189658,0.49127535,0.42798864,0.60089659,0.67122698,0.5888088,0.85356148,0.59558395,0.38766447,0.63477618,0.76356421,0.4335576,0.30650921,0.53350337,0.65074363,0.59996431,0.61084304,0.42492784,0.44961660000000003,0.79392548,0.51613986,0.81278603,0.6676135999999999,0.35317878,0.60365791,0.41366348,0.73328602
129,44,0,0.68834165,0.47560243,0.77404747,0.42089297,0.67665003,0.48364411,0.50364536,0.82564052,0.48551757,0.32409417,0.30016926,0.54567727,0.42511349,0.80305482,0.30101549,0.65330542,0.50013893,0.37290302,0.59240885,0.70733222,0.63638088,0.82639899,0.5350854,0.42611556,0.66409002,0.76666667,0.41906305,0.30040337,0.51572165,0.64206091,0.61441913,0.63082825,0.39865904,0.38528256,0.77403025,0.44500405,0.79053721,0.64463519,0.37380612,0.61623611,0.35514423,0.75067424
130,44,1,0.65617019,0.48454552,0.81179243,0.40813217,0.52402025,0.45137986,0.48935703,0.83466654,0.53204337,0.33596594,0.25016397,0.59697738,0.4237758,0.79723611,0.32925654,0.61273689,0.52627952,0.36381283,0.6077107,0.73875029,0.68848002,0.80151801,0.51467852,0.44458667,0.6848174,0.78888889,0.43806795,0.29458924,0.50512696,0.66770538,0.63238356,0.66128674,0.38139733,0.32832012,0.74089116,0.37506078,0.75019362,0.5600109000000001,0.40112341,0.64790609,0.31718558,0.78800568
131,44,2,0.57859299,0.52187065,0.81833228,0.40007833,0.40151757,0.43611082,0.47433596,0.82577743,0.60902184,0.34373017,0.24750873,0.71459683,0.43806065,0.77286117,0.38167667,0.56870868,0.5369825,0.36004103,0.6469216999999999,0.76691338,0.73027314,0.75782808,0.52312873,0.43260870000000007,0.67366145,0.83253968,0.48228258,0.27639242,0.48935885,0.69876062,0.66236393,0.68965613,0.37479363,0.30893743,0.70475013,0.32948941,0.72217137,0.42100961,0.43177515,0.68422757,0.31520798,0.82072392
132,45,0,0.42512189,0.54190288,0.81941268,0.41726127,0.28056077,0.44559403,0.50846309,0.8120575,0.67328268,0.33603273,0.26571988,0.78597578,0.44804794,0.7306937,0.4519235,0.54100926,0.52868575,0.35255267,0.69091452,0.77983314,0.7530349000000001,0.7317255,0.53969588,0.38177918,0.61764611,0.8538960999999999,0.52657197,0.24959512,0.45413616,0.69521246,0.68740705,0.71401368,0.35261284,0.34734197,0.66843252,0.34043071,0.72322749,0.25893453,0.46173265,0.73029366,0.33665931,0.85684883
133,45,1,0.33965057,0.55086062,0.79602322,0.50514135,0.26167971,0.52203516,0.5835959,0.83229024,0.72850586,0.34958535,0.29082831,0.84726368,0.48608438,0.65482317,0.52485361,0.51866461,0.53665463,0.38593861,0.74249851,0.79259267,0.73526808,0.71863828,0.54555617,0.33883724,0.64056829,0.87619048,0.60323947,0.27466227,0.43221363,0.62933428,0.70424127,0.76872805,0.35382577,0.44664605,0.61004179,0.40558064,0.75779765,0.31930649,0.50071528,0.79075587,0.38694124,0.88495387
134,45,2,0.35343627,0.58101516,0.83365324,0.61616464,0.31362623,0.63404369,0.66718263,0.87377274,0.76041469,0.38961986,0.3351317,0.8868299999999999,0.54238848,0.61249204,0.59134238,0.52377699,0.54684079,0.49553381,0.79503885,0.82310936,0.69258978,0.72372227,0.5454173000000001,0.33333809999999997,0.7312506,0.89148629,0.67551292,0.34084074,0.46037319,0.56590652,0.73071203,0.80148826,0.40135443,0.54828919,0.59485549,0.47677434,0.8079279,0.41170379,0.56003071,0.85206447,0.43994443,0.88509581
135,46,0,0.40725853,0.63957372,0.89891386,0.67898597,0.3807366,0.70266383,0.74052024,0.9129864999999999,0.79558405,0.42899761,0.41212314,0.89586971,0.61788027,0.61940176,0.63970054,0.58829881,0.54497916,0.60329835,0.8369994000000001,0.87691167,0.64497977,0.74096829,0.54983336,0.35559211,0.82816398,0.90901876,0.73863278,0.40294529,0.50165736,0.55240793,0.75438701,0.81286744,0.46749250000000003,0.66492686,0.64706575,0.54400834,0.84890516,0.49912119,0.62284891,0.90844189,0.5176187,0.87430802
136,46,1,0.49262828,0.73954442,0.9583931999999998,0.70219326,0.48757979999999995,0.78284497,0.83498809,0.95417563,0.82225388,0.45703234,0.49010367,0.88545011,0.69105986,0.66647877,0.65731969,0.69941237,0.53331481,0.68275073,0.87848177,0.92543592,0.58325746,0.76791521,0.56248438,0.3808853,0.92880314,0.88759019,0.80613008,0.43921821,0.54471763,0.59308782,0.77187556,0.80501017,0.52667872,0.73670984,0.71228442,0.56916754,0.87291417,0.57923564,0.69682753,0.91933466,0.56803955,0.83222143
137,46,2,0.55382227,0.79308577,0.97240388,0.66909492,0.55857259,0.80165157,0.88842279,0.95794054,0.82526116,0.46416764,0.53168306,0.85959824,0.71333454,0.69982726,0.64838781,0.80064639,0.53108086,0.69640969,0.89862522,0.95034403,0.52800961,0.76911884,0.57730176,0.40817363,0.92662977,0.84278499,0.80475953,0.43994246,0.56388307,0.64298867,0.76283386,0.78155851,0.55898968,0.75101488,0.72582259,0.55739261,0.84911638,0.62577832,0.75899356,0.86649003,0.57350658,0.7848829
138,47,0,0.61289761,0.81059108,0.9162347,0.54736167,0.5942578000000001,0.76254662,0.93570251,0.8862214,0.81592276,0.47035677,0.52702317,0.78728058,0.68997034,0.7163924,0.61453562,0.85000735,0.54866907,0.64615324,0.89306635,0.94553667,0.46427668,0.72545585,0.58995278,0.42833238,0.88659893,0.76616162,0.73375696,0.3910052,0.56046509,0.71635977,0.7383261,0.71690701,0.53931335,0.71731426,0.7035729000000001,0.5132685,0.78053932,0.63536344,0.80702234,0.78369029,0.53649587,0.72838893
139,47,1,0.64325517,0.73822603,0.7582093000000001,0.45891191,0.54932087,0.66441129,0.94293827,0.727655,0.78653055,0.48605221,0.46711097,0.68600394,0.62417529,0.68194381,0.57410125,0.83355369,0.55094749,0.51595518,0.83735804,0.89295622,0.4375569,0.65658852,0.60240939,0.41468822,0.8105093000000001,0.71278499,0.62341557,0.2878195,0.52416848,0.77754958,0.70114806,0.62672398,0.44868094,0.64035698,0.65995644,0.46733820000000004,0.61123706,0.59025138,0.83653806,0.7189960999999999,0.46785977,0.63719659
140,47,2,0.59802357,0.58389365,0.51491294,0.35886207,0.43013417,0.5245658000000001,0.90729071,0.54034813,0.6970956,0.48361997,0.37580133,0.52955036,0.5327341,0.58924448,0.50579646,0.72913912,0.52902473,0.38826639,0.74722056,0.80545234,0.41341047,0.56091799,0.61181086,0.35581379,0.76556428,0.63229437,0.41143783,0.17326708,0.46362594,0.79978754,0.6436261999999999,0.5260954000000001,0.33770959,0.50170114,0.59244217,0.40745629,0.44627896,0.49784726,0.83026886,0.75417679,0.3360219,0.54960965
141,48,0,0.47798642,0.37768989,0.35832423,0.27929217,0.24471035,0.41533831,0.77968492,0.40831215,0.54944603,0.45147214,0.25790754,0.38244626,0.38239816,0.42879353,0.42963457,0.55412076,0.48104473,0.29017596,0.60173341,0.65538274,0.37346358,0.43506692,0.59918761,0.28434640000000005,0.75145338,0.52364358,0.30735111,0.17029966,0.39979967,0.76324363,0.55367914,0.45650767,0.23170225,0.37627424,0.46047442,0.32434873,0.34070971,0.35107296,0.771837,0.87068521,0.21243769,0.41588361
142,48,1,0.30289355,0.30840108,0.29714384,0.23479314,0.18757154,0.30622802,0.56369298,0.32454528,0.36840772,0.38170535,0.18472443,0.30352014,0.25400399,0.2694154,0.33910755,0.36268547,0.3730314,0.26354454,0.38038852,0.51863351,0.31153895,0.34465104,0.51435217,0.18070652,0.75725619,0.37740981,0.206155,0.31916349,0.36291447,0.65895184,0.44754625,0.36647255,0.17460496,0.23699336,0.31267291,0.24334838,0.31137084,0.25144083,0.62008247,0.88025318,0.16168178,0.30610362
143,48,2,0.19298526,0.23935399,0.23091776,0.22719504,0.17106241,0.17402238,0.3139128,0.23053002,0.24031339,0.28702065,0.14658310000000002,0.22628368,0.147025,0.16287844,0.17869691,0.26596886,0.22788552,0.23352797,0.19977884,0.31321923,0.26414390000000004,0.22303063,0.29246632,0.084939931,0.73678576,0.26883117,0.14216297,0.43202599,0.30223769,0.53167139,0.34555946,0.25046219,0.16365495,0.11438881,0.22345047,0.17840685,0.36167007,0.18925676,0.42837758,0.71537499,0.12495710000000002,0.22286728
144,49,0,0.14219294,0.39583242,0.19396586,0.20264189,0.14701266,0.14710176,0.17838432,0.15467436,0.20616493,0.22104414,0.15155506,0.12362715,0.19768779,0.13479407,0.20567045,0.27235199,0.23651570000000002,0.23025329,0.16843395,0.08465352,0.25914264,0.10745531,0.18403,0.10904605,0.73650739,0.29145022,0.15207243,0.44645067,0.28938156,0.39516997,0.2013741,0.15835644,0.17280803,0.078961273,0.25633645,0.21515573,0.45679082,0.09831051199999999,0.23052973,0.36062413,0.096412519,0.23562101
145,49,1,0.22923439,0.50295906,0.2541693,0.16898099,0.19290544,0.2357219,0.22967576,0.17628594,0.24030548,0.19451773,0.17529356,0.17003661,0.2527571,0.19127193,0.28815507,0.28271632,0.26290636,0.23004024,0.19120741,0.16974972,0.32094714,0.14927692,0.27844744,0.14758295,0.73691423,0.34738095,0.18362821,0.39627614,0.36202641,0.39443343,0.17438582,0.22006839999999997,0.22033670000000002,0.12045235,0.29281888,0.32763691,0.52731817,0.18174944,0.26714562,0.2628542,0.18766855,0.31173172
146,49,2,0.30033956,0.51515418,0.37054192,0.17585986,0.27740999,0.30561534,0.35326983,0.16718169,0.2717553,0.18706518,0.23228605,0.22845208,0.30194298,0.28025275,0.29057890000000003,0.35183634,0.27353154,0.23535075,0.19100418,0.2348994,0.40393905,0.2697476,0.31426191,0.17424914,0.76225603,0.42981962,0.22328266,0.40371984,0.42502659,0.41339943,0.23464398,0.26821963,0.27363799,0.17823958,0.33285067,0.36278801,0.58750264,0.25149533,0.28560609,0.32630456,0.23443654,0.37126331
147,50,0,0.36006791,0.50383798,0.47707603,0.21107313,0.33715675,0.37980820000000004,0.45666789,0.16546059,0.30094967,0.1918239,0.26528615,0.27788416,0.34144422,0.36658787,0.26834927,0.41046717,0.2921756,0.23868855,0.20035864,0.28866165,0.47950809,0.32942603,0.35081933,0.1972111,0.75759879,0.48647186,0.28423457,0.41239073,0.49397466,0.41490793,0.32767831,0.28765021,0.32297481,0.2161995,0.37001001,0.42629385,0.6301908,0.31765788,0.29226448,0.3940605,0.23873498,0.40543648
148,50,1,0.43410436,0.49106423,0.57886328,0.29035819,0.38525625,0.45505594,0.573878,0.22283395,0.34352643,0.21853398,0.29786311,0.32057636,0.39298469,0.47172470000000005,0.27537618,0.47986631,0.32085024,0.25941766,0.2123431,0.33221829,0.57888847,0.36450193,0.40399944,0.21368707,0.68659465,0.55077201,0.36225599999999997,0.46198183,0.55268946,0.42264164,0.45630837,0.29786467,0.35710515,0.24330820000000003,0.41013008,0.45083941,0.69438851,0.38912732,0.35707073,0.423942,0.22485086,0.44327182
149,50,2,0.44202751,0.47852487,0.6328256999999999,0.37632272,0.398591,0.49880661,0.72589302,0.36931351,0.37381292,0.26491902,0.35761663,0.35153478,0.42051934,0.49163559999999995,0.33074642,0.57764066,0.34818561,0.31919040000000004,0.24557681,0.35575429999999997,0.60963581,0.40336836,0.44732676,0.22450658,0.59253985,0.587114,0.41377191,0.50762979,0.57357937,0.43664306,0.53846886,0.31220189,0.37389517,0.26122817,0.44106186,0.47785111,0.73315497,0.41673138,0.44457651,0.43706484,0.23124949,0.49328602
