,measure_number,beat_number,pid1263b-18,pid51495-02,pid5667269b-34,pid5667271-03,pid5667285b-09,pid610003b-22,pid9048b-18,pid9049b-18,pid9050b-20,pid9053-21,pid9054b-20,pid9055b-18,pid9057f-03,pid9058b-18,pid9059b-22,pid9061b-15,pid9062b-21,pid9063b-24,pid9066b-18,pid9067-26,pid9068-23,pid9069-18,pid9072b-22,pid9073b-24,pid9074g-18,pid9075b-18,pid9085-19,pid9088-24,pid9098-04,pid9099b-24,pid9101c-14,pid9104b-18,pid9116-15,pid9118b-24,pid9121-08,pid9130-13,pid9139b-20,pid9153b-20,pid9166-11,pid9170b-20,pid9173-01,pid9174b-18,pid918712-15,pid918726-07,pid918904-14,pid9190-12,pid9192b-20
90,31,2,0.54823529,0.79787894,0.73670696,0.79447779,0.69064429,0.75843997,0.72307801,0.54023564,0.70067361,0.74781339,0.43307202,0.42761858,0.74662309,0.72588382,0.74717139,0.73130271,0.51769515,0.56177476,0.71805204,0.50762248,0.80709768,0.26872672,0.57499269,0.64476485,0.47682064,0.64019164,0.83706106,0.47104424,0.96890744,0.52485986,0.96938743,0.71867584,0.46272786,0.51453636,0.86521157,0.61459918,0.96948058,0.71721016,0.48833027,0.66765084,0.46846179999999993,0.8030058000000001,0.53076923,0.85145195,0.84290528,0.77379645,0.78516593
91,32,0,0.56953713,0.76755148,0.65073434,0.76425602,0.70812371,0.7200177,0.69139885,0.49233808,0.64002267,0.73425191,0.35490306,0.27856235,0.70329412,0.69005152,0.75868261,0.70253009,0.49893107,0.54676407,0.68881784,0.40172171,0.8135629,0.20901558,0.58258013,0.62562087,0.47717020000000004,0.57668005,0.78615769,0.51766836,0.87703883,0.45314958,0.89573289,0.65533013,0.50004557,0.47667684,0.81708545,0.58357374,0.89423708,0.74171574,0.48957695,0.59389381,0.43582343,0.81992009,0.50026036,0.75817128,0.83347061,0.79997688,0.7728024
92,32,1,0.6076566999999999,0.68643017,0.58779099,0.68481392,0.68096844,0.68829975,0.63688998,0.40877663,0.5942994,0.6827093000000001,0.30245678,0.18062592,0.62976906,0.66648605,0.71539256,0.67030214,0.42628705,0.50891152,0.65281784,0.26598059,0.80660576,0.21323451,0.62102113,0.64255102,0.4549896,0.50171565,0.73426295,0.56594809,0.80330201,0.42503268,0.72930817,0.59246445,0.53566406,0.41813584,0.73290365,0.55442783,0.80058157,0.7437901,0.47456229999999994,0.48436042,0.39837691,0.84836052,0.4461854,0.67416876,0.82665668,0.81274923,0.6915206
93,32,2,0.63270974,0.5012714,0.51508642,0.49881525,0.56845987,0.63153417,0.56379962,0.32751517,0.52204377,0.62008387,0.31736544,0.18723716,0.54413072,0.62805116,0.5879083,0.63298125,0.30489108,0.43236044,0.58805948,0.16151197,0.75572734,0.21194983,0.63397922,0.58419663,0.45558052,0.43881264,0.61207264,0.5399931,0.72160262,0.40769503,0.50173249,0.55787519,0.53708984,0.34579307,0.61226142,0.47934259999999995,0.67528725,0.74430869,0.43978473,0.34242156,0.36785059,0.85384508,0.35278895,0.56060639,0.80007488,0.74258799,0.4997934
94,33,0,0.55114754,0.26099293,0.42908382,0.26359625,0.39379431,0.49074326,0.40035539,0.23136024,0.40539148,0.4223229,0.29986001,0.28872372,0.36411329,0.53334518,0.40654516,0.56217964,0.21315075,0.31403551,0.34545725,0.15992331,0.54113141,0.21089320000000003,0.54226495,0.40129992,0.42233042,0.28562735,0.39795238,0.35003018,0.63769657,0.39515432,0.31682791,0.51816864,0.41191406,0.32580381,0.42983467,0.31516741,0.46574285,0.56814626,0.37706928,0.26517297,0.308618,0.73547717,0.24130966,0.42785832,0.5842456,0.40407733,0.25382758
95,33,1,0.50492768,0.17963905,0.37620142,0.17911718,0.36016465,0.36768309,0.3254057,0.15960209,0.31243802,0.35596076,0.24012739,0.27466993,0.25028322,0.39333807,0.36812525,0.4250307,0.18493962,0.24254896,0.25158364,0.16922054,0.44397751,0.19899658,0.48972724,0.29185707,0.3328506,0.21983038,0.26189197,0.17728723,0.62506813,0.32772029,0.25923728,0.46224074,0.28097005,0.33098829999999996,0.33286629,0.19251683,0.39158014,0.40658346,0.31441515,0.23983105,0.23832937,0.62150118,0.20471006,0.33483809,0.45197304,0.2385569,0.17466617
96,33,2,0.29256509,0.14587106,0.15543011,0.14414223,0.25461639999999996,0.19017152,0.21684691,0.12504586,0.16267178,0.15552643,0.14023238,0.18913447,0.10817429,0.14349796,0.25456267,0.21608122,0.1380453,0.15674909,0.21439405,0.22100485,0.23769501,0.16925124,0.33060266,0.14416882,0.23529754,0.13872847,0.12087464,0.11255497,0.52409374,0.228159,0.16198489,0.2153881,0.14207031,0.26046788,0.27310562,0.072598129,0.22194774,0.15481234,0.19061244,0.15527755,0.098594228,0.30493932,0.18818146,0.17153182,0.23991763,0.13619893,0.15074377
97,34,0,0.13719383,0.17104937,0.15767809,0.17293094,0.16215984,0.24157705,0.31368488,0.12702131,0.18295746,0.10827467,0.18864002,0.19881663,0.15294989,0.098019186,0.15873426,0.26529108,0.18852199,0.1523362,0.25586617,0.39732352,0.25033029,0.17344736,0.49935008,0.16900349,0.14705784,0.13013078,0.13732049,0.11883246,0.2829968,0.22497951,0.14914223,0.17289195,0.10970703,0.21805956,0.2242011,0.13461841,0.15757646,0.14661158,0.2815655,0.27897828,0.21860102,0.22180326,0.23922682,0.18965405,0.21799326,0.16070913,0.21267018
98,34,1,0.22756027,0.27104006,0.3036667,0.27334383,0.22491710000000004,0.3816703,0.42393824,0.20220121,0.30911503,0.18438670000000001,0.29325261,0.25143276,0.22371242,0.20171434,0.23953414,0.41470564,0.25511354,0.24973991,0.35879554,0.47323525,0.30630358,0.30890156,0.67838538,0.27555133,0.3101623,0.21917001,0.22956546,0.17452789999999999,0.28600104,0.29666763,0.47032520000000005,0.28430396,0.15130859,0.33874385,0.30794699,0.2626803,0.24312605,0.23788345,0.36621704,0.36048270000000004,0.33360272,0.35090463,0.33021696,0.25512197,0.28080869,0.33920418,0.2665717
99,34,2,0.31693346,0.33119883,0.35672894,0.33390088,0.33273782,0.48289886,0.47888252,0.26101312,0.40947438,0.24268384,0.33502485,0.26957457,0.25255773,0.27594599,0.37116293,0.54505036,0.30464552,0.32650821,0.44221561,0.4345594,0.40328179999999997,0.42808058,0.74399202,0.38174439,0.42313774,0.27234883,0.29861021,0.2380357,0.32213168,0.36931957,0.68981594,0.32744317,0.18986979,0.39137989,0.38356634,0.34678731,0.32292431,0.29626439,0.44389945,0.41546259,0.40916129,0.41976155,0.41009862,0.29763868,0.32886559,0.40312374,0.29277761
100,35,0,0.36713597,0.36104565,0.35025477,0.36237745,0.36452378,0.47886605,0.44009556,0.33361084,0.42655298,0.28689531,0.33840554,0.26358924,0.2508671,0.3330787,0.40910321,0.58866781,0.29941642,0.35641527,0.60862454,0.39430271,0.42828531,0.49355378,0.70127868,0.40358471,0.48475239,0.28559498,0.31513944,0.26291282,0.32727611,0.39585226,0.76240026,0.32380219,0.23386068,0.41627112,0.47066455,0.3751202,0.36061039,0.32618441,0.44222358,0.39202735,0.41265195,0.4450098,0.44130178,0.30246766,0.34342943,0.41037681,0.30397764
101,35,1,0.35579556,0.35947966,0.31297832,0.36165383,0.30036588,0.41406888,0.40147334,0.34923099,0.37892351,0.3055489,0.32478477,0.26241565,0.24228322,0.32944573,0.33025876,0.54315074,0.25551799999999997,0.33607709999999996,0.65643123,0.3920097,0.43397751,0.45126568,0.63761676,0.37252008,0.47544736,0.2772692,0.29122579,0.30190567,0.26592846,0.39536481,0.67267121,0.29886786,0.29807292,0.40804939,0.53465973,0.35975173,0.34878604,0.31140019,0.40303154,0.37287208,0.37229202,0.44383148,0.43293886,0.30534335,0.32444777,0.41017454,0.28757992
102,35,2,0.3091514,0.32487286,0.24611849,0.32828218,0.25391608,0.34020215,0.35488426,0.32729646,0.29565565,0.30234387,0.30501155,0.24281663,0.21044009,0.2887369,0.26585252,0.42568574,0.18940313,0.27524551,0.65837918,0.42972296,0.43120169,0.33168377,0.57086142,0.30584963,0.41007907,0.26096077,0.24316687,0.33782013,0.28150797,0.37940088,0.48615600000000003,0.25368173,0.35419922,0.37398994,0.55671451,0.31315674,0.31807362,0.26597521,0.36894203,0.36607401,0.32063837,0.42802052,0.37862722,0.28759007,0.29695245,0.42239785,0.28386108
103,36,0,0.28498554,0.32343091,0.22304926,0.32777139,0.30376744,0.31244895,0.33357261,0.33282066,0.25883232,0.31627977,0.32498075,0.25013203,0.19816993,0.26837804,0.30769136,0.33509375,0.18753972,0.23667273,0.65668401,0.49287838,0.45430779999999993,0.27454959999999995,0.52153804,0.26852667,0.37695381,0.27613622,0.26095618,0.3803225,0.37805575,0.37316376,0.39867335,0.22914591,0.38826823,0.36797197,0.560866,0.29824285,0.32946051,0.23598488,0.36106683,0.38472245,0.27142275,0.42438915,0.35281262,0.2728644,0.29437664,0.45000867,0.31319864
104,36,1,0.33104147,0.3522389,0.24331102,0.35563785,0.40342728,0.35047985,0.34329289,0.39274023,0.30481318,0.33631122,0.34794568,0.27186308,0.23247929999999997,0.26152958,0.41100945,0.36749365,0.24696655,0.24350928,0.65729368,0.55086085,0.50728742,0.39378183,0.51213688,0.30826214,0.40233874,0.33354266,0.33955341,0.41392602,0.46108445,0.39250659,0.50896973,0.24234218,0.41205729,0.42011358,0.5409181,0.30990471,0.38128691,0.23633647,0.35578037,0.43852776,0.25200679,0.43932171,0.36594083,0.28769858,0.32994384,0.44649772,0.35607412
105,36,2,0.34682739,0.33926135,0.25334199,0.34258432,0.47893323,0.35321944,0.33217223,0.46959221,0.31950902,0.33485847,0.33421292,0.28000978,0.24467102,0.24036241,0.48016283,0.41756325,0.30591668,0.25018578,0.64025279,0.58835499,0.52279691,0.51106043,0.52691878,0.33343740000000005,0.42513525,0.37629807,0.37609562,0.37864965,0.46665426,0.42511023,0.60314921,0.25224164,0.36914063,0.47322993,0.49666324,0.31528979999999995,0.41394218,0.24647974,0.33077185,0.45699115,0.25276061,0.43388000000000004,0.37702564,0.28987976,0.37782104,0.37924059,0.37063416
106,37,0,0.34320154,0.31767862,0.25934659,0.3210318,0.51241996,0.32453036,0.32001599999999997,0.59831381,0.30536701,0.33361540000000006,0.33327501,0.30070416,0.24179521,0.25134127,0.50330824,0.46538115,0.30863235,0.27700609,0.63159851,0.5981609,0.51786367,0.62178639,0.5149279999999999,0.34362671,0.44708281,0.42185679,0.33975725,0.29298957,0.43513632,0.44557198,0.61521834,0.28160493,0.2965625,0.53631972,0.45494079,0.33272139,0.43900619,0.30244353,0.32214047,0.45567981,0.26339559,0.43333369,0.39891124,0.28148059999999997,0.41176338,0.32182281,0.33769736
107,37,1,0.29054966,0.29420429,0.26697972,0.29725166,0.50760348,0.35027566,0.38618685,0.70151686,0.33260777,0.31969447,0.33907748,0.35289976,0.24962092,0.27320128,0.50378788,0.51046426,0.2788756,0.31813973,0.64342007,0.55971201,0.5251792,0.58596731,0.46639058,0.37672069,0.46877237,0.46923475,0.26985083,0.27782185,0.40868305,0.44898411,0.566412,0.32536002,0.2396224,0.55628073,0.46518459,0.34759157,0.42979375,0.38874044,0.34537775,0.47012068,0.27652971,0.44537401,0.41663116,0.28224021,0.39708723,0.4334653,0.29544169
108,37,2,0.23054002,0.28440523,0.25938655,0.28651088,0.49626972,0.43710863,0.52959036,0.69846903,0.39674914,0.30437322,0.32967733,0.38343276,0.25364706,0.27829099,0.50672717,0.51987227,0.23283931,0.34171325,0.64175465,0.49800438,0.52710471,0.50060053,0.38965972,0.40808333,0.46599251,0.51472226,0.22679515,0.30720876,0.39239901,0.43469302,0.47610016,0.35051173,0.21911458,0.49885574,0.44770682,0.3321619,0.39640509,0.46790894,0.38241025,0.4830893,0.29324958,0.43139481,0.40987771,0.2775523,0.35532759,0.5776166,0.28639468
109,38,0,0.27173578,0.31439159,0.26053552,0.31676102,0.49086725,0.54313572,0.68963367,0.58119091,0.46463853,0.28953123,0.35825576,0.39878729,0.26430501,0.30896252,0.51393398,0.56622451,0.21391633,0.37178036,0.64547212,0.36940836,0.55093465,0.44380084,0.35167216,0.44570431,0.45935913,0.57519746,0.254628,0.37771838,0.40945405,0.43109255,0.48685535,0.36237659999999994,0.17605469,0.43481946,0.39811729999999995,0.32480112,0.39330425,0.60815681,0.42880305,0.49475463,0.35045161,0.41939734,0.42866272,0.28450820000000004,0.33354549,0.84548922,0.30596755
110,38,1,0.34461909,0.35551042,0.29523429,0.35988025,0.47557455,0.62608903,0.78874284,0.43061239,0.54079674,0.28288902,0.37354238,0.40920293,0.30629194,0.34286729,0.51025679,0.6303529,0.26110822,0.38679105,0.72768773,0.32386132,0.58519325,0.52776131,0.41993894,0.5014617,0.46190595,0.62815616,0.32170851,0.43136156,0.42589762,0.46262159,0.60390154,0.37556381,0.19356120000000002,0.40553484,0.39644633,0.33213568,0.40123004,0.64194427,0.46634648,0.50918745,0.43888625,0.44377792,0.45371203,0.31494704,0.3395058,0.90539213,0.32619286
111,38,2,0.41008679,0.36127822,0.30420621,0.36436385,0.41150240000000005,0.65268513,0.80948963,0.36269225,0.57157945,0.26927512,0.33701267,0.38514425,0.30043573,0.35007994,0.45517267,0.66061574,0.30182874,0.3716889,0.72945725,0.28135076,0.56865074,0.60576967,0.47657769,0.51820736,0.46317936,0.64120808,0.35026406,0.42147107,0.39596156,0.47373319,0.71632776,0.36030251,0.19927083,0.37133412,0.42249691,0.33391031,0.37732402,0.64782456,0.45466312,0.4792679,0.47263837,0.44163551,0.44545957,0.31642287,0.35123175,0.80672427,0.31513418
112,39,0,0.44054966,0.33516807,0.29916076,0.33815747,0.33079408,0.55753131,0.73251586,0.32934951,0.50000644,0.2700015,0.30184783,0.35402445,0.26461002,0.33902114,0.36402991,0.61613035,0.30577223,0.34901853,0.68423792,0.30054782,0.52419536,0.62384645,0.45764437,0.47313598,0.46180608,0.62104752,0.31901232,0.34416659,0.33900062,0.46015111,0.73670435,0.34044018,0.19215495,0.38750918,0.46219551,0.34667366,0.34960949999999996,0.60015821,0.41618639,0.40259051,0.45491341,0.41344145,0.41133728,0.29327633,0.34796705,0.64038028,0.26668044
113,39,1,0.43700096,0.29859216,0.27764012,0.30183459,0.28617368,0.46200313,0.64970521,0.30771836,0.42089875,0.26903549,0.26719395,0.34738386,0.23440523,0.29913839,0.31363144,0.52167363,0.27844225,0.32568508,0.61449814,0.33060729,0.49517920000000004,0.48448499,0.38505487,0.37945959999999995,0.44756554,0.58384695,0.25804688,0.28099508,0.27361187,0.44403208,0.65264429,0.32241645,0.19428385,0.3899531,0.47730693,0.33640178,0.30356017,0.52571855,0.38865045,0.35115849,0.38536503,0.36675843,0.35460355,0.27168157,0.32356421,0.51787262,0.21780262
114,39,2,0.39768563,0.22607604,0.21703467,0.22832333,0.26307741,0.31306153,0.5149157999999999,0.24329759,0.26381679999999996,0.25771304,0.24922657,0.32081174,0.17091939,0.24657133,0.2754698,0.36199132,0.22168776,0.27939546,0.51704089,0.31763187,0.46089951,0.3000152,0.31697954,0.27650214,0.40244694,0.52139713,0.20454924,0.24278693,0.24071145,0.39452285,0.49182499,0.28535459,0.1982487,0.36425665,0.46171809,0.30303348,0.27377414,0.4176848,0.35649567,0.31970233,0.31599321,0.31155935,0.26968836,0.23759658,0.28486709,0.45350517,0.20150276
115,40,0,0.36821601,0.21599789,0.18434409,0.21734134,0.29374857,0.26463381,0.39464796,0.20759842,0.20599941,0.2585817,0.25812977,0.27966748,0.14983878,0.22017232,0.29629083,0.26859085,0.18803085,0.24315487,0.48865428,0.31209892,0.43664090000000005,0.24491068,0.28441301,0.21907019,0.37579692,0.42143597,0.22277402,0.21924636,0.26902575,0.3462544,0.39023873,0.24124626,0.21189453,0.35534271,0.46194643,0.29906459999999996,0.30123133,0.34090709,0.34361333,0.31157683,0.26324618,0.29695886,0.23203156,0.22671239,0.2589517,0.43515575,0.24197512
116,40,1,0.39157184,0.24367403,0.2076631,0.24544899999999997,0.38097416,0.2612306,0.33526719,0.20578524,0.21113844,0.27710049,0.29477147,0.25879707,0.17859695,0.21625511,0.38075561,0.29538197,0.24910441,0.22770976,0.56013383,0.33981061,0.45995081,0.37851007,0.30983545,0.20632646,0.37223471,0.35036903,0.30764384,0.23913081,0.36231672,0.3583963,0.48725801,0.23454397,0.24820313,0.37807255,0.47170242,0.33327214,0.38425908,0.32026017,0.32905511,0.36006436,0.25793548,0.31485865,0.24700592,0.26346688,0.29027331,0.42605329,0.30909921
117,40,2,0.38505304,0.27882349,0.23035268,0.28127527,0.46901441,0.24935339,0.29342057,0.26788486,0.21914968,0.284514,0.30803528,0.21522738,0.21069281,0.2034642,0.46315427,0.32943585,0.33431559,0.20072938,0.59762082,0.36450931,0.468974,0.53334094,0.32809367,0.22837964,0.35784436,0.30927101,0.37404799,0.26512029,0.4363327,0.42578601,0.6133321999999999,0.23577574,0.2615625,0.41930836,0.43883302,0.35014424,0.42922762,0.29515690000000006,0.31429253,0.39958166,0.28632937,0.30698531,0.27143195,0.27807318,0.35251217,0.35794371,0.3490605
118,41,0,0.20607522,0.2089587,0.19670297,0.15855787,0.29777898,0.17700109,0.19784177,0.22095386,0.16799114,0.23119665,0.27041366,0.17363325,0.10223965,0.13244804,0.29404024,0.24194711,0.19925464,0.11882795,0.39269888,0.29885741,0.38241743,0.37051311,0.25849682,0.17581529,0.17126925,0.19158358,0.27381636,0.19764594,0.35323753,0.3381118,0.50012186,0.16902454,0.13729167,0.29007741,0.24093159,0.25856281,0.26040581,0.15620111,0.24028204,0.24260660000000003,0.1355382,0.25262177,0.23360158,0.14407718,0.22439536,0.20558574,0.12737593
119,41,1,0.1463838,0.13531382,0.14245179,0.13873494,0.2092528,0.11348353,0.14426257,0.15303372,0.10303834,0.16064101,0.20568349,0.14026406,0.06344575200000001,0.090904246,0.20598436,0.18823385,0.1208875,0.14054944,0.23170259999999998,0.33773674,0.27285313,0.30923603,0.16063601,0.098228933,0.12793175,0.17286029,0.12832391,0.12520479,0.25957435,0.19146744,0.41835059,0.13658183,0.11197266,0.22570210000000002,0.1780158,0.14885917,0.22448244,0.11819460000000001,0.20029975,0.19783588,0.032184041000000004,0.19559093,0.21444576,0.10733788,0.15701235,0.16140265,0.06992845
120,41,2,0.2043973,0.29232821,0.11456689,0.2950808,0.67426538,0.34671929999999995,0.27107335,0.20494568,0.27609124,0.16469223,0.24027438,0.25269438,0.0352122,0.14361343,0.6664576,0.37785147,0.25821922,0.27158715,0.34932342,0.47177179999999996,0.38892481,0.23653364,0.26886531,0.22149689,0.30301290000000003,0.30881134,0.27022144,0.12770544,0.32774137,0.38839652,0.33927077,0.27695861,0.23597656,0.51197943,0.43469191,0.18325028,0.35191261,0.17874659,0.30249336,0.46181818,0.29289643,0.20337857,0.22010256,0.20072272,0.27986522,0.33693579,0.29103779999999996
121,42,0,0.28735776,0.40662987,0.36651014,0.40702904,0.95715184,0.53605704,0.43278770000000005,0.37175815,0.45084427,0.30494234,0.38787709,0.43216626,0.37258388,0.32470243,0.93213794,0.587587,0.38315422,0.39708018,0.40855019,0.60508687,0.54520028,0.40614215,0.45035922,0.37699032,0.38333749,0.55754241,0.44008153,0.21457273,0.53589802,0.56387787,0.43314295,0.53773209,0.4014388,0.75745889,0.67233345,0.3673398,0.52440138,0.27692713,0.42977723,0.73111826,0.47318166,0.29319893,0.32410256,0.6876899000000001,0.36801198,0.45999249,0.48340655
122,42,1,0.41714561,0.42691019999999996,0.47046658,0.42848224,1.0,0.64849918,0.58295774,0.49363624,0.56270527,0.46357646,0.48907398,0.59333007,0.56987364,0.5022917,1.0,0.71558995,0.52282314,0.50967749,0.44071375,0.68768195,0.63770907,0.51413911,0.59404694,0.48519854,0.47371619,0.66353749,0.60284444,0.31143399,0.67305622,0.65898566,0.52031831,0.63599312,0.515,0.8506244000000001,0.79302758,0.5396713000000001,0.59298002,0.38341391,0.58701546,0.91440064,0.59563328,0.43127698,0.52057594,0.8259072000000001,0.51896668,0.59447784,0.63117089
123,42,2,0.55982642,0.44160878,0.60553502,0.44467146,0.955937,0.68501565,0.6800546,0.59045435,0.61455932,0.63054516,0.55859173,0.73144254,0.65775163,0.64784153,0.9723533999999999,0.79161549,0.64612585,0.61127688,0.45748699,0.74943653,0.70207309,0.55292284,0.70038189,0.55791446,0.58266334,0.72925029,0.79372742,0.40604467,0.76161485,0.7102341999999999,0.60827779,0.69408568,0.63322917,0.8548059000000001,0.88526326,0.68963196,0.67257241,0.50068559,0.72593501,0.9930008,0.6973854,0.58374128,0.6934359,0.86468009,0.62225384,0.69701786,0.79914967
124,43,0,0.67369335,0.49646490000000004,0.72986312,0.49929766,0.90601418,0.69920705,0.68855102,0.72252011,0.64284334,0.77459937,0.60424162,0.83341809,0.65168627,0.74071771,0.93491736,0.80112176,0.74641763,0.71360794,0.51420074,0.81507278,0.72698524,0.54190042,0.77850327,0.60869072,0.67497295,0.78822996,0.89445937,0.53510391,0.79121858,0.75480247,0.70142943,0.7618694,0.70143229,0.84551054,0.93384604,0.79861002,0.72654752,0.60586271,0.83834049,1.0,0.81079796,0.68664103,0.80804734,0.8292278000000001,0.74126544,0.76333584,0.86599104
125,43,1,0.77665381,0.58282684,0.85672894,0.58861505,0.89691002,0.74588211,0.71040399,0.84224637,0.70851741,0.8993559999999999,0.70385665,0.92399022,0.62001743,0.8161574,0.94058688,0.84663883,0.84829838,0.85071624,0.65119703,0.90632337,0.78151792,0.52508552,0.8464073000000001,0.69962819,0.7972784,0.85381328,0.96942463,0.65242735,0.81551836,0.82316708,0.81539211,0.8527579,0.75240885,0.87287393,0.97546471,0.91292945,0.74890956,0.71079371,0.9388923,0.98262269,0.93643463,0.80911165,0.92441815,0.76597361,0.88094347,0.8342195,0.9016028
126,43,2,0.90135969,0.68393389,0.94204216,0.68992182,0.91711925,0.84232916,0.8201630999999999,0.93114153,0.83557656,0.98906695,0.8333450000000001,0.98601467,0.59354248,0.86372357,0.97220582,0.93097519,0.95816722,0.96858387,0.81152416,0.95711379,0.92684469,0.53609274,0.89286902,0.86149349,0.93641282,0.91479995,1.0,0.81327067,0.86286839,0.9036181999999999,0.90693313,0.90343266,0.82063802,0.93178222,1.0,0.99728997,0.80570245,0.78565527,1.0,0.94352373,1.0,0.92611914,1.0,0.7068973000000001,0.96435792,0.90099983,0.92242617
127,44,0,1.0,0.80017365,1.0,0.80347338,0.92196433,0.90305949,0.99110348,0.92105263,0.88591079,1.0,0.91733744,1.0,0.6198779999999999,0.86260437,0.9745425,0.97265209,1.0,1.0,0.92649814,0.96580059,1.0,0.51663246,0.86083653,0.93521698,0.98485227,0.92716561,0.97581766,0.87807192,0.87335664,0.95624044,0.98068303,0.90580563,0.82259115,0.95550093,0.97988604,1.0,0.82188855,0.79801354,0.98678384,0.84698311,0.98634975,1.0,0.93475345,0.7334187,0.99363534,0.92930417,0.89996085
128,44,1,0.93385728,0.86316981,0.99757219,0.86793229,0.84607249,0.87387694,0.9929628,0.73684211,0.83922155,0.89830762,0.90683838,0.93518826,0.68229194,0.74856991,0.88247737,0.96642921,0.92231467,0.89714305,1.0,0.88182814,0.95650035,0.45466363,0.73650535,0.89448812,0.90445277,0.83905218,0.73139072,0.87056997,0.84311484,0.87296435,1.0,0.8224254999999999,0.71393229,0.90601514,0.81593341,0.8872279000000001,0.69607957,0.71614661,0.88739015,0.60355591,0.92067912,0.95442032,0.77506114,0.77496962,0.92152752,0.87980408,0.67152364
129,44,2,0.8215621999999999,0.82209749,0.90750325,0.82567857,0.66174537,0.78799687,0.83817974,0.48972062,0.72575057,0.72587989,0.81962623,0.80005868,0.69898039,0.65667969,0.69554309,0.91165152,0.73884844,0.73392324,0.99754647,0.73416028,0.87589599,0.38836944,0.57018631,0.75863537,0.71007907,0.63279166,0.47924581,0.7857031999999999,0.78244513,0.72732812,0.94267428,0.67585364,0.64921224,0.79428717,0.60742494,0.7656963000000001,0.59481993,0.57466819,0.75386607,0.46727273,0.82193548,0.83228177,0.63030375,0.76147018,0.76720329,0.79301277,0.48684268
130,45,0,0.58494696,0.68508125,0.79591368,0.69236226,0.42187857,0.58356589,0.45395813,0.23508537,0.49256192,0.5478059000000001,0.59563939,0.49789731,0.65961656,0.50556049,0.42937082,0.70699255,0.45639048,0.40374524,0.89033457,0.3604946,0.63999297,0.24219688,0.32093951,0.51224704,0.43730337,0.4058656,0.23608821,0.57883073,0.60363965,0.48507744,0.70682293,0.40871298,0.48130208,0.56984235,0.39568868,0.45574788,0.42280722,0.32688758,0.55943865,0.31761866,0.62720543,0.57285786,0.40971203,0.70069016,0.57719955,0.6181298000000001,0.36470793
131,45,1,0.39505304,0.52060593,0.65035468,0.52777423,0.27088097,0.36914647,0.27400355,0.15126993,0.27252354,0.37462932,0.42577168,0.27583374,0.52193464,0.28286552,0.27334219,0.52533366,0.27527879,0.28047009999999994,0.73494424,0.1810299,0.47434996,0.15568225,0.21389922,0.26348877,0.3180774,0.22242004,0.13770036,0.30526859999999995,0.38071437,0.36467773,0.49872315,0.30115026,0.36419271,0.41180709,0.26125313,0.28776991,0.30242792,0.18655182,0.34962191,0.22047466,0.43174873,0.31287693,0.2816568,0.60050786,0.32900037,0.38983124,0.26012353
132,45,2,0.27172613,0.36712354,0.47814967,0.36988323,0.40867254,0.34079771,0.26861386,0.26835756,0.26647004,0.28759173,0.35030447,0.21422005,0.37468409999999996,0.24172144,0.39504624,0.39280275,0.22132663,0.27234169,0.57124164,0.20775552,0.5593324000000001,0.17939187,0.17637516,0.2294298,0.30168955,0.34408261,0.30183452,0.13772527,0.41653927,0.37752864,0.31154038,0.25612716,0.35253255,0.36476521,0.29640585,0.26590611,0.25709911,0.20147666,0.23886505,0.23930813,0.3166927,0.23991729999999997,0.1824931,0.47396692,0.29264695,0.23927932,0.35896655
133,46,0,0.28449373,0.35715393,0.45476072,0.3598093,0.48076263,0.37787571,0.310637,0.41660082,0.30490334,0.33467875,0.35547701,0.29031785,0.34086275,0.32261503,0.45985832,0.37807255,0.272202,0.31429845,0.47604461,0.28194553,0.62643008,0.22167237,0.28070494,0.26219737,0.3297295,0.4607277,0.50848698,0.1694145,0.53488774,0.42689385,0.35369226,0.30751744,0.41848958,0.42911228,0.41839732,0.33930413,0.30884832,0.31355366,0.31305947,0.36835881,0.38111375,0.28049447,0.26388166,0.45115678,0.36342194,0.33076634,0.50321865
134,46,1,0.36184185,0.37893823,0.47362374,0.38034024,0.6452806999999999,0.47983597,0.40288549,0.55406378,0.41317088,0.46108282,0.41881431,0.42181907,0.37312418,0.4851661,0.63248967,0.43038565,0.39446467,0.41629797,0.46780669,0.40573642,0.74181307,0.29055872,0.42529952,0.33799279,0.44458593,0.69390133,0.70113036,0.28346986,0.69436506,0.55091618,0.43955369,0.43944389,0.62222656,0.53463864,0.57477348,0.45913978,0.39577463,0.46993056,0.43449826,0.53068383,0.53684211,0.36409114,0.41196844,0.45880719,0.54092849,0.47653586,0.6624439999999999
135,46,2,0.47977821,0.42385574,0.51185933,0.42395607,0.7601475000000001,0.59221005,0.50924368,0.67388881,0.5287155,0.58208776,0.51826836,0.60769682,0.44270153,0.62521762,0.75777253,0.55906002,0.53284798,0.53371975,0.54572491,0.53566286,0.85509487,0.3577347,0.57235271,0.43185366,0.60864752,0.85730934,0.88865932,0.41970337,0.79862283,0.68684776,0.55723565,0.56328231,0.78535156,0.63844154,0.75190709,0.58414197,0.51300163,0.63051771,0.55154983,0.66980692,0.67767063,0.46705516,0.55839842,0.48631609,0.66771247,0.61661273,0.85935801
