,measure_number,beat_number,pid1263b-18,pid51495-02,pid5667269b-34,pid5667271-03,pid5667285b-09,pid610003b-22,pid9048b-18,pid9049b-18,pid9050b-20,pid9053-21,pid9054b-20,pid9055b-18,pid9057f-03,pid9058b-18,pid9059b-22,pid9061b-15,pid9062b-21,pid9063b-24,pid9066b-18,pid9067-26,pid9068-23,pid9069-18,pid9072b-22,pid9073b-24,pid9074g-18,pid9075b-18,pid9085-19,pid9088-24,pid9098-04,pid9099b-24,pid9101c-14,pid9104b-18,pid9116-15,pid9118b-24,pid9121-08,pid9130-13,pid9139b-20,pid9153b-20,pid9166-11,pid9170b-20,pid9173-01,pid9174b-18,pid918712-15,pid918726-07,pid918904-14,pid9190-12,pid9192b-20
44,16,1,0.37427194,0.28263768,0.25892697,0.28341776,0.43081123,0.23101007,0.49801711,0.21942994,0.18804498,0.40100344,0.30938616,0.47929584,0.2503878,0.24962693,0.45075758,0.36579055,0.29204946,0.29384596,0.56362825,0.54730787,0.44705552,0.87069555,0.39649144,0.18828939,0.40567624,0.31147870000000005,0.3605485,0.26988876,0.50011299,0.40872532,0.49074417,0.37128883,0.33253255,0.42624456,0.42299509,0.38006819,0.37275640000000004,0.33891184,0.37288644,0.37512470000000003,0.30014941,0.34908359,0.34613018,0.24662514,0.32273306,0.4219933,0.34952808
45,16,2,0.40592093,0.27201687,0.24443001,0.27273372,0.4660845,0.30040158,0.47907081,0.26397629,0.27238186,0.34931856,0.28186463,0.44719804,0.32707625,0.22297033,0.47976928,0.36433309,0.37038482,0.29040482,0.6343196999999999,0.52897167,0.50670415,0.92671988,0.37679232,0.27482758,0.39473159,0.34528033,0.41347169,0.26277486,0.53830407,0.42958589,0.6500906,0.36685083,0.36133464,0.45398938,0.38971054,0.38600402,0.39670102,0.33731212,0.36326044,0.41526146,0.35775212,0.34728397,0.34700592,0.26991275,0.37879446,0.34119806,0.36271802
46,17,0,0.21702989,0.13046546,0.20639425,0.13388953,0.27136691,0.21690376,0.31122539,0.26995908,0.19411136,0.27230792,0.23659271,0.33588264,0.21761220000000003,0.17529757,0.27228453,0.35248506,0.22306003,0.19118336,0.28669145,0.59314447,0.33242446,0.65288483,0.16915047,0.21828967,0.20665834,0.26157581,0.27961642,0.18697939,0.31365068,0.28967718,0.46965764,0.22402862,0.18914063,0.33206193,0.20707621,0.20430982,0.25174663,0.18120770000000003,0.28647728,0.29494771,0.16474024,0.28563624,0.48800789,0.11168504,0.21911644,0.27765416,0.22471837
47,17,1,0.17906461,0.19751613,0.29965031,0.20115212,0.24386863,0.24246188,0.39304753,0.31387752,0.19646836,0.26311218,0.23874151,0.40756968,0.37383878,0.25127909,0.24787239,0.40489642,0.26131045,0.20248997,0.17437918,0.59758178,0.34739283,0.44107184,0.17857179,0.22063123,0.18477736,0.3112521,0.27184286,0.28271105,0.29816422,0.24574037,0.46735825,0.27082692,0.14335938,0.30724134,0.28552895,0.16726987,0.25765237,0.25562978,0.26274951,0.36063556,0.079585739,0.35656058,0.49972387,0.16469529,0.30238862,0.41903138,0.30551085
48,17,2,0.2045323,0.38127946,0.42053152,0.38212801,0.26011891,0.41197591,0.51794015,0.40503739,0.34083796,0.26211622,0.27718905,0.50849878,0.66236166,0.3349618,0.27244441,0.46526652,0.35874213,0.27886957,0.27492937,0.64834872,0.44804638,0.28960851,0.39208811,0.35692391,0.21493134,0.41762269,0.34916149,0.40906269,0.36288832,0.3526577,0.54004853,0.55712345,0.13908854,0.31450246,0.41276167,0.29499956,0.32059546,0.42374088,0.25206077,0.53353982,0.12989474,0.50121582,0.54224063,0.57596145,0.45472108,0.5794081999999999,0.42027315
49,18,0,0.33981678,0.6105805000000001,0.6024478,0.60923112,0.32830723,0.58407637,0.67281735,0.54753775,0.49672209,0.32777445,0.38979492,0.69878729,0.89533769,0.51011725,0.34891529,0.59802669,0.47885249,0.43399527,0.40994796,0.64572703,0.62349262,0.24475105,0.59360358,0.48370846,0.27394091,0.55781432,0.50537385,0.53857894,0.56276337,0.5052733,0.72478357,0.84152704,0.19938802,0.3910126,0.58446721,0.48476265,0.49208065,0.61654215,0.32460658,0.74622687,0.23068251,0.70554776,0.59525838,0.82638467,0.63957319,0.78035601,0.5094711
50,18,1,0.51396336,0.72092843,0.76151464,0.71919295,0.43106849,0.69612714,0.80611224,0.58604487,0.61561546,0.41568069,0.48033177,0.74861614,1.0,0.60266477,0.45728798,0.66059117,0.58178772,0.56231208,0.53787361,0.59751135,0.74912157,0.31825922,0.76958576,0.56931002,0.34228048,0.60276447,0.69574724,0.67361387,0.68860914,0.6241441999999999,0.87703051,0.99166742,0.31257161,0.47534893,0.70212037,0.58680829,0.75706694,0.71400193,0.38786702,0.8697505999999999,0.31041087,0.81578525,0.6202998000000001,0.97037503,0.81407712,0.86833208,0.66024749
51,18,2,0.61033751,0.74333292,0.83129184,0.74344131,0.52136691,0.69473183,0.83476705,0.53334274,0.62877861,0.47278718,0.49924407,0.70222983,0.99424837,0.60750577,0.55508412,0.60981741,0.56714046,0.5942541,0.570171,0.50376428,0.76950105,0.35438236,0.84158077,0.56799024,0.36887224,0.59624498,0.80294635,0.66539622,0.79455515,0.65528549,0.91614127,1.0,0.37238281,0.49410917,0.74610539,0.59702771,0.87504021,0.6781489,0.43732543,0.86934835,0.39401698,0.82710786,0.57450888,1.0,0.85061775,0.85038722,0.77240007
52,19,0,0.67398264,0.75100781,0.85117394,0.75184097,0.61882575,0.65903213,0.79183779,0.49264851,0.59297278,0.53885727,0.50859523,0.61890465,0.93028322,0.63122224,0.65993949,0.57862114,0.49033628,0.60840736,0.52822305,0.44391141,0.75530569,0.36881794,0.82060196,0.51762552,0.38937162,0.62853166,0.80075049,0.58677244,0.90528667,0.69246449,0.92830577,0.97282855,0.41768229,0.51795502,0.78601156,0.61834951,0.91977715,0.61781665,0.48388855,0.79454545,0.45437691,0.80083125,0.51800394,0.92689253,0.85256458,0.83749928,0.79476752
53,19,1,0.73242044,0.76886939,0.86537117,0.77030037,0.69646124,0.6697012,0.78282359,0.49166784,0.60202728,0.63919425,0.48621824,0.54496822,0.92165577,0.66035708,0.74238735,0.57018751,0.46817762,0.61805627,0.48681041,0.4304273,0.78713985,0.38767009,0.81910059,0.53144779,0.42325427,0.6428071999999999,0.80018531,0.62007416,1.0,0.73314426,0.97196232,0.92473508,0.49110677,0.56871221,0.84799327,0.63664656,0.97022684,0.60968621,0.50309967,0.76074819,0.4946960999999999,0.80802974,0.48991716,0.84939014,0.86499438,0.85397041,0.86778522
54,19,2,0.75022179,0.78341292,0.8127785,0.78507073,0.75032872,0.6523278,0.75261541,0.50432482,0.57662833,0.68891718,0.41793939,0.41358435,0.92122004,0.67414283,0.79904565,0.52322116,0.47149997,0.61214574,0.48339033,0.34843481,0.82115249,0.39345496,0.80490312,0.52561519,0.44139825,0.60192283,0.78304457,0.66671553,0.99355285,0.73431857,0.96632511,0.85363645,0.56199219,0.59195061,0.88218078,0.62693417,1.0,0.62526149,0.49752027,0.72905873,0.51452632,0.81587094,0.45086391,0.78239213,0.88236615,0.83680576,0.9034296
55,20,0,0.75204436,0.78186244,0.72340893,0.78412009,0.77937057,0.60813708,0.67362933,0.50399323,0.51917157,0.68115171,0.35278925,0.31253790000000004,0.85722004,0.67567063,0.82098583,0.46150004,0.45127694,0.58506248,0.52530855,0.28027859999999993,0.80365425,0.41268719,0.75982185,0.49929044,0.44610903,0.50754241,0.73215973,0.68441838,0.87374214,0.69572153,0.87218802,0.79694774,0.60535156,0.56636718,0.83869394,0.59842644,0.96505449,0.64534587,0.49198856,0.63843926,0.5156944,0.80916521,0.41234714,0.71104263,0.89367278,0.81251806,0.84159019
56,20,1,0.77497589,0.76032622,0.66403237,0.76221286,0.77736965,0.57505785,0.62452193,0.46338366,0.47791759999999994,0.65169987,0.29871912,0.22950611,0.75759477,0.69007817,0.80850305,0.41210186,0.39391576,0.56305518,0.55195539,0.24493661,0.77322558,0.42752566,0.77083522,0.50884114,0.45776113,0.34812249,0.70001853,0.68473743,0.79779866,0.65231649,0.7227385000000001,0.77044652,0.62626953,0.48758264,0.76195369,0.5757846,0.89601266,0.67065131,0.47569317,0.55150442,0.51876401,0.82958234,0.37438264,0.64854805,0.89352303,0.80129168,0.74870602
57,20,2,0.78449373,0.65740511,0.59858128,0.66182835,0.7195718000000001,0.51221753,0.58127493,0.41540144,0.41089115,0.59815037,0.30807727,0.24087042,0.63392593,0.67743827,0.74873327,0.39314665,0.31019241,0.51493638,0.49888476,0.22158397,0.71236824,0.39598632,0.74727689,0.45841966,0.49294216,0.26730545,0.58691745,0.6293438,0.68076621,0.5616621999999999,0.55424751,0.75834616,0.59021484,0.34827937,0.66316904,0.49576012,0.78002084,0.67054584,0.45434294,0.42874497,0.51520543,0.84393646,0.3236213,0.57216338,0.85166604,0.73844131,0.55753338
58,21,0,0.63014465,0.43929856,0.5158857,0.44116687,0.53491596,0.38131296,0.45634701,0.29682517,0.30796873,0.41117268,0.31805138,0.32583863,0.37642702,0.55254042,0.56208186,0.37604192,0.22141329999999998,0.37189469,0.28226022,0.20204257,0.50056219,0.36890156,0.58710438,0.30451565,0.42836454,0.21040399,0.38221069,0.39868069,0.53479469,0.46460461,0.43249658,0.73757812,0.40987629999999997,0.29084026,0.48984442,0.33704869,0.50043103,0.52988486,0.38339805,0.32649236,0.41970119,0.75139524,0.24699803,0.48125922,0.60550356,0.40794949,0.31786351
59,21,1,0.54579556,0.28297879,0.44575882,0.28761759,0.41318889,0.27933569,0.36718171,0.20987018,0.22587293,0.35377415,0.25881571,0.3167824,0.22923747,0.39445727,0.42997344,0.31050520000000004,0.17881493,0.28894148,0.23265428,0.21874315,0.42248067,0.35173698,0.46156404,0.21762268,0.32271328,0.19263887,0.25598999,0.23374148,0.49605859999999996,0.38141714,0.365168,0.65398062,0.25078776,0.30982652,0.38782161,0.22046508,0.39731861,0.3703261,0.31162886,0.26834272,0.27624448,0.63407711,0.21480868,0.3849618,0.47255709,0.24791944,0.23118829
60,21,2,0.28974928,0.22068035,0.2139974,0.22338569,0.28886062,0.13921352,0.21655271,0.14439819,0.11997656,0.20787779,0.14355708,0.21833741,0.098884532,0.18435779,0.28889955,0.16697781,0.13865921,0.17241143,0.22762825,0.2144154,0.24951511,0.2991106,0.19716252,0.10809326,0.21158552,0.13562087,0.13332716,0.14126929,0.37846784,0.30142025,0.23131616,0.34840141,0.10207682,0.26803978,0.28462600000000005,0.11374246,0.21462668,0.14563593,0.19852851,0.16686243,0.10006112,0.36550513,0.19524260000000002,0.2065609,0.29117185,0.1046726,0.15880127
61,22,0,0.18221794,0.30352270000000003,0.16449196,0.30848905,0.21229705,0.25631296,0.17907198,0.13992522,0.18119293,0.12789426,0.18484636,0.23233252,0.16721569,0.11220465,0.21097747,0.26760829,0.16590108,0.1512044,0.34111524,0.15001565,0.20453970000000002,0.24899278,0.21863507,0.15306673,0.14992926,0.13351677,0.13291022,0.12305769,0.23216398,0.31399419,0.2781198,0.19655828,0.11348958,0.23265243,0.22687881,0.17894921,0.13069827,0.14419443,0.27860890000000005,0.27740145,0.20072666,0.21860037,0.26139645,0.19093454,0.2573568,0.12569929999999999,0.19267322
62,22,1,0.27858245,0.38160506,0.31844340000000004,0.38563259999999994,0.27819861,0.36392254,0.29186721,0.18788627,0.2971497,0.19111877,0.29894309999999996,0.2831687,0.26378214,0.19389767,0.30202184,0.39383444,0.27787889,0.30755336,0.51006691,0.2335342,0.30749824,0.22695553,0.31696946,0.26936395,0.30652518,0.22425223,0.22680441,0.20073295,0.27561913,0.40217801,0.54476386,0.28598859,0.16276042,0.35515907,0.3164264,0.31247487,0.23795371,0.27088863,0.35619593,0.34946098,0.2860034,0.34153161,0.3695069,0.25565370000000004,0.32647697,0.31263365,0.27297638
63,22,2,0.36215043,0.41546763,0.35894695,0.41924545,0.31948891,0.46971141,0.37172411,0.21465359,0.4017465,0.22880036,0.33951144,0.31134474,0.30482789,0.23906555,0.35719205,0.50854827,0.34565494,0.382321,0.55152416,0.32141963,0.4192059,0.23446598,0.42876576,0.35825788,0.40524345,0.27718503,0.27377004,0.25041821,0.32223803,0.47090820000000005,0.68522777,0.31981705,0.19135417,0.42548172,0.37918652,0.37149226,0.32247398,0.36363716,0.41145173,0.41202735,0.33296435,0.40441121,0.45407495,0.27857236,0.37899663,0.37429925,0.32408334
64,23,0,0.42378014,0.43542235,0.34580877,0.43909533,0.33208038,0.48458345,0.38648105,0.25850148,0.42665602,0.26106784,0.33973542,0.31576528,0.31025708,0.28628531,0.36783009,0.55796283,0.34289594,0.4073693,0.56359851,0.37793864,0.45543219,0.2440821,0.49032174,0.40267647,0.47727008,0.27783892,0.29518206,0.30238855,0.35479283,0.47732258,0.72315175,0.32302328,0.21565755,0.48347177,0.46432315,0.41215141,0.36894790000000005,0.39682693,0.42019892,0.39224457,0.34520204,0.43149122,0.51185799,0.26579998,0.38950206,0.41007340000000003,0.38857596
65,23,1,0.43776278,0.45298933,0.2952243,0.45600817,0.30150926,0.42097740000000006,0.36136837,0.28058417,0.37165929999999997,0.29280365,0.32935536,0.32761858,0.304122,0.30268254,0.33036944,0.5161631,0.29059051,0.35854169,0.51904833,0.42665519,0.44096275,0.23054352,0.47732334,0.36928448,0.48099875,0.25365143,0.27486334,0.34366647,0.35007378,0.44039838,0.64041622,0.33282311,0.25107422,0.46465503,0.53397474,0.39987761,0.35691769,0.36048167,0.39260849,0.35716814,0.31566723,0.41172753,0.53928994,0.25524134,0.35970049,0.43072011,0.37751729
66,23,2,0.41458052,0.42446043,0.23224098,0.42665191,0.28284359,0.31985094,0.29001965,0.26988853,0.27154467,0.32603714,0.32027018,0.3234132,0.26625708,0.28486409999999995,0.3001525,0.38239581,0.21492749,0.28201347,0.48176952,0.4703553,0.40796908,0.19115926,0.44673176,0.28146908,0.42544319999999997,0.24130519,0.24170296,0.35727343,0.34653781,0.38231449,0.50086359,0.32666425,0.27957031,0.40181952,0.55692209,0.37768162,0.31113856,0.29083238,0.37629948,0.33760257,0.27614941,0.37138603,0.51197633,0.24111251,0.32976413,0.42813385,0.34978905
67,24,0,0.40417551,0.4076842,0.21438705,0.41026405,0.33759719,0.25185475,0.23944126,0.27247072,0.19846473,0.3730942,0.33735564,0.33793643,0.2454902,0.28061823,0.34481995,0.3420208,0.21216849,0.24154291,0.51406691,0.50339646,0.42117358,0.20267579,0.43908386,0.21211648,0.38690803,0.26279943,0.27078662,0.36875916,0.38327994,0.3605455,0.45764149,0.32652839,0.30824219,0.36688422,0.56278606,0.37248011,0.31124149,0.26162433,0.37446693,0.36274336,0.25297793,0.378306,0.50006312,0.24925124,0.32456758,0.43664393,0.35579140000000004
68,24,1,0.4365188,0.41213409,0.24173244,0.41508818,0.45670878,0.28430438,0.24091225,0.2905884,0.23846937,0.41604763,0.35752782,0.35550122,0.26204793,0.27566175,0.46432261,0.37662327,0.28332467,0.2572967,0.58852045,0.53810455,0.49013352,0.30748005,0.45968985,0.24065507,0.39135248,0.32781950000000004,0.34458445,0.38819522,0.44276656,0.38217047,0.58469054,0.33710715,0.34436198,0.38475448,0.54513186,0.37924644,0.36824024,0.25909291,0.35807616,0.4339099,0.25737861,0.42256809999999995,0.5129073000000001,0.27674928,0.35186073,0.42624111,0.38954373
69,24,2,0.43224687,0.40847494,0.2571086,0.41142752,0.55086611,0.31299347,0.25218589,0.32537745,0.26963846,0.41824173,0.34365507,0.34666015,0.25286275,0.24893409,0.5494515,0.41681814,0.34740279,0.27816076,0.6146170999999999,0.54755048,0.53787772,0.39293805,0.44482734,0.27846053,0.41066167,0.36865855,0.36857222,0.36086919,0.46483311,0.42078967,0.63965329,0.33759623,0.33032552,0.3951941,0.49286463,0.38655477,0.40506427,0.24946823,0.32321003,0.47564763,0.27151783,0.44896254,0.48452860000000003,0.2745681,0.38845376,0.34426111,0.40234222
70,25,0,0.41150434,0.41904924,0.27282446,0.4210474,0.53177167,0.32776341,0.26684868,0.44849725,0.29551397,0.41497679,0.34203822,0.34481174,0.23748148,0.24912063,0.51757428,0.47482191,0.35325302,0.30143705,0.63539033,0.55295821,0.55639494,0.46675029,0.35997501,0.32597281,0.43813566,0.41870387,0.32324655,0.30819177,0.46190862,0.44757716,0.61923431,0.36637986,0.2891862,0.42986099,0.41628006,0.39728123,0.41629675,0.28168234,0.30934669,0.51660499,0.26845501,0.4927426,0.43991321,0.25189904,0.40229128,0.27873779,0.36710017
71,25,1,0.33461909,0.47461858,0.31133979,0.47834107,0.45700892,0.36380343,0.3452699,0.55667419,0.33334192,0.39710948,0.35192833,0.3719511,0.26298911,0.30580032,0.44414109,0.55833947,0.31858497,0.34365675,0.6627658000000001,0.53682892,0.56459592,0.51940707,0.40587245,0.36550961,0.46903038,0.46149812,0.24613175,0.33306027,0.41548912,0.45807945,0.574338,0.40744498,0.26932292,0.45643329,0.40234144,0.40142495,0.392365,0.3766986,0.33326521,0.55201126,0.25387436,0.50786798,0.40307692,0.23553477,0.38139274,0.3690834,0.30961028
72,25,2,0.21456123,0.51643513,0.34572884,0.51815434,0.38524754,0.41883338,0.43920119999999996,0.5908565,0.37560052,0.3706455,0.33698467,0.39842543,0.29288017,0.36098774,0.38241588,0.62256612,0.26106489,0.37088864,0.67683271,0.48303334,0.55960647,0.42617256,0.49595437,0.37442171,0.47724511,0.49388191,0.21117391,0.36574114,0.36897656,0.45517692,0.53205896,0.42168282,0.26629557,0.44477878,0.40212349,0.39302387,0.35101195,0.48823064,0.36509299,0.57013677,0.24497114,0.47166133,0.35442209,0.23089027,0.34184949,0.51486736,0.30109608
73,26,0,0.15277724,0.56329075,0.37958837,0.56577136,0.38428996,0.48313708,0.53483884,0.54211937,0.41302920000000004,0.35546653,0.33277105,0.42697311,0.31724619,0.42310357,0.39874803,0.68029968,0.23894956,0.43256622,0.71918216,0.41042417,0.55486999,0.36119346,0.61896557,0.38387307,0.47995839,0.5385213000000001,0.24648383,0.3986462,0.35574993,0.46833802,0.58643892,0.41216375,0.27978516,0.41100186,0.42593227,0.41606784,0.35121782,0.62193021,0.41342053,0.57916331,0.28387097,0.4431352,0.34717159999999997,0.25137816,0.33754399,0.75203722,0.34082902
74,26,1,0.24594986,0.60778963,0.43832551,0.60822373,0.47287331,0.56990199,0.61970886,0.41633978,0.48313391,0.33288902,0.32677959,0.4643912,0.3666841,0.46567774,0.516738,0.74940637,0.29639741,0.49055115,0.74069888,0.38047425,0.57992973,0.39117446,0.72230787,0.44222746,0.47782772,0.57972291,0.30363198,0.42799862,0.37295120000000004,0.52355261,0.77138588,0.38414093,0.29837891,0.39909307,0.47881184,0.44858816,0.40138444,0.69722247,0.46561074,0.5793564,0.35745331,0.42918814,0.38207495,0.28790477,0.35463122,0.8513985999999999,0.41511896
75,26,2,0.32157184,0.58671856,0.44412029,0.58838803,0.52515436,0.56586918,0.63204161,0.29124453,0.49225280000000005,0.30488992,0.2899839,0.44300244,0.36602179,0.45411263,0.58655549,0.74666339,0.34471601,0.50346972,0.69892937,0.37334481,0.59368939,0.42674268,0.73714015,0.46142821,0.46521848,0.55187751,0.33334569,0.39422264,0.37111675,0.55831653,0.83531307,0.35477765,0.27975259999999996,0.38260722,0.49882202,0.45356237,0.42484013,0.67237409,0.46497718,0.53810137,0.40428523,0.41727636,0.41267061,0.28701493,0.36728566,0.77963359,0.43098386
76,27,0,0.36392478,0.5278932,0.40337696,0.53000184,0.53776012,0.49133882,0.55860998,0.25068435,0.44063059,0.30393141,0.26526213,0.38151589,0.33626144,0.4114674,0.59774695,0.67550151,0.35162073,0.46625739,0.56573978,0.42447175,0.54918482,0.43371342,0.66395615,0.43193881,0.4509613,0.45473909,0.31585287,0.28677244,0.35537772,0.53182815,0.77598466,0.34169912,0.24700521,0.41494321,0.52107399,0.44600927,0.42513606,0.58220972,0.43443014,0.4775543,0.41495416,0.41586237,0.41596844,0.26336922,0.35831524,0.65439519,0.39267539
77,27,1,0.38291225,0.44836889,0.33265061,0.45314207,0.45407901,0.36739382,0.50046483,0.26236772,0.32661867,0.30381159,0.25546301,0.33411247,0.28786928,0.36631729,0.49589237,0.57565709,0.31072687,0.39810909,0.45992565,0.4782282,0.46636683,0.41094641,0.58169342,0.35909517,0.42478568,0.32561828,0.26842398,0.26624127,0.32265011,0.48275098,0.6368135,0.33650032,0.23851563,0.40912302,0.52219489,0.41633884,0.3789838,0.47845654,0.39356904,0.43293644,0.3550764,0.39444903,0.38595661,0.23835619,0.3372894,0.55818355,0.30813144
78,27,2,0.37833173,0.38492309999999996,0.23662704,0.39027228,0.36865424,0.27295467,0.43741248,0.24403838,0.23689803,0.281616,0.25080843,0.29901222,0.23728105,0.32164683,0.39224223,0.45079014,0.24284971,0.30740474,0.40697398,0.48555329,0.35907941,0.35165336,0.51123001,0.26276502,0.38666667,0.24917131,0.23613453,0.27901181,0.29450862,0.39748078,0.48344336,0.29891314,0.24627604,0.36504775,0.49446295,0.37061806,0.31348027,0.37784126,0.35608693,0.39140788,0.29742615,0.35535012,0.32478895,0.20728796,0.29974541,0.49607005,0.22599061
79,28,0,0.38055931,0.33163297,0.18763113,0.33602917,0.31830265,0.22706235,0.37528978,0.21411739999999999,0.1792996,0.28617643,0.28082873,0.29420049,0.20014815,0.29063777,0.32474911,0.38455744,0.21629976,0.24658458,0.46611152,0.49986696,0.32196767,0.33074876,0.45709017,0.19161014,0.36676654,0.22793604,0.28408228,0.2956368,0.32635889,0.35684532,0.40674769,0.25861788,0.26624349,0.33983161,0.49024919,0.35206749,0.30205479,0.34805309,0.34249608,0.37396621,0.26924958,0.34364188,0.29990533,0.20111338,0.27557469,0.47117552,0.22636031
80,28,1,0.41685632,0.34940151,0.21738435,0.35237447,0.35103190000000006,0.2378165,0.36827612,0.21720051,0.19384088,0.32409765,0.32423882,0.32359902,0.22171678,0.26863564,0.35202676,0.39839515,0.28367135,0.27034103,0.57376952,0.52685084,0.40739986,0.42641581,0.43787471,0.19388074,0.37264253,0.27481549,0.38483276,0.3097439,0.4087761,0.37202269,0.49272567,0.25949642,0.3091276,0.37003447,0.48480037,0.36997989,0.36845898,0.37410565,0.3477553,0.407321,0.26677759,0.34133879,0.32375542,0.22297943,0.29312617,0.44080506,0.28089252
81,28,2,0.38353905,0.3798065,0.2421121,0.38121994,0.41548994,0.28520623,0.35683773,0.27525751,0.25785345,0.33601917,0.3122139,0.34130073,0.24030501,0.23111565,0.4120794,0.40787685,0.36290229,0.28957026,0.59617844,0.50482079,0.47403373,0.51835044,0.4352045,0.27034314,0.35677070000000005,0.30668134,0.42085611,0.27340692,0.44998471,0.42173133,0.56629544,0.25585545,0.34422526,0.41593208,0.43428714,0.37284728,0.40995355,0.37565263,0.35019415,0.43929204,0.26789134,0.32981265,0.34970414,0.23525263,0.32903781,0.35466393,0.3025423
82,29,0,0.22706847,0.2105712,0.20793286,0.21380837,0.33535329999999997,0.22200858,0.26142368,0.2980175,0.18151492,0.32538565,0.29378456,0.23804401,0.26108932,0.15951324,0.32404811,0.34000655,0.26965968,0.23438625,0.34133829,0.53160119,0.39581869,0.50763208,0.29739125,0.20452417,0.25761132,0.1988476,0.23029741,0.13059412,0.22667393,0.34093679,0.43158531,0.16039308,0.26634766,0.28273154,0.20845658,0.24590436,0.28225319,0.28480267,0.28875264,0.29270314,0.13955857,0.23354365,0.34051282,0.11268339,0.23875702,0.20640929,0.15796399
83,29,1,0.13927676,0.1749876,0.21390748,0.17954284,0.30904128,0.17858358,0.29631547,0.31096374,0.15410672,0.37808896,0.30470358,0.2796577,0.5117037,0.26511814,0.29844303,0.37854745,0.22772578,0.25046015,0.22915985,0.57265613,0.33444132,0.44464462,0.20810536,0.18518151,0.21012068,0.1858151,0.25405355,0.13312063,0.16072687,0.30766845,0.3154398,0.13880083,0.20767578,0.22495338,0.1812332,0.16916689,0.27633458,0.31237585,0.26415968,0.26781175,0.10559593,0.28296895,0.31704142,0.19927945,0.24613253,0.29441426,0.20865774
84,29,2,0.15891996,0.40227301,0.41931262,0.40285759,0.41145952,0.39519807,0.53262648,0.35809934,0.32030757,0.49896660000000004,0.34817666,0.49581418,0.68094989,0.37887724,0.42541076,0.55680013,0.27662218,0.35632381,0.34389591,0.60415558,0.47202389,0.31665526,0.16169402,0.34171090000000004,0.23401581,0.37648582,0.41452793,0.28235751,0.39205339,0.39097778,0.50305702,0.40563355,0.11983073,0.29595412,0.46391838,0.31563074,0.42392661,0.53228443,0.32045098,0.45128721,0.16565025,0.48974323,0.25411439999999996,0.53092716,0.41934107,0.5559874,0.37803923
85,30,0,0.22684667,0.63191516,0.60584474,0.63052824,0.53883204,0.58016267,0.6886687,0.41774376,0.49078451,0.62147671,0.43511584,0.71060147,0.75016993,0.56884882,0.56748081,0.73534758,0.40762408,0.46001532,0.47698141,0.66188762,0.6524104000000001,0.28364120000000004,0.2673841,0.47691085,0.29742821,0.5748867,0.56397665,0.36474088,0.57244075,0.49325327,0.69865322,0.59027262,0.15057292,0.39825959,0.60344989,0.44528368,0.62954671,0.7024699000000001,0.40087199,0.62032985,0.25960611,0.69158999,0.28328205,0.77311399,0.57195807,0.76540195,0.48787569
86,30,1,0.30828351,0.75133342,0.75551004,0.75199705,0.66060199,0.71314321,0.78685997,0.46954988,0.63502531,0.69928111,0.53935746,0.81671394,0.83654902,0.66119204,0.70913272,0.85433554,0.52938118,0.50942598,0.59982156,0.68369854,0.77308503,0.36887115,0.37835414,0.59031306,0.35766126,0.68490224,0.72802743,0.47365698,0.75224321,0.56517404,0.85158891,0.76059234,0.25115234,0.47645081,0.72714347,0.5332634,0.87424248,0.78170871,0.46266776,0.7386967,0.34240407,0.83488479,0.34860749999999996,0.93572576,0.74945713,0.83130093,0.65105911
87,30,2,0.3742623,0.75911684,0.79950045,0.76031158,0.67603762,0.74498026,0.76266519,0.47363482,0.68703391,0.6901303000000001,0.55614195,0.78362836,0.8247146000000001,0.65424587,0.72760478,0.84549251,0.55821344,0.48799031,0.66768773,0.62944123,0.78959944,0.41144812,0.45140715,0.62142026,0.37913442,0.70199404,0.8011210999999999,0.48887643,0.83331782,0.56610462,0.89779916,0.8120913000000001,0.3150651,0.48947562,0.7712634,0.54440948,0.97609398,0.74773666,0.46514749,0.74053902,0.42133786,0.84020867,0.42415779,0.99991319,0.80861101,0.79328729,0.72839372
88,31,0,0.43996143,0.76141156,0.79339594,0.76296485,0.65142637,0.7345324000000001,0.71389906,0.50048681,0.68202367,0.6741275999999999,0.56904879,0.68084108,0.76222222,0.69156156,0.70139709,0.80527307,0.53179349,0.50995187,0.71769517,0.55824073,0.7642305,0.40110984,0.52254567,0.59878523,0.40540158,0.69344814,0.77621607,0.4347245,0.89887939,0.57223096,0.91240079,0.80780726,0.3556901,0.49351585,0.7924775,0.57436839,0.97752216,0.69708183,0.47572042,0.70225261,0.46426486,0.80073485,0.49145562,0.97203533,0.83302134,0.77490898,0.7156931
89,31,1,0.51117647,0.78893265,0.78870017,0.78745442,0.66972044,0.76089028,0.71900632,0.53890222,0.71256166,0.71176427,0.54253517,0.58138875,0.74340741,0.73187067,0.72363243,0.76777205,0.51727625,0.54526643,0.72733086,0.5386602,0.7756149,0.35083238,0.56109751,0.63453297,0.45223471,0.67337822,0.80910776,0.43394843,0.97445066,0.57696143,0.95750903,0.77130695,0.41491536,0.51700853,0.8380815999999999,0.60813882,0.9833893,0.69211567,0.48876626,0.68536605,0.48754499,0.79100832,0.5390927,0.92187907,0.84342943,0.77937352,0.7514135999999999
