,,pid1263b-10,pid52932-22,pid58917-04,pid610003b-14,pid9048b-14,pid9049b-10,pid9049b-25,pid9050b-10,pid9054b-10,pid9055b-10,pid9056-16,pid9057j-06,pid9058b-10,pid9059b-14,pid9060b-08,pid9061b-07,pid9062b-13,pid9063b-14,pid9066b-10,pid9069-10,pid9070b-22,pid9072b-14,pid9073b-14,pid9074g-10,pid9075b-10,pid9088-20,pid9089-05,pid9093b-16,pid9094b-10,pid9099b-14,pid9101c-04,pid9104b-10,pid9111b-12,pid9114-32,pid9118b-14,pid9138b-10,pid9139b-10,pid9153b-10,pid9166l-08,pid9170b-10,pid9174b-10,pid9192b-10
50,1,0.46905403,0.44456514,0.64877233,0.54358059,0.43676997,0.75579644,0.68720824,0.4964773,0.83958021,0.4672635,0.59490391,0.5968932,0.34718238,0.62591066,0.58163265,0.37467853,0.47490494,0.5657512,0.52127256,0.47340598,0.29708531,0.63453024,0.50146586,0.37030766,0.52906339,0.60775617,0.47161965,0.47752706,0.48993207,0.75051319,0.60482979,0.63643177,0.60248921,0.23082604,0.45003258,0.69565217,0.49079357,0.39319743,0.4483211,0.86962125,0.56626947,0.37752755
50,2,0.58022797,0.53339368,0.7428232,0.63648509,0.50214977,0.81600331,0.7711727,0.59581735,0.87275927,0.52824693,0.65712783,0.63902913,0.43501376,0.76465298,0.58945813,0.44383819,0.46001493,0.64317654,0.56356498,0.50434978,0.34973226,0.72524617,0.63155854,0.40100449,0.65499842,0.69767084,0.53971642,0.51453789,0.55386692,0.78452795,0.61806081,0.73771442,0.65284892,0.29085749,0.51368558,0.61569334,0.59113752,0.50828717,0.51398018,0.89470454,0.6880296,0.40511019
51,0,0.65779034,0.58891152,0.81620171,0.68902401,0.53441419,0.84534547,0.83682392,0.66473736,0.88234144,0.59248174,0.59300124,0.62083848,0.50388237,0.85347024,0.60323716,0.47768124,0.45200725,0.69958997,0.60949458,0.55945605,0.41408665,0.80417561,0.70466238,0.42254722,0.74821823,0.75704512,0.57307411,0.56177352,0.629359,0.8159301,0.62460722,0.81285736,0.69405036,0.41838074,0.58131141,0.50811037,0.70988404,0.59731147,0.58458687,0.90487463,0.72347352,0.43205234
51,1,0.68323461,0.60873501,0.84701223,0.69343139,0.53940344,0.83632602,0.85812002,0.67678587,0.8983769,0.62389097,0.47581987,0.59287732,0.52956685,0.89506821,0.60076707,0.48324877,0.45462514,0.70468049,0.6275,0.57850324,0.45379701,0.84215592,0.72184604,0.43311643,0.80151372,0.78699362,0.58219559,0.5953622,0.69381641,0.83627958,0.62757492,0.83379694,0.72582734,0.55064962,0.61137708,0.45683689,0.76960229,0.61901913,0.59528053,0.90881992,0.71482087,0.45565427
51,2,0.71173039,0.64633778,0.84043826,0.69471739,0.54058581,0.78156392,0.84479233,0.68106662,0.90469982,0.65159451,0.32832011,0.56478376,0.54212661,0.90855944,0.62980999,0.46526726,0.45055023,0.66667956,0.61360108,0.55865454,0.47079226,0.84245206,0.72458861,0.44819003,0.83153579,0.80582674,0.58018565,0.63917569,0.76554607,0.85800322,0.60699738,0.84337815,0.72431655,0.73967451,0.64891217,0.4548302,0.79286553,0.62903464,0.58716048,0.89049623,0.72015576,0.47865014
52,0,0.72945611,0.67024214,0.7981959,0.69295694,0.52620029,0.72000827,0.80438615,0.67583162,0.8709341,0.65088188,0.24557797,0.57446602,0.53054469,0.89439364,0.64541872,0.44805032,0.44498276,0.60692403,0.56329422,0.52302774,0.44740781,0.80047383,0.72229998,0.4568324,0.81337118,0.78760858,0.56165765,0.65926728,0.7780526,0.86690983,0.55004364,0.82923814,0.69611511,0.82508206,0.65859986,0.52772704,0.73197331,0.6341458,0.59164469,0.84404699,0.7422352,0.47663912
52,1,0.71634356,0.65483141,0.74169674,0.66819822,0.49291473,0.66794373,0.75446019,0.6426826,0.77895835,0.62597541,0.20801224,0.58679612,0.4951905,0.84350172,0.61532723,0.45498019,0.43481918,0.50664552,0.51580325,0.47295569,0.39508945,0.74776042,0.69003215,0.43933919,0.76777042,0.74215543,0.49384593,0.63938385,0.7250479,0.86054797,0.49068228,0.79825375,0.65640288,0.81557713,0.63767044,0.62658863,0.61795358,0.63175271,0.58296143,0.7720235,0.74373832,0.4582438
52,2,0.66110214,0.59628121,0.62656869,0.61761952,0.38771946,0.59494415,0.67424018,0.56748417,0.65758425,0.55163905,0.19808777,0.56268314,0.43177604,0.7256858,0.52780436,0.47923125,0.38942655,0.39644128,0.45471119,0.39779359,0.32205793,0.67087436,0.60639304,0.38109167,0.67366761,0.62239988,0.41395264,0.57443797,0.56218429,0.80455509,0.41106343,0.70528512,0.59333813,0.72374179,0.57716312,0.72324415,0.4546269,0.59584164,0.53310045,0.6567333,0.7019704,0.4168595
53,0,0.51313947,0.493362,0.36949749,0.50406403,0.1826048,0.47306578,0.54451731,0.41903148,0.46356822,0.29539462,0.18956879,0.30189762,0.30287556,0.57194574,0.41826882,0.49008827,0.25175612,0.30712517,0.38787004,0.304683,0.27007424,0.45437921,0.43398903,0.25950471,0.49465784,0.33303867,0.29054232,0.35626978,0.36535447,0.56730851,0.34751237,0.52502704,0.41897122,0.47272976,0.4581537,0.76833033,0.28845797,0.44184209,0.36898125,0.51382606,0.55094237,0.30876722
53,1,0.40976485,0.41613487,0.25512629,0.42667899,0.13498746,0.41156806,0.41460405,0.31875502,0.34668535,0.23661144,0.18770437,0.18346867,0.22726351,0.44677709,0.32666432,0.465726,0.19686327,0.27312394,0.36200361,0.27840418,0.23943653,0.34821944,0.31553811,0.21571799,0.37512457,0.19816281,0.26018126,0.28874271,0.2754224,0.41459835,0.33271749,0.39928914,0.31100719,0.41670542,0.35831913,0.71070234,0.27810846,0.36145949,0.2894204,0.40492723,0.41202492,0.23746556
53,2,0.35243224,0.41101305,0.20570272,0.36286567,0.13006091,0.35438974,0.31781257,0.24382413,0.32510918,0.23561375,0.19651018,0.16390997,0.21030711,0.36024584,0.32456017,0.39184681,0.17865646,0.30830883,0.36498195,0.2721902,0.23495193,0.29898571,0.23903915,0.19893866,0.29952066,0.18349604,0.27736442,0.27428809,0.26882947,0.31920434,0.32348705,0.31001391,0.30817266,0.37971143,0.29125727,0.57969514,0.29495603,0.29614447,0.25653383,0.34646677,0.3219704,0.20389118
54,0,0.33523604,0.41860904,0.19236997,0.3347983,0.13758509,0.32268928,0.25520767,0.21728351,0.30788084,0.26095671,0.21466679,0.18082083,0.2060481,0.31487033,0.32706545,0.32995065,0.17310084,0.36428903,0.36987365,0.2614013,0.24266764,0.29495077,0.21080953,0.19188199,0.27219174,0.18577139,0.28521415,0.29263947,0.28307786,0.29564849,0.32141402,0.28360377,0.33196403,0.32806346,0.26270804,0.48640983,0.28745907,0.25343083,0.25281243,0.33655094,0.28655763,0.192927
54,1,0.34210196,0.40826733,0.20748922,0.31383517,0.13458438,0.33810509,0.24173189,0.20395969,0.2736849,0.28130233,0.22729706,0.18054722,0.19948573,0.30410733,0.32548909,0.27470633,0.18197325,0.40758935,0.39170578,0.26196866,0.26060606,0.31063893,0.199669,0.19140186,0.27629139,0.21182258,0.28955562,0.3192423,0.3071329,0.32381033,0.33537969,0.29065832,0.37129496,0.27963621,0.27341087,0.39401852,0.28320598,0.2463919,0.27411421,0.34287217,0.30259346,0.19534435
54,2,0.37530066,0.41537301,0.24437208,0.29609329,0.15058223,0.3904758,0.26469925,0.195202,0.29508507,0.3083467,0.24670619,0.17812004,0.20764161,0.32157098,0.34179451,0.26437061,0.20469326,0.43456599,0.43542419,0.29060699,0.27824023,0.32985859,0.19479856,0.219041,0.29532009,0.25961258,0.3094723,0.34057452,0.33750218,0.35801171,0.36855543,0.31044661,0.39928777,0.3040413,0.30726138,0.37083869,0.30493481,0.25628185,0.29842447,0.34833421,0.33626947,0.24142562
55,0,0.41000718,0.42824168,0.27525301,0.29775386,0.16615013,0.43009516,0.29142515,0.20042807,0.3279708,0.31970426,0.26316091,0.17937335,0.22635811,0.33679358,0.34304011,0.27656217,0.2209929,0.44109547,0.47535199,0.30706952,0.29072654,0.34219294,0.20043503,0.23866953,0.31188269,0.28924591,0.33397164,0.35555371,0.35789061,0.39790483,0.39439191,0.33487096,0.40973381,0.33726067,0.32471927,0.37639568,0.34232694,0.26323953,0.31685321,0.35193758,0.35287383,0.27128788
55,1,0.44414827,0.44242287,0.2946581,0.31232442,0.18415442,0.45980141,0.30861011,0.21497369,0.35807966,0.32296455,0.28243618,0.17803177,0.24308996,0.3423025,0.35272343,0.29298672,0.23416529,0.44141266,0.51626354,0.32304575,0.29140197,0.34991486,0.21603934,0.26969486,0.32470514,0.31605043,0.36082444,0.35779351,0.37580561,0.42388667,0.41985743,0.35639005,0.40708633,0.37587527,0.32701273,0.37804862,0.38638189,0.25940616,0.33381336,0.35526039,0.35939252,0.30455234
55,2,0.45914558,0.4359131,0.29498372,0.3289426,0.19725009,0.46076955,0.31115577,0.22856506,0.37209439,0.31454659,0.29144278,0.17298323,0.2529987,0.32880378,0.36361717,0.29586432,0.23928263,0.42998607,0.53210289,0.33189841,0.28169648,0.34282964,0.22763382,0.28587403,0.31887733,0.31621954,0.35954539,0.34040799,0.38346978,0.42247858,0.42783678,0.36492814,0.38805755,0.37865837,0.32085923,0.35441857,0.41930468,0.24656178,0.33141085,0.3553919,0.34985981,0.32001377
56,0,0.4494615,0.42162631,0.28770571,0.33667112,0.18979756,0.44779479,0.31020379,0.23268528,0.35849684,0.30818635,0.28321063,0.17661077,0.25579458,0.31682656,0.3665095,0.2903107,0.23516033,0.4136005,0.51785199,0.33614013,0.27556894,0.32603095,0.23053717,0.28521069,0.30675497,0.29461911,0.33560152,0.31811823,0.38177147,0.39558063,0.42371981,0.36801885,0.34284892,0.36449672,0.32310257,0.34111783,0.43166231,0.24041657,0.31048692,0.35248115,0.33278816,0.30506887
56,1,0.43135882,0.38751603,0.27041274,0.32915486,0.16500358,0.4258585,0.31286933,0.22294658,0.31433414,0.31469802,0.25957549,0.19799647,0.24973924,0.31778594,0.37513019,0.29550288,0.21987941,0.38133994,0.4643231,0.33239373,0.2697639,0.3087214,0.22502364,0.26572114,0.28832545,0.23497579,0.31550212,0.29560366,0.35538234,0.34086012,0.40544807,0.37470252,0.24498561,0.36546772,0.34519751,0.38704013,0.41536053,0.2407194,0.25778855,0.36133614,0.31725857,0.24006198
56,2,0.41654102,0.34046919,0.25085805,0.30585694,0.15845575,0.40494001,0.31058459,0.20409346,0.26857441,0.32751648,0.25446027,0.2188173,0.24355353,0.32381952,0.40669247,0.31937165,0.19194731,0.32714684,0.42185018,0.30324207,0.26428745,0.30080699,0.2140628,0.21873776,0.26402397,0.17391037,0.31570677,0.27955037,0.30877896,0.29944864,0.37426535,0.37501159,0.20880576,0.38198167,0.3660768,0.45742861,0.35581735,0.23984785,0.22152278,0.37817815,0.31501558,0.19699725
57,0,0.41662179,0.31375877,0.24483851,0.27863858,0.16511107,0.40899462,0.31107115,0.188986,0.26666449,0.34412079,0.26046467,0.22917917,0.24936984,0.33761805,0.42303308,0.34962119,0.18328812,0.2869952,0.41982852,0.26524676,0.27266642,0.30815873,0.20789673,0.1793354,0.25729423,0.18903836,0.33674901,0.27317236,0.28505487,0.26752905,0.35368054,0.37154227,0.23363309,0.39247812,0.39482655,0.5172884,0.31062962,0.24359997,0.21343124,0.39563388,0.32533489,0.21412534
57,1,0.4455035,0.30001509,0.25458946,0.24647597,0.17123791,0.45464626,0.31222763,0.17798092,0.31275015,0.33528416,0.27384071,0.23417476,0.2731059,0.36442812,0.44294159,0.3763328,0.20023928,0.26776265,0.4651083,0.25860951,0.29442619,0.34488043,0.2087195,0.15774212,0.28522233,0.24293182,0.39285923,0.27743547,0.28703188,0.29647977,0.35060372,0.37356668,0.3108777,0.4260599,0.45018298,0.56776434,0.29328775,0.26027033,0.2325729,0.43660354,0.35183022,0.24153581
57,2,0.48706695,0.28983933,0.27602746,0.23526401,0.18926012,0.50670252,0.30915309,0.18009453,0.331569,0.26786032,0.28024668,0.20811121,0.29570477,0.38925948,0.49223786,0.34931535,0.21649155,0.27661303,0.52132671,0.2701639,0.32368261,0.38555564,0.2108379,0.16137469,0.31972249,0.3009455,0.44788043,0.28313905,0.29832782,0.33877343,0.36636602,0.37046824,0.34294245,0.43183124,0.49041257,0.56149987,0.30107305,0.25865278,0.27122692,0.45963528,0.38961838,0.26955234
58,0,0.48742596,0.27047597,0.29544134,0.22822219,0.19763526,0.52953248,0.30971018,0.17849817,0.31875367,0.21872439,0.26307486,0.19258605,0.30308561,0.40013491,0.49921886,0.305359,0.23723332,0.30424725,0.54486462,0.2715688,0.34666545,0.41030577,0.20302629,0.15654811,0.3447619,0.33363825,0.46210349,0.28666112,0.29491378,0.35469505,0.3899549,0.35878535,0.35032374,0.40097101,0.50959996,0.52254952,0.30353428,0.24638452,0.29658516,0.47844117,0.4078972,0.26690083
58,1,0.46716927,0.27231651,0.31352636,0.22239147,0.19666786,0.53452213,0.31214301,0.17394988,0.31950981,0.17598432,0.26392581,0.18341571,0.30937274,0.40804977,0.49813512,0.26262598,0.26130373,0.34117283,0.54359206,0.28146614,0.37402945,0.44111942,0.18954038,0.15188578,0.37543992,0.36316396,0.43997954,0.28876769,0.30410207,0.36931886,0.43808554,0.34136146,0.37515108,0.3935517,0.50763234,0.45117057,0.31012502,0.22457345,0.32077422,0.49352095,0.42240654,0.26979339
58,2,0.46767187,0.3075281,0.33056411,0.23216761,0.2162397,0.52858916,0.31526691,0.17986266,0.35925298,0.20076608,0.28921503,0.200812,0.31217587,0.41912007,0.5064532,0.24861333,0.28706808,0.37310846,0.54799639,0.32639589,0.39515638,0.4612127,0.1935313,0.1680839,0.41509303,0.42064724,0.41829411,0.29575354,0.33993207,0.39784545,0.49750509,0.34682429,0.41123741,0.43082604,0.49194155,0.40313224,0.34636377,0.22494276,0.34579739,0.49011924,0.43142523,0.2971832
59,0,0.49723568,0.35344346,0.35195811,0.25326808,0.24360444,0.52464212,0.323602,0.1963792,0.41932077,0.23119544,0.31744909,0.22376876,0.31676083,0.43883226,0.50092892,0.24921109,0.30450491,0.39032957,0.57350181,0.35471001,0.40136911,0.47214037,0.21207679,0.20144039,0.43826553,0.48725498,0.41778249,0.30919234,0.37730361,0.43342099,0.55440791,0.37528203,0.42991367,0.46373769,0.4849609,0.40008361,0.39187074,0.23724056,0.36835389,0.48277223,0.44454829,0.31825069
59,1,0.53440136,0.38828543,0.36888146,0.27868852,0.26390183,0.51422424,0.33300896,0.2150272,0.45442931,0.25324247,0.33950664,0.22825243,0.32443865,0.45751761,0.49626319,0.25593244,0.31612552,0.39276652,0.5841787,0.37778278,0.40357186,0.47744133,0.22700965,0.23814518,0.45770419,0.54380813,0.43522146,0.32881765,0.40522557,0.45124268,0.60562264,0.40423428,0.43664748,0.46076313,0.47483457,0.38979933,0.44465841,0.24283921,0.38746703,0.45731194,0.47933022,0.3519146
59,2,0.55493628,0.41439994,0.37278008,0.29605584,0.28169115,0.47584609,0.34227487,0.22865424,0.46835278,0.25606627,0.36397361,0.2311827,0.32785021,0.45504422,0.51638987,0.2603948,0.31450266,0.37758007,0.55960289,0.3856268,0.38469028,0.45255793,0.24642519,0.26069872,0.45350363,0.55360904,0.44522,0.34597002,0.40679324,0.43901094,0.63240471,0.41157472,0.41807914,0.42476067,0.46055996,0.36126833,0.47377093,0.23780929,0.38728167,0.42117307,0.51840343,0.37703168
60,0,0.55083468,0.4114053,0.36761419,0.30916559,0.27656754,0.42172942,0.34680911,0.24270044,0.4372857,0.25296633,0.3496319,0.26030891,0.31763002,0.42725229,0.53536946,0.26364079,0.29558512,0.35857961,0.52819495,0.38502341,0.36841305,0.42044125,0.26427085,0.2595742,0.42297698,0.53661311,0.43002485,0.36374688,0.39176102,0.41735516,0.62628746,0.39638387,0.36822302,0.40565509,0.45826649,0.34983278,0.47227772,0.23932344,0.3699722,0.3860775,0.54971963,0.35124656
60,1,0.50534015,0.3941314,0.34559535,0.3316145,0.24593336,0.35823748,0.35209083,0.26464818,0.32044195,0.25156779,0.28179558,0.32498676,0.28402868,0.36776345,0.54412386,0.26901369,0.25493076,0.32055547,0.51796931,0.36632745,0.36191432,0.3790405,0.29487422,0.22580706,0.36040366,0.48577139,0.39663792,0.39365529,0.35106253,0.37218594,0.57548734,0.34199505,0.22410072,0.39573304,0.47036044,0.38414587,0.43100323,0.2460743,0.34675982,0.34718569,0.58482087,0.25679063
60,2,0.42478909,0.36454703,0.30864208,0.3673105,0.2393497,0.3111626,0.34270503,0.29599572,0.26924581,0.26380723,0.23357874,0.39153575,0.2402651,0.31098786,0.54600281,0.26733857,0.21985572,0.29226365,0.50036101,0.31458934,0.36101984,0.35280225,0.3188292,0.16781224,0.29810785,0.40881697,0.36445695,0.42471274,0.32126807,0.34147935,0.5095723,0.27067687,0.16702158,0.40684491,0.46970874,0.44268073,0.39250922,0.24625896,0.32422471,0.33836577,0.5970405,0.23997934
61,0,0.35087955,0.30969299,0.26948869,0.41208345,0.24677535,0.30436078,0.32507581,0.32497102,0.27122743,0.28230002,0.21820442,0.43433363,0.20814139,0.26529756,0.50403941,0.25974838,0.19644867,0.27275259,0.47636282,0.26537284,0.37064014,0.34008292,0.33222054,0.13834734,0.22540523,0.38077485,0.31049554,0.4449542,0.30518202,0.31961998,0.41623509,0.1949235,0.17735971,0.42975246,0.46215159,0.50686905,0.34006138,0.25225644,0.30977401,0.34754515,0.58503894,0.26332645
61,1,0.31997846,0.29421438,0.24352724,0.47489793,0.25343067,0.31979313,0.30762288,0.36424686,0.32855746,0.28539996,0.21530739,0.41895852,0.18654933,0.25734523,0.44788881,0.24038368,0.19218422,0.26604518,0.49119134,0.22860231,0.40296945,0.36750574,0.35229809,0.1205193,0.204579,0.36789915,0.3097208,0.46388843,0.33117924,0.31356349,0.35377509,0.1718977,0.22353957,0.45428063,0.4587302,0.53644199,0.32834222,0.26808479,0.32169388,0.36605295,0.5473053,0.31562672
61,2,0.33031772,0.29536848,0.24373845,0.51305358,0.26738624,0.33818784,0.28327339,0.38095068,0.34625513,0.27150365,0.22392198,0.33032657,0.18283355,0.26869285,0.42536946,0.2135539,0.19528779,0.26093919,0.49486462,0.20199928,0.43342461,0.37432442,0.35916399,0.12475204,0.20671082,0.37266508,0.31640842,0.46097419,0.34783139,0.31710069,0.31976287,0.18149436,0.25148201,0.49855033,0.45444405,0.51380242,0.34665211,0.26978359,0.33919584,0.36479046,0.49943146,0.33444215
62,0,0.34211093,0.29689221,0.24886034,0.52020776,0.26005912,0.34568473,0.2509273,0.37539463,0.32330357,0.22887048,0.20779233,0.24466019,0.19163407,0.28511468,0.38579873,0.18908042,0.20040512,0.26234721,0.46779783,0.1815562,0.45778873,0.37357666,0.34588614,0.13264894,0.21197729,0.34617572,0.3164742,0.44150708,0.34516635,0.30734583,0.30101106,0.18677948,0.28086331,0.48332877,0.46264036,0.48134808,0.35422116,0.26998301,0.34591859,0.36606172,0.46093458,0.31153581
62,1,0.34438162,0.31759825,0.2571768,0.51161774,0.25707632,0.35735209,0.22494182,0.36528137,0.30227495,0.24588455,0.21227651,0.20139453,0.22632189,0.29273722,0.37787474,0.17596441,0.20849572,0.27776574,0.43685921,0.16794849,0.47781429,0.39908936,0.32816342,0.14510076,0.22684327,0.31939427,0.31418652,0.41395504,0.36464031,0.30253626,0.30134565,0.19833874,0.32728058,0.48514086,0.4732304,0.45851556,0.37653698,0.2712091,0.34616098,0.37460985,0.43746106,0.32999311
62,2,0.34886914,0.3583239,0.26859104,0.51602512,0.28297205,0.37762516,0.20648755,0.37197003,0.31485562,0.2759576,0.23334927,0.20543689,0.2580762,0.29263229,0.40137931,0.17468548,0.21907391,0.29513384,0.4374278,0.1778098,0.4866618,0.43501888,0.33465103,0.16221492,0.2503942,0.31679606,0.31857185,0.39226478,0.41062533,0.32744932,0.31048152,0.22630969,0.37602878,0.4698099,0.50580259,0.4748585,0.43129158,0.28374326,0.34921223,0.38798878,0.4340109,0.37993802
63,0,0.35206426,0.41371351,0.27594825,0.52090695,0.30873343,0.39848573,0.20501375,0.37788281,0.33370706,0.31254231,0.26062721,0.23406002,0.27083152,0.29380153,0.41774103,0.178703,0.2346865,0.32056321,0.46983755,0.2082763,0.48859681,0.47495373,0.34011727,0.18004296,0.27982971,0.33262357,0.3267724,0.38704413,0.43707542,0.36695224,0.32892057,0.26410138,0.4007482,0.45599015,0.53501604,0.50524826,0.47212325,0.29205259,0.35187852,0.40095564,0.43490654,0.42942149
63,1,0.34038772,0.47709135,0.2695855,0.53115753,0.32915622,0.4332892,0.21050702,0.38633729,0.39110879,0.37620702,0.29705517,0.27480141,0.31944082,0.31120522,0.40633357,0.20474039,0.26100759,0.36148074,0.5126444,0.30948307,0.47853231,0.5441845,0.34261396,0.24233369,0.3423778,0.3294719,0.33562345,0.38833472,0.50772513,0.42608364,0.37385074,0.3361227,0.43643165,0.39232084,0.61448516,0.62554026,0.54397257,0.31354605,0.36029087,0.44324917,0.42896417,0.53876033
63,2,0.34416622,0.48530588,0.26379477,0.51548824,0.3507345,0.43648324,0.20917425,0.36867029,0.40189688,0.38643328,0.31449469,0.2788173,0.33640446,0.32283016,0.39308937,0.21831515,0.27266374,0.36211512,0.51899819,0.35486311,0.4460387,0.54850078,0.32749196,0.26809653,0.36802271,0.32934123,0.33076305,0.38666112,0.53839923,0.44322674,0.38954757,0.35584145,0.44943165,0.36675328,0.61190345,0.67417031,0.53050275,0.30593101,0.35085193,0.45993337,0.40777259,0.61784435
64,0,0.34850117,0.46198235,0.24725865,0.49157854,0.33150305,0.41566405,0.20603625,0.34454651,0.39623884,0.37782826,0.29426331,0.27703442,0.32510503,0.3224554,0.35672766,0.2207618,0.25629301,0.33359121,0.50620036,0.3568804,0.40410734,0.51225291,0.30786836,0.2752985,0.35884579,0.31895611,0.31431808,0.37099084,0.54170876,0.42438714,0.38033168,0.34196415,0.42601439,0.33697347,0.58913174,0.71668382,0.48075299,0.29210429,0.33411278,0.44827284,0.38529595,0.59216253
64,1,0.33274996,0.37341027,0.20278096,0.44419612,0.25325152,0.35079024,0.19774346,0.30206011,0.37995567,0.36051131,0.22291806,0.27992056,0.26407359,0.30882177,0.31057706,0.21202474,0.22201163,0.29060808,0.4498556,0.31259906,0.35054765,0.4512401,0.26427085,0.24927033,0.30917061,0.23962641,0.27922818,0.33159867,0.4996255,0.34640767,0.32825866,0.30598826,0.28430935,0.34567834,0.56006868,0.74073836,0.38596997,0.2706773,0.30317245,0.38691917,0.3426947,0.42699036
64,2,0.30384132,0.26609338,0.16162105,0.37959622,0.23811358,0.28835747,0.18466258,0.2625078,0.3634574,0.35921076,0.19743761,0.28492498,0.20305664,0.29078099,0.30421534,0.22716341,0.17894076,0.27629584,0.40767148,0.27038004,0.30139345,0.40993559,0.20097409,0.22693158,0.26346894,0.15470059,0.25491887,0.29838468,0.45992858,0.26804648,0.27611289,0.28150209,0.1247482,0.43343135,0.54236014,0.74324672,0.28954956,0.23487702,0.27504099,0.31369455,0.2759891,0.35374656
65,0,0.2463292,0.17163763,0.11457362,0.35273994,0.24681118,0.23585436,0.16101826,0.22495318,0.32578059,0.37049706,0.17761736,0.29565755,0.12602492,0.23828511,0.28933849,0.25155349,0.15092574,0.2639641,0.30733755,0.19528999,0.28558476,0.35957652,0.18476452,0.18648683,0.19272154,0.12951034,0.22571262,0.2422398,0.39981711,0.19567393,0.22550916,0.23636996,0.13897122,0.48416302,0.4670017,0.73777978,0.19671287,0.20990472,0.23262993,0.24523058,0.23999221,0.30103994
65,1,0.23794651,0.14498001,0.10664437,0.32495973,0.25831243,0.19697973,0.13788167,0.20471774,0.29842905,0.30968288,0.17654651,0.2890203,0.11316094,0.20397242,0.27711471,0.29261834,0.15256044,0.27197122,0.249287,0.18586996,0.26736644,0.3309173,0.16378854,0.1654179,0.15407127,0.1257514,0.21469083,0.21067444,0.39448702,0.1956909,0.23153913,0.227206,0.19235971,0.40098468,0.41261029,0.72176486,0.18114226,0.1994165,0.21117131,0.24049623,0.23132399,0.30949725
65,2,0.2445701,0.15425813,0.12479979,0.31023935,0.27983698,0.21317336,0.14934772,0.1922679,0.2807053,0.23681632,0.16880199,0.25092674,0.11983196,0.19590766,0.29574243,0.34675054,0.18428316,0.29746248,0.25035199,0.20332313,0.25338931,0.34258533,0.16046908,0.19001832,0.16270577,0.14476132,0.22140038,0.20957535,0.46767114,0.21855119,0.27684027,0.23470097,0.23739568,0.2373017,0.41606928,0.67764343,0.19321154,0.19562745,0.24076424,0.24709802,0.22955607,0.3043595
66,0,0.24360976,0.15698122,0.13970782,0.29747918,0.28776424,0.23215556,0.15809181,0.18089717,0.24190079,0.21991805,0.18431972,0.19940865,0.11845574,0.19065358,0.30455313,0.36341141,0.21349459,0.30502862,0.25515343,0.21935339,0.249355,0.33267195,0.14757897,0.24177775,0.16280038,0.15437005,0.21784827,0.22654455,0.52657203,0.22093477,0.30526622,0.21566219,0.27943885,0.37063047,0.45117305,0.64850785,0.19764999,0.18739198,0.27611036,0.25216553,0.2142757,0.2887259
66,1,0.22432238,0.14553821,0.12384054,0.27022337,0.27639735,0.22938353,0.14782455,0.15564969,0.23761163,0.24151078,0.15817956,0.19804943,0.10687382,0.1732274,0.30812104,0.34499201,0.21208496,0.2780752,0.28341155,0.17805295,0.24409152,0.28218701,0.13387554,0.2625308,0.15672028,0.13554462,0.19891829,0.20494588,0.57534402,0.20051743,0.30148385,0.1849405,0.30976259,0.40557987,0.41917736,0.55251479,0.18164686,0.161718,0.30874742,0.25214799,0.18734424,0.27085399
66,2,0.22217735,0.1443841,0.10060723,0.24070768,0.19494805,0.23117915,0.13698611,0.13561045,0.24182909,0.22797969,0.11770724,0.22952339,0.10375924,0.18848748,0.33978888,0.29720581,0.19371232,0.24104131,0.33138989,0.13691463,0.25567117,0.24705708,0.12847551,0.27095205,0.15649953,0.088992236,0.1975296,0.14165695,0.59993904,0.21379252,0.2875982,0.19553392,0.26797842,0.17171089,0.31669842,0.48716877,0.15153544,0.14412438,0.32178655,0.27264598,0.18703271,0.23593664
67,0,0.27387363,0.19883835,0.12237965,0.20758368,0.17067359,0.30669425,0.19861787,0.1294658,0.25555049,0.23603242,0.17990248,0.26700794,0.12782124,0.25675311,0.41318086,0.26628901,0.20458665,0.21458301,0.40380866,0.12369416,0.32277595,0.23709928,0.13195574,0.27471729,0.20787133,0.1636175,0.22435316,0.19498751,0.59361609,0.32364916,0.30373873,0.22717509,0.24231655,0.23906592,0.33064718,0.45365963,0.14560377,0.16710983,0.30687246,0.31866561,0.22126947,0.19229339
67,1,0.33384491,0.30134269,0.18529438,0.20463711,0.24491222,0.4378403,0.31458289,0.13094622,0.29780979,0.36059148,0.3242853,0.27194175,0.16190787,0.3329261,0.47463758,0.26552443,0.26857698,0.20781371,0.51244585,0.18638329,0.39931849,0.39708299,0.14356913,0.29538821,0.31590665,0.35531555,0.30326707,0.27995004,0.63822505,0.44580541,0.37684027,0.25381703,0.27764748,0.26613102,0.44870413,0.46953306,0.24103557,0.2227491,0.31143509,0.3879011,0.26222741,0.22480028
67,2,0.42638665,0.39376933,0.24329842,0.223228,0.3052938,0.49891601,0.39361117,0.15010256,0.32639333,0.43145377,0.45904006,0.27079435,0.19671157,0.38585669,0.53489092,0.2753597,0.3445196,0.20290113,0.63002708,0.26135627,0.45675429,0.52174428,0.17107055,0.33522648,0.40614317,0.49626412,0.36198655,0.30430475,0.69445219,0.52430232,0.45826302,0.30416473,0.3127554,0.28775985,0.49725536,0.51346154,0.30087739,0.28734766,0.34852784,0.47312818,0.27056075,0.28404959
