,,pid1263b-10,pid52932-22,pid58917-04,pid610003b-14,pid9048b-14,pid9049b-10,pid9049b-25,pid9050b-10,pid9054b-10,pid9055b-10,pid9056-16,pid9057j-06,pid9058b-10,pid9059b-14,pid9060b-08,pid9061b-07,pid9062b-13,pid9063b-14,pid9066b-10,pid9069-10,pid9070b-22,pid9072b-14,pid9073b-14,pid9074g-10,pid9075b-10,pid9088-20,pid9089-05,pid9093b-16,pid9094b-10,pid9099b-14,pid9101c-04,pid9104b-10,pid9111b-12,pid9114-32,pid9118b-14,pid9138b-10,pid9139b-10,pid9153b-10,pid9166l-08,pid9170b-10,pid9174b-10,pid9192b-10
15,0,0.92981511,0.82371577,0.75821526,0.81799908,0.78173594,0.82009102,0.6799732,0.71078213,0.97092758,0.42172635,0.59564012,0.41436893,0.87802405,0.7543097,0.68938776,0.90421909,0.62051197,0.77479499,0.7199639,0.36347262,0.55621273,0.94558377,0.69743711,0.87105945,0.76064333,0.79667922,0.62392925,0.471199,0.74447831,0.8105098,0.91977015,0.76060887,0.79402878,0.61793627,0.82459394,0.77624132,0.81950652,0.78676416,0.61638269,0.81300193,0.94836449,0.79896694
15,1,0.96562556,0.73667496,0.72112998,0.76880626,0.85030455,0.83591229,0.70714336,0.67246054,1,0.42017638,0.63126494,0.52872904,0.9362596,0.72336231,0.81878958,0.91582679,0.66283657,0.83351385,0.63027978,0.40176513,0.6352075,0.99615014,0.59362587,0.94213153,0.75130874,0.75554616,0.65558398,0.4950791,0.77081519,0.88675884,0.95112016,0.76602534,0.80280576,0.68770514,0.84301684,0.7917417,0.90427986,0.91203191,0.65343979,0.79106611,0.98325545,0.84731405
15,2,0.96580506,0.66316663,0.70010561,0.79134256,0.84724113,0.85130327,0.72054157,0.70713458,0.96662538,0.41917869,0.62955349,0.53938217,0.97138925,0.69927297,0.85932442,0.87933551,0.64632369,0.85981742,0.62904332,0.43589697,0.68151393,1,0.61705126,0.89506602,0.73976664,0.6583596,0.67518638,0.50162365,0.78488068,0.92060395,0.89474833,0.75863081,0.76654676,0.81318381,0.84087377,0.80621302,0.95080634,0.94622941,0.7092821,0.77993161,1,0.8892562
16,0,0.95341949,0.57976164,0.65833847,0.80467706,0.82861877,0.84195283,0.70827163,0.7249621,0.93963888,0.42558347,0.60050674,0.59370697,1,0.64236246,0.85777621,0.82595399,0.56555989,0.81780907,0.62948556,0.46534582,0.67609833,0.94935959,0.63120862,0.73043149,0.68186692,0.57700823,0.68511183,0.49713572,0.7601289,0.91229112,0.78011347,0.71947921,0.69310791,0.96902352,0.79088129,0.8019681,0.92327971,0.95553586,0.71319598,0.73088725,0.96425234,0.91356749
16,1,0.90890325,0.56473561,0.37546423,0.76578478,0.75236474,0.78055441,0.66430435,0.66717203,0.88247181,0.36517014,0.4780763,0.61619594,0.85433869,0.53655374,0.71365236,0.68757906,0.39411744,0.65639022,0.55676895,0.51034762,0.62614093,0.69529873,0.56501797,0.46039548,0.47766635,0.48809286,0.66505628,0.4649209,0.69555827,0.72073119,0.66579139,0.56492041,0.5498705,0.98051149,0.72975988,0.6502444,0.71674253,0.85973853,0.63740643,0.57631948,0.78481308,0.89476584
16,2,0.80065518,0.58205476,0.26346035,0.65374003,0.67959513,0.80689284,0.64324096,0.55045929,0.77954501,0.34324782,0.39720815,0.6180053,0.61644213,0.4489282,0.6229627,0.55780913,0.35146116,0.56872969,0.41195848,0.56845281,0.59561275,0.47949952,0.46833743,0.35208162,0.44088931,0.50976247,0.62889197,0.40777685,0.70723742,0.54539825,0.64242072,0.42950858,0.62056115,0.66915345,0.70994586,0.56530744,0.40170535,0.75574267,0.49761175,0.45341925,0.68135514,0.85564738
17,0,0.69662538,0.63644867,0.27666109,0.5825353,0.61051594,0.84352503,0.63166208,0.44649068,0.76644287,0.39363976,0.35774931,0.60300088,0.46705056,0.41962974,0.52667136,0.53371099,0.36523768,0.60819279,0.40454874,0.63254683,0.61524887,0.49804546,0.37262152,0.36325731,0.51076632,0.56739181,0.58710715,0.41502082,0.74076816,0.46178641,0.67286878,0.43122392,0.67909353,0.66905771,0.71642521,0.62750193,0.35364447,0.63312652,0.42860911,0.42138348,0.6535514,0.80750689
17,1,0.62052594,0.6529607,0.29224677,0.51907158,0.55574167,0.84385602,0.60882166,0.37317399,0.77798057,0.46945484,0.33883736,0.57672551,0.50641026,0.40933143,0.47572132,0.5192952,0.38018692,0.65533808,0.47352888,0.67690022,0.66137276,0.55739246,0.30405712,0.37895635,0.63033743,0.59594127,0.53727525,0.43811823,0.73742379,0.43512596,0.69193337,0.49759697,0.73071942,0.70466357,0.7287322,0.77019552,0.44845839,0.54193072,0.41505668,0.42838857,0.69051402,0.75750689
17,2,0.55464908,0.64579467,0.29122591,0.48702134,0.51813866,0.79848573,0.56571469,0.33882993,0.76142364,0.53344914,0.33219237,0.54937335,0.55635231,0.39664218,0.44413793,0.50012511,0.38424999,0.67029243,0.52951264,0.67184798,0.66648412,0.61292663,0.27135427,0.38416198,0.66811731,0.59715582,0.47527408,0.45362198,0.68825989,0.43377725,0.67700756,0.54398084,0.72035971,0.78029267,0.73671546,0.8273733,0.53020411,0.49389911,0.43280816,0.44721199,0.72130841,0.71811295
18,0,0.49369054,0.58796108,0.26353956,0.46133869,0.48161053,0.70710799,0.52855934,0.31960225,0.71403429,0.58936398,0.33750837,0.51085613,0.57961756,0.38267876,0.4430753,0.46641412,0.38085028,0.62519728,0.57138989,0.6175072,0.64810758,0.61670245,0.26199168,0.36219597,0.65676443,0.58341917,0.41955854,0.46089092,0.62347152,0.44134363,0.64404277,0.5597512,0.66589928,0.85045131,0.72858181,0.81219449,0.5521595,0.47499077,0.4578741,0.46930563,0.71428349,0.68318871
18,1,0.46783342,0.5064796,0.22983367,0.45164996,0.46140272,0.65088126,0.50246809,0.31314546,0.64443648,0.610155,0.35279663,0.47296558,0.57279444,0.37616549,0.46774103,0.42248558,0.37315059,0.52715457,0.56195848,0.56512068,0.60010953,0.58243133,0.27293361,0.32397498,0.62724062,0.56211853,0.40969887,0.46194005,0.57444696,0.45619645,0.62982252,0.51220831,0.52793525,0.86453775,0.70103519,0.76633651,0.51834078,0.47546348,0.45316176,0.48100999,0.63280374,0.6506405
18,2,0.46587686,0.44645093,0.25592713,0.47192639,0.46847008,0.58241622,0.47366194,0.33201641,0.53115182,0.61900944,0.37977818,0.39669903,0.57772708,0.39051117,0.54299789,0.38155279,0.37626601,0.45560111,0.50708484,0.50444885,0.52357917,0.54462131,0.30403821,0.2872323,0.61371176,0.53117841,0.44532232,0.47020816,0.59554956,0.49351938,0.65167297,0.44942822,0.41832374,0.86282823,0.67870213,0.78042192,0.5104422,0.49405421,0.44154131,0.49587059,0.53741433,0.64628788
19,0,0.4867618,0.44164592,0.30498108,0.51873447,0.47758868,0.58084402,0.45547564,0.37686614,0.46586924,0.64193836,0.39663448,0.33927626,0.62233087,0.43485235,0.6321886,0.36800584,0.40866393,0.47778895,0.47633574,0.50836635,0.44243641,0.56982305,0.33992813,0.29717607,0.63979817,0.51544315,0.49511767,0.47695254,0.67449922,0.55728221,0.68236834,0.43671766,0.48769065,0.86166575,0.7003459,0.85953177,0.60182687,0.50464584,0.45779568,0.50794319,0.528419,0.65455923
19,1,0.52593789,0.45120314,0.34625539,0.57230969,0.47816195,0.6035664,0.45598336,0.42605012,0.44695913,0.66650632,0.40373841,0.30312445,0.67760394,0.46854295,0.70752991,0.36370334,0.43087457,0.5212208,0.50630866,0.54114733,0.40317026,0.62135189,0.37952525,0.31538316,0.66635131,0.50781766,0.54542465,0.47620316,0.70858735,0.59714989,0.69690137,0.45651368,0.56552518,0.86392232,0.70825396,0.93497556,0.69575515,0.51603516,0.48506452,0.50736454,0.55082555,0.65157713
19,2,0.57353258,0.46239722,0.37133679,0.6262345,0.46694733,0.65270997,0.4743248,0.47699991,0.43612542,0.69086941,0.39629028,0.26792586,0.71965812,0.50161895,0.75292048,0.36421075,0.44347836,0.55451029,0.55084838,0.57045209,0.38307168,0.66345599,0.41840363,0.3310506,0.67177547,0.49794757,0.58008332,0.46930058,0.70671486,0.63161422,0.68700175,0.49242003,0.63854676,0.87021335,0.69826549,0.9821842,0.77680061,0.52658985,0.51790832,0.49213572,0.56469626,0.62493113
20,0,0.59314306,0.45742627,0.37043914,0.6568614,0.4540129,0.71349607,0.50868063,0.51686435,0.41437977,0.6937912,0.3740415,0.2459135,0.69265537,0.51614451,0.74109782,0.35667617,0.43088641,0.52847749,0.59098375,0.57662104,0.38520141,0.64441401,0.44329487,0.33074104,0.63063387,0.46703052,0.57531063,0.46313905,0.67142484,0.64585631,0.63484143,0.5326302,0.67056835,0.85434902,0.65837427,0.95677901,0.74710111,0.53520201,0.52450274,0.47085744,0.55552181,0.58931129
20,1,0.57555197,0.43234518,0.33494676,0.66828562,0.44289681,0.75621845,0.54387561,0.53717114,0.37850857,0.67244789,0.34343627,0.2337511,0.60702593,0.51540998,0.68092892,0.34837701,0.37596986,0.4518722,0.60399819,0.54957673,0.40600584,0.56231584,0.45269529,0.32416451,0.49203406,0.40039204,0.52902353,0.46105745,0.62138129,0.62845873,0.56336194,0.55407974,0.6867482,0.81947484,0.56785141,0.87020839,0.59284699,0.5359997,0.49870963,0.44435385,0.52752336,0.55003444
20,2,0.49621253,0.39893641,0.29134912,0.66553881,0.43130598,0.79419115,0.57646851,0.53784001,0.35429894,0.61798503,0.3077254,0.22160635,0.435289,0.4790811,0.5325475,0.34868979,0.29958896,0.33294136,0.60556859,0.4985951,0.45673604,0.48332716,0.44407982,0.31804283,0.35197099,0.29421939,0.47743751,0.44288926,0.58684898,0.58772585,0.50921589,0.57996446,0.71046043,0.76764223,0.42793764,0.73803705,0.39850267,0.51037743,0.45425251,0.42187445,0.49257788,0.54123967
21,0,0.46121881,0.41312514,0.30588753,0.66074438,0.43958259,0.79988415,0.57755447,0.52668331,0.3799296,0.58878496,0.3118367,0.2166549,0.43646965,0.45656573,0.46384236,0.37093904,0.29379642,0.36124091,0.58936823,0.4873379,0.52166849,0.5228178,0.42919425,0.31641291,0.38601072,0.29280498,0.49771232,0.43678601,0.60573071,0.57833574,0.55458248,0.60607325,0.75446043,0.73222101,0.47968468,0.74710574,0.40343542,0.47316641,0.44721608,0.42261967,0.49863707,0.58667355
21,1,0.44727158,0.44285283,0.33426912,0.66130623,0.46870297,0.78226727,0.56099006,0.51457237,0.41218956,0.57217174,0.32369251,0.2111474,0.48704911,0.44452856,0.43033075,0.395204,0.315474,0.4348445,0.55763538,0.50824027,0.54847268,0.61440734,0.41332514,0.32508055,0.46895617,0.32336075,0.53893437,0.42558701,0.63529002,0.58259394,0.63039715,0.61573173,0.79395683,0.70377462,0.56483106,0.79283509,0.47517146,0.43670877,0.47504099,0.43778713,0.50933022,0.62668733
21,2,0.46085083,0.44914385,0.3554079,0.66144357,0.49978502,0.76478279,0.5398773,0.5019085,0.44396063,0.56375379,0.34181088,0.19949691,0.55478053,0.43170439,0.41165376,0.39883228,0.33921274,0.45907473,0.52037906,0.5204611,0.53321163,0.68038795,0.39423113,0.33452524,0.54508988,0.35485433,0.56045169,0.40638634,0.65985891,0.5788362,0.66920279,0.60258074,0.80553957,0.67735914,0.64218217,0.8315539,0.53276832,0.40218628,0.51481429,0.44431001,0.51577103,0.64246556
22,0,0.4775534,0.43096477,0.35496788,0.65123044,0.52542995,0.7494911,0.52271349,0.48676536,0.46102601,0.55798147,0.33751793,0.18029126,0.56434159,0.40966872,0.40125968,0.38778064,0.34636752,0.43405539,0.43625451,0.49972983,0.48032737,0.67527208,0.37543976,0.33746288,0.59801325,0.39636406,0.53908054,0.39186511,0.65340533,0.55361778,0.67019203,0.57032916,0.74093525,0.65045815,0.65455183,0.82023411,0.54660886,0.37078809,0.52010408,0.43746274,0.51371495,0.62327824
22,1,0.47845091,0.41958965,0.32885682,0.65315321,0.53238982,0.72735623,0.50733376,0.4877642,0.45929209,0.55220025,0.30275361,0.1780053,0.50869187,0.36609204,0.39046446,0.36277195,0.32647864,0.36069937,0.34635379,0.44008465,0.39507728,0.58421559,0.38616418,0.33956662,0.64169032,0.45920517,0.46276129,0.37900916,0.61540672,0.49577572,0.62711667,0.5321125,0.5773741,0.61827133,0.63679316,0.71526884,0.49607645,0.34586749,0.47638126,0.42673154,0.50629283,0.55380165
22,2,0.45690181,0.43910387,0.29391006,0.6841297,0.5144751,0.69474555,0.48585431,0.51984304,0.44002999,0.54631213,0.26443255,0.20421889,0.4595683,0.31926248,0.39631246,0.33995274,0.29525344,0.33136314,0.39377256,0.39754143,0.32122429,0.46869031,0.43625875,0.35078653,0.67562283,0.51538935,0.36684695,0.36260616,0.56750566,0.44775638,0.56172534,0.51287282,0.36571942,0.58827954,0.6193478,0.55816825,0.43450456,0.33557131,0.42208598,0.41860424,0.50356698,0.47715565
23,0,0.42774188,0.48145131,0.26670774,0.7534616,0.48269437,0.67854365,0.47999436,0.58934273,0.41510332,0.55408872,0.28677694,0.26363636,0.53661452,0.26879029,0.42706545,0.35263085,0.27530532,0.38032647,0.55478339,0.34644272,0.28860898,0.4377508,0.52398336,0.37022554,0.66786503,0.5717657,0.35227306,0.34487094,0.52581432,0.41291882,0.58046989,0.52540566,0.42522302,0.56849699,0.63594095,0.49009519,0.3795646,0.34244036,0.36298567,0.41588638,0.51313084,0.45257576
23,1,0.41678334,0.52758543,0.25372701,0.82707602,0.46133106,0.69290029,0.48859037,0.66743958,0.38810377,0.57384643,0.33093986,0.28330097,0.64282196,0.27228302,0.46519353,0.36991034,0.28947275,0.4406777,0.71599278,0.36761527,0.2860959,0.44790849,0.62480613,0.36572114,0.64560076,0.60015374,0.37732788,0.33803497,0.50266504,0.43245398,0.61208176,0.55061814,0.48822302,0.56232905,0.68598356,0.48126447,0.42251766,0.34730039,0.37558993,0.4229879,0.51599688,0.47739669
23,2,0.40988153,0.59981142,0.24473291,0.88994044,0.45024185,0.70015722,0.50107186,0.72881477,0.36541946,0.56640834,0.39259011,0.28907326,0.71852818,0.28378054,0.50837438,0.39173559,0.2998851,0.48043478,0.82399819,0.4204701,0.28192163,0.4582957,0.70628901,0.34894182,0.60403658,0.61332923,0.40603713,0.33200666,0.47583174,0.47164306,0.63554699,0.56879926,0.52758273,0.54561679,0.73820684,0.45945459,0.45655263,0.35235985,0.4089399,0.43620025,0.5080296,0.50278237
24,0,0.38929277,0.66048126,0.22950805,0.90464835,0.45038517,0.64372362,0.4893449,0.74023901,0.34718728,0.51824336,0.41851037,0.3043248,0.67185282,0.28471743,0.53069669,0.42637798,0.28223504,0.4751818,0.85646209,0.41881304,0.26859559,0.44858222,0.73492529,0.34005307,0.51407758,0.58222769,0.3974492,0.31101582,0.43742379,0.51035711,0.62718941,0.55854582,0.53290647,0.47686679,0.75492531,0.39575508,0.46565609,0.34699018,0.42565053,0.43553393,0.48385514,0.50107438
24,1,0.31959253,0.56680244,0.15667517,0.70846391,0.42898603,0.40198593,0.38456385,0.54865781,0.29651261,0.33009977,0.32330051,0.31560459,0.38462987,0.24449858,0.49928923,0.40412873,0.21107807,0.39222497,0.56688628,0.33978746,0.22713277,0.32359517,0.5439947,0.28895066,0.3103122,0.36404028,0.32499635,0.21676103,0.34347675,0.46011536,0.49002037,0.44475352,0.44078417,0.29057713,0.53876328,0.26524312,0.37529092,0.2649531,0.36772653,0.3423286,0.40498442,0.35297521
24,2,0.19273021,0.40541601,0.077730353,0.4701909,0.39174131,0.16824162,0.18218038,0.32391867,0.25462486,0.18308391,0.16239602,0.29634598,0.14302477,0.16144506,0.37336383,0.27594356,0.12039944,0.23600495,0.24393502,0.20503422,0.14785201,0.17463537,0.36699451,0.19137027,0.1838789,0.12062418,0.18963602,0.13711074,0.21572026,0.31174824,0.30004364,0.28677948,0.22430216,0.12760531,0.18659765,0.14911886,0.16796079,0.13224019,0.18770229,0.19119762,0.29728193,0.16269284
25,0,0.17325435,0.21654975,0.046449001,0.30073789,0.25043891,0.11165081,0.10291235,0.19425667,0.26150838,0.12204703,0.11284062,0.24197705,0.053170361,0.15914406,0.32352569,0.18065615,0.075670169,0.19480891,0.16984657,0.15400756,0.13817087,0.15893241,0.2008606,0.058510329,0.11065279,0.038869244,0.15127174,0.097543714,0.15419787,0.24920689,0.20549898,0.14855509,0.12679137,0.063445706,0.10897333,0.082885259,0.092757399,0.043921264,0.13490411,0.1099246,0.23820093,0.079331956
25,1,0.29272123,0.25276458,0.10832527,0.37712409,0.19717843,0.26596607,0.23053381,0.25449924,0.41015579,0.18684304,0.21563247,0.33603707,0.13019702,0.30748763,0.34340605,0.19037325,0.16666864,0.14082469,0.28019856,0.22013689,0.23588901,0.3535352,0.20517307,0.13079159,0.25644276,0.13682066,0.33265604,0.20206495,0.28270336,0.35073373,0.38895839,0.17926132,0.27838129,0.15170268,0.30410317,0.25517108,0.20652689,0.11000074,0.22786055,0.27337366,0.35155763,0.20892562
25,2,0.38079339,0.42630309,0.18026049,0.58093716,0.32570763,0.49516756,0.38983852,0.45056631,0.52721465,0.30072154,0.2889282,0.31711386,0.28490511,0.42021436,0.40685433,0.25533468,0.26332935,0.31093919,0.47315884,0.29870317,0.29780333,0.60672244,0.35140912,0.20389159,0.42310312,0.24369283,0.60022658,0.3056786,0.46748824,0.49163627,0.5450611,0.34495441,0.55993525,0.56070842,0.57564668,0.47815796,0.3425638,0.15388138,0.34270336,0.41150272,0.50647196,0.34591598
26,0,0.45773649,0.48727465,0.2231717,0.69200804,0.44931924,0.62384775,0.46047528,0.55109248,0.5839515,0.364217,0.32356822,0.22825243,0.3680791,0.4930745,0.45807882,0.28351984,0.31566354,0.36107071,0.55609206,0.34783862,0.32653036,0.69998519,0.43151125,0.22485312,0.51102491,0.29595665,0.71800175,0.37396336,0.63633513,0.62006107,0.60332412,0.44547983,0.66720144,0.62443928,0.73874574,0.61037432,0.42616316,0.18512446,0.3950025,0.46259863,0.58082555,0.41142562
26,1,0.48285766,0.48536622,0.25044442,0.70466832,0.49637227,0.64391394,0.46582752,0.56205297,0.62706473,0.37682166,0.33433407,0.18353045,0.40447631,0.53498726,0.47325827,0.29277125,0.33158412,0.36162773,0.62210289,0.37404539,0.32583668,0.67912934,0.44675619,0.22840988,0.53274677,0.32140826,0.73024412,0.41351374,0.69433897,0.65216727,0.58778004,0.46359913,0.66592806,0.54037883,0.78263485,0.62512863,0.49078327,0.18549376,0.38932773,0.45318254,0.59866822,0.42146006
26,2,0.46634356,0.4555631,0.274989,0.63054199,0.49858474,0.59395118,0.42544955,0.49393561,0.66214719,0.35256547,0.32528922,0.15817299,0.38946835,0.54976765,0.44824771,0.27607562,0.33100368,0.3048739,0.63851986,0.37909762,0.30237921,0.55719257,0.402317,0.22254722,0.50420687,0.32503651,0.65754276,0.40881765,0.70920571,0.62236831,0.54851615,0.42629424,0.61645324,0.39341493,0.7443478,0.58498842,0.51438634,0.17569244,0.35706851,0.40980186,0.55855919,0.37643251
27,0,0.38598995,0.39517236,0.31220628,0.48198969,0.46176102,0.49784857,0.33837529,0.35272452,0.69486996,0.27745412,0.30881537,0.15952339,0.34584239,0.56175236,0.37333568,0.23451032,0.33557611,0.25429367,0.6157852,0.37254143,0.26522453,0.37156289,0.30031209,0.21518731,0.46762535,0.32572065,0.4824587,0.31637802,0.68900888,0.55878361,0.51864271,0.33564364,0.54956835,0.28306893,0.628271,0.50397479,0.49384178,0.16019647,0.30536109,0.36997194,0.48336449,0.29588154
27,1,0.38353078,0.37169797,0.37925724,0.42182213,0.43987818,0.46866363,0.30389253,0.29068938,0.70360472,0.26124176,0.30891099,0.18223301,0.34247429,0.59973767,0.31765658,0.26216723,0.35704048,0.26862912,0.56820397,0.40555656,0.23594378,0.29635004,0.25539058,0.22432876,0.46444024,0.36604658,0.36406227,0.2670025,0.6881815,0.47278819,0.54249345,0.28111575,0.49872662,0.27319475,0.50100261,0.48388217,0.46078512,0.17557427,0.28299708,0.37580221,0.4427648,0.31477273
27,2,0.41949381,0.43352191,0.42215964,0.47939271,0.44958796,0.56615639,0.37593964,0.3415054,0.68985073,0.33116872,0.3137298,0.21770521,0.37885702,0.63558687,0.38866995,0.31562522,0.38814722,0.3356955,0.56758123,0.45887068,0.23809785,0.4039387,0.31815775,0.24971887,0.49781772,0.41808748,0.40575939,0.34477102,0.70466818,0.48816694,0.60530986,0.43677175,0.52903597,0.37977981,0.51798426,0.54729226,0.4520421,0.26965064,0.31689599,0.43730493,0.47788162,0.3611157
28,0,0.48225633,0.51719092,0.4499164,0.58849088,0.49547653,0.69069094,0.46857062,0.44936235,0.64886253,0.41161589,0.32236351,0.23002648,0.45677242,0.62687003,0.50957776,0.42822687,0.42304458,0.400851,0.68759025,0.51286924,0.24193136,0.57130377,0.43165311,0.30159833,0.54557553,0.45352448,0.49188715,0.42891757,0.7255182,0.55857155,0.68513966,0.58354196,0.58844604,0.4899959,0.61113896,0.64805763,0.49628241,0.35594948,0.39616454,0.52426793,0.5001324,0.40023416
28,1,0.52512116,0.60477484,0.44724985,0.71872698,0.54043354,0.75131982,0.52509696,0.57564434,0.60438042,0.46876002,0.31480065,0.24157988,0.51394321,0.57949333,0.57507389,0.53759644,0.43789905,0.46524834,0.6942509,0.51725504,0.23291347,0.69497298,0.53133157,0.33980668,0.5698707,0.46736874,0.54052039,0.48926728,0.72242641,0.60890661,0.70748473,0.60461289,0.62166906,0.54625957,0.70899338,0.72356573,0.54262352,0.4204151,0.44720895,0.55954761,0.48670561,0.40676997
28,2,0.54765751,0.64358452,0.41916747,0.75572147,0.56686671,0.71706247,0.54628729,0.61410862,0.54548595,0.49653483,0.2873028,0.27078553,0.53031291,0.49868086,0.59925405,0.5922847,0.4339426,0.4939966,0.63646209,0.47442363,0.22009249,0.76989709,0.56636089,0.36651083,0.55272154,0.47242678,0.51037129,0.50422148,0.69421704,0.62200356,0.68647803,0.56947921,0.61740288,0.55568244,0.71638761,0.76582197,0.56523799,0.45756703,0.45658373,0.5490356,0.42545171,0.37195592
29,0,0.53556812,0.59600966,0.37290328,0.70818923,0.52102293,0.49354572,0.55889571,0.55861946,0.4000717,0.52704436,0.21246773,0.3144925,0.47231638,0.32483885,0.58806474,0.62443873,0.38205854,0.40338852,0.50416968,0.31380584,0.2152793,0.81417043,0.5102421,0.35706614,0.4662567,0.47680836,0.41016664,0.42139051,0.63825118,0.59380779,0.55064009,0.4507804,0.5113741,0.5518326,0.53737217,0.7845382,0.50294524,0.49183101,0.424517,0.44072418,0.22991433,0.23437328
29,1,0.49382517,0.50341706,0.29177154,0.51743598,0.40996059,0.34981382,0.58005077,0.36656559,0.34272864,0.5507928,0.21651209,0.38198588,0.43777343,0.26227702,0.54214638,0.6299993,0.35841457,0.3158363,0.37262635,0.25438581,0.3136607,0.82283261,0.30630793,0.3264325,0.4356796,0.48366515,0.28777226,0.27914238,0.56235847,0.56177793,0.45234216,0.36922423,0.45368345,0.5500547,0.39893724,0.81946231,0.43830453,0.5092769,0.37130534,0.38876907,0.2030919,0.29457989
29,2,0.46540118,0.44240024,0.26347795,0.44931517,0.38393945,0.53160116,0.6129469,0.28241327,0.43431328,0.56362908,0.27130701,0.43813769,0.52190352,0.33064008,0.49717804,0.58137207,0.38689158,0.38430296,0.42155235,0.36238293,0.41407448,0.82246243,0.22472101,0.29627266,0.53979186,0.48384196,0.39204064,0.31721066,0.51589444,0.57936212,0.43887111,0.44132282,0.47172662,0.53973605,0.54600712,0.84422434,0.44364921,0.51382672,0.36775504,0.40242855,0.29065421,0.41821625
30,0,0.45534913,0.45029796,0.25261815,0.4523866,0.42374597,0.67629293,0.65328256,0.28796932,0.49884623,0.56676465,0.30335596,0.48684025,0.6263074,0.37867636,0.4595285,0.53804129,0.41829446,0.42996287,0.50278881,0.42376621,0.48464768,0.82616421,0.22879705,0.28609514,0.6388521,0.48951495,0.51160649,0.36798501,0.48640481,0.62167275,0.4566046,0.49906506,0.51616547,0.54852298,0.66367556,0.85149215,0.46450271,0.49378832,0.38159977,0.42729265,0.35155763,0.49484848
30,1,0.45546581,0.44781625,0.25407023,0.42858926,0.45384271,0.74751345,0.66787956,0.27386962,0.55445538,0.54450383,0.32245913,0.52566637,0.66526148,0.39632739,0.42175932,0.47622854,0.44865492,0.4399737,0.53583935,0.44287644,0.5114397,0.7838158,0.22374693,0.2798408,0.71567329,0.49906219,0.54620669,0.40251457,0.46545898,0.60625159,0.44687227,0.51262556,0.52572662,0.51638403,0.72297975,0.80447646,0.48718926,0.43941207,0.36074,0.4238471,0.41440031,0.51327824
30,2,0.45513373,0.40731689,0.26026577,0.37176782,0.44247582,0.7591477,0.64168253,0.23281905,0.58264129,0.48674506,0.32312841,0.55130627,0.61381283,0.3747714,0.38018297,0.40104956,0.46029922,0.38761411,0.50619134,0.42460375,0.50565291,0.67037832,0.20043503,0.27773706,0.72778303,0.49070643,0.5093115,0.39830974,0.41410033,0.5472644,0.40233489,0.46255602,0.47818705,0.41426422,0.69741327,0.70407769,0.47701481,0.35532905,0.32499465,0.38491145,0.46018692,0.46986915
31,0,0.42191707,0.25842951,0.25670158,0.32984156,0.3755464,0.72272238,0.55903674,0.21216445,0.57526889,0.36480492,0.29921599,0.5670609,0.49647979,0.30520162,0.30847291,0.26172934,0.46025184,0.28585022,0.41919675,0.35782601,0.46381891,0.47698231,0.18589938,0.26921473,0.72021444,0.44157891,0.39139746,0.33724396,0.28415781,0.4500721,0.31422025,0.34014063,0.35151799,0.29077544,0.60844446,0.53106509,0.41882067,0.23580767,0.28978399,0.31095914,0.49748442,0.30339532
31,1,0.35538503,0.23557366,0.24530494,0.33660869,0.30217664,0.67669011,0.46955786,0.22375814,0.54768268,0.2634331,0.26714791,0.54659312,0.41739823,0.27826413,0.27387051,0.24456801,0.45244554,0.22761102,0.31689531,0.2676603,0.3981015,0.43727697,0.19236807,0.27802767,0.71100599,0.38491045,0.31279784,0.28818485,0.23629159,0.39345152,0.29647949,0.25666049,0.32807194,0.27386488,0.50130339,0.43695652,0.35579676,0.21037004,0.2711485,0.31629844,0.51124611,0.23825758
31,2,0.308993,0.24215132,0.24391446,0.35380121,0.23698495,0.6398676,0.39856851,0.2401855,0.50776351,0.25174595,0.24047232,0.46571933,0.3634724,0.29024884,0.27870514,0.27027872,0.43218944,0.20242148,0.36154332,0.2278188,0.36058172,0.44131932,0.20412332,0.291345,0.67051403,0.39336613,0.28400819,0.28929226,0.2863961,0.37647807,0.34702502,0.27443981,0.42702158,0.30515591,0.44396681,0.42411243,0.30008444,0.21301426,0.26227276,0.35203402,0.50813863,0.25119835
32,0,0.26293305,0.26525609,0.24130071,0.38195598,0.22849337,0.59739346,0.3194274,0.26302506,0.45738218,0.31864422,0.21476241,0.35892321,0.34829784,0.29959526,0.27128079,0.28568847,0.38359848,0.19439115,0.4300361,0.28106988,0.33431301,0.45213593,0.21959523,0.29035315,0.55690319,0.39182105,0.30677533,0.30717735,0.30621843,0.38326406,0.36955193,0.34106011,0.4886259,0.43995487,0.44272609,0.45807821,0.26187877,0.21886402,0.26562344,0.36372962,0.48253894,0.27366391
32,1,0.23222043,0.2835634,0.22087477,0.39773763,0.22741849,0.50812578,0.2653339,0.2774369,0.39908741,0.33817923,0.18650923,0.23686673,0.34130813,0.27765702,0.25796622,0.27321888,0.32621803,0.18983444,0.47666968,0.30820425,0.29829013,0.40493078,0.22139209,0.27734538,0.40668559,0.35419325,0.32332992,0.30152373,0.31268943,0.35595046,0.33710358,0.36349096,0.47140288,0.53946253,0.45831662,0.46698611,0.23365189,0.21118251,0.28285449,0.34436262,0.41105919,0.26699036
