,,pid1263b-06,pid52932-21,pid53576-04,pid610003b-10,pid9048b-10,pid9049b-06,pid9049b-24,pid9050b-06,pid9052b-11,pid9054b-06,pid9055b-06,pid9058b-06,pid9059b-10,pid9060b-04,pid9061b-03,pid9062b-09,pid9063b-10,pid9064-17,pid9065-22,pid9066b-06,pid9069-06,pid9070b-18,pid9072b-10,pid9073b-10,pid9074g-06,pid9075b-06,pid9076-16,pid9077-04,pid9085-20,pid9089-13,pid9090-17,pid9093b-12,pid9094b-06,pid9099b-10,pid9104b-06,pid9111b-08,pid9115-10,pid9116-12,pid9118b-10,pid9119-10,pid9137-18,pid9138b-06,pid9139b-06,pid9153b-06,pid9158-03,pid9166k-07,pid9170b-06,pid9174b-06,pid9179-08,pid9182-06,pid9192b-06
12,1,0.22619673,0.50215721,0.30004707,0.39670924,0.30358519,0.30382269,0.22148298,0.33050937,0.47712363,0.57953302,0.29534067,0.34995172,0.3620825,0.30036583,0.46664536,0.4218933,0.41518924,0.42910024,0.33880239,0.61379806,0.34081025,0.3327465,0.27814258,0.31790885,0.34965233,0.44133283,0.34792787,0.33983061,0.19972687,0.69107856,0.39726368,0.30594093,0.31031386,0.42438201,0.30606757,0.37595036,0.40165065,0.47476446,0.3996143,0.22024554,0.32225422,0.77808163,0.22744435,0.16699068,0.53691052,0.40701143,0.32006944,0.43215023,0.22045262,0.37037732,0.42735404
12,2,0.25029097,0.49099563,0.28742653,0.40955474,0.33127111,0.33214564,0.27809276,0.3566418,0.53455157,0.57207588,0.26817823,0.35418001,0.35545985,0.33680449,0.46675493,0.44584548,0.43497368,0.45658248,0.36599501,0.60701889,0.33131764,0.35565548,0.24866423,0.3475744,0.36410091,0.49017517,0.39013323,0.38473025,0.27206247,0.69238755,0.47193201,0.30312945,0.26978058,0.46519868,0.30272422,0.32757156,0.3651588,0.44715176,0.35573701,0.24919328,0.29879992,0.82367347,0.23949598,0.16701499,0.54035487,0.41431338,0.36642361,0.44178072,0.24448339,0.34734442,0.40943541
13,0,0.28505726,0.51031441,0.28756882,0.44417984,0.38922667,0.3823014,0.36146948,0.40179778,0.57036471,0.56763225,0.27507058,0.37195711,0.36565222,0.3941807,0.50340577,0.46805469,0.47293842,0.47235991,0.41202666,0.61782529,0.34055208,0.4237769,0.25522357,0.39425704,0.38458118,0.56284844,0.43575816,0.43906804,0.31606075,0.68832517,0.54825041,0.31671827,0.25607814,0.50511263,0.33764373,0.31435599,0.35196406,0.45855196,0.35239971,0.27791053,0.29499808,0.84718367,0.26715546,0.20110976,0.54536484,0.4412454,0.40260417,0.49214058,0.28716947,0.35228898,0.42544003
13,1,0.3457293,0.57447162,0.32689719,0.52520748,0.5439763,0.46308411,0.48656832,0.48649316,0.64422356,0.56861729,0.39444035,0.41585608,0.39190353,0.47480007,0.56245435,0.50731229,0.52684435,0.50366219,0.52352904,0.66194266,0.3788303,0.62735622,0.33768982,0.46608018,0.41090718,0.67615385,0.49368038,0.51282928,0.41608388,0.68447719,0.61466003,0.36487323,0.42022961,0.5617987,0.44760304,0.45695438,0.38415169,0.51703145,0.42389178,0.35881744,0.3312692,0.89183673,0.32459279,0.33614419,0.56219755,0.51736394,0.46977778,0.59377406,0.37564694,0.40109084,0.49418101
13,2,0.39747513,0.6208559,0.36723257,0.62924154,0.6297837,0.53332035,0.56766946,0.53324717,0.68111476,0.57860635,0.46124011,0.48073385,0.42403101,0.54430832,0.63476991,0.54470438,0.57384911,0.52853197,0.60749139,0.69893566,0.41469566,0.73975936,0.40005624,0.50542164,0.44104948,0.73555979,0.53618823,0.56536607,0.48184451,0.6941592,0.68478441,0.41148858,0.50642533,0.61849321,0.51288696,0.54338104,0.42498955,0.58582403,0.47746639,0.42298321,0.36430492,0.91477551,0.36894674,0.42843256,0.58058639,0.60529731,0.52570139,0.66985287,0.47809824,0.45538269,0.54335866
14,0,0.44334522,0.66062882,0.4146499,0.69218446,0.69554963,0.57791407,0.61241925,0.57944892,0.70545149,0.59206129,0.53940843,0.54722773,0.46376687,0.59601838,0.68898831,0.56815273,0.60324171,0.55263615,0.6668509,0.71861156,0.45749181,0.84754258,0.4556243,0.54999819,0.46628396,0.79634425,0.56596478,0.60207001,0.52401458,0.71198854,0.74489221,0.45100828,0.57670586,0.64771788,0.57853352,0.59884839,0.47412244,0.6180316,0.53169751,0.47631591,0.41996928,0.93338776,0.41803135,0.49019846,0.60183129,0.68160953,0.57292361,0.74101377,0.53695775,0.51245529,0.5880831
14,1,0.48114323,0.6921048,0.47217023,0.76823266,0.75336296,0.60917705,0.64049754,0.6248164,0.72330453,0.61238234,0.65133905,0.62457692,0.50835487,0.64256423,0.73572863,0.58985811,0.62686106,0.57307024,0.72602091,0.75394573,0.51298779,0.93790018,0.5200225,0.59683728,0.48923027,0.84942879,0.59096708,0.63276682,0.56890494,0.7349297,0.79822554,0.49260313,0.66533654,0.6784949,0.63546789,0.64248658,0.52895947,0.66716191,0.59026439,0.52641234,0.4656682,0.94881633,0.46702814,0.55563386,0.6332764,0.76085609,0.61586111,0.80690767,0.60266303,0.56233906,0.62242955
14,2,0.51122583,0.71041048,0.51705907,0.80353612,0.78637037,0.62084631,0.65092084,0.65410963,0.73151617,0.62785845,0.67916275,0.68035778,0.52684467,0.66918496,0.75887509,0.60233122,0.63951876,0.5897869,0.75067113,0.76361108,0.54846589,0.98180065,0.55353628,0.61959491,0.50848157,0.86648896,0.60613155,0.65136956,0.59779293,0.75440655,0.82951907,0.51834156,0.70125914,0.69424618,0.67151955,0.67128801,0.56079189,0.70397159,0.63444258,0.55976292,0.49013057,0.95314286,0.49705844,0.59406237,0.65404687,0.81311253,0.64350694,0.84535776,0.63417474,0.59672747,0.63587573
15,0,0.53211001,0.72112664,0.54679889,0.83338385,0.80841481,0.61919782,0.6499084,0.67797427,0.73135561,0.64456038,0.7006282,0.74570311,0.53460618,0.6869236,0.76298393,0.61175413,0.64537555,0.60561957,0.76178821,0.76740819,0.58036938,1,0.58116564,0.64196743,0.52260673,0.8667936,0.62096721,0.66951635,0.62029318,0.77236002,0.84842454,0.53828132,0.72932136,0.69406901,0.70132673,0.68717576,0.58112202,0.73554138,0.67924993,0.58732772,0.50732527,0.94832653,0.52212758,0.61918186,0.67614574,0.85583963,0.6703125,0.87671331,0.65902889,0.62336373,0.64162739
15,1,0.53859583,0.71915284,0.56525356,0.8541387,0.79471407,0.58104232,0.61501302,0.69483579,0.70967964,0.65616198,0.705257,0.80272399,0.52107379,0.69167943,0.73213112,0.60265802,0.62266689,0.60584846,0.74530209,0.72251414,0.60007944,0.96997051,0.58997469,0.65908079,0.52750647,0.82520944,0.62405797,0.67309556,0.62250686,0.78515651,0.83208955,0.55183667,0.74689381,0.65024045,0.72484521,0.67448569,0.58771417,0.76351645,0.73119691,0.60600216,0.51993088,0.91020408,0.54586864,0.61705954,0.69741911,0.88310091,0.69143056,0.88776065,0.67239108,0.62528612,0.61556218
15,2,0.49546649,0.68138865,0.54422662,0.846951,0.66277926,0.45303738,0.56507569,0.67436696,0.66838443,0.64720905,0.65088125,0.83362301,0.4949756,0.68026204,0.63395727,0.54071462,0.51923302,0.58367798,0.69257493,0.63721354,0.60311786,0.8985075,0.56029246,0.64350788,0.51798189,0.71853008,0.58737653,0.6365398,0.54883864,0.74571757,0.68361526,0.54495858,0.69910194,0.58215642,0.71184327,0.54310152,0.57413289,0.74148427,0.75624034,0.59809963,0.50327381,0.84881633,0.52044826,0.54015391,0.70404213,0.88749758,0.67752083,0.80908428,0.66048744,0.57003755,0.52307396
16,0,0.47472311,0.60163319,0.506365,0.8224724,0.49492148,0.39193276,0.44284061,0.65170084,0.5955807,0.59739511,0.58708258,0.84257763,0.41360896,0.66544155,0.51884587,0.45345734,0.37482664,0.50235991,0.61072861,0.52558251,0.58872009,0.81577501,0.50639061,0.62355433,0.4788163,0.50705255,0.49679744,0.51398055,0.48394806,0.65305017,0.59271973,0.5013639,0.58327933,0.44513625,0.64514417,0.36419946,0.51222315,0.60255109,0.7395812,0.53986547,0.4781682,0.74222857,0.47731264,0.38191981,0.68691527,0.86087546,0.62347222,0.63527346,0.63146937,0.45675072,0.40019236
16,1,0.402844,0.5211179,0.44281352,0.77293787,0.40789333,0.27853063,0.31742358,0.57790964,0.49922777,0.52244436,0.47959002,0.82300147,0.31915016,0.63848052,0.42626004,0.34051853,0.26971343,0.3721547,0.48387708,0.45975645,0.56697448,0.69765303,0.43977081,0.56027584,0.44147801,0.36914699,0.40761248,0.40989867,0.34374828,0.58834548,0.43301824,0.43711823,0.47253958,0.35121066,0.5247037,0.26655859,0.42982658,0.5077475,0.66187956,0.46047792,0.42551843,0.57497143,0.40453089,0.26490077,0.66460765,0.79861515,0.52785417,0.47476873,0.57629152,0.34978541,0.30670386
16,2,0.36018397,0.42181659,0.37794853,0.71790431,0.34072889,0.25964434,0.25323498,0.50561072,0.43647832,0.43896388,0.33015845,0.7608172,0.26259929,0.61182576,0.36258218,0.26000163,0.22183975,0.29674822,0.36923223,0.43259181,0.5402542,0.56533489,0.37552025,0.47123103,0.40114004,0.29072353,0.31061513,0.30153085,0.23524488,0.54978673,0.32976783,0.39318049,0.40731414,0.29891167,0.43225721,0.23633721,0.36764522,0.4445137,0.58996348,0.34866645,0.37429916,0.42570612,0.33269307,0.2127825,0.63448145,0.70966492,0.43896528,0.36786825,0.50474028,0.26600501,0.26680773
17,0,0.30893561,0.38859389,0.34541753,0.69535975,0.31972741,0.22273494,0.21059686,0.44442747,0.36443918,0.39881065,0.24345736,0.73422778,0.23986984,0.5940701,0.33298941,0.20494839,0.20629961,0.26328335,0.32757477,0.41211046,0.52808063,0.52682806,0.34399606,0.43903819,0.38819534,0.25789033,0.24940486,0.23612488,0.19021135,0.52718409,0.28015755,0.3715756,0.36750301,0.28072218,0.3339112,0.24333631,0.32585667,0.41538629,0.52748485,0.27299967,0.33559908,0.35346939,0.29079773,0.16056703,0.62963279,0.67117955,0.39001389,0.32974671,0.48139174,0.22552754,0.25698759
17,1,0.28242913,0.36723144,0.33087052,0.65828101,0.32584296,0.23468977,0.20142706,0.35153046,0.32029972,0.36928858,0.18714871,0.6806627,0.23021342,0.56811298,0.33365595,0.19202593,0.21644248,0.26112865,0.28200107,0.41958961,0.51291828,0.48312944,0.30975816,0.35043867,0.36780401,0.23962681,0.22959767,0.21582373,0.17235873,0.53128033,0.28292703,0.36273115,0.32047959,0.28678815,0.27013975,0.2836203,0.31554534,0.39675315,0.4702994,0.22267275,0.29903994,0.30532245,0.23900206,0.15418388,0.61653857,0.59683324,0.34874306,0.29822688,0.43360073,0.22877325,0.269068
17,2,0.27332457,0.37296943,0.3335632,0.64088908,0.35770074,0.27254024,0.21164786,0.31337759,0.31470296,0.36899672,0.17140568,0.60446206,0.24712413,0.56254892,0.36476443,0.2112258,0.23616008,0.3017206,0.2910337,0.46951769,0.50786416,0.48896041,0.30636249,0.30866619,0.35588616,0.26507997,0.24067181,0.22990117,0.17841606,0.54782324,0.31704809,0.36907372,0.29908342,0.3027588,0.28029365,0.35997317,0.33859173,0.36090738,0.46744081,0.20779905,0.27250384,0.30469388,0.23537999,0.17501823,0.60061676,0.52434631,0.34383333,0.30844259,0.41267526,0.25731402,0.29029528
18,0,0.27973531,0.39632314,0.34460754,0.63199827,0.38405926,0.29576194,0.23602353,0.31028729,0.33020109,0.38267056,0.186373,0.57294303,0.28668772,0.56892122,0.42521001,0.24581279,0.26673072,0.34122336,0.33223321,0.52634001,0.51010823,0.5044349,0.32083802,0.30250442,0.35318564,0.31563595,0.26504281,0.25928712,0.1997489,0.58213907,0.33906302,0.37165091,0.29072308,0.33075171,0.32457987,0.45483005,0.36977643,0.3470358,0.49989742,0.22420151,0.26637865,0.32813878,0.25793564,0.2128149,0.59839643,0.49433469,0.3693125,0.33483917,0.38835043,0.28730329,0.30865634
18,1,0.30714286,0.42892576,0.38857693,0.63326838,0.40858074,0.32277388,0.27303057,0.32382351,0.35456075,0.42620941,0.22888425,0.55873355,0.31622165,0.59136464,0.50126917,0.27458536,0.30909015,0.3831176,0.38753435,0.57869403,0.51601628,0.55507463,0.3475464,0.31085651,0.3509945,0.34717441,0.29453001,0.29197871,0.22755757,0.63665395,0.37844942,0.39370764,0.28710305,0.36299671,0.38937732,0.55831843,0.41669453,0.31000145,0.54831562,0.23899995,0.26307604,0.35054694,0.28416824,0.24891859,0.58976184,0.48964749,0.422375,0.36754997,0.38436294,0.31418991,0.32705588
18,2,0.33049559,0.45598253,0.4180431,0.63666017,0.41697185,0.35743769,0.31451162,0.33904001,0.37855341,0.44738417,0.26230321,0.56147787,0.3478419,0.61609665,0.54212016,0.29475204,0.34140697,0.40682715,0.44474623,0.61763352,0.5179724,0.59761827,0.3632874,0.3258999,0.34678202,0.39698401,0.3167572,0.31906211,0.25064153,0.68253628,0.40359867,0.40818342,0.29101935,0.38693158,0.41762781,0.65211315,0.44624948,0.2973257,0.5711433,0.260826,0.26264401,0.3831102,0.31047767,0.28284326,0.57923902,0.50213054,0.46063889,0.40661608,0.38712713,0.33008763,0.34273348
19,0,0.35267505,0.47584279,0.4377456,0.63739626,0.41199407,0.38341771,0.34231993,0.35446801,0.39441089,0.46974827,0.28549811,0.57125578,0.3692985,0.63342692,0.58162893,0.31351616,0.36653856,0.42685083,0.48231374,0.66526033,0.51429848,0.64258402,0.38728206,0.33841599,0.34383085,0.42793602,0.33588047,0.3408337,0.27502506,0.73164594,0.42447761,0.42151284,0.2993334,0.40784611,0.45139749,0.69964222,0.47142708,0.29045514,0.59588582,0.28979256,0.26371928,0.41500408,0.3366554,0.3091211,0.56459816,0.52159597,0.49164583,0.43958357,0.389362,0.34906116,0.35473694
19,1,0.36412615,0.49180786,0.44687442,0.63284982,0.40074667,0.42041147,0.38843892,0.37017802,0.41201162,0.48831813,0.30988835,0.58496722,0.40213418,0.64595882,0.61588751,0.33023775,0.39169521,0.44831097,0.5194233,0.69774667,0.50553073,0.68388298,0.41371625,0.35424163,0.33826003,0.46432597,0.35359646,0.36004058,0.29729402,0.76800424,0.44567164,0.43220651,0.30647162,0.43681768,0.48445073,0.73860689,0.49123485,0.30397159,0.62880746,0.31953526,0.26642665,0.44991837,0.36193309,0.32969623,0.54309707,0.53428239,0.52740972,0.46679124,0.38872683,0.36349249,0.36973165
19,2,0.37457293,0.50100437,0.4442912,0.62276106,0.38027852,0.44871495,0.42598592,0.38203396,0.41868644,0.50002189,0.34359979,0.600681,0.43049096,0.6463757,0.64144449,0.33933386,0.41350155,0.46576953,0.53826233,0.71914853,0.48818389,0.71152401,0.4337739,0.364772,0.33153299,0.50530084,0.37183854,0.38004537,0.31188669,0.80727392,0.45027363,0.4415028,0.30452736,0.4660761,0.52359809,0.78555456,0.50522357,0.33308451,0.66298743,0.34835129,0.2703245,0.48214694,0.38892304,0.34525719,0.5239017,0.54441216,0.54782639,0.49877309,0.38397478,0.37511624,0.37937867
20,0,0.38272011,0.49947598,0.43152837,0.60801039,0.3462163,0.468419,0.44901167,0.38870807,0.41860234,0.50399124,0.37490781,0.60828378,0.44897119,0.63960354,0.65536888,0.34547509,0.42952628,0.47668508,0.54142059,0.73497938,0.45917982,0.72584353,0.45445726,0.37189655,0.32340718,0.53145468,0.38545105,0.39444197,0.31736032,0.83610553,0.4484743,0.44625554,0.29728729,0.49090526,0.5508668,0.80394678,0.51452152,0.35269604,0.68934389,0.37113223,0.27043971,0.51563265,0.4093713,0.35308222,0.50148022,0.55094906,0.56543056,0.51459461,0.37507057,0.38406652,0.38388958
20,1,0.38731932,0.48798253,0.40858591,0.57940391,0.31326815,0.4841446,0.46513355,0.39156336,0.41482529,0.5030062,0.39695821,0.60639325,0.45773758,0.62708865,0.65474799,0.34814401,0.44524187,0.47585635,0.53532514,0.74873909,0.43323404,0.72232252,0.46935461,0.37563934,0.31428687,0.54559787,0.39651204,0.40637645,0.31729424,0.84186057,0.44187396,0.44771986,0.28975095,0.51095925,0.57266053,0.80924642,0.52283744,0.37241629,0.71258189,0.38861188,0.26767473,0.54967347,0.42562673,0.35031997,0.47882152,0.55171412,0.57450694,0.52899927,0.35926179,0.38924356,0.38329326
20,2,0.38655904,0.47462882,0.38159349,0.5528758,0.27300741,0.49027778,0.4684987,0.39074085,0.40409053,0.49487049,0.4107429,0.59205163,0.45930711,0.61374851,0.63988313,0.34672785,0.45400618,0.47119179,0.51571235,0.73900662,0.40869824,0.70660133,0.47677165,0.37665026,0.30541721,0.55428789,0.40516618,0.41297632,0.31091752,0.83095985,0.43380597,0.44530165,0.28139061,0.51807981,0.58514948,0.80207961,0.52163602,0.38104073,0.7295693,0.4033868,0.26554339,0.57258776,0.43243184,0.34227623,0.46337413,0.54166182,0.57064583,0.52830111,0.34177096,0.38972639,0.37962874
21,0,0.38327389,0.45875983,0.3529592,0.52230642,0.25512296,0.49025182,0.4656928,0.38674578,0.39098555,0.48226195,0.41942827,0.56571632,0.45590009,0.60108899,0.61374178,0.33951088,0.45711421,0.45863457,0.48962511,0.71639659,0.39607785,0.68225703,0.47819179,0.37424332,0.29682245,0.55351104,0.40779661,0.41371724,0.29903413,0.81867115,0.42266169,0.44051544,0.27714101,0.51960685,0.59522377,0.78620304,0.51540953,0.38832439,0.74401269,0.41181147,0.26072389,0.58340408,0.4339575,0.33114621,0.44587722,0.52704823,0.55897222,0.51740778,0.32311565,0.38437053,0.37476195
21,1,0.37506101,0.43949345,0.33118795,0.47339251,0.24237037,0.48267783,0.45597339,0.37799189,0.37042587,0.45968625,0.42262011,0.5358947,0.44558331,0.5850604,0.5817111,0.32575778,0.45409809,0.43996054,0.46085336,0.69042094,0.38689306,0.64610502,0.47201209,0.36745574,0.28859153,0.54593298,0.40581063,0.40923754,0.28019031,0.7947821,0.40150083,0.42813154,0.27905749,0.51434236,0.60835839,0.75500894,0.49989553,0.39110016,0.75479053,0.4108801,0.25484831,0.58562449,0.42830487,0.3128068,0.42318057,0.50710827,0.53610417,0.50131932,0.29308601,0.37689557,0.36100798
21,2,0.36359114,0.42357205,0.30024409,0.43124774,0.23973926,0.46502466,0.44648539,0.36634745,0.34787063,0.43014958,0.4182965,0.47857905,0.42791655,0.56823209,0.54862126,0.31171873,0.44450664,0.41553275,0.42710735,0.67046697,0.37569258,0.61317126,0.46112205,0.35999422,0.27833926,0.53028941,0.39568345,0.39558185,0.2585491,0.77225846,0.38560531,0.4133378,0.28102028,0.50125707,0.61795507,0.68701923,0.47972211,0.38773735,0.75764912,0.40063973,0.24946237,0.57816327,0.41409097,0.29620089,0.40378594,0.48331396,0.50891667,0.46341338,0.26646749,0.36756974,0.34302203
22,0,0.34398348,0.4089869,0.27702799,0.39141228,0.24683852,0.456581,0.42830971,0.35163621,0.31926753,0.39789128,0.40592334,0.42427199,0.41162791,0.54875787,0.51005296,0.29371715,0.43010277,0.39212313,0.40481003,0.63940934,0.35922947,0.57062761,0.44886811,0.34529984,0.26395537,0.49907845,0.38474084,0.38181217,0.23993656,0.73802162,0.3731675,0.39324743,0.28060365,0.48032566,0.62190872,0.62754919,0.4540326,0.37861284,0.75180884,0.38155605,0.24366359,0.55757551,0.39092067,0.27307412,0.38380302,0.45245013,0.47928472,0.43024056,0.244354,0.35292382,0.31758199
22,1,0.3183593,0.39160699,0.25067043,0.33943855,0.25658074,0.4311202,0.39371324,0.32686681,0.29245355,0.36599051,0.38483939,0.37583981,0.3873385,0.52574443,0.4717038,0.27514366,0.40919876,0.36510655,0.36880586,0.56831911,0.34007546,0.50892026,0.42996344,0.3197983,0.24697607,0.46131759,0.36538082,0.35980121,0.21646714,0.69673204,0.3457131,0.37159234,0.27584483,0.45175905,0.61321422,0.56461315,0.42554325,0.36157414,0.73757061,0.35850228,0.23664555,0.52937959,0.3661808,0.25059538,0.36563241,0.42821034,0.4396875,0.39759135,0.21168956,0.33349428,0.28561123
22,2,0.29206871,0.36790393,0.20281527,0.29202569,0.26578963,0.38315161,0.35445955,0.29806709,0.25926294,0.33174024,0.35313716,0.31249682,0.35642645,0.49473371,0.42857012,0.25757782,0.37789289,0.34147593,0.33234375,0.52158404,0.31289842,0.45576873,0.39972582,0.29933929,0.23247089,0.41821021,0.34060211,0.33446181,0.18918711,0.64288294,0.31906302,0.34487491,0.26876215,0.41619843,0.59372015,0.44028399,0.39498537,0.32227134,0.7151259,0.32912178,0.22416475,0.49151837,0.32339641,0.22192791,0.34935003,0.40095874,0.39927778,0.3384737,0.1829538,0.30156474,0.2616524
23,0,0.2562324,0.33744105,0.17263762,0.24954896,0.26980741,0.3536215,0.29460033,0.26999589,0.22688279,0.29862094,0.31936214,0.26247904,0.3203273,0.46268504,0.37781227,0.24108772,0.33935166,0.30932912,0.2950289,0.46955605,0.28208718,0.38216396,0.36477784,0.27482459,0.21874191,0.36523229,0.31591546,0.30642091,0.16338286,0.58033357,0.2941874,0.32102753,0.25617072,0.37253016,0.56607111,0.37865608,0.36951525,0.29102769,0.69277693,0.29126488,0.20504992,0.43346939,0.27859244,0.18778453,0.33210931,0.37145071,0.35968056,0.29664576,0.15621765,0.2695726,0.23276907
23,1,0.23112446,0.30143231,0.151545,0.19474634,0.26319407,0.29729361,0.23957188,0.22270137,0.19354691,0.26432689,0.29356037,0.2199319,0.26582448,0.43335035,0.31538532,0.21008197,0.30006684,0.26910024,0.24272811,0.38354588,0.24678781,0.29742428,0.30809899,0.22923712,0.20616915,0.30500381,0.28381098,0.27424227,0.13166445,0.50299036,0.24746269,0.28610995,0.23679289,0.31385303,0.53102777,0.31472496,0.34685541,0.25697927,0.6551776,0.25157345,0.18403418,0.39239184,0.23396409,0.15347104,0.31076003,0.3392117,0.31186111,0.25260013,0.12137715,0.23062411,0.19890353
23,2,0.19707152,0.27414847,0.15342769,0.14211301,0.24348444,0.23283359,0.17706104,0.18055343,0.14595917,0.22269974,0.26532974,0.158266,0.2030912,0.40179513,0.24076881,0.1787358,0.24506642,0.22891871,0.20350251,0.29267427,0.20064542,0.18174682,0.2588653,0.1861288,0.18514715,0.22337395,0.2327542,0.22069099,0.098329277,0.40251416,0.2057131,0.2428165,0.20975836,0.23764448,0.49890324,0.23299419,0.32841621,0.18298304,0.61224406,0.20746507,0.16141513,0.32507755,0.17403521,0.09891454,0.28513142,0.30594616,0.25284722,0.18890338,0.086102616,0.17018062,0.16371069
24,0,0.15507791,0.30136245,0.23600302,0.12866854,0.19851852,0.17300104,0.12354643,0.16121262,0.14226623,0.18897483,0.2646812,0.095961783,0.18070629,0.36775566,0.2059076,0.14886026,0.20436962,0.19359905,0.18305277,0.23691629,0.15835567,0.17945929,0.20906918,0.16339523,0.15814198,0.14519421,0.16767719,0.15438453,0.10095926,0.3171139,0.17792703,0.1591666,0.14701417,0.1828651,0.4794357,0.21895125,0.31517969,0.13355559,0.52380562,0.15962651,0.1515937,0.26129796,0.10661742,0.06271851,0.2486289,0.2688069,0.22641667,0.16643908,0.083678366,0.11097997,0.12193902
24,1,0.15313497,0.3699476,0.31617027,0.1503067,0.19799704,0.1622339,0.11508051,0.16887374,0.15758085,0.20100693,0.28028434,0.10369467,0.20189492,0.35352221,0.23781958,0.15131131,0.1899741,0.17506709,0.19814926,0.25037875,0.14544732,0.26591462,0.19186586,0.16708989,0.1403784,0.13124905,0.14662055,0.13660249,0.13329442,0.28837257,0.18113599,0.13366246,0.11864642,0.18868641,0.4863966,0.23035555,0.31193063,0.1221264,0.43104509,0.1493344,0.15537634,0.23274286,0.08940598,0.058380721,0.23182465,0.26234747,0.24388194,0.18708611,0.1025454,0.11055973,0.1025969
24,2,0.16323447,0.45471616,0.38212984,0.23704987,0.22125037,0.16638759,0.11787677,0.19508842,0.1777353,0.2374097,0.3074595,0.14796971,0.25721122,0.35832057,0.29058619,0.1604755,0.18592197,0.15468824,0.22884755,0.26923962,0.14724456,0.35337916,0.21328037,0.19153238,0.13215556,0.13847677,0.15098707,0.14363551,0.20311898,0.30086438,0.20345771,0.12866706,0.10321267,0.21439298,0.5034495,0.25901163,0.31090681,0.13945499,0.41025536,0.15273061,0.16703149,0.2288898,0.082940027,0.071871203,0.23098966,0.26525276,0.28302778,0.23687102,0.20200903,0.13275215,0.094249303
25,0,0.18331143,0.5149345,0.40520365,0.32416829,0.32731259,0.18012721,0.1369974,0.25976147,0.2041364,0.30041591,0.34714769,0.22543071,0.32404058,0.38295048,0.3797206,0.17787794,0.1976272,0.15256511,0.27186306,0.29761243,0.19886804,0.44904069,0.26340692,0.25177813,0.15802878,0.16629094,0.17948785,0.17411574,0.2867873,0.36526439,0.24378939,0.12362145,0.10695306,0.27569392,0.52317354,0.30088327,0.31445884,0.17743876,0.41628712,0.18208759,0.17721774,0.25469388,0.12448962,0.17157554,0.27268242,0.28034089,0.35443056,0.29114262,0.26205655,0.22459764,0.12204482
25,1,0.2221513,0.62579913,0.47916461,0.45812225,0.40655407,0.21030633,0.20032784,0.30707949,0.23988837,0.3690332,0.41270124,0.36207755,0.41036463,0.42270716,0.42447955,0.21427599,0.24580165,0.20014207,0.33117519,0.33684917,0.27448118,0.53897218,0.32184336,0.29755816,0.20830369,0.22258949,0.23596333,0.23413011,0.40726219,0.4487463,0.30022388,0.12659192,0.15464309,0.33170505,0.55175128,0.35269454,0.33235478,0.23138136,0.45149289,0.25918435,0.19830069,0.3182449,0.18778812,0.22233293,0.33508872,0.31041061,0.41820833,0.38403885,0.35545074,0.29842632,0.17062614
25,2,0.26927914,0.66600873,0.52345144,0.54036227,0.46455704,0.23386552,0.26408254,0.36117737,0.29842496,0.43566582,0.4694804,0.47346648,0.45349794,0.457138,0.46548576,0.24374302,0.31718606,0.25630624,0.39236648,0.39251127,0.32280806,0.58314177,0.38224128,0.34449352,0.25248221,0.29318355,0.30552523,0.30810792,0.50359585,0.56102598,0.33735489,0.16893984,0.21821128,0.38273011,0.56497435,0.43846154,0.36313205,0.26524859,0.49945974,0.32317136,0.22078533,0.39019592,0.26347851,0.27047388,0.39064427,0.34410227,0.47738889,0.4568014,0.43821163,0.35612482,0.23272098
26,0,0.31417308,0.72094323,0.54807955,0.6596233,0.51912296,0.26551142,0.34164497,0.42718994,0.38414252,0.48115286,0.56527379,0.62835798,0.51923629,0.49953207,0.49081446,0.28961845,0.43219985,0.33928966,0.4341029,0.46419599,0.37493794,0.62787203,0.46857424,0.42037235,0.32371442,0.40706778,0.40406139,0.41295353,0.60443397,0.67734546,0.36647595,0.22468413,0.28162207,0.4452628,0.5771095,0.60360018,0.43611575,0.29340484,0.59129019,0.42114399,0.26918203,0.53915102,0.36721254,0.33285541,0.49482873,0.40751501,0.54977083,0.55702831,0.52706549,0.42785229,0.32580552
26,1,0.36852825,0.75133624,0.48982585,0.74428809,0.49322667,0.29884476,0.43134703,0.48983021,0.41578102,0.53236045,0.62525751,0.72461249,0.54466456,0.54234303,0.47386779,0.33705983,0.54706325,0.39972376,0.46756467,0.50979001,0.41305729,0.62494533,0.5206482,0.45258927,0.38986093,0.50194973,0.46758644,0.47986413,0.6579698,0.78293349,0.3700995,0.3220651,0.34465327,0.47587952,0.56416062,0.67825358,0.51374843,0.31456008,0.66622899,0.46521473,0.31803955,0.64210612,0.47457962,0.36400972,0.59770377,0.47846213,0.60298611,0.61673118,0.59426461,0.46914342,0.39998076
