,measure_number,beat_number,pid1263b-03,pid510262-04,pid52932-18,pid5667249-20,pid5667271-04,pid5667291-18,pid610003b-07,pid9048b-07,pid9049b-03,pid9050b-03,pid9052b-10,pid9054b-03,pid9055b-03,pid9056-11,pid9057f-13,pid9058b-03,pid9059b-07,pid9060b-01,pid9061-32,pid9062b-06,pid9063b-07,pid9064-14,pid9065-21,pid9066b-03,pid9069-03,pid9070b-15,pid9072b-07,pid9073b-07,pid9074g-03,pid9075b-03,pid9085-05,pid9088-19,pid9089-17,pid9090-16,pid9093b-09,pid9094b-03,pid9099b-07,pid9101b-14,pid9103-15,pid9104b-03,pid9111b-05,pid9113-18,pid9114b-12,pid9117-07,pid9118b-07,pid9119-08,pid9120-10,pid9121-11,pid9129-23,pid9130-09,pid9134-09,pid9137-16,pid9138b-03,pid9139b-03,pid9153b-03,pid9161-09,pid9166j-03,pid9170b-03,pid9174b-03,pid917509-09,pid917520-19,pid917525-03,pid9176-11,pid918713-09,pid918819-07,pid918904-11,pid9192b-03
151,52,0,0.43203997,0.42391563,0.62293246,0.68688077,0.4773809,0.54693722,0.56137372,0.40194309999999994,0.51063205,0.47487764,0.6549673,0.58391727,0.4710465999999999,0.80535827,0.42644829,0.57111393,0.53113689,0.44409329,0.52251276,0.52241748,0.47319261,0.54847921,0.36072619,0.52442654,0.33425355,0.61290755,0.67316376,0.48596321,0.47403757,0.39020007,0.44374726,0.4770755,0.41927345,0.60861349,0.57848133,0.6729064,0.56029644,0.51977246,0.44364791,0.52534843,0.48471919,0.51630316,0.4874948,0.62946478,0.61813406,0.7940124,0.33782911,0.67195548,0.53727131,0.59583224,0.66997236,0.75013275,0.72851271,0.51476254,0.66977065,0.53779467,0.37758362,0.48382178,0.49467423,0.41294498,0.5360958,0.36809667,0.56695566,0.65636561,0.53231507,0.32452601,0.56714745
152,52,1,0.45251422,0.40704201,0.63292557,0.61280036,0.46716212,0.52957723,0.5809922,0.41320512,0.4990187,0.49564830000000004,0.66663033,0.59933019,0.46224903,0.7777644,0.37480763,0.56171587,0.52894044,0.43235294,0.5567072,0.5184247999999999,0.46323407,0.54748603,0.34457555,0.45847489,0.34548118,0.63321599,0.68081595,0.5132730999999999,0.47002780000000005,0.40136188,0.42022817,0.46551693,0.39641468,0.65411702,0.5819038000000001,0.6991133,0.55628279,0.50642261,0.4564452,0.52988084,0.48491419999999996,0.50858779,0.40924969,0.60807431,0.62802726,0.79340759,0.36116944,0.65517404,0.49947172,0.61812145,0.69113503,0.75751871,0.72504947,0.52843574,0.66466831,0.54276287,0.39715659,0.46211103,0.49747105,0.42682678,0.49405582,0.34605658,0.55380543,0.66456552,0.51084743,0.31610503,0.55459479
153,52,2,0.45793321,0.38366219,0.63291695,0.57265687,0.44846769999999997,0.49094298,0.58582904,0.41194607,0.47709782,0.5032749,0.66391311,0.60372442,0.45064463,0.74704065,0.33354677,0.55047279,0.50253373,0.42408355,0.55552895,0.50372565,0.44771956,0.53653011,0.33120063,0.43307971,0.35080197,0.61572374,0.66399686,0.52187803,0.45195855,0.398947,0.41243528,0.44093202,0.37295836,0.65630265,0.5635300999999999,0.69482311,0.54221834,0.48647582,0.4573339,0.5115010999999999,0.45893136,0.48698201,0.35281293,0.57091227,0.61734723,0.78121062,0.36809078,0.64361853,0.46701051,0.61477501,0.67261601,0.74194223,0.71982798,0.52735176,0.66028451,0.52492253,0.40333971,0.44563736,0.50206413,0.4325924,0.46492936,0.33207194,0.54090007,0.65897715,0.46999074,0.30680404,0.52114245
154,53,0,0.45807787,0.35214322,0.62798932,0.48824735,0.42401152,0.43624502,0.58257594,0.40405472,0.45687684,0.50060514,0.65443008,0.60460768,0.43974194,0.71316025,0.29046608,0.53710793,0.46423988,0.41100353,0.52854893,0.48036722,0.42580475,0.501482,0.31390327,0.39962658,0.35936922,0.56797418,0.63121606,0.5200925000000001,0.42114396,0.39247455,0.40406319,0.40618292,0.35298302,0.64545799,0.52262025,0.65721451,0.51076692,0.45880356,0.45007194,0.49218086,0.42615445,0.45578653,0.30308917,0.53746551,0.6033579000000001,0.7497102,0.36742853,0.61496085,0.43372908,0.59126256,0.64102633,0.70152064,0.70717004,0.51595385,0.65439106,0.50190071,0.40653466,0.41908506,0.5085559000000001,0.43749787,0.43048759,0.33097602,0.53148908,0.64553863,0.41896827,0.29771052,0.47670118
155,53,1,0.45457277,0.31409253,0.61847002,0.45716889,0.39057868,0.35657884,0.56685263,0.38390998,0.43500232,0.48470232,0.62792744,0.60051524,0.42643039,0.65062932,0.27843494,0.52052583,0.40524021,0.39232737,0.47453847,0.44466202,0.38775726,0.41955307,0.27990869,0.35250021,0.37040407,0.47640600000000005,0.56473278,0.50415188,0.37868756,0.38413478,0.38585344,0.33336391,0.32778147,0.60800637,0.45424655,0.57746529,0.47042218,0.42269016,0.43288193,0.46376579999999995,0.37468019,0.40588195,0.26412404,0.50089204,0.58022749,0.70364397,0.35754321,0.57140836,0.39060502,0.5341197,0.57382109,0.59905061,0.6925939999999999,0.48080494,0.64463638,0.45492868,0.40955384,0.36818203,0.51763964,0.44023165,0.39583908,0.34407081,0.51460622,0.60501321,0.35899184,0.28232096,0.40916815
156,53,2,0.4495321,0.29945569,0.60509993,0.46627947,0.37419106,0.30737101,0.55446802,0.37227124,0.4187838,0.46791848,0.60796481,0.59525983,0.42058629,0.61064965,0.28299576,0.51628229,0.34612537,0.37381561,0.41321908,0.42881847,0.370147,0.34799038,0.25319101,0.30061487,0.37572486,0.43220183,0.50453701,0.48775949,0.34750232,0.37938926,0.35178587,0.31017338,0.31297543,0.57201184,0.41497645,0.51602329,0.43653926,0.40012845,0.40588235,0.44107377,0.35643526,0.37452972,0.25319907,0.47974986,0.56475707,0.67093392,0.34032466,0.53890199,0.36616527,0.47539537,0.53835315,0.50009655,0.66946263,0.46239871,0.63800987,0.43499316,0.41082562,0.29262807,0.52026314,0.43117867,0.39004997,0.35706257,0.50418928,0.57040261,0.32246907,0.26331115,0.37242413
157,54,0,0.44067476,0.28527811,0.58918849,0.50859242,0.34794998,0.2574515,0.53309458,0.35300882,0.39388039,0.44047344,0.57317814,0.58528632,0.41550675,0.55910009,0.30596839,0.51352629,0.29926785,0.35733772,0.35959297,0.41850618,0.36036939,0.27727343,0.22017169,0.30235562,0.37583282,0.37116755,0.45670906,0.45976121,0.32682167,0.37449631,0.32486178,0.29165214,0.29592146,0.52455794,0.36765893,0.42919839,0.40057457,0.37390586,0.3785019,0.400002,0.35023401,0.33694793,0.28327096,0.44841825,0.55914513,0.65324328,0.32592473,0.49578342,0.35073403,0.42,0.49763815,0.33246440000000005,0.63383316,0.44169573,0.63128901,0.41077948,0.40805459,0.22868716,0.51735602,0.40469256,0.41046692,0.36704758,0.49223693,0.51549044,0.29705462,0.23020677,0.35002499
158,54,1,0.42193637,0.28291376,0.56427464,0.57009452,0.32515344,0.28511395,0.50776892,0.32472489,0.3753593,0.40987808,0.53947368,0.56681142,0.41245902,0.52299934,0.33137869,0.51060886,0.26785127,0.34829497,0.31803289,0.41724734,0.35998492,0.22439479,0.19015315,0.42965438,0.36983344,0.35070824,0.42189911,0.43241906,0.32019206,0.38373464,0.34795086,0.29844051,0.2815802,0.46331487,0.30928355,0.38271384,0.37224582,0.34101294,0.34890394,0.35643891,0.38258190000000003,0.33418075,0.37069447,0.42005702,0.56746468,0.65863616,0.31195283,0.48732195,0.34386643,0.36393185,0.46500174,0.2055274,0.55080682,0.42575798,0.63210916,0.38782039,0.39697048,0.21396712,0.50790987,0.36947709,0.43248622,0.36692581,0.48325612,0.4566221,0.30385425,0.21986836,0.35417351
159,54,2,0.41178827,0.28338153,0.54332357,0.61758342,0.31704313,0.34732695,0.48969138,0.30395559,0.37603925,0.38774584,0.50508409,0.53574268,0.40796598,0.49302462,0.35432885,0.50693035,0.27666996,0.35079162,0.3055384,0.42167235,0.36823973,0.22353352,0.18928506,0.46465171,0.36408853,0.35278686,0.40596599,0.4101323,0.32586134,0.40113724,0.36908293,0.33690487,0.29108413,0.43197238,0.27507568,0.37066726,0.36853193,0.33532434,0.33155311,0.36438312,0.41323713,0.37230098,0.47532228,0.41301269,0.57668676,0.6766291999999999,0.3104022,0.50554665,0.34889896,0.3561031,0.46659867,0.19294392,0.49056934,0.42261336,0.63888808,0.39233693,0.38545209999999996,0.22494162,0.49816434,0.34160279,0.44041178,0.37055077,0.48065519999999995,0.41483756,0.33069932,0.22694427,0.37257408
160,55,0,0.40802724,0.28621364,0.52114921,0.65220362,0.3144232,0.38569855,0.47185641,0.29747199,0.38240612,0.36493726,0.47355964,0.5121743,0.40397566,0.47721467,0.36906728,0.50449723,0.30167818,0.35906711,0.29935732,0.42978485,0.37932906,0.23967256,0.19356118,0.47814246,0.35760333,0.36317995,0.40336525,0.38558675,0.33579311,0.41870832,0.38637122,0.36859004,0.31041449,0.41351597,0.26138581,0.37588894,0.37211258,0.34286632,0.32632247,0.38438372,0.44678627,0.40092694,0.55304461,0.41412544,0.58492531,0.69683988,0.31508642,0.52662013,0.36421898,0.36684142,0.48467484,0.20456191,0.45739839,0.42708881,0.64812019,0.40414267,0.37703562,0.2403574,0.48397542,0.32568557,0.44713129,0.38407643,0.48365321,0.39629255,0.35785576,0.23673893,0.39241699
161,55,1,0.41378006,0.29653002,0.49878532,0.70265346,0.31495553,0.42479031,0.44483285,0.30806979,0.38910524,0.33496485,0.43009966,0.48333579,0.39464396,0.46739697,0.38597378,0.50221402,0.33934682,0.37274388,0.29433558,0.44102538,0.40039955,0.29357542,0.20323870000000002,0.48635483,0.34983035,0.38302741,0.41018148,0.35477036,0.35208491,0.43706564,0.40603774,0.41068709,0.35055487,0.39735145,0.26197444,0.38878639,0.37715047,0.36127168,0.33561574,0.42380462,0.48215289,0.43238141,0.64599299,0.42265955,0.59715585,0.72214102,0.32720078,0.55611735,0.39195351,0.39038882,0.52002201,0.23301955,0.41489572,0.44116984,0.65775149,0.42808034,0.36761619,0.26467953,0.46021429,0.32077159,0.45481564,0.41548333,0.49221046,0.38126069,0.40095935,0.25201402,0.43324527
162,55,2,0.42632053,0.30649770000000004,0.47976396,0.73562237,0.31457977,0.45095315,0.42608472,0.32912659999999994,0.38851028,0.31579603,0.40531766,0.46464743,0.38581498,0.46870778,0.391804,0.5004036000000001,0.37331359,0.38725490000000007,0.28832462,0.44269111,0.42064078,0.34530571,0.20987257,0.47864784,0.34457125,0.4018607,0.41705487,0.33343014,0.37112290000000003,0.44435240000000004,0.41663888,0.43932667,0.37629707,0.39260074,0.27663135,0.39961487,0.37886585,0.37755757,0.35409226,0.46312546,0.50124025,0.45453926,0.6869839,0.4345687,0.60515141,0.73317877,0.33787756,0.58132252,0.41063782,0.41711664,0.55754314,0.26411618,0.38578931,0.45313657,0.66158368,0.45014867,0.36023368,0.28169168,0.43655558,0.32791688,0.45863198,0.44448295,0.50196559,0.37657392,0.44131112,0.26336124,0.46006426
163,56,0,0.44887559,0.31873618,0.45975190000000005,0.74917435,0.30589537,0.47968313,0.39958908,0.35724199,0.36555401,0.29181276,0.37689193,0.42001325,0.37326798,0.46806575,0.38076141,0.49441882,0.39993419,0.39341128,0.27295697,0.42144347,0.44123634,0.37558969999999997,0.21710660000000004,0.44905523,0.33417643,0.42234515,0.41559731,0.30114015,0.38198972,0.43188487,0.41657745,0.48170810000000003,0.39564640000000006,0.38914017,0.29591322,0.40155844,0.37329503,0.39457748,0.40240372,0.50353687,0.51485179,0.48149537,0.72643023,0.44175097,0.60839128,0.72899551,0.34848974,0.60328271,0.42745927,0.43244211,0.62768727,0.30483547,0.35858578,0.45976925,0.65839745,0.47313285,0.34534457,0.29358113,0.41425195,0.34029126,0.44890593,0.44699326,0.51244871,0.37530701,0.48319448,0.27273378,0.48481257
164,56,1,0.46927194,0.31042694,0.42323398,0.71147933,0.28620934,0.49339998,0.3748484,0.3707247,0.32950085,0.26916437,0.35200872,0.35225232,0.34384851,0.45115900000000003,0.33097429,0.47898985,0.40387463,0.38838753,0.23754017,0.36906821,0.44453826,0.37984171,0.21914285,0.40345902,0.30780382,0.41993127,0.37399971,0.27013015,0.38497178,0.39790102,0.38508118,0.49258784,0.40191596,0.38487516,0.3042886,0.37224362,0.35140311,0.40117442,0.4418705,0.520756,0.49659906,0.49873228,0.72583616,0.41606585,0.59414739,0.69956151,0.35414311,0.61139515,0.43036479,0.42424639999999997,0.66897931,0.31004103,0.3159385,0.43931312,0.64203077,0.47501474,0.32884248,0.29360019,0.37585283,0.35757963,0.40678842,0.42996441,0.51296492,0.36728587,0.50796937,0.271911,0.47909318
165,56,2,0.47135275,0.29336622,0.39971571,0.66074479,0.26723309999999995,0.49201051,0.35552956,0.37160702,0.29205687,0.25260301,0.33394581,0.3185117,0.32439962,0.41762637,0.28473697,0.45630766,0.39025995,0.37883936,0.22722576,0.33914857,0.43088579,0.37351024,0.21804971,0.392439,0.2849707,0.4009052,0.33536009999999994,0.25109175,0.38022071,0.34777817,0.35164546,0.4734428,0.39468842,0.38127798,0.29810797,0.34154053,0.32593055,0.39289843,0.45650444,0.51757431,0.46395476,0.49970011,0.68989485,0.38605849,0.56547447,0.66649866,0.34936198,0.6072729,0.42032753,0.40517256,0.64860839,0.29578405,0.27369463,0.40877918,0.6148425000000001,0.46461415,0.31078943,0.28050512,0.34671866,0.36760347,0.36251723,0.41098726,0.50364659,0.34739624,0.50212909,0.26572226,0.45497322
166,57,0,0.46298501,0.28429155,0.37468987,0.59793873,0.25250511,0.48753707,0.33558292,0.36478636,0.25219441,0.23617514,0.31269854,0.29434712,0.3061761,0.38746439,0.25947270000000006,0.4240429,0.36927443,0.36687371,0.22653897,0.31816795,0.40839804,0.35688237,0.21608848,0.38902771,0.26659469,0.37990948,0.28811089,0.23290309,0.37056693,0.29356265,0.31567354,0.44895881,0.38848525,0.37663353,0.28261016,0.31381102,0.30720293,0.37821819,0.46196361,0.50286652,0.43381435,0.49638086,0.64545833,0.35399117,0.51784826,0.62758934,0.33465514,0.59099142,0.40263026,0.37901267,0.61518022,0.27779387,0.2544299,0.37335122,0.57832777,0.45086379,0.29614848,0.26468906,0.31678878,0.37436553,0.32025327,0.39688085,0.48177366,0.31836624,0.48639233,0.25644273,0.42476258
167,57,1,0.44473623,0.26580201,0.34389214,0.53205216,0.23009478,0.48273320000000003,0.29658853,0.34705066,0.22121774,0.20595355,0.29627063,0.28356396,0.28079932,0.34170646,0.24819421,0.37591098,0.33358835,0.34983559,0.23210888,0.29983216,0.37797211,0.32580695,0.21082639,0.39022096,0.24761721,0.34786690000000003,0.23799657,0.20608799,0.35100665,0.22862759,0.28262396,0.40402715,0.38501375,0.37131365,0.25455769,0.28022391,0.28806728,0.35835398,0.45853576,0.47408126,0.39478159,0.49250273,0.57236975,0.31487953,0.45922959999999996,0.58041429,0.30501534,0.56270163,0.37520158,0.33994758,0.56583644,0.2554751,0.23996803,0.33423129,0.52501089,0.42811798,0.28065967,0.24290684,0.27911447,0.38132345,0.26748794,0.37138441,0.44647253,0.28487486,0.46582513,0.24284181,0.37685112
168,57,2,0.40570163,0.25571526,0.30011199,0.48223437,0.22256900000000002,0.48097941,0.26313011,0.31126202,0.20023953,0.18188129,0.27822329,0.29689386,0.27375079999999996,0.30065674,0.25766409,0.32350092,0.2887792,0.32849227,0.23997228,0.29254616,0.33513004,0.25905493,0.20150253,0.39552742,0.23134639,0.31885005,0.20027151,0.18229536,0.32498526,0.17931906,0.26745064,0.35523346,0.38484302,0.37095697,0.22147662,0.25966861,0.27441086,0.33442518,0.44757512,0.42819694,0.33641966,0.49138495,0.52804016,0.27043406,0.37786237,0.54462981,0.27047327,0.51106499,0.33291164,0.29151595,0.50397219,0.21942232,0.22379358,0.29062517,0.43867034,0.4045316,0.2677868,0.21366214,0.24797919999999998,0.37848748,0.21482598,0.33908767,0.40423561,0.24891186,0.43512581,0.22362453,0.33426633
169,58,0,0.36450834,0.24802688,0.26940041,0.46285731,0.2183938,0.48652885,0.22243783,0.27720829,0.18212796,0.15260301,0.26775927,0.30880318,0.28754412,0.27040113,0.27472787,0.27511531,0.21617308,0.29409329,0.23852309,0.28659529,0.2846438,0.17679236,0.19830884,0.39725412,0.22059685,0.29851647,0.17779366,0.15949231,0.31377306,0.15931906,0.26779289,0.29840382,0.37799488,0.37397738,0.17918769,0.26023287,0.26356066,0.31435912,0.42080406,0.35752949,0.27627145,0.49963877,0.49266916,0.22949237,0.31747336,0.52351192,0.21413342,0.47005,0.3113218,0.23499345,0.42083792,0.16095422,0.20898919,0.26148645,0.34614603,0.37051953,0.25919454,0.18541339,0.24744347,0.36056038,0.19258270000000002,0.28416073,0.34587690000000004,0.22934090000000001,0.40605066,0.21353652,0.3022849
170,58,1,0.32205766,0.23452118,0.24922467,0.45152602,0.21918709,0.5073117,0.20105012,0.24073560000000002,0.17078504,0.13456439,0.25100436,0.31526571,0.30948566,0.24124233,0.31089992,0.24912362,0.17880059,0.2675679,0.22539853,0.27970347,0.24867697,0.18206083,0.21380574,0.39547126,0.21354874,0.26980974,0.16931981,0.1460256,0.30086766,0.16163566,0.27370777,0.25721493,0.3635303,0.37364347,0.15921628,0.29261084,0.25908069,0.29704559999999997,0.39357596,0.28680201,0.24453198,0.5183615,0.47709856,0.21706824,0.29037409,0.48518724,0.19716524,0.42840298,0.26419396,0.19468764,0.37941169,0.15626358,0.19362917,0.23361417,0.24852664,0.34399739,0.25276327,0.16954491,0.28098952,0.32027764,0.184347,0.25282877,0.29723362,0.19305145,0.34524109999999997,0.20963726,0.25141735
171,58,2,0.29420601,0.22357544,0.22506030000000002,0.44956155,0.22334141,0.52166398,0.18307247,0.21203529,0.16284964,0.12464181,0.24446434,0.32297954,0.32968863,0.22782660000000002,0.3249194,0.23602399,0.1580125,0.24886737,0.21440363,0.27565994,0.23263475,0.21525450000000002,0.22542306,0.37998708,0.20481956,0.26527533,0.16580452,0.14102399,0.31087524,0.16848719,0.27863098,0.23359325,0.35946125,0.37173864,0.15290952,0.33520824,0.25589974,0.29073309,0.36402878,0.27356499,0.22008579999999997,0.53272219,0.47602923,0.21042855,0.28670609,0.46962855,0.18317719,0.39973587,0.2093366,0.17612931,0.34952629,0.17175155,0.19096514,0.20397102,0.15420961,0.33156435,0.25310448,0.16694305,0.33275033,0.28369954,0.17871296,0.22662046,0.28526803,0.17847816,0.31637634,0.21192674,0.22185648
172,59,0,0.2607462,0.20918524,0.20942453,0.44693087,0.23147259,0.53028044,0.17532495,0.20906117,0.16244012,0.11988075,0.23557303,0.33197409,0.34491679,0.22006875,0.33688314,0.22744465,0.14993419,0.23807697,0.20662214,0.27337114,0.22030155,0.23524984,0.22978491,0.37455429,0.19844232,0.26391753,0.16779794,0.14009896,0.33096622,0.1764549,0.28043879,0.21802587,0.35339088,0.36617591,0.15270770000000003,0.36379758,0.25083687,0.28215433,0.33100296,0.2745355,0.21631825,0.54049891,0.47079546,0.20684201,0.29062865,0.46135275,0.17456792,0.38081313,0.18885892,0.1654609,0.3306852,0.19453697,0.19111737,0.19015829999999997,0.12059080000000001,0.31997190000000003,0.25620638,0.16780081,0.36415347,0.24946346,0.17394039,0.21747846,0.28124421,0.16573139,0.27467811,0.21980396,0.20531239
173,59,1,0.23529804,0.1901769,0.20099070000000002,0.44099761,0.24355977,0.53415233,0.16829084,0.21949043,0.16531448,0.11630328,0.23090159,0.35142794,0.35059331,0.21213702,0.34258978,0.21736624,0.1525255,0.23468518,0.20167601,0.27096791,0.20980023,0.24087523,0.23170327,0.36896707,0.19093924,0.26033023,0.17088454,0.13943207,0.35868082,0.18295542,0.27888548,0.19825704,0.34300484,0.35179479,0.15611335,0.38551724,0.24493297,0.27548399,0.30473127,0.27839755,0.21980499,0.54419302,0.46022099,0.202952,0.29869363,0.45184719,0.16856728,0.36463541,0.17802925,0.15868065,0.32032529,0.21126398,0.19120109999999998,0.19066273,0.10971839,0.31231887,0.26259629,0.16991661,0.39732924,0.2117612,0.17077877,0.20980704,0.28358041,0.16357842,0.2431625,0.22582815,0.18928954
174,59,2,0.21408939999999999,0.16922946,0.19785493,0.42289603,0.25442570000000003,0.52750996,0.15844593,0.24065629,0.16605625,0.11183589999999999,0.22468857,0.36377889,0.35336873,0.20713455,0.34135409,0.20717251,0.16127838,0.23423456,0.19678659,0.26757286,0.19939691,0.23895096,0.23036363,0.36502232,0.1862739,0.25075015,0.17176336,0.13643111,0.3909022,0.18295542,0.26718736,0.18377213,0.32479369999999996,0.33948547,0.15878742,0.39179579,0.23780498,0.27228186,0.25817182,0.27825748,0.23741030000000002,0.53673664,0.44116319,0.20054258,0.30670076,0.43657074,0.16392344,0.35260824,0.16872879999999998,0.15685452,0.31419254,0.22479685,0.18871974,0.19328146,0.12207142,0.30614626,0.26968929,0.17047415,0.42086189,0.17109521,0.16853032,0.20175159,0.28688286,0.17117208,0.22276361,0.23222437,0.17883613
175,60,0,0.20114834,0.16036741,0.19624397,0.39620772,0.26584485,0.51269169,0.1483442,0.25677605,0.16240921,0.10707484,0.22127842,0.36932136,0.34766079,0.20158367,0.33053618,0.19438423,0.1649309,0.23436244,0.19361729,0.26393622,0.19070486,0.23431875,0.22460856,0.36016509,0.18601172,0.23175761,0.17002715,0.13230074,0.41693202,0.17673570000000002,0.26313295,0.16985598,0.29987670000000005,0.31668058,0.15717289,0.38695029,0.22491465,0.26493256,0.22410495,0.27253444,0.25420437,0.52241685,0.41843403,0.19995402,0.31062333,0.4104027,0.15989339,0.33552495,0.15960908,0.15756225,0.31082423,0.22729101,0.18243264,0.19270191,0.12898824,0.29840541,0.27828155,0.16761020000000001,0.43434964,0.15610629,0.16439524,0.19239416,0.28507611,0.17561791,0.20948414,0.23190241,0.16948233
176,60,1,0.19411588,0.15028916,0.19385768,0.36085298,0.27463363,0.49312887,0.13414328,0.26813721,0.15567918,0.09935036,0.21454376,0.36346239,0.33858045,0.19488250000000001,0.31227041,0.18003921,0.16297302,0.23299842,0.18869006,0.2585194,0.18472672,0.22918218,0.21746027,0.35570093,0.18931215,0.21085408,0.16609031,0.12526621,0.42584449,0.16673219,0.24965336,0.15859095,0.27269278,0.29184185,0.1542886,0.36890282,0.2104505,0.25032572,0.20058399999999998,0.2639699,0.27177067,0.50093375,0.38704331,0.20100239,0.30760329999999997,0.37992541,0.1555403,0.31631922,0.14740309999999998,0.16083879,0.30738882,0.22276933,0.17330644,0.18920311,0.14359849,0.28690077,0.28537455,0.16301168,0.43724888,0.13257537,0.15730531,0.17986137,0.27133024,0.17881237,0.19808129,0.22677971,0.1581935
177,60,2,0.18913085,0.14007484,0.18991213,0.32014008,0.28091729,0.45798526,0.1190078,0.275057,0.14299954,0.090388894,0.20444566,0.3502429,0.31790618,0.18644249,0.28805087,0.16761993,0.15422836,0.23049568,0.18376914,0.25124612,0.18027139,0.22428616,0.20596084,0.35028217,0.1975401,0.18646383,0.16126036,0.11703775,0.4236964,0.15316953,0.23297938,0.14500505,0.24504411,0.26715489,0.15180794,0.34166592,0.19659422,0.22790164,0.18239526,0.25299409,0.30104524,0.4657988,0.34865443,0.20282325,0.29749025,0.32579507,0.14967695,0.29223658,0.14070233,0.16852774,0.3010682,0.21102261,0.15934693,0.18370808,0.15806358,0.27634963,0.28926227,0.15454849,0.42937052,0.11706694,0.13882667,0.16203634,0.24602249999999998,0.17200373,0.18214256,0.21744294,0.14785434
178,61,0,0.18464654,0.13674094,0.18610441,0.28377747,0.28222204,0.42693383,0.11143436,0.27564192,0.12916860000000002,0.086067456,0.19124883,0.33675843,0.29340916,0.18012921,0.25956257,0.15799124,0.14350115,0.22930216,0.18172768,0.24677026,0.17735394,0.21944444,0.19470791,0.34637954,0.20871376,0.16368284,0.15646613,0.11206841,0.41268638,0.14169884,0.22317683,0.12974039,0.22282083,0.25157471,0.14997477,0.30737125,0.1807561,0.2042848,0.17468472,0.24175813,0.32034321,0.43525763,0.30791897,0.20373368,0.28048089,0.29557986,0.14518656,0.27635129,0.12668771,0.18144168,0.29242599,0.19524499,0.14203075,0.17926482,0.16549572,0.26872169,0.2936773,0.14652847,0.41661546,0.1147675,0.12908339,0.15254777,0.21663137,0.15505208,0.1667929,0.20250411,0.13682256
179,61,1,0.18293294,0.14027896,0.18041868,0.24773944,0.27692998,0.38047954,0.10484541,0.27191435,0.12105548,0.081713091,0.18066802,0.32643162,0.26868173,0.17630379,0.22824341,0.14851245,0.13682132,0.23077579,0.185861,0.2447612,0.17665285,0.20789106,0.18116152,0.33929023,0.22442936,0.14440533,0.15287939,0.10136603,0.39344621,0.13172341,0.22262396,0.10789836,0.21000664,0.24349245,0.14838547,0.27298701,0.17342826,0.17589687,0.17151926,0.22952165,0.35208268,0.38782034,0.25966851,0.20357734,0.25775546,0.27262235,0.14223873,0.26659749,0.10096341,0.20433377,0.28335436,0.18114893,0.12825392,0.17810572,0.16799245,0.26815713,0.29849558,0.14061949,0.38953754,0.12008176,0.12064955,0.14817347,0.16927201,0.13143168,0.15427081,0.18381627,0.12395573
180,61,2,0.1852808,0.15390373,0.16988284,0.22111946,0.25856958,0.31417436,0.10848945,0.26396352,0.1262556,0.081107947,0.17699315,0.31935816,0.237796,0.17572864,0.19402599,0.14067113,0.13999671,0.23757155,0.20035284,0.24694827,0.18011308,0.20015518,0.16370339,0.32998287,0.24490284,0.13123795,0.15363675,0.09902764300000001,0.36590852,0.13115479,0.23684072,0.10087148,0.21042398,0.24342415,0.14793138,0.23416928,0.1729786,0.16613451,0.17355057,0.21611454,0.41195008,0.31988822,0.20242381,0.20622586,0.23285468,0.26495640000000004,0.14303828,0.27456844,0.089430295,0.24551332,0.27751684,0.16917692,0.11931040000000001,0.18569359,0.16511105,0.27479393,0.30966241,0.13702645,0.34387458,0.12866633,0.12540489,0.14763957,0.12293183,0.11671848,0.14476142,0.16762538,0.12533381
181,62,0,0.20196063,0.21779214,0.18474328,0.20356451,0.21257985,0.2199695,0.14217045,0.25304848,0.16526039,0.095203346,0.17285892,0.31427941,0.22989914,0.18241644,0.14569923,0.14560655,0.21182132,0.24726586,0.23328713,0.25706983,0.20266868,0.21093265,0.14192629,0.34097482,0.27944941,0.12911743,0.16273221,0.10820695,0.34338303,0.16838189,0.27233875,0.13773048,0.23775017,0.25062609,0.16781870000000002,0.20746977,0.23773004,0.19617396,0.1906898,0.21758532,0.46982059,0.21925436,0.19266322,0.24389369,0.25434202,0.28778791,0.18413019,0.32908216,0.10933659999999999,0.29208388,0.28266996,0.16818729999999998,0.15646217,0.22641266,0.18191319,0.30009911,0.32462389,0.14363593,0.25895375,0.16376256,0.15672812,0.13489135,0.10807412,0.095196642,0.15809981,0.17588896,0.17643699
182,62,1,0.21427856,0.2573652,0.19594245,0.20104202,0.19916705,0.21423367,0.16328278,0.24981660000000003,0.19646886,0.10749310000000001,0.17482093,0.31360959999999993,0.24443607,0.19012078,0.1321628,0.15639991,0.2576999,0.25669833,0.24845945,0.26396165,0.22836789,0.24486344,0.13458509,0.37067973,0.2988356,0.13152292,0.17294227,0.11747876,0.33142111,0.20036504,0.29279509,0.16859004,0.24983401,0.26158458,0.17824588,0.22538289,0.27936548,0.22917699,0.20121033,0.24211832,0.48578003,0.21195474,0.19994059,0.27047085,0.28323479,0.31623909999999994,0.21175901,0.34841053,0.15809376,0.32145915,0.29100352,0.17984552,0.18457908,0.24500134,0.18953404,0.32179106,0.33201675,0.15035025,0.24808162,0.18039516,0.1733632,0.13333646,0.12129715,0.10448469,0.17344947,0.19181512,0.19830061
