,measure_number,beat_number,pid1263b-03,pid510262-04,pid52932-18,pid5667249-20,pid5667271-04,pid5667291-18,pid610003b-07,pid9048b-07,pid9049b-03,pid9050b-03,pid9052b-10,pid9054b-03,pid9055b-03,pid9056-11,pid9057f-13,pid9058b-03,pid9059b-07,pid9060b-01,pid9061-32,pid9062b-06,pid9063b-07,pid9064-14,pid9065-21,pid9066b-03,pid9069-03,pid9070b-15,pid9072b-07,pid9073b-07,pid9074g-03,pid9075b-03,pid9085-05,pid9088-19,pid9089-17,pid9090-16,pid9093b-09,pid9094b-03,pid9099b-07,pid9101b-14,pid9103-15,pid9104b-03,pid9111b-05,pid9113-18,pid9114b-12,pid9117-07,pid9118b-07,pid9119-08,pid9120-10,pid9121-11,pid9129-23,pid9130-09,pid9134-09,pid9137-16,pid9138b-03,pid9139b-03,pid9153b-03,pid9161-09,pid9166j-03,pid9170b-03,pid9174b-03,pid917509-09,pid917520-19,pid917525-03,pid9176-11,pid918713-09,pid918819-07,pid918904-11,pid9192b-03
543,182,2,0.65542067,0.58882463,0.37076154,0.6064799,0.33628032,0.38591036,0.50036383,0.62743135,0.64183279,0.41626769,0.79282155,0.60147946,0.45153486,0.52627637,0.51776587,0.48729244,0.57118295,0.43902692,0.39991809,0.48511012,0.38050509,0.51167753,0.49490403,0.54653677,0.40306909,0.67755427,0.40420835,0.53228999,0.55991071,0.53842752,0.43905222,0.45177507,0.3849189,0.50839341,0.41159603,0.64380654,0.55887251,0.6210845,0.33520102,0.66306142,0.4325273,0.44474509,0.56124874,0.48177304,0.73036113,0.44763369,0.44866742,0.60927271,0.36808375,0.45875928,0.47615341,0.58573497,0.24837875,0.46487792,0.45300479,0.4947997,0.48951042,0.24781987,0.48102891,0.49630387,0.34036871,0.44534470000000004,0.6652548,0.57107104,0.36863587,0.45900408,0.49888611
544,183,0,0.64821017,0.56625276,0.36120779,0.58700604,0.34348253,0.35276625,0.46573544,0.58517894,0.61651213,0.37578535,0.75362037,0.53901075,0.42119375,0.46996509,0.49703996,0.44897371,0.56720138,0.38860675,0.34494361,0.4849321,0.35973615,0.49709808,0.42774009,0.54110397,0.37711289,0.66913922,0.34864247,0.48042379,0.53085671,0.478245,0.47733216,0.43961104,0.31929242,0.49839873,0.41074672,0.63900582,0.54557415,0.59354069,0.32048244,0.61522607,0.41107644,0.42312568,0.52380443,0.45807431,0.72304826,0.46623154,0.45278630000000003,0.58918027,0.3140327,0.40913062,0.43900802,0.5401239000000001,0.26755214,0.43042662,0.41603281,0.45792716,0.48322391,0.28203002,0.44793981,0.46551695,0.34676947,0.3363432,0.63111185,0.53880771,0.33392241,0.43844173,0.46651909999999996
545,183,1,0.65313957,0.55170097,0.36536871,0.57390958,0.37161288,0.34030331,0.41765235,0.55150193,0.60076495,0.31984515,0.71568826,0.48151774,0.39811062,0.44603614,0.49426527,0.40668819,0.57342876,0.35072464,0.28884128,0.49139159,0.35224274,0.49660925,0.37295438,0.55004633,0.34627545,0.6787193,0.28657474,0.41149833,0.49738859,0.42836083,0.53734094,0.43663884,0.25934743,0.50291417,0.42428523,0.63807434,0.54673162,0.56929994,0.33137537,0.55024163,0.39875975,0.4101554,0.47545298,0.43739194,0.71404603,0.49873998,0.46669359,0.57958683,0.28960685,0.39640017,0.4190397,0.51482018,0.29128482,0.40283338,0.38638409,0.41247318,0.47995657,0.33741720000000003,0.42521862,0.44622722,0.38108201,0.24583177,0.60027796,0.49799471,0.31027518,0.43431352,0.44687612
546,183,2,0.67729695,0.55068039,0.38285665,0.58558251,0.40993069,0.35335932,0.39769144,0.53667096,0.60068768,0.29706327,0.69804578,0.45155307,0.3945497,0.45272394,0.51624934,0.4005881,0.59455413,0.34012909999999996,0.25242896,0.50156401,0.37372032,0.51678305,0.28787148,0.57245136,0.33002776,0.69916185,0.24321235,0.37656233,0.47635414,0.39625132,0.60516016,0.44499587,0.23931519,0.52682705,0.44355029,0.6421854,0.56927305,0.55854666,0.37600508,0.50133571,0.40680967,0.41349509,0.43908988,0.45234504,0.70423383,0.54195857,0.48094007,0.58686916,0.31796697,0.41240716,0.41993881,0.5077640999999999,0.3134267,0.3876791,0.38431558,0.38851042,0.48025642,0.39347629,0.43724888,0.44758985,0.42656788,0.22999251,0.58569821,0.47162288,0.30283598,0.45857479999999995,0.45183863
547,184,0,0.70939924,0.56554686,0.40924363,0.60750484,0.45859254,0.39026519,0.38854566,0.53855458,0.61446453,0.28464893,0.69820928,0.45819226,0.39705282,0.47368351,0.55662274,0.40535055,0.62008885,0.35611375,0.24514523,0.51383449,0.41070486,0.54889044,0.26832353,0.59435101,0.32642659,0.73112061,0.22663618,0.35691083,0.46745009,0.40162864,0.65810443,0.46748922,0.26005881,0.56241178,0.4693071,0.65024631,0.59089849,0.56128085,0.42280152,0.48709816,0.4273791,0.43187704,0.41618249999999996,0.47482987,0.69626141,0.58590797,0.5003392,0.60939534,0.36014569,0.43458279,0.42800397,0.52333253,0.33337647,0.38650926,0.40181449,0.36635427,0.47936721,0.44963545,0.45006697,0.46859138,0.48159028,0.24914762,0.58870946,0.45695632,0.31051923,0.48510410000000004,0.47348090000000004
548,184,1,0.7493574000000001,0.60031468,0.44695899,0.64212504,0.50678469,0.43924426,0.39586514,0.56176266,0.63752898,0.29219543,0.71979134,0.49990431,0.40320064,0.5064671,0.61561015,0.41727399,0.6468822,0.38325417,0.25956146,0.53222115,0.46701093,0.60214929,0.27668285,0.60861386,0.33323566,0.77392507,0.24990712,0.35810476,0.47071013,0.44180414,0.71497148,0.51822769,0.30192545,0.61474539,0.5018668,0.66417376,0.61797818,0.57649326,0.49950063,0.49181066,0.48190328,0.45695202,0.40645161,0.50821225,0.68937667,0.63010937,0.51969795,0.64712763,0.40720403,0.46440367,0.4416651,0.54915922,0.36670726,0.39894822,0.4347946,0.34314427,0.47404229,0.5018823,0.46522493,0.51005791,0.54741558,0.29734919,0.60626075,0.45558059999999995,0.33323235,0.52189311,0.50808283
549,184,2,0.79167455,0.6363241999999999,0.48375258,0.68107277,0.53918417,0.48097094,0.41404255,0.59951423,0.66483542,0.31212957,0.74685456,0.56899014,0.41105559999999997,0.54461431,0.6785293000000001,0.43134225,0.67373314,0.41516259,0.28481507,0.5551090999999999,0.51421033,0.64475481,0.30358272,0.63139793,0.33948951,0.80751823,0.28606745,0.37432505,0.48690085,0.48407159999999994,0.75164546,0.55661866,0.35870246,0.6535099,0.53356038,0.67983878,0.64345075,0.5982659,0.54371562,0.51027044,0.51858034,0.47648582,0.41046753,0.53647232,0.68649549,0.66659947,0.53851559,0.67199321,0.45527721,0.48761905,0.45230683,0.57265267,0.39697823,0.41385565,0.47542459,0.33564179,0.45904979,0.53871813,0.47553770000000006,0.56038154,0.59601137,0.34478269,0.63424884,0.46605783,0.35969031,0.55803105,0.54540521
550,185,0,0.82377683,0.68518456,0.51901275,0.71785674,0.56606196,0.53030585,0.43991040000000003,0.65629027,0.69361768,0.34159473,0.77618343,0.62255999,0.42184309,0.58986397,0.72478909,0.45077259999999997,0.6970385,0.45303252,0.31761704,0.58280352,0.56890313,0.69082868,0.3397743,0.6509531999999999,0.34383868,0.83542872,0.31964847,0.4011294,0.51186926,0.52220428,0.78438789,0.5863406999999999,0.40771128,0.69802686,0.56056172,0.69768025,0.67072196,0.62762639,0.5814727,0.53610414,0.5524727,0.49539940000000005,0.42737479999999994,0.57007541,0.68708561,0.69164861,0.55859312,0.69547213,0.5075905,0.50373089,0.46117717,0.59992759,0.43474654,0.43000805,0.51827551,0.33601817,0.44355064,0.57321897,0.48206886,0.6109861999999999,0.65273949,0.41806857,0.67200529,0.48285403,0.39311622,0.59540674,0.58316316
551,185,1,0.86806351,0.74399558,0.56135424,0.7636374,0.59817962,0.59002796,0.47860516,0.7304946999999999,0.73433009,0.38784373,0.80831517,0.67854409,0.43570972,0.64470393,0.77316079,0.48277214,0.725436,0.49392888,0.36738706,0.61197294,0.62009046,0.7577514,0.39611399,0.66888003,0.34834978,0.86027994,0.37537868,0.44456276,0.55630528,0.56892945,0.81063624,0.62318136,0.46733378,0.7448357,0.59064077,0.71971339,0.70164044,0.66160198,0.64606856,0.57474461,0.5874805000000001,0.52369138,0.46012594,0.60800993,0.69324138,0.71251449,0.58291068,0.72598811,0.57976978,0.52768895,0.48647307,0.63952048,0.48576648,0.45669976,0.56800697,0.35101058,0.42732772,0.61300929,0.48447176,0.67545563,0.72701585,0.50571375,0.71978822,0.51537385,0.43558024,0.62614295,0.62609782
552,185,2,0.8998431,0.7880676999999999,0.5970193,0.79438561,0.62018287,0.63985427,0.51812747,0.78793497,0.76452635,0.4354721,0.83533167,0.72894156,0.46028006,0.68616829,0.81098417,0.52199031,0.75846496,0.53399099,0.42027598,0.63828137,0.67452695,0.81168529,0.44301193,0.6790016,0.35466533,0.8715950000000001,0.42640755,0.49010433,0.59355572,0.62742015,0.83099605,0.66226034,0.52471782,0.78356227,0.61002355,0.73286162,0.72765426,0.69929351,0.68717732,0.61483586,0.60836973,0.54578108,0.49595438,0.64452823,0.70415283,0.73353158,0.60642869,0.75043864,0.64317689,0.5619135000000001,0.54076867,0.68836592,0.53089511,0.49094714,0.60759907,0.38730601,0.42018301,0.64546104,0.48393603,0.72567706,0.79172123,0.5769483,0.77313038,0.54875641,0.49102920000000005,0.66255277,0.66337737
553,186,0,0.92452347,0.83321143,0.62876465,0.82251452,0.64742599,0.68187749,0.55988985,0.84602954,0.80304435,0.49228442,0.8641389000000002,0.76262329,0.49298813,0.72533205,0.83673148,0.56066651,0.7902106,0.57774327,0.47300737,0.65908397,0.72365624,0.85490379,0.51545939,0.68620322,0.37355028,0.87628866,0.47454273,0.54403571,0.62543172,0.67625834,0.84673102,0.71472342,0.5900977,0.82332853,0.62846451,0.74987909,0.75465068,0.72856225,0.73784173,0.66045004,0.64114665,0.56523991,0.52003208,0.68078904,0.72094234,0.74713976,0.6406881,0.78755778,0.70841906,0.59890782,0.59629888,0.73617347,0.58623839,0.53979072,0.65201045,0.45643419,0.43662307,0.6726233,0.49111321,0.76406915,0.85217092,0.63838516,0.81853077,0.58561324,0.54861567,0.69917007,0.6948446999999999
554,186,1,0.94395175,0.88118728,0.66437802,0.85326273,0.6727694000000001,0.72945861,0.60032531,0.887241,0.8355741,0.54038444,0.89637185,0.80450464,0.53545732,0.77067533,0.86699469,0.60758764,0.82165186,0.62008282,0.53021234,0.68147602,0.7696193,0.89975171,0.60223558,0.69900609,0.39864281,0.87084067,0.5310946,0.58687749,0.67409654,0.72383292,0.85817464,0.76682873,0.64578393,0.85823784,0.64798184,0.76762203,0.79121492,0.7640701,0.77640288,0.7056640000000001,0.67879095,0.58572792,0.55399513,0.71853044,0.73620448,0.76699763,0.67949443,0.82369588,0.78531113,0.6341896,0.66828149,0.78666828,0.64495357,0.60045076,0.6967557,0.51404519,0.47870547,0.69716464,0.51281809,0.80085164,0.89972433,0.69150431,0.85320979,0.61568475,0.62208197,0.72898333,0.72466976
555,186,2,0.95846176,0.93102568,0.70237767,0.875242,0.69369755,0.76323816,0.63747913,0.91838009,0.86238603,0.58912521,0.91902834,0.83291624,0.57935087,0.80808689,0.8895966000000001,0.64617159,0.85225403,0.66490074,0.5779535,0.69771375,0.81281568,0.92690875,0.67150007,0.71051745,0.42440623,0.8627944,0.58308803,0.6289018,0.71029399,0.76419796,0.86353664,0.80609118,0.6845395000000001,0.89064279,0.66971914,0.78264219,0.8207511000000001,0.79406368,0.80358019,0.74897696,0.70025741,0.60635905,0.58524921,0.753421,0.75148977,0.78307545,0.70810047,0.85810773,0.83135461,0.66873744,0.73037387,0.8286266,0.69908662,0.66709954,0.73080273,0.56153161,0.51400507,0.71512985,0.53603561,0.82571112,0.94141971,0.73052641,0.87557909,0.63685683,0.69282168,0.76303928,0.74858979
556,187,0,0.96974485,0.96657595,0.74026533,0.89249516,0.71332095,0.78767263,0.6783569,0.94834936,0.87722145,0.63524962,0.93748054,0.85433535,0.62185147,0.84329147,0.90032465,0.68818035,0.88145772,0.70088905,0.62158654,0.71317583,0.85209197,0.94832402,0.74539433,0.71798579,0.45507403,0.84821054,0.63050872,0.67449715,0.74805829,0.7955072,0.86242211,0.84340886,0.72438585,0.91796312,0.6972923000000001,0.79729512,0.8510284,0.81876319,0.82694879,0.79135942,0.72787051,0.62159215,0.61147745,0.78478941,0.76560638,0.79451641,0.7363026999999999,0.87635129,0.87924707,0.69854958,0.7686465,0.86386676,0.73601766,0.7288865,0.75852809,0.61891678,0.55491909,0.72570884,0.56009612,0.83725089,0.97027912,0.75980704,0.89232296,0.6520286,0.75401835,0.79158618,0.77172438
557,187,1,0.9761208,0.99021943,0.78461406,0.90285844,0.72695295,0.80262645,0.71338479,0.97356003,0.88664812,0.67915814,0.95569916,0.86751067,0.66230978,0.87964635,0.90757029,0.72820572,0.90630141,0.72098405,0.65931573,0.73427089,0.88322654,0.96391993,0.82953413,0.724668,0.48768507,0.83365183,0.67189197,0.70987415,0.7855446,0.81846262,0.85445371,0.87548849,0.75673907,0.93526599,0.72462159,0.8110524,0.8807560999999999,0.83894853,0.83603893,0.83097041,0.75414197,0.63306298,0.63595319,0.80812029,0.77657568,0.80046369,0.75641253,0.89465145,0.92281599,0.72452599,0.80435599,0.89033711,0.76579388,0.78121814,0.77957614,0.67980228,0.59401334,0.73295211,0.5862759,0.83791518,0.99207443,0.78121956,0.9028458,0.65990984,0.80228057,0.80968734,0.79221707
558,187,2,0.97622094,1.0,0.81943487,0.90433891,0.73500063,0.8048546999999999,0.7427911,0.99147417,0.88803894,0.71803862,0.96659919,0.87428235,0.70491511,0.90917967,0.90413283,0.76156596,0.92596249,0.73090976,0.69781362,0.75531509,0.90810403,0.96632526,0.89505835,0.72837409,0.52176126,0.81945352,0.70449414,0.73857158,0.81811979,0.83531064,0.84264151,0.89358774,0.77862089,0.94771192,0.74603935,0.82438871,0.90273961,0.85216992,0.837427,0.86961089,0.76885335,0.63989231,0.65757738,0.82558396,0.78232646,0.79859886,0.77187046,0.90016036,0.95174609,0.74854522,0.82983977,0.9085204,0.78840006,0.82597263,0.79467267,0.73258309,0.62352272,0.73581129,0.61283385,0.83008005,1.0,0.79312477,0.90622105,0.66288668,0.85146848,0.82413966,0.80899679
559,188,0,0.97069067,0.99498214,0.85460889,0.89915727,0.74052232,0.79963569,0.7627092,1.0,0.88471643,0.74418439,0.96589847,0.87457677,0.74312167,0.93359014,0.89402262,0.78781135,0.93830207,0.72993545,0.7236469,0.77520218,0.92303053,0.96104904,0.94505353,0.73019906,0.56607033,0.79803034,0.73006573,0.76147144,0.83860669,0.84584065,0.82922334,0.90214659,0.79556104,0.95173408,0.76407669,0.83563815,0.92239154,0.85859253,0.83220482,0.89457412,0.78650546,0.64195747,0.67926098,0.82991539,0.78401583,0.79340759,0.77822646,0.89921705,0.97020797,0.7620533,0.84966048,0.91672701,0.80065459,0.85062517,0.80439832,0.78493733,0.64705578,0.73500119,0.63386118,0.81940044,0.9947450000000001,0.79684339,0.90244871,0.66142546,0.87814525,0.8307219000000001,0.82106391
560,188,1,0.9593742000000001,0.97950332,0.88154721,0.89010363,0.74440524,0.78644412,0.77479418,0.99543967,0.87876681,0.76288155,0.95367487,0.87089651,0.78249076,0.95750572,0.87850908,0.80983625,0.94636394,0.72293265,0.73983996,0.7875871,0.92808142,0.94359094,0.98301343,0.73191173,0.59541178,0.76415221,0.75035724,0.77550823,0.84617977,0.85068445,0.81280386,0.89828456,0.80610832,0.94695302,0.77764884,0.84741603,0.94254309,0.8624094000000001,0.82364791,0.90952205,0.80163807,0.63963332,0.69898414,0.81636932,0.78290501,0.78539388,0.7778388,0.89331195,0.98174665,0.7705723000000001,0.86620682,0.91391101,0.80720049,0.86104642,0.80926114,0.82055528,0.6628341,0.73142721,0.6558418,0.80853347,0.97880772,0.79445485,0.89430841,0.65695632,0.88866448,0.83265365,0.82484827
561,188,2,0.9433174999999999,0.9468447,0.91247416,0.88173329,0.74345539,0.76781327,0.77980225,0.97971647,0.87119456,0.77366735,0.92891623,0.86029736,0.83300342,0.96357824,0.86283827,0.82962408,0.95138203,0.71148459,0.74147817,0.7922537,0.9237844000000001,0.92171012,1.0,0.73638993,0.60902992,0.73324952,0.76571878,0.78538238,0.84200994,0.85166725,0.79624397,0.88408403,0.8112302,0.9263110000000001,0.78757989,0.86225705,0.95903073,0.86590513,0.81698688,0.91497494,0.81092044,0.63232688,0.72732133,0.78982895,0.77943372,0.77455773,0.77073171,0.8843411,0.98734916,0.7744691999999999,0.87786843,0.90329069,0.80735272,0.85767642,0.81071273,0.84060371,0.66769374,0.7258518,0.67604191,0.79965934,0.96157822,0.7888816,0.88424884,0.64960361,0.88639233,0.83107963,0.81963584
562,189,0,0.9240450000000001,0.91205987,0.93383873,0.87689329,0.71888439,0.7475896,0.77980225,0.93759294,0.8626950999999999,0.77871318,0.900109,0.84933019,0.87980855,0.95596752,0.84680798,0.84247002,0.95171109,0.69827061,0.72433999,0.78650628,0.90463626,0.89028554,0.99183359,0.74256675,0.61182912,0.69943844,0.77243498,0.79309455,0.82712493,0.84794665,0.78620448,0.86302174,0.80953239,0.89383016,0.80010091,0.87407076,0.97760013,0.86963942,0.81087601,0.90826138,0.81942278,0.62222601,0.75256936,0.74794924,0.77428462,0.76901366,0.75437732,0.86942741,0.99117222,0.77307995,0.88350466,0.88188913,0.8011874,0.84049369,0.80744665,0.83810707,0.66527426,0.72113414,0.69000236,0.79366377,0.93211578,0.78133196,0.87193911,0.64023784,0.87629387,0.82506976,0.80778293
563,189,1,0.89885277,0.87353291,0.95976912,0.87848764,0.66697633,0.7235957,0.77706279,0.89691682,0.84847782,0.78162321,0.85386173,0.83085529,0.93060399,0.92395971,0.83643941,0.85599631,0.94455413,0.68268177,0.68710226,0.77038299,0.8735016999999999,0.83977343,0.95361648,0.751467,0.59781771,0.67074009,0.77379251,0.80439927,0.80525651,0.83615304,0.78279947,0.82808917,0.79822631,0.83448433,0.81165489,0.88952082,0.99808477,0.87100651,0.80791367,0.88895114,0.8273790999999999,0.61213195,0.77692628,0.67028692,0.76538653,0.7643768,0.7314408,0.85200453,0.9938275,0.75959808,0.87874071,0.85380964,0.7871060999999999,0.80971291,0.79866454,0.80831044,0.65550328,0.7149869000000001,0.70150477,0.78931187,0.90687457,0.77383852,0.85797485,0.625649,0.85845325,0.81655577,0.78507676
564,189,2,0.86604947,0.82926518,0.98647484,0.88719964,0.61009979,0.70214352,0.77239716,0.86115793,0.82970175,0.78038622,0.80652445,0.80811129,0.9738481999999999,0.86489306,0.82984531,0.86673201,0.92711418,0.66203873,0.64463487,0.76516963,0.82970222,0.74972067,0.90545392,0.76219221,0.57880938,0.64935881,0.76371821,0.81461762,0.79243535,0.81860302,0.78656428,0.795505,0.77303424,0.77627685,0.81918096,0.90165696,1.0,0.86615286,0.80347863,0.86840025,0.83237129,0.59405671,0.79997624,0.61716939,0.75382711,0.7650319999999999,0.70416734,0.82929912,0.99177001,0.73179554,0.86051692,0.79777939,0.76198813,0.75747786,0.78603571,0.77892782,0.63704699,0.70445556,0.70573544,0.78651848,0.8904204,0.76869614,0.85486433,0.60440696,0.83793655,0.80732632,0.75844341
565,190,0,0.82956303,0.77568464,1.0,0.89608245,0.56757547,0.6812590000000001,0.76512049,0.82039258,0.80288982,0.7741924,0.77122392,0.77852201,0.99553838,0.77847331,0.82717173,0.87301661,0.88886147,0.63238339,0.60097032,0.78063171,0.78522427,0.66468032,0.83418534,0.7685375,0.54964528,0.62741598,0.73778222,0.82567495,0.78987448,0.79445419,0.79081176,0.74131731,0.74475007,0.71828944,0.82537,0.91258397,0.98959114,0.85885861,0.79144308,0.8384844000000001,0.84126365,0.5681843000000001,0.81411513,0.5884771,0.7304537,0.76987047,0.68532547,0.79902839,0.97978646,0.68777632,0.79980676,0.74601336,0.73537068,0.71198283,0.77043112,0.76176496,0.60566613,0.68911127,0.69772315,0.78312042,0.87456926,0.76489322,0.85976175,0.58212343,0.81609863,0.79902697,0.72716887
566,190,1,0.79670409,0.72079435,0.99586492,0.90479444,0.57303453,0.65354571,0.761953,0.79057202,0.76984237,0.77194981,0.73410931,0.73245252,1.0,0.72407474,0.82235253,0.87814806,0.85143139,0.60070028,0.54982673,0.79549616,0.73451941,0.62085661,0.79389984,0.77165399,0.51433529,0.60178527,0.70242212,0.84262665,0.78931008,0.77072657,0.78962703,0.69651408,0.71322204,0.6840252,0.83123108,0.92951187,0.97909901,0.84725204,0.77935675,0.79775281,0.85171607,0.53019357,0.81714489,0.58488137,0.71079458,0.78751071,0.66600711,0.75639091,0.95675082,0.65114897,0.726348,0.70683884,0.70175826,0.66888114,0.74778633,0.75496506,0.57346844,0.66018585,0.68531474,0.78270312,0.86931427,0.75456163,0.86446062,0.55542515,0.79747539,0.78529012,0.68059265
567,190,2,0.77815487,0.66905936,0.98664714,0.91322173,0.57166715,0.63035669,0.76688972,0.77492813,0.75312162,0.77838391,0.69992214,0.70248786,0.99714079,0.67386274,0.81394983,0.89250461,0.81778546,0.58973937,0.51429021,0.82464015,0.69707501,0.62887958,0.78562625,0.77305781,0.46467458,0.57019529,0.674014,0.87217382,0.78971443,0.75289575,0.79082054,0.6509678000000001,0.69995258,0.66783031,0.83187016,0.93945365,0.97593472,0.84107716,0.76894625,0.76650625,0.86591264,0.50171756,0.8188677,0.60536141,0.70974162,0.80701578,0.65969956,0.71476276,0.93995718,0.63300131,0.66535602,0.67009413,0.67422743,0.65218138,0.74023806,0.75905504,0.54393838,0.63988563,0.67993382,0.78645887,0.8731909,0.73746722,0.8694904,0.54571739,0.79123117,0.77684768,0.6385291000000001
568,191,0,0.76332217,0.65721211,0.98578567,0.92238925,0.5679408,0.62217233,0.77624952,0.77250917,0.74163962,0.79086945,0.66798505,0.6704696,0.99417685,0.66256036,0.8090857,0.91102399,0.80024679,0.59168189,0.49167034,0.85655613,0.67411986,0.64168218,0.80674962,0.77430721,0.44303671,0.54614869,0.661489,0.88971711,0.79342937,0.74194454,0.79477841,0.65008715,0.69318031,0.67156409,0.83322402,0.95100761,0.97876593,0.83893935,0.76839611,0.74711597,0.8724649,0.47850327,0.82350146,0.62356998,0.72052579,0.82984729,0.66569213,0.70120743,0.93008675,0.62467453,0.63780563,0.66845281,0.66112041,0.66858063,0.7351575,0.77050949,0.53103448,0.62420777,0.68106831,0.78954182,0.88240868,0.72244286,0.8741230999999999,0.54801026,0.79752588,0.77012234,0.6070331999999999
569,191,1,0.74881216,0.66444974,0.98862853,0.93315112,0.56826437,0.62294332,0.79255782,0.78254189,0.73733581,0.80780457,0.63642168,0.6422641,0.99332852,0.66634565,0.80290724,0.93223017,0.78689536,0.59980514,0.4810724,0.88684451,0.65803995,0.66203445,0.83462474,0.77908021,0.42877082,0.54184896,0.65451558,0.91530601,0.80336956,0.73022113,0.80056165,0.6614806,0.69039173,0.68425286,0.83722671,0.96220331,0.98417853,0.8372235999999998,0.77388066,0.73253825,0.8776130999999999,0.46061887,0.83259074,0.64321317,0.7362392,0.84894915,0.68039089,0.68640694,0.93107379,0.62117082,0.62511071,0.68031217,0.65160603,0.6982345,0.73370591,0.79205089,0.53096211,0.60810102,0.68604743,0.79200307,0.89636458,0.71627014,0.87988087,0.55976994,0.81194143,0.75724404,0.57377365
570,191,2,0.7386418,0.67774281,0.99224673,0.94801275,0.57845184,0.63554181,0.80267382,0.81714087,0.7413151,0.82680431,0.60868888,0.60925953,0.99428158,0.68230274,0.79641425,0.95322878,0.77823297,0.61393253,0.48774494,0.92359239,0.64588767,0.68263501,0.87070915,0.78346015,0.41957125,0.55308859,0.65628751,0.94120684,0.81594642,0.71990172,0.80411584,0.67742409,0.68642701,0.70287622,0.84350824,0.9692790000000001,0.99233908,0.83515919,0.79006348,0.72595476,0.88057722,0.43807933,0.84233351,0.66473239,0.7558636,0.87157905,0.69619609,0.68415244,0.93912306,0.62537353,0.62808986,0.70296886,0.64420003,0.75378589,0.73464944,0.83331451,0.54092954,0.58832499,0.70114236,0.79557145,0.92031358,0.7115399,0.88570483,0.57039484,0.83207103,0.74658367,0.5576793999999999
571,192,0,0.73321167,0.69129954,0.98974845,0.95803439,0.59968269,0.65122427,0.81367443,0.88682463,0.74853964,0.84374833,0.59215976,0.58625791,0.99417685,0.70167061,0.78882036,0.96517528,0.77182461,0.62489344,0.49894147,0.96994049,0.64242744,0.6979671,0.90202446,0.78419013,0.40567551,0.56953315,0.66696199,0.96363343,0.8256339,0.70824851,0.79995612,0.69675259,0.67787157,0.71966305,0.85006727,0.96990596,0.99841785,0.83235159,0.81040203,0.73029706,0.8799531999999999,0.42245774,0.84292758,0.68402612,0.77301181,0.88029837,0.71084639,0.69068956,0.94172274,0.63924858,0.64569634,0.73557808,0.64250266,0.79908774,0.73435912,0.88530493,0.56134002,0.57236121,0.72505318,0.79328905,0.94882839,0.69752716,0.8893448,0.57394684,0.85769587,0.7314159,0.55470189
572,192,1,0.72076022,0.67893349,0.96640248,0.95894545,0.6060081,0.6632551,0.81958138,0.95252305,0.75081131,0.85626057,0.57689193,0.57493744,0.9885108,0.70976285,0.76626338,0.95825646,0.76300592,0.62404092,0.50367967,0.99931336,0.64333962,0.70800745,0.92361937,0.77927675,0.3900987,0.56567765,0.67595742,0.9793912,0.8193581,0.69001053,0.7724265,0.69857811,0.66102627,0.71803142,0.85469223,0.96085983,0.99508702,0.82786494,0.80427423,0.7394319,0.86770671,0.41538304,0.82528367,0.68778738,0.78230332,0.86880702,0.71670974,0.69734931,0.92670856,0.65303626,0.65836442,0.74483064,0.63543918,0.83082372,0.72971404,0.92705785,0.58457323,0.55506314,0.75014575,0.77382899,0.96080289,0.66589547,0.87478491,0.56284782,0.86560633,0.71316448,0.53617994
573,192,2,0.70393573,0.64220105,0.93625086,0.93747865,0.59666611,0.649462,0.81881091,0.98762764,0.74536393,0.86053217,0.55986453,0.5727439999999999,0.97923147,0.70267378,0.73597771,0.93295664,0.7435176,0.60627207,0.49262176,1.0,0.63152657,0.69848696,0.91994341,0.77030631,0.36220697,0.54669349,0.66643327,0.98263956,0.79469295,0.67415935,0.74053532,0.67466287,0.64330836,0.68747059,0.85031954,0.94590237,0.98276293,0.81849711,0.77655523,0.73474942,0.83221529,0.41090513,0.80181786,0.67248483,0.77667982,0.84239706,0.7046923,0.69067069,0.88586443,0.65249454,0.65357363,0.73112077,0.62326077,0.83298095,0.72093918,0.92503795,0.59425115,0.53037884,0.75784291,0.74894396,0.95322192,0.62876546,0.83514229,0.53297062,0.84020029,0.69794663,0.52705462
574,193,0,0.67848758,0.61891478,0.90549621,0.89722127,0.59891028,0.62545963,0.81708448,0.97766432,0.73560501,0.85968675,0.5754905,0.56630355,0.96456887,0.6874791,0.69710961,0.8984201999999999,0.72671109,0.58695652,0.48042341,0.98559331,0.61132303,0.68257294,0.89726607,0.74342308,0.33918106,0.52448244,0.64653472,0.97813273,0.75616208,0.66318708,0.70502852,0.65605908,0.62786683,0.64985201,0.83663808,0.92530228,0.96344408,0.80763373,0.73079983,0.72033178,0.79602184,0.40573882,0.78304521,0.64993563,0.75867535,0.79950607,0.68480859,0.68256768,0.84389423,0.64221931,0.64144234,0.70456191,0.61147054,0.82442715,0.7177602,0.9185266,0.58968102,0.5080772,0.75432128,0.72007324,0.93762922,0.57275197,0.78259431,0.49193222,0.80456114,0.68928955,0.52878972
