,measure_number,beat_number,pid1263-14,pid52932-07,pid9048-14,pid9050-14,pid9054-14,pid9055-14,pid9058-14,pid9059-14,pid9062-14,pid9063-14,pid9064-09,pid9065-09,pid9066-14,pid9067-14,pid9068-09,pid9072-14,pid9074f-14,pid9075-14,pid9078-06,pid9081-02,pid9088-09,pid9090-07,pid9093-14,pid9094-14,pid9098-01,pid9099-14,pid9100b-10,pid9101-14,pid9103-08,pid9104-14,pid9105-14,pid9115-08,pid9118-14,pid9126-02,pid9128-10,pid9130-06,pid9138-14,pid9139-14,pid9153-14,pid9166e-07,pid9170-14,pid9173-19,pid9174-14,pid9185-01,pid9186c-14,pid9192-14
115,40,0,0.46082744,0.31317047,0.46433209,0.68329241,0.53428123,0.47882529,0.58451063,0.31883411,0.85362188,0.49239449,0.53350711,0.80098378,0.7615894,0.37224591,0.59578095,0.47944793,0.39438776,0.41961253,0.56955177,0.28382743,0.52834081,0.44613984,0.38304017,0.43049798,0.78413013,0.63664091,0.55078695,0.37672237,0.50173303,0.36993107,0.68191534,0.55988367,0.43167467,0.47732988,0.50235243,0.3078006,0.6024531,0.25951669,0.27809853,0.41411184,0.40721076,0.48288732,0.70417671,0.38411245,0.43735534,0.33840876
116,40,1,0.40270606,0.35360137,0.39356855,0.64395186,0.50596902,0.49576682,0.5269129,0.32529687,0.8816218000000001,0.50315956,0.56941494,0.82711803,0.71192814,0.32473263,0.60204064,0.41212405,0.34281665,0.36240931,0.58450827,0.27693542,0.55133034,0.41981974,0.36366287,0.42832224,0.76992562,0.61093127,0.56742802,0.37602869,0.47533182,0.38847952,0.60173018,0.53628995,0.45297191,0.50075441,0.47135859,0.29816196,0.5468759,0.28501576,0.26287223,0.40133661,0.36727366,0.51105376,0.55569159,0.39177829,0.47703212,0.37381964
117,40,2,0.34703895,0.38029388,0.30699051,0.54755673,0.42793847,0.45708616,0.42500245,0.32215905,0.81577477,0.46565109,0.5632812,0.76855092,0.62171729,0.31043303,0.5342776,0.34655126,0.29047619,0.28332137,0.53594309,0.24877075,0.53586447,0.37245084,0.32741040000000005,0.38513552,0.72341637,0.52905246,0.57412668,0.33239792,0.40824565,0.3717455,0.53335779,0.46660671,0.45331756,0.46820148,0.42882088,0.27034729,0.50632756,0.30367534,0.2411529,0.38463558,0.30228902,0.49861828,0.41102104,0.34932568,0.47751147,0.40407613
118,41,0,0.29992988,0.40827549,0.20016288,0.40151372,0.32813346,0.30286621,0.27845596,0.24146815,0.69849498,0.3896186,0.50083028,0.66761313,0.42529497,0.32748486,0.37181849,0.21731052,0.26355685,0.22788009,0.43401647,0.23305285,0.37888391,0.38251092,0.19626564,0.26092094,0.56190411,0.35298902,0.52354127,0.22163014,0.32750842,0.31907931,0.39995194,0.35865959999999997,0.39478337,0.35117940000000003,0.41993258,0.28675227,0.45720779,0.29185525,0.24788271,0.37292386,0.20319585,0.41664417,0.2797402,0.22385867,0.43436965,0.41701519
119,41,1,0.27897303,0.40179392,0.22133691,0.34614554,0.26113097,0.27067643,0.2412462,0.2029507,0.61694255,0.34057022,0.45409667,0.59972806,0.26684936,0.37312841,0.33312382,0.22550461,0.26379171,0.22291318,0.39615603,0.2469706,0.28335825,0.40749272,0.15565798,0.18176873,0.45266491,0.32165921,0.47290787,0.19631089,0.29559865,0.28299659,0.37201361,0.33263642,0.39317478,0.29819444,0.45283019,0.30914024,0.42505772,0.27302392,0.252946,0.35712879,0.15272049,0.32451362,0.29051381,0.22467879,0.36168595,0.40538311
120,41,2,0.22791165,0.40990715,0.30235732,0.28798467,0.22146571,0.33651998,0.17890663,0.22319539,0.50174397,0.3286617,0.45167021,0.49207174,0.32336911,0.41119587,0.40765455,0.25803369,0.2696955,0.29764809,0.41203934,0.31886354,0.30913802,0.434878,0.20591666,0.16775767,0.36746062,0.35531517,0.44870441,0.23931893,0.33230177,0.26056572,0.30293296,0.35832087,0.48875979,0.31335815,0.51809187,0.3549039,0.33320346,0.24357472,0.24819233,0.31969592,0.13307737,0.21899468,0.36784927,0.36658238,0.25906321,0.40859337
121,42,0,0.22115446,0.4366898,0.43093126,0.26252665,0.23264543,0.47408061,0.15972372,0.28165527,0.47166284,0.34042729,0.45615627,0.45827918,0.40218467,0.42748486,0.52840537,0.3253041,0.28840298,0.39312764,0.48075118,0.39389388,0.39906328,0.50864894,0.29334023,0.20647097,0.35532926,0.42371696,0.5065643,0.36999842,0.395523,0.30885033,0.22928655,0.43818912,0.59370389,0.39308706,0.61364408,0.39740926,0.29189755,0.22366241,0.24358437,0.28734425,0.15914875,0.18056063,0.43274869,0.46359577,0.23800589,0.43127757
122,42,1,0.27334736,0.48869557,0.52724892,0.2610561,0.26512296,0.54851398,0.19154502,0.3479453,0.47437997,0.37916949,0.45788119,0.45615964,0.49827206,0.41438187,0.63550026,0.39558214,0.33180272,0.48142390000000007,0.58918869,0.45105643,0.50857,0.59324472,0.41385571,0.25444997,0.40011847,0.49503863,0.60583493,0.47484629,0.47104051,0.35644561,0.26110767,0.48960475,0.6911102,0.47531811,0.67297618,0.44719185,0.31318903,0.23286592,0.27248884,0.36252511,0.25390522,0.21302311,0.47871696,0.5049435,0.24038896,0.454942
123,42,2,0.31161153,0.63327324,0.57317368,0.28088827,0.27534937,0.5118088,0.20725972,0.3634113,0.44489623,0.54423381,0.42350518,0.42678611,0.55718201,0.34061775,0.68412261,0.39681861,0.32052964,0.52840628,0.60398299,0.47371778,0.53965122,0.65663693,0.46779231,0.30729626,0.44204855,0.51932493,0.64866603,0.52624941,0.48657589,0.29606212,0.52674314,0.46804336,0.70118717,0.48956395,0.72345637,0.47840105,0.35631313,0.25016164,0.31210272,0.44733007,0.32143484,0.33238307,0.45278812,0.50790505,0.22978155,0.45643686
124,43,0,0.28482183,0.66186784,0.55179055,0.24840128,0.29757339,0.34174089,0.1643186,0.36340409999999995,0.3782013,0.56520725,0.39439403,0.36457979,0.48335236,0.28153466,0.68470811,0.28012298,0.30483479,0.56371681,0.51717506,0.47050836,0.42482312,0.67003824,0.47035086,0.30367626,0.41296746,0.58015453,0.7052975,0.51225761,0.41427687,0.19112590000000002,0.64910772,0.42500234,0.61872349,0.42973897,0.74627734,0.43778028,0.33172439,0.23465409,0.30488116,0.40447461,0.37607869,0.28279997,0.34674021,0.54229315,0.23074711,0.46455645
125,43,1,0.34292726,0.67866222,0.57263443,0.2582634,0.37449355,0.38945233,0.21617517,0.39157251,0.34083595,0.59806665,0.48592392,0.32814781,0.41928903,0.32151672,0.72066471,0.32103328,0.33758503,0.61570597,0.50408378,0.50338429,0.42276034,0.70566278,0.49063117,0.30299165,0.39625693,0.64666938,0.75713052,0.53224026,0.40099718,0.23602726,0.67880405,0.429943,0.61646349,0.44986924,0.76498763,0.46529977,0.35217172,0.22741049,0.32223841,0.37986949,0.4568963,0.28580164,0.45549441,0.61477128,0.25813189,0.5367586999999999
126,43,2,0.45148849,0.70075723,0.64319988,0.32241440000000005,0.46249594,0.52194197,0.35923386,0.43299748,0.35789027,0.63413075,0.59261119,0.34536402,0.48734871,0.35209034,0.76282073,0.41430958,0.40163589,0.64782747,0.54241922,0.53298908,0.49705032,0.7249909000000001,0.5501458,0.33960424,0.43794781,0.69055714,0.75654511,0.56344001,0.43487381,0.31197211,0.67119026,0.49591198,0.70153282,0.54853392,0.76491488,0.54131898,0.38834776,0.24744403,0.38483745,0.44802594,0.55512652,0.35826253,0.59705916,0.69035903,0.29117989,0.62991341
127,44,0,0.5480334,0.72001262,0.7023199,0.38661936,0.51315134,0.60033513,0.4971882,0.46252609,0.39182549,0.65326864,0.64922443,0.38109616,0.61695973,0.3673622,0.80515757,0.49626387,0.46175899,0.65853464,0.57804372,0.52425577,0.57088191,0.73973052,0.59987772,0.37712651,0.49855904,0.69610411,0.74474088,0.59453729,0.46909429,0.35557404,0.66172993,0.55835358,0.78072613,0.64185485,0.72851288,0.61954066,0.40869408,0.27171058,0.44954922,0.53112404,0.62465994,0.43051695,0.74024769,0.72162612,0.29436417,0.71213854
128,44,1,0.59460062,0.74087262,0.7339599,0.47531097,0.53703282,0.67907223,0.59554227,0.47401223,0.43745785,0.64073573,0.67503379,0.42256704,0.63306691,0.37113903,0.85414155,0.54532816,0.49964367,0.61512397,0.59162158,0.48287284,0.62626806,0.74818827,0.64934625,0.42476789,0.57052706,0.6699878,0.7321880999999999,0.59242472,0.49771679999999996,0.41638539,0.67180998,0.58069753,0.86509087,0.7021702,0.68572052,0.68161847,0.40207792,0.30504929999999997,0.50648393,0.61260717,0.61431183,0.49341698,0.84626983,0.71544104,0.27985345,0.73908675
129,44,2,0.61950979,0.73387722,0.66886404,0.49133859999999996,0.4686762,0.70791957,0.64182424,0.43804966,0.45767252,0.53058,0.65289309,0.43946332,0.55661871,0.35047491,0.8124591,0.54848282,0.48798996,0.50236785,0.56065433,0.41715185,0.59792725,0.72568281,0.65755808,0.43823502,0.62306211,0.58392029,0.66754319,0.48729308,0.49508975,0.42776325,0.64690705,0.51859466,0.8597732,0.67419404,0.63151768,0.69189287,0.33580087,0.33113432,0.52442401,0.62022242,0.48756033,0.48868419,0.83532869,0.61752779,0.26781483,0.66891848
130,45,0,0.53152292,0.61882268,0.41481962,0.45767788,0.31843246,0.56385043,0.47431175,0.29422814,0.41986395,0.32857895,0.49575208,0.40267141,0.30766537,0.29027747,0.62114689,0.42434167,0.3951976,0.22569561,0.44614618,0.27259448,0.40316891,0.6324472,0.52417458,0.37262496,0.54921459,0.45078487,0.51643954,0.26039729,0.36540128,0.33896679999999996,0.58656582,0.40562512,0.69103043,0.52456873,0.56392783,0.57440142,0.24100289,0.28725855,0.41343229,0.4946365,0.26899956,0.40604304,0.58792221,0.41596045,0.24223105,0.49283614
131,45,1,0.44865175,0.48285405,0.25450664,0.42072529,0.26387715,0.42935885,0.28300186,0.23042821,0.36324745,0.26543293,0.31912853,0.35300234,0.23238943,0.28743549,0.48672292,0.32507018,0.29955458,0.1808419,0.38081722,0.19932314,0.19689088,0.53791879,0.37435801,0.21823127,0.41238652,0.37399756,0.36102687,0.17814914,0.25416409,0.23781,0.56741751,0.32998505,0.48507731,0.35520294,0.49014163,0.48855057,0.23349928,0.19143498,0.31634642,0.37358035,0.18783092,0.31811324,0.4335348,0.28002551,0.22830925,0.35414148
132,45,2,0.30930069,0.26284143,0.13943609,0.38987075,0.29522262,0.40543258,0.20406584,0.21991364,0.31202667,0.25277966,0.24515672,0.30567275,0.29329375,0.3129908,0.33027381,0.24169229,0.22983479,0.20437694,0.35504014,0.17008867,0.13533632,0.38884741,0.22065657,0.13516834,0.25057809,0.33864986,0.25579655,0.17695097,0.20551544,0.19674352,0.52669255,0.22466595,0.29594129,0.26282503,0.44166222,0.23205386,0.26626263,0.18490867,0.22827611,0.22541129,0.13353810000000002,0.19602954,0.36016856,0.23209404,0.20740944,0.23702009
133,46,0,0.26361,0.19077797,0.12578962,0.38759073,0.37488354,0.46960931,0.25162144,0.30673624,0.34382287,0.30829008,0.31421124,0.33654596,0.39730532,0.33945853,0.33884966,0.20125652,0.23177033,0.24675915,0.398056,0.17798877,0.19640259,0.33441369,0.22845452,0.12000375,0.29286129,0.32751525,0.21638196,0.26547375,0.27310364,0.3008161,0.50024663,0.26907354,0.38180827,0.34348438,0.41080177,0.19890331,0.36547619,0.23389639,0.23227393,0.21346323,0.16121837,0.160081,0.36568424,0.25472708,0.18062727,0.17344388
134,46,1,0.38184484,0.26381502,0.18782603,0.40680229999999995,0.46846496,0.51345798,0.33942392,0.44893847,0.47382113,0.41797939,0.35748214,0.45691948,0.50934003,0.38641837,0.41635096,0.28111883,0.26995465,0.30132345,0.51175319,0.22808443,0.35595416,0.27819556,0.29809049,0.17202476,0.42629487,0.36017893,0.2593762,0.38410847,0.38340554,0.44860154,0.52680638,0.3681438,0.53410617,0.44901423,0.39130329,0.30555272,0.51451659,0.30567566,0.28460978,0.29087615,0.24352786,0.36564758,0.40540227,0.30359258,0.23736903,0.27865545
135,46,2,0.47958501,0.32250969,0.2789052,0.42253312,0.53970317,0.51712673,0.41359851,0.54146096,0.58063708,0.47880839999999997,0.36684688,0.54923917,0.58892441,0.40468925,0.41809024,0.34988638,0.31378361,0.32734593,0.55562635,0.25802868,0.40219233,0.27170429999999995,0.31536074,0.18470412,0.49714657,0.40551444,0.28770633,0.40234116,0.44501066,0.4767768,0.54341255,0.41086946,0.58732269,0.45424483,0.41043799,0.3644063,0.58911255,0.31851612,0.31022676,0.33556976,0.29946614,0.42356071,0.44978543,0.32294514,0.2646511,0.32314164
136,47,0,0.57608211,0.3142973,0.33324896,0.46273711,0.60329325,0.48946115,0.48501029,0.62829075,0.68016881,0.50592041,0.30878548,0.63805963,0.60589937,0.40843617,0.34753745,0.387896,0.360115,0.34442318,0.54777159,0.27008456,0.40207275,0.28229243,0.30707365,0.19459814,0.50969939,0.44976007,0.28780229999999996,0.37035315,0.48292415,0.4334918,0.52046998,0.41283171,0.59488707,0.42445808,0.42019935,0.38599957,0.59857143,0.29743191,0.29872507,0.35248086,0.33244113,0.44708171,0.46500509,0.31427693,0.26332259999999996,0.34740239
137,47,1,0.60460891,0.25982151,0.36502102,0.51782197,0.62701766,0.43584090000000003,0.55469776,0.64580784,0.76114312,0.50240728,0.26363519,0.67985043,0.59716069,0.41821853,0.31469778,0.37799759,0.4047781,0.34211911,0.50337709,0.26899418,0.33391131,0.30341406,0.29477001,0.21273563,0.44732256,0.48122814,0.24285988,0.31995113,0.48469156,0.29903336,0.4943276,0.40050925,0.58535515,0.41789468,0.40687297,0.34668438,0.52236652,0.26576012,0.26603224,0.33952182,0.35424163,0.43611530000000004,0.48481256,0.28474121,0.25115387,0.3424032
138,47,2,0.56406579,0.24278374,0.38762573,0.61676695,0.60231828,0.39108387,0.61203096,0.6284131,0.82712505,0.44630257,0.31809873,0.777289,0.618642,0.43423828,0.45095574,0.32511696,0.44808066,0.32194052,0.46708064,0.28591561,0.2240558,0.31779862,0.29333082,0.29673638,0.40622401,0.53228142,0.24276392,0.26749961,0.47037343,0.25578797,0.48323574,0.36379882,0.60771593,0.45830609,0.35714459,0.26564717,0.44380231,0.25154570000000004,0.24358437,0.36503289,0.37478426,0.39831653,0.50197817,0.27009295,0.26287749,0.30406796
139,48,0,0.49367311,0.39379789,0.39720027,0.67160897,0.57155238,0.40904842,0.61166846,0.56783735,0.87761355,0.42025878,0.39891227,0.82035952,0.65612392,0.42797846,0.55178233,0.30437776,0.43185131,0.28350474,0.47264154,0.31680622,0.25674141,0.32304261,0.29071583,0.39739285,0.49813758,0.56688085,0.33257198,0.27457828,0.44607661,0.33413359,0.46490951,0.37797842,0.67673921,0.49396469,0.36923413,0.25331789,0.40761183,0.25531399,0.26251707,0.41644893,0.37365804,0.44022076,0.40911375,0.27332787,0.33095939,0.33390786
140,48,1,0.44670746,0.52910845,0.44068188,0.64979358,0.51441881,0.42582238,0.57525228,0.51036344,0.89933132,0.40847062,0.43070091,0.84415429,0.65326939,0.4030439,0.55141209,0.30120305,0.35684321,0.2737782,0.47386957,0.32566297,0.29405082,0.31065186,0.27255197,0.41338273,0.55308752,0.54439203,0.36140115,0.28269746,0.40818376,0.36787101,0.44348464,0.39440058,0.74063094,0.5076573,0.36619052,0.25981177,0.39228716,0.26078962,0.2667972,0.40228195,0.35063624,0.50979115,0.31382657,0.27025241,0.35198932,0.39121059
141,48,2,0.38390068,0.51808348,0.50364273,0.56017107,0.42489979,0.38763559,0.48391300000000004,0.42574307,0.85685931,0.36565109,0.40092682,0.80934194,0.60263378,0.35038516,0.4862838,0.27437508,0.28278264,0.26607670000000005,0.45646859999999995,0.31471804,0.31753861,0.28495084,0.22202991,0.38038076,0.55074098,0.49521757,0.36377159,0.27577645,0.34118699,0.3679344,0.42834558,0.40307886,0.7867085,0.46167579999999997,0.35836931,0.25757524,0.37,0.26274954,0.26086877,0.38420229999999994,0.30783238,0.51941555,0.29690581,0.24547795,0.33901938,0.42712792
142,49,0,0.30692612,0.34682232,0.50281734,0.3605947,0.28765573,0.25697151,0.31942784,0.23748111,0.62019926,0.30309185,0.23799318,0.62314291,0.34883916,0.26853638,0.35239366,0.20485229,0.22263524,0.23930479,0.36019556,0.24710433,0.27476831,0.21726147,0.13911203,0.25460002,0.39863764,0.33577064,0.30047025,0.20528141,0.22870504,0.30591078,0.35149936,0.38373668,0.74741096,0.29428406,0.27611922,0.22008787,0.33007937,0.23724036,0.24052454,0.36060817,0.23903759,0.4338442,0.29123549,0.16881948,0.29292611,0.40760497
143,49,1,0.27372984,0.26840349999999996,0.45687056,0.23803999,0.1831925,0.22784196,0.24786911,0.15546599,0.47981423,0.25375762,0.17460256,0.49391134,0.19801325,0.25262134,0.26951955,0.13786927,0.19748137,0.21804991,0.30557132,0.17216656,0.20318884,0.2295976,0.12388298,0.16755135,0.27558122,0.23807239,0.26538388,0.17308844,0.17377072,0.22544172,0.26029823,0.25085264,0.72789514,0.23667203,0.21681137,0.16567329,0.30404040000000004,0.22000525,0.20020945,0.28475769,0.18783823,0.26686254,0.27466268,0.140924,0.22506334,0.37925176
144,49,2,0.26440683,0.27462364,0.42713446,0.17626346,0.16621168,0.23793103,0.18390320000000002,0.12696653,0.38668028,0.20786880000000002,0.11598121,0.38099618,0.21700540000000001,0.30021689,0.23848803,0.16082075,0.19652575,0.20669696,0.33958548,0.12711132,0.11313403,0.25479789,0.14071113,0.1740317,0.24811765,0.25216755,0.28703455,0.17378212,0.19792311,0.17846446,0.20572426,0.19631845,0.72953032,0.26800533,0.24894505,0.19050214,0.31195527,0.22559201,0.20331482,0.21586597,0.17098142,0.12639562,0.28114489,0.16621104,0.17232076,0.37290475
145,50,0,0.28486964,0.31447759999999997,0.39085026,0.15794231,0.37231611,0.31333451,0.15991966,0.20762145,0.37937679,0.1544121,0.21270516,0.37393773,0.37759001,0.35509685,0.26806441,0.28543644,0.22662779,0.28070637,0.49552232,0.19253399999999998,0.15824614,0.49939913,0.22754209,0.35214292,0.34184237,0.35267995,0.35819578,0.28571654,0.35242418,0.26353696,0.32563522,0.33686459999999996,0.73426304,0.41155761,0.37258088,0.31502106,0.42417027,0.28347006,0.30379747,0.19602694,0.30387597,0.20206464,0.39055634,0.32692045,0.16992399,0.39885640000000006
146,50,1,0.39048257,0.38706391,0.38591993,0.22753029,0.66856245,0.42209189999999996,0.2318311,0.33260885,0.46295261,0.23875724,0.35474029999999995,0.4572594,0.56099566,0.42172612,0.42359222,0.50961101,0.34054908,0.42908395,0.65114636,0.28516469,0.25486796,0.78283867,0.36373812,0.56612586,0.49076764,0.49553477,0.50553743,0.5086158,0.5057974000000001,0.43382458,0.61043166,0.5977037,0.70904402,0.62363577,0.60627152,0.43971027,0.65997114,0.42599814,0.4493853,0.34901461,0.42989615,0.34215834,0.55707051,0.57907326,0.27975758,0.55726189
147,50,2,0.42618091,0.38587397,0.36257786,0.26498206,0.77830138,0.47585325,0.27591849,0.4036344,0.55564334,0.28957346,0.40075304,0.53696187,0.5886656,0.43213671,0.53404512,0.56143564,0.3861678,0.49960137,0.71123881,0.30152036,0.34358744,0.86460306,0.37722698,0.67158398,0.5411498,0.53999187,0.55285029,0.59586158,0.57620521,0.49809841,0.71191521,0.6721524,0.69033913,0.69422371,0.71096668,0.46838777,0.73968254,0.47928958,0.48862581,0.420808,0.48546877,0.39595807,0.60668583,0.65716694,0.30942272,0.67591897
148,51,0,0.44589469,0.35260074,0.33889464,0.33219557,0.86047015,0.52713643,0.35299304,0.48267722,0.63761972,0.36609494,0.45783613,0.61356502,0.63102687,0.41568319,0.67524539,0.60970458,0.43952867,0.60655346,0.74963217,0.3075483,0.51575486,0.91196286,0.34384348,0.73302073,0.62825639,0.56279789,0.61491363,0.66536339,0.67947184,0.57241898,0.70583176,0.74981312,0.64882147,0.76452246,0.74946646,0.47155524,0.81183261,0.5290653000000001,0.51215736,0.45367173,0.52373848,0.48054475,0.63914842,0.74443002,0.33200027,0.81516909
149,51,1,0.43518519,0.33069503,0.35013096,0.4341626,0.88906944,0.53684628,0.41464681,0.51599856,0.6919045,0.4020838,0.49786317,0.66577353,0.65501256,0.40025428,0.78836749,0.64748697,0.46196955,0.65759388,0.75649061,0.32335878,0.58838067,0.89403678,0.34481234,0.75332458,0.67353541,0.56474176,0.64128599,0.69331547,0.7240905,0.63178829,0.63925532,0.76611848,0.61321971,0.80790122,0.78030266,0.45838584,0.85678211,0.55175584,0.5227666,0.46164148,0.54361562,0.51766855,0.64368468,0.78338573,0.338136,0.88196373
150,51,2,0.40256263,0.29925178,0.41874849,0.55087558,0.89074856,0.51647412,0.47884785,0.51989205,0.72840267,0.44151057,0.51885177,0.70218552,0.6552256999999999,0.39036721,0.8785948,0.71213741,0.47289440000000005,0.67322012,0.76107835,0.40823338,0.6335426,0.84608521,0.42295174,0.77568227,0.6848694000000001,0.56749898,0.67628599,0.70469021,0.70861701,0.71538705,0.5411107,0.78117408,0.58898446,0.83117487,0.83568172,0.42697229,0.89588745,0.57089024,0.54243694,0.47637304,0.56007752,0.5939649,0.6120081999999999,0.78696237,0.33115113,0.90622447
151,52,0,0.35457704,0.3016587,0.54714635,0.61103316,0.88695699,0.44290502,0.56039973,0.4936308,0.73189062,0.47670955,0.53911952,0.70388515,0.57785644,0.36697329999999995,0.91579129,0.76159604,0.49395854,0.63898589,0.81463675,0.48447754,0.60906826,0.79679534,0.53922491,0.82932571,0.68785383,0.58695405,0.73139155,0.71085449,0.60374802,0.83551224,0.48356457,0.7700313,0.61910903,0.84591108,0.86872484,0.41314442,0.94689755,0.5993797,0.60359712,0.57027691,0.58416703,0.64759787,0.60615745,0.66622243,0.30614942,0.89331809
152,52,1,0.35181998,0.3381592,0.65017718,0.65080543,0.84021233,0.42128936,0.63169394,0.44359842,0.7098838000000001,0.48075679,0.56086117,0.68232989,0.5826825,0.34397577,0.93903909,0.79347681,0.53012634,0.5688671,0.88164556,0.59884379,0.524285,0.75696468,0.64994826,0.85776048,0.71012314,0.60435136,0.80180422,0.7204635,0.56314559,0.91799382,0.55789394,0.74199916,0.6778958,0.86646884,0.8702042,0.43359104,0.97409812,0.67208842,0.65525908,0.62165356,0.67260494,0.66108949,0.64644252,0.57610033,0.29602137,0.84463323
153,52,2,0.3554695,0.41749752,0.73064733,0.66283964,0.77505146,0.39812153,0.66082101,0.37696294,0.65492456,0.47672459,0.58374847,0.62578233,0.59735099,0.34989904,0.93602549,0.83050394,0.56932297,0.45800048,0.92502056,0.64371387,0.43241654,0.71778041,0.72135265,0.85968302,0.74207475,0.60139081,0.8290595,0.72254454,0.40724159,0.92235164,0.60925544,0.71291581,0.71195544,0.88195946,0.84651016,0.46884189,0.97936508,0.69490019,0.65823695,0.70490921,0.71377066,0.64423886,0.69805534,0.50075178,0.3113059,0.80432936
154,53,0,0.36036208,0.48562156,0.7504126999999999,0.61831845,0.73540245,0.37180527,0.64640933,0.31538683,0.58262193,0.46733619,0.54421059,0.55933695,0.5940778,0.36219429999999997,0.86912347,0.83103863,0.59379657,0.36305509,0.93044244,0.63457938,0.32544096,0.6886015999999999,0.74485937,0.84608459,0.73111665,0.57739732,0.82423225,0.69184928,0.294684,0.8716424999999999,0.61765338,0.64436554,0.68100663,0.84695468,0.80271135,0.46531113,0.95649351,0.66644104,0.61708405,0.75686357,0.68561504,0.61248313,0.70156063,0.37768817,0.31182634,0.76405816
155,53,1,0.3640116,0.52721536,0.6824995,0.53032838,0.63936735,0.35656583,0.58728324,0.29738755,0.50239917,0.37658166,0.44592264,0.48149407,0.57339575,0.40113679,0.71360427,0.68533619,0.60099611,0.31226979,0.84044858,0.54816179,0.22579970000000002,0.67909687,0.66910921,0.81031605,0.70244564,0.49791785,0.75453935,0.58414788,0.25903308,0.66575549,0.45737159999999993,0.49365773,0.55113599,0.74375094,0.66724063,0.43548698,0.90238095,0.54174412,0.53197341,0.76190539,0.53957876,0.51802589,0.6601415,0.23241298,0.28022324,0.66622284
156,53,2,0.36487219,0.52910845,0.61587392,0.47896711,0.59348933,0.38290855,0.55276771,0.37715725,0.48892914,0.26284511,0.37296775,0.46757713,0.58174621,0.45490988,0.57083692,0.56640155,0.53942339,0.35269872,0.7424029999999999,0.41631864,0.13628301,0.71060634,0.56573229,0.79380099,0.72342776,0.44789752,0.65899232,0.53484156,0.35609655,0.54419618,0.35485095,0.37960194,0.46630595,0.63077755,0.38026871,0.44463744,0.85743146,0.42069425,0.446371,0.70719378,0.46854615,0.37344556,0.62907071,0.24968106,0.2628364,0.55440288
157,54,0,0.37674508,0.52790048,0.56176127,0.41727153,0.58455205,0.47156716,0.53584795,0.44393667,0.54679822,0.25247875,0.33935766,0.52256504,0.5916267,0.46380226,0.53342518,0.55002673,0.50397635,0.46322251,0.61457187,0.35426996,0.13861485,0.73414057,0.50486314,0.77732345,0.72613881,0.45437983,0.62817658,0.53215356,0.47179699,0.55118453,0.40134316,0.43070221,0.43703221,0.62112106,0.29770335,0.46632154,0.85180375,0.38482987,0.41268555,0.65405774,0.45604066,0.33862463,0.62104205,0.41405823,0.27336164,0.55471328
158,54,1,0.44073118,0.57511043,0.45967689,0.35479345,0.60280576,0.56811006,0.5307534,0.57365959,0.65230378,0.37947040000000004,0.34709403,0.61852392,0.60413336,0.46721262,0.55294472,0.58339794,0.41620505,0.65207686,0.58019857,0.35768511,0.25128052,0.79191551,0.43691092,0.79274125,0.71954345,0.52442456,0.65793666,0.59257449,0.59449144,0.66811663,0.55569327,0.61166137,0.50581619,0.6814866999999999,0.34634040000000005,0.48420240000000003,0.86349206,0.41680474,0.47624989,0.58626892,0.46277607,0.40306519,0.64358158,0.60433753,0.33362323,0.66053749
159,54,2,0.49544209,0.62906337,0.42845509,0.33094088,0.62755931,0.58996384,0.57058881,0.65361641,0.72535795,0.45230572,0.37878612,0.70418508,0.63302885,0.47620971,0.60538144,0.62653389,0.43029639999999997,0.73231284,0.59702029,0.38321641,0.33764823,0.81064275,0.41885053,0.83670637,0.73076354,0.58867019,0.6928215,0.6587970999999999,0.65485868,0.75131923,0.72065463,0.69960054,0.57658101,0.73933763,0.42563176,0.49782591,0.89083694,0.47572335,0.5725617,0.56008823,0.50169665,0.45930279,0.71612305,0.68374112,0.36914333,0.75397811
160,55,0,0.57726143,0.7088344,0.44501794,0.36497936,0.66374174,0.60919834,0.63376114,0.72810363,0.80727651,0.56447002,0.42009397,0.777269,0.67188095,0.47715952,0.68657655,0.68353161,0.51495789,0.80347604,0.65023112,0.42142078,0.45654209999999995,0.84855244,0.43018531,0.89848073,0.75777147,0.66230175,0.75471209,0.729032,0.70621003,0.83147136,0.85738677,0.80015418,0.65506973,0.80964895,0.48057428,0.51476448,0.92272727,0.56877879,0.70240415,0.56833371,0.57866754,0.55830223,0.80567548,0.73587571,0.44016298,0.85680444
161,55,1,0.6235896,0.73966465,0.48891775,0.41849923,0.6814538,0.61538936,0.70807289,0.7581864,0.84159713,0.62736779,0.45749501,0.80904201,0.68613078,0.45751253,0.74162218,0.71755113,0.59304341,0.82476282,0.67513931,0.4533812,0.49947185,0.85687363,0.44627034,0.95639126,0.77238606,0.70213095,0.78117083,0.76072836,0.72257754,0.85635053,0.92306525,0.81199776,0.67739062,0.83323694,0.49342775,0.5078619000000001,0.95353535,0.61266467,0.76997541,0.60707955,0.63888401,0.6445168000000001,0.86831965,0.71981502,0.47856605,0.89021402
