,measure_number,beat_number,pid1263-14,pid52932-07,pid9048-14,pid9050-14,pid9054-14,pid9055-14,pid9058-14,pid9059-14,pid9062-14,pid9063-14,pid9064-09,pid9065-09,pid9066-14,pid9067-14,pid9068-09,pid9072-14,pid9074f-14,pid9075-14,pid9078-06,pid9081-02,pid9088-09,pid9090-07,pid9093-14,pid9094-14,pid9098-01,pid9099-14,pid9100b-10,pid9101-14,pid9103-08,pid9104-14,pid9105-14,pid9115-08,pid9118-14,pid9126-02,pid9128-10,pid9130-06,pid9138-14,pid9139-14,pid9153-14,pid9166e-07,pid9170-14,pid9173-19,pid9174-14,pid9185-01,pid9186c-14,pid9192-14
162,55,2,0.64990119,0.74884161,0.56818832,0.5400286,0.64727548,0.61340506,0.77290095,0.72875135,0.82756827,0.66808094,0.52093712,0.78964628,0.67904392,0.41899634,0.77305838,0.74575591,0.6787171999999999,0.77967791,0.68670135,0.47753409999999996,0.55780767,0.84176074,0.44674066,1.0,0.76834228,0.72875966,0.80646833,0.75584108,0.68298604,0.85009112,0.91497085,0.83730845,0.6792518,0.79980385,0.49524664,0.48063758,0.96565657,0.64019437,0.81912394,0.66545435,0.71350739,0.7533470999999999,0.90990631,0.64471706,0.53040471,0.89217448
163,56,0,0.65788551,0.73205625,0.65402901,0.64308842,0.56510671,0.624817,0.81136475,0.6831881999999999,0.72977087,0.66395847,0.56510266,0.6927276,0.68535434,0.38510957,0.78748924,0.70685737,0.72761581,0.63751893,0.69154396,0.51799124,0.61338316,0.83819192,0.44104976,0.99184095,0.74771327,0.69996747,0.81912668,0.71790951,0.59079843,0.79748039,0.83730254,0.82694823,0.71369697,0.66486446,0.50122472,0.48452028,0.94704185,0.63299119,0.81641927,0.74881504,0.82053532,0.81839117,0.92144026,0.52365819,0.52348832,0.8698742
164,56,1,0.64360617,0.70612098,0.70574252,0.72392812,0.51908244,0.64554193,0.81524444,0.6436416,0.65706357,0.65078613,0.59364742,0.61790406,0.72578214,0.34570339,0.79287928,0.63585751,0.73061224,0.50341226,0.69730181,0.55469377,0.65479821,0.87181355,0.45749224,0.96689487,0.73487567,0.65414396,0.8231381999999999,0.68608703,0.54317447,0.74508359,0.71822631,0.79450103,0.73301339,0.55434291,0.52402144,0.51183543,0.92698413,0.59576295,0.77158729,0.8128225,0.89447126,0.83943461,0.91067954,0.47684299,0.50099979,0.84545009
165,56,2,0.59458469,0.66335527,0.77022209,0.76077278,0.46182429,0.69496428,0.76477907,0.57478949,0.54018846,0.64508388,0.58986934,0.51472676,0.75556824,0.32377533,0.79343034,0.5147106,0.7005264,0.40052619,0.71657958,0.61507602,0.69029397,0.91396577,0.49089455,0.94935759,0.72329107,0.61494917,0.8165739000000001,0.67330128,0.44877931,0.71623485,0.6039182,0.76672585,0.74467237,0.46869185,0.54048843,0.56245814,0.90505051,0.5687989999999999,0.66778982,0.84769508,0.94229925,0.83411419,0.86112865,0.42137097,0.4455112,0.82600882
166,57,0,0.5413559,0.6242946,0.78051196,0.72842071,0.40632109,0.75965253,0.58669541,0.51781936,0.48881352,0.62397502,0.55096222,0.46393793,0.76417751,0.36547005,0.77409161,0.45762599,0.63955296,0.3362513,0.74481273,0.64806509,0.71101146,0.94628551,0.51286803,0.93097627,0.72607046,0.59148434,0.8034357,0.67282831,0.43220549,0.67019254,0.59703796,0.758141,0.77181904,0.41999447,0.55112286,0.6105832,0.88405483,0.54858361,0.56092341,0.83581266,0.9298668999999999,0.79838005,0.79183474,0.42337571,0.38120934,0.7921173
167,57,1,0.49729075,0.62128369,0.76457641,0.66377054,0.40843896,0.80111121,0.4541981,0.46007917,0.48035379999999994,0.56982622,0.48593036,0.46087861,0.75443404,0.43625009,0.72136215,0.44633739,0.59351312,0.33256797,0.78547679,0.67027383,0.70321873,0.98789148,0.54863136,0.918175,0.74983198,0.61172834,0.79912668,0.68562195,0.46780827,0.65017827,0.63460103,0.74085451,0.82970181,0.39247096,0.55297812,0.63862493,0.86378066,0.54338075,0.5340224,0.76501713,0.86156209,0.75260859,0.68165006,0.46359577,0.35319455,0.75778468
168,57,2,0.41612482,0.66670874,0.74277508,0.619789,0.51776081,0.84467766,0.42607034,0.36696653,0.54735706,0.50597307,0.4156787,0.52528444,0.71904544,0.51691721,0.64019287,0.53861115,0.58888889,0.44105876,0.82877069,0.68789475,0.67639263,0.99972688,0.60112877,0.90004689,0.76956111,0.64483123,0.79303263,0.70159231,0.564074,0.66153237,0.74798589,0.72071809,0.8973291999999999,0.42526279,0.58462676,0.66150108,0.86443001,0.55600905,0.5621345999999999,0.66983969,0.78791868,0.66097038,0.57271544,0.56662338,0.38657125,0.74073681
169,58,0,0.39588513,0.70207338,0.7179253000000001,0.58788214,0.61650959,0.86399153,0.48316841,0.31674703,0.61856127,0.48308884,0.38822166,0.59786847,0.70462054,0.55153691,0.56528328,0.65443123,0.5930839,0.57136251,0.88281567,0.70919826,0.65247633,1.0,0.64826451,0.88258464,0.81113807,0.70262708,0.79069098,0.7272584,0.65492057,0.71888915,0.8380108000000001,0.71898944,0.91727044,0.53558316,0.64109715,0.67971118,0.87806638,0.57739635,0.63681814,0.6098368000000001,0.72463069,0.61602478,0.49116590000000004,0.6410493,0.48377731,0.73035452
170,58,1,0.39351055,0.74519968,0.68626329,0.49681606,0.74997292,0.88438134,0.56611149,0.37115509,0.74013836,0.47693523,0.372691,0.71166343,0.72036234,0.5552913,0.52949888,0.75985831,0.5558633000000001,0.74473411,0.94030145,0.73821672,0.67070254,0.96631464,0.68909792,0.87792366,0.85436672,0.77230582,0.75541267,0.76139051,0.69032391,0.81158387,0.89720111,0.7817464,0.90367052,0.67049741,0.73313285,0.6770546,0.89733045,0.64140669,0.71976141,0.59220356,0.66458973,0.64134837,0.47754423,0.65367004,0.6189960999999999,0.73215978
171,58,2,0.40382164,0.75557559,0.67303502,0.45059497,0.82298776,0.88261751,0.65388459,0.40003598,0.80725724,0.49507259,0.38265431,0.76887085,0.78389282,0.54745344,0.5641295000000001,0.81466381,0.53053126,0.81344176,0.95646281,0.75217561,0.7025710000000001,0.92134013,0.70806133,0.87974304,0.87022292,0.79095567,0.73223608,0.78776604,0.6943814,0.83487838,0.91693121,0.8245655000000001,0.89145318,0.72403561,0.77397293,0.67142354,0.90728716,0.6842318000000001,0.75588744,0.59657577,0.62237092,0.6758199,0.48361406,0.64122016,0.68999521,0.74504166
172,59,0,0.41003697,0.75856847,0.67617151,0.44277003,0.90212328,0.85516359,0.75372783,0.42834113,0.86410499,0.54711502,0.40783291,0.8236388000000001,0.7972901,0.53585371,0.67645945,0.87855902,0.49509232,0.90767759,0.95459759,0.77522785,0.76585949,0.84072287,0.7362901,0.88465723,0.89702582,0.82651484,0.70209213,0.81499291,0.69451895,0.86173837,0.91653914,0.8905228000000001,0.85839061,0.79918775,0.80506378,0.67150301,0.93210678,0.75914289,0.80717603,0.64876646,0.60823461,0.7759549,0.48479967,0.65146027,0.79894542,0.79834994
173,59,1,0.39626761,0.74459569,0.70205577,0.49873182,0.94101397,0.79987653,0.83073381,0.44237496,0.87591775,0.57838712,0.43671236,0.83243686,0.77262693,0.53126916,0.77586533,0.91692287,0.47130709,0.92394164,0.94078803,0.78128665,0.80532138,0.79256191,0.76583576,0.90070337,0.90463498,0.83863359,0.69559501,0.82350623,0.68592944,0.87710958,0.90773648,0.90069613,0.83741242,0.85129256,0.83115875,0.67547654,0.94660895,0.80183666,0.838685,0.70087838,0.62585198,0.80417692,0.46626803,0.68975533,0.8572896000000001,0.83630126
174,59,2,0.37908778,0.71271973,0.75993221,0.57474164,0.95119705,0.63480907,0.8443911000000001,0.44342569,0.82751045,0.61577522,0.44987449,0.78320769,0.74523864,0.53690076,0.85394352,0.95515305,0.43689666,0.88551383,0.89635877,0.76227704,0.83750872,0.72465404,0.8019001,0.92340805,0.89963435,0.83538024,0.71823417,0.8254769000000001,0.6468606,0.90555424,0.87396765,0.91133667,0.82633839,0.89365287,0.86706359,0.66771114,0.9531745999999999,0.85628991,0.88514707,0.78523693,0.6461606,0.87119828,0.40371406,0.74957855,0.91727727,0.86366607
175,60,0,0.37389239,0.71998558,0.87434244,0.62924638,0.93489329,0.41149131,0.81182522,0.41321339,0.73291195,0.62587828,0.42799125,0.69538701,0.69121565,0.53227133,0.91975202,0.97366662,0.37956754,0.80650562,0.86717564,0.74737178,0.86733433,0.67923343,0.82574546,0.94185501,0.91678912,0.81569744,0.73299424,0.81483525,0.55567705,0.93201807,0.77058697,0.8953817,0.83875513,0.94100488,0.86186157,0.63789835,0.95620491,0.90539885,0.95337401,0.82688445,0.67310955,0.9066941999999999,0.33007719,0.76216512,0.96507567,0.87240647
176,60,1,0.39005227,0.75615253,0.96016112,0.68631445,0.87975301,0.38401094,0.78388361,0.39306225,0.66876072,0.61562476,0.41338096,0.6395593,0.61833752,0.50670855,0.95109351,0.98449405,0.37078879,0.72700311,0.89973006,0.74657971,0.8729148000000001,0.65248543,0.86156523,0.95001407,0.94797754,0.80361122,0.73904031,0.79599559,0.50406437,0.95523334,0.64225277,0.84950243,0.92386435,0.98106423,0.82077897,0.62150472,0.94906205,0.94507193,0.99107549,0.91171566,0.72896738,0.9067735999999998,0.3065969,0.74697011,0.97493666,0.86480967
177,60,2,0.42570281,0.81573064,1.0,0.72074418,0.80722565,0.40363348,0.74013912,0.39177402,0.60146841,0.60243737,0.39548175,0.58051229,0.60276319,0.49004562,0.93085931,0.97821147,0.42738095,0.64367376,0.95163178,0.74209476,0.84588939,0.61582302,0.89326498,0.94494983,1.0,0.77812932,0.7478023,0.772379,0.37739495,0.96236431,0.60132546,0.78951364,1.0,1.0,0.77793811,0.59628986,0.91645022,0.93012002,0.98133139,0.96772711,0.75713032,0.86794251,0.34246169,0.63099143,0.94261453,0.86856723
178,61,0,0.46368012,0.83461642,0.96261528,0.66729176,0.72971509,0.48610107,0.6615558000000001,0.36682979,0.5311121,0.57616791,0.36179443,0.51380696,0.59965746,0.49336624,0.82640778,0.90856837,0.46372692,0.56050387,0.9420624,0.70777871,0.73226707,0.54947196,0.88724485,0.91313889,0.96297942,0.70830419,0.6937524,0.68451048,0.25110378,0.91601299,0.54732063,0.70287096,0.97565839,0.91532968,0.70609206,0.54419127,0.87467532,0.83170007,0.94089791,0.97539488,0.65745941,0.78056857,0.35487197,0.47554447,0.87256043,0.85541578
179,61,1,0.51305221,0.68959704,0.82349834,0.62071989,0.64765464,0.43455331,0.58055256,0.34644117,0.46777022,0.48917475,0.33920963,0.45515986,0.59831773,0.4945853,0.70997072,0.75898944,0.49220117,0.47371442,0.79700407,0.62828399,0.56823119,0.46507647,0.83300724,0.89170027,0.84856873,0.62060187,0.54753359,0.60241211,0.24140706,0.78641154,0.49473232,0.57206597,0.87354595,0.78627471,0.60422224,0.49086657,0.84516595,0.66389517,0.88108551,0.9573021,0.52064502,0.68796951,0.35203681,0.32145298,0.75840581,0.78073027
180,61,2,0.58983553,0.55670242,0.74927916,0.58430695,0.58953526,0.30035276,0.52445381,0.36843469,0.40132581,0.39254495,0.35818369,0.39029414,0.59958895,0.46798295,0.58959015,0.62533752,0.51942825,0.40928008,0.50021433,0.49451725,0.42409567,0.36023307,0.78911673,0.84314921,0.75442254,0.54612444,0.43157390000000007,0.53883809,0.31112028,0.65561366,0.49445407,0.44783685,0.76983821,0.64993965,0.40163457,0.46980689,0.7969696999999999,0.50857714,0.78755122,0.88248887,0.44716981,0.57433495,0.36229493,0.26368006,0.67521057,0.66976801
181,62,0,0.62027475,0.50795997,0.60055466,0.49530504,0.57810638,0.29208043,0.47005976,0.51133501,0.38361629,0.26827654,0.38937375,0.36943872,0.61705869,0.38065964,0.54450663,0.57929421,0.48790087,0.36873954,0.33489347,0.34609213,0.32240159,0.30886744,0.77164895,0.81613992,0.70094203,0.47761692,0.33658349,0.53579536,0.45854480000000003,0.58804374,0.52880468,0.36009624,0.6617301,0.5942388000000001,0.28191541,0.49592998,0.78744589,0.42245211,0.7207176,0.79144729,0.41980401,0.53299452,0.39899738,0.24663978,0.62621379,0.5687306
182,62,1,0.69602218,0.54276571,0.53324676,0.38799547,0.60042249,0.37188465,0.46812971,0.66457719,0.44104214,0.30776348,0.46543734,0.42324689,0.64769734,0.29795827,0.54656449,0.60935704,0.45748299,0.39619708,0.40077853,0.35710906,0.37108122,0.31218135,0.75604365,0.79973741,0.67258996,0.51441236,0.3553167,0.62090493,0.55531256,0.63718406,0.59138452,0.44277939,0.68390476,0.59369813,0.3294975,0.52208712,0.7950938,0.47926938,0.71055459,0.72418366,0.42354103,0.60100056,0.45352269,0.28200747,0.62776142,0.61169744
183,62,2,0.73420667,0.57650771,0.51963331,0.33884677,0.63010508,0.41017726,0.51346135,0.77437927,0.53240321,0.35107199,0.53282487,0.52188519,0.68167009,0.28593972,0.57855175,0.64072317,0.47785876,0.41796221,0.46058135,0.38223918,0.44139512,0.33475055,0.76265638,0.80226015,0.70506555,0.58796259,0.39601727,0.70065426,0.59017262,0.6893906999999999,0.64518699,0.50284993,0.74198695,0.6181536999999999,0.39475918,0.53933222,0.81493506,0.55254385,0.7506238000000001,0.6988564,0.46264443,0.63546415,0.54660618,0.30669081,0.64881874,0.69375102
184,63,0,0.78125199,0.63293969,0.53750578,0.31727422,0.65231286,0.47168181,0.60124424,0.87247211,0.67637254,0.42685624,0.60160906,0.65403611,0.72544721,0.29822751,0.65439125,0.69248764,0.53718821,0.40482341,0.53885098,0.42177053,0.56271051,0.38583394,0.78636064,0.83565601,0.75273668,0.67994307,0.44755278,0.79236954,0.61175985,0.77183266,0.66745924,0.55135722,0.81680648,0.64265956,0.43596304,0.55611185,0.83535354,0.64971106,0.81922411,0.68294316,0.53085418,0.70867148,0.65557947,0.32087206,0.69903444,0.7976065999999999
185,63,1,0.81143622,0.66047057,0.57078555,0.33061709,0.65030874,0.49582856,0.67666307,0.90392227,0.76738674,0.46981118,0.63122224,0.73989722,0.7584989000000001,0.3076808,0.71842604,0.71962305,0.58743926,0.37403333,0.58075466,0.44619088,0.63582461,0.41389294,0.80028219,0.86922067,0.77131531,0.72110614,0.48419386,0.82366388,0.5975655,0.80366057,0.63228654,0.56421697,0.84363409,0.64399236,0.43666634,0.55362556,0.8491341999999998,0.6957286,0.85496767,0.68546407,0.59798157,0.74088779,0.73618825,0.31920904,0.74847634,0.85035125
186,63,2,0.84147702,0.65203281,0.62474413,0.39638704,0.59641426,0.52298263,0.73142941,0.8604533999999999,0.83149943,0.51694877,0.63758769,0.79758453,0.77354038,0.29826490000000005,0.75222146,0.7200909000000001,0.62508908,0.33149167,0.63659534,0.45749583,0.72390633,0.43497815,0.79784592,0.92815343,0.76473134,0.74758845,0.51364683,0.82232382,0.51120968,0.79779732,0.53209304,0.59824098,0.84222491,0.60711412,0.44145608,0.51814766,0.85981241,0.72695587,0.88479191,0.6960729,0.67302179,0.78752482,0.78281377,0.30109805,0.79579538,0.87796112
187,64,0,0.86931854,0.59482557,0.6867035,0.47025175,0.48963818,0.53333627,0.75748996,0.77697013,0.85298595,0.52511848,0.60693184,0.81094159,0.77978229,0.27698003,0.72513346,0.66144232,0.63198089,0.28759467,0.6605883,0.43715926,0.77499751,0.42271486,0.77511053,0.94504361,0.75116472,0.73273688,0.50997121,0.79694151,0.43327832,0.69771809,0.49955101,0.625,0.85001529,0.52811447,0.44035262,0.48210211,0.84805195,0.74722177,0.87066752,0.69447107,0.73009361,0.8152148,0.79293014,0.27312284,0.77141683,0.88261722
188,64,1,0.87725505,0.54243216,0.73977065,0.55667683,0.42728307,0.54749096,0.74198099,0.72428931,0.83431291,0.51409765,0.58706314,0.7922657,0.79104818,0.27045845,0.70045635,0.59385777,0.60937804,0.26727258,0.67095705,0.43352809,0.79952167,0.40118354,0.79263475,0.90965957,0.75528825,0.68209841,0.49718809999999997,0.77428662,0.39677464,0.61110847,0.46915907,0.61815548,0.85851026,0.49544837,0.45494009999999996,0.46396013,0.82417027,0.75350562,0.82821237,0.73366333,0.7751938,0.82394981,0.78514633,0.26615181,0.75518729,0.88049338
189,64,2,0.83870402,0.48165509999999995,0.77662712,0.61552575,0.37165529,0.57291648,0.64837856,0.68896725,0.77727246,0.49480178,0.58750724,0.73657795,0.79325569,0.28245457,0.65417599,0.51168961,0.54589407,0.29276090000000005,0.66186267,0.47962228,0.81556552,0.38044428,0.81019659,0.86587264,0.78018886,0.61181781,0.48658349,0.74972411,0.37123994,0.54105063,0.42982534,0.59996963,0.83875513,0.47726701,0.51503614,0.45345867,0.79285714,0.75855694,0.68960022,0.76776125,0.80042416,0.82355277,0.73988685,0.25465874,0.74354585,0.88082013
190,65,0,0.77569006,0.40872622,0.83191733,0.60782224,0.30251327,0.59065173,0.51186441,0.66238215,0.64311179,0.4862484,0.53094548,0.61666433,0.78183756,0.32571236,0.58710177,0.43083812,0.43068513,0.29757634,0.60504883,0.48891106,0.84555057,0.34569374,0.80380961,0.77913345,0.79670574,0.49557544,0.44541267,0.67684061,0.34252115,0.43659773,0.37709790000000004,0.54693048,0.80399091,0.40588694,0.52471262,0.42018324,0.73484848,0.76924553,0.58553866,0.8119821999999999,0.52400907,0.81021202,0.58798665,0.22748086,0.67285489,0.86905734
191,65,1,0.67814114,0.3901199,0.85291528,0.57055935,0.27818221,0.58501632,0.41406878,0.65309824,0.54180718,0.51065975,0.4885306,0.51768611,0.77597625,0.34652606,0.47615809,0.34491378,0.33890509,0.28405485,0.49838386,0.45923427,0.86268062,0.30027312,0.75809425,0.6449592,0.76520976,0.45802359,0.40819578,0.61919439,0.32731587,0.37655495,0.36957264,0.44666885,0.78766568,0.33638032,0.42261241,0.38682833,0.72380952,0.78299523,0.48019306,0.85718787,0.42879918,0.76069245,0.44774927,0.26298524,0.61154557,0.85900997
192,65,2,0.48758526,0.42319481,0.81965752,0.54963439,0.35646192,0.62382044,0.46625845,0.67198992,0.4613339,0.56662905,0.52625346,0.43064526,0.77483444,0.39018772,0.42613225,0.29276835,0.3201895,0.28542613,0.44114137,0.44517251,0.86804185,0.23910233,0.70066786,0.56908,0.57528848,0.48563644,0.40070058,0.62678543,0.3195241,0.32953807,0.34031897,0.36105401,0.7805533,0.28015139,0.34505505,0.34710444,0.71771284,0.78600582,0.50204899,0.86092985,0.36368290000000003,0.68127531,0.30668711,0.37661746,0.58640005,0.8518216000000001
193,66,0,0.36495187,0.46593347,0.69502344,0.53258142,0.53196837,0.67467149,0.64635054,0.67491904,0.42926792,0.64427894,0.60061144,0.38529524,0.81365609,0.48679979,0.48029964,0.30515974,0.36591351,0.30510245,0.48709988,0.47525048,0.86086697,0.21349235,0.68861819,0.48937447,0.46117395,0.58333469,0.44115163,0.7062904000000001,0.34428856,0.27765629,0.35558449999999997,0.41396468,0.72078276,0.24587587,0.68513848,0.40111032,0.69775613,0.78880425,0.59388034,0.80946129,0.49707474,0.56583816,0.30965115,0.47872243,0.57355338,0.86832217
194,66,1,0.35086377,0.59093122,0.66817071,0.63035266,0.69077023,0.70795485,0.79828549,0.74516013,0.41444896,0.68524787,0.72748922,0.38781468,0.90012941,0.62746242,0.6080248,0.37846545,0.45272109,0.38862314,0.57259868,0.56921843,0.86558047,0.3048343,0.79024551,0.49822752,0.51021199,0.68069947,0.54150672,0.81664827,0.44540265,0.30191744,0.51771283,0.4729957,0.68728148,0.32388221,0.93700587,0.51199437,0.72662338,0.80950457,0.76032238,0.76917926,0.69207986,0.57470817,0.45067464,0.52419355,0.63131548,0.89054076
195,66,2,0.39135909,0.70376814,0.70219884,0.70085804,0.77315567,0.72197725,0.93189968,0.80690896,0.52984025,0.6999022,0.77132007,0.49497111,0.93369871,0.69265575,0.7167212,0.47359309999999993,0.51132977,0.41968429,0.63708192,0.62583578,0.87493772,0.37376184,0.85561095,0.53715652,0.65742861,0.71103701,0.61707294,0.87474381,0.51316278,0.33261231,0.62134645,0.51602504,0.63879768,0.38219836,1.0,0.60538356,0.8012986999999999,0.8406005,0.78046626,0.76701285,0.81300278,0.6210355,0.56432594,0.5364384,0.71081285,0.89813756
196,67,0,0.42444381,0.76149824,0.76459842,0.77561318,0.78425956,0.73825734,0.95475654,0.85253688,0.54724144,0.73351388,0.75934865,0.5177461,0.96049326,0.70257273,0.7586103,0.57166823,0.53250729,0.44526828,0.66897598,0.68599173,0.89076233,0.41095229,0.87387828,0.57052424,0.77726139,0.74280602,0.67869482,0.89027274,0.58945052,0.37544569,0.70474408,0.56318912,0.63207083,0.39656993,0.9532546000000001,0.67530625,0.83196248,0.84883416,0.76997541,0.79243202,0.85432207,0.6645835,0.59060273,0.58825406,0.75374923,0.9025485999999999
197,67,1,0.45873972,0.80455242,0.83527392,0.85699253,0.80408406,0.78042155,0.94905457,0.8922634,0.57608926,0.79003987,0.74711978,0.55263842,0.9741189,0.72583202,0.8081109000000001,0.68293009,0.54943311,0.49923463,0.71834054,0.74550991,0.92021923,0.49603059,0.87408522,0.64336491,0.87746756,0.81366409,0.73058541,0.88026171,0.66715494,0.44032961,0.77183907,0.63604934,0.70614589,0.40413921,0.9043629000000001,0.70585698,0.87893218,0.85567364,0.76094163,0.83301603,0.8941056000000001,0.70815532,0.62620978,0.69492664,0.80058892,0.90181343
198,67,2,0.48699560000000003,0.81777698,0.85495125,0.90928469,0.83230419,0.84053267,0.94375429,0.918172,0.63596246,0.82607387,0.7771127,0.60666653,0.98873411,0.75633834,0.83880661,0.82515706,0.56472303,0.5668022,0.78268476,0.77466209,0.95364225,0.58701748,0.85762393,0.67930226,0.95002791,0.85189101,0.78692898,0.89523885,0.73213672,0.50783615,0.80954128,0.68094749,0.75844512,0.45132777,0.9118931,0.73774735,0.92012987,0.85653237,0.76064111,0.8538004000000001,0.91465555,0.75289447,0.64305321,0.77674503,0.83291105,0.90205849
199,68,0,0.51963409,0.82469125,0.8455748,0.92277596,0.88841946,0.88508687,0.95798961,0.93537244,0.69693408,0.83638005,0.81334878,0.65901502,1.0,0.7917881999999999,0.8557689,0.86926881,0.61213962,0.6136331,0.83515414,0.78739688,0.98845042,0.66967407,0.84034428,0.71090687,0.96251239,0.87799919,0.82464491,0.93370645,0.79389313,0.55860074,0.83612632,0.72846197,0.81646083,0.49817683,0.91844109,0.7600218000000001,0.93037518,0.8601087,0.7772334,0.84849599,0.91999415,0.78295085,0.66225498,0.83458629,0.85954941,0.9002614
200,68,1,0.54557914,0.83742901,0.83548302,0.92931923,0.92162279,0.91895229,0.97739786,0.95991364,0.74013836,0.85563831,0.85325352,0.69550699,0.99512826,0.82716326,0.86964009,0.90442454,0.71269031,0.67083632,0.89265151,0.79552328,1.0,0.70273125,0.81454238,0.77196849,0.97447288,0.90264335,0.85138196,0.97248936,0.84939138,0.62855558,0.8787484,0.79266726,0.89049601,0.56289292,0.91647669,0.8032651,0.91760462,0.86493777,0.83088972,0.83748014,0.90332017,0.79718891,0.70988569,0.88775743,0.87557351,0.89985297
201,68,2,0.55174667,0.84655188,0.83972003,0.94201452,0.95265952,0.94717347,0.97496816,0.98553436,0.800185,0.87361769,0.89032632,0.7468357,0.97107407,0.83329594,0.88970208,0.92627991,0.8239390999999999,0.72435621,0.92799796,0.80354681,0.98210264,0.71707028,0.79747907,0.82349245,0.96900523,0.91167141,0.84853167,0.99479741,0.8992504000000001,0.68535774,0.91089835,0.84182863,0.95801704,0.6307524,0.92173934,0.84138824,0.8982684000000001,0.86572577,0.88520171,0.81351838,0.86814392,0.78349877,0.76705285,0.9200040999999999,0.88112032,0.90655122
202,69,0,0.56170715,0.86007392,0.84693945,0.96308788,0.96484671,0.96472352,0.94254923,1.0,0.84691577,0.89663733,0.93042415,0.79502509,0.90576235,0.79896792,0.91673842,0.92614624,0.90913508,0.72053735,0.94542211,0.81433744,0.93045341,0.72323379,0.80412943,0.87513833,0.94096071,0.8804392,0.83733205,1.0,0.96265731,0.7439981,0.94240328,0.86710428,0.96531554,0.70571594,0.9264927,0.87437985,0.88795094,0.86213934,0.89984519,0.77076796,0.82938423,0.77642341,0.77466912,0.95323036,0.87961378,0.91504656
203,69,1,0.59684771,0.89254485,0.8554905,0.9848493,0.95710107,0.94611518,0.90447732,0.95797049,0.89166169,0.91943128,0.97090815,0.8354562,0.76181777,0.74900905,0.93128982,0.93075792,0.96598639,0.70458423,0.94440261,0.81439916,0.84414549,0.74485615,0.83020412,0.92005064,0.8965474,0.81110207,0.82951056,0.98423459,0.98672719,0.78892322,0.95588551,0.882265,0.9105303,0.74552381,0.90298055,0.8968700000000001,0.89761905,0.86147256,0.87926418,0.75495976,0.78835747,0.7784007,0.75019653,0.98223073,0.87968226,0.90720471
204,69,2,0.68536049,0.936807,0.8626659,1.0,0.92579352,0.89328865,0.83653375,0.86779417,0.93396026,0.92695404,1.0,0.87950651,0.581358,0.69376262,0.9450663,0.93229515,1.0,0.71506817,0.92115111,0.78545271,0.73988042,0.75894028,0.85767096,0.93951046,0.87171514,0.73154941,0.80569098,0.92440486,0.98232584,0.80104588,0.94651372,0.87030462,0.85543931,0.77870543,0.85170005,0.91114063,0.93059163,0.87371696,0.83922229,0.78284731,0.76261518,0.78087827,0.73711613,1.0,0.8792029,0.87077275
205,70,0,0.78149104,0.955828,0.84903044,0.9833113000000001,0.87996967,0.83785166,0.73901244,0.78985246,0.94978128,0.91958173,0.99980691,0.89622283,0.41883992,0.63549473,0.94739108,0.907499,0.98655653,0.70908873,0.86811404,0.74412122,0.64647733,0.72291515,0.85604365,0.9280784,0.85130255,0.67172834,0.78208253,0.80971149,0.90530225,0.77191982,0.89840262,0.83337227,0.74632084,0.82430971,0.80529417,0.88655019,0.95735931,0.90018589,0.80154813,0.83386946,0.73636098,0.78941475,0.73216748,0.96684208,0.84297747,0.84577683
206,70,1,0.81295021,0.92815289,0.82225475,0.90274143,0.82087531,0.79670165,0.69540511,0.72299388,0.93461546,0.89197322,0.98236468,0.88286577,0.3925706,0.55564281,0.91734114,0.87561823,0.93156787,0.66618034,0.80256496,0.70516592,0.59886398,0.62838674,0.81814505,0.87181844,0.82823588,0.63587637,0.77981766,0.72399496,0.78488412,0.68784565,0.78895114,0.77353532,0.63276213,0.84193784,0.76997138,0.83523495,0.96038961,0.90884385,0.78125854,0.84927064,0.68353079,0.80004765,0.69817132,0.88744988,0.81010751,0.83360562
207,70,2,0.80487027,0.84354999,0.80755178,0.77874315,0.74184812,0.75546344,0.67631038,0.72407341,0.88985027,0.84495599,0.9414945,0.83879546,0.46312705,0.44832099,0.85939384,0.82275097,0.86856171,0.61356932,0.7362976,0.67406958,0.57050324,0.52498179,0.75229988,0.80070337,0.7873081999999999,0.62718178,0.78443378,0.66345578,0.65039543,0.62440377,0.67156968,0.69712437,0.59774531,0.82584369,0.72888878,0.76715144,0.92994228,0.91023802,0.78031145,0.83533999,0.62669299,0.80473279,0.65702282,0.75142382,0.75457098,0.82282307
208,71,0,0.76345063,0.69620481,0.80819008,0.55083511,0.63801322,0.74537437,0.66332909,0.74674343,0.77846723,0.77431731,0.91658621,0.73893743,0.53481008,0.3488146,0.75867057,0.75925678,0.83867833,0.48928486,0.64128735,0.66062501,0.54372696,0.41465768,0.69397046,0.70440777,0.71991935,0.62838552,0.77181382,0.59987388,0.41606492,0.54143095,0.58249333,0.632265,0.63765438,0.78624956,0.68899452,0.69557122,0.86190476,0.91372343,0.81243967,0.80645458,0.56376335,0.78017946,0.55285642,0.56320621,0.66606177,0.81841202
