,,pid1263b-17,pid5667269b-35,pid5667285b-08,pid9048b-21,pid9049b-17,pid9050b-19,pid9054b-19,pid9055b-17,pid9058b-17,pid9059b-21,pid9061b-14,pid9062b-20,pid9063b-23,pid9066b-17,pid9069-17,pid9072b-21,pid9073b-23,pid9074g-17,pid9075b-17,pid9085-18,pid9088-23,pid9094b-25,pid9098-19,pid9099b-23,pid9100b-06,pid9104b-17,pid9114-35,pid9118b-23,pid9137-21,pid9139b-19,pid9153b-19,pid9155b-14,pid9161-04,pid9166b-15,pid9170b-19,pid9174b-17,pid9176-05,pid9192b-19
37,1,0.53773555,0.33763045,0.48702514,0.44918995,0.44680146,0.25717857,0.63135392,0.36259328,0.25444578,0.53146268,0.43701511,0.39721315,0.52709039,0.61350127,0.44232565,0.34925683,0.26987098,0.38746375,0.56801338,0.33001223,0.48180038,0.21899166,0.58277607,0.55322216,0.36144109,0.38963139,0.43650532,0.47995433,0.65107721,0.36631144,0.43211463,0.20916585,0.40018183,0.5320829,0.45253491,0.36567017,0.59226708,0.35292012
37,2,0.50757771,0.30085942,0.49928427,0.46072336,0.44971826,0.28601409,0.55930325,0.26320949,0.26310336,0.52911557,0.55640287,0.44150253,0.56070294,0.70397789,0.46941406,0.32371744,0.31777553,0.41136888,0.56666246,0.38108947,0.53063303,0.26526031,0.59204954,0.66819744,0.38660175,0.28702811,0.44969148,0.60707919,0.66341333,0.41018833,0.53381343,0.31701581,0.39603429,0.53505596,0.51674009,0.38553447,0.51763199,0.39099216
38,0,0.50188436,0.30309239,0.53870435,0.4806025,0.52635897,0.37879385,0.56537345,0.3232499,0.30440567,0.58762284,0.662611,0.51753829,0.60905429,0.76786879,0.52795234,0.36464759,0.38762122,0.49099561,0.60558046,0.47133315,0.5595973,0.35664003,0.64013766,0.7755049,0.45662123,0.38383149,0.50856986,0.68602687,0.70712259,0.48573266,0.6009528,0.52470695,0.41357693,0.55780867,0.58273725,0.50429737,0.5249146,0.45213584
38,1,0.48622967,0.32673419,0.61802166,0.48783606,0.61596785,0.46876279,0.65753497,0.44305064,0.36701431,0.70851133,0.72050164,0.62466315,0.68469851,0.8060348,0.58464433,0.46940227,0.46166625,0.62307235,0.67735623,0.61593753,0.57509401,0.47824656,0.68810213,0.85510768,0.52702045,0.49954758,0.60775173,0.72790083,0.8080963,0.53917317,0.6208361,0.69485745,0.4668283,0.60278944,0.69126409,0.64816599,0.58352484,0.51674408
38,2,0.46873893,0.3615178,0.64898146,0.47482266,0.62356646,0.47761194,0.75022433,0.57080407,0.42894103,0.75365873,0.69146284,0.67677409,0.69592046,0.76862994,0.57829722,0.56344894,0.45995446,0.71475946,0.70588978,0.71134632,0.55713726,0.54498766,0.67168808,0.876477,0.58605648,0.54232738,0.67786462,0.73394773,0.89128268,0.55958659,0.60336805,0.72430613,0.49366179,0.59982511,0.75643993,0.70111122,0.60680901,0.53569634
39,0,0.43551297,0.38486802,0.62316021,0.45535511,0.56663905,0.42082734,0.78136712,0.62287178,0.48673619,0.72200926,0.59115906,0.6782201,0.65155487,0.59539688,0.53379085,0.62381333,0.40134919,0.74226337,0.70304905,0.76995014,0.49614541,0.56427312,0.59736633,0.81753122,0.64117819,0.51435141,0.69175922,0.67834881,0.87863222,0.56106569,0.53768373,0.64872571,0.48833665,0.53918328,0.76711715,0.66802045,0.57543478,0.51749791
39,1,0.39864713,0.38876611,0.51859974,0.44586216,0.48174511,0.34840518,0.75027712,0.6170498,0.51945447,0.59468854,0.46181648,0.61069605,0.58509709,0.38593693,0.46533129,0.61626978,0.33676533,0.70045357,0.65412537,0.74296735,0.39941241,0.48761899,0.51369898,0.64664376,0.63333982,0.43397612,0.62082362,0.59389018,0.82358353,0.56133211,0.47527882,0.56365424,0.4719716,0.48941063,0.72031658,0.49160193,0.50189441,0.46634432
39,2,0.40933323,0.39285605,0.37082033,0.48043612,0.41142691,0.32225926,0.70820797,0.56375168,0.51333734,0.4330951,0.41871787,0.50176369,0.54261781,0.45049837,0.41853968,0.56054019,0.3226326,0.6155625,0.59458999,0.62554332,0.33154184,0.41432013,0.5076094,0.57825358,0.55681597,0.37571015,0.49691485,0.55000058,0.8218968,0.57621497,0.40786616,0.49806398,0.4470084,0.46942113,0.60028373,0.4165208,0.41341615,0.38917993
40,0,0.40582219,0.3957566,0.33751147,0.53174534,0.37311071,0.3058262,0.64645025,0.51359462,0.47531087,0.39475351,0.41558654,0.48684355,0.5082273,0.53185937,0.40470982,0.48304299,0.30756388,0.51290059,0.51290323,0.4982877,0.33900031,0.36506052,0.54575429,0.57979553,0.44989289,0.40124601,0.39355089,0.48851787,0.79743924,0.58087276,0.36715415,0.43250397,0.41101394,0.46991955,0.46427238,0.49053988,0.40555124,0.35403944
40,1,0.3702287,0.39063076,0.3200679,0.58198616,0.34120815,0.29572695,0.57756664,0.5120541,0.43455007,0.37031593,0.41024303,0.48866201,0.48111559,0.39661109,0.38948652,0.38668691,0.30017708,0.40369544,0.37303201,0.34475492,0.29857411,0.38942296,0.56854643,0.5738624,0.41915287,0.46043165,0.34496549,0.46780226,0.75141455,0.57803399,0.33559347,0.39972775,0.37314919,0.45795733,0.356537,0.54135117,0.43606366,0.31471865
40,2,0.34340474,0.40778852,0.24557717,0.60715474,0.31852005,0.31891052,0.5652151,0.58903027,0.48754513,0.278543,0.40609129,0.49282475,0.44938935,0.37018847,0.36842472,0.3414256,0.33161312,0.41210499,0.23646866,0.25307178,0.1801943,0.43783641,0.55504838,0.55149585,0.45804284,0.48366091,0.31715801,0.43508604,0.74108717,0.54217731,0.33401285,0.39953112,0.36038618,0.45074327,0.36786381,0.53936474,0.49833851,0.22690931
41,0,0.36042841,0.42261357,0.22684896,0.59473684,0.33091647,0.3233048,0.55671681,0.62619291,0.58805322,0.25521806,0.38499766,0.46837412,0.42164887,0.46418086,0.36001533,0.37405306,0.34534109,0.42395717,0.23332492,0.27470129,0.24725791,0.46519568,0.50809368,0.50308389,0.5312853,0.46813024,0.3448558,0.48862273,0.70300544,0.4740836,0.36382303,0.41619905,0.37225734,0.44803253,0.43415964,0.47543515,0.55392857,0.2700297
41,1,0.43678531,0.41246931,0.31885667,0.58837902,0.42261352,0.34035912,0.57207707,0.62672309,0.67977002,0.34948428,0.41153606,0.46242578,0.4088177,0.57586082,0.3685571,0.43600767,0.36756893,0.44801844,0.28624456,0.34401167,0.41371827,0.47912211,0.54056115,0.51639152,0.63730282,0.45083438,0.41673294,0.61420965,0.68130798,0.43506661,0.44148755,0.56633895,0.4255087,0.49836481,0.53650414,0.37963418,0.60427019,0.36248382
41,2,0.51736995,0.43876611,0.46021288,0.65266661,0.57746105,0.39525722,0.59852204,0.62920393,0.70771494,0.52460002,0.49073843,0.58393401,0.43094188,0.73044581,0.4139274,0.5427681,0.43131799,0.48875009,0.3596427,0.51737699,0.5148151,0.47857563,0.62803062,0.63184446,0.77382668,0.50550323,0.51112939,0.72580363,0.76753814,0.47639871,0.56874954,0.78847463,0.51110053,0.59143057,0.63208392,0.39881011,0.6767236,0.47826087
42,0,0.56446288,0.46316759,0.61804918,0.73970575,0.68612032,0.4859459,0.60010557,0.65139147,0.62803851,0.68704621,0.53898582,0.67458318,0.449773,0.7925154,0.42968021,0.65073518,0.48556371,0.54992936,0.45132883,0.60870261,0.56104669,0.46633564,0.69037929,0.73755971,0.89491723,0.61876437,0.58526441,0.77181372,0.81622326,0.55621497,0.63237314,0.92172729,0.55462811,0.64721056,0.69570671,0.53188121,0.7421972,0.55432118
42,1,0.5450153,0.4803407,0.75803817,0.78879061,0.74779582,0.60184862,0.57408287,0.69178521,0.48072603,0.84154958,0.54506933,0.7446925,0.4568067,0.80046212,0.45094405,0.7391082,0.56453327,0.61398617,0.58602992,0.68784458,0.57014259,0.44796098,0.72627794,0.78998575,0.96062317,0.74352889,0.60944284,0.76563865,0.78248869,0.63537896,0.63831154,0.98979052,0.56228245,0.64425498,0.76868513,0.67139345,0.79712733,0.59246935
42,2,0.50663553,0.49600982,0.85836851,0.80859094,0.76947299,0.65891355,0.55428873,0.7394014,0.43859473,0.94745391,0.5400296,0.7695375,0.47493446,0.78986046,0.46824357,0.81101167,0.61809596,0.65995985,0.66498327,0.73073666,0.56627233,0.45089317,0.77817848,0.78538507,1,0.82778313,0.60094154,0.7411481,0.75398298,0.70819476,0.59683876,1,0.56717465,0.56966597,0.8346151,0.76988888,0.85861801,0.59773852
43,0,0.44333226,0.4790132,0.89220958,0.78699536,0.75974478,0.59147663,0.52958564,0.71986475,0.40645808,0.97888411,0.49625331,0.76809149,0.49291302,0.76937296,0.47771198,0.84904907,0.52952188,0.67875678,0.72015656,0.74860288,0.56186149,0.48693736,0.85159349,0.73906813,0.95841285,0.85448342,0.55267608,0.73013783,0.72287817,0.75514929,0.4951769,0.91938289,0.57415361,0.41557363,0.8567162,0.84523552,0.87236025,0.58572299
43,1,0.43021421,0.37812308,0.79852266,0.75325335,0.73839907,0.43388135,0.51266297,0.58140768,0.40385747,0.88004548,0.43009815,0.70912298,0.49510838,0.67440196,0.49522051,0.82715359,0.43167215,0.5911815,0.73145635,0.72457428,0.54363836,0.52483253,0.86616315,0.6821671,0.86131451,0.81131796,0.48800219,0.72207529,0.64949781,0.7354249,0.38621759,0.81547304,0.54766646,0.40309549,0.80295677,0.827574,0.79712733,0.54761288
43,2,0.46096795,0.31705034,0.72471096,0.74981172,0.75075406,0.33376013,0.53671153,0.50434148,0.48380131,0.80682206,0.43310484,0.6798852,0.47408189,0.61496919,0.49781927,0.80757552,0.35906063,0.49490668,0.71819961,0.68507856,0.52854121,0.5501234,0.81675614,0.67384564,0.82361246,0.77994512,0.42828283,0.74232486,0.70364947,0.67426734,0.39158727,0.85926038,0.53114555,0.5318468,0.7343687,0.79066772,0.77285714,0.52775451
44,0,0.46953616,0.27513045,0.70220224,0.74446099,0.74240139,0.28499886,0.53153866,0.42684513,0.58699024,0.78897913,0.42743418,0.64327498,0.42340729,0.53659841,0.4569219,0.77875979,0.31660342,0.41520559,0.67773499,0.61172265,0.5093231,0.54776707,0.72017805,0.69260035,0.79614411,0.74538307,0.38177705,0.73026599,0.72433489,0.59755627,0.41565108,0.90138395,0.50400035,0.59521686,0.60832524,0.77386174,0.75164596,0.51608163
44,1,0.33610887,0.24133671,0.69877959,0.44142219,0.50530328,0.21079627,0.36523093,0.2667707,0.44065383,0.7617315,0.39517838,0.57053656,0.32996568,0.30803733,0.1650108,0.46779607,0.21260646,0.28819987,0.39708352,0.33165867,0.35851614,0.29615701,0.54541427,0.5996648,0.44384615,0.41280872,0.40092783,0.48411376,0.40746761,0.32551217,0.36689563,0.75852681,0.27689843,0.48595663,0.39645337,0.56934802,0.40609472,0.29993908
44,2,0.28813013,0.24910988,0.58795192,0.32152553,0.32355817,0.17401318,0.28818686,0.31519717,0.25205241,0.69545196,0.49499143,0.39819907,0.22736961,0.163166,0.10085696,0.18770177,0.19217472,0.23202469,0.3241967,0.15147239,0.32993576,0.15530615,0.54331228,0.42292801,0.2149075,0.28449158,0.38194159,0.35801419,0.40275243,0.22124024,0.27102445,0.52121304,0.20151528,0.46431445,0.29668484,0.42722982,0.20624224,0.12075687
45,0,0.28523112,0.31755678,0.56124059,0.27795779,0.26584355,0.19753012,0.2868778,0.37019587,0.24643669,0.59675952,0.61450382,0.2075017,0.18162926,0.18698804,0.16889849,0.15779127,0.20774939,0.26055469,0.29825769,0.12273967,0.38341429,0.12359267,0.47594564,0.23492835,0.18735151,0.24659942,0.37817542,0.37829871,0.27892356,0.19827285,0.22534161,0.47173107,0.20245909,0.41632564,0.20159038,0.34486183,0.15924689,0.10837585
45,1,0.28653567,0.34132904,0.36368141,0.2639373,0.26193238,0.29598454,0.31472684,0.38763179,0.24825511,0.39298303,0.57208288,0.23494293,0.23339088,0.27969373,0.24280638,0.24510149,0.29247829,0.24154212,0.23320497,0.22915608,0.48723754,0.21436714,0.43737829,0.30124026,0.36977605,0.22405251,0.41741396,0.45262091,0.34661504,0.31798806,0.24658394,0.25734705,0.29665772,0.41684155,0.23825879,0.37514997,0.17015528,0.1800198
45,2,0.32345788,0.33234346,0.28328134,0.29783694,0.31008452,0.34875369,0.33029295,0.39216334,0.31373847,0.32066109,0.55937062,0.28422759,0.28611164,0.38000181,0.36735177,0.26421608,0.33743149,0.25726076,0.28140269,0.31539185,0.57925415,0.27430955,0.40273671,0.45931451,0.48807205,0.31108804,0.44687143,0.47609782,0.51268113,0.44158934,0.30398109,0.24377222,0.35211707,0.41887023,0.31220787,0.49185761,0.24120342,0.23638163
46,0,0.35936544,0.35777317,0.2654432,0.33870742,0.36071429,0.35007198,0.38977567,0.48997659,0.37771092,0.29937464,0.60899673,0.31006945,0.31668692,0.46364625,0.45588379,0.24591657,0.33996121,0.31027586,0.32262483,0.31931508,0.6534707,0.29521683,0.39080483,0.52294477,0.50868549,0.37159386,0.48475707,0.50540027,0.56607376,0.45536059,0.37986557,0.26376011,0.38176465,0.46126268,0.36383932,0.53773232,0.25944099,0.2577705
46,1,0.43912063,0.42942756,0.31893925,0.41273316,0.38539112,0.37615728,0.45484824,0.60780665,0.47799171,0.33030943,0.68738121,0.31832921,0.38094934,0.6086988,0.53341462,0.28048586,0.37256092,0.37726969,0.39448267,0.27790008,0.79011282,0.26981431,0.47387456,0.51487472,0.47072055,0.41679152,0.52753782,0.55368232,0.60831864,0.47368856,0.41401876,0.23947667,0.46204,0.47654774,0.42428881,0.52554823,0.26004658,0.28485495
46,2,0.52776615,0.47060313,0.37426133,0.51568439,0.45106894,0.45537541,0.48855107,0.70688034,0.58509828,0.42064485,0.7173002,0.36658414,0.42222435,0.69342153,0.56464154,0.40220553,0.44019732,0.42942226,0.48832144,0.39146674,0.84440614,0.29920672,0.55178205,0.54580575,0.56136319,0.43668323,0.59865625,0.6754943,0.63741471,0.56332568,0.48589999,0.18989639,0.53389904,0.51828437,0.49561711,0.579349,0.32850155,0.35555471
47,0,0.54485424,0.50224831,0.41412186,0.6,0.50768976,0.48504432,0.47705463,0.74327271,0.61405937,0.47652075,0.70767253,0.40506759,0.42375898,0.70299021,0.5870271,0.48381013,0.45873176,0.44220388,0.53365949,0.49031894,0.85513945,0.3525855,0.61364643,0.62194754,0.67230769,0.47262479,0.60852873,0.77177877,0.61218278,0.61833716,0.53605141,0.20043107,0.59328946,0.54122071,0.57086538,0.61854656,0.40511646,0.41506891
47,1,0.53565792,0.53054021,0.47399523,0.70212803,0.5653298,0.5267596,0.49940354,0.80521377,0.57367964,0.5507756,0.67387444,0.47030213,0.42642326,0.66347408,0.61258274,0.51824357,0.49211569,0.43935609,0.61721482,0.58562424,0.76985271,0.39145023,0.66389836,0.71098634,0.76264849,0.55518801,0.60820878,0.82702816,0.60591122,0.60095544,0.59052367,0.23752552,0.63750108,0.54719307,0.6629284,0.65190284,0.45936335,0.45142009
47,2,0.49237397,0.54358502,0.52981281,0.757019,0.54372721,0.58773392,0.57323832,0.90795871,0.52462896,0.59367335,0.65672223,0.56075411,0.42996142,0.58276549,0.62114541,0.45978105,0.54594822,0.45880735,0.6636576,0.51592812,0.63783297,0.39740275,0.68386725,0.73221319,0.72322298,0.64008752,0.58855524,0.8432115,0.59791459,0.48483234,0.57389763,0.22944869,0.63097238,0.51986709,0.70333756,0.64494051,0.40787267,0.43156933
48,0,0.44683524,0.53322591,0.51202055,0.72840879,0.48023699,0.58413516,0.6557403,0.89222336,0.52178099,0.55856412,0.65504752,0.56279167,0.40985144,0.46430772,0.58300704,0.28257951,0.55755123,0.46755893,0.61075058,0.34627905,0.44070824,0.35867317,0.66324922,0.66926171,0.59610516,0.64790477,0.53654189,0.82560673,0.56328299,0.35209922,0.43847404,0.24213114,0.57216209,0.45117174,0.66868513,0.56720425,0.29345497,0.35218914
48,1,0.44360606,0.48636433,0.519343,0.62415273,0.41469175,0.5634442,0.77096859,0.75373627,0.56316352,0.545789,0.65455678,0.46160419,0.40325468,0.38735049,0.51646346,0.1943743,0.55895944,0.46513495,0.4587526,0.17785304,0.24423378,0.27100717,0.61501685,0.52940585,0.44997079,0.59594304,0.49298414,0.7492922,0.55379897,0.26937069,0.35473078,0.29323149,0.43933674,0.47737845,0.57076085,0.45662307,0.20274845,0.19795934
48,2,0.42450475,0.39173573,0.55333089,0.50673439,0.35439178,0.53513145,0.82718395,0.66631655,0.60990774,0.57933079,0.65792958,0.28274872,0.43649423,0.3258427,0.43972689,0.25235736,0.52694156,0.46473344,0.30635692,0.14244049,0.23398621,0.18541544,0.59819064,0.4755049,0.3538851,0.50302603,0.4513369,0.69048923,0.57065092,0.24160772,0.31210577,0.34617712,0.35119924,0.53506471,0.47279922,0.30348117,0.20456522,0.1846189
49,0,0.39780963,0.34099141,0.56274546,0.36790437,0.23212628,0.51819077,0.7956189,0.53886321,0.6035232,0.60130756,0.6425923,0.24354227,0.4925933,0.30527365,0.31184421,0.31402429,0.48471203,0.45143133,0.30273341,0.19500423,0.36798809,0.18605594,0.53033972,0.49606134,0.29967868,0.45096789,0.41725856,0.67204558,0.5517289,0.27530547,0.30158801,0.40375104,0.31934367,0.55411857,0.39496752,0.31070902,0.2689441,0.25740501
49,1,0.45448542,0.337876,0.59252156,0.30118224,0.2290769,0.56932343,0.7358142,0.59979393,0.57233587,0.65399172,0.5959651,0.26146397,0.55321099,0.3388909,0.25720059,0.31961803,0.5066869,0.45298535,0.35648002,0.34912033,0.48987778,0.2008873,0.54188004,0.56487053,0.38262902,0.43910109,0.42785776,0.64648312,0.56135858,0.36711989,0.3356821,0.47773576,0.37595463,0.52993179,0.39178675,0.38740289,0.33073758,0.32254626
49,2,0.53653567,0.36575353,0.56392916,0.31121815,0.33195227,0.60338662,0.72673529,0.60608607,0.52835941,0.63349306,0.61859324,0.34135574,0.6114628,0.39302283,0.2825054,0.34960045,0.53614976,0.47422857,0.4153715,0.46359018,0.5914917,0.22676578,0.61951963,0.62234979,0.49340798,0.44539791,0.43347959,0.61320766,0.59037031,0.48983923,0.4708915,0.56227785,0.42447831,0.4967646,0.40970656,0.56106795,0.42388975,0.32837128
50,0,0.5729264,0.38717772,0.50768031,0.34526666,0.44879019,0.57233124,0.68814991,0.50082028,0.48884878,0.58182409,0.64080854,0.42178428,0.64226187,0.45102392,0.33167979,0.39963241,0.52464795,0.46149156,0.43377943,0.51633267,0.61873237,0.25011752,0.66354803,0.64987011,0.52505355,0.44296522,0.44009781,0.57225413,0.61111707,0.53977033,0.58525002,0.59304243,0.43328427,0.46590591,0.42712611,0.64198053,0.47923913,0.31158913
50,1,0.55418747,0.38202118,0.51738851,0.38695157,0.53309579,0.52515342,0.64486672,0.40430746,0.45471988,0.59213027,0.65320143,0.49213461,0.61215551,0.56158934,0.33847976,0.44649193,0.50381988,0.38746375,0.46013509,0.50706558,0.63968975,0.26567752,0.70866864,0.65839269,0.5112853,0.44780093,0.47840395,0.5154202,0.65841448,0.43846578,0.58210355,0.60207971,0.43563945,0.45993354,0.45094452,0.65134231,0.47406832,0.32203609
50,2,0.51612981,0.37179251,0.56728758,0.4614327,0.57446967,0.49350708,0.53328055,0.38787188,0.41502206,0.6575733,0.63953108,0.48170585,0.53751305,0.66081914,0.25128545,0.49588461,0.50156,0.34876199,0.50732277,0.50181579,0.62676277,0.2667646,0.75071869,0.66063019,0.50860759,0.45728695,0.5073358,0.47005092,0.72477191,0.28181902,0.48764311,0.57772064,0.43179496,0.46529381,0.45322183,0.61683548,0.39768634,0.37298409
51,0,0.59324368,0.38284991,0.62110479,0.55759699,0.60002486,0.52337298,0.47955133,0.50439149,0.42597272,0.72768619,0.62758997,0.43187345,0.55544898,0.69372961,0.27277921,0.51042033,0.51493381,0.37734404,0.55611388,0.52095211,0.61783924,0.26836291,0.77735417,0.70087991,0.58085686,0.50625232,0.55176196,0.46525067,0.82511692,0.38700046,0.53456681,0.56124934,0.45000433,0.52119622,0.46497424,0.65907169,0.39500776,0.41568568
51,1,0.68980512,0.40270872,0.64577904,0.6038795,0.64913822,0.57991515,0.51434679,0.6179501,0.4715002,0.76285227,0.66215143,0.42822558,0.63698659,0.67818956,0.37916115,0.52658622,0.53907581,0.44780281,0.62984029,0.55613887,0.63270918,0.28135504,0.78333041,0.76247381,0.66651412,0.5520359,0.60404955,0.50554009,0.90868665,0.52572347,0.65820223,0.55691598,0.53104165,0.58203917,0.50613753,0.72012981,0.47217391,0.43832331
51,2,0.70391367,0.41203959,0.63958524,0.6122953,0.65341399,0.65317827,0.5652151,0.67386912,0.50964033,0.75751645,0.69686867,0.46938194,0.6576614,0.60511961,0.48536891,0.53361036,0.57756135,0.47805041,0.65589294,0.57964061,0.67730335,0.29187331,0.76964689,0.79273443,0.73153846,0.56913892,0.62626263,0.5626653,0.92701066,0.6154249,0.71736465,0.56250473,0.57144342,0.57927597,0.54609124,0.76561117,0.50242236,0.43271149
52,0,0.54096473,0.34991559,0.53617177,0.54297224,0.54170534,0.64949617,0.57593032,0.67468939,0.45425859,0.62537156,0.69975853,0.48879346,0.46171963,0.34478978,0.51113356,0.50897395,0.53901678,0.44885865,0.52228395,0.52991815,0.63962708,0.2731167,0.63846843,0.74297327,0.81353457,0.52144182,0.56908451,0.55400855,0.85133788,0.58585209,0.62362804,0.46939424,0.52534419,0.51597587,0.48393937,0.672426,0.34246118,0.29872078
52,1,0.3965856,0.33142265,0.42126078,0.46899028,0.42953265,0.59569664,0.60052784,0.67526959,0.35899853,0.48470722,0.70701044,0.40960279,0.35673636,0.25969554,0.42655891,0.39622822,0.50021924,0.39994795,0.42960672,0.33654154,0.52496083,0.25517687,0.52092199,0.62488896,0.79289192,0.47559149,0.50756433,0.49674352,0.78678218,0.47455214,0.49485191,0.32734629,0.47130487,0.50129416,0.42764131,0.53899105,0.24548137,0.22480012
52,2,0.30575777,0.3487876,0.355735,0.36304405,0.29710805,0.4822335,0.55449987,0.67367905,0.24146945,0.39440429,0.69836423,0.31791293,0.32510604,0.26518666,0.3147356,0.22081669,0.45000422,0.32372667,0.32372956,0.12124377,0.38353964,0.21147021,0.40039773,0.46376435,0.73286271,0.38884521,0.39180036,0.42648755,0.70745227,0.32293983,0.36041805,0.23057551,0.35142437,0.52647779,0.41063989,0.46619137,0.20459627,0.15798371
53,0,0.28056853,0.37021179,0.32995045,0.32007181,0.24074412,0.39990908,0.43055688,0.65519277,0.20657842,0.35577032,0.66221374,0.28696624,0.32648081,0.31499638,0.28570334,0.14157743,0.40162746,0.253372,0.25778676,0.084457616,0.38355531,0.18658479,0.34205727,0.40064527,0.60948393,0.2830379,0.29801636,0.47671533,0.63917044,0.26599908,0.30534013,0.22870756,0.29771409,0.48905212,0.45008587,0.43434949,0.13687112,0.11675931
53,1,0.28827508,0.38502149,0.30460635,0.33750766,0.20312396,0.3731419,0.37202428,0.65405238,0.22858671,0.34063997,0.66659137,0.30741844,0.34587676,0.35612541,0.27413084,0.20754355,0.3693819,0.22980891,0.22831892,0.19781729,0.48304607,0.2183159,0.30614831,0.46202967,0.67109056,0.24527182,0.37977513,0.48911207,0.63220885,0.3265503,0.31510451,0.26754141,0.31362023,0.42002448,0.52384828,0.46721408,0.15256988,0.15014848
53,2,0.3332018,0.41195519,0.32044412,0.45734302,0.30160756,0.39153724,0.40099235,0.62181142,0.31304987,0.37158288,0.7353404,0.34792849,0.40785856,0.39187206,0.31869992,0.23997123,0.35637069,0.25338687,0.27876397,0.2614451,0.5830539,0.25530027,0.2754222,0.55696807,0.72662123,0.28798487,0.4649207,0.49251419,0.6300851,0.41063849,0.40589408,0.32312637,0.32072041,0.41145505,0.57971328,0.57289802,0.20881211,0.19460139
54,0,0.36856982,0.4384822,0.40079831,0.53506437,0.36295989,0.40434881,0.44187912,0.60488566,0.4032023,0.44431901,0.7992678,0.37320071,0.47528614,0.42582457,0.37128823,0.26607799,0.36863985,0.29590304,0.32824317,0.2656788,0.64790818,0.27826419,0.27558706,0.59210592,0.7461149,0.33593414,0.50331368,0.50775379,0.61256613,0.43051906,0.48587045,0.35885956,0.33080786,0.43891221,0.60435302,0.62317829,0.24420807,0.21792431
54,1,0.45733612,0.50982198,0.525078,0.60724232,0.42054193,0.4257671,0.55027712,0.63173479,0.52380666,0.59451799,0.84148621,0.37506299,0.58357312,0.51158028,0.39791681,0.31957807,0.39769795,0.39698119,0.40836437,0.22198702,0.71818395,0.31103537,0.33542158,0.64006536,0.78296981,0.3679819,0.57379222,0.56800149,0.64352526,0.43004134,0.57159318,0.3855101,0.43350074,0.47609304,0.66751288,0.65694759,0.27589286,0.26615396
54,2,0.54963762,0.54397637,0.57426133,0.66173921,0.48782731,0.51144026,0.61799947,0.66602645,0.61549672,0.64021766,0.83322947,0.38703635,0.634674,0.58387097,0.38768898,0.50680837,0.47355595,0.51339133,0.47984976,0.27930191,0.7574193,0.35459513,0.41377214,0.72695885,0.8562999,0.3981829,0.64024864,0.66902795,0.65586138,0.50797428,0.62309624,0.38333964,0.52512772,0.54839979,0.69879041,0.69601731,0.38274068,0.33368613
55,0,0.6064181,0.56141037,0.55534961,0.67891234,0.52711303,0.57209637,0.65753497,0.72278575,0.6436422,0.63871518,0.77364075,0.39813334,0.65707526,0.62188293,0.36742144,0.6025012,0.51545662,0.5644955,0.5210719,0.33509267,0.79238483,0.40471853,0.4670431,0.81381882,0.93495618,0.43436921,0.67864162,0.74685712,0.65639807,0.58804777,0.65592732,0.35656054,0.59012902,0.57617174,0.72220563,0.69878061,0.48768634,0.39143379
55,1,0.63756644,0.5760973,0.55747844,0.74836676,0.56898409,0.63429048,0.70562154,0.81490707,0.61555021,0.65474702,0.6907618,0.46699384,0.67688684,0.63834723,0.35634362,0.64855362,0.56112657,0.57148487,0.57970456,0.38238781,0.79779066,0.45099307,0.53395637,0.89415905,0.97487829,0.49334718,0.69335893,0.7850843,0.66787549,0.64800184,0.69192703,0.31395296,0.63596848,0.59158797,0.76308519,0.69100207,0.56141304,0.43237646
55,2,0.61907715,0.56391191,0.62936319,0.80450127,0.55679483,0.69762861,0.74605437,0.9311766,0.58464367,0.71033867,0.6138573,0.58513901,0.68957947,0.60210221,0.35476904,0.58221991,0.60867695,0.55537215,0.63745976,0.31381127,0.78737073,0.46937948,0.61766494,0.91259532,0.92499513,0.56307943,0.64929841,0.79586154,0.66677912,0.61706936,0.68957826,0.22637828,0.64351026,0.56764603,0.77958635,0.65547251,0.53104037,0.40339603
56,0,0.54479787,0.52720994,0.63566709,0.75091514,0.48041929,0.68877945,0.79904988,0.93790889,0.60502072,0.68442297,0.55046736,0.58066954,0.64741991,0.54098405,0.35343134,0.40510628,0.61138376,0.52319132,0.59383246,0.22274908,0.67428706,0.45772711,0.66059082,0.81757312,0.84659202,0.5358303,0.5497052,0.79291382,0.62645864,0.51874139,0.55761873,0.13448537,0.58592086,0.45961,0.70569701,0.5468286,0.36040373,0.32554633
56,1,0.4894508,0.50145795,0.50480822,0.63360189,0.37714617,0.66671718,0.87980998,0.81201609,0.66291617,0.52788922,0.51633432,0.4774007,0.57814865,0.45032621,0.36246081,0.26320921,0.61408213,0.47906908,0.40746796,0.15293066,0.53621905,0.41266306,0.63567609,0.6506327,0.71364167,0.50051917,0.47223365,0.76055879,0.60398681,0.39127239,0.44430165,0.098714361,0.49038012,0.5043809,0.54168596,0.39485692,0.25812112,0.17396634
56,2,0.44193107,0.49976212,0.40635896,0.5491374,0.3092476,0.63932116,0.93190816,0.70772063,0.70330258,0.42844961,0.55933946,0.34142147,0.5176695,0.43458681,0.35284609,0.34028288,0.60221772,0.45252435,0.25068493,0.15012701,0.51731432,0.34747914,0.56672265,0.56349619,0.4640409,0.48001928,0.41498697,0.72954363,0.61760331,0.33664676,0.36706551,0.17694926,0.43255693,0.54550542,0.42504293,0.27338971,0.26729814,0.15627808
