,,pid1263b-17,pid5667269b-35,pid5667285b-08,pid9048b-21,pid9049b-17,pid9050b-19,pid9054b-19,pid9055b-17,pid9058b-17,pid9059b-21,pid9061b-14,pid9062b-20,pid9063b-23,pid9066b-17,pid9069-17,pid9072b-21,pid9073b-23,pid9074g-17,pid9075b-17,pid9085-18,pid9088-23,pid9094b-25,pid9098-19,pid9099b-23,pid9100b-06,pid9104b-17,pid9114-35,pid9118b-23,pid9137-21,pid9139b-19,pid9153b-19,pid9155b-14,pid9161-04,pid9166b-15,pid9170b-19,pid9174b-17,pid9176-05,pid9192b-19
17,2,0.55364793,0.54074586,0.5269866,0.72654348,0.57691415,0.56974771,0.57519134,0.70326911,0.66093061,0.56121985,0.48633744,0.71965033,0.63367223,0.6861544,0.60795652,0.73132492,0.60245383,0.43393561,0.63074932,0.49768558,0.56933563,0.38500411,0.59936528,0.65871952,0.4304187,0.68969814,0.47447324,0.82745925,0.79927931,0.6349288,0.65908117,0.40360735,0.59087367,0.62284015,0.69792429,0.36355591,0.49518634,0.5656971
18,0,0.59690771,0.55643033,0.66155258,0.84696558,0.68793503,0.61865293,0.54484033,0.74513335,0.60306859,0.70834078,0.59094096,0.83276735,0.6950892,0.7492751,0.61181635,0.82451654,0.62126655,0.55219719,0.72609052,0.55404083,0.63317925,0.38225996,0.66694831,0.77974524,0.51673807,0.79915449,0.56510809,0.8507847,0.82504025,0.68342673,0.73452988,0.36686077,0.63936272,0.67387198,0.75845591,0.46865965,0.5498059,0.63875733
18,1,0.57636495,0.55979896,0.76981097,0.92538751,0.76028339,0.64845822,0.50787015,0.77479343,0.5115724,0.82530659,0.67132731,0.89658874,0.7374619,0.77822581,0.60266146,0.86974588,0.60803609,0.68664585,0.82172843,0.61146862,0.67247728,0.39810789,0.72626763,0.82342244,0.57148978,0.89675888,0.64495635,0.81993266,0.80219275,0.70373909,0.73814166,0.28383877,0.64300805,0.69088842,0.82072725,0.61779919,0.61791149,0.6686058
18,2,0.51869061,0.57151627,0.80145898,0.95525002,0.79601425,0.69453746,0.50816046,0.79810135,0.43624816,0.8584423,0.74548216,0.90068576,0.75564294,0.8099402,0.60434056,0.88341058,0.61238722,0.7897985,0.88068935,0.68379904,0.68776246,0.43416383,0.81404622,0.80242186,0.63279455,0.97344805,0.69395311,0.76863298,0.79950932,0.73325678,0.67972524,0.20478711,0.64091263,0.66529381,0.86724408,0.74314092,0.70104814,0.66375543
19,0,0.44296988,0.56586096,0.70255093,0.88676767,0.79287372,0.68402152,0.52217472,0.71130184,0.3805121,0.75896207,0.7843122,0.85924457,0.73009783,0.8153407,0.62069254,0.84057855,0.60038789,0.83686519,0.91357869,0.73562894,0.68626606,0.47956869,0.88130983,0.70701416,0.63989289,1,0.68499474,0.69865663,0.78478878,0.77017915,0.54963439,0.17098994,0.6376656,0.57041798,0.86328679,0.85178484,0.72678571,0.63545268
19,1,0.45062812,0.45933088,0.60509268,0.79294159,0.75866755,0.57849079,0.56199525,0.53876318,0.36657976,0.6429546,0.70817105,0.71038275,0.65940917,0.66002175,0.63495436,0.7023254,0.52666329,0.73264183,0.88826463,0.72461191,0.65057976,0.47757668,0.85923896,0.60734099,0.58150925,0.91500408,0.61565885,0.68145965,0.70114238,0.75554433,0.43108797,0.27701732,0.58512425,0.5038475,0.77107444,0.87001672,0.64150621,0.56798142
19,2,0.4769367,0.39332413,0.60885484,0.77688064,0.7751243,0.52822941,0.59276854,0.45067323,0.43319294,0.64402664,0.68780963,0.60704818,0.61090863,0.56605654,0.63105274,0.63343455,0.51308711,0.6182244,0.84432801,0.67436259,0.62686462,0.46343871,0.79474709,0.58301349,0.5606037,0.83623823,0.55148773,0.69256312,0.71485854,0.70015618,0.44064554,0.3363987,0.56858602,0.56051067,0.69022624,0.86121546,0.55989907,0.53147796
20,0,0.47900628,0.31206262,0.62614241,0.81577196,0.79680974,0.46998257,0.59419372,0.36316348,0.52228908,0.66235686,0.65560056,0.49007515,0.52775113,0.5027365,0.59449592,0.54127377,0.47852264,0.49368726,0.76371441,0.60031047,0.57993576,0.45531202,0.71894159,0.59767033,0.51925998,0.7167396,0.47511312,0.64240525,0.69258606,0.62264584,0.44878499,0.3657037,0.52680752,0.61854669,0.543351,0.82518438,0.48168478,0.52103099
20,1,0.45673216,0.34827348,0.60430354,0.92013311,0.82184289,0.43995,0.66603325,0.36603445,0.62277711,0.63804109,0.63112634,0.45390312,0.52162329,0.38469554,0.35743747,0.34501358,0.44685893,0.3513198,0.76188372,0.57921724,0.37119242,0.44125632,0.61384221,0.62415151,0.47646543,0.68010828,0.44348919,0.50512065,0.7290424,0.55523197,0.47702932,0.48919307,0.30887523,0.68430395,0.40824311,0.76335923,0.45180124,0.60598492
20,2,0.45632952,0.45001535,0.58701597,0.93379455,0.81408684,0.64173801,0.71807865,0.53872317,0.72396042,0.60024364,0.74818508,0.50565256,0.58243281,0.3094237,0.32089459,0.48499281,0.59919892,0.45933527,0.75879048,0.67023238,0.51097618,0.41368551,0.64246633,0.66276712,0.53252191,0.71383223,0.49856026,0.55163173,0.81062639,0.56302251,0.53773543,0.65227256,0.37895922,0.71063309,0.53877399,0.76084177,0.49635093,0.73422676
21,0,0.47917539,0.60287753,0.59540283,0.86843857,0.79448127,0.80672778,0.75861705,0.68162175,0.73231715,0.60001624,0.80386353,0.58749425,0.64781423,0.40614353,0.4484707,0.62927921,0.73197571,0.60072124,0.70077647,0.76937623,0.68908649,0.40203314,0.63282192,0.71629096,0.59037975,0.74701476,0.54709996,0.67798763,0.86552174,0.60674322,0.55580176,0.76117371,0.56371114,0.74466597,0.67329948,0.75904219,0.55131988,0.78793878
21,1,0.54768079,0.79949355,0.62941824,0.82082494,0.77708817,0.96370937,0.80823436,0.85015905,0.72155368,0.63363924,0.8728774,0.68955809,0.71370719,0.60308083,0.61552985,0.74411859,0.88641538,0.7291992,0.6481914,0.9089284,0.82889376,0.40751557,0.65471762,0.7834744,0.66550146,0.80219536,0.59696513,0.87119738,0.88530246,0.72598071,0.62903464,0.84678212,0.74905187,0.79900315,0.90435302,0.76460812,0.60250776,0.81420848
21,2,0.68042358,0.88152241,0.70274362,0.77829933,0.76028339,0.98916585,0.85922407,0.90027609,0.74461826,0.70095834,0.89203926,0.72947659,0.72822218,0.81170714,0.74353794,0.780358,0.96694494,0.81931742,0.61841424,1,0.90379191,0.43878834,0.74900825,0.81895584,0.71437196,0.85715345,0.61149961,0.88083282,0.93705436,0.8303537,0.73927173,0.84065643,0.81107455,0.87740469,1,0.82707248,0.66125776,0.83141704
22,0,0.76969721,0.81069675,0.77274729,0.81615728,0.73063474,0.88779453,0.83124835,0.81772803,0.73853456,0.75627386,0.81328867,0.64532349,0.75270158,0.82558898,0.7322511,0.70495445,0.90446075,0.80838724,0.62651348,0.93246778,0.91358508,0.44379481,0.82565867,0.8698567,0.67863681,0.86175184,0.60066731,0.79273905,0.90899333,0.8171796,0.77679297,0.76102246,0.79318556,0.8627667,0.92436347,0.87686105,0.65084627,0.79996954
22,1,0.83660815,0.76705801,0.8384566,0.88615465,0.72441995,0.89021896,0.87490103,0.74783426,0.75424522,0.80687891,0.79381524,0.62427974,0.84258371,0.75704059,0.70584547,0.71277769,0.9039548,0.85560265,0.68063885,0.88743061,0.92815732,0.43343519,0.82582354,0.86600184,0.70056475,0.8709486,0.62749669,0.75101656,0.9608219,0.82361047,0.82199572,0.73817591,0.82063382,0.86614201,0.85918017,0.89710886,0.62313665,0.82281276
22,2,0.89933967,0.80064457,0.84085153,0.92880287,0.710706,0.90779605,0.91802586,0.75690735,0.75317556,0.80155121,0.79031002,0.63447845,0.89520856,0.67719282,0.69382011,0.73587182,0.89636563,0.92296825,0.70955116,0.87657353,0.9167189,0.39111529,0.79108922,0.83643677,0.76930867,0.85581844,0.64422506,0.7536963,0.99355976,0.77532384,0.83344412,0.72883612,0.87392848,0.86697272,0.84036437,0.8468286,0.58014752,0.86629102
23,0,0.89579642,0.85090546,0.80893742,0.87967423,0.67582035,0.89779529,0.87959884,0.78827801,0.72021661,0.77353204,0.79661941,0.64378985,0.8858303,0.6666274,0.73364453,0.73397794,0.87014082,0.91464049,0.68650969,0.85579076,0.85482607,0.37273475,0.71368662,0.85862734,0.78934761,0.79255359,0.6337584,0.84577474,0.92501725,0.74035829,0.84710835,0.72475233,0.88440558,0.84280343,0.86500411,0.79242797,0.57221273,0.8633214
23,1,0.86116927,0.9017035,0.78274913,0.82826868,0.667882,0.9345405,0.86893639,0.8467679,0.7409413,0.7547795,0.83992834,0.69860658,0.88064028,0.74870424,0.80073852,0.75636887,0.90935155,0.93374972,0.67224291,0.83708721,0.82356628,0.39814902,0.67796313,0.87270594,0.80229796,0.74019877,0.6522693,0.98787123,0.8781722,0.75226458,0.88086269,0.76087121,0.87687246,0.84978139,0.93840066,0.76186449,0.59409938,0.81733039
23,2,0.85971976,0.97674954,0.76023124,0.7995271,0.66943984,0.98992348,0.87220903,0.88693156,0.81013504,0.7372858,0.84763982,0.75794755,0.85914487,0.90113266,0.91500035,0.80725587,0.98153301,0.98669046,0.67476801,0.81792266,0.84111564,0.46591256,0.74864762,0.85183944,0.83832522,0.73146926,0.64870424,0.97338895,0.88453577,0.75469913,0.87487998,0.77357634,0.87851762,0.89130815,0.9341447,0.79333268,0.645,0.74858753
24,0,0.83797713,1,0.77564691,0.80133111,0.65527014,0.98211986,0.82048034,0.89534442,0.8630833,0.74660927,0.85589656,0.79921346,0.79527677,0.99619427,0.99087299,0.78972351,0.98903786,1,0.68322707,0.75360805,0.91099969,0.50587026,0.79599386,0.82304534,0.83481986,0.70835126,0.59861054,0.89322956,0.86437169,0.75039963,0.79171283,0.73656508,0.84783964,0.86319517,0.83692974,0.88803225,0.67504658,0.69028402
24,1,0.79198744,0.9342388,0.75000918,0.65956739,0.65630593,0.88893098,0.86286619,0.71137187,0.94878995,0.72174937,0.79280262,0.7238788,0.72257391,0.98033708,0.99045496,0.72394119,0.90758074,0.90713064,0.67824001,0.57555744,0.89877781,0.54342461,0.71233681,0.63540602,0.80861733,0.57955203,0.56200009,0.62278484,0.89519282,0.61146532,0.73444124,0.67772064,0.7889774,0.80856069,0.59625924,0.90641164,0.65042702,0.59233991
24,2,0.68456273,0.66586863,0.61726005,0.45403275,0.63159596,0.61150845,0.85732383,0.59639277,0.91081695,0.61933729,0.56846082,0.49875118,0.58120724,0.87886916,0.81265241,0.56316925,0.62251455,0.56649565,0.6109084,0.39829711,0.64341116,0.50153367,0.58611452,0.48742144,0.60019474,0.46082474,0.47378765,0.51336961,0.88185233,0.36129536,0.57547825,0.58287076,0.59460559,0.67252536,0.35473008,0.72051332,0.55962733,0.443128
25,0,0.56064584,0.38516728,0.54424665,0.44897977,0.49327146,0.4229184,0.72721035,0.54663586,0.63168204,0.55955494,0.47837669,0.41904564,0.53947396,0.64386553,0.52311712,0.42410101,0.43381398,0.50208194,0.47718578,0.35198984,0.51541836,0.38971089,0.54342562,0.4685494,0.35390458,0.47545798,0.47154806,0.50578476,0.75197424,0.33658245,0.46524854,0.44623005,0.44390856,0.5633001,0.32064511,0.56339856,0.45167702,0.40036549
25,1,0.50268964,0.308717,0.46558084,0.45975129,0.42929234,0.31199333,0.62897862,0.36564432,0.36988234,0.48104442,0.46342109,0.37851368,0.56344182,0.44186299,0.44606006,0.36191466,0.32061725,0.44325229,0.42312354,0.3532035,0.45206832,0.29168527,0.51926307,0.51937484,0.36592989,0.3673589,0.47063394,0.45220147,0.68201334,0.34869086,0.45905901,0.46180897,0.36998874,0.53321966,0.37137311,0.40112105,0.35718168,0.38345389
25,2,0.47929618,0.2804558,0.37950083,0.50317891,0.46175008,0.33019926,0.55587226,0.30622412,0.34628961,0.39839194,0.5183284,0.39034463,0.56318605,0.59849583,0.47840173,0.37867988,0.34808163,0.43905123,0.45655577,0.40672688,0.49540896,0.28294159,0.56035486,0.64524428,0.43689387,0.24781577,0.49581791,0.59299304,0.71850035,0.40234267,0.55538814,0.55116086,0.36255953,0.55775621,0.4498544,0.37136395,0.38692547,0.38957588
26,0,0.49726204,0.31445672,0.38993393,0.57743235,0.56083858,0.39791651,0.54842966,0.39697497,0.3741075,0.42705271,0.57554136,0.48161821,0.58525694,0.72285248,0.5412527,0.43011028,0.40946117,0.49628969,0.55041348,0.48887948,0.54507991,0.3303796,0.63466631,0.75375848,0.49472249,0.41691018,0.5505279,0.66710552,0.76460937,0.47997244,0.64165005,0.63212584,0.37579011,0.58294858,0.51308893,0.55017209,0.50801242,0.42823422
26,1,0.50297149,0.37125537,0.4366581,0.6475786,0.67456082,0.49714372,0.64903669,0.4723406,0.41357133,0.49767725,0.65022589,0.61823281,0.62919624,0.79860457,0.60235491,0.50934154,0.49517666,0.59859469,0.66656145,0.58695079,0.58911,0.42933952,0.69714892,0.81799212,0.59681597,0.57042201,0.63613511,0.69732841,0.83730737,0.53589343,0.69678706,0.67083869,0.43203741,0.60433718,0.60050026,0.64227554,0.63010093,0.47507043
26,2,0.48951522,0.44005525,0.47141677,0.68360627,0.70774776,0.54939011,0.74457641,0.54898666,0.45897179,0.54176074,0.69605079,0.69935149,0.6283117,0.80267307,0.6232704,0.59746684,0.52479973,0.68614767,0.71788397,0.66574466,0.58769195,0.52445058,0.68922525,0.83977206,0.71442064,0.63979085,0.69925499,0.68502488,0.8962662,0.56406982,0.68427506,0.60989186,0.47218807,0.5939227,0.65232584,0.71187924,0.70565217,0.4946623
27,0,0.44465292,0.48259669,0.46008442,0.69860758,0.64583195,0.53032806,0.77550805,0.57171438,0.49005883,0.52671973,0.72138184,0.73073637,0.57620905,0.66269482,0.5964537,0.63508071,0.49624758,0.7213027,0.72255539,0.71099821,0.53357882,0.58401692,0.60558881,0.77768373,0.7883739,0.63263369,0.7239819,0.60149833,0.87579545,0.57084979,0.60273285,0.44176813,0.47276821,0.53704092,0.65319197,0.67427476,0.68639752,0.47875581
27,1,0.41418908,0.48159914,0.36870068,0.68839653,0.50230361,0.45624669,0.71839535,0.53554208,0.49285332,0.42053115,0.71582801,0.70775365,0.52094124,0.53388003,0.52717899,0.59121784,0.42969896,0.70132352,0.64901206,0.68331922,0.4051943,0.54348925,0.51295711,0.65079192,0.76419669,0.54598383,0.66095343,0.48428853,0.80449283,0.57192467,0.53308959,0.33624745,0.45785782,0.48426898,0.5999776,0.53563772,0.57322205,0.42888906
27,2,0.4126671,0.46722683,0.27470178,0.68456082,0.35059662,0.40022729,0.64481394,0.51598544,0.46185319,0.31041176,0.69556785,0.63861928,0.49814566,0.51476984,0.47721034,0.49772255,0.39598617,0.63096141,0.52532037,0.5791796,0.32256346,0.45374897,0.51511061,0.5890388,0.68027264,0.46313135,0.55249326,0.48021065,0.79467914,0.57622416,0.47088411,0.33566513,0.44271365,0.47980063,0.48187859,0.48788475,0.41892081,0.36707531
28,0,0.40217426,0.45824125,0.27516976,0.70434364,0.29953596,0.35593606,0.59466878,0.49949983,0.42547132,0.31807845,0.64103443,0.57836908,0.48651875,0.4909025,0.47353167,0.42947099,0.34705287,0.55273255,0.42802222,0.47409916,0.33346913,0.37261723,0.55925235,0.58900528,0.54442064,0.4632426,0.46656611,0.46731291,0.77712183,0.57339458,0.42396041,0.34535279,0.41068491,0.49418503,0.3781901,0.55668207,0.3728028,0.33007691
28,1,0.36534869,0.43400859,0.29120022,0.72765566,0.30090322,0.30570498,0.57561362,0.50720245,0.39283327,0.33708276,0.57144415,0.52732073,0.48635889,0.40598043,0.47890337,0.36541474,0.31229446,0.4861551,0.32509943,0.33544078,0.29949076,0.33197203,0.60025141,0.60343585,0.47561831,0.4827709,0.41551259,0.41800557,0.74558,0.57180524,0.37611345,0.34408984,0.37153,0.48987408,0.31270813,0.64881503,0.37520186,0.29508109
28,2,0.34213239,0.43686311,0.30796476,0.72548384,0.30262678,0.33150996,0.62280285,0.59468219,0.47319829,0.34500122,0.55450226,0.51180904,0.45712641,0.38445995,0.51409461,0.38536839,0.33228771,0.44645699,0.24076132,0.23216671,0.21487778,0.30968974,0.62087974,0.61708707,0.47943525,0.52788697,0.37121441,0.42747789,0.76335199,0.53510335,0.36266342,0.29058459,0.39083903,0.4800717,0.35689539,0.65941587,0.39408385,0.23252113
29,0,0.38034305,0.44417587,0.3327216,0.69730274,0.33236659,0.38480946,0.64016891,0.64337875,0.57160048,0.35616828,0.56149712,0.47918629,0.42412132,0.39980065,0.5470285,0.42752917,0.38992327,0.43236672,0.22881131,0.25489698,0.24713256,0.30402515,0.56203439,0.6011397,0.51227848,0.54401098,0.38581745,0.57089096,0.75481868,0.47938447,0.37510156,0.23102927,0.4505152,0.47597936,0.4125812,0.54885436,0.38698758,0.26499657
29,1,0.4823321,0.40737416,0.40412002,0.68635607,0.43780245,0.41784984,0.62818686,0.66595643,0.70056157,0.42279704,0.59009191,0.45378262,0.40552465,0.43318231,0.59617502,0.48013425,0.45863901,0.43910328,0.27225554,0.37898203,0.36580226,0.31968504,0.57223522,0.63740049,0.56412853,0.55233257,0.43084236,0.72279766,0.7299701,0.43699587,0.42441835,0.23568025,0.51764655,0.52145855,0.50474128,0.44381945,0.36059783,0.38809107
29,2,0.59177001,0.3918585,0.52894109,0.74099308,0.56979616,0.44517766,0.5908683,0.69072485,0.75183848,0.57169658,0.63897024,0.5602502,0.42622077,0.52336897,0.63922525,0.51761227,0.50166962,0.47523979,0.37346758,0.52243861,0.48363366,0.34680338,0.64893716,0.75332272,0.68757546,0.63474746,0.50299374,0.84470284,0.79966265,0.47491961,0.54550558,0.37181426,0.6129968,0.5953043,0.59071157,0.46994788,0.41562112,0.49725881
30,0,0.62529393,0.39435236,0.66826023,0.83555478,0.66113689,0.47979392,0.54631829,0.70123842,0.69561439,0.71685211,0.67631251,0.65483207,0.44715135,0.6018485,0.64099491,0.51022055,0.50662788,0.53776489,0.52541506,0.63184683,0.53435443,0.37418616,0.70891593,0.83977206,0.81142162,0.75064897,0.57708305,0.87349264,0.86176493,0.56497014,0.61329493,0.48482946,0.65697463,0.6529993,0.66669902,0.57431409,0.5166382,0.57660854
30,1,0.5804719,0.39390731,0.78630024,0.8945617,0.71321677,0.53013865,0.51342835,0.69978793,0.563451,0.82449444,0.70704938,0.72844686,0.46857216,0.65247372,0.59852296,0.43647115,0.51239565,0.63273106,0.72223976,0.70288832,0.55920558,0.38947585,0.74511339,0.86189558,0.90634859,0.84899503,0.63170163,0.83270223,0.84328759,0.63430409,0.61149272,0.53356273,0.63712876,0.65166142,0.75046666,0.64824467,0.59607143,0.61315769
30,2,0.52253181,0.40541743,0.85863461,0.90200543,0.74281571,0.60048489,0.53016627,0.72055499,0.47747694,0.88686754,0.75809316,0.76242797,0.49161285,0.71881116,0.56611858,0.36052421,0.54965005,0.70589635,0.83883593,0.73657917,0.56646819,0.40788577,0.80270167,0.83240593,0.98101266,0.90862568,0.68723433,0.75660907,0.84857778,0.69938447,0.57878721,0.51501172,0.61724825,0.60561385,0.79265288,0.77361589,0.64953416,0.62345999
31,0,0.43665647,0.41835482,0.85135805,0.86483055,0.75434206,0.62129707,0.56236474,0.69271552,0.40179837,0.86493949,0.78649322,0.77379883,0.4946075,0.7371149,0.55494322,0.32899153,0.56691964,0.73905867,0.89306231,0.74724809,0.57326073,0.43776589,0.86544188,0.7477667,0.98627069,0.93695765,0.68504045,0.69234175,0.84620103,0.74959118,0.50639634,0.40390985,0.60440731,0.52483386,0.78421564,0.85702626,0.64750776,0.6066093
31,1,0.40876953,0.38889656,0.76565425,0.843883,0.73858966,0.53874536,0.59472156,0.56398175,0.37156705,0.75879152,0.72857143,0.72835922,0.47756677,0.63921711,0.56351982,0.37123222,0.50995025,0.71236523,0.8644025,0.68304638,0.56609997,0.44744388,0.87177876,0.67625911,0.90330088,0.87562115,0.62018374,0.68601522,0.80924634,0.72858062,0.45247803,0.32143992,0.57349554,0.46332634,0.70056746,0.84135117,0.61222826,0.55500647
31,2,0.42596231,0.35839472,0.70223894,0.86560995,0.7512761,0.45050383,0.60295593,0.47306084,0.43855462,0.70325672,0.70125409,0.65015446,0.4956519,0.56326568,0.55221208,0.41567844,0.44664812,0.64914864,0.78561959,0.60987863,0.54862112,0.44709719,0.83615831,0.67077013,0.82257059,0.82585478,0.54796837,0.70187233,0.8482711,0.64986679,0.48164562,0.32464645,0.57817127,0.51105282,0.60434555,0.81025666,0.61029503,0.51608163
32,0,0.42709776,0.31147176,0.6847862,0.90594623,0.77335101,0.36238351,0.57941409,0.39132305,0.50740072,0.69152116,0.67112479,0.5638214,0.50504082,0.47986589,0.5039922,0.40200575,0.37783962,0.55305227,0.68777224,0.56187788,0.50774052,0.44412974,0.78630823,0.68317271,0.72605648,0.76199659,0.47323918,0.67654289,0.80748294,0.57045475,0.52198833,0.37119413,0.56307905,0.56323015,0.4997088,0.77939817,0.65694099,0.49235514
32,1,0.42188758,0.29637815,0.70059644,0.92827743,0.78019556,0.37436927,0.61842175,0.35878199,0.5968913,0.70527085,0.70328712,0.53181211,0.56742758,0.29734505,0.45125758,0.29478184,0.39103634,0.397234,0.63619721,0.57314893,0.40575838,0.41310965,0.68111611,0.6726808,0.62692308,0.74894311,0.44865853,0.57386198,0.75628306,0.51857602,0.58835955,0.48469334,0.36852541,0.62227177,0.39834988,0.74140033,0.72506211,0.52160969
32,2,0.52679175,0.46859269,0.70911176,0.88519135,0.73151309,0.55992121,0.71338084,0.51624552,0.67442171,0.70163242,0.85083346,0.59612646,0.67740904,0.25715839,0.54126663,0.43001438,0.5679231,0.43048554,0.67344233,0.67094741,0.58075055,0.37402162,0.6506579,0.68857789,0.66764362,0.80308537,0.49261849,0.59941279,0.78218201,0.51255857,0.67264938,0.60409136,0.44343233,0.72748339,0.54939894,0.72742649,0.72079193,0.60347217
33,0,0.62410211,0.64875691,0.71170857,0.81378404,0.70483096,0.73841958,0.77619425,0.62539263,0.69120203,0.69581743,0.90169808,0.66937975,0.72132702,0.35768394,0.62862816,0.56822759,0.72669702,0.49655736,0.667824,0.73311694,0.72159198,0.35930192,0.6314515,0.76030336,0.6756962,0.83238152,0.52557247,0.73596337,0.78800889,0.54677079,0.69438659,0.7143689,0.59809507,0.82882127,0.65567834,0.72918674,0.70093944,0.65273738
33,1,0.73085843,0.8514426,0.70981832,0.80286365,0.69584853,0.92529737,0.84117181,0.78107557,0.71480144,0.6842849,0.95824895,0.78702101,0.76517041,0.53586444,0.72890685,0.72434873,0.91677207,0.64930478,0.66725586,0.80076207,0.87323723,0.39613938,0.65365633,0.86709126,0.70389484,0.84306163,0.57456922,0.91304804,0.77857855,0.64062471,0.75478248,0.81131362,0.79640662,0.91176985,0.85089226,0.7247517,0.66990683,0.72030762
33,2,0.81341601,0.94920196,0.7628831,0.81175234,0.7130759,1,0.89385062,0.86866535,0.81929402,0.72849834,0.96868671,0.84590189,0.77663747,0.68203153,0.77064028,0.7798226,1,0.80712321,0.65406224,0.85268605,0.96278596,0.50578211,0.74277442,0.89776251,0.76466407,0.82904398,0.60715755,0.93679293,0.8482711,0.73455214,0.77154886,0.82046434,0.8716772,0.93870234,0.91040096,0.77944734,0.71346273,0.81344704
34,0,0.81647608,0.88052486,0.84053955,0.79027936,0.74946139,0.92226684,0.85521246,0.82658104,0.86776307,0.79619914,0.89624552,0.78169708,0.76510646,0.7479431,0.8156483,0.72999041,0.92697529,0.86898654,0.63487154,0.84113275,0.93050768,0.5367787,0.75560272,0.85519149,0.7700779,0.78676852,0.60043878,0.87757052,0.83792072,0.73237483,0.72751311,0.78144143,0.85367564,0.86285414,0.88538789,0.84583538,0.76641304,0.84230564
34,1,0.79047351,0.8424647,0.89270508,0.78578685,0.77462711,0.90264414,0.88741093,0.76461997,0.86335072,0.84780313,0.86477644,0.77414938,0.83725515,0.81772381,0.88803734,0.72980662,0.90024454,0.91211242,0.68695158,0.84983536,0.90629897,0.53747796,0.75300615,0.81327411,0.80198637,0.79759697,0.62713104,0.82383577,0.87893889,0.73376206,0.75426546,0.80654919,0.86812711,0.85459951,0.90166505,0.86174648,0.77802795,0.86530115
34,2,0.7639636,0.8664825,0.87756469,0.78893073,0.7698293,0.88150617,0.92626023,0.74548346,0.81835807,0.84788435,0.81001714,0.78629801,0.87249824,0.88854657,0.97812304,0.74813809,0.87587486,0.89218529,0.72400732,0.86172735,0.88624256,0.48294159,0.72611307,0.80258946,0.84352483,0.85574427,0.61255085,0.82077153,0.91167676,0.68955443,0.76504912,0.84042955,0.89098623,0.87635537,0.92481147,0.81737634,0.72266304,0.89789081
35,0,0.73755838,0.86962861,0.85427601,0.79473684,0.74886477,0.86506554,0.87664291,0.7614589,0.76828453,0.84179323,0.75986914,0.78956247,0.85861202,0.91129032,0.9972828,0.76043631,0.85369761,0.83009889,0.69465312,0.84860288,0.84017549,0.44301916,0.66801991,0.86440962,0.8237001,0.85262924,0.60491796,0.89872887,0.82312351,0.67993569,0.76918532,0.85532784,0.8605507,0.86728751,0.94638991,0.76936769,0.69437888,0.90223102
35,1,0.73610082,0.88275015,0.83470362,0.8007794,0.73384985,0.91461474,0.85072579,0.80601404,0.78493114,0.83968164,0.75958093,0.82869224,0.87179487,0.93602755,0.9779837,0.80661659,0.90505102,0.82459662,0.65829177,0.82753787,0.83719837,0.45280879,0.6477213,0.92550071,0.78773126,0.83742491,0.63951735,0.97574246,0.77290501,0.74329812,0.81630844,0.89329199,0.85994458,0.88501224,0.97386695,0.74095781,0.72961957,0.88776365
35,2,0.83918505,0.89088398,0.82149936,0.75455819,0.74598939,0.93302523,0.84486672,0.81091571,0.87418104,0.83545846,0.77995015,0.84798326,0.87952128,0.9487133,0.91722985,0.8462522,0.93034826,0.82310952,0.63954296,0.79487252,0.8973676,0.4936244,0.64404282,0.90731585,0.74910419,0.81361715,0.65487454,0.92457095,0.84873112,0.79026183,0.85501145,0.89056946,0.94077409,0.96213711,0.95609647,0.73615891,0.79604037,0.85738217
36,0,0.90545982,0.87983425,0.82659204,0.69893161,0.74327146,0.83809379,0.86492478,0.72962807,0.93254446,0.83180378,0.83642312,0.84522271,0.81840271,0.89069409,0.9309552,0.7717836,0.84150434,0.83262696,0.66308945,0.71004798,0.91867753,0.5223293,0.6522653,0.8302271,0.70963973,0.78083513,0.62667398,0.89074788,0.90347313,0.79424897,0.83506906,0.81176738,1,1,0.87963862,0.76320189,0.86498447,0.77149166
36,1,0.89756805,0.86655924,0.75465223,0.63195551,0.74296487,0.6803773,0.97608868,0.5203069,1,0.75749208,0.8391494,0.79575181,0.77383464,0.83806633,0.92705358,0.63631133,0.68368328,0.80608224,0.73663279,0.4945056,0.86132874,0.63021507,0.64039526,0.57480935,0.67633885,0.60617073,0.59170894,0.76104813,1,0.63127239,0.7821848,0.7325796,0.97965192,0.97726478,0.5785933,0.78681286,0.91723602,0.52253864
36,2,0.7796344,0.76440301,0.57711507,0.55010071,0.70360457,0.4621638,1,0.55622912,0.93441637,0.60563632,0.61164512,0.48915496,0.62492274,0.78016491,0.77377552,0.44584465,0.44384012,0.56337274,0.75146771,0.37134255,0.60123002,0.60265601,0.66596944,0.47179251,0.56459591,0.40531039,0.51332328,0.61415139,0.94050449,0.4019017,0.58979984,0.60730545,0.65759806,0.82451032,0.37990741,0.67128528,0.86467391,0.35549379
37,0,0.64408923,0.55804174,0.50824004,0.48777476,0.54540935,0.33873778,0.78495645,0.54888662,0.53885546,0.55397547,0.44978969,0.41391889,0.52093058,0.64745379,0.51722288,0.37610676,0.32606459,0.40958436,0.64238369,0.32572208,0.51232372,0.43094371,0.63538758,0.48205816,0.43479065,0.43222577,0.45425751,0.52836454,0.75724143,0.35355994,0.47827757,0.3554564,0.46887176,0.60340154,0.37589039,0.53251057,0.72492236,0.34251885
