,,pid1263-21,pid50848-05,pid51495-04,pid5667249-16,pid5667291-17,pid9048-21,pid9049-21,pid9050-21,pid9054-21,pid9055-21,pid9058-21,pid9059-21,pid9060-21,pid9061-21,pid9062-21,pid9063-21,pid9064-11,pid9065-16,pid9066-21,pid9070b-04,pid9072-21,pid9074f-21,pid9075-21,pid9081-12,pid9088-16,pid9089-16,pid9093-21,pid9094-21,pid9099-21,pid9100b-21,pid9101b-03,pid9103-11,pid9104-21,pid9105b-04,pid9111-21,pid9113-17,pid9114b-11,pid9116-09,pid9118-21,pid9122-05,pid9123-04,pid9129-16,pid9130-05,pid9138-21,pid9139-21,pid9153-21,pid915411-09,pid9158-12,pid9166f-18,pid9170-21,pid9174-21,pid9185-10,pid9186c-21,pid918904-06,pid9192-21
12,2,0.19521324,0.16610911,0.16744644,0.16076336,0.17152379,0.2309156,0.23145451,0.13020079,0.31553177,0.18654137,0.15808053,0.25619075,0.34647639,0.39028257,0.27713778,0.54693515,0.29690409,0.18173935,0.43398987,0.49289095,0.21326354,0.30973979,0.1685625,0.24670848,0.31841566,0.31068909,0.28554326,0.32168749,0.3979708,0.21344117,0.20142547,0.3293741,0.34748542,0.34173275,0.45677834,0.17953968,0.21233025,0.24873015,0.30031916,0.44843215,0.24945064,0.24071052,0.199186,0.32363371,0.24376509,0.16506305,0.17937892,0.41258162,0.39782527,0.25033398,0.2051933,0.27522275,0.20030015,0.30513546,0.37057325
13,0,0.21687312,0.14841311,0.21438538,0.13002936,0.34112465,0.16471159,0.2939435,0.16433483,0.28158068,0.25724115,0.14738925,0.22580575,0.31453136,0.36673244,0.23359667,0.41368942,0.35929855,0.18238761,0.46181,0.33752791,0.22520901,0.30769384,0.22121686,0.17060466,0.22085968,0.20760243,0.25050363,0.24770699,0.34106327,0.20983731,0.22325076,0.28047482,0.33679317,0.47797396,0.32399757,0.35547811,0.19457292,0.16391893,0.29587567,0.34818621,0.21095517,0.24060853,0.29035375,0.3205308,0.27264561,0.17539723,0.26984473,0.39225295,0.34583625,0.30612402,0.26660859,0.2867621,0.25876493,0.31670124,0.30756956
13,1,0.29445231,0.22286842,0.28053142,0.17139166,0.47995863,0.1789941,0.34241583,0.19321537,0.31902314,0.33576103,0.22303515,0.2782558,0.45365046,0.42526954,0.28730307,0.43794543,0.42392293,0.23679071,0.56578503,0.36359739,0.31076297,0.3542475,0.299507,0.2116544,0.25023073,0.30810261,0.30265026,0.31138954,0.38646949,0.27268256,0.38890048,0.32216547,0.41377736,0.52457729,0.49032286,0.5291585,0.26184806,0.2073225,0.37777577,0.50503294,0.25002807,0.36845997,0.36915177,0.43913702,0.35467014,0.24726356,0.33853981,0.40033747,0.37356947,0.3841343,0.34026049,0.35172047,0.34365541,0.36615124,0.38101911
13,2,0.3665192,0.28196946,0.34240921,0.21403406,0.59620011,0.21320797,0.37989296,0.22472724,0.37607461,0.40851653,0.28190705,0.34567595,0.51994362,0.48685787,0.35618341,0.49812167,0.49551851,0.29291968,0.61261575,0.38933643,0.38445432,0.40147653,0.35630373,0.28476594,0.30226457,0.38823304,0.35875991,0.37286146,0.42045676,0.34496784,0.50647545,0.35401439,0.50006762,0.5493042,0.60742059,0.61839105,0.34508463,0.246623,0.4121057,0.6085639,0.28609351,0.45020398,0.43926968,0.53639883,0.42206124,0.2930517,0.39108688,0.43324041,0.39605964,0.44610747,0.40319396,0.40690274,0.39120634,0.43249104,0.47154542
14,0,0.41530703,0.32151312,0.39916277,0.25581327,0.68617942,0.26525632,0.41074453,0.24789585,0.42305853,0.42988757,0.32269377,0.40586991,0.53511628,0.52734127,0.44143293,0.55240009,0.5787472,0.32890217,0.62920141,0.39621327,0.43164118,0.42032047,0.40236878,0.34462275,0.36360451,0.4183046,0.39686262,0.40900728,0.45555223,0.38714529,0.58330291,0.37996403,0.57864086,0.57117313,0.70652664,0.71139185,0.4301171,0.28261756,0.409602,0.65891085,0.31283984,0.47813191,0.49030049,0.61048143,0.45667922,0.32157629,0.42607863,0.47533563,0.41371589,0.49986995,0.44279077,0.4555537,0.42951657,0.46936325,0.55833054
14,1,0.44976995,0.36274661,0.45038168,0.29581914,0.75024132,0.29195582,0.44758485,0.27167874,0.45784062,0.44341332,0.36404686,0.46418988,0.51688513,0.5610105,0.49961297,0.61569916,0.64679223,0.36294831,0.6394127,0.40629633,0.45544927,0.41634775,0.45122948,0.40254012,0.42803794,0.41848575,0.42566876,0.44724701,0.493538,0.42597427,0.62932638,0.40161151,0.62795199,0.59001197,0.79494011,0.76795179,0.49306239,0.32843107,0.39741059,0.6868072,0.34329136,0.46473738,0.53007227,0.66350578,0.48320294,0.34626103,0.45594979,0.50811386,0.43277171,0.54136076,0.47698689,0.50158588,0.44730187,0.50605946,0.64738183
14,2,0.48756857,0.42630811,0.49424843,0.35997651,0.80196123,0.32237146,0.47776573,0.30697717,0.48984875,0.45784528,0.42406703,0.52089106,0.50891473,0.59656825,0.55487888,0.65850661,0.7261312,0.4118791,0.64163299,0.45031705,0.4845447,0.40468119,0.49966933,0.48706667,0.48313963,0.43179051,0.45184115,0.49437732,0.54822913,0.48248203,0.66786615,0.42507194,0.66634266,0.61655694,0.84763062,0.81253177,0.5709998,0.41923006,0.39836922,0.70129117,0.37695084,0.4473058,0.56606314,0.70923578,0.51012267,0.36600252,0.49011563,0.53046732,0.46859019,0.58136785,0.50177534,0.56426977,0.45313877,0.55103401,0.72182367
15,0,0.50185808,0.49420141,0.53465602,0.38635349,0.84279476,0.36073427,0.50056907,0.33071422,0.51477252,0.47712703,0.49280006,0.58418405,0.509253,0.62259883,0.59465213,0.68077607,0.77563686,0.45544704,0.65963063,0.53895686,0.52364992,0.41953916,0.53902483,0.58079174,0.53654076,0.4598593,0.48390026,0.55350817,0.60557844,0.52562429,0.71185571,0.44680576,0.69537655,0.6497531,0.90661344,0.8429536,0.65105294,0.47886671,0.4276692,0.71771629,0.41782019,0.44555499,0.59328262,0.75361912,0.52922824,0.3785309,0.53233565,0.54849241,0.51520698,0.61890406,0.50665339,0.64083008,0.45073759,0.59383368,0.79436809
15,1,0.50885684,0.55683651,0.56982212,0.40412801,0.87788248,0.40185061,0.51382698,0.34586963,0.54733664,0.51548918,0.55615641,0.65210734,0.55096547,0.66227186,0.62607003,0.69213883,0.81677131,0.50561542,0.70023021,0.62153255,0.56459291,0.43866119,0.57226598,0.6594113,0.58965134,0.48999124,0.50796731,0.64686942,0.65237739,0.58256716,0.75526293,0.47574101,0.73930352,0.67881939,0.96398195,0.87025339,0.73642,0.51693753,0.46637495,0.7502152,0.48537974,0.46160122,0.61375428,0.79396252,0.54518497,0.39384615,0.58399075,0.5674492,0.56280347,0.66997695,0.50116974,0.70588235,0.44820231,0.66377522,0.87810929
15,2,0.51496195,0.60198147,0.58948652,0.41435115,0.90507929,0.44126558,0.51884019,0.35956725,0.58252526,0.55145998,0.59751726,0.70769287,0.60086681,0.69293214,0.6516483,0.69771972,0.84217363,0.53488803,0.73456796,0.6806466,0.59661068,0.44756009,0.59427644,0.71571061,0.61962058,0.51349094,0.51759412,0.71275573,0.68643205,0.60856035,0.78132986,0.50401439,0.77261432,0.69588508,0.98029856,0.89007478,0.78596733,0.52737441,0.49886657,0.77090909,0.54000321,0.48405575,0.63201217,0.80961733,0.55169516,0.40986759,0.61634622,0.58410241,0.59921408,0.70242951,0.49472374,0.74860714,0.46092343,0.70658118,0.91317466
16,0,0.53532118,0.65376565,0.61625685,0.43091603,0.93342527,0.53563913,0.52564867,0.37475933,0.64171698,0.58968787,0.65281248,0.77628701,0.66636364,0.74399267,0.69869547,0.70902064,0.87096774,0.56660212,0.80289559,0.75304992,0.63064698,0.47000596,0.62700655,0.76935012,0.66284396,0.58545938,0.53242239,0.80317177,0.72736054,0.64839198,0.81235115,0.53603597,0.81410701,0.72634296,0.98767575,0.91352646,0.85357213,0.53608107,0.5567673,0.79852437,0.63234421,0.53335033,0.66018258,0.827236,0.56360475,0.44062421,0.66468451,0.61864133,0.64949131,0.72908908,0.48653559,0.80371638,0.49874194,0.75592432,0.95212873
16,1,0.57250929,0.72139303,0.63644892,0.45421609,0.96437601,0.61339452,0.53427952,0.39266526,0.69982663,0.63117134,0.7165102,0.83024646,0.73608175,0.79331971,0.73753529,0.73159156,0.89701956,0.5931049,0.85792193,0.83180316,0.67390224,0.49476925,0.67354055,0.83793998,0.70571697,0.64726307,0.55231176,0.85356309,0.76390865,0.67916194,0.83872229,0.60833813,0.85428113,0.75123448,0.98212116,0.9413345,0.89888801,0.55024408,0.60283752,0.83593325,0.71528591,0.62297297,0.69597566,0.84300303,0.58355066,0.48795082,0.71701354,0.65411195,0.69979006,0.7360052,0.48703335,0.84555433,0.55974839,0.7896788,0.97083473
16,2,0.6455937,0.80848344,0.66189421,0.51509689,0.98758906,0.69060518,0.53909627,0.43495003,0.76977342,0.68978016,0.80642408,0.87151816,0.78266385,0.85223029,0.7731081,0.77036407,0.92170022,0.62374137,0.88780887,0.88638921,0.73424719,0.5345097,0.71484398,0.89331944,0.74369339,0.75323813,0.57338177,0.88267198,0.80808686,0.71889898,0.86123425,0.66633813,0.88758347,0.76844232,0.97474397,0.96355188,0.93928361,0.57900884,0.65486247,0.85569609,0.787096,0.70753867,0.73484975,0.86398833,0.62307544,0.5546343,0.75639247,0.68207762,0.7542445,0.72767039,0.50739174,0.87816915,0.64007919,0.81966183,0.97934965
17,0,0.72672978,0.89852462,0.68770301,0.58352319,1,0.81352138,0.53837816,0.49569084,0.82543194,0.7514348,0.89588021,0.90513344,0.81423538,0.89627229,0.78804298,0.810698,0.9432056,0.65154908,0.91512764,0.9212289,0.80967086,0.58103026,0.76035592,0.93659677,0.79306102,0.83057074,0.59284181,0.8991487,0.83594159,0.76005486,0.87744459,0.6948705,0.92097033,0.75377824,0.96484985,0.97829086,0.96349144,0.64456528,0.70670697,0.87519543,0.84272997,0.79234234,0.77809053,0.88783526,0.66940017,0.61075032,0.77476049,0.71421026,0.81845293,0.71023231,0.5750954,0.89015713,0.69749026,0.85052486,0.98451224
17,1,0.81155548,0.95273632,0.70037875,0.7109219,0.99425419,0.89963436,0.5389269,0.56099752,0.87260118,0.82387985,0.95244007,0.91286277,0.83868922,0.92537524,0.79733175,0.85151117,0.95071083,0.62298367,0.92187036,0.90167009,0.85471115,0.6512812,0.81206036,0.94608343,0.83024269,0.87152159,0.6151998,0.90649458,0.8490453,0.73559402,0.86402434,0.69510791,0.96314766,0.711634,0.94115605,0.97829086,0.96993702,0.78928505,0.78278767,0.89389548,0.87553132,0.86308006,0.81376949,0.91920099,0.72226408,0.65781841,0.76068715,0.73780354,0.8679873,0.68995685,0.68580554,0.88383448,0.76109586,0.86850211,0.98692591
17,2,0.85933463,0.97563905,0.71050996,0.81597181,0.98283919,0.94448176,0.55512499,0.61143302,0.9049441,0.84913576,0.97734502,0.90848768,0.83439042,0.95010922,0.80218104,0.8803432,0.94233961,0.60761071,0.92359953,0.86403501,0.88144912,0.70270807,0.84813323,0.95449508,0.84775252,0.89961052,0.63472589,0.90985857,0.87727443,0.71955165,0.83017818,0.67478417,0.98630716,0.69649858,0.93230342,0.96609308,0.96373745,0.87925601,0.83365099,0.90285463,0.88563638,0.91347952,0.83103842,0.94147683,0.75035255,0.67692308,0.73610836,0.75108209,0.90767078,0.66968139,0.72582545,0.89411139,0.805607,0.88735936,0.99322829
18,0,0.89594762,0.98841997,0.73626013,0.87369348,0.97533134,0.96679352,0.58187792,0.66624186,0.93483589,0.86507803,0.98882768,0.90352924,0.82241015,0.97103798,0.81191376,0.89858545,0.92357653,0.58939215,0.92464317,0.84036796,0.90487309,0.78143415,0.8867312,0.96922378,0.85737481,0.94390266,0.66474571,0.91308527,0.90542868,0.70339576,0.8142286,0.64990647,1,0.69636391,0.93508072,0.9588325,0.95689825,0.93888649,0.87401459,0.92990777,0.89686422,0.9626891,0.8463294,0.95550443,0.77575582,0.68852459,0.71873142,0.75790478,0.94232653,0.66093279,0.75093745,0.90225988,0.85937799,0.90728518,1
18,1,0.93328614,1,0.77269263,0.94216089,0.96889604,0.98619506,0.66305806,0.76282204,0.9836193,0.87455949,1,0.89368529,0.81381254,0.99471496,0.82787314,0.92896344,0.89074114,0.57505472,0.90790403,0.84394927,0.95239889,0.85956432,0.94661216,0.99063525,0.85754572,0.9887282,0.73331407,0.92207881,0.95934107,0.69501513,0.80614515,0.61073381,0.99932381,0.69944636,0.94653706,0.95164452,0.94617201,0.95822777,0.93051687,0.98331137,0.92493384,0.99796022,0.86968429,0.96425766,0.81268231,0.69924338,0.71159564,0.75739124,0.98178393,0.65614471,0.76609424,0.90044446,0.94878345,0.94349111,0.99946363
18,2,0.94452309,0.99133642,0.79216942,0.9769818,0.96659772,0.9863443,0.72136034,0.86183185,0.99946195,0.86675617,0.99006905,0.88427884,0.84982382,1,0.83310946,0.9468192,0.85718409,0.55873043,0.88225303,0.86281147,0.98260149,0.87757399,0.98112187,1,0.84055717,1,0.76202939,0.93141563,0.98532385,0.68875331,0.80560626,0.57769784,0.96771194,0.68611402,0.94931436,0.94859508,0.94479433,0.90706297,0.96373028,1,0.94329938,1,0.87972613,0.95741219,0.8366657,0.7017024,0.71846713,0.75218253,1,0.64804634,0.76827609,0.88461699,0.98690849,0.96894839,0.99081462
19,0,0.93726774,0.96688969,0.79810274,0.95525543,0.95801731,0.97843445,0.77074724,0.94343082,0.9970706,0.81991106,0.96687098,0.86240338,0.88900634,0.99873159,0.80308032,0.95570843,0.82564769,0.52590503,0.85424873,0.87500223,0.99314604,0.84380587,1,0.98789786,0.81092121,0.98950313,0.7709214,0.9467939,0.97573942,0.65437949,0.80179922,0.56826619,0.91742034,0.6422041,0.93820517,0.93930153,0.94725448,0.83878144,0.98815821,0.99771629,0.95573021,0.98529662,0.88413846,0.93805409,0.84515599,0.69924338,0.72666006,0.75629081,0.99969855,0.60388958,0.77435706,0.84435449,1,0.9883085,0.9703654
19,1,0.91373208,0.93326471,0.78860473,0.91362302,0.92691335,0.97142004,0.78605786,1,0.96825492,0.77262125,0.93141438,0.83936124,0.9154334,0.98583609,0.76808806,0.95145706,0.79504943,0.50332548,0.83033714,0.87860141,0.97860963,0.78957823,0.99843684,0.96936785,0.78391728,0.97548383,0.7636146,0.9649183,0.95028079,0.62905789,0.78912647,0.57853957,0.85816922,0.6042047,0.90505121,0.90982357,0.95483173,0.72193042,1,0.99253404,0.95532922,0.97501275,0.87325979,0.90556615,0.84416111,0.6945145,0.72243145,0.76575453,0.99872961,0.57101732,0.78489298,0.78798281,0.99910595,1,0.94421723
19,2,0.8325783,0.82990221,0.73009228,0.68461538,0.86210067,0.93231848,0.74676512,0.99734116,0.85012256,0.62459305,0.82962216,0.76199504,0.90972516,0.91868085,0.65107914,0.900286,0.68062351,0.45729079,0.73872205,0.80922569,0.89319876,0.64295173,0.90759334,0.89412847,0.69708597,0.91516963,0.67938408,0.95887684,0.84365406,0.57846198,0.73466319,0.6072446,0.7299552,0.54491246,0.78587919,0.84055761,0.95881716,0.54625842,0.96960606,0.96688625,0.90833267,0.94382118,0.81460631,0.80170576,0.81038346,0.65542245,0.64336967,0.77631869,0.99573666,0.50052019,0.7719927,0.59256516,0.96372693,0.93846251,0.84069728
20,0,0.76053796,0.76299537,0.67313939,0.57211979,0.81797288,0.86836803,0.69134882,0.95186577,0.75907216,0.51409632,0.76522616,0.6793204,0.85799859,0.84194208,0.58184592,0.84896035,0.5850617,0.41782287,0.64657492,0.70855586,0.82368005,0.53182811,0.82192028,0.85365502,0.60987011,0.85429184,0.56790786,0.90113964,0.74453014,0.533986,0.65290743,0.5366259,0.64896458,0.52340266,0.64221489,0.79583243,0.94135013,0.48157944,0.89632228,0.90285463,0.84008341,0.88849227,0.75699506,0.72960386,0.75233266,0.61749685,0.54741989,0.75753796,0.96720676,0.43831058,0.71333997,0.50310915,0.91691679,0.81878182,0.74428428
20,1,0.63031322,0.64763253,0.58053963,0.442936,0.74588983,0.74763077,0.54442788,0.82378289,0.57064028,0.45349052,0.65103577,0.51964416,0.69023256,0.68685787,0.49271469,0.76629048,0.45177888,0.36315036,0.56651149,0.57597571,0.70200346,0.44444812,0.65315938,0.706767,0.50870791,0.72222054,0.42757596,0.76239187,0.59653313,0.46863413,0.50966536,0.43420144,0.53590567,0.48318869,0.53088873,0.7369491,0.90218461,0.37345362,0.7617995,0.72528766,0.66692598,0.73489716,0.68546215,0.6130064,0.64391964,0.55050441,0.4052263,0.68861419,0.88491145,0.34815866,0.58115978,0.38233207,0.78804521,0.66899239,0.58945357
20,2,0.4464962,0.48587236,0.48803368,0.35021726,0.67717,0.61232744,0.38399837,0.61653067,0.4169068,0.39498238,0.48945613,0.3611419,0.52076815,0.55286449,0.3747268,0.70963129,0.30160208,0.30011786,0.49555431,0.47382335,0.54136477,0.36757598,0.49110804,0.49268552,0.40414459,0.54940974,0.34409676,0.65817658,0.45269936,0.39332198,0.33332464,0.34263309,0.46227707,0.44888523,0.41466759,0.6728672,0.83123401,0.29108941,0.63201344,0.62505051,0.50328013,0.59349822,0.61685051,0.54236898,0.46132522,0.45263556,0.2811034,0.57468271,0.77983528,0.26485192,0.39673138,0.28437285,0.60847436,0.48084732,0.46474019
21,0,0.278172,0.25926402,0.36555622,0.30210217,0.59099824,0.41558093,0.23442179,0.3594939,0.33230705,0.33680987,0.26026069,0.2145253,0.45162086,0.43772109,0.25758128,0.66184587,0.15797792,0.22661222,0.46871643,0.42303296,0.41413723,0.26699993,0.30157518,0.24784999,0.23732695,0.42698993,0.27308454,0.49810518,0.33232497,0.27305146,0.20836158,0.3077482,0.40020286,0.42299865,0.33390036,0.59683439,0.74773667,0.194142,0.44372892,0.46938076,0.34604218,0.45127486,0.43697984,0.44985411,0.30931131,0.34864439,0.21168814,0.41004328,0.63730419,0.2248803,0.22035839,0.20796903,0.46609617,0.33422591,0.39092189
21,1,0.24767298,0.16421342,0.30632849,0.32758661,0.53601471,0.26959182,0.2012533,0.2412304,0.31991989,0.29903507,0.16490806,0.19168733,0.4384778,0.3805581,0.22924825,0.61919301,0.27451108,0.21642532,0.48801351,0.40923462,0.40502373,0.22872939,0.2063368,0.23022874,0.16568963,0.45897366,0.24588012,0.3451531,0.27716211,0.24736095,0.24394611,0.30173381,0.35148339,0.40912016,0.27565527,0.55352501,0.65493997,0.16324538,0.32015699,0.36556873,0.29934237,0.36989631,0.35533663,0.40850634,0.25875592,0.26215637,0.20695738,0.30641919,0.52806158,0.22958562,0.22706156,0.17849467,0.40692254,0.25832548,0.36004023
21,2,0.29700938,0.18134328,0.29712363,0.39780975,0.5106872,0.23608686,0.24156222,0.22502063,0.32330962,0.29004867,0.18085965,0.24146128,0.45988724,0.38764005,0.24216829,0.60554224,0.35933463,0.23626031,0.52534916,0.42851657,0.45935829,0.22920612,0.21614862,0.26425215,0.20629807,0.5235953,0.26529062,0.34978031,0.27952827,0.2854143,0.30587571,0.30732374,0.31396332,0.3995511,0.32258288,0.53434981,0.53409762,0.16740407,0.28375193,0.39010101,0.33353116,0.31716811,0.33103081,0.41681068,0.26838598,0.24238335,0.23580443,0.30762233,0.41388814,0.27242419,0.27494608,0.18968971,0.38793665,0.26104092,0.35288636
22,0,0.35694567,0.22248242,0.30940069,0.46142102,0.49050793,0.29758227,0.28899804,0.26152012,0.34056914,0.30543715,0.22303515,0.31284818,0.51345314,0.4367275,0.27619297,0.60683311,0.4013062,0.27981142,0.62644907,0.43624185,0.51312043,0.246408,0.27560873,0.31369137,0.31646727,0.57265783,0.30161823,0.45952217,0.3548334,0.33332387,0.36367666,0.32117986,0.30939058,0.39038605,0.44559104,0.51531257,0.49586696,0.1959958,0.32623578,0.48210804,0.39180367,0.28537311,0.34369722,0.45086971,0.30296532,0.24648172,0.27970928,0.34382657,0.36324487,0.3363185,0.31616891,0.24136636,0.38300019,0.29958514,0.3566946
22,1,0.38881614,0.25543833,0.3326415,0.49584263,0.48178197,0.3650847,0.3182237,0.31687907,0.35068452,0.31954187,0.25395298,0.37572554,0.54714588,0.48554718,0.29332483,0.62275644,0.43089413,0.3327833,0.68740983,0.42299723,0.55579574,0.2547772,0.30904828,0.35622617,0.35534097,0.56762578,0.32547886,0.55359055,0.41804568,0.40113507,0.384598,0.33915108,0.32870425,0.39030376,0.52582017,0.50379728,0.45584039,0.2097139,0.37844117,0.52956522,0.44539257,0.27840388,0.35107645,0.4714959,0.33519753,0.26090164,0.32977866,0.36965006,0.36506433,0.36488148,0.35384934,0.28795151,0.38603359,0.32912188,0.3561113
22,2,0.39666431,0.28068279,0.36757308,0.52465062,0.47588294,0.42557272,0.32914437,0.40130192,0.3543373,0.36213291,0.28063465,0.42520053,0.55725863,0.53245014,0.31006967,0.64456984,0.46325323,0.37450749,0.70969458,0.40624274,0.5857272,0.25642588,0.32017676,0.39282073,0.37057768,0.49290984,0.34550859,0.62735823,0.48365406,0.45556186,0.38756193,0.35276978,0.35540529,0.38042047,0.53186079,0.49239817,0.43768451,0.22959278,0.41671836,0.54513834,0.48295774,0.27046575,0.33995436,0.47866121,0.37157346,0.27152585,0.38340932,0.38653804,0.38204231,0.37807531,0.39114817,0.33767711,0.3892458,0.34722484,0.33355012
23,0,0.3826137,0.29412421,0.41362085,0.5486788,0.47369187,0.47794941,0.33009959,0.45710094,0.35604113,0.39462158,0.29304058,0.45546157,0.54930937,0.55299838,0.3220449,0.66235603,0.47462654,0.41464893,0.70437407,0.42524783,0.59765007,0.25191022,0.3151987,0.40640793,0.3763972,0.41198434,0.37689894,0.6857545,0.53847997,0.50336739,0.3827814,0.36297842,0.38514918,0.36195571,0.5076636,0.48279242,0.43655776,0.27336093,0.43697346,0.5315942,0.49352795,0.26024987,0.30992773,0.4726125,0.396204,0.27276166,0.40794186,0.40294182,0.40450019,0.37777384,0.4215862,0.39876469,0.38197841,0.36507637,0.30189071
23,1,0.35480446,0.3120947,0.45827324,0.59442161,0.47782119,0.49952989,0.3299099,0.49190428,0.35807377,0.41485149,0.31101715,0.46602742,0.53521494,0.56100345,0.33323468,0.66485275,0.4583171,0.44709547,0.64886683,0.47152809,0.61162913,0.2431305,0.30921662,0.40132104,0.37232097,0.42605396,0.40662979,0.71536455,0.54166979,0.55769012,0.38060843,0.36965468,0.41075987,0.37843035,0.46395591,0.48274886,0.45247491,0.30586418,0.44393193,0.52086078,0.48265298,0.25045895,0.2926512,0.4685445,0.39968125,0.27648802,0.40370003,0.42218473,0.41650428,0.36892475,0.43510038,0.48118857,0.3728399,0.38654221,0.2802816
23,2,0.32949036,0.35000858,0.48278046,0.63088667,0.49070712,0.50858145,0.36244834,0.54658476,0.3632331,0.43340326,0.35230041,0.48973312,0.51701198,0.55605666,0.35800474,0.65808147,0.44280147,0.49342482,0.51286642,0.51046709,0.64440762,0.23152354,0.31421271,0.39472693,0.37282516,0.47657579,0.44122358,0.72168063,0.5123699,0.59670829,0.39276836,0.37230935,0.42420759,0.42800389,0.38324076,0.4929645,0.48063373,0.33188531,0.47333341,0.56250329,0.46342128,0.25159782,0.27717003,0.47214678,0.40041534,0.29276797,0.38078626,0.44988629,0.40420951,0.35761069,0.44141364,0.52265092,0.38327479,0.40381545,0.27534697
24,0,0.29608919,0.41954023,0.52421993,0.68490898,0.49775531,0.51942392,0.4030689,0.59093243,0.37374903,0.44169324,0.41786795,0.51742015,0.53278365,0.54115989,0.38546125,0.63905078,0.44620048,0.50687826,0.52725226,0.54703045,0.67762296,0.22718003,0.37758673,0.40710613,0.38713041,0.52025402,0.46984808,0.71495263,0.49769375,0.6311294,0.42583225,0.38086331,0.44452709,0.52774951,0.39739629,0.49893269,0.51746703,0.33908422,0.58386809,0.65083882,0.43712407,0.28733639,0.32390262,0.49899562,0.41452719,0.3052396,0.36101751,0.4824591,0.38604726,0.3620441,0.45915879,0.55692465,0.40240118,0.41082406,0.28779752
24,1,0.28626792,0.468468,0.54442373,0.73352907,0.49620011,0.52258787,0.42906307,0.6135601,0.37240988,0.44484813,0.46539685,0.53542365,0.55376321,0.5269537,0.39572899,0.61738425,0.46092228,0.52025594,0.56786208,0.56569617,0.69344731,0.22368404,0.4181206,0.43029081,0.40079474,0.51248453,0.47686592,0.70623369,0.50290528,0.64862845,0.44952629,0.38351079,0.44869411,0.56111776,0.46850373,0.49731358,0.52248573,0.32720756,0.66150515,0.68723759,0.40089021,0.3026942,0.35600609,0.50811357,0.42855211,0.32783733,0.32903865,0.52250018,0.38097648,0.37243601,0.46738842,0.59553868,0.41563318,0.40363316,0.3056051
24,2,0.28012741,0.51085092,0.55732226,0.75748679,0.48333716,0.52669204,0.44675835,0.62569909,0.35167693,0.44789394,0.50955078,0.54756453,0.56837209,0.51486858,0.4031509,0.59794388,0.47154507,0.52347196,0.59011613,0.57095651,0.70753935,0.21406343,0.44212108,0.4374058,0.40640062,0.46022161,0.47351387,0.70218317,0.51756645,0.64968785,0.45388961,0.37810791,0.43757079,0.57150232,0.49126888,0.48531184,0.51156268,0.29848607,0.73972865,0.69806763,0.35018847,0.30426653,0.38295169,0.49899562,0.44398725,0.34427491,0.28878758,0.54556526,0.37337568,0.38990365,0.47373486,0.62495044,0.42724312,0.39023823,0.31554811
25,0,0.27312865,0.53971522,0.55362859,0.76617733,0.45512143,0.53648981,0.45488111,0.62710186,0.33313804,0.45444705,0.53873846,0.55426571,0.58269204,0.50464379,0.40810263,0.56830022,0.47706574,0.51268732,0.59272523,0.56644637,0.72413196,0.2160829,0.4377743,0.43090035,0.40282003,0.41919024,0.46397787,0.70348757,0.54551104,0.62971056,0.43509778,0.3767482,0.41853605,0.56650456,0.48661691,0.45803383,0.49389884,0.25438423,0.78043059,0.68244181,0.29453044,0.29923508,0.39209585,0.45820334,0.46027238,0.34941992,0.26636274,0.56721444,0.36408462,0.4063782,0.48115148,0.6339649,0.43585159,0.37906845,0.30593362
25,1,0.27135905,0.56024189,0.52900412,0.75366999,0.41683904,0.54302664,0.44640607,0.63164023,0.33477611,0.47004531,0.55967104,0.54483739,0.57816068,0.4934395,0.40109052,0.50509392,0.48826586,0.47417074,0.53718729,0.52344378,0.75627024,0.23945574,0.40465941,0.42339746,0.38333618,0.43000916,0.44807629,0.71296169,0.56220891,0.57617291,0.40970882,0.38113669,0.40141155,0.5388149,0.43494185,0.42094678,0.45961425,0.24099981,0.78992658,0.59355292,0.26298821,0.29139045,0.37763408,0.3855684,0.46742007,0.34738966,0.26876776,0.59782114,0.36558109,0.42297689,0.48520823,0.62159089,0.43546842,0.37506443,0.28088502
