,,pid1263b-14,pid5667269b-31,pid9048b-30,pid9050b-16,pid9054b-16,pid9055b-14,pid9058b-14,pid9059b-18,pid9060b-12,pid9062b-17,pid9063b-20,pid9066b-14,pid9069-14,pid9072b-18,pid9073b-20,pid9075b-14,pid9085-07,pid9094b-19,pid9097-22,pid9098-17,pid9099b-20,pid9104b-14,pid9112-13,pid9118b-20,pid9139b-16,pid9153b-16,pid9166l-16,pid9170b-16,pid9173-05,pid9174b-14,pid9192b-16
23,0,0.41940848,0.51521271,0.33459666,0.45084546,0.55798685,0.50599753,0.43006097,0.32676154,0.48864545,0.41324874,0.57605086,0.66907471,0.54772176,0.46891659,0.43420708,0.47719978,0.87238979,0.5841248,0.84676969,0.57100917,0.52831063,0.4393086,0.6917639,0.71329093,0.5798481,0.30486739,0.6576809,0.84817864,0.83745922,0.44644336,0.46103445
23,1,0.40428248,0.47445385,0.36835856,0.47632717,0.53936194,0.54415978,0.47856877,0.34561716,0.49271818,0.45734604,0.55950268,0.77498391,0.54770933,0.46229581,0.46715336,0.52673098,0.90246627,0.60658359,0.79576125,0.58468589,0.57985602,0.41678665,0.65343171,0.78766873,0.62326926,0.33235358,0.62737005,0.87839909,0.81143629,0.42915789,0.50613177
23,2,0.36887048,0.40374127,0.40443522,0.52044829,0.50586367,0.62066689,0.52358088,0.39102678,0.51836364,0.46958444,0.57267591,0.84994476,0.49653758,0.44387452,0.48213181,0.56766138,0.88863109,0.58756868,0.73724789,0.57775205,0.63007587,0.41262558,0.68606726,0.83539806,0.59862152,0.34523418,0.58949615,0.86481219,0.78016591,0.41417569,0.47018185
24,0,0.36102857,0.35316489,0.44147137,0.52718246,0.4806809,0.64132816,0.52908559,0.39704516,0.52365455,0.44061222,0.56152766,0.84143365,0.49134083,0.41276591,0.46425837,0.58792824,0.83466529,0.52426413,0.69112506,0.55765467,0.66666307,0.40076734,0.67747083,0.86636106,0.50817519,0.34335032,0.54938264,0.81386129,0.76840339,0.39690474,0.42152061
24,1,0.38904921,0.35623102,0.50922306,0.52822454,0.47115427,0.64912355,0.51903045,0.43927266,0.56286364,0.42804306,0.55400477,0.79868388,0.55851309,0.4053188,0.44576607,0.67093401,0.79907193,0.44372057,0.6894168,0.57091369,0.7168937,0.39109248,0.665151,0.9014958,0.45441033,0.34045644,0.53491317,0.7829596,0.72647963,0.38097798,0.4391209
24,2,0.40635292,0.37353696,0.58348725,0.55613449,0.46390961,0.65005056,0.4934958,0.52230458,0.57907273,0.42652454,0.54250814,0.76546508,0.62713993,0.4321647,0.46660793,0.776163,0.7723726,0.41957418,0.67900785,0.61699208,0.73160402,0.38106162,0.61659231,0.9098869,0.4395667,0.33011791,0.55334592,0.7574605,0.71377575,0.37975005,0.47838801
25,0,0.38141112,0.35108641,0.61257166,0.5597326,0.45896167,0.57100118,0.43805688,0.54822611,0.53598182,0.38541917,0.461716,0.70232993,0.63757071,0.41997118,0.46870575,0.77437793,0.70796597,0.40576923,0.59824164,0.71323038,0.69865937,0.34844553,0.47167982,0.86295068,0.39842605,0.27935586,0.56446185,0.69390671,0.69994408,0.3461382,0.45588047
25,1,0.3321819,0.29683953,0.60122574,0.5095753,0.3668119,0.53090061,0.30518026,0.55319696,0.52495455,0.37736048,0.40781466,0.55756833,0.55574066,0.34527828,0.42814437,0.72762351,0.67335224,0.32402865,0.49694223,0.85325568,0.58530908,0.32120085,0.3655628,0.70474121,0.31716281,0.25008795,0.59428022,0.65540732,0.69080995,0.27478747,0.36891163
25,2,0.30526621,0.3559362,0.69674255,0.53755407,0.38754893,0.54400528,0.32660646,0.59441644,0.5855,0.52900229,0.49418092,0.43583891,0.41996643,0.42000141,0.49740395,0.67388208,0.70541377,0.26958399,0.27435684,0.93069744,0.52396758,0.43320149,0.41778483,0.58834446,0.32731308,0.35380233,0.73998335,0.69599773,0.78569298,0.29797283,0.3980901
26,0,0.29931236,0.52259795,0.70360287,0.59086709,0.63349088,0.57260239,0.40561119,0.6899496,0.6349,0.73455918,0.56438004,0.48028848,0.46198794,0.55344492,0.57763513,0.6742427,0.65185185,0.2420624,0.24227585,0.88260216,0.61791965,0.5567202,0.46308339,0.68878385,0.48325257,0.53111204,0.74946941,0.65349607,0.8650946,0.57085664,0.56895732
26,1,0.26018859,0.63135706,0.60870973,0.63360204,0.83465032,0.60687398,0.47566574,0.72424153,0.68610909,0.86990318,0.63505819,0.58423078,0.5020327,0.63938408,0.60535784,0.73630545,0.63919395,0.26895604,0.22293842,0.84979473,0.6799293,0.68414682,0.4997512,0.81852069,0.54936675,0.60982557,0.74854309,0.64251112,0.88547861,0.73574075,0.72838344
26,2,0.25083408,0.71766562,0.57663892,0.6318718,0.90576767,0.60200011,0.50822192,0.78243898,0.72139091,0.93710909,0.69084298,0.56538737,0.50722944,0.62637429,0.5620588,0.78515146,0.65499699,0.31676805,0.30018563,0.79221167,0.66720191,0.77204335,0.47974434,0.90999794,0.57384142,0.6326929,0.77238137,0.65604125,0.89676578,0.74831069,0.7874623
27,0,0.25630518,0.70027123,0.57246516,0.69733582,0.81500628,0.54826114,0.53618748,0.78530487,0.76578182,0.90186733,0.71893134,0.51484283,0.42654317,0.57379098,0.59524634,0.79276956,0.69270431,0.34575157,0.3674908,0.78525396,0.60328477,0.74375445,0.43519218,0.93628159,0.53419734,0.53344985,0.81052496,0.68536285,0.8901948,0.73494151,0.78183314
27,1,0.3224841,0.70994133,0.66181727,0.86409752,0.73953179,0.54448284,0.63302227,0.79592845,0.84825455,0.91884171,0.77429153,0.5091121,0.40711133,0.59428819,0.80253207,0.82465741,0.82196442,0.38769623,0.41990001,0.78296257,0.60878093,0.7185191,0.46848833,0.92086354,0.55946612,0.48242677,0.87690396,0.82089129,0.87769596,0.78551188,0.80428584
27,2,0.41573962,0.76209499,0.85390631,1,0.73324718,0.59452778,0.74650179,0.84303785,0.89742727,0.97947739,0.8608973,0.533322,0.41869833,0.68426834,0.97292761,0.91056617,0.90091948,0.42534341,0.40189502,0.74412832,0.71697991,0.7465865,0.53366507,0.88371429,0.66584541,0.55202742,0.96865729,0.8974359,0.85861683,0.86957785,0.80020104
28,0,0.43701256,0.76606032,0.86685936,0.98358238,0.75828964,0.62990898,0.77115247,0.80807392,0.81135455,0.94778386,0.82765941,0.54455277,0.41406104,0.7411345,0.97858124,0.8979625,0.83077254,0.38161303,0.32066189,0.55998186,0.79101647,0.72311526,0.523593,0.81610964,0.70526552,0.60553582,0.96244269,0.83463904,0.84003169,0.8416043,0.70799598
28,1,0.43295751,0.78463398,0.68479695,0.79959693,0.82445905,0.63923535,0.75545198,0.80237178,0.78024545,0.93231297,0.78431842,0.58686546,0.41556536,0.75468846,0.81418547,0.87624414,0.75612271,0.36289246,0.35622772,0.45244176,0.82184887,0.72769559,0.52083905,0.86671002,0.67805221,0.63783379,0.92618693,0.76455672,0.77746295,0.79190583,0.64770173
28,2,0.44900608,0.78068339,0.58400297,0.59998034,0.92607636,0.62091971,0.72599974,0.91795632,0.79067273,0.93889824,0.79713237,0.61152459,0.44304096,0.71133595,0.56555167,0.851163,0.73459655,0.32919937,0.42878293,0.42649656,0.8340913,0.75867416,0.4997512,0.96862459,0.62315727,0.65608225,0.84559643,0.74571861,0.75508435,0.78173363,0.58835785
29,0,0.43418046,0.70693417,0.57572741,0.59529099,0.93375674,0.58379684,0.69258973,0.93685147,0.82519091,0.84061523,0.79721947,0.64371138,0.44062908,0.61521873,0.5368325,0.83637757,0.76337544,0.30069662,0.49322962,0.48077382,0.81058712,0.70953247,0.47159403,1,0.56132921,0.57382798,0.78133977,0.76833191,0.75429211,0.76901838,0.550562
29,1,0.48173616,0.71134173,0.5535513,0.65015729,0.89793959,0.57538345,0.66833081,0.89236091,0.84857273,0.70247474,0.79450862,0.73290191,0.44394853,0.52379753,0.60543126,0.85409304,0.83793933,0.30578885,0.62288604,0.60498616,0.79699759,0.64762281,0.51462766,0.90979173,0.54218928,0.48175721,0.73329972,0.83093008,0.77071488,0.76952699,0.51820342
29,2,0.58786487,0.78977859,0.6466454,0.68833071,0.82010191,0.57562223,0.67676869,0.81750173,0.81984545,0.56925066,0.78142249,0.81644671,0.40900106,0.55746576,0.66242907,0.83175261,0.87393658,0.37951334,0.74338621,0.78311772,0.83110613,0.61060043,0.63569835,0.66419745,0.60834419,0.44636109,0.72558423,0.85788627,0.86108677,0.76625736,0.43862743
30,0,0.54884839,0.7878033,0.67297129,0.65058985,0.71733993,0.5582617,0.56079798,0.7357644,0.72816364,0.41869136,0.7199656,0.85550551,0.34084665,0.63921276,0.6192559,0.72613595,0.83099596,0.39841052,0.7708777,0.80877649,0.78941073,0.5678902,0.72107069,0.56239392,0.63239127,0.45212615,0.7588734,0.81092819,0.96458197,0.64981472,0.3747784
30,1,0.52492571,0.7816563,0.67286335,0.63245183,0.62159368,0.54768526,0.50961819,0.75738709,0.7106,0.41774417,0.71907287,0.84025594,0.33274072,0.70932049,0.59667286,0.67390011,0.80013749,0.4627551,0.77981756,0.78889393,0.74318907,0.5712681,0.79551304,0.57920784,0.66933743,0.51691501,0.79101345,0.77475636,1,0.58546102,0.36131774
30,2,0.48126415,0.77670332,0.63472379,0.69137829,0.50881766,0.53115344,0.49704172,0.78638205,0.65181818,0.49783498,0.72518045,0.79053701,0.42631939,0.74028801,0.6433284,0.65155968,0.77958237,0.53647959,0.72539261,0.72898367,0.68864773,0.53023495,0.83645333,0.65014355,0.71740104,0.60657989,0.7834973,0.75465039,0.98480753,0.52548863,0.38842182
31,0,0.4610747,0.75093605,0.59524095,0.72264058,0.46939665,0.49712062,0.49763438,0.72763119,0.59778182,0.55209586,0.69981383,0.7587509,0.49326786,0.71886368,0.70445892,0.6747115,0.76382229,0.53518446,0.62920657,0.70185698,0.63236055,0.47205126,0.7851407,0.68432657,0.71392939,0.68149165,0.74177738,0.73906708,0.95554106,0.49599651,0.39626245
31,1,0.48088868,0.73952652,0.5863777,0.74164373,0.44269256,0.48249902,0.52067784,0.61718549,0.59633636,0.60007217,0.72043374,0.78291223,0.50652079,0.68553808,0.74533497,0.78405157,0.78293375,0.56762166,0.56783473,0.72193049,0.59208768,0.43135037,0.74564173,0.7276938,0.69900432,0.77957715,0.6524278,0.75660895,0.90459502,0.47801351,0.42078041
31,2,0.49972644,0.74240101,0.64376694,0.74784703,0.44297319,0.48903028,0.54501713,0.49900188,0.6332,0.64523695,0.76006227,0.74473975,0.44434637,0.73863533,0.69223911,0.93617021,0.80404743,0.61315738,0.54509219,0.74933168,0.5827442,0.4236611,0.70764413,0.73346763,0.66236358,0.87044498,0.59410433,0.77504021,0.87818995,0.48828744,0.42928813
32,0,0.49503846,0.68847843,0.70355489,0.68911718,0.44690939,0.47881903,0.53278219,0.46948315,0.59677273,0.62945032,0.7713956,0.56283768,0.43624044,0.7854242,0.59864481,0.95384061,0.8021741,0.61666013,0.5499664,0.73689612,0.5726679,0.40076734,0.63902711,0.696017,0.58673033,0.93315705,0.61142314,0.77358312,0.87638177,0.49267602,0.39766974
32,1,0.50644196,0.64133671,0.78591475,0.6210873,0.43971642,0.45373336,0.50212454,0.51085087,0.56464545,0.62669894,0.76808596,0.37366293,0.48682787,0.79524956,0.5375038,0.89115579,0.8106127,0.62660911,0.5463563,0.69779931,0.57364859,0.35926746,0.56107584,0.65241185,0.54035674,0.9566599,0.66768289,0.78550478,0.84966912,0.47517983,0.35494837
32,2,0.50014482,0.49868805,0.80324546,0.56463822,0.40536888,0.40873083,0.38195498,0.57483941,0.43138182,0.63209646,0.67439278,0.44747034,0.52707155,0.67738555,0.54589509,0.74922467,0.78212598,0.61386381,0.48045189,0.64020432,0.55526338,0.3372518,0.44516129,0.62508129,0.49302614,0.90648796,0.71431587,0.75840666,0.75552242,0.40347308,0.31602851
33,0,0.44173273,0.34785813,0.69369618,0.49035588,0.35854073,0.34949997,0.2576167,0.59908094,0.4022,0.59366731,0.48964106,0.48530287,0.49197489,0.42354862,0.49543199,0.55494951,0.70158116,0.51350078,0.4192281,0.59882805,0.51271661,0.3307887,0.29446637,0.60266802,0.43874206,0.77304039,0.67076674,0.68131327,0.54594091,0.31474243,0.25873161
33,1,0.34505509,0.25448863,0.51439229,0.35676366,0.33645226,0.27536659,0.1697321,0.5428995,0.41935455,0.46654739,0.30285347,0.46337554,0.38789084,0.18176413,0.33877718,0.34087631,0.58534846,0.32884615,0.27317245,0.58400563,0.40090741,0.29464441,0.14182395,0.54945038,0.34511932,0.54482109,0.66319196,0.57029993,0.31599403,0.16394681,0.21696061
33,2,0.22230924,0.25469501,0.51557965,0.36908179,0.41304187,0.27035227,0.19313719,0.32634648,0.46425455,0.49010705,0.31442631,0.46120224,0.15492012,0.14293632,0.37209058,0.33540389,0.50868781,0.21738619,0.15699985,0.61188419,0.29504699,0.23316984,0.3365906,0.42267976,0.29933621,0.38152683,0.68738201,0.49897814,0.20936714,0.13510136,0.12346706
34,0,0.30719719,0.4947522,0.7102593,0.48902871,0.73357211,0.54434238,0.40426515,0.5222354,0.60427273,0.59910994,0.61173832,0.54973714,0.3511531,0.47485212,0.49912416,0.55327263,0.47555212,0.17407771,0.58179685,0.68457609,0.64971118,0.52099517,0.58134008,0.62355852,0.47054691,0.5365707,0.7013121,0.47265588,0.35584863,0.51362348,0.45339486
34,1,0.30479419,0.76094519,0.73009667,0.58118364,0.9491175,0.69613461,0.47842814,0.61682973,0.71635455,0.6971975,0.75680707,0.68096111,0.4265556,0.64527929,0.56973683,0.65637396,0.45577039,0.22844388,0.56096755,0.73398415,0.79282697,0.70355193,0.73913864,0.78611424,0.55530217,0.62272887,0.7351172,0.47182326,0.48870351,0.6610768,0.72107283
34,2,0.28358561,0.90873847,0.67924393,0.6056921,1,0.78814821,0.540979,0.64633857,0.83308182,0.74795526,0.84560112,0.68847662,0.47507926,0.68754346,0.55856593,0.72439596,0.48136118,0.3365679,0.56989602,0.77775921,0.77190922,0.84882525,0.77240048,0.90514411,0.62012339,0.64294064,0.81052496,0.48492762,0.51563053,0.69681755,0.80805081
35,0,0.29346578,0.84785813,0.61606179,0.65568227,0.91780518,0.77906062,0.57633776,0.57786343,0.84254545,0.75254089,0.8330158,0.6847128,0.57456331,0.67207481,0.58226082,0.72600072,0.5240354,0.42881672,0.60587184,0.74385383,0.72378007,0.84384147,0.74564173,0.9239408,0.59589306,0.53794387,0.86633913,0.52157252,0.54052568,0.67783187,0.82902312
35,1,0.35142731,0.68554497,0.7100794,0.80326386,0.82844694,0.74158661,0.65029985,0.51213559,0.82677273,0.78019004,0.80091015,0.72719546,0.68643004,0.68928683,0.73417456,0.7221511,0.63061786,0.5564168,0.73702012,0.61745751,0.72252996,0.78364053,0.82216026,0.89034469,0.57200888,0.48902028,0.89782254,0.6129719,0.59583372,0.70660466,0.89109933
35,2,0.41953721,0.61798697,0.87810933,0.90695045,0.82327745,0.73287825,0.73617543,0.59138255,0.80085455,0.87330106,0.81308177,0.81634957,0.75693417,0.75788296,0.87700473,0.75017129,0.7109994,0.60766287,0.893405,0.51013223,0.79671739,0.75236927,0.92870625,0.88587155,0.60037262,0.5287175,0.93648207,0.69985808,0.64511138,0.75855555,0.90738372
36,0,0.42990013,0.67929479,0.94987886,0.88024971,0.87800015,0.74727513,0.74498498,0.6793952,0.75427273,0.84470471,0.85816468,0.8824715,0.64387394,0.79959288,0.8797319,0.70195636,0.67983157,0.56212716,0.80937034,0.39968016,0.79537029,0.70998339,0.90133837,0.79112669,0.60483181,0.57509902,0.93845198,0.6743779,0.67229005,0.76509482,0.87322489
36,1,0.42181147,0.75603644,0.95177385,0.76687967,0.93412599,0.76066071,0.69082179,0.73550746,0.81093636,0.83530791,0.94334426,0.9270182,0.50069,0.81098022,0.78176364,0.68696358,0.63232792,0.52758046,0.60281976,0.3815042,0.76619752,0.72001424,0.84342828,0.790746,0.58082546,0.61781495,0.90923162,0.63061784,0.6083512,0.77948122,0.90180024
36,2,0.41195276,0.81215543,0.97783588,0.67785096,0.94608965,0.77108265,0.68268526,0.84743552,0.85389091,0.85477809,1,0.89157753,0.46463604,0.7787228,0.65504474,0.70998918,0.59590101,0.48165228,0.58767325,0.43613949,0.75355634,0.74821612,0.79969973,0.79525086,0.56393549,0.64699207,0.86691369,0.59233608,0.58148942,0.8026593,0.87463218
37,0,0.39271807,0.74253368,0.95207369,0.66252458,0.89003766,0.75800607,0.66912437,0.85563791,0.84315455,0.82669293,0.97995711,0.84896131,0.53701747,0.69295496,0.60232648,0.74880995,0.59387299,0.46598312,0.61899122,0.46417319,0.7155466,0.71411281,0.74498113,0.77296448,0.53207974,0.5920197,0.82440815,0.58335699,0.53484947,0.79379496,0.79046879
37,1,0.42743276,0.65128689,0.8826429,0.64462249,0.78339857,0.69555874,0.65648763,0.78628323,0.8626,0.77055268,0.910912,0.82352513,0.62905452,0.52206423,0.58413837,0.83618824,0.61608662,0.50303179,0.76008154,0.50550172,0.66235236,0.66940115,0.78180336,0.7057088,0.49984729,0.51755053,0.77200614,0.59725613,0.53018921,0.76676597,0.68502239
37,2,0.51542101,0.61102922,0.76222745,0.55988989,0.68097629,0.59024383,0.67719059,0.62828343,0.93790909,0.65361138,0.74463545,0.82133968,0.60473674,0.46839257,0.52203237,0.90858276,0.63108189,0.53964874,0.89127538,0.59370823,0.6257436,0.66672732,0.89490391,0.6028425,0.48946286,0.45887854,0.71293224,0.60700161,0.63293876,0.70171474,0.6296628
38,0,0.49486682,0.56668829,0.55772506,0.49726701,0.60522857,0.4757992,0.56568995,0.48298251,0.85789091,0.48101095,0.59693205,0.78149169,0.47072792,0.44372336,0.45649643,0.78944284,0.6317178,0.55889914,0.91816329,0.58512746,0.56158936,0.63106558,0.93110844,0.568025,0.43718439,0.38481791,0.66930103,0.60560129,0.73609842,0.57155417,0.58769076
38,1,0.45097997,0.52528082,0.40137686,0.49901691,0.56138395,0.45158436,0.50120039,0.37930626,0.75415455,0.40194251,0.56154943,0.64335928,0.37895195,0.50828857,0.45361192,0.6573837,0.66877202,0.61316719,0.95146283,0.55125788,0.54569359,0.60178783,0.97597804,0.60231905,0.46422463,0.35348457,0.65559373,0.64063771,0.82485786,0.49368597,0.58716074
38,2,0.39787807,0.49739084,0.35142364,0.5313606,0.55464146,0.4924434,0.477283,0.32039727,0.56243636,0.39992783,0.5283442,0.53562886,0.35682228,0.57625991,0.48460724,0.57063649,0.70950417,0.64048273,0.94371875,0.47925816,0.55437969,0.55173641,1,0.70594673,0.55487457,0.35178229,0.65041098,0.67885325,0.87027682,0.47217903,0.62823723
39,0,0.34312411,0.43796987,0.33737916,0.54368856,0.55477439,0.53185572,0.45707225,0.29511809,0.48338182,0.41981898,0.49457285,0.57607178,0.37185305,0.59178902,0.51877026,0.56304544,0.71070723,0.63866758,0.87631108,0.44432643,0.53802052,0.50314849,0.90760124,0.75454848,0.61230453,0.349331,0.62965656,0.68196613,0.85718147,0.47201918,0.67239331
39,1,0.29407726,0.41423686,0.33766701,0.55144514,0.54107525,0.56146413,0.44820243,0.29089831,0.48167273,0.43619197,0.4940285,0.69647779,0.39173245,0.61631715,0.53573114,0.63278038,0.72283235,0.611823,0.84254461,0.45623687,0.52213553,0.46233684,0.86050103,0.80440334,0.63153608,0.35937447,0.59960367,0.69599773,0.82665672,0.47765022,0.71708855
39,2,0.26796614,0.42085557,0.38014824,0.59506488,0.4897718,0.58084724,0.45103515,0.31614784,0.51091818,0.41765396,0.50059334,0.79749402,0.38874868,0.63645158,0.53442,0.69096646,0.73482856,0.58666601,0.80384699,0.48616813,0.49660531,0.43633415,0.8774022,0.82099519,0.5851523,0.37587526,0.56719393,0.70863847,0.78381955,0.45828671,0.61145938
40,0,0.2781896,0.40297473,0.42211375,0.59639206,0.44922088,0.55348615,0.42206507,0.33100109,0.50571818,0.34796728,0.49304868,0.77414616,0.37829303,0.60800339,0.50795599,0.7076181,0.72828048,0.54607535,0.73072236,0.52179206,0.49318907,0.41166047,0.85012011,0.81669654,0.48851604,0.37779316,0.52366826,0.70571483,0.73135427,0.42437695,0.49592434
40,1,0.34392868,0.39494089,0.48073832,0.57383012,0.4252714,0.50224732,0.4164599,0.35771321,0.5074,0.32912858,0.51263432,0.68075471,0.39914216,0.54964578,0.47509362,0.73621529,0.71701469,0.47026099,0.70004214,0.55325091,0.54258988,0.3916225,0.86350377,0.83436702,0.42002973,0.36656945,0.48903064,0.6974359,0.66031317,0.38731381,0.45288312
40,2,0.40898119,0.3909166,0.56309818,0.58975619,0.42260542,0.47409967,0.44501813,0.38305168,0.50826364,0.3643102,0.55027054,0.61236235,0.4168086,0.50428789,0.49173983,0.72450415,0.66946808,0.42698195,0.66478379,0.57963767,0.58442538,0.38222451,0.89816404,0.85287819,0.3862498,0.34058127,0.49352157,0.64870849,0.55014447,0.36337281,0.42812757
41,0,0.41234968,0.33960317,0.59113915,0.60802202,0.41230337,0.43235575,0.42223584,0.38957407,0.46891818,0.36970772,0.50061511,0.5589403,0.40185243,0.4533371,0.51860243,0.65223585,0.57463264,0.4002551,0.61042718,0.59935316,0.5705772,0.36274029,0.81624914,0.82561109,0.34350057,0.28236322,0.46655254,0.54982496,0.46508528,0.33555184,0.38897012
41,1,0.3720566,0.28173,0.58702535,0.64185018,0.33330626,0.41579583,0.29229239,0.39213361,0.44943636,0.34072047,0.44878229,0.47433921,0.38229626,0.37338385,0.52196943,0.49853949,0.48956776,0.36835754,0.51213429,0.647711,0.5269312,0.35193418,0.58852951,0.66706851,0.2705856,0.23940897,0.42922974,0.47253288,0.33662037,0.30190365,0.29300009
41,2,0.34108585,0.36467761,0.73735278,0.67437082,0.45060188,0.41881566,0.2660144,0.46398854,0.55371818,0.39232018,0.50295581,0.39550526,0.38258221,0.45748894,0.57921898,0.37116841,0.51226261,0.36472724,0.28264756,0.70314589,0.5329231,0.47049284,0.41996397,0.50536935,0.28911468,0.32868799,0.38423836,0.49740751,0.33107466,0.3886144,0.3115599
42,0,0.32912452,0.54854212,0.84001775,0.69572355,0.71248061,0.45603686,0.37809766,0.6387983,0.63158182,0.63587022,0.5735142,0.46528174,0.37671412,0.55404956,0.67084133,0.48349261,0.47066254,0.37453885,0.20603811,0.72079673,0.60167902,0.61263349,0.23937886,0.6874197,0.42547646,0.52852458,0.39417,0.46629766,0.3983223,0.62351958,0.50487983
42,1,0.31055494,0.6690498,0.82442611,0.71484467,0.8935086,0.50907354,0.51476128,0.70658168,0.69555455,0.74385073,0.64427945,0.61266588,0.36558712,0.63687483,0.69898361,0.55407501,0.42874452,0.3967033,0.20659613,0.74275587,0.70073929,0.69238984,0.21370968,0.84172708,0.51263439,0.6217075,0.45082842,0.42912291,0.43013328,0.73406961,0.68229005
42,2,0.31017947,0.74356555,0.79892777,0.6362269,0.97614652,0.56043879,0.59749274,0.83333333,0.74462727,0.82764013,0.70162107,0.6540194,0.37217629,0.64890712,0.59828818,0.63287955,0.41027756,0.43639129,0.29854571,0.76284132,0.75660617,0.76883158,0.23914722,0.93826436,0.5462107,0.66055358,0.56289061,0.40897909,0.48193681,0.73879241,0.78265558
43,0,0.31653025,0.68262626,0.76968745,0.58561738,0.91625434,0.54215124,0.6221836,0.8530586,0.78121818,0.85634171,0.70606295,0.64543545,0.36867035,0.6236635,0.51543472,0.69803462,0.43400361,0.45165816,0.36293546,0.77218589,0.73923399,0.73860454,0.28224091,0.93195121,0.49836089,0.56729122,0.67808356,0.42999338,0.53521297,0.7194507,0.80496208
43,1,0.37716296,0.64154309,0.83387704,0.60593787,0.85392512,0.53310579,0.6887525,0.82552624,0.83853636,0.90794142,0.74138025,0.65961658,0.38513085,0.63009281,0.54871666,0.77484674,0.52865,0.44279827,0.40736143,0.77377315,0.75498965,0.71726129,0.33977351,0.88910743,0.50756434,0.50198032,0.78964155,0.51328413,0.58808836,0.73181719,0.82360413
43,2,0.47389425,0.63871282,1,0.68717066,0.85399897,0.55147761,0.77927896,0.80540567,0.86160909,1,0.82158449,0.70739288,0.41287997,0.69787268,0.67875012,0.85894338,0.61205637,0.41588501,0.42166521,0.73947394,0.82416588,0.74594573,0.35299417,0.89500817,0.55955775,0.57417978,0.92254025,0.59675466,0.61550005,0.7802078,0.80487069
44,0,0.50705343,0.62406026,0.98888196,0.75478765,0.87216601,0.57299567,0.76619019,0.73229568,0.75853636,0.91802983,0.81268984,0.7694353,0.40908808,0.74057017,0.78758509,0.81071944,0.5824783,0.30055926,0.37690897,0.54248616,0.84907104,0.72415157,0.33541524,0.86280792,0.59191236,0.620584,0.87922564,0.57707446,0.63945382,0.74765676,0.66159189
44,1,0.50451098,0.66287332,0.93783732,0.7356567,0.89801344,0.57548177,0.74786793,0.74472774,0.74955455,0.85752947,0.82118167,0.77976761,0.40985889,0.73112775,0.74597481,0.76268482,0.54067199,0.26642465,0.37087315,0.43010073,0.88292094,0.72945969,0.29912491,0.86767762,0.60267348,0.64359885,0.8249358,0.53899139,0.63609842,0.73218048,0.55050717
44,2,0.49876096,0.69601109,0.9069059,0.61291781,0.94453881,0.55535423,0.7438298,0.8697895,0.77700909,0.85647703,0.84813779,0.75610408,0.43502207,0.67471506,0.56596075,0.7428507,0.5347856,0.26023352,0.41728069,0.35802941,0.89119752,0.75896685,0.29572752,0.91869042,0.58500977,0.63200064,0.76452517,0.53525404,0.61578898,0.74729347,0.4529745
45,0,0.46003411,0.62469412,0.81712202,0.53585332,0.94623735,0.50498624,0.72643168,0.90476332,0.80029091,0.86139343,0.84561201,0.73426174,0.39094921,0.56429817,0.46110115,0.78380815,0.56616826,0.28988422,0.5064515,0.43150897,0.83444694,0.71193735,0.30295127,0.91681868,0.51991367,0.53986177,0.75122826,0.56135869,0.61108211,0.75317881,0.39912273
45,1,0.47188817,0.62326425,0.70513805,0.51868856,0.8755631,0.48876341,0.69385541,0.80176895,0.83025455,0.84187816,0.82510098,0.71983779,0.35939579,0.44830853,0.45567828,0.8690678,0.62764458,0.36991758,0.64960312,0.57896935,0.75008621,0.64189542,0.36412148,0.8543851,0.47550497,0.48484401,0.75861543,0.61905573,0.66138503,0.7526702,0.38569862
45,2,0.5109583,0.71993573,0.67273142,0.51890484,0.82216971,0.4820636,0.68285602,0.70484238,0.83676364,0.72423021,0.8109697,0.72695264,0.34179151,0.48291395,0.48880288,0.93959611,0.67940191,0.41491366,0.73754399,0.69427869,0.70371368,0.60934262,0.44760638,0.75630919,0.52455612,0.48861173,0.77989752,0.66136815,0.73698388,0.71603575,0.36291693
46,0,0.45313623,0.75330935,0.59424548,0.53185214,0.74603057,0.4632985,0.54074796,0.58065026,0.75290909,0.51787647,0.72553972,0.69978024,0.33647044,0.60977699,0.48391495,0.82958889,0.69776575,0.40239403,0.72721475,0.67061295,0.67436848,0.5667906,0.47512869,0.68578589,0.58774841,0.49058638,0.78408358,0.67319519,0.82067294,0.53392429,0.3307868
46,1,0.4769409,0.79946343,0.60433208,0.60671451,0.65204195,0.45895837,0.46422437,0.50865698,0.71273636,0.41918752,0.70229606,0.55670629,0.38010816,0.70245785,0.53514375,0.72280923,0.73536994,0.4205259,0.7210081,0.61645503,0.69300155,0.56945653,0.49179822,0.69038593,0.67539502,0.55397937,0.76396234,0.70246002,0.87055644,0.45329507,0.3393128
46,2,0.49387987,0.83164303,0.59244645,0.69698191,0.54366738,0.46586887,0.44409398,0.38277498,0.60411818,0.41804486,0.6597607,0.45475517,0.43045938,0.73118821,0.62518225,0.59103859,0.78186818,0.48128925,0.69099978,0.5385359,0.68903569,0.52491891,0.48147735,0.72607585,0.71584338,0.67029064,0.69706741,0.7426152,0.87513282,0.40817409,0.38988394
