,,pid1263-11,pid5667267b-08,pid9048-11,pid9049-11,pid9050-11,pid9054-11,pid9055-11,pid9058-11,pid9059-11,pid9060-11,pid9061-11,pid9062-11,pid9063-11,pid9065-07,pid9066-11,pid9067-11,pid9068-06,pid9070-19,pid9072-11,pid9074f-11,pid9075-11,pid9087-05,pid9088-06,pid9090-04,pid9093-11,pid9094-11,pid9099-11,pid9100b-15,pid9101-11,pid9103-06,pid9104-11,pid9105-11,pid9111-11,pid9118-11,pid9129-15,pid9130-07,pid9137-07,pid9138-11,pid9139-11,pid9153-11,pid9166d-18,pid9167-11,pid9170-11,pid9173-16,pid9174-11,pid917803b-06,pid917807-06,pid9186c-11,pid918713-17,pid9192-11
45,2,0.29962929,0.23342479,0.20304604,0.41798999,0.29443408,0.41805368,0.30361774,0.21047422,0.2648777,0.26593649,0.35437564,0.42435394,0.53534283,0.45580531,0.42111399,0.3714326,0.36339599,0.28168724,0.50252681,0.2441464,0.4377741,0.43603117,0.31690678,0.59754593,0.56457261,0.30490809,0.35863882,0.39308962,0.46899872,0.4565833,0.28874337,0.58949468,0.36659952,0.23586267,0.34537594,0.28910596,0.26914508,0.53241837,0.30645812,0.29209352,0.41580526,0.39675665,0.45094892,0.53709109,0.29359748,0.32462592,0.45110717,0.19669453,0.17645366,0.65222087
46,0,0.27711544,0.28749121,0.21827624,0.44320209,0.31401521,0.43973666,0.24149192,0.22497975,0.30125487,0.2812813,0.30821444,0.44316456,0.51933587,0.46758095,0.43376057,0.38436153,0.31604884,0.27869227,0.50008998,0.30306561,0.43936009,0.45805661,0.29988551,0.58434039,0.61897148,0.30512868,0.43562802,0.35426595,0.4584451,0.4447172,0.2738599,0.61384878,0.38363853,0.18034254,0.32898851,0.29999061,0.279261,0.53667356,0.28791332,0.3105442,0.3274698,0.43318897,0.48724777,0.52632615,0.30486701,0.31922894,0.468078,0.21952254,0.17014249,0.61722696
46,1,0.31793229,0.35536091,0.29393788,0.51160177,0.35279491,0.4381499,0.24711061,0.25780617,0.37244949,0.35583136,0.30296367,0.40412055,0.48338026,0.4220645,0.4362967,0.41828504,0.3531799,0.27159732,0.48135263,0.37732854,0.46559095,0.48076995,0.31412079,0.64108244,0.6526963,0.25865809,0.48746803,0.37992561,0.49764742,0.45604463,0.28832695,0.63151596,0.41681011,0.21739325,0.34185049,0.37143483,0.33859808,0.56347684,0.31853048,0.39508426,0.30137068,0.53949603,0.55779761,0.54336312,0.38815465,0.33745479,0.5169127,0.25885258,0.1646445,0.65249086
46,2,0.35274287,0.38850429,0.3385399,0.58712204,0.38917181,0.39777178,0.33927485,0.28613336,0.41777384,0.41348451,0.32122371,0.33652544,0.4456691,0.3582838,0.43308563,0.45684387,0.45587667,0.30328456,0.43757967,0.41114413,0.514729,0.47028879,0.3335655,0.72706772,0.65707658,0.20919118,0.48694942,0.43816111,0.53965305,0.48015391,0.30290819,0.6006269,0.45029299,0.32699041,0.37015115,0.41228098,0.3836171,0.61469574,0.39630406,0.54383534,0.35741686,0.60800502,0.62631461,0.5655899,0.52537702,0.35625574,0.57026619,0.30670593,0.17738918,0.78589967
47,0,0.36626668,0.37444069,0.3483072,0.64729171,0.40908765,0.37510128,0.45730751,0.31159903,0.43293158,0.43661732,0.33151199,0.31064202,0.41746439,0.33550155,0.40783338,0.47398474,0.54694308,0.33526139,0.37798605,0.39712208,0.53336781,0.43236652,0.35766625,0.76062877,0.62395982,0.21055147,0.45273515,0.48987272,0.55750627,0.46167757,0.3130096,0.53387158,0.45128182,0.39672898,0.39174591,0.41582919,0.40241804,0.66108918,0.44405954,0.63764737,0.39750959,0.61555971,0.62791238,0.57293597,0.59923225,0.35752757,0.58546437,0.35460993,0.19900691,0.81702665
47,1,0.32947984,0.33219361,0.33249775,0.64449279,0.4217831,0.34968771,0.55589083,0.32511473,0.44598369,0.38923441,0.31758347,0.28184467,0.38841504,0.30480478,0.37245705,0.47454922,0.57596627,0.39960372,0.30205444,0.35334324,0.55088264,0.39985992,0.38849346,0.70584334,0.55250149,0.2211489,0.40723217,0.52513658,0.53878457,0.39328203,0.31626704,0.42921733,0.39945065,0.3949279,0.38810186,0.36611252,0.37712371,0.69781287,0.45867139,0.65469926,0.41446684,0.56545759,0.56166079,0.54532262,0.59725802,0.34890125,0.56220214,0.38788627,0.22705815,0.75494687
47,2,0.26529663,0.29235261,0.30055927,0.55872671,0.45297184,0.35108879,0.61074116,0.32449384,0.47344913,0.33613848,0.29191793,0.2579586,0.34563597,0.27928289,0.34998636,0.48198526,0.50873155,0.46278006,0.2625403,0.31125362,0.57229348,0.4027241,0.43471043,0.56446243,0.51647956,0.2077114,0.39647627,0.53609206,0.49104041,0.3650327,0.29116798,0.47575988,0.27722945,0.37903145,0.35717058,0.29720422,0.33181489,0.71235195,0.4660815,0.65344035,0.42464837,0.51812388,0.48266447,0.48748053,0.55653962,0.33149379,0.51880158,0.37399949,0.24788428,0.62990768
48,0,0.23950193,0.26306458,0.33707181,0.45877021,0.48989863,0.35762154,0.64663839,0.30803563,0.48529599,0.35924377,0.30212531,0.24420975,0.30525836,0.26534438,0.34041451,0.49404575,0.43171996,0.50472489,0.23863687,0.27897865,0.58979451,0.42033445,0.46973571,0.43634675,0.55149932,0.1861489,0.3913896,0.51384691,0.44454949,0.37786841,0.26407415,0.61308891,0.19906611,0.39062098,0.3371391,0.27114576,0.32508604,0.71404399,0.46057275,0.64924399,0.42381186,0.4711962,0.44295252,0.43275396,0.52355361,0.30165559,0.45787807,0.31774949,0.24653857,0.5515938
48,1,0.28104212,0.25582524,0.42827324,0.3767167,0.51108162,0.36659352,0.68568113,0.27139386,0.45008862,0.4261049,0.31376673,0.25962762,0.2623054,0.28301585,0.33605127,0.49617343,0.44976283,0.49382716,0.2188948,0.2692422,0.58889119,0.43770715,0.4850396,0.42502487,0.61562715,0.17917279,0.354632,0.41043822,0.38865925,0.45525202,0.23674525,0.66645137,0.261692,0.41397904,0.31354982,0.31418344,0.33511139,0.73115247,0.43444854,0.5714181,0.41205292,0.44103895,0.43133298,0.39329343,0.51986564,0.2783756,0.39672207,0.26387411,0.23780944,0.50182895
48,2,0.26824165,0.25737301,0.46281834,0.34212892,0.49507483,0.33501013,0.71269409,0.24074507,0.34344559,0.44165887,0.31805413,0.25456585,0.25948162,0.28078889,0.3416553,0.46164201,0.54520379,0.41658284,0.20782785,0.27043873,0.53565715,0.40503796,0.46867665,0.49062148,0.6378326,0.17873162,0.28534385,0.32509008,0.34665362,0.5260177,0.23696689,0.62006079,0.30143747,0.43853408,0.29222459,0.34276739,0.33455896,0.7809112,0.37898342,0.47314328,0.39729449,0.44560376,0.44828595,0.38488973,0.51795997,0.25975161,0.35468732,0.25677558,0.24412061,0.44871974
49,0,0.25268991,0.23037146,0.40242685,0.27391777,0.44473533,0.2723582,0.7143829,0.2017637,0.24895427,0.38825472,0.26913517,0.24017402,0.27813018,0.26704263,0.32851104,0.4033587,0.58182537,0.30827618,0.20158956,0.24385704,0.45132396,0.35320751,0.42974907,0.51912847,0.61951198,0.18112132,0.21735578,0.25953156,0.34181654,0.61195075,0.23228558,0.50149126,0.30052188,0.44984394,0.25557927,0.30882982,0.30193805,0.82528044,0.30481722,0.33213215,0.36812419,0.45462263,0.48583002,0.36017873,0.45704689,0.2246602,0.31035685,0.24435157,0.26442861,0.42181676
49,1,0.22699854,0.20924441,0.23217817,0.20235661,0.35334481,0.26428933,0.662502,0.16480698,0.22431053,0.28124278,0.242771,0.2277248,0.29349122,0.25070093,0.27264794,0.32748944,0.55043921,0.26827465,0.20396641,0.22352389,0.3291477,0.32895576,0.3870623,0.47815878,0.53636538,0.17736213,0.19957374,0.23281123,0.36661756,0.64015391,0.20362684,0.34862272,0.29153086,0.39987247,0.19890247,0.25359256,0.2595182,0.84621169,0.25829893,0.20273763,0.34283768,0.47905849,0.52424424,0.28813643,0.34978064,0.1670519,0.27907416,0.20738349,0.30164076,0.42423794
49,2,0.22429894,0.22377234,0.14872666,0.19042129,0.27131449,0.28633525,0.55627501,0.13862143,0.23034385,0.21903242,0.2300706,0.21351081,0.29927128,0.22905619,0.21888465,0.28925629,0.47506149,0.26353452,0.20412387,0.23835927,0.24997931,0.34845472,0.37722546,0.34366916,0.45374802,0.18556066,0.20718954,0.23661804,0.37628073,0.62303963,0.18623145,0.32832447,0.28301593,0.29713282,0.16711948,0.23265813,0.25240898,0.84740239,0.25148788,0.18595884,0.29085455,0.4899845,0.54139974,0.20346807,0.29121196,0.14634875,0.25392305,0.17432244,0.30388601,0.39693433
50,0,0.2297498,0.21771493,0.15731549,0.20883185,0.22084349,0.27754895,0.3862574,0.12689643,0.23397377,0.25059717,0.2304383,0.17695665,0.29600033,0.19214317,0.17469321,0.29395673,0.38433767,0.28752477,0.20143211,0.23204817,0.25994346,0.37415732,0.37424864,0.28140214,0.42927922,0.21804228,0.19739273,0.24430431,0.38048019,0.57095806,0.16864128,0.32881839,0.24105475,0.21484266,0.16895228,0.24570301,0.25710922,0.83768879,0.21962051,0.1271498,0.23705501,0.46322317,0.57187758,0.13266377,0.27622704,0.14267703,0.23160525,0.17356256,0.25129534,0.40278697
50,1,0.25338741,0.26988884,0.16906022,0.25916902,0.24775259,0.28060432,0.30664319,0.16426707,0.25693017,0.31804722,0.21856155,0.22295033,0.35057138,0.23721102,0.15244069,0.3588402,0.38914266,0.32354824,0.20203944,0.2897083,0.31145359,0.34156317,0.36054766,0.29921735,0.47515399,0.23268382,0.18431373,0.27132977,0.43028011,0.53076568,0.15757942,0.2994016,0.25237136,0.18216599,0.17282274,0.26004195,0.26941677,0.85172652,0.24019691,0.12082195,0.28858403,0.41488053,0.60885155,0.13418873,0.2669043,0.14586213,0.24963675,0.21744554,0.19617156,0.49994774
50,2,0.34302949,0.43172928,0.21331269,0.34615329,0.3279539,0.33089973,0.35163278,0.22017457,0.32092875,0.42707359,0.29548463,0.33920681,0.44780556,0.35256421,0.15544723,0.45750605,0.446091,0.3770157,0.23836695,0.46093689,0.3821266,0.35160657,0.34996661,0.38341845,0.54381974,0.22522059,0.22115658,0.32060037,0.52245943,0.53606002,0.16218685,0.30302052,0.39700604,0.25403005,0.19902107,0.27919184,0.30806013,0.89145829,0.36532226,0.17385599,0.36168306,0.40581244,0.63452104,0.18936624,0.28262956,0.17999137,0.28259038,0.25090552,0.19010507,0.73391395
51,0,0.38498301,0.57330801,0.33115949,0.45567399,0.415794,0.3706786,0.49235633,0.27960947,0.3871464,0.54409158,0.40844242,0.41614567,0.56189135,0.43573065,0.18389692,0.541213,0.55089599,0.42003506,0.27250506,0.6003441,0.44034616,0.39568246,0.37435359,0.47932613,0.59692367,0.23401654,0.27237141,0.36721202,0.58944198,0.55403617,0.1894553,0.34986702,0.50276506,0.39707577,0.25913707,0.33129833,0.34361529,0.92742997,0.43381041,0.24164391,0.41537506,0.44132195,0.64794839,0.2837747,0.34546202,0.2573296,0.31494827,0.3321112,0.26675302,0.85963247
51,1,0.46324546,0.65690165,0.48985319,0.57855123,0.49625831,0.40718265,0.6883384,0.33792855,0.46319745,0.63762453,0.54827916,0.47531362,0.68838191,0.50524697,0.22649986,0.60343686,0.68723647,0.46860997,0.32054435,0.68720576,0.5125362,0.45495479,0.47439176,0.58232407,0.63228124,0.25245404,0.33735436,0.43573463,0.63500945,0.59504425,0.23593928,0.46158815,0.61094122,0.56980009,0.35023826,0.41444121,0.38610759,0.96434167,0.45953091,0.34004529,0.46312783,0.50073824,0.67623584,0.40549315,0.44964354,0.34840358,0.37484017,0.48544833,0.4009715,0.91334262
51,2,0.58901562,0.71809484,0.66078098,0.69787543,0.56186343,0.48616644,0.89442933,0.41384865,0.57650479,0.69866256,0.68786586,0.49713395,0.78979795,0.53283561,0.29468912,0.67257569,0.79742621,0.55502972,0.42157157,0.74330961,0.60102055,0.5278351,0.61157332,0.67314452,0.6642044,0.2777114,0.41930236,0.53920144,0.66153643,0.66383994,0.2962657,0.60984992,0.71363303,0.73131523,0.44195399,0.49999478,0.45002717,0.9702325,0.47480693,0.46640245,0.4980103,0.55925634,0.73230815,0.53233582,0.53073759,0.44531691,0.45848832,0.67407548,0.53110967,0.91813273
52,0,0.7021403,0.78190516,0.7066913,0.77137263,0.6165782,0.59564483,0.98143109,0.48722217,0.68930876,0.70207496,0.78952787,0.49000643,0.86609805,0.52838169,0.38513771,0.75874684,0.84844519,0.67034751,0.51825748,0.81011965,0.69245621,0.60499293,0.7330312,0.71280759,0.71533775,0.37542279,0.52863029,0.61911542,0.70032101,0.74347057,0.35896299,0.75265008,0.72880425,0.83468134,0.51320698,0.59956378,0.51415504,0.96008022,0.48729603,0.53745421,0.53208016,0.61618722,0.80144025,0.62865459,0.63448039,0.53291824,0.52695281,0.82054205,0.60987334,0.9391221
52,1,0.78875987,0.87533418,0.68644762,0.79667899,0.68563812,0.72700878,1,0.56451003,0.81035094,0.66486873,0.86895132,0.49097774,0.91719112,0.52774084,0.47313881,0.86536979,0.84783907,0.8059747,0.65777161,0.91428795,0.80457868,0.69826023,0.82786948,0.78138887,0.78064792,0.53255515,0.65368713,0.69541148,0.75294622,0.85571374,0.49402243,0.89327508,0.74032229,0.91479008,0.61902452,0.67909583,0.58854374,0.96597105,0.52307031,0.60139879,0.5851149,0.66796269,0.91320981,0.68027384,0.74532492,0.61838511,0.5645705,0.93002786,0.6511802,0.98719735
52,2,0.86335396,0.93970733,0.64771797,0.78863027,0.77191221,0.82756583,0.94869537,0.64632412,0.91988657,0.62447025,0.96220032,0.57050221,0.87976151,0.59052822,0.57652032,0.97173222,0.85408468,0.92524005,0.81037715,0.97927583,0.90194456,0.79106475,0.89208091,0.93029117,0.8337631,0.72914522,0.76577153,0.75091538,0.82696451,0.99530589,0.58897844,0.99012158,0.73938839,0.95973868,0.73344546,0.75362909,0.65297048,1,0.59191009,0.68420702,0.66286254,0.74632724,1,0.64717553,0.84188374,0.72039681,0.55716029,1,0.67330167,0.99912907
53,0,0.92415299,0.93801885,0.64631978,0.77412805,0.80972362,0.84274139,0.91996158,0.68894988,0.94540943,0.614178,1,0.67956277,0.85831401,0.6917186,0.63782383,0.96045333,0.88843992,1,0.89742821,0.9770861,0.92235554,0.79900692,0.87716821,1,0.81643339,0.80966912,0.80591077,0.7809921,0.85209533,1,0.63881389,0.96447568,0.71741439,0.99596156,0.83898269,0.81860305,0.6770422,0.98709031,0.62286585,0.77053221,0.77490709,0.79241824,0.93931438,0.57070591,0.882136,0.83329094,0.48068988,0.99499747,0.67114277,0.94791848
53,1,0.93562304,0.9356972,0.63880955,0.78957291,0.82983073,0.81074443,0.93684969,0.69371907,0.9325062,0.60955474,0.96624504,0.80575126,0.83073866,0.78593973,0.65723343,0.86525038,0.94676739,0.99504649,0.88798081,0.97677329,0.88801545,0.74089778,0.79165156,0.95887776,0.75782314,0.83378676,0.79383348,0.79279031,0.8028121,0.93813005,0.60918799,0.84815729,0.66404505,1,0.92688186,0.82720224,0.67097446,0.92905935,0.67501009,0.82048891,0.88157407,0.81284298,0.76843448,0.54893826,0.92571977,0.93709426,0.37174532,0.92711499,0.6767559,0.88721477
53,2,0.89201617,0.9169129,0.5350744,0.84243347,0.8233515,0.68318704,0.91339843,0.63333033,0.92704715,0.62276405,0.88888072,0.77765161,0.76984929,0.74973164,0.62815653,0.7536556,0.9544097,0.90458772,0.71096199,0.95878627,0.85208937,0.76686303,0.66304742,0.82794986,0.58851217,0.82902574,0.7299659,0.82275078,0.75415549,0.78737976,0.58374639,0.70197568,0.61558323,0.99203499,1,0.7138161,0.68530158,0.87641787,0.72755805,0.83334443,0.84036998,0.8108005,0.53869927,0.64992211,0.97888676,0.97915307,0.28651343,0.82149189,0.74194013,0.91412646
54,0,0.84192511,0.86956522,0.55063418,0.84895947,0.77959881,0.4487424,0.85553065,0.48578242,0.96036866,0.58715394,0.69213855,0.6628863,0.65132494,0.66626079,0.57525907,0.87046103,0.91040056,0.78036885,0.50788783,0.90521624,0.81402565,0.7855365,0.53757275,0.76407773,0.638801,0.63585478,0.6244956,0.63127688,0.76852381,0.57474413,0.5168245,0.74570669,0.67255997,0.96746876,0.96167281,0.65326696,0.69186742,0.80541455,0.75903473,0.73129954,0.62649825,0.73327263,0.55758008,0.72460441,0.8630244,0.94030148,0.20279263,0.65552178,0.8005901,0.88251176
54,1,0.97859699,0.80659913,0.58173375,0.87042274,0.78776359,0.46490547,0.87634064,0.51007829,0.97376817,0.41868567,0.55608913,0.73699331,0.60228553,0.73135524,0.63916689,0.84286629,0.85339072,0.68289895,0.5229062,0.83092203,0.81043994,0.89357498,0.631476,0.61347085,0.61461371,0.56913603,0.60801364,0.65445194,0.8264918,0.50289342,0.54929142,0.88648366,0.69186962,0.93878578,0.83672941,0.73694207,0.62034957,0.6737482,0.76941409,0.65396656,0.53252232,0.75038758,0.49906984,0.88775929,0.75190568,0.96737484,0.41940312,0.72112462,0.7874928,0.80708936
54,2,1,0.80990573,0.51994407,0.8353999,0.86635107,0.48593856,0.85809188,0.55981283,0.90315491,0.3655292,0.60808942,0.82606673,0.57312852,0.79840428,0.62103218,0.75635862,0.85928496,0.61576741,0.55894879,0.83968093,0.83960833,0.9145498,0.62067551,0.59370564,0.60534643,0.62584559,0.58390168,0.72643264,0.81752122,0.55844556,0.56913829,0.8781345,0.63237502,0.85645087,0.79628911,0.73538712,0.60181127,0.64667544,0.77781395,0.63174582,0.59512912,0.77732116,0.5039832,0.95564483,0.74520154,0.95133874,0.48564454,0.75196302,0.69795625,0.90332695
55,0,0.92389465,0.74138174,0.47535204,0.72909869,0.83357242,0.4021185,0.664575,0.50845856,0.74314073,0.34679949,0.57663627,0.82825561,0.51143591,0.78944839,0.58841014,0.62496336,0.81708538,0.48004115,0.57825598,0.77047001,0.76982485,0.78852576,0.46074802,0.53307024,0.58855721,0.58807904,0.49616368,0.60576252,0.70073875,0.59717584,0.48968366,0.77533245,0.62153452,0.80900762,0.71744615,0.64239274,0.62337439,0.57797832,0.70535377,0.61988943,0.66820425,0.69387504,0.58441977,0.97515783,0.67194955,0.8222758,0.40917413,0.6724924,0.54951785,0.90202055
55,1,0.72975626,0.61848178,0.46385699,0.53858313,0.68461005,0.32529541,0.49019529,0.44317466,0.46221907,0.3351753,0.48063686,0.78090756,0.44674561,0.75123764,0.56889828,0.52850118,0.66157765,0.35648529,0.44737947,0.6470165,0.55957109,0.56230535,0.28871291,0.35402932,0.54708525,0.43726103,0.40336033,0.42486633,0.45974232,0.59331281,0.28019343,0.68052812,0.64273027,0.76127351,0.62059857,0.57317137,0.61649158,0.50953813,0.55299725,0.60863918,0.75220181,0.62504614,0.57070737,0.80946954,0.52647381,0.57959987,0.2820673,0.1608536,0.38236903,0.65688904
55,2,0.73717046,0.54302097,0.45228203,0.37232978,0.54705207,0.36558913,0.41564751,0.38720418,0.35849699,0.42379878,0.52302544,0.68982311,0.43477145,0.66579618,0.62075266,0.55584624,0.55280218,0.38756287,0.37172528,0.57144756,0.45217211,0.41465611,0.27946761,0.29200106,0.4997016,0.39548713,0.44779057,0.49116587,0.31996174,0.51998461,0.29505675,0.53773746,0.70301227,0.7406674,0.55389525,0.51755841,0.57414418,0.48769192,0.5133421,0.52454539,0.80260752,0.60929695,0.43215813,0.75119292,0.58249246,0.52916911,0.27154772,0.14501013,0.31271589,0.48234628
56,0,0.7860861,0.61717321,0.46783182,0.42164455,0.55151102,0.41355503,0.47843765,0.3394043,0.40203474,0.51018218,0.61927489,0.57827271,0.45295628,0.55830943,0.70970821,0.6190471,0.63374912,0.46820607,0.28894804,0.64391961,0.49255965,0.36186259,0.34370766,0.39001791,0.52173815,0.39013787,0.55625888,0.67613042,0.38627369,0.46888803,0.51056485,0.57234043,0.73297015,0.82947948,0.59855101,0.5914029,0.57612751,0.50565269,0.58435673,0.47827216,0.70627741,0.59448286,0.44446028,0.75004509,0.74104744,0.69116687,0.32966698,0.12937563,0.4168034,0.55613134
56,1,0.90767124,0.76466864,0.42316988,0.4859111,0.69418543,0.4644919,0.60093645,0.3041393,0.52129741,0.5017007,0.68008531,0.51946044,0.41882246,0.50553535,0.6921189,0.59614195,0.83851019,0.56252096,0.25626453,0.79486979,0.53848435,0.36606506,0.43555004,0.55317371,0.5178308,0.37278493,0.62396277,0.77817331,0.64066004,0.54730281,0.63471019,0.67177052,0.74179637,0.84276941,0.64746534,0.70702232,0.63547365,0.58045372,0.66198706,0.51035103,0.49934872,0.5106061,0.46364864,0.71852915,0.88172471,0.83096847,0.36480007,0.19389564,0.64469632,0.70404111
56,2,0.96677818,0.79696074,0.35559772,0.48333696,0.68232678,0.56315834,0.65757964,0.29041663,0.55980858,0.47752215,0.68657155,0.45967687,0.40716297,0.45431533,0.6554745,0.62649399,0.91611033,0.57713001,0.25627203,0.82271057,0.57950627,0.48163296,0.40822441,0.57873582,0.48823854,0.37763787,0.61199915,0.76547425,0.72774944,0.60721047,0.62702666,0.74696049,0.70038454,0.81890794,0.67096837,0.74549951,0.66769607,0.62812559,0.64645057,0.51721175,0.52030927,0.56441174,0.46106819,0.61672542,0.90863724,0.84015881,0.3540916,0.22406282,0.70365573,0.71767114
57,0,0.93666929,0.7893626,0.21795666,0.37222826,0.6408215,0.5998734,0.52553226,0.23961127,0.50018433,0.47079641,0.65460362,0.36997414,0.32514078,0.37319961,0.60340196,0.61551906,0.88422347,0.54663923,0.2429257,0.8127786,0.57676183,0.59673808,0.25508062,0.42761159,0.44546038,0.28341912,0.50606706,0.61035395,0.59357548,0.48831089,0.48294043,0.70101634,0.47127815,0.75817476,0.62131013,0.74463333,0.69748234,0.61937081,0.52432052,0.37181776,0.64101767,0.60077023,0.41684795,0.40220546,0.76425829,0.63875648,0.2868912,0.18092705,0.60757052,0.50162864
57,1,0.83392966,0.62476432,0.15245181,0.26226525,0.55690241,0.54187205,0.38173523,0.17102493,0.38219071,0.49660961,0.55939109,0.27737116,0.24744121,0.28277553,0.4642078,0.55750714,0.67000176,0.52901235,0.1643698,0.6476656,0.46028824,0.47989444,0.17318958,0.28373682,0.35198802,0.23858456,0.35255754,0.50004359,0.29905237,0.38528665,0.33771241,0.56869301,0.27482146,0.63631686,0.47102012,0.64172485,0.63034776,0.5154415,0.34311798,0.22966096,0.5394056,0.4557177,0.26673168,0.22366975,0.58546751,0.4702558,0.2181797,0.14202128,0.4080095,0.36489288
57,2,0.67152766,0.49857887,0.10470388,0.1973461,0.48942046,0.40903106,0.32258684,0.18181409,0.29755406,0.54011778,0.48645389,0.25048908,0.24667936,0.25701331,0.4664985,0.5085053,0.39948173,0.48875934,0.09461648,0.52913115,0.31361192,0.23273673,0.10400725,0.36850169,0.23520668,0.209375,0.29050156,0.36802569,0.15443472,0.31131974,0.26627712,0.38332067,0.18915034,0.52910248,0.34072924,0.50703902,0.51575801,0.41760356,0.21495826,0.1145807,0.315675,0.26085833,0.19045833,0.16327786,0.48641349,0.37054445,0.16080146,0.086303191,0.28101612,0.26650409
58,0,0.80078534,0.74299986,0.24856686,0.20407512,0.58810309,0.49118839,0.28390427,0.3958607,0.42688408,0.58555782,0.60589793,0.28975197,0.41948493,0.29069004,0.70929915,0.58935724,0.51047084,0.57862369,0.23617755,0.77043873,0.35786788,0.23213638,0.072911936,0.57071035,0.31607869,0.24610294,0.37542626,0.38258456,0.23432347,0.40586379,0.32760427,0.40021847,0.46288226,0.40155049,0.37798909,0.60448953,0.59573447,0.48781099,0.28848633,0.12432558,0.40761941,0.29513744,0.24868352,0.30552595,0.71615026,0.39338207,0.23417703,0.12501266,0.19535118,0.48362655
58,1,0.96228316,0.81940341,0.38940378,0.2816547,0.82323196,0.64325625,0.30263326,0.54663007,0.57708614,0.59755628,0.67352552,0.31404846,0.63591421,0.30767259,0.73997818,0.68691584,0.6823085,0.739148,0.40056235,0.86877297,0.58945663,0.2583893,0.34646503,0.68495059,0.48340784,0.40455882,0.39616368,0.40491689,0.38138165,0.47306656,0.45721002,0.48084157,0.72742172,0.42317459,0.53993359,0.75576845,0.81619272,0.58301059,0.4893146,0.20833944,0.55402063,0.44818761,0.39333133,0.44084611,0.80459282,0.46290132,0.29826805,0.21255066,0.33570092,0.74580213
58,2,0.98634702,0.86112284,0.42700489,0.32376187,0.94677952,0.72397873,0.34318873,0.66504094,0.62588444,0.58120975,0.69783792,0.32902855,0.71787844,0.32346957,0.68461958,0.6968595,0.68471539,0.75598994,0.56464722,0.91272386,0.61954903,0.27088414,0.44022517,0.75950123,0.57066447,0.58409926,0.4023231,0.43367139,0.47196693,0.54540977,0.56641816,0.54179331,0.79689617,0.46824624,0.59107963,0.84134289,0.90019018,0.64460738,0.57619128,0.26577633,0.57214899,0.49294977,0.61720051,0.50024596,0.84590074,0.55625353,0.3511711,0.25835233,0.44952504,0.86217558
59,0,0.95431354,0.86457014,0.45477879,0.3409615,1,0.77490716,0.49183608,0.78203005,0.56330379,0.60614233,0.69426386,0.44000438,0.68868831,0.43175737,0.55550859,0.72715726,0.63374912,0.70956409,0.70668066,0.92539298,0.54063577,0.332758,0.55141685,0.75963388,0.60642742,0.69275735,0.40988207,0.48988725,0.64313355,0.63338207,0.70300222,0.57258739,0.70774583,0.55016724,0.62676542,0.85248844,0.82728672,0.66572664,0.62771042,0.34334244,0.54097107,0.56218471,0.90578351,0.50215627,0.88807239,0.6903153,0.44894223,0.28924772,0.62711572,0.92161644
59,1,0.83165631,0.8258759,0.53770099,0.29224857,0.8881796,0.7271185,0.62496398,0.81445154,0.43943991,0.67070285,0.66322253,0.52000766,0.55645081,0.50708941,0.26336924,0.73114124,0.60216971,0.62981253,0.70531604,0.88300618,0.50913667,0.43669406,0.61320485,0.62312131,0.62834011,0.67305147,0.40569054,0.50515808,0.72839805,0.72132359,0.73900195,0.51585296,0.4366508,0.59369511,0.62754167,0.77410434,0.66747872,0.59113869,0.61776082,0.36706854,0.50253941,0.60773433,0.93248819,0.4350742,0.87518508,0.72434501,0.51111531,0.28636651,0.72718768,0.85997213
59,2,0.77070228,0.77311102,0.55732548,0.26206947,0.74103428,0.64614281,0.69444533,0.80610096,0.36338178,0.69469976,0.66351669,0.60477174,0.4777741,0.58468046,0.23190619,0.70594557,0.62427969,0.57819692,0.61316638,0.82943615,0.52677562,0.49766738,0.56447858,0.52890495,0.61510917,0.59665441,0.36594203,0.5130623,0.72280243,0.78537899,0.67257707,0.42609233,0.35661967,0.57559486,0.62858745,0.73277814,0.53515667,0.54489566,0.61239533,0.34210351,0.48155495,0.65089697,0.80631611,0.36641797,0.85715657,0.70698179,0.55790131,0.28680344,0.71658751,0.795027
60,0,0.79764657,0.73638666,0.46825127,0.23592923,0.59989002,0.53225861,0.67495598,0.78659228,0.25710032,0.63646871,0.66948081,0.62267945,0.48516893,0.59748146,0.25893782,0.63688273,0.59647751,0.43436976,0.49621354,0.78955189,0.46282582,0.51427714,0.41066692,0.45434768,0.57564156,0.5538511,0.30011367,0.50573928,0.65475353,0.75927664,0.55903687,0.31690729,0.30825856,0.50618071,0.63508851,0.73833005,0.30687375,0.52924735,0.62161564,0.27700659,0.43724382,0.62519379,0.74935864,0.33063048,0.81641075,0.67842647,0.56613972,0.28547366,0.64045049,0.72578819
60,1,0.80347202,0.68012523,0.42935184,0.21458197,0.47919954,0.38206448,0.55617096,0.71634122,0.21549096,0.55963454,0.5447051,0.57334774,0.4869576,0.54768733,0.32867467,0.43748847,0.52761771,0.21296296,0.42625028,0.7276218,0.29844159,0.44977674,0.23761091,0.36629303,0.53147837,0.56000919,0.29938903,0.47458735,0.53472802,0.60721047,0.42008194,0.31553951,0.30402857,0.36477945,0.58372685,0.75524665,0.35258105,0.48099893,0.58056702,0.22865517,0.41642667,0.52502645,0.76385868,0.28565221,0.66665753,0.61568662,0.53023655,0.27220111,0.48390184,0.66230622
