,,pid1263-11,pid5667267b-08,pid9048-11,pid9049-11,pid9050-11,pid9054-11,pid9055-11,pid9058-11,pid9059-11,pid9060-11,pid9061-11,pid9062-11,pid9063-11,pid9065-07,pid9066-11,pid9067-11,pid9068-06,pid9070-19,pid9072-11,pid9074f-11,pid9075-11,pid9087-05,pid9088-06,pid9090-04,pid9093-11,pid9094-11,pid9099-11,pid9100b-15,pid9101-11,pid9103-06,pid9104-11,pid9105-11,pid9111-11,pid9118-11,pid9129-15,pid9130-07,pid9137-07,pid9138-11,pid9139-11,pid9153-11,pid9166d-18,pid9167-11,pid9170-11,pid9173-16,pid9174-11,pid917803b-06,pid917807-06,pid9186c-11,pid918713-17,pid9192-11
16,1,0.67589351,0.55450964,0.41304304,0.48008846,0.42036054,0.48994767,0.41513526,0.31903176,0.42849344,0.48906379,0.68640977,0.41271188,0.36574197,0.43251037,0.52954731,0.63432082,0.71712052,0.47847889,0.29291445,0.56079612,0.38243691,0.61742524,0.3353306,0.27060423,0.45093292,0.44858456,0.61259591,0.53725445,0.56226639,0.50182378,0.62256028,0.69416793,0.73337301,0.65473034,0.38635531,0.70236791,0.62450643,0.60002507,0.51227421,0.55741024,0.4519186,0.48948003,0.40029255,0.71447077,0.63353441,0.48920052,0.39919214,0.20269124,0.52932499,0.72667654
16,2,0.74714217,0.57259744,0.43214821,0.49599014,0.43674987,0.5437711,0.4543781,0.33206155,0.50246721,0.48378006,0.75739079,0.40914128,0.35296456,0.4310204,0.55002045,0.63857619,0.80570977,0.57219174,0.243653,0.57760225,0.40687491,0.78404813,0.36594791,0.29020362,0.45558346,0.47930147,0.59641944,0.50823841,0.66106372,0.53531358,0.63878702,0.75618351,0.71823842,0.62309405,0.44018587,0.71583023,0.64868683,0.60023187,0.48483467,0.55713715,0.54602598,0.51996949,0.42129623,0.67251783,0.60878804,0.47369527,0.44586191,0.24725811,0.56001007,0.76056436
17,0,0.6945711,0.54263402,0.31044642,0.41028207,0.35650074,0.59881837,0.39685449,0.30860254,0.49766749,0.45548462,0.74202089,0.34436434,0.29760682,0.36922633,0.52052086,0.6093097,0.75798489,0.6245618,0.27752118,0.55092672,0.40364777,0.83434017,0.25360176,0.27449095,0.37885527,0.38100184,0.47889315,0.38984947,0.5980168,0.43783763,0.55234737,0.66117021,0.49851676,0.3905203,0.42420812,0.68316584,0.63036588,0.51076017,0.35851121,0.45272764,0.67946129,0.52822551,0.41134198,0.4642863,0.45098711,0.38485529,0.35695397,0.23765831,0.47591393,0.56430064
17,1,0.57028636,0.44730547,0.21847598,0.31303024,0.25319179,0.57461175,0.29517368,0.22849816,0.38642325,0.46315152,0.68674805,0.23181526,0.25283206,0.25236714,0.53519907,0.54204887,0.54689037,0.64302698,0.21844493,0.46268867,0.32207282,0.7188098,0.14648411,0.21294024,0.30119247,0.2936489,0.32203751,0.2875741,0.3715206,0.33061947,0.42221103,0.50156725,0.31558323,0.25849358,0.28395541,0.55690179,0.51686289,0.39600175,0.25940589,0.29612336,0.58438594,0.42778748,0.30355562,0.28750512,0.34217165,0.31832207,0.22388992,0.18697442,0.29360248,0.37422052
17,2,0.38827678,0.40341916,0.13468491,0.24730621,0.25296466,0.59534943,0.23871458,0.26064969,0.27469692,0.48693379,0.66684807,0.19844864,0.29640609,0.20947819,0.64481184,0.53053116,0.31280745,0.63527663,0.11045213,0.42487683,0.26016412,0.367666,0.091340521,0.26162367,0.21922821,0.21142463,0.2716894,0.25419912,0.18347918,0.30075414,0.2802606,0.34317059,0.21236037,0.13236232,0.22313862,0.47834027,0.42617279,0.31241461,0.18971961,0.14089123,0.36823174,0.22694835,0.23548121,0.18608674,0.33087469,0.26355603,0.17043473,0.10492021,0.20515976,0.28984497
18,0,0.50271897,0.57452512,0.19232997,0.24342687,0.43916463,0.75561276,0.29739875,0.50433726,0.3828146,0.52593428,0.68467422,0.25141935,0.53184829,0.26047391,0.76104445,0.61813524,0.39350843,0.68202256,0.25786159,0.60091499,0.34711074,0.2537866,0.25362084,0.44435232,0.348441,0.20964154,0.42362887,0.3477566,0.26601733,0.43996922,0.28697025,0.5350304,0.47201978,0.122283,0.30005175,0.62291934,0.59815251,0.37547785,0.31966348,0.16002131,0.48799608,0.25457096,0.30663116,0.33861605,0.45697834,0.25965207,0.24831454,0.12106763,0.13174295,0.47146839
18,1,0.64260711,0.75819614,0.29785279,0.33010659,0.73057428,0.8993923,0.3443813,0.72011158,0.59297412,0.57256866,0.71404618,0.30957495,0.77370818,0.32378999,0.82362967,0.7278086,0.7011156,0.73870599,0.45992352,0.8055838,0.42974762,0.28083999,0.45132144,0.71420044,0.66053352,0.34505515,0.46760443,0.40327502,0.4220131,0.5338284,0.33667137,0.75235562,0.77067387,0.28555447,0.43317808,0.80842804,0.85021735,0.53406029,0.50279344,0.26736828,0.62984429,0.40549253,0.35119646,0.4721079,0.64839594,0.33765386,0.29232535,0.1612652,0.22894358,0.68529002
18,2,0.72929126,0.81011679,0.38912414,0.38635342,0.88758189,0.95416948,0.35465824,0.88243499,0.66692662,0.58352138,0.65259597,0.42420346,0.8190212,0.43568259,0.76233979,0.72255452,0.7851019,0.73210639,0.68525156,0.86775632,0.42425183,0.32666692,0.54185669,0.83670491,0.773948,0.52230699,0.46575732,0.43518249,0.52635108,0.55210466,0.38995903,0.85601254,0.86892511,0.36087526,0.51492119,0.91163917,0.95589567,0.60849157,0.60269316,0.32860854,0.6263429,0.49954475,0.46268847,0.54378126,0.70518234,0.43068535,0.336743,0.20695922,0.32340961,0.80344017
19,0,0.79366822,0.85310257,0.50485369,0.45468059,0.97658155,0.93239365,0.4564511,1,0.62753633,0.59392372,0.60463303,0.56810813,0.73971514,0.58447218,0.61899373,0.73567885,0.76833275,0.73461363,0.81705031,0.91452256,0.38946352,0.42231061,0.65672169,0.88724547,0.80903532,0.70617647,0.44309463,0.52666221,0.67808144,0.62754136,0.52011552,0.75208967,0.87001465,0.44762896,0.57614766,0.96690774,0.98949466,0.64629943,0.69458372,0.41384134,0.59517692,0.57646972,0.75680744,0.55376732,0.75800658,0.56107541,0.44847728,0.26863602,0.50056851,0.89130813
19,1,0.77058603,0.84036865,0.58014581,0.4901675,0.89795821,0.81080351,0.57554826,0.9652659,0.43975895,0.56497331,0.58230622,0.66882362,0.55064591,0.68734479,0.38761249,0.74987788,0.71421293,0.67629934,0.83976906,0.90505983,0.38384361,0.52509599,0.72291766,0.78264907,0.85716216,0.7477114,0.45823387,0.61211205,0.7271558,0.70872643,0.5830546,0.5331307,0.65975096,0.46508038,0.62043685,0.92834706,0.79834269,0.57599173,0.68958287,0.44070472,0.54311014,0.56479317,0.83332083,0.49694187,0.77587058,0.60772387,0.53134081,0.28630952,0.58352044,0.86943912
19,2,0.69231067,0.80702125,0.57766903,0.48483069,0.75335915,0.70499662,0.64322075,0.85503464,0.35844736,0.53944631,0.56976761,0.69232663,0.48458927,0.70528862,0.28804881,0.7361782,0.72952389,0.58593964,0.78593387,0.85844999,0.3725762,0.59144748,0.66966892,0.65239106,0.84512482,0.69079963,0.45938477,0.66667151,0.71288642,0.76328588,0.55906374,0.36160714,0.53664164,0.43900393,0.63872178,0.88715653,0.56813983,0.52188381,0.6610494,0.41948311,0.49851221,0.55606959,0.76258345,0.42649012,0.7745133,0.60852014,0.5672004,0.26672366,0.57220063,0.8136997
20,0,0.60996655,0.74321092,0.45076401,0.41034733,0.5559102,0.5826975,0.63725788,0.74746693,0.28065225,0.50592768,0.54155023,0.65657961,0.50062107,0.67037826,0.3347423,0.64425363,0.68410049,0.42419601,0.67970308,0.80104794,0.29973797,0.60992083,0.52797443,0.55622471,0.70960622,0.61363051,0.38636687,0.7212455,0.66907788,0.7318661,0.48854859,0.35201368,0.48534151,0.39063217,0.6442741,0.89287541,0.31176417,0.49308767,0.6321643,0.36558316,0.41752608,0.52500185,0.73954692,0.38385669,0.74496847,0.60126519,0.53994246,0.22983789,0.55462003,0.77092841
20,1,0.52794534,0.66668074,0.32135224,0.26154013,0.34039832,0.42619851,0.59438931,0.65917394,0.28612549,0.51183334,0.42904839,0.53156764,0.48386055,0.53950046,0.41236024,0.43359133,0.58744729,0.25064015,0.56003599,0.71824509,0.22218315,0.54135555,0.30462742,0.48703986,0.57095724,0.53914522,0.3266624,0.71878996,0.61815663,0.59584456,0.38558667,0.3981478,0.46317524,0.29826269,0.63048494,0.86493848,0.35355914,0.4367989,0.55021032,0.29261307,0.36053584,0.49598888,0.78336209,0.32398131,0.62321086,0.55939439,0.46440195,0.19689083,0.52639609,0.70738547
20,2,0.51019776,0.57995638,0.33437531,0.25437604,0.27870224,0.37156482,0.59386105,0.6100153,0.31163417,0.49033519,0.33735844,0.3487968,0.48196423,0.37188586,0.45613581,0.36183632,0.59137386,0.22315958,0.49676839,0.625479,0.2210109,0.46902555,0.29634577,0.44244876,0.58775772,0.47894301,0.31567207,0.67161165,0.61935491,0.4403232,0.31335886,0.4337386,0.45975096,0.23616471,0.58910667,0.86086848,0.46209926,0.35336216,0.53808587,0.23917272,0.38794947,0.50466324,0.72562448,0.28158564,0.54769674,0.4990323,0.39201441,0.20479357,0.5185593,0.64976485
21,0,0.50225397,0.53218658,0.42805353,0.28939888,0.26758476,0.36358035,0.54817512,0.59042563,0.31244949,0.46107656,0.28752022,0.33986347,0.46791984,0.35982184,0.46741887,0.34161248,0.62597505,0.21110349,0.45429257,0.57578009,0.23695352,0.42381149,0.28312184,0.43612788,0.65841657,0.48088235,0.32762148,0.58297977,0.57825074,0.40268565,0.29446571,0.43295023,0.46203076,0.22729358,0.56054725,0.83714766,0.55881181,0.25138184,0.56223059,0.241151,0.38851113,0.4818023,0.58682019,0.27756825,0.49924596,0.437885,0.37697605,0.23093972,0.51645078,0.63097021
21,1,0.4506904,0.45358098,0.49460701,0.30801247,0.2355114,0.34839635,0.4795742,0.511761,0.29261964,0.45343717,0.20836152,0.36053463,0.44337529,0.38201131,0.44991819,0.28289495,0.56856114,0.16937205,0.37772363,0.49145226,0.2089367,0.37679637,0.18248259,0.43840287,0.61473758,0.53727022,0.34632708,0.4596507,0.45618047,0.36902655,0.28481429,0.36394377,0.42499542,0.20862279,0.52567005,0.76674702,0.61632856,0.23444883,0.55605767,0.26118031,0.33849978,0.43375495,0.50222039,0.29359679,0.43527557,0.2922883,0.36417529,0.24409195,0.3777346,0.58313012
21,2,0.31023392,0.42550303,0.52863278,0.36991516,0.20071248,0.42831702,0.40640307,0.41082516,0.25881602,0.49386317,0.30704515,0.34261324,0.49559457,0.36272169,0.50322471,0.31091306,0.53224701,0.12171163,0.35688686,0.45846563,0.19747621,0.31075757,0.12029387,0.46651191,0.50499398,0.60257353,0.4127451,0.38225038,0.33590212,0.28353213,0.25152126,0.29958207,0.43065373,0.25929903,0.46738685,0.72147605,0.66943488,0.240371,0.5131728,0.35798308,0.33722111,0.3271649,0.4388568,0.31956219,0.46716479,0.20664447,0.35425142,0.27908435,0.20972222,0.46765372
22,0,0.39061471,0.53962994,0.65778488,0.54284678,0.34220341,0.57716914,0.47538018,0.50917844,0.36443814,0.57812758,0.48964554,0.39089156,0.6887794,0.40564269,0.59672075,0.50200284,0.73334505,0.34631154,0.51625553,0.57809494,0.39882085,0.33552212,0.24367904,0.59771175,0.54530611,0.62407169,0.52712418,0.54491166,0.38900004,0.42741054,0.35501377,0.52520897,0.597885,0.4538712,0.48845333,0.76967951,0.81797682,0.29348248,0.5466941,0.54293612,0.55479739,0.35872481,0.40395319,0.41903747,0.62533589,0.34526272,0.41053993,0.37451241,0.1837795,0.55999826
22,1,0.55676255,0.76917124,0.83052032,0.78130665,0.64629656,0.78051148,0.58670562,0.65545757,0.56689826,0.63283615,0.68882924,0.5083656,0.90584631,0.52687569,0.68366512,0.7143586,0.9360506,0.72875324,0.72115168,0.81856573,0.65806096,0.44614961,0.47057533,0.72733302,0.7240195,0.6533364,0.60599602,0.87415727,0.54875555,0.61130435,0.56378534,0.80596505,0.82878594,0.7417749,0.60759644,0.84452584,0.93868864,0.48715297,0.58866735,0.70205822,0.7469796,0.43083889,0.45618483,0.45458719,0.83927886,0.53790602,0.42822271,0.491673,0.32112119,0.73218951
22,2,0.64030793,0.84543408,0.88213323,0.83648756,0.78616172,0.90732613,0.5887466,0.74555925,0.6866643,0.61918653,0.7142521,0.58362176,0.92373302,0.60107022,0.69477775,0.76528186,0.95151089,0.84705075,0.90380145,0.89911629,0.76782513,0.51061248,0.54994752,0.75479207,0.83529452,0.65995404,0.64542484,0.98578984,0.6033156,0.71644479,0.6935993,0.91399126,0.89649332,0.85610408,0.66895228,0.89904303,0.96087665,0.56761923,0.61856825,0.79517751,0.83621133,0.44498856,0.65621484,0.462335,0.92994242,0.63734088,0.42367488,0.58620187,0.38410334,0.78701446
23,0,0.65699634,0.83832841,0.84988515,0.77826118,0.81254483,0.96919311,0.59262846,0.73784757,0.75200284,0.57785239,0.67240771,0.63635991,0.75581318,0.65945175,0.63598309,0.73771969,0.85314476,0.79843012,1,0.89137405,0.82498966,0.5756632,0.59062112,0.736884,0.84786109,0.65307904,0.6705314,0.98824538,0.56382745,0.77806849,0.73846464,0.90319149,0.75533785,0.93058585,0.73184984,0.87168008,0.88206847,0.60919972,0.67883887,0.84666622,0.84967914,0.39767945,0.73497862,0.45315241,0.94171922,0.65287931,0.46377717,0.65450861,0.37571963,0.79345933
23,1,0.63928751,0.69333755,0.71891541,0.50982525,0.65472433,0.87896691,0.61267809,0.63133267,0.68674229,0.48699433,0.54440359,0.73239668,0.39316827,0.75245526,0.4581129,0.69010736,0.718526,0.68788294,0.82274874,0.7455228,0.76044683,0.6301202,0.57545082,0.57594349,0.76009774,0.64266544,0.6690395,0.73936418,0.56657579,0.88095421,0.66428236,0.6368921,0.42672587,0.7991856,0.62152576,0.66142784,0.62967759,0.52393934,0.68529829,0.77805902,0.71919552,0.45561926,0.68241692,0.43491022,0.86827529,0.62424658,0.63727769,0.73423252,0.35109384,0.68900888
23,2,0.69541069,0.54465316,0.75990213,0.31276195,0.55784679,0.6429102,0.63389627,0.56654369,0.57212336,0.40048985,0.44204295,0.74016718,0.35602021,0.75056475,0.33651486,0.6739652,0.7261156,0.70124981,0.49833546,0.5833972,0.6810371,0.64112666,0.55799065,0.46524508,0.74226131,0.52794118,0.60353794,0.63358712,0.64085792,0.89572913,0.54503996,0.5649696,0.31222304,0.71331566,0.65671561,0.5493775,0.50076979,0.50480667,0.6080847,0.54296277,0.44736559,0.50006152,0.74382267,0.40289415,0.7078969,0.57707833,0.71496862,0.6470998,0.37757628,0.63781571
24,0,0.56151591,0.42484874,0.80274643,0.22071641,0.49054416,0.42678089,0.6204178,0.41624224,0.44124778,0.35471407,0.38067363,0.62603116,0.3326681,0.63489114,0.36199209,0.58034716,0.76634751,0.62952294,0.36097323,0.46283726,0.47857537,0.55167411,0.54823967,0.34714466,0.67572376,0.40631434,0.51754049,0.50892131,0.60986764,0.69335129,0.47765464,0.52513298,0.23750229,0.61591212,0.76909891,0.45300189,0.37717805,0.48336153,0.46290388,0.38641178,0.40599419,0.55016364,0.85619983,0.33855866,0.52667946,0.50483848,0.59525747,0.52110562,0.40052533,0.63492423
24,1,0.29300301,0.32154214,0.76858084,0.18475092,0.3905346,0.39347569,0.51188571,0.34521731,0.29582418,0.38730805,0.34618326,0.38113739,0.35298112,0.39019818,0.44353013,0.43529565,0.71118236,0.49550373,0.34972633,0.35055134,0.26248793,0.45045214,0.48737716,0.2266366,0.6334861,0.46601103,0.42885053,0.39156399,0.46882283,0.49828396,0.42670428,0.50174772,0.27576451,0.43375731,0.83548957,0.47333104,0.32937874,0.43048192,0.37686067,0.29222674,0.42076457,0.59326476,0.8559748,0.33145036,0.45708802,0.47545371,0.45824131,0.42941363,0.33547064,0.60188121
24,2,0.35635955,0.36645561,0.68889444,0.21154376,0.29917994,0.42064483,0.48443253,0.40726177,0.25069124,0.3469481,0.32722459,0.36398211,0.41734018,0.36640659,0.43481047,0.42902116,0.68463633,0.36028807,0.35337782,0.39775553,0.2394911,0.45224069,0.37194924,0.27082974,0.67915817,0.54094669,0.36238988,0.41139719,0.45804934,0.49289727,0.38623145,0.49640957,0.40911921,0.31204484,0.80769562,0.52933012,0.47989495,0.41066617,0.43778244,0.30660761,0.40212235,0.57411964,0.67089491,0.34214971,0.57371812,0.45470632,0.47853946,0.43465046,0.22218624,0.5357429
25,0,0.3666671,0.38406501,0.58939379,0.20467696,0.28744083,0.42516036,0.4087482,0.40737875,0.2287274,0.29266333,0.26650978,0.31262569,0.37379099,0.32143487,0.37101854,0.32810821,0.65757203,0.27609358,0.29897278,0.41880816,0.21819059,0.38656461,0.28465795,0.31956623,0.71541658,0.40938419,0.29207872,0.39163664,0.37947979,0.41971528,0.34347505,0.47199848,0.418449,0.32616259,0.70769994,0.52016739,0.58847129,0.34310961,0.47095211,0.24541397,0.45301801,0.43667101,0.55435451,0.29257194,0.58870304,0.37930348,0.46235325,0.43686677,0.18423287,0.4822679
25,1,0.23945026,0.27218939,0.4036153,0.15362918,0.29813991,0.35725017,0.2535377,0.2223252,0.18716058,0.29951566,0.22715105,0.29185876,0.20071216,0.31086082,0.1824925,0.18927691,0.42288299,0.17022558,0.25464497,0.29338391,0.18251965,0.34200093,0.15968896,0.25772369,0.34228158,0.19952206,0.27257033,0.26769731,0.26016886,0.20921893,0.28356505,0.32553191,0.23169749,0.21608439,0.39355715,0.37169573,0.48512045,0.22098765,0.34199799,0.27474189,0.45458348,0.30864729,0.4314155,0.20724768,0.42953112,0.26924055,0.28089039,0.30224164,0.16556563,0.29384254
25,2,0.10753691,0.10807654,0.19865175,0.075135958,0.15481997,0.07799713,0.18757804,0.067630703,0.12834456,0.19139744,0.13479188,0.12670014,0.1486999,0.27436436,0.10128852,0.12966923,0.081522312,0.088393538,0.14585739,0.11366231,0.10897118,0.27963929,0.088862704,0.15798899,0.11049242,0.14944853,0.1470162,0.17775776,0.098827008,0.15927664,0.1429646,0.15440729,0.14760117,0.11019678,0.11735343,0.11969986,0.18739359,0.12937896,0.10962663,0.1909212,0.20453866,0.17384403,0.25423449,0.10868246,0.20278311,0.12799018,0.17164071,0.084789767,0.11655872,0.15070545
26,0,0.11959467,0.1295413,0.15341057,0.12927997,0.13170038,0.16938724,0.24093165,0.10655089,0.18887629,0.13840608,0.16282542,0.13839145,0.2207519,0.14574235,0.16850286,0.17089851,0.29493148,0.087890565,0.11837745,0.13821068,0.14158737,0.24715771,0.089938937,0.13846919,0.17293682,0.13205882,0.15089514,0.2289463,0.20158524,0.30565602,0.1213379,0.18328267,0.1486724,0.083139242,0.13763288,0.18499734,0.1995019,0.17063984,0.1417167,0.080010657,0.15278259,0.22625932,0.34908859,0.18400426,0.15307102,0.092031718,0.14970069,0.1195922,0.10998849,0.20175057
26,1,0.22411811,0.1826298,0.22962149,0.20571387,0.22696409,0.27241729,0.329166,0.18668226,0.27673166,0.16935439,0.26253125,0.21043271,0.32853594,0.21859429,0.30516771,0.28365484,0.4738844,0.20541076,0.19062758,0.19564401,0.19616605,0.30422873,0.20270967,0.21433309,0.28047339,0.27147059,0.26528133,0.41581425,0.31014467,0.4557753,0.20846262,0.27026976,0.20437649,0.1885984,0.16536214,0.29413606,0.29309002,0.23366548,0.22843711,0.18510624,0.30144238,0.33619608,0.53127297,0.22201361,0.28575542,0.19785227,0.25743927,0.17683637,0.14401267,0.35782965
26,2,0.28308296,0.23661179,0.26034156,0.24793706,0.28655621,0.3186867,0.41069313,0.21533339,0.33545551,0.2492157,0.28946904,0.25949081,0.3947582,0.27415608,0.30920371,0.42217132,0.59528285,0.25712544,0.29518632,0.25396105,0.23621569,0.40899028,0.27286518,0.25917623,0.39087009,0.35951287,0.34248366,0.50123503,0.42130953,0.48907272,0.25210558,0.40776976,0.28651346,0.27037398,0.1976842,0.39052211,0.3067198,0.33976311,0.32333598,0.25054286,0.39082946,0.4954475,0.50301553,0.2636386,0.3684261,0.29442276,0.36283854,0.19154002,0.18445596,0.46788016
27,0,0.32461024,0.23962994,0.28951363,0.26673193,0.24960551,0.33320392,0.3835441,0.182327,0.3709961,0.22678188,0.27397411,0.28899955,0.38506128,0.30600638,0.2946414,0.50753916,0.48986297,0.26556927,0.37042813,0.25557207,0.25668873,0.51091266,0.26265624,0.25919613,0.40072292,0.36723346,0.37121341,0.55963036,0.39242997,0.5047172,0.24972127,0.4425247,0.29223585,0.32343301,0.19097829,0.38815316,0.22602789,0.38510372,0.38002526,0.22826217,0.36586561,0.54681694,0.4200135,0.328548,0.3786674,0.31878657,0.41912705,0.19492781,0.19353051,0.4715729
27,1,0.36600834,0.24533558,0.30641166,0.28338047,0.28925788,0.38333052,0.38512886,0.19851525,0.45089685,0.23068964,0.27008384,0.33149103,0.35963067,0.35282055,0.31096264,0.54327555,0.44498419,0.27713001,0.45959361,0.25956831,0.27663771,0.61978913,0.18183379,0.27481594,0.41051944,0.29712316,0.40073885,0.63177089,0.3789741,0.51919969,0.32378937,0.4456022,0.31702069,0.35643409,0.20660025,0.40080148,0.26221699,0.46590838,0.43789964,0.26599614,0.36302147,0.58411054,0.49231115,0.46191686,0.45309844,0.28091926,0.46459084,0.21883232,0.20445452,0.49376415
27,2,0.37418463,0.26575911,0.30100869,0.32840983,0.37009277,0.44210837,0.45220906,0.26695762,0.52133995,0.27654797,0.3180909,0.34948083,0.36487247,0.37227038,0.34221434,0.53819516,0.49323612,0.27613169,0.47392217,0.28082427,0.30637843,0.6820507,0.21486499,0.33353452,0.40915694,0.34117647,0.38649474,0.67431419,0.40173035,0.50718738,0.39875076,0.41108473,0.36873283,0.36509268,0.25889989,0.42080711,0.35374932,0.53822774,0.44045216,0.36602944,0.39629068,0.58237567,0.63744655,0.55013528,0.51846723,0.25854613,0.45001744,0.25193136,0.23107369,0.57286187
28,0,0.34464408,0.29876882,0.32181164,0.39827424,0.45136996,0.4958052,0.51158956,0.37503824,0.52867068,0.33964445,0.36959847,0.33917945,0.47413879,0.35855616,0.41985956,0.53003181,0.60934645,0.3695397,0.45012372,0.31903496,0.34298028,0.67518417,0.32898578,0.44477681,0.41568795,0.38367647,0.4031472,0.6731954,0.4596104,0.50620239,0.42969306,0.39067249,0.43981871,0.38465841,0.31328029,0.46437703,0.42720522,0.55974181,0.42011017,0.47098515,0.45583824,0.56192632,0.74640312,0.58240551,0.56227036,0.3562115,0.43496455,0.2848151,0.2746114,0.64492249
28,1,0.33521487,0.34852258,0.39175072,0.45347691,0.43946349,0.52244261,0.56784056,0.4170611,0.52460121,0.37167703,0.39942639,0.34771605,0.59837695,0.36301008,0.47458413,0.55328434,0.66527583,0.4731672,0.4276299,0.37534996,0.40349607,0.65828674,0.44357409,0.47501492,0.44291554,0.37881434,0.46450696,0.6238812,0.5422255,0.48499423,0.37060917,0.40259309,0.50757187,0.3969639,0.28537853,0.48902664,0.42502264,0.56233001,0.42696029,0.42917472,0.50112929,0.60663927,0.76325857,0.56079364,0.55019194,0.4632884,0.47753691,0.31127786,0.29709988,0.70296987
28,2,0.33279944,0.38172225,0.4304604,0.46678994,0.37671544,0.49123059,0.56760045,0.40010798,0.52930876,0.37158897,0.38710104,0.36228573,0.61990725,0.37667623,0.43257431,0.54860561,0.63410049,0.56279531,0.38517658,0.40929851,0.44622121,0.65924981,0.48579334,0.44854414,0.46048172,0.33795037,0.50834044,0.57373881,0.5889143,0.49746826,0.33007589,0.42846695,0.50766343,0.38987146,0.26546564,0.46958455,0.36053251,0.53407909,0.44777111,0.39460468,0.48253486,0.65360386,0.64422774,0.50578831,0.47116808,0.50634255,0.5359177,0.31110689,0.31794761,0.74735238
29,0,0.33256694,0.41006754,0.41014681,0.45765354,0.31419452,0.50229575,0.50998079,0.40606497,0.54292804,0.33481204,0.34603618,0.38641805,0.58872971,0.4085105,0.43016771,0.51254356,0.51823612,0.58295229,0.34370548,0.43471494,0.45366156,0.65184546,0.45215151,0.41158055,0.49120002,0.30787684,0.55323245,0.54759967,0.57195154,0.50287033,0.32237894,0.44701748,0.41031862,0.34019085,0.23766091,0.44959978,0.21861076,0.53577113,0.46098949,0.36483714,0.42425401,0.65448975,0.55902783,0.43951791,0.41347683,0.49283905,0.5585261,0.29830927,0.32415083,0.74566278
29,1,0.34673659,0.43394541,0.35940278,0.45434704,0.28671161,0.60088623,0.47795742,0.44715198,0.57531372,0.33201057,0.34216797,0.39085051,0.54232362,0.42163193,0.49019635,0.51923056,0.43421469,0.5534446,0.34794182,0.45568155,0.4818232,0.66474054,0.36403969,0.4104928,0.56989877,0.28717831,0.54752771,0.50283331,0.54134603,0.49276645,0.33294378,0.42334726,0.35914668,0.28371984,0.28227354,0.43467643,0.26977903,0.58246538,0.44796645,0.38265503,0.42127843,0.675259,0.49684945,0.48488973,0.4033178,0.42588558,0.55487911,0.2614615,0.31438543,0.70357081
29,2,0.32486857,0.45050654,0.31629881,0.49303169,0.28405776,0.69523126,0.41716824,0.52172231,0.62986884,0.34035995,0.36269304,0.37435189,0.55859556,0.4115225,0.54496864,0.53537272,0.41826247,0.54500838,0.37748369,0.47301947,0.58786374,0.69956099,0.31566644,0.43441666,0.66874233,0.27073529,0.5074524,0.47303266,0.53402445,0.5022701,0.34652428,0.42648176,0.38848196,0.26271101,0.35445372,0.42203855,0.31598442,0.62887761,0.40542019,0.40317725,0.51328259,0.643736,0.56463881,0.6759613,0.39687414,0.3650037,0.55859874,0.25517984,0.28461428,0.64102073
30,0,0.31458686,0.48449416,0.33828024,0.56607933,0.32449912,0.776553,0.35072835,0.6417439,0.67556186,0.37431339,0.37651861,0.36711493,0.6499586,0.41105788,0.56743932,0.5931024,0.50159874,0.53002591,0.44524256,0.51268476,0.73272652,0.7084287,0.32049423,0.51445248,0.75704618,0.2963511,0.48087525,0.59004126,0.59319071,0.56307041,0.37013903,0.57215046,0.60528292,0.31332013,0.44638506,0.44449662,0.51693534,0.66967475,0.38903721,0.46986612,0.68148086,0.6879937,0.69648939,0.84012462,0.41166712,0.40636578,0.58427293,0.27424645,0.32184082,0.64641177
30,1,0.33983906,0.55064725,0.43443523,0.66098905,0.41031894,0.74333221,0.39997599,0.73358229,0.69564693,0.41950575,0.34979409,0.42320478,0.76006128,0.45625391,0.55516771,0.67767779,0.64282326,0.42924097,0.52052935,0.59122546,0.8507792,0.67245757,0.39943708,0.59407044,0.76282275,0.3427114,0.45150611,0.67216378,0.69793545,0.59888419,0.3950769,0.70591755,0.74872734,0.3781365,0.51598853,0.47060727,0.61263358,0.68778592,0.47087398,0.51716512,0.71905211,0.76969264,0.79821469,0.95211937,0.41726076,0.4785614,0.57389864,0.30237462,0.41534254,0.73875631
30,2,0.36865627,0.59053046,0.5119245,0.70673628,0.43703677,0.72953241,0.47746919,0.78687123,0.67963843,0.4514833,0.35743492,0.43821224,0.79714309,0.47608825,0.35192255,0.66910192,0.69544975,0.33084134,0.60331409,0.63069524,0.85174459,0.6190637,0.47999237,0.60037806,0.708818,0.36394301,0.48685706,0.69151749,0.73462029,0.53088111,0.4135402,0.74925912,0.7923091,0.41254712,0.55518899,0.49495424,0.61037855,0.68603121,0.53765611,0.52886831,0.61530096,0.80254448,0.8022654,1,0.43287634,0.51887283,0.43412182,0.34787867,0.45900259,0.71224525
