,,pid1263-24,pid50848-11,pid610003-26,pid9048-24,pid9054-24,pid9055-24,pid9058-24,pid9061-24,pid9063-24,pid9066-24,pid9072-24,pid9075-24,pid9099-24,pid9101b-06,pid9105b-07,pid9111-24,pid9114b-03,pid9118-24,pid9138-24,pid9139-24,pid9166g-03,pid9174-24,pid9192-24
32,1,0.54608045,0.25366756,0.47730115,0.79520301,0.6080967,0.34216128,0.26304183,0.44308591,0.44906732,0.59198353,0.35772365,0.38050643,0.41988928,0.8545905,0.73353761,0.4072587,0.37028246,0.38748401,0.54064318,0.49999313,0.60854123,0.41561759,0.49230332
32,2,0.50855856,0.26602456,0.46442379,0.74922818,0.47539518,0.29665984,0.27534859,0.38083695,0.4147046,0.44251679,0.25433278,0.26430884,0.40191321,0.73134005,0.47106644,0.29360042,0.29391103,0.33007273,0.45218164,0.49591486,0.40732759,0.36174968,0.52163211
33,0,0.47951781,0.2735784,0.36069418,0.68674699,0.34890208,0.25177241,0.28278266,0.32100327,0.36883149,0.27752022,0.21585911,0.25561644,0.34860376,0.66555928,0.42331871,0.21398264,0.25292891,0.32056031,0.33151261,0.48060419,0.39666008,0.320026,0.5101297
33,1,0.38727353,0.17836474,0.20826937,0.47835003,0.29049424,0.26918543,0.18532889,0.31619924,0.26091459,0.30936987,0.20083238,0.25012038,0.2445738,0.65834418,0.31102166,0.21110721,0.14525568,0.28419422,0.20257757,0.38552695,0.42639906,0.21433133,0.31190003
33,2,0.44123358,0.3038358,0.38737279,0.61889371,0.23906015,0.35562833,0.31398909,0.31046625,0.23586,0.30854868,0.36169281,0.41146534,0.38812994,0.49489691,0.2203089,0.3023319,0.42813892,0.31532426,0.28527796,0.45837281,0.47298208,0.32345831,0.21858374
34,0,0.52714083,0.34496972,0.68667917,0.79481292,0.24523282,0.54612362,0.35776751,0.28372114,0.34630357,0.43697636,0.44291597,0.66532171,0.60646422,0.53029888,0.34876306,0.3902779,0.41613576,0.34844097,0.32579994,0.53712324,0.51989019,0.57928526,0.37158951
34,1,0.51192958,0.34713997,0.75665188,0.67501087,0.44064087,0.63567745,0.35870718,0.43657436,0.42131137,0.49026008,0.41159204,0.82597758,0.70409509,0.51623399,0.56583827,0.53205926,0.41161414,0.4559903,0.32979961,0.54471679,0.5524345,0.70210728,0.59865568
34,2,0.58126764,0.47510094,0.78053045,0.62544721,0.56031042,0.76624642,0.47299182,0.59864638,0.46722191,0.61555893,0.54517655,0.88393524,0.77884882,0.52018403,0.69306002,0.72766722,0.45359982,0.63974005,0.53543956,0.6536217,0.68967925,0.81334382,0.88346114
35,0,0.61370323,0.58073688,0.77348058,0.71887922,0.57868536,0.80096603,0.57004395,0.68945413,0.42891634,0.73173115,0.57699115,0.88974678,0.80841814,0.55319999,0.67390665,0.75689489,0.47397531,0.73437605,0.64936975,0.68215585,0.69058226,0.84325397,0.96800151
35,1,0.62810449,0.62253533,0.75029848,0.77614436,0.62753737,0.81649611,0.60766141,0.76702645,0.40930189,0.88022079,0.58907386,0.89339975,0.81134902,0.61625225,0.71292569,0.78864732,0.54518239,0.78592835,0.71936005,0.709207,0.65912156,0.89604999,1
35,2,0.65616848,0.6392749,0.79950537,0.80382956,0.74744296,0.85812526,0.62697787,0.78594179,0.45994759,0.96716284,0.67512486,0.87903694,0.84564032,0.73741352,0.78652028,0.86576663,0.66651632,0.82492087,0.78783129,0.78113285,0.73594924,0.9235769,0.98116066
36,0,0.73383283,0.68729812,0.86652169,0.85265762,0.77598169,0.89537454,0.68120643,0.79376272,0.58178302,1,0.76870236,0.89041096,0.8760889,0.81946252,0.85131835,0.91864645,0.77391893,0.83934945,0.82886231,0.83295572,0.84040888,0.93238004,0.92861876
36,1,0.7900561,0.77341857,0.96445221,0.90264481,0.74100565,0.96406058,0.75719915,0.8348757,0.74402645,0.95764121,0.85031981,0.92801993,0.88504437,0.85670251,0.90223192,0.95774524,0.87748774,0.83113341,0.8907563,0.87166495,0.937801,0.95949644,0.89477421
36,2,0.78588701,0.89998318,1,0.8959687,0.62192261,1,0.89655956,0.86278864,0.81283923,0.85876593,0.87119075,0.94470735,0.83831312,0.83092449,0.89351454,0.98176558,0.95106275,0.79872382,0.87596962,0.87101957,0.95978617,0.97832284,0.87102149
37,0,0.69092685,0.8672611,0.93304054,0.71780926,0.47847793,0.89365534,0.86905123,0.78682651,0.7113357,0.73740671,0.74974152,0.8324616,0.68333469,0.6993173,0.8218986,0.94038748,0.93685516,0.72543606,0.75205236,0.75730862,0.87253179,0.93836663,0.80217741
37,1,0.6137747,0.67020525,0.6744272,0.47686769,0.38792647,0.7280393,0.65319794,0.54448377,0.53201697,0.5646868,0.56881626,0.6652885,0.48348123,0.48297829,0.72039935,0.88349259,0.84918532,0.61066402,0.64012605,0.63770683,0.73450443,0.81206668,0.67542365
37,2,0.53134567,0.47442799,0.52511513,0.40561506,0.35596881,0.55982808,0.46695211,0.4321596,0.39741094,0.53576849,0.48676071,0.46559568,0.3758528,0.32657488,0.57263353,0.77735601,0.82048824,0.44666307,0.67912088,0.54111912,0.63416249,0.67921,0.4934583
38,0,0.425796,0.43771871,0.52267042,0.48006643,0.35255704,0.61336062,0.43448015,0.53870654,0.39792875,0.60435334,0.48416718,0.40552927,0.41383213,0.38321118,0.48081272,0.68876129,0.85487963,0.47607583,0.79747899,0.5425884,0.63722067,0.73812945,0.45266496
38,1,0.35588617,0.47300639,0.69084371,0.55421687,0.40032902,0.50383135,0.47184753,0.70716624,0.41642024,0.71257354,0.55702269,0.52469074,0.55104616,0.49858438,0.54902537,0.69305689,0.73434064,0.65607112,0.95030705,0.63504291,0.61326093,0.81199827,0.55547666
38,2,0.43882741,0.55194314,0.84332537,0.70082365,0.45219226,0.39097012,0.5514171,0.83192073,0.59109739,0.78742646,0.72979059,0.66952262,0.62899943,0.55052858,0.66737144,0.78355396,0.60940407,0.76990033,0.98553652,0.71855819,0.6282147,0.9069969,0.6481208
39,0,0.52983288,0.68847577,0.92596225,0.76338286,0.50460625,0.52167008,0.68807972,0.84742104,0.70210244,0.82905761,0.86881626,0.73516812,0.60739233,0.55100806,0.75802768,0.85721048,0.64948977,0.8081689,0.87079832,0.74239616,0.6590734,0.9160509,0.65996403
39,1,0.58394778,0.76314771,0.89504804,0.80368467,0.52326014,0.57395006,0.76098818,0.81492524,0.75201198,0.81974387,0.8788224,0.69287671,0.55362696,0.55635089,0.77914839,0.84090471,0.74680047,0.72718702,0.78833226,0.71976656,0.74352244,0.88948185,0.61676607
39,2,0.6288311,0.75556864,0.85915913,0.87691005,0.55664831,0.50224314,0.75550167,0.81393435,0.76455175,0.77400678,0.88749671,0.55462017,0.4912155,0.61082951,0.77774637,0.697484,0.81716187,0.55966732,0.72925824,0.75377961,0.89047149,0.89504652,0.56125154
40,0,0.60180343,0.76440108,0.80755017,0.87283082,0.59125241,0.56225133,0.76083662,0.86816774,0.75138811,0.70784391,0.87855954,0.39570776,0.5158756,0.62940384,0.74680024,0.6292189,0.74071151,0.50094282,0.72271332,0.75800893,0.94226787,0.8979543,0.55027928
40,1,0.62844993,0.78002187,0.7497868,0.88363073,0.64952435,0.6637413,0.76795999,0.90108821,0.7838917,0.71167959,0.89652151,0.41663761,0.59408125,0.64119689,0.69810275,0.68913825,0.62090545,0.59285137,0.75155139,0.65951253,0.95858216,0.88664249,0.59445233
40,2,0.73591738,0.68182201,0.79421798,0.87429087,0.69500751,0.65945149,0.67728099,0.89684155,0.83043234,0.76604436,0.78546394,0.44219178,0.62987869,0.63737242,0.71801366,0.7533795,0.52798106,0.65293959,0.80571267,0.58069344,0.97796667,0.90947136,0.63561488
41,0,0.78725685,0.60008412,0.79606572,0.78888356,0.71940491,0.54338928,0.59459685,0.83888348,0.8039179,0.8126962,0.60764917,0.40268991,0.6069527,0.57894376,0.7173918,0.7243447,0.47934826,0.63108627,0.78901099,0.57525575,0.95352533,0.87058703,0.64056613
41,1,0.71582232,0.5297611,0.72035079,0.73282213,0.73506902,0.4604912,0.5208548,0.75686101,0.72917836,0.86566807,0.3948655,0.31775841,0.52053244,0.49029614,0.67351092,0.54734812,0.47127474,0.49585831,0.70349871,0.57798833,0.90606338,0.76689929,0.60362586
41,2,0.59064216,0.55806696,0.63593723,0.73400354,0.75151992,0.41205076,0.5484465,0.74146687,0.73086281,0.81737386,0.29204416,0.35951017,0.39848571,0.37963787,0.47208403,0.51854125,0.45230873,0.45302714,0.63792017,0.44175764,0.84416538,0.64208174,0.4731705
42,0,0.58411454,0.60403769,0.53117005,0.80194599,0.77240541,0.34334834,0.59601394,0.76547819,0.73298397,0.66710671,0.44012968,0.59571606,0.49967435,0.39241272,0.43060015,0.565565,0.44146699,0.55254563,0.62746445,0.38883625,0.84037276,0.61743979,0.48943482
42,1,0.71360675,0.612929,0.50953721,0.86944262,0.79279022,0.26669668,0.60605487,0.80932496,0.70422359,0.60640111,0.55781127,0.74327107,0.67154604,0.47842318,0.52209308,0.61527132,0.45520663,0.63413361,0.70833872,0.36716787,0.88552302,0.64696223,0.58337593
42,2,0.79751283,0.59289199,0.52768776,0.94680294,0.84400257,0.26004912,0.5856017,0.83386711,0.69099757,0.66312551,0.64232016,0.8430054,0.78142148,0.62307921,0.7119081,0.66308407,0.48080284,0.7526096,0.80319166,0.38360453,0.90782123,0.68954114,0.69172584
43,0,0.78099129,0.53482503,0.52785832,0.95392486,0.88391388,0.3758903,0.52502273,0.84549235,0.65905546,0.75622128,0.65215982,0.86633458,0.83985997,0.69995662,0.7642463,0.69375822,0.54992389,0.82047613,0.83371041,0.42015791,0.85962483,0.70872104,0.77561299
43,1,0.77791807,0.5154862,0.54379157,0.95810439,0.90580073,0.4693246,0.50308427,0.8543661,0.67134569,0.87435812,0.68618242,0.85479452,0.86941301,0.76634244,0.75601511,0.74427983,0.66020184,0.87768537,0.87128313,0.49992448,0.81463109,0.77264641,0.85295844
43,2,0.85516551,0.5831679,0.6173745,0.98089676,0.95350833,0.60412607,0.57506062,0.85485269,0.74814399,0.91249662,0.81792693,0.86998755,0.92290157,0.85169076,0.82664737,0.84288595,0.80921238,0.95097313,0.9374596,0.60990045,0.87152042,0.86418993,0.9139165
44,0,0.94282379,0.68759253,0.72867986,0.99266632,0.99535083,0.75769955,0.67196878,0.85860391,0.82612764,0.89882747,0.94488741,0.94229971,0.97744851,0.94331804,0.91659129,0.93407557,0.89930653,1,0.9789108,0.69952626,0.94845646,0.92968893,0.91928429
44,1,0.99990471,0.85136272,0.86754506,1,1,0.88538682,0.83889057,0.92232151,0.93649011,0.79767572,1,1,1,0.99767107,0.94915427,0.98746384,0.95918137,0.99435989,1,0.7902918,1,0.97503877,0.92103569
44,2,1,0.99873822,0.95303883,0.96987395,0.93748659,0.98477282,0.9918157,1,1,0.60380242,0.97310085,0.99202989,0.96792315,1,0.89789019,1,0.95760275,0.93519766,0.94949903,0.87415036,0.99336592,1,0.92512544
45,0,0.81196174,1,0.92931662,0.80861095,0.85430227,0.95399099,1,0.96912324,0.8769106,0.45323382,0.74472969,0.8739726,0.8760889,0.89056328,0.80433947,0.9710704,0.92512826,0.86803825,0.85189076,0.84498455,0.94141302,0.98392173,0.8916501
45,1,0.67431001,0.85195155,0.68117858,0.61653088,0.78198984,0.82832583,0.85404668,0.77736884,0.64426976,0.38727885,0.55762727,0.64667497,0.72055687,0.64644839,0.73722355,0.93258525,0.9051136,0.81810223,0.76245152,0.76907655,0.90927808,0.86698367,0.7804885
45,2,0.61134471,0.72630384,0.51849167,0.39682133,0.73435377,0.78806386,0.72618218,0.64970362,0.50119159,0.43802624,0.59655656,0.37262765,0.60283318,0.43023495,0.51822622,0.89155782,0.86463325,0.79166947,0.76176471,0.81459664,0.93296089,0.78286353,0.65754994
46,0,0.58550821,0.68746635,0.49860708,0.34078219,0.72126457,0.92762996,0.68406335,0.67096346,0.57782769,0.53146504,0.68570928,0.27646326,0.6291704,0.51213553,0.46208901,0.84401683,0.92901844,0.79961614,0.82910472,0.9102506,0.95412734,0.80730022,0.64659661
46,1,0.61475146,0.71738728,0.62155324,0.28853248,0.73399614,0.80083504,0.71207184,0.75333097,0.66616757,0.68101495,0.78663804,0.29203819,0.68179598,0.5989908,0.56476414,0.85214342,0.74911203,0.83182369,0.93616677,1,0.89463735,0.89035988,0.76174382
46,2,0.72635228,0.7676144,0.7314799,0.36034239,0.73721479,0.36979124,0.76220067,0.74731487,0.7485807,0.72746928,0.86303338,0.34802823,0.6893837,0.65980547,0.71369454,0.88682388,0.34714439,0.81087952,0.91863284,0.90817714,0.80389135,0.97270115,0.82310897
47,0,0.82845946,0.79313594,0.77016886,0.39921759,0.71754524,0.40753172,0.78849651,0.67736884,0.77964939,0.71100393,0.88951196,0.37625571,0.63832126,0.6528986,0.79749898,0.88875252,0.49080453,0.7316991,0.83265999,0.75372468,0.71666105,0.98342,0.79695162
47,1,0.88532596,0.79100774,0.72910626,0.41572395,0.70842572,0.47487515,0.78546529,0.60268955,0.76941793,0.69859254,0.89415579,0.38843504,0.5696084,0.62488298,0.82846773,0.81636714,0.490844,0.57574584,0.72746445,0.70389289,0.69246051,0.94608648,0.72470889
47,2,0.92438446,0.78536339,0.66382398,0.40671846,0.71075746,0.43594761,0.77788724,0.5936477,0.73797492,0.70162782,0.90738631,0.39731839,0.53163722,0.62756582,0.84242006,0.71145788,0.48970514,0.41863088,0.63356496,0.75630621,0.73814053,0.94735222,0.67502603
48,0,0.84463556,0.73509421,0.58313435,0.43293247,0.66510979,0.40298813,0.72528797,0.60627267,0.69623807,0.70053637,0.85070534,0.39985056,0.5217048,0.55619106,0.78370494,0.67787324,0.47260529,0.42260422,0.52411926,0.74238242,0.73482951,0.98248495,0.61666193
48,1,0.78306393,0.66636104,0.50872705,0.45439854,0.57316358,0.39188702,0.66026826,0.52697514,0.67664857,0.6839151,0.74685885,0.39514321,0.50897175,0.4952394,0.67035638,0.70488297,0.41296724,0.49937706,0.44367324,0.69013388,0.69542237,0.98466293,0.54414466
48,2,0.77676264,0.5661255,0.45460231,0.46234522,0.51622917,0.31477691,0.56282207,0.39591259,0.65244245,0.6833122,0.61642863,0.3724533,0.46884312,0.45669795,0.62927954,0.73282195,0.31225123,0.5215166,0.43089851,0.64374871,0.60058274,0.97677203,0.49888289
49,0,0.8102941,0.52830585,0.39551708,0.50179998,0.47827766,0.29786328,0.52407548,0.34144033,0.63509888,0.66994449,0.45584859,0.33779161,0.44604738,0.47969039,0.72157523,0.73812571,0.32361166,0.458179,0.46471396,0.64096121,0.61828164,0.90985906,0.5230143
49,1,0.75000893,0.4598755,0.41483313,0.51981097,0.40883342,0.27184609,0.46611094,0.32981509,0.60649448,0.57324172,0.32279856,0.31269406,0.37343483,0.53191999,0.75901135,0.66909792,0.29851722,0.37889757,0.41765514,0.53764504,0.65419717,0.69190157,0.4519644
49,2,0.60931972,0.33649058,0.26455455,0.26420204,0.32170088,0.19731478,0.33550318,0.23322127,0.40321293,0.48646598,0.17554543,0.195467,0.29362534,0.36077814,0.58334087,0.50187604,0.17435869,0.31862415,0.29064318,0.33104016,0.47100751,0.5124407,0.31964404
50,0,0.28670296,0.18654946,0.23641196,0.25072724,0.25389457,0.25638968,0.18964838,0.27190127,0.2302639,0.34060622,0.43097345,0.3041511,0.2341936,0.33629016,0.3747343,0.32565968,0.4773637,0.24129571,0.51640271,0.24422932,0.26695242,0.36379082,0.38423743
50,1,0.23362438,0.11957436,0.32697993,0.29611136,0.26997354,0.2670569,0.1225144,0.28376537,0.16117038,0.30716617,0.34697275,0.26929846,0.278629,0.36035573,0.43269187,0.39438941,0.63827028,0.21604148,0.58463963,0.20597322,0.26226883,0.26931673,0.32957493
50,2,0.30549964,0.21611709,0.39855876,0.28726191,0.27092483,0.29752763,0.22325705,0.33432717,0.20016844,0.43384753,0.30153334,0.31152345,0.27964667,0.3709044,0.48738185,0.43717893,0.55020015,0.27825106,0.6418148,0.26889118,0.26508621,0.3155218,0.33862539
51,0,0.36024586,0.3012786,0.41436409,0.31756629,0.27641084,0.30477282,0.30530464,0.33573388,0.25214923,0.58297125,0.39271007,0.35680365,0.28138077,0.48475923,0.5586812,0.53862541,0.49418729,0.34941747,0.68113284,0.40083762,0.39922462,0.35070015,0.40746947
51,1,0.39013234,0.37065949,0.4153306,0.39703309,0.26070381,0.32320917,0.37399212,0.30964346,0.28356105,0.68486102,0.44975028,0.39715235,0.32733046,0.57346394,0.49996608,0.65718419,0.46055139,0.38162503,0.66624111,0.46360453,0.50190233,0.4318555,0.45932027
51,2,0.38715441,0.42790209,0.44482347,0.40677418,0.25528932,0.34560786,0.43044104,0.3407237,0.29347433,0.69771938,0.46252519,0.44193441,0.38757633,0.5794575,0.43446701,0.70853862,0.51699836,0.42225066,0.69264706,0.50148987,0.47846032,0.54026409,0.49144183
52,0,0.38983455,0.44169751,0.44894536,0.43877267,0.27115371,0.35970528,0.4417475,0.4044236,0.28251295,0.6230016,0.48414965,0.46269822,0.43455996,0.550266,0.4780313,0.66952748,0.55612561,0.44861607,0.69663866,0.51182973,0.45524706,0.63074713,0.49020165
52,1,0.41203797,0.47241756,0.45697595,0.42886439,0.29691724,0.4028244,0.47218854,0.47550208,0.25447626,0.54269142,0.51485149,0.4709589,0.43587886,0.54267416,0.5952241,0.51627948,0.54407171,0.46227019,0.73074499,0.5064195,0.45454874,0.68281336,0.4841901
52,2,0.44998868,0.50140478,0.44021832,0.46720462,0.32687218,0.45775686,0.50160655,0.49506326,0.22115541,0.52348184,0.53913958,0.45989207,0.40800293,0.55340548,0.67391796,0.39505567,0.43936968,0.47274227,0.74659017,0.48580844,0.4550183,0.67968893,0.4156679
53,0,0.47344284,0.50371803,0.41990733,0.52128217,0.32657893,0.45458862,0.5049712,0.43775989,0.21923389,0.47255774,0.49285902,0.44221669,0.39465114,0.52658858,0.67345439,0.34798808,0.37713819,0.46705165,0.69717195,0.44373498,0.53792622,0.58981025,0.3573322
53,1,0.44346107,0.48429509,0.34905339,0.51548655,0.29326944,0.42746623,0.48697333,0.34276741,0.21168507,0.35829816,0.37431876,0.38779577,0.34826997,0.44324954,0.53075392,0.2802139,0.36368044,0.38571621,0.57205074,0.3982149,0.58207715,0.47904123,0.2989397
53,2,0.28429679,0.42764973,0.22870828,0.35606255,0.19548673,0.41942693,0.43039557,0.29301071,0.22309564,0.26547265,0.24785771,0.33851391,0.34835952,0.3989771,0.33710597,0.14478829,0.40108812,0.3226985,0.39445701,0.31792654,0.42985456,0.33007207,0.20641863
54,0,0.20945552,0.23708782,0.20748763,0.39401268,0.22521994,0.42302088,0.23889057,0.34409449,0.27185726,0.30123074,0.40880575,0.3486924,0.40591875,0.44302121,0.28116096,0.236688,0.42323392,0.33529194,0.21557854,0.27883282,0.36953381,0.28262406,0.21971031
54,1,0.2824743,0.22715343,0.27463187,0.63153261,0.35031114,0.45702006,0.23024401,0.45806423,0.34360222,0.45442922,0.60530973,0.44508925,0.52326793,0.63078521,0.35582968,0.41290436,0.44572363,0.43422116,0.2698287,0.4092276,0.52873965,0.32488369,0.28597936
54,2,0.38626103,0.26204576,0.31727216,0.70645208,0.35790001,0.51420385,0.26418612,0.50768822,0.36342255,0.56602773,0.70919127,0.51389788,0.5860946,0.73285841,0.46565058,0.54539318,0.50803969,0.52276248,0.36285553,0.55943701,0.5729869,0.3870302,0.37404147
55,0,0.41345547,0.26727793,0.31663255,0.66238311,0.36871468,0.51491609,0.26790694,0.50580377,0.36904985,0.64626515,0.68693595,0.50088003,0.60286575,0.71333653,0.53664466,0.61078285,0.58313131,0.58325476,0.46340498,0.65230347,0.54133356,0.4853015,0.43756509
55,1,0.42530762,0.27463829,0.29792768,0.55846327,0.41802446,0.53372902,0.27627311,0.48518977,0.4036434,0.73264589,0.64235521,0.47490245,0.61131645,0.72097404,0.56439103,0.63087578,0.6714777,0.6115395,0.52049935,0.6581943,0.55585388,0.56951286,0.5156963
55,2,0.42516468,0.36172611,0.27872534,0.58347358,0.48899936,0.60201392,0.36010155,0.4586216,0.45621686,0.75032744,0.72450714,0.5018929,0.61490678,0.73834966,0.58265117,0.63797668,0.75610306,0.58933261,0.54878798,0.61874356,0.62420536,0.60081418,0.55583641
56,0,0.42490262,0.3974428,0.33714253,0.66194844,0.51700165,0.63806795,0.39562746,0.4191896,0.49339322,0.71448619,0.79193025,0.57940224,0.60316698,0.75813412,0.65261634,0.6269659,0.75294582,0.52348643,0.55515514,0.54836938,0.69262907,0.56246579,0.53505633
56,1,0.42236543,0.43488392,0.44783672,0.71748604,0.49851942,0.61029063,0.43335859,0.40448553,0.51400586,0.59091287,0.73541575,0.53234537,0.51493935,0.78666347,0.62103704,0.5880775,0.69312736,0.4260893,0.59127343,0.50350841,0.68092612,0.49030743,0.46423365
56,2,0.35309883,0.45311238,0.50845699,0.63599077,0.47101781,0.56365125,0.45408457,0.40651155,0.51890948,0.48228727,0.54272321,0.38860938,0.39994301,0.77346622,0.55204423,0.53524152,0.57394148,0.38239949,0.61039108,0.46013045,0.58172799,0.46896096,0.414778
57,0,0.25598266,0.46168405,0.47940474,0.46507584,0.43901009,0.47354073,0.46465596,0.43705211,0.53240377,0.37960749,0.39749409,0.35838107,0.33952617,0.76508665,0.66993804,0.36971158,0.44420139,0.38303926,0.47667259,0.37076553,0.53253227,0.45924558,0.3749503
57,1,0.23044395,0.4394179,0.35452556,0.32099907,0.37807739,0.41264838,0.43892089,0.40406972,0.39208934,0.257583,0.36496977,0.32633458,0.33126272,0.74450305,0.73409163,0.21172087,0.28861702,0.33786787,0.25418552,0.3428081,0.48051917,0.38248039,0.26317334
57,2,0.21257638,0.28234354,0.19387117,0.27010911,0.23790859,0.29565289,0.28091846,0.24272317,0.22427475,0.24030685,0.20881451,0.23534247,0.24664984,0.63190401,0.45340554,0.097378802,0.25423691,0.2390565,0.17129929,0.26168211,0.2507826,0.20630359,0.13706333
58,0,0.20233231,0.23286507,0.23408096,0.29279003,0.21886131,0.22939828,0.27938769,0.19851367,0.20497848,0.25470364,0.19588189,0.22506434,0.24961329,0.42763203,0.34108588,0.1832559,0.41370017,0.25484881,0.1706044,0.21872983,0.2333847,0.23543833,0.2138029
58,1,0.25448178,0.20174966,0.4208312,0.36387548,0.27126815,0.27057716,0.27149894,0.25350792,0.19550814,0.30763394,0.27655305,0.20356995,0.36130424,0.32534192,0.53302655,0.32082055,0.55322772,0.37544616,0.24842437,0.2710333,0.32427519,0.31650246,0.29237906
58,2,0.33025217,0.23705417,0.50027006,0.4242279,0.27053859,0.32460909,0.25653228,0.36216934,0.26138873,0.37581339,0.33613423,0.24305521,0.39867296,0.39401101,0.68145945,0.43563601,0.45241022,0.46705165,0.32255979,0.41701339,0.4093744,0.36101989,0.33769762
59,0,0.41244297,0.32235027,0.48335607,0.50281422,0.29944925,0.32770364,0.34120946,0.44282934,0.31792376,0.49354483,0.4180934,0.32459112,0.41265163,0.49829897,0.74518339,0.52345051,0.34163049,0.5340427,0.42293956,0.58673532,0.50462339,0.37409916,0.38217362
59,1,0.45270455,0.40086642,0.44829155,0.60964301,0.31347543,0.33496521,0.42628827,0.50842254,0.37882588,0.57997755,0.50318058,0.33186384,0.45778719,0.55385072,0.80502917,0.64250899,0.30988329,0.58096505,0.43172269,0.66253347,0.54267001,0.37204662,0.45487078
59,2,0.42380674,0.49208445,0.48511854,0.6303289,0.2795079,0.34586165,0.54003486,0.55610015,0.4296026,0.60701441,0.57118199,0.3437858,0.53743385,0.56570085,0.83037854,0.68852459,0.4146248,0.60285204,0.41196671,0.64807415,0.50543007,0.401341,0.48898987
60,0,0.38481972,0.53045929,0.54913582,0.62025345,0.26112581,0.34868604,0.57471203,0.59310802,0.42719446,0.57660963,0.57683344,0.3641594,0.57610519,0.54583647,0.78728913,0.68032787,0.49229295,0.58840663,0.4041936,0.58164092,0.43583847,0.44000867,0.47989208
60,1,0.36528451,0.55110195,0.60623117,0.60391427,0.29095201,0.38209578,0.55397848,0.64254623,0.43090024,0.50782728,0.55653202,0.33914487,0.54313279,0.53365527,0.57806069,0.64364864,0.46514067,0.55456596,0.43990789,0.50235496,0.39945338,0.4875935,0.4491243
60,2,0.45229956,0.51502355,0.56577975,0.67259231,0.34868035,0.41764224,0.51777054,0.6475449,0.44277247,0.45244382,0.56508368,0.30838522,0.46184157,0.54831381,0.45879879,0.5557377,0.35814963,0.53682066,0.46846315,0.46324751,0.45655943,0.50806194,0.39094954
61,0,0.55759908,0.468607,0.48312866,0.75830055,0.36455189,0.40620549,0.51376932,0.59699195,0.42943415,0.42124904,0.54284588,0.35314238,0.39982089,0.54959244,0.47304509,0.48251951,0.34616903,0.51857027,0.46522301,0.4320357,0.56714747,0.4717547,0.32380952
61,1,0.55105955,0.4554677,0.36119165,0.73524069,0.33371719,0.36345477,0.52393907,0.48158896,0.39040489,0.37430615,0.43205993,0.32330428,0.34805015,0.49160901,0.48692958,0.34767248,0.32258556,0.45974476,0.40126858,0.39881909,0.59514063,0.37511403,0.28710594
61,2,0.37426594,0.40431528,0.22804025,0.5178048,0.19869823,0.27120753,0.45935132,0.3827391,0.24509327,0.23678302,0.26232367,0.17606476,0.28669706,0.3387675,0.29955678,0.15906899,0.31424705,0.31362381,0.28321752,0.3589976,0.32480495,0.21140075,0.21776011
62,0,0.16552513,0.21296265,0.19054523,0.2486319,0.17512338,0.24590258,0.21636102,0.30636114,0.22844844,0.27205256,0.34129501,0.15907015,0.22843768,0.30617394,0.33204061,0.19256597,0.44002932,0.36977238,0.21500485,0.37091658,0.25370834,0.25144818,0.23358894
62,1,0.18695429,0.14559219,0.22037921,0.24587898,0.32009871,0.27313958,0.18122916,0.31890649,0.33280928,0.26448515,0.45753965,0.21969282,0.25010991,0.40073521,0.45752114,0.34155343,0.49176298,0.4762947,0.29848901,0.40907655,0.44063042,0.35456577,0.31579097
62,2,0.24516682,0.18236878,0.24970152,0.26507139,0.43837351,0.31409742,0.19493028,0.3841635,0.3459854,0.3067192,0.5124069,0.23305106,0.28909061,0.45237117,0.59871783,0.41370211,0.39958279,0.51250926,0.3574095,0.49110882,0.51368956,0.41427203,0.37631355
63,0,0.31972222,0.23161171,0.26361646,0.30901775,0.52968314,0.32669668,0.21518642,0.44335132,0.33526733,0.50597701,0.49829142,0.28048983,0.34497273,0.49599288,0.67199584,0.42353818,0.3412302,0.54150111,0.46884292,0.55758325,0.49137931,0.45677112,0.4399413
63,1,0.32279544,0.24345559,0.24132981,0.45115522,0.5546599,0.3169955,0.22097605,0.4602318,0.29882713,0.64904056,0.45414002,0.28484018,0.39475698,0.54471767,0.53388585,0.38239677,0.29730507,0.5561654,0.48118132,0.58061105,0.41193893,0.48335158,0.48294992
63,2,0.30863242,0.21675639,0.21247655,0.45131126,0.53705028,0.28519853,0.20199303,0.43417677,0.30092957,0.64302197,0.40526592,0.27670403,0.38730766,0.60729045,0.51110307,0.32349435,0.30920674,0.51612903,0.42091952,0.5320563,0.41789877,0.48801542,0.4546909
64,0,0.30733404,0.2027002,0.19497982,0.44418934,0.48073099,0.27437577,0.19068657,0.45920552,0.29080417,0.56992578,0.31296767,0.35642175,0.31371001,0.66374409,0.66845688,0.28681511,0.3993009,0.35428312,0.35778119,0.41185033,0.52843864,0.47570015,0.3769289
64,1,0.27300449,0.18612046,0.210842,0.48734438,0.48754739,0.2804912,0.17619733,0.51250995,0.28022958,0.47328538,0.32958907,0.35064342,0.31193519,0.547743,0.67797703,0.27274481,0.41840221,0.35313826,0.37341629,0.30861655,0.54968937,0.3987183,0.28947269
64,2,0.2212362,0.17280451,0.23118142,0.40557048,0.27079608,0.2534998,0.16348136,0.32589578,0.25187473,0.33428619,0.20574783,0.21700291,0.25588211,0.32559308,0.53275519,0.19016393,0.2698427,0.34411408,0.26113445,0.31169241,0.20711327,0.32320744,0.27536685
