,measure_number,beat_number,pid1263b-13,pid610003b-17,pid9048b-27,pid9049b-13,pid9050b-15,pid9054b-15,pid9055b-13,pid9058b-13,pid9059b-17,pid9060b-11,pid9061b-10,pid9062b-16,pid9063b-19,pid9066b-13,pid9069-13,pid9070b-25,pid9072b-17,pid9073b-19,pid9074g-13,pid9075b-13,pid9085-06,pid9094b-18,pid9097-03,pid9099b-19,pid9104b-13,pid9111b-15,pid9112-12,pid9118b-19,pid9137-20,pid9139b-15,pid9153b-15,pid9166e-16,pid9170b-15,pid9174b-13,pid9192b-15
58,20,1,0.54455538,0.5727326,0.51256885,0.66537158,0.4562303,0.42371082,0.42737447,0.45621265,0.3656972,0.40083894,0.79100685,0.36395059,0.67903733,0.84023499,0.55513355,0.32555045,0.37317607,0.48303445,0.35828818,0.74466693,0.69672598,0.60179761,0.32365165,0.74880529,0.43593601,0.69469323,0.60631777,0.36802997,0.55910727,0.38233571,0.30100835,0.45606695,0.66304833,0.63620566,0.64487399
59,20,2,0.31767706,0.57041914,0.41951242,0.71975002,0.41447652,0.39237164,0.422523,0.42013188,0.27594301,0.41477591,0.62671298,0.41591391,0.6435345,0.79782204,0.56744262,0.44256383,0.21864538,0.45093217,0.34549611,0.67975396,0.6772212,0.44214801,0.2740165,0.65718522,0.44538818,0.57840797,0.62700377,0.4590751,0.49295256,0.39707059999999994,0.35438790000000003,0.33933964,0.64944981,0.59438373,0.72696853
60,21,0,0.38023991,0.66840089,0.48302483,0.79361494,0.53160777,0.49172003,0.75973516,0.51247338,0.38128737,0.64077545,0.50624286,0.54137478,0.72426601,0.65694226,0.72782815,0.5587397,0.34154954,0.63007813,0.45749238,0.5710050999999999,0.73497562,0.28995346,0.41207963,0.43585833,0.44839078,0.76993842,0.74799623,0.64593331,0.55945124,0.58201348,0.71358122,0.37107513,0.70819331,0.64548549,0.74832693
61,21,1,0.51263468,0.76834017,0.62646501,0.8667269000000001,0.66883192,0.62391866,0.85613172,0.58325434,0.61767919,0.79714307,0.57935858,0.70142409,0.95296987,0.69892535,0.82128563,0.62742807,0.60119359,0.76581143,0.62920759,0.60852637,0.79184346,0.43708368,0.62500793,0.48199458,0.49038278,0.80582377,0.83610325,0.742056,0.74658827,0.74627478,0.78347251,0.49248681,0.76527881,0.75876926,0.72105938
62,21,2,0.51596753,0.80922871,0.68051467,0.88758377,0.69163763,0.71924503,0.85578016,0.61903977,0.75315568,0.76487038,0.70065664,0.78917412,1.0,0.76500931,0.73994119,0.61862758,0.68862208,0.739462,0.75676431,0.75022903,0.75739345,0.57904918,0.75675761,0.55327063,0.50087602,0.80825667,0.9061174000000001,0.71404687,0.7974642,0.82193145,0.61793761,0.56106967,0.72443123,0.83057148,0.80499786
63,22,0,0.43029737,0.80663261,0.65629797,0.82222724,0.67658039,0.65925177,0.90953302,0.64450168,0.75263896,0.63742725,0.72853064,0.86899714,0.90864193,0.71750967,0.6567998,0.58637714,0.68540857,0.71481712,0.7914916999999999,0.74793875,0.69659933,0.62767588,0.73265387,0.63027453,0.54341395,0.84429408,0.88437058,0.61251638,0.73243741,0.83449858,0.5775642,0.55839549,0.6664684000000001,0.81497671,0.78306991
64,22,1,0.40896423,0.75418725,0.64848758,0.71000678,0.66395387,0.49873609999999996,0.86085428,0.64251666,0.67940503,0.57384174,0.6689094,0.85444511,0.73029785,0.53448202,0.60937679,0.55472106,0.66275867,0.69518821,0.76847274,0.64295249,0.68482047,0.57923168,0.64137056,0.67092866,0.57832159,0.8093971,0.7758133,0.49190377,0.56240301,0.732116,0.45849220000000007,0.61359833,0.65043123,0.77776783,0.70152357
65,22,2,0.42968683,0.68174776,0.67140406,0.59896092,0.6645263000000001,0.36531289,0.67663913,0.49464249,0.57252528,0.65670773,0.57782642,0.67816158,0.5543321,0.49642499,0.58315772,0.61666892,0.6906985,0.66036932,0.66440908,0.47069755,0.74111836,0.42368829,0.57946542,0.74186579,0.63208913,0.63701057,0.57461693,0.30743986,0.47830574,0.49400449,0.29920435,0.7500091,0.69702602,0.77328914,0.55926242
66,23,0,0.40648614,0.68146512,0.72427991,0.6294781999999999,0.65069686,0.43477699,0.68318978,0.36885775,0.60174208,0.75048749,0.58464979,0.65004839,0.48647390000000007,0.60529445,0.55886629,0.74483318,0.7538668000000001,0.62487571,0.61449374,0.51724905,0.81343803,0.36918514,0.70364848,0.79979664,0.60729385,0.53070782,0.44623409,0.25285613,0.51361491,0.49060639,0.28679691,0.73934874,0.7530855,0.80654783,0.52697565
67,23,1,0.39604942,0.73138766,0.83934086,0.80393043,0.63105193,0.59549489,0.86135818,0.38749914,0.74370709,0.80968937,0.72141226,0.65171905,0.53720815,0.70952859,0.62182472,0.66424423,0.76552016,0.61254439,0.63928209,0.70239497,0.80216579,0.66546218,0.85374365,0.76101508,0.5622675,0.56799209,0.54759547,0.34865889,0.59713623,0.79215897,0.39345359999999996,0.5766600000000001,0.72628253,0.82184701,0.6178485
68,23,2,0.4091007,0.71498409,0.86714221,0.78488066,0.58261158,0.67829457,0.88534599,0.4295556,0.80785414,0.77182375,0.6604015999999999,0.56428012,0.56901699,0.67529732,0.67639467,0.50295151,0.68654566,0.56870561,0.66184389,0.83123937,0.72034703,0.84571585,0.82027284,0.7020505,0.60967435,0.60599103,0.5795851,0.38294271,0.69020078,0.93569964,0.41044588,0.58427324,0.65173234,0.80384271,0.60725473
69,24,0,0.41688694,0.64464869,0.71825734,0.62772382,0.50935789,0.62481744,0.5150876,0.44969435,0.74341183,0.66820346,0.54037876,0.45665499,0.51570201,0.59029947,0.62633342,0.24499527,0.51452786,0.50691584,0.64255842,0.90734197,0.69799253,0.84890045,0.24469385,0.61237078,0.61102012,0.54607314,0.54435997,0.36785453,0.71849452,0.79186603,0.37783992,0.58927597,0.62371747,0.76408097,0.53531254
70,24,1,0.32715127,0.62660162,0.51785102,0.55168286,0.50475361,0.52047523,0.41081619,0.45060100000000003,0.55398981,0.52606001,0.42805482,0.3174947,0.43832040000000005,0.57042556,0.51359961,0.18995002,0.39004873,0.51659268,0.48498984,0.77044889,0.713761,0.76140159,0.12982234,0.64269615,0.51913286,0.49513419,0.50362447,0.32257965,0.7288057,0.5057221,0.32899795,0.51810988,0.64130112,0.71297026,0.55942617
71,24,2,0.33131016,0.65814212,0.45305643,0.63547173,0.56527294,0.38155825,0.44413195,0.40923827,0.36928471,0.48550374,0.36601637,0.37940133,0.4040219,0.60897693,0.52380136,0.19180738,0.27174942,0.60230824,0.35910091,0.55382149,0.7872839,0.57789944,0.21430044,0.72175055,0.38089253,0.59352239,0.54994107,0.3947697,0.71364691,0.41929499,0.35887033,0.46559032,0.72180669,0.69181297,0.6055959
72,25,0,0.42595891,0.71773721,0.55608126,0.76003313,0.63184005,0.35139872,0.39883987,0.44823820000000003,0.4236879,0.68951704,0.31401789,0.51003549,0.49641227,0.63984812,0.61485747,0.24693368,0.24427573,0.69897905,0.36849814,0.41971601,0.80286239,0.4889771,0.29573287,0.7503474,0.312842,0.7545655,0.68688119,0.52834453,0.69516839,0.51264525,0.48967229,0.54336911,0.75791822,0.67715872,0.63140396
73,25,1,0.57821434,0.75797672,0.64346727,0.82832618,0.66513191,0.44470846,0.39784379,0.52945944,0.59690706,0.84513642,0.37106966,0.68967186,0.67235778,0.69436166,0.69896267,0.31810752,0.33675401,0.71827947,0.50009313,0.56613663,0.79950605,0.54319737,0.47573763,0.71834435,0.32516346,0.77754125,0.78871994,0.65485,0.71571074,0.65799238,0.52624862,0.59850828,0.76483271,0.73754031,0.63133988
74,25,2,0.60276541,0.77873503,0.70185102,0.87162111,0.67745976,0.53889451,0.44232730000000003,0.60355794,0.7361187,0.77492253,0.46377046,0.78088994,0.75682377,0.66790371,0.66253369,0.36029988,0.40600325,0.68638139,0.64534372,0.7189504,0.75441707,0.59116708,0.63849937,0.69307744,0.36255316,0.77510834,0.83616219,0.69257046,0.72710183,0.71302607,0.51648023,0.58944879,0.71665428,0.81345396,0.67629218
75,26,0,0.50221951,0.78092287,0.68071332,0.78322415,0.69743654,0.56853163,0.51279077,0.64776427,0.74422381,0.61631774,0.47603729999999994,0.83649415,0.70114058,0.57402923,0.64057829,0.30888829,0.4220072,0.69938743,0.71700813,0.72268028,0.67962764,0.62257505,0.68128966,0.71853076,0.4147464,0.79814491,0.84099481,0.60938935,0.71575874,0.6380334,0.47776115,0.5583591,0.64296654,0.82332497,0.70353125
76,26,1,0.4331777,0.71826061,0.6237833,0.70825239,0.69618384,0.45951578,0.51750161,0.642551,0.67267292,0.55080493,0.40876475,0.83182782,0.51696708,0.46745236,0.62674998,0.28422261,0.42674624,0.70102095,0.68971385,0.62172491,0.66392249,0.60700794,0.60648001,0.74482291,0.42766457,0.75046757,0.69171381,0.50390621,0.61552676,0.50547798,0.41669293,0.57624159,0.62486245,0.77783948,0.64058095
77,26,2,0.40230570000000004,0.64194791,0.55656885,0.700128,0.67819811,0.33564206,0.57338724,0.56124734,0.53658375,0.62503212,0.30707080000000003,0.7183957,0.31127731,0.46030234,0.69499306,0.37200459,0.48654566,0.68662997,0.57031832,0.41086245,0.74092838,0.56626517,0.51744924,0.7675394,0.41671428,0.61030944,0.5092645,0.41554434,0.52954964,0.38215995,0.35115803,0.62265781,0.69032714,0.68326765,0.53948455
78,27,0,0.40183882,0.64792522,0.54697065,0.77501694,0.65522648,0.38274351,0.66377219,0.53708359,0.5209050000000001,0.74939914,0.27889227,0.6539658,0.29959821,0.56333286,0.72253533,0.55295826,0.58828307,0.65082564,0.52052997,0.40196309,0.80792857,0.57286249,0.60215736,0.77548721,0.40813813,0.55097696,0.49057049,0.46901349,0.50486361,0.41675618,0.42343627,0.59151355,0.75271375,0.68420817,0.50412217
79,27,1,0.40066082,0.73486308,0.60878555,0.8819366,0.68766385,0.59156275,0.88998652,0.67086338,0.55793903,0.79056761,0.42715074,0.57708084,0.43292615,0.67048288,0.72048518,0.58397271,0.63308849,0.69189453,0.62772604,0.59183353,0.81229814,0.64029565,0.75692418,0.73332486,0.47245604,0.6424846,0.61710278,0.52566127,0.65329974,0.59466849,0.57623287,0.53121703,0.7539776999999999,0.71390183,0.58896483
80,27,2,0.45586841,0.70937317,0.65290293,0.84346058,0.65494442,0.66784631,0.91840394,0.7767016999999999,0.55917177,0.71847933,0.58049105,0.52366578,0.52409193,0.72001719,0.63820142,0.47965690000000005,0.572491,0.65968572,0.6886555999999999,0.68891506,0.72458996,0.68377589,0.81051713,0.74867819,0.48991303,0.71497757,0.72112211,0.53727154,0.74256459,0.69053803,0.63541043,0.56903766,0.67684015,0.6987818,0.6192012
81,28,0,0.53078581,0.63748849,0.63756208,0.81349296,0.57355235,0.64723065,0.7107869000000001,0.72869016,0.553916,0.64775905,0.6600590000000001,0.52349295,0.51923408,0.73921765,0.55561545,0.41111711,0.45442475,0.57281605,0.70814426,0.68439995,0.64980052,0.66695866,0.71467322,0.81579393,0.46744112,0.68176082,0.78577322,0.56690094,0.73090153,0.66356801,0.55222152,0.54468801,0.60335316,0.64797564,0.63313399
82,28,1,0.40933056,0.58681224,0.50645598,0.84391236,0.48357392,0.54439389,0.47628757,0.58293839,0.48396693,0.57032726,0.59641226,0.51229376,0.44803611,0.80011463,0.46754064,0.43597866,0.29768345,0.52072088,0.63521842,0.64180736,0.56549934,0.58840223,0.44383725,0.871293,0.44681648,0.65204896,0.83610325,0.61018401,0.62048636,0.51357289,0.38193635,0.41302529,0.52736803,0.58848083,0.67429161
83,28,2,0.37027726,0.63204505,0.42880361,0.85595964,0.51977767,0.52096955,0.35188375,0.50643588,0.40804606,0.52659663,0.53611534,0.53401235,0.45176047,0.74466256,0.44295516,0.54398892,0.25324529,0.56954901,0.57671859,0.57554639,0.56077513,0.49673328,0.24805679,0.87874936,0.42110074,0.62971185,0.89981141,0.66651186,0.55533157,0.43214529999999995,0.38839609,0.36478079,0.53298141,0.60337693,0.74327211
84,29,0,0.61820141,0.6849196,0.47473589,0.71603795,0.6178364000000001,0.62672733,0.5223648,0.67056116,0.45215915,0.53626332,0.62503807,0.68233247,0.6042566999999999,0.69863877,0.61825533,0.65407267,0.42672505,0.66691229,0.65778022,0.58695851,0.73852194,0.51721872,0.18539023,0.82762244,0.44964134,0.54356421,0.93322725,0.7787754,0.63322134,0.5520164000000001,0.67323933,0.58324541,0.71172491,0.7094948,0.75060515
85,29,1,0.94699037,0.8923457,0.59915124,0.85731496,0.98373984,0.90871812,0.75014941,0.9877052,0.85790212,0.71026377,0.93102398,1.0,0.99348238,0.74287147,0.85542759,0.65954343,0.8363584999999999,0.9556108,0.77932611,0.74767701,0.92894687,0.7284149999999999,0.74635152,0.90696492,0.68996382,0.68166198,0.93782414,0.95928667,0.81977442,0.87540279,0.92295573,0.88682918,0.92438662,0.86782515,0.77673359
86,29,2,0.84671743,0.78845993,0.5259684,0.80995407,0.80370002,0.98859679,0.60541396,0.8721065999999998,0.74392855,0.46059255,0.90379711,0.90659277,0.97033671,0.75490758,0.79822756,0.63763339,0.60014832,0.79309304,0.62944463,0.61879335,0.81647774,0.70645132,0.95391815,0.3842908,0.45736685,0.63227401,0.5104314,0.75659721,0.78398528,0.68734499,0.63637151,0.70819538,0.80483271,0.38607129999999995,0.33329774
87,30,0,0.54282431,0.48052927,0.42328668,0.55772909,0.37015928,0.83243456,0.51938829,0.60867505,0.38641766,0.31020331,0.66743434,0.57744953,0.86670243,0.67767588,0.62197174,0.57872484,0.38513313,0.36410689,0.51947172,0.44882869,0.68114749,0.57284424,0.66214308,0.3958058,0.31192789,0.46219114,0.36892386,0.47681559,0.68153748,0.44087491,0.43447298,0.55394761,0.62901115,0.4205034000000001,0.28111206
88,30,1,0.36072403,0.44983670000000003,0.40064108,0.42301785,0.36937946,0.5477643,0.45544032,0.44441926,0.31685244,0.2976419,0.5532166000000001,0.39669555,0.69341862,0.63748388,0.51582129,0.51748615,0.37145985,0.31431996,0.47265493,0.36570475,0.52838326,0.51876996,0.61894829,0.40796475,0.27137053,0.54302441,0.41019566,0.52198726,0.66162707,0.50217752,0.42111234,0.47550482,0.4815316,0.39790398,0.25894205
89,30,2,0.32546329999999996,0.5330165,0.4092009,0.45595964,0.47521984,0.51870015,0.62970645,0.47879662,0.36597033,0.38037941,0.60949753,0.41987741,0.7172626,0.65517266,0.60351221,0.49415102,0.41209125,0.41803977,0.37832712,0.37960346,0.50151352,0.64033215,0.70216529,0.4060583,0.2979369,0.61493956,0.44929868,0.56758207,0.72460603,0.6521824,0.44918859,0.51638166,0.47447584,0.43109996,0.28373202
90,31,0,0.34857779,0.65085629,0.43937698,0.57435434,0.61758752,0.53173239,0.71032988,0.61335257,0.38687532,0.47713703,0.72244956,0.45483455,0.71265775,0.59790085,0.61310136,0.54945292,0.40724627,0.66927379,0.39079749,0.41198796,0.59259705,0.74389999,0.74109296,0.42029317,0.33427918,0.70685015,0.47637907,0.5812151,0.80889529,0.70698174,0.45610525,0.58249955,0.5595316,0.47784844,0.41531397
91,31,1,0.37238184,0.82172766,0.50390068,0.59106995,0.78688402,0.55510617,0.60119529,0.68534927,0.431638,0.36694127,0.68580129,0.45198866,0.71891224,0.57406505,0.55210324,0.60455896,0.40736634,0.84592507,0.51842194,0.42243162,0.64239124,0.79673328,0.73496986,0.4413235,0.36139783,0.62949137,0.48035125,0.57178241,0.7975042,0.58609511,0.46700016,0.61599054,0.60793309,0.47700645,0.48883668
92,31,2,0.37312886,0.83749267,0.55180135,0.62950079,0.80377468,0.6043703,0.55667663,0.62165671,0.46886396,0.27638878,0.64504187,0.43434879,0.77305711,0.62544061,0.50359389,0.60855059,0.43259411,0.82856001,0.56759228,0.42521267,0.64289785,0.75317091,0.65030933,0.47863074,0.39598172,0.61297803,0.49863272,0.56739631,0.79155268,0.51187384,0.47176619,0.6262052,0.60889963,0.47799176,0.42871279999999995
93,32,0,0.36196667,0.70255841,0.62400903,0.69907386,0.65512693,0.63622065,0.60059764,0.60358541,0.51891194,0.45382813,0.67671298,0.48339709,0.83437744,0.62209486,0.45492935,0.59175334,0.49975987,0.67056108,0.56141212,0.5191598,0.60310937,0.59534629,0.53641339,0.54330622,0.43483146,0.82962062,0.55650047,0.65040197,0.83729302,0.54791524,0.54858201,0.65857741,0.56543494,0.53659979,0.38129717
94,32,1,0.33827036,0.61057491,0.67629797,0.74923575,0.52459764,0.56313897,0.57735982,0.64557318,0.5021776,0.51695261,0.67453369,0.54911743,0.76075054,0.61609829,0.49188107,0.58509388,0.51023377,0.55530895,0.50910091,0.59095668,0.58467481,0.50625057,0.52611041,0.54820369,0.39659747,0.8610203000000002,0.54385314,0.7463905,0.76854652,0.56992481,0.57580747,0.64291432,0.55686989,0.53833751,0.37320945
95,32,2,0.34999282,0.57027259,0.74490293,0.9173254999999999,0.47084785,0.48073812,0.60147653,0.69510269,0.56726212,0.44877182,0.57696041,0.69558254,0.56939145,0.62306204,0.65837621,0.63291909,0.48826188,0.50705788,0.50467321,0.64905771,0.54467102,0.485245,0.47297747,0.6132181,0.33837364,0.72164525,0.55765559,0.92205125,0.70731941,0.6641246000000001,0.57499606,0.58465527,0.54001487,0.54329989,0.49926670000000006
96,33,0,0.55614136,0.77202496,0.67791422,0.90286876,0.74095736,0.71267273,0.75919611,0.76859674,0.79065476,0.5311011999999999,0.61690141,0.82590561,0.67216549,0.71189999,0.85673446,0.69438066,0.63273536,0.77143999,0.60993058,0.70507787,0.6161800999999999,0.63517657,0.40827253,0.77569056,0.54003047,0.71117616,0.68452381,0.95512761,0.73715703,0.79209062,0.66988341,0.65053666,0.62192565,0.69351487,0.66253738
97,33,1,0.89541733,0.90102378,0.50285327,0.84255704,0.96573751,1.0,0.89779106,0.96236005,1.0,0.67323709,0.81063951,0.87441239,0.96173425,0.79717725,0.88720085,0.60046603,0.90253549,0.96386719,0.77173214,0.79492213,0.76277626,0.75936673,0.62518242,0.95390612,0.73808164,0.80825667,0.89309288,0.9675635,0.82233421,1.0,0.8241689,0.79166818,0.7469145,0.86410785,0.84415492
98,33,2,0.81173682,0.67545641,0.40188713,0.76831564,0.63015596,0.89130435,0.81802309,0.92217872,0.54375877,0.52153276,0.78293681,0.74743064,0.79617241,0.84632469,0.72327861,0.55170877,0.72010735,0.69080256,0.62355232,0.67006936,0.71015135,0.66757916,0.67030457,0.61517539,0.5591062,0.68363111,0.78930929,0.65211513,0.62764579,0.7771701999999999,0.43309438,0.57976169,0.71939777,0.58393945,0.53722768
99,34,0,0.49380118,0.40437359,0.38214898,0.54395,0.30214037,0.71053814,0.55474307,0.70348238,0.31616594,0.31020331,0.63077655,0.53095907,0.57662764,0.71549649,0.47137956,0.59346886,0.34767992,0.32134233,0.45480867,0.46856432,0.5920460999999999,0.56298932,0.35593274,0.44095069,0.31145813,0.47519197,0.48188355,0.37796836,0.58270538,0.40019529,0.31673231,0.34574313,0.55674349,0.52895915,0.30996013
100,34,1,0.32975866,0.38492379,0.38828894,0.36720126,0.29379459,0.46071228,0.46690104,0.42814754,0.25978445,0.30624291,0.56373239,0.41094801,0.53019462,0.59117352,0.39599771,0.63422261,0.32276291,0.26779119,0.37933458,0.30778694,0.42223418,0.49237157,0.25935121,0.46375191,0.31219450000000004,0.49686003,0.38116455,0.34211585,0.61967043,0.39509813,0.33650544,0.32293979,0.38911524,0.51353458,0.26732878
101,34,2,0.26492602,0.44854912,0.37143115,0.36078609,0.36416127,0.379081,0.54161833,0.43386222,0.25294899,0.44556723,0.56629235,0.45747304,0.52790738,0.69479152,0.45908683,0.52315953,0.34160605,0.3260032,0.41214866,0.27288967,0.42968779999999995,0.52352404,0.16482392,0.45569395,0.32293531,0.56749031,0.37522984,0.33737887,0.67956164,0.46791329,0.35212699,0.35388394,0.41275836,0.46316732,0.28950591
102,35,0,0.26585979,0.49715267,0.31096163,0.36854906,0.42626514,0.39063588,0.61266772,0.5244797,0.26755739,0.47625274,0.55997335,0.47354595,0.49663492,0.69965611,0.52725639,0.39288802,0.33601243,0.41167436,0.47169827,0.30195001,0.51878285,0.61324026,0.17459549,0.42327572,0.34383292,0.63189386,0.36344295,0.31496331,0.73296536,0.48127136,0.32983299,0.43600146,0.49918216,0.42818882,0.38472875
103,35,1,0.28398937,0.5439556999999999,0.32094808,0.37312702,0.46580388,0.40474666,0.62917912,0.53408888,0.26528383,0.43853072,0.51893795,0.41578717,0.47427866,0.56424989,0.53046639,0.39101040000000004,0.33019987,0.46620206,0.50680664,0.32539589,0.60467988,0.66100922,0.18263008,0.42078461,0.3673459,0.66112674,0.34290429,0.33262124,0.74589233,0.41429548,0.32572869,0.44554302,0.57479554,0.39021856,0.42569415
104,35,2,0.27601638,0.552728,0.38269074,0.40291394,0.46668326,0.37682283,0.57166462,0.49177141,0.26022736,0.4364295999999999,0.43490674,0.36577104,0.42949529,0.56039547,0.50061259,0.40530190000000005,0.33903524,0.4639826,0.47693024,0.36048292,0.60643404,0.643243,0.18225729999999998,0.42539399999999994,0.36959944,0.66175017,0.33454149,0.38291175,0.69632829,0.33405917,0.31841815,0.40152811,0.57113011,0.39874597,0.40751104
105,36,0,0.26218934,0.48498869,0.45711061,0.43437241,0.39720425,0.34175935,0.52145075,0.53293495,0.27797298,0.55182526,0.37957746,0.37505761,0.43141819,0.70026508,0.43350486,0.36316358,0.32771382,0.4092152,0.41251270000000007,0.38065698,0.56601229,0.528269,0.17952887,0.41757329,0.37057703,0.7051090999999999,0.34496109999999996,0.38632775,0.61303896,0.34793477,0.29786513,0.45482991,0.52823048,0.4598531,0.35623665
106,36,1,0.24711248,0.38319655,0.46496614,0.47442211,0.30217355,0.30214021,0.52024375,0.60760354,0.26091386,0.59464137,0.33056719,0.31116923,0.43103361,0.53313512,0.43936944,0.2508375,0.2644537,0.31978871,0.36352015,0.35725036,0.54514597,0.48101104,0.17198604,0.42921539,0.39016059999999997,0.73342964,0.3620462,0.36511966,0.63388529,0.34648959999999995,0.24916496,0.49004002,0.51352416,0.46429595,0.33420191
107,36,2,0.27355265,0.39786241,0.43773363,0.63410135,0.30599801,0.35159533,0.57144196,0.64647297,0.28101425,0.55781876,0.39887705,0.34461702,0.43059843,0.25715002,0.58470146,0.21808051,0.31785437,0.31435547,0.36797325,0.3419644,0.55697549,0.49019984,0.17002697,0.53687511,0.42292262,0.63438759,0.46998468,0.42334644,0.70596752,0.42362074,0.28973531,0.5127797000000001,0.54536059,0.49771587,0.38165314
108,37,0,0.48815544,0.63074701,0.5043702,0.87900008,0.58198938,0.64678126,0.6686470999999999,0.71447215,0.45117738,0.54899856,0.62800723,0.59610333,0.58177899,0.39762144,0.77915544,0.41907335,0.59205452,0.60307173,0.58625974,0.52711033,0.67120512,0.59863126,0.17631662,0.74606846,0.50741446,0.64887098,0.75895804,0.67730683,0.87824974,0.6484523,0.57676067,0.62587775,0.66697398,0.62215156,0.57666239
109,37,1,0.79866399,0.88242191,0.64832506,0.91092538,0.95760743,0.98494551,0.8662448,0.91366165,0.68251273,0.62454085,0.8840216999999999,0.84224352,0.88335071,0.69411807,0.63667402,0.57615831,1.0,0.96360085,0.87682018,0.74132967,0.78304097,0.79610366,0.51792513,1.0,0.8275884,0.7271496999999999,1.0,0.99930854,0.91344692,0.88676887,0.9279187,0.80605785,0.76996283,0.86589932,0.803218
110,37,2,0.7674903000000001,0.80505192,0.56047856,0.72882313,0.87398374,0.8319290000000001,0.89087713,0.87004602,0.62194582,0.54661023,0.8232775,0.80821965,0.8140554,0.79581602,0.45111492,0.5592395,0.90098171,0.88982599,0.83733491,0.6834184,0.82205054,0.72168994,0.64459867,0.82612269,0.75261855,0.65975063,0.93004479,0.86991341,0.68962483,0.75969144,0.77436584,0.73226305,0.78513011,0.70225726,0.69683896
111,38,0,0.72044247,0.5646512,0.70228442,0.57320232,0.55508545,0.76115043,0.81312474,0.74991414,0.4323245,0.5272315,0.75639513,0.65363167,0.74256394,0.69209056,0.38487299,0.55066189,0.66423476,0.56953125,0.67433119,0.49734982,0.84294851,0.59833014,0.66717164,0.60346551,0.48148924,0.59809169,0.83793022,0.72714326,0.6099992,0.50542916,0.61533008,0.68096234,0.79479554,0.47787531,0.5595116
112,38,1,0.74148829,0.61353739,0.8268622999999999,0.46968602,0.61279243,0.62936749,0.81910119,0.66920805,0.45667676,0.60149649,0.7998287,0.38339939,0.7342651,0.57616421,0.41544556,0.63370931,0.73564517,0.56854581,0.61431595,0.37108363,0.78779051,0.62441829,0.73117069,0.74652601,0.57215768,0.71392838,0.85908769,0.76867189,0.72148628,0.5869251,0.74081456,0.70181008,0.74146468,0.44198316,0.66337747
113,38,2,0.77201552,0.70522779,0.67436569,0.4757699000000001,0.7255102,0.60032581,0.94774711,0.67769078,0.45578357,0.53441917,0.93541112,0.40168449,0.71638211,0.59239862,0.47294781,0.60081048,0.77173529,0.67956321,0.62141043,0.36749117,0.73218922,0.77543571,0.791204,0.71518387,0.52830572,0.71595073,0.89474305,0.77837291,0.79884809,0.80260717,0.8830155999999999,0.77413134,0.69724164,0.43671623,0.72675495
114,39,0,0.77345209,0.74327946,0.63032054,0.51879377,0.7564377,0.62683968,1.0,0.79284292,0.46267808,0.5198170999999999,0.99809669,0.50368698,0.71840622,0.59918326,0.51390182,0.54934486,0.77413659,0.7475142,0.69701151,0.41904201,0.73687544,0.87859294,0.80726523,0.69275547,0.53869104,0.70545883,0.85024752,0.74678267,0.84681226,0.83692999,0.89333543,0.79376023,0.70999257,0.48409172,0.74576392
115,39,1,0.77151271,0.77791852,0.68259142,0.58012198,0.78023063,0.69907876,0.96047343,0.9203242,0.5039935000000001,0.43212909,0.9557479999999999,0.62989676,0.77637665,0.57988967,0.53618394,0.55057409,0.79362949,0.80513139,0.78010498,0.46331632,0.7703121999999999,0.9374943000000001,0.8205901,0.70989663,0.62592522,0.71707595,0.81653701,0.72078599,0.83529318,0.70600527,0.87923428,0.76455339,0.74468401,0.53560552,0.74896768
116,39,2,0.77180003,0.80049828,0.73217156,0.62029215,0.81869919,0.75176946,0.84497568,0.86695515,0.57457002,0.45725947,0.88847545,0.62596783,0.82994464,0.56749534,0.48112391,0.64743347,0.81728936,0.81376065,0.8249492,0.48046067,0.79747958,0.85282416,0.83605647,0.73415523,0.69466133,0.78712081,0.79160773,0.72259203,0.79401648,0.61818182,0.93902631,0.76576314,0.77063197,0.5599784999999999,0.76028763
117,40,0,0.76562276,0.75241814,0.73454628,0.61007454,0.75226481,0.71177396,0.79552352,0.78659249,0.58628479,0.51187363,0.92392463,0.59116048,0.86425326,0.62271099,0.46525361,0.61516953,0.85705205,0.73743786,0.79383678,0.50781966,0.81540118,0.76149284,0.80678934,0.75077106,0.67809306,0.78423173,0.75005893,0.7395585,0.78993681,0.68374182,0.95107925,0.85885938,0.78,0.5858831999999999,0.76762067
118,40,1,0.73818417,0.71283812,0.67437472,0.65053083,0.67909408,0.63756881,0.7698834,0.82189711,0.55170887,0.53608193,0.92630377,0.5796502,0.91648534,0.67210202,0.51182717,0.57026881,0.83657038,0.69916548,0.72088554,0.49166994,0.79298334,0.66425769,0.78117862,0.73100322,0.61825049,0.78856535,0.7134017,0.79930235,0.78414527,0.68229665,0.90357649,0.90967801,0.7598513000000001,0.60499821,0.77751673
119,40,2,0.73739405,0.76074031,0.66578781,0.8381146,0.69739506,0.60948208,0.77296537,0.88357717,0.55700155,0.59517799,0.86461743,0.67750484,0.92000729,0.56359077,0.61116556,0.61053627,0.77526661,0.73017578,0.7076363,0.45155739,0.70426192,0.63686468,0.69700984,0.76052364,0.60383419,0.75272561,0.70927628,0.85198716,0.78698504,0.69448296,0.8558374,0.82193014,0.68019331,0.64915801,0.75993165
