,measure_number,beat_number,pid1263b-13,pid610003b-17,pid9048b-27,pid9049b-13,pid9050b-15,pid9054b-15,pid9055b-13,pid9058b-13,pid9059b-17,pid9060b-11,pid9061b-10,pid9062b-16,pid9063b-19,pid9066b-13,pid9069-13,pid9070b-25,pid9072b-17,pid9073b-19,pid9074g-13,pid9075b-13,pid9085-06,pid9094b-18,pid9097-03,pid9099b-19,pid9104b-13,pid9111b-15,pid9112-12,pid9118b-19,pid9137-20,pid9139b-15,pid9153b-15,pid9166e-16,pid9170b-15,pid9174b-13,pid9192b-15
120,41,0,0.84398793,0.7754585,0.69952144,0.97266772,0.7203335,0.74042242,0.85364739,0.76268975,0.70099653,0.65128108,0.79815379,0.88242004,0.94002571,0.55065196,0.77217185,0.65901661,0.76467265,0.76623757,0.68951913,0.47532391,0.68266734,0.69763665,0.56299175,0.79004406,0.65993779,0.73667604,0.60325318,0.85183236,0.80481561,0.78649546,0.92831259,0.77273968,0.65943494,0.76425116,0.76128435
121,41,1,1.0,0.82114145,0.66605869,0.94872374,0.85349262,0.96298169,0.95561024,0.7555464,0.99734259,0.58819439,0.91269509,0.96081436,0.95566193,0.64661126,0.82291922,0.55012157,0.91835582,0.86032493,0.777362,0.6561314,0.78874042,0.69918788,0.78126586,0.85960007,0.84485495,0.72646545,0.48269684,0.95136072,0.83953284,0.98681769,0.87261698,0.88072585,0.75197026,0.8957363000000002,0.8178840999999999
122,41,2,0.69583393,0.67607403,0.42111061,0.52288984,0.53973785,0.80485339,0.80803891,0.75334844,0.67460692,0.3654599,0.8193662,0.73119642,0.7286988,0.69260639,0.5305154000000001,0.524794,0.53068013,0.49606712,0.46903996,0.48751472,0.81008169,0.63180035,1.0,0.5791476,0.64108424,0.55011024,0.33086398,0.68416979,0.74322054,0.72751684,0.35651489,0.63073495,0.76609665,0.48801505,0.60409369
123,42,0,0.40085476,0.39745415,0.33397743,0.34766959999999997,0.29441679,0.57246377,0.75386418,0.6157085,0.39630915,0.35251304,0.65083746,0.49993087,0.52400085,0.63614415,0.4505105,0.61880319,0.35712974,0.31413352,0.34746868,0.41849889,0.75581027,0.59565654,0.82558693,0.41145569,0.29475655,0.45311336,0.38115865,0.39704016,0.67709783,0.42065228,0.39768395,0.46091504,0.70690706,0.59398065,0.4710665
124,42,1,0.27391898,0.36033414,0.39765237,0.25120849,0.25846192,0.39916863,0.60775766,0.42963116,0.35328117,0.48030383,0.57170727,0.33587197,0.46141546,0.63441037,0.38480765,0.72936647,0.32111731,0.23125,0.30939722,0.32196702,0.65904629,0.57427685,0.62844226,0.44365362,0.28390148,0.56874477,0.43521334,0.37033138,0.63555716,0.38046089,0.45062234,0.40222849,0.60747212,0.70339484,0.43692866
125,42,2,0.2544031,0.3916234,0.39688488,0.21979520000000002,0.29805044,0.38062016,0.60990215,0.46895391,0.31584115,0.55410022,0.57829273,0.34970965,0.44317825,0.70790228,0.45260149,0.62134945,0.33450102,0.2674272,0.30274297,0.31260306,0.62442531,0.64389087,0.53609613,0.50698187,0.28238431,0.63108796,0.39104785,0.41149881,0.69764819,0.47203398,0.44559634,0.39287793,0.58369517,0.5751254,0.46062224
126,43,0,0.29879328,0.49095553,0.39171106,0.27749416,0.41063547,0.43562521,0.65644812,0.59098152,0.36285524,0.54757766,0.61993719,0.44885473,0.42247164,0.66558963,0.51473495,0.5145414,0.32267109,0.38855646,0.35940569,0.35698207,0.65239693,0.67069076,0.48788071,0.51393832,0.29474386,0.70952634,0.40396629,0.45321321,0.86929046,0.53701787,0.42104144,0.43845734,0.61558364,0.49037083,0.55501922
127,43,1,0.30044534,0.5608408,0.43345372,0.31222047,0.46495769,0.45081452,0.59242984,0.57883096,0.37032553,0.43119946,0.60984964,0.43219421,0.39540933,0.63754836,0.48991260000000003,0.47183574,0.31061516,0.45509588,0.36408737,0.34219997,0.67228168,0.67275299,0.46047747,0.49258599999999997,0.31418143,0.71650574,0.39260962,0.46230533,0.84865211,0.48610487,0.41578699,0.42083864,0.63634944,0.48604443,0.59160615
128,43,2,0.30114208,0.51382841,0.50283521,0.30880205,0.42394226,0.38394001,0.47327591,0.46343842,0.34739795,0.32751871,0.54111153,0.37867545,0.39820259,0.65530162,0.4283999,0.43151425,0.29091038,0.41407138,0.33068066,0.28650046,0.67462479,0.62523953,0.41560121,0.4522708,0.36631118,0.60723789,0.33222537,0.45094275,0.7399728,0.44745630000000003,0.34655743,0.33517373,0.64617844,0.48737908,0.50145949
129,44,0,0.32436432,0.46291140000000003,0.65316479,0.32331903,0.37229136,0.34033255,0.40687877,0.46627516,0.33608917,0.39525357,0.46232394,0.35515946,0.39632017,0.62498209,0.44314302,0.35758476,0.29510559,0.37896839,0.32367931,0.32690747,0.72566652,0.47163062,0.25852633,0.46318421,0.40124421,0.56003193,0.28155351,0.43484318,0.71220702,0.44102138,0.30593981,0.42896125,0.68855019,0.47132748,0.38549765
130,44,1,0.29900158,0.41391006,0.75644244,0.3006626,0.30444666,0.26475677,0.31958751,0.64623257,0.28136119,0.42265891,0.39364294,0.34815421,0.31595300000000004,0.5607321999999999,0.41506984,0.2447116,0.27121972,0.32014382,0.34111073,0.28767831,0.71034133,0.40060224,0.15363261,0.40461786,0.40833492,0.52693682,0.24488449,0.4233258,0.74894008,0.38140807,0.27205767,0.43229944,0.67273606,0.43891078,0.34886089
131,44,2,0.15405114,0.56321707,0.66011738,0.16940742,0.43416293,0.22500281,0.25603797,0.79002679,0.22184986,0.22538735,0.38510659,0.35064292,0.2149703,0.54369537,0.28794413,0.23578954,0.16469383,0.50800781,0.33369455,0.18494961,0.50959407,0.44986769,0.060564720999999995,0.27292832,0.42969593,0.39508857,0.18685172,0.29671713,0.71989441,0.2601992,0.11926895,0.22709659999999998,0.49111524,0.37482981,0.29577104
132,45,0,0.31160753,0.64133029,0.50081264,0.19731195,0.58083624,0.34920795,0.2552997,0.71873068,0.28067469,0.29094551,0.52391511,0.36215319,0.12545416,0.66140565,0.37233521,0.38886262,0.24670528,0.65711115,0.35490179,0.23445884,0.52118295,0.59578429,0.05914816,0.18102017,0.46989780000000003,0.37846879,0.11740924,0.46971526,0.74669226,0.3137096,0.30765716,0.33122612,0.49352416,0.5169742,0.36104941
133,45,1,0.45010056,0.61231262,0.43467269,0.36756268,0.60134395,0.45015729,0.39630867,0.54981798,0.34451908,0.69738493,0.66749144,0.36512582,0.55899766,0.74731337,0.5092215999999999,0.46936377,0.41681616,0.63204013,0.50171013,0.41680408,0.76429612,0.60832193,0.073473985,0.48309609,0.39599441,0.71091006,0.39755422,0.48112945,0.76285897,0.40177717,0.50595557,0.59029471,0.76104089,0.70667324,0.52983056
134,45,2,0.47056457,0.64340298,0.42345824,0.56317295,0.62361042,0.52026177,0.48548661,0.55210523,0.40305603,0.78210264,0.61318995,0.39972578,0.78036414,0.80004299,0.63877318,0.52369985,0.50770535,0.62740589,0.66849814,0.53546002,0.88734089,0.63710193,0.06890625,0.5784866999999999,0.41501301,0.82574318,0.4688826,0.37232319,0.80425566,0.48605605,0.53203088,0.73498272,0.89724907,0.68273916,0.6438203
135,46,0,0.45254274,0.70517545,0.45858239,0.63271591,0.66266799,0.53851814,0.59214859,0.56962703,0.40327748,0.70000756,0.59316711,0.40085492,0.79485674,0.76808998,0.66124316,0.5579765,0.6019846,0.66071555,0.73086692,0.64112682,0.872459,0.67086413,0.11657678,0.55328758,0.45995683,0.8725765999999999,0.50624705,0.41199418,0.8374530000000001,0.53322918,0.47599653,0.75112789,0.8735315999999999,0.64033501,0.76156913
136,46,1,0.45377101,0.74681769,0.53959368,0.48053609999999997,0.6751119999999999,0.49991574,0.60587098,0.66911189,0.32380601,0.56804474,0.57155501,0.38353765,0.67945228,0.65308783,0.59972229,0.59508307,0.65295572,0.68841442,0.68967152,0.58057846,0.71084795,0.72376129,0.12699080000000001,0.48810371,0.50036184,0.79966548,0.50160891,0.4957429,0.82049436,0.58613417,0.41199779,0.73969438,0.68612639,0.6185507,0.84913854
137,46,2,0.42426376,0.68260615,0.57891648,0.2839244,0.62906919,0.50649365,0.47019394,0.67329487,0.26416919,0.39304663,0.53093833,0.41593695,0.53340283,0.49648230000000004,0.50027771,0.58615426,0.59002048,0.6193892,0.57521165,0.32684204,0.60220379,0.62644402,0.091711612,0.40045755,0.45324065,0.6806356,0.45745521,0.55470242,0.72011039,0.71601406,0.39445407,0.65955066,0.5656803,0.6178789000000001,0.79987185
138,47,0,0.44579802,0.78821916,0.55642438,0.32023944,0.77249876,0.60470734,0.48091639,0.63839549,0.29096479,0.47943466,0.63605824,0.47810858,0.58760842,0.4798037,0.56587438,0.57948805,0.41693622,0.7974343,0.56282594,0.3689504,0.71908049,0.52252943,0.14332963,0.43028299999999997,0.4261601,0.65066525,0.42291372,0.57887241,0.68425726,0.73216483,0.55967386,0.6378843000000001,0.70694424,0.65508778,0.64255304
139,47,1,0.51554374,0.77003601,0.62938149,0.50394549,0.7456529000000001,0.6104932,0.46851819,0.61700666,0.41812209,0.71170735,0.88972212,0.51470182,0.77447399,0.56768162,0.73062158,0.63168986,0.49185677,0.8013228,0.61886217,0.5576757,0.94034577,0.51014691,0.18558852,0.57541095,0.4939821,0.77389189,0.42026756,0.46497828,0.75458763,0.57433844,0.69721916,0.74262325,0.93531599,0.6674579,0.62065357
140,47,2,0.50395058,0.72919982,0.80161625,0.63866426,0.69324705,0.56600382,0.53749341,0.58101518,0.55187126,0.7890560000000001,0.92082223,0.55304636,0.82242508,0.67584898,0.80726129,0.72869107,0.66328131,0.69051847,0.69018794,0.59395367,0.92894687,0.59776439,0.18615165,0.63724792,0.51468292,0.88968296,0.44395922,0.46926117,0.78541717,0.54115809,0.72394044,0.75635801,0.91122677,0.75024185,0.65589492
141,48,0,0.42743859,0.77010929,0.8947088,0.62826594,0.74790111,0.50199416,0.628851,0.63533897,0.5512511999999999,0.73699645,0.83769509,0.58034151,0.72533878,0.65353202,0.74629584,0.76198838,0.66946112,0.6911843000000001,0.73251778,0.55177333,0.80672535,0.65323478,0.20627379,0.6017031,0.47738843,0.92305938,0.49965818,0.49052086,0.78566515,0.49173909,0.64224831,0.72232127,0.77710037,0.74832497,0.64281646
142,48,1,0.37108174,0.80300017,0.83167494,0.45586176,0.76582877,0.46783507,0.59103533,0.60011677,0.42778475,0.65273222,0.71585459,0.54142087,0.5488164000000001,0.56157043,0.61877808,0.61727678,0.50749347,0.72856889,0.67346766,0.41904201,0.62828827,0.63419108,0.20600412,0.50049992,0.36733955,0.85068045,0.52412188,0.36599688,0.69171266,0.35966214,0.48997952,0.65349281,0.57997026,0.64475099,0.57066069
143,48,2,0.37721592,0.7207625,0.66359368,0.25272193,0.66676622,0.4613021,0.42683541,0.54160313,0.34192072,0.62219787,0.66279026,0.41079823,0.45208432,0.54007021,0.56204362,0.41946508,0.34106222,0.67901278,0.54144091,0.31476247,0.51501488,0.64089789,0.21532359999999998,0.41818336,0.27884847,0.74555615,0.62405705,0.30852348,0.59142469,0.37383068,0.36228139,0.64662543,0.48795539,0.55634181,0.49547914
144,49,0,0.43278265,0.65159953,0.56465011,0.29981929,0.6068525,0.47432311,0.41257397,0.51683495,0.44665978,0.61611367,0.70200799,0.39433358,0.44712526,0.58913168,0.57833047,0.44040254,0.41310827,0.64352805,0.51906536,0.38263971,0.61816858,0.62851538,0.23596923,0.45335536,0.29485177,0.73732228,0.65134371,0.38753522,0.5487081,0.48298994,0.41639357,0.6530744,0.5985948,0.57353995,0.46790545
145,49,1,0.53786812,0.65476091,0.54872235,0.51091032,0.60955699,0.51595326,0.51284936,0.57791744,0.59138555,0.71092132,0.86373239,0.42912941,0.54079082,0.69494913,0.75707751,0.55840875,0.57545024,0.64981357,0.58307653,0.49752650000000004,0.86068013,0.60946254,0.28978426,0.63259617,0.41853615,0.88861857,0.71958982,0.46129395,0.6962083,0.58754028,0.65809831,0.70989631,0.8535315999999998,0.6972053,0.49071622
146,49,2,0.5822151999999999,0.68459509,0.60983296,0.62808523,0.63355733,0.55257274,0.60692565,0.65200907,0.57558131,0.7674401,0.92269699,0.47574661,0.61734255,0.74810145,0.90762068,0.60288397,0.66589448,0.6621005,0.69059431,0.54780133,0.91906782,0.65027831,0.35751109999999997,0.72555499,0.49949216,1.0,0.77074493,0.41145753,0.75831533,0.56855776,0.77073421,0.77406767,0.91219331,0.73524722,0.53630215
147,50,0,0.60647177,0.76153588,0.62937246,0.66756268,0.73139207,0.59807887,0.71632976,0.70664194,0.47919096,0.6959867,0.8511515,0.47557379,0.64972826,0.67445193,0.86563751,0.6728556,0.72893566,0.73409091,0.768532,0.49653841,0.8820214,0.72437266,0.45908947,0.76828504,0.54067797,0.99627461,0.76991985,0.43439941,0.79906407,0.59709013,0.75976052,0.79027651,0.84624535,0.68109101,0.63819593
148,50,1,0.56269932,0.89314128,0.67282167,0.57430163,0.86875726,0.61369509,0.78175426,0.87760148,0.37229645,0.70108835,0.73890369,0.48074707,0.76192452,0.56678607,0.77151025,0.67367284,0.72123738,0.88011364,0.79308331,0.51224316,0.83705908,0.76744228,0.54378966,0.75618539,0.57729956,0.87561773,0.70579915,0.54945974,0.86977042,0.63287765,0.71143847,0.7502274,0.786171,0.63262272,0.7473302
149,50,2,0.51722454,0.78743405,0.64101129,0.3869287,0.73176539,0.59757331,0.68903732,0.8602926,0.3778844,0.72330134,0.70007613,0.47788967,0.79921869,0.54564408,0.72527975,0.51603404,0.59359418,0.70878906,0.83505757,0.56042403,0.7402951,0.71672598,0.58316148,0.70927809,0.62678855,0.68956132,0.5481140999999999,0.59198943,0.85897128,0.5885851,0.59911769,0.63075314,0.70056506,0.58502329,0.69693863
150,51,0,0.47719437,0.39722385,0.52639278,0.33873202,0.28512527,0.56195933,0.49922072,0.70320764,0.39111981,0.51021843,0.70825086,0.47685271,0.7690595,0.64287147,0.70534183,0.36492638,0.42438025,0.32947443,0.45246359999999997,0.46318545,0.67430815,0.60299297,0.58037754,0.60426199,0.71529233,0.59965027,0.46079679,0.48295613,0.75011599,0.42785861,0.52932094,0.52898854,0.64388848,0.55022393,0.29532963
151,51,1,0.46096825,0.38884934,0.61037472,0.42877042,0.26038659,0.55668464,0.48324837,0.63590906,0.43045693,0.48123347,0.71353255,0.48520601,0.69342874,0.67788365,0.58077269,0.35178981,0.5716011,0.30634766,0.43493058,0.37970815,0.68938003,0.52693676,0.55806631,0.67666497,0.72303688,0.70972402,0.44250354,0.37394347,0.70666347,0.49260814,0.59542303,0.55317446,0.65440149,0.6533411,0.40956144
152,51,2,0.40819566,0.46701491,0.72594131,0.47117687,0.34248382,0.55288732,0.56119998,0.68747854,0.48181147,0.64232484,0.67799772,0.52016315,0.67556599,0.6070139,0.49651229,0.41414967,0.6759305,0.35079901,0.52979174,0.41257689,0.71857387,0.52051282,0.59660533,0.75197424,0.6437504,0.77229529,0.41041961,0.34544929,0.75513159,0.57270774,0.68010084,0.65123704,0.66554647,0.76433178,0.43946319
153,52,0,0.33705646,0.54276233,0.75036569,0.44668323,0.43716609,0.53398495,0.57991445,0.72910227,0.52750424,0.67805155,0.620689,0.52487556,0.68201277,0.44043559,0.50845381,0.44104417,0.61937284,0.39280007,0.55894006,0.42807879,0.64771072,0.51115065,0.68117862,0.71705643,0.55621152,0.74701589,0.31515794,0.32672838,0.85673146,0.55482863,0.66731527,0.66787339,0.58895911,0.70982623,0.42829987
154,52,1,0.28638127,0.56227494,0.68120993,0.39404412,0.44555334,0.51088642,0.44721392,0.64709801,0.38632908,0.58250321,0.54699277,0.4344064,0.56341022,0.46920762,0.51966838,0.37272727,0.35671304,0.45232599,0.47050457,0.35327182,0.49803052,0.80250935,0.70341053,0.56932723,0.41408621,0.67328366,0.19911598,0.23853164,0.79708023,0.42639391,0.48251930000000004,0.5845825,0.46181413,0.50679864,0.42390004
155,52,2,0.30566011,0.48811867,0.62474041,0.50188239,0.39543720000000004,0.48799573,0.44625299999999996,0.434762,0.31794493,0.54023128,0.55343548,0.46248502,0.47041261,0.58485456,0.53050723,0.34343509,0.27221555,0.44963601,0.34773959,0.40963225,0.3813818,0.54065152,0.61515704,0.47837655,0.34927315,0.74079678,0.19700613,0.34043366,0.68214543,0.41085831,0.44882622,0.59995452,0.37445353,0.35712109999999997,0.42912573
156,53,0,0.39220658,0.53280714,0.62409029,0.79489496,0.45613904,0.5216324000000001,0.65174899,0.34937839,0.44407618,0.72392109,0.54087362,0.59261222,0.48056351,0.59581602,0.5174221999999999,0.40940835,0.38311321,0.50536222,0.41187775,0.45492737,0.5493129,0.45645588,0.48732551,0.47403829999999997,0.37434140000000005,0.79708051,0.25480316,0.61503452,0.60396768,0.54465384,0.6470616,0.55479352,0.51883271,0.46191329,0.42593621
157,53,1,0.43809797,0.66959426,0.65592777,0.9695806,0.56025386,0.59010224,0.69613875,0.43247476,0.60273861,0.75049505,0.62119338,0.68695271,0.65674179,0.58039834,0.5180838,0.50288397,0.57605057,0.60810547,0.63346597,0.54831828,0.65891964,0.50222648,0.49998414,0.5404423,0.46403859999999997,0.80597582,0.26742692,0.73579161,0.70329574,0.62459721,0.63582795,0.47910679,0.62666914,0.68541741,0.53289193
158,53,2,0.43312742,0.69408969,0.68426185,0.92432799,0.54799237,0.60976295,0.64747173,0.50217048,0.65861076,0.65409266,0.687933,0.73544797,0.74834276,0.60942828,0.49291840000000003,0.48765365,0.66723639,0.58520064,0.74473417,0.62768617,0.63072003,0.56355507,0.66765546,0.59543298,0.45675109999999997,0.79533186,0.40246935,0.67146558,0.78235341,0.6233278,0.57043485,0.52919774,0.59880297,0.76478861,0.63166738
159,54,0,0.39806781,0.68475211,0.69730023,0.84097583,0.54516343,0.56712729,0.65853401,0.55724294,0.63080387,0.56484015,0.68819947,0.84470919,0.77772268,0.57438028,0.4922568,0.43108199,0.70675895,0.56640625,0.76157298,0.65418139,0.60644671,0.62297655,0.69989689,0.66314184,0.47839777,0.82384247,0.52256601,0.57178241,0.80793537,0.59458061,0.54477706,0.53176278,0.57309294,0.78560552,0.67764488
160,54,1,0.38046258,0.63959258,0.65431151,0.75747308,0.57392567,0.43874846,0.63362044,0.542551,0.5545213000000001,0.51618925,0.59502284,0.86793714,0.67943204,0.45388308,0.44623867,0.3610158,0.7050286,0.58484553,0.72591432,0.57697291,0.60853651,0.62683639,0.59048223,0.708202,0.53514886,0.76872196,0.54161363,0.46827043,0.67139429,0.47878137,0.44542303,0.5896398,0.58159851,0.72152454,0.62170013
161,54,2,0.38482977,0.59658948,0.63748081,0.66355696,0.60853659,0.35599371,0.5860198,0.37949722,0.48418838,0.63766155,0.45496764,0.76360724,0.55260148,0.42098438,0.37293964,0.40232338,0.72907691,0.60278764,0.64654589,0.46576364,0.69330631,0.36300757,0.50711453,0.76158278,0.57531264,0.57537444,0.49296912,0.37947511,0.53490121,0.30249976,0.28403183,0.71129707,0.65295167,0.66140272,0.50279795
162,55,0,0.34899440000000004,0.6458944000000001,0.6588623,0.66127551,0.65134395,0.43709134,0.65484268,0.30385329,0.51448291,0.7606379,0.44757328,0.66836805,0.45904725,0.43678894,0.36174957,0.6036134,0.75188926,0.62333984,0.64452252,0.50246695,0.8289532,0.31850534,0.60259359,0.82441112,0.52090395,0.45258116,0.41298326,0.41461552,0.56853852,0.34902842,0.22746967,0.69680735,0.75330855,0.71924937,0.45424319999999996
163,55,1,0.34617153,0.7992107,0.79181941,0.72681274,0.73467729,0.62279519,0.83271811,0.32667766,0.59186536,0.73208374,0.57729349,0.74105908,0.43391796,0.55909156,0.42803235,0.59060516,0.7528074,0.68929332,0.65669658,0.59284779,0.90849218,0.56671229,0.7963198,0.77144552,0.47944519,0.45620771,0.40123762,0.47879707,0.64774818,0.66743482,0.30735781,0.58738403,0.78557621,0.76362415,0.62170725
164,55,2,0.36241919,0.80666401,0.82363883,0.69973647,0.730297,0.69660712,0.84553817,0.31435538,0.62260279,0.65391883,0.57725542,0.70789935,0.43637725,0.5776329000000001,0.45122927,0.4515129,0.7007557,0.68524503,0.63819844,0.71037822,0.85485403,0.70586732,0.77852951,0.69945772,0.53187329,0.4884285,0.46230552,0.4521915,0.73170946,0.78822381,0.36511738,0.59403311,0.73232714,0.75913651,0.67521002
165,56,0,0.39161758,0.73607738,0.7259684000000001,0.65516904,0.65745811,0.63481631,0.59230093,0.30125009,0.59999262,0.5276094,0.50979254,0.58945525,0.41095447,0.54136696,0.39390672,0.25015534,0.57451091,0.6154651999999999,0.58122249,0.77921738,0.81077829,0.71016516,0.28154346,0.62660566,0.53684378,0.47604349,0.35005304,0.36086773,0.7187185,0.63249683,0.39758941,0.55664908,0.69671375,0.72088857,0.62852769
166,56,1,0.3455107,0.70618039,0.58324153,0.6274904,0.63391405,0.52944051,0.41585516,0.31732949,0.48844763,0.39960698,0.39511801,0.35901926,0.3829307,0.40498639,0.29909336,0.19456301,0.42539021,0.62747692,0.49151709999999993,0.77273917,0.78639731,0.59243544,0.09087880699999999,0.64949161,0.40712245,0.47034897,0.16500471,0.28807909,0.68524918,0.40028318,0.36918229,0.47726942,0.69120446,0.64986564,0.5025986
167,56,2,0.35747737,0.75295201,0.48252822,0.6721783,0.70588186,0.41495899,0.39685944,0.33688440000000003,0.36242711,0.42386819,0.31788161,0.36607061,0.39092593,0.38615131,0.31140243,0.17457787,0.28187725,0.74181463,0.43879106,0.60626227,0.83091634,0.42977461,0.18785692,0.75516862,0.30467847,0.54742644,0.16728548,0.37226127,0.65492361,0.40696221,0.37968331,0.48995816,0.75130112,0.63877642,0.47834259
168,57,0,0.42440741,0.74051587,0.51504289,0.75325653,0.70662021,0.37711493,0.33756372,0.39641459,0.41789326,0.60312146,0.28184241,0.45315236,0.53867563,0.47602092,0.37481826,0.20907065,0.26196765,0.76337003,0.4112936,0.47616804,0.80792857,0.39182407,0.32757773,0.81311642,0.29782264,0.68255911,0.11290075,0.53704449,0.68838493,0.53920516,0.46708681,0.61991086,0.7530855,0.63208527,0.48658693
169,57,1,0.48564861,0.67116448,0.58134537,0.78480536,0.61489132,0.46986855,0.32535302,0.44389038,0.65687606,0.75230141,0.42686525,0.70277214,0.70554302,0.64110904,0.45314057,0.2450493,0.38211738,0.65759055,0.52467829,0.58705667,0.76214299,0.47253399,0.54271891,0.79503474,0.34503269,0.73013761,0.29475483,0.68564558,0.75556355,0.6404648000000001,0.49996849,0.63169001,0.70863941,0.74063956,0.55432863
170,57,2,0.46870421,0.68778787,0.65264108,0.79918681,0.59887174,0.575778,0.36594598,0.48077478,0.86845796,0.72055778,0.59464218,0.82076689,0.77902823,0.66878493,0.46305644,0.26888424,0.46717282,0.60794567,0.69094988,0.72968198,0.7086315,0.53399945,0.67928299,0.76623454,0.42797562,0.79472364,0.52257779,0.71679206,0.80337573,0.66038473,0.52448401,0.60883209,0.6592119000000001,0.84125761,0.66656699
171,58,0,0.37990231,0.73977263,0.68044244,0.75007906,0.63358221,0.58184474,0.39847659,0.52216498,0.87864472,0.60922833,0.65058051,0.86775279,0.70827556,0.59007021,0.46250919,0.21698636,0.46735645,0.62892401,0.81593295,0.72778432,0.66252929,0.5771147,0.68402602,0.77414845,0.55189488,0.77655288,0.69913956,0.65100055,0.77280218,0.64310126,0.53620608,0.60539385,0.61419331,0.82370118,0.68239356
172,58,1,0.34120816,0.70268403,0.6601535,0.70773285,0.64737846,0.48060892,0.38118006,0.55566316,0.76437588,0.56687325,0.58744766,0.79960135,0.54584097,0.45719301,0.38479948,0.21345401,0.44880994,0.65879794,0.76787166,0.63437377,0.6324361999999999,0.5737475999999999,0.60457646,0.78299441,0.58819273,0.62970425,0.75241631,0.5531130999999999,0.63492521,0.56521824,0.51023318,0.67283063,0.59275836,0.75187209,0.62871992
173,58,2,0.38608677,0.62780546,0.61149436,0.73341616,0.64964327,0.35661162,0.40999589999999997,0.56073219,0.56436111,0.62527398,0.48820898,0.69591667,0.36897449,0.44696232,0.37373193,0.33198703,0.44991172,0.64714134,0.52749746,0.44238320000000003,0.63196124,0.55368191,0.47440514,0.77070835,0.54374405,0.44697788,0.67126355,0.56739631,0.5550436,0.46609706,0.47136442,0.74457886,0.59086989,0.62654962,0.51742845
174,59,0,0.45836805,0.65702202,0.61906095,0.81642949,0.67516177,0.46870576,0.57623484,0.62096298,0.54932457,0.75567984,0.52552341,0.72126463,0.36842798,0.56302479,0.38868741,0.5233689,0.60004944,0.66115945,0.45695902,0.42428347,0.67532139,0.55526964,0.45996986,0.84054398,0.49098584,0.47088877,0.65193305,0.81140799,0.64644428,0.49825212,0.57335749,0.69246862,0.61695167,0.64427625,0.50009255
175,59,1,0.54948283,0.85569676,0.66222122,0.89285445,0.85548366,0.71649253,0.81231617,0.72765987,0.66944711,0.79631169,0.69903883,0.71830353,0.49400358,0.7728901,0.41511884,0.64826422,0.7333145000000001,0.82349964,0.64918727,0.60316712,0.64125135,0.58762661,0.64148953,0.85383833,0.45355805,0.657523,0.74988213,1.0,0.81009519,0.67160434,0.86261226,0.67285792,0.57763569,0.71398244,0.72789406
176,59,2,0.57535555,1.0,0.72522799,0.81680596,1.0,0.7980564,0.81604266,0.75492822,0.68861741,0.67624518,0.7015511999999999,0.72078072,0.56221599,0.72402923,0.51048763,0.6710928,0.75697436,1.0,0.75936336,0.68675566,0.55194098,0.62494753,0.67372303,0.86798848,0.52735352,0.75518133,0.84205563,0.92476547,0.83649308,0.72406992,0.95344257,0.69892669,0.49157621,0.73438732,0.85682757
177,60,0,0.65257147,0.89043003,0.64923702,0.72371809,0.87215862,0.64464667,0.7676685999999999,0.6807473,0.71915553,0.45326128,0.6602874,0.7397456,0.55978706,0.43598653,0.74929347,0.63668108,0.73684582,0.93643466,0.74967829,0.54490904,0.57180673,0.73736655,0.59505869,0.92026775,0.82746144,0.70143693,0.77357379,0.76680393,0.84361251,0.68087101,0.86340003,0.84366927,0.54487732,0.73901827,0.88772604
178,60,1,0.62203706,0.81526882,0.61878104,0.78013704,0.81249378,0.56987979,0.9853870000000001,0.8775328000000001,0.75618218,0.78255612,0.82108869,0.76151028,0.76875588,0.57334145,0.82144899,0.59286776,0.65022247,0.84035866,0.80358957,0.65717838,0.73199924,0.85860024,0.65590102,0.87485172,1.0,0.63322436,0.61073786,0.90213319,0.79682425,0.86619471,0.80880731,0.92614153,0.72481041,0.76246865,0.79453225
179,60,2,0.5321720999999999,0.6340026,0.47217156,0.6372486999999999,0.6193048000000001,0.39732614,0.69499033,0.29257504,0.31664575,0.29885874,0.52667491,0.59651811,0.38702952,0.35549506,0.56625827,0.3058895,0.30394802,0.58660334,0.28663224,0.61591415,0.39723259999999994,0.48050005,0.3508328,0.45573632,0.36039485,0.38811678,0.43475955,0.58977058,0.1887769,0.6589005,0.23104616,0.53714754,0.38766543,0.47114833,0.34604158
