,,pid1263b-05,pid52932-20,pid5667269b-32,pid5667271-07,pid610003b-09,pid9048b-09,pid9050b-05,pid9054b-05,pid9055b-05,pid9056-06,pid9058b-05,pid9059b-09,pid9060b-03,pid9061b-02,pid9062b-08,pid9063b-09,pid9064-16,pid9066b-05,pid9069-05,pid9072b-09,pid9073b-09,pid9074g-05,pid9075b-05,pid9076-15,pid9077-03,pid9089-12,pid9093b-11,pid9094b-05,pid9099b-09,pid9101b-16,pid9103-16,pid9104b-05,pid9111b-07,pid9116-16,pid9118b-09,pid9124-14,pid9137-17,pid9138b-05,pid9139b-05,pid9153b-05,pid9166k-06,pid9170b-05,pid9174b-05,pid917518-07,pid9176-01,pid9185-03,pid918812-14,pid9192b-05
15,0,0.57918092,0.70370145,0.39614897,0.84771341,0.51128942,0.44514103,0.41834244,0.75213779,0.4822961,0.52386682,0.50469709,0.53042153,0.44323459,0.74233947,0.46933853,0.58285612,0.56486595,0.7200108,0.85518922,0.67778751,0.48281329,0.46193163,0.40156834,0.34501058,0.3611662,0.68171565,0.45409619,0.55540395,0.52066434,0.51128588,0.57475261,0.339712,0.726297,0.75290462,0.85068743,0.36755837,0.569663,0.54468069,0.66247951,0.65724516,0.52608724,0.66079506,0.45803479,0.71928287,0.82008064,0.32803175,0.39223634,0.6203478
15,1,0.56894717,0.68943238,0.41673979,0.87116131,0.53540503,0.35519785,0.43651894,0.74267694,0.48482921,0.52465988,0.47947894,0.52717841,0.37266904,0.71755896,0.45002093,0.5660791,0.48783513,0.76529841,0.78384939,0.66060847,0.51529112,0.48582856,0.4171412,0.33347676,0.34983671,0.71336921,0.42499026,0.64668817,0.49164336,0.52558985,0.60138183,0.32651117,0.71944312,0.71338827,0.80398519,0.33216926,0.60538895,0.53726175,0.63438066,0.59398343,0.52615314,0.56979819,0.41158763,0.74113141,0.83753057,0.30967865,0.35039421,0.57215924
15,2,0.56352147,0.59556433,0.42766891,0.86915188,0.5460886,0.31536928,0.43269231,0.68160592,0.51164452,0.51234019,0.45306042,0.52699703,0.3384453,0.64817525,0.40879755,0.5464388,0.45730292,0.67483122,0.62186544,0.59366837,0.49091264,0.51917312,0.4177517,0.34752053,0.36401639,0.68364031,0.39066958,0.70845117,0.4656993,0.55751081,0.59849336,0.31113666,0.72401238,0.64780465,0.70774445,0.30279183,0.62577197,0.55825803,0.54680626,0.51714406,0.51951107,0.50071329,0.42457262,0.74792748,0.76806134,0.28713657,0.31495223,0.52106385
16,0,0.55956861,0.55798268,0.45271522,0.82088415,0.53713391,0.30711652,0.41782507,0.62520468,0.54766608,0.48306556,0.46961505,0.56189509,0.36919718,0.59616113,0.40325778,0.50445598,0.46636655,0.55588262,0.51379969,0.53799777,0.4514958,0.5391967,0.43690332,0.3911578,0.40630604,0.63032906,0.38769195,0.73511122,0.5194965,0.59627409,0.58759026,0.33602716,0.68798191,0.59249527,0.64141669,0.29060311,0.63168052,0.63585694,0.4906409,0.45350323,0.52370849,0.52987996,0.48070462,0.74355777,0.72622116,0.29706389,0.30088118,0.4896343
16,1,0.5827157,0.58286496,0.49000682,0.81739191,0.52611047,0.3149407,0.41108942,0.63721269,0.58123263,0.46280167,0.51049017,0.61677429,0.43208385,0.59885522,0.4420582,0.49034538,0.50070695,0.536862,0.52021216,0.53661198,0.42754239,0.53907039,0.48827956,0.45672726,0.48437741,0.62197848,0.42889547,0.76263954,0.61711888,0.64698191,0.58349826,0.39282194,0.66205775,0.56610376,0.63977021,0.34606031,0.64447743,0.7481054,0.5068468,0.43433024,0.54652741,0.62578288,0.53177494,0.73472849,0.76389715,0.33733741,0.37613394,0.47236382
16,2,0.61358799,0.65667122,0.54308277,0.85121951,0.54789136,0.35055317,0.43935963,0.72824307,0.59877473,0.47400014,0.6013632,0.64686208,0.5354611,0.65823722,0.48577061,0.54149964,0.54220355,0.58176253,0.5576357,0.57581236,0.4992073,0.54438363,0.54970791,0.55204561,0.58796984,0.67688328,0.48514304,0.79191268,0.68618182,0.67955171,0.60447535,0.47155059,0.6610027,0.62635099,0.71753918,0.46406615,0.7120769,0.79079657,0.54979298,0.45257652,0.60496837,0.72059847,0.54910807,0.71371122,0.82715315,0.41705241,0.51950654,0.50150882
17,0,0.60789624,0.71716036,0.60886224,0.82675998,0.59715696,0.42001395,0.4987212,0.82491358,0.59140973,0.49959664,0.70397896,0.64747152,0.61144916,0.74700465,0.50241195,0.59436292,0.58804188,0.65518048,0.58928708,0.60110704,0.58062589,0.54273324,0.60275775,0.67282202,0.70293926,0.76660803,0.54212331,0.7920946,0.66655944,0.64666732,0.70795222,0.52088809,0.70065842,0.69366387,0.81727718,0.54154669,0.7574228,0.76923077,0.56231131,0.51401292,0.66282288,0.75122651,0.52536049,0.67627103,0.87282702,0.58476473,0.60200352,0.58209871
17,1,0.57837324,0.69593397,0.65408014,0.80094235,0.6474126,0.50256155,0.55876611,0.84996058,0.55972906,0.51396732,0.70343618,0.6378147,0.68175995,0.80428645,0.47133197,0.641267,0.64475123,0.64861824,0.59847095,0.59755495,0.61563118,0.53889357,0.63728225,0.71736766,0.74831661,0.85680877,0.56571829,0.76339204,0.58669231,0.58603028,0.73644468,0.50469777,0.76051087,0.73696298,0.83827276,0.64163424,0.80069774,0.72056344,0.57027948,0.60464055,0.69240907,0.73316806,0.51746692,0.6301139,0.86139203,0.69397475,0.718041,0.65230586
17,2,0.54785253,0.5968606,0.64386273,0.77045455,0.69370807,0.55849696,0.60670636,0.7934987,0.53042527,0.50127846,0.66425201,0.61066531,0.71307955,0.80840936,0.45226767,0.6724141,0.69154328,0.61986677,0.61774656,0.59462408,0.64149166,0.53049006,0.63212463,0.69776614,0.73167864,0.91286217,0.54733027,0.72114446,0.51828671,0.55428628,0.72130694,0.44894875,0.81715056,0.75824102,0.83686665,0.68551556,0.79550178,0.68639988,0.58408091,0.65941449,0.6798893,0.73650835,0.54451464,0.59675136,0.80963712,0.74057957,0.76210927,0.66761572
18,0,0.52382174,0.52674059,0.58125183,0.71529933,0.69552561,0.59111931,0.6185084,0.71265692,0.50807361,0.48429616,0.63950357,0.560415,0.70565543,0.8077466,0.44324765,0.64268074,0.71095105,0.56152669,0.67910933,0.61506849,0.63456413,0.48605591,0.59712647,0.6085912,0.64313283,0.90934396,0.51114662,0.63040602,0.47420979,0.56630948,0.66521352,0.37393233,0.84285261,0.77370981,0.84774301,0.66794747,0.73804186,0.68975625,0.60940869,0.68696293,0.64856352,0.78428149,0.58000595,0.57320662,0.73785445,0.72586075,0.73131435,0.63977496
18,1,0.52612125,0.54953669,0.50862825,0.73019678,0.6536927,0.58870727,0.5740531,0.68730669,0.49782956,0.47713133,0.64611081,0.5498948,0.62516195,0.8248838,0.46695962,0.57150143,0.6668334,0.55954631,0.74583333,0.65605288,0.59296448,0.43443078,0.5734435,0.53591022,0.5722463,0.87553808,0.48103515,0.53673199,0.49108392,0.59787652,0.6222876,0.35096912,0.83254006,0.78505809,0.85295885,0.61253891,0.68122773,0.71038803,0.64971319,0.6570205,0.60795335,0.86724078,0.57944106,0.57183618,0.7397052,0.62623374,0.66846304,0.60830279
18,2,0.53905359,0.59142235,0.46710539,0.75864745,0.59938824,0.55800857,0.5204998,0.69246164,0.48643612,0.48860327,0.64359526,0.53683523,0.55821384,0.82759511,0.48409657,0.5382874,0.61019741,0.61449275,0.7936831,0.68351386,0.54024401,0.41345571,0.54249776,0.47269533,0.49925776,0.84627483,0.47380154,0.4808815,0.50338462,0.59787652,0.59663903,0.37415134,0.81135967,0.78505809,0.84566388,0.57375486,0.63568141,0.70735819,0.65714224,0.60433867,0.58218239,0.89665971,0.54813438,0.58520366,0.74373719,0.51206963,0.61584269,0.57772568
19,0,0.52483846,0.62778875,0.44669007,0.79631375,0.52387919,0.48965414,0.42450215,0.7122324,0.46846998,0.51080878,0.64073525,0.48979177,0.45892714,0.7511706,0.4855944,0.52477631,0.49780579,0.73101989,0.79155199,0.69777795,0.46492578,0.38928932,0.50622599,0.39007016,0.40934624,0.80765728,0.46134539,0.49563384,0.48564336,0.55908376,0.59070161,0.39570193,0.79478026,0.76911646,0.82218056,0.51321984,0.62512619,0.66967879,0.64306047,0.48680146,0.53964154,0.83997912,0.46082206,0.62799083,0.73494613,0.40329954,0.54540395,0.53672321
19,1,0.49465983,0.6101271,0.44309252,0.78956486,0.48337619,0.41223961,0.3746681,0.69130936,0.4637162,0.49110549,0.60377437,0.44701444,0.42091127,0.66355655,0.45355625,0.52316571,0.43109244,0.7563237,0.7113341,0.6441064,0.40746059,0.37829235,0.45577075,0.33179151,0.35039487,0.74681291,0.41030478,0.52854544,0.44258741,0.50625246,0.58152804,0.3993594,0.77885927,0.68211294,0.74227238,0.46529183,0.62652167,0.6364948,0.60235703,0.42360994,0.49771349,0.70704593,0.39511669,0.65125475,0.72007403,0.30069816,0.48330396,0.48110136
19,2,0.44707336,0.52817864,0.40143317,0.7363082,0.4478825,0.37652746,0.32769426,0.59704652,0.46366041,0.42282081,0.47954156,0.37525938,0.42529296,0.53071957,0.41889689,0.54345025,0.38612778,0.64940139,0.57515291,0.51251195,0.34284959,0.36401987,0.3650071,0.31516608,0.32987352,0.66834644,0.32364175,0.54386835,0.39523776,0.4733779,0.54159758,0.37187363,0.74056798,0.55110105,0.57063023,0.42566148,0.6098649,0.619432,0.52255672,0.3716793,0.46628888,0.53212422,0.36781626,0.67011525,0.67512724,0.26384851,0.43377238,0.43731992
20,0,0.41647662,0.46418553,0.37431998,0.64031319,0.42992878,0.37087611,0.30976181,0.50616168,0.47461864,0.33267246,0.43052482,0.37872016,0.45899993,0.46771389,0.42455781,0.52355047,0.35290116,0.50111621,0.50531346,0.38939949,0.31148614,0.33071741,0.31062049,0.36231728,0.37475209,0.62501035,0.26259256,0.54535682,0.4258951,0.49982304,0.52263529,0.34451927,0.66609551,0.49368414,0.43349197,0.4111284,0.57804335,0.6338826,0.48929311,0.33030048,0.48375725,0.47349513,0.39235915,0.69585046,0.61927424,0.2751052,0.41382989,0.42995482
20,1,0.4063759,0.45652944,0.40880374,0.56808481,0.41776753,0.38133161,0.30177665,0.48509916,0.47077991,0.26189923,0.42450211,0.46170645,0.49743067,0.50181615,0.46173925,0.46084467,0.27280912,0.45675578,0.48410742,0.34549219,0.31137126,0.30258505,0.32000421,0.43114968,0.44994953,0.67579677,0.26234313,0.60348135,0.52224476,0.57036964,0.54124097,0.36608629,0.64293987,0.53853013,0.49040958,0.44798638,0.57285481,0.70277925,0.51440524,0.31728447,0.51616368,0.53891788,0.42371042,0.73786255,0.60207548,0.33103481,0.46015212,0.45286847
20,2,0.42405929,0.49883032,0.47274057,0.54338969,0.41268434,0.39334197,0.29342054,0.50885439,0.45139656,0.23269297,0.44707945,0.53121962,0.5429944,0.54721983,0.48881033,0.45055476,0.2234227,0.51479881,0.52049885,0.34345333,0.31852856,0.31310205,0.37489606,0.53259947,0.56216377,0.75014487,0.29738093,0.65037625,0.59172028,0.61974046,0.59125435,0.42979632,0.64544661,0.70893002,0.62252428,0.50567121,0.59139697,0.7419394,0.53383507,0.32497894,0.55935029,0.63210682,0.42814776,0.72294489,0.59148655,0.41326511,0.53682404,0.51599182
21,0,0.43946218,0.59395412,0.60935946,0.52608093,0.47765759,0.40956842,0.34337173,0.57353994,0.40347941,0.24039106,0.47784017,0.55546688,0.57561686,0.55987261,0.49171788,0.48492305,0.32998533,0.61862454,0.53313265,0.37822555,0.40190019,0.38386662,0.43063523,0.73577396,0.77222255,0.83048427,0.3521163,0.72774332,0.58820979,0.61451042,0.7549523,0.53183311,0.68581628,0.88800324,0.76480627,0.57453307,0.69190914,0.76786392,0.54618089,0.367467,0.63033079,0.69973034,0.43079382,0.85894498,0.58582193,0.60662777,0.63002504,0.68793794
21,1,0.44367161,0.61410704,0.68054012,0.51327605,0.50973786,0.4053324,0.37188598,0.60913336,0.40316695,0.27168934,0.46034612,0.52076471,0.60947667,0.5179549,0.45377651,0.53864531,0.42721755,0.6389414,0.50399465,0.41795158,0.43052939,0.45406703,0.4642703,0.77042323,0.80537973,0.85255588,0.38047393,0.73343256,0.51163636,0.58291388,0.78449675,0.52467696,0.7412502,0.94021886,0.79510384,0.64126459,0.76670131,0.79125218,0.54989002,0.41927829,0.63734186,0.71872825,0.44912294,0.89558761,0.58053407,0.74660482,0.73145348,0.79206376
21,2,0.43961422,0.56782622,0.66031003,0.48400776,0.49697077,0.38966411,0.36309059,0.60901207,0.4210773,0.3060778,0.43925097,0.43287383,0.64161147,0.50841797,0.4197229,0.58201503,0.5070028,0.61424071,0.49164755,0.44239407,0.40406002,0.50255136,0.47463291,0.74925598,0.78800546,0.83718957,0.39325746,0.66728686,0.44344056,0.54497641,0.75183204,0.47673018,0.79300333,0.86814374,0.75057687,0.68972763,0.76855701,0.81107146,0.52389373,0.46524151,0.60409199,0.74532881,0.49160844,0.89220642,0.56490184,0.8345352,0.78979686,0.79823544
22,0,0.43301026,0.5311155,0.56048552,0.4439163,0.46415167,0.36737765,0.34345959,0.59360786,0.47169495,0.33857934,0.45952152,0.37289414,0.66599461,0.56293682,0.4333025,0.56355583,0.55272109,0.58687551,0.50220757,0.47817776,0.37335141,0.49381947,0.46925425,0.64773447,0.68823704,0.80711921,0.38707616,0.59721326,0.43392308,0.54811247,0.67393242,0.43203022,0.8088212,0.79910835,0.71533987,0.68589494,0.71730998,0.83711747,0.5318619,0.48042685,0.5885543,0.81433542,0.54243348,0.87773809,0.56966753,0.88388485,0.78352657,0.75726707
22,1,0.43063474,0.54120209,0.46807059,0.43353659,0.42796347,0.37184292,0.320451,0.61586512,0.50254985,0.38170507,0.50296439,0.38667199,0.66209331,0.64192632,0.4941078,0.50884932,0.54535814,0.61884958,0.52798165,0.53024052,0.35021369,0.45559953,0.46246513,0.55104163,0.5843121,0.79713369,0.37928132,0.49581576,0.45760839,0.57387928,0.59676384,0.41581253,0.82286213,0.74338017,0.72614412,0.64157588,0.62065766,0.85929076,0.59954283,0.45264673,0.57646943,0.89361517,0.55964769,0.81336074,0.61401943,0.83147475,0.73600779,0.71280368
22,2,0.43178449,0.59023748,0.41840694,0.44097838,0.40918226,0.38149108,0.30587661,0.64333798,0.50764956,0.41029603,0.5261367,0.39496481,0.64061431,0.67754347,0.53436199,0.50389227,0.51953448,0.73275722,0.53930619,0.54210736,0.3527871,0.43425396,0.45683911,0.49655181,0.52837717,0.78328849,0.38798815,0.47046225,0.46881119,0.56686984,0.54535972,0.42838918,0.83880692,0.73709808,0.75277618,0.57913424,0.55682898,0.8488116,0.63212715,0.41678602,0.57774776,0.91597077,0.53244388,0.82452652,0.63863441,0.76323642,0.67068918,0.66570625
23,0,0.41290384,0.65159755,0.42139027,0.45521064,0.40205988,0.37031795,0.29756931,0.66504943,0.49556426,0.43761537,0.54063505,0.3922876,0.59123663,0.65330522,0.58988083,0.51466535,0.47669068,0.81361059,0.53026567,0.52905384,0.37716557,0.41688279,0.44767118,0.41679515,0.44826317,0.77018833,0.39241562,0.54617547,0.46148252,0.52669092,0.53943122,0.43328953,0.82429002,0.73844907,0.77044275,0.50734436,0.52555671,0.79398588,0.6108104,0.36025695,0.5920796,0.84257133,0.48317972,0.63841522,0.67228502,0.68512816,0.5815045,0.60023016
23,1,0.38057773,0.66904653,0.45452861,0.47994734,0.39892721,0.34115419,0.28435182,0.62205106,0.47050093,0.44259247,0.50427957,0.4204745,0.52281825,0.590136,0.58459437,0.50915354,0.4179205,0.85481141,0.47440749,0.48199267,0.35957677,0.40613843,0.4216357,0.37332521,0.4003919,0.73714818,0.36889079,0.67067725,0.44035664,0.50629178,0.56405456,0.40727113,0.79938125,0.68994866,0.70601384,0.44421206,0.52841449,0.71880173,0.55745924,0.3156838,0.59095941,0.68344642,0.44310986,0.77894228,0.70024456,0.60009564,0.49538076,0.51991305
23,2,0.35119726,0.60403058,0.46395632,0.48567073,0.39846913,0.3128476,0.2679715,0.54495118,0.43505965,0.41289396,0.461797,0.47264021,0.44143679,0.48076261,0.56514461,0.4926539,0.3621782,0.75372221,0.40330657,0.42930073,0.31727632,0.39190805,0.36402295,0.35372369,0.37564278,0.67253725,0.32806922,0.7555528,0.43718182,0.53054463,0.5718463,0.37159987,0.76268444,0.58953661,0.61432795,0.41116732,0.54705315,0.68398512,0.47416544,0.28397922,0.57059172,0.550635,0.46774194,0.77042753,0.6987243,0.50713466,0.45102495,0.47494672
24,0,0.34355758,0.5725657,0.46127523,0.45358925,0.41674794,0.29651151,0.28281921,0.4838741,0.42490487,0.37087578,0.47047096,0.54683306,0.42420118,0.42589947,0.5624353,0.43974588,0.35042684,0.61018093,0.37606078,0.40970054,0.31384128,0.38535702,0.32258302,0.37765188,0.39883617,0.62207161,0.29987528,0.7793765,0.49082517,0.57159851,0.59219934,0.37727223,0.69656513,0.50763983,0.53087444,0.36490272,0.56558046,0.71417723,0.40859786,0.2604465,0.56499736,0.52977557,0.52015014,0.77593179,0.6952872,0.45321347,0.39089138,0.46637968
24,1,0.35600532,0.61827941,0.46062201,0.4143847,0.43085971,0.28931526,0.30237212,0.48279459,0.45388504,0.3236207,0.50809987,0.62458101,0.45988063,0.45603374,0.5837133,0.38820687,0.38714819,0.58349086,0.40850535,0.4404906,0.32819034,0.38548333,0.31882006,0.43552416,0.45657621,0.63088783,0.31302518,0.78499132,0.55011189,0.62994495,0.62274227,0.42669185,0.67030779,0.5081532,0.5242044,0.33140078,0.57497773,0.77727998,0.39513068,0.25435973,0.57633764,0.61095164,0.54655121,0.78783896,0.71432348,0.46229916,0.34997681,0.48399966
24,2,0.39644622,0.71432478,0.4799454,0.37721729,0.45017289,0.30578092,0.31948458,0.52623567,0.50397822,0.29170712,0.62792785,0.64016542,0.53540287,0.53783784,0.58533228,0.37007874,0.44857276,0.60900171,0.48283639,0.48585537,0.36101282,0.42795554,0.39557392,0.53195406,0.5546464,0.65720199,0.33617585,0.81309022,0.58837762,0.66505112,0.7324864,0.50520696,0.68023164,0.61409754,0.63598452,0.30041829,0.63299436,0.90280204,0.39489347,0.27700084,0.6015485,0.72399095,0.53612309,0.80658714,0.71861987,0.5546863,0.31290233,0.54476174
25,0,0.43143292,0.7745101,0.53588769,0.33359202,0.48077548,0.36298216,0.35047833,0.58419552,0.54660596,0.29970602,0.71061751,0.57210332,0.58823786,0.63312963,0.51881099,0.42397996,0.51117114,0.69862274,0.52802943,0.51605607,0.42229217,0.48044796,0.4759539,0.65129621,0.68652693,0.653125,0.35374542,0.82077235,0.54558042,0.62454778,0.81839173,0.5396025,0.74422497,0.76884626,0.71865686,0.30452335,0.71987084,0.91928013,0.36548995,0.32247262,0.65264892,0.78762178,0.47082652,0.81997708,0.70612731,0.69015876,0.32199239,0.6590231
25,1,0.43204105,0.75648387,0.58380618,0.31043514,0.49351302,0.4135752,0.3677665,0.60314149,0.55233058,0.32002461,0.69303996,0.49468185,0.64369314,0.64747805,0.43643032,0.50471546,0.56850073,0.72354847,0.53382072,0.52096209,0.43931805,0.52109296,0.54755013,0.72422819,0.75318568,0.64008692,0.36931172,0.79044075,0.47099301,0.57505899,0.85407863,0.51837495,0.77946216,0.79559578,0.73265792,0.33225681,0.75838777,0.87948971,0.34419477,0.37943696,0.67843964,0.77867954,0.45429612,0.83554627,0.68186926,0.79730298,0.35557926,0.72744012
25,2,0.40696503,0.64587574,0.57096617,0.31068459,0.50354641,0.42626333,0.37407263,0.57071987,0.51693393,0.32517946,0.61183249,0.44272655,0.67926341,0.61734378,0.4139959,0.56964925,0.58805522,0.69355478,0.56085627,0.52654508,0.42539405,0.55148198,0.56549655,0.70162669,0.73252182,0.61644247,0.3764284,0.70366328,0.42837063,0.54683445,0.8339663,0.45647722,0.83674441,0.79066469,0.72160129,0.37359922,0.74807007,0.83628218,0.35605538,0.4131845,0.66835793,0.77032881,0.50610971,0.8431399,0.63358451,0.84364958,0.40238382,0.72105532
26,0,0.4004561,0.58668287,0.5112411,0.31571508,0.50697461,0.3991528,0.38118899,0.53706714,0.46100454,0.32389417,0.5868231,0.43058841,0.69931582,0.58597865,0.41811494,0.56357373,0.59839936,0.64500855,0.60375573,0.53489965,0.42368228,0.5495874,0.53528762,0.59706933,0.62921442,0.59842715,0.36945202,0.64261143,0.40995105,0.5529886,0.7515735,0.42055957,0.83587181,0.75385031,0.72590376,0.39246109,0.70297654,0.82086719,0.40051108,0.43058832,0.65582499,0.78228079,0.56066597,0.79609535,0.57689867,0.82912204,0.42259531,0.68633535
26,1,0.4109274,0.60188364,0.43737935,0.32942073,0.48714425,0.36803548,0.36433034,0.54362302,0.40496357,0.32125521,0.59458895,0.45520569,0.6782153,0.59277845,0.48240049,0.51346636,0.59404428,0.65600864,0.63431766,0.54166932,0.41191811,0.49819805,0.47098047,0.50465536,0.53114423,0.60229719,0.35006626,0.55195568,0.42757343,0.56515926,0.65811714,0.42362571,0.81786451,0.6865712,0.75380973,0.37022374,0.64230255,0.81881692,0.47821962,0.42690958,0.63236031,0.80512352,0.58572172,0.77344926,0.56332871,0.72306809,0.40217976,0.6483761
26,2,0.42521855,0.65863588,0.38042313,0.34347284,0.46143275,0.32623343,0.33580633,0.5624295,0.3675248,0.32169276,0.60242787,0.47680476,0.61549603,0.60275435,0.52444988,0.4860952,0.54812592,0.7347376,0.65318234,0.53180153,0.39893617,0.43376558,0.42047261,0.40949239,0.43489104,0.62148179,0.33971471,0.5084429,0.43851049,0.55394219,0.57051796,0.43330596,0.78834682,0.66322616,0.77302663,0.32060311,0.59679335,0.793834,0.52156474,0.40040017,0.59339088,0.80760264,0.56886428,0.74608524,0.56465067,0.60935348,0.35332529,0.60560907
27,0,0.42126568,0.70806623,0.35592278,0.35752494,0.43586902,0.2811223,0.30311402,0.57471041,0.33448272,0.32784576,0.60103962,0.47381557,0.53657471,0.5723016,0.57366902,0.48576414,0.4144191,0.83260419,0.64504014,0.50936604,0.38919397,0.36295049,0.35896005,0.33817395,0.3610712,0.62203022,0.33012706,0.54600182,0.41583916,0.5156803,0.52743158,0.43421485,0.77306045,0.65306674,0.7607081,0.26967899,0.58194774,0.72543094,0.5130898,0.34268464,0.56036505,0.75782881,0.51324513,0.82250455,0.57632362,0.47192999,0.29356275,0.54889609
27,1,0.39275941,0.69177174,0.35488934,0.35167683,0.41705825,0.25603508,0.27083171,0.55594639,0.34053095,0.31440487,0.57615548,0.4432707,0.47039086,0.51980547,0.56254543,0.49769148,0.264159,0.87622648,0.59109327,0.45396623,0.34888103,0.31213372,0.32249355,0.30910634,0.32623953,0.58350579,0.29907241,0.60055404,0.3679021,0.49125049,0.49695106,0.41348007,0.76781691,0.5983518,0.65802567,0.24343385,0.58188094,0.65464348,0.46258518,0.28673828,0.51457565,0.66585769,0.41904266,0.89231875,0.61700046,0.2926645,0.25558854,0.47537294
27,2,0.3395287,0.59724543,0.3339768,0.33916297,0.3840175,0.24269909,0.23683132,0.50569471,0.3712073,0.27687154,0.48041835,0.38705652,0.46039741,0.44414701,0.52739047,0.51282212,0.24834601,0.81289945,0.47725535,0.36203409,0.29168007,0.31259683,0.28551655,0.27923793,0.2922273,0.50464611,0.23835061,0.61931696,0.3140979,0.4856862,0.46286886,0.3778088,0.74605743,0.49557552,0.47585569,0.24395914,0.58021081,0.56839547,0.37552834,0.2261654,0.47062467,0.56744085,0.34783707,0.91975017,0.6524225,0.23177123,0.24750023,0.38295116
28,0,0.28235462,0.50518001,0.29937604,0.32713415,0.3354464,0.22806738,0.20340687,0.45980351,0.41933648,0.20891502,0.35559058,0.32459552,0.4838125,0.4169048,0.48463623,0.49738726,0.25272109,0.62915654,0.39572821,0.23399968,0.24223381,0.31107275,0.25186043,0.22045729,0.22941631,0.44549876,0.19545561,0.56286281,0.26955944,0.45805151,0.40164037,0.32470981,0.65364112,0.38993515,0.32245698,0.26243191,0.57033106,0.55279824,0.29354999,0.19757091,0.42437401,0.51952853,0.30058719,0.90800027,0.62686232,0.22563122,0.26516093,0.26434234
28,1,0.27170277,0.46939086,0.29183972,0.31552106,0.26725182,0.20296023,0.15927372,0.37161138,0.46552398,0.16496889,0.27071939,0.29746064,0.50545163,0.50618007,0.44873235,0.44253758,0.28445378,0.4742191,0.35791284,0.17438675,0.18392997,0.27742506,0.28172728,0.1867881,0.1920551,0.46837748,0.21273677,0.48437939,0.24520979,0.39016909,0.35154676,0.21855563,0.52271141,0.25673467,0.21548409,0.27139105,0.55365944,0.61698686,0.24896489,0.25303988,0.43110174,0.52799235,0.28578118,0.59259509,0.53576575,0.21301645,0.27725628,0.16485381
28,2,0.29595211,0.53977417,0.35628351,0.3594235,0.22527115,0.17779328,0.13634323,0.34269513,0.47409416,0.21300335,0.25879922,0.36558804,0.52140622,0.58733001,0.44134232,0.43184503,0.3538282,0.49798362,0.35740635,0.18274132,0.1616309,0.23998821,0.33500868,0.34854841,0.36457455,0.53373344,0.2578533,0.41505003,0.22914685,0.32910932,0.37085674,0.21421375,0.39852451,0.19501486,0.18642438,0.24805447,0.54591746,0.65238818,0.24982748,0.31861837,0.46698076,0.60547147,0.38807046,0.45947069,0.37697138,0.20307957,0.25528244,0.1660046
29,0,0.3499905,0.65748139,0.47521693,0.47156319,0.29343618,0.2180305,0.20414877,0.38136333,0.47133786,0.33681548,0.3264895,0.46763404,0.61755586,0.63334481,0.42608868,0.45392806,0.49377084,0.57973715,0.45746369,0.36844536,0.22758605,0.23230044,0.38310615,0.53421301,0.56120183,0.65070364,0.43184972,0.42031754,0.3196993,0.43624656,0.45041455,0.27175318,0.40360939,0.23542961,0.22958129,0.30715953,0.50964964,0.69885337,0.35950574,0.37285173,0.52810358,0.68576896,0.52614092,0.44747366,0.3508097,0.24272188,0.29003803,0.22657915
29,1,0.37532307,0.72101879,0.57508043,0.57815965,0.42465349,0.30688727,0.35891253,0.41360907,0.52380793,0.40464894,0.43686067,0.54091272,0.757042,0.64419005,0.43211304,0.53566571,0.56433907,0.67643352,0.54789755,0.49091271,0.42274022,0.2535197,0.40198937,0.57671483,0.60945312,0.73723096,0.55792345,0.42752005,0.3608951,0.52881439,0.52681644,0.3027212,0.44684277,0.34996623,0.32589414,0.34498054,0.49583581,0.75231984,0.42088976,0.37484555,0.59971666,0.74952157,0.61186264,0.43261216,0.40491771,0.32880643,0.36594936,0.2693888
29,2,0.37902889,0.74187047,0.62828312,0.61725333,0.50599935,0.42083126,0.45632565,0.45047607,0.55946124,0.41875983,0.49695211,0.56283102,0.82269452,0.63766569,0.45156281,0.59481031,0.5834267,0.76618057,0.62806766,0.53247053,0.54848123,0.2819552,0.40036314,0.55609739,0.58848049,0.74756829,0.59510484,0.42078062,0.39478322,0.56360598,0.54120531,0.320023,0.48780739,0.39223183,0.37899,0.37600195,0.49426217,0.79770674,0.45343095,0.35103903,0.64393121,0.79070111,0.65512859,0.41970524,0.45698989,0.36740627,0.40149337,0.28390589
30,0,0.36284683,0.74655932,0.62548503,0.61578437,0.56738186,0.48600618,0.51935767,0.49346231,0.60111814,0.41780269,0.51877792,0.54943046,0.79700124,0.59898433,0.467268,0.61381532,0.59127651,0.83759114,0.71000573,0.5599554,0.6316116,0.33412765,0.41123099,0.53509747,0.56287631,0.70831954,0.59614155,0.42405524,0.43593007,0.58971687,0.53097085,0.34167762,0.53787086,0.3807552,0.39046726,0.3883463,0.46919537,0.82861265,0.46992797,0.32899466,0.66269109,0.8045755,0.63141073,0.40215902,0.48898143,0.36118018,0.41542529,0.27487853
