,,pid1263b-05,pid52932-20,pid5667269b-32,pid5667271-07,pid610003b-09,pid9048b-09,pid9050b-05,pid9054b-05,pid9055b-05,pid9056-06,pid9058b-05,pid9059b-09,pid9060b-03,pid9061b-02,pid9062b-08,pid9063b-09,pid9064-16,pid9066b-05,pid9069-05,pid9072b-09,pid9073b-09,pid9074g-05,pid9075b-05,pid9076-15,pid9077-03,pid9089-12,pid9093b-11,pid9094b-05,pid9099b-09,pid9101b-16,pid9103-16,pid9104b-05,pid9111b-07,pid9116-16,pid9118b-09,pid9124-14,pid9137-17,pid9138b-05,pid9139b-05,pid9153b-05,pid9166k-06,pid9170b-05,pid9174b-05,pid917518-07,pid9176-01,pid9185-03,pid918812-14,pid9192b-05
30,1,0.35032307,0.74439212,0.59607098,0.57577605,0.59550197,0.50089704,0.53442991,0.54322882,0.63231897,0.42113899,0.50611665,0.54050642,0.69874081,0.57595972,0.46667327,0.57544739,0.60010004,0.83226213,0.73178517,0.56741797,0.637172,0.37762715,0.44499763,0.53433253,0.55392198,0.67859065,0.58483124,0.43328372,0.45926573,0.60350963,0.51224926,0.35944481,0.56707124,0.34958119,0.38689789,0.35844358,0.4597981,0.81304579,0.46852627,0.33870402,0.65266869,0.79172756,0.60180615,0.38596077,0.52345165,0.32436878,0.3763751,0.25233143
30,2,0.34450779,0.75556231,0.56808034,0.49412417,0.58400567,0.45673278,0.50365092,0.55735339,0.61946369,0.41746086,0.47899879,0.55055503,0.60050222,0.59134102,0.47599066,0.50589656,0.59769908,0.77637051,0.76660933,0.55309016,0.57927025,0.38519704,0.46769644,0.56547982,0.57421768,0.6542529,0.59091122,0.43062929,0.4591049,0.60342116,0.492235,0.37032413,0.56069332,0.32547285,0.45470387,0.28182879,0.47228325,0.75195535,0.44367291,0.35444398,0.63150369,0.75907272,0.59952431,0.36506706,0.54047855,0.24385042,0.29148502,0.22250448
31,0,0.35742113,0.81519064,0.5355952,0.44241962,0.5490735,0.37554072,0.45443186,0.55239857,0.57464877,0.41088398,0.47496973,0.58096205,0.61797074,0.63702014,0.49313862,0.43987115,0.57095505,0.69718246,0.83802561,0.5702453,0.50912182,0.36751431,0.46363349,0.63096561,0.62525978,0.66224131,0.61564424,0.39890846,0.46846154,0.61641762,0.50399394,0.39139838,0.56598445,0.3490408,0.5921546,0.25983463,0.4969715,0.70593059,0.43702018,0.36641393,0.63135213,0.7296103,0.61667905,0.34703781,0.54846983,0.19722647,0.27150543,0.2328787
31,1,0.37987457,0.85868652,0.48972409,0.41784922,0.52860774,0.33852287,0.4270207,0.56600764,0.52860634,0.40400629,0.49429043,0.6359791,0.67587888,0.6827509,0.50209256,0.40467967,0.54597172,0.63215411,0.9316896,0.61140491,0.49180874,0.34948636,0.46569128,0.67282202,0.66339291,0.68034975,0.656801,0.36096916,0.5282028,0.64994101,0.54580547,0.43341546,0.59508964,0.39190084,0.73093933,0.30399805,0.51576603,0.74147619,0.44348961,0.38216091,0.65946231,0.7072112,0.61150587,0.3358945,0.55623637,0.1949694,0.3245339,0.26429972
31,2,0.41332193,0.84280723,0.52974554,0.37369734,0.556122,0.37096581,0.48030066,0.5768573,0.53332664,0.42612976,0.54999791,0.7211565,0.73833612,0.68837149,0.50742307,0.44896206,0.51108443,0.57277883,0.9896789,0.6622093,0.58370479,0.35783092,0.49235303,0.68876618,0.67809512,0.678363,0.71980669,0.32411312,0.63188811,0.68582383,0.63792458,0.47477004,0.6460733,0.45195218,0.79940631,0.35555447,0.55124703,0.85389931,0.45065988,0.41059393,0.70295203,0.69792971,0.56974134,0.3452405,0.59311257,0.2300593,0.38899917,0.31580428
32,0,0.46166857,0.83021925,0.64510091,0.360352,0.62796643,0.47707565,0.60635494,0.58781612,0.64574336,0.47949682,0.61797002,0.82217224,0.74313997,0.66264417,0.52147624,0.60536865,0.50094038,0.56248087,0.99283257,0.74985664,0.73311199,0.42489054,0.54981317,0.68795343,0.67974586,0.64035596,0.74966872,0.33206814,0.71769231,0.75772709,0.83292324,0.48935064,0.70053943,0.53298433,0.78999615,0.34615759,0.62217191,0.95018604,0.48211205,0.44844145,0.79460991,0.71597947,0.54489371,0.38206286,0.66739375,0.28047054,0.38170856,0.37463984
32,1,0.50076017,0.80379766,0.74917617,0.41432927,0.66381476,0.61161168,0.68885201,0.58379526,0.83117405,0.5387024,0.68821761,0.86788072,0.71497198,0.65636082,0.53916386,0.760102,0.50891023,0.59905482,0.88428899,0.80423702,0.81166996,0.52769451,0.64296616,0.66596149,0.66510302,0.60367343,0.71061657,0.40267097,0.77531469,0.82784113,0.95720781,0.49671485,0.76508805,0.59985815,0.7168902,0.29747082,0.67242429,0.99225454,0.53019063,0.46870963,0.83309172,0.75381872,0.5649175,0.43727393,0.7360037,0.31778883,0.32380113,0.40732248
32,2,0.54667427,0.75140007,0.80216438,0.51159922,0.60832816,0.6811522,0.64747169,0.57045909,0.95334382,0.56628153,0.75347585,0.83182181,0.64741975,0.67515063,0.53047424,0.81513064,0.54779245,0.67944009,0.6728211,0.76740204,0.74400303,0.5750842,0.68643756,0.65304122,0.66494864,0.59670944,0.61591706,0.52521293,0.72874126,0.85255604,0.9895694,0.47757337,0.75448993,0.67311537,0.5995337,0.24283074,0.70664341,0.98002886,0.56816613,0.46428672,0.81457565,0.77134656,0.60250483,0.52357844,0.82563289,0.33728003,0.25303775,0.42940926
33,0,0.58747624,0.70860297,0.73245588,0.7110449,0.39456808,0.6488189,0.34163413,0.51780581,0.86120317,0.524236,0.77027055,0.69531307,0.69407526,0.70271992,0.4903412,0.74225125,0.61129785,0.83238815,0.57576453,0.61638261,0.41950048,0.52594308,0.60512605,0.64947948,0.66560181,0.63263659,0.52920726,0.53583892,0.52688112,0.79648053,0.69777124,0.39028143,0.66699984,0.7397325,0.55197818,0.3506323,0.650913,0.95952616,0.62361986,0.43299635,0.7683184,0.759238,0.63731232,0.60267125,0.85821931,0.36729151,0.37736759,0.46429972
33,1,0.59400418,0.68593853,0.60168665,0.81255543,0.33930313,0.5946377,0.24959,0.49886591,0.73920079,0.47467013,0.74503152,0.60732061,0.75383944,0.69056636,0.47534087,0.64256442,0.62661064,0.89933387,0.61744075,0.56943294,0.30746519,0.47899124,0.55044471,0.62275449,0.6270649,0.68143626,0.51862967,0.4896469,0.45939161,0.73185214,0.59572078,0.36585085,0.63716484,0.73345042,0.55475435,0.46633268,0.58389994,0.95527375,0.63029414,0.41364083,0.74657354,0.76019485,0.63988405,0.67318191,0.83389517,0.41591431,0.51473889,0.47138351
33,2,0.56600152,0.63870576,0.50630789,0.85561253,0.37046724,0.52293432,0.25966419,0.49158833,0.64072177,0.44452041,0.69033652,0.53599362,0.76766868,0.63538475,0.47802815,0.54767359,0.61782713,0.95778198,0.70003823,0.57803441,0.33477322,0.44541933,0.49951581,0.59893387,0.59710231,0.70775041,0.55093928,0.45207972,0.43083916,0.67290602,0.5237675,0.33544678,0.58763287,0.68467982,0.53666715,0.51472763,0.49354958,0.93120207,0.6040822,0.38649256,0.73194518,0.75757655,0.59743571,0.70821819,0.76250909,0.43510903,0.57320286,0.45627824
34,0,0.49856518,0.60555978,0.46721264,0.85723392,0.4311848,0.46939101,0.32424834,0.50243799,0.60736723,0.4553497,0.63504655,0.50908365,0.7419754,0.57089861,0.4960682,0.49847888,0.5844271,0.97929607,0.77718846,0.5774769,0.39606406,0.43551701,0.4688069,0.59723666,0.59116442,0.7343543,0.56231195,0.43488795,0.42588112,0.66180692,0.48053847,0.31352387,0.55681422,0.62563496,0.52695654,0.54080739,0.43094567,0.85313995,0.57392392,0.38779135,0.73484449,0.7670755,0.54611268,0.73112264,0.66640227,0.43080528,0.60178091,0.42878697
34,1,0.43606994,0.61406654,0.45258848,0.82601164,0.47940125,0.43159573,0.36164584,0.52918309,0.61647306,0.47821153,0.58728237,0.5232025,0.65585559,0.55447581,0.50501112,0.46732283,0.56284514,0.92195517,0.81709671,0.53696241,0.42324571,0.43703267,0.46911215,0.60912905,0.60513034,0.7366101,0.54019019,0.44495989,0.43553147,0.68806528,0.44814121,0.32013798,0.57682056,0.57999189,0.53356648,0.5309144,0.43044091,0.78054522,0.55185241,0.39307779,0.74117027,0.77909708,0.54228482,0.72242816,0.60795823,0.39706389,0.5911882,0.39459552
34,2,0.37505701,0.633227,0.42667447,0.71985865,0.47047611,0.35021429,0.34565599,0.54617017,0.59914298,0.4771997,0.52767108,0.55701226,0.56992503,0.53609055,0.47583647,0.4146743,0.57246232,0.80969484,0.85198777,0.49226665,0.39312302,0.42177501,0.47240672,0.6370373,0.63896443,0.68832781,0.4898745,0.43558257,0.45306993,0.70732403,0.4319515,0.33826106,0.58956053,0.50497838,0.56624363,0.4830642,0.45834323,0.69733465,0.49496463,0.37733783,0.71079336,0.7776618,0.54033745,0.66722833,0.53036552,0.33456389,0.54020035,0.31294007
35,0,0.37121817,0.65137475,0.40650288,0.66220898,0.44572509,0.2886973,0.32280359,0.57840378,0.58865343,0.47706297,0.53383992,0.60105928,0.63381614,0.52515924,0.47105663,0.42745168,0.60092704,0.72341345,0.89031919,0.49654349,0.36306925,0.40249242,0.48056418,0.67810487,0.67822576,0.6332678,0.46129083,0.40692963,0.49339161,0.73478175,0.48216992,0.38354139,0.60029351,0.54046879,0.63908518,0.4815856,0.50388955,0.69586909,0.46895756,0.38040578,0.6870058,0.78402923,0.57147317,0.61221945,0.46548351,0.26465187,0.5388925,0.30179865
35,1,0.41741733,0.6648843,0.38103734,0.69656319,0.46466885,0.3142729,0.36254393,0.62532597,0.59169986,0.4825323,0.5722308,0.68034535,0.73302278,0.53634016,0.50917421,0.49699356,0.61660664,0.66148168,0.94537462,0.52301688,0.41695005,0.40098518,0.51035735,0.7014474,0.70334303,0.59023179,0.4515083,0.35992723,0.5655035,0.78685608,0.56381385,0.43969558,0.63864826,0.63417995,0.77391597,0.52106031,0.5494804,0.73537854,0.47845683,0.42651643,0.69801002,0.80031315,0.59913037,0.57664398,0.45422037,0.23250765,0.58949077,0.3435939
35,2,0.50016154,0.70745861,0.43371356,0.75591741,0.54224665,0.42368185,0.48252636,0.64782582,0.64433732,0.49772339,0.63434721,0.76267866,0.82043817,0.53785505,0.61442983,0.61497853,0.61700013,0.60040508,0.95613532,0.54756292,0.57406599,0.43772314,0.54539235,0.71225214,0.71127605,0.56303808,0.4835373,0.34997106,0.63918881,0.84132914,0.75059285,0.47451818,0.67490084,0.72784383,0.85238198,0.56184825,0.61241093,0.84934315,0.49633399,0.5135285,0.75013179,0.80533229,0.59865468,0.59104491,0.54466257,0.26379112,0.63482052,0.39606172
36,0,0.55629989,0.77551268,0.55327094,0.83605876,0.66527765,0.58332503,0.69917025,0.65037298,0.79624608,0.55814589,0.75997871,0.81172459,0.81861853,0.57292133,0.72556664,0.76064782,0.5982393,0.57625349,0.93363914,0.60729532,0.80753412,0.51254631,0.58170623,0.73130386,0.72844843,0.54675083,0.54952062,0.418796,0.68584615,0.87707432,0.88914148,0.46421923,0.71753133,0.80235072,0.85517018,0.60297665,0.69097387,0.93135394,0.53601311,0.58932884,0.89160517,0.82756611,0.62527129,0.64508773,0.66276687,0.36350421,0.67526204,0.45845196
36,1,0.55013303,0.8015697,0.6739105,0.90009701,0.73016225,0.65443038,0.80225498,0.60601007,0.96647808,0.66385452,0.91558808,0.8028731,0.74459568,0.68261319,0.77500606,0.83156764,0.5373416,0.56890809,0.85942278,0.69104014,0.93426313,0.58690637,0.64396611,0.75596113,0.748566,0.56029594,0.5981916,0.53633507,0.69216084,0.89497641,0.98484443,0.42584866,0.7657782,0.83416644,0.81567878,0.62698444,0.73050772,0.90606728,0.59499267,0.63016709,0.99762783,0.8355254,0.66890144,0.73220103,0.74750479,0.48494644,0.69963825,0.48929333
36,2,0.51360699,0.75564332,0.7147119,0.88421563,0.65605698,0.61874813,0.72307692,0.54071199,0.99600504,0.69623299,0.95180786,0.75832547,0.61987044,0.72552935,0.7126809,0.79175913,0.501674,0.54664686,0.69086391,0.6792848,0.86522908,0.60290502,0.63407189,0.75070219,0.74103676,0.56695985,0.65260737,0.6525676,0.61022378,0.80951632,0.98671659,0.38972295,0.70921783,0.79958119,0.71371743,0.63047665,0.7118171,0.79003721,0.59066894,0.57659365,1,0.7670755,0.68062286,0.81029408,0.73646639,0.56756886,0.69763473,0.43383343
37,0,0.46029076,0.51208669,0.62210198,0.84893293,0.31066584,0.53342968,0.25744826,0.46808175,0.57666856,0.50629657,0.79058286,0.61289269,0.6520198,0.56872956,0.58261195,0.65545812,0.50843671,0.62173013,0.49858563,0.46650207,0.35067322,0.55360391,0.47420662,0.4460301,0.44179087,0.59182533,0.7137501,0.63172083,0.44113986,0.5394416,0.80324507,0.37725033,0.29152784,0.73554445,0.5783939,0.63131323,0.59204276,0.66776521,0.48527128,0.41849902,0.8993806,0.63798713,0.64268619,0.89664353,0.64696279,0.37033282,0.68316483,0.37132384
37,1,0.47785063,0.38166996,0.51546261,0.84363914,0.26831575,0.54045649,0.1728524,0.44005094,0.48458371,0.38139058,0.62408668,0.51988682,0.72040905,0.46521777,0.47731228,0.57683429,0.52421635,0.75743091,0.51375191,0.53591112,0.22015303,0.50497642,0.36186516,0.31736527,0.31511193,0.63389901,0.74389274,0.52858679,0.41616084,0.4751278,0.62938397,0.36625055,0.32267174,0.71656309,0.50729497,0.62527237,0.51480107,0.71814109,0.45524239,0.3559604,0.81450975,0.57572199,0.60816114,0.91470648,0.61293542,0.27813695,0.67380577,0.41582133
37,2,0.49842265,0.33502456,0.45270547,0.81273559,0.31338476,0.59028207,0.21926005,0.42218449,0.52098468,0.31168387,0.51583441,0.46017558,0.77516559,0.41471854,0.44275204,0.50649606,0.53518074,0.90449185,0.61503249,0.63380854,0.25826019,0.46806164,0.30438398,0.27598695,0.27586248,0.65335265,0.74600514,0.48428016,0.43723077,0.45080613,0.55657484,0.339159,0.43356338,0.66962983,0.46253966,0.59890078,0.4287114,0.80325006,0.44440611,0.30853693,0.69774644,0.55485386,0.56156533,0.90164229,0.59095115,0.29440513,0.64484742,0.47346347
38,0,0.49141961,0.36224619,0.45889636,0.78700111,0.36139433,0.61410346,0.26245607,0.44159743,0.56395835,0.30473781,0.4805123,0.42447218,0.77836815,0.42773283,0.4532699,0.48031496,0.53518074,0.96705374,0.71699159,0.69608155,0.3043748,0.46789323,0.28581127,0.27370409,0.2732023,0.67748344,0.70926806,0.5153808,0.48145455,0.46594573,0.50271017,0.31337604,0.49434396,0.60139827,0.45459571,0.53979572,0.42165974,0.82716987,0.44860045,0.31555041,0.65065894,0.58856994,0.52757544,0.86324729,0.58820147,0.30394032,0.57639366,0.51004177
38,1,0.4308913,0.41225379,0.47158038,0.74677106,0.38895292,0.60355826,0.28506443,0.46916126,0.56780824,0.32494702,0.45570122,0.40885874,0.67393551,0.45085213,0.48241151,0.4601199,0.5359077,0.90323161,0.78916284,0.65224594,0.32562842,0.47968171,0.30970475,0.27592719,0.27500742,0.70599131,0.66337984,0.54192508,0.51140559,0.48621707,0.46245877,0.30865637,0.53278597,0.53485544,0.48607105,0.4494358,0.44484115,0.79353026,0.44251919,0.34147711,0.63796784,0.61658838,0.49024082,0.79917324,0.55002313,0.28397093,0.47154253,0.49092149
38,2,0.35300266,0.44934933,0.46852881,0.67494457,0.3708071,0.53793482,0.26466224,0.47538359,0.53785723,0.351528,0.43630746,0.41969092,0.56010627,0.48892236,0.46903015,0.41218683,0.53158597,0.79134936,0.85434824,0.58543326,0.2934378,0.46031492,0.3254355,0.28553671,0.2861469,0.69703022,0.61453738,0.53394526,0.51162937,0.48646284,0.43960061,0.31393999,0.54705696,0.47764118,0.55171378,0.33650778,0.47237975,0.72020655,0.39890451,0.35746279,0.61848972,0.60115692,0.46438977,0.72525892,0.46977328,0.25338562,0.35210092,0.4265621
39,0,0.35100722,0.47989265,0.45382665,0.61047672,0.35323758,0.47368683,0.2427665,0.4630299,0.51165567,0.37175087,0.42795708,0.48025103,0.57860106,0.55323636,0.43844578,0.37680744,0.51553288,0.70987488,0.92586009,0.58853934,0.26751988,0.43668744,0.32615652,0.29808646,0.29951903,0.68016349,0.58043495,0.49688249,0.5135035,0.49409162,0.4595168,0.34037998,0.56381882,0.48147122,0.65065859,0.28368677,0.50327346,0.69053079,0.36977055,0.36676495,0.61421982,0.59206681,0.48856846,0.67377727,0.43777513,0.22360367,0.29773676,0.38385474
39,1,0.39303497,0.50002532,0.42178025,0.58503326,0.34788841,0.4632114,0.24327411,0.47667536,0.5007644,0.3867642,0.42602605,0.56306319,0.70083703,0.60947667,0.44122117,0.36272369,0.49439109,0.6879017,0.95909786,0.63560051,0.27420615,0.42923543,0.35988632,0.29672392,0.29893712,0.66604925,0.57880583,0.4572728,0.56799301,0.52116595,0.49049657,0.37939115,0.59041726,0.48786139,0.73741708,0.32400778,0.50680671,0.71111702,0.36526352,0.38553075,0.64517659,0.60695024,0.50754422,0.65869111,0.46686496,0.21789403,0.34156386,0.37462279
39,2,0.48731471,0.53883235,0.45101882,0.58206763,0.37654047,0.48803947,0.28377587,0.51409424,0.53862721,0.44404184,0.45814371,0.6277153,0.80879249,0.60326218,0.4892839,0.42902649,0.4645925,0.684211,0.94579511,0.68695444,0.34419374,0.43676322,0.41159413,0.29228967,0.29387804,0.62685224,0.62075766,0.41672042,0.64986713,0.5659359,0.5738611,0.41474485,0.59911153,0.52624291,0.77901163,0.35032101,0.50346645,0.78320298,0.35422238,0.42624965,0.70374275,0.65735038,0.49038204,0.66512772,0.52574526,0.25507842,0.3706799,0.38362458
40,0,0.57688141,0.60850676,0.57393975,0.59772727,0.46539291,0.54001794,0.40517376,0.56877919,0.66819546,0.51786422,0.53845351,0.67927157,0.81941917,0.57581339,0.59707262,0.58688261,0.4497399,0.67950311,0.87570719,0.76694011,0.48933873,0.46769956,0.50265249,0.29430958,0.29449558,0.58360927,0.66019175,0.4063177,0.72181818,0.64222375,0.7333155,0.43155388,0.61838807,0.62556066,0.75341313,0.34455253,0.53880641,0.83233351,0.32726645,0.4800337,0.79289668,0.71624043,0.47370299,0.67439509,0.5932051,0.32461744,0.36483629,0.41208763
40,1,0.65358229,0.65948656,0.68557083,0.62669069,0.53949818,0.62455896,0.50766302,0.60349324,0.84350485,0.58297669,0.66958582,0.70452006,0.77283645,0.59527457,0.68264719,0.72485684,0.44889956,0.60586912,0.74107416,0.7926569,0.59042553,0.52815763,0.61223094,0.30756451,0.30992221,0.59826159,0.68977317,0.47344745,0.79363636,0.71420566,0.84633146,0.44041283,0.66755513,0.76688733,0.65822998,0.30441634,0.59884947,0.85837953,0.30421375,0.51851306,0.82808382,0.78529923,0.50104058,0.67493429,0.64490052,0.38756695,0.31943233,0.43287017
40,2,0.71747434,0.66401337,0.7651945,0.67487528,0.53250879,0.62699093,0.52081218,0.61877615,0.91475567,0.61690025,0.79169972,0.69234564,0.68039886,0.63026338,0.71362805,0.77128669,0.49961985,0.51917364,0.57487576,0.70668206,0.58619779,0.56222634,0.65307089,0.3755244,0.3831839,0.64332575,0.70582275,0.57549822,0.73636364,0.77664176,0.89729874,0.42754052,0.69990481,0.85760605,0.54618546,0.27014591,0.65014846,0.85230465,0.32255456,0.52099129,0.8079204,0.78109777,0.54976959,0.67330548,0.69178399,0.40165455,0.28166218,0.47359134
41,0,0.76567845,0.61164616,0.72897533,0.76251386,0.45595059,0.53343965,0.41941624,0.60053369,0.78487496,0.56462706,0.84321114,0.63529711,0.69286702,0.68763987,0.66067535,0.70036686,0.58306656,0.59971195,0.49180046,0.45774132,0.46962456,0.54151229,0.56475975,0.4887351,0.49541001,0.70798841,0.67066802,0.58281651,0.56795105,0.78725914,0.84228403,0.37084428,0.67065683,0.86375304,0.52194501,0.35655642,0.63305374,0.82937201,0.45132839,0.47282365,0.76660517,0.72682672,0.61788316,0.66810451,0.71980964,0.3929036,0.3747055,0.53882874
41,1,0.78457811,0.54635678,0.61378571,0.82350333,0.34284954,0.3661218,0.26874268,0.58915641,0.67505831,0.50622821,0.82036241,0.56803308,0.77931436,0.71171458,0.59011212,0.62029349,0.62344938,0.79281664,0.55328746,0.41183498,0.30801664,0.48646851,0.4798379,0.52449592,0.52410189,0.77134727,0.61866864,0.51604234,0.40834965,0.7414766,0.56768298,0.3304424,0.64803268,0.77965415,0.54650995,0.53781128,0.57831057,0.82056344,0.54211593,0.42561078,0.74242225,0.69114475,0.64996284,0.63181011,0.70692048,0.42162395,0.56991003,0.57737618
41,2,0.73937666,0.48485493,0.50072146,0.82074557,0.32298963,0.31250872,0.22527333,0.57165383,0.61678551,0.48497983,0.75370548,0.50401219,0.79765631,0.65288346,0.53593691,0.54987473,0.67093504,0.94004861,0.61226109,0.41339599,0.28331648,0.44826541,0.40151045,0.48469528,0.4826198,0.77828022,0.58192377,0.49030844,0.41113986,0.68533228,0.51059107,0.30244196,0.59361415,0.68055931,0.55733824,0.58180934,0.48850208,0.81388108,0.5963189,0.3851376,0.73095677,0.65750696,0.62785045,0.54407899,0.6524225,0.43825555,0.62132455,0.58098201
42,0,0.62885785,0.46550205,0.46092425,0.77946231,0.3480214,0.31037576,0.2475205,0.56306022,0.61286867,0.49738155,0.67247714,0.43981717,0.76191863,0.56116371,0.50937245,0.52245884,0.68594104,1,0.64412271,0.39326219,0.30430587,0.40833614,0.3604705,0.44281497,0.44139897,0.74246689,0.54680022,0.52016042,0.45013287,0.6428431,0.49061246,0.2863064,0.55578296,0.58791543,0.56956062,0.56705253,0.43021081,0.79945326,0.61610455,0.37786436,0.73636004,0.64645964,0.57108667,0.46598594,0.57504792,0.43477429,0.60065857,0.55985849
42,1,0.48222159,0.4862626,0.43424978,0.73173503,0.39640039,0.29819595,0.28414682,0.56231427,0.61157421,0.50614617,0.60226087,0.41847203,0.67048548,0.50229816,0.49839204,0.50021475,0.69067627,0.9373481,0.6482607,0.36692418,0.3246519,0.38548333,0.34761855,0.40065976,0.40181699,0.69796151,0.49904903,0.5917721,0.50761538,0.64123083,0.47765891,0.29606329,0.58229415,0.48815861,0.56552255,0.48605058,0.42754602,0.76277622,0.6013327,0.3918141,0.74578281,0.65495825,0.54618701,0.40588843,0.51434992,0.40096595,0.51609313,0.50606939
42,2,0.36167807,0.51542863,0.40251536,0.63536585,0.39821793,0.25813814,0.27676689,0.5558251,0.57059802,0.50807411,0.52159618,0.41124574,0.57063105,0.44334653,0.45804974,0.44770043,0.71128451,0.73257719,0.6478211,0.37642561,0.3008938,0.33496969,0.35927056,0.36267585,0.36705659,0.6448779,0.44233378,0.65628876,0.53018182,0.64835824,0.47918338,0.31496386,0.5925829,0.3852067,0.54021248,0.34038911,0.44822595,0.71486066,0.56122229,0.39205279,0.70973906,0.65961204,0.54075368,0.35477747,0.45444511,0.33759564,0.35955848,0.39254965
43,0,0.35207146,0.5085017,0.39556401,0.61690687,0.39034193,0.26667996,0.27050957,0.58131482,0.56067758,0.5546045,0.5072022,0.43396213,0.57754567,0.43398175,0.4580167,0.43267717,0.74756569,0.58503016,0.67242928,0.44217107,0.28526952,0.31012125,0.38712173,0.366883,0.36820854,0.60659147,0.40198768,0.67659803,0.57141958,0.68874361,0.52890256,0.35406264,0.60733778,0.39809511,0.55481444,0.27212062,0.49755048,0.67915559,0.5754658,0.41024291,0.68259093,0.68060195,0.56549725,0.33240098,0.41200344,0.26644989,0.28771914,0.36592788
43,1,0.42574116,0.4922072,0.4026226,0.68166574,0.41318675,0.31998405,0.30946896,0.63011705,0.56892415,0.61674985,0.50311052,0.51205108,0.67281462,0.47298158,0.5186568,0.46658017,0.75823663,0.51547394,0.71646598,0.5057582,0.34020725,0.31349781,0.4382243,0.36648858,0.36534648,0.59962748,0.38246161,0.65537914,0.62261538,0.7594475,0.61169653,0.39843955,0.63925908,0.45424885,0.6218753,0.27518482,0.54929483,0.6792695,0.61958725,0.45651502,0.68502899,0.71287404,0.58959417,0.33544517,0.40186397,0.23324407,0.2916427,0.38727304
43,2,0.54858419,0.51281584,0.47235059,0.75952051,0.48364217,0.42439948,0.41996291,0.66438232,0.61457601,0.68882204,0.56438145,0.59065515,0.78586506,0.5172577,0.6470517,0.57268253,0.75163399,0.52678009,0.7340883,0.52777158,0.47501264,0.37082351,0.49684753,0.3540703,0.34879164,0.6026904,0.40094318,0.60019846,0.67097902,0.84088675,0.74078631,0.41158563,0.6754006,0.54320454,0.69487309,0.29305447,0.63476841,0.73217405,0.65932028,0.53176776,0.73075909,0.73135873,0.60017095,0.35674328,0.42944015,0.26489097,0.30991559,0.41552297
44,0,0.65564424,0.58952858,0.6365604,0.84553769,0.60528416,0.56907206,0.60687232,0.66426102,0.74774865,0.76349217,0.6956077,0.64538199,0.84169154,0.57520227,0.71498271,0.73815319,0.73235961,0.58332883,0.67666284,0.55414941,0.70257571,0.52281071,0.57628546,0.34906235,0.34146428,0.61049255,0.47195417,0.57683784,0.71496503,0.92166732,0.89462423,0.39526391,0.7224179,0.63594299,0.76757043,0.29042802,0.73980107,0.79899765,0.69998059,0.6090073,0.85180548,0.77583507,0.61696893,0.38979129,0.52228171,0.36788447,0.30502736,0.44038871
44,1,0.72718548,0.67057573,0.73664814,0.87272727,0.67182374,0.64342669,0.72454119,0.60485778,0.94051086,0.81821289,0.80750282,0.64832765,0.84322003,0.6498795,0.68279037,0.83670365,0.66713352,0.61659915,0.52090023,0.59702931,0.83077524,0.6665965,0.62254618,0.3677077,0.36008551,0.58585472,0.53584847,0.60539155,0.74202797,0.96404837,0.9886779,0.37079501,0.77350468,0.7204134,0.7936857,0.26463035,0.80106888,0.76452274,0.75408652,0.63831789,0.92698998,0.79481559,0.62886131,0.43362315,0.58811554,0.48640972,0.28001113,0.43310886
44,2,0.78919612,0.68872348,0.73451302,0.76159922,0.60985016,0.59765773,0.65861968,0.50858148,0.98756877,0.74475969,0.84891028,0.53865632,0.66854938,0.62766397,0.58381242,0.73309771,0.55142724,0.5968584,0.3471617,0.58400765,0.76808281,0.66572078,0.55797063,0.39114585,0.38637848,0.52318916,0.51650947,0.67903746,0.64493007,0.85639992,0.93233485,0.32458388,0.70194352,0.78796271,0.68566724,0.22392996,0.80285036,0.56452274,0.69871905,0.60697838,0.88257775,0.68250696,0.57157723,0.47623059,0.56593298,0.55214231,0.23106391,0.32508738
45,0,0.89064994,0.61658818,0.63106171,0.62613636,0.3748116,0.5188179,0.31458415,0.42443447,0.5480678,0.6070281,0.86442111,0.32677937,0.40123007,0.55546566,0.4878852,0.48627416,0.65027344,0.49290665,0.27188456,0.21736222,0.36509122,0.57026777,0.43471396,0.30155258,0.29741702,0.51727028,0.38346714,0.78600017,0.3262028,0.4401396,0.60826424,0.34542269,0.37268761,0.80012159,0.47312758,0.24106031,0.75512173,0.40465487,0.50049599,0.56410418,0.64327227,0.57073765,0.34195778,0.49633798,0.48641021,0.59314269,0.24189778,0.097357429
45,1,1,0.5378804,0.5904358,0.70180155,0.4245796,0.64625735,0.31507224,0.41898842,0.59490253,0.58959459,0.88991065,0.34920554,0.52580974,0.66910828,0.4544153,0.58391195,0.72228892,0.58912593,0.49181957,0.38951896,0.32272184,0.60053048,0.47258565,0.44184685,0.44358411,0.68123965,0.56878167,0.87794592,0.2720979,0.40917224,0.57284479,0.38835414,0.55376011,0.8034315,0.47749015,0.33252918,0.71809679,0.60710001,0.44587251,0.55743471,0.51935293,0.58236778,0.31071057,0.47894902,0.60880428,0.65543229,0.34172155,0.49867019
