,measure_number,beat_number,pid1263-25,pid50848-12,pid51495-05,pid5667230-13,pid5667269b-39,pid6100022-10,pid610003-27,pid9048-25,pid9049-25,pid9050-25,pid9054-25,pid9055-25,pid9057f-02,pid9057j-04,pid9058-25,pid9059-25,pid9060-25,pid9061-25,pid9062-25,pid9063-25,pid9065-19,pid9066-25,pid9067-24,pid9068-15,pid9070b-08,pid9071b-04,pid9072-25,pid9073-27,pid9074f-25,pid9075-25,pid9080-08,pid9089-09,pid9090-12,pid9092-12,pid9093-25,pid9094-25,pid9097-02,pid9098-09,pid9099-25,pid9101b-07,pid9103-13,pid9104-25,pid9105b-08,pid9111-25,pid9113-13,pid9118-25,pid9125-13,pid9127-08,pid9129-19,pid9133-14,pid9138-25,pid9139-25,pid9153-25,pid9165-05,pid9166g-04,pid9170-25,pid9174-25,pid917509-02,pid917813-04,pid9181-05,pid918726-08,pid918904-09,pid9192-25
103,36,0,0.49729544,0.45764835,0.38479328,0.48323471,0.41238405,0.41338654,0.37518348,0.25576522,0.33893626,0.25210687,0.30115666,0.38642278,0.49919248,0.35242973,0.45777671,0.42263344,0.91313366,0.67445074,0.28084959,0.50820997,0.36660812,0.69801128,0.27879134,0.4958076,0.57521374,0.38878627,0.46130927,0.27429483,0.64187858,0.37804386,0.35918495,0.78410087,0.32514839,0.80331362,0.44040498,0.29937906,0.48207312,0.56481984,0.39178472,0.5572236,0.40029235,0.3611988,0.54231851,0.52172524,0.48649390000000003,0.54222128,0.71862886,0.38871045,0.33484837,0.3497325,0.50480647,0.33269069,0.24245703,0.41430003,0.34703852,0.30941746,0.44780605,0.60185308,0.32241465,0.63376183,0.24889699,0.49800861,0.38948292
104,36,1,0.46021833,0.44407059,0.34609819,0.4775352,0.39850997,0.41984401,0.39122717,0.24109643,0.31442405,0.26208624,0.29645920000000003,0.39583474,0.50085646,0.35242973,0.44420238,0.42955013,0.90989795,0.65128484,0.27060321,0.49797637,0.37946893,0.70849514,0.27618401,0.49158090000000004,0.5642281,0.42075445,0.45727235,0.28461216,0.64077132,0.38286022,0.36941693,0.75161133,0.34314770000000006,0.83274828,0.43660598,0.29929308,0.45975306,0.56496597,0.3843143,0.59325731,0.37577109,0.3669861,0.54539834,0.50461379,0.49019595,0.560936,0.68628859,0.3866213,0.33639141,0.32573467,0.53829213,0.32121066,0.23748409,0.41430003,0.34609645,0.3020739,0.42420723,0.61002175,0.30460168,0.59900349,0.2475446,0.45415302,0.39056052
105,36,2,0.40574351,0.42738411,0.29821705,0.45945725,0.36246300000000004,0.42494105,0.40436935,0.22510676,0.28103049999999996,0.27452117,0.28093477,0.39461811,0.47122302,0.35212535,0.42792275,0.43025742,0.90716004,0.61451751,0.25728503,0.47542442,0.38398697,0.70110295,0.27286949,0.4680527,0.5427085,0.44215537,0.44601762,0.29412357,0.63065591,0.38614288,0.36310972,0.70071074,0.35791725,0.8398645,0.42558982,0.28526939,0.42700038,0.56411006,0.36984081,0.62609817,0.34897676,0.37171176,0.53680048,0.49334712,0.49578094,0.57302204,0.64926418,0.37412725,0.33814437,0.31445297,0.56141607,0.31177908,0.22771324,0.41430003,0.34277586,0.29202347,0.38683628,0.60891557,0.27326076,0.52183358,0.24783234,0.38164065,0.3958483
106,37,0,0.35375688,0.41736308,0.27133075,0.43601986,0.31294652,0.43103573,0.41740911,0.21406297,0.25579564,0.28407818,0.26685026,0.38785063,0.42669946,0.35212535,0.41762029999999994,0.42232091,0.90317763,0.56598867,0.24080035,0.44276109999999996,0.38818146,0.67644447,0.26837631,0.44881982,0.51847879,0.46080347,0.43718842,0.30306414,0.61336211,0.3855711,0.349279,0.64384188,0.36865398,0.83422343,0.40562883,0.26838938,0.39223775,0.56123961,0.35324959999999994,0.65112543,0.32201433,0.37893649,0.52856426,0.48274759999999994,0.5036446,0.57993025,0.60174982,0.35485539,0.33980287,0.30106485,0.58327369,0.30596238,0.21925525,0.41483429,0.34293443,0.28285303,0.34577802,0.60113454,0.24649184,0.47008469999999997,0.25253213,0.34313612,0.40087712
107,37,1,0.30210464,0.40811923,0.26126615,0.40758349,0.26357805,0.44342463,0.43529613,0.20404211,0.23449198,0.29828111,0.25053112,0.37681649,0.33472814,0.35212535,0.40885803,0.40276339,0.88899029,0.515387,0.22012876,0.40353117,0.38880544,0.60869519,0.26090435,0.42773432,0.47978706,0.47566867,0.42558959,0.31234889,0.57749836,0.37679941,0.33216301,0.57047999,0.37577689,0.81436357,0.38469255,0.23427589,0.32812979,0.55292055,0.33059004,0.66707982,0.29062272,0.38946825,0.51167186,0.47678068,0.51900811,0.57778724,0.53859476,0.33473971,0.33930952,0.29452586,0.60342454,0.30539276,0.21366964,0.41483429,0.34965022,0.27223137,0.29641409,0.57705399,0.22348342,0.37850523,0.26425283,0.31006617,0.41014953
108,37,2,0.19889851,0.39649813,0.27857881,0.37901109,0.21260114,0.47578451,0.42800819,0.20604827,0.2263911,0.29244671,0.2522071,0.36162555,0.23705525,0.35212535,0.39789322,0.35836006,0.84941508,0.44744973,0.20549559,0.33934538,0.37729657,0.50571798,0.25166083,0.39634966,0.41622842,0.49181260000000004,0.41937054,0.29816152,0.51540771,0.35146643,0.31717868,0.44233278,0.38465433,0.76770519,0.37299833,0.25837791,0.13505934,0.53100079,0.31484592,0.65661874,0.24929835,0.40599399,0.47271899999999994,0.49157113,0.54985,0.55417421,0.46887114,0.30323920000000004,0.32429908,0.30225375,0.6192259,0.31813252,0.21770369,0.41536856,0.37162578,0.26418279,0.26316372,0.50488796,0.22218704,0.25412058,0.31694801,0.28218668,0.4329797
109,38,0,0.18006491,0.38400841,0.3069509,0.35783854,0.21214723,0.49928351,0.41891108,0.22001192,0.22358000000000003,0.2814753,0.2661421,0.33918554,0.20740958,0.35212535,0.38538824,0.33082490000000003,0.81806189,0.42096887,0.20448568,0.30759201,0.37154214,0.35237545,0.24896778,0.37153836,0.35682368,0.48850922,0.41866555,0.28119543,0.46574083,0.32670523,0.31415674,0.40742868,0.40358764,0.71241446,0.37704811,0.28434276,0.09188265699999999,0.51249426,0.3245582,0.63152206,0.25285046,0.41186584,0.43130461,0.51507235,0.55962852,0.53516665,0.42441673,0.28431439,0.31383375,0.32128919,0.62374057,0.33455290000000004,0.22349618,0.41917522,0.39563474,0.26642137,0.27527655,0.45402288,0.23208313,0.18255107,0.37433340000000004,0.29142417,0.45346253
110,38,1,0.18243509,0.36658133,0.36797158,0.34461674,0.25874285,0.53010158,0.41532685,0.27094051,0.2307053,0.27230135,0.30748289,0.34389152,0.25203103,0.34131332,0.36772005,0.30224525,0.75944578,0.4209844,0.21214416,0.27816108,0.38759215,0.31605636,0.26331167,0.36615205,0.30350863,0.48630697,0.41824591,0.26930826,0.40906446,0.31411947,0.31574922,0.41295882,0.44663932,0.61678937,0.41379342,0.34043752,0.09344755,0.49067889,0.35647729,0.59404065,0.28636895,0.44544344,0.39931637,0.56260101,0.57991319,0.53108029,0.35281766,0.29697176,0.31558672,0.35556072,0.63062269,0.35777585,0.23243157,0.4202855,0.42280571,0.27921984,0.3213219,0.38052378,0.24186047,0.15660189,0.45203338,0.32473823,0.51510317
111,38,2,0.20204563,0.36185426,0.39547804,0.34977216,0.27646536,0.54096681,0.42449223,0.30282054,0.25664113,0.28010019,0.34424424,0.36991382,0.2998336,0.34131332,0.36275636,0.28556625,0.71242014,0.43259064,0.22351617,0.28145457,0.41511636,0.32068851,0.29096364,0.37400165,0.28855461,0.50690868,0.41910197,0.27421088,0.37317256,0.3181488,0.32636991,0.43890566,0.48908869,0.58575663,0.4582389,0.37906955,0.090889165,0.47269425,0.37807069,0.55392167,0.29847975,0.48634912,0.38135069,0.61152979,0.59264696,0.54329944,0.34007538,0.32279687,0.3271857,0.37020237,0.64190938,0.37606941,0.24538511,0.42541948,0.44216957,0.29425175,0.34653392,0.36954713,0.2627808,0.17520678,0.47918665,0.36413567,0.55260212
112,39,0,0.22518686,0.36606931,0.42083979,0.36585731,0.28835603,0.54581897,0.44285714,0.32932764,0.27952739,0.29777036,0.36631521,0.39616424,0.35645769,0.34095601,0.36642726,0.27372317,0.68236124,0.45415729,0.23424646,0.30091675,0.44239791,0.34725120000000004,0.33198086,0.39265816,0.26813196,0.53777573,0.42049517,0.29019476,0.35604767,0.327351,0.33684013,0.47315743,0.52660615,0.57044514,0.50047371,0.42525793,0.089593224,0.45927101,0.40424273,0.52220129,0.32941090000000006,0.51149004,0.36861139,0.64909791,0.59918938,0.55543872,0.33766152,0.34465464,0.34176577,0.38130315,0.65071849,0.38704554,0.2566916,0.4277736,0.45281224,0.30979312,0.37478798,0.36327881,0.28696685,0.21097159999999998,0.50173604,0.39606218,0.58107927
113,39,1,0.24192565,0.37006492,0.43131783,0.38984561,0.29241168,0.52913114,0.45966889,0.34251664,0.29824397,0.31290639,0.38429459,0.41939,0.3758014,0.33988407,0.37024978,0.25564602,0.65469178,0.47247108,0.24266237,0.32424963,0.47940884,0.36825101,0.36559040000000004,0.42105805,0.25862236,0.56745285,0.41706253,0.30682505,0.33927935,0.34153774,0.35038245,0.49187031,0.56156599,0.55994154,0.52257106,0.43862247,0.09384858300000001,0.44248674,0.41810282,0.47953396,0.35431224,0.51118001,0.36774811,0.65975381,0.58864492,0.56554148,0.32572685,0.37020075,0.35054111,0.3832545,0.65060838,0.38040728,0.26821292,0.43016112,0.45322265,0.31201626,0.39159292,0.35111090000000006,0.31551707,0.24132536,0.50980242,0.42385174,0.60850388
114,39,2,0.25512392,0.36266801,0.44363049,0.41934299,0.29392145,0.52158534,0.49190988,0.34745258,0.30825986,0.33646989,0.40924542,0.44579250000000004,0.38123379,0.32897941,0.36283617,0.24382762,0.61198872,0.49314494,0.25100465,0.33623523,0.49432645,0.36279513,0.3868562,0.44078496,0.27181804,0.60050439,0.40191355,0.34117696,0.32488505,0.35682093,0.35141066,0.49335021,0.59911837,0.54607788,0.54312651,0.41877149,0.10323507,0.42020166,0.42382795,0.43880020000000003,0.36744628,0.49425028,0.37302115,0.66237549,0.56180507,0.5749787,0.31655599,0.39712827,0.35139135,0.3736011,0.63469691,0.35622036,0.27449077,0.44846815,0.44681466,0.29648003,0.39823009,0.32931833,0.35669471,0.27297459,0.51672741,0.45859189,0.62638877
115,40,0,0.26226397,0.34866051,0.44622739,0.43328572,0.29145451,0.50124252,0.50197986,0.34068924,0.30799248,0.34889499999999996,0.41720041,0.45315985,0.37911711,0.32897941,0.34842391,0.23866272,0.57842861,0.50387392,0.25672747,0.34010594,0.50463359,0.35310290000000005,0.39137796,0.44376287,0.29372479,0.60791035,0.37096937,0.34991605,0.31758469,0.36602987,0.34682132,0.4819005,0.61478701,0.53221422,0.54098087,0.39522354,0.12566998,0.39194606,0.42303929,0.4083292,0.38079959,0.47292371,0.37964745,0.65398421,0.53925448,0.57529816,0.3166906,0.4077033,0.34865168,0.36999561,0.60931564,0.3322087,0.27488861,0.45078053,0.42704972,0.2772077,0.39525258,0.31411553,0.38271153,0.28162431,0.5191924,0.47420826,0.62808454
116,40,1,0.26636507,0.33009052,0.44307494,0.45020744,0.28124137,0.45371848,0.51020652,0.32436190000000004,0.30497904,0.34838425,0.42480132,0.4503464,0.37906817,0.32897941,0.33003751,0.23434493,0.52416826,0.50826799,0.26222938,0.33626918,0.50682905,0.33698129,0.39043503,0.43745712,0.33202936,0.59446595,0.32078892,0.35515447,0.30857652,0.37291134,0.34038871,0.46223347,0.6234986,0.47917719999999997,0.51859558,0.35135652,0.14809533,0.36175943,0.41262597,0.38112048,0.38988452,0.44584743,0.38597044,0.62743845,0.5030127000000001,0.56433021,0.32544867,0.40967676,0.33840679,0.35127032,0.5597093000000001,0.29984993,0.27177753,0.45670757,0.38769704,0.24689172,0.38580383,0.2940815,0.39724889,0.29064275,0.51870324,0.48342648,0.61113524
117,40,2,0.2663749,0.31180397,0.43165375,0.46706114,0.27138346,0.40434428,0.51245946,0.30368458,0.30361324,0.34408211,0.43122984,0.43776614,0.38123379,0.32867503,0.31210598,0.23288922,0.48595370000000004,0.50795746,0.26443855,0.33201820000000004,0.49708812,0.33327984,0.38593471,0.4237066,0.38732859999999997,0.56477107,0.28694083,0.35595198,0.29401332,0.37444504,0.33769279,0.44554571,0.61721369,0.42768361,0.49830949,0.32526748,0.17148737,0.32361906,0.3994012,0.36159643,0.3951396,0.43114431,0.38706704,0.59342229,0.46719219,0.54875679,0.34877961,0.40694794,0.33059716,0.33536223,0.50703078,0.28273943,0.26761617,0.4572168,0.34660946,0.2278098,0.36960729999999997,0.29010116,0.40504701,0.29298455,0.51498178,0.48428727,0.5894495
118,41,0,0.26153619,0.30005486,0.42228682,0.48255458,0.25662127,0.31999819,0.51312511,0.27585659,0.30623645,0.34139083,0.43501456,0.41733694,0.38857485,0.32867503,0.30065438,0.23481372,0.4676595,0.50727428,0.26466999,0.32834442,0.48463174,0.33837201,0.37881992,0.40268286,0.44675754,0.52882464,0.24709189999999998,0.35847884,0.28124238,0.37198305,0.34170533,0.42426249,0.59982542,0.39617281,0.47758685,0.30740352,0.20434533,0.30907895,0.38213086,0.34779375,0.39598012,0.41404547,0.38893361,0.55987596,0.44691390000000003,0.52397242,0.38337222,0.40371555,0.32586309999999996,0.32578636,0.44197544,0.27479762,0.26484723,0.46056432,0.32205951,0.22016262,0.34351954,0.30069018,0.40867887,0.29353264,0.50843085,0.48183337,0.56331134
119,41,1,0.25659913,0.29069215,0.40870801,0.49774876,0.24845076,0.28251406,0.51428571,0.25741384,0.31281255,0.34156763,0.43787867,0.39428861,0.39886458,0.32867503,0.29186817,0.23849823,0.44102713,0.50726652,0.26401776,0.32685726,0.47357352,0.35187265,0.37153368,0.38632496,0.47695596,0.49424573,0.23245489,0.36369208,0.26611617,0.36330553,0.35342947,0.40610457,0.57463338,0.37267972,0.46031952,0.31032671,0.23274311,0.29619849,0.36215131,0.34837878,0.39444526,0.40643555,0.40342281,0.52335087,0.43016532,0.50559046,0.40940416,0.40462742,0.32261958,0.31804554,0.39520454,0.28058145,0.26473584,0.46989732,0.29174517,0.21799609,0.3161781,0.32772053,0.40978723,0.29301445,0.50315557,0.4737072,0.5295464
120,41,2,0.24264359,0.27127183,0.3955814,0.51527579,0.2470002,0.23645928,0.51699949,0.22584169,0.31513224,0.3442982,0.43973562,0.36660189,0.42472959999999993,0.32494309,0.27115154,0.25318694,0.40735087,0.50660663,0.26379684,0.31619584,0.46301218,0.39289879,0.36369741,0.32432414,0.51569608,0.43585053,0.22086446,0.37407656,0.24916018,0.35511906,0.37811912,0.35546685,0.53633031,0.34297188,0.43509196,0.3272927,0.27583270000000004,0.2963655,0.31832189,0.38440258,0.39125128,0.39436302,0.43725428,0.48664725,0.40992532,0.48191087,0.44309943,0.41039129,0.31594361,0.32022951,0.32067940000000006,0.29262014,0.27009866,0.46169964,0.27453596,0.22626595,0.29640487,0.35012764,0.40349332,0.29085202,0.49238442,0.46163037,0.46164899
121,42,0,0.23511998,0.22760355,0.38431525,0.53602666,0.24922045,0.23481770000000002,0.51633385,0.20190684,0.32462784,0.34246145,0.43991659,0.31673707,0.44431801,0.31819385,0.22644641,0.27193848,0.37805526,0.5033072000000001,0.26469103,0.30969713,0.45111044,0.43416027,0.34146725,0.29583505,0.54715277,0.37598125,0.21998321,0.37585628,0.24373651,0.34901789,0.40438871,0.33196378,0.46348638,0.33376586,0.41997957,0.33066488,0.31632848,0.29596885,0.28412443,0.44073376,0.38651513,0.40166291,0.46616269,0.4405281,0.39063637,0.45079065,0.49047918,0.41307928,0.30598213,0.33047737,0.302417,0.30040859,0.27710853,0.43094582,0.26956441,0.23222005,0.28613569,0.38117614,0.39209302,0.28773293,0.48364665,0.44701612,0.42668115
122,42,1,0.22749803,0.21485782,0.37718346,0.55415221,0.25638445,0.23749320000000002,0.51500256,0.19375309999999998,0.34262899,0.34045772,0.43949957,0.27865833,0.46889835,0.31642052,0.21354241,0.28564027,0.36283913,0.49511684,0.26631109,0.30856988,0.44298722,0.47822459,0.32953068,0.28324413,0.57035006,0.35900259,0.22036928,0.3748321,0.24390541,0.3449482,0.41910972,0.32267549,0.44511173,0.34458361,0.40261936,0.33278563,0.34201761,0.29482068,0.26905214,0.49341596,0.38529455,0.41376362,0.49176962,0.42610412,0.36641348,0.43204929999999997,0.51051687,0.41339912,0.29776313,0.33803727,0.30646369,0.30855853,0.27975812,0.40305535,0.2669154,0.23906443,0.28444875,0.40805521,0.37962395,0.28460389,0.47335507,0.42939552,0.40715061
123,42,2,0.22176436,0.1927951,0.37078811,0.56404815,0.26476219,0.24630872,0.5103772,0.19303804,0.36737245,0.33444652,0.44032575,0.25490029999999997,0.48672491,0.31900111,0.19254648,0.30013159,0.35696507,0.48857232,0.26899367,0.31377156,0.4340667,0.50893803,0.32288021,0.2769178,0.56687369,0.3561077,0.22340747,0.37124748,0.24858778,0.34131575,0.43864577,0.3218966,0.41315468,0.35865215,0.39137098,0.33694115,0.36443338,0.29391257,0.26344384,0.5381060999999999,0.38316036,0.43250658,0.52338455,0.40102424,0.34295015,0.42000319,0.52708184,0.41353522,0.29129709,0.34690238,0.3241535,0.31449572,0.28239975,0.39233659,0.26847309,0.24669617,0.28962021,0.44064480000000006,0.36755072,0.28025909,0.46441588,0.4118263,0.39162977
124,43,0,0.21630606,0.18144829,0.36634367,0.56799293,0.27588317,0.26023036,0.50404506,0.1982024,0.38990461,0.32797368,0.44272563,0.25364143,0.50412323,0.32544598,0.18014524,0.31541245,0.35553804,0.48332428,0.27145532,0.32195437,0.42961799,0.54761064,0.32028716,0.27651983,0.55575899,0.36077859999999995,0.22940831,0.36658831,0.25645116,0.34011166,0.45341693,0.33362866,0.38671439,0.37539781,0.38073565,0.34495606,0.37314319,0.29475805,0.2724989,0.57895885,0.37875311,0.44731304,0.54137356,0.38277579,0.32720368,0.41381376,0.53587581,0.41480095,0.29002698,0.35369983,0.35086715,0.32109016,0.28362508,0.39373070000000004,0.27634549,0.25600041,0.30394543,0.46738206,0.35611084,0.27652217,0.4566948,0.39195735,0.38584914
125,43,1,0.21364083,0.17641035,0.36083979,0.57555601,0.28895796,0.27411573,0.49679126,0.21199722,0.41020379,0.32423141,0.44988591,0.26521629,0.51875642,0.33858716,0.17539702,0.33163912,0.36251556,0.48226069,0.27406426,0.33220155,0.41613321,0.596842,0.31992999,0.281913,0.52875464,0.37640749,0.23947965,0.36443083,0.26792718,0.34145702,0.47295298,0.34930387,0.35439071,0.4020734,0.36800111,0.35910394,0.37790008,0.29740929,0.28486198,0.60257809,0.36919309999999994,0.49034198,0.56401731,0.35869198,0.31372311,0.40891545,0.54774767,0.42016332,0.29077225,0.36225479,0.38689644,0.33054366,0.28566996,0.40877369,0.28721201,0.26760498,0.32626291,0.49993382,0.34640277,0.27376183,0.44494533,0.36852316,0.39401053
126,43,2,0.21361133,0.17880589,0.355,0.58191526,0.29921058,0.28469073,0.49441884,0.22990366,0.42507588,0.32637265,0.45934377,0.28113383,0.52489845,0.35106665,0.17761551,0.3408175,0.36848917,0.48433351,0.27590524,0.34073747,0.40772111,0.63165271,0.32155868,0.29197199999999995,0.49687853,0.39134373,0.24847671,0.36756212,0.27724499999999996,0.34467241,0.48471473,0.36148379,0.34310405,0.41543169,0.35871261,0.36879059999999997,0.37618683,0.30095821,0.3068132,0.62112048,0.36163573,0.51910936,0.57733991,0.34036835,0.30617859,0.41081887,0.55687365,0.42534876,0.29028940000000003,0.36928485,0.41681440000000003,0.33832116,0.28884468,0.42789882,0.29989740000000004,0.27840161,0.35596423,0.52529073,0.34240475,0.27372197,0.4335987,0.35609302,0.41516999
127,44,0,0.21462431,0.18422785,0.34715762,0.58481942,0.31059799,0.29377834,0.49848097,0.24744265,0.42811099999999996,0.33710834,0.4690849,0.29669652,0.52333235,0.36643109999999995,0.18320964,0.34602352,0.37506845,0.48901483,0.27810389,0.35057721,0.40174713,0.6699401999999999,0.32425173,0.30201729,0.45010486,0.40647533,0.26066303,0.37819846,0.28626255,0.34891699,0.49576176,0.37634115,0.34043296,0.42701433,0.35191343,0.37196217,0.36788859,0.30316062,0.32517161,0.63195835,0.35510159,0.53390643,0.5884343000000001,0.3252866,0.30304462,0.42180013,0.5656766,0.43288193,0.28357144,0.37419555,0.44546606,0.34887007,0.29306174,0.44272477,0.31427106,0.28702141,0.38301069,0.54475749,0.34236517,0.27746886,0.41439670000000006,0.34054731,0.45043856
128,44,1,0.21505704,0.18763829,0.34254522,0.57661022,0.31940991,0.29903864,0.50918245,0.25545734,0.42446885,0.35150771,0.47755921,0.30947111,0.5162727,0.38442909,0.18661719,0.34547249,0.38334025,0.49107212,0.27953459999999997,0.35488931,0.39695177,0.69770104,0.32686620000000005,0.3088651,0.39443459,0.42007957,0.26728493,0.39106783,0.29169559999999994,0.35078703,0.49875862,0.38428585,0.34263268,0.43683499,0.34849526,0.36996561,0.35359877,0.30216901,0.33231342,0.63057015,0.35021927,0.54102781,0.59009088,0.32180981,0.30144252,0.43271483,0.56790201,0.43882953,0.27435523,0.37643121,0.46519297,0.35423764,0.2986394,0.44841806,0.32509094,0.29155002,0.40616704,0.5523778,0.34370114,0.28109616,0.39721849,0.33438042,0.46538301
129,44,2,0.21365067,0.19072872,0.33850129,0.56005577,0.32428459,0.30218574,0.51862093,0.25985699,0.41584044,0.36474806,0.48217798,0.31857891,0.50583615,0.40271823,0.18981725,0.3411218,0.39276529,0.48906917,0.28042879,0.35689936,0.39231818,0.71380126,0.32808772,0.31396322,0.34036941,0.42903065,0.27212757,0.40615346,0.29558037,0.34968384,0.49490909,0.38730406,0.34512046,0.43664377,0.34575516,0.3650363,0.33481049,0.29898543,0.33554842,0.61860188,0.34298348,0.53744833,0.58470117,0.32024995,0.29830855,0.44615856,0.56458184,0.44037428,0.25887243,0.37466077,0.47873699,0.35544261,0.3028485,0.44863511,0.32845817,0.29361363,0.42405973,0.54881346,0.3442949,0.28506228,0.36923077,0.3323826,0.47664356
130,45,0,0.20926436,0.19158819,0.33403101,0.54520166,0.32594237,0.30266642,0.53184844,0.25816864,0.40474057,0.38128867,0.48283106,0.32371578,0.49043214,0.41601821,0.19065518,0.33372809999999997,0.40019912,0.48320783,0.27991332,0.35525601,0.3898685,0.72415674,0.32700907,0.31603541,0.29388611,0.43300892,0.27262274,0.42109637,0.29757906,0.34366339,0.48683386,0.386642,0.34771299,0.43057927,0.34070221,0.35780474,0.32078867,0.29443447,0.33573098,0.60191373,0.33595235,0.53024239,0.57242852,0.32134937,0.29492564,0.45608828,0.55792355,0.43893161,0.24519508,0.37071929,0.48634587,0.35136763,0.30572884,0.44486184,0.32817834,0.29182277,0.43552729,0.53843245,0.34287976,0.28683607,0.33815461,0.33265883,0.48169744
131,45,1,0.20145555,0.18978696,0.32614987,0.52032918,0.32500493,0.3002086,0.54627069,0.25038236,0.38969504,0.3974364,0.47689826,0.326732,0.47831939,0.42757133,0.18907509,0.3202237,0.41081059,0.47169474,0.27730438,0.35136493,0.38260036,0.72572932,0.32264447,0.3140387,0.24207129999999996,0.42945690000000003,0.26924045,0.43717259999999997,0.29771043,0.33233553,0.47039498,0.38448058,0.34909218,0.41349214,0.33251904,0.34887276,0.30713055,0.28493591,0.33199942,0.56991572,0.31770209,0.51077602,0.5479182,0.322975,0.28985766,0.4668965,0.54825915,0.4302755999999999,0.22256395,0.36335323,0.4856962,0.34272475,0.30853756,0.43293263,0.32540808,0.28559592,0.44093842,0.51258391,0.33702128,0.28631789,0.30619605,0.3332177,0.47973436
132,45,2,0.19524979999999997,0.18479473,0.31521964,0.49749031,0.32120584,0.29579176,0.5567503,0.24057007,0.37440382,0.40978293,0.46685026,0.32563366,0.46683062,0.43436028,0.18434283,0.30783782,0.41483448,0.4606397,0.27262303,0.34453348,0.37473134,0.71633664,0.3152368,0.30876218,0.20605743,0.41769971,0.26239194,0.44958026,0.29510181,0.31660164,0.45306583,0.38000195,0.34769553,0.39725185,0.3208434,0.34432556,0.28872511,0.27524947,0.32850884,0.53570649,0.3041222,0.48884818,0.52526278,0.32301259,0.28383864,0.47404430000000003,0.53513999,0.41815584,0.21040864,0.35413921,0.47669988,0.33002881,0.30969128,0.41443359,0.32207816,0.27535508,0.43883665,0.48427721,0.32836220000000005,0.28178376,0.26854978,0.33152823,0.46906691
133,46,0,0.1845594,0.17834872,0.30099483,0.47286948,0.31409118,0.28849084,0.56340672,0.22376601,0.35697355,0.41807288,0.45368636,0.3172609,0.45225859999999996,0.43515431,0.17758359,0.28788552,0.41573882,0.44640944,0.26215574,0.33486351,0.36178965,0.69608567,0.30537896,0.29802388,0.1819245,0.40015274,0.2537222,0.4583865,0.28862719,0.29706041,0.43265204,0.37135625,0.34322626,0.37642222,0.30489504,0.34024647,0.26908499,0.26100163,0.32027895,0.49198809999999993,0.28712177,0.47128899,0.49572440000000006,0.31966736,0.27196017,0.47746513,0.51730079,0.40182375,0.19663682,0.34340027,0.46286406,0.31464908,0.30780554,0.38861341,0.31613655,0.26206772,0.42951696,0.44817056,0.31734785,0.27361236,0.23766545,0.32765465,0.45440648
134,46,1,0.17263965,0.16970833,0.28503876,0.45263552,0.30139136,0.27822420000000003,0.56523297,0.20468766,0.33558318,0.42341617,0.43248092,0.30334572,0.4276538,0.42798158,0.1694358,0.2646188,0.41544014,0.42434594,0.25025774,0.32278962,0.34906750000000003,0.6689345999999999,0.29256375,0.28558392,0.16679303,0.37813022,0.24120017,0.46411182,0.27924369,0.27580385,0.40968025,0.35832928,0.33198324,0.35245107,0.28139513,0.33324417,0.24972243,0.25442570000000003,0.31228275,0.44883490000000004,0.27211665,0.44361142,0.45859144,0.31194324,0.25913066,0.47605420000000004,0.49393396,0.3806805,0.18533175,0.33108475,0.44434840000000003,0.29343075,0.30193348,0.3495033,0.30364705,0.24594998,0.40832412,0.41308500000000004,0.30288966,0.26235177,0.21362939,0.31919445,0.42480159999999995
135,46,2,0.15780881,0.16330804,0.27213178,0.43317690000000003,0.28799092,0.26713223,0.56289469,0.18743669,0.30863564,0.42687359,0.40787631,0.28508787,0.40930113,0.41061881,0.16318729999999998,0.24188667,0.41608728,0.40079963,0.23339435,0.30467201,0.33179266,0.63698022,0.28145582,0.27097571,0.16346185,0.34982062,0.2308183,0.46737743,0.26250352,0.25482309,0.38179309999999994,0.34174861,0.32017284,0.32897163,0.26672859,0.32456057,0.23057044,0.25065759,0.29808675,0.40126921,0.25310627,0.42469936,0.40721427,0.30103364,0.24778196,0.47127569,0.46636755,0.35845526,0.17606306,0.31957044,0.42652095,0.27208097,0.29198759,0.31323149,0.28775301,0.23337793,0.38271571,0.38413539,0.28892627,0.24876931,0.19417802,0.30921179,0.39268232
136,47,0,0.14422699,0.15475907,0.25874677,0.41646603,0.27259720000000004,0.25341012,0.5583888000000001,0.16629258,0.27957797,0.42907376,0.37620584,0.2665343,0.37851759,0.38589805,0.15451281,0.21821696,0.41831909,0.37639158,0.21308044,0.28366155,0.31397472,0.59889599,0.26842632,0.25679292,0.16303436,0.31929102,0.21853126,0.4690732,0.24700197,0.2332571,0.34230721,0.32201344,0.30239176,0.30013795,0.25009289,0.30962935,0.2112366,0.24740094,0.28248868,0.35651958,0.24323198,0.40340098,0.37043129,0.28535989,0.23982256,0.46151901,0.44128679,0.33481456,0.16773909,0.30689308,0.40883114,0.24793787,0.27765754,0.27904666,0.27261449,0.21746604,0.35173304,0.36405408,0.26868877,0.23633284,0.18154613,0.29693583,0.34150865
