,,pid1263b-01,pid52932-16,pid610003b-05,pid9048b-05,pid9049b-01,pid9050b-01,pid9054b-01,pid9055b-01,pid9056-10,pid9058b-01,pid9059b-05,pid9060-30,pid9061-30,pid9062b-04,pid9063b-05,pid9064-12,pid9066b-01,pid9069-01,pid9070b-13,pid9072b-05,pid9073b-05,pid9074g-01,pid9075b-01,pid9085-03,pid9088-17,pid9093b-07,pid9094b-01,pid9099b-05,pid9101b-12,pid9104b-01,pid9111b-03,pid9112-09,pid9117-05,pid9118b-05,pid9120-09,pid9121-09,pid9134-07,pid9138b-01,pid9139b-01,pid9153b-01,pid9166j-01,pid9170b-01,pid9174b-01,pid917509-08,pid9192b-01
64,2,0.60357374,0.69052025,0.56074187,0.42131525,0.42293454,0.48923328,0.39865282,0.68506609,0.70059451,0.46657812,0.41498694,0.54859307,0.37312334,0.68268203,0.46838338,0.47435105,0.5992745,0.44131627,0.73974822,0.62945093,0.57687331,0.48417022,0.44485876,0.49513595,0.35849993,0.64269626,0.70236094,0.43326372,0.46018751,0.64696327,0.53676863,0.50212531,0.3756833,0.49066383,0.34270966,0.78617792,0.65579727,0.7013425,0.33700605,0.30056616,0.5173728,0.42214186,0.601868,0.48660514,0.59116656
65,0,0.61836305,0.66447529,0.60496264,0.46043352,0.60083413,0.56135322,0.42638226,0.77998647,0.75733152,0.461885,0.49690444,0.56136965,0.39601518,0.74968524,0.53798883,0.43747254,0.60061388,0.47270828,0.76997033,0.67030248,0.65572265,0.53475764,0.53746008,0.55376059,0.46625867,0.68296753,0.69724557,0.4531451,0.51531607,0.6576714,0.57668014,0.53465102,0.43400423,0.5158715,0.38467211,0.79567278,0.67841686,0.70049938,0.40477092,0.3326341,0.50331618,0.47730946,0.6355793,0.5344703,0.59217753
65,1,0.67153971,0.64419284,0.63786712,0.55168429,0.7997299,0.62140915,0.50124193,0.8594651,0.80121487,0.49584371,0.6286359,0.5864899,0.45532448,0.82505048,0.61972765,0.45334039,0.63847925,0.54694002,0.80907706,0.75592635,0.73562123,0.59655382,0.66219602,0.65046787,0.58038216,0.76065762,0.68701485,0.55076435,0.62466351,0.68107678,0.63403768,0.59092918,0.48761845,0.58019534,0.45920755,0.83269557,0.70561503,0.6929762,0.51311247,0.43706177,0.53137992,0.57028132,0.71394825,0.59453451,0.61466982
65,2,0.71150729,0.62817953,0.64388105,0.58356644,0.89497935,0.64737823,0.58039573,0.88690947,0.81480872,0.51488184,0.72925342,0.60996873,0.53262239,0.86715762,0.67719972,0.48575149,0.68528776,0.59606512,0.83136878,0.81380898,0.76403777,0.63032808,0.72434291,0.73015537,0.64586563,0.80593506,0.68637095,0.64194303,0.70163371,0.68982894,0.68492639,0.63044291,0.50146448,0.61139971,0.49974437,0.85443898,0.70476082,0.68389649,0.57425346,0.53420919,0.55585033,0.63687151,0.75614188,0.62605136,0.64939413
66,0,0.74466775,0.62283906,0.64048387,0.58683889,0.94026057,0.64783656,0.64724951,0.88489184,0.80978005,0.53958714,0.76807062,0.61880712,0.58471347,0.87940373,0.69990398,0.52956302,0.72202302,0.60236789,0.82848208,0.83215519,0.764746,0.64634061,0.73917956,0.78486935,0.68897049,0.83814221,0.68950098,0.69305822,0.74198459,0.68830394,0.72066519,0.66664116,0.51145744,0.62467383,0.52667388,0.85922217,0.68113895,0.67585447,0.59590012,0.58065617,0.56268066,0.69094174,0.77424044,0.63648475,0.68016778
66,1,0.77231767,0.631215,0.62799692,0.56746336,0.96218621,0.62660607,0.73519506,0.82902867,0.76546198,0.58086225,0.76491964,0.60545936,0.66180645,0.87213446,0.72273918,0.61432175,0.77937914,0.57883695,0.78451608,0.83585402,0.73641689,0.64826386,0.69064112,0.86046963,0.71895825,0.89025894,0.69128063,0.75773954,0.77818621,0.67378332,0.75944771,0.72167814,0.54050435,0.6351471,0.5637892,0.85954403,0.6592369,0.65510085,0.60911541,0.62721202,0.55076223,0.75922785,0.80273296,0.62792135,0.73729117
66,2,0.75593193,0.64502881,0.61133236,0.55002106,0.95503654,0.59881147,0.80592198,0.75163646,0.72460993,0.61493165,0.71296809,0.58984488,0.69763188,0.85613493,0.72871858,0.66133941,0.78136031,0.54026291,0.73203432,0.81296235,0.70197604,0.65263249,0.60589536,0.89495056,0.71154631,0.93259351,0.6820068,0.76798931,0.79236981,0.65763161,0.75047677,0.76907252,0.56244029,0.64179015,0.61023498,0.83211444,0.64693622,0.63654582,0.59281547,0.63223488,0.56824391,0.79693735,0.82032272,0.59984751,0.77751488
67,0,0.74944084,0.67049752,0.59329056,0.56815457,0.95074674,0.58192341,0.82907662,0.71205191,0.67478146,0.64925563,0.69365054,0.57543891,0.70437951,0.854864,0.71960545,0.66268207,0.75225671,0.50080091,0.72183466,0.8026385,0.68531958,0.66320599,0.57204618,0.92664195,0.69481844,0.95043157,0.68164014,0.77529028,0.79792073,0.64770587,0.73620413,0.80439514,0.58841726,0.65356809,0.63949464,0.78275369,0.65816629,0.63226539,0.57111469,0.62266096,0.61344288,0.80696329,0.83151621,0.59842697,0.78697928
67,1,0.78073744,0.70616021,0.57590295,0.5814712,0.94105497,0.55747689,0.84710918,0.6796437,0.636291,0.64527091,0.71702953,0.56297499,0.68112334,0.85229837,0.6906861,0.6337619,0.69731427,0.50473579,0.72621281,0.79019398,0.65511935,0.67330084,0.59022353,0.92081568,0.6501496,0.96004932,0.68074584,0.79384346,0.80782512,0.65397162,0.70134259,0.81806512,0.60773749,0.66505877,0.68648117,0.70223514,0.69698178,0.60531163,0.56718583,0.61202003,0.67716294,0.80297287,0.83871202,0.61050562,0.77507708
67,2,0.82058347,0.71701972,0.55937611,0.57184824,0.89640928,0.53124369,0.83454954,0.65519139,0.60120782,0.59313742,0.72706832,0.54148028,0.63744972,0.81623708,0.65020077,0.58379038,0.66867108,0.52334813,0.73555449,0.77094361,0.60980152,0.66121312,0.58987964,0.8689089,0.5998504,0.93933416,0.66042747,0.79440314,0.79891395,0.64699642,0.66093524,0.78973901,0.60218498,0.63523089,0.71815947,0.6013679,0.76780182,0.56190414,0.57080082,0.59527473,0.72470798,0.76486433,0.82104957,0.59760835,0.74309887
68,0,0.82909238,0.59633958,0.46930484,0.54103531,0.7587067,0.41466636,0.77904855,0.57860164,0.50466444,0.43026177,0.64294197,0.52285354,0.57662998,0.69668607,0.57950419,0.54932867,0.66186257,0.47767912,0.87948039,0.67959066,0.44699659,0.58564094,0.53465979,0.67227225,0.45897593,0.80619811,0.56903058,0.72352352,0.68016337,0.50328869,0.52031429,0.72783304,0.52550709,0.50022742,0.73104906,0.50555208,0.77797267,0.44615085,0.48589179,0.50855774,0.75889923,0.64530128,0.65883123,0.51911717,0.66820105
68,1,0.68635332,0.44139274,0.39113519,0.47922584,0.61133619,0.30125068,0.75350828,0.46113194,0.3803459,0.42748354,0.46854564,0.52475349,0.53271347,0.52120204,0.50506285,0.58350557,0.69755145,0.36761557,0.92951648,0.51752425,0.32322287,0.45413802,0.40245149,0.4913577,0.29529444,0.60013975,0.49771955,0.55277755,0.37684025,0.35818194,0.38570448,0.63766896,0.46236197,0.46151821,0.65208927,0.51653107,0.63998861,0.37951229,0.39022437,0.3722073,0.6235003,0.54958101,0.47933566,0.41957464,0.58452714
68,2,0.57005673,0.34840516,0.35475319,0.41561275,0.60224023,0.25051659,0.72221443,0.40711444,0.34960993,0.46816094,0.31625366,0.51788721,0.52426565,0.40766124,0.49100035,0.61009846,0.72086502,0.32557674,0.92606848,0.43343745,0.28002098,0.40221913,0.29384918,0.45940148,0.23395893,0.42937115,0.49594885,0.4259711,0.33564467,0.28459753,0.37428484,0.63828105,0.45576788,0.52705097,0.50911415,0.54531068,0.53322323,0.38503794,0.36365309,0.37169195,0.47800436,0.48617817,0.40775549,0.36608347,0.55168854
69,0,0.48248784,0.31546141,0.34220886,0.40814982,0.68624086,0.23970325,0.67321078,0.43217434,0.39157816,0.55622337,0.25000396,0.48593074,0.50104744,0.34279606,0.48725559,0.61760924,0.74968957,0.41384173,0.88124449,0.40781687,0.28775028,0.39227221,0.27780398,0.5585452,0.32163743,0.38395397,0.46776069,0.33176009,0.44838021,0.30747248,0.51967351,0.64295673,0.5035085,0.68780073,0.46122309,0.59549397,0.48392938,0.4469356,0.40012772,0.42576033,0.41092853,0.49050279,0.46824393,0.30886838,0.52506632
69,1,0.49781199,0.31409788,0.34106116,0.43774233,0.7319749,0.2467024,0.6490668,0.50189726,0.45144045,0.63295146,0.27738105,0.45419072,0.48508539,0.34897256,0.47513966,0.66854911,0.76887339,0.54889876,0.83321305,0.44091731,0.31641165,0.38118528,0.30411692,0.65875706,0.39822521,0.40909166,0.46943302,0.33231142,0.51574306,0.37083278,0.62720269,0.67024569,0.54085676,0.76720609,0.43412644,0.64999553,0.4997836,0.52654517,0.48035024,0.49221892,0.42162938,0.5285814,0.56258904,0.28589085,0.52480103
69,2,0.49773906,0.30211022,0.34743088,0.47582378,0.70841277,0.26135322,0.6217794,0.53746948,0.48017906,0.66067851,0.27918613,0.42946128,0.47627324,0.36663499,0.46255237,0.69312393,0.77220788,0.63795595,0.7669393,0.46342265,0.32865262,0.35260639,0.31057725,0.68323623,0.41787026,0.41377723,0.48553032,0.33570295,0.53233083,0.37853733,0.66259059,0.6882683,0.54513274,0.77833768,0.43898338,0.65206974,0.53277904,0.5538686,0.53288669,0.49204471,0.44810929,0.53486632,0.6055386,0.28333066,0.51912239
70,0,0.47837115,0.28418148,0.34336803,0.50346146,0.64288211,0.26484114,0.57197586,0.54000298,0.4825994,0.6234324,0.28548808,0.40648749,0.45516509,0.38502197,0.43293471,0.68119456,0.75023369,0.6844694,0.66438136,0.46728588,0.32756842,0.3318075,0.31812822,0.65780367,0.40871073,0.41422935,0.50971204,0.34361373,0.52219437,0.37471158,0.66176673,0.69483125,0.52928185,0.75344122,0.44884475,0.60072418,0.536082,0.54939361,0.55083177,0.46049938,0.4561275,0.50902833,0.59002762,0.26853933,0.47170718
70,1,0.44801459,0.2828423,0.33534563,0.47961465,0.60746743,0.26125223,0.53391805,0.55199413,0.44588307,0.54923903,0.305439,0.39137807,0.41883871,0.40319515,0.39577514,0.6482464,0.69547262,0.67959432,0.58363403,0.45247411,0.32376497,0.33530589,0.32722181,0.58287429,0.36769346,0.4275709,0.52179395,0.35951048,0.49833844,0.37402864,0.62793501,0.67918048,0.50213016,0.71822708,0.46222594,0.54050961,0.50954442,0.51928141,0.53380667,0.42080279,0.4377846,0.45840982,0.55037796,0.25334671,0.38640568
70,2,0.42640194,0.29680221,0.33568994,0.4595371,0.59234986,0.26101919,0.50678501,0.56304525,0.39563164,0.51418451,0.34178608,0.39460077,0.38520683,0.41952726,0.3648743,0.63263895,0.6661458,0.64654827,0.5460348,0.43643761,0.329151,0.34643634,0.32575289,0.53227401,0.31687746,0.44456227,0.52986943,0.37819731,0.47939293,0.37203952,0.57397208,0.65153447,0.46795364,0.71109329,0.47075017,0.5032633,0.48951025,0.48834555,0.50126092,0.38834289,0.4132944,0.4197077,0.49256433,0.24743981,0.35614828
71,0,0.42615073,0.31936531,0.33189106,0.44862892,0.57873371,0.25221782,0.48038872,0.5667366,0.33297302,0.48722121,0.38713483,0.39536436,0.35398861,0.4278893,0.34098289,0.61813003,0.6729264,0.59982589,0.49175688,0.42178202,0.32663286,0.34138891,0.31052321,0.50022069,0.26509588,0.47653103,0.54585047,0.39928995,0.45981621,0.36938072,0.52425814,0.613772,0.43554703,0.7108539,0.46938354,0.46027716,0.47761959,0.44666321,0.45311874,0.35369093,0.39826767,0.38392857,0.44775403,0.23813804,0.32971965
71,1,0.45253647,0.333869,0.31938116,0.44265641,0.54827614,0.23442088,0.44061886,0.56234595,0.29346038,0.47040788,0.44735967,0.38574435,0.31802657,0.42509799,0.3256023,0.57729677,0.70465295,0.56092975,0.43120038,0.40220286,0.30611174,0.3328605,0.28249079,0.45386653,0.25497076,0.50362515,0.5540601,0.40744299,0.44230948,0.36385758,0.49347776,0.5799966,0.40341452,0.71284083,0.44995576,0.42239607,0.48379271,0.39721123,0.40580996,0.33291718,0.3897941,0.33626297,0.41980666,0.22752809,0.31107765
71,2,0.46707455,0.33937992,0.29619768,0.42622933,0.5071735,0.20782257,0.39723548,0.53111852,0.26487452,0.47051857,0.48022326,0.37363516,0.28126755,0.40083145,0.30068959,0.48615022,0.74023021,0.53095673,0.38400289,0.36870787,0.27542188,0.32504569,0.257352,0.42703037,0.25859513,0.51799425,0.54381148,0.40948125,0.42818157,0.35255934,0.4596079,0.54850803,0.3704832,0.7028224,0.4110117,0.39065713,0.49069476,0.3668461,0.37346985,0.31601219,0.39725797,0.29497706,0.40058148,0.21312199,0.29471571
72,0,0.47166126,0.33059817,0.25904672,0.39391518,0.4307674,0.17761206,0.39205024,0.44575896,0.24349093,0.47680558,0.49208297,0.34650673,0.25577989,0.36661124,0.2851257,0.37967288,0.75483781,0.50497954,0.33026221,0.31878185,0.23582233,0.30931164,0.23796119,0.4138065,0.24694002,0.50516235,0.49818458,0.39743547,0.40686902,0.31891659,0.4210161,0.52358242,0.32325946,0.66656692,0.36800708,0.36205633,0.47968109,0.34179908,0.35527583,0.30434057,0.40478123,0.24256285,0.3549135,0.19743178,0.25675773
72,1,0.42273906,0.31124097,0.18290849,0.35396529,0.34079282,0.12304047,0.43905417,0.31194186,0.20275637,0.44661022,0.47641517,0.33933983,0.2186945,0.32548996,0.31363478,0.24089836,0.68598535,0.46298424,0.28425948,0.27346704,0.16903034,0.25670525,0.20291329,0.33561088,0.18974568,0.44406083,0.43358075,0.35631109,0.33518054,0.23736905,0.33744756,0.51698546,0.25021537,0.59217676,0.30500442,0.30647295,0.38917995,0.27750178,0.3024688,0.31098207,0.37237181,0.1827514,0.28930804,0.17617175,0.19333907
72,2,0.35536467,0.28470092,0.16454534,0.38228338,0.26607086,0.10824206,0.5183904,0.2080797,0.18468606,0.33394211,0.44435912,0.38016474,0.23881594,0.30798195,0.36188897,0.18964114,0.47348448,0.40115783,0.26172721,0.27442874,0.15266241,0.22570708,0.14978629,0.22604167,0.13177615,0.30935471,0.3747183,0.32420015,0.25830317,0.2125116,0.20511862,0.55160248,0.19016368,0.49211213,0.25143054,0.21207868,0.30730068,0.21321097,0.22782029,0.34696959,0.33078598,0.23224262,0.22977177,0.17605939,0.1420879
73,0,0.29579417,0.30774288,0.23977689,0.46027152,0.27813791,0.1673425,0.66349986,0.1927755,0.29880628,0.24715258,0.41838334,0.41481481,0.3993093,0.39319397,0.44325244,0.20871511,0.45277991,0.30782624,0.27867052,0.39072826,0.21824779,0.27759116,0.13329403,0.27117761,0.12373181,0.19365393,0.39540333,0.32567872,0.30062193,0.3380122,0.26672515,0.58792825,0.20429164,0.42353913,0.23914069,0.2541797,0.45249431,0.22535184,0.27515071,0.38788561,0.30098,0.43862729,0.25199884,0.21484751,0.18863555
73,1,0.33492707,0.36183751,0.35680757,0.52435982,0.34131713,0.27033326,0.79181869,0.19885133,0.44269903,0.20736067,0.42128098,0.44332011,0.54189753,0.49574771,0.52238128,0.27375702,0.62350889,0.29242622,0.30653516,0.52436298,0.33931101,0.37072492,0.18093343,0.4455685,0.1878281,0.21547061,0.48658558,0.36561691,0.40274761,0.43453786,0.36379587,0.65184902,0.27470436,0.44138558,0.29720775,0.41145284,0.60894077,0.32909397,0.42381999,0.47111853,0.31602653,0.66250998,0.27639919,0.27343499,0.27061017
73,2,0.34743922,0.39270351,0.42804513,0.54792582,0.49726724,0.35119242,0.81427168,0.24870745,0.51378184,0.24881288,0.41507402,0.47178932,0.62421252,0.58474878,0.59033694,0.33477093,0.68128357,0.32037085,0.34736589,0.61149104,0.42852147,0.47484118,0.22828789,0.64683969,0.22319461,0.26774353,0.56540869,0.38970011,0.49097744,0.50826813,0.45066748,0.67836436,0.35794502,0.50277691,0.34172648,0.55109522,0.71835991,0.4463973,0.53997597,0.506206,0.34913878,0.8127494,0.29657654,0.32575441,0.35895175
74,0,0.3441248,0.38031004,0.45895261,0.5348684,0.59733874,0.3856366,0.7565254,0.28742076,0.52735219,0.33333333,0.3973953,0.48232924,0.63578748,0.62254425,0.62760999,0.39719261,0.67447506,0.33113084,0.37200706,0.64919448,0.47608639,0.53071969,0.26254483,0.71877648,0.25318237,0.28359227,0.62176713,0.42151867,0.55329063,0.5210118,0.50311237,0.65844597,0.4240426,0.54303019,0.37156622,0.61193563,0.70776765,0.50307413,0.5590575,0.51556943,0.37148089,0.86397646,0.29824829,0.34673355,0.40542052
74,1,0.34642626,0.35501177,0.4638418,0.53982569,0.65660947,0.3898392,0.70256806,0.36441173,0.52832738,0.43673695,0.37741271,0.48855219,0.64729412,0.6109633,0.64238827,0.46756449,0.68658528,0.32215548,0.37029108,0.68318264,0.47780012,0.55628753,0.28836649,0.7231197,0.3243846,0.29377723,0.64794312,0.48435386,0.61824004,0.51887681,0.53562438,0.63909717,0.4746887,0.59167405,0.3619998,0.63315154,0.63515945,0.54578766,0.57771693,0.49414241,0.37511384,0.87938947,0.2849106,0.35747994,0.52174661
74,2,0.35161264,0.34454996,0.46093813,0.58015358,0.69722752,0.38102229,0.7108476,0.45859843,0.53822023,0.52198794,0.39661943,0.49613997,0.68598861,0.61741299,0.64392458,0.50299455,0.69764911,0.31934361,0.36302622,0.72514384,0.45671068,0.56721782,0.3105576,0.69495056,0.39364885,0.32266338,0.65935432,0.56550831,0.68776571,0.52730407,0.56137768,0.62996685,0.50651578,0.64465085,0.35836201,0.63583371,0.65118451,0.57004345,0.57572543,0.50268564,0.38240942,0.88083599,0.34638756,0.39517657,0.57307665
75,0,0.37448947,0.38681114,0.46617163,0.62517955,0.73186368,0.37941428,0.75849004,0.53421375,0.57689867,0.58232332,0.45252157,0.49024772,0.71747249,0.6563131,0.64263268,0.51505411,0.69799791,0.37948115,0.37446877,0.76034851,0.44488939,0.57201288,0.34058954,0.65729167,0.45192438,0.38237567,0.67262565,0.63966252,0.73960828,0.53964991,0.59226486,0.64044887,0.52998669,0.69627511,0.42005702,0.63394725,0.71594533,0.59734743,0.57795504,0.53778762,0.42116413,0.87559856,0.41574357,0.45399679,0.57687675
75,1,0.4460778,0.46406136,0.47957673,0.66506464,0.77132189,0.39279888,0.82472635,0.56194472,0.63804164,0.59697825,0.5207822,0.48421717,0.74097913,0.72817437,0.65868541,0.50206689,0.69096617,0.4589536,0.40813086,0.78849252,0.45929002,0.57304847,0.37984279,0.61445975,0.50756834,0.46533498,0.68686282,0.70128644,0.77507658,0.54093622,0.63251964,0.66199949,0.55045031,0.721004,0.49110215,0.63750559,0.82883827,0.63194111,0.64837163,0.59086158,0.49054643,0.87051077,0.47326646,0.52679775,0.5474654
75,2,0.49342788,0.52082623,0.49571335,0.69613677,0.80560852,0.41395168,0.85384507,0.55929658,0.6446917,0.59394543,0.57249624,0.47111592,0.74702846,0.76719325,0.6890625,0.46871999,0.68062783,0.52629059,0.45981076,0.77014631,0.48991868,0.57990601,0.42104151,0.60952507,0.52047464,0.53961365,0.69065462,0.712689,0.78318017,0.50718075,0.66388741,0.67256652,0.56263607,0.70866349,0.54045817,0.63821189,0.85509112,0.65088527,0.65987683,0.63236554,0.53808157,0.85789106,0.49420701,0.57291332,0.5094644
76,0,0.46756078,0.51632173,0.49140949,0.70785498,0.8323006,0.41164453,0.80718496,0.55341564,0.5864273,0.59681222,0.58084079,0.45666186,0.69837571,0.7654472,0.710728,0.40690862,0.64440879,0.54082006,0.52442467,0.68607595,0.49617907,0.57645984,0.43538688,0.56598694,0.48668571,0.52837649,0.66412985,0.64469969,0.74413812,0.47075985,0.67442978,0.64855054,0.56059989,0.66473559,0.49808278,0.62894949,0.73415718,0.65393346,0.62342385,0.62486027,0.53127104,0.78242219,0.44781218,0.57736758,0.44324944
76,1,0.39463533,0.46042529,0.45912477,0.68107051,0.82229107,0.38265362,0.69296239,0.55301441,0.52405066,0.58994964,0.53713879,0.45075156,0.59973435,0.6864592,0.72553247,0.35605826,0.47232647,0.51676678,0.58391468,0.54792043,0.47902422,0.57145592,0.44,0.46239407,0.45593635,0.471418,0.61769809,0.5811461,0.68527801,0.46682138,0.68568922,0.5489501,0.51728405,0.61945515,0.37261823,0.60910148,0.49783599,0.65542512,0.59499096,0.55022864,0.48718076,0.64819433,0.35363425,0.57200642,0.36209938
76,2,0.3028363,0.37951465,0.42454465,0.64753594,0.77023356,0.35824594,0.61643278,0.57473834,0.45403703,0.59735459,0.45743805,0.46121934,0.55268311,0.57443877,0.72789804,0.4037676,0.51559121,0.47805345,0.64113543,0.34579155,0.4593862,0.59233313,0.44749693,0.44099576,0.47613899,0.41240444,0.60356823,0.58877287,0.65022742,0.49153958,0.68187505,0.42257077,0.44162425,0.59870012,0.30868155,0.59812249,0.42318907,0.65808418,0.58530408,0.45515715,0.43483469,0.48328512,0.28814508,0.57760835,0.35317273
77,0,0.25576985,0.3236101,0.44044026,0.65041959,0.75654592,0.38421502,0.65112265,0.64048331,0.45489473,0.67480215,0.46731059,0.48036316,0.5816926,0.4864592,0.74866446,0.49976402,0.56761772,0.49439366,0.72557934,0.36836265,0.46743901,0.64260726,0.49511177,0.54274364,0.53134775,0.40254829,0.60561617,0.65933506,0.69151583,0.53226363,0.64644138,0.35357477,0.458736,0.6452972,0.32841412,0.61332141,0.4014123,0.6531552,0.56286732,0.45754518,0.42077806,0.45095271,0.32950283,0.60400482,0.44522119
77,1,0.34363857,0.30896031,0.50321929,0.69219471,0.81553861,0.45405111,0.71281224,0.75711616,0.55478663,0.77392219,0.56986779,0.50514069,0.68138899,0.50263689,0.80536837,0.62298804,0.62899198,0.55236354,0.79131585,0.49213382,0.5158608,0.71424593,0.59189388,0.7175053,0.57097103,0.49757501,0.62133786,0.74253613,0.77699805,0.60212173,0.63665421,0.36160843,0.57594173,0.77357384,0.37397503,0.67654001,0.44192483,0.63935404,0.54980356,0.56990637,0.47316373,0.51097366,0.42043902,0.66021669,0.61410339
77,2,0.42494327,0.31021021,0.56240603,0.70044605,0.84215126,0.52925503,0.73386191,0.81202783,0.63015791,0.85695943,0.62680706,0.54273088,0.72195066,0.53512294,0.86097242,0.6925299,0.66484827,0.58298947,0.82246813,0.57160118,0.56967736,0.76094335,0.64333088,0.79866702,0.58029376,0.54951089,0.63599535,0.7672709,0.81797085,0.62377669,0.66148448,0.38292102,0.67124285,0.83255931,0.38891948,0.73895396,0.47218679,0.62405474,0.56875521,0.63087029,0.50418729,0.5870411,0.50816979,0.70075441,0.74187997
78,0,0.46729335,0.30200471,0.60391824,0.67349958,0.85104862,0.58600171,0.70425203,0.81570772,0.65655842,0.86615751,0.65551421,0.5492785,0.70121442,0.57201568,0.88730796,0.72658475,0.69089641,0.58947506,0.79874108,0.61546112,0.61350879,0.77129058,0.64539425,0.80695621,0.54906841,0.55447596,0.6379628,0.72770863,0.81148241,0.60889139,0.68217255,0.40545779,0.74189052,0.84835899,0.38755285,0.80423782,0.49028474,0.60326221,0.60020781,0.64760107,0.51282914,0.62634677,0.56309057,0.70441413,0.77586578
78,1,0.46625608,0.28935963,0.60506594,0.56946139,0.81927232,0.59756079,0.63061325,0.75071935,0.63159131,0.74651613,0.66902066,0.52672559,0.63701708,0.61014372,0.86727479,0.73717959,0.70077433,0.56235745,0.70964638,0.56925037,0.62773455,0.75651379,0.5724392,0.73801201,0.45758874,0.49151665,0.61816312,0.67392866,0.75860949,0.47943244,0.7110611,0.44116297,0.7058736,0.80726785,0.3748599,0.84799285,0.51849658,0.56670342,0.60441808,0.61074254,0.53796278,0.61587191,0.60191162,0.68165329,0.73937047
78,2,0.43149109,0.28887266,0.56812156,0.48359992,0.78845726,0.56199021,0.54670222,0.70892229,0.61842043,0.69639714,0.68545642,0.51386484,0.63374573,0.62948094,0.80795216,0.71122142,0.68399023,0.50820928,0.63226686,0.52238205,0.60984524,0.73412236,0.5244903,0.72352578,0.37126343,0.4156268,0.60568771,0.68604962,0.73602525,0.40874552,0.74603707,0.47475134,0.67867492,0.75544012,0.38209616,0.86850246,0.55243736,0.5554381,0.59330252,0.58744284,0.56578895,0.60210495,0.61496584,0.65931782,0.70022944
79,0,0.38371151,0.30843276,0.54787619,0.47517577,0.80036543,0.54383594,0.5443657,0.65982277,0.62962919,0.69499142,0.72991845,0.50051106,0.71019355,0.62343509,0.75686976,0.69640329,0.6713917,0.4542004,0.61790554,0.5578744,0.60132028,0.71349752,0.54330631,0.78588453,0.33529172,0.42088779,0.60419424,0.74872609,0.76951638,0.3905185,0.77473491,0.52917623,0.6692145,0.72381682,0.42247567,0.8737595,0.59144647,0.54355017,0.58434081,0.6587138,0.60332607,0.60764166,0.62729321,0.63628411,0.64575894
79,1,0.38407618,0.3334145,0.53962424,0.53202795,0.85065141,0.5458479,0.61335953,0.66194358,0.68298242,0.72806464,0.79653234,0.50438312,0.80796964,0.58695807,0.77226781,0.68364391,0.67546564,0.4754331,0.68710609,0.65257274,0.62629186,0.71299278,0.62033898,0.88190325,0.33229294,0.49731196,0.64393668,0.82584579,0.83960828,0.47220528,0.78777939,0.58269149,0.66941029,0.75862399,0.50534854,0.85505588,0.64431663,0.49812569,0.57931878,0.7611962,0.61201742,0.63781923,0.65255851,0.61530498,0.6594895
79,2,0.40563209,0.34558072,0.54846151,0.60063073,0.88854465,0.56388565,0.63614931,0.68833328,0.76348811,0.73579058,0.84981395,0.53704906,0.87263757,0.56333294,0.80531599,0.61120514,0.67641437,0.51896056,0.73186593,0.74801907,0.64752995,0.74141502,0.7021862,0.94226695,0.33669251,0.56444718,0.69797889,0.90134492,0.88128655,0.54381382,0.78976276,0.60969991,0.69749393,0.81991957,0.5737194,0.83746089,0.69528474,0.44392632,0.56073512,0.85526602,0.60596912,0.66874501,0.69115424,0.59628411,0.71472718
80,0,0.41650729,0.32925087,0.57484707,0.65012798,0.9005402,0.59048396,0.63998737,0.69422568,0.81150719,0.6688804,0.88544058,0.55446128,0.87081594,0.54419765,0.78825943,0.5186671,0.67012208,0.52904153,0.68774757,0.79428736,0.66861939,0.76193543,0.75612872,0.94800494,0.33958248,0.58448007,0.73547666,0.94528444,0.86965562,0.56459356,0.76313983,0.59473774,0.73196022,0.86448184,0.6226723,0.83126509,0.73056948,0.35707893,0.54206488,0.8834289,0.56519501,0.68695132,0.72517081,0.55386838,0.74367247
80,1,0.41224473,0.29372616,0.62610322,0.71931397,0.88004449,0.6303115,0.66890963,0.56137153,0.76427531,0.49220211,0.8464888,0.57404401,0.7827704,0.51709229,0.70236557,0.35338921,0.65130101,0.49430661,0.53055088,0.79882459,0.70299904,0.76575581,0.75155981,0.88629944,0.30159119,0.49596383,0.78553926,0.97569125,0.75565766,0.48637449,0.57168358,0.56177846,0.6483828,0.9507457,0.70795399,0.79825659,0.77734624,0.24824567,0.5411016,0.84176526,0.514314,0.71648045,0.7517081,0.45868379,0.76202768
80,2,0.40362237,0.35385926,0.59941927,0.74785886,0.84103908,0.56870193,0.76269997,0.29661474,0.69101889,0.34950468,0.73517536,0.5585558,0.72248956,0.51942036,0.6695618,0.28968997,0.61077084,0.40199356,0.33612381,0.77857143,0.64947102,0.75372901,0.74183247,0.86655191,0.26799946,0.30301685,0.80493651,0.94144182,0.68336582,0.47949211,0.52066519,0.6062229,0.61151226,0.99382376,0.72123685,0.73617345,0.85231207,0.17553019,0.57396123,0.75560717,0.51949119,0.75818037,0.71463149,0.44467095,0.76575608
