,,pid5667203-03,pid58917-01,pid610003b-11,pid9048b-11,pid9050b-07,pid9054b-07,pid9055b-07,pid9058b-07,pid9059b-11,pid9062b-10,pid9063b-11,pid9064-18,pid9065-23,pid9068-16,pid9072b-11,pid9073b-11,pid9079-06,pid9081-07,pid9085-21,pid9090-18,pid9093b-13,pid9094b-07,pid9099b-11,pid9101c-01,pid9111b-09,pid9115-09,pid9118b-11,pid9133-07,pid9138b-07,pid9139b-07,pid9149-12,pid9153b-07,pid9157-10,pid9158-09,pid9174b-07,pid917506-05,pid9179-09,pid918807-12,pid918821-09,pid918824-05,pid9192b-07
55,1,0.69115323,0.37764473,0.8462953,0.65160725,0.81349468,0.72224622,0.58335822,0.59319658,0.61666375,0.65169398,0.53128302,0.56474507,0.77668393,0.54197825,0.62803462,0.8625853,0.49801558,0.81021535,0.9997341,0.77174051,0.57167675,0.68648849,0.6082127,0.71269186,0.90210795,0.79261738,0.64980941,0.75900413,0.64157487,0.58391815,0.7054911,0.65201056,0.89431268,0.6975,0.61675215,0.65365105,0.70737276,0.72780806,0.55712675,0.57609832,0.7941785
55,2,0.70717108,0.4057065,0.8713618,0.69359049,0.83909971,0.75615551,0.62639695,0.63083761,0.67226207,0.66960003,0.54391698,0.60249381,0.74690549,0.54201549,0.66364948,0.88898706,0.52206135,0.84025482,0.98717011,0.80407606,0.58499086,0.66828137,0.64803545,0.74998459,0.87639732,0.82803197,0.67394224,0.77745745,0.71660446,0.61531021,0.71496299,0.65555653,0.92715344,0.73111782,0.64660821,0.69264335,0.68777709,0.75819544,0.63412788,0.57707567,0.81034543
56,0,0.72698668,0.430275,0.8916996,0.72665108,0.86102614,0.80071994,0.68527128,0.67752991,0.7335112,0.67299217,0.53864906,0.63698864,0.69708216,0.53943095,0.693141,0.90740203,0.54700132,0.8690587,0.97427375,0.81006278,0.5946406,0.67203972,0.67888479,0.77088085,0.82297988,0.86170829,0.69632514,0.80469238,0.78262176,0.65089362,0.72964593,0.65342719,0.94713821,0.78814199,0.6717323,0.7163019,0.65797349,0.7509344,0.70988082,0.58526224,0.829239
56,1,0.74037758,0.44965728,0.8986613,0.7414962,0.86835431,0.85665947,0.74479611,0.72879487,0.78180546,0.65981288,0.52443774,0.68139892,0.61591369,0.50652465,0.73011179,0.90671611,0.57583664,0.90551687,0.968025,0.78531526,0.59148966,0.71766889,0.69557607,0.77722986,0.74973651,0.90255744,0.71328188,0.83176788,0.8295949,0.68679943,0.73652731,0.64505059,0.93904281,0.84335347,0.69736102,0.72475626,0.62376973,0.70246253,0.76183766,0.59830656,0.84989479
56,2,0.73949949,0.45545462,0.89342907,0.74237288,0.86198451,0.88509719,0.79580063,0.76276068,0.79361442,0.63056262,0.51487547,0.71075241,0.57441276,0.47441531,0.76033177,0.88959159,0.59625655,0.92865625,0.95792063,0.7430989,0.57371642,0.7643931,0.696226,0.76391543,0.68806292,0.91854146,0.72857007,0.85347611,0.85284479,0.70531655,0.72015403,0.6241619,0.92287616,0.87228097,0.72427201,0.72550624,0.58778152,0.58350204,0.79287325,0.60499323,0.85816237
57,0,0.71108591,0.44224957,0.85982464,0.71258523,0.82732817,0.87890569,0.83776233,0.76352991,0.7758485,0.59089961,0.50308679,0.70948843,0.55229005,0.51151497,0.76927515,0.84534452,0.60654613,0.92461247,0.92454962,0.66472568,0.52102968,0.80472346,0.66464549,0.71176724,0.64800383,0.91360639,0.74395323,0.86096903,0.85156122,0.69942718,0.67258452,0.60392433,0.8960405,0.88300604,0.74176042,0.71575646,0.55427602,0.42892739,0.79403286,0.57769499,0.85480449
57,1,0.66527148,0.39973573,0.7892225,0.65602961,0.75304937,0.84910007,0.84836205,0.72173504,0.74640483,0.53381713,0.4878717,0.68279102,0.54401209,0.58077611,0.7406419,0.77459107,0.60137684,0.87854232,0.87994416,0.57378764,0.46848361,0.81356719,0.60774742,0.63274364,0.63262536,0.8827972,0.75236377,0.83827769,0.81756941,0.66155466,0.58582717,0.58138143,0.86237812,0.86993958,0.71556089,0.70212041,0.50362431,0.30586918,0.7703656,0.49941939,0.84719446
57,2,0.59675838,0.35760178,0.71345381,0.57747906,0.6686544,0.82015839,0.82533911,0.66198291,0.72959237,0.48659132,0.47071698,0.65246392,0.53655637,0.60770892,0.6888352,0.70195426,0.57630212,0.80573831,0.83380975,0.49902648,0.43169925,0.77522272,0.55799114,0.56588794,0.61241616,0.84573427,0.73946308,0.80224788,0.78840237,0.61133381,0.48777756,0.54601848,0.84002513,0.8444864,0.68471211,0.69230245,0.47022965,0.27146194,0.74556289,0.43980066,0.84307382
58,0,0.53041124,0.31224709,0.62885165,0.48653809,0.58189739,0.79308855,0.77327888,0.5922735,0.72135234,0.4657658,0.45853585,0.62629601,0.53236739,0.581655,0.63160476,0.61219294,0.53458033,0.72837703,0.79352523,0.43790374,0.40481784,0.72144581,0.50999261,0.49350305,0.58142766,0.79278721,0.70309427,0.75201605,0.75887119,0.54568023,0.39511902,0.47968324,0.81972621,0.81586103,0.65070318,0.67724143,0.44377328,0.25926611,0.72264455,0.3821947,0.84234613
58,1,0.44086785,0.26282104,0.48783344,0.378872,0.42594385,0.75507559,0.67171771,0.51723077,0.71670749,0.47040914,0.45304906,0.60734478,0.53143403,0.47097423,0.57866571,0.45124801,0.45138174,0.60704772,0.76314565,0.39157492,0.37918835,0.66100594,0.4929099,0.41677865,0.52217343,0.70223776,0.65111168,0.67100211,0.73032317,0.46718396,0.26872374,0.37069072,0.79160978,0.77364048,0.62708471,0.65678735,0.42211607,0.23724937,0.70414721,0.31666344,0.84164475
58,2,0.40450754,0.24404988,0.40168788,0.30396454,0.32334947,0.70814255,0.60391785,0.50295726,0.70855493,0.47573369,0.44443774,0.60186182,0.5323785,0.36523909,0.5589542,0.33728217,0.40515214,0.50831221,0.74054377,0.38267674,0.35275707,0.60824981,0.49085672,0.34729088,0.46509103,0.63844156,0.61059186,0.6075381,0.71005007,0.40539931,0.21754351,0.28293005,0.75260684,0.73441088,0.6047816,0.63066067,0.39276689,0.18847576,0.68792881,0.29852913,0.82824829
59,0,0.42438899,0.24398381,0.34604902,0.24344438,0.25168441,0.65949604,0.5370244,0.49186325,0.69120014,0.46846283,0.41489057,0.59559313,0.54052312,0.3643453,0.53291021,0.2654359,0.3365182,0.46400719,0.71189257,0.39573287,0.33297229,0.54970304,0.48800591,0.31351785,0.37864899,0.57220779,0.59335024,0.5601759,0.68765589,0.3687412,0.23145629,0.23648922,0.7106074,0.69321752,0.57572799,0.58196632,0.34857688,0.14297255,0.66182155,0.32909812,0.79932492
59,1,0.45340992,0.25353043,0.30438828,0.25013637,0.2017909,0.61601152,0.53547816,0.48298291,0.66525542,0.46039955,0.38438491,0.58388419,0.55745683,0.41705646,0.51120087,0.21445761,0.29809153,0.46041272,0.68251014,0.4165772,0.31498804,0.52400705,0.48011817,0.33421685,0.38017407,0.5555045,0.59739273,0.55002591,0.66371416,0.36038001,0.26318264,0.24376595,0.66598601,0.65638973,0.54142952,0.53404241,0.317144,0.14143469,0.61877114,0.39630346,0.75377871
59,2,0.50300015,0.26723924,0.30198014,0.30490941,0.19777348,0.58694744,0.56532588,0.48082906,0.63923198,0.45774423,0.35836981,0.57140661,0.59191315,0.48558767,0.4944176,0.21515514,0.27612818,0.48417793,0.64279731,0.45693749,0.29715853,0.52118597,0.47401773,0.36546878,0.40915842,0.56884116,0.6130065,0.56575574,0.62664543,0.38243291,0.3215143,0.26924769,0.62310453,0.60253776,0.50458306,0.4613077,0.29015561,0.15521705,0.55905138,0.47065028,0.69338068
60,0,0.56602517,0.27159138,0.33284806,0.37705046,0.23076476,0.565018,0.58037238,0.49203419,0.61926172,0.45550597,0.36815849,0.55796396,0.62781395,0.53424698,0.48194014,0.25041562,0.27392327,0.52729548,0.61761617,0.51085434,0.29248136,0.52976986,0.4800517,0.38870123,0.44235069,0.62005994,0.645577,0.6045489,0.58624488,0.42243334,0.38842769,0.29145623,0.61150514,0.55252266,0.46754633,0.38742074,0.2827629,0.15662838,0.50988887,0.54462938,0.63557777
60,1,0.62392068,0.26380378,0.37853695,0.46841029,0.28413359,0.53734341,0.56446212,0.51,0.60013996,0.42988419,0.41193208,0.55137928,0.67905953,0.56053925,0.47386224,0.30067312,0.28318389,0.57495427,0.6041614,0.57591666,0.2993248,0.54569414,0.49206056,0.4059052,0.50595656,0.64509491,0.68191869,0.65517929,0.53338188,0.47707122,0.43180636,0.3091685,0.62670517,0.52350453,0.41340999,0.3015886,0.29859018,0.16465836,0.47837011,0.60551577,0.59624759
60,2,0.688497,0.24202659,0.44026183,0.55117865,0.3563698,0.51426926,0.53575542,0.52404274,0.56403954,0.39397478,0.46759245,0.5466735,0.71956043,0.57416952,0.45551388,0.36202146,0.30373855,0.60324465,0.6108356,0.65402602,0.32168378,0.55390683,0.51257755,0.42734389,0.54756468,0.70410589,0.73475589,0.69494228,0.47553937,0.54987157,0.47879576,0.30113506,0.6737431,0.5155136,0.36197055,0.24046499,0.33454513,0.19828694,0.45816557,0.6736017,0.56592144
61,0,0.76211035,0.23897927,0.49047145,0.62934931,0.41398838,0.55766019,0.51025849,0.50849573,0.51196641,0.37118906,0.50219623,0.53824409,0.755139,0.60224192,0.42667147,0.42571817,0.32715959,0.59669758,0.64678588,0.71372941,0.38255732,0.52867483,0.53328656,0.45772052,0.58992335,0.77669331,0.77070418,0.74947855,0.42344106,0.61005492,0.5079916,0.30177739,0.7426507,0.52304381,0.3288137,0.21242244,0.39685671,0.25913958,0.44097278,0.74295529,0.54928985
61,1,0.78406264,0.26811463,0.529735,0.67087473,0.45362052,0.60009359,0.49125576,0.46004274,0.46887684,0.40513826,0.5277283,0.51246904,0.76598369,0.64185908,0.39817526,0.46430357,0.33679994,0.56603229,0.68862594,0.73963243,0.44449993,0.50769302,0.53992614,0.48912655,0.62506388,0.80707293,0.76683804,0.7639197,0.41634046,0.63819063,0.50510102,0.30740871,0.76913597,0.54296828,0.33109696,0.2212927,0.42905435,0.33047499,0.42090514,0.76024773,0.54217955
61,2,0.80403922,0.30692047,0.55915803,0.69688291,0.48810261,0.64341973,0.4798136,0.40022222,0.40525717,0.4312049,0.55019623,0.4514476,0.77219494,0.68107404,0.36910206,0.49837823,0.34334117,0.51468276,0.7346274,0.73143481,0.4925306,0.50415739,0.54544313,0.51168711,0.67876078,0.81631369,0.75339474,0.76240518,0.40209376,0.6489699,0.46946389,0.3041443,0.79326511,0.55865559,0.36442753,0.24280357,0.43767734,0.43057232,0.39664197,0.76157345,0.54771173
62,0,0.81355188,0.3398051,0.59392274,0.71193259,0.52564376,0.67189345,0.43834243,0.3104188,0.30652554,0.44488468,0.56277736,0.38525066,0.77967288,0.6852525,0.33535521,0.54227653,0.34340242,0.44650021,0.81519644,0.71179147,0.54606133,0.50597624,0.56052437,0.54237194,0.72904823,0.80568432,0.74806354,0.73247333,0.36565316,0.6453589,0.39193839,0.27296964,0.80307625,0.58922205,0.42565354,0.27436422,0.42925386,0.50208293,0.35283459,0.7247726,0.59743118
62,1,0.80008781,0.38170782,0.63790405,0.7137444,0.56164569,0.71033117,0.34138799,0.25906838,0.21809832,0.49815796,0.54599245,0.38873516,0.80828463,0.6221585,0.22955644,0.59749817,0.33018521,0.36609005,0.91052317,0.68435993,0.60810241,0.51845768,0.58887001,0.56950009,0.77832162,0.74326673,0.74729031,0.64476359,0.33269914,0.61075347,0.29168834,0.26403872,0.77585394,0.61821752,0.4971542,0.34542851,0.39633579,0.57476153,0.30760187,0.64368105,0.64104857
62,2,0.77381824,0.40785366,0.66390096,0.70736411,0.57897386,0.71780418,0.31043124,0.25652137,0.23059832,0.54878981,0.52329057,0.44478606,0.82749617,0.55248026,0.19389831,0.62336515,0.30934882,0.32358227,0.9413016,0.64124284,0.6539035,0.5282758,0.60498523,0.60291561,0.78982753,0.6962038,0.72007814,0.58911134,0.33126081,0.57212866,0.23841768,0.31357677,0.7510965,0.63450906,0.52329583,0.46929843,0.36935849,0.58791123,0.2863263,0.57200503,0.67089251
63,0,0.72626957,0.42087703,0.68404173,0.68707384,0.59578896,0.72181425,0.38336035,0.29303419,0.28130686,0.58843892,0.51264151,0.51253736,0.85416343,0.48133472,0.2610458,0.64179174,0.30595571,0.32128759,0.95459682,0.60841598,0.66867351,0.54713252,0.61568685,0.63416138,0.8018205,0.65217782,0.67867656,0.56437406,0.39739645,0.53282679,0.25108022,0.37975363,0.74678298,0.6383006,0.52624917,0.58995705,0.35542649,0.59966907,0.3075455,0.52844978,0.68714712
63,1,0.68835797,0.43640268,0.70980877,0.67225794,0.6186544,0.71586033,0.52857874,0.36020513,0.37318055,0.6046628,0.52137358,0.56803314,0.86993044,0.46631163,0.38649116,0.65774207,0.31455485,0.34527745,0.94376122,0.59045583,0.67470812,0.58796399,0.61755539,0.66960488,0.80445545,0.63957043,0.64786956,0.5690505,0.49377333,0.50560457,0.29405881,0.4416278,0.80446576,0.63950906,0.52004467,0.65804868,0.35133667,0.63138992,0.36917378,0.47786917,0.70334911
63,2,0.64468023,0.46073169,0.72726775,0.66165011,0.63750242,0.69117351,0.6331684,0.4464188,0.44022043,0.60200748,0.54649057,0.63163379,0.88141959,0.48695814,0.48772449,0.66934443,0.32695134,0.38602009,0.92029515,0.58747157,0.66992545,0.62482368,0.61601182,0.7046169,0.8043756,0.63075924,0.61966711,0.5946779,0.61792444,0.48972047,0.34389878,0.48592169,0.86344139,0.64748489,0.52184811,0.71275653,0.3546174,0.65648238,0.45474311,0.43791368,0.71806067
64,0,0.57693546,0.51664052,0.7434351,0.62610559,0.6549274,0.65329734,0.72040821,0.56703419,0.52121239,0.57317429,0.59418868,0.69129729,0.88747528,0.52224788,0.57926433,0.6749131,0.33760841,0.43571681,0.90214718,0.61110909,0.63525109,0.68058649,0.6039291,0.76114159,0.80996487,0.61106893,0.56890541,0.61792722,0.70737369,0.48719492,0.41427285,0.50354597,0.88194,0.67833837,0.53532429,0.74902843,0.34820004,0.63259685,0.55992914,0.40932843,0.73286867
64,1,0.52764525,0.56637212,0.74561336,0.57593026,0.66041626,0.59862491,0.7959286,0.67151282,0.58586424,0.50706927,0.61941887,0.72852507,0.87343052,0.55029048,0.66787595,0.66689143,0.33825763,0.45853525,0.89277405,0.63530161,0.61145731,0.74533222,0.57516248,0.79732479,0.81723092,0.58803197,0.47268608,0.62495516,0.73927173,0.47865103,0.47076415,0.48307083,0.86984522,0.70633686,0.54127234,0.75850549,0.30606047,0.5857991,0.65272186,0.40440294,0.73475364
64,2,0.49136543,0.60504583,0.74399334,0.52549192,0.66334947,0.53061915,0.81494199,0.75360684,0.63235654,0.41742781,0.62916981,0.74853531,0.83277406,0.58181886,0.75434547,0.66218306,0.33367632,0.47658782,0.88931729,0.65224274,0.596202,0.81412398,0.54381093,0.81094742,0.82138294,0.57509491,0.39918879,0.63304593,0.75538462,0.46545369,0.52343469,0.43545974,0.84665853,0.71182779,0.54927201,0.73873321,0.27581353,0.50790345,0.72493155,0.4129282,0.73133439
65,0,0.45111957,0.65128417,0.74769312,0.47476135,0.67863504,0.45717063,0.80631505,0.8342906,0.69674598,0.32938511,0.63157736,0.75231019,0.73617191,0.63347982,0.85236206,0.67236709,0.33012396,0.52536988,0.88526225,0.68004731,0.6017513,0.88189495,0.51079025,0.80410528,0.81970616,0.58027972,0.39566179,0.65771678,0.77269914,0.45675934,0.58837768,0.39229212,0.80296751,0.71111782,0.56907677,0.67018477,0.2921839,0.40547985,0.80697375,0.43505903,0.7530861
65,1,0.43052832,0.70490544,0.77022013,0.47435223,0.72540174,0.4500288,0.79551271,0.90948718,0.7554846,0.30451405,0.63211321,0.73660432,0.65029223,0.69554596,0.89628561,0.71846263,0.34722426,0.59600757,0.88153959,0.71430261,0.63719932,0.9450631,0.53458641,0.78253097,0.80533376,0.63843157,0.53145136,0.69095668,0.77975421,0.4708272,0.64807962,0.42851738,0.78159322,0.72207704,0.60926539,0.58145497,0.39052802,0.36686782,0.88927364,0.4562125,0.81478169
65,2,0.41798624,0.72709555,0.79052508,0.51798169,0.76713456,0.47659467,0.80052465,0.94863248,0.78990553,0.31407877,0.62680755,0.71059868,0.60285784,0.74092805,0.91857194,0.76191916,0.36872213,0.62773196,0.87941235,0.73188063,0.66239274,0.97290275,0.57477105,0.75294335,0.78809486,0.68696304,0.62008763,0.69968514,0.7720437,0.50255242,0.69288858,0.47551254,0.80386163,0.73913897,0.64615321,0.50277494,0.46721493,0.36937901,0.95353519,0.4665957,0.85266526
66,0,0.40600029,0.72814436,0.80676905,0.55149036,0.79977735,0.52597552,0.80875704,0.9717094,0.81546536,0.32365739,0.61221887,0.66607738,0.58475744,0.76895576,0.92520736,0.79182022,0.38922779,0.64870503,0.88127368,0.73221727,0.68391476,0.98561618,0.61731905,0.71565062,0.7643245,0.72943057,0.69835994,0.69787833,0.75436504,0.53660974,0.72717544,0.52245491,0.85367858,0.75047583,0.66881205,0.42258812,0.52923834,0.40850691,0.9937188,0.47557577,0.86860424
66,1,0.38995317,0.67936246,0.82081286,0.58526203,0.82513069,0.5936933,0.81256398,0.96735043,0.83235654,0.33405625,0.57878491,0.60366385,0.57782395,0.78854461,0.91972593,0.8128742,0.41030918,0.6652813,0.8839992,0.68688017,0.70467014,0.98533779,0.66910635,0.64291438,0.72555893,0.78041958,0.78847484,0.68044798,0.72557123,0.56981805,0.76116223,0.57890893,0.91726979,0.74720544,0.6851092,0.31865412,0.60836363,0.49984427,1,0.48046255,0.86873575
66,2,0.37629153,0.61488975,0.83224055,0.61391974,0.84583737,0.65506839,0.80793593,0.93538462,0.83255773,0.34389901,0.54472453,0.54976514,0.58342408,0.79711008,0.90169492,0.83195182,0.42536381,0.6782952,0.87781692,0.6337003,0.71986215,0.96492205,0.71649188,0.57174382,0.67084797,0.82167832,0.82961868,0.66374832,0.7090305,0.59054907,0.77595519,0.59633964,0.97107403,0.72997734,0.6982131,0.25112838,0.65949193,0.59887094,0.9686745,0.47419199,0.84867614
67,0,0.36094688,0.53084483,0.84733518,0.623534,0.86100678,0.70688265,0.79114059,0.87897436,0.81339223,0.3544786,0.51683774,0.50351866,0.60209116,0.7911515,0.87212405,0.84298453,0.43331373,0.69132514,0.85827295,0.57440633,0.73210015,0.9299369,0.7549483,0.49294828,0.57892047,0.83240759,0.84645333,0.645295,0.70797451,0.60501456,0.76472294,0.59367356,1,0.71015861,0.71372435,0.21844958,0.70146524,0.69477321,0.90876148,0.45730598,0.79586183
67,1,0.34546319,0.43564291,0.85943059,0.61729008,0.86404647,0.74182865,0.73309802,0.77147009,0.75727782,0.3632648,0.49832453,0.46913485,0.63310296,0.76880679,0.81947349,0.83785763,0.4048704,0.7069707,0.80402845,0.48960058,0.74145449,0.86521901,0.77991137,0.43053689,0.40677898,0.84098901,0.84623628,0.61816636,0.72808375,0.607035,0.70484097,0.56483942,0.9839421,0.68137462,0.74095797,0.25572373,0.71748094,0.78951723,0.83314543,0.41828914,0.70798702
67,2,0.29948778,0.27793377,0.80841096,0.57619326,0.77374637,0.72534197,0.5992898,0.66149573,0.6381648,0.35814878,0.47875472,0.5084892,0.63502522,0.73376285,0.68147133,0.76620901,0.34584007,0.68310921,0.68915775,0.39020107,0.70994514,0.72539903,0.72652142,0.37312458,0.33946822,0.81453546,0.80971825,0.55147401,0.72862995,0.57240809,0.60834167,0.44714474,0.91544531,0.65134441,0.77581072,0.31829958,0.65281965,0.81541756,0.69193107,0.35056125,0.60611959
68,0,0.27678911,0.24710546,0.7658417,0.54863628,0.70982575,0.68069114,0.51938662,0.58933333,0.53555808,0.33983957,0.46363019,0.52968657,0.61540256,0.69460003,0.57984854,0.70903426,0.30569847,0.63183992,0.57624809,0.36418888,0.64270643,0.60851893,0.66582718,0.36172101,0.34897796,0.7531968,0.79251733,0.50651645,0.71853437,0.53563176,0.53424685,0.3791905,0.82368933,0.63481118,0.78170913,0.35959637,0.60302137,0.77714619,0.61355291,0.32309851,0.58697177
68,1,0.25690765,0.2438682,0.71543505,0.52523865,0.65060019,0.62856012,0.46678255,0.53140171,0.43180546,0.31959795,0.44076226,0.54926125,0.58466855,0.64969462,0.49619906,0.64938326,0.27089764,0.56413877,0.46918168,0.36692749,0.55057673,0.51347439,0.58855244,0.35953893,0.35681891,0.69213786,0.77766323,0.46752401,0.70568958,0.4886995,0.46858372,0.33324241,0.73103923,0.61595921,0.77448709,0.39302516,0.5413748,0.70558692,0.54522467,0.30373524,0.58235139
68,2,0.2484487,0.25988108,0.66914413,0.49611338,0.60437561,0.54593952,0.45159742,0.49821368,0.34995626,0.30890715,0.42109434,0.57073192,0.54474544,0.62103381,0.44291381,0.61901717,0.26075506,0.51431368,0.34822841,0.39874443,0.47993389,0.42499072,0.52200886,0.37900512,0.36258384,0.61014985,0.77448892,0.43328772,0.69705963,0.44544272,0.40545109,0.30595689,0.68013484,0.59878399,0.75186962,0.42534942,0.50326964,0.61491143,0.50412305,0.30197407,0.59452043
69,0,0.25551002,0.29140309,0.62765853,0.45715956,0.55153921,0.44269258,0.44799309,0.5082906,0.29714836,0.32091866,0.40255849,0.57718849,0.50672237,0.59953076,0.40611612,0.56011021,0.28956588,0.47937995,0.24595493,0.48796288,0.43169222,0.36984039,0.43198671,0.41726561,0.40698659,0.55335664,0.78245181,0.40388729,0.68367774,0.41034294,0.35725145,0.29797624,0.63387021,0.58791541,0.72143448,0.44021272,0.46943164,0.54194082,0.49171364,0.32812077,0.6482027
69,1,0.29364115,0.33893798,0.55081712,0.40135398,0.4910455,0.38588193,0.45089362,0.5444188,0.31452064,0.34708262,0.37470189,0.558818,0.4864997,0.59590347,0.40727732,0.50701605,0.33158166,0.47625084,0.20428771,0.58669821,0.40568997,0.37169636,0.38947563,0.45103248,0.46117055,0.59095904,0.79537963,0.40493683,0.65553937,0.39795162,0.35834167,0.31456225,0.60276935,0.57331571,0.67308901,0.41723597,0.43430794,0.48981896,0.48269448,0.3797755,0.68411362
69,2,0.32596224,0.36403502,0.50894841,0.36954997,0.44652469,0.42606192,0.45813428,0.55247863,0.35253674,0.36794984,0.35340377,0.53916645,0.48295518,0.59679726,0.42707537,0.46747736,0.36441031,0.47954042,0.21782224,0.64176144,0.3949149,0.39884929,0.40013294,0.46778648,0.49111306,0.63082917,0.79232741,0.41215076,0.63458352,0.41535105,0.38667734,0.33306643,0.56844242,0.55092145,0.61573461,0.3955001,0.41656322,0.48052365,0.46836044,0.41197987,0.69792215
70,0,0.36415191,0.37663721,0.48288582,0.36086109,0.42187803,0.50935925,0.46860604,0.55667521,0.40827502,0.38432665,0.33235472,0.52490392,0.49397764,0.59349769,0.4533718,0.44360998,0.40849625,0.48961777,0.25689025,0.6784642,0.38899283,0.44403304,0.43652142,0.48467608,0.52139093,0.66614386,0.76671595,0.4314942,0.63298134,0.45920966,0.4280156,0.3566564,0.51964042,0.51230363,0.55585705,0.37471876,0.41723932,0.48456297,0.44465292,0.44105864,0.70291952
70,1,0.41476657,0.38594434,0.49591164,0.38442431,0.43780252,0.61039597,0.47876855,0.56778632,0.46194017,0.3985069,0.32165283,0.52168417,0.52057824,0.58245196,0.50622431,0.4582815,0.46165907,0.51158574,0.31355448,0.70151033,0.38663666,0.49457127,0.49169129,0.50560932,0.55343341,0.73027972,0.70933435,0.48734572,0.65979062,0.52941998,0.48202641,0.38239331,0.46445876,0.47978852,0.50002482,0.34036954,0.43936203,0.49051003,0.43349976,0.4800658,0.70345432
