,,pid1263b-12,pid52932-24,pid5667249-22,pid5667271-05,pid5667274b-06,pid58917-06,pid9048b-16,pid9049b-12,pid9050b-12,pid9054b-12,pid9055b-12,pid9056-07,pid9058b-12,pid9059b-16,pid9060b-10,pid9061b-09,pid9062b-15,pid9063b-16,pid9064-21,pid9066b-12,pid9068-20,pid9069-12,pid9070b-24,pid9072b-16,pid9074g-12,pid9075b-12,pid9085-16,pid9086-13,pid9088-22,pid9089-07,pid9090-21,pid9093b-18,pid9094b-12,pid9097-24,pid9099b-16,pid9101c-06,pid9102-07,pid9103-20,pid9104b-12,pid9111b-14,pid9116-20,pid9118b-16,pid9119-14,pid9121-07,pid9124-13,pid9127-06,pid9129-17,pid9130-11,pid9138b-12,pid9139b-12,pid9153b-12,pid915412b-21,pid9166l-10,pid9170b-12,pid9172-10,pid9174b-12,pid918713-20,pid918805-02,pid918812-13,pid918904-12,pid9190-09,pid9192b-12
36,2,0.2745417,0.52058037,0.20463839,0.30284684,0.38674555,0.43024807,0.31900473,0.33733679,0.37262663,0.69189116,0.43229335,0.35007468,0.23783463,0.44279683,0.47060523,0.52695794,0.24549199,0.51423628,0.41220896,0.73576547,0.38704112,0.29769428,0.39285142,0.29798273,0.27526806,0.30240582,0.63500284,0.54179953,0.39614207,0.72297348,0.37709532,0.40525139,0.35789553,0.39288504,0.35733697,0.58705853,0.55389375,0.59162769,0.51341756,0.45933195,0.638972,0.5093475,0.45318987,0.43736069,0.420361,0.45779328,0.30799522,0.60176359,0.40578923,0.6060297,0.24919983,0.90719506,0.34430727,0.88244959,0.38292311,0.55431491,0.34579555,0.55199274,0.42396897,0.46537903,0.48418456,0.50596178
37,0,0.28132688,0.50834887,0.21477279,0.317779,0.38699859,0.45419171,0.35678107,0.35923044,0.37882646,0.68546094,0.43008177,0.34107882,0.22503564,0.43985048,0.45997323,0.49556898,0.26630661,0.51324618,0.37953731,0.66956569,0.40097289,0.31475662,0.3745432,0.29601943,0.29713091,0.28559815,0.67521303,0.49600631,0.38811894,0.71498025,0.37423146,0.41844284,0.39525434,0.38281819,0.35114752,0.59733267,0.5393374,0.58499532,0.51409074,0.49480408,0.65529728,0.53583992,0.43134684,0.42610119,0.47100069,0.43010853,0.30873265,0.60028358,0.42647079,0.63312871,0.27129469,0.88428495,0.34465021,0.83427931,0.39363713,0.53150952,0.3693817,0.50963085,0.47479379,0.49222335,0.43902109,0.52903609
37,1,0.25469407,0.44762098,0.25934738,0.31276763,0.36917467,0.43996046,0.41073252,0.37958495,0.36668973,0.62079329,0.39400608,0.30779755,0.19937431,0.37983289,0.46456704,0.44243551,0.27000942,0.45423436,0.30738806,0.43218241,0.38256583,0.31801879,0.32622843,0.27685872,0.30603276,0.27120291,0.66803636,0.3890292,0.35057453,0.66624036,0.3472382,0.40572364,0.3664165,0.35186313,0.3149015,0.55064213,0.53397753,0.54741815,0.45920325,0.5227821,0.63351745,0.52222837,0.37148354,0.41942332,0.54849747,0.35978295,0.32386473,0.55301643,0.44198699,0.58620792,0.29096021,0.78350662,0.33720469,0.62778193,0.41233712,0.45425917,0.37936521,0.42029048,0.55807148,0.4996079,0.34916812,0.52241189
37,2,0.20774542,0.38115425,0.34355488,0.32486864,0.38368683,0.36602702,0.41467314,0.40539559,0.3606698,0.57059023,0.38143785,0.29852805,0.22587518,0.32215479,0.53670119,0.42633047,0.23484367,0.43554744,0.25303731,0.4684582,0.32527565,0.29427839,0.24350295,0.2811429,0.32166843,0.29079313,0.64334406,0.33876085,0.33606461,0.58454015,0.32252119,0.40912382,0.27095747,0.36911113,0.24240947,0.45678563,0.61782178,0.51803555,0.37451125,0.47627578,0.57453011,0.40928592,0.35768101,0.4416593,0.64336011,0.31285788,0.34684306,0.53407644,0.47179848,0.5209901,0.28112024,0.59383281,0.29909313,0.5582823,0.42479616,0.39707385,0.35037098,0.36058615,0.64881186,0.49954255,0.26451925,0.49911677
38,0,0.1743195,0.57800113,0.42616221,0.36669281,0.48370172,0.32104247,0.41572535,0.43856463,0.36893164,0.58510898,0.42590675,0.34275485,0.30614605,0.3401847,0.58710632,0.46861105,0.2024386,0.48035182,0.30503731,0.58626493,0.3376508,0.27213493,0.35543423,0.3171232,0.36484624,0.32707865,0.64013444,0.35675612,0.43803945,0.64740455,0.39409291,0.41770823,0.23511485,0.40354094,0.27379234,0.4776735,0.68592917,0.57811974,0.5373294,0.38985797,0.591799,0.40508972,0.38990886,0.47779055,0.75717544,0.33334884,0.35656239,0.56902744,0.51020997,0.51110891,0.2828936,0.4664607,0.26364121,0.65919343,0.42865199,0.41776126,0.28302556,0.43408835,0.76151807,0.52751234,0.25005804,0.47641614
38,1,0.19494485,0.84818027,0.4723056,0.41889264,0.60077398,0.4155618,0.52170953,0.53419801,0.37654304,0.66698254,0.51439144,0.39684404,0.4055362,0.41627968,0.61068132,0.53947633,0.22946474,0.54841873,0.41451493,0.73336591,0.4315216,0.3530316,0.53686394,0.34128323,0.40014139,0.37206213,0.72343306,0.48821626,0.5492537,0.74520406,0.5520814,0.45278049,0.34070199,0.45476868,0.41712502,0.62873549,0.70426504,0.71376052,0.70148469,0.48686746,0.68279248,0.53590255,0.46424304,0.48982841,0.80502827,0.41325065,0.35368642,0.63274029,0.57315355,0.54735644,0.31297578,0.50086151,0.29634964,0.79335325,0.44829688,0.53736182,0.27454246,0.59470044,0.81121367,0.54026285,0.30020313,0.50056051
38,2,0.23574319,0.91278269,0.4969304,0.4198259,0.70003721,0.51480395,0.61030132,0.62095115,0.37706892,0.77568702,0.58712538,0.45543685,0.49409156,0.50810906,0.57805961,0.59590983,0.31297518,0.60676728,0.45921642,0.77899023,0.54084836,0.42707088,0.7123171,0.35712454,0.42130906,0.4111963,0.79635486,0.62176006,0.68497477,0.87429001,0.69499598,0.50544134,0.42001365,0.47064663,0.50698914,0.74703631,0.66686976,0.81402245,0.75445408,0.58199272,0.75653241,0.6313504,0.53858228,0.48458341,0.80978875,0.48993282,0.34777222,0.66414134,0.64870866,0.53124752,0.35526961,0.57878914,0.3274196,0.85608663,0.47664406,0.58531352,0.31121187,0.69842656,0.81382561,0.54541098,0.35957632,0.53638217
39,0,0.27698595,0.81559536,0.44689118,0.37310799,0.70343827,0.6087741,0.66896708,0.64292261,0.3492527,0.8158251,0.59304809,0.48833046,0.5497624,0.57181179,0.47932079,0.62550159,0.38301089,0.62816495,0.5001791,0.75089034,0.54397458,0.48549103,0.79267671,0.34743624,0.38528337,0.41751487,0.80581329,0.682794,0.78082557,0.9502539,0.73847962,0.52465657,0.44953377,0.42810246,0.53345036,0.79081255,0.56375666,0.85075772,0.67366286,0.66654771,0.7795934,0.67377167,0.60946835,0.47464178,0.76748983,0.54501292,0.37269737,0.62278387,0.67364325,0.41523762,0.38272059,0.58957875,0.34786618,0.81486184,0.50059438,0.60901997,0.38429514,0.84622633,0.77197565,0.57004792,0.43304314,0.54511253
39,1,0.2834775,0.70544703,0.41297391,0.30174104,0.65213961,0.63885271,0.63310948,0.59822741,0.33791863,0.79403005,0.58888385,0.47990468,0.54122446,0.56251539,0.41061086,0.63273685,0.40293815,0.61771604,0.51877612,0.60266015,0.45758205,0.49953032,0.75911771,0.33401026,0.31026275,0.39017845,0.76397463,0.7052644,0.78976624,0.95392138,0.69462485,0.52223237,0.44183913,0.39203786,0.50191145,0.76506545,0.49164128,0.85087933,0.57683512,0.71241168,0.76085155,0.65924155,0.62374684,0.47761366,0.71762372,0.56217054,0.39623615,0.57094213,0.68088817,0.3529505,0.38317474,0.56322262,0.3492684,0.79507095,0.52549722,0.62772875,0.4097939,0.86997493,0.71842105,0.57157276,0.458077,0.55204246
39,2,0.26770098,0.56147362,0.35179627,0.15799545,0.60116842,0.64401487,0.54345516,0.53175097,0.36130639,0.72546365,0.6015384,0.4401131,0.49558847,0.49698329,0.41523286,0.64018902,0.38485134,0.60851677,0.55395522,0.52847991,0.31804384,0.43889838,0.6805052,0.33138578,0.24529869,0.32604098,0.70384397,0.72159432,0.68843154,0.95589618,0.63060555,0.52306142,0.42147676,0.36424648,0.41737858,0.69350457,0.46135758,0.81276894,0.54284397,0.73799158,0.73080936,0.62125656,0.62926582,0.50366177,0.68615491,0.56656331,0.41993717,0.55039795,0.68095526,0.40124752,0.363156,0.48858654,0.34666971,0.77535474,0.54286367,0.63146307,0.38347898,0.80081266,0.6892773,0.57783909,0.5014703,0.60896815
40,0,0.24455996,0.5409662,0.30392721,0.18058192,0.57450324,0.6326236,0.43560383,0.4548984,0.41599779,0.65938135,0.61542279,0.39305871,0.40619357,0.40183817,0.44291552,0.66195677,0.33312154,0.61242911,0.56530597,0.5537025,0.3491698,0.3388813,0.59074762,0.33210093,0.24887475,0.26758757,0.6691441,0.70820047,0.45334955,0.91344743,0.60511536,0.53243291,0.39989387,0.35868026,0.3340615,0.61646085,0.48710967,0.75737138,0.56783475,0.71366783,0.69283468,0.58853248,0.60946835,0.55294534,0.66000198,0.56170543,0.42499594,0.57300173,0.67243577,0.4590396,0.33595012,0.4104569,0.36572931,0.75899925,0.55305189,0.6231398,0.31609233,0.63027578,0.66638845,0.59066947,0.52439543,0.63827601
40,1,0.23559241,0.5958742,0.28218899,0.21098737,0.55246707,0.64112783,0.37376082,0.37924773,0.46720177,0.62545688,0.61097806,0.33102261,0.28417551,0.30739666,0.47321919,0.67978155,0.3150895,0.60018264,0.55155224,0.58029316,0.49097808,0.28385141,0.48647448,0.32710161,0.30570873,0.27032386,0.70602159,0.72394633,0.36765569,0.82829603,0.61027401,0.54384032,0.38216966,0.37097756,0.33018009,0.58437886,0.51988766,0.6984565,0.61712468,0.64024695,0.65843498,0.57200864,0.56870886,0.60811958,0.67685213,0.54180879,0.42114656,0.63021496,0.65722815,0.51606931,0.32657872,0.41616066,0.36704771,0.78416729,0.55056771,0.61037622,0.29809563,0.46303277,0.68588963,0.57744699,0.5229348,0.64839915
40,2,0.26463773,0.67399692,0.26326413,0.24354953,0.51460892,0.65316241,0.35810149,0.34477302,0.49890673,0.60037904,0.57735128,0.30331673,0.22593854,0.3223131,0.47990559,0.69087458,0.30622686,0.58021725,0.50752239,0.56373507,0.54108185,0.26207515,0.50144136,0.32163676,0.35523153,0.31177792,0.76642681,0.72321231,0.40888092,0.73769043,0.62881178,0.54618057,0.37149572,0.39628036,0.33706521,0.58561373,0.55755903,0.65604303,0.64080598,0.56838912,0.62207135,0.56872058,0.5276962,0.64439236,0.70542497,0.49779328,0.42139728,0.71045632,0.65325015,0.56637624,0.33155998,0.47749985,0.37395976,0.81112771,0.53758287,0.57098932,0.30863974,0.47773839,0.71644737,0.58664682,0.51548655,0.67280679
41,0,0.28931831,0.67628273,0.23738953,0.25873265,0.45867381,0.64854942,0.36158822,0.28840467,0.48696374,0.57343306,0.51411095,0.29757032,0.19489149,0.32012313,0.4959628,0.69790069,0.27805044,0.54831299,0.43568657,0.49729642,0.47958879,0.24877882,0.51247725,0.31503846,0.36312596,0.31962987,0.77885817,0.64823204,0.45098102,0.68581907,0.61526566,0.51906306,0.34616784,0.39972864,0.32271634,0.56448506,0.56634615,0.61902713,0.58281077,0.48541146,0.55772152,0.54566236,0.48326582,0.65210508,0.72659923,0.4305478,0.42496645,0.72008156,0.64150399,0.58668317,0.3388985,0.50723071,0.38882792,0.77774459,0.49602987,0.52522991,0.32714757,0.47991701,0.73641987,0.6061792,0.43975624,0.65983015
41,1,0.28144592,0.62996677,0.22368875,0.24875696,0.33519387,0.57551033,0.34440215,0.25124946,0.43373927,0.46941248,0.39702678,0.27311389,0.18686045,0.2791117,0.52458254,0.70051127,0.24086896,0.47536288,0.30469403,0.37771987,0.37358283,0.2323228,0.52148213,0.29915666,0.31378579,0.28740912,0.81037682,0.51839779,0.41137748,0.55809667,0.62615204,0.44261142,0.27856872,0.38318221,0.27680255,0.49929612,0.56528941,0.49676333,0.45748801,0.35559203,0.41745301,0.47440006,0.37946329,0.58946577,0.71420212,0.32403101,0.43905137,0.66813633,0.62115114,0.56722772,0.32613178,0.49878201,0.36124829,0.60280807,0.44933323,0.44988388,0.3325474,0.35714533,0.72005106,0.59578856,0.33856645,0.60647134
41,2,0.22796603,0.52613277,0.28591225,0.27793899,0.23233609,0.45117914,0.29895089,0.21987895,0.42695821,0.32775146,0.27817334,0.27894011,0.23483288,0.20618294,0.57691115,0.69891549,0.20886922,0.36832644,0.21929851,0.49575461,0.31955507,0.19502135,0.5876101,0.26496424,0.23231413,0.23095836,0.86460898,0.43568272,0.30646865,0.4599116,0.62472939,0.35759636,0.18857554,0.37863525,0.22274234,0.34801185,0.59393564,0.38320861,0.33483032,0.24537149,0.29805907,0.41174936,0.2717519,0.47373076,0.67402559,0.2174832,0.46433049,0.58849525,0.61853492,0.54618812,0.30989764,0.42937437,0.29845298,0.44443615,0.43246209,0.35931259,0.29284419,0.22761304,0.68067557,0.54000871,0.25053202,0.54770276
42,0,0.19561146,0.48105698,0.39436804,0.37706847,0.24899159,0.45681201,0.23813945,0.20319931,0.44389704,0.37467172,0.24055494,0.33395282,0.33032631,0.16991205,0.60848306,0.70946626,0.2570934,0.31561088,0.23442537,0.71228013,0.34483072,0.25203245,0.75067336,0.24528404,0.22635207,0.21152677,0.91494035,0.46491713,0.31973029,0.46393643,0.62411084,0.36664253,0.12490334,0.41282679,0.28242637,0.32954433,0.60647372,0.39635173,0.43554961,0.23759903,0.37102417,0.36649931,0.32896203,0.37621617,0.6556382,0.20020672,0.46972848,0.54612351,0.67149661,0.56635644,0.33480392,0.31645179,0.27305289,0.51930545,0.46589957,0.35779842,0.24560594,0.27206709,0.65839552,0.50947575,0.2172664,0.48050106
42,1,0.25590826,0.53421415,0.51526957,0.55570543,0.36025899,0.55013886,0.30804939,0.24883701,0.51663438,0.57717612,0.40440589,0.45284869,0.42464755,0.20556728,0.60514338,0.72437059,0.30529568,0.39652985,0.30227612,0.91856678,0.44149047,0.31662681,0.89823105,0.33025907,0.26794509,0.23780568,0.90982768,0.57466456,0.43452933,0.61049464,0.62949218,0.44446893,0.2657797,0.44707128,0.37094467,0.42087552,0.5864147,0.53991581,0.56563999,0.43858397,0.48263905,0.46649826,0.41519494,0.46206439,0.63112169,0.24358656,0.47410882,0.57506132,0.78808613,0.6389703,0.39496107,0.31039154,0.29666209,0.72583271,0.55609998,0.437464,0.36700742,0.42413763,0.6316575,0.53504211,0.3627781,0.55374098
42,2,0.32202206,0.53906136,0.6606181,0.65587797,0.42946342,0.64048452,0.40212917,0.23940337,0.58228619,0.6256261,0.53454377,0.56018334,0.61973705,0.22272647,0.57324738,0.75361376,0.3216735,0.49219456,0.34906716,0.96346363,0.5359904,0.31436379,0.90980563,0.41671839,0.30972664,0.26135492,0.82030865,0.67140489,0.56611081,0.80208764,0.64124451,0.55076662,0.32648018,0.47396916,0.3800013,0.46055816,0.61887852,0.6504116,0.62567318,0.54243808,0.51539701,0.5576351,0.49986329,0.573147,0.59393038,0.30915762,0.50990369,0.6143178,0.84101429,0.67245545,0.47155421,0.40206761,0.33279226,0.85511576,0.64384668,0.55041338,0.45619126,0.52684361,0.59501178,0.59992013,0.45132521,0.69657749
43,0,0.39065154,0.57077085,0.7050149,0.65675633,0.4579296,0.70290117,0.44758044,0.22196282,0.60001384,0.633938,0.62691221,0.64395088,0.730952,0.26151275,0.5721412,0.77389418,0.34838194,0.52460829,0.42858955,0.93358306,0.58973278,0.28595218,0.81262284,0.50593712,0.33435843,0.27015863,0.70435524,0.73325967,0.70194924,0.9495016,0.67990351,0.66971004,0.342529,0.51667218,0.37461804,0.46973944,0.6435834,0.73232928,0.63883253,0.61144101,0.4454929,0.64022296,0.58546835,0.64822218,0.61778241,0.36772093,0.55395779,0.62492626,0.83256188,0.66256436,0.53294406,0.50511556,0.36833562,0.88633308,0.71784653,0.61113795,0.56924979,0.60249849,0.62274156,0.65170636,0.50847359,0.77526115
43,1,0.45837632,0.60482289,0.71840192,0.62051604,0.46252884,0.73723189,0.42998174,0.22244704,0.59403543,0.65904968,0.66842514,0.69453977,0.76275939,0.31472296,0.59924611,0.77868154,0.40406652,0.52001346,0.51015672,0.87094463,0.60241276,0.28208369,0.75773459,0.53353124,0.36237186,0.2853536,0.64249195,0.79668508,0.79462066,0.98768102,0.68769716,0.71642057,0.31848988,0.56009663,0.38153566,0.47524697,0.64574448,0.75266604,0.64961269,0.67683963,0.38119678,0.67785305,0.63037975,0.68885547,0.66417733,0.3997416,0.59864608,0.63092909,0.7762796,0.62881188,0.58485438,0.59874042,0.41833562,0.8896938,0.75081155,0.65407339,0.6285573,0.66458027,0.66688924,0.65771856,0.52985104,0.75780892
43,2,0.49222284,0.66551025,0.69968101,0.58683241,0.46598199,0.76941302,0.40577064,0.26272374,0.5630501,0.69080818,0.68404643,0.70807347,0.75177412,0.3251715,0.6364405,0.78201255,0.4647247,0.56640392,0.55247015,0.85185668,0.59837852,0.33380871,0.71608794,0.51136149,0.39717215,0.31863847,0.69525658,0.87576953,0.85762144,0.95561407,0.67643966,0.72608591,0.33270412,0.6008207,0.3927768,0.52752531,0.62055407,0.73434051,0.69075065,0.71850689,0.4362639,0.65951295,0.68577215,0.70520962,0.67812159,0.44431008,0.61820273,0.6434005,0.7393171,0.63562376,0.62595877,0.64850573,0.46516537,0.88924571,0.74669664,0.68477473,0.6402803,0.69699144,0.67934996,0.6383677,0.56635713,0.65948195
44,0,0.51841124,0.72152873,0.65831721,0.56566544,0.51521173,0.80209625,0.4344691,0.28879377,0.53862441,0.68755923,0.70684187,0.7025665,0.70613813,0.31041337,0.62019305,0.78185762,0.51449355,0.64246852,0.56666418,0.88914224,0.58468673,0.35431255,0.73036325,0.46911348,0.42794863,0.34871117,0.76619012,0.93867403,0.95013283,0.90993982,0.68182099,0.7260964,0.39641422,0.62904229,0.41697549,0.58649667,0.57795126,0.77687558,0.72190151,0.74969667,0.53633295,0.64186178,0.73220253,0.70940209,0.67730834,0.48673902,0.6207395,0.66473127,0.70805662,0.66521782,0.63436419,0.69626285,0.50303307,0.87886482,0.72788234,0.68303762,0.64272877,0.70251578,0.67801453,0.62192855,0.61265235,0.58895117
44,1,0.52932307,0.72684607,0.61972494,0.54798839,0.58124581,0.79732635,0.50871166,0.33008214,0.57017714,0.66142548,0.74466524,0.67001494,0.66298907,0.33961302,0.57376171,0.77984352,0.54730396,0.71148707,0.55823881,0.95812161,0.5764042,0.36278395,0.75700662,0.43820672,0.47793684,0.37423662,0.84673357,0.96282557,1,0.87270077,0.69629492,0.73679019,0.46632552,0.63407241,0.44952214,0.65460608,0.52582826,0.79004677,0.73825157,0.78524017,0.66791715,0.62788489,0.73387342,0.69494074,0.70244967,0.5082739,0.60808519,0.69830575,0.71972899,0.70276238,0.6370026,0.72509061,0.5629782,0.85929798,0.7056923,0.68622387,0.65556472,0.70553298,0.70159073,0.62623439,0.66523506,0.58122293
44,2,0.50272994,0.71385264,0.59080688,0.5367579,0.56926397,0.76807933,0.59862388,0.36326848,0.62067534,0.61338162,0.75416963,0.59973548,0.66336924,0.39729991,0.54614246,0.78038578,0.55710874,0.73449966,0.51514179,0.90157438,0.56908159,0.37749787,0.75329402,0.4173121,0.51519383,0.37962327,0.89318311,0.95019732,0.95909484,0.8457871,0.72957259,0.73986504,0.50752786,0.59211066,0.47771276,0.691714,0.50253237,0.73215154,0.73336407,0.82028406,0.76482547,0.60510851,0.648,0.66856536,0.72916791,0.49995349,0.5803283,0.71725608,0.76299725,0.75155446,0.64958189,0.72960608,0.61078342,0.83420463,0.70070106,0.68513702,0.63297609,0.66769257,0.73025334,0.6415045,0.67802283,0.62884076
45,0,0.45224189,0.69880846,0.5492862,0.52692338,0.51710203,0.75172987,0.63645179,0.37353221,0.6393302,0.59415866,0.73670356,0.54676366,0.67143989,0.41629727,0.53263581,0.7734139,0.54629609,0.7148611,0.47627612,0.80332248,0.55083668,0.38024765,0.70907039,0.40205775,0.51800401,0.37631857,0.89995266,0.91712707,0.85437805,0.81495204,0.77243768,0.70658733,0.52179516,0.53871203,0.48406476,0.69782662,0.50186596,0.6276333,0.70835485,0.83669974,0.77905639,0.59498335,0.592,0.64554219,0.72179907,0.46661499,0.54382549,0.72745055,0.78218287,0.77883168,0.65417388,0.72897629,0.60156988,0.80672143,0.69628134,0.66445889,0.61446826,0.61674592,0.72331108,0.65151757,0.64875218,0.66368577
45,1,0.36601857,0.5962957,0.46881242,0.46678692,0.29080152,0.71182904,0.57337088,0.34681366,0.61259341,0.60677542,0.6535806,0.43687505,0.6306352,0.37890062,0.48031424,0.71506701,0.45966346,0.58808036,0.35383582,0.58277959,0.46278376,0.35664389,0.54475504,0.3638173,0.46337339,0.34807667,0.83524901,0.78733228,0.60974725,0.68660899,0.77144801,0.61578986,0.43851869,0.44248461,0.41545413,0.64892566,0.51356626,0.4773246,0.60660273,0.76190136,0.6673341,0.57659106,0.39322025,0.59686007,0.69643955,0.40970026,0.49609899,0.7002929,0.77815791,0.75690099,0.60831171,0.70195473,0.49042067,0.73549664,0.65882801,0.56159777,0.52925804,0.4600415,0.6997447,0.62803514,0.56084349,0.68456051
45,2,0.30545195,0.43953149,0.43204518,0.43021724,0.19527424,0.6785025,0.46191935,0.23840899,0.5508165,0.67369027,0.59682396,0.35609472,0.60135435,0.30508355,0.4538364,0.60853668,0.28098639,0.51407286,0.28159701,0.61912052,0.34021922,0.23350982,0.27459416,0.31992309,0.3465182,0.24142763,0.80505586,0.67911602,0.42758378,0.5306846,0.69351147,0.50504255,0.35491623,0.38831822,0.27561277,0.50983576,0.52189642,0.34477081,0.49259498,0.67150096,0.5325585,0.52333483,0.28644557,0.5747037,0.73941287,0.33479587,0.48934413,0.65915277,0.74434829,0.67808911,0.5244233,0.65843978,0.36137022,0.67313667,0.6401204,0.43176033,0.40719703,0.318328,0.74356834,0.57217543,0.40473012,0.64741401
46,0,0.3123641,0.3396855,0.45338598,0.45843463,0.33532783,0.6941302,0.41302262,0.21393861,0.52205923,0.74881549,0.57755626,0.34898013,0.61398701,0.29627968,0.49796378,0.54047564,0.16125852,0.53972892,0.35415672,0.76574376,0.35828253,0.24002562,0.29190507,0.34362434,0.30664546,0.16686054,0.78806097,0.67014207,0.52803295,0.49292834,0.6474918,0.48465195,0.39153969,0.42193395,0.29512385,0.4142813,0.53364433,0.47800748,0.47274991,0.6557776,0.43907173,0.5263515,0.33332152,0.57508403,0.83958147,0.31118863,0.50595106,0.66406889,0.7393171,0.58680198,0.4640643,0.67564613,0.31240665,0.65886482,0.64201783,0.37366465,0.27206101,0.33909397,0.84376473,0.54531658,0.31198491,0.59457325
46,1,0.35031347,0.34146065,0.54379543,0.55694455,0.57816477,0.74452795,0.4722867,0.32931258,0.62095212,0.83227291,0.64513345,0.43752494,0.67222398,0.38917326,0.58273092,0.54380665,0.25037795,0.63101029,0.41868657,0.89452769,0.51767415,0.3429035,0.54806726,0.43168263,0.37460233,0.26030403,0.74633592,0.79597474,0.61554055,0.61816814,0.65961527,0.54492124,0.47053294,0.47390297,0.46151096,0.50086441,0.54366908,0.73115996,0.56899668,0.7012847,0.39375527,0.59107943,0.40069873,0.59458694,0.89023108,0.34828424,0.5681902,0.70511587,0.77386463,0.58161386,0.49726067,0.78353039,0.33924707,0.69709485,0.66832279,0.44975383,0.34367683,0.49157085,0.89027887,0.59148272,0.50762236,0.62063694
46,2,0.37793032,0.37606387,0.67850233,0.6784958,0.69754409,0.82177208,0.58180918,0.40085603,0.73780792,0.87444159,0.77905798,0.52038036,0.76856487,0.4642832,0.69722398,0.60578666,0.31948248,0.72088821,0.5113209,0.97821933,0.63975872,0.39134073,0.7148504,0.52850493,0.43156003,0.3349967,0.7315944,0.89463299,0.66346595,0.7920914,0.7086658,0.64312775,0.55035251,0.52838044,0.55390417,0.56549765,0.59781988,0.89844715,0.64139616,0.75019627,0.40691216,0.64485757,0.47335696,0.6171325,0.91711792,0.42626357,0.65342241,0.7257739,0.7982156,0.61075248,0.54488178,0.8759432,0.39132754,0.77356236,0.69522213,0.53447283,0.47581204,0.60437451,0.9217989,0.65140866,0.63116657,0.71697665
47,0,0.41311801,0.41525492,0.76154369,0.78738922,0.74182481,0.89074734,0.65738248,0.45582361,0.80179906,0.87667524,0.82650441,0.61705451,0.82440995,0.54790677,0.74536743,0.69122318,0.40379264,0.79355955,0.59039552,1,0.69924763,0.3541076,0.7872898,0.61376332,0.45809473,0.37395902,0.72689831,0.93638516,0.74862636,0.92907655,0.74751036,0.77154761,0.60675461,0.62119929,0.57336324,0.61386145,0.65575019,1,0.70442641,0.78131468,0.44645953,0.69975261,0.54855696,0.62028127,0.95664981,0.53788114,0.74405262,0.70853127,0.81626082,0.64484158,0.55996972,0.95246866,0.41745161,0.82464526,0.75794407,0.58822109,0.61519373,0.70717559,0.95881775,0.69530932,0.7182337,0.77926964
47,1,0.49889691,0.48437221,0.82173299,0.77658223,0.71591873,0.90794408,0.65968289,0.44466061,0.76338223,0.86631921,0.8028675,0.68816628,0.79882782,0.59404573,0.75544282,0.73571927,0.49837865,0.84617899,0.65893284,0.9383279,0.67440654,0.29775406,0.80250419,0.64054783,0.45834217,0.42480502,0.65662753,0.91325967,0.7943646,0.99849539,0.69382075,0.84510279,0.61024183,0.66847574,0.55139458,0.66405285,0.65689261,0.95603368,0.75203799,0.73156805,0.50938243,0.75802967,0.61316456,0.59528569,0.98280274,0.63715762,0.81070159,0.64196189,0.84685047,0.64948515,0.58595732,1,0.39361378,0.85287528,0.82389697,0.64732931,0.74659522,0.75217429,0.98595837,0.69467035,0.66214935,0.74078132
47,2,0.54941671,0.57868201,0.85849501,0.71598306,0.65037583,0.87209138,0.66021931,0.44515348,0.75979795,0.89698118,0.77289792,0.79759882,0.78596547,0.60812665,0.79792856,0.726253,0.54620845,0.88469672,0.69884328,0.87937025,0.62171488,0.34728437,0.78976487,0.66802051,0.53766938,0.5028156,0.6142776,0.8718232,0.8043295,1,0.62738913,0.87916758,0.59943143,0.67860216,0.57946818,0.7106693,0.60968203,0.87056127,0.77942641,0.72664335,0.60953586,0.76015908,0.65640506,0.57218291,0.97272637,0.67250646,0.81230919,0.61875783,0.87160394,0.6409901,0.63536621,0.98782009,0.39931413,0.85877521,0.8795245,0.73187181,0.77863974,0.78034062,0.97536332,0.68240633,0.65428516,0.67470064
48,0,0.60308706,0.71488206,0.867594,0.62090816,0.56541639,0.83553261,0.67541444,0.47876351,0.7747163,0.96020035,0.72869873,0.91991517,0.83248852,0.63805629,0.81596562,0.73119529,0.58089218,0.9340671,0.73830597,0.85983713,0.60563627,0.43598634,0.72209362,0.69990555,0.59773772,0.57044944,0.58957584,0.85232833,0.83890792,0.98655257,0.58590957,0.88653465,0.61397923,0.66940234,0.60685261,0.77611756,0.56854532,0.8575304,0.80372556,0.75326529,0.70647488,0.76948049,0.70237975,0.54517071,0.93521769,0.66413437,0.80786986,0.6196479,0.9225867,0.65281188,0.70376298,0.95419167,0.45848956,0.84182226,0.90817648,0.80708778,0.74594394,0.84023515,0.93811862,0.68759802,0.72107758,0.70050955
48,1,0.67387509,0.74305747,0.85765832,0.45649753,0.48666369,0.82889555,0.71134425,0.54051016,0.79074177,1,0.74934731,0.99522273,0.85434817,0.68540897,0.85119425,0.75344333,0.58989724,0.92337787,0.75559701,0.86482085,0.66947723,0.50428693,0.65433501,0.69261908,0.63078826,0.6255651,0.56317932,0.86471981,0.84210863,0.96313711,0.58180244,0.86724596,0.63683572,0.64744192,0.63774787,0.79735737,0.50950114,0.89665108,0.8407322,0.75083863,0.77437668,0.76689179,0.71053165,0.50693437,0.91372607,0.65891473,0.79279678,0.64651577,0.98591266,0.67467327,0.75987601,0.93809043,0.56226185,0.75847647,0.90215652,0.87372039,0.73610882,0.86094925,0.91376669,0.706535,0.77093248,0.78268365
