,,pid1263-15,pid52932-08,pid6100021-11,pid9048-15,pid9049-15,pid9050-15,pid9054-15,pid9055-15,pid9058-15,pid9059-15,pid9060-15,pid9061-15,pid9062-15,pid9063-15,pid9065-10,pid9066-15,pid9067-15,pid9068-10,pid9070-23,pid9072-15,pid9074f-15,pid9075-15,pid9078-07,pid9081-03,pid9088-10,pid9089-08,pid9091-22,pid9093-15,pid9094-15,pid9098-02,pid9099-15,pid9100b-11,pid9101-15,pid9104-15,pid9105-15,pid9111-15,pid9116-06,pid9118-15,pid9126-03,pid9128-11,pid9137-09,pid9138-15,pid9139-15,pid9153-15,pid915410b-22,pid9161-13,pid9166e-08,pid9170-15,pid9173-20,pid9174-15,pid917509-04,pid917813-03,pid9179-07,pid9186c-15,pid918904-03,pid9192-15
27,2,0.59739753,0.38326641,0.4757156,0.58676341,0.19266246,0.59531058,0.50489502,0.44352864,0.49468797,0.35873239,0.36183683,0.34229443,0.39733282,0.43660019,0.49174173,0.41440521,0.32060882,0.47683556,0.34141925,0.35541697,0.46504828,0.30802241,0.45237646,0.63375337,0.561817,0.52635688,0.37848526,0.45715192,0.73396486,0.55952114,0.39862447,0.37802261,0.40230937,0.44393396,0.54335475,0.39140103,0.50685365,0.40853304,0.61682884,0.53514185,0.76389655,0.43913199,0.77745395,0.30816584,0.40603278,0.62146677,0.4458604,0.79907273,0.36649293,0.48207179,0.37477811,0.5050717,0.52852042,0.45548426,0.4049815,0.72285935
28,0,0.5486272,0.38679013,0.43217417,0.40670654,0.17955827,0.42191669,0.43929803,0.35349274,0.24213652,0.28764789,0.25818898,0.27091512,0.24994202,0.33324755,0.37717834,0.32507704,0.26661369,0.38346907,0.2865431,0.29104255,0.39025323,0.24163592,0.3740381,0.56549273,0.45952028,0.41295863,0.29168636,0.4207578,0.63845394,0.48582781,0.33943707,0.31995543,0.31430646,0.35192391,0.54179861,0.31493976,0.3787194,0.29038419,0.50633449,0.50889292,0.79255697,0.33372031,0.58808542,0.22765823,0.32221322,0.45641287,0.39993162,0.69456539,0.38914949,0.4270597,0.35958617,0.43562547,0.43706281,0.35285702,0.30422524,0.51252375
28,1,0.4607417,0.36748341,0.42372742,0.35557408,0.16870972,0.33019069,0.40418051,0.29587074,0.2182533,0.23298592,0.24354324,0.23116711,0.20344028,0.28559583,0.3156253,0.32783305,0.26498365,0.3148337,0.25960249,0.25535074,0.36223356,0.22120405,0.33039419,0.49752289,0.36196518,0.35594451,0.26900883,0.3687364,0.54288877,0.49122771,0.29940367,0.2849055,0.2779085,0.29152907,0.53914774,0.26803442,0.30034302,0.27883387,0.44969416,0.51174897,0.81329338,0.29794606,0.48864449,0.21081422,0.28922204,0.36376369,0.39177778,0.5916707,0.42557846,0.39595499,0.34053907,0.37600082,0.3665629,0.29118183,0.27445129,0.40102723
28,2,0.31629148,0.30582644,0.44521722,0.36169232,0.20079887,0.19989361,0.37549984,0.26037212,0.24662874,0.1948662,0.29877726,0.30856764,0.22833398,0.21129459,0.34522613,0.42798274,0.38187801,0.30325769,0.2370998,0.2176555,0.32969576,0.21858685,0.28110147,0.36873452,0.20643638,0.30262816,0.22974133,0.25454133,0.33162972,0.58574631,0.30669476,0.2352645,0.24560639,0.28680546,0.55339727,0.19601377,0.21043853,0.32347361,0.38420514,0.5541599,0.82354333,0.29483241,0.40461919,0.21444786,0.24095984,0.29382056,0.39188139,0.41831156,0.47948353,0.4598103,0.31251838,0.31716139,0.36767076,0.29151999,0.17905467,0.24961655
29,0,0.33617437,0.32156847,0.50738606,0.42120796,0.32973281,0.17499795,0.35395174,0.27402481,0.34065585,0.41652817,0.39121663,0.43940318,0.38377464,0.24202588,0.46495686,0.53223563,0.53939098,0.378682,0.24938517,0.24723219,0.30306067,0.27950663,0.29626556,0.31327948,0.24505464,0.35575277,0.26446338,0.26751269,0.37691114,0.63889964,0.44506639,0.21207395,0.34691358,0.45595118,0.5778974,0.28995525,0.21984127,0.43439545,0.57093102,0.62674563,0.8350548,0.31394297,0.38155073,0.21637897,0.29730776,0.31053391,0.47049804,0.37245606,0.5254521,0.55445416,0.27318268,0.35746467,0.4843069,0.36786612,0.22180025,0.25315556
29,1,0.38802863,0.37796443,0.59301593,0.47332091,0.48233083,0.19589164,0.35709182,0.28947283,0.42303831,0.59815493,0.41502615,0.55022546,0.51882489,0.29144328,0.53822888,0.58862376,0.63711197,0.45353435,0.26121222,0.31752856,0.2911186,0.39436244,0.33820257,0.31316101,0.31858678,0.43866497,0.27484766,0.30707034,0.46442484,0.66252674,0.54705415,0.22499794,0.44179375,0.5690524,0.59531349,0.38698107,0.23483992,0.55463497,0.67386099,0.66625275,0.81463376,0.32537953,0.39574741,0.23946559,0.35120656,0.34814532,0.51458262,0.38355104,0.53488905,0.62639948,0.24832017,0.39644209,0.5361106,0.42355848,0.26688861,0.30299022
29,2,0.42965517,0.44970089,0.69530682,0.60912835,0.57173067,0.26420329,0.4191476,0.35555737,0.52724611,0.77,0.45145031,0.69953581,0.60576923,0.33251841,0.64968237,0.61094479,0.70624612,0.58876593,0.2531971,0.38939235,0.33270177,0.52868662,0.40347982,0.31858912,0.40614929,0.56115699,0.28216018,0.36687817,0.55311045,0.67365257,0.69856087,0.27964843,0.59485113,0.67559943,0.60548267,0.51951807,0.2747915,0.668667,0.8185964,0.69488012,0.78401009,0.34662142,0.44206764,0.29327658,0.40644697,0.44769544,0.57861147,0.4094904,0.52338308,0.70271527,0.22628914,0.42580388,0.5653818,0.52034163,0.38347719,0.36577077
30,0,0.45752765,0.50694092,0.76277425,0.76029022,0.61343314,0.3032163,0.49432153,0.41745552,0.62789025,0.83676056,0.49463352,0.76551724,0.6300058,0.39405962,0.71905755,0.59885533,0.70861986,0.67852036,0.2335897,0.45391578,0.40226817,0.63409184,0.45050924,0.33961228,0.51165031,0.66702275,0.30050989,0.41138506,0.61318185,0.66111055,0.81068617,0.31790872,0.71688453,0.73955492,0.60467746,0.6217074,0.34915254,0.75118407,0.93852718,0.70006686,0.76437751,0.41796749,0.49048666,0.34610231,0.46591932,0.54300144,0.61799231,0.41490082,0.49199242,0.69445788,0.23282331,0.42957547,0.53802417,0.59959247,0.45549527,0.3939492
30,1,0.48023422,0.5323527,0.79929288,0.87485048,0.56982411,0.34074802,0.5189345,0.48700832,0.6991049,0.78366197,0.55577746,0.77625995,0.59372826,0.46245622,0.75210012,0.52387955,0.6281875,0.73124029,0.22775443,0.49696451,0.4725542,0.67710127,0.48187476,0.38964997,0.63719207,0.70189134,0.34100236,0.43661168,0.67124581,0.69255222,0.86133418,0.35120905,0.77066086,0.73912419,0.59867909,0.68285026,0.45000673,0.79031321,0.97616404,0.69069634,0.73257116,0.50392332,0.56366969,0.39038386,0.51075095,0.6172566,0.62741015,0.43955007,0.46785122,0.68829273,0.25759869,0.41701207,0.47548984,0.63343449,0.52507193,0.42435095
30,2,0.51067014,0.51307875,0.82815905,0.93657221,0.47446294,0.37601277,0.51941711,0.53278929,0.77160783,0.68004225,0.58263705,0.75086207,0.56329726,0.50595468,0.78662179,0.42782425,0.50973441,0.76220081,0.23944733,0.53389812,0.51440153,0.62266639,0.50420596,0.45220248,0.723208,0.67914321,0.38168138,0.45126904,0.71064596,0.76284259,0.85179296,0.37522489,0.79317357,0.69501795,0.60492174,0.72998279,0.57054076,0.78635126,0.93535993,0.70955201,0.72496255,0.55253319,0.65328568,0.42064318,0.50271025,0.65856888,0.61682156,0.49531527,0.47218669,0.7049563,0.295682,0.41259686,0.43574437,0.63388537,0.54133991,0.44349539
31,0,0.54724789,0.50667869,0.84351237,0.92827728,0.40228921,0.3989279,0.50555939,0.58430717,0.81023089,0.42383099,0.55191223,0.70901857,0.53341709,0.51870041,0.81525552,0.38940741,0.47388368,0.75909232,0.26524772,0.55433523,0.54282201,0.46616783,0.51506035,0.48960689,0.76799407,0.60444828,0.40024873,0.45854786,0.73752401,0.80957718,0.82619067,0.39239086,0.77472767,0.65603733,0.6153533,0.73748709,0.68913102,0.74400867,0.85940051,0.71765212,0.74405898,0.57298327,0.72207864,0.42759518,0.47194309,0.6718445,0.59085776,0.54207386,0.48945747,0.71859773,0.33058535,0.432446,0.42810841,0.59392179,0.52575421,0.44081475
31,1,0.56608979,0.50767025,0.82438127,0.86952642,0.31572905,0.3995908,0.46473833,0.616819,0.80184875,0.31684507,0.46652401,0.67466844,0.51760727,0.4894703,0.81484782,0.3518887,0.44258688,0.72496114,0.27896396,0.56272421,0.55290581,0.33935356,0.50811015,0.51479806,0.78809965,0.52986291,0.40317747,0.44976432,0.74992676,0.79983698,0.77889004,0.39801106,0.73217139,0.6113855,0.62071836,0.69913941,0.73870056,0.68127557,0.74827489,0.69990448,0.77883781,0.56953027,0.74967464,0.40850477,0.40922024,0.65608183,0.56068753,0.56518303,0.50563058,0.68857169,0.35534985,0.44811163,0.42725691,0.54635394,0.48510481,0.41386055
31,2,0.55259597,0.49107596,0.7152613,0.71885479,0.22216031,0.37333661,0.36507051,0.60553289,0.72576543,0.2690493,0.31777732,0.62608753,0.4251063,0.41784974,0.74480895,0.32581668,0.40526911,0.64152938,0.28013772,0.55196203,0.45796138,0.20226186,0.48151641,0.51792138,0.75610298,0.39724996,0.37866559,0.39347353,0.72973296,0.75072848,0.68203864,0.38837996,0.59470588,0.54639627,0.6084321,0.62812392,0.72854453,0.48060965,0.58765972,0.65672939,0.81234724,0.55550991,0.71766108,0.35412627,0.31345219,0.56828792,0.49591272,0.55715207,0.51927663,0.58263902,0.36213449,0.44535695,0.3678905,0.44849562,0.38868064,0.34543024
32,0,0.50633702,0.46577071,0.55814404,0.606834,0.20699517,0.35193551,0.33126919,0.53258528,0.62128158,0.24316901,0.30635147,0.60599469,0.33292424,0.33770105,0.67419171,0.34872766,0.37389081,0.56971713,0.26576194,0.53594017,0.41005648,0.18181632,0.45573369,0.508056,0.664975,0.33907172,0.33724661,0.36032451,0.68508089,0.70107998,0.58794625,0.36224313,0.49848947,0.4633453,0.58130824,0.59312909,0.70291902,0.38954921,0.50092514,0.62141561,0.83087598,0.55213431,0.66185501,0.30707023,0.27785882,0.4984127,0.43417358,0.538776,0.53768459,0.4909615,0.37350395,0.42479984,0.31841238,0.39219631,0.33760789,0.28291705
32,1,0.4344177,0.43155781,0.44997336,0.50252966,0.24254834,0.34805631,0.34648699,0.43810184,0.50360549,0.2474507,0.32757965,0.60588196,0.23819095,0.28905569,0.60098606,0.40400634,0.37960614,0.53729562,0.26130165,0.53958276,0.39902532,0.18728304,0.44885892,0.49501346,0.56268753,0.32636235,0.31164034,0.33959391,0.63461267,0.62853795,0.51895524,0.33531402,0.38082062,0.38160086,0.54765222,0.57958003,0.69283024,0.34028934,0.41108862,0.58683733,0.85965466,0.56889921,0.62890661,0.30532041,0.27518458,0.43347763,0.40685254,0.51960168,0.57398721,0.41084248,0.40285325,0.40078006,0.27258744,0.36808289,0.31332511,0.24427637
32,2,0.3944177,0.25117594,0.44883518,0.47150701,0.3504565,0.40249611,0.44176747,0.29471193,0.46949975,0.37624648,0.47321513,0.63471485,0.25514109,0.27790407,0.55097184,0.50262393,0.47804028,0.58823127,0.34140807,0.58264805,0.45374385,0.2131338,0.47505658,0.48944534,0.40127801,0.40328964,0.3378249,0.34573967,0.62544354,0.5691187,0.54136121,0.32979285,0.3042992,0.31695621,0.52875237,0.59980034,0.70735808,0.35840851,0.35817062,0.56410354,0.87692186,0.6181461,0.65055449,0.36636715,0.32549073,0.43323996,0.40970172,0.51996452,0.64184632,0.38206249,0.44090389,0.41815771,0.22459257,0.3981618,0.36521167,0.31115176
33,0,0.43552375,0.23377038,0.54177362,0.5494068,0.47659774,0.47399951,0.57931683,0.3337196,0.52827505,0.50143662,0.60368182,0.6811008,0.44163123,0.34503538,0.57623021,0.57613806,0.6107053,0.68455082,0.46383697,0.63629339,0.68696484,0.39600929,0.52448133,0.4974475,0.33298759,0.52727447,0.42397712,0.39484228,0.64359734,0.50680591,0.66061064,0.35745647,0.30632534,0.36391242,0.53509454,0.64925301,0.73654829,0.53104392,0.5292453,0.56028274,0.87226997,0.66190391,0.70832188,0.47405218,0.339132,0.52856294,0.50109305,0.54009837,0.70409066,0.48334573,0.47198475,0.47466725,0.27831899,0.46978236,0.47640773,0.48578766
33,1,0.48959011,0.23673687,0.6703153,0.65514266,0.63851369,0.53265406,0.67577562,0.39087645,0.61139368,0.70795775,0.70497928,0.71293103,0.6461925,0.40552577,0.60767043,0.6150656,0.70229326,0.76481194,0.54034386,0.69943154,0.82651667,0.68024464,0.58316673,0.51351642,0.32693091,0.61676048,0.4849459,0.45737854,0.66992198,0.52204789,0.84479606,0.37218784,0.35078431,0.40070352,0.5578576,0.6929432,0.77421308,0.70547318,0.63497246,0.57569968,0.85216431,0.66648806,0.78129411,0.55303066,0.33279308,0.63986928,0.69250614,0.55986131,0.70999763,0.58097452,0.50454669,0.53524445,0.35019227,0.53913119,0.64158652,0.67054809
33,2,0.53005856,0.24834877,0.69918148,0.77311501,0.67722879,0.579982,0.77612034,0.44454056,0.67321399,0.75084507,0.76584471,0.73395225,0.7384712,0.44682965,0.63260643,0.6274016,0.75810182,0.84494871,0.59419156,0.77631216,0.9112771,0.8232199,0.63494908,0.51604739,0.34522134,0.68075928,0.52413879,0.48785352,0.69156982,0.527081,0.96056293,0.35294215,0.37750908,0.40092606,0.57872976,0.72688468,0.82613667,0.84603869,0.70890746,0.59862451,0.83300481,0.63928082,0.85834479,0.6087097,0.32191608,0.77981496,0.83300697,0.56918239,0.65790097,0.62805468,0.52389872,0.57975697,0.36809192,0.61996011,0.77612824,0.81960177
34,0,0.55549772,0.2691961,0.66590788,0.91258947,0.63005505,0.60977985,0.86612347,0.49385507,0.68666555,0.73795775,0.76971673,0.75172414,0.80443564,0.46527271,0.6455485,0.62542045,0.76993999,0.88622941,0.62351324,0.83492466,1,0.88902556,0.67555639,0.48983306,0.38273754,0.72495446,0.53658127,0.47903372,0.7084432,0.54760061,1,0.25133284,0.39548293,0.39698492,0.59706867,0.73776248,0.83145009,0.9418354,0.76172751,0.62356481,0.8038319,0.55766506,0.86916873,0.64272878,0.31202053,0.88141923,0.92159057,0.55391066,0.51860539,0.63840431,0.52568473,0.61316067,0.34998169,0.68449666,0.87159885,0.90459439
34,1,0.55506831,0.26713103,0.60313847,0.97611531,0.48009533,0.58970456,0.8795362,0.51617431,0.66233897,0.62307746,0.71265539,0.74045093,0.78393893,0.45011795,0.63242628,0.59082504,0.69155537,0.86459434,0.58647827,0.83658039,0.96474768,0.85458521,0.67450962,0.43789984,0.40886275,0.72232494,0.52427559,0.40378898,0.66516922,0.50630667,0.96763934,0.18810762,0.40120552,0.39222541,0.59605537,0.7016179,0.76883239,0.96763328,0.77997997,0.61897029,0.78453836,0.47752575,0.79662726,0.62754788,0.29031154,0.92971734,0.93472788,0.53236575,0.33909026,0.62161056,0.49582358,0.59477898,0.29142099,0.70067632,0.89116317,0.93273763
34,2,0.54225114,0.2662542,0.54526081,0.98097853,0.32351638,0.50659628,0.83478533,0.50719765,0.57591601,0.52016901,0.61164323,0.70013263,0.68340742,0.42404747,0.57807907,0.54821696,0.56477887,0.77252098,0.50058129,0.78563938,0.86159592,0.76417931,0.62467937,0.40116317,0.46049268,0.66384541,0.48197364,0.34854967,0.60751761,0.4482323,0.84352389,0.2181233,0.38366013,0.37936109,0.58062065,0.60212048,0.68650794,0.89080749,0.72135876,0.60533957,0.76210676,0.43345836,0.72680781,0.5221723,0.2665136,0.8927086,0.8360012,0.51680374,0.26893311,0.57650177,0.44916962,0.55994645,0.26193005,0.69102575,0.83986848,0.92401323
35,0,0.53059206,0.27526018,0.49774786,0.90574566,0.24665682,0.39212702,0.67916014,0.47790925,0.51635436,0.45798592,0.47807214,0.62832228,0.57512563,0.40614054,0.53528017,0.51289953,0.44829202,0.63823438,0.45197639,0.62370992,0.74141009,0.56401531,0.55621464,0.38884222,0.49033154,0.60952929,0.43753886,0.33763597,0.56360342,0.41306164,0.7151626,0.23747627,0.35082062,0.37888011,0.54612322,0.41971084,0.62073581,0.60179127,0.62832234,0.56706467,0.76496097,0.40013098,0.71051233,0.4875936,0.24278768,0.83247602,0.70487676,0.51495726,0.34001421,0.48464757,0.38855432,0.51865201,0.2696942,0.64324113,0.72972462,0.85161472
35,1,0.52137931,0.28934688,0.4686153,0.8126581,0.19976504,0.30926426,0.66317769,0.43212012,0.46087502,0.42691549,0.36586509,0.57572281,0.51492076,0.40015727,0.52557125,0.49991195,0.38587161,0.51069941,0.39797219,0.48401678,0.6840317,0.4429821,0.48992833,0.40736672,0.50735321,0.54677678,0.41382291,0.37788252,0.5531213,0.41100357,0.57874692,0.2279277,0.32767611,0.38333094,0.5166923,0.35481583,0.61292037,0.47361493,0.58343673,0.53541886,0.78092723,0.37858546,0.6969297,0.38848428,0.20244913,0.7235379,0.55487521,0.50764393,0.34990129,0.42200112,0.35340049,0.50145457,0.27687237,0.60261857,0.63741882,0.7578977
35,2,0.4908393,0.30126198,0.38682133,0.62174723,0.15994898,0.21295523,0.55079285,0.31696589,0.38122804,0.3543169,0.27137423,0.45821618,0.39005605,0.36659518,0.4725704,0.47471163,0.3609931,0.39565434,0.3470533,0.30629174,0.52730916,0.22709444,0.40393248,0.48281099,0.4981015,0.4541956,0.33416242,0.47015047,0.54001324,0.39555782,0.4653574,0.21656351,0.26476398,0.34805456,0.45250158,0.30712565,0.51028383,0.28838386,0.47308387,0.40916038,0.79578964,0.27127463,0.6323985,0.28679751,0.18471097,0.55233002,0.39889555,0.47387518,0.34147516,0.28059327,0.29655323,0.43884355,0.26704816,0.481696,0.45446774,0.59455428
36,0,0.43459987,0.28703597,0.28886037,0.41535445,0.15806928,0.15264752,0.45563773,0.27074425,0.2823741,0.27609155,0.20438829,0.36833554,0.29237534,0.27618129,0.36082298,0.36954301,0.29475228,0.30506683,0.28378197,0.22675092,0.39795956,0.1737529,0.31748397,0.479063,0.40754769,0.38077434,0.23807362,0.44612038,0.46684462,0.38526745,0.32901328,0.21774367,0.23038489,0.25368988,0.39215598,0.25940792,0.38845171,0.22388272,0.39430549,0.32433852,0.78231491,0.2485801,0.50065072,0.22206984,0.20593373,0.4298192,0.36557569,0.41094178,0.32066651,0.20517017,0.25320991,0.37355508,0.2292712,0.36846441,0.32426634,0.43733202
36,1,0.34382563,0.26836024,0.2028285,0.32799294,0.17572503,0.1367706,0.33738013,0.23357271,0.18822988,0.2109507,0.1969839,0.29562334,0.21299768,0.23801558,0.2943491,0.29527164,0.25549884,0.25697855,0.23280719,0.18526409,0.35517398,0.16303813,0.25247077,0.45613355,0.3013521,0.33436049,0.20993658,0.36289884,0.38010135,0.38732552,0.26138984,0.21782619,0.20546841,0.19638191,0.32968425,0.21913941,0.28839118,0.19408417,0.31807397,0.26882224,0.69854135,0.23971543,0.36982861,0.18779065,0.19811813,0.31939564,0.38388297,0.31892437,0.29392719,0.17959829,0.2280098,0.31287491,0.11887017,0.27096159,0.27424579,0.34980652
36,2,0.27076122,0.23067279,0.1673076,0.33115011,0.21416488,0.10969801,0.22057035,0.21293455,0.14882048,0.2008662,0.29149514,0.21499337,0.19540974,0.22445493,0.22468949,0.22455754,0.15647381,0.14487411,0.20546414,0.15612893,0.29143742,0.13685937,0.2157582,0.27556274,0.16959622,0.3076133,0.21432658,0.17502719,0.24401836,0.4108813,0.24954282,0.16857308,0.13089325,0.18701364,0.28305437,0.10371773,0.17100484,0.24353763,0.31877054,0.2791002,0.61696759,0.22796333,0.22393914,0.16984315,0.16858455,0.21875902,0.40611693,0.26320755,0.32432283,0.15446346,0.23186496,0.25977654,0.13701703,0.1700078,0.1335635,0.3478576
37,0,0.37881588,0.22852577,0.30655785,0.39110697,0.25814313,0.15043784,0.28674397,0.2708993,0.24630249,0.34164789,0.45395014,0.27149867,0.29778701,0.29642576,0.42205366,0.31505679,0.32913598,0.34289711,0.28251878,0.29272035,0.27318273,0.22300123,0.27628253,0.30418955,0.17127246,0.47468398,0.25210173,0.2873731,0.24196751,0.45273561,0.34267313,0.24093422,0.23961511,0.39298636,0.29694201,0.30533563,0.2065039,0.36829404,0.43656806,0.34046232,0.53150674,0.3091683,0.28421776,0.20897769,0.27423015,0.25179526,0.4100747,0.37881793,0.45088842,0.34210526,0.26841274,0.35313956,0.23035158,0.30029481,0.26584464,0.40989235
37,1,0.47381913,0.24332541,0.40320143,0.45460339,0.29054108,0.27963827,0.36448762,0.36529297,0.30546261,0.42316197,0.53499762,0.33610743,0.41202165,0.36279219,0.56012136,0.42281412,0.4098536,0.45478396,0.39286353,0.38703571,0.33239206,0.26892852,0.34354017,0.35763059,0.29802741,0.53354698,0.31931352,0.37058557,0.37896199,0.48820173,0.39249424,0.33038706,0.39437908,0.6503374,0.43105944,0.42273322,0.30346381,0.45402455,0.53007249,0.42002101,0.49919577,0.46130857,0.3946751,0.25024829,0.40367369,0.40718105,0.42269398,0.48203516,0.52940851,0.42838014,0.29848081,0.46427928,0.28983703,0.38310067,0.45820797,0.50033068
37,2,0.53335068,0.26800787,0.46410617,0.51749191,0.31629968,0.32298879,0.43774365,0.45045699,0.34284758,0.47303521,0.57525983,0.35602122,0.47064167,0.4199085,0.59065137,0.47728273,0.46078222,0.50560771,0.47589877,0.43813676,0.37759155,0.30138718,0.38742927,0.40317717,0.35440822,0.56273197,0.33883845,0.42549855,0.47065334,0.49545593,0.4069969,0.35194355,0.46883079,0.74364681,0.52181308,0.48218933,0.39584342,0.52748203,0.57108339,0.51079377,0.50663092,0.52647497,0.46032444,0.29013163,0.52212318,0.47957729,0.44624374,0.49976617,0.55508963,0.47158267,0.31397767,0.49790181,0.31080388,0.43809937,0.5216194,0.58236122
38,0,0.56409889,0.29529624,0.5055456,0.56998725,0.35281284,0.33100908,0.50945785,0.49124368,0.36608667,0.52004225,0.59866178,0.37234085,0.49511017,0.45649439,0.58505736,0.51144668,0.48434651,0.54987255,0.54311617,0.46062145,0.41703407,0.32948613,0.41546586,0.44803446,0.38045008,0.55447362,0.34803507,0.47914249,0.50689584,0.4800917,0.42188916,0.3572749,0.49074074,0.77997128,0.5890437,0.53957315,0.46783697,0.57454799,0.58386121,0.55933709,0.53306,0.56290409,0.51539731,0.32891937,0.58887088,0.53255241,0.47384453,0.48363974,0.55768775,0.5180305,0.31676559,0.5007466,0.31149057,0.45513743,0.51814221,0.6143812
38,1,0.56972023,0.3148652,0.54293602,0.59771546,0.38662057,0.32188395,0.56957067,0.50453729,0.39953154,0.54996479,0.60337613,0.39332228,0.48320448,0.4672171,0.57474163,0.4669455,0.50205283,0.5595959,0.59688562,0.44475964,0.44243032,0.34319393,0.42713127,0.49810447,0.39113725,0.52023501,0.35788459,0.52041334,0.52507135,0.46676516,0.44675201,0.35686226,0.50043573,0.75714286,0.68302723,0.57855422,0.50802394,0.60190742,0.57845186,0.56822046,0.56101869,0.56522593,0.53824581,0.36323796,0.61561318,0.55147271,0.48925082,0.47566522,0.54651346,0.55066952,0.32030493,0.47643076,0.31432888,0.43641724,0.47845458,0.62589883
38,2,0.57035784,0.32845202,0.57892188,0.59951956,0.43635204,0.30991898,0.61776872,0.50975192,0.44976577,0.57269718,0.59233068,0.40905836,0.46190568,0.47809708,0.59381815,0.37967773,0.52237742,0.5378738,0.62870014,0.39790275,0.46236109,0.35553506,0.43986232,0.55604739,0.41035377,0.49077612,0.40557766,0.55323604,0.53438154,0.48112073,0.50210702,0.36855657,0.53433551,0.707028,0.72450918,0.58506024,0.54638149,0.6083343,0.56843858,0.5591365,0.56987306,0.5535036,0.56494363,0.39985024,0.60812174,0.54312028,0.51436505,0.49635543,0.54277817,0.57342384,0.33919956,0.4323044,0.34001099,0.40695396,0.427127,0.61152466
39,0,0.58573845,0.3258543,0.5830387,0.58757721,0.45363185,0.32069727,0.5985083,0.51134323,0.48896604,0.5788662,0.58898852,0.42064324,0.46807112,0.49397384,0.6424955,0.3607819,0.55133103,0.53015232,0.62949383,0.34730394,0.47277282,0.36449364,0.44839683,0.59113624,0.45163919,0.50710109,0.44602661,0.55917331,0.53404516,0.48961793,0.54921682,0.40025584,0.57523602,0.67357502,0.73063422,0.56063339,0.58958838,0.60295275,0.56090685,0.54446461,0.54589608,0.53435137,0.57837962,0.42183337,0.60011705,0.54350225,0.55476124,0.53942912,0.53574193,0.57135949,0.35899809,0.41707644,0.3768449,0.39496228,0.42965886,0.5932808
39,1,0.59738452,0.32617389,0.56574805,0.57075203,0.44997986,0.33010885,0.56744594,0.51142484,0.49873682,0.56954225,0.60942191,0.44197613,0.51340356,0.50137251,0.71019247,0.38136832,0.58586754,0.53629468,0.6246311,0.31722501,0.47950446,0.36936586,0.4501226,0.60303716,0.49812002,0.54121643,0.47514613,0.55869289,0.52587432,0.49833928,0.57221913,0.44217215,0.60670298,0.675743,0.71798607,0.53951807,0.64495561,0.59320918,0.55947017,0.51926641,0.51241031,0.51600286,0.57682156,0.4352408,0.58184765,0.55612427,0.58658917,0.58913885,0.51840006,0.56426446,0.37251293,0.42972994,0.39951474,0.38870199,0.45634196,0.5745585
39,2,0.59882889,0.33986725,0.52574224,0.55275027,0.44059479,0.32834929,0.52592291,0.52443284,0.49263008,0.55170423,0.62497792,0.44605438,0.53974681,0.48726142,0.75054518,0.52512107,0.61438308,0.53916071,0.62980683,0.2899277,0.48366733,0.37441574,0.45203697,0.61879375,0.51702167,0.56477259,0.4884778,0.55901015,0.51522945,0.52482934,0.5817206,0.46225964,0.63157589,0.68414932,0.70735547,0.52994148,0.70211192,0.56648212,0.56640327,0.48533766,0.49101159,0.51082931,0.57633581,0.43636005,0.56148929,0.5731432,0.5940074,0.60985325,0.49300324,0.55251069,0.36091478,0.44397961,0.40074162,0.37532299,0.4680559,0.56095828
40,0,0.59230969,0.35335573,0.49208117,0.55119129,0.43708378,0.32023897,0.49054842,0.53682063,0.48494228,0.54878169,0.63772162,0.431187,0.55273483,0.47239259,0.74634493,0.61796249,0.64891959,0.53360274,0.64687668,0.28971246,0.50337038,0.38537652,0.4557997,0.6287776,0.51381737,0.56453976,0.49212163,0.56275381,0.50270734,0.56093734,0.56785402,0.46110423,0.63458969,0.69491027,0.69908622,0.53175215,0.72013721,0.52913392,0.57269422,0.46362594,0.48595758,0.52023576,0.57991935,0.42993616,0.54658743,0.57425516,0.59671153,0.59122722,0.47894654,0.53899014,0.33682548,0.44415982,0.39223585,0.36862048,0.46503083,0.5656582
40,1,0.58603774,0.37325248,0.44971182,0.57275223,0.4402927,0.30247156,0.46945785,0.54648278,0.48484189,0.57641549,0.6707153,0.40569629,0.58427716,0.45390664,0.719086,0.77251035,0.6841998,0.52473112,0.67269943,0.31971411,0.53807615,0.41154162,0.45931724,0.63332256,0.48551584,0.59184847,0.48370849,0.57267041,0.49089055,0.62266938,0.5381172,0.44870843,0.61714597,0.71119167,0.68311771,0.53907057,0.70191014,0.51073083,0.58177148,0.43833222,0.47547899,0.54004286,0.58211896,0.43074801,0.54515577,0.53831593,0.6102529,0.55105628,0.47484798,0.52328436,0.30564661,0.43285792,0.38018678,0.37202809,0.46027949,0.58366284
40,2,0.58059857,0.39903302,0.40478036,0.60460829,0.45673335,0.28422129,0.49158884,0.55027746,0.50631588,0.6430493,0.74376741,0.38982095,0.6352242,0.43996712,0.65615815,0.82858149,0.72663182,0.5243954,0.75185566,0.42342293,0.59233922,0.449795,0.4598642,0.64290792,0.40051861,0.66332498,0.45170999,0.59777012,0.49510075,0.74375955,0.51515465,0.42352067,0.55832244,0.7298636,0.65870804,0.56191394,0.61522733,0.51698995,0.60747948,0.43764447,0.4551841,0.58621182,0.58754468,0.470789,0.57293355,0.39040828,0.64067178,0.547194,0.49154229,0.50584899,0.3162973,0.4185825,0.3799121,0.38356889,0.46655158,0.62663055
