,measure_number,beat_number,pid1263-04,pid52932-04,pid9048-04,pid9050-04,pid9054-04,pid9055-04,pid9058-04,pid9059-04,pid9061-04,pid9062-04,pid9063-04,pid9066-04,pid9067-04,pid9070-12,pid9072-04,pid9073-06,pid9074f-04,pid9075-04,pid9088-04,pid9093-04,pid9094-04,pid9097-11,pid9099-04,pid9101-04,pid9104-04,pid9105-04,pid9111-04,pid9114-31,pid9118-04,pid9138-04,pid9139-04,pid9150-18,pid9153-04,pid9166c-06,pid9170-04,pid9173-09,pid9174-04,pid9186c-04,pid9192-04
108,37,2,0.49670991,0.68970888,0.31109002,0.52768885,0.63818831,0.5421831,0.40900936,0.40567826,0.70976256,0.48631735,0.36200157,0.4732304,0.43986398,0.59594358,0.26795157,0.62609273,0.6707768,0.27544305,0.32929224,0.63219265,0.45775963,0.19668304,0.37141399,0.60775564,0.48529890000000003,0.34098098,0.43444747,0.18609835,0.77608797,0.48024532,0.68372345,0.45572851,0.56568441,0.63743018,0.44537526,0.20867969,0.57043103,0.63393376,0.52902249
109,38,0,0.66804324,0.64953421,0.29939509,0.49494468,0.90233484,0.6565493,0.26908133,0.41916878,0.67861068,0.62313396,0.47678128,0.42958968,0.52396896,0.73447409,0.3425933,0.58719937,0.75146332,0.36694887,0.38570873,0.50148923,0.63223903,0.23976652,0.35671739,0.66520745,0.52973632,0.47121191,0.5074873,0.20998504,0.90387844,0.49329086,0.56150282,0.51664894,0.70663023,0.7205564,0.513726,0.16544986,0.594115,0.70582026,0.63546604
110,38,1,0.68285796,0.58899563,0.50555094,0.61852078,0.86143133,0.82295775,0.32305752,0.35964781,0.67239992,0.58068216,0.58155314,0.35566131,0.58641555,0.85583862,0.57709403,0.580816,0.79093879,0.43419122,0.33413377,0.39413023,0.71281083,0.19601594,0.39174244,0.71447239,0.70495756,0.64221503,0.47412943,0.23844368,0.80353161,0.46718623,0.48941322,0.520729,0.95564005,0.69278976,0.70623362,0.16177959,0.59581571,0.77692233,0.59117135
111,38,2,0.49505554,0.53665939,0.39664334,0.54561699,0.87728948,0.73511066,0.28551511,0.35896881,0.61035126,0.54918438,0.55691594,0.36386774,0.59838696,0.84987973,0.52837765,0.51223714,0.53088843,0.40682921,0.33550457,0.37209284,0.82702641,0.21039563,0.43018185,0.66488076,0.63239119,0.40023256,0.37851726,0.19465401,0.73296815,0.34570344,0.48764415,0.53109349,0.76045627,0.66876453,0.56270138,0.15627418,0.56737155,0.64092582,0.60504278
112,39,0,0.48205690000000007,0.61841339,0.48125964,0.46631029,0.87916203,0.67905433,0.32739407,0.36237129,0.60904631,0.5781215999999999,0.56377958,0.63126763,0.62652367,0.81494642,0.47215879,0.53849087,0.59013567,0.46792527,0.61470931,0.38696134,0.92819497,0.24109145,0.52256448,0.89166939,0.6465866,0.62432328,0.48479717,0.28335311,0.77577142,0.41190702,0.73509282,0.62850237,0.74336977,0.64093108,0.48322378,0.14897332,0.42987492,0.56427465,0.724169
113,39,1,0.42197704,0.68025473,0.38889811,0.35367869,0.906314,0.73207243,0.29155347,0.30905835,0.66247057,0.52894711,0.44056739,0.6141426999999999,0.49333856,0.84107807,0.50867499,0.38430143,0.53808022,0.41663845,0.60644565,0.30513308,0.75470569,0.19310664,0.54160327,0.95504737,0.64635182,0.55510684,0.45252153,0.24494556,0.77498693,0.41925319,0.76185,0.49098907,0.62008872,0.77253534,0.5548825,0.12462057,0.3694232,0.50763122,0.54066026
114,39,2,0.35581456,0.51080786,0.27791484,0.43764611,0.85481889,0.59690141,0.24339009,0.32592150000000003,0.69078689,0.40548690000000004,0.36617205,0.3964467,0.56921266,0.72895255,0.47507089,0.52323857,0.37261219,0.35200361,0.60427766,0.23654943,0.68614953,0.17296396,0.49694749,0.8159425,0.56821383,0.44661857,0.26458809,0.17500387,0.58809766,0.30477772,0.64364296,0.42658803,0.55905418,0.59068922,0.46616832,0.095670072,0.31798794,0.47671896,0.42815931
115,40,0,0.52260769,0.55172489,0.3270905,0.42825022,0.91362865,0.55603622,0.24461007,0.35036562,0.82253728,0.47037074,0.43612891,0.42351946,0.40923359,0.82888695,0.41113495,0.50257736,0.50462816,0.51346653,0.66482598,0.25331115,0.67988902,0.21415732,0.37346446,0.91022542,0.54903377,0.32730273,0.43644261,0.21210073,0.61087561,0.30375440000000004,0.67603905,0.41593348,0.63533745,0.48725247,0.42587103,0.081379823,0.27733285,0.56210537,0.55714394
116,40,1,0.68700011,0.5833115,0.42150397,0.43618685,0.99005208,0.65362173,0.28994392,0.31800478,0.77856162,0.51149778,0.38391947,0.44777214,0.37359840000000005,0.73890225,0.45050195,0.44718892,0.63198194,0.52575347,0.50810811,0.2464512,0.50408944,0.17365885,0.34740212,0.8354786,0.60449702,0.45363274,0.61791946,0.22249342,0.7169066,0.30841692,0.54396692,0.48539109,0.96047212,0.65705925,0.49654165,0.080098205,0.3288311,0.70158822,0.55963504
117,40,2,0.60142052,0.55855167,0.20878899,0.31558884,0.94885599,0.33781690000000003,0.30509621,0.36131174,0.72370487,0.61622343,0.41359655,0.64003807,0.33367338,0.68199213,0.33127443,0.30145885,0.4071192,0.54740377,0.38323935,0.18207383,0.42920057,0.18505513,0.3369178,0.77726233,0.59310096,0.49451745,0.50662593,0.18873523,0.61956013,0.25193819,0.5899738,0.49511747,0.7888308,0.67316069,0.35409202,0.079697451,0.36162152,0.59443153,0.38576512
118,41,0,0.55570759,0.72687045,0.34503618,0.31959438,1.0,0.33368209,0.30993511,0.4951649,0.65798666,0.68278794,0.41209308,0.56747039,0.46712878,0.82013995,0.35434133,0.37296106,0.41095331,0.6313918000000001,0.40228466,0.22679816,0.62689646,0.2041601,0.42503247,0.99542633,0.61049305,0.63560096,0.53670765,0.22990866,0.79838421,0.34042423,0.70233186,0.53340423,0.8163815,0.57818221,0.26716072,0.0793086,0.33173759999999997,0.57766802,0.46326948
119,41,1,0.46161979,0.91826783,0.24594947,0.22319341,0.81719235,0.23632797,0.20710866,0.40691688,0.60656397,0.50926347,0.27953327,0.36405809,0.39765455,0.56981194,0.34315273,0.25169117,0.37125096,0.62507055,0.26012055,0.16173954,0.38434564,0.12730473,0.25758026,0.94733747,0.43789958,0.34764507,0.4728116,0.14712317,0.66576289,0.28928571,0.57420696,0.39446002,0.84996831,0.46131644,0.15673841,0.070617002,0.26761451,0.57790045,0.33438328
120,41,2,0.35986964,0.88726346,0.10570988,0.17368256,0.53590614,0.0585,0.15284541,0.41635577,0.7169741,0.15132971,0.42294418,0.19031303,0.25052751,0.43536519,0.17284849,0.23981415,0.24461182,0.66186929,0.15553179,0.10300222,0.35473457,0.14568702,0.19673409,0.70898399,0.39596352,0.18395619,0.25681366,0.062748336,0.31494123,0.20088777,0.36060281,0.32880209,0.79871673,0.48665117,0.12464235,0.17086599,0.37421038,0.42201239999999995,0.24174302
