,measure_number,beat_number,pid1263-04,pid52932-04,pid9048-04,pid9050-04,pid9054-04,pid9055-04,pid9058-04,pid9059-04,pid9061-04,pid9062-04,pid9063-04,pid9066-04,pid9067-04,pid9070-12,pid9072-04,pid9073-06,pid9074f-04,pid9075-04,pid9088-04,pid9093-04,pid9094-04,pid9097-11,pid9099-04,pid9101-04,pid9104-04,pid9105-04,pid9111-04,pid9114-31,pid9118-04,pid9138-04,pid9139-04,pid9150-18,pid9153-04,pid9166c-06,pid9170-04,pid9173-09,pid9174-04,pid9186c-04,pid9192-04
52,19,0,0.43222669,0.59875546,0.29868343,0.48450646,0.76306396,0.44283702,0.356858,0.39460528,0.87562794,0.61910035,0.66407374,0.81824591,0.64727526,0.50986223,0.47359951,0.54899801,0.6768229,0.4335986,0.88051721,0.39523131,0.65069051,0.79358844,0.76310076,0.5794773,0.62190717,0.72183394,0.44967238,0.98199081,0.6524401999999999,0.86934128,0.69829616,0.66538722,0.63507605,0.69710575,0.38244190000000006,0.33489733,0.5041393,0.46841952,0.57563413
53,19,1,0.36026768,0.5113246,0.31935713,0.39054752,0.6620048000000001,0.44817907,0.36086649,0.4063498,0.84341641,0.51628275,0.49115571,0.76276086,0.51453483,0.50986223,0.503939,0.40513212,0.66504832,0.35013546,0.82985612,0.40040399,0.5200656,0.58360975,0.68205604,0.69121202,0.61947806,0.58322602,0.44967238,0.72088343,0.65681687,0.83721876,0.76124189,0.52683941,0.55385773,0.64447206,0.33067835,0.34314056,0.42209124,0.43612241,0.54602862
54,19,2,0.28682846,0.41223435,0.22133792,0.47898209,0.62209609,0.42469819,0.28857017,0.39864199,0.74978414,0.49720217,0.40020264,0.46788635,0.55382335,0.50986223,0.46612767,0.54428109,0.50154272,0.29464386,0.80707758,0.39687104,0.42738534,0.6398499,0.67152533,0.63690951,0.43764674,0.49786824,0.44967238,0.63248878,0.54259682,0.67287205,0.70230974,0.52296239,0.50624208,0.54243833,0.36768914,0.35093741,0.44100603,0.46992059,0.45650034
55,20,0,0.48526613,0.53131004,0.2512632,0.43941808,0.97671016,0.67691147,0.33935803,0.42974183,0.83134812,0.5493129,0.50148385,0.57213057,0.76466998,0.50986223,0.49861292,0.51946786,0.58582513,0.47220341,0.91685787,0.47844582,0.36616232,0.77221347,0.6298199999999999,0.75171513,0.48361929,0.44466811,0.44967238,0.78053563,0.70107903,0.77412578,0.84289553,0.60154694,0.63343631,0.65450707,0.55114491,0.35830771,0.45105732,0.56039125,0.65262361
56,20,1,0.68326844,0.53207424,0.39200569,0.50332802,0.86505939,0.80903421,0.54466235,0.48800925,1.0,0.57100346,0.46875409,0.73667513,0.68378237,0.50986223,0.64352824,0.50609386,0.73043242,0.40204312,0.64926113,0.58950412,0.28382685,0.69569165,0.43209315,0.70147011,0.73412498,0.5044323000000001,0.44967238,0.73724134,0.74462551,0.80638384,0.83705759,0.62030359,0.98051331,0.76662925,0.78639859,0.36529114,0.43074777,0.64072245,0.64870145
57,20,2,0.59982834,0.50483988,0.37958724,0.45479995,0.83726374,0.70904427,0.47547236,0.50665572,0.86370683,0.57921898,0.43203687,0.84588268,0.66678873,0.50986223,0.55423404,0.44354531,0.7316008,0.40514166,0.57178689,0.54942174,0.40885135,0.75500788,0.51997588,0.60309703,0.71534224,0.54405421,0.44967238,0.6008566,0.65815189,0.79384657,0.75191004,0.55162912,0.6694154,0.75763649,0.59208661,0.41006845,0.45247008,0.54248499,0.5774665
58,21,0,0.5413531,0.55818777,0.40670146,0.46203672,0.90619697,0.62556338,0.43558226,0.48863602,0.80415031,0.58846268,0.44777749,0.85300338,0.84523498,0.50986223,0.5303165,0.54751515,0.77692953,0.46062761,0.6118705,0.48727028,0.54451974,0.76897989,0.64802375,0.83828814,0.62091385,0.71607007,0.44967238,0.61442799,0.72581134,0.88282732,0.85461561,0.61682297,0.62916667,0.63489137,0.50105254,0.50567404,0.41850985,0.4834786,0.62385856
59,21,1,0.44874554,0.51136827,0.42556043,0.38740563,0.66335069,0.56264588,0.42569944,0.42381734,0.66429553,0.5067128,0.33854752,0.714326,0.7758741,0.50986223,0.50681278,0.42753040000000003,0.79405826,0.41225308,0.45870115,0.47134823,0.42619924,0.57322339,0.5188625,0.89081999,0.54840166,0.47308736,0.44967238,0.49221322,0.67592006,0.77114394,0.77751733,0.56954462,0.5684173,0.55693632,0.34962409,0.50976094,0.42246918,0.5121441,0.50048459
60,21,2,0.48060154,0.59576419,0.35543826,0.34483375,0.61168003,0.54856137,0.42516634,0.46574392,0.79857732,0.50080079,0.38999216,0.53828257,0.54503444,0.50986223,0.30429152,0.40795662,0.72145969,0.40339767,0.25979973,0.40028517,0.45658385,0.41822478,0.44172388,0.65344659,0.54987358,0.31692527,0.44967238,0.28552557,0.7589529,0.63521279,0.6876154000000001,0.53277579,0.47144328,0.67080895,0.48150535,0.30094237,0.5205795,0.45311834,0.54317407
61,22,0,0.51866456,0.65772926,0.29707034,0.41626338,0.83539119,0.65550302,0.43831951,0.57332488,0.83388932,0.66359862,0.55352987,0.42695995,0.53335077,0.50986223,0.27680282,0.48887853,0.92541631,0.49210972,0.39342796,0.37962611,0.62111039,0.37944964,0.41214511,0.73570729,0.66896334,0.45723359,0.44967238,0.29287889,0.84168295,0.62743291,0.55413907,0.71352606,0.62084125,0.75710201,0.53679598,0.28129154,0.58427967,0.56046872,0.64345423
62,22,1,0.52616521,0.55543668,0.51645119,0.55489376,0.78290128,0.76542254,0.51854054,0.52328011,0.92801217,0.71463174,0.58022617,0.44867456,0.54906269,0.50986223,0.41743429,0.5402703000000001,0.96511865,0.52722655,0.30803033,0.44404309,0.5992244000000001,0.29508014,0.5319446999999999,0.7526951999999999,0.82530251,0.74558958,0.44967238,0.32482068,0.64028737,0.57739225,0.48763309,0.7437784000000001,1.0,0.78099361,0.64063238,0.29014979,0.59678755,0.69515785,0.70097675
63,22,2,0.44699165,0.52781659,0.43768236,0.59203061,0.8255603000000001,0.65150905,0.41824631,0.46890763,0.88534144,0.73744933,0.4520787,0.49036238,0.46438225,0.50986223,0.42397885,0.55992882,0.66401606,0.53948527,0.38681703,0.47126901,0.78712213,0.31965163,0.67504175,0.65468801,0.71598338,0.57126067,0.45319885,0.3211466,0.65367888,0.44417864,0.49101644,0.61644591,0.73887041,0.76902109,0.6207415,0.29014979,0.60525511,0.58820453,0.66380707
64,23,0,0.4527633,0.63732169,0.46891235,0.63987373,0.82696471,0.61612676,0.41567309,0.40098493,0.79955848,0.77398913,0.49353509999999995,0.69005922,0.55711919,0.50986223,0.37640432,0.72040277,0.58440719,0.62608647,0.6034999,0.5129435999999999,1.0,0.35493375,0.87835405,0.87657628,0.72622359,0.75943036,0.45319885,0.36789824,0.81949682,0.51888046,0.67386088,0.68687035,0.61978771,0.6903712,0.56944623,0.28911814,0.4811752,0.57437536,0.90096161
65,23,1,0.37248268,0.66195051,0.4112798,0.45372783,0.83580081,0.73339034,0.39384682,0.37034771,0.79755691,0.71378151,0.41711988,0.63363649,0.53490278,0.5133665,0.43873094,0.47985426,0.55255456,0.57229936,0.65645538,0.54403517,0.79024722,0.30844066,0.78504361,0.94949363,0.70519234,0.50004376,0.45319885,0.30040766,0.85475791,0.51615614,0.68737216,0.6101808000000001,0.53604246,0.76760469,0.55028569,0.28911814,0.37940250000000003,0.51046872,0.7909441999999999
66,23,2,0.23988407,0.66782387,0.34482268,0.50125825,0.86306981,0.80730382,0.31498929,0.33633786,0.74322017,0.59265447,0.36210616,0.34894952,0.70527509,0.5133665,0.48357729,0.56893898,0.35132039,0.43933853,0.75844838,0.48463245,0.79995256,0.29063282,0.68391167,0.77295002,0.58335741,0.35244621,0.45319885,0.28860106,0.61399983,0.43927894,0.61919662,0.5262303,0.4263308,0.65105962,0.47252653,0.27445690000000006,0.39256726,0.45993608,0.62953737
67,24,0,0.38831739,0.6600655,0.33840588,0.46881189,0.76271286,0.7665996,0.31842367,0.31040889,0.85488619,0.6047651999999999,0.4722905,0.42632544,0.68260528,0.5133665,0.45440264,0.56703244,0.50080539,0.54643301,0.90657204,0.38387199,0.87999835,0.340063,0.5980886999999999,0.84279647,0.59972007,0.36062315,0.45319885,0.27440012,0.66701533,0.52642315,0.70266356,0.61030649,0.51533587,0.55539966,0.46449285,0.40218232,0.35851705,0.56256053,0.7896569999999999
68,24,1,0.55391639,0.74090247,0.33844147,0.58924609,0.66803207,0.81731388,0.41461714,0.2865244,0.94162088,0.71175482,0.42953327,0.51506627,0.47450519,0.5133665,0.53866963,0.59443009,0.66239394,0.51175641,0.6835699000000001,0.41533587,0.7095104,0.28721393,0.54605678,0.81842535,0.6020949999999999,0.5848514,0.45319885,0.25402240000000004,0.81554681,0.47214015,0.64886171,0.67609011,0.84426489,0.80801197,0.50397388,0.62485864,0.38135517,0.70386403,0.70391459
69,24,2,0.54268406,0.70949782,0.25297118,0.50568072,0.77020305,0.63226358,0.4189742,0.35047008,0.78659733,0.87892239,0.39861420000000003,0.69833615,0.40005231,0.5133665,0.47287915,0.48656244,0.65286538,0.47797155,0.66819949,0.45942649,0.58126798,0.26267025,0.5782056,0.70852663,0.62415568,0.55041822,0.45319885,0.22551215,0.71284649,0.37435619,0.65626969,0.6345161,0.66833809,0.84982228,0.41933668,0.47782958,0.43514802,0.56247337,0.52884834
70,25,0,0.52776983,0.80946143,0.36587593,0.48408952,0.8960735000000001,0.53246479,0.33060291,0.49227727,0.80040228,0.92225408,0.43768466,0.84517766,0.59036533,0.5133665,0.38972335,0.56093152,0.57334725,0.5022462999999999,0.79463348,0.4405339,0.73913178,0.24000741,0.70310818,1.0,0.67439949,0.56823496,0.45319885,0.24127148,1.0,0.45117918,0.71964663,0.61363241,0.70515684,0.69184104,0.29738368,0.53928182,0.37259066,0.52408483,0.61968653
71,25,1,0.43495079999999997,0.90254731,0.44403985,0.38831395,0.7393645000000001,0.44112676,0.28829337,0.42275779999999996,0.75471939,0.7623134,0.32129036,0.64576988,0.6142470999999999,0.5133665,0.37277952,0.43430920000000006,0.49699397,0.44931708,0.53481431,0.34180925,0.59530514,0.15767627,0.51594916,0.98738974,0.58510926,0.43251522,0.45319885,0.179839,0.92307798,0.43866224,0.55239211,0.59768926,0.67603771,0.57126059,0.21785024,0.58518996,0.32957797,0.52198334,0.44889831
72,25,2,0.54360454,0.7727801999999999,0.45382517,0.35690993,0.68851308,0.34884306,0.25060742,0.41907178,0.77438187,0.61795353,0.45575239,0.39955584,0.4588543,0.5133665,0.21811633,0.42395741,0.46112573,0.27869963,0.23630177,0.24108048,0.47805728,0.18128417,0.33617554,0.61491669,0.59348925,0.31509984,0.47615402,0.15174674,0.7442539,0.31898211,0.48630629,0.47065648,0.49370247,0.58478313,0.21737337,0.40994941,0.41200396,0.29570986,0.33898690000000004
73,26,0,0.46699339,0.61905386,0.50432926,0.42783329,0.80291416,0.42237425,0.14956481,0.62968214,0.59405416,0.67284231,0.48841679,0.37637479,0.68926672,0.54712443,0.20740287,0.50631982,0.47051817,0.38935546,0.21647871,0.23660488,0.43870994,0.12420087,0.27354797,0.64171186,0.55771176,0.40634651,0.56497092,0.22385056,0.79432409,0.22238411,0.36463850000000003,0.55013052,0.31537548,0.63457067,0.2532371,0.48421784,0.48741114,0.39894441,0.17796623
74,26,1,0.51829139,0.33386463,0.56248369,0.48246646,0.58328164,0.43761569,0.27734435,0.7637666,0.56881868,0.5375482,0.36350503,0.45489989,0.91847589,0.55029521,0.29511074,0.51297151,0.52445665,0.47141325,0.26001361,0.26532003,0.33561269,0.23909015,0.27524587,0.60950016,0.70507495,0.36487416,0.65574615,0.35718045,0.77714773,0.36489564,0.28756233,0.53231171,0.34509664,0.72656939,0.49877562,0.53197103,0.50628093,0.42409452,0.21569622
75,26,2,0.65908723,0.47042213,0.74089669,0.6776211,0.52849786,0.72780684,0.49364895,0.7955529,0.68735283,0.51865546,0.40395477,0.8106317,0.97183713,0.51307129,0.66547628,0.72685676,0.55505014,0.71870414,0.5363601,0.47191857,0.59821364,0.35476698,0.41579143,0.60976805,0.83557883,0.80181543,0.98380328,0.64188039,0.75456247,0.50412036,0.36197384,0.48862032,0.59035171,0.77670435,0.70026206,0.53197103,0.74819581,0.52452063,0.30916181
76,27,0,0.79871382,0.72688501,0.85294746,0.65943982,0.56431038,0.80645875,0.44233825,0.78353977,0.69642857,0.49424617,0.47451955,0.66163283,0.82195483,0.67789197,0.75277033,0.69605559,0.84838241,0.80686308,0.50613455,0.38874366,0.64213002,0.39616418,0.39564854,0.70996406,0.9435614999999999,0.74841525,0.88603401,0.64415088,0.77083047,0.52957441,0.4244773,0.5718747,0.67536439,0.74237687,0.81715857,0.53197103,0.69891119,0.69203951,0.35225259
77,27,1,0.87969102,0.74774381,0.83201281,0.77174382,0.62595822,0.86561368,0.40125893,0.7141173000000001,0.62411695,0.584696,0.32629102,0.50826283,0.52666318,0.50496939,0.65283163,0.76630089,0.81272971,0.76949994,0.26056776,0.29602345,0.49706571,0.36368943,0.39404342,0.74890559,0.78563301,0.56823496,0.98579106,0.66556582,0.85518456,0.60155191,0.40248554,0.74314996,0.49465304,0.63793795,0.66516304,0.5347287,0.69894718,0.71632772,0.33208147
78,27,2,0.8315524999999999,0.51020378,0.4776539000000001,0.53528299,0.76440985,0.53395372,0.30645972,0.7356887,0.5825157,0.61109244,0.39889528,0.82007896,0.67551661,0.55166193,0.53046977,0.60890565,0.64672853,0.74398916,0.37175773,0.36972433,0.59276793,0.48042250000000003,0.51503062,0.722705,0.7591024000000001,0.55740738,0.98461312,0.65669023,0.8206254000000001,0.60298184,0.46318676,0.61311032,0.48994772,0.67471071,0.64235082,0.5347287,0.57989742,0.56170831,0.36132354
79,28,0,0.86262486,0.63558952,0.81088839,0.69653201,0.84510504,0.50844064,0.5582050999999999,0.87912252,0.71190149,0.75684627,0.50677866,0.78807107,0.77763536,0.64071725,0.712591,0.70976853,0.79382005,0.77429732,0.62805755,0.56300697,0.85258414,0.60168628,0.56355539,0.81208755,0.84183673,0.87768345,0.90760509,0.89509263,0.84371989,0.75338845,0.57326714,0.76121048,0.69498574,0.96409578,0.81836147,0.5347287,0.68126518,0.73597715,0.48279700000000003
80,28,1,0.80459742,0.62259098,0.84830981,0.51803982,0.67206975,0.56815895,0.44640825,0.86300552,0.61091052,0.70284726,0.44133874,0.78327693,0.48173337,0.52965777,0.59124837,0.55628522,0.83327283,0.72101817,0.7088566999999999,0.37819233,0.58004064,0.57186139,0.39179811,0.74073832,0.66965866,0.67866118,0.76433778,0.79193973,0.71163533,0.75711575,0.43382020000000004,0.84077154,0.56765684,0.9429166999999999,0.64333892,0.5347287,0.61374966,0.74606818,0.34952677
81,28,2,0.80128867,0.70508734,0.60349899,0.49269622,0.73403944,0.59945674,0.40789190000000003,0.87106402,0.51838697,0.57131982,0.36478625,0.85843204,0.53337693,0.40582222,0.45725343,0.56302165,0.73390353,0.6573541,0.78759479,0.41581115,0.56704518,0.64493653,0.4956670999999999,0.78052924,0.65741376,0.65476801,0.81440035,0.72877857,0.64420986,0.72824614,0.48688124,0.67596442,0.54446293,0.68689703,0.45529922,0.5347287,0.52309007,0.64750145,0.42827289
82,29,0,0.70057095,0.74614265,0.56457123,0.62547463,0.87389549,0.62466801,0.57648422,0.81875839,0.6307398,0.74472565,0.45526213,0.68150028,0.70669631,0.42467199,0.53214039,0.6971289,0.65398838,0.78541596,0.54417655,0.75263783,0.58897243,0.69741499,0.46271108,0.68618099,0.75815424,1.0,0.66740779,0.75086434,0.88441741,0.73088913,0.66481651,0.83806439,0.79713245,0.73588284,0.68410878,0.5347287,0.50912445,0.54970947,0.54012266
83,29,1,0.51449753,0.73609898,0.486775,0.60385366,0.72262859,0.45552314,0.46594835,0.70320101,0.66756279,0.62009886,0.42809518,0.60815708,0.47768768,0.38727312,0.59970879,0.65510034,0.45367303,0.72355796,0.45279992,0.6685281999999999,0.38904875,0.52289447,0.46078122,0.72179026,0.60656493,0.83267276,0.42055511,0.60240466,0.81027554,0.56327596,0.51502051,0.86568694,0.73634347,0.6455544,0.46062637,0.53660351,0.46117159999999996,0.50611079,0.29457106
84,29,2,0.39793266,0.89825328,0.26563871,0.56147535,0.57780444,0.54574447,0.38733687,0.72888375,0.70549451,0.57288186,0.49975159999999996,0.41400169,0.40812625,0.31584846,0.37748486,0.64723411,0.38309361,0.65108929,0.28075053,0.59382921,0.28595149999999997,0.53542111,0.40361848,0.49982359,0.51834929,0.63817657,0.33393212,0.4797358,0.78296953,0.58244782,0.52901828,0.73743595,0.57115811,0.53535637,0.42646389,0.53703998,0.51239989,0.52457873,0.22674339
85,30,0,0.35142363,0.92248908,0.27408374,0.62093304,0.67382527,0.55794769,0.37692095,0.86793016,0.78017072,0.71622343,0.59813701,0.42753807,0.64663005,0.31597966,0.21014637,0.76394244,0.40276328,0.91923468,0.43855726,0.76271388,0.28501294,0.6715926999999999,0.46364817,0.38576282,0.32336103,0.70831823,0.19655452,0.56143248,0.83871012,0.79398211,0.44253287,0.91430919,0.31894804,0.69025094,0.64479959,0.44583871,0.49348511,0.53424366,0.19701673
86,30,1,0.41366786,0.74097525,0.41471949,0.68945903,0.47809702,0.67428571,0.68056139,0.71967617,0.83678375,0.47671775,0.53171003,0.61610265,0.79635539,0.31597966,0.33743582,0.77399766,0.44750216,1.0,0.46582734,0.80853929,0.30677517,0.84651163,0.55226387,0.36750735,0.37099512,0.49100411,0.25491423,0.6605088000000001,0.78173085,0.78734074,0.37049855,0.79105675,0.48049747,0.76930169,0.71194742,0.42311279,0.5223702,0.53049584,0.32503975
87,30,2,0.66054258,0.75312955,0.68172222,0.88899147,0.49339926,0.90268612,0.96815763,0.60587972,0.73024922,0.47937716,0.72819976,0.84390863,0.95544511,0.31597966,0.46822745,0.95733593,0.57924588,0.86527825,0.72521874,0.78241445,0.39248327,1.0,0.7643996999999999,0.43724273,0.45418999,0.74376414,0.34119119,0.63739099,0.72139338,0.75271076,0.56345986,0.70841149,0.75200412,0.86919747,0.80723461,0.34905267,0.76594979,0.57384273,0.46545771
88,31,0,0.66276915,1.0,0.56865141,0.75878911,0.62736263,0.67865191,0.7763858,0.41843009,0.77806122,0.48582304,0.5949209,0.7712916,0.91411631,0.31597966,0.39773163,0.85069695,0.89410817,0.91201038,0.60998444,0.75335868,0.45350001,0.86056703,0.69009093,0.49650441,0.52253928,0.79396357,0.36368991,0.47465297,0.81798288,0.7870019,0.49306193,0.74030745,0.63681876,0.73717897,0.82179834,0.32102966,0.65312697,0.73895991,0.43558719
89,31,1,0.7008446,0.89235808,0.59691614,0.9397829,0.52141729,0.77090543,0.88020668,0.46728846,0.76455063,0.64561542,0.47143417,0.68795826,0.58956317,0.31597966,0.35199632,0.93721137,0.89073914,0.92555593,0.48266576,0.72977662,0.51213425,0.7753266,0.54875673,0.55973865,0.40483114,0.60139283,0.46558198,0.57748078,0.8065595,0.84562212,0.44952069,0.85105869,0.58008555,0.52564205,0.7251364,0.37725424,0.70225862,0.71973659,0.43971379
90,31,2,0.78866319,0.71773654,0.68504329,0.85772146,0.65217391,0.80961771,0.83969121,0.53130876,0.70915424,0.7345823,0.71754478,0.90496334,0.71585143,0.31597966,0.336999,0.92246748,0.60110486,0.90602777,0.79617927,0.95627376,0.61743866,0.9205133,0.80760809,0.83247305,0.54046415,0.72029607,0.36649488,0.47261469,0.88322002,0.81878558,0.78839711,0.96540656,0.63622465,0.62552447,0.63637926,0.388642,0.75076037,0.63629673,0.73698796
91,32,0,0.80882664,0.74417758,0.96969517,1.0,0.61817543,0.93216298,0.87479368,0.52313834,0.78239796,0.64730598,0.78591973,0.79208968,0.64855698,0.31597966,0.41833857,1.0,0.5653614,0.93368326,0.79134746,1.0,0.68875893,0.8907718000000001,0.72462423,0.76713492,0.54011197,0.87189457,0.45706398,0.44608597,0.70489141,0.78971266,0.77272979,1.0,0.71347433,0.75366792,0.69240022,0.39393909,0.74202286,0.72744528,0.60840463
92,32,1,0.79302924,0.74672489,0.77875697,0.85711095,0.46997484,0.66363179,0.74622474,0.46158036,0.73652865,0.64336134,0.74016211,0.71531303,0.41241608,0.31483162,0.37690244,0.88645511,0.44492717,0.96235467,0.78630177,0.77492079,0.59955444,0.7698045,0.5221747999999999,0.64062071,0.61212751,0.68137433,0.47000663,0.32652356,0.76381128,0.79262673,0.71878421,0.85201586,0.6601315,0.68487934,0.56029557,0.43197103,0.66257536,0.73678094,0.60876051
93,32,2,0.82933838,0.73609898,0.66508125,0.62529595,0.60184914,0.51578471,0.53745528,0.49385166,0.6102236999999999,0.62405339,0.68035037,0.57989284,0.43806784,0.31483162,0.26933865,0.7431399999999999,0.44939652,0.93340106,0.91921058,0.73274715,0.49453882,0.75103308,0.60475042,0.7336818,0.60249232,0.68466261,0.51408378,0.37513804,0.97665777,0.78679859,0.78754575,0.73152857,0.83658112,0.55463802,0.36258109,0.43375657,0.5358949000000001,0.68891149,0.82062543
94,33,0,0.70430261,0.69215429,0.50336852,0.64712539,0.52075019,0.35990946,0.38692679,0.43824056,0.51651295,0.51015324,0.68446856,0.48012549,0.35593339,0.31483162,0.21783278,0.73201147,0.37077454,0.90783384,0.76652732,0.71319708,0.40901637,0.62016122,0.62091297,0.5486376999999999,0.457784,0.57960016,0.48110138,0.32954229,0.87120482,0.676762,0.68027376,0.71165039,0.89424905,0.59913413,0.38941015,0.43570082,0.51480248,0.60858028,0.61895207
95,33,1,0.42521115,0.57567686,0.32289171,0.60882708,0.54272924,0.23311871,0.26736926,0.38961349,0.47031005,0.41582798,0.63438358,0.48991117,0.39304211,0.31483162,0.26381332,0.68519538,0.29335496,0.85066035,0.61749951,0.59884347,0.40103345,0.42659131,0.5497866,0.45457694,0.2667058,0.44416799,0.34885519,0.23226689,0.65749126,0.49626593,0.55013655,0.76391763,0.85226553,0.52149977,0.28464579,0.29194524,0.58195807,0.52584738,0.30904823
96,33,2,0.30415583,0.81302766,0.26113154,0.61208809,0.37426415,0.36170019999999997,0.27246445,0.37803313,0.5311617,0.52014829,0.69728069,0.26379019,0.27876014,0.31483162,0.24484635,0.67655242,0.3221108,0.6388983,0.27104803,0.58772972,0.24852254,0.43804318,0.45116905,0.34405096,0.26533321,0.37775222,0.63407936,0.14964136,0.6756448,0.51986988,0.57274748,0.6160495,0.69764734,0.59549961,0.19749968,0.35041167,0.64923963,0.34016076,0.29816007
97,34,0,0.39096688,0.69014556,0.19302574,0.66308799,0.34611153,0.50130785,0.18791712,0.35997612,0.45462127,0.58026693,0.92397699,0.20277073,0.38356439,0.66887164,0.21179401,0.78201923,0.29385408,0.60311548,0.41265798,0.72751901,0.23203069,0.64570555,0.62379848,0.36706959,0.24548492,0.57822483,0.74261945,0.19289953,0.59126318,0.73705611,0.43300200000000005,0.63432273,0.66869455,0.6749245,0.20776303,0.38009126,0.68132817,0.44923494,0.22672068
98,34,1,0.58216511,0.65973799,0.34003084,0.86926158,0.47746504,0.63424547,0.30977108,0.39547083,0.52749215,0.77123085,0.88436397,0.31364918,0.43472840000000007,0.86841242,0.48092574,0.81892132,0.70028132,0.40899086,0.38273381,0.8158270000000001,0.33818084,0.67652182,0.70688439,0.3977393,0.54191801,0.6918018,0.74652139,0.54502296,0.5344353000000001,0.67958796,0.41747841,0.79748622,0.91975602,0.67973489,0.46805859999999994,0.21105049,0.63090975,0.77852024,0.40158249
99,34,2,0.58911846,0.58852256,0.21072233,0.72824873,0.51320733,0.52799799,0.25260654,0.39804507,0.48822606,0.69520514,0.68819454,0.42620558,0.43995989,0.76011371,0.46654916,0.64884407,0.51043605,0.38258833,0.55666926,0.54466096,0.54671659,0.8030668000000001,0.69315272,0.31336818,0.52247607,0.60371838,0.54968711,0.53403168,0.43759806,0.56665085,0.4631757000000001,0.72779658,0.71861534,0.71410246,0.34053357,0.25435969,0.41539638,0.49808251,0.47338533
100,35,0,0.55751123,0.53826783,0.31027162,0.64993969,0.65761601,0.42357143,0.31404611,0.42140725,0.49697802,0.63691547,0.65093476,0.65280598,0.66439097,0.80313798,0.44342095,0.7483512,0.61709923,0.37604696,0.84443904,0.80521229,0.7695267,0.83141851,0.7751901999999999,0.56326037,0.56833123,0.6770608,0.60583082,0.66210847,0.52485618,0.57931011,0.74167155,0.66185826,0.6522180000000001,0.63673535,0.31743781,0.27003273,0.38741114,0.49236878,0.65199515
101,35,1,0.42966427,0.49142649,0.23850077,0.56177316,0.60038621,0.42074447,0.33939903,0.35836442,0.50033359,0.63084528,0.50256243,0.64464185,0.57603104,0.65700853,0.43371906,0.60387804,0.65613231,0.31004064,0.83862532,0.82295627,0.65077302,0.61716854,0.67885508,0.67598824,0.5833845,0.53187632,0.61135243,0.4464317,0.57872499,0.52029683,0.82081532,0.55568984,0.54721958,0.64086427,0.30946857,0.29564527,0.37508324,0.51090451,0.61419702
102,35,2,0.33847474,0.40450509,0.24822678,0.64712539,0.66861724,0.41353119,0.29630009,0.43465154,0.44753728,0.48739496,0.4642633,0.49419769,0.64451129,0.71725344,0.40901985,0.74501829,0.51906847,0.27850773,0.83643788,0.84378961,0.52643956,0.61970722,0.6858972,0.53728193,0.46948709,0.42002476,0.3694471,0.36290314,0.56019984,0.42275684,0.64458278,0.60685488,0.43993188,0.55950186,0.27403445,0.21458189,0.40687483,0.51860353,0.52866662
103,36,0,0.4855771,0.50309316,0.27702526,0.673556,0.92386916,0.6398994,0.29843249,0.43704671,0.50514129,0.40539792,0.55730161,0.52978003,0.87409539,1.0,0.44995785,0.78258413,0.63035982,0.35443052,0.96806339,0.82303549,0.53657807,0.63871954,0.69449805,0.57732767,0.49514177,0.44219252,0.34753736,0.37347644,0.66208814,0.46502440000000006,0.78337738,0.60819878,0.49334601,0.53494214,0.44292649,0.21208213,0.39207235,0.58091226,0.75336564
104,36,1,0.6965283,0.50652111,0.38404697,0.79451137,0.79957868,0.8718007999999999,0.46898291,0.45386509,0.5766876,0.48401384,0.43444241,0.59493091,0.62932252,0.6740105,0.55329144,0.78396814,0.76010708,0.32173496,0.72430488,0.80220215,0.47253937,0.54029464,0.55071442,0.56290101,0.62328878,0.51318438,0.33291615,0.35255689,0.64681109,0.5657563,0.80079166,0.55262496,0.87103929,0.65244929,0.71645831,0.20978078,0.4123459,0.76704435,0.72560006
105,36,2,0.66055502,0.48266376,0.2909382,0.76269041,0.84563169,0.8067002,0.49538152,0.46741531,0.5744898,0.49216016,0.39779056,0.8250141,0.45741564,0.76787667,0.40820753,0.6962533000000001,0.6635055999999999,0.35597133,0.63696286,0.80346958,0.55366812,0.62571111,0.58490443,0.5159425,0.60536392,0.51632263,0.32504601,0.34648847,0.57319222,0.52281106,0.73079177,0.56917722,0.65424588,0.7480558,0.52021309,0.20978078,0.45090435,0.59293047,0.63479973
106,37,0,0.58650629,0.58576419,0.39632309,0.72498772,0.90420738,0.68895372,0.42977969,0.50091031,0.62821821,0.52087988,0.50330109,0.87323745,0.61289563,0.90449377,0.4294582,0.82133627,0.69966877,0.42977763,0.69476959,0.78943283,0.64194437,0.58875197,0.54692893,0.79287814,0.59425682,0.60156787,0.37030847,0.40530987,0.66807509,0.59425319,0.83487943,0.57390506,0.68265209,0.62716802,0.4024101,0.20770757,0.42154234,0.51041061,0.66276974
107,37,1,0.44085928,0.57224891,0.35031432,0.55425347,0.70056762,0.59294769,0.42823165,0.43853902,0.52288069,0.45980227,0.38038306,0.70188945,0.6123812,0.61611634,0.42888344,0.60205624,0.72739235,0.37728299,0.48969473,0.74736217,0.44975608,0.33955341,0.38860642,0.85906566,0.51369875,0.43197759,0.40545535,0.30574849,0.67999394,0.52392247,0.72850304,0.54297593,0.62473859,0.49691333,0.33031318,0.20589227,0.43218753,0.5925431,0.54075869
