,,pid1263b-16,pid5667250b-05,pid5667269b-33,pid9048b-29,pid9050b-18,pid9054b-18,pid9055b-16,pid9058b-16,pid9059b-20,pid9061b-13,pid9062b-19,pid9063b-22,pid9066b-16,pid9068-22,pid9069-16,pid9072b-20,pid9074g-16,pid9075b-16,pid9085-09,pid9085-17,pid9086-12,pid9094b-21,pid9097-25,pid9099b-22,pid9103-22,pid9104b-16,pid9114-26,pid9116-05,pid9118b-22,pid9124-16,pid9127-01,pid9130-12,pid9139b-18,pid9153b-18,pid9166l-15,pid9170b-18,pid9173-02,pid9174b-16,pid9185-06,pid918812-16,pid918904-13,pid9192b-18
15,1,0.71218147,0.42828066,0.4037986,0.66241228,0.81730235,0.72936181,0.54439919,0.7115596,0.66140036,0.69481507,0.68730851,0.43104707,0.6761346,0.5766012,0.76177526,0.79010049,0.43025967,0.89279297,0.82059264,0.99398245,0.58244015,0.78749738,0.59306803,0.79844781,0.65394378,0.65532,0.38072678,0.49851321,0.877164,0.45763409,0.81664306,0.80863578,0.66895374,0.49892732,0.49587067,0.85223764,0.73646098,0.69843905,0.40104831,0.47737653,0.80376188,0.81377981
15,2,0.76857844,0.39413383,0.38844006,0.73743295,0.90313522,0.82596478,0.55036388,0.75659466,0.71384038,0.73298996,0.79536013,0.44423631,0.76684445,0.54469115,0.78451369,0.81499045,0.41445858,0.91501963,0.86174463,1,0.60285451,0.80178834,0.56782834,0.77047123,0.70425043,0.75905404,0.41132656,0.46629646,0.89029118,0.50491119,0.84943343,0.90330941,0.68795294,0.41621487,0.51260909,0.89219428,0.87662432,0.78725227,0.37057306,0.52758519,0.84726262,0.82919778
16,0,0.78994554,0.33730746,0.36967087,0.76894863,0.96236808,0.87673286,0.51634345,0.77822626,0.7222458,0.75840062,0.85184608,0.43974063,0.82145074,0.48719044,0.79512748,0.81751516,0.40001766,0.91308977,0.84326619,0.97021973,0.57428177,0.76224565,0.5308781,0.69947021,0.74936968,0.86902754,0.4283628,0.40328706,0.88700938,0.53452066,0.85254958,0.96307481,0.65984679,0.26781972,0.52613508,0.87103209,0.97050817,0.83616405,0.32972517,0.55850557,0.85773382,0.79516582
16,1,0.74909585,0.23929786,0.33563907,0.75250705,0.98259582,0.83601848,0.44033245,0.75036005,0.65257875,0.72390937,0.83004881,0.3948511,0.87927657,0.41098064,0.77626062,0.78113114,0.37006713,0.89465629,0.7455968,0.87619006,0.48654696,0.61504877,0.44915538,0.59888465,0.76386712,0.93262668,0.42844095,0.29345275,0.85525968,0.54086329,0.79468839,0.98024722,0.56577388,0.21103443,0.52949056,0.76470945,0.91079855,0.86339601,0.2850616,0.56606316,0.82179562,0.69262025
16,2,0.68342871,0.18193139,0.30355773,0.68565947,0.94675369,0.73148495,0.38673296,0.68916051,0.5643545,0.65479836,0.77809368,0.34336215,0.86182118,0.36347851,0.73024551,0.69289096,0.33483483,0.83702669,0.62135842,0.77391371,0.40361878,0.49723359,0.3758256,0.52876661,0.75252981,0.88902273,0.40171925,0.25931034,0.80875292,0.52733973,0.70007082,0.93261744,0.48494117,0.20399135,0.52003538,0.63418907,0.76002722,0.83835318,0.2507305,0.55324812,0.74901428,0.57953104
17,0,0.57105048,0.14974995,0.28125,0.56400661,0.83823983,0.56515549,0.33055946,0.59381277,0.41759425,0.44988542,0.67115854,0.27076849,0.70553724,0.3059351,0.6489424,0.43616809,0.27327327,0.74878552,0.42971533,0.62608848,0.29735727,0.32495542,0.30297519,0.41296589,0.68910562,0.68233357,0.34409007,0.19155396,0.7373684,0.48683232,0.53885977,0.73007538,0.40930258,0.20569599,0.48270884,0.44530789,0.53381125,0.76000973,0.20574561,0.5124043,0.59652253,0.4442544
17,1,0.42756384,0.1634927,0.30266243,0.41595819,0.63387953,0.39855751,0.25889018,0.48534205,0.31506447,0.30538839,0.44744768,0.2079635,0.53087665,0.24221463,0.55267233,0.25713811,0.20953895,0.61324283,0.23889629,0.41125765,0.19996317,0.24015366,0.25491554,0.32160982,0.55149063,0.49291737,0.26504347,0.169279,0.64054447,0.42429179,0.38414306,0.50428747,0.3645532,0.21576584,0.41926674,0.24708586,0.32238657,0.59680831,0.18636596,0.4479841,0.46953655,0.38416446
17,2,0.29821109,0.19845969,0.36065399,0.30932644,0.3854996,0.29190084,0.19272039,0.34301687,0.28015342,0.3371062,0.27188814,0.20032661,0.40403413,0.19607885,0.45200189,0.23726435,0.23405759,0.42396353,0.24484768,0.23518948,0.20407919,0.25136354,0.23084766,0.25929919,0.39881601,0.40322814,0.20150923,0.21555755,0.49464781,0.36481976,0.33008499,0.37265485,0.37485878,0.2293697,0.35979139,0.24938422,0.27832123,0.40736902,0.17945757,0.3862912,0.37238058,0.44759496
18,0,0.28041903,0.26039708,0.43922664,0.27378252,0.34806826,0.28578119,0.20364704,0.22847262,0.30984168,0.38779903,0.21499974,0.29416907,0.40830101,0.18257899,0.39043437,0.29219334,0.30713655,0.36218806,0.38247877,0.28493307,0.28046961,0.34611653,0.23143357,0.30675713,0.33241056,0.48872561,0.17999414,0.288867,0.44598256,0.40104076,0.35020538,0.39418797,0.43714695,0.25745884,0.36148214,0.38310494,0.31984574,0.27381078,0.2035767,0.42292906,0.34990628,0.50664097
18,1,0.4086771,0.29157832,0.46339956,0.32395531,0.37415911,0.345148,0.25979987,0.26899754,0.35094663,0.45004605,0.25926936,0.45752161,0.46257758,0.34226445,0.36536355,0.38711901,0.38821763,0.34949092,0.51360912,0.38122481,0.37011971,0.46155863,0.27137422,0.40876476,0.39458262,0.58387537,0.22364951,0.36294671,0.44903308,0.4491878,0.46621105,0.47904718,0.53506379,0.27384833,0.46820742,0.51222897,0.33725045,0.27562977,0.27580355,0.47114974,0.34842609,0.54509757
18,2,0.4820763,0.27841568,0.44976765,0.39790532,0.43345368,0.375715,0.32549413,0.31290506,0.36898156,0.45481121,0.31248377,0.54228626,0.55422808,0.49273413,0.36206799,0.41125322,0.42233704,0.34739469,0.60192276,0.41298165,0.4426151,0.56812461,0.28847968,0.47798123,0.45254685,0.62258893,0.24057829,0.4047828,0.4745716,0.4733404,0.54475921,0.50550441,0.54272409,0.29602528,0.57841824,0.59901995,0.31711434,0.29404175,0.32801815,0.49717412,0.33291319,0.56877861
19,0,0.54213145,0.26197239,0.42950631,0.46178472,0.46347899,0.39249407,0.36381492,0.34457078,0.36325282,0.45458634,0.33356701,0.59909702,0.6230993,0.60445488,0.36650614,0.41701686,0.41975799,0.33936914,0.66912768,0.43854525,0.46541436,0.60272446,0.29344088,0.53479877,0.47745315,0.62958323,0.24641985,0.41360502,0.5132373,0.49110292,0.59485836,0.49849572,0.5049048,0.33207218,0.64702363,0.66414571,0.29930127,0.3056008,0.3299762,0.517136,0.31672807,0.58043042
19,1,0.53065806,0.254981,0.42522169,0.4865902,0.49250139,0.4233733,0.38625744,0.37488156,0.35850335,0.46055083,0.34400478,0.62693564,0.64802172,0.6589667,0.37857413,0.42454946,0.40465465,0.32886804,0.71216914,0.4538856,0.48561694,0.62342668,0.29158423,0.55998699,0.49170358,0.6327391,0.24367002,0.41835199,0.55464517,0.50741028,0.6259136,0.48628123,0.46208426,0.36400299,0.66685742,0.70764961,0.25911978,0.30445864,0.30802599,0.5348799,0.31315364,0.58984181
19,2,0.4778777,0.29173835,0.47181958,0.52966057,0.53829538,0.51402523,0.4238236,0.4583286,0.39454872,0.51047266,0.35825933,0.66909702,0.65632273,0.70864646,0.39696884,0.48761731,0.38340399,0.33332002,0.75305477,0.50369508,0.52534991,0.64524334,0.28303911,0.59611488,0.52034072,0.67187023,0.24480316,0.49253023,0.64496057,0.56420923,0.67353399,0.48694604,0.44261663,0.45414934,0.67432272,0.74409367,0.25025408,0.31153366,0.30043479,0.59080603,0.33163984,0.60880109
20,0,0.43294026,0.39015303,0.54716277,0.60873068,0.60900759,0.62440365,0.47508683,0.52674815,0.47573853,0.56619836,0.41220076,0.70002882,0.65519783,0.73092798,0.40347498,0.59026659,0.40858506,0.38981833,0.7597969,0.57829949,0.57539595,0.666234,0.31394765,0.64728135,0.55133731,0.73424878,0.27842141,0.62294671,0.71727016,0.61528241,0.71487252,0.52357826,0.50666832,0.55089805,0.70484725,0.74857762,0.31460073,0.34282662,0.40020484,0.64306838,0.36735828,0.62860355
20,1,0.44072776,0.53905781,0.61168784,0.72593127,0.67485959,0.74203822,0.55528449,0.58707599,0.56086992,0.64959416,0.45641845,0.72391931,0.6492436,0.77440934,0.41093484,0.69106387,0.48381911,0.49831636,0.75888963,0.66906783,0.64509208,0.70106986,0.41016588,0.72699136,0.59011073,0.79069301,0.36896552,0.77145544,0.73078278,0.69737279,0.74844193,0.57186158,0.62150395,0.64781307,0.75344978,0.744085,0.3688657,0.41816663,0.54536144,0.72262018,0.40171935,0.64346744
20,2,0.46536506,0.62032406,0.6417228,0.80185299,0.72804419,0.80379668,0.61787752,0.61400417,0.60307655,0.71465744,0.49867581,0.74063401,0.64064197,0.81838884,0.42322946,0.75698032,0.59970853,0.57889798,0.76186949,0.74348557,0.72244936,0.74256608,0.47762898,0.77385445,0.63703578,0.82719024,0.45538244,0.86914465,0.72236906,0.7481929,0.76310198,0.62373939,0.71651374,0.71119242,0.81470692,0.74189939,0.3972686,0.49560058,0.64625611,0.76921434,0.43310064,0.64655103
21,0,0.49510164,0.64582917,0.64109396,0.85495156,0.77130778,0.86199575,0.68071866,0.61103847,0.61490942,0.767856,0.54560679,0.7487512,0.61406129,0.8618702,0.44346553,0.79476788,0.68513514,0.61509283,0.7753704,0.78174311,0.78890424,0.78736627,0.50510577,0.80422902,0.71034072,0.8298402,0.52119762,0.96793551,0.70289855,0.78080762,0.77677054,0.67344248,0.79782866,0.74143522,0.86434991,0.74632264,0.40407441,0.57101462,0.72222836,0.80054546,0.4539267,0.63254637
21,1,0.48379453,0.62922585,0.62041695,0.86002926,0.81217984,0.88865992,0.71360197,0.5676426,0.58454382,0.78792324,0.55742068,0.7251585,0.54822537,0.86236835,0.45010387,0.77873931,0.72173644,0.60891728,0.78112202,0.74547311,0.79757827,0.82418188,0.51030285,0.8044335,0.74648211,0.78858909,0.55914819,1,0.67017973,0.76434209,0.77067989,0.69248538,0.83066049,0.75313487,0.87383111,0.74053773,0.38707804,0.64799382,0.73415739,0.78267013,0.46625299,0.58817152
21,2,0.41635374,0.53040608,0.57710181,0.80087773,0.86002592,0.87042588,0.68898859,0.44729013,0.47373103,0.7382477,0.47830659,0.61963497,0.51039566,0.79953032,0.42703494,0.64298646,0.67800742,0.48766221,0.70292159,0.56964652,0.70593923,0.80869782,0.50948105,0.72279952,0.76027257,0.64977917,0.59206799,0.95261979,0.53790582,0.69027095,0.70828612,0.63838778,0.72654377,0.71250624,0.83793521,0.64989592,0.3361343,0.67899067,0.68378034,0.70753787,0.48674294,0.46390428
22,0,0.34723627,0.42837067,0.50868648,0.64390358,0.89383139,0.79742725,0.43887488,0.30966458,0.32267015,0.66753046,0.33481331,0.49915466,0.51707719,0.71029747,0.38106704,0.44949755,0.52655891,0.31358887,0.58855502,0.42010827,0.61619705,0.73336218,0.5060417,0.56266382,0.64888416,0.44245563,0.5645697,0.73953426,0.42274569,0.5377157,0.57253541,0.5264854,0.56515389,0.61853484,0.73699749,0.53712056,0.30213249,0.62801667,0.64625611,0.55300168,0.51075561,0.36567092
22,1,0.41302812,0.40620124,0.46641584,0.53420824,0.90847374,0.67803172,0.29117392,0.35488914,0.24180676,0.66772321,0.3065249,0.47865514,0.53631691,0.62283661,0.37378659,0.3574537,0.4012542,0.28982498,0.47447145,0.4251595,0.68372928,0.59193413,0.55055547,0.46894693,0.53854344,0.33449771,0.50429813,0.54630542,0.3818334,0.3750692,0.49261331,0.42223399,0.53099942,0.50201231,0.6496508,0.44255854,0.37439201,0.61410986,0.67377923,0.38658693,0.53966777,0.38235766
22,2,0.48833955,0.46512803,0.45469176,0.52093625,0.89657779,0.63856625,0.33563513,0.38440402,0.32129917,0.72010794,0.3289583,0.53284342,0.55647789,0.60474666,0.45461756,0.45905656,0.37065889,0.37104545,0.45161478,0.530225,0.71790976,0.54356776,0.64076244,0.51037271,0.53449744,0.38422067,0.47998925,0.54501567,0.42912207,0.3146956,0.55696176,0.44393613,0.6097104,0.46702145,0.64586612,0.43568083,0.45904719,0.62996256,0.68925283,0.32944501,0.55949842,0.39737413
23,0,0.55461638,0.51385277,0.39272468,0.523438,0.84555329,0.60086175,0.40843119,0.45306045,0.39229639,0.73636305,0.35876564,0.56676273,0.55973623,0.60217051,0.55570349,0.56111619,0.42116234,0.43991482,0.49592143,0.60827742,0.77740331,0.50565083,0.74447573,0.5664467,0.55123509,0.46423352,0.46562469,0.59063144,0.46751244,0.2885026,0.62248584,0.49665904,0.62983935,0.44843672,0.67169556,0.48172593,0.52215064,0.62438926,0.69766741,0.30287845,0.5501519,0.40532402
23,1,0.58347998,0.50705141,0.36148533,0.49586575,0.79559341,0.56692894,0.45512529,0.50347735,0.43269137,0.73742317,0.36558135,0.57355427,0.54647983,0.58309137,0.61546742,0.60676024,0.43130189,0.46425101,0.55421175,0.6333359,0.79402394,0.478852,0.80117182,0.5860303,0.55674617,0.48507187,0.44950669,0.64122705,0.47372362,0.28445344,0.63446176,0.52512198,0.60838775,0.42223516,0.6900727,0.54135299,0.55593466,0.61094778,0.62959765,0.29974041,0.52244845,0.40007227
23,2,0.58816357,0.470019,0.34394185,0.44580957,0.70702956,0.50666916,0.49700215,0.53595793,0.46564387,0.72483027,0.35193696,0.51558117,0.51663111,0.53571022,0.64701605,0.63556183,0.42564035,0.46052439,0.58676544,0.60860685,0.75209945,0.47823579,0.82179273,0.58193141,0.54057922,0.47181402,0.41722673,0.69132109,0.46590459,0.29005267,0.62407224,0.53802382,0.53944504,0.3774156,0.67796434,0.57442324,0.56307623,0.59156285,0.54342347,0.3054086,0.46072006,0.38294387
24,0,0.57380797,0.40804661,0.33220711,0.35049929,0.55460409,0.42259273,0.54431649,0.55364791,0.48145912,0.67390187,0.32688113,0.44665706,0.45732157,0.47006832,0.64970727,0.6358442,0.38772302,0.44013442,0.59606293,0.52891827,0.68509208,0.49986889,0.81836859,0.55913189,0.5059029,0.44706496,0.35822995,0.73881773,0.45178626,0.31471142,0.59720963,0.54575366,0.44074288,0.32285049,0.62136326,0.57875976,0.54016334,0.54408934,0.41578889,0.32987218,0.39634154,0.35910222
24,1,0.56352627,0.32587017,0.32268929,0.28714991,0.43536691,0.34499188,0.56505334,0.56538753,0.48876285,0.58306384,0.28087189,0.32498559,0.37099496,0.41873043,0.62671388,0.56789303,0.35132485,0.42272576,0.58403529,0.41625397,0.60135359,0.55827827,0.78709481,0.49222047,0.47300681,0.4284831,0.27160301,0.74689655,0.42455178,0.39493539,0.56612606,0.53012496,0.37924003,0.26920838,0.54625499,0.56853426,0.46887477,0.45895641,0.31804717,0.41185555,0.3441148,0.3583233
24,2,0.57225602,0.26543309,0.30664862,0.27932665,0.43672468,0.32836893,0.55936776,0.58677279,0.45249714,0.52296918,0.28067716,0.30579251,0.33460047,0.42379021,0.56750708,0.50108795,0.37011129,0.41919212,0.56217746,0.32856029,0.53156538,0.6060022,0.74121899,0.46134399,0.53856048,0.46009797,0.23193807,0.75090013,0.41065372,0.45382218,0.56565156,0.48953767,0.40397068,0.27105438,0.57482865,0.55091067,0.39775862,0.40459824,0.29473135,0.46939178,0.37616185,0.38479884
25,0,0.57289343,0.25043509,0.28802865,0.27959166,0.46147318,0.33117272,0.54501943,0.62238014,0.40081606,0.49590945,0.28893389,0.31399616,0.32332234,0.43455736,0.56369216,0.44737979,0.42473945,0.41419445,0.52663559,0.29040157,0.49589319,0.62774019,0.66541622,0.46751557,0.58891823,0.48993817,0.24736739,0.76160322,0.40742699,0.47148981,0.58512748,0.45842676,0.39814279,0.28864959,0.62898464,0.52143105,0.37274955,0.37138053,0.2786854,0.48657707,0.41300498,0.40652052
25,1,0.55065335,0.24558412,0.26871589,0.2684822,0.46625625,0.32539028,0.52881037,0.62182111,0.35270932,0.48322018,0.28368905,0.32394813,0.3041796,0.4259963,0.60427762,0.40459264,0.44954955,0.39707194,0.49688697,0.26924133,0.41403315,0.63166037,0.58464465,0.47343619,0.62121806,0.51963382,0.26419361,0.77012091,0.41022422,0.45850403,0.58330737,0.43516964,0.37990135,0.29525195,0.65499616,0.49522984,0.35679673,0.34785,0.27436765,0.47348273,0.43779329,0.41779491
25,2,0.50236258,0.23262653,0.24039691,0.25151059,0.39867617,0.31132759,0.49976224,0.57350767,0.30310919,0.47851926,0.23173391,0.29103746,0.26921063,0.38378878,0.70126534,0.31040611,0.47874934,0.35790244,0.48632429,0.29644108,0.31379374,0.62720264,0.51435094,0.47003439,0.62860307,0.54737814,0.27671681,0.77106135,0.4214572,0.40140455,0.53084986,0.43905709,0.36729492,0.24857808,0.60752513,0.48831743,0.31487296,0.26456778,0.26297081,0.41642296,0.4501519,0.44332289
26,0,0.44345754,0.21332767,0.23315996,0.25998049,0.27551997,0.31507431,0.44869542,0.56340724,0.28988902,0.49166899,0.2169341,0.33490874,0.26445888,0.35458298,0.79029273,0.28993439,0.50052994,0.34247022,0.52149992,0.3427147,0.26928177,0.6224958,0.45415462,0.47421693,0.59425043,0.5719425,0.28989938,0.76351993,0.41698604,0.37625548,0.42143059,0.50630444,0.37955691,0.221229,0.52747467,0.52392888,0.22639746,0.25155989,0.28965046,0.39005356,0.4412643,0.4717016
26,1,0.43145759,0.19519404,0.24842258,0.30754553,0.28244769,0.3489197,0.41952324,0.60458594,0.32565693,0.5109117,0.26496858,0.43037464,0.33478472,0.43658554,0.86602455,0.33988041,0.49810104,0.38460771,0.55469452,0.37105647,0.31187845,0.62048983,0.36833815,0.53240078,0.58060477,0.58693488,0.31523396,0.74712942,0.4284613,0.42895782,0.38105524,0.56092037,0.41886418,0.25302678,0.52486051,0.55643539,0.23264065,0.29462341,0.37018145,0.44162587,0.41644367,0.49193769
26,2,0.4396885,0.20124025,0.29066124,0.37447792,0.37980621,0.37816286,0.42563265,0.63088876,0.35023666,0.52576403,0.30752454,0.49112392,0.46167572,0.50678195,0.90817753,0.37716137,0.47416534,0.40886404,0.57872482,0.37768895,0.36643646,0.62113226,0.33810683,0.58935775,0.58477853,0.6076849,0.35059099,0.72508733,0.46655434,0.46604875,0.42364731,0.58584516,0.43335813,0.29505239,0.63122163,0.57717259,0.24441016,0.31300366,0.41940375,0.47821444,0.37925797,0.49556733
27,0,0.45707872,0.21846869,0.33499957,0.44002163,0.45144418,0.41797177,0.44237926,0.65815804,0.35462706,0.55161373,0.34012307,0.53144092,0.54299845,0.56203387,0.88699717,0.42086205,0.44067303,0.41510614,0.60342101,0.36742179,0.39673112,0.63669499,0.32285801,0.62433312,0.60229983,0.64444712,0.38847807,0.679588,0.52299458,0.49035952,0.48196884,0.59453277,0.42371387,0.32648428,0.72426485,0.59725065,0.25526316,0.31402948,0.47288355,0.5021687,0.35081766,0.47823015
27,1,0.47043663,0.23788258,0.36122954,0.50463248,0.50714374,0.469433,0.45936363,0.69689217,0.35580219,0.57609278,0.35789583,0.55414986,0.61660202,0.59174495,0.85228517,0.46491155,0.43789083,0.41069408,0.63500916,0.35608947,0.4045488,0.67428414,0.31536296,0.64078446,0.62064736,0.67331567,0.4126795,0.63838782,0.5613299,0.48781298,0.53514164,0.59901743,0.40001653,0.36053551,0.74285008,0.62734605,0.27084392,0.30601324,0.52030847,0.49926067,0.34202055,0.45579378
27,2,0.49330026,0.33485697,0.43451569,0.58278033,0.57575758,0.5653678,0.51053382,0.7590108,0.38855884,0.63903583,0.37982292,0.57636888,0.6583204,0.6420723,0.73976393,0.58455278,0.48721074,0.43027218,0.68716497,0.36259018,0.40096685,0.73018932,0.31860447,0.6821173,0.67777683,0.73054686,0.46771027,0.57030004,0.6371966,0.45331604,0.64010623,0.63000439,0.40133918,0.41757026,0.73009143,0.67582827,0.33893829,0.30842446,0.66862806,0.46429862,0.34865878,0.4461174
28,0,0.58874555,0.49084317,0.5090382,0.66249708,0.64281306,0.65573873,0.58532501,0.82725981,0.46477069,0.69113143,0.41335618,0.59274736,0.6886443,0.68119841,0.65220019,0.6765468,0.55796679,0.49088308,0.71097053,0.41115882,0.40780847,0.77884414,0.33755897,0.72987266,0.77973595,0.78009315,0.51963466,0.50783699,0.70230386,0.39566297,0.70065156,0.67358897,0.47655066,0.49388824,0.7180611,0.69694709,0.45311252,0.36809154,0.78215466,0.40738672,0.37037037,0.4777403
28,1,0.69373814,0.63407682,0.58697135,0.75125617,0.72890823,0.77457225,0.64316283,0.8681353,0.56548066,0.74028227,0.4565223,0.60853987,0.71585531,0.74046399,0.57493862,0.78908729,0.6257905,0.58972516,0.71271017,0.48760802,0.46064457,0.81442731,0.39713133,0.80203551,0.84468484,0.83955673,0.54713295,0.48200627,0.74375578,0.32205052,0.74893768,0.71049162,0.60849797,0.56300516,0.7541651,0.69620989,0.57675136,0.44900484,0.86609967,0.3362797,0.404809,0.54339517
28,2,0.77166849,0.71354271,0.66100358,0.84754171,0.84462754,0.86174597,0.70066986,0.88614743,0.64605843,0.7648791,0.50072701,0.61997118,0.7393813,0.79967264,0.47067044,0.87592393,0.69938173,0.68336993,0.69893458,0.55675492,0.53530387,0.83514265,0.44306803,0.84942839,0.88688245,0.88308038,0.54669337,0.45538737,0.76031893,0.2701074,0.77174221,0.73303886,0.72374693,0.62146183,0.82388898,0.68170859,0.68708711,0.51244739,0.88868249,0.28592318,0.44706871,0.58914318
29,0,0.81481841,0.7434987,0.6935752,0.90138232,0.90311979,0.94298739,0.76366606,0.88812772,0.71713726,0.77100422,0.56992263,0.61049952,0.73077967,0.84180188,0.43643059,0.91645212,0.77452747,0.73467758,0.67027634,0.58312012,0.56921731,0.8423799,0.46765333,0.87072219,0.93526405,0.87810166,0.5264726,0.42425437,0.76135413,0.25936764,0.76905099,0.7464027,0.77845747,0.65045734,0.85782101,0.6529575,0.77477314,0.54860509,0.86626033,0.27488253,0.48169478,0.6221553
29,1,0.78620422,0.73804761,0.66495779,0.89902898,0.91449114,0.97951792,0.79941283,0.83286905,0.75877265,0.74616109,0.59553669,0.56911623,0.64863266,0.83689155,0.40267233,0.88422888,0.78108991,0.73514341,0.57711004,0.49973097,0.5092081,0.83823684,0.48780247,0.8322056,0.95059625,0.82124789,0.50268633,0.37275414,0.73282014,0.23859988,0.72372521,0.72224413,0.76667769,0.66700482,0.85016062,0.56045967,0.79235935,0.57467375,0.81049112,0.25240693,0.47831427,0.5859311
29,2,0.65650505,0.69383877,0.57990493,0.80760913,0.79283157,0.98245285,0.69191408,0.58815615,0.78227518,0.63387446,0.56988368,0.4539097,0.50082428,0.74238543,0.32020774,0.73329458,0.78028617,0.66522925,0.36926919,0.17202719,0.25085635,0.83092091,0.51230406,0.6867088,0.95289608,0.6680318,0.41616196,0.24495298,0.65030175,0.20070228,0.63775496,0.45966624,0.54130501,0.64407118,0.75564775,0.35513443,0.72665154,0.57951733,0.69261665,0.21151382,0.42123974,0.33224123
30,0,0.51867197,0.65233047,0.48098568,0.73360612,0.54994445,0.95841139,0.38610238,0.34178511,0.78012894,0.61264001,0.55202004,0.34068204,0.44064197,0.64860518,0.31301228,0.61467486,0.79517753,0.57149797,0.27473781,0.064641418,0.17849908,0.81361443,0.52305585,0.58070453,0.94744463,0.5010118,0.31865781,0.20997761,0.56409409,0.21005014,0.5538102,0.21919614,0.34596732,0.60187926,0.60779825,0.26554206,0.61530853,0.55951903,0.62516945,0.21994217,0.41802081,0.25314382
30,1,0.4463536,0.65528106,0.47633868,0.75823139,0.37323335,0.84120145,0.34421518,0.29937464,0.73976661,0.69365858,0.5924469,0.35638809,0.39995151,0.6358739,0.43557129,0.60520721,0.80644762,0.57502496,0.37323123,0.22281397,0.32620626,0.77167244,0.54331913,0.61883075,0.91643952,0.34784389,0.28156198,0.26575907,0.5591714,0.27535865,0.55700425,0.25988484,0.42414097,0.52341593,0.50364812,0.35178664,0.47914701,0.57502274,0.60678388,0.28662965,0.45762394,0.40848791
30,2,0.45623346,0.69958992,0.49253922,0.81015329,0.39721039,0.74397402,0.40360362,0.32033352,0.72155215,0.73029148,0.63462637,0.41123919,0.4708495,0.64499715,0.50429651,0.69813969,0.73496732,0.58772875,0.47144165,0.3412762,0.41145488,0.73636459,0.56245625,0.70567897,0.8572402,0.38139404,0.28281235,0.34028661,0.59485265,0.3342929,0.59918555,0.3115711,0.6005759,0.48649593,0.49440102,0.43822203,0.54470054,0.65035216,0.60955527,0.346351,0.46048736,0.50925078
31,0,0.46930037,0.71434287,0.48901134,0.83941103,0.44786459,0.6810291,0.45504259,0.340686,0.69574833,0.72128585,0.65611206,0.42619597,0.49902056,0.6197125,0.54785647,0.75982061,0.646997,0.55733014,0.53271184,0.41633083,0.46186924,0.71099486,0.5686273,0.7344084,0.78025554,0.42865173,0.27687311,0.38385132,0.59941192,0.36777755,0.67300992,0.3255434,0.72396737,0.45951272,0.53392553,0.50055507,0.61227768,0.69195626,0.59732501,0.37932507,0.42367009,0.55580985
31,1,0.46982693,0.68333667,0.4727575,0.82159137,0.47438746,0.64212564,0.46243384,0.35531552,0.64991839,0.68361425,0.66116217,0.41464938,0.51337277,0.5607031,0.55693107,0.75856656,0.58710475,0.49839622,0.54003662,0.43599767,0.4818232,0.67520191,0.55895602,0.72451901,0.71532368,0.4529511,0.25892351,0.40448724,0.59455531,0.37807443,0.73604816,0.33076048,0.78365159,0.4372942,0.57680552,0.51164788,0.63823956,0.68891051,0.54975951,0.38926494,0.38121647,0.57148478
31,2,0.46112489,0.58411682,0.45852873,0.76644688,0.47415602,0.59059573,0.44437438,0.36580443,0.55955606,0.60912771,0.64213013,0.38361191,0.52092708,0.46705095,0.53931067,0.71861141,0.546997,0.4169628,0.52500416,0.40948972,0.49081952,0.61072215,0.53257495,0.68132726,0.5573339,0.47108327,0.23308586,0.40967309,0.58431347,0.38381602,0.77053824,0.34111576,0.79073324,0.41472643,0.60852658,0.50271466,0.63853902,0.64746505,0.44939702,0.39572175,0.35719734,0.55161808
32,0,0.44474621,0.46485797,0.4048964,0.69983251,0.45738443,0.54397402,0.40205301,0.36744362,0.46340787,0.50796693,0.57603729,0.35299712,0.50852405,0.40561486,0.51539188,0.65805166,0.52638226,0.35052905,0.49526386,0.36607113,0.49986188,0.52213132,0.49332674,0.62978901,0.34907155,0.47256083,0.2138566,0.3909897,0.57582265,0.38043117,0.75963173,0.35756702,0.74574963,0.39866955,0.63213203,0.48256722,0.61727768,0.5574991,0.33470564,0.39424309,0.3632409,0.50601461
32,1,0.43392409,0.32380976,0.34334499,0.64400958,0.42578535,0.50094917,0.34401877,0.36829638,0.38566999,0.42717324,0.49228852,0.33337176,0.4655256,0.40136635,0.49661945,0.57281787,0.50959194,0.3063885,0.45752455,0.3326452,0.50834254,0.4081052,0.44732917,0.56069337,0.35254685,0.44934554,0.19814399,0.32344828,0.56203471,0.33279028,0.71005666,0.36188266,0.66676311,0.38154831,0.65588056,0.45630529,0.54426497,0.47152013,0.25866311,0.34866756,0.34766983,0.43182366
32,2,0.41868167,0.2835117,0.29250512,0.59364598,0.39540517,0.43232796,0.29055367,0.36677089,0.31677003,0.37167241,0.39190944,0.32195005,0.3886249,0.40469684,0.50150142,0.52792957,0.48388094,0.26695947,0.42766772,0.32404713,0.49725599,0.3393906,0.42135139,0.51747374,0.4037138,0.40117241,0.17869493,0.25581729,0.54027356,0.26832007,0.62513456,0.34840614,0.56628365,0.35040745,0.65898893,0.43271466,0.42309437,0.39464667,0.2608521,0.28408307,0.29954108,0.37950695
