,,pid1263b-16,pid5667250b-05,pid5667269b-33,pid9048b-29,pid9050b-18,pid9054b-18,pid9055b-16,pid9058b-16,pid9059b-20,pid9061b-13,pid9062b-19,pid9063b-22,pid9066b-16,pid9068-22,pid9069-16,pid9072b-20,pid9074g-16,pid9075b-16,pid9085-09,pid9085-17,pid9086-12,pid9094b-21,pid9097-25,pid9099b-22,pid9103-22,pid9104b-16,pid9114-26,pid9116-05,pid9118b-22,pid9124-16,pid9127-01,pid9130-12,pid9139b-18,pid9153b-18,pid9166l-15,pid9170b-18,pid9173-02,pid9174b-16,pid9185-06,pid918812-16,pid918904-13,pid9192b-18
50,2,0.42912966,0.16507802,0.55784234,0.31529459,0.59933346,0.28767329,0.30756905,0.24556566,0.17922311,0.39043326,0.23017604,0.38415946,0.30750582,0.30998434,0.28047214,0.44679844,0.34599894,0.1833167,0.40474446,0.15294234,0.30726519,0.35465177,0.15991478,0.32900827,0.47494037,0.34179716,0.3380336,0.17082848,0.28449187,0.39586859,0.39980878,0.20338716,0.33513819,0.13736903,0.45050657,0.4151778,0.30990926,0.22270987,0.1600478,0.40309861,0.30768535,0.34056854
51,0,0.49518478,0.20119024,0.59388856,0.40054487,0.70966796,0.37977395,0.32467747,0.34257154,0.22329851,0.49765489,0.29425663,0.43815562,0.3746121,0.3896883,0.33703494,0.52590316,0.39340223,0.25326412,0.47574496,0.19409885,0.39423573,0.44507814,0.21381068,0.42577377,0.52423339,0.44419819,0.41920485,0.2453202,0.36266024,0.44703668,0.50473088,0.26483149,0.39166736,0.21722102,0.55472174,0.47908933,0.36489111,0.29410521,0.20404864,0.4538823,0.35505785,0.40218421
51,1,0.53769729,0.2230096,0.60368349,0.47331821,0.759813,0.46213938,0.35012818,0.40937085,0.26006202,0.58434883,0.34303111,0.47763689,0.44955392,0.45598491,0.44,0.57359854,0.41322205,0.30292141,0.53940403,0.22621806,0.44422652,0.48749213,0.24528991,0.50707315,0.55768313,0.53901068,0.47010843,0.32722794,0.41489362,0.45763409,0.57706091,0.29800444,0.43273814,0.27887078,0.71058279,0.5325065,0.40019056,0.34460331,0.23795801,0.46357572,0.37802986,0.43615996
51,2,0.55479651,0.22983097,0.5914265,0.48978099,0.76529038,0.51726614,0.36735031,0.43567368,0.27253142,0.59776626,0.34804227,0.49694524,0.4727211,0.49305437,0.448017,0.58656258,0.41203851,0.32322486,0.5780839,0.24643394,0.46262431,0.48767569,0.24555623,0.54722558,0.5648552,0.54720148,0.47507571,0.36707568,0.41879212,0.44186451,0.61656516,0.31308101,0.45012538,0.28958922,0.75741654,0.56926279,0.40328494,0.35711415,0.26416572,0.44767194,0.38086097,0.45080703
52,0,0.55489351,0.23297159,0.5621163,0.46895075,0.71088687,0.56865867,0.3715473,0.44819973,0.2785213,0.58241064,0.34351145,0.50516811,0.50338441,0.53595929,0.4108593,0.57322482,0.40815227,0.33660744,0.58783919,0.27982694,0.46617864,0.45152874,0.22520164,0.58426434,0.57543441,0.52518269,0.45196835,0.40703986,0.39868288,0.40741502,0.63832861,0.32055168,0.46402689,0.27628472,0.77718529,0.57852559,0.38394737,0.35337042,0.28541305,0.41298919,0.37495314,0.46538987
52,1,0.5412169,0.24178836,0.5339572,0.43440329,0.63546874,0.61225802,0.37615779,0.44401175,0.28213645,0.56958216,0.34843174,0.50869356,0.51973429,0.57618133,0.37638338,0.55681422,0.410643,0.35218607,0.59430664,0.31754642,0.46531308,0.41703377,0.19961193,0.60286272,0.57978705,0.49195375,0.42736642,0.42615316,0.40129289,0.37875457,0.63246459,0.32620821,0.47816263,0.27179445,0.77463616,0.58743278,0.37121597,0.34483597,0.30918073,0.38382677,0.36656971,0.48624428
52,2,0.53847326,0.32513003,0.5114896,0.38732588,0.57892057,0.66035969,0.44584229,0.46468637,0.31653338,0.57760264,0.36674975,0.55362152,0.54713926,0.61991887,0.31614731,0.5497467,0.42980922,0.39321887,0.64860163,0.38991073,0.49959484,0.34945983,0.23198143,0.63600706,0.5999063,0.47422308,0.42057243,0.44262427,0.48117924,0.34492194,0.60956799,0.33142529,0.52376622,0.32240146,0.76498589,0.6520902,0.37029946,0.32185537,0.39771461,0.35132915,0.37874087,0.54597286
53,0,0.56316599,0.39832967,0.51486826,0.40676744,0.63053138,0.70819283,0.51769765,0.51412735,0.36282846,0.59629923,0.38772914,0.59997118,0.55924166,0.65483205,0.40851747,0.56668051,0.4530295,0.41657683,0.70078242,0.44647348,0.55478821,0.33756818,0.28106833,0.65985686,0.64130324,0.50118044,0.43588942,0.47134796,0.54765209,0.33831043,0.60167139,0.33187601,0.54348186,0.40562947,0.77432403,0.70814397,0.40460073,0.32108336,0.4632841,0.3449052,0.42140133,0.56860194
53,1,0.58808042,0.50360072,0.53936093,0.50763245,0.74463062,0.77682028,0.61062066,0.58035816,0.45543496,0.62530786,0.41322636,0.66928915,0.59559736,0.67828067,0.54789424,0.62806245,0.50199611,0.45579291,0.79667887,0.51444541,0.64856354,0.36924428,0.36247907,0.69686774,0.74416525,0.59781579,0.46396894,0.51074787,0.60910312,0.34968287,0.59286119,0.33840017,0.58595795,0.57238483,0.86213893,0.8038595,0.49516334,0.35009201,0.54682746,0.35634016,0.51420076,0.61093712
53,2,0.58266244,0.56641328,0.57439461,0.59661416,0.80276801,0.82552766,0.67199388,0.58375971,0.49475273,0.64480757,0.42844161,0.68567723,0.63555081,0.68217336,0.58381492,0.67593223,0.54242183,0.45034937,0.85275512,0.5601041,0.72267956,0.40946874,0.41927408,0.71276141,0.79254685,0.66355898,0.4903292,0.53725034,0.63251619,0.38019392,0.60532578,0.34993859,0.61304456,0.64688176,0.93383969,0.85159584,0.57863884,0.36584953,0.57566599,0.38796701,0.56916166,0.63718783
54,0,0.56825142,0.60832166,0.63589274,0.6694405,0.86200086,0.85937305,0.75411429,0.58579685,0.52360046,0.6699184,0.42784442,0.68951969,0.65641971,0.67642328,0.54050047,0.72722365,0.60124536,0.3883676,0.89071084,0.58501982,0.78790976,0.40314926,0.46542383,0.71791059,0.84899489,0.74283305,0.51421315,0.57365876,0.62758249,0.44741629,0.65688385,0.34725681,0.62179328,0.70009978,0.98164887,0.87953166,0.70607078,0.36550054,0.59140066,0.45508165,0.63001745,0.65865253
54,1,0.59847299,0.63577716,0.70252814,0.7366061,0.94064371,0.87267391,0.87111313,0.61536858,0.56216746,0.72245304,0.40241211,0.69161383,0.67014158,0.68985198,0.41281398,0.75984553,0.67364423,0.38841419,0.90203096,0.60112884,0.82645488,0.43545469,0.50495358,0.70679431,0.89344123,0.78987393,0.52744945,0.63226153,0.59753976,0.56174177,0.72570822,0.34027066,0.63302196,0.72582737,0.99357515,0.88222029,0.79612523,0.4318302,0.60539819,0.56492952,0.68941891,0.69550309
54,2,0.66325329,0.65753151,0.76627515,0.8137257,0.98014257,0.88079181,0.9566759,0.66251658,0.59928187,0.801512,0.39740095,0.70222863,0.67450543,0.70498861,0.36628895,0.75600033,0.77092387,0.44914487,0.92050941,0.61458047,0.88686924,0.50100954,0.53485771,0.70819779,0.93483816,0.80550871,0.54356745,0.6920824,0.57038236,0.6218623,0.76607649,0.40926454,0.68928936,0.75147181,1,0.89045967,0.81944646,0.5310603,0.63847413,0.62345152,0.73078663,0.72575283
55,0,0.7244724,0.66203241,0.77986443,0.86343206,0.97032957,0.87273636,0.99532749,0.6999242,0.61309776,0.86497976,0.43580257,0.70930836,0.67113072,0.70735127,0.45464589,0.73726435,0.85091857,0.5139815,0.95471949,0.62210241,0.94567219,0.57072058,0.54414853,0.71990891,0.95826235,0.81137075,0.53951353,0.74319749,0.57116427,0.65876342,0.78116147,0.4680947,0.73930176,0.77358224,0.99756792,0.91136167,0.81343013,0.59546522,0.66067538,0.65918575,0.74830328,0.74288123
55,1,0.75631521,0.65918184,0.75642693,0.88893718,0.93913164,0.85487698,1,0.72432253,0.62400033,0.90809115,0.47689152,0.71464938,0.66854151,0.69814973,0.51613787,0.70886139,0.89498322,0.56745857,0.99184285,0.62902039,0.97486188,0.61934917,0.54118856,0.74199275,0.95434412,0.82727054,0.52691218,0.78142409,0.58256244,0.67606725,0.78533994,0.50496355,0.7769695,0.78632962,0.97528905,0.93521249,0.78728675,0.64028427,0.68928295,0.67531955,0.74300304,0.74555529
55,2,0.77765461,0.65058012,0.69940527,0.89144953,0.92529161,0.82733858,0.97996609,0.71612659,0.64361025,0.91043625,0.53002804,0.73394813,0.66262607,0.6741318,0.56056657,0.68618885,0.92722134,0.56601451,1,0.63376415,0.97725599,0.6428047,0.52687567,0.75378753,0.93696763,0.84919297,0.50888932,0.83225258,0.58323422,0.67579836,0.78930595,0.52624877,0.80342234,0.78201397,0.93056224,0.93642671,0.74181488,0.67101673,0.72626495,0.67297013,0.69245685,0.7086967
56,0,0.77952527,0.62522505,0.64301245,0.87058749,0.92595507,0.79243162,0.93714853,0.66157855,0.65400685,0.87315015,0.56053643,0.74422671,0.65469356,0.6298534,0.54898017,0.6860975,0.92651475,0.55043588,0.92750125,0.62581396,0.93977901,0.60476977,0.51004413,0.74213217,0.92061329,0.85256565,0.48276839,0.86325123,0.55396238,0.6593012,0.78463173,0.51062008,0.80157615,0.76211542,0.87999584,0.87051171,0.71436479,0.69645086,0.73152657,0.65617915,0.62937108,0.63609572
56,1,0.7475716,0.57556511,0.55643545,0.84473255,0.90566562,0.73317098,0.85498677,0.59393595,0.64860454,0.79803182,0.56746897,0.71506244,0.62238169,0.58264304,0.33245515,0.70573042,0.88827062,0.54809343,0.83560846,0.59877892,0.86780847,0.53880847,0.46222036,0.70846733,0.88798978,0.83433711,0.43893719,0.87077474,0.49609048,0.61009443,0.75446176,0.44549112,0.77262958,0.70811575,0.7918818,0.79001735,0.69111615,0.71521183,0.6956692,0.60679197,0.54383686,0.52711796
56,2,0.69893442,0.51380276,0.4469965,0.84677847,0.86362093,0.64905708,0.73010048,0.54895774,0.63954627,0.73295783,0.53300099,0.65119116,0.60106672,0.53997296,0.31389991,0.71727431,0.82551669,0.56081054,0.71171134,0.54846432,0.80599448,0.50799769,0.41896972,0.66382563,0.82436968,0.80831928,0.42112435,0.85634572,0.44435267,0.55497208,0.72393768,0.36257,0.73007082,0.6484783,0.74418968,0.68271466,0.66537205,0.71695679,0.60767755,0.55216377,0.46346713,0.51854172
57,0,0.65495309,0.46643329,0.35872485,0.84709649,0.86346664,0.59259398,0.60527622,0.52752511,0.63174474,0.68362495,0.48575843,0.55267051,0.56798875,0.53697694,0.33285175,0.70449298,0.77475711,0.5627404,0.60579324,0.49384519,0.75953039,0.50323841,0.37763658,0.60900641,0.72025554,0.77521079,0.43731562,0.83948948,0.40074226,0.51266153,0.7266289,0.29981859,0.68975779,0.57302511,0.71431544,0.58492628,0.63250454,0.71691449,0.50825894,0.51071206,0.40950811,0.56809604
57,1,0.66088378,0.46104721,0.31353385,0.80964445,0.92327038,0.51927688,0.5056649,0.55930453,0.58326261,0.63810421,0.42790933,0.43380403,0.50293832,0.57327071,0.37996223,0.66598289,0.69194489,0.53093099,0.49557183,0.42077811,0.73404236,0.510043,0.32686045,0.53290269,0.64025554,0.70150165,0.43967471,0.8329691,0.3442029,0.53744682,0.74164306,0.28559839,0.642804,0.48874106,0.70080246,0.49031223,0.60036298,0.73329597,0.39451144,0.53859297,0.39262491,0.67380551
57,2,0.65333186,0.46780856,0.26032785,0.66931329,0.8888786,0.4491445,0.4030454,0.5292022,0.4582014,0.60382713,0.3824064,0.32877041,0.3946858,0.59144606,0.37889518,0.62155137,0.5879085,0.41556532,0.4413684,0.38327825,0.72262431,0.47759335,0.2616725,0.51121851,0.50616695,0.62891673,0.27131972,0.78094044,0.29096736,0.50532243,0.67217422,0.3024891,0.57968918,0.38051721,0.67709295,0.43153513,0.53934664,0.73120201,0.30194098,0.50805047,0.35339668,0.7246286
58,0,0.56563249,0.50445089,0.2454809,0.32331927,0.7283682,0.32133134,0.30416804,0.39632367,0.27540395,0.54889384,0.27419899,0.23928915,0.30698216,0.5113507,0.30325779,0.5155718,0.42194842,0.22544087,0.35286333,0.35325639,0.6951105,0.37823841,0.14236037,0.52731667,0.33491482,0.50094756,0.12254567,0.68141514,0.2391855,0.47884472,0.49194759,0.3258589,0.44916095,0.2106935,0.63867393,0.36079792,0.44724138,0.5824256,0.22731426,0.48329116,0.33606748,0.74300169
58,1,0.477268,0.61082216,0.26281122,0.25289927,0.64332222,0.26908955,0.31083568,0.37142316,0.25452913,0.53992033,0.24565093,0.28693564,0.31430372,0.42279391,0.22963173,0.53997176,0.34657304,0.26391163,0.36052938,0.35885667,0.68056169,0.35003671,0.131951,0.57878985,0.34683135,0.41185257,0.16067696,0.56738916,0.24966962,0.48376382,0.43426346,0.37206892,0.38823675,0.20318477,0.61651211,0.37493495,0.4915608,0.49172994,0.28709998,0.48776,0.36744231,0.7364892
58,2,0.53784971,0.72434487,0.30337653,0.31230521,0.66509288,0.33294617,0.40663248,0.44490241,0.30711604,0.58272118,0.29452926,0.36896254,0.34952483,0.44664105,0.24210576,0.59455195,0.3351793,0.37453251,0.42467954,0.39745462,0.71335175,0.43357982,0.17923452,0.63752207,0.44922487,0.34677588,0.19662499,0.50702194,0.29674904,0.50794806,0.44721671,0.42773277,0.39560773,0.24674871,0.62149332,0.4357242,0.54396552,0.49890015,0.42610128,0.51171426,0.41996639,0.73027383
59,0,0.61435282,0.77535507,0.33446666,0.36758751,0.68684811,0.3748595,0.49981393,0.52378245,0.37009956,0.63494528,0.39803708,0.43622478,0.3746024,0.50750783,0.33653447,0.66235363,0.36458223,0.44665602,0.48212918,0.42286448,0.75165746,0.51102633,0.25466443,0.68853053,0.55087734,0.36987071,0.22229169,0.48697716,0.33651601,0.54522879,0.51200425,0.46310298,0.45684881,0.30456511,0.64565803,0.48285343,0.58051724,0.53086994,0.55255098,0.54813853,0.46154741,0.71902353
59,1,0.68294373,0.78140628,0.34889794,0.42537155,0.6967074,0.4115399,0.57455342,0.58062346,0.4092378,0.67089285,0.47371086,0.48595581,0.39592708,0.57536294,0.38064212,0.70650278,0.39144144,0.48171957,0.51775429,0.43287909,0.78083794,0.56725928,0.30366002,0.71756669,0.63097956,0.4046013,0.23813617,0.48847291,0.36640456,0.57343056,0.57376062,0.48299097,0.5210245,0.35346749,0.67635162,0.51219428,0.5641833,0.55842975,0.61568045,0.57720238,0.48411221,0.70632779
59,2,0.72818601,0.76370274,0.35348099,0.47157971,0.69160032,0.45751842,0.63755996,0.57241804,0.42099723,0.67890262,0.50046736,0.52850144,0.41917184,0.61705095,0.41010387,0.7264596,0.40955662,0.49202103,0.5397453,0.4266529,0.80149171,0.59780785,0.34251256,0.72743749,0.67531516,0.41517707,0.24653219,0.49536946,0.37850755,0.5971561,0.63844901,0.50032114,0.58097049,0.40769998,0.69211461,0.52583695,0.48050817,0.57409209,0.6801454,0.59982585,0.49831297,0.68436521
60,0,0.71855557,0.72869574,0.34160769,0.52389382,0.64080726,0.52173723,0.68018111,0.444675,0.40116697,0.64906945,0.53866127,0.57568684,0.47533941,0.67611728,0.41453258,0.71441741,0.42421834,0.48997138,0.53815549,0.42055849,0.80521179,0.58459199,0.36230406,0.70684078,0.70994889,0.40779732,0.25186578,0.52980743,0.33321219,0.62573747,0.68917139,0.52562904,0.61936844,0.4637369,0.66053662,0.52294016,0.18188748,0.52593117,0.72469851,0.62990832,0.51079439,0.63764555
60,1,0.66560893,0.69018804,0.31648619,0.54937774,0.5509165,0.58026102,0.68859577,0.32326132,0.38376857,0.60476945,0.53214416,0.59938521,0.49932118,0.71626815,0.38505194,0.68904576,0.45175764,0.50401278,0.51517396,0.44011552,0.80358195,0.55741294,0.36674022,0.69092852,0.71229131,0.39754276,0.24605842,0.53184953,0.3155698,0.6444332,0.69858357,0.53917316,0.62521011,0.52688342,0.60739508,0.50245447,0.17832123,0.44469003,0.76064626,0.64684717,0.52300433,0.59841805
60,2,0.58776172,0.67233447,0.27018673,0.5603812,0.48728631,0.64587236,0.68788248,0.29313057,0.40421087,0.57730281,0.50002596,0.62798271,0.52244957,0.735269,0.339339,0.66977826,0.50158983,0.527963,0.47243216,0.47312418,0.82244936,0.51691315,0.37477553,0.69151408,0.70326235,0.38344174,0.23099052,0.50842812,0.37315537,0.65077583,0.67390935,0.54730864,0.60833264,0.59615832,0.5645541,0.46530789,0.255,0.3809408,0.77551738,0.65299182,0.53606748,0.57586927
61,0,0.51512464,0.69658932,0.23388472,0.57496767,0.48304326,0.69876358,0.69666929,0.35408376,0.45719765,0.54374317,0.51120372,0.68690682,0.56674748,0.75953601,0.35459868,0.6748692,0.56812401,0.54786717,0.43031463,0.50776901,0.85519337,0.48955056,0.4014077,0.71496422,0.71783646,0.37399823,0.22717105,0.44472906,0.46722611,0.65253152,0.64148017,0.56066121,0.58179714,0.66224846,0.55793416,0.42366002,0.38546279,0.38950697,0.78455452,0.65430618,0.5700795,0.593351
61,1,0.5048845,0.74159832,0.22118008,0.60376958,0.55454237,0.79243162,0.7413786,0.50172446,0.56126163,0.52306556,0.59914577,0.75992315,0.61640807,0.79810703,0.4195373,0.73273814,0.64964671,0.5736674,0.39466456,0.57082148,0.90921731,0.48627281,0.4528154,0.78985965,0.82401193,0.3720469,0.24399726,0.41422302,0.55811418,0.67862961,0.65402975,0.5924482,0.57762255,0.74051222,0.56160179,0.40371206,0.51725045,0.43418854,0.79138258,0.68011698,0.6360998,0.63221714
61,2,0.54355869,0.78830766,0.23239256,0.67080798,0.67061655,0.86299488,0.80706252,0.63506727,0.64404276,0.53851755,0.6975775,0.83895293,0.67884988,0.85660404,0.47196412,0.80143676,0.73076312,0.59374459,0.43008157,0.62633006,0.96003683,0.51423851,0.51797291,0.85490287,0.91396934,0.38027784,0.281772,0.38387819,0.65150214,0.71062746,0.70441218,0.64615142,0.61147392,0.81721271,0.57992691,0.44201214,0.6234029,0.49500835,0.79035837,0.7107252,0.71915196,0.6761182
62,0,0.66699461,0.84336867,0.26455917,0.77971887,0.79403506,0.95098039,0.8925736,0.764639,0.74269626,0.60632215,0.79558083,0.92700288,0.75334562,0.96135781,0.52313503,0.88904576,0.84070836,0.63837093,0.52133344,0.65925088,0.99779006,0.58067181,0.62714199,0.92696347,0.98730835,0.43254637,0.33875647,0.37989252,0.76898595,0.73922465,0.77804533,0.73785029,0.67416164,0.88766007,0.63778954,0.52721596,0.71021779,0.59461918,0.76989427,0.73875398,0.80731692,0.71570706
62,1,0.7597794,0.86162232,0.29690697,0.88571459,0.85930075,0.9979393,0.92629424,0.8530794,0.83760405,0.70268563,0.89399958,0.98232469,0.76456555,0.99985767,0.56691218,0.95648202,0.92042042,0.70952286,0.58582487,0.64745737,1,0.69998164,0.72288845,0.9805744,0.99224872,0.5629246,0.3793543,0.39731303,0.82665962,0.72272749,0.86147309,0.81642196,0.72121187,0.90778314,0.71833422,0.58678231,0.75134301,0.70823198,0.72365422,0.72147011,0.86717084,0.73945234
62,2,0.78321116,0.85157031,0.30938779,0.96324761,0.8824909,1,0.93020179,0.88763502,0.89587074,0.79394128,0.95541881,1,0.7473526,1,0.59482531,1,0.98030383,0.75390963,0.62179957,0.6112862,0.97173112,0.80713761,0.77956171,1,0.9620954,0.66703606,0.39670314,0.40208688,0.81429232,0.67866125,0.92429178,0.87695359,0.76419773,0.87984367,0.78631534,0.61693842,0.74778584,0.80180418,0.64682846,0.67653534,0.90026501,0.76263551
63,0,0.73205205,0.80366073,0.3141094,0.98858312,0.83165155,0.94348695,0.89709105,0.85136441,0.90778521,0.86265607,0.95991068,0.9660903,0.68736424,0.93616567,0.59750708,0.99451873,1,0.7619618,0.63007325,0.54670737,0.90086556,0.9083412,0.77705068,0.98968306,0.86345826,0.74720951,0.38940608,0.39506494,0.76241135,0.60933521,0.9822238,0.9091913,0.80653606,0.79604191,0.81980517,0.6183608,0.65417423,0.87076715,0.52100132,0.6066441,0.8895999,0.76955754
63,1,0.62061607,0.72729546,0.30115962,0.95515933,0.69396099,0.82465343,0.80819964,0.72957173,0.84821283,0.85973272,0.91142182,0.88371758,0.53500776,0.84358098,0.53805477,0.91636907,0.942413,0.71704266,0.57750125,0.44717625,0.75646409,0.95398049,0.71446507,0.92426805,0.73914821,0.75483819,0.35850347,0.36999552,0.67807586,0.52694431,1,0.89778809,0.81396214,0.68469982,0.78595118,0.55581093,0.47217786,0.88669388,0.391971,0.52441429,0.82289445,0.70611901
63,2,0.40483878,0.6160232,0.25824949,0.84675727,0.44715485,0.64818284,0.61681277,0.48382604,0.67243349,0.78899407,0.78796022,0.74463977,0.27994569,0.70165101,0.40549575,0.72446641,0.80688924,0.59328542,0.4150824,0.28307729,0.51796501,0.85499266,0.59083092,0.75808161,0.48596252,0.67684092,0.27974504,0.32308106,0.49616757,0.44665707,0.93774788,0.8127486,0.72099143,0.50985365,0.69284293,0.39867303,0.30220508,0.79118636,0.22781633,0.44310452,0.65315752,0.47801333
64,0,0.17955575,0.32933087,0.31878837,0.28704391,0.16566377,0.41282628,0.25953109,0.18711389,0.11494206,0.50149915,0.38523654,0.3518732,0.2019104,0.4141261,0.21139754,0.15345071,0.30136018,0.2791309,0.23485101,0.10754609,0.17371087,0.19593035,0.19981738,0.2758063,0.23343271,0.22482936,0.14911107,0.20604568,0.083072332,0.34362495,0.4843272,0.24709568,0.18428812,0.14091967,0.42034621,0.22903729,0.16283122,0.25264917,0.14362028,0.34548024,0.21043242,0.22613828
64,1,0.26445605,0.22854071,0.35320387,0.24227744,0.3211288,0.37140002,0.32917425,0.21990714,0.16447691,0.43294498,0.29081633,0.38035543,0.26602017,0.40989895,0.38455146,0.35139108,0.34744745,0.25881413,0.30428667,0.25180362,0.28803867,0.3364013,0.23752093,0.38533321,0.35637138,0.33994218,0.19091042,0.18752351,0.24009956,0.33405564,0.48990085,0.42928775,0.32995784,0.21526692,0.51531428,0.30108413,0.2434755,0.29467628,0.1618251,0.33920415,0.25075302,0.44304184
64,2,0.3291255,0.23453191,0.36651603,0.24948587,0.38786027,0.37059448,0.35214398,0.25313625,0.2261384,0.41373439,0.29724256,0.43575408,0.31429403,0.43923997,0.4998678,0.4319907,0.41596008,0.27406003,0.36590644,0.29650697,0.36453039,0.41151405,0.32435702,0.45993122,0.41822828,0.39005862,0.20115757,0.20184505,0.29027356,0.33664964,0.49362606,0.51492445,0.41548869,0.29542658,0.62647453,0.36653079,0.29083485,0.33740138,0.20797478,0.34452732,0.29296102,0.49793624
65,0,0.36058032,0.22054911,0.35781889,0.25965188,0.3756866,0.35062445,0.35240241,0.27367823,0.24186388,0.39292828,0.29952744,0.48126801,0.30579907,0.45120979,0.54763928,0.45070177,0.43478184,0.27830572,0.36223572,0.29015999,0.36157459,0.41749266,0.36878709,0.46824054,0.40677172,0.38999438,0.19070528,0.21965069,0.30014096,0.24595479,0.45538244,0.54970872,0.42328677,0.33699484,0.6875756,0.36989592,0.26893829,0.33690433,0.22756529,0.25485493,0.30238511,0.45914238
65,1,0.36232627,0.17709542,0.33140774,0.24910425,0.29216812,0.29213813,0.31817524,0.24527193,0.22328219,0.33664575,0.27900244,0.497195,0.23706362,0.39676203,0.50929178,0.40023254,0.42169228,0.2412391,0.28462627,0.24749909,0.28916206,0.29693728,0.35254147,0.40129194,0.3837138,0.32743917,0.15447397,0.22400358,0.28167261,0.20345444,0.36899433,0.53403495,0.3622799,0.34383003,0.69575622,0.30117953,0.19554446,0.3025762,0.21662031,0.21098807,0.25401073,0.29534249
65,2,0.30692699,0.13708742,0.2868669,0.2163801,0.20093501,0.23778569,0.26083361,0.24321584,0.1744818,0.27587647,0.22635925,0.45113353,0.17910202,0.2290279,0.40962229,0.26090856,0.37385621,0.18972516,0.22419677,0.18536901,0.17615101,0.2135515,0.26148988,0.26841714,0.36633731,0.18509596,0.12189606,0.20190775,0.24635479,0.249308,0.26550283,0.47682739,0.25314816,0.31658906,0.65494414,0.24000867,0.10206897,0.24109012,0.18019058,0.25679361,0.16169608,0.16363125
66,0,0.24646999,0.13719244,0.35493051,0.21351793,0.21452817,0.19130761,0.24228829,0.26350199,0.11985474,0.27192513,0.2055746,0.37051873,0.14826416,0.23040137,0.32078376,0.17142264,0.33108991,0.21985759,0.22384718,0.14187357,0.14495396,0.15183816,0.10789073,0.18266568,0.38927598,0.15730346,0.13516655,0.17772503,0.21989119,0.37709378,0.18213881,0.42224526,0.12331432,0.28818393,0.58988932,0.24192541,0.12442831,0.2156137,0.12562632,0.38376105,0.17339538,0.1487754
66,1,0.26108886,0.15334567,0.44586673,0.2684822,0.26903968,0.17934932,0.25923131,0.33011181,0.13196507,0.36000043,0.24540427,0.37480307,0.16448798,0.35306006,0.27700661,0.20622872,0.31582759,0.2841086,0.2841102,0.14857193,0.17569982,0.17362859,0.093204992,0.19577098,0.45115843,0.28285554,0.16536095,0.20179131,0.27049469,0.46582731,0.19248584,0.43235264,0.14463641,0.27713288,0.54547465,0.30183868,0.20489111,0.21230356,0.12511422,0.47210265,0.21749079,0.21963382
66,2,0.33563817,0.17654031,0.5776667,0.3338139,0.37781584,0.21035969,0.28703895,0.45386583,0.18630651,0.44392093,0.3338007,0.42346782,0.25096005,0.4318033,0.25898017,0.27109875,0.31991698,0.42290544,0.39286666,0.20106076,0.26922652,0.2741373,0.14607366,0.25601822,0.49678876,0.37589336,0.2605402,0.26361845,0.38025858,0.54235009,0.24566572,0.50490721,0.23177923,0.28243805,0.53083016,0.40018213,0.29038113,0.22022462,0.1519947,0.55043867,0.27070002,0.27643138
67,0,0.38949936,0.20188038,0.64838421,0.41739988,0.4483429,0.26593606,0.30243136,0.60040743,0.24272074,0.54297218,0.43549099,0.47943324,0.29931148,0.52403217,0.2794712,0.34528694,0.33353648,0.54566447,0.48388547,0.26536506,0.3527256,0.3409377,0.20235885,0.33310717,0.5410477,0.51068819,0.37224773,0.34733542,0.45390071,0.60248644,0.28525496,0.56605857,0.2864071,0.32646765,0.56290237,0.48949696,0.33685118,0.24045559,0.17445702,0.61122794,0.29266369,0.31226211
67,1,0.42620588,0.20959192,0.66289009,0.45262578,0.48214837,0.28890346,0.3151257,0.65823384,0.27792558,0.59663119,0.48827699,0.51542747,0.36264546,0.57150584,0.28380548,0.38490989,0.33959548,0.60382645,0.56164475,0.30416067,0.38554328,0.39815398,0.23380003,0.40064132,0.55550256,0.60217618,0.42159324,0.39922078,0.48393243,0.62916976,0.30126771,0.59538914,0.31053154,0.36699651,0.64796005,0.55281006,0.35665154,0.25871952,0.18952896,0.63556008,0.29513929,0.32331968
67,2,0.46522649,0.21232747,0.63897297,0.47335001,0.51113991,0.3156051,0.33008394,0.69725223,0.30260323,0.60796051,0.49580672,0.55336215,0.40575058,0.61140051,0.26508026,0.42454946,0.3354266,0.63337326,0.64307475,0.34394457,0.41014733,0.39873086,0.23731548,0.46158565,0.55911414,0.65080703,0.43858064,0.45523511,0.50087001,0.6462047,0.31525496,0.61008259,0.32271086,0.38617994,0.70119263,0.63542931,0.35961887,0.27584128,0.1986364,0.65240035,0.3002844,0.32895688
68,0,0.4783904,0.20868174,0.58745097,0.45997201,0.48964698,0.33726739,0.32368508,0.68081296,0.3117431,0.58405971,0.46207872,0.57571566,0.44768231,0.64295474,0.25324835,0.43277136,0.32962374,0.6215013,0.67747628,0.38603446,0.41004604,0.3722467,0.2223482,0.49048239,0.55804089,0.66229021,0.42409397,0.46978952,0.47207171,0.65838382,0.31422805,0.61233619,0.32080957,0.40777482,0.72296427,0.66751951,0.34005445,0.27107172,0.19682897,0.66459107,0.30741387,0.33444953
