,measure_number,beat_number,pid1263-20,pid50848-04,pid5667249-17,pid5667269b-37,pid5667291-16,pid9048-20,pid9049-20,pid9050-20,pid9054-20,pid9055-20,pid9058-20,pid9059-20,pid9060-20,pid9062-20,pid9063-20,pid9065-15,pid9066-20,pid9067-20,pid9068-13,pid9072-20,pid9075-20,pid9081-11,pid9088-15,pid9090-09,pid9093-20,pid9094-20,pid9099-20,pid9100b-20,pid9101b-02,pid9104-20,pid9105b-03,pid9111-20,pid9112-07,pid9113-16,pid9114b-13,pid9116-08,pid9118-20,pid9122-04,pid9123-03,pid9130-04,pid9138-20,pid9139-20,pid9153-20,pid9161-10,pid9162-07,pid9166f-17,pid9170-20,pid9174-20,pid9176-08,pid9186c-20,pid918726-09,pid918904-05,pid918919-20,pid9192-20
0,1,0,1.0,0.91446843,1.0,1.0,1.0,0.90765058,0.66541102,0.89936832,0.64651581,0.85848446,0.82165561,1.0,0.89854419,0.91516338,0.66497026,0.62461427,0.6751238,0.72341791,1.0,0.73777059,0.80503794,0.99623574,0.76344817,0.98232148,1.0,1.0,1.0,0.81053573,0.64418718,0.48997626,0.7000665,0.91958745,0.91260682,0.93001616,0.95992377,0.74934928,1.0,0.9294571,0.67250466,1.0,0.70364303,0.76052352,0.74114118,1.0,0.62817738,0.8547938,1.0,0.82224026,0.42815626,0.95262148,0.99132466,1.0,0.76483033,0.62352485
1,1,1,0.86901034,0.69243805,0.84700678,0.86940813,0.80039706,0.75005612,0.54847196,0.89548537,0.55188411,0.83031088,0.62842473,0.92769353,0.75934038,0.75598196,0.53933411,0.54569028,0.6303483,0.66478629,0.95794919,0.64429997,0.73875569,0.89268762,0.56384781,0.88543567,0.81095071,0.9154538000000001,0.85972669,0.7172972,0.63696213,0.41051145,0.583194,0.79502666,0.76133741,0.74720517,0.81127739,0.65138174,0.86893996,0.80402145,0.59399098,0.88232749,0.62179269,0.65108773,0.65232282,0.89400895,0.55565588,0.83970415,0.91574533,0.73349567,0.36236119,0.8702046,0.88405072,0.93201077,0.64018651,0.56800931
2,1,2,0.74531005,0.59457234,0.75169401,0.76917211,0.64844127,0.63290311,0.45479069,0.88915931,0.48930127,0.79440576,0.54811736,0.86871841,0.6583998999999999,0.59891933,0.37311914,0.48919137,0.60051172,0.61452953,0.91384228,0.55395699,0.68522003,0.8169888000000001,0.4009112,0.85190311,0.67919218,0.84472608,0.75596195,0.61051784,0.64377572,0.32632356,0.47759833,0.67074556,0.69041233,0.60235864,0.71358108,0.57495708,0.74914752,0.70382038,0.52653918,0.77676833,0.55663085,0.56473293,0.58309849,0.84268978,0.49345661,0.83203275,0.85970263,0.66975108,0.305584,0.80287724,0.79240908,0.8663207,0.5411018,0.53004045
3,2,0,0.69396336,0.54338129,0.54307554,0.68248911,0.5554541999999999,0.56193416,0.39586852,0.84335346,0.4612384,0.75989313,0.5085365,0.83893349,0.60449626,0.49103982,0.36281194,0.46064302,0.58965005,0.58238182,0.85952112,0.55302924,0.65153263,0.78227283,0.35612661,0.80371186,0.59601196,0.8019215000000001,0.68287781,0.5253734,0.66733384,0.38577937,0.38935018,0.61923783,0.66408833,0.51881745,0.66022084,0.53058094,0.62966642,0.64186495,0.4885028,0.6655707,0.52537675,0.50095508,0.54764927,0.82861225,0.45008968,0.82231419,0.83181744,0.63651921,0.26299913,0.76029412,0.71770103,0.81836694,0.47090061,0.50901435
4,2,1,0.68701848,0.54216627,0.49046872,0.64825708,0.54048398,0.53937523,0.36680843,0.80835114,0.47313956,0.73791289,0.51298638,0.81058579,0.59951044,0.46362321,0.39780489,0.43686889,0.59098712,0.56544329,0.82867945,0.59008294,0.64224583,0.77342061,0.36217728,0.77697389,0.56644794,0.75932134,0.63562433,0.47847241,0.70332659,0.44135917,0.3233707,0.6017481,0.67749984,0.50523425,0.63118659,0.48245556,0.55865827,0.62520945,0.46162935,0.63679429,0.52033809,0.46422886,0.54615653,0.84199448,0.44180221,0.8221601000000001,0.8180927,0.60505276,0.23406316,0.74482097,0.64396897,0.79031728,0.45384682,0.50596155
5,2,2,0.74813655,0.55961631,0.50472644,0.64173021,0.57992166,0.56013842,0.37420864,0.77633999,0.51756296,0.72064443,0.53782745,0.80087224,0.65157176,0.46723962,0.48949659999999995,0.43095565,0.60311159,0.56826763,0.82078663,0.62080405,0.65189681,0.77304833,0.442043,0.77489777,0.56528871,0.7436713,0.6187298999999999,0.45318844,0.75312086,0.46457037,0.2765818,0.61970982,0.69758593,0.53896607,0.62698279,0.45907958,0.55568569,0.6318616,0.45199782,0.65159709,0.5392347,0.45627874,0.57396066,0.81438232,0.46550189,0.8221601000000001,0.8244649,0.59808577,0.22625817,0.75191816,0.61065232,0.77836169,0.48242812,0.51898166
6,3,0,0.7744441,0.572494,0.50302402,0.66864561,0.64495359,0.62556117,0.40182879,0.75506735,0.57744745,0.70526231,0.55394342,0.80354842,0.6886755999999999,0.49555820000000006,0.56325955,0.43355683,0.63433476,0.57960278,0.81349075,0.64754006,0.68394537,0.77263467,0.4797698,0.78880151,0.55546807,0.73615699,0.62960209,0.45376979,0.79573192,0.48369377,0.23555007,0.66551001,0.72135238,0.60124717,0.64581582,0.45353049,0.53205337,0.68074732,0.45395678,0.68599034,0.59084655,0.47299257,0.62941546,0.79021812,0.46670790000000006,0.82575916,0.85033495,0.61012581,0.23342522,0.77877238,0.58820487,0.77987256,0.4896382000000001,0.54500526
7,3,1,0.82547761,0.59693845,0.50960408,0.68858025,0.73327252,0.68922559,0.44027584,0.74362285,0.63804204,0.68746762,0.57680056,0.82411537,0.68809585,0.53410483,0.68612423,0.45561839,0.69039287,0.59175351,0.81567951,0.66969356,0.73705615,0.77788809,0.52868676,0.81157597,0.54897929,0.69200327,0.65838023,0.47356229,0.87795523,0.47787332,0.21731902,0.69312997,0.73064687,0.68058158,0.65164509,0.43430802,0.52057821,0.65814343,0.475412,0.68643738,0.64844712,0.47501769,0.65069754,0.79969521,0.45349125,0.8448440999999999,0.91138827,0.62310606,0.23572497,0.82186701,0.57315649,0.75412205,0.47357741,0.55362624
8,3,2,0.90447855,0.60346922,0.55790446,0.70064452,0.81064549,0.74850355,0.4738684,0.74225732,0.71288582,0.66363342,0.58185121,0.84245218,0.71721206,0.57705922,0.76215586,0.46427821,0.7117448000000001,0.59136837,0.83093454,0.6527973000000001,0.77450683,0.77509592,0.56333626,0.80629129,0.55679498,0.70026983,0.66923901,0.48981308,0.90564196,0.43536546,0.21978909,0.72572328,0.74992203,0.74371567,0.61689367,0.42495985,0.5697109,0.63360422,0.48423507,0.70653255,0.67907221,0.48980368,0.66585519,0.81929708,0.4666275,0.86884885,0.92140951,0.648796,0.23574859999999997,0.83631714,0.56949449,0.72751757,0.47962179,0.5477478
9,4,0,0.90252114,0.5908713000000001,0.61902895,0.73490378,0.84858078,0.82118406,0.50190777,0.73876451,0.79175346,0.62690253,0.56957737,0.84666468,0.73015975,0.62191116,0.75075112,0.45939090000000005,0.72052658,0.59775714,0.83935796,0.59837644,0.80430956,0.78432042,0.55896411,0.80220195,0.61184019,0.7773426,0.66713558,0.50344334,0.91380152,0.38294295,0.24498385,0.7625732,0.73944233,0.79360258,0.57317415,0.43684444,0.63899926,0.63298425,0.47918999,0.73812099,0.69453545,0.50420057,0.69907924,0.79610439,0.49715505,0.91387565,0.91879527,0.69088203,0.23622903,0.85735294,0.58596096,0.7246929,0.50379933,0.54512161
10,4,1,0.84207642,0.55785771,0.62619701,0.75815178,0.87326286,0.85286195,0.51776536,0.69490943,0.75908919,0.6052704000000001,0.54011876,0.83016156,0.71553723,0.61380191,0.66981421,0.43104451,0.73750413,0.59955445,0.85454666,0.53248524,0.80103187,0.8240622999999999,0.51366797,0.7867883000000001,0.61872995,0.86876533,0.62603832,0.47137108,0.8805356,0.32093949,0.25865476,0.74706756,0.68086832,0.83638126,0.51476935,0.47281941,0.57438844,0.62124665,0.45243315,0.67147595,0.68686935,0.4808012,0.70207868,0.76794933,0.51203538,0.98049682,0.89706443,0.72916667,0.22617941,0.86675192,0.62913747,0.72515273,0.50859166,0.54840711
11,4,2,0.80582524,0.50671463,0.65229322,0.75643609,0.9211783000000001,0.83258511,0.53337991,0.65095216,0.68850596,0.60697053,0.49010129,0.79710576,0.73357382,0.57940776,0.65160341,0.42029243,0.7289452,0.60094397,0.86515885,0.51809812,0.80084977,0.8278369000000001,0.47135321,0.75614973,0.63323126,0.9058054,0.57334539,0.42077632,0.81295767,0.2969133,0.26081132,0.70616205,0.65360863,0.91418417,0.51779609,0.4975522,0.47977761,0.61244135,0.44502488,0.65918956,0.67677893,0.45711001,0.69873047,0.75875798,0.525988,0.98754086,0.85823212,0.73917749,0.2166181,0.82915601,0.66006006,0.71162057,0.51031863,0.56019724
12,5,0,0.73647823,0.46803357,0.71182169,0.75718046,0.95508934,0.81076506,0.55612127,0.57792847,0.62814808,0.61960006,0.44794272,0.76231539,0.76687709,0.57699966,0.64338709,0.43249859,0.70072631,0.62008005,0.860715,0.51090104,0.82500759,0.80972916,0.4782911,0.72456747,0.68461651,0.90196239,0.54563907,0.39348895,0.74175326,0.30809215,0.30508265,0.66302771,0.63826336,0.98294023,0.57810661,0.52571856,0.38174203,0.6173006,0.46037002,0.66265052,0.67520639,0.45551822,0.76150949,0.7571102,0.55096172,0.94196375,0.82337563,0.76846591,0.21246751,0.76867008,0.67077911,0.70413191,0.52646576,0.57366059
13,5,1,0.69558409,0.45155076,0.73410987,0.77311184,0.94484091,0.7979984999999999,0.58445835,0.55143521,0.5763113000000001,0.6689361999999999,0.42298289,0.70973337,0.7818217,0.58748298,0.60737016,0.46835770000000004,0.66947838,0.66295877,0.84128142,0.53203542,0.82045524,0.77174531,0.5229558,0.69587921,0.71268591,0.87269011,0.55106511,0.4200787,0.69928168,0.38850029,0.31897207,0.60949218,0.59067432,1.0,0.63886553,0.54743867,0.39848036,0.62505865,0.50105721,0.65701204,0.68162757,0.45418288,0.82477679,0.74538527,0.59387717,0.87989918,0.80104569,0.82061688,0.20723793,0.70965473,0.66718385,0.72653222,0.56368189,0.61997895
14,5,2,0.7086674,0.46944045,0.72632581,0.78462237,0.91388099,0.80389076,0.63132633,0.54519275,0.53337436,0.70690576,0.43553615,0.68748142,0.78233703,0.57614874,0.59093752,0.50251232,0.60723836,0.69235765,0.8303376,0.58237981,0.82057663,0.73001789,0.59121573,0.66473734,0.6936935000000001,0.83793949,0.56662647,0.48526071,0.69403027,0.41466983,0.34589588,0.59560353,0.53787038,0.96336026,0.66576986,0.56548707,0.45233506,0.61975536,0.54214086,0.66671714,0.68444503,0.44273081,0.83258929,0.7370321,0.63386728,0.80414277,0.79216818,0.80864448,0.20233126,0.66163683,0.65568068,0.73848781,0.59986184,0.66701756
15,6,0,0.73353429,0.51841727,0.71562973,0.79268337,0.88914525,0.82512159,0.6621909,0.54858337,0.52111343,0.72736399,0.48620328,0.70452969,0.79444731,0.57589346,0.57513643,0.55430164,0.59099538,0.72344057,0.82596007,0.65203121,0.82555387,0.67438133,0.64286628,0.63504247,0.66087781,0.74235487,0.58423767,0.60998122,0.7101611,0.42942951,0.37943188,0.59479941,0.48527228,0.92736672,0.67255199,0.58326411,0.52182357,0.61913539,0.58303794,0.69372702,0.68542786,0.43987443,0.83628627,0.75507191,0.69460078,0.76967102,0.78367191,0.79443994,0.20819879,0.62060102,0.64101602,0.73737108,0.65072101,0.70901435
16,6,1,0.75599749,0.58446043,0.6874615,0.80312273,0.84455653,0.86121399,0.66377058,0.56421737,0.5201193000000001,0.75982027,0.54235417,0.76087818,0.80481835,0.57983322,0.5520878,0.59439373,0.64773027,0.75751397,0.82536314,0.69603599,0.82136571,0.62744186,0.70762529,0.61983014,0.62969525,0.62040883,0.60409968,0.66825865,0.73031592,0.4309889,0.4933973,0.59391662,0.40063003,0.87599354,0.63875343,0.59406324,0.57845812,0.63662031,0.6215795999999999,0.71545173,0.69106277,0.44227096,0.84514509,0.77784551,0.75533428,0.71251527,0.78083982,0.77171266,0.22995983,0.58606138,0.62168001,0.73625435,0.7028754,0.73871129
17,6,2,0.76467272,0.63382894,0.65458924,0.79696805,0.76128132,0.90509727,0.66000365,0.59080353,0.50667487,0.7667989000000001,0.58740482,0.79219943,0.80539809,0.57163887,0.53006316,0.62971161,0.69862991,0.80924332,0.81912847,0.74283104,0.80497724,0.60057498,0.73354648,0.60821642,0.62661126,0.5445462,0.60774384,0.71123334,0.73638329,0.47632035,0.52136614,0.59244821,0.38200986,0.80310178,0.52335631,0.60846209,0.58272053,0.65676944,0.6525653,0.73040594,0.69525619,0.42746728,0.83886719,0.7791123000000001,0.80685262,0.67959541,0.77724525,0.76839827,0.25722612,0.56907928,0.61109443,0.74374302,0.74402038,0.7634218
18,7,0,0.76677889,0.65630695,0.65766926,0.78667393,0.72645812,0.93546577,0.66735525,0.60590804,0.48958531,0.76803756,0.61868669,0.81013976,0.82279052,0.5816627,0.52770863,0.65274255,0.73275834,0.86852439,0.81216422,0.76869553,0.80437026,0.60110239,0.76638958,0.60860648,0.65183727,0.52406378,0.61776527,0.74145425,0.74837855,0.5409613,0.53196846,0.58846255,0.39755474,0.77583199,0.42056499,0.62413468,0.57670867,0.67445543,0.68166978,0.73076646,0.69112829,0.39996463,0.83761161,0.76456805,0.82256169,0.67415829,0.77419531,0.78327922,0.27682917,0.57143862,0.61100267,0.74886685,0.75287108,0.78846473
19,7,1,0.77068588,0.68892086,0.68981352,0.77605301,0.69383484,0.95314254,0.68321283,0.63758477,0.47883923,0.78122571,0.65786238,0.83026068,0.84288843,0.62385126,0.54045619,0.70503272,0.75251733,0.9515179,0.79777144,0.80109643,0.81881639,0.62339838,0.83334665,0.62975779,0.70793234,0.51543745,0.64504957,0.78080673,0.77181114,0.65642046,0.54409082,0.58876846,0.48176034,0.75993538,0.37005773,0.64512377,0.59510007,0.70200235,0.73296797,0.73415531,0.69342157,0.37714008,0.83537946,0.74474712,0.83047808,0.67787842,0.77664615,0.82190206,0.31503505,0.5870844,0.61182015,0.75839191,0.75520249,0.83650064
20,7,2,0.76949577,0.70751399,0.71534972,0.76564089,0.66475291,0.94818556,0.70095389,0.66564793,0.49725431,0.81476684,0.6794131999999999,0.84983646,0.8431460999999999,0.71890742,0.55287878,0.74225705,0.75515021,0.98361275,0.78802149,0.83616812,0.82919575,0.64732831,0.88346255,0.6733564000000001,0.76757072,0.54119379,0.66950027,0.82414811,0.80647186,0.71192967,0.55074102,0.5891006,0.56938432,0.74675283,0.37529286,0.66622363,0.65547813,0.72345007,0.77829602,0.75369529,0.7191718,0.41167315,0.84479632,0.73376512,0.82818975,0.69017247,0.78269157,0.88453734,0.36541703,0.60627877,0.62258091,0.76877094,0.75533201,0.8688016
21,8,0,0.76473536,0.74744205,0.72150977,0.75381264,0.65074851,0.93836513,0.73528161,0.69599628,0.56220413,0.85613666,0.72476423,0.86405987,0.82839474,0.78232641,0.5921576999999999,0.77963487,0.75126279,1.0,0.78357763,0.8725752,0.83289833,0.68308876,0.92382703,0.73180245,0.80548265,0.60143908,0.69506967,0.86190859,0.86491387,0.76390939,0.54232377,0.59090989,0.66140603,0.7384168000000001,0.43873662,0.69053553,0.73222387,0.75018432,0.82524876,0.78808854,0.75887826,0.49247435,0.86314174,0.73543195,0.82856083,0.70774954,0.78726649,0.9571158000000001,0.42433646,0.62189258,0.65694862,0.79471852,0.76733443,0.90309712
22,8,1,0.75139367,0.82222222,0.7377499,0.76337146,0.65477276,0.92519641,0.83212832,0.7317045999999999,0.65181784,0.91677461,0.79189661,0.88675786,0.82337027,0.83883594,0.67196027,0.81113176,0.7240591,0.99592207,0.78278172,0.93294911,0.83514416,0.72711197,0.9506834000000001,0.7975464,0.85484106,0.75488144,0.74611468,0.88530543,0.93123649,0.81781428,0.46019381,0.58959007,0.75771942,0.74087237,0.59329634,0.72669879,0.80526316,0.76870811,0.86932525,0.83308097,0.8120823,0.60664132,0.89034598,0.75477665,0.83610613,0.73905148,0.79282174,1.0,0.49187997,0.6290601,0.72922089,0.85324837,0.79367067,0.93595213
23,8,2,0.7420451,0.90151878,0.7627821,0.81138344,0.66689918,0.90866068,0.89713834,0.75568974,0.77542132,0.9464864,0.86908837,0.91153732,0.83973203,0.88708305,0.74854375,0.83819372,0.70859194,0.9764386,0.7746236,0.95586168,0.84959029,0.76482694,0.97650068,0.85894936,0.88954506,0.87530662,0.79139871,0.89777301,0.96910524,0.87569788,0.38903667,0.58932786,0.84423929,0.75024233,0.72871476,0.76762474,0.82876205,0.79252681,0.90718284,0.87446824,0.85146115,0.72727273,0.92061942,0.77061625,0.85045457,0.79644937,0.79581722,0.99952652,0.55361897,0.64609974,0.8178345,0.90343559,0.83481565,0.97135575
24,9,0,0.72611181,0.9392485999999999,0.78299826,0.93182643,0.68009873,0.89050692,0.95570812,0.78666976,0.9193808000000001,0.9710978000000001,0.90317848,0.95237387,0.83747745,0.9463921000000001,0.83260776,0.89490266,0.71492242,0.9515179,0.76918485,0.98228845,0.89778452,0.7997911,1.0,0.9188424000000001,0.9276028000000001,0.95077678,0.83105573,0.93587336,1.0,0.95540012,0.45751473,0.58794686,0.92084087,0.76562197,0.88100443,0.83756992,0.8148258,0.84240952,0.97419154,0.91001514,0.89640938,0.89237708,0.95982143,0.8060482,0.86585441,0.86586614,0.79854038,0.99749729,0.59560526,0.73324808,0.92609276,0.95092951,0.88161644,1.0
25,9,1,0.73031632,0.91358913,0.78876631,0.96949891,0.69689328,0.85108492,1.0,0.83708314,1.0,1.0,0.87803004,0.98111805,0.81725071,0.99719197,0.89582439,0.91525971,0.79282767,0.9100589,0.79153678,0.99240933,0.93147193,0.80906731,0.99800176,0.99408619,0.97666958,0.96631235,0.86287513,0.95707003,0.99811702,1.0,0.60114953,0.59413513,1.0,0.80478191,1.0,0.89654981,0.7437361,0.89979893,1.0,0.92321004,0.94548552,0.9927485,1.0,0.83496523,0.89813841,0.94978923,0.80986874,0.9684118,0.60135465,0.79526854,0.99190858,0.98088419,0.95518522,0.98753394
26,9,2,0.74058096,0.87633893,0.76580613,0.94498911,0.69941514,0.80260007,0.97533264,0.8583371999999999,0.99810642,0.95984456,0.84121551,0.95827138,0.82266169,1.0,0.90496045,0.88488569,0.88329482,0.85138197,0.81501625,0.95986787,0.92673748,0.81522043,0.96610982,1.0,0.98534558,0.93826656,0.88538317,0.9252303,0.96359579,0.9853045,0.68365001,0.59573464,0.99607011,0.83179321,0.9961325000000001,0.91792657,0.67478132,0.90516086,0.96377488,0.90403057,0.96121085,1.0,0.98611886,0.8068578000000001,0.93370029,0.99407861,0.80011982,0.91402868,0.60168544,0.79782609,1.0,0.9788478,1.0,0.94215746
27,10,0,0.73498277,0.81798561,0.73494988,0.88061002,0.6838546999999999,0.74298541,0.90333556,0.84330701,0.9433345999999999,0.88649611,0.78470136,0.88958271,0.79315898,0.96579306,0.88975412,0.8530575999999999,0.93331132,0.78915572,0.81972541,0.91523756,0.8954780000000001,0.8247138,0.90224602,0.94224599,0.97375328,0.9007359,0.84907556,0.86720329,0.89622707,0.91176282,0.71406992,0.60964951,0.95296613,0.84122779,0.90112662,0.89355928,0.60612305,0.89544236,0.90834888,0.85752397,0.96330756,0.9525115,0.90673828,0.73756548,0.92801039,1.0,0.75311802,0.85714286,0.57074112,0.76777494,0.94903237,0.96327925,0.97400915,0.88392709
28,10,1,0.73175697,0.77755396,0.70801366,0.80767974,0.65498739,0.65969884,0.74700772,0.78997678,0.87161522,0.79600065,0.74711841,0.74660521,0.80842566,0.8812968000000001,0.88785333,0.82187576,0.94560911,0.72523788,0.80234795,0.87145066,0.81432473,0.82691651,0.83334665,0.78685121,0.89297171,0.85167621,0.76038317,0.76911725,0.81100495,0.75749214,0.69753943,0.65308102,0.89707442,0.84484653,0.78852082,0.79675472,0.55912528,0.85916555,0.83791978,0.81108948,0.95066177,0.85489034,0.79345703,0.66410134,0.88781001,0.98076098,0.63444257,0.80580357,0.51030165,0.71962916,0.86019353,0.93595218,0.90393748,0.78286886
29,10,2,0.72637018,0.78992006,0.70123761,0.74773965,0.6322906,0.62009914,0.67488912,0.76096609,0.80846431,0.77664346,0.76353475,0.6621568,0.82317702,0.78736385,0.90962045,0.794628,0.89831628,0.71381211,0.76042979,0.83412988,0.70846737,0.79545807,0.82183678,0.65794275,0.81430446,0.82264922,0.72608521,0.68416063,0.74663505,0.69383302,0.66618849,0.6600909,0.85939742,0.83890145,0.73190965,0.73949161,0.54198666,0.83142594,0.7838153,0.77128849,0.92556677,0.79581712,0.73249163,0.64428993,0.85799988,0.9675424000000001,0.58259354,0.79477814,0.44548319,0.68849105,0.77117951,0.91585101,0.8439254,0.72879384
30,11,0,0.69975728,0.80519584,0.71322171,0.72393791,0.61817889,0.60040217,0.65933532,0.76581514,0.77187086,0.79638925,0.78023053,0.64411736,0.77351198,0.71689074,0.91593599,0.76981986,0.82271377,0.73351457,0.72421569,0.81445038,0.68418816,0.77356539,0.86731676,0.5953822,0.78324584,0.80636141,0.69419882,0.57842769,0.73059488,0.6892126000000001,0.65485465,0.66472336,0.84891772,0.82462036,0.7067429000000001,0.71556737,0.52905856,0.79050771,0.75319496,0.75967986,0.89201939,0.76018748,0.72412109,0.65422421,0.81916012,0.951132,0.57714721,0.79816017,0.39695991,0.69322251,0.69765599,0.89686658,0.78831707,0.69505236
31,11,1,0.68579706,0.813749,0.73377387,0.72526325,0.58298009,0.61297232,0.70028556,0.77477009,0.78323234,0.83541127,0.78903248,0.68148479,0.73247874,0.64562628,0.88570728,0.77327732,0.82560251,0.79338469,0.7012005,0.82569581,0.71016692,0.7544441999999999,0.9374950000000001,0.54946839,0.80132692,0.78341783,0.68609325,0.49219211,0.7404281999999999,0.72348072,0.69430933,0.67267721,0.82546317,0.77815832,0.72019506,0.74364512,0.54496664,0.76212299,0.76552394,0.77128849,0.84300878,0.75244075,0.75446429,0.6907134,0.79021585,0.9314197,0.63318991,0.79416937,0.37607309,0.73881074,0.65017518,0.86237929,0.75572058,0.70474819
32,11,2,0.68736298,0.81071143,0.73388587,0.73316993,0.52707517,0.62180135,0.73400571,0.76412448,0.81589661,0.87467617,0.78435208,0.71810883,0.72185004,0.59933628,0.82990987,0.77028839,0.85622318,0.85191059,0.68455263,0.84221254,0.74251897,0.74818768,0.96219327,0.53231205,0.82421989,0.74702371,0.70974009,0.44516591,0.73924263,0.74517102,0.73601558,0.68352417,0.80207099,0.70345719,0.73448798,0.766351,0.56260193,0.76198056,0.77466573,0.78924219,0.78882191,0.7893792,0.79359654,0.71561101,0.79943101,0.92811781,0.66788301,0.77678571,0.40338663,0.76521739,0.61766767,0.82664389,0.76940679,0.71793451
33,12,0,0.6831663,0.77029576,0.69625357,0.72084241,0.47520524,0.60528432,0.74427365,0.7124013000000001,0.82081992,0.82893459,0.74327628,0.74417683,0.67199175,0.56478897,0.75056717,0.72899265,0.88973259,0.86097266,0.644936,0.81627776,0.7631563,0.71559168,0.93973303,0.51802454,0.80344124,0.69434178,0.72635316,0.42695644,0.71901806,0.74658281,0.73619609,0.69167031,0.74037802,0.635063,0.6781010000000001,0.74154068,0.55535953,0.74955597,0.74361785,0.78953061,0.69761499,0.81596215,0.77643694,0.71619202,0.79893624,0.89079543,0.63820053,0.73944805,0.44019847,0.74398977,0.57062896,0.77015043,0.77247215,0.70535764
34,12,1,0.63423113,0.64473221,0.5880046999999999,0.65975853,0.42988678,0.53124766,0.6907466999999999,0.57456572,0.7482011,0.67036917,0.61052043,0.69308157,0.571689,0.53344112,0.6103869000000001,0.62962275,0.91218224,0.77896088,0.57303177,0.7390357,0.72212443,0.60537338,0.79809767,0.49409877,0.67939633,0.62839738,0.65692658,0.40117163,0.64768812,0.64846307,0.66699601,0.72821432,0.64138232,0.5761874,0.57451937,0.64246553,0.4759748,0.6836126,0.65428327,0.72478189,0.57647753,0.72278918,0.63112444,0.64137537,0.70115653,0.77784871,0.49672131,0.65780574,0.41194769999999997,0.64322251,0.51273774,0.64713263,0.68133149,0.63571389
35,12,2,0.57552459,0.49608313,0.46782214,0.57265795,0.39345925,0.45913767,0.60315937,0.39320019,0.63917819,0.52243361,0.47154733,0.52324314,0.51763721,0.49577944,0.53071923,0.52403264,0.89914163,0.65269597,0.47689195,0.62783947,0.62288316,0.47435858,0.63586444,0.45076439,0.54305191,0.60837285,0.57282958,0.40318397,0.54657926,0.48201245,0.57083413,0.73765405,0.55686482,0.52548627,0.48286531,0.4830149,0.43545589,0.62174095,0.52706001,0.57854928,0.46733063,0.55605766,0.46670619,0.53488904,0.60684025,0.66358123,0.3978487,0.52339692,0.35464283,0.55106777,0.44658825,0.56124286,0.58777308,0.5477201
36,13,0,0.44945193,0.27359712,0.3251386,0.45393972,0.36845522,0.36312196,0.49679809999999996,0.29334882,0.5155747,0.41618361,0.2647782,0.36002577,0.42924504,0.42945031,0.48330983,0.40982309,0.85787389,0.48256306,0.3894674,0.46102755,0.43738998,0.31478092,0.41859963,0.40748034,0.36945903,0.57804579,0.40915729,0.45994097,0.42422066,0.38556761,0.47709481,0.76796609,0.46620922,0.49502423,0.3783196,0.27409315,0.39312824,0.56185489,0.40582245,0.32729829,0.39235356,0.34738238,0.27973633,0.41554434,0.50298101,0.54885149,0.21279342,0.34126759,0.27811294,0.42574169,0.32476643,0.4448072,0.48376651,0.44224057
37,13,1,0.36276229,0.21426859,0.14875959,0.35183369999999997,0.33405054,0.25246914,0.44993013,0.26197863,0.43267847,0.41832092,0.20667831,0.31249876,0.35289874,0.35565009999999997,0.41884849,0.3510542,0.76025091,0.35056638,0.36396498,0.35231234,0.33058574,0.30940341,0.37352729999999995,0.37391003,0.29085739,0.50116108,0.30732181,0.50915839,0.37001883,0.32643265,0.46309139,0.78793812,0.38186638,0.44589984,0.30408049,0.21022318,0.37249073,0.49075067,0.35275964,0.26771216,0.34150177,0.21796074,0.21678292,0.36111058,0.44727565,0.47306206,0.21678013,0.29076705,0.1845239,0.39984655,0.21322155,0.40055837,0.42074087,0.39961217
38,13,2,0.31169746,0.19285372,0.13063225,0.27592593,0.27298922,0.20182379,0.44003888,0.25811426,0.40983242,0.44349093,0.1852183,0.29904351,0.36895774,0.3035228,0.36620884,0.33429195,0.66427039,0.33350702,0.36685017,0.29931825,0.29686798,0.33388143,0.35321717,0.36852469,0.27212744,0.45677024,0.30328912,0.54693677,0.34806472,0.30485786,0.44172525,0.82121318,0.35603518,0.36535057,0.2508828,0.21079360000000003,0.35802817,0.44881032,0.34730255,0.26440262,0.30851789,0.19440219,0.21168387,0.33788932,0.49112499,0.43834817,0.23788465,0.27458063,0.14969678,0.41078645,0.15229396,0.38364974,0.45958898,0.38493545
39,14,0,0.27312089,0.16326139,0.1122641,0.27710603,0.24505017,0.18233259,0.43822832,0.22608453,0.41720792,0.46892811,0.15539644,0.26969472,0.40511466,0.29023996,0.33442271,0.36101462,0.62621327,0.37613654,0.35283544,0.26613719,0.25598179,0.35411948,0.34714251,0.41467757,0.2548921,0.35675388,0.32002947,0.60595653,0.33717832,0.30917025,0.41634049,0.86774757,0.35428233,0.33106947,0.22768343,0.27348397,0.34571534,0.45233747,0.38230721,0.25797101,0.32207443,0.19843474,0.16679687,0.33300314,0.56167976,0.44446768,0.2452862,0.25148133,0.16934709,0.40301151,0.15588088,0.36821257,0.52508419,0.40706964
