,measure_number,beat_number,pid1263-20,pid50848-04,pid5667249-17,pid5667269b-37,pid5667291-16,pid9048-20,pid9049-20,pid9050-20,pid9054-20,pid9055-20,pid9058-20,pid9059-20,pid9060-20,pid9062-20,pid9063-20,pid9065-15,pid9066-20,pid9067-20,pid9068-13,pid9072-20,pid9075-20,pid9081-11,pid9088-15,pid9090-09,pid9093-20,pid9094-20,pid9099-20,pid9100b-20,pid9101b-02,pid9104-20,pid9105b-03,pid9111-20,pid9112-07,pid9113-16,pid9114b-13,pid9116-08,pid9118-20,pid9122-04,pid9123-03,pid9130-04,pid9138-20,pid9139-20,pid9153-20,pid9161-10,pid9162-07,pid9166f-17,pid9170-20,pid9174-20,pid9176-08,pid9186c-20,pid918726-09,pid918904-05,pid918919-20,pid9192-20
82,28,1,0.6203491999999999,0.55267786,0.54472756,0.61043028,0.38755164,0.48600823,0.62045082,0.56478402,0.59974437,0.6353465,0.55607405,0.6538309,0.48401185,0.45041695,0.56038384,0.59625172,0.74992572,0.72486029,0.57522717,0.7066348000000001,0.73092564,0.55504193,0.62773559,0.38941176,0.47559055,0.7044399,0.56548098,0.42768089,0.61069112,0.57879741,0.59522136,0.68815663,0.56280332,0.54210016,0.55881957,0.66782965,0.43170497,0.59727714,0.60298507,0.65406302,0.67625475,0.64763,0.55313198,0.62739309,0.68025233,0.685869,0.55579761,0.63481466,0.51631882,0.6418798000000001,0.61402236,0.58376798,0.65702444,0.50929137
83,28,2,0.55476824,0.41148681,0.41993616,0.54084967,0.36211837,0.41779835,0.52504405,0.37111937,0.48911191,0.53056995,0.41455816,0.52616711,0.45760113,0.39964261,0.50223803,0.47158898,0.7131314000000001,0.61995167,0.48199244,0.59763143,0.64248862,0.43589903,0.52560147,0.33557723,0.35686789,0.69287817,0.51765139,0.37332081,0.48137248,0.43899763,0.49405282,0.71291845,0.50467844,0.50454281,0.49213609,0.5241956,0.36744996,0.52001508,0.49395989,0.54618934,0.57610405,0.52851079,0.45698940000000005,0.53086961,0.59289381,0.570688,0.46336256,0.48321158,0.45561944,0.43714834,0.53814648,0.49523090000000003,0.56687678,0.42372985
84,29,0,0.37673818,0.21103917,0.27458140000000003,0.41260893,0.33452809,0.35046764,0.39193147,0.24990246,0.39852301,0.48745952,0.20940272,0.32716325,0.42077428,0.28104152,0.46034705,0.36053801,0.657552,0.51195439,0.36956291,0.45256536,0.48600909999999997,0.30625963,0.42142115,0.27838943,0.28326043,0.68439902,0.41725616,0.32755567,0.30875235,0.35518193,0.44792894,0.79616292,0.44645375,0.46213893,0.41996525,0.35336988,0.31887324,0.45835288,0.38254042,0.37366789,0.45469139,0.28891935,0.26226283,0.43241261,0.48140268,0.49187184,0.25433255,0.30284767,0.35005119,0.34771739,0.41721722,0.39873218,0.45047923,0.32192919
85,29,1,0.29917006,0.19315747,0.13892591,0.31505084,0.29671621,0.29674523,0.27765964,0.20721784,0.35456826,0.47331606,0.18904645,0.26725642,0.3632891,0.23470899,0.3977865,0.30294046,0.57027072,0.43010119,0.324806,0.33812904,0.35644309999999996,0.32652871,0.39725042,0.24452973,0.26875911,0.62959935,0.35262594,0.31354977,0.26478834,0.29723417,0.43191146,0.96014334,0.38368785,0.40753473,0.37705846,0.24943235,0.30441067,0.41106736,0.32540423,0.26777706,0.36360241,0.18513442,0.1703125,0.37975045,0.41909209,0.4598655,0.22373509,0.25594562,0.2381665,0.32291559999999997,0.28574408,0.35018722,0.38807098,0.2634218
86,29,2,0.26996555,0.20285372,0.1247634,0.24324619,0.26078768,0.26193416,0.24005711,0.21576405,0.33334596,0.46414346,0.19868669,0.25423729,0.34902087,0.23177332,0.34967809,0.29627595,0.52192143,0.42658964,0.32972077,0.26438712,0.30443703,0.33735613,0.3696587,0.23584146,0.26948819,0.58418643,0.34525054,0.31473035,0.27514471,0.27989476,0.43175945,0.99632899,0.34989084,0.35327948,0.34855109,0.21455391,0.2995997,0.39801441,0.3193408,0.22606533,0.32902634,0.18275557,0.15883092,0.35226212,0.43282207,0.48653378,0.23388704,0.25082522,0.18253918,0.31171995,0.19200033,0.32381265,0.40443399,0.24397474
87,30,0,0.24879424,0.18392486,0.10366803,0.20848765,0.24398240000000002,0.23699963,0.21863418,0.18373432,0.34806381,0.45010525,0.18043311,0.22596888,0.35114661,0.25537781,0.30484395,0.32278052,0.50367283,0.46958163,0.3343636,0.22018555,0.25820941,0.3300758,0.33637599,0.24546084,0.23803587,0.48892069,0.35284699999999997,0.33261783,0.3204547,0.28173651,0.42033061,1.0,0.31981161,0.32938288,0.30982568,0.24537852,0.29220904,0.42414544,0.35252643,0.23088182,0.33901193,0.18714185,0.13604213,0.33750833,0.47571897,0.48022717,0.24142476,0.23391504,0.19907852,0.30023657,0.15995162,0.29529002,0.44754339,0.25212477
88,30,1,0.2620498,0.2343805,0.14803718,0.30065359,0.27233997,0.2609147,0.28805517,0.16656758,0.41053778,0.44905278,0.23450227,0.24178313,0.38951945,0.33378148,0.29782329,0.40876484,0.52428194,0.57929316,0.37890827,0.26057071,0.30302883,0.39208265,0.35572696,0.35400440000000005,0.22221493,0.38394113,0.38339362,0.40295144,0.40666016,0.3377976,0.43047691,0.98505375,0.32989832,0.37660743,0.32548063,0.33912056,0.33992587,0.55682808,0.44428638,0.30689307,0.41303892,0.22954545,0.10730329,0.36865416,0.54371328,0.49240015,0.33137084,0.2669237,0.28256281,0.34881714,0.25414581,0.31982526,0.51817632,0.30812233
89,30,2,0.34482462,0.36902478,0.27203338,0.42641612,0.34450287,0.36001684,0.3771432,0.32658616,0.48523007,0.51284003,0.37312609,0.32614233,0.46468049,0.45668822,0.38995033,0.53755554,0.61039122,0.653942,0.49473370000000005,0.38779871,0.43203035,0.48677856,0.41258093,0.43328091,0.31224847,0.44480785,0.45003349,0.49568017,0.51200921,0.40214336,0.49883146,0.96276549,0.39511571,0.50226171,0.39177737,0.44767126,0.3979911,0.64560992,0.53775653,0.45378903,0.49497445,0.34112133,0.37240513,0.4665111,0.6159008,0.56673674,0.44586352,0.36507035,0.3714657,0.43830563,0.39225893,0.40781055,0.58911148,0.39556208
90,31,0,0.50115878,0.48403677,0.38454948,0.51880901,0.42785856,0.45759446,0.52022602,0.43300511,0.53299564,0.57974417,0.48868320000000004,0.46467935,0.53187967,0.59349047,0.5173953,0.64270135,0.71172004,0.75443287,0.58816741,0.57131712,0.54192413,0.55510398,0.52149309,0.53642026,0.42093905,0.52919869,0.50049571,0.60622485,0.56551363,0.48971957,0.56291089,0.93234857,0.46194872,0.61479806,0.53812006,0.5276624,0.46328391,0.70191019,0.65211443,0.56056673,0.62026602,0.51079767,0.56759905,0.5741023000000001,0.68198404,0.69700739,0.56669027,0.45921943,0.44633378,0.51578645,0.47863697,0.48508178,0.6539159000000001,0.48659759999999996
91,31,1,0.61233166,0.54546763,0.45025479999999996,0.57816812,0.47889682,0.49328469999999996,0.61856735,0.48705992,0.56835827,0.59496438,0.55340552,0.57186044,0.54037619,0.64378829,0.59372739,0.6952581,0.79144107,0.7729195,0.62374478,0.66243323,0.61402124,0.64916907,0.62998162,0.60260459,0.52862351,0.57844644,0.50502412,0.66135408,0.59168701,0.55787076,0.59712141,0.88488768,0.52284324,0.68898223,0.64217252,0.55579554,0.4939066,0.71997319,0.69508706,0.62431322,0.70272572,0.6103555,0.69545201,0.64323269,0.6761086,0.73793984,0.62823376,0.51273674,0.47508073,0.54998721,0.5216383,0.51854431,0.63504879,0.54736551
92,31,2,0.54660977,0.47809752,0.39793358,0.51865468,0.42217632,0.42010849,0.60255787,0.41832791,0.56499716,0.46911431,0.48102689,0.54574289,0.49354548,0.56699285,0.54342388,0.65809839,0.80554638,0.7312415,0.58522252,0.68655468,0.57337178,0.62679035,0.60819279,0.51772885,0.50383494,0.55406378,0.45446141,0.63562293,0.51550317,0.49161907,0.58828615,0.84742592,0.46433161,0.6101454000000001,0.57855501,0.50593676,0.45094885,0.6190180999999999,0.66151275,0.53151633,0.64728738,0.54198797,0.6223005,0.57243547,0.58905313,0.68173063,0.61407331,0.46079545,0.46407813,0.38087596,0.47460794,0.46339749,0.55237026,0.48591058
93,32,0,0.43015972,0.40597922,0.24881559,0.46757444,0.41067768,0.29785821,0.52162343,0.20299118,0.52224957,0.36416775,0.37075795,0.4151799,0.41051275,0.36636317,0.42029554,0.58870668,0.7590789000000001,0.6157076,0.47039199,0.5634664,0.45814871,0.53975739,0.50964751,0.42905945,0.44417469,0.45730989,0.37321141,0.51495394,0.45752145,0.45120965,0.54515485,0.72508522,0.42465224,0.57909532,0.40747155,0.49031954,0.35148999,0.56878351,0.5988495,0.41582666,0.50952038,0.40244075,0.41153041,0.44241356,0.55923063,0.56515183,0.52377866,0.34393263,0.44690084,0.26922634,0.38858859,0.35851015,0.53833866,0.41225553
94,32,1,0.3472518,0.2505036,0.09624797,0.29812999,0.35682245,0.14250842,0.30836017,0.14106828,0.48404658,0.32101684,0.25338456,0.17936366,0.36797861,0.19170354,0.34790606,0.40004039,0.56985804,0.51494487,0.283571,0.41559601,0.22599090000000002,0.37593977,0.34434498,0.29643913,0.3013415,0.33382666,0.2954381,0.34104284,0.25771672,0.24090997,0.43417253,0.3877196,0.20734826,0.49414540000000007,0.32439886,0.15748463,0.22129726,0.48791890000000004,0.41969838,0.3020982,0.36727821,0.23639901,0.16748744,0.29095152,0.54260622,0.42670349999999996,0.28123196,0.1969494,0.22423407,0.28570332,0.27815315,0.19363463,0.52076677,0.35684525
95,32,2,0.37992484,0.3485052,0.20268242,0.27204975,0.34022107,0.16850917,0.2919983,0.23981421,0.47410528,0.38154145,0.35031086,0.18993954,0.40517264,0.18310075,0.43385247,0.3819937,0.54249752,0.48226099,0.29271075,0.40568597,0.26730804,0.33847299,0.34401726,0.29416798,0.27465004,0.333287,0.36432878,0.39104731,0.25498291,0.18474620000000003,0.42758883,0.30125863,0.19935749,0.46763166,0.30929320000000005,0.12988315,0.24072646,0.4998492,0.40334266,0.36774822,0.42749312,0.24383622,0.17903878,0.30548624,0.56472262,0.497386,0.24370132,0.20388934,0.23916673,0.40749361,0.28906406,0.25419431,0.57374147,0.36777107
96,33,0,0.50206702,0.50414868,0.374391,0.36207335,0.38280839,0.29431351,0.40102072,0.39607989,0.5239537999999999,0.48596988,0.5054628,0.30681435,0.52883278,0.25683288,0.58086946,0.50529122,0.63052988,0.58377889,0.45406911,0.54894574,0.4858088,0.37577431,0.43463352,0.3374709,0.37144940000000004,0.44506949999999995,0.49699223,0.55511135,0.45800265,0.28778797,0.57131864,0.35496897,0.38358805,0.53082391,0.26066364,0.27573794,0.31202372,0.55232909,0.48371424,0.47702790000000006,0.55207705,0.34677220000000003,0.27430246,0.43785122,0.68928196,0.61244593,0.36804640000000005,0.26160038,0.35616287,0.58636189,0.42469136,0.46223478,0.64847595,0.45453488
97,33,1,0.59531005,0.69806555,0.5251106,0.48284314,0.46312175,0.47867565,0.5347348000000001,0.54706921,0.60106987,0.58325777,0.69755501,0.44798791,0.6568539000000001,0.34743873,0.73450242,0.66712982,0.72963024,0.67365202,0.58991842,0.70368288,0.70264036,0.49048077,0.58236752,0.45831394,0.46313794,0.58464432,0.5942993000000001,0.69251409,0.61793709,0.46411474,0.68222497,0.50669522,0.5534714,0.65867528,0.24732358,0.4890458,0.41152706,0.67156501,0.59346238,0.55949239,0.73850085,0.46273435,0.40720564,0.56583484,0.79349372,0.72285019,0.54572191,0.38616071,0.47533276,0.73702046,0.56364698,0.63527557,0.73551507,0.58440911
98,33,2,0.69011901,0.8753796999999999,0.69126953,0.60831518,0.55282503,0.65868874,0.59497539,0.71071993,0.64414884,0.7335978,0.87209221,0.53954802,0.81750837,0.42633594,0.85376173,0.81008159,0.82312644,0.74352817,0.7234861,0.86723362,0.82640364,0.65326425,0.69335785,0.59817553,0.52890055,0.70344235,0.67316452,0.78609248,0.72508543,0.6292049,0.75866426,0.59018442,0.66833011,0.79063005,0.29035928,0.67674586,0.50475908,0.75307473,0.69703047,0.65662989,0.85283711,0.58386098,0.52302595,0.65398609,0.89949904,0.80152327,0.68863352,0.52713068,0.59657399,0.87953964,0.70948448,0.72029166,0.82708747,0.6803701
99,34,0,0.75439242,0.95179856,0.73970992,0.71927197,0.597843,0.81202768,0.62871377,0.81199257,0.66871805,0.82326749,0.94781698,0.61596789,0.86788199,0.49584752,0.90606414,0.88593586,0.86992407,0.75660776,0.80785302,0.960149,0.91805766,0.78984271,0.75975542,0.67901856,0.56498979,0.78585446,0.72923365,0.8509704,0.81058651,0.73933132,0.80374311,0.60658159,0.73919281,0.86274637,0.37404293,0.82117738,0.58359526,0.81549933,0.75778918,0.71727594,0.93342943,0.65876371,0.60515485,0.70582913,0.9572639000000001,0.85184411,0.76488209,0.59073323,0.6622588,0.95632992,0.79732232,0.78749261,0.87077973,0.75051249
100,34,1,0.79384591,0.95867306,0.71854175,0.7805373999999999,0.60959382,0.9270014999999999,0.62950362,0.86671621,0.66947548,0.89175842,0.95396437,0.65908415,0.88102293,0.56274677,0.89423018,0.88157363,0.89229119,0.71006646,0.85474564,1.0,0.96200303,0.92322568,0.79589162,0.75463982,0.58352289,0.88004906,0.75334941,0.87839191,0.8492224,0.81447732,0.81357591,0.56994144,0.76975859,0.88497577,0.50538647,0.92268926,0.63232024,0.84994973,0.75859764,0.75852621,0.96520771,0.68659356,0.64016462,0.75035718,0.97025172,0.85782053,0.79701541,0.63060065,0.6574939000000001,0.99207161,0.82291458,0.82217697,0.87501079,0.81040501
101,34,2,0.80613843,0.9,0.65374923,0.77875817,0.5686001,0.97521511,0.59819552,0.89636786,0.63539102,0.89953044,0.89682152,0.65640797,0.84701108,0.59012934,0.83432461,0.83552791,0.85985474,0.6227156,0.85089872,0.99479899,0.94603945,0.99560492,0.7980656999999999,0.77024221,0.57281277,0.91864268,0.74598071,0.84353815,0.84448009,0.82532247,0.78544556,0.49711564,0.76564157,0.82894992,0.59374475,0.97574348,0.64105263,0.85371984,0.73071362,0.76097772,0.93919539,0.68847718,0.63395647,0.75365273,0.93951388,0.84068371,0.78492457,0.6571158,0.60566275,0.9786444999999999,0.77701034,0.82152007,0.84211208,0.82237243
102,35,0,0.82320702,0.85019984,0.55111721,0.7224764,0.52227826,0.99710064,0.5442615,0.91428704,0.58970839,0.82375324,0.84505763,0.62597879,0.81177532,0.56421035,0.78778589,0.75235479,0.80071806,0.54781,0.81302646,0.94995783,0.89262519,1.0,0.75202622,0.75287826,0.55267571,0.93434178,0.72662111,0.80322869,0.80396122,0.79682988,0.75725822,0.41821519,0.75347764,0.76949919,0.60927078,1.0,0.63739066,0.84199062,0.67962531,0.74879227,0.89011925,0.68501946,0.60665458,0.73912754,0.90828128,0.83173558,0.75235554,0.68147998,0.54440419,0.95006394,0.66927761,0.8093674,0.81076764,0.82264945
103,35,1,0.84426871,0.82533973,0.43096825,0.60397603,0.4881526,0.9828844000000001,0.47171153,0.9082118,0.54033327,0.6839783,0.8200489,0.57414015,0.75998454,0.47958645,0.79140352,0.73172308,0.68223011,0.50778583,0.73907276,0.90082935,0.79198786,0.91590399,0.67733195,0.66725385,0.53741616,0.93025348,0.6971463000000001,0.7516054,0.71622847,0.67952256,0.72913737,0.38730879999999995,0.72659223,0.72142165,0.53538479,0.99086227,0.62398073,0.803125,0.65733831,0.73790468,0.78816669,0.68272904,0.57705078,0.71123917,0.89319067,0.8431050999999999,0.64010675,0.70217803,0.50919902,0.89424552,0.51705038,0.78598174,0.79643381,0.78491883
104,35,2,0.83213279,0.78978417,0.350014,0.54040487,0.45982723,0.91520763,0.43456468,0.87542963,0.50776368,0.53387306,0.78295494,0.53256021,0.69917547,0.38396869,0.81905696,0.7361257,0.59548531,0.4823214,0.65681502,0.87067754,0.71915023,0.82142525,0.61646551,0.57479081,0.52356372,0.8949305000000001,0.6602023,0.68567212,0.65679615,0.61259706,0.68290899,0.34718993,0.69477887,0.68277868,0.41715711,0.93398682,0.59895478,0.76115952,0.65317942,0.72117673,0.71340584,0.68623099,0.55304827,0.67343557,0.89139712,0.86103437,0.575241,0.69446699,0.48907616,0.84200767,0.42502503,0.7524798,0.79755634,0.72679927
105,36,0,0.77929847,0.71691447,0.30212802,0.48260712,0.42761711,0.80590161,0.391974,0.80514631,0.45248059,0.4234375,0.71372686,0.48620775,0.6132890999999999,0.31105344,0.80857195,0.72693271,0.53961704,0.46452953,0.54184519,0.82014338,0.64054628,0.69636708,0.54006075,0.45612457,0.49195829999999996,0.80914963,0.6056806,0.5913514,0.56937722,0.5315087,0.60700171,0.34578271,0.63558106,0.63128271,0.30966874,0.84975356,0.54405486,0.70488438,0.63810634,0.67417262,0.6178416999999999,0.66020516,0.50823103,0.60211449,0.86820459,0.84314912,0.51416045,0.6606736999999999,0.44775144,0.77065217,0.34054888,0.68330815,0.78007081,0.64574215
106,36,1,0.65180081,0.59486011,0.21924175,0.41569535,0.39016473,0.61734007,0.30314721,0.62150488,0.34704601,0.32781736,0.59263011,0.40097631,0.4605514,0.21604833,0.71512662,0.64357379,0.5001073,0.44302975,0.39462758,0.69794771,0.50974203,0.50435889,0.42795140000000004,0.31027996,0.43585593,0.64340965,0.50608923,0.41896074,0.43148755,0.36121414,0.52829185,0.33789879,0.53833822,0.57149596,0.24235189,0.73578114,0.45545589,0.60361092,0.5639148,0.59758454,0.46662954,0.54125398,0.42124023,0.47481665,0.79695714,0.76308925,0.40517946,0.56653139,0.37251319,0.67314578,0.27188856,0.46140708,0.7207495,0.47198737
107,36,2,0.56222988,0.44931255,0.14771238,0.35069898,0.36121157,0.45761317,0.23127164,0.45437993,0.2555766,0.28744333,0.44795669,0.31577956,0.35865112,0.19359258,0.59700779,0.50349786,0.51612743,0.42460353,0.3164091,0.49807422,0.40489833,0.36135844,0.32881464,0.23893048,0.40208516,0.52082584,0.44382369,0.33314551,0.28130971,0.26167619,0.4999715,0.31467529,0.47816729999999996,0.52039418,0.24305252,0.57861217,0.37317272,0.5148626000000001,0.44203203,0.39347466,0.36582361,0.41016095,0.29729353,0.39725688,0.72527676,0.64534378,0.33358205,0.47286932,0.33510278,0.43155371,0.23459293,0.23962425,0.62490286,0.34091085
108,37,0,0.35223927,0.31009592,0.12749062,0.28537582,0.32706444,0.3030303,0.23348928,0.28548072,0.20947264,0.31701749,0.30755851,0.21406978,0.2683007,0.19800885,0.45164633,0.34652234,0.58775999,0.40080048,0.35413544,0.3993815,0.25803338,0.29326053,0.25471185,0.20310160000000002,0.39041995,0.47928046,0.38207395,0.32821751,0.26699212,0.23316435,0.53802014,0.30637182,0.41817728,0.47185137,0.26145956,0.45423382,0.30751668,0.45987768,0.32548197,0.30565289,0.31799895,0.21753626,0.21462751,0.34735689,0.58678954,0.49372089999999996,0.25471924,0.30978761,0.32777034,0.28086957,0.19678011,0.21569336,0.51131163,0.23504349
109,37,1,0.27975258,0.30745803,0.14679397,0.25765251,0.28419273,0.30089787,0.32609515,0.21948908,0.21760083,0.39035784,0.30143206,0.19786401,0.30718887,0.22265997,0.38100435,0.28372243,0.69869594,0.38983537,0.42079989,0.42417768,0.31823976,0.33851436,0.33176405,0.22910978,0.39639108,0.44057236,0.33476018,0.4882032,0.32538531,0.33696336,0.64584838,0.30764793,0.40064874,0.39944426,0.26733927,0.38512488,0.32789474,0.51456099,0.27221704,0.24848223,0.3585572,0.19090025,0.18745815,0.35905324,0.44866720000000004,0.41174593,0.24740483,0.30167749,0.34464834,0.27574808,0.19485319,0.31259936,0.41136776,0.24119896
110,37,2,0.26383495,0.35747402,0.17683821,0.25353123,0.26531094,0.35153386,0.40510359,0.23215978,0.24253929,0.45376457,0.34826406,0.22110219,0.36463540000000005,0.23554289,0.364958,0.28020842,0.73010069,0.38322006,0.4708629,0.45646612,0.37587859999999995,0.37665333,0.38584446,0.26741114,0.40952173,0.42738348,0.33993167,0.58204991,0.38246042,0.39807483,0.68488505,0.31018268,0.39592664,0.37056543,0.25270444,0.37167304,0.35983692,0.54572721,0.26627021,0.25763213,0.38231555,0.21176158,0.19989537,0.38761787,0.40889975,0.41630254,0.26116769,0.320671,0.36616524,0.30133632,0.21908575,0.35272942,0.37052068,0.28312372
111,38,0,0.25474475,0.38177458,0.19118553,0.25668119,0.26283737,0.40270296,0.44799198,0.26153275,0.25472448,0.51033031,0.37216905,0.25159084,0.38911363,0.24428182,0.36934821,0.29228532,0.72394355,0.36177315,0.49286993,0.47424093,0.40483763,0.39338566,0.41364399,0.30052847,0.41490959,0.42682747,0.34628885,0.63513103,0.42638957,0.43624463,0.67815884,0.31927279,0.3764893,0.36731502,0.22285186,0.36151631,0.38263899,0.58345342,0.27357743,0.26430889,0.37972743,0.22051645,0.21526228,0.41865892,0.408071,0.43941579,0.27108545,0.32426948,0.36218792,0.31758312,0.24396897,0.35196742,0.36342717,0.31935287
112,38,1,0.24006420000000003,0.37257394,0.18113345,0.25968591,0.25606052,0.42021137,0.46439030000000003,0.27971203,0.25388657,0.55775583,0.36497379999999996,0.26709783,0.38677532,0.2505531,0.35547857,0.29579934,0.61702707,0.34361879,0.48237713,0.43366601,0.40106222,0.39406819,0.41831988,0.31589179,0.37711432,0.46047424,0.33319936,0.64586352,0.44330846,0.44871334,0.60762873,0.31992833,0.34437028,0.35899838,0.19428844,0.33032619,0.38368421,0.60347688,0.27949316,0.26169154,0.34705805,0.21719137,0.21651786,0.44279455,0.42113922,0.45341581,0.27666794,0.32693452,0.28783177,0.31379156,0.24894061,0.31151547,0.37152664,0.34933237
113,38,2,0.22606483,0.345004,0.15903007,0.25312273,0.25581907,0.40340441,0.42537214,0.28134696,0.24737739,0.58664184,0.33974153,0.26341559999999997,0.37686808,0.26035568,0.30218284,0.2729542,0.52472763,0.3321024,0.44971811,0.35617796,0.3659909,0.37907321,0.3960195,0.31190941,0.31508457,0.48949305,0.30184218,0.62178696,0.43122254,0.4380222,0.52812084,0.32059261,0.298191,0.3591147,0.19868841,0.27031068,0.36817643,0.60145777,0.26922419,0.26195832,0.32702136,0.22484966,0.20827985,0.43711782,0.42843713,0.45088436,0.27581286,0.33123647,0.21874459,0.27845908,0.23618619,0.26714839,0.37520076,0.36010859
114,39,0,0.22117914,0.32333333,0.14578597,0.23516703,0.26288566,0.37047325,0.36289568,0.28099396,0.23990248,0.55798251,0.31902899,0.24037070000000002,0.35807137,0.26403165,0.26154884,0.24854996,0.48265929,0.33713185,0.42485906,0.29793365,0.29774809999999996,0.35087229,0.31594597,0.30127084,0.27387722,0.50565004,0.28307878,0.56842858,0.39142897,0.39865238,0.44453734,0.32554847,0.23815732,0.36706947,0.19991032,0.25274963,0.34656783,0.58274129,0.25031872,0.2656428,0.31938802,0.23675274,0.19780971,0.41963044,0.43275404,0.45734506,0.27235989,0.32668425,0.18412223,0.27927749,0.21664998,0.24277738,0.37636646,0.35913901
115,39,1,0.22327748,0.31250999,0.11113289,0.20875999,0.26349734,0.3137486,0.24649736,0.25532745,0.24579625,0.45628238,0.30878099999999997,0.18207949,0.31876449,0.26799694,0.25593844,0.25093303,0.44673985,0.34876152,0.41715195,0.28129041,0.21437936,0.31703534,0.21625769,0.26176156,0.25655439,0.49940311,0.28427117,0.48148645,0.34261106,0.36448694,0.44499335,0.35640241,0.16696401,0.36573183,0.17864469,0.29977294,0.33715345,0.54395945,0.24266169,0.26203764,0.31605949,0.24891227,0.18643276,0.39026574,0.43950152,0.44751643,0.26378738,0.31194535,0.1438135,0.29867647,0.17987154,0.2480917,0.38220361,0.33005707
116,39,2,0.23003445,0.32211031,0.11550092,0.20343137,0.25246553,0.28095773,0.20740021,0.23597771,0.25229123,0.37595531,0.31755501,0.16999703,0.30247359,0.26783526,0.27768717,0.25890621,0.43215583,0.35805014,0.42085295,0.29902305,0.20301669,0.30152328,0.20113499999999998,0.23823215,0.25827501,0.4775879,0.28932208,0.46551292,0.32768673,0.35828146,0.46356641,0.39353203,0.15390182,0.35019063,0.16888067,0.29358144,0.35044477,0.53308479,0.24716262,0.26254957,0.31876556,0.25395295,0.18071987,0.3679779,0.43692251,0.43975698,0.25388595,0.30681818,0.13792234,0.30040921,0.17090424,0.25122512,0.38186685,0.30266497
117,40,0,0.23014407,0.30056755,0.12897463,0.19823893,0.21529216,0.25466704,0.18178504,0.22114259,0.23144764,0.31007124,0.29596926,0.16005551,0.26925406,0.24701327,0.29455515,0.25290411,0.40873225,0.35268086,0.40349539,0.29647175,0.19983612,0.27759336,0.1982975,0.21563385,0.25479732,0.43818479,0.28159164,0.42871836,0.29758003,0.33546814,0.46183736,0.4014247,0.15254195,0.30087884,0.15217757,0.23642355,0.3675315,0.50267259,0.24742693,0.24499964,0.30610012,0.23682349,0.15841239,0.33392704,0.43888923,0.42182771,0.23314634,0.29106466,0.13704812,0.28090793,0.16070237,0.23957827,0.38536828,0.28113469
118,40,1,0.21843877,0.19872102,0.11104329,0.16841866,0.19773032,0.26054994,0.14111428,0.16359498,0.17522723,0.29966807,0.19471883,0.16395579,0.22024607,0.1965708,0.27445582,0.22584215,0.36104325,0.32296481,0.33889368,0.21613017,0.1470349,0.21718942,0.17807529,0.15731991,0.2011009,0.30399836,0.27243435,0.29133351,0.20829904,0.23811205,0.42832035,0.30138974,0.11082278,0.28056866,0.15419539,0.12605638,0.36025945,0.40311662,0.23264148,0.18193093,0.2293474,0.19132473,0.14167829,0.27958853,0.46694292,0.39694245,0.15663635,0.24117965,0.10719855,0.17659847,0.10779947,0.19198581,0.41824972,0.20239902
119,40,2,0.20749295,0.20519584,0.14140673,0.21175563,0.22417771,0.29466891,0.16726411,0.15891314,0.19924257,0.37156736,0.20067761,0.20538209999999998,0.28849523,0.19272464,0.25985039,0.21733581,0.34862991,0.30303579999999997,0.24150029999999997,0.18496626,0.17954476,0.18531732,0.20843258,0.1646241,0.15223826,0.23,0.29193462,0.31273589,0.16228468,0.24880318,0.40127304,0.17154095,0.11026137,0.31716963,0.21341293,0.09337653,0.33123795,0.37110422,0.22087998,0.21225034,0.24620626,0.17972232,0.21715262,0.28937994,0.51907354,0.39082294,0.14971951,0.24297213,0.13761518,0.19644501,0.08507674300000001,0.11764435,0.48165098,0.16291761
120,41,0,0.20403226,0.24195044,0.2001624,0.29241104,0.27681494,0.31798541,0.22003767,0.25140734,0.2622704,0.45389411,0.23843521,0.27380811,0.41497037,0.20658611,0.24117972,0.26159625,0.38576263,0.3261894,0.22511109999999998,0.21000843,0.27427011,0.16733368,0.24405723,0.20364895,0.19350394,0.20604252,0.39464764,0.37111171,0.25123788,0.37759096,0.36545696,0.28001049,0.18532219,0.36683037,0.31739252,0.10902143,0.30249815,0.39532507,0.26187811,0.3770279,0.35396409,0.23309162,0.28576311,0.29255167,0.54317521,0.41340788,0.318011,0.3258658,0.23402379,0.37975703,0.25579746,0.28488471,0.51424747,0.23098233
121,41,1,0.29574068,0.33190248,0.2748894,0.38953341,0.35345817,0.35549009,0.34115681,0.41051556,0.40311021,0.54508582,0.33030388,0.37451184,0.5607511,0.27328114,0.30687964,0.42538169,0.56970122,0.39914665,0.31583206,0.32871099,0.38940212,0.16957776,0.27144113,0.23533816,0.28458005,0.20563369,0.49235665,0.50439138,0.36085501,0.5460181,0.47621129,0.47358622,0.21021147,0.40742488,0.49565607,0.14977017,0.32559674,0.44143767,0.39727923,0.51670632,0.49929236,0.34497701,0.40147879,0.34964282,0.57940503,0.49421619,0.43814607,0.44763258,0.38388596,0.60116368,0.3919336,0.44280365,0.56666091,0.44241786
