,,pid1263b-04,pid52932-19,pid9048b-08,pid9049b-04,pid9054b-04,pid9055b-04,pid9058b-04,pid9059b-08,pid9060b-02,pid9062b-07,pid9063b-08,pid9064-15,pid9066b-04,pid9069-04,pid9070b-16,pid9072b-08,pid9074g-04,pid9075b-04,pid9076-14,pid9077-02,pid9093b-10,pid9094b-04,pid9099b-08,pid9101b-15,pid9104b-04,pid9111b-06,pid9118b-08,pid9119-09,pid9139b-04,pid9158-10,pid9166k-05,pid9170b-04,pid9174b-04,pid9192b-04
74,0,0.48203139,0.40900243,0.65388359,0.66511896,0.63774669,0.40552671,0.49588596,0.59115735,0.61762947,0.5332138,0.36636739,0.48577926,0.43606656,0.66152396,0.37756049,0.60462377,0.41527021,0.57995497,0.47178709,0.48738064,0.56331893,0.77713752,0.59819725,0.59100605,0.4098566,0.83476039,0.79067955,0.5798677,0.456743,0.69845092,0.56721295,0.6205802,0.62251908,0.6841178
74,1,0.4757983,0.40199356,0.64380215,0.67554952,0.65583186,0.37605712,0.49444737,0.58632423,0.61453683,0.51519809,0.36756933,0.45412371,0.3907898,0.6449462,0.37481353,0.58584892,0.40008566,0.59650385,0.47752702,0.49477014,0.56944714,0.79067783,0.60763945,0.5828673,0.40676226,0.8379327,0.79463026,0.58492954,0.4476554,0.70131476,0.56435391,0.60545508,0.63903212,0.68545408
74,2,0.46916832,0.39382309,0.63055224,0.67747592,0.67538339,0.3454655,0.49424561,0.5793238,0.61249453,0.49907502,0.36762725,0.4318299,0.36935297,0.62394233,0.36881026,0.56697835,0.38539168,0.61164551,0.48508755,0.50330368,0.5734415,0.80134915,0.61752627,0.57109638,0.40289811,0.83988044,0.79889004,0.5930975,0.44596914,0.70515491,0.56431306,0.58863955,0.65229728,0.68577751
75,0,0.46360274,0.38679852,0.61411402,0.67775582,0.68222643,0.32162463,0.49467544,0.57095073,0.61114515,0.48002049,0.36486858,0.41542602,0.3872103,0.60504231,0.36266145,0.54503019,0.37156985,0.62193383,0.49238258,0.51271275,0.57512565,0.80599805,0.63052546,0.55745172,0.39841509,0.84051683,0.80114759,0.60678746,0.45547074,0.71036188,0.56728442,0.5701779,0.66139277,0.68507107
75,1,0.45632329,0.37605368,0.59742749,0.67261875,0.6962791,0.31489243,0.49448246,0.5594206,0.60921955,0.46806694,0.35827239,0.39797605,0.39459052,0.58742987,0.35460251,0.5247828,0.35795826,0.62655576,0.49742714,0.51979874,0.57386474,0.80425065,0.63767987,0.54100125,0.39257358,0.84043969,0.80082508,0.61972965,0.46922331,0.71263994,0.57134834,0.55252085,0.66544001,0.683522
75,2,0.44895364,0.36891139,0.58131704,0.66032765,0.70018941,0.31350148,0.49207018,0.54474787,0.6048213,0.4602829,0.34834552,0.3865373,0.39806948,0.57002437,0.34485174,0.5050508,0.34693194,0.62525486,0.50219356,0.52639443,0.56879464,0.79813069,0.6441633,0.52312866,0.38514717,0.83992865,0.7974522,0.63497268,0.48012844,0.71049206,0.57685199,0.53525504,0.66611695,0.68107924
76,0,0.43806603,0.35937525,0.55906834,0.65067095,0.70110588,0.31501298,0.48740351,0.52734431,0.59707513,0.45331,0.3342553,0.37274106,0.40150822,0.5550791,0.33447335,0.48732145,0.3363962,0.61780599,0.50494974,0.53044524,0.55992417,0.78954811,0.64945028,0.50359373,0.37683019,0.83884871,0.78780386,0.64383089,0.49085181,0.70118459,0.57925154,0.51836569,0.66307792,0.67724913
76,1,0.42633051,0.34815949,0.53390942,0.62893719,0.69695118,0.31694177,0.47837719,0.5064875,0.58522247,0.44317794,0.31650858,0.36378108,0.40840581,0.53824841,0.32384028,0.47001178,0.32522971,0.6025455,0.50588533,0.53272163,0.54807336,0.77329324,0.65477769,0.48402998,0.36747925,0.83470254,0.77091256,0.64998562,0.50034331,0.69070555,0.58070149,0.49898871,0.65656056,0.67164014
76,2,0.41445066,0.33846637,0.50562177,0.61178892,0.68980265,0.31893546,0.46635088,0.48755238,0.56560175,0.42886214,0.29651003,0.34980291,0.41656025,0.5234066,0.31103329,0.45529377,0.31619685,0.5855338,0.50503825,0.53286171,0.53382418,0.757079,0.65839127,0.4775824,0.35467925,0.82668017,0.74702017,0.65033074,0.50529101,0.66772976,0.58001736,0.48168598,0.6476163,0.66399694
77,0,0.39388418,0.32415823,0.47045093,0.59228616,0.67966029,0.31924147,0.44621053,0.46600202,0.5402407,0.41218408,0.27454203,0.3391601,0.4389724,0.50778304,0.29797162,0.44330732,0.30762342,0.56039777,0.50197863,0.53039854,0.51769685,0.73182705,0.65861762,0.47518978,0.33953208,0.81223604,0.69184461,0.64417601,0.5068258,0.63919552,0.57658651,0.45888389,0.63203226,0.65176611
77,1,0.35856937,0.30875128,0.43476361,0.56615625,0.66316368,0.31733123,0.42546491,0.44466118,0.50919767,0.38712432,0.25553544,0.32561401,0.48311297,0.49002115,0.28253593,0.44073774,0.29880081,0.53502408,0.4950629,0.5245383,0.49519443,0.69544863,0.65500404,0.47832228,0.32323019,0.78929708,0.61488638,0.63031349,0.50398845,0.60218042,0.5713075,0.43338747,0.60748956,0.63277726
77,2,0.33122858,0.29894828,0.39121971,0.545007,0.64300116,0.31295438,0.40763158,0.42142031,0.4787965,0.37296505,0.2311346,0.31182535,0.5023478,0.47524832,0.26949245,0.44729053,0.29108394,0.5015323,0.48743916,0.51700871,0.47430562,0.66138654,0.64769604,0.48212741,0.31124528,0.76377399,0.57020573,0.61058384,0.4980916,0.56258787,0.56197478,0.40914594,0.59462048,0.61029024
78,0,0.30971496,0.28839965,0.35022845,0.51980736,0.61483473,0.30828079,0.39387719,0.39869239,0.44159008,0.35652892,0.21263486,0.30015161,0.51048213,0.4569691,0.2577133,0.45982182,0.28327363,0.47249359,0.47603515,0.50515981,0.43986421,0.61960338,0.63859337,0.48604785,0.30012075,0.73072028,0.52715105,0.58550475,0.48869098,0.51088258,0.54906826,0.38267513,0.57919487,0.5875649
78,1,0.28934692,0.28135939,0.30456893,0.49473121,0.57957475,0.30226261,0.38364912,0.37320474,0.41194019,0.34565688,0.19750923,0.28596877,0.52085868,0.43740228,0.24617064,0.47635105,0.27533873,0.43626243,0.46305076,0.48945857,0.41133057,0.57516255,0.62533549,0.48763332,0.29165283,0.6842831,0.49144685,0.55993097,0.47523123,0.47554022,0.52892224,0.35697202,0.56379087,0.55307686
78,2,0.27535631,0.27652461,0.2745729,0.45808018,0.53427018,0.29573442,0.36917544,0.3461494,0.38068563,0.33255066,0.1848961,0.27210431,0.52908351,0.41563966,0.23670184,0.49405831,0.26852515,0.40130089,0.4452241,0.47129416,0.37714487,0.52749512,0.60620857,0.48586528,0.28301132,0.64013113,0.4620584,0.53103825,0.457884,0.41772976,0.50979731,0.32954898,0.5418119,0.5141544
79,0,0.25635937,0.27486853,0.24558999,0.42704371,0.48385776,0.28980898,0.35224561,0.31793816,0.35226112,0.32068249,0.17210195,0.26173438,0.54270776,0.39596937,0.22901583,0.50951259,0.26178165,0.35830884,0.42397117,0.44739791,0.33989066,0.47833225,0.5705093,0.47727491,0.27561509,0.59978787,0.42965989,0.49798677,0.4294499,0.38256964,0.4821259,0.30299697,0.51642662,0.46757171
79,1,0.24787119,0.27576328,0.22087803,0.38649049,0.42462883,0.28238131,0.32590351,0.28659153,0.32854121,0.29765767,0.16229093,0.2513872,0.56084661,0.36921733,0.22388576,0.5228685,0.25497586,0.31366565,0.39767368,0.41627559,0.30671898,0.42372399,0.52592563,0.45627943,0.26839245,0.54512583,0.40485373,0.45622663,0.39306919,0.32976438,0.45784449,0.28041633,0.47951894,0.41298834
79,2,0.2397799,0.27705047,0.19866905,0.34609369,0.37462577,0.27790245,0.29657895,0.25797573,0.30719183,0.28004041,0.15352255,0.24395846,0.57498366,0.33824611,0.22143897,0.53015756,0.25070861,0.27773469,0.37140148,0.38636735,0.2621462,0.3744067,0.47862571,0.43137311,0.26106415,0.50597821,0.379631,0.41829738,0.35767802,0.30098282,0.42983612,0.25924559,0.44058764,0.3551281
80,0,0.21612845,0.27751354,0.17518872,0.30141599,0.33249832,0.27497218,0.24605263,0.22580552,0.28808169,0.25264686,0.14912027,0.23676471,0.58713991,0.31312655,0.21935601,0.53097482,0.24704096,0.24971543,0.34244895,0.35354066,0.22666432,0.33030722,0.43747777,0.39498415,0.2526717,0.46477678,0.33370063,0.37344262,0.31110909,0.26737178,0.40569766,0.23848823,0.38056316,0.31036684
80,1,0.18253653,0.27753709,0.15783671,0.26168601,0.31167593,0.27427671,0.20401754,0.20260078,0.27091174,0.21927653,0.15019912,0.23176925,0.59324318,0.29206521,0.21617246,0.51912826,0.24535119,0.23537432,0.31956508,0.3286288,0.19002733,0.29236021,0.3977688,0.35307966,0.24364528,0.41658471,0.26694169,0.33073339,0.26615574,0.24994793,0.38310104,0.21680815,0.31301311,0.25659205
80,2,0.15414036,0.28152421,0.14575884,0.22309212,0.31969817,0.27499073,0.16392105,0.18675047,0.26191101,0.18259051,0.15769314,0.23044269,0.58378161,0.28279914,0.21328907,0.48908114,0.24672948,0.23097755,0.30175106,0.3083631,0.16236663,0.28010403,0.37633791,0.30475641,0.23701887,0.34855848,0.17940793,0.29620938,0.21693122,0.23123536,0.36653903,0.19376246,0.21963128,0.23665844
81,0,0.12864875,0.31378228,0.14998014,0.19366922,0.33817438,0.27691951,0.14521053,0.20075134,0.27652079,0.20782104,0.17538918,0.23795482,0.49450505,0.3161501,0.23201746,0.45776027,0.2554898,0.25939083,0.32155003,0.32971446,0.17044352,0.31512516,0.38970089,0.26942443,0.23483774,0.29786906,0.24714783,0.30154156,0.2135789,0.23262171,0.36242406,0.1997564,0.15590523,0.23967146
81,1,0.14727584,0.3495801,0.17666865,0.19697045,0.35112116,0.29009644,0.17872807,0.24608438,0.29330416,0.24926002,0.19810296,0.24763493,0.44478407,0.36351513,0.25912316,0.45955677,0.27528422,0.31494778,0.35079335,0.36020639,0.20299797,0.35355169,0.41384802,0.27503603,0.26100377,0.32565809,0.32616203,0.35514524,0.23891312,0.24820359,0.38787972,0.22923156,0.18663402,0.2702613
81,2,0.16678694,0.37372263,0.20179778,0.21584753,0.40529113,0.3149388,0.22103509,0.29479844,0.32789205,0.26858493,0.22193903,0.25535931,0.47067518,0.40448818,0.28328179,0.47026211,0.28907491,0.36386891,0.37422087,0.38406761,0.22318138,0.36171164,0.42618432,0.2850197,0.27958491,0.37583647,0.37914724,0.39403509,0.25804758,0.28199688,0.42523102,0.25879531,0.21088146,0.29379522
82,0,0.17851344,0.38561337,0.23017481,0.2440438,0.42599743,0.34195104,0.26909649,0.342949,0.35342086,0.28966018,0.24695533,0.26353851,0.50994922,0.45087602,0.331499,0.48280077,0.30293568,0.3968791,0.39586573,0.40445005,0.23969668,0.36150845,0.43291835,0.29598347,0.29609811,0.4166522,0.43073491,0.42424504,0.27777778,0.3130565,0.45444427,0.28263084,0.23291805,0.32032513
82,1,0.19025798,0.3893101,0.25845252,0.29484646,0.45758539,0.37535237,0.31323684,0.39065886,0.37992706,0.31144695,0.27948737,0.28172377,0.6395053,0.50626552,0.37935237,0.50245177,0.31590874,0.4265495,0.42151843,0.42836964,0.26826559,0.35230819,0.44046888,0.31460555,0.31794717,0.44595507,0.48272572,0.45695715,0.32486167,0.35812939,0.47827641,0.30146158,0.2543425,0.35549408
82,2,0.20436587,0.38912958,0.27603298,0.33826459,0.46525936,0.40060274,0.36560526,0.42083514,0.40024799,0.31891792,0.30160741,0.30014403,0.70115127,0.55561942,0.41549027,0.51827419,0.32047968,0.43401088,0.4443138,0.45035138,0.27862622,0.33398895,0.44891673,0.33795522,0.34108679,0.45198149,0.51168416,0.47000288,0.35414395,0.38775709,0.49384796,0.3106518,0.27331125,0.39788918
83,0,0.22222623,0.38795228,0.28970004,0.38441591,0.47258508,0.40605527,0.40584211,0.44427828,0.40969365,0.3175518,0.31627688,0.32174803,0.7529536,0.59554631,0.45928688,0.52951701,0.32294035,0.43923948,0.45632467,0.46305246,0.29025659,0.32689369,0.45960388,0.36581147,0.36870943,0.43849195,0.52338847,0.48187518,0.37585323,0.41638896,0.50198601,0.32034399,0.28247155,0.4091412
83,1,0.23434061,0.38748136,0.29191498,0.45920803,0.47685587,0.41026521,0.43991228,0.46628377,0.41191831,0.30914162,0.32737673,0.3477638,0.80151827,0.61841258,0.5231217,0.54644382,0.32853138,0.43955219,0.44699412,0.45523102,0.33385063,0.31941645,0.48251415,0.40878255,0.39250566,0.41324848,0.53186772,0.48932988,0.39723939,0.438434,0.50737734,0.33616299,0.291351,0.39325049
83,2,0.23821036,0.38841535,0.28293603,0.48978349,0.47325105,0.4143546,0.45503509,0.46983095,0.40865791,0.29563695,0.33165593,0.35763341,0.80347896,0.63568013,0.56572676,0.55173023,0.33787572,0.43097755,0.43509704,0.44419929,0.34388502,0.31469441,0.50510105,0.42285,0.39889811,0.38224858,0.53798191,0.48848433,0.40222747,0.44105702,0.5048961,0.35117738,0.29580873,0.37710443
84,0,0.2439383,0.38995369,0.26119388,0.51722236,0.460011,0.42040059,0.45795614,0.46002023,0.40606856,0.28482184,0.33258996,0.36500152,0.78662712,0.65585625,0.60174641,0.55213518,0.34581062,0.418544,0.42435046,0.43547898,0.3481439,0.30789174,0.5249232,0.42687614,0.3966566,0.37250024,0.5459774,0.48119068,0.40086433,0.4329081,0.49602287,0.36563815,0.29744347,0.35797089
84,1,0.24861086,0.39419198,0.23557807,0.53873384,0.43026211,0.42737389,0.44128947,0.43289987,0.40645514,0.27141678,0.33005575,0.37014099,0.70536424,0.67587142,0.64300528,0.53813871,0.35232051,0.39466508,0.41400847,0.42674698,0.34095759,0.29489597,0.53545675,0.4202556,0.38452075,0.3710539,0.54685085,0.45887259,0.3903631,0.4157446,0.47621382,0.37784011,0.29602477,0.33027492
84,2,0.25024355,0.4026921,0.20786651,0.53995225,0.39356021,0.42614058,0.41341228,0.40288253,0.40380744,0.2595913,0.32503801,0.36475136,0.64981147,0.69927803,0.66787339,0.50840819,0.35313035,0.37836012,0.39941842,0.41089398,0.32588837,0.28007965,0.53440582,0.40724512,0.37024151,0.38571015,0.53162584,0.41791199,0.37008764,0.39416819,0.46097922,0.37989223,0.29057324,0.29134394
85,0,0.23856215,0.40912801,0.17451331,0.52473039,0.35634508,0.41635757,0.32928947,0.36775033,0.3975857,0.24348247,0.31750054,0.33882656,0.58629531,0.71944266,0.68411861,0.46800177,0.35012459,0.36366877,0.34540742,0.35247835,0.30002645,0.25619311,0.5213177,0.38619199,0.34975849,0.40840806,0.49696978,0.36673569,0.33617069,0.36465113,0.4385664,0.37022957,0.2860795,0.25334071
85,1,0.22352517,0.37672082,0.14546087,0.48001976,0.28297794,0.36696958,0.21653509,0.3257694,0.39016047,0.22747325,0.30730577,0.28542298,0.44150621,0.73869907,0.68108969,0.34957296,0.33328921,0.34596285,0.27971427,0.29252177,0.23849749,0.2154015,0.4505578,0.34130873,0.29424906,0.46914473,0.44219735,0.2928214,0.26359102,0.31703332,0.41451983,0.3410423,0.27256229,0.23686271
85,2,0.22283962,0.3302959,0.13194279,0.43885733,0.24038003,0.34986091,0.17739474,0.29001589,0.38692195,0.22849784,0.30826877,0.2490752,0.41241768,0.74476915,0.67328543,0.2823001,0.31917147,0.3280005,0.24038182,0.23610236,0.21512212,0.20664012,0.39099434,0.31601806,0.28686038,0.50797416,0.42832955,0.23726201,0.22280787,0.30069643,0.39081023,0.30901307,0.27098516,0.25474508
86,0,0.23583799,0.30518798,0.13836909,0.40693999,0.22850247,0.38285423,0.20457895,0.26618263,0.39167031,0.25967668,0.31577004,0.21652517,0.46602986,0.748402,0.66856467,0.24464733,0.31541816,0.30681719,0.22785258,0.22330788,0.21975134,0.23917425,0.32919968,0.31186701,0.31036226,0.57485296,0.4614537,0.23995974,0.19292984,0.30333897,0.36729463,0.31186979,0.28879447,0.28338582
86,1,0.25770341,0.34307354,0.17494041,0.4013419,0.29133012,0.42498145,0.26607895,0.26242595,0.4033698,0.29229281,0.33638404,0.2233399,0.55962998,0.74843649,0.68345461,0.29221028,0.32504283,0.29809869,0.2605348,0.25934487,0.27374129,0.29251463,0.32409863,0.33016239,0.36326038,0.61383666,0.53651719,0.28158182,0.20745991,0.33063004,0.38440803,0.34462243,0.32173412,0.34435271
86,2,0.27456251,0.39654658,0.21489869,0.41354244,0.3549276,0.46051558,0.33341228,0.26429707,0.4231291,0.31439265,0.36163927,0.25250152,0.65819717,0.73863009,0.69425141,0.35243705,0.3487463,0.30082557,0.29713636,0.29975952,0.30964642,0.34322172,0.33370251,0.36390891,0.40853585,0.64432552,0.5964363,0.31456428,0.24056909,0.35967847,0.39936693,0.38498561,0.36948005,0.40528556
87,0,0.28957243,0.48245036,0.27404648,0.42908537,0.41314841,0.49011499,0.38485088,0.26455714,0.44161196,0.33102801,0.38638766,0.29041086,0.72427731,0.7174193,0.69901765,0.41449713,0.38541504,0.30646695,0.33457235,0.33829469,0.34153073,0.37654421,0.34494745,0.40098011,0.43898868,0.66940507,0.63415617,0.35060684,0.27473848,0.38394949,0.4259662,0.42073522,0.4043353,0.46182654
87,1,0.30022551,0.55152657,0.31880215,0.45369227,0.47513289,0.52008531,0.42307018,0.2621731,0.46601021,0.34717953,0.40873217,0.30186477,0.77235936,0.68072289,0.68750227,0.47451774,0.42504283,0.31010695,0.36305708,0.36876328,0.36225201,0.41677503,0.35390461,0.43263188,0.4592,0.68327066,0.65456818,0.37916595,0.30566663,0.40158813,0.45420942,0.44274009,0.43144894,0.51255426
87,2,0.31479343,0.59086414,0.34495431,0.47148267,0.51375939,0.53934533,0.45157018,0.25871261,0.49520058,0.36057036,0.42604446,0.29637659,0.78738123,0.61544652,0.66875568,0.52161685,0.46230338,0.30739884,0.37322207,0.37921132,0.37268318,0.44664337,0.36240097,0.45036033,0.45373585,0.68879568,0.65697354,0.39344262,0.33170766,0.40758917,0.47737785,0.44856426,0.45699265,0.53743297
88,0,0.32658308,0.59897182,0.35778705,0.49687989,0.52512983,0.55407085,0.47026316,0.25461638,0.51381473,0.36804133,0.43678227,0.28740146,0.7865869,0.56541433,0.64847189,0.54391842,0.48333593,0.30192007,0.37145205,0.37712171,0.37520501,0.46939207,0.37056589,0.45083117,0.43871698,0.6835985,0.64614268,0.40359505,0.34690416,0.40420463,0.49511411,0.44197977,0.4711652,0.54167163
88,1,0.33370016,0.5727023,0.36384585,0.5255454,0.50215678,0.57114243,0.48112281,0.24210374,0.53225383,0.36402835,0.44343639,0.2770846,0.76252577,0.50909363,0.62417682,0.54325578,0.49465037,0.29388955,0.37007396,0.37535897,0.36701349,0.49735858,0.38504446,0.43618718,0.39411321,0.66528782,0.60459304,0.38823123,0.35652692,0.37332075,0.51524991,0.40780247,0.47961976,0.51583113
88,2,0.32985748,0.52398556,0.36113429,0.53325101,0.46263213,0.57690096,0.48277193,0.23066753,0.53025529,0.34007855,0.44220549,0.26361431,0.70818963,0.42838913,0.61044206,0.5017965,0.49264133,0.29802364,0.38022631,0.38423105,0.34862887,0.50069083,0.38974939,0.39943307,0.35650566,0.64400733,0.53443434,0.36025309,0.33947252,0.32477219,0.52451116,0.38187052,0.46724759,0.4737084
89,0,0.31878044,0.46533239,0.35022845,0.52647567,0.44702756,0.56975148,0.49244737,0.2354573,0.50685631,0.30983891,0.43432047,0.25688296,0.64861495,0.36184816,0.60399309,0.42811073,0.47920106,0.31875039,0.39053037,0.39390862,0.33148752,0.48579324,0.39934519,0.37374844,0.35642264,0.60297946,0.49379846,0.30824274,0.31709681,0.26956522,0.51921172,0.37178711,0.44251764,0.43697336
89,1,0.31105899,0.41511655,0.34076281,0.50530172,0.45646728,0.56154488,0.51320175,0.26838607,0.45104303,0.28551913,0.42013612,0.27439357,0.48718516,0.35089212,0.61731854,0.31222206,0.46445258,0.38039902,0.40828118,0.41411594,0.33461776,0.45642068,0.44464834,0.3794177,0.39182642,0.55391958,0.5047637,0.23888985,0.29123753,0.24945978,0.48449482,0.38832214,0.39405876,0.41463103
89,2,0.30981418,0.40261361,0.33875646,0.51707417,0.4774974,0.57023368,0.53777193,0.32035833,0.39329686,0.30443135,0.40688582,0.30342632,0.45493942,0.36782627,0.63908496,0.28169636,0.45313814,0.43499281,0.42232758,0.43160328,0.35408694,0.43333875,0.48578011,0.40614971,0.43312453,0.54973484,0.54710617,0.20707506,0.28144311,0.2567886,0.4685761,0.41965011,0.37575976,0.41821432
90,0,0.31703049,0.41258143,0.34689114,0.5640652,0.52836806,0.60643546,0.57282456,0.37112412,0.35095551,0.36291837,0.40845703,0.330708,0.50134232,0.42122689,0.6854557,0.31137535,0.45091107,0.49970605,0.44206334,0.45499755,0.39787497,0.41070384,0.53535974,0.44192371,0.47415094,0.58008871,0.59713506,0.21769917,0.28737025,0.28114423,0.44991066,0.47120396,0.37511882,0.43888842
90,1,0.33314992,0.45248411,0.36387565,0.61510661,0.5871021,0.64793212,0.61109649,0.40926889,0.34080233,0.42228768,0.42781841,0.3732262,0.60689759,0.48905546,0.74726214,0.37221322,0.46295748,0.55528801,0.47740059,0.4949219,0.44263292,0.40231632,0.58316087,0.48133948,0.52779623,0.62453958,0.66656812,0.25596779,0.30887758,0.32067821,0.46069332,0.52238872,0.3879951,0.50192357
90,2,0.35630525,0.51935484,0.40562177,0.67409237,0.64825564,0.68400408,0.65230702,0.43224245,0.35717724,0.47397256,0.4722902,0.42706944,0.69049319,0.55150372,0.79137711,0.45225298,0.49841146,0.6033398,0.51751691,0.54133688,0.48690592,0.41572659,0.61782538,0.51793985,0.56110943,0.6778517,0.74771894,0.30259994,0.33696838,0.37240953,0.47614234,0.57113014,0.41793173,0.56219253
91,0,0.40125383,0.58698689,0.44128923,0.72175023,0.6960958,0.72001113,0.68845614,0.45066464,0.39498177,0.51041667,0.52436464,0.49107793,0.74265748,0.60638738,0.80663089,0.53102636,0.55647095,0.64788292,0.55735508,0.58495015,0.52011286,0.44247399,0.63936944,0.54914961,0.57431698,0.73767236,0.79655186,0.36038539,0.36541258,0.4278378,0.49450146,0.61006865,0.45340631,0.62946634
91,1,0.45647664,0.65839416,0.49215336,0.77949288,0.74320279,0.75633346,0.72564035,0.46736743,0.46811816,0.54038593,0.57620737,0.53778805,0.80421296,0.65516647,0.79844461,0.612708,0.6251207,0.69704172,0.60551236,0.64016717,0.5462834,0.48946684,0.65721908,0.57525704,0.59256604,0.78517983,0.83369391,0.42406097,0.39194838,0.48854465,0.52152959,0.64209788,0.49171108,0.70736233
91,2,0.51113116,0.71010125,0.5522646,0.83148102,0.77375206,0.78517248,0.75676316,0.48709002,0.54709701,0.56661259,0.62023025,0.57127047,0.83009401,0.69063276,0.7825905,0.69667207,0.69834917,0.74038401,0.66125545,0.6991198,0.56935015,0.53736996,0.67549717,0.59738637,0.61296604,0.83680455,0.86675088,0.48362957,0.42115998,0.54205285,0.55824782,0.66873847,0.53543137,0.77342753
92,0,0.57148656,0.74250059,0.58892531,0.8728081,0.78548298,0.80723294,0.77785088,0.50685595,0.6179504,0.58959472,0.65218304,0.5896983,0.84830325,0.72801895,0.76644533,0.76387866,0.77089238,0.773094,0.71175169,0.75357802,0.58454281,0.588329,0.69809216,0.61590276,0.63711698,0.8856523,0.89096577,0.54572332,0.44483824,0.58984639,0.60551386,0.68947368,0.57528446,0.82514257
