,measure_number,beat_number,pid1263b-02,pid52932-17,pid610003b-06,pid9048b-06,pid9050b-02,pid9054b-02,pid9055b-02,pid9058b-02,pid9059b-06,pid9060-31,pid9063b-06,pid9064-13,pid9065-20,pid9066b-02,pid9069-02,pid9072b-06,pid9073b-06,pid9075b-02,pid9085-04,pid9088-18,pid9090-15,pid9093b-08,pid9094b-02,pid9097-20,pid9098-16,pid9099b-06,pid9101b-13,pid9104b-02,pid9111b-04,pid9118b-06,pid9121-10,pid9134-08,pid9138b-02,pid9139b-02,pid9153b-02,pid915406-14,pid9166j-02,pid9170b-02,pid9174b-02,pid9192b-02
361,121,1,0.36534682,0.43834221,0.62886871,0.49978007,0.58090176,0.53225979,0.33148656,0.35339992,0.40838329,0.34568518,0.66456848,0.37545043,0.22845713,0.76065529,0.40710697,0.43101947,0.53943781,0.46018580000000003,0.846448,0.31074251,0.40800704,0.53939482,0.35293439,0.34373362,0.54443573,0.44347703,0.65308533,0.52646635,0.50831685,0.72288632,0.66461119,0.42955871,0.39373065,0.47132659,0.45789646,0.6087013000000001,0.32409475,0.58449246,0.48743368,0.65158077
362,121,2,0.40250482,0.49945799,0.63169266,0.52961213,0.569479,0.51139249,0.27642584,0.41435217,0.57084132,0.26409464,0.70300571,0.38849191,0.25043384,0.7177285,0.35905321,0.41469843,0.518594,0.59703882,0.81158439,0.36275734,0.40377726,0.49707141,0.38328844,0.43222813,0.42436862,0.45005061,0.71251794,0.45565959999999994,0.48751236,0.79771737,0.70000117,0.44967634,0.41104700000000005,0.46163240000000005,0.45559842,0.61697588,0.31366662,0.59534839,0.45535309,0.65248257
363,122,0,0.43327553,0.5692739,0.62994902,0.60742362,0.55785519,0.57819057,0.25888343,0.47103571,0.71033008,0.28676306,0.74167046,0.42536993,0.27247678,0.6910005,0.46534294,0.44058889,0.50127048,0.68415727,0.78468127,0.41877256,0.42157627,0.47014983,0.43114297,0.48899044,0.34974157,0.49071101,0.73725577,0.49407285,0.49629904,0.83596636,0.72670684,0.5018165,0.43798902,0.4488411,0.47991259,0.61751391,0.34463047,0.63176554,0.44969182,0.64095842
364,122,1,0.45077071,0.61758714,0.61827417,0.66753888,0.54393174,0.64113992,0.26580589,0.52450404,0.80963092,0.34475189,0.75406997,0.45984819,0.28612116,0.66390574,0.55924693,0.47469527,0.48208094,0.74746184,0.74380561,0.45651283,0.43808057,0.44448336,0.45705215,0.5170457,0.31725988,0.52426455,0.73753174,0.55016464,0.54052094,0.86901937,0.74188397,0.56607458,0.46303124,0.43666671,0.52814084,0.60375387,0.39380082,0.67652196,0.45302486,0.62425418
365,122,2,0.44735067,0.62461452,0.60011751,0.71922899,0.5253085,0.67753575,0.27864669,0.56528937,0.84999612,0.39965166,0.75029071,0.4753661,0.29041317,0.66046732,0.62072765,0.51401773,0.45840502,0.75352522,0.70103361,0.45795687,0.44024259999999993,0.43987157,0.44168751,0.52976266,0.30525684,0.53981694,0.72770725,0.56024902,0.56620508,0.88450218,0.74441349,0.61058187,0.48022798,0.41960745,0.53461436,0.58308596,0.40656887,0.71844472,0.44564804,0.60328213
366,123,0,0.42375723,0.60874685,0.58243466,0.76789642,0.50919852,0.70406254,0.28782545,0.59261185,0.79312141,0.44317449999999997,0.73777744,0.44361727,0.28520712,0.68323731,0.63808947,0.55907868,0.44503851,0.70856005,0.67998625,0.4429798,0.42728301,0.44905624,0.39058109999999996,0.53898689,0.30044338,0.53143672,0.71526659,0.5444433000000001,0.58102539,0.89708665,0.74243184,0.6466516,0.49385027,0.39950144,0.50014363,0.55981447,0.39276442,0.76062625,0.42541694,0.57893357
367,123,1,0.39347784,0.55638725,0.56099919,0.81451113,0.48618965,0.72397434,0.27297642,0.62766452,0.63331154,0.4861584,0.70375145,0.36231695,0.2536661,0.77049681,0.59581088,0.61742916,0.43034859,0.5910501,0.71196366,0.42788565,0.38456414,0.48078420000000005,0.3061574,0.57264612,0.3792225,0.48419185,0.71504581,0.48992591,0.59934883,0.90608199,0.74775898,0.66809462,0.49703771,0.38211484,0.42391817,0.543859,0.33720471,0.79743805,0.39562783,0.54179206
368,123,2,0.36022158,0.48775815,0.53336618,0.82287989,0.44165473,0.72865161,0.26406937,0.68901354,0.46309736,0.51133092,0.66621164,0.28033428,0.23884275,0.78053701,0.56359344,0.67069812,0.40369498,0.42639350000000004,0.76559276,0.50001951,0.33579913,0.49862814,0.26661536,0.61312788,0.53124464,0.42802259,0.73089745,0.51884133,0.61350148,0.88109326,0.75904275,0.66600002,0.49146496,0.39646729,0.41516712,0.56145949,0.29551355,0.79413858,0.38814072,0.51090023
369,124,0,0.37290944,0.4194094,0.52758562,0.84082424,0.41947523,0.70533209,0.31738175,0.75423451,0.51147356,0.51585278,0.60983872,0.34469064,0.24186305,0.80477406,0.62744718,0.69830616,0.38099839,0.46275713,0.8040510999999999,0.61184506,0.32757212,0.53075501,0.25169328,0.66628409,0.70783627,0.4216558,0.74915554,0.66296563,0.63761952,0.86951494,0.77757702,0.65357443,0.46019561,0.42731244,0.51073107,0.57788497,0.28045901,0.76741929,0.43085765,0.47946312
370,124,1,0.39544316,0.42437155,0.53313875,0.85071563,0.41178466,0.66357076,0.37420262,0.7830483,0.60284097,0.5099047000000001,0.59588452,0.41790232,0.26666137,0.81247612,0.69723349,0.7100839,0.35826209,0.54888852,0.78132619,0.66467948,0.35095217,0.5280501999999999,0.31573985,0.69472901,0.80253779,0.45421895,0.75475218,0.74170611,0.66749093,0.89726686,0.80191637,0.63019064,0.40536167,0.46627806,0.62410489,0.58174397,0.30502281,0.71766837,0.49455316,0.44196508
371,124,2,0.40905588,0.47192786,0.53821807,0.84326044,0.41669808,0.62037953,0.39918726,0.77887536,0.64897896,0.4906210999999999,0.59095505,0.48241969,0.27939169999999997,0.80310833,0.7272353,0.70461453,0.35168471,0.58207532,0.74139871,0.66157674,0.37870027,0.50851333,0.36003464,0.68859369,0.85521642,0.45184637,0.73614085,0.76696851,0.67643422,0.92725634,0.82108012,0.60491344,0.35061216,0.47636254,0.68740382,0.56046382,0.33054822,0.66203015,0.54960971,0.4087768
372,125,0,0.4032659,0.52144659,0.48748176,0.81145461,0.37034105,0.52764934,0.39743893,0.73324668,0.61774385,0.44851134,0.55661307,0.47584911,0.27553683,0.76585112,0.72153278,0.67245528,0.31398057,0.5621848,0.65452102,0.59128695,0.38556345,0.47114225,0.38263421,0.64538434,0.85421209,0.42368011,0.66592339,0.74137683,0.66346027,0.93107073,0.80158998,0.54866691,0.26170138,0.45392741,0.66379753,0.50948052,0.34909662,0.56513554,0.57096818,0.36326745
373,125,1,0.36631021,0.48650593,0.29892159,0.7004613000000001,0.214029,0.26161299,0.31576336,0.5422355999999999,0.44574575,0.34576405,0.46754133,0.30195507,0.22543682,0.59009429,0.69067135,0.57944436,0.18811043,0.45676012,0.41975952,0.34110645,0.32090378,0.37228059999999996,0.37104099,0.49681899,0.77546971,0.35376511,0.50275969,0.61838856,0.58151995,0.74828052,0.61283178,0.40189106,0.15069659,0.37869040000000004,0.4961323,0.41813234,0.36531578,0.33736818,0.47129535,0.28573376
374,125,2,0.29810212,0.37643211,0.16616947,0.48544489,0.12953329,0.14088601,0.16583188,0.32568067,0.2570387,0.27677292,0.35964912,0.20038335,0.14759766,0.52892095,0.61971064,0.44665189,0.15638813,0.33397478,0.24419114,0.22667577,0.18920872,0.25878576,0.31352703,0.21829968,0.66169806,0.29240447,0.3078927,0.43173492,0.46494395,0.42453822,0.44482264,0.25864171,0.09708696900000001,0.3266691,0.38025525,0.33370439,0.37711154,0.20010351,0.33092749,0.18229959
375,126,0,0.26334297,0.28516961,0.21799367,0.31835151,0.17741084,0.21463985,0.15059302,0.23971816,0.22427452,0.24565232,0.32767076,0.19580618,0.11702765,0.60768373,0.55723712,0.32251069,0.18537095,0.2621848,0.26436327,0.27544151,0.16448998,0.23330414,0.28355782,0.16809777,0.61958945,0.2525712,0.30098245,0.43254785,0.35357732,0.26158582,0.37272547,0.27503166,0.097220659,0.33631293,0.33794653,0.28053803,0.38227218,0.24047357,0.32276643,0.20859854
376,126,1,0.28512524,0.30998972,0.2635559,0.26608619,0.20964337,0.29199519,0.19332089,0.27301956,0.25777,0.26005258,0.39030032,0.21110941,0.14845872,0.71833978,0.55112295,0.31978787,0.20437522,0.28546782,0.34681268,0.30363938,0.21336183,0.27452812,0.25937079,0.21253277,0.68836195,0.25907948,0.34937631,0.55205804,0.33760303,0.3273014,0.38707496,0.37911079999999997,0.14421616,0.35897468,0.33349406,0.27614719,0.38084045,0.33711587,0.37483304,0.29117601
377,126,2,0.30615607,0.33630502,0.29346322,0.22914857,0.2284174,0.33387011,0.2130369,0.28137912,0.27804678,0.24695366,0.43106325,0.20643257,0.17378691,0.72782982,0.5646952,0.34290011,0.21124375,0.33287989,0.40079605,0.29375549,0.24462322,0.30643121,0.25702328,0.24106978,0.65589251,0.26358521,0.34446407,0.61906771,0.34282888,0.39119988,0.42326926,0.40515721,0.1588376,0.37887925,0.25644787,0.31576994,0.38146015,0.38659507,0.41247687,0.3398102
378,127,0,0.30237958,0.30749463,0.25104714,0.21211779,0.19232703,0.32128825,0.21519870000000002,0.21831988,0.26389735,0.22030891,0.43448859999999995,0.16619643,0.16667329,0.53720372,0.52378473,0.32637328,0.18026257,0.33584107,0.40085857,0.20835203,0.23305889,0.30755011,0.24136039999999997,0.25870351,0.44853391,0.25592329,0.24753284,0.59675859,0.31753215,0.37379486,0.43668621,0.37637717,0.15223051,0.36450163,0.19643187,0.32995671,0.36558290000000004,0.38053309,0.37370569,0.35591674
379,127,1,0.20337187,0.22226895,0.16991073,0.2009068,0.1258388,0.22743552,0.16087039,0.14649063,0.19869032,0.21233651,0.27598716,0.16633443,0.1178728,0.34862540000000003,0.35985229,0.2040763,0.14787856,0.22486729,0.2897764,0.16710899,0.14601219,0.22713563,0.15659034,0.2045271,0.30497514,0.21777696,0.1604261,0.32593126,0.20051105,0.27142214,0.3371723,0.22155426,0.09650999199999999,0.2670687,0.15966309,0.24640074,0.26070326,0.20626253,0.21185683,0.26685891
380,127,2,0.056229287,0.11909167,0.11044292,0.08966649,0.053943301,0.10296672,0.081066011,0.10673143,0.090384594,0.058878738,0.10586101,0.0881699,0.06419478299999999,0.13104054,0.16373873,0.058188222000000005,0.08820174199999999,0.11116457,0.11518745,0.10658601,0.070913205,0.058279820999999996,0.079144699,0.06615515400000001,0.15300198,0.043148352,0.094885749,0.040668862,0.05383778400000001,0.11753567,0.12293238,0.11810232,0.061091331,0.11472888,0.094672425,0.072826221,0.11221993,0.075765026,0.10145576,0.15843339
