,measure_number,beat_number,pid0198-03,pid1263-23,pid50848-10,pid52932-11,pid54293-10,pid59359-07,pid9048-23,pid9049-23,pid9049b-23,pid9050-23,pid9054-23,pid9055-23,pid9056-12,pid9058-23,pid9059-23,pid9060-23,pid9061-23,pid9062-23,pid9063-23,pid9066-23,pid9067-22,pid9070b-06,pid9072-23,pid9073-25,pid9074f-23,pid9075-23,pid9080-07,pid9093-24,pid9094-23,pid9099-23,pid9101b-05,pid9103-12,pid9104-23,pid9105b-06,pid9111-23,pid9118-23,pid9133-12,pid9137-13,pid9138-23,pid9139-23,pid9153-23,pid9161-02,pid9166g-02,pid9170-24,pid9174-23,pid917509-01,pid9176-07,pid918810-14,pid918904-08,pid9192-23
235,80,0,0.38105263,0.82340566,0.87941176,0.43337795,0.59500671,0.49969109,0.80949892,0.28438102,0.42483439,0.69114684,0.98755562,0.95689417,0.78876553,0.90093081,0.2729107,0.65956041,0.39590902,0.71679414,0.46449545,0.99532422,0.53919838,0.81771416,0.65880614,0.74958742,0.84719405,0.9720221,0.43615237,0.34939769,0.81774464,0.94709603,0.47898779999999996,0.46111236,0.32083731,0.78613488,0.66546121,0.69911912,0.9518405999999999,0.80704248,0.75939212,0.86117467,0.84747857,0.90670098,0.60642538,0.46591631,0.41690873,0.59928884,0.7247739000000001,0.39510559,0.35520338,0.46896931
236,80,1,0.39677539,0.81268658,0.91161765,0.40501924,0.61272286,0.48326868,0.84780823,0.27202889,0.44808559,0.72552444,0.99874861,0.98563139,0.81098267,0.93770748,0.28044505,0.69343022,0.37959944,0.70618931,0.45853322,0.9596824,0.5382188,0.81577574,0.64923215,0.78227221,0.87709413,0.95397636,0.43719659,0.31930799,0.83054054,0.97206933,0.47556258,0.43289888,0.32515918,0.72670959,0.63832112,0.71904156,0.94606449,0.81556924,0.76650143,0.87536258,0.85906248,0.88854469,0.63622243,0.44722701,0.38972566,0.59367771,0.75053722,0.35388790000000003,0.34680988,0.48125826
237,80,2,0.43023721,0.78088998,0.92977941,0.37620044,0.63531351,0.45723420000000004,0.90165036,0.24384457,0.4934486,0.75927363,1.0,0.99675325,0.83031297,0.95137668,0.30945907,0.72285611,0.35630337,0.66254958,0.44258339999999996,0.88172034,0.58912735,0.79646611,0.62166035,0.837158,0.90969875,0.88815835,0.36923316,0.28737292,0.82122088,0.97929845,0.50143696,0.39833708,0.33701847,0.63539295,0.60584981,0.76155211,0.92063235,0.82093794,0.76806679,0.89221692,0.85774963,0.86985494,0.6862554,0.41050649,0.35093240000000003,0.58725383,0.75117106,0.32072232,0.33920291,0.47037146
238,81,0,0.46081542,0.75349121,0.90904412,0.37788188,0.64826781,0.39903736,0.93234262,0.21603851,0.52686142,0.76712873,0.97135706,0.99115778,0.86103799,0.93158888,0.34816829,0.7436344,0.3446204,0.64189751,0.43542184,0.80851345,0.64694534,0.77067025,0.6164556999999999,0.82553635,0.93088423,0.80982024,0.32917495,0.28828706,0.80202237,0.95260002,0.54244916,0.37933146,0.34102993,0.57221481,0.6083875,0.78930121,0.88355102,0.83191221,0.77041482,0.89048734,0.84554792,0.85142723,0.70864532,0.36719615,0.31703425,0.58852766,0.73011517,0.29210578,0.35883665,0.44718103
239,81,1,0.46650852,0.74425477,0.86816176,0.40158106,0.66918926,0.34490661,0.93264133,0.18904402,0.53576444,0.75072544,0.91469689,0.98335175,0.93294164,0.88993035,0.35600315,0.74837857,0.33815401,0.65938286,0.46649435,0.6778562,0.65236671,0.75695221,0.63380454,0.79553548,0.93599279,0.71175771,0.28773926,0.31014097,0.78235788,0.91571511,0.52109354,0.36163483,0.32600287,0.51516056,0.60273821,0.8199064,0.84196517,0.8496763,0.77693712,0.87766868,0.83442737,0.81174544,0.70601509,0.32828809999999997,0.28105612,0.59517037,0.72339028,0.25951253,0.39911369,0.37372633
240,81,2,0.53595997,0.72141412,0.77875,0.47755563,0.71610122,0.26853448,0.86894183,0.32781981,0.61772655,0.68973293,0.84065628,0.97064106,1.0,0.80068997,0.43158987,0.69445112,0.2952259,0.69904578,0.58056245,0.66322011,0.62304644,0.79251472,0.71098117,0.68506037,0.87484036,0.52262712,0.24714782,0.28374199,0.74420317,0.83364824,0.40009941,0.31453933,0.22578001,0.35183324,0.51760476,0.78747733,0.74132506,0.85915048,0.79148187,0.81433204,0.82724535,0.76116051,0.66978533,0.16630208,0.25371167,0.59860894,0.80018551,0.19037892,0.52389505,0.32211863
241,82,0,0.61628614,0.70150869,0.72456618,0.58367074,0.74753971,0.46528736,0.7637219,0.63952545,0.70210652,0.6589964,0.76341769,1.0,0.98000839,0.74288876,0.51321551,0.66736728,0.34488433,0.73081819,0.69844224,0.70745479,0.57917446,0.8824274999999999,0.77362976,0.60564579,0.78746901,0.57570819,0.48263144,0.32619393,0.72967381,0.72417646,0.58995029,0.44391573,0.36167622,0.32944178,0.37643479,0.61884815,0.65814259,0.84320227,0.81280981,0.77103865,0.85257549,0.73610669,0.65652429,0.37054098,0.42200108,0.5943498,0.9070882,0.21459443,0.60826437,0.39857583
242,82,1,0.66074129,0.71822845,0.71908088,0.65037644,0.75338706,0.56091236,0.71022328,0.72819807,0.74655538,0.714056,0.70731368,0.99101962,0.92912645,0.73748617,0.5762593,0.67583473,0.4334653,0.73411116,0.73290598,0.76879577,0.56329171,0.92022665,0.81076913,0.65623209,0.73829164,0.62555081,0.63714327,0.38471593,0.75147251,0.7139489,0.67200181,0.52872472,0.50477555,0.42231295,0.41317937,0.55536292,0.65451097,0.80980578,0.83831203,0.75004955,0.83157001,0.74014974,0.66433438,0.54783516,0.53725121,0.6026649000000001,0.94743758,0.247612,0.66508188,0.47018059
243,82,2,0.67590808,0.72745487,0.73174265,0.73307679,0.75147208,0.66679598,0.70276305,0.77654746,0.75894277,0.75693559,0.65508899,0.95703233,0.86279297,0.75043937,0.62670292,0.68460245,0.47228691,0.73455303,0.75792666,0.82800176,0.56982726,0.92387982,0.8246481999999999,0.70829497,0.69220945,0.62439673,0.74167676,0.44439129,0.7989096,0.71224842,0.73354722,0.60932584,0.58911971,0.47458585,0.48753284,0.51144939,0.68348851,0.75746881,0.85579181,0.74222142,0.80091127,0.75153018,0.67012968,0.65693928,0.59947104,0.62049859,0.95539924,0.29029998,0.71315372,0.54393628
244,83,0,0.67340993,0.72554146,0.73368382,0.79657019,0.7473860999999999,0.74109195,0.71254574,0.79160935,0.75284844,0.76353387,0.61822164,0.91503178,0.78952857,0.75128556,0.65100887,0.6971535,0.49070020000000003,0.73329055,0.76295837,0.86711954,0.59006207,0.89204503,0.8006810999999999,0.72862851,0.66553227,0.60626005,0.79740944,0.48612559,0.84634669,0.71381746,0.77287845,0.66314607,0.64602833,0.51359818,0.55542802,0.49096576,0.71324195,0.71016106,0.86107488,0.74853617,0.78160476,0.77414132,0.67470144,0.72238359,0.6617357,0.65162551,0.93738888,0.33243537,0.75189294,0.6078475999999999
245,83,1,0.65243884,0.7251708,0.72643382,0.84147566,0.73829249,0.83412356,0.73192443,0.78308116,0.73019343,0.77860641,0.59695495,0.86011329,0.73825239,0.7433444,0.66393102,0.68538314,0.49618848,0.73274347,0.76523297,0.90348478,0.60657295,0.85901737,0.77048127,0.75155911,0.65704305,0.59295656,0.84318866,0.53498505,0.88500466,0.71912429,0.79924989,0.69370787,0.68944604,0.59247075,0.65338819,0.48221712,0.74307082,0.66530081,0.84776937,0.74760832,0.77959688,0.81760412,0.68072386,0.75306345,0.68489331,0.68569866,0.91806447,0.38050128,0.79251042,0.66162091
246,83,2,0.62232765,0.73983691,0.73241912,0.8381295,0.72355634,0.85991379,0.73240236,0.76011004,0.69740329,0.7934201999999999,0.59259594,0.85589942,0.72250836,0.74874699,0.65091586,0.65583714,0.48462972,0.73190182,0.78639371,0.91080723,0.61432738,0.83769477,0.75942942,0.75962825,0.6508076,0.58540253,0.86281785,0.57541222,0.88551724,0.72655056,0.78975147,0.69696629,0.6861906999999999,0.62274476,0.68425529,0.47494163,0.74568947,0.64411811,0.81183146,0.72724079,0.79133524,0.82685073,0.66626859,0.73377507,0.66654115,0.70472804,0.91945582,0.40353266,0.80201913,0.67883571
247,84,0,0.5691401,0.76003286,0.75257353,0.81865484,0.7024608,0.86034483,0.71406168,0.73823934,0.65102676,0.79116533,0.58953003,0.85880077,0.73499676,0.76866497,0.61908271,0.6222675999999999,0.46499767,0.73049205,0.81534326,0.8905161,0.61844014,0.81160069,0.74754225,0.75344393,0.64427166,0.57692523,0.85789667,0.62163178,0.86077353,0.732416,0.7639765000000001,0.67825843,0.65258676,0.64575646,0.70799336,0.45599126,0.7217336999999999,0.63858361,0.76160971,0.69874786,0.79426983,0.80176883,0.62675654,0.6775438,0.62126591,0.70808847,0.92131097,0.41240379,0.79538651,0.67068712
248,84,1,0.53749444,0.77296588,0.75441176,0.79833529,0.68996733,0.85079023,0.68583377,0.73177442,0.61628908,0.77999261,0.58375278,0.86135673,0.76944794,0.77022717,0.5875644,0.5956762,0.45083838,0.72238062,0.82533774,0.82421703,0.61982353,0.78774323,0.73443424,0.74177017,0.64287431,0.5716514,0.83485709,0.67115762,0.82337372,0.73284318,0.73784004,0.65410112,0.61412767,0.67874696,0.72991288,0.43416477,0.68548213,0.62746724,0.71321419,0.67663274,0.79527377,0.76331306,0.57366107,0.60787873,0.57918236,0.69216161,0.91435418,0.42152161,0.78253214,0.64511819
249,84,2,0.50547072,0.77958767,0.73490441,0.79091517,0.67165723,0.8424569,0.65125831,0.73775791,0.5790938,0.76516958,0.57329672,0.86190937,0.79690461,0.75297793,0.56164139,0.57925775,0.45288775,0.70082377,0.81734216,0.77755624,0.61710162,0.76343846,0.71515775,0.73104317,0.64756217,0.57319717,0.80494118,0.7022469,0.78912395,0.73407541,0.71791234,0.63488764,0.5849809,0.68340269,0.75847047,0.42308116,0.64864865,0.60656877,0.67545004,0.66345374,0.80052514,0.72396818,0.53086673,0.54679132,0.5558813,0.66477024,0.89951302,0.44698046,0.76732993,0.6153208
250,85,0,0.49227576,0.78416582,0.70122059,0.79291451,0.64784795,0.82966954,0.63282802,0.75330124,0.5683956,0.74775899,0.55955228,0.8638435999999999,0.81642567,0.71463907,0.5534273000000001,0.5656858,0.47248874,0.66897771,0.78756548,0.74395236,0.60597473,0.73617386,0.69787316,0.71879614,0.65530013,0.58937539,0.76353881,0.72902179,0.75469711,0.73458474,0.70974243,0.62544944,0.57722859,0.67344744,0.77520398,0.42263019999999996,0.60774171,0.5747591999999999,0.65109575,0.66234573,0.80539038,0.69172672,0.50617628,0.50898611,0.54715797,0.62544545,0.87578264,0.47600158,0.74772554,0.58859932
251,85,1,0.50602669,0.78620945,0.66168382,0.79450393,0.63703393,0.80668103,0.6292958000000001,0.76121045,0.58069687,0.73520932,0.55035456,0.86943907,0.81736675,0.67499837,0.56180595,0.56614821,0.49908399,0.65078747,0.7339399000000001,0.74818703,0.58579227,0.72215761,0.69041958,0.70979762,0.65744873,0.6124082,0.72912385,0.73245622,0.73713886,0.73275281,0.70889291,0.63078652,0.58424069,0.64690272,0.7685659,0.43013619,0.58518686,0.54922628,0.6416970999999999,0.6742906,0.8016063,0.66130089,0.49992673,0.50875919,0.55084275,0.59278681,0.84988792,0.50499309,0.7232494,0.57584789
252,85,2,0.5306301,0.77844563,0.62133088,0.79401037,0.6241718,0.76149425,0.63529983,0.75165062,0.59426338,0.73893356,0.54192158,0.88083725,0.78804064,0.63620387,0.58374356,0.58940668,0.53639963,0.63357566,0.65749242,0.78939568,0.55756375,0.72240364,0.68193793,0.71638148,0.6549245,0.64168707,0.68704385,0.71928236,0.74019571,0.73733673,0.71757795,0.65146067,0.60288125,0.59834341,0.71691329,0.46351729,0.58657701,0.54051003,0.67316723,0.70269345,0.77766623,0.60927468,0.51922485,0.54833439,0.56998386,0.55774461,0.82940403,0.53321492,0.69313846,0.57762443
253,86,0,0.54228317,0.75342109,0.59923529,0.80324578,0.62471454,0.71752874,0.65683668,0.73596974,0.59760864,0.74957028,0.55155033,0.88325504,0.74524691,0.61426154,0.60186033,0.62190728,0.56016147,0.62971457,0.60745795,0.82429643,0.53836088,0.73053008,0.67808263,0.73125163,0.65496957,0.64512835,0.66915873,0.70061512,0.75721342,0.7493962,0.74416629,0.6647191,0.62037568,0.54606265,0.65632001,0.48649624,0.61536058,0.55168956,0.71745369,0.71809747,0.76128659,0.58948994,0.558268,0.59852955,0.59948001,0.55989372,0.82213805,0.553582,0.67658625,0.59861988
254,86,1,0.55212009,0.72463986,0.59316176,0.81291618,0.63162692,0.69133621,0.67982974,0.72276479,0.60310678,0.76269291,0.56479422,0.87973197,0.71286864,0.60849443,0.6195478,0.64983185,0.56957771,0.63679498,0.58753102,0.85665637,0.52724146,0.73664355,0.68174516,0.74787631,0.65772669,0.64044905,0.67656828,0.67371209,0.77968313,0.76222788,0.77793041,0.67168539,0.62784941,0.52828767,0.62167058,0.50274084,0.64657959,0.57036949,0.75573963,0.72305198,0.75480732,0.59757604,0.60538501,0.64722701,0.63266093,0.57389809,0.81920074,0.56324255,0.67658625,0.62286008
255,86,2,0.56963677,0.70282102,0.61122794,0.81856282,0.64299393,0.68594828,0.70827421,0.72049519,0.61810413,0.80385362,0.59208148,0.88795247,0.69095672,0.62724077,0.64311677,0.67907759,0.57344356,0.6503456,0.60559691,0.88645787,0.52211172,0.75292627,0.69337531,0.78519065,0.66570506,0.63674897,0.71470467,0.63662537,0.80425909,0.78166434,0.82287393,0.67522472,0.63075454,0.52369475,0.6053727,0.520659,0.70033191,0.60795831,0.79578659,0.71470138,0.75367982,0.63864296,0.64436222,0.70776981,0.6962704000000001,0.60081275,0.8338873,0.56179199,0.69249281,0.65842754
256,87,0,0.58011861,0.70291118,0.64144118,0.81461436,0.66522616,0.70974138,0.72845195,0.72819807,0.6325053,0.85090103,0.62721774,0.90784747,0.69493724,0.6580095,0.66248569,0.6910281,0.57326502,0.66259166,0.69823546,0.87713277,0.52540941,0.77193767,0.72004112,0.81335881,0.67766509,0.63779814,0.75399638,0.61102947,0.83782852,0.79374846,0.86160868,0.67977528,0.63291149,0.54617257,0.62778316,0.53675328,0.73608776,0.64222327,0.81417949,0.69728853,0.76565758,0.68284511,0.66268591,0.74657348,0.74048772,0.61512973,0.86349231,0.55087823,0.72160592,0.68677874
257,87,1,0.58467754,0.72399872,0.69777941,0.81376945,0.69180039,0.7891523,0.757225,0.74209078,0.63903021,0.91972091,0.67080784,0.90895275,0.72122391,0.71496453,0.69045507,0.69955561,0.57163484,0.6742696,0.79294183,0.83757389,0.5384207,0.78543204,0.76302769,0.86581256,0.69206671,0.63400014,0.8025639,0.6032123,0.88564772,0.80502752,0.89004971,0.67910112,0.62660777,0.60188427,0.65313235,0.5437582,0.77786758,0.67873046,0.81470128,0.67160616,0.79009962,0.76305101,0.66056121,0.76590723,0.77351623,0.6266724,0.89595733,0.53433985,0.76668428,0.71833064
258,87,2,0.56982209,0.74238144,0.74397059,0.82700351,0.69323407,0.83908046,0.76939736,0.74814305,0.62428458,0.97458645,0.70418521,0.88795247,0.74434398,0.76150491,0.69935604,0.70021619,0.57013662,0.6749324000000001,0.85401158,0.80796648,0.5597323000000001,0.78326996,0.80466491,0.91948232,0.7004206999999999,0.6122753000000001,0.83279086,0.61331909,0.91527493,0.79820915,0.88813376,0.65926966,0.60570678,0.64542671,0.6693196,0.53517993,0.79102548,0.70446076,0.79709105,0.66210251,0.80446367,0.80095461,0.64053044,0.74748117,0.76853147,0.63806658,0.90144547,0.51834419,0.78617127,0.74526501
259,88,0,0.52763529,0.74919356,0.76977941,0.85268529,0.66649599,0.86400862,0.75976402,0.74037139,0.579584,1.0,0.71683815,0.86018237,0.75446695,0.78734622,0.69079136,0.69325006,0.56485018,0.66672628,0.88427075,0.79331275,0.57747701,0.75769776,0.83242305,0.9478850000000001,0.70351589,0.58014968,0.84174452,0.62571551,0.92360671,0.78198472,0.85743335,0.62904494,0.57408469,0.67088011,0.67478219,0.51838416,0.78080952,0.71154271,0.76297939,0.66514728,0.80415476,0.81090314,0.60856473,0.70418444,0.73485745,0.64622538,0.88529025,0.5086343,0.78235605,0.75803847
260,88,1,0.47312083,0.74675923,0.77786765,0.88079304,0.61660403,0.87068966,0.71966246,0.72400275,0.51430843,0.98521394,0.71975806,0.83192871,0.75739193,0.79502701,0.66923297,0.67331252,0.55159137,0.64964072,0.88303005,0.78966917,0.58714574,0.70304928,0.83640686,0.95231477,0.69787394,0.54104358,0.83187994,0.63767621,0.90863933,0.7406309,0.80540443,0.59078652,0.53529131,0.6732119000000001,0.67359286,0.49078537,0.74065692,0.69864993,0.71093139,0.67210161,0.78925014,0.80303229,0.56169683,0.62430789,0.68138784,0.64094248,0.85591714,0.49685218,0.75911252,0.75444134
261,88,2,0.40515938,0.73909559,0.75066176,0.87033629,0.54563701,0.85826149,0.66100366,0.67752407,0.44937732,0.91543295,0.70439377,0.78675048,0.74518332,0.76684241,0.63297081,0.64430699,0.52705325,0.61627968,0.84608492,0.77622408,0.57299035,0.62099456,0.79971728,0.9176583,0.67472767,0.48969714,0.79198836,0.63688167,0.87128611,0.68822805,0.74176231,0.54796067,0.49948265,0.64323624,0.66060711,0.45872709,0.67895168,0.66994315,0.65028698,0.65739123,0.75693104,0.78019654,0.51082131,0.53240447,0.61714183,0.61218349,0.82608023,0.47835011,0.71655808,0.73134635
262,89,0,0.34328391,0.72350784,0.69564706,0.81192906,0.48211488,0.81767241,0.58755134,0.60449106,0.37818627,0.81895389,0.6697233,0.72202266,0.70860835,0.70689318,0.58811534,0.60449195,0.48871293,0.58161408,0.76440585,0.67111601,0.53328348,0.53812719,0.73289212,0.84544428,0.6360003000000001,0.4324054,0.72610227,0.62492097,0.83278658,0.6191818,0.67018527,0.50296629,0.46288602,0.59817853,0.63231227,0.42111698,0.58990689,0.63944418,0.57217584,0.62429511,0.70289598,0.7535985,0.45435563,0.44587910000000003,0.5323829999999999,0.5605111,0.79755739,0.45827906,0.6690145000000001,0.69509617
263,89,1,0.28895478,0.6897778,0.590875,0.69162623,0.42773756,0.73010057,0.50417445,0.49958047,0.31896529,0.60777192,0.61133204,0.65431749,0.61278344,0.60350843,0.52395535,0.56631636,0.42949853,0.55076748,0.62273229,0.54811645,0.48088686,0.43542832,0.5989654999999999,0.6424303000000001,0.56438284,0.36058614,0.63103345,0.59442119,0.7794781,0.53949725,0.59936737,0.45936517,0.440234,0.50593546,0.5811022,0.37993927,0.48723005,0.59174167,0.47248891,0.56077831,0.6107267,0.71666823,0.41074071,0.34253427,0.41299086,0.47600813,0.78109299,0.43194198,0.5938251999999999,0.64939069
264,89,2,0.25375834,0.62907976,0.43124265,0.49991635,0.37209040000000004,0.54302443,0.41605556,0.33362448,0.26344065,0.37499307,0.52309511,0.56002349,0.51077792,0.45263946,0.40180309,0.51066539,0.34793509999999994,0.51274579,0.441067,0.44504632,0.41891872,0.35349288,0.43499968,0.40448189,0.44304709999999997,0.26911240000000003,0.51370266,0.53427595,0.71986021,0.46165284,0.52736557,0.36067416,0.41495543,0.38692,0.48462177,0.33187690000000003,0.38654683,0.53743881,0.37600444,0.42405189,0.47793652,0.63525503,0.38391091,0.27736679999999997,0.26703425,0.41360581,0.71265363,0.40747977,0.45465751,0.60806049
265,90,0,0.25601186,0.57792871,0.36240441,0.3425297,0.35210085,0.40836925,0.38569188,0.21887208,0.2515567,0.25275853,0.44368743,0.47649903,0.39576259,0.37185446,0.26480395,0.47282008,0.29358019,0.4694322,0.31918941,0.44124393,0.37479249,0.29388653,0.33368245,0.27395987,0.37858162,0.24373645,0.40784723,0.48603161,0.65537745,0.40378707,0.49981925,0.30000562,0.4145893,0.3360917,0.42819804,0.31053143,0.33738523,0.49737881,0.36626011,0.30743176,0.39375241,0.56244268,0.36211444,0.27536988,0.27719204,0.27389809,0.67759913,0.39116834,0.36158948,0.59028043
266,90,1,0.27230541,0.53068462,0.33353676,0.28426468,0.35867528,0.34367816,0.35107908,0.19779917,0.26626259,0.22738194,0.3881535,0.43360044,0.35817023,0.34265443,0.23914568,0.4432920999999999,0.25829064,0.43958506,0.30463882,0.45814733,0.33901144,0.27166928,0.32041379999999997,0.23839138,0.34240102,0.25245856,0.39381686,0.4421273,0.61068034,0.39148115,0.49721645,0.28617978,0.42464979,0.34039413,0.41039967,0.31287643,0.33734213,0.47885678,0.39882598,0.29704531,0.36610549,0.53455311,0.34886805,0.29876554,0.33097543,0.20563457,0.65070727,0.39582593,0.36418384,0.58095727
267,90,2,0.28977761,0.51523712,0.35522059,0.28846411,0.37470174,0.31268678,0.33405272,0.21680879999999997,0.28347244,0.25313742,0.35558954,0.42114534,0.32703827,0.36123153,0.23488838,0.42486188,0.24820679999999998,0.41879623,0.32244279,0.50806352,0.32572347,0.27898308,0.33892566,0.2554851,0.33080159,0.27671539,0.41577889,0.4087484,0.59577819,0.4017087,0.50710348,0.28698315,0.44501751,0.36997723,0.42420136,0.33016325,0.36364714,0.48183325,0.44864988,0.31784524,0.37064638,0.52734675,0.34480914,0.33855405,0.38663259999999994,0.18642545,0.6223313,0.41612394,0.37921582,0.5867713999999999
268,91,0,0.31243884,0.49588267,0.39084559,0.31526686,0.39757913,0.30578305,0.33464267,0.24783356,0.30892289,0.29704279,0.34311735,0.41999862,0.32195134,0.40068346,0.24242988,0.42705981,0.24527247,0.40510884,0.35556245,0.58478165,0.33730651,0.31274137,0.38178372,0.29623903,0.34252122,0.30299364,0.44783879,0.39887228,0.61541473,0.43432186,0.5275915,0.30135955,0.47325692,0.40467143,0.45237173,0.35955585,0.39593301,0.51055582,0.49060788,0.35218449,0.38812263,0.5377913000000001,0.35105869,0.37653626,0.42576654,0.19775711,0.60385715,0.4425300999999999,0.4002113,0.60530025
269,91,1,0.33157153,0.49299754,0.45719853,0.38467459,0.42581233,0.31461207,0.35854679,0.29011692,0.33348569,0.36283153,0.34806034,0.43804918,0.34379968,0.46807915,0.26894677,0.42875931,0.2715184,0.40861222,0.41861731,0.65969122,0.35549989,0.35520018,0.4418107,0.36837488,0.37365337,0.35858572,0.51950144,0.40271679,0.65992544,0.45921301,0.56068685,0.31536517,0.51828239,0.45996703,0.4979255999999999,0.38791626,0.45494418,0.56564819,0.52375424,0.37993874,0.41255695,0.57332709,0.36436369,0.41242171,0.4873588,0.21859956,0.58060601,0.46644958,0.42041439,0.62681691
270,91,2,0.3395997,0.49811665,0.49886765,0.40047683,0.43361563,0.32652299,0.38102457,0.30992435,0.34521065,0.39789299,0.35898915,0.44806576,0.36976842,0.51038209,0.27962936,0.41492914,0.2923071,0.41001147,0.46062173,0.70846934,0.36482465,0.37441288,0.48374992,0.40593242,0.39414018,0.38114989,0.55606039,0.41376335,0.67475303,0.46433911,0.55818346,0.32687079,0.52991086,0.48807411,0.5121560000000001,0.40013228,0.48151859999999996,0.60126322,0.5276611,0.39167643,0.42472006,0.58638278,0.3634845,0.42606426,0.49245114,0.22563301,0.55856845,0.47533057,0.42319657,0.62852738
271,92,0,0.33772424,0.50620104,0.53051471,0.40132173,0.42487020000000003,0.34308190000000005,0.39289075,0.32270977,0.34915872,0.4107661,0.36190211,0.44456342,0.40069691,0.5424916999999999,0.28282055,0.39533389,0.30795684,0.40633975,0.49483044,0.72922805,0.36439841,0.37535227,0.5055452,0.41793625,0.40244159,0.38908163,0.57600062,0.42255446,0.66548928,0.46514417,0.52925441,0.33319663,0.52627348,0.50905237,0.51826857,0.40021245,0.48446054,0.60675825,0.50632011,0.39755878,0.42624141,0.57888629,0.35045058,0.42074975,0.47604447,0.22518756,0.54947051,0.47721531,0.41678699,0.60997651
272,92,1,0.32852483,0.51878343,0.52994118,0.40164798,0.40889494,0.35765805,0.39021731,0.32565337,0.34569422,0.40384438,0.35765434,0.42631252,0.41934048,0.54202955,0.28040927,0.37946793,0.31360037,0.40168962,0.51583264,0.67610057,0.35541015,0.36433311,0.50355972,0.40939807,0.4020885,0.38516472,0.58537642,0.43042290000000005,0.63839702,0.46935842,0.48995933,0.32458989,0.50639128,0.52578315,0.5255911999999999,0.38918897,0.46970775,0.58239381,0.46709496,0.40665706,0.41647231,0.5525503,0.33551176,0.40270491,0.43627398,0.21131604,0.55800417,0.48061970000000004,0.40275283,0.57640581
273,92,2,0.32036323,0.53133578,0.50982353,0.40687636,0.38913068,0.37038793,0.38330969,0.32622421,0.34209724,0.38618427,0.34894327,0.4077024,0.42880216,0.52190978,0.27829136,0.37355873,0.31668995,0.39481962,0.52524125,0.6294045,0.3492111,0.35796615,0.49035533,0.38878659,0.39999249,0.37503672,0.58452105,0.4323537,0.61424045,0.48001314,0.45785811,0.302,0.47772206,0.52153568,0.53594247,0.37547977,0.44369369,0.5456103,0.43073963,0.42155662,0.39937447,0.51746373,0.32302,0.38066624,0.39150977,0.19488121,0.57967071,0.49749359,0.39245172,0.54600646
274,93,0,0.31753892,0.53912965,0.48410294,0.41417935,0.36975556,0.37525144,0.37312374,0.32744842,0.34398516,0.36471675,0.33810484,0.39039099,0.42842064,0.49630931,0.28118203,0.37760629,0.32245769,0.38982231,0.51611525,0.59604764,0.3498168,0.36126146,0.46829018,0.36847911,0.39861768,0.37011961,0.57645608,0.42922683,0.60449208,0.49774090000000004,0.44494352,0.28659551,0.46803566,0.51105441,0.54390817,0.36781344,0.41931764,0.52321175,0.40783329,0.43846499999999994,0.38697197,0.49740758,0.31877793,0.36498139,0.34738211,0.1825336,0.59768107,0.51718966,0.38725715,0.5217736
275,93,1,0.33254262,0.53659514,0.46667647,0.42320562,0.36388772,0.37234914,0.36314689,0.32768226,0.36096979,0.3428611,0.33296023,0.38824952,0.41792886,0.47932695,0.28623354,0.39496757,0.33022823,0.39101114,0.48256824,0.58390825,0.35898452,0.37661224,0.43917625,0.34628681,0.39604838,0.3711408,0.56302558,0.41616403,0.61109972,0.50812454,0.45350203,0.27388202,0.46745463,0.48875716,0.54312682,0.36783349,0.39423035,0.50739776,0.39826507,0.46226466,0.37974361,0.47810014,0.31764964,0.3615821,0.32931684,0.1840497,0.60481565,0.54503651,0.37885778,0.50138012
276,93,2,0.35991105,0.51675983,0.46797794,0.43384641,0.36574126,0.3585273,0.35738929,0.3285901,0.38287626,0.32187413,0.33613042,0.41248964,0.38404995,0.48134479,0.29119204,0.43174393,0.33830151,0.40294158,0.42069892,0.60018527,0.37495700000000004,0.45017520000000005,0.40801902,0.32258317,0.39819698,0.37812128,0.55637143,0.40644169,0.62510718,0.50975109,0.49208315,0.27294382,0.47587552,0.45040433,0.52316415,0.38045036,0.38554464,0.50141323,0.42191495,0.50018016,0.37246119,0.46147871,0.32255843,0.37203867,0.33987807,0.20144576,0.60076525,0.57124531,0.37123320000000004,0.49084569
277,94,0,0.38762046,0.48896035,0.48888235,0.45225866,0.37655528,0.3489296,0.35712792,0.34090096,0.41307631,0.30937991,0.34588432,0.44189002,0.35326135,0.50262319,0.29619347,0.46264713,0.33962118,0.4257083,0.37664047,0.63351566,0.3963359,0.53845523,0.38822207,0.31144793,0.40677635,0.38306638,0.5535386999999999,0.40029902,0.62775396,0.50948,0.52515138,0.28076404,0.49333015,0.43351653,0.50137602,0.39484101,0.39393939,0.50140534,0.45727889,0.51567426,0.36580431,0.46436125,0.33791487,0.39220296,0.37098799,0.22389809,0.59693901,0.59065522,0.37471973,0.50415504
