,measure_number,beat_number,pid0198-03,pid1263-23,pid50848-10,pid52932-11,pid54293-10,pid59359-07,pid9048-23,pid9049-23,pid9049b-23,pid9050-23,pid9054-23,pid9055-23,pid9056-12,pid9058-23,pid9059-23,pid9060-23,pid9061-23,pid9062-23,pid9063-23,pid9066-23,pid9067-22,pid9070b-06,pid9072-23,pid9073-25,pid9074f-23,pid9075-23,pid9080-07,pid9093-24,pid9094-23,pid9099-23,pid9101b-05,pid9103-12,pid9104-23,pid9105b-06,pid9111-23,pid9118-23,pid9133-12,pid9137-13,pid9138-23,pid9139-23,pid9153-23,pid9161-02,pid9166g-02,pid9170-24,pid9174-23,pid917509-01,pid9176-07,pid918810-14,pid918904-08,pid9192-23
87,30,2,0.44446998,0.58663421,0.55249265,0.39072277,0.47525371,0.49628592,0.37085356,0.46713205,0.47970323,0.30777192,0.48015851,0.57287925,0.42171862,0.54635813,0.46614911,0.47358876,0.36588263,0.44954814,0.38123104,0.80050287,0.58903014,0.63231194,0.42796376,0.31962998,0.49667944,0.44931104,0.58544307,0.53014951,0.5682944999999999,0.54949478,0.54775418,0.39405056,0.63884113,0.59822564,0.57900705,0.49492419,0.48353377,0.61532449,0.44789982,0.49645978,0.40922079,0.55372953,0.34581288,0.46296632,0.47564999,0.28767584,0.47963206,0.67213341,0.46795797,0.63978124
88,31,0,0.47798369,0.61211957,0.56557353,0.39372595,0.51044024,0.56112787,0.37950863,0.51740028,0.51563328,0.3173459,0.49158788,0.59676706,0.39623313,0.56020959,0.49278764,0.46277925,0.36807949,0.50986313,0.40109595,0.83721217,0.60575787,0.66936554,0.44303797,0.33689742,0.51252348,0.45420018,0.61985803,0.53195216,0.58083877,0.55144993,0.57588793,0.40833146,0.65539637,0.60920154,0.58570046,0.5504224,0.5227596,0.64402337,0.46252283,0.47404738,0.41396247,0.59559195,0.37591765,0.47785241,0.5124081,0.29221632,0.48461776,0.67231103,0.49167694,0.67352812
89,31,1,0.49060044,0.61074713,0.56297794,0.41003012,0.52807447,0.57451868,0.39448884,0.55541265,0.52789481,0.31874134,0.5062639,0.61417519,0.38725471,0.55692248,0.51157699,0.4464809,0.36762925,0.57103029,0.40372898,0.86460521,0.61993569,0.67020801,0.45175095,0.34142274,0.51839832,0.4564594,0.64738555,0.52959419,0.59951538,0.55052165,0.61015816,0.41424719,0.66590258,0.61412421,0.6051376,0.62795755,0.56028277,0.6620559,0.46573180000000003,0.48130799,0.42629547,0.61801591,0.39046817,0.48697468,0.50682266,0.29247421,0.47368787,0.67397869,0.50575219,0.72457055
90,31,2,0.48567087,0.5930356,0.54590441,0.41775975,0.52533,0.55663793,0.41837055,0.57085282,0.51987281,0.30868681,0.51272942,0.62392926,0.38867905,0.53803945,0.50952347,0.44745976,0.3607592,0.62167678,0.38586986,0.87898544,0.62969416,0.64740177,0.44983615,0.33238079,0.51347757,0.44642233,0.67385774,0.52429731,0.60414725,0.54371149,0.61314957,0.41752247,0.64643426,0.60569993,0.62451252,0.702817,0.58996077,0.65545555,0.45123924,0.52443023,0.43571704,0.61222274,0.39623416,0.48493238,0.47892236,0.28571429,0.43614439,0.67674166,0.49518695,0.77807958
91,32,0,0.46671609,0.56969406,0.52731618,0.42148235,0.51311302,0.52484914,0.4420357,0.57328748,0.49794648,0.28639682,0.5038376,0.62730727,0.39146414,0.52002864,0.49533486,0.47094643,0.35161466,0.65455387,0.361504,0.87719453,0.62928288,0.62140461,0.44001157,0.30620169,0.49606341,0.43160104,0.68771037,0.51589919,0.59375582,0.5329089,0.60822413,0.42176966,0.61957975,0.59699301,0.63853547,0.77418902,0.60598517,0.62952787,0.42554787,0.56985857,0.43731562,0.58510997,0.39835153,0.46954706,0.43854223,0.28000156,0.39210791,0.68729031,0.47054646,0.81045368
92,32,1,0.45171238,0.55268378,0.51829412,0.43825498,0.5004557,0.47574713,0.47227989,0.57191197,0.48157128,0.24068016,0.48770857,0.62745233,0.39225262,0.50750504,0.47098598,0.50741653,0.34259432,0.67068205,0.32294596,0.8396824,0.61920287,0.58600611,0.42695496,0.2532181,0.47455488,0.43472057,0.68987658,0.50246903,0.56732526,0.50344204,0.59858111,0.43298315,0.58841929,0.57986967,0.65272438,0.88781104,0.61672917,0.58975999,0.39549961,0.64473471,0.44525446,0.5517548000000001,0.41150267,0.4450531,0.40559441,0.28732416,0.35203679,0.70962108,0.43591008,0.8271179
93,32,2,0.4516679,0.56628799,0.51580882,0.47543082,0.49541735,0.40076149,0.52318722,0.5786795,0.485208,0.20822475,0.47730812,0.63432578,0.41198988,0.50267526,0.43767888,0.5554588,0.34814470000000003,0.67903547,0.31526055,0.77910895,0.59662006,0.57260121,0.42223864,0.22113263,0.45743370000000005,0.46861579,0.68397783,0.48695429,0.54718546,0.49048714,0.58663353,0.44571348,0.57507959,0.56346863,0.66607661,0.95709862,0.62772102,0.56070583,0.36395121,0.67991172,0.48077844,0.5006832,0.43844238,0.42469819,0.39296217,0.30778368,0.3460926,0.75095717,0.42417679,0.83130231
94,33,0,0.48594514,0.59413756,0.53591912,0.52539736,0.5089656,0.30130029,0.5682548000000001,0.60413343,0.52488076,0.20045282,0.49124722,0.65835175,0.51521626,0.52069257,0.42090727,0.60425174,0.37264400000000003,0.68011909,0.35168183,0.61397442,0.57743214,0.585857,0.44316006,0.21505255,0.46158065,0.56108974,0.68619958,0.48537377,0.54915191,0.49108683,0.57207411,0.4732809,0.58740847,0.53168721,0.68144793,1.0,0.64278633,0.55529765,0.34568876,0.72003423,0.55354081,0.46451099999999995,0.47003443,0.41960606,0.40584544,0.34610034,0.38913195,0.79216499,0.43832834,0.82462194
95,33,1,0.55435878,0.65302238,0.58860294,0.61094194,0.55190423,0.24305316,0.63643492,0.68514443,0.59427663,0.25676924,0.54441741,0.71014092,0.67030382,0.57415218,0.44593589,0.65565698,0.44729079,0.68244416,0.44470637,0.45468902,0.56970014,0.64083352,0.53147208,0.26785373,0.51380062,0.68575226,0.72202535,0.50803076,0.58961789,0.51859854,0.55582467,0.5132190999999999,0.63003025,0.45142498,0.69644586,0.97688076,0.67134359,0.57640928,0.37271719,0.76094046,0.66012047,0.45897988,0.51074071,0.43912136,0.45599785,0.38673804,0.47392749,0.82206434,0.48758584,0.81045368
96,33,2,0.64034841,0.74859249,0.67966912,0.72324745,0.60854472,0.33745690000000006,0.73178254,0.78933975,0.69992051,0.37924406,0.61204116,0.76443769,0.85506085,0.66198008,0.54312393,0.71210665,0.56433007,0.70037138,0.53773091,0.3620644,0.58821506,0.69814359,0.67853242,0.37844176,0.59054166,0.82849549,0.78066853,0.57178983,0.66054986,0.57168323,0.58449164,0.59994382,0.71942853,0.38450185,0.70750933,0.89102789,0.72314539,0.61320859,0.47903079,0.80932348,0.79280253,0.50670098,0.57951498,0.50862304,0.54701452,0.41758362,0.56398701,0.82469903,0.58090626,0.78791661
97,34,0,0.68408451,0.82720242,0.73632353,0.8528526,0.6819284999999999,0.51158764,0.83698006,0.8735901,0.74450185,0.5688014,0.66508621,0.82826748,0.95005914,0.71991148,0.6812822,0.75504444,0.71325881,0.72561046,0.63581472,0.37486546,0.63288716,0.7584433,0.81321082,0.55632763,0.68209751,0.94250542,0.82523689,0.65336181,0.73177074,0.66336154,0.67755084,0.72589888,0.86310092,0.44194079999999997,0.68349468,0.79637628,0.78011983,0.66110058,0.65003261,0.85200432,0.88948954,0.61352363,0.66452487,0.60211491,0.63851533,0.43956705,0.65405426,0.79124729,0.68116452,0.7727206
98,34,1,0.70012602,0.84947206,0.75301471,0.92203447,0.73196383,0.63297414,0.92300799,0.90921596,0.75463699,0.73040384,0.71405729,0.88843603,0.99314537,0.74262839,0.76838867,0.76699496,0.87059463,0.75314305,0.70609319,0.45276577,0.67027593,0.79460225,0.89038103,0.70493355,0.72775148,0.98957823,0.86416201,0.733695,0.80202237,0.73116734,0.73812924,0.79797753,0.93545049,0.53860407,0.68032084,0.73370279,0.82784818,0.7237723,0.76845813,0.87447077,0.95042088,0.7186336,0.72719613,0.67613688,0.7131343000000001,0.46025320000000003,0.71678132,0.75223998,0.75341903,0.7665541
99,34,2,0.70809489,0.86098255,0.75007353,0.9739836,0.77597772,0.7216954000000001,1.0,0.92833563,0.75364335,0.81841789,0.7621663000000001,0.92062725,0.98378543,0.74243312,0.83285633,0.77546241,0.94713554,0.77499448,0.76047698,0.55227172,0.71891124,0.81212257,0.91980981,0.79533571,0.7493727,1.0,0.89328919,0.7990345999999999,0.86544268,0.79072538,0.79142341,0.84073034,0.96235275,0.63718301,0.69610012,0.67689178,0.87152463,0.79164693,0.85044352,0.89050536,0.97768167,0.78920917,0.76782182,0.74135427,0.76930249,0.48172085,0.75247739,0.6970002,0.80430827,0.76802232
100,35,0,0.70716827,0.87358498,0.73926471,0.98067592,0.8031971,0.79295977,0.99357778,0.93314993,0.74920509,0.86033638,0.79463293,0.9235286,0.94506123,0.73240903,0.87106468,0.78549123,0.96887129,0.7814226,0.79114971,0.65724746,0.75801989,0.81689406,0.92090214,0.83766177,0.74759973,0.98083514,0.90747509,0.84322939,0.91204101,0.82027438,0.83981925,0.84848315,0.95837313,0.72053074,0.73655096,0.62700552,0.90234493,0.84580767,0.88416384,0.88797406,0.97845393,0.84009359,0.77895817,0.77389489,0.82679756,0.48848078,0.76172219,0.6553581999999999,0.83782356,0.77734547
101,35,1,0.69883617,0.90378874,0.73764706,0.95599799,0.82277703,0.88333333,0.96236278,0.92379642,0.73906995,0.88924314,0.81931313,0.90425532,0.88404359,0.73058647,0.87306812,0.80699015,0.93782021,0.7787714,0.80493521,0.7669431,0.77372317,0.81570119,0.91717535,0.8811778,0.72891593,0.9521578000000002,0.91459581,0.87842802,0.93233924,0.83323749,0.85808405,0.84151685,0.92215855,0.84007223,0.78357074,0.60899716,0.92044916,0.89491552,0.8829246,0.85838213,0.96138698,0.90445484,0.76415855,0.78664791,0.86074054,0.48010316,0.76593492,0.6133510999999999,0.85455186,0.7926883000000001
102,35,2,0.68105263,0.92794174,0.75264706,0.91952485,0.82217284,0.93426724,0.92756329,0.90055021,0.72476153,0.89911284,0.81104004,0.89016303,0.84758308,0.74536223,0.85160275,0.79960365,0.89419345,0.77103871,0.80886407,0.84255845,0.76220743,0.80854395,0.90657328,0.89281682,0.70245661,0.9454431000000001,0.90834157,0.88611704,0.91826654,0.82370821,0.83740624,0.825,0.88920726,0.91300934,0.82104826,0.60038883,0.9175180000000001,0.90565293,0.8410514000000001,0.81589046,0.934744,0.908292,0.73024397,0.76504493,0.86510669,0.45806502,0.79276494,0.59376357,0.84116922,0.8036999
103,36,0,0.65993328,0.95113302,0.77382353,0.88848921,0.80680177,0.95897989,0.8872377,0.87469051,0.71058559,0.8814896999999999,0.77850389,0.88111357,0.81837142,0.76573586,0.82162278,0.76411242,0.83892253,0.75750913,0.80865729,0.89025143,0.73797951,0.78819056,0.88209214,0.87118909,0.67251897,0.94376443,0.89320032,0.87321657,0.89076421,0.81424464,0.78776322,0.78410112,0.84694365,0.96270707,0.85562163,0.5805165,0.89927368,0.88394126,0.77811114,0.77761463,0.91682755,0.86835751,0.68110484,0.717119,0.85295858,0.42569553,0.84633223,0.59498717,0.81728004,0.81001321
104,36,1,0.65249815,0.96134119,0.77772059,0.86590263,0.78592129,0.95905172,0.85325965,0.8477304,0.7099894,0.83696516,0.74819244,0.87455098,0.82451388,0.76840461,0.79271608,0.72231564,0.8122186,0.74193854,0.80686518,0.91954124,0.71986091,0.75948706,0.84816552,0.82591853,0.6549245,0.93963769,0.86828336,0.86270824,0.85366263,0.81630658,0.7473023,0.74707865,0.80730659,0.99073565,0.88390264,0.54857847,0.87778568,0.84170219,0.71901905,0.74963517,0.9205344000000001,0.82039307,0.62829511,0.66016157,0.82571275,0.37937637,0.91226714,0.61619301,0.79843869,0.80751725
105,36,2,0.65349889,0.95597163,0.76367647,0.85770453,0.75601888,0.94935345,0.82114853,0.8221458,0.7231717,0.7806395,0.72747497,0.87054435,0.85550596,0.75336848,0.76509731,0.69012731,0.79040522,0.72045533,0.79886959,0.93462726,0.71205414,0.72839782,0.80646405,0.75659689,0.64808805,0.92844653,0.83772315,0.86313541,0.81434296,0.82707632,0.71577045,0.70803371,0.77266794,0.9883018,0.91619416,0.51418521,0.83674943,0.78959419,0.67186277,0.74469868,0.94045872,0.76192794,0.56886951,0.60016338,0.78270576,0.34105971,0.97456907,0.64571739,0.78781476,0.79166055
106,37,0,0.66380282,0.93650698,0.74014706,0.86038146,0.73809792,0.94066092,0.80285266,0.80749656,0.74185215,0.73268644,0.72566741,0.87075159,0.88620554,0.72791772,0.75164568,0.68274081,0.77514361,0.69961389,0.77336642,0.94336127,0.70756001,0.69919481,0.76810384,0.71069226,0.65347457,0.91228929,0.80273053,0.86458778,0.7917055000000001,0.83759139,0.70197018,0.68129213,0.75715536,0.97966554,0.92877887,0.49346107,0.79776068,0.75529765,0.65016958,0.75255382,0.95528612,0.71897988,0.52822185,0.56644277,0.73458849,0.32542201,1.0,0.66501875,0.78329518,0.77125239
107,37,1,0.6800593,0.89497305,0.70629412,0.87401707,0.73611125,0.92018678,0.7932939999999999,0.79387895,0.75788288,0.68732095,0.73053393,0.8762089,0.90521791,0.69400508,0.73318546,0.69186884,0.76694613,0.69099746,0.72353184,0.94115571,0.69341958,0.67603817,0.73212106,0.65780422,0.66907069,0.89004686,0.75875093,0.86023067,0.76801491,0.83759139,0.69513782,0.67640449,0.74516874,0.9587815000000001,0.91875259,0.48766873,0.75963404,0.71662719,0.64156666,0.77354292,0.96246814,0.67305569,0.5206462000000001,0.55514205,0.6969428000000001,0.32528134,0.98740048,0.67702783,0.77771908,0.7472470999999999
108,37,2,0.69302446,0.82631083,0.66501471,0.90162289,0.73905029,0.87729885,0.79194982,0.77551582,0.76000265,0.65167729,0.7195495,0.8923045000000001,0.88437424,0.6550153000000001,0.69997138,0.72153495,0.75600838,0.6739645000000001,0.65201958,0.92474636,0.67454573,0.66731529,0.70802544,0.6180230999999999,0.6968973,0.85612366,0.72672436,0.84803076,0.76493942,0.82087407,0.69241753,0.71,0.733007,0.92737693,0.85209515,0.51175003,0.73523643,0.68726512,0.67264545,0.8128546999999999,0.94764074,0.6171081,0.54706572,0.56222202,0.65194549,0.34939043,0.94952462,0.6741267,0.76867993,0.72289678
109,38,0,0.70245367,0.78270321,0.64494853,0.93550276,0.74907579,0.83678161,0.80232992,0.75832187,0.7572867,0.66170409,0.70599277,0.89720917,0.84474712,0.63611274,0.68281339,0.748859,0.75147493,0.66136074,0.60682382,0.90833701,0.65806476,0.66961157,0.71200925,0.63330149,0.71736158,0.83737847,0.72932381,0.84639043,0.77054986,0.79834059,0.70920922,0.74168539,0.73441579,0.91560022,0.79041626,0.54738593,0.73727316,0.6841939,0.72071484,0.83587064,0.92686694,0.61694899,0.59627079,0.5867296,0.64068496,0.37546890000000005,0.90415089,0.66388396,0.76545166,0.71656879
110,38,1,0.71082283,0.7631484000000001,0.63944853,0.96285762,0.76098555,0.81149425,0.81920693,0.75955983,0.75953895,0.68974217,0.69841491,0.89030119,0.80626455,0.63175812,0.67970092,0.77648331,0.74871914,0.66077159,0.59383099,0.89686811,0.64825394,0.67727578,0.73032192,0.67137149,0.73129742,0.82989438,0.74736445,0.85484836,0.78527493,0.77625893,0.74200633,0.76814607,0.74211238,0.927848,0.7494814000000001,0.58012567,0.7532329000000001,0.70038686,0.76030524,0.84056391,0.91149896,0.6450351,0.64267712,0.62566942,0.64809934,0.3972257,0.85815877,0.65697651,0.77026472,0.72045221
111,38,2,0.72524092,0.76908898,0.65647059,0.97281245,0.7692804,0.81106322,0.83473975,0.78370014,0.77199258,0.74038444,0.69174778,0.8923045000000001,0.7759592,0.64983402,0.68900258,0.80687005,0.74923925,0.66282312,0.61237248,0.88319365,0.64430569,0.69373742,0.76964596,0.73076522,0.74346781,0.831643,0.77139271,0.86723622,0.8059739,0.75207426,0.78913692,0.8,0.75690067,0.95202952,0.71082838,0.60740377,0.78236131,0.73807832,0.79265588,0.82722277,0.89504981,0.70465138,0.68348597,0.66828538,0.6760624,0.41389497,0.8206694,0.64950661,0.78323649,0.73046542
112,39,0,0.74225352,0.81189517,0.68108824,0.97356533,0.78047332,0.88397989,0.85004854,0.82235213,0.7890832,0.80474078,0.68677697,0.90556784,0.77122836,0.67512856,0.70413566,0.82446553,0.75222791,0.6748798,0.69582299,0.86695192,0.64573394,0.71287557,0.82124269,0.79284287,0.76523176,0.844303,0.79534321,0.88022213,0.84766076,0.73023084,0.83527338,0.8347190999999999,0.77604266,0.97778127,0.72099295,0.62217523,0.82223372,0.77642508,0.80876598,0.80270246,0.88925786,0.77437529,0.71693897,0.70186984,0.74956966,0.41573148,0.81031151,0.64169134,0.80900393,0.74651299
113,39,1,0.75211268,0.85804732,0.72091176,0.9790865,0.79243428,0.95775862,0.86386379,0.85577717,0.80299417,0.87392108,0.68781285,0.93319978,0.79031704,0.7151598000000001,0.73583286,0.81359596,0.76027014,0.69202849,0.76688723,0.84191442,0.6515291999999999,0.73374338,0.88736105,0.85042995,0.78972279,0.85920123,0.81848276,0.90491243,0.89192917,0.72402859,0.86509715,0.86168539,0.79879019,1.0,0.7568801,0.62026116,0.86501573,0.82322754,0.80433081,0.77220971,0.89636265,0.8734861999999999,0.72025057,0.72297359,0.80617716,0.40106283,0.82762619,0.63447799,0.84874098,0.77433563
114,39,2,0.74366197,0.88609725,0.74551471,0.98954325,0.7882971,0.99777299,0.85527593,0.87634113,0.79815845,0.91839941,0.68965517,0.93768997,0.80930398,0.73943891,0.74341729,0.7941989,0.7698494,0.70315936,0.81348222,0.81790031,0.65911164,0.73634534,0.92334383,0.88873447,0.80767786,0.86332797,0.83482376,0.92217001,0.92273066,0.72548263,0.86358789,0.85668539,0.79998408,0.99733061,0.78253354,0.6016916,0.88498427,0.86467709,0.78143752,0.75633727,0.91196231,0.91495555,0.69681295,0.71435055,0.82944235,0.38111128,0.8569993,0.63018551,0.86347362,0.8078843000000001
115,40,0,0.70934766,0.89799844,0.76147059,1.0,0.75921394,1.0,0.82182063,0.87083906,0.770469,0.93706681,0.69556452,0.93181818,0.82500986,0.75467031,0.74484831,0.76525342,0.77984785,0.70513724,0.82754342,0.79201588,0.6686383,0.70328786,0.92816295,0.92200122,0.81406356,0.85626355,0.83870072,0.92960273,0.93205965,0.72701881,0.83679169,0.81382022,0.78316619,0.97511188,0.79864472,0.57063545,0.87949912,0.89017843,0.74778242,0.75764346,0.92709862,0.91965372,0.65160818,0.6763638000000001,0.82313072,0.36864645,0.88243024,0.62894217,0.85560838,0.83012773
116,40,1,0.65719051,0.89636553,0.75426471,0.99824327,0.7231672,0.98563218,0.77447539,0.84016506,0.71369899,0.91334442,0.70807842,0.9125449000000001,0.83533631,0.74679425,0.74162851,0.73360557,0.78520416,0.69302795,0.81810036,0.7755536,0.66904958,0.65150973,0.89732057,0.92156692,0.80542409,0.84346366,0.83536809,0.91952157,0.91287046,0.71713629,0.80583823,0.77011236,0.75086756,0.92243071,0.8033467,0.52502831,0.84253632,0.90012632,0.71093139,0.76240879,0.92532242,0.90079551,0.60599311,0.6204956,0.79724762,0.36236324,0.88289402,0.62332741,0.82039091,0.84334165
117,40,2,0.59542624,0.87482719,0.71439706,0.96486532,0.67566128,0.95761494,0.70379359,0.76946355,0.64222973,0.85292487,0.71662959,0.86688312,0.82672669,0.70415934,0.72481397,0.68976699,0.7763545999999999,0.66043492,0.76571547,0.74771945,0.6511254,0.56695743,0.8219495000000001,0.88552072,0.77537375,0.81478632,0.81886046,0.88517727,0.86736253,0.67729401,0.75196566,0.70674157,0.69610793,0.87092722,0.79173005,0.47497169,0.77127247,0.8783357,0.66162275,0.73994235,0.88748166,0.85836219,0.54825995,0.54007443,0.75085171,0.3504689,0.84911494,0.60410499,0.76539297,0.8346792
118,41,0,0.5192513,0.83909359,0.651625,0.90630751,0.62160142,0.91228448,0.62757076,0.68789546,0.56034711,0.74980131,0.70717464,0.80857972,0.78689609,0.64087092,0.69117773,0.64196493,0.75435491,0.59566969,0.69954508,0.71324217,0.60801615,0.49102363,0.72910107,0.79639538,0.72918639,0.77750577,0.78716715,0.84054677,0.82965517,0.63450259,0.68851333,0.61404494,0.63084209,0.80419251,0.76462453,0.43241104,0.67474891,0.84391284,0.61397078,0.68804612,0.81913661,0.81760412,0.50720932,0.46509939,0.68646226,0.32875899,0.79237845,0.57844879,0.70828197,0.79430333
119,41,1,0.42432913,0.7739877,0.55566912,0.81044839,0.56593378,0.83692529,0.55322978,0.590674,0.45329226,0.58858701,0.67084956,0.73514783,0.69413605,0.54642322,0.61252147,0.58038074,0.70051234,0.54312948,0.58987455,0.65895015,0.54856053,0.40892418,0.59826512,0.60495093,0.65741868,0.72231937,0.71902598,0.77548056,0.77300093,0.56649963,0.61166742,0.53987079,0.56444604,0.72775379,0.71850366,0.39319751,0.55487305,0.76207958,0.55537438,0.60559409,0.71855742,0.76186242,0.46642245,0.38699283,0.61046261,0.29881994,0.7022339,0.54287547,0.61683395,0.69423726
120,41,2,0.28293551,0.67746589,0.42650735,0.60197423,0.48876099999999995,0.65596983,0.43194683,0.38994498,0.28983837,0.33717771,0.59933259,0.58788339,0.52151132,0.42443533,0.44310246,0.51599207,0.57911039,0.47414546,0.42666805,0.52406705,0.47467285,0.3339745,0.41820343,0.36502215,0.53074149,0.58490592,0.6270454000000001,0.68917557,0.70862069,0.46032202,0.49370086,0.40739888,0.46243235,0.6463767,0.61974831,0.35179933,0.42811113,0.67197221,0.46153144,0.45477885,0.53896826,0.64349088,0.42526192,0.27100844,0.48436435,0.25945608,0.60574322,0.50960134,0.45365381,0.57959918
121,42,0,0.25451446,0.59003025,0.38921324,0.51265685,0.44107075,0.5325430999999999,0.34957807,0.30941541,0.24915209,0.21526661,0.52722469,0.51242056,0.41333791,0.38851136,0.34784631,0.47174514,0.48518864,0.42259419,0.33832368,0.47882664,0.41814103,0.30319839,0.32024031,0.23060888,0.46073173,0.46238372,0.51231407,0.62257155,0.67109972,0.39361702,0.46610935,0.34455056,0.43035657,0.59767606,0.53658553,0.33915239,0.39139618,0.57346439,0.43512914,0.37002072,0.42360028,0.57422555,0.40093047,0.24726786,0.39270217,0.25542357,0.51513488,0.4836195,0.3477725,0.49718837
122,42,1,0.26369904,0.5258961,0.34645588,0.3977748,0.42134745,0.46033046,0.31677246,0.31519945,0.2520204,0.16699935,0.45759177,0.46374689,0.340951,0.34827833,0.24774614,0.44203099,0.40676137,0.39849134,0.3053212,0.52573445,0.38054288,0.28572281,0.30051404,0.1751672,0.39093982,0.32439673,0.42047790000000007,0.54828706,0.63993476,0.35738109,0.47499322,0.32174719,0.43463865,0.55440057,0.491329,0.34309078,0.38875598,0.53580452,0.43663579,0.34321232,0.34904626,0.53024801,0.40806653,0.26697377,0.38277748,0.27585183,0.45216047,0.46319321,0.35665904,0.43404786
123,42,2,0.28227576,0.49332812,0.35909559,0.36250627,0.40696972,0.42285201,0.3288328,0.35465612,0.27128378,0.19551797,0.42311596,0.45253523,0.32393524,0.36162208,0.23214081,0.44124429,0.36268437,0.39054823,0.31390957,0.59413322,0.37262394,0.29839708,0.32679432,0.20331799,0.3693712,0.28859201,0.40460347,0.52107646,0.64667288,0.36241682,0.49849074,0.32224157,0.46326011,0.54712256,0.49592726,0.35503623,0.41681754,0.5188931,0.45390686,0.36518332,0.34825855,0.52214319,0.42460986,0.30745212,0.40321858,0.31347296,0.40975497,0.45323663,0.38748606,0.41334606
124,43,0,0.30760563,0.47394362,0.39008088,0.36899782,0.39718999,0.40350575,0.34427601,0.40997937,0.29759539,0.24324924,0.39737208,0.45694943,0.32070505,0.39266419,0.23981826,0.46156017,0.348331,0.40263648,0.33966088,0.68126158,0.38776639,0.32162827,0.36690227,0.25633632,0.37236872,0.28026859,0.40835824,0.5212815,0.67424977,0.38950136,0.527953,0.33277528,0.50777619,0.55104813,0.51439635,0.3808913,0.46371611,0.53361756,0.47474563,0.39992793,0.36196617,0.5330744000000001,0.44084548,0.34564764,0.44011117,0.37539856,0.39223931,0.45142096,0.40845806,0.42161944
125,43,1,0.33486286,0.47911282,0.44116912,0.40741175,0.37893109,0.37941092,0.38804421,0.45619670000000007,0.32650371,0.30992515,0.39245690000000005,0.47768721,0.34841606,0.44338996,0.27369061,0.48527504,0.33939606,0.43852248,0.38842707,0.76891045,0.43225155,0.34941475,0.41091049,0.32857639,0.38907670000000005,0.30194446,0.43686333,0.55659974,0.70706431,0.43446973,0.56131948,0.34457303,0.57941738,0.57865274,0.53915779,0.41458306,0.5262188,0.57201958,0.49437777,0.43990631,0.37464669,0.57415068,0.43801011,0.38631206,0.5068136999999999,0.44116912,0.38071423,0.45412473,0.4436227,0.45211423
126,43,2,0.34819867,0.49772595,0.47999265,0.42382466,0.35247975,0.36448994,0.42148458,0.48737964,0.34358771,0.35912577,0.39860261,0.48760707,0.38795417,0.48165723,0.30160275,0.47991232,0.35130415,0.45878528,0.43354012,0.81906484,0.45153668,0.35961381,0.44418814,0.37757318,0.39839982,0.32559978,0.46881214,0.59011534,0.70024231,0.44800789,0.55225486,0.35442135,0.61368195,0.58700636,0.5362882,0.42995581,0.56265356,0.60926891,0.49709757,0.46480497,0.38248513,0.58540945,0.42195033,0.40267768,0.51663977,0.48819944,0.38665842,0.45148017,0.45050185,0.47397592
127,44,0,0.34744255,0.51783174,0.49603676,0.43352853,0.31920820000000005,0.35645115,0.44384288,0.50997937,0.34697271,0.39680251,0.40276696,0.48570047,0.43345669,0.49711645,0.32159416,0.4588638,0.36474926,0.46473998,0.46954784,0.83399206,0.45657668,0.34602252,0.465675,0.41415791,0.39358425,0.35275932,0.50149413,0.61686459,0.66758621,0.45617349999999995,0.51200181,0.36256742,0.62034384,0.57990893,0.53279629,0.42573682,0.56893616,0.61920891,0.47796765,0.47736239999999996,0.38457796,0.56831072,0.39172101,0.39680948,0.50583647,0.50364958,0.39923475,0.44281626,0.43899161,0.48576567
128,44,1,0.33727947,0.53081485,0.48879412,0.43768613,0.29635129,0.35577586,0.45041446,0.5129435999999999,0.34069952,0.40982349,0.40280868,0.46846505,0.46070988,0.48940311,0.32823412,0.43484266,0.36933706,0.45413515,0.49212848,0.77744155,0.45224706,0.325356,0.46517381,0.42272214,0.38377282,0.36705603,0.5218565,0.62381888,0.62636533,0.46079849,0.46728423,0.35870787,0.60345431,0.5625265,0.53599779,0.40012226,0.55512091,0.59684983,0.44915862,0.47667778,0.38647772,0.54364998,0.35642904,0.37999455,0.48085888,0.48335417,0.41286233,0.44154332,0.41638199,0.48754955
129,44,2,0.32022239,0.53620444,0.46541176,0.44268864,0.26780064,0.35930316,0.44368606,0.50376891,0.32917329,0.40419555,0.39558537,0.43673667,0.4785777,0.46565775,0.32045650000000003,0.42065818,0.36693059999999994,0.43073718,0.50288117,0.69256286,0.44776789,0.30471929999999997,0.45318383,0.41067489,0.37339794,0.38226201,0.54107466,0.62029902,0.58854613,0.47053315,0.42469047,0.35003933,0.57762655,0.54011934,0.54774582,0.37313478,0.52749041,0.56073741,0.417545,0.4643996,0.39133524,0.50606458,0.32630962,0.36046564,0.44291734,0.45329791,0.43278194,0.45497336,0.39667195,0.48035531
130,45,0,0.30926612,0.5346616999999999,0.44605147,0.44997489999999996,0.25734503,0.36571121,0.42852662,0.49177442,0.32016428,0.38901211,0.38534483,0.41110113,0.48842089,0.44607824,0.30590298,0.41479102,0.36358485,0.41530336,0.49149435,0.60037053,0.44959246,0.29157534,0.43878429999999996,0.38976809,0.36562993,0.39432049,0.55370533,0.61036309,0.56723206,0.47987349,0.41207411,0.34683708,0.5711715999999999,0.52652901,0.55784815,0.35273132,0.50510798,0.54009948,0.40482651,0.44647329,0.39847865,0.49793168,0.30834493,0.35741127,0.41387843,0.43045483,0.44405967,0.47270574,0.38700475,0.47694905
