,measure_number,beat_number,pid52932-15,pid5667229-06,pid5667249-19,pid5667291-09,pid9048b-01,pid9049-26,pid9050-26,pid9054-26,pid9058-26,pid9059b-01,pid9060-26,pid9061-26,pid9062-26,pid9063b-01,pid9064-07,pid9066-26,pid9070b-01,pid9072b-01,pid9074f-26,pid9075-26,pid9090-13,pid9099b-01,pid9101b-08,pid9104-26,pid9111-26,pid9113-09,pid9114b-10,pid9118b-01,pid9119-06,pid9124-12,pid9129-21,pid9138-26,pid9174-26,pid917520g-09,pid9192-26
44,15,2,0.6773718000000001,0.51462474,0.95141907,0.63290984,0.570325,0.64502436,0.93544292,0.66655147,0.67170912,0.67925021,0.79532826,0.78407512,0.50974413,0.54534884,0.60084907,0.68250564,0.84746174,0.65216512,0.62657418,1.0,0.61604699,0.74631973,0.69656134,0.71143909,0.73888324,0.6017704,0.41286033,0.64711199,0.89167704,0.56149794,0.45661426,0.79247619,0.59575628,0.87960904,0.48755089
45,16,0,0.71657119,0.49630196,0.94947584,0.66433438,0.65617929,0.63974948,0.98558346,0.64506653,0.68747106,0.71491085,0.8425851000000001,0.80857921,0.55315457,0.54116145,0.63629451,0.68400818,0.87806655,0.69400321,0.66621321,0.99993645,0.63691834,0.73824897,0.71772337,0.70079862,0.75055359,0.60330987,0.43836186,0.63189912,0.93013121,0.57728187,0.4828331,0.81050535,0.57473661,0.86290532,0.49863119
46,16,1,0.70930557,0.43256169,0.92022501,0.67575032,0.71033365,0.62682672,0.99310908,0.60532227,0.66611783,0.75253086,0.88746831,0.80152248,0.63033649,0.49862885,0.62388797,0.65354825,0.87879524,0.72017293,0.70570409,0.97470768,0.63845803,0.70448089,0.73174304,0.67075634,0.7948411,0.57752364,0.46635687,0.60260327,0.9814193999999999,0.58133321,0.49641893,0.80393951,0.52879246,0.79434105,0.50468464
47,16,2,0.67857342,0.3726869,0.88243416,0.65242742,0.7323629,0.61295755,0.95466497,0.54272795,0.59254781,0.77930899,0.89987592,0.77201756,0.68504206,0.45026213,0.5712774,0.62292607,0.86802688,0.73941845,0.71829753,0.93352822,0.62152144,0.67097107,0.73090605,0.6483871,0.82793704,0.54054322,0.47780422,0.5691675,1.0,0.52081218,0.49461648,0.77530811,0.46271274,0.72397097,0.50502095
48,17,0,0.63603465,0.27216277,0.83702378,0.60046032,0.72407581,0.61131524,0.87577296,0.46246184,0.43636052,0.79099993,0.89005772,0.73212202,0.73024886,0.38539454,0.44053352,0.59076608,0.85304834,0.75671153,0.72752374,0.85930351,0.60469891,0.65792872,0.72093185,0.61912778,0.87030941,0.50717506,0.47051268,0.49275965,0.99291256,0.37216742,0.49381451,0.71250202,0.40033154,0.64719028,0.51200661
49,17,1,0.61190443,0.23374099,0.79938635,0.57890505,0.71122,0.63427279,0.81273914,0.44423132,0.39679273,0.79002025,0.85725846,0.71072957,0.79671399,0.34872295,0.34680015,0.57895034,0.84940491,0.77916463,0.74368644,0.80998983,0.60293111,0.68452996,0.7218386,0.5964062,0.91501586,0.51670332,0.47330839999999996,0.44910061,0.96906427,0.37244517,0.50514531,0.65227921,0.29848965,0.6010406,0.54561921
50,17,2,0.62711332,0.28856373,0.81917668,0.63554901,0.71790012,0.67512874,0.76684196,0.47867058,0.48249721,0.78988962,0.83994174,0.70900706,0.87039082,0.39966393,0.40485363,0.60620767,0.86422152,0.7994561,0.76126338,0.79213269,0.625,0.72352789,0.73892725,0.60735202,0.95816626,0.58016274,0.58664853,0.4453584,0.943923,0.46225457,0.53443703,0.65330176,0.309541,0.60337686,0.60859048
51,18,0,0.65696521,0.34934847,0.84592176,0.69796845,0.75340491,0.69283925,0.78367939,0.53026323,0.62775062,0.79126118,0.84684685,0.71734178,0.91500175,0.44582605,0.45921303,0.65040914,0.89798397,0.81591242,0.77735874,0.78774784,0.64706889,0.75981405,0.75796889,0.64291419,0.98372135,0.64262151,0.72122105,0.46740486,0.93195096,0.5300066999999999,0.55988566,0.70006996,0.37562072,0.66107242,0.63543572
52,18,1,0.68938103,0.42837592,0.87609307,0.79328546,0.81372054,0.70702853,0.83554266,0.58349173,0.76425692,0.79557181,0.86562011,0.73601156,0.94645987,0.50742035,0.55048156,0.69113995,0.93700915,0.82330381,0.79958246,0.78622267,0.68516195,0.78899793,0.77910302,0.70201221,0.99766593,0.72635804,0.86202728,0.49737865,0.93233407,0.57365195,0.5984437,0.76895754,0.48142636,0.74658872,0.66281197
53,18,2,0.71203018,0.48714421,0.8916900999999999,0.85466151,0.87900843,0.71517049,0.88899266,0.62260238,0.8487008,0.80144994,0.8924853000000001,0.76057121,0.95828952,0.56033069,0.61058168,0.7148701999999999,0.95854587,0.82163029,0.81433093,0.78654042,0.7267906,0.81637397,0.79723792,0.76958973,1.0,0.77743567,0.93358268,0.5329567,0.94689206,0.58839192,0.61888201,0.82207631,0.58186105,0.82295182,0.68570417
54,19,0,0.71203018,0.53000655,0.89501406,0.91345977,0.9213806999999999,0.72164231,0.94414725,0.64690974,0.89589229,0.80732806,0.91530453,0.77807412,0.95224325,0.6122866,0.68495755,0.72636851,0.94518662,0.8112404999999999,0.82874268,0.7895272,0.76151916,0.8325155000000001,0.80707261,0.83134983,0.9852774,0.82543435,0.99852658,0.55862786,0.96844172,0.58591131,0.63631888,0.8573812,0.64952479,0.87061386,0.70187032
55,19,1,0.68595082,0.56272112,0.88396829,0.93530964,0.94335952,0.72219903,0.96046786,0.64541213,0.90772661,0.80576056,0.9247450999999999,0.78540868,0.92770768,0.6492136,0.72772779,0.70704007,0.88438183,0.7871836,0.83419759,0.78749365,0.7837021,0.83380682,0.80267838,0.86736611,0.94727392,0.84654717,1.0,0.57448251,0.97720525,0.56348051,0.64293314,0.86513105,0.6866205,0.85670914,0.71042539
56,19,2,0.64070141,0.56567664,0.87154181,0.93684404,0.93197377,0.71899791,0.95248889,0.62098957,0.89306234,0.79746587,0.91751632,0.7798522,0.8863476999999998,0.66422906,0.74515271,0.66789644,0.81742369,0.75099365,0.8290794,0.77764362,0.78016651,0.8197314,0.78070726,0.88513937,0.89490694,0.85232021,0.95742189,0.56900479,0.97097979,0.52529451,0.64136891,0.86766051,0.69404701,0.80781689,0.7114284000000001
57,20,0,0.56870197,0.54903545,0.8551777,0.92383232,0.88967356,0.7091858,0.92247711,0.58573815,0.85077609,0.78361962,0.90127852,0.76551647,0.81723624,0.66317381,0.73640857,0.60686371,0.73517124,0.68597029,0.80173749,0.7564184,0.75325046,0.79203254,0.7312548000000001,0.88161604,0.82093483,0.84687706,0.91507046,0.54195065,0.95139354,0.45129777,0.62926791,0.8681986999999999,0.68063066,0.71239123,0.70246032
58,20,1,0.52143356,0.50976196,0.8243415999999999,0.89289879,0.83966275,0.69431454,0.87560069,0.54649502,0.78684504,0.76925087,0.87980795,0.74834695,0.7033123,0.64047587,0.71930047,0.53752822,0.60659056,0.59481905,0.72745639,0.74027707,0.69702327,0.72785382,0.65349097,0.85969308,0.74271351,0.83681548,0.80970192,0.47276507,0.92634805,0.36701465,0.61603144,0.87282708,0.6553378000000001,0.63175062,0.67443507
59,20,2,0.48011038,0.46398777,0.79882383,0.85349537,0.77689702,0.69310369,0.83138997,0.50343874,0.72186776,0.7652668,0.86049523,0.74634661,0.58364879,0.61154053,0.71961729,0.51870062,0.53652336,0.53888153,0.64914136,0.75571937,0.64387546,0.67555527,0.59107903,0.81944879,0.68585792,0.8291181000000001,0.67271147,0.42670162,0.89684896,0.37732976,0.59911863,0.88638932,0.62886613,0.5696534000000001,0.63248569
60,21,0,0.46169484,0.45436413,0.7920225000000001,0.82409624,0.74036175,0.70925539,0.81606673,0.49782271,0.68098791,0.77917837,0.86535038,0.75795966,0.52673502,0.59098669,0.74103409,0.53479825,0.55016598,0.54034586,0.61579231,0.80598627,0.61981068,0.65676653,0.59600335,0.78805199,0.6702376,0.82433473,0.56054252,0.43076923,0.88358395,0.44054209,0.59278228,0.90135084,0.62737788,0.5656129,0.60800047
61,21,1,0.48235993,0.4772221,0.78583482,0.78978703,0.73373207,0.73806541,0.80924835,0.5313922,0.67292685,0.80562994,0.88606571,0.76057121,0.52635822,0.57691894,0.7800659000000001,0.58416337,0.62191725,0.57277735,0.60734056,0.86082867,0.61553376,0.67006715,0.64133361,0.75760257,0.68101023,0.8173521,0.48392459,0.46455753,0.87041471,0.55918016,0.59849929,0.90770142,0.62977971,0.62242813,0.58748009
62,21,2,0.51428671,0.50423673,0.77478906,0.76554348,0.74944152,0.75782881,0.80135098,0.57148782,0.68211989,0.82548495,0.89858122,0.74690226,0.55474939,0.57115204,0.8021796999999999,0.62083804,0.69047041,0.61022244,0.61629066,0.8883452,0.61787181,0.68498192,0.69734254,0.74150485,0.70099946,0.80459644,0.45347388,0.50276598,0.8607892,0.60390767,0.61044148,0.89995156,0.62574228,0.68898344,0.57314296
63,22,0,0.5413650999999999,0.52590813,0.74246996,0.7432025999999999,0.77271745,0.77181628,0.78912866,0.6243304000000001,0.69543778,0.84592776,0.90036144,0.72056454,0.58029267,0.56936416,0.82017488,0.65669441,0.74329204,0.65049857,0.63774665,0.90671073,0.61889827,0.69415031,0.76250262,0.72466333,0.73014543,0.78865186,0.45052703,0.53267649,0.84589599,0.6248731,0.6290694,0.88321404,0.61758638,0.76112547,0.5555667
64,22,1,0.55811094,0.54055471,0.65553567,0.72675382,0.79736254,0.77717467,0.77687914,0.6711595,0.70288998,0.86023121,0.88299078,0.68939268,0.60073607,0.5791437,0.82885566,0.68286541,0.77698972,0.67706576,0.66149236,0.90925267,0.61068659,0.69369835,0.80972309,0.70684309,0.75055359,0.77446668,0.45075371,0.55782338,0.82956613,0.62567762,0.64058282,0.86739142,0.60495837,0.81131564,0.54383149
65,22,2,0.56381165,0.53093834,0.56236257,0.7152765,0.82035022,0.7802366,0.77425877,0.70669892,0.70347312,0.86317027,0.84733236,0.65649831,0.62209954,0.60177443,0.82967938,0.69760863,0.79578981,0.68518932,0.68906997,0.89794103,0.58416971,0.6878873999999999,0.82464951,0.68560132,0.76569513,0.76187596,0.43960859999999996,0.57573895,0.81084187,0.61625323,0.64934096,0.854475,0.58479334,0.82178933,0.53437961
66,23,0,0.55669275,0.47096164,0.42457683,0.70864789,0.83015061,0.78322895,0.78659897,0.72979667,0.70138067,0.85063027,0.80093866,0.61660277,0.64011567,0.62919747,0.8268914,0.70187641,0.80339244,0.67012063,0.71499764,0.88192679,0.5473312,0.6754906999999999,0.80170189,0.66511901,0.76312167,0.7517594,0.41380483,0.59896954,0.79149507,0.59610191,0.64100365,0.84317313,0.56486407,0.81555929,0.53252699
67,23,1,0.54634623,0.36981146,0.32232166,0.70152826,0.83036679,0.78608212,0.80881313,0.73613271,0.68876597,0.82025994,0.7604251,0.57276213,0.65357518,0.65521575,0.82315296,0.68982082,0.79632418,0.64084095,0.73446023,0.85580834,0.50144275,0.66083419,0.75489991,0.64776856,0.74486804,0.74136793,0.37810269,0.61861159,0.77813428,0.57106599,0.61134667,0.82627415,0.55191188,0.80866336,0.54142427
68,23,2,0.5424759,0.33405401,0.28787011,0.69311974,0.81804425,0.78302018,0.81459788,0.73135188,0.66834748,0.79139181,0.74763986,0.53893982,0.66207501,0.65891921,0.80864276,0.65749859,0.78271395,0.61064082,0.74146407,0.83254957,0.46234603,0.64947056,0.71479389,0.62731757,0.72434018,0.73262591,0.33840342,0.63828979,0.77329758,0.54607796,0.56738923,0.79877294,0.55629559,0.79893457,0.55801522
69,24,0,0.54370546,0.35067336,0.30123242,0.68250169,0.79130936,0.77209464,0.80625623,0.72351823,0.64868365,0.76827118,0.74931219,0.51896427,0.66685068,0.64147735,0.76530224,0.60745626,0.76632661,0.58302768,0.73789481,0.81253177,0.44020301,0.64203254,0.67797308,0.61172878,0.70476988,0.72575324,0.29885149,0.65253548,0.7768413000000001,0.52652045,0.52601239,0.77283246,0.57746998,0.78746769,0.58267744
70,24,1,0.54503982,0.43649996,0.38952186,0.67881912,0.75996253,0.75838553,0.79395231,0.71539658,0.6365063,0.7616093,0.77245509,0.50340057,0.68041535,0.60077967,0.71480167,0.57808973,0.75712088,0.57256816,0.71634453,0.80287239,0.45948905,0.64059272,0.65235405,0.61980113,0.690945,0.72454366,0.27468737,0.65084516,0.79369792,0.52793794,0.47332063,0.7384425,0.60560672,0.7757638000000001,0.60676146
71,24,2,0.54765963,0.58073815,0.59544873,0.69152397,0.7338762,0.76242171,0.79990026,0.71211336,0.65031301,0.78544837,0.83282084,0.47845752,0.72132843,0.56237397,0.6750095,0.5686583000000001,0.7677596999999999,0.60573182,0.67970907,0.83121505,0.52519959,0.66619318,0.67365558,0.65854995,0.70883955,0.73570486,0.27536363,0.64201392,0.81409827,0.55911311,0.42391615,0.72073624,0.65916894,0.76473709,0.64227978
72,25,0,0.56897443,0.69705176,0.70038353,0.73657399,0.71851985,0.7967293000000001,0.8232478000000001,0.71412937,0.68351771,0.83580432,0.87171603,0.40386175,0.77221346,0.54128243,0.66278038,0.5697658,0.79458343,0.672094,0.65150515,0.8662303,0.58183166,0.71739411,0.73704401,0.7233088000000001,0.74780059,0.77688586,0.32980468,0.63339058,0.84331003,0.60586151,0.4181515,0.73117701,0.68681205,0.76830356,0.67850611
73,25,1,0.609089,0.76151998,0.86310407,0.79776591,0.72998487,0.83632568,0.84091033,0.73100628,0.73475688,0.87335902,0.88029347,0.32729344,0.87235366,0.53533405,0.68533773,0.57423109,0.83078293,0.76528833,0.63817092,0.87906711,0.65790374,0.77692407,0.81146683,0.77216567,0.80561374,0.83538597,0.49046054,0.63140197,0.85791591,0.70248061,0.44586311,0.76244551,0.69300818,0.78695981,0.72724055
74,25,2,0.62959341,0.8507680000000001,0.95193045,0.84594611,0.77185271,0.87682672,0.8473751,0.74586717,0.77908413,0.9128731,0.8693424000000001,0.3112741,0.9488257999999999,0.5504100000000001,0.73374731,0.59165491,0.87442312,0.83473956,0.64513435,0.87677936,0.70084398,0.83787448,0.86594127,0.79948324,0.8631875,0.88217506,0.60844762,0.6380366999999999,0.86806819,0.78945503,0.50065904,0.79462892,0.6902085,0.80932926,0.75373178
75,26,0,0.64332821,0.90383635,1.0,0.88823421,0.83692441,0.90278358,0.86633421,0.76297448,0.81813738,0.95532624,0.86049523,0.37866311,0.99079916,0.58339831,0.79052085,0.6185031,0.94210995,0.8993793999999999,0.67295441,0.86584901,0.73671305,0.90366736,0.91797447,0.81796117,0.92764378,0.91208489,0.72518796,0.65098075,0.87606551,0.85438176,0.5571541999999999,0.84855498,0.70175348,0.84394434,0.77278896
76,26,1,0.64874948,0.93877848,0.99151112,0.90842693,0.92411905,0.90431454,0.90017227,0.76896492,0.84843495,0.96597218,0.86659114,0.50268934,1.0,0.62826993,0.85717906,0.63004374,0.98299733,0.93110662,0.71270793,0.85193188,0.75273723,0.96242252,0.9572434999999999,0.82218916,0.97163205,0.92610512,0.81722014,0.66132152,0.88185998,0.90832296,0.62966492,0.92917496,0.7397775,0.88039908,0.777568
77,26,2,0.65308789,0.9551575999999999,0.96052161,0.92272755,0.97456223,0.89436326,0.93335751,0.75859686,0.87145185,0.95708967,0.88595781,0.61243541,0.98764458,0.67084958,0.90799645,0.63905897,1.0,0.93229203,0.74388848,0.83343925,0.76391423,0.98999225,0.98444584,0.81999687,0.99305763,0.9317681999999999,0.87117005,0.66827262,0.88583469,0.93552342,0.69241702,0.97642753,0.78958226,0.90972089,0.77691899
78,27,0,0.65206092,0.96149086,0.92646382,0.92904928,1.0,0.88315936,0.96871883,0.7340591,0.89126147,0.93651623,0.89647732,0.72200922,0.96100596,0.70977282,0.94576099,0.64534424,0.99854263,0.91939195,0.76395717,0.8201575999999999,0.77771442,0.99386622,1.0,0.81467272,0.98719253,0.93033868,0.89047565,0.67318991,0.89129394,0.95967819,0.7309036,1.0,0.83828188,0.91749715,0.78004602
79,27,1,0.63815845,0.96119968,0.89368448,0.92064077,0.99618073,0.87188587,0.98857557,0.69869247,0.90301003,0.90575403,0.89113665,0.81985887,0.92025938,0.73820406,0.96407299,0.64379233,0.97967776,0.89198801,0.77136508,0.81221403,0.78986086,0.97307593,0.97670363,0.80629502,0.96319349,0.91934242,0.87351241,0.67554009,0.89838138,0.97873767,0.75264412,0.99978473,0.88344507,0.8817872999999999,0.78352705
80,27,2,0.61311304,0.95472083,0.86857581,0.90314859,0.96541039,0.85727209,0.98531145,0.66776107,0.90978475,0.86846058,0.87522253,0.87314552,0.87288819,0.75346149,0.94728171,0.6282167,0.94542952,0.8535666999999999,0.7673244,0.80592272,0.79351049,0.92574897,0.92048546,0.79987473,0.91950446,0.89707499,0.83524123,0.66814607,0.90408007,0.99138014,0.75097666,0.98498466,0.90326383,0.8093744,0.78069503
81,28,0,0.567675,0.93157167,0.84321145,0.87982569,0.88210708,0.83284621,0.95675039,0.63187604,0.89752165,0.82848932,0.84932837,0.90553981,0.77271293,0.74801721,0.88296794,0.59879374,0.88049551,0.78537062,0.74597616,0.79378495,0.76944571,0.85059401,0.80665411,0.79924836,0.82159315,0.87002419,0.78253806,0.61955166,0.90786323,0.96877694,0.71653962,0.95759109,0.90473735,0.67494329,0.76517789
82,28,1,0.54144893,0.89910461,0.82776783,0.84791015,0.81667507,0.81537926,0.90379908,0.60791429,0.84956693,0.80824244,0.82478287,0.8899261,0.67217841,0.73491061,0.83474845,0.5770316,0.79936847,0.7244961999999999,0.71459358,0.78323589,0.71253422,0.75891012,0.71193416,0.80183213,0.75007481,0.83285683,0.70686463,0.56191811,0.91097596,0.92439422,0.67617913,0.93122006,0.89508583,0.58967529,0.73609062
83,28,2,0.52478692,0.84567227,0.82495525,0.81605597,0.73063342,0.82922756,0.85132832,0.60008064,0.80504245,0.79844556,0.81361601,0.85347558,0.61633368,0.72489582,0.7933722,0.5653781,0.74134888,0.68402482,0.68199879,0.79734367,0.65271442,0.70222107,0.63405175,0.80707798,0.68107008,0.79898834,0.60689864,0.51084697,0.91873384,0.89890815,0.59903128,0.91136107,0.88204524,0.55308511,0.69585226
84,29,0,0.52387173,0.81691781,0.83891588,0.7985638,0.66768754,0.86492693,0.81817028,0.61528714,0.78986365,0.81287963,0.84156012,0.8267489,0.60542411,0.72287942,0.79501964,0.5663022,0.7183224,0.67921344,0.68058455,0.83725216,0.62129334,0.69854081,0.6267978,0.8150642,0.65599378,0.77974489,0.54195474,0.49733345,0.92515085,0.88910066,0.55266794,0.90667887,0.87651956,0.56954053,0.65809192
85,29,1,0.53674025,0.79937395,0.85676298,0.78223777,0.64812279,0.88545581,0.80796083,0.64760094,0.79863648,0.84148651,0.89836543,0.80224482,0.63387662,0.71555317,0.82182233,0.57771586,0.72114809,0.69897497,0.69843087,0.8795755,0.62072308,0.73682851,0.66771291,0.8213279,0.66012329,0.75868705,0.48282897,0.51377565,0.929796,0.87866105,0.53052247,0.90533341,0.86222648,0.64442513,0.63596672
86,29,2,0.55413581,0.78561549,0.8532856,0.7662800000000001,0.64173813,0.88928323,0.79584731,0.67858994,0.81000772,0.87440402,0.94303285,0.77807412,0.66456362,0.69646458,0.84894183,0.59227568,0.72979516,0.72100969,0.71210183,0.90054652,0.63087363,0.77621384,0.74562321,0.82031005,0.66784368,0.73779415,0.45902754,0.54708488,0.93233407,0.86976343,0.53028426,0.89952102,0.84108156,0.72762773,0.61991858
87,30,0,0.57204136,0.77134746,0.81125032,0.74393911,0.64534842,0.87348643,0.76904524,0.70906054,0.81372095,0.90118216,0.9677402,0.75095849,0.68720645,0.66806022,0.87530098,0.61147009,0.73913853,0.74360226,0.73223786,0.90067361,0.64011177,0.80804494,0.84906187,0.81318509,0.67700042,0.71217286,0.44572897,0.57781795,0.93171152,0.85467867,0.54016992,0.89064098,0.82104177,0.7975125,0.59767538
88,30,1,0.58744586,0.74616001,0.71219637,0.70883201,0.65883837,0.83041058,0.71048146,0.73549911,0.79635537,0.91359154,0.9684415000000001,0.72306496,0.6883456,0.63429896,0.90508174,0.63304176,0.74498421,0.76256886,0.75459627,0.89076004,0.64313412,0.8277376000000001,0.92815791,0.79376762,0.68591777,0.67736969,0.42343874,0.60015367,0.92711426,0.82450915,0.55238209,0.86744524,0.80660134,0.84766881,0.5661868
89,30,2,0.59383121,0.71897794,0.61835848,0.67617995,0.67008719,0.78336813,0.66527337,0.74010714,0.76126404,0.90020247,0.94756433,0.70311719,0.67546442,0.61085495,0.9191484000000001,0.64400395,0.74648207,0.7624294,0.76510203,0.88091002,0.62910584,0.82961002,0.93471438,0.7683135,0.68226704,0.64581042,0.39816389,0.60161801,0.91509434,0.80275836,0.55312053,0.83574619,0.80092831,0.83774816,0.54297599
90,31,0,0.59568953,0.64387421,0.44459218,0.64064322,0.67157167,0.7243563000000001,0.57821199,0.72351823,0.64804905,0.85690027,0.8924853000000001,0.66855587,0.62839993,0.59079849,0.9001394,0.65056433,0.74493563,0.73802385,0.76631423,0.85898577,0.57698449,0.80546229,0.91009277,0.70465863,0.65174457,0.61403123,0.35762212,0.59012022,0.87405421,0.77082655,0.52567095,0.73774286,0.78670891,0.76531269,0.51979468
91,31,1,0.57980299,0.51530174,0.28386602,0.60214202,0.64739497,0.63919276,0.44393871,0.67876274,0.49903096,0.77970087,0.77062092,0.58504195,0.54006309,0.58183896,0.84697757,0.62987444,0.7238928000000001,0.67395579,0.71540171,0.80859176,0.48971259,0.74464101,0.84927112,0.63721422,0.58194386,0.58159226,0.28196381,0.5606707,0.80988411,0.71297768,0.46684929,0.61745869,0.74265085,0.65369118,0.49482565
92,31,2,0.55356993,0.41400597,0.22132447,0.57630884,0.61240902,0.58867084,0.35699519,0.64426012,0.35744790000000004,0.70988178,0.68425312,0.51339668,0.47308097,0.57127974,0.79349892,0.58235751,0.69872075,0.60645701,0.66789683,0.76226487,0.39008326,0.68530475,0.76180512,0.58603194,0.52053983,0.55778535,0.21355548,0.50931031,0.73378987,0.65245666,0.38623948,0.51027932,0.71154498,0.53535433,0.47297776
93,32,0,0.49230124,0.33391570000000004,0.19384812,0.54576812,0.54821647,0.5239318000000001,0.27560069,0.60146305,0.22758769,0.61751682,0.5804607,0.43772851,0.38070452,0.55577363,0.68996325,0.49671275,0.65967938,0.48919880000000004,0.59905718,0.69789019,0.31421647,0.60735408,0.62898793,0.52091293,0.44113352,0.53124588,0.15597869,0.42108831,0.60013409,0.56272388,0.29787199999999997,0.38541521,0.68267148,0.40400438,0.42619624
94,32,1,0.39971357,0.26368931,0.22751726,0.51774995,0.47007278,0.46004175,0.20203101,0.5442198,0.18698225,0.49539547,0.45212278,0.36019337,0.25901682,0.52685173,0.60073501,0.41727568,0.56740345,0.35125166,0.46723012,0.58542832,0.23580634,0.49096074,0.40278301,0.41097714,0.31729607,0.50819771,0.13163701,0.30151858,0.42823963,0.45494684,0.20123074,0.29593133,0.62992706,0.28579168,0.35455779
95,32,2,0.26410507,0.19735022,0.2762158,0.47655435,0.34699863,0.40343076,0.13198839,0.44953632,0.16387960000000001,0.35359545,0.30042078,0.24293493,0.13328952,0.47919075,0.54509568,0.30203866,0.44564003,0.17021128,0.25097313,0.43243518,0.18584626,0.32352144,0.23307526,0.27163326,0.22924771,0.47100836,0.15612981,0.17742927,0.31899243,0.31360023,0.15375576,0.22569291,0.4948206,0.2187172,0.24273998
96,33,0,0.15778259,0.16610614,0.33046279999999995,0.38545388,0.22729697,0.37136395,0.11054493,0.33973273,0.15063888,0.32178826,0.24845444,0.21803078,0.11770067,0.42036564,0.51376885,0.29331264,0.3631042,0.16005857,0.20787932,0.33028088,0.18127281,0.27728564,0.22771849,0.21406984,0.23356874,0.37914559,0.2007216,0.17521468,0.24972704,0.16283881,0.15308877,0.16707927,0.32806307,0.21118924,0.22610773
97,33,1,0.20031438,0.16168741,0.40441831,0.28001596,0.18069467,0.38549061,0.17717835,0.28709176,0.16748992,0.35111358,0.2312672,0.26701117,0.149483,0.3687458,0.50844633,0.33743651,0.34705692,0.18503591,0.23264193,0.29827148,0.18878307,0.28225723,0.28421567,0.19841842,0.28370339,0.2726413,0.22629491,0.2136491,0.29020209,0.13997701,0.16861204,0.17506055,0.26559346,0.23930341,0.23705233
98,33,2,0.28806763,0.20740336,0.45932498,0.21376051,0.18145132,0.43894920000000004,0.25014054,0.32559184,0.19543778,0.43133042,0.26032799,0.32764905,0.19824746,0.35292378,0.52819668,0.40469808,0.39886649,0.23033261,0.29329248,0.33059227,0.19475935,0.33232825,0.35688777,0.22657376,0.35708301,0.20577854,0.23188258,0.26000181,0.38432621,0.23554257,0.19190885,0.22735589999999997,0.29163781,0.26189858,0.26217476
99,34,0,0.3216152,0.26154182,0.48494503,0.21772539999999999,0.20123946,0.48993737,0.31732705,0.40847877,0.21463854,0.50559075,0.30018342,0.36912263,0.24516299,0.36660169,0.54787099,0.47459791,0.45256255,0.27136183,0.3300761,0.38434799,0.20670619999999998,0.38230243,0.40211341,0.25377388,0.42046203,0.21077634,0.22360497,0.28751695,0.47361364,0.30868691,0.20412101,0.29655562,0.34299713,0.27091633,0.29453065
100,34,1,0.34652787,0.30337774,0.49307083,0.27543117,0.22468113,0.53812109,0.34598785,0.47487472,0.23655776,0.55065639,0.33098668,0.40067789,0.28665440000000003,0.40106197,0.57455329,0.51745203,0.51122176,0.33075099,0.36135767,0.44461108,0.22943659,0.43038481,0.43795773,0.28762919,0.46474954,0.26660985,0.21154558,0.31267287,0.53965137,0.33965137,0.22151024,0.36661105,0.39272821,0.27651434,0.34374299
101,34,2,0.36405617,0.36923637,0.48800818,0.36551893,0.2601643,0.56779402,0.36731345,0.53044755,0.25639311,0.57446934,0.39381777,0.43916208,0.32560463,0.45013443,0.59132556,0.5633465,0.56507165,0.41141482,0.39428244,0.49979664,0.25834284,0.4838843,0.46391853,0.35682744,0.53056437,0.35732351,0.20383467,0.33709663,0.6174217,0.36043482,0.24620454,0.43472364,0.42978708,0.28877126,0.39671957
102,35,0,0.36405617,0.41566572,0.46981846,0.4399865,0.28780716,0.57235908,0.36548191,0.55524451,0.28713661,0.57175233,0.45291579,0.45729844,0.3533824,0.49719048,0.59607781,0.58402935,0.60408874,0.47196151,0.44149774,0.54656838,0.28709512,0.51372676,0.46290716,0.3932352,0.58151296,0.43270288,0.20073671,0.35882672,0.65487022,0.35493727,0.26905669,0.48128195,0.43018493,0.32533887,0.44032686
103,35,1,0.35447813,0.45489554,0.43524929999999995,0.50663475,0.30055487,0.54765484,0.34677668,0.55740453,0.31727982,0.53503364,0.50518962,0.46181586,0.37738346,0.52216024,0.59015968,0.56378386,0.63242652,0.50784464,0.48333221,0.5711998,0.30927235,0.51973786,0.42720932,0.42152365,0.62379556,0.50467891,0.19909706,0.37043297,0.66957188,0.31698113,0.29627600000000004,0.50744309,0.40249024,0.38177037,0.4668594
104,35,2,0.35215873,0.47372789,0.38061877,0.56902964,0.29575557,0.50888657,0.3159942,0.52899603,0.35823686,0.47088368,0.5376706,0.44579097,0.39017701,0.51387283,0.56715245,0.51698646,0.64028824,0.52168607,0.49045054,0.56102567,0.30973996,0.49770790000000004,0.37708028,0.43679925,0.64240828,0.56218386,0.19284824,0.36039049,0.64471794,0.28150559999999997,0.30599492,0.48915021,0.36457673,0.41516653,0.45241607
105,36,0,0.35968981,0.46700881,0.34395807,0.59324863,0.28133602,0.46697286,0.2864811,0.4901273,0.41822314,0.40020900000000004,0.54696013,0.4235706,0.392762,0.4800578,0.52908377,0.4734763,0.63258036,0.5147549,0.48297528,0.53479283,0.30833714,0.46659349,0.31526121,0.44617131,0.63576516,0.58434132,0.18539423,0.33580403,0.57853654,0.27231108,0.30356519,0.45410365,0.33905548,0.44240037,0.41492713
