,measure_number,beat_number,pid52932-15,pid5667229-06,pid5667249-19,pid5667291-09,pid9048b-01,pid9049-26,pid9050-26,pid9054-26,pid9058-26,pid9059b-01,pid9060-26,pid9061-26,pid9062-26,pid9063b-01,pid9064-07,pid9066-26,pid9070b-01,pid9072b-01,pid9074f-26,pid9075-26,pid9090-13,pid9099b-01,pid9101b-08,pid9104-26,pid9111-26,pid9113-09,pid9114b-10,pid9118b-01,pid9119-06,pid9124-12,pid9129-21,pid9138-26,pid9174-26,pid917520g-09,pid9192-26
106,36,1,0.36772391,0.42301085,0.32195858,0.57392132,0.26382503,0.38888657,0.27365128,0.43126548,0.47790069,0.30433022,0.56319793,0.39491582,0.3792061,0.42204597,0.48755544,0.42758888,0.62407902,0.48786695,0.44983501,0.48530757,0.30854813,0.40362862,0.23965265,0.44656279,0.61050931,0.56416318,0.17503495,0.29984633,0.48960828,0.33656738,0.28836748,0.37962973,0.30379429999999996,0.44190377,0.35327158
107,36,2,0.34481626,0.37734585,0.34282792,0.447413,0.25462276,0.31328462,0.32099918,0.35734117,0.52295686,0.25088498,0.59437881,0.36764461,0.35505608,0.30307165,0.45499303,0.43099605,0.62352846,0.45360853,0.37622062,0.44476995,0.29577441,0.36805914,0.19875846,0.42968995,0.5391345999999999,0.43275786,0.17275681,0.29322065,0.44617853,0.42207643,0.27332063,0.28676067,0.25653872,0.43771656,0.28317895
108,37,0,0.31270784,0.35963456,0.40013296,0.34746209999999994,0.27725013,0.27876131,0.37520174,0.28288117,0.53867593,0.28083731,0.63500027,0.35725399,0.33006484,0.22106466,0.44871372,0.46133606,0.6162496999999999,0.42960045,0.34417132,0.44688612,0.30309078,0.38004261,0.22763479,0.40905105,0.4187384,0.32830438,0.18849598,0.32690952,0.44039364,0.46263768,0.27136732,0.19710457,0.23294776,0.46654176,0.26402148
109,37,1,0.3480788,0.39646939,0.45632829999999996,0.31166759,0.31721554,0.32717467,0.45641491,0.26042855,0.53331618,0.36898308,0.69720019,0.36174362,0.31255696,0.23068289,0.46498543,0.5228908,0.60829892,0.41503382,0.33170584,0.49657473,0.36059535,0.43343233,0.31698403,0.38639994,0.31261596,0.29447988,0.21493823,0.39096086,0.46628197,0.49526865,0.28074479999999996,0.18719660000000002,0.26492301,0.51226256,0.28728539
110,37,2,0.38265335,0.42391352,0.46013807,0.35076413,0.36164157,0.34901879,0.52802611,0.2900697,0.51570191,0.42944942,0.74046502,0.37920209,0.31962846,0.27853206,0.48271448,0.56260581,0.61226621,0.40738442,0.35835409999999995,0.55594814,0.40225251,0.49331741,0.38064449,0.36233949,0.36044048,0.33536947,0.23986928,0.45544608,0.50296906,0.51150273,0.29111482,0.23424466,0.30541516,0.54264528,0.30637796
111,38,0,0.40552606,0.42927131,0.44640245,0.42137728,0.40877711,0.33782881,0.59433312,0.33026323,0.4963468,0.44927829999999996,0.75637913,0.40312274,0.3323782,0.31512972,0.5043594,0.59832816,0.6296899,0.39539781,0.40975823,0.62678571,0.42583828,0.53527893,0.42759992,0.35003915,0.44520917,0.41311304,0.26446031,0.49580584,0.56144048,0.53265971,0.31094966,0.26317744,0.32873352,0.54902204,0.32919346
112,38,1,0.43653067,0.42318556,0.40641268,0.52663721,0.45179794,0.31582463,0.623275,0.38276021,0.49185319,0.44038273,0.76279873,0.43807857,0.35077112,0.34964377,0.52610569,0.586068,0.6686746,0.3751412,0.45846858,0.68524403,0.43814439,0.56778796,0.45984516,0.34658628,0.50854629,0.51308555,0.29129926,0.52894332,0.62422182,0.55841395,0.33415912,0.27751467,0.32162381,0.52225094,0.35421559
113,38,2,0.48975828,0.3802213,0.39114293,0.59852697,0.49151834,0.28847599,0.63886118,0.43275157,0.53416517,0.40251453,0.75729622,0.48303606,0.37292324,0.40711789,0.54923964,0.55415491,0.71653307,0.34401367,0.54372685,0.72896543,0.44471943,0.59747546,0.4774081,0.36702944,0.5797235,0.59610732,0.30109184,0.55696466,0.67316349,0.58676372,0.35979832,0.2770303,0.27875193,0.41597914,0.37975692
114,39,0,0.52711332,0.35123389,0.4007415,0.6453078000000001,0.50528933,0.26935282,0.63636776,0.46804908,0.58246291,0.36311149,0.73749798,0.51002945,0.40350508,0.44259981,0.54669243,0.50575621,0.7649745,0.33962067,0.60075426,0.74351805,0.44355611,0.61152505,0.46255144,0.38270435,0.64695673,0.63085551,0.29955042,0.55841092,0.68154391,0.60761421,0.37378911,0.26559389,0.26319163,0.36899428,0.39593486
115,39,1,0.5550020999999999,0.34145738,0.41104065,0.66261585,0.49709591,0.24934586,0.6205821,0.47969587,0.61741703,0.34078767,0.70065275,0.51346891,0.42867157,0.45192902,0.53301229,0.46294441,0.78705368,0.35593752,0.65231329,0.73792578,0.43244754,0.60183368,0.42824161,0.40840119,0.69770782,0.64680009,0.29266689,0.53270361,0.65147017,0.61893497,0.37834683,0.25345245,0.26780373,0.37576606,0.39293174
116,39,2,0.57105631,0.34789255,0.42090003,0.66820107,0.46821359,0.25717467,0.58182972,0.46250792,0.64987565,0.3329567,0.63985542,0.50812358,0.4325184,0.43754537,0.49402484,0.43101721,0.78664885,0.38530089,0.68981076,0.7170183000000001,0.41425639,0.57190083,0.39209040000000006,0.44315691,0.71931295,0.64938421,0.28806906,0.5010846999999999,0.57992529,0.6276984999999999,0.3735112,0.25147193,0.28924335,0.40222114,0.37783940000000005
117,40,0,0.58659354,0.34390333,0.42906162,0.65899466,0.42929307,0.28121086,0.53602321,0.4277460999999999,0.66450562,0.33584351,0.61746777,0.50752903,0.42524536,0.39626294,0.44348625,0.40880361,0.76872318,0.42445436,0.70913866,0.701576,0.40463047,0.5316373999999999,0.36225849,0.48713592,0.71506374,0.6388278000000001,0.29219086,0.44200488,0.49870702,0.63515947,0.36623789,0.2600775,0.30704339,0.44532352,0.3670423
118,40,1,0.59566159,0.27950062,0.44201483,0.63904744,0.38880161,0.36938065,0.47942697,0.37369967,0.65754223,0.3381817,0.61121001,0.51799744,0.40053453,0.33741766,0.36699404,0.39372178,0.74104931,0.46565790000000007,0.69351471,0.69134469,0.41576186,0.46561854,0.33119202,0.53557783,0.68849123,0.61755003,0.30548188,0.32546326,0.37977684,0.63653865,0.35469271,0.27110489,0.31034407,0.49859486,0.35937813
119,40,2,0.57883191,0.19377593,0.45902838,0.60457865,0.3473085,0.42260264,0.44397498,0.28600887,0.61544464,0.32406113,0.62048875,0.52799911,0.35085875,0.27490926,0.2790901,0.39204289,0.70731925,0.47190572,0.63598222,0.67755465,0.43239051,0.41020145,0.30208551,0.55110398,0.64133102,0.58511106,0.32073369,0.21538462,0.27233503,0.61764199,0.34661744,0.27590549,0.29076107,0.54857059,0.35277597
120,41,0,0.53431605,0.1193856,0.48699565,0.55455103,0.30010809,0.47295755,0.39348989,0.23072979999999998,0.52962868,0.31026713,0.63090036,0.50500083,0.27307220000000004,0.26121791,0.21628437,0.41210497,0.67574285,0.42251586,0.52563136,0.64825877,0.44086451,0.32982309,0.28525493,0.53647823,0.57447483,0.53318672,0.3424761,0.18945132,0.26880567,0.5502155,0.35682071,0.2859211,0.25617771,0.59714682,0.34956635
121,41,1,0.4990918,0.14990173,0.56006137,0.44899036,0.25441378,0.50977731,0.29969172,0.25156385,0.46687248,0.31156032,0.62178346,0.45509252,0.21676306,0.27702648,0.31387657,0.45672968,0.66885272,0.33554843,0.35680517,0.58685816,0.44433736,0.28240573,0.29345051,0.48217194,0.46503082,0.43269738,0.37307038,0.28143361,0.31655014,0.50863902,0.38122122,0.30454227,0.24802181,0.62343262,0.35243967
122,41,2,0.48195473,0.16952027,0.60623881,0.40042349,0.25045039,0.51523312,0.26917218,0.27890098,0.47082583,0.3272941,0.57193721,0.41915319,0.22116193,0.303811,0.40249018,0.49879374,0.6830702,0.32538177,0.30096976,0.50799441,0.44966355,0.29870868,0.31492641,0.42152365,0.43036088,0.38600176,0.36624353,0.3323782,0.36630591,0.514127,0.38696205,0.33482052,0.28981065,0.64252903,0.35869963
123,42,0,0.46380467,0.22459052,0.64878548,0.35355674,0.26303236,0.51080724,0.2571312,0.30704453,0.48946059999999997,0.33984717,0.53169876,0.37635717,0.24722222,0.33683963,0.45714738,0.515625,0.71103554,0.33400739,0.28292141,0.45675521,0.45102646,0.32843492,0.34754133,0.38244598,0.41658986,0.34040026,0.33009181,0.37732984,0.4291112,0.52436548,0.38990789,0.37127173,0.35346644,0.6769071,0.36190926
124,42,1,0.44970658,0.27036471,0.6589619000000001,0.31096176,0.27977229,0.50188587,0.24890743,0.32827026,0.50753795,0.34846189,0.49116901,0.3356615,0.27453558,0.35938298,0.49102142,0.51779769,0.73426443,0.34537340000000005,0.28030844,0.43509151,0.43554402,0.35506198,0.378273,0.36327122,0.42064157,0.29884539,0.28589293,0.40157281,0.46143090000000003,0.52289053,0.38802604,0.40048437,0.41356369,0.68765166,0.35202077
125,42,2,0.43234596,0.32269054,0.63625671,0.28099184,0.29156158,0.49695198,0.24936078,0.34620126,0.51974959,0.35193652,0.42792253,0.29793855,0.30317209999999994,0.36904154,0.51023318,0.50945965,0.74296008,0.35445924,0.28148023,0.44799822,0.41094319999999995,0.37566503,0.40311083,0.35820545,0.43888922,0.26979877,0.24617477,0.41386604,0.47502155,0.51084187,0.37614737,0.43159679,0.46018566,0.69161315,0.32491592
126,43,0,0.39876345,0.37549683,0.5920225,0.26590559999999996,0.30703322,0.50208072,0.26786653,0.35306722,0.51867764,0.34630005,0.36784269,0.27899650000000004,0.34490887,0.37023794,0.50263591,0.49418029999999996,0.72471865,0.35922181,0.28436932,0.46988434,0.37691036,0.38992769,0.41339192,0.36803946,0.45702316,0.2582417,0.20442782,0.41596312,0.46812087,0.48135236,0.35887724,0.44724181,0.49142415,0.70645463,0.30473184
127,43,1,0.38266033,0.40543787,0.55070314,0.26367765,0.32236074,0.50819068,0.28533865,0.35279074,0.50521396,0.33204885,0.33494093,0.26765016,0.35929723,0.3787337,0.47592194,0.45780192,0.68604971,0.36172512,0.28921813,0.48621632,0.35427692,0.39070894,0.41051824,0.37692609,0.46111078,0.25663075,0.18242472,0.40753864,0.45454458,0.44505316,0.34312371,0.45499166,0.49160834,0.71529181,0.29283734
128,43,2,0.36333659,0.41265924,0.51209409,0.26754434,0.3335303,0.50182324,0.29190316,0.3500144,0.48049052,0.31353929,0.31689054,0.25881536,0.36147914,0.39997984,0.44124952,0.40926213,0.61701077,0.36533017,0.30088221,0.49565328,0.32449247,0.38007490000000005,0.39877241,0.38571876,0.45286373,0.2596932,0.16914126,0.38204827,0.45095297,0.38506848,0.33047483,0.45776869,0.46691225,0.70179339,0.27199835
129,44,0,0.33152159,0.38841814,0.47197648,0.27965384,0.34851913,0.48405010000000004,0.27833892,0.34866079,0.44667696,0.30014369,0.33399148,0.26189921,0.34745005,0.42701304,0.41632873,0.35910694,0.54244191,0.37182205,0.317119,0.50698399,0.28955862,0.36076963,0.38056079,0.39567022,0.43168352,0.270596,0.18007103,0.33876887,0.46050666,0.30654152,0.31083055,0.45994833,0.41946511,0.65960521,0.24940704
130,44,1,0.3074752,0.36981146,0.42723089,0.29612103,0.35932839,0.44416145,0.25315985,0.35363746,0.40190378,0.29308994,0.35763068,0.2841807,0.32818086,0.4456849,0.39066658,0.367318,0.47878714,0.38444320000000004,0.33561183,0.52639807,0.25749886,0.34445377,0.36371626,0.41513467,0.38595368,0.28464372,0.21108844,0.28462442,0.48405325,0.23795613,0.27652851,0.46878532,0.37625433,0.59862533,0.23708183
131,44,2,0.28274417,0.35688287,0.37569931,0.31311606,0.36046696,0.39036882,0.20944782,0.36414377,0.35978046,0.28959572,0.40045854,0.32474857,0.31034876,0.46436349,0.3771892,0.38695683,0.4665857,0.40581549,0.36970840000000005,0.55472166,0.2567062,0.34471204,0.35077073,0.44144222,0.3104734,0.30064328,0.22869772,0.23865136,0.50617757,0.19546978,0.24122598,0.48250363,0.35587564,0.55016196,0.22331701
132,45,0,0.27806343,0.38707141,0.32472002,0.32332904,0.35299416,0.32943633,0.16689636,0.38440182,0.33383072,0.28326693,0.44615094,0.38012447,0.28643533,0.48275978,0.38289824,0.39294582,0.51379645,0.43185969999999996,0.4073675,0.59191662,0.28033189,0.38166968,0.34237288,0.48041809999999996,0.23607637,0.30951726,0.24409309,0.27911055,0.52782301,0.15872043,0.22158171,0.50265863,0.36747955,0.5500491,0.21834917
133,45,1,0.29506777,0.42520929,0.31081053,0.32522556,0.34198314,0.29209464,0.14686735,0.40239618,0.31348083,0.27751290000000006,0.4820629,0.4275157,0.27562215,0.49538917,0.39852363,0.37959227,0.56690956,0.45577714,0.44617819,0.61179461,0.29421191,0.41545067,0.34367022,0.50687441,0.26208032,0.31152958,0.25294118,0.32779535,0.53960349,0.1861316,0.23090360000000001,0.51006943,0.40796434,0.57723779,0.20867308
134,45,2,0.31787062,0.45545607,0.31831245,0.31965875,0.32265619,0.26768963,0.16621634,0.41800012,0.30085756,0.2640324,0.51641582,0.46170473,0.27075009,0.50064525,0.40778735,0.3665491,0.61289774,0.47326546,0.46476530000000005,0.61871505,0.30313641,0.45198218,0.34894329,0.51317726,0.31489616,0.30715307,0.25571423,0.36375305,0.53361747,0.22795709,0.24037637,0.51111888,0.45079938,0.60342201,0.20317423
135,46,0,0.35087327,0.48370095,0.33594477,0.30553612,0.29989911,0.24352818,0.2151147,0.42668625,0.28798559,0.24351773,0.53507579,0.47664055,0.26484402,0.48967603,0.40564567,0.36290209,0.64387499,0.48133324,0.46708869,0.60843925,0.30851962,0.48487862,0.35346307,0.49185719,0.3488599,0.29553002,0.24728173,0.41288077,0.49626473,0.25629729,0.24229792,0.50837415,0.49742872,0.61834249,0.21039589
136,46,1,0.35468073,0.49269127,0.35351061,0.27787393,0.27379837,0.22671538,0.28927373,0.42290767,0.27522511,0.21498922,0.53282084,0.46213813,0.25480196,0.44290227,0.39506399999999997,0.37349746,0.62722047,0.47042047,0.45081824,0.56819395,0.29918453,0.4943892,0.35456511,0.43688537,0.37234425,0.27213547,0.22278892,0.46066167,0.42972416,0.27520352,0.23319041,0.49977396,0.52972814,0.5983996,0.22060299
137,46,2,0.34153277,0.47731674,0.35908463,0.24493954,0.24409454,0.22530271,0.35108351,0.40523587,0.26365663,0.20126053,0.51350812,0.42860477,0.24125482,0.39860196,0.38623115,0.39883606,0.5772569000000001,0.44644725,0.42163109,0.5234939000000001,0.28421533,0.48061725,0.34623003,0.37799092,0.38166856,0.24394656,0.18665609,0.48375667,0.36918399,0.27229193,0.2160632,0.48410742,0.536801,0.55000395,0.22097469
138,47,0,0.32394858,0.44194511,0.35030427,0.20315473,0.21570945,0.23282533,0.43518905,0.37627441,0.24891519,0.19708706,0.47638777,0.38129688,0.22739222,0.36895416,0.37879229999999997,0.43468538,0.49293984,0.39540478,0.38562193,0.45197636,0.25839416,0.44788869,0.32365906,0.30811932,0.37958585,0.2055806,0.13898145,0.49482961,0.32066373,0.24800306,0.19267111,0.45314569,0.52790835,0.46798641,0.21742876
139,47,1,0.30862792,0.38334425,0.32636666,0.19316271,0.19107876,0.24092554,0.50686372,0.34218651,0.23134380000000002,0.200418,0.43325781,0.32793799,0.21406414,0.36952547,0.37859587,0.46584368,0.40693871,0.33936267,0.34260893,0.38594942,0.23736884,0.40535253,0.30077422,0.25046195,0.35953079,0.19726193,0.11339303,0.49887011,0.29404272,0.22256489,0.18162617,0.41181852,0.50432476,0.41314628,0.20540445
140,47,2,0.28975129,0.29926476,0.29274866,0.21080218,0.16592203,0.23518441,0.56895457,0.29854271,0.20270131,0.19990856,0.38981496,0.26934489,0.20079741,0.39366178,0.3849322,0.51144893,0.31115699,0.27511331,0.28965587,0.32550839,0.22313526,0.34682335,0.26645044,0.21969151,0.32468131,0.21632395,0.08814462199999999,0.49964747,0.26689972,0.16188105,0.17104177,0.34800603,0.46959405,0.30731465,0.18389876
141,48,0,0.25950119,0.22831039999999997,0.25432882,0.2154729,0.15943648,0.21647878,0.6007707,0.26719659,0.18058486,0.19307687,0.35582888,0.22647108,0.19222748,0.41466595,0.38826511,0.52406885,0.24170513,0.23076494,0.25494646,0.28770336,0.21751825,0.304836,0.25090326,0.20952083,0.28530732,0.22129976,0.085790925,0.49693573,0.24526865,0.16966766,0.16672225,0.30430009,0.45580196,0.26082638,0.16269396
142,48,1,0.24200782,0.15858629999999999,0.20203017,0.204505,0.17305614,0.1906263,0.62007435,0.23278613,0.14949833,0.17856443,0.32644441,0.18111352,0.18802138,0.44077161,0.38384235,0.50823222,0.17019675,0.18673733,0.22563809,0.24830325,0.21437044,0.24258135,0.24088721,0.19310993,0.22520199,0.21100726,0.09159771800000001,0.48801409999999995,0.20655589,0.22369505,0.14253613,0.24909854,0.43275621,0.23388599,0.1554605
143,48,2,0.24893112,0.13667467,0.17735617,0.19944148,0.19114362,0.16885177,0.62255871,0.22771729999999998,0.14142869,0.17202012,0.30935966,0.17044507,0.19638977,0.44874983,0.37717019,0.4868228,0.14797992,0.1755805,0.23010304,0.22109176,0.21754106,0.24161286,0.24056637,0.18297056,0.18264408,0.20512976,0.095515509,0.47428365,0.17574945,0.27699454,0.12859298,0.22096766,0.44582627,0.22913445,0.17825829999999998
144,49,0,0.26835266,0.15583461,0.17532089,0.1944025,0.20843842,0.15963118,0.61718197,0.25920166,0.15057028,0.18183659,0.30156983,0.16187698,0.22167017,0.44376932,0.37192371,0.47270034,0.15991418,0.19858448,0.24291198,0.20472801,0.22809649,0.27849948,0.26322801,0.1804181,0.17193728,0.19870244,0.10763157,0.45737142,0.21985442,0.38416818,0.13220581,0.21029546,0.47318205,0.23257678,0.22402502
145,49,1,0.30751013,0.20423673,0.18448989999999998,0.21094335,0.22208691,0.19720946,0.60595702,0.31473993,0.17337278,0.21478022,0.31070292,0.17576818,0.26083947,0.42915042,0.36713344,0.46486315,0.22845923,0.25310648,0.26863088,0.21161032,0.24326528,0.32273373,0.31464742,0.19754933,0.18473278,0.21531779,0.13209415,0.43652716,0.30973566,0.48234843,0.15556614,0.22762499,0.52361306,0.26408812,0.27300136
146,49,2,0.36215593,0.26988425,0.19495781,0.28191862,0.23237731,0.27274182,0.5876326,0.38030643,0.21390961,0.25744889,0.34427361,0.23037173,0.31501928,0.41769055,0.33850589,0.46350169,0.36988098,0.32827557,0.33985454,0.24060117,0.25858805,0.39023759999999996,0.3917277,0.22810053,0.26258902,0.28908071,0.18320677,0.43045286,0.41234077,0.53873192,0.19556932,0.2852699,0.57579017,0.32672709,0.3116113
147,50,0,0.39462764,0.30382907,0.20127333,0.34427055,0.24585285,0.31353514,0.55505486,0.41501642,0.25651316,0.30672719,0.39911528,0.26632216,0.35986681,0.4296142,0.31237486,0.46221783,0.4672739000000001,0.37398368,0.39238333,0.26715811,0.2754448,0.42784091,0.42681175,0.26533824,0.35544317,0.35299648,0.21611697,0.43712375,0.50110143,0.56064553,0.22043829999999998,0.34424412,0.60194504,0.38707493,0.3439731
148,50,1,0.39797401,0.31417340000000005,0.20461263,0.39197201,0.25619369999999997,0.32691023,0.53550639,0.42112782,0.28199125,0.33497485,0.41611911,0.28740901,0.38121276,0.44782901,0.2953618,0.46300085,0.5178689999999999,0.39138135,0.42399488,0.28081469,0.29252965,0.44105114,0.43984795,0.30426715,0.40635586,0.39466681,0.23251728,0.44471662,0.53558088,0.56131597,0.23053041,0.37175071,0.60698445,0.43810029,0.36425158
149,50,2,0.3930278,0.31776225,0.20832012,0.41545449,0.27845356,0.34594294,0.50914861,0.41400265,0.31709973,0.37344393,0.41104278,0.32077568,0.4190326,0.47216024,0.28832214,0.47349041,0.56684479,0.40188271,0.45817227,0.29834774,0.31678262,0.46022727,0.45084048,0.36145474,0.4377162,0.41747856,0.24362840000000002,0.45578957,0.55832775,0.57220573,0.23991583,0.40905226,0.60881161,0.48899021,0.38630008
150,51,0,0.39081319,0.31353279,0.21069803,0.4306021,0.29520069,0.37427975,0.48016139,0.39989632,0.33652345,0.41400954,0.39083994,0.34132355,0.44278829,0.47988305,0.29239006,0.48734481,0.57932151,0.40308905,0.48538622,0.32319522,0.34521556,0.46540548,0.45632978,0.4035938,0.45403675,0.43085551,0.24464846,0.46114978,0.55306005,0.59865913,0.24191679,0.43170981,0.60023576,0.53798404,0.3999292
151,51,1,0.39516557,0.30015287,0.20954232,0.43413736,0.31045615,0.41176757,0.44960559,0.37585969,0.34317812,0.45779505,0.35279711,0.36038229,0.45934981,0.47326254,0.29721835,0.50208098,0.55678083,0.40104595,0.5051787999999999,0.36295755,0.38585766,0.45518466,0.45054753,0.43314281,0.45836974,0.43187816,0.23641996,0.44703064,0.5181496,0.61900201,0.24518024,0.44649373,0.58485228,0.55778021,0.40649596
152,51,2,0.40474361,0.2835408,0.2063462,0.4183453,0.31401599999999996,0.44132916,0.40993744,0.34545245,0.33299031,0.49474887,0.30710471,0.36192699,0.45844725,0.45004705,0.29111013,0.51289503,0.50851753,0.39296423,0.5019732,0.38289273,0.43458029,0.43266400000000005,0.42535398,0.43650172,0.43914657,0.41590059,0.22154974,0.42088945,0.44804138,0.62500718,0.24858663,0.45556752,0.55063729,0.55170818,0.39703817
153,52,0,0.42624004,0.27076509,0.21030427,0.394826,0.30990848,0.45768963,0.37991658,0.32487184,0.30415059,0.51826791,0.31427955,0.35276991,0.43703996,0.42157548,0.27607401,0.52460497,0.45727471,0.37285405,0.48711698,0.38636248,0.49497035,0.41087293,0.38931436,0.41489978,0.39688192,0.40230921,0.20907854,0.38736328,0.36835073,0.59736615,0.25443862,0.46217642,0.49938112,0.52703633,0.37962122
154,52,1,0.45625961,0.27215549,0.23410892,0.373283,0.30686748,0.46843424,0.36833802,0.32018893,0.27188920000000005,0.53625498,0.36089982,0.34024004,0.41357343,0.39784245,0.26681029,0.54283296,0.44303295,0.35045673,0.47126406,0.38254957,0.55662067,0.40131069,0.3649578,0.38333072,0.33088755,0.39915879,0.21864823,0.3489831,0.29155732,0.54405708,0.26943783,0.46987783,0.45947838,0.50459917,0.36383857
155,52,2,0.49938522,0.31324161,0.27776528,0.36186706,0.30830151,0.48856646,0.36484722,0.33908761,0.24919818,0.55085886,0.42876949,0.32841585,0.39036979,0.38251109,0.27592827,0.56904628,0.46850457,0.32174186,0.46379554,0.38413828,0.61251141,0.4018595,0.35549976,0.34968681,0.25536537,0.40723554,0.24424043,0.32731628,0.26316924,0.49092999,0.30354931,0.47856412,0.39565313,0.49708249,0.35903003
156,53,0,0.57387173,0.37815389,0.36430069,0.36393543,0.33333574,0.51511482,0.371448,0.37887794,0.24284367,0.5712429,0.50086853,0.33522254,0.36885734,0.38615405,0.31017615,0.61122319,0.52867784,0.28882226,0.48118392,0.40936706,0.66024179,0.42566503,0.36972867,0.31024898,0.20532049,0.42766109999999996,0.26833277,0.35024858,0.28860741,0.43818599999999996,0.33546133,0.49106076,0.36769321,0.50124714,0.38009322
157,53,1,0.61529971,0.45335954,0.45452314,0.38456392,0.36979895,0.53602644,0.37989845,0.41168135,0.27998456,0.5965515,0.54259049,0.36254931,0.36683316,0.40616346,0.4083006,0.63064334,0.5997571,0.30439299999999997,0.52196781,0.46010422,0.69417199,0.47267562,0.39015833,0.32326965,0.24713029,0.46879811,0.29487325,0.39359125,0.34389905,0.44316636,0.36634906,0.50292772,0.42775363,0.50833493,0.41684465
158,53,2,0.63362442,0.51028609,0.51787267,0.41507396,0.42098436,0.54823939,0.39076072,0.45479523,0.33522854,0.61818301,0.55839672,0.38640885,0.39325272,0.43608012,0.45026613,0.63714729,0.64266861,0.33523464,0.56690686,0.50793721,0.6926323,0.52647211,0.41061589,0.36785155,0.30797774,0.50753244,0.32143262,0.44627135,0.40461642,0.44911407,0.38515166,0.51144718,0.48289251,0.51888762,0.44984365
159,54,0,0.63175213,0.57898377,0.58859627,0.45435463,0.47711321,0.56954767,0.40290144,0.51104775,0.40075465,0.64604533,0.56066246,0.41465244,0.44435682,0.47755747,0.4996515,0.63776806,0.68818719,0.38792971,0.61187959,0.57513345,0.67695027,0.59021823,0.44293088,0.43002662,0.37258962,0.54914229,0.37012354,0.50216035,0.46465377,0.40832296,0.39035255,0.519859,0.53393502,0.5422164,0.48598737
160,54,1,0.62314517,0.62322196,0.62735873,0.49926349,0.54308568,0.60660404,0.41999275,0.5784805000000001,0.45582712,0.67369865,0.55267843,0.44989165,0.51447599,0.51919613,0.53925358,0.63253386,0.73143875,0.45710899,0.67159405,0.65594814,0.64632755,0.675297,0.49202065,0.54084717,0.44750733,0.58010776,0.43601949,0.57009853,0.5528685,0.34542668,0.38145148,0.53774824,0.58567745,0.57934833,0.52144669
161,54,2,0.62357831,0.66235714,0.6369215,0.53528509,0.59659148,0.63866388,0.43630429,0.63792408,0.51154275,0.69681928,0.53255111,0.48782575,0.57778654,0.55653314,0.55808516,0.62966281,0.74721885,0.50918346,0.73264193,0.73671835,0.6122833000000001,0.72882231,0.53918532,0.59105857,0.50202885,0.60512426,0.46801919,0.62130525,0.6255148,0.30455895,0.35611402,0.55858135,0.62155014,0.62300374,0.54037996
162,55,0,0.63580411,0.67646502,0.61252877,0.56234579,0.63768826,0.65948504,0.45742134,0.67703473,0.54830632,0.7104696,0.50517344,0.52067567,0.64617946,0.59918,0.5564187,0.62529628,0.74410979,0.55859424,0.76941208,0.79041688,0.56282505,0.76517304,0.57719886,0.62168024,0.56908253,0.63503409,0.48698477,0.66427732,0.67962839,0.28143856,0.32036684,0.57994726,0.63988801,0.65748338,0.55720691
163,55,1,0.65228448,0.66919997,0.58450524,0.60501442,0.66936658,0.62995825,0.46805694,0.70785093,0.55847697,0.69459865,0.46177914,0.54609102,0.69389239,0.64265358,0.52486377,0.61746614,0.72407093,0.60232899,0.78894202,0.79867819,0.51868727,0.75974948,0.59028388,0.61926871,0.61248429,0.67709479,0.48196003,0.68287083,0.71367685,0.26429461,0.27368588,0.60131317,0.65863111,0.67074478,0.56831671
164,55,2,0.64967864,0.63563369,0.45729992,0.66752593,0.67606111,0.5592206000000001,0.49284613,0.71723979,0.54362405,0.64699889,0.41855209,0.56031561,0.70266386,0.70742035,0.47295653,0.61075762,0.66958141,0.62828952,0.76577547,0.75711744,0.48551551,0.71126033,0.57250471,0.58310366,0.58919744,0.70925885,0.46885035,0.64962488,0.71817834,0.26598027,0.24692711,0.62671546,0.69795918,0.67314876,0.58484276
165,56,0,0.6326254,0.58935721,0.3482383,0.71147118,0.66757224,0.46418928,0.52217789,0.70439491,0.50734928,0.57800927,0.39264714,0.57087292,0.66772695,0.74116145,0.38813205,0.59697376,0.57333009,0.64657276,0.71392013,0.67806304,0.47612340000000003,0.64604855,0.55028249,0.53421547,0.5129152,0.72432373,0.44886471,0.59923167,0.67483957,0.30249018,0.22176433,0.64969593,0.72150593,0.6696613,0.60711546
166,56,1,0.61534861,0.56945476,0.26258246,0.71533788,0.64329466,0.33604732,0.56888204,0.68054836,0.47432467,0.47787212,0.34550898,0.5764294,0.58277252,0.73390241,0.33443797,0.5576044,0.46797829999999996,0.65271599,0.64906054,0.53275292,0.46516309,0.52366994,0.50657739,0.46898685,0.43814711,0.72069496,0.42865239,0.50978939,0.5952495,0.36677521,0.20275528,0.6654109,0.76342739,0.64162613,0.62652664
167,56,2,0.59190303,0.55800393,0.21796471,0.68937581,0.6156518,0.24725818,0.62604951,0.64460573,0.44150587,0.3953824,0.30456385,0.57542924,0.48442867,0.69680065,0.31954759,0.50430305,0.34722695,0.64810683,0.59851168,0.39196111,0.45061017,0.42789902,0.45169840000000006,0.44826182,0.40060446,0.69490873,0.40964902,0.38319624,0.52518916,0.43260224,0.19020168,0.66078252,0.79392912,0.6112546999999999,0.63561272
