,,pid1263b-09,pid5667203-05,pid5667249-18,pid58917-03,pid59340-11,pid6100022-03,pid6100022-06,pid610003b-13,pid9048b-13,pid9049b-09,pid9050b-09,pid9054b-09,pid9055b-09,pid9056-14,pid9058b-09,pid9059b-13,pid9060b-07,pid9061b-06,pid9062b-12,pid9063b-13,pid9065-25,pid9066b-09,pid9068-18,pid9069-09,pid9070b-21,pid9072b-13,pid9073b-13,pid9074g-09,pid9075b-09,pid9079-08,pid9089-04,pid9093b-15,pid9094b-09,pid9097-21,pid9099b-13,pid9101c-03,pid9104b-09,pid9111b-11,pid9116-14,pid9118b-13,pid9133-09,pid9137-19,pid9138b-09,pid9139b-09,pid9149-14,pid9153b-09,pid9157-12,pid9158-15,pid9166l-03,pid9174b-09,pid917506-07,pid9179-11,pid918807-14,pid918821-11,pid918824-07,pid9192b-09
14,0,0.70724429,0.45749319,0.73794683,0.7115791,0.60243776,0.52617239,0.70257648,0.46980224,0.54863276,0.81481418,0.63162632,0.49312047,0.62137129,0.44451038,0.41974236,0.65032276,0.67881582,0.70128272,0.52189775,0.60770813,0.44101917,0.64366154,0.57712386,0.51034557,0.69201515,0.8055617,0.62111879,0.58377545,0.48426121,0.71656487,0.71285939,0.74981887,0.50474514,0.5772409,0.5598739,0.52423103,0.70078596,0.71736054,0.60512347,0.76240929,0.55795167,0.45769078,0.78272075,0.39344451,0.34733184,0.49360328,0.55299455,0.64666273,0.53575597,0.4728183,0.40494763,0.32170426,0.75766236,0.66577024,0.51086788,0.76048981
14,1,0.64386362,0.41770498,0.65933087,0.64597126,0.46548237,0.51861846,0.70992966,0.44181408,0.52232119,0.75138615,0.59739498,0.48310731,0.55057224,0.42638852,0.38355303,0.62289299,0.67286047,0.69785925,0.50388595,0.59398651,0.39475578,0.63261734,0.54093965,0.5037365,0.67360406,0.78114627,0.57445388,0.59903609,0.48000844,0.65756396,0.71334011,0.74539938,0.43230918,0.53806022,0.54399327,0.50429547,0.68895293,0.69361734,0.59014852,0.72384757,0.49774081,0.44351624,0.76136712,0.39417563,0.31052614,0.48237489,0.54018193,0.62085056,0.49855918,0.41264731,0.34700614,0.28772836,0.69298329,0.62633058,0.4728777,0.74037506
14,2,0.59525137,0.38083354,0.58497011,0.58255388,0.38653181,0.51327395,0.72803861,0.43348412,0.50893382,0.68857609,0.57241672,0.47949967,0.50310137,0.43882733,0.36203565,0.59137194,0.66312161,0.69492113,0.49074883,0.58079961,0.36790353,0.64812923,0.51666905,0.50316415,0.6493675,0.76543483,0.54358497,0.6314235,0.49189512,0.60784012,0.7172876,0.73850752,0.385791,0.5099965,0.53919294,0.49196134,0.66605537,0.67189246,0.57872397,0.68804208,0.45700691,0.4479711,0.74387924,0.40243161,0.28291902,0.47873521,0.55713244,0.59794954,0.46278497,0.38308557,0.28273023,0.27145338,0.65021838,0.58384558,0.4466862,0.73152937
15,0,0.56618459,0.35929527,0.51043124,0.52620087,0.35789246,0.51207755,0.74787338,0.44310464,0.51033223,0.62036735,0.55016888,0.48390388,0.46531056,0.46322564,0.36387058,0.57133376,0.65763165,0.69126365,0.48866406,0.57441593,0.36230055,0.68004435,0.51319365,0.51584233,0.60986222,0.75783728,0.51762448,0.66354874,0.52315479,0.58560901,0.72591291,0.73379822,0.37902984,0.49056373,0.54186633,0.49018179,0.64305301,0.65701199,0.56541875,0.67331277,0.45180393,0.47207179,0.7386022,0.41587941,0.27250531,0.4833394,0.60227299,0.5842123,0.44648915,0.37783255,0.2491441,0.27967664,0.59553741,0.5646458,0.4356201,0.73939031
15,1,0.55296844,0.35255759,0.41362422,0.47924356,0.36460062,0.50949262,0.76853427,0.46121156,0.52224993,0.58876491,0.53686063,0.49286373,0.44967838,0.4897009,0.37479029,0.55512319,0.65465828,0.68559542,0.49652794,0.57560875,0.36773743,0.72631911,0.52203947,0.54579914,0.57346709,0.75761599,0.50673693,0.69149445,0.58146352,0.57676272,0.7356291,0.73090926,0.38429439,0.47773109,0.55128205,0.4985963,0.61578028,0.65749609,0.55476755,0.67534832,0.47465827,0.50799651,0.73731362,0.42741313,0.27242582,0.49130118,0.66477441,0.57862628,0.44199343,0.38578141,0.23792705,0.29742045,0.55589632,0.55764618,0.43658537,0.76281898
15,2,0.55397414,0.34928164,0.37048085,0.40977602,0.39227178,0.50023579,0.77869295,0.50138833,0.54661085,0.59079049,0.532765,0.50470704,0.45198613,0.51700921,0.3951393,0.54363124,0.64888391,0.66810539,0.52881122,0.57445706,0.38453532,0.7580277,0.54557351,0.59059395,0.5085811,0.75164122,0.51160365,0.70804287,0.66005202,0.57083955,0.74086161,0.72591922,0.39511401,0.47312675,0.56242959,0.52143898,0.56960964,0.68678037,0.52745408,0.70011632,0.52018439,0.56176447,0.73633184,0.43068266,0.2770024,0.50186533,0.78827258,0.57423846,0.4457961,0.4087345,0.26271578,0.34083112,0.47805735,0.56557346,0.45081444,0.79955472
16,0,0.56783524,0.33379985,0.39282534,0.37338358,0.41968361,0.48449917,0.76473908,0.53478641,0.5808052,0.61561239,0.51727241,0.50794602,0.45065996,0.51989638,0.42627322,0.53083008,0.63512885,0.63983359,0.55884111,0.56391905,0.39084698,0.76115834,0.56738415,0.6712527,0.4310531,0.71796858,0.51192347,0.70117983,0.70863208,0.56734719,0.73960433,0.71338526,0.40225372,0.47209967,0.56701135,0.55482856,0.51369313,0.75020481,0.47066526,0.74479733,0.53740216,0.60585246,0.73326379,0.41497577,0.27005235,0.51098271,0.87647904,0.57673614,0.46506475,0.4174767,0.29363669,0.38294451,0.39711356,0.5798913,0.45620098,0.81125193
16,1,0.56787897,0.30651474,0.4299771,0.35461333,0.44069848,0.47310279,0.73496646,0.56375226,0.59990202,0.63381684,0.4714722,0.50158657,0.44206591,0.48442867,0.44576842,0.51248295,0.61459967,0.60544288,0.57731279,0.5443567,0.38266396,0.75421223,0.57668764,0.73886609,0.34068971,0.6700745,0.48409973,0.66874614,0.71538029,0.56214711,0.73500971,0.686334,0.38910996,0.46813725,0.55418243,0.6045716,0.46501616,0.78007001,0.3758151,0.78033732,0.54735173,0.66968157,0.72209609,0.38970673,0.25608413,0.52341219,0.93260835,0.58782381,0.5155663,0.41210044,0.31505237,0.42535809,0.3398215,0.5904048,0.44965957,0.79597534
16,2,0.55069469,0.29033936,0.45952169,0.34219608,0.45,0.46809012,0.70288729,0.57862627,0.61373475,0.64605613,0.44466355,0.48660303,0.44558498,0.43883874,0.45519023,0.50733703,0.58409032,0.58138326,0.57746608,0.52285291,0.36601003,0.74633128,0.57224685,0.76827214,0.3096769,0.62218042,0.47095958,0.61158236,0.68196963,0.55363929,0.72204863,0.64215722,0.38230478,0.46506186,0.5298781,0.62557337,0.43846826,0.77716541,0.33324545,0.78586239,0.55280573,0.71442071,0.69884028,0.35656781,0.24860034,0.53008189,0.95002622,0.59374736,0.55947474,0.3987214,0.32684724,0.44681148,0.30529814,0.59896927,0.4351547,0.76362391
17,0,0.51985702,0.26602675,0.4813955,0.3266939,0.44661134,0.46952231,0.66845248,0.59011094,0.61533802,0.65320573,0.43425763,0.46473338,0.45736394,0.39888621,0.45041941,0.50720975,0.55536499,0.55391749,0.56753277,0.49943238,0.34638851,0.73917864,0.56089817,0.77433045,0.29933124,0.57905879,0.47143235,0.54517273,0.62448334,0.54128525,0.70277341,0.58038399,0.38396866,0.46454832,0.49641866,0.6392575,0.42129072,0.75713115,0.27521751,0.77247326,0.54751147,0.74998015,0.66276002,0.32410252,0.24818016,0.53012739,0.91506509,0.59455742,0.59550429,0.37771701,0.33113037,0.46219659,0.29006836,0.59562406,0.41860726,0.70908546
17,1,0.46924431,0.2407295,0.4945872,0.29174532,0.41212828,0.48035979,0.60358253,0.60104809,0.59144919,0.64743799,0.4256821,0.42213957,0.47292302,0.36572368,0.41669413,0.50808255,0.51146255,0.52912116,0.51927646,0.45779862,0.31077744,0.72721047,0.50567077,0.76233261,0.31087745,0.52493177,0.4687626,0.44846545,0.51355968,0.51600794,0.66974207,0.45287991,0.39524606,0.467081,0.44522068,0.64850042,0.41130906,0.686691,0.22927322,0.71965004,0.51291618,0.77639165,0.60017795,0.27277582,0.25263182,0.52478617,0.79782505,0.58904734,0.63626664,0.33231919,0.31412062,0.47675615,0.28168439,0.55416042,0.3267517,0.59579551
17,2,0.44399261,0.21892494,0.46097189,0.26305818,0.36827455,0.49790411,0.48305251,0.60709677,0.52699742,0.63255515,0.39528346,0.36122449,0.4741761,0.35440322,0.37196675,0.49885444,0.48903732,0.50469752,0.45504714,0.38302896,0.2676256,0.71406831,0.45192363,0.73763499,0.35006849,0.46114922,0.42423905,0.34900524,0.36893013,0.45697626,0.66609966,0.32987683,0.4132406,0.47883403,0.37322404,0.65070185,0.40979827,0.61940865,0.19829511,0.60755557,0.42700988,0.79098706,0.5213659,0.23704099,0.26194397,0.51761601,0.67653831,0.57554637,0.67020792,0.29156589,0.29687252,0.48139849,0.27775351,0.49773238,0.26456089,0.45491523
18,0,0.4440582,0.19738667,0.39338507,0.24364699,0.33637621,0.50960615,0.39424996,0.60241686,0.48739645,0.62761995,0.38193475,0.31073733,0.45277975,0.35193829,0.30754943,0.47972543,0.47661812,0.500026,0.40421553,0.33571899,0.26724911,0.71297041,0.38915189,0.68942765,0.40644589,0.43038283,0.39615112,0.32715916,0.33648953,0.40540624,0.70082278,0.31464409,0.42682454,0.49264122,0.33156789,0.6414666,0.40755393,0.51068742,0.19564109,0.54170986,0.33957463,0.78159295,0.41142542,0.21647088,0.26901893,0.50933576,0.56686729,0.56026496,0.68049425,0.28780713,0.30232575,0.47170641,0.27753513,0.45030922,0.24404033,0.38763487
18,1,0.46059751,0.19038271,0.34173133,0.23426539,0.32714385,0.52170116,0.39709635,0.57891306,0.42628485,0.63229766,0.40994681,0.28148782,0.43278267,0.35711922,0.28644398,0.4611692,0.47005947,0.50167273,0.37338852,0.34732642,0.30470939,0.7421571,0.3558996,0.63215983,0.46263798,0.42042487,0.42035958,0.3482264,0.35583439,0.38911368,0.75983175,0.32395399,0.41853156,0.51346872,0.31934426,0.62531257,0.40420051,0.44149847,0.24251692,0.4990644,0.35049406,0.75090129,0.3318893,0.22660807,0.27468571,0.48649682,0.50957527,0.54581892,0.67175816,0.32253716,0.37119538,0.44320911,0.28247246,0.47457834,0.25739895,0.40606268
18,2,0.50172171,0.20553629,0.31987025,0.25676856,0.34254841,0.53443367,0.4265009,0.56617695,0.4058965,0.64671702,0.45829541,0.31046741,0.44308926,0.37037967,0.33236219,0.44770434,0.47664397,0.50595424,0.36573925,0.385974,0.32938024,0.79223645,0.38546196,0.60518359,0.51944243,0.43688132,0.48074864,0.37703578,0.40345846,0.41034477,0.79871499,0.36473465,0.4034422,0.52831466,0.33594788,0.62397791,0.40176404,0.43422954,0.33429124,0.53124131,0.38848954,0.72049551,0.33401239,0.25674854,0.2831575,0.45727934,0.50756902,0.54861193,0.65353821,0.3508126,0.43143373,0.42052277,0.28764717,0.54773238,0.28480565,0.4557801
19,0,0.54120618,0.23482784,0.29620913,0.28338498,0.35361342,0.54472972,0.45642074,0.56699821,0.39969716,0.67267187,0.5091924,0.34357472,0.46192724,0.39031599,0.39826992,0.44360396,0.4800655,0.50706362,0.37772668,0.42485192,0.3410845,0.83190208,0.43640589,0.60758099,0.56241238,0.46224091,0.53721651,0.39740901,0.44658372,0.4222065,0.84734215,0.40410252,0.39255216,0.54437442,0.35519126,0.62894071,0.39684744,0.45176882,0.41985236,0.57365919,0.42755756,0.7010085,0.3742652,0.28190257,0.29275356,0.41861692,0.52935276,0.57078728,0.63144264,0.36515443,0.4834164,0.42029762,0.28887201,0.61061657,0.31556494,0.52985956
19,1,0.5891844,0.27815209,0.27203282,0.32241865,0.35876556,0.534652,0.50826108,0.59823233,0.39809388,0.71650502,0.55774326,0.37965109,0.4956351,0.41349325,0.4880018,0.44053096,0.48858054,0.50175074,0.40156358,0.46248766,0.34823772,0.8747527,0.50837386,0.6361879,0.59873499,0.48355093,0.59951055,0.43345928,0.49310418,0.43143741,0.88066932,0.45519833,0.38583502,0.56873833,0.37952081,0.64318478,0.38513667,0.48881358,0.5136128,0.63014894,0.45995071,0.68317319,0.47366386,0.30805882,0.301055,0.36425842,0.55423706,0.61359379,0.60242568,0.37634599,0.52241242,0.45479887,0.27743069,0.67931972,0.35358097,0.60606268
19,2,0.63368642,0.32061556,0.2821524,0.34882378,0.36649378,0.51753559,0.55494847,0.63603655,0.40315311,0.76311905,0.59034646,0.40163265,0.52236749,0.4430725,0.57145746,0.43986726,0.49585452,0.49729589,0.42466467,0.49458704,0.34590129,0.87203513,0.5711599,0.67818575,0.60377085,0.49531607,0.64254627,0.45878316,0.52350626,0.44894537,0.89693076,0.51410976,0.38923321,0.5922619,0.40863388,0.657728,0.36905074,0.52923959,0.56506723,0.67734594,0.48644486,0.67930596,0.55062895,0.31974041,0.30426883,0.33362147,0.57011604,0.65155683,0.56994346,0.37763999,0.55105814,0.49414615,0.26377706,0.72287294,0.37769542,0.66007022
20,0,0.66496136,0.35827347,0.35263325,0.36455135,0.38695539,0.50280325,0.59568951,0.66474169,0.43478222,0.79904729,0.62070465,0.41531929,0.57592624,0.47566445,0.66197573,0.44012183,0.5097561,0.50129138,0.45348356,0.52873478,0.33872593,0.83850034,0.64049628,0.7312743,0.57941342,0.51454599,0.68485893,0.48479334,0.55353578,0.47342267,0.90619395,0.56075892,0.39735892,0.61321195,0.44142077,0.67747948,0.34365558,0.57678558,0.61109061,0.753951,0.51113621,0.69540221,0.63502485,0.32498973,0.30316727,0.32629663,0.57770786,0.69670914,0.5393033,0.37581453,0.57024196,0.53696715,0.25600076,0.76456147,0.39351892,0.69505909
20,1,0.67707343,0.40143671,0.41919603,0.37594027,0.41445367,0.49514453,0.62251759,0.70081214,0.4608533,0.85390095,0.65022349,0.41758394,0.62271835,0.5045704,0.73826393,0.45089554,0.51857278,0.51976079,0.47318157,0.54427443,0.33646702,0.78294237,0.67730978,0.78039957,0.52613005,0.53813528,0.72173478,0.49740901,0.57886968,0.49766919,0.90135897,0.62523094,0.41738709,0.62844304,0.46496847,0.68781161,0.34541961,0.61622105,0.63937077,0.79337244,0.51962529,0.72506154,0.68896116,0.32059476,0.29151572,0.35102821,0.59873926,0.72782888,0.52685574,0.37641531,0.58486096,0.58339051,0.2566749,0.78310532,0.39127812,0.71157732
20,2,0.67739044,0.42641813,0.49694695,0.37360192,0.43106846,0.49905685,0.63679045,0.72717081,0.48314777,0.88653334,0.66850717,0.41086241,0.6661167,0.5207865,0.77089575,0.4764615,0.52431268,0.53821286,0.485169,0.53436986,0.33884773,0.73405874,0.69764731,0.80416847,0.47079204,0.5624622,0.74200815,0.49675355,0.59725854,0.50265389,0.8800869,0.67183481,0.44471344,0.63702148,0.48168979,0.68987497,0.35778535,0.62669249,0.6357237,0.79468733,0.51309874,0.74955134,0.71166472,0.3022591,0.2845089,0.3810919,0.61996443,0.73616572,0.54027904,0.38045136,0.57669917,0.62081868,0.26087163,0.77360382,0.37747996,0.7073129
21,0,0.66370424,0.44990092,0.55781707,0.36603747,0.44821923,0.50813903,0.63983314,0.75371198,0.50462278,0.91082311,0.66752624,0.40049375,0.69939643,0.53081742,0.76887358,0.51461042,0.53405154,0.56244583,0.49215912,0.50611221,0.34926751,0.69659978,0.69736842,0.81339093,0.41575216,0.59171646,0.732817,0.49886644,0.61169689,0.49702303,0.8457613,0.70133128,0.48243683,0.64233193,0.4979319,0.68468206,0.37485809,0.61362181,0.60380526,0.77822591,0.47998676,0.76274121,0.7227097,0.27616857,0.28029572,0.41869882,0.63930876,0.72775293,0.56914098,0.39225911,0.55101481,0.65426923,0.26238131,0.73646927,0.34417823,0.68212879
21,1,0.64484745,0.45891751,0.60810329,0.3534371,0.46221473,0.51916863,0.63249632,0.77576879,0.52713102,0.92567162,0.64163785,0.3942133,0.72414477,0.53171895,0.72701468,0.56337849,0.54934069,0.5859421,0.49258833,0.46785127,0.36868972,0.63188904,0.68030606,0.7999568,0.37012328,0.61652283,0.67593198,0.50883714,0.62113032,0.48468438,0.80565776,0.71540482,0.53224756,0.64367414,0.51420765,0.67290021,0.4062178,0.58503016,0.54558397,0.75148557,0.42325597,0.76337648,0.72093023,0.24762179,0.28185153,0.45948135,0.64998974,0.70466627,0.6060186,0.41318647,0.51120982,0.68034351,0.2646316,0.6770521,0.30730845,0.62862648
21,2,0.6228752,0.44626579,0.63135097,0.34115368,0.47327974,0.53848572,0.61181907,0.80251854,0.55317538,0.92721655,0.57140546,0.39820935,0.75242262,0.5214712,0.63445926,0.61944722,0.57900543,0.61097244,0.48811221,0.44756499,0.40599497,0.60771355,0.64528747,0.75988121,0.34033519,0.63536181,0.59225218,0.53258791,0.63459862,0.46326867,0.78741795,0.71247962,0.58203187,0.64303221,0.53704918,0.65834931,0.49005327,0.54096969,0.45982951,0.73459428,0.35285594,0.76126419,0.70988525,0.21951039,0.29032331,0.51373976,0.65196179,0.66772424,0.65588182,0.45151352,0.47126038,0.71347242,0.26588492,0.60829273,0.26665518,0.55934235
22,0,0.60280502,0.40916522,0.61485816,0.33437104,0.4740491,0.55433587,0.57324554,0.81800524,0.57210297,0.92000687,0.52985256,0.41302172,0.75883422,0.50527793,0.50358748,0.6492863,0.59161424,0.6317906,0.48421859,0.45138203,0.44072019,0.60214797,0.60377574,0.69551836,0.33768431,0.64841042,0.54090132,0.5527992,0.6476803,0.45079155,0.79881668,0.68994747,0.62119025,0.64198179,0.56111812,0.64304671,0.56272815,0.49702093,0.38931365,0.72178673,0.28747632,0.75939808,0.68153648,0.20026288,0.29794338,0.55347589,0.64358343,0.63122943,0.68594747,0.48763768,0.45154207,0.72985462,0.27537979,0.56665105,0.25029734,0.52937147
22,1,0.57315887,0.3525514,0.57972904,0.3305536,0.44536653,0.56130469,0.52121708,0.82243746,0.55224904,0.89983692,0.49030196,0.43449638,0.74345265,0.48895913,0.37343469,0.66636967,0.59563044,0.6448778,0.48714647,0.47287759,0.48246576,0.60549601,0.55615704,0.60742981,0.35049553,0.64905953,0.50815523,0.56556138,0.657416,0.45059155,0.81954331,0.65502626,0.63559292,0.63778011,0.59901639,0.61652988,0.60642739,0.46833246,0.39322436,0.69100058,0.29728897,0.75898515,0.61962324,0.20321203,0.30834573,0.59976342,0.62010122,0.6023036,0.69213934,0.53371332,0.45508848,0.73901064,0.29032472,0.56493628,0.26244937,0.52043158
22,2,0.54096569,0.311568,0.52618624,0.33310325,0.40844571,0.55785521,0.47163422,0.82994616,0.51667409,0.87460304,0.47625549,0.44981567,0.71867299,0.48704196,0.31730078,0.65713247,0.58874429,0.63894956,0.5051736,0.48543929,0.50880865,0.60501772,0.54507294,0.56273218,0.37001047,0.62852401,0.50623636,0.5631169,0.65351469,0.43182203,0.8369511,0.62478718,0.62556563,0.63643791,0.6282892,0.60625144,0.60087329,0.45433827,0.42501977,0.67888841,0.34234728,0.76036687,0.58551881,0.22418467,0.32005406,0.61935396,0.61476643,0.5823728,0.68594747,0.56198105,0.47551463,0.75017154,0.30974174,0.58421102,0.28956304,0.54009248
23,0,0.5221089,0.28627075,0.46274647,0.3401465,0.36774723,0.5475679,0.41674301,0.8456284,0.47921974,0.84446829,0.47291831,0.46311389,0.68485026,0.49623983,0.32004194,0.63180289,0.57286909,0.62099151,0.52983828,0.51992432,0.5289506,0.59829989,0.55538473,0.54547516,0.41633229,0.59432765,0.50986554,0.55246761,0.64367356,0.4290066,0.86399186,0.59761819,0.60052822,0.63970588,0.66319462,0.61608499,0.56456205,0.46428837,0.47917216,0.69579235,0.4054677,0.76398793,0.58157943,0.25037378,0.34267577,0.6244586,0.62767025,0.58978989,0.67319898,0.58562736,0.50017335,0.7676902,0.34576529,0.61794415,0.35253814,0.58344751
23,1,0.50543841,0.31180332,0.40143748,0.35839555,0.3368603,0.52614619,0.3714461,0.87610643,0.45159882,0.81053987,0.46582934,0.47591837,0.68142517,0.52207603,0.36237268,0.57230657,0.55795053,0.58534408,0.56250479,0.55148075,0.53230575,0.58146183,0.5837028,0.54656587,0.47581178,0.5562145,0.50605559,0.54017582,0.62864473,0.44436068,0.88169548,0.57399928,0.58199665,0.64758403,0.69169399,0.65319475,0.51274998,0.50272585,0.54921346,0.73406327,0.46137697,0.77482728,0.62974781,0.27145322,0.38722646,0.61214741,0.65907485,0.62449582,0.65290899,0.59114226,0.51971831,0.80610473,0.40045575,0.65379498,0.38894251,0.62004624
23,2,0.49517376,0.34621006,0.38766696,0.36938301,0.3295038,0.50085582,0.359398,0.90526782,0.44849025,0.79206935,0.45718302,0.47448321,0.68479805,0.56072761,0.40396944,0.52039276,0.5610187,0.54643786,0.58908561,0.57794505,0.52259465,0.57115681,0.6094036,0.55389849,0.53659657,0.52386221,0.49996524,0.52816934,0.60837902,0.49048447,0.88402515,0.56014309,0.58312351,0.64799253,0.70623792,0.67903659,0.44872937,0.55477024,0.60028122,0.76052545,0.50093562,0.79282141,0.67742529,0.28233796,0.41682092,0.58353048,0.70410141,0.66219728,0.62236914,0.58327813,0.52785843,0.83541685,0.45107292,0.67451274,0.41174696,0.62993663
24,0,0.48772942,0.39453183,0.40468134,0.37447528,0.34259163,0.47005502,0.3610993,0.93445529,0.45158101,0.78641318,0.44896143,0.45179724,0.6984253,0.62923233,0.4406456,0.42857533,0.57170559,0.47871382,0.640745,0.59507239,0.50495521,0.57312433,0.6482623,0.5724838,0.60680848,0.4917976,0.49352726,0.5064235,0.57187544,0.56142402,0.86645096,0.55310632,0.60301963,0.63486228,0.70885246,0.70764746,0.34155969,0.66866016,0.6591704,0.77607657,0.526323,0.82649091,0.72473461,0.29252444,0.44982227,0.52979982,0.76165561,0.71753439,0.57799562,0.56747285,0.52642109,0.86739858,0.51450817,0.6879404,0.41812462,0.62912314
24,1,0.48276654,0.45395715,0.44079634,0.36305818,0.36899205,0.44094839,0.35934075,0.94505351,0.45138505,0.79008669,0.43563295,0.42321264,0.72032288,0.71146538,0.45196974,0.36403309,0.57562699,0.44709655,0.68565954,0.57537019,0.49535484,0.58279888,0.66056922,0.585,0.6514463,0.47017777,0.47482515,0.48557218,0.53470406,0.59213219,0.83191273,0.55570549,0.63451008,0.61350373,0.69387137,0.72015801,0.30125753,0.74595963,0.71478162,0.76420462,0.54079094,0.84705789,0.76056943,0.29614721,0.46389271,0.49692448,0.80897339,0.7437769,0.52801386,0.55936995,0.51622246,0.88896989,0.58572921,0.68454835,0.41297078,0.61992636
24,2,0.47603275,0.50125093,0.48455031,0.34606987,0.3807832,0.42078421,0.35573368,0.94139041,0.4435379,0.78687666,0.4061849,0.39266623,0.73322961,0.77854363,0.43915518,0.33073916,0.57996208,0.42306292,0.71277688,0.53554623,0.49087023,0.59477792,0.66571081,0.58598272,0.6891709,0.46207863,0.44110572,0.47902529,0.50003515,0.60719396,0.76599797,0.56142909,0.66556035,0.58613445,0.67569567,0.72548132,0.28512794,0.78975199,0.73913349,0.7468076,0.53802971,0.85642817,0.78118672,0.29614721,0.45814643,0.46969973,0.83056334,0.74527044,0.49832209,0.55553416,0.49751535,0.89036367,0.6335169,0.66210645,0.40036198,0.60196095
25,0,0.46204047,0.54757245,0.544072,0.32173546,0.3909751,0.39693477,0.35880092,0.91921628,0.42557228,0.76770234,0.35520701,0.3614944,0.7493839,0.84327106,0.38785201,0.30971907,0.59350168,0.39930664,0.74127386,0.47323955,0.49588635,0.60452856,0.65920338,0.56645788,0.73538796,0.46931475,0.38830874,0.48834824,0.46526782,0.6334559,0.68492188,0.55373121,0.71092526,0.54160247,0.65604876,0.72423103,0.28348616,0.83026737,0.76134985,0.70327711,0.50788435,0.84689907,0.79910413,0.29292697,0.44271324,0.4366515,0.82191141,0.72960932,0.47102863,0.5614804,0.45648971,0.86843855,0.67347133,0.59243816,0.37490304,0.58081863
25,1,0.44657244,0.59300842,0.58994403,0.30085928,0.406639,0.39528425,0.36480451,0.89039382,0.41225617,0.73169685,0.27334506,0.34260039,0.76649889,0.90039827,0.31312912,0.30008183,0.61418599,0.38413937,0.7637158,0.42346167,0.5124074,0.58157054,0.64656751,0.55590713,0.77472404,0.49826658,0.30553277,0.51650216,0.43282019,0.66354867,0.60467782,0.51538671,0.76529624,0.48319911,0.63416562,0.72215234,0.30457602,0.85707902,0.78194042,0.63987155,0.46762968,0.83324069,0.81156041,0.29093075,0.42405487,0.40857143,0.79480428,0.71616741,0.44871421,0.57714704,0.40557602,0.83695,0.69916445,0.51005435,0.34745324,0.57468745
25,2,0.42481881,0.62565024,0.66346521,0.28561769,0.44655083,0.41219108,0.38315884,0.85084277,0.41102699,0.67813063,0.20231378,0.33504279,0.79838979,0.94933184,0.21575794,0.29701791,0.64320434,0.37768244,0.77475282,0.37814248,0.56521498,0.55216645,0.62581522,0.55951404,0.84417049,0.54705318,0.25576706,0.57670419,0.39834107,0.7256727,0.54545623,0.411094,0.82435954,0.33889472,0.61266919,0.71786454,0.33236399,0.8953601,0.81758503,0.57359597,0.43806622,0.80782975,0.83322084,0.29846381,0.37501845,0.38975432,0.75741513,0.70928192,0.43456137,0.62532543,0.36665944,0.79591946,0.72761109,0.42617129,0.32526933,0.59100873
