,,pid1263-07,pid52932-05,pid54293-08,pid5667249-03,pid5667249-21,pid9048-07,pid9049-07,pid9050-07,pid9051-11,pid9054-07,pid9055-07,pid9058-07,pid9059-07,pid9060-07,pid9061-07,pid9062-07,pid9063-07,pid9064-06,pid9065-04,pid9066-07,pid9067-07,pid9068-05,pid9070-15,pid9072-07,pid9074f-07,pid9075-07,pid9093-08,pid9094-07,pid9097-13,pid9098-15,pid9099-07,pid9100b-03,pid9101-07,pid9102-02,pid9104-07,pid9105-07,pid9111-07,pid9116-19,pid9118-07,pid9127-02,pid9137-04,pid9138-07,pid9139-07,pid9152-12,pid9153-07,pid915406-11,pid9165-03,pid9166c-10,pid9170-08,pid9173-12,pid9174-07,pid917509-06,pid917518-06,pid9176-03,pid9186c-07,pid918719b-03,pid918904-02,pid9192-07
82,2,0.1483496,0.24032405,0.10497963,0.78035652,0.51170189,0.13356224,0.17694132,0.15251971,0.47444061,0.14187877,0.46577415,0.12357925,0.19081702,0.2225,0.16935125,0.16627572,0.21929171,0.26437459,0.22570694,0.34571665,0.11070962,0.18115564,0.48391603,0.13746186,0.17935207,0.20242286,0.19018844,0.20845961,0.12292213,0.3680405,0.2511842,0.20787052,0.22794314,0.19569387,0.17568021,0.19530862,0.15100682,0.2618873,0.24619716,0.25316392,0.24979622,0.29570453,0.18808758,0.30479813,0.29235913,0.13444189,0.14964958,0.16379284,0.13641511,0.22284079,0.13704633,0.2673425,0.14287818,0.16697891,0.14405189,0.20086282,0.44680747,0.16783042
83,0,0.14799468,0.26773515,0.10623178,0.79021321,0.57166679,0.16158727,0.17854179,0.19058965,0.45923824,0.14892077,0.48339006,0.13398665,0.20124609,0.22170147,0.18619139,0.17335128,0.23337622,0.25832145,0.2482365,0.37583721,0.1050382,0.22259813,0.4777183,0.16350333,0.17930579,0.17965015,0.18010768,0.20462025,0.11661589,0.38111448,0.25774498,0.23105033,0.25041569,0.1868761,0.16673272,0.21439741,0.15118123,0.28735454,0.25677578,0.25480017,0.29166667,0.32022526,0.18856547,0.31889263,0.31487276,0.12511941,0.13831059,0.15877443,0.13148209,0.20431842,0.13104962,0.26147755,0.12935074,0.19783004,0.13307756,0.2128948,0.42629569,0.16109726
83,1,0.13262644,0.28734657,0.10108062,0.81754631,0.63366489,0.17636474,0.18926431,0.231265,0.44426621,0.14245436,0.4840708,0.13657138,0.19936161,0.22054668,0.19861055,0.1752163,0.23725623,0.24218406,0.23930077,0.38562863,0.099924289,0.23273401,0.47704918,0.17841086,0.18283636,0.16748153,0.14648626,0.18351771,0.10935308,0.39850128,0.25721742,0.22723929,0.25263058,0.17326287,0.15583416,0.20861589,0.15387664,0.30604415,0.23969451,0.25745728,0.32439592,0.32405943,0.18038057,0.29893944,0.31648922,0.11146884,0.12403541,0.1520141,0.12110421,0.17245708,0.12072588,0.24095893,0.10937751,0.213478,0.1122716,0.22954959,0.38764419,0.14617029
83,2,0.11748891,0.32313951,0.094396441,0.84508913,0.69897608,0.18993394,0.20415596,0.26685807,0.44974498,0.12820847,0.45601694,0.13304519,0.17893929,0.20676904,0.17571746,0.17110171,0.21301463,0.18384964,0.20905913,0.38134209,0.098182944,0.21339555,0.48144865,0.17941964,0.18837025,0.17309322,0.13281383,0.15874314,0.10240204,0.40990115,0.24208104,0.20421626,0.22907914,0.17032687,0.14190992,0.15925118,0.15442366,0.29928063,0.2134213,0.26264842,0.34820233,0.3033549,0.15155965,0.25280135,0.30466762,0.11058435,0.10604943,0.14632174,0.10178591,0.12815427,0.11186799,0.20908458,0.097436412,0.22831727,0.097554513,0.24835748,0.32655565,0.12855005
84,0,0.10136646,0.37096163,0.094873499,0.85186998,0.72814306,0.18484006,0.19810314,0.29008399,0.45661402,0.12252001,0.433946,0.10467306,0.16002701,0.19333538,0.14605901,0.15315324,0.1774377,0.16968244,0.20787661,0.37160809,0.096173171,0.16588663,0.47916527,0.14205741,0.19812231,0.18348544,0.14341173,0.13377336,0.10243038,0.40110013,0.21707262,0.20393888,0.16723361,0.18063222,0.12406067,0.14562063,0.14167592,0.26271951,0.17041348,0.27153924,0.36843523,0.2399353,0.12956816,0.21337039,0.31567125,0.11388054,0.10593139,0.14597957,0.094968964,0.11026925,0.11922082,0.17841977,0.090200803,0.23983422,0.087038366,0.25875089,0.27556458,0.12436765
84,1,0.084880213,0.38884057,0.096146012,0.83914715,0.71277701,0.14720967,0.17996443,0.30620501,0.4503126,0.11443025,0.46593299,0.090679562,0.13515438,0.17392506,0.11293452,0.12205345,0.13728332,0.15364874,0.22481234,0.34368821,0.088849886,0.15096075,0.49360154,0.10439006,0.23590744,0.18032377,0.16617314,0.16950823,0.097272019,0.37201849,0.17999214,0.21209161,0.12683252,0.20640047,0.097637375,0.12892264,0.11970033,0.2241766,0.15300656,0.27615117,0.41509461,0.17903786,0.1028847,0.19022089,0.37716827,0.11038387,0.1092512,0.1227539,0.084362409,0.097021332,0.11329466,0.15518622,0.092744311,0.25885841,0.081766492,0.25791973,0.23933387,0.12904881
84,2,0.080308784,0.34885319,0.050799743,0.81789584,0.72428143,0.088299722,0.22743858,0.32603702,0.51403422,0.06864826,0.55733303,0.058270284,0.10724326,0.14786855,0.12261015,0.10052874,0.10098862,0.11215813,0.26547044,0.3099764,0.079764609,0.088539665,0.55178153,0.067195965,0.29761322,0.15532377,0.090634741,0.29717393,0.086487636,0.36955517,0.21946346,0.24939397,0.09013137,0.26619691,0.082973859,0.12531389,0.092857143,0.20733479,0.11706866,0.27734579,0.5023508,0.13504074,0.095655574,0.17012873,0.44476759,0.10804293,0.090520103,0.12765825,0.074501797,0.090842872,0.075704319,0.16850853,0.10548862,0.28400836,0.077924372,0.27487533,0.20835093,0.11866049
85,0,0.25433008,0.49597391,0.22993139,0.81894443,0.74614203,0.277008,0.46335375,0.35433665,0.64251398,0.23507959,0.66542622,0.17412701,0.28111227,0.1660688,0.27567199,0.16204576,0.23326111,0.290849,0.40953213,0.30969573,0.20188588,0.35933983,0.65345433,0.31662619,0.35438017,0.12039331,0.15400255,0.37488147,0.20535676,0.49256218,0.43005949,0.38253917,0.14003935,0.42429047,0.15723649,0.30173671,0.22247503,0.16300162,0.489663,0.45586447,0.62069141,0.14365564,0.26819011,0.43232153,0.50583615,0.16363583,0.12759129,0.32341749,0.13452031,0.15221124,0.22051423,0.22379046,0.12610442,0.3479345,0.12859509,0.39381778,0.28925264,0.28081938
85,1,0.45770186,0.66297959,0.51006647,0.88689269,0.75060338,0.70971836,0.75011526,0.4520312,0.77335472,0.72659412,0.74585886,0.37074632,0.63624087,0.40698403,0.46127728,0.29215535,0.44009345,0.57386261,0.57214396,0.42180902,0.35592264,0.54127779,0.70644028,0.52066754,0.44489917,0.27793351,0.42693398,0.54308822,0.42924963,0.63151307,0.64878213,0.56964193,0.35020626,0.59608534,0.3297081,0.51627697,0.54020136,0.20303265,0.82932389,0.71597162,0.716754,0.58169183,0.38521157,0.68504242,0.6597637,0.23826287,0.22030247,0.55164083,0.27354895,0.37074662,0.42751431,0.33256178,0.23080991,0.44246917,0.20544852,0.5328663,0.47430544,0.56132526
85,2,0.51663709,0.70079961,0.6011042,0.9180706,0.75221239,0.81855876,0.79068695,0.49964861,0.80089668,0.79296699,0.74526889,0.40081308,0.71917009,0.50349509,0.49256265,0.34780811,0.49405471,0.62149708,0.61486889,0.48772086,0.41512148,0.59152484,0.65675811,0.58323681,0.4624595,0.31819861,0.51411165,0.59537046,0.50952313,0.68011001,0.69968571,0.60476139,0.42931396,0.63881386,0.36914869,0.63494474,0.62743777,0.24248537,0.85526095,0.80408341,0.75633188,0.68272226,0.45791989,0.6965038,0.68339392,0.28142579,0.27147916,0.62198144,0.3430306,0.43667404,0.406177,0.37253742,0.27238956,0.49196711,0.23609164,0.56691206,0.52815597,0.63732811
86,0,0.56184561,0.68934558,0.65112564,0.94295701,0.72138521,0.82042768,0.75051044,0.52300309,0.81476637,0.78150013,0.70670146,0.4262239,0.74752931,0.55686118,0.4895766,0.378408,0.49834778,0.65405055,0.64995373,0.5588633,0.44352674,0.61760911,0.62717464,0.61696245,0.45519339,0.30301499,0.55865684,0.6147067,0.53491107,0.71049904,0.71781345,0.63424871,0.4654947,0.65255432,0.38793537,0.71139764,0.66823371,0.26808661,0.82689722,0.85490877,0.78864629,0.75569135,0.50736815,0.68695875,0.68371851,0.30140928,0.301173,0.65436259,0.38885985,0.47274324,0.36420005,0.407118,0.28289826,0.51636229,0.24508418,0.56140268,0.559342,0.70365515
86,1,0.57377107,0.66316897,0.67437822,0.96504719,0.67698384,0.75797983,0.68444971,0.54244086,0.81679829,0.72133285,0.67071326,0.46045019,0.73113989,0.56851966,0.475096,0.38134013,0.48861051,0.66662346,0.70719794,0.61105441,0.45072613,0.63316635,0.5993727,0.63061212,0.43341488,0.26932855,0.57796118,0.63315051,0.54755899,0.71864636,0.71540016,0.68511885,0.46574221,0.64082991,0.41732337,0.74369596,0.67295862,0.31383737,0.76782713,0.87416739,0.80938865,0.7875629,0.53775306,0.62769163,0.66352895,0.2951766,0.32442641,0.66904453,0.42092998,0.49200702,0.32751431,0.46038984,0.2611178,0.54112811,0.23607508,0.54420961,0.57034119,0.73045957
86,2,0.57288376,0.64982815,0.68968696,0.99643481,0.66530388,0.72268776,0.60130409,0.57895098,0.82617637,0.63553377,0.65113078,0.5070695,0.66521392,0.57248771,0.46087308,0.37520669,0.4974201,0.69442644,0.79605141,0.67933916,0.45467685,0.62836948,0.62581967,0.62619092,0.40406612,0.2446219,0.59348257,0.6546156,0.55931411,0.72989477,0.69586935,0.76898585,0.43484166,0.62740262,0.49686762,0.75858958,0.67177739,0.38260808,0.72556517,0.90312772,0.83879185,0.80643422,0.58683639,0.55374488,0.6597637,0.30077245,0.36590926,0.69549484,0.48150931,0.53556191,0.32239555,0.52717543,0.23064257,0.58063886,0.2211703,0.52123803,0.59457352,0.7278233
87,0,0.58993789,0.66544154,0.71063465,1,0.67054048,0.80652816,0.59118093,0.63986116,0.8165844,0.6033816,0.69311701,0.55243067,0.64158124,0.61230344,0.45636621,0.39121323,0.53630146,0.75275437,0.86169666,0.73579129,0.46200702,0.62933022,0.70265139,0.61405442,0.44265124,0.31354302,0.61192264,0.67085619,0.57419401,0.73869579,0.68402739,0.82506603,0.41895665,0.68010374,0.54059142,0.80031577,0.68458855,0.44029198,0.73728885,0.9556183,0.87809316,0.83231488,0.62276479,0.51093476,0.73675669,0.35536883,0.44190336,0.737384,0.54851356,0.59855619,0.42405738,0.57892447,0.24281794,0.6459128,0.22411261,0.49993667,0.650658,0.71606698
87,1,0.61875776,0.67225924,0.72388508,0.97804963,0.63900388,0.95627608,0.65515379,0.72481145,0.75315071,0.60630452,0.76159141,0.60757446,0.65858449,0.71726044,0.44452809,0.41412228,0.59652627,0.82158134,0.90834961,0.74191491,0.47364581,0.64679522,0.78162429,0.61219877,0.5096595,0.41515102,0.64071975,0.65528493,0.58730957,0.73583386,0.66752722,0.85700158,0.43857333,0.77560188,0.57205244,0.85504849,0.76015538,0.49228436,0.7863686,1,0.90887918,0.85370237,0.64293162,0.5174883,0.85653077,0.42001297,0.52286979,0.803235,0.64701078,0.65556712,0.47681273,0.64159415,0.32014726,0.71029045,0.24257245,0.51154912,0.70646629,0.71870324
87,2,0.63608696,0.65784527,0.73232204,0.94889899,0.61030498,1,0.69195811,0.74623757,0.68278217,0.63063225,0.8066712,0.63254878,0.65017494,0.75282555,0.42102365,0.42092867,0.62600217,0.8595593,0.90785604,0.67997704,0.47516002,0.65538018,0.804182,0.61973971,0.55301818,0.44872881,0.66457212,0.64475225,0.58702615,0.71821588,0.65489954,0.85398652,0.47089548,0.80196712,0.56454539,0.87970829,0.81036943,0.52031173,0.80328179,0.96025195,0.9077147,0.84297867,0.64288817,0.5564804,0.89528694,0.45461407,0.54566581,0.8579916,0.68583252,0.66850937,0.47919574,0.67360773,0.37197456,0.71318822,0.25941485,0.53948389,0.7181316,0.73067332
88,0,0.63200532,0.64899348,0.71968268,0.92205523,0.61017333,0.96870654,0.70032273,0.72322592,0.62582264,0.64259376,0.83185841,0.64625984,0.60771592,0.71873464,0.39471504,0.40911363,0.59630959,0.86305898,0.88344473,0.53610385,0.45990777,0.65441257,0.79569254,0.62724952,0.58019835,0.42656997,0.67185463,0.64536581,0.56281443,0.69210778,0.64810865,0.82701979,0.48735165,0.77889998,0.5406905,0.86113826,0.82590772,0.51962057,0.8117699,0.84651028,0.87852984,0.80889049,0.61687375,0.60907695,0.86497014,0.44442479,0.5268388,0.84686609,0.64880758,0.6537461,0.44733872,0.66896972,0.35639893,0.63719927,0.26069004,0.54447875,0.70217709,0.7434984
88,1,0.61246673,0.6390054,0.69499357,0.88381685,0.62921817,0.88812587,0.67799513,0.68437607,0.59271142,0.64304344,0.83269042,0.64592605,0.56797618,0.68427518,0.37892078,0.38457027,0.54231446,0.84374595,0.83543445,0.48295592,0.45020304,0.64227285,0.75026765,0.62731179,0.58047603,0.38873859,0.66285067,0.6561216,0.54670871,0.67086256,0.65243013,0.78046721,0.48202704,0.73559405,0.52319183,0.81242012,0.80973521,0.49908315,0.81825153,0.77077903,0.84803493,0.7801342,0.59400469,0.65823581,0.81738509,0.40725279,0.47763925,0.80809788,0.58434063,0.63665453,0.41070785,0.65897146,0.29194779,0.56138554,0.25310516,0.51886329,0.67663688,0.75518347
88,2,0.58356699,0.62013748,0.65435249,0.79923104,0.66084985,0.76324757,0.62147138,0.62505142,0.58119447,0.66507779,0.80084714,0.61727148,0.49987723,0.6281941,0.39478072,0.3280523,0.50576923,0.79105638,0.78230334,0.460037,0.48003992,0.61263382,0.65439946,0.62693817,0.55086942,0.33493047,0.63955086,0.67749373,0.55983845,0.65459184,0.67757324,0.73121314,0.47283112,0.68344099,0.52740645,0.73465905,0.7691771,0.47614077,0.81045676,0.70650883,0.81703057,0.74946082,0.56752107,0.69537741,0.74026227,0.35016216,0.40607156,0.74137591,0.43353479,0.60972945,0.35088187,0.66188653,0.18002677,0.47298335,0.23947005,0.48072509,0.64042242,0.77000356
89,0,0.56905945,0.61058427,0.63200043,0.72757777,0.67529438,0.67302677,0.61089376,0.56920638,0.59117308,0.68499865,0.74942894,0.59003766,0.4915659,0.63753071,0.42776374,0.33467602,0.49798212,0.74944913,0.75949614,0.4555591,0.54153761,0.59757068,0.56472901,0.63223115,0.51071074,0.36104954,0.6070204,0.70908246,0.6109757,0.65496652,0.70395106,0.70668259,0.49075966,0.65749657,0.54598735,0.67524998,0.70620739,0.47191621,0.78102151,0.67051839,0.78733624,0.72483825,0.54194978,0.71444558,0.69624773,0.3208267,0.34298783,0.68895225,0.37273222,0.57068158,0.34373285,0.67316394,0.15427711,0.42729968,0.2323544,0.45859258,0.61256702,0.78525116
89,1,0.56532387,0.64071684,0.63410163,0.67948969,0.67013823,0.64507997,0.6884015,0.52835962,0.63427114,0.68837126,0.69993193,0.58268572,0.5704438,0.67364865,0.50581043,0.41727552,0.50564057,0.68444588,0.75428278,0.50299164,0.6499415,0.61032116,0.49768317,0.64966685,0.48646612,0.53140482,0.55966988,0.74894487,0.64177,0.66725128,0.74520148,0.69473088,0.56524085,0.65496183,0.58418566,0.69849635,0.70464563,0.48493547,0.74161694,0.67343614,0.76688501,0.70812365,0.51568338,0.73880925,0.67196832,0.34116988,0.3240059,0.65600083,0.35619079,0.54019251,0.35676099,0.66319179,0.22206158,0.42414583,0.22642561,0.43232011,0.61342811,0.79095119
89,2,0.5702307,0.65911482,0.65820111,0.68241174,0.66962627,0.66682893,0.72818284,0.54537196,0.64738401,0.69025992,0.68113607,0.59234851,0.63047081,0.70362408,0.55229386,0.45795039,0.53006501,0.6669475,0.7474653,0.56732793,0.71168009,0.63581526,0.49778354,0.66946883,0.49498843,0.58691873,0.53535704,0.75239379,0.66143272,0.67730389,0.76950275,0.68213997,0.59506886,0.67432961,0.61310876,0.72356966,0.74140637,0.50765921,0.74247836,0.71274978,0.76572052,0.72597652,0.51683031,0.73654184,0.68657492,0.38755823,0.34838805,0.70141531,0.40794403,0.5632154,0.39066395,0.67254612,0.32708835,0.45304266,0.2334695,0.3921238,0.63903331,0.78033488
90,0,0.58162378,0.66424914,0.68480918,0.71639287,0.66934104,0.69285466,0.73858921,0.57937093,0.64157618,0.69363252,0.65932229,0.60747176,0.67012461,0.75233415,0.58255861,0.48095559,0.57274512,0.66895658,0.74700257,0.6760222,0.74038131,0.66209855,0.508364,0.68609502,0.5074314,0.62592351,0.52477331,0.7396579,0.6768157,0.67230548,0.77870693,0.67901637,0.59742971,0.69842435,0.63691792,0.73674912,0.77690661,0.52770294,0.74440079,0.72777295,0.77183406,0.76413851,0.52784777,0.7278818,0.71280187,0.44830473,0.37223903,0.75268806,0.49649897,0.5992846,0.44552011,0.68920118,0.42011379,0.49109104,0.25005796,0.37136072,0.67120227,0.759316
90,1,0.58824312,0.66826121,0.70660377,0.75588955,0.66738097,0.69420202,0.72765593,0.61640384,0.62959855,0.70136703,0.64206943,0.61912872,0.68037567,0.79711302,0.59978779,0.48807922,0.6315818,0.68185353,0.74869923,0.71040378,0.72620277,0.69132583,0.51410171,0.69761504,0.51413554,0.6420578,0.52225843,0.73103096,0.68529724,0.65477519,0.77416096,0.67812391,0.55867234,0.7291055,0.66991083,0.74828208,0.80204535,0.5619014,0.74068199,0.72164784,0.77962154,0.78864127,0.53425146,0.69190316,0.74597507,0.48909134,0.41547768,0.78533879,0.56065556,0.62927289,0.49887121,0.6857292,0.49970549,0.52825662,0.26874965,0.36919972,0.70203899,0.74050588
90,2,0.60520852,0.69245283,0.73683533,0.82880112,0.6958312,0.67073192,0.71105842,0.63959547,0.63342382,0.73073118,0.62388624,0.62924512,0.67122951,0.82088452,0.61176233,0.49911555,0.6572928,0.68807518,0.74085347,0.73056069,0.68731503,0.70916827,0.51397625,0.70639517,0.51996694,0.64591482,0.51528053,0.73654365,0.70208319,0.63515625,0.74626782,0.67584452,0.48084026,0.74425524,0.70436705,0.77197203,0.81385762,0.60688342,0.73569207,0.68828555,0.78151383,0.80924994,0.57090972,0.66503803,0.78447157,0.51708238,0.47434157,0.80972575,0.60241751,0.66584287,0.53627812,0.66215628,0.55891566,0.57856325,0.29019045,0.37383836,0.71064175,0.72269327
91,0,0.62032831,0.72532791,0.74635506,0.94687172,0.79280334,0.64385431,0.70315484,0.65740487,0.65416255,0.7600054,0.61964299,0.64796303,0.67006323,0.82002457,0.61873484,0.53350317,0.66819475,0.677965,0.71813882,0.72507495,0.65752633,0.70079605,0.50737705,0.71094091,0.5157157,0.65254237,0.50704874,0.74625825,0.71430596,0.63309152,0.69895611,0.66704053,0.42234562,0.73062243,0.74407438,0.77836253,0.78715713,0.63977714,0.76344651,0.66636982,0.77088792,0.80703331,0.63037623,0.67483177,0.80316801,0.52709476,0.54269273,0.79990668,0.60187303,0.67898023,0.57768284,0.63301427,0.56332664,0.63070962,0.30783329,0.37756669,0.70959383,0.69935875
91,1,0.61971606,0.73893526,0.67397084,0.8894792,0.79572881,0.704129,0.67595337,0.68888413,0.65933695,0.77934167,0.60329778,0.65723211,0.68669818,0.81824324,0.62494947,0.61295905,0.66000813,0.62882696,0.70339332,0.70523697,0.63225274,0.68051743,0.49888759,0.70913506,0.49117355,0.6692199,0.5055894,0.74182393,0.69769716,0.63781091,0.66842519,0.6575853,0.48456559,0.68810922,0.78591571,0.76362679,0.69513239,0.65056069,0.79347004,0.62733131,0.72697962,0.77246585,0.67025806,0.67107958,0.81874838,0.53733121,0.6114644,0.71805692,0.546989,0.64717742,0.6189543,0.60423773,0.52113788,0.68771481,0.34644217,0.37896778,0.69392364,0.66234414
91,2,0.59494232,0.68783054,0.58486278,0.61988815,0.57076721,0.66554242,0.59685174,0.72617415,0.62792037,0.77583416,0.54560926,0.62864601,0.63845068,0.77371007,0.63409458,0.64274178,0.58466278,0.58526896,0.65985604,0.69477579,0.62110951,0.67165111,0.48903479,0.68989352,0.46582479,0.57915037,0.53141825,0.75715348,0.6477999,0.61454879,0.62537883,0.61603772,0.53354065,0.64277745,0.78012347,0.77866326,0.62592358,0.61952183,0.7834797,0.55151318,0.68213974,0.751318,0.62559736,0.65394236,0.71208777,0.54644731,0.58213943,0.60586863,0.40589132,0.56884105,0.64697813,0.58332753,0.47647925,0.68360402,0.36831355,0.34044962,0.62727051,0.64954756
92,0,0.54380657,0.60848004,0.5022084,0.3865921,0.40002925,0.58508345,0.51575446,0.72949092,0.58304541,0.72884252,0.48025112,0.56203355,0.51910257,0.73759214,0.62545473,0.61890021,0.48036972,0.52012962,0.53503342,0.71359316,0.57781678,0.66929728,0.47375376,0.62556822,0.4544595,0.37327792,0.56874469,0.79430139,0.57872175,0.58081952,0.55915366,0.48718598,0.5520594,0.57923273,0.74988187,0.78001654,0.53769621,0.57068905,0.79148458,0.46491457,0.63320233,0.73765876,0.56751238,0.65852106,0.62541548,0.5418244,0.49774991,0.5614599,0.27234564,0.45585978,0.61972251,0.61204316,0.47249665,0.64626323,0.37269114,0.29570173,0.54437855,0.64453865
92,1,0.51402839,0.48040261,0.44500429,0.35836421,0.35246105,0.53204972,0.49337417,0.71390127,0.53563672,0.6640885,0.40722336,0.53479973,0.45493831,0.72714988,0.58377122,0.55721977,0.39544962,0.46915749,0.49429306,0.74382854,0.515913,0.65368515,0.46577451,0.501152,0.43426116,0.25453064,0.58666761,0.83429395,0.46842627,0.52375638,0.51836906,0.43975301,0.52522054,0.52645332,0.69061809,0.74738741,0.4437609,0.49624797,0.83154047,0.42221981,0.58570597,0.7278936,0.54373099,0.62995904,0.54554012,0.52625744,0.37460716,0.55387008,0.23983448,0.38490505,0.55245747,0.66778629,0.45639224,0.57507918,0.36994756,0.27221563,0.49632006,0.62718917
92,2,0.43905945,0.36526619,0.2983705,0.34722824,0.28736195,0.41516864,0.50536126,0.63189921,0.3800181,0.45188416,0.29373724,0.46520883,0.44504941,0.6737715,0.47428254,0.33701211,0.30703548,0.44621517,0.42695116,0.74784716,0.31417854,0.56456904,0.40118769,0.30186188,0.35173554,0.2077249,0.58175829,0.88511667,0.25601927,0.33166454,0.38354473,0.38758035,0.40548962,0.38751223,0.46645835,0.59988723,0.27496433,0.40502856,0.85011345,0.37509412,0.40122271,0.70434939,0.58345643,0.51519163,0.37203973,0.44334572,0.23694578,0.49446835,0.20404007,0.3873244,0.35648663,0.77268535,0.38544177,0.4946425,0.33139939,0.23837568,0.37995938,0.51198432
93,0,0.44712511,0.26537841,0.13108919,0.20513806,0.17202516,0.30246001,0.41723638,0.48789853,0.31518592,0.31769044,0.18547009,0.19308456,0.35865202,0.38948403,0.40907437,0.19013651,0.28682963,0.51525599,0.29196915,0.69541366,0.35090509,0.25888004,0.28839077,0.22003861,0.21606612,0.20174924,0.60418674,0.8047318,0.15856303,0.24546397,0.24880458,0.29510233,0.31453322,0.32518105,0.33622437,0.44664311,0.2176312,0.37531561,0.27715564,0.41933826,0.24320961,0.42834292,0.27161352,0.46069339,0.22579849,0.34995578,0.23803762,0.30392452,0.27665795,0.39611733,0.22117269,0.70149669,0.29803213,0.39577465,0.29924924,0.28291776,0.29633631,0.35415746
93,1,0.4499024,0.21071754,0.1568825,0.21776302,0.17623784,0.2482267,0.33163406,0.39751457,0.40175222,0.25683065,0.23857499,0.18262581,0.379148,0.27280713,0.39435125,0.2029129,0.29497562,0.59069994,0.35053985,0.61483702,0.41709684,0.23627505,0.30393944,0.36293044,0.22209587,0.3178781,0.60591527,0.62495119,0.17674485,0.25281409,0.30541587,0.33704789,0.38054198,0.37113917,0.33165155,0.39106834,0.36781354,0.35108259,0.2770716,0.42209673,0.2636754,0.36610951,0.17672256,0.54919544,0.230953,0.30945221,0.26149023,0.32096013,0.33079604,0.36944589,0.21077056,0.56167769,0.27740964,0.32641014,0.27017389,0.33356289,0.25092608,0.34540078
93,2,0.44425909,0.24246335,0.16391509,0.23447046,0.18208879,0.24605355,0.29810314,0.36575249,0.42115005,0.2556345,0.26532789,0.20416809,0.39078019,0.25675676,0.3880002,0.2306095,0.29320152,0.59899546,0.36697172,0.56440646,0.4582972,0.25063135,0.31249582,0.44220686,0.2258314,0.34484463,0.61647067,0.51997769,0.18098207,0.29802296,0.33994275,0.34454937,0.42942184,0.39773928,0.38768387,0.36082249,0.4204059,0.33615206,0.33570048,0.42290762,0.30166667,0.40286964,0.20367538,0.5998976,0.24715009,0.31796686,0.30475101,0.35433667,0.37422955,0.37136446,0.21343576,0.46203446,0.29804552,0.30973785,0.26845156,0.34151825,0.25466288,0.36887781
94,0,0.43639752,0.23908957,0.16018439,0.24863334,0.18269582,0.26941933,0.26457222,0.3614844,0.4332922,0.27049645,0.28693745,0.22055803,0.38120435,0.24673833,0.38128032,0.24278985,0.28869854,0.59191186,0.37198972,0.5579639,0.50739211,0.26808949,0.32119438,0.44451709,0.21012231,0.34488809,0.63341598,0.46296365,0.18216538,0.38153699,0.35311483,0.34479057,0.44208288,0.42159914,0.45611615,0.35684535,0.44850166,0.3448198,0.39306875,0.4430278,0.34676856,0.46109514,0.24211487,0.63330164,0.24736432,0.36664308,0.3268093,0.36452901,0.42517696,0.38710978,0.22964647,0.38269231,0.31751004,0.31628816,0.2742865,0.34408296,0.26937449,0.3877663
94,1,0.43790594,0.22105632,0.16252144,0.25810556,0.17912675,0.30033032,0.23574392,0.37715118,0.44751563,0.27832089,0.30773769,0.24363232,0.36188079,0.23383907,0.37522231,0.24347241,0.29994583,0.58045366,0.37291517,0.59187345,0.54860624,0.28035273,0.33788893,0.39641945,0.19381157,0.35051608,0.64241995,0.45414149,0.18446114,0.43781888,0.35773936,0.34364485,0.42185695,0.4379037,0.48257755,0.36495752,0.45704772,0.39648776,0.43988991,0.45739936,0.3780786,0.5258567,0.27109219,0.65977911,0.23788626,0.4060204,0.34390262,0.36704858,0.46892083,0.40396072,0.25753704,0.34684998,0.32149933,0.33418694,0.29030086,0.35723106,0.26110479,0.39690061
94,2,0.44100266,0.19605808,0.19358919,0.25737854,0.17682294,0.3584927,0.20449845,0.42042338,0.50320829,0.25781545,0.39147568,0.28505649,0.32211037,0.23095823,0.3860095,0.2282638,0.33078954,0.5819313,0.37740874,0.63379473,0.57836052,0.27968021,0.40261793,0.29431471,0.1805686,0.40138527,0.63824029,0.46104862,0.18658683,0.48152902,0.35163879,0.35578952,0.36336232,0.4953807,0.48832406,0.37659574,0.46269225,0.48745328,0.47445163,0.47565885,0.41614993,0.58352504,0.31458858,0.65438122,0.2344456,0.46634825,0.36348949,0.37588263,0.52632582,0.44402966,0.33850435,0.34407414,0.33032129,0.39172451,0.30531604,0.38893374,0.23941511,0.40447453
95,0,0.45160603,0.18285754,0.23046741,0.25228941,0.17587947,0.46487309,0.20245669,0.48660439,0.55431063,0.25121414,0.47876863,0.33991784,0.32535756,0.27337838,0.4295574,0.22505287,0.37817579,0.63616332,0.4022108,0.68150794,0.59091472,0.2831938,0.49009702,0.29180522,0.21122645,0.53101912,0.62591386,0.47228781,0.18404308,0.51120855,0.33687283,0.38051304,0.32553786,0.63727735,0.49083149,0.39713555,0.47853179,0.56643628,0.5146756,0.50460469,0.45778748,0.62502995,0.33081936,0.6205237,0.25561542,0.56013326,0.42739948,0.40349422,0.59686377,0.51525104,0.41714353,0.3760181,0.33208835,0.47797695,0.32717085,0.44543656,0.23020309,0.41451372
