,,pid1263-07,pid52932-05,pid54293-08,pid5667249-03,pid5667249-21,pid9048-07,pid9049-07,pid9050-07,pid9051-11,pid9054-07,pid9055-07,pid9058-07,pid9059-07,pid9060-07,pid9061-07,pid9062-07,pid9063-07,pid9064-06,pid9065-04,pid9066-07,pid9067-07,pid9068-05,pid9070-15,pid9072-07,pid9074f-07,pid9075-07,pid9093-08,pid9094-07,pid9097-13,pid9098-15,pid9099-07,pid9100b-03,pid9101-07,pid9102-02,pid9104-07,pid9105-07,pid9111-07,pid9116-19,pid9118-07,pid9127-02,pid9137-04,pid9138-07,pid9139-07,pid9152-12,pid9153-07,pid915406-11,pid9165-03,pid9166c-10,pid9170-08,pid9173-12,pid9174-07,pid917509-06,pid917518-06,pid9176-03,pid9186c-07,pid918719b-03,pid918904-02,pid9192-07
27,1,0.38579414,0.6625868,0.28626715,0.39235931,0.50718935,0.30741481,0.39970362,0.32738258,0.59433202,0.39271967,0.42913547,0.35680418,0.50253514,0.55481572,0.52031124,0.42465872,0.47460726,0.58136099,0.44779434,0.84716464,0.5704522,0.55752127,0.35091168,0.41689395,0.40066116,0.39615928,0.38607963,0.55091568,0.28429816,0.6184949,0.52311707,0.47535487,0.64314273,0.53535917,0.54423443,0.48082851,0.57791343,0.58675506,0.56188545,0.39033449,0.50617904,0.54516535,0.52061865,0.67044324,0.32514282,0.53578041,0.32599041,0.49002022,0.39631384,0.45600286,0.25420553,0.33892273,0.33167336,0.37573287,0.4300138,0.65176918,0.36956946,0.67452084
27,2,0.4045874,0.68529845,0.37155875,0.44624257,0.58122577,0.33625695,0.45591122,0.38129928,0.69173248,0.43308751,0.48286816,0.38718761,0.5940949,0.59866093,0.60105093,0.4539031,0.48164274,0.62627349,0.47215424,0.85481916,0.65100145,0.59936179,0.40866511,0.4653839,0.42906446,0.49424163,0.43182913,0.59349261,0.32225608,0.65558036,0.5591705,0.50222512,0.66618011,0.59264044,0.5899779,0.47811443,0.62987157,0.66817829,0.65009665,0.41908485,0.5745706,0.58173976,0.57330785,0.69614541,0.36408076,0.54993809,0.30669126,0.51599357,0.45780246,0.51456165,0.27980716,0.41395754,0.32157965,0.40289103,0.44932376,0.68625821,0.39672624,0.69675098
28,0,0.41057675,0.68299783,0.40642153,0.48312478,0.61756747,0.39595793,0.50686953,0.42477717,0.76567127,0.47657163,0.53675214,0.43476549,0.65035909,0.62493857,0.63444826,0.46368968,0.48882719,0.6720674,0.47942416,0.82694393,0.69275243,0.61657974,0.46908665,0.49230338,0.43557686,0.56220122,0.46448711,0.59557497,0.33943882,0.66331314,0.58070491,0.51024518,0.67366885,0.64762184,0.62342809,0.47318999,0.65313937,0.74194231,0.714871,0.46224298,0.6196361,0.62754613,0.60559562,0.73164131,0.4019086,0.5683354,0.29585393,0.54052569,0.51049221,0.59331426,0.2924512,0.49648451,0.3110241,0.42333715,0.48299752,0.71033009,0.41311129,0.70513716
28,1,0.39145519,0.63820579,0.45482419,0.49926599,0.62810649,0.50305981,0.5509122,0.48690435,0.82675222,0.53714363,0.56672718,0.4870849,0.69099503,0.63267813,0.63091148,0.44897135,0.47671993,0.72709008,0.48432905,0.79383811,0.71333196,0.61704639,0.55189026,0.51379912,0.42788099,0.64591482,0.4880136,0.5623501,0.34551832,0.66536193,0.58334269,0.51834967,0.63762137,0.71814445,0.66242664,0.45333434,0.66195497,0.79483744,0.77124128,0.52432667,0.67407569,0.67786964,0.63373881,0.79710357,0.43646455,0.58590129,0.2889266,0.56657162,0.59081999,0.71533559,0.3487889,0.6244953,0.29356091,0.44437631,0.54727022,0.70968099,0.44457352,0.71392946
28,2,0.3650488,0.52199621,0.46991852,0.50119539,0.60682367,0.56575104,0.55143252,0.51666095,0.81710267,0.58008814,0.5751456,0.51550839,0.67804309,0.62211302,0.5974131,0.42494713,0.46787649,0.76565133,0.50553213,0.78688525,0.67922087,0.60132446,0.59212947,0.53413039,0.41646281,0.68763581,0.49183905,0.52487682,0.34919578,0.67360491,0.55804243,0.53709131,0.56826172,0.75136034,0.68178492,0.4273814,0.65542255,0.84039777,0.7748025,0.54619172,0.70414119,0.70638629,0.63254844,0.81377999,0.44620878,0.59520019,0.2998377,0.59614288,0.65751933,0.78804631,0.37889002,0.73295336,0.29325971,0.46104185,0.59067071,0.64297475,0.46795288,0.71955825
29,0,0.35393079,0.477611,0.45621784,0.48013282,0.5207928,0.62674722,0.52872291,0.53837847,0.73585884,0.64389783,0.54571515,0.57080623,0.62850654,0.59646806,0.53370049,0.37910017,0.44685807,0.80823072,0.53836504,0.7928175,0.57478147,0.56972276,0.60521077,0.59697989,0.38463471,0.74440461,0.46263106,0.50527099,0.35735138,0.68287628,0.50515771,0.56640978,0.5540014,0.82184381,0.69503087,0.4182693,0.6159981,0.86945483,0.74402261,0.55794961,0.75203785,0.72022526,0.60678599,0.80236981,0.43496494,0.59119052,0.32317964,0.60746539,0.72574322,0.85139178,0.41090382,0.90375914,0.30856091,0.47350226,0.6518907,0.52267078,0.49632006,0.73380834
29,1,0.36857143,0.38726941,0.40590695,0.44885704,0.41649967,0.61100487,0.44798129,0.5265084,0.60448338,0.68891087,0.50237501,0.63175282,0.50925051,0.55316339,0.43709074,0.33605076,0.42359155,0.8250162,0.59095116,0.86508898,0.47523574,0.50968982,0.54930579,0.6504141,0.33864463,0.78672316,0.43970672,0.44358092,0.35536739,0.69257812,0.44382647,0.60567797,0.58843689,0.8445782,0.68586236,0.39358695,0.54997622,0.85527893,0.68840869,0.55284535,0.74250364,0.71465373,0.55401859,0.72898625,0.40127889,0.5691904,0.33025452,0.5677329,0.80017423,0.88091831,0.42384573,0.94222068,0.38085007,0.50597749,0.68860061,0.35371646,0.55195776,0.69603135
29,2,0.37419698,0.33993126,0.38488422,0.42432017,0.32091714,0.59124652,0.42244616,0.4936493,0.58533235,0.6928231,0.51958248,0.63931017,0.45121233,0.52272113,0.38073464,0.34944241,0.43640303,0.82138691,0.59615424,0.8935383,0.43855737,0.49196404,0.52157076,0.64736285,0.32019174,0.78802694,0.45354916,0.40854327,0.34848721,0.69306441,0.43239982,0.61286588,0.59890208,0.83524173,0.67833244,0.40199985,0.49535437,0.80689752,0.6723149,0.58130611,0.73886463,0.71429427,0.55110783,0.69160328,0.37344196,0.52645203,0.34385098,0.55043807,0.82571055,0.88475546,0.42096888,0.90741385,0.42440428,0.50985915,0.68915264,0.34830207,0.58699431,0.67372996
30,0,0.38555457,0.31613944,0.38155017,0.40727019,0.25107877,0.54065542,0.44270566,0.47392869,0.54402764,0.68670744,0.54890704,0.66102362,0.43935916,0.51988943,0.35244543,0.37903288,0.4353941,0.80304601,0.60767095,0.91477961,0.43599009,0.45196953,0.47082636,0.62008842,0.3161124,0.77797697,0.48345849,0.39653249,0.33471268,0.68995536,0.4487204,0.62555326,0.60784413,0.81802701,0.66624495,0.42225397,0.46117806,0.78729106,0.66436255,0.62648422,0.74061135,0.71926671,0.55212442,0.64956115,0.37744742,0.49176249,0.36902988,0.54084711,0.8309376,0.88423517,0.40704711,0.79550122,0.47858099,0.50733203,0.67297819,0.38714478,0.61773355,0.62322052
30,1,0.40314108,0.31476468,0.40576758,0.39010136,0.21231624,0.49754868,0.49581769,0.47834248,0.5142152,0.68481878,0.58667272,0.68521054,0.47164692,0.53720516,0.34171382,0.41380504,0.41839112,0.77589112,0.63347044,0.92498565,0.45931585,0.42700384,0.42158749,0.54492185,0.32903802,0.77238157,0.51622981,0.39260017,0.33063133,0.67362883,0.49613874,0.65812801,0.61531383,0.80530436,0.64944745,0.45567251,0.44296813,0.78736159,0.67833431,0.65929626,0.76295488,0.73005032,0.55713789,0.58838502,0.4061932,0.48900879,0.4098045,0.56051636,0.83017532,0.88755203,0.38501215,0.63641664,0.50443775,0.49686637,0.65288435,0.44155782,0.65707555,0.56644104
30,2,0.41823425,0.32549625,0.46417238,0.3732611,0.2105317,0.48061544,0.5599618,0.52722832,0.49264561,0.70527925,0.6556085,0.71993324,0.51025106,0.57066339,0.3511924,0.47590848,0.40650731,0.74244977,0.67002571,0.92224278,0.48941427,0.43038018,0.36053864,0.44061274,0.35501488,0.78112777,0.52938509,0.40081807,0.34837384,0.65415338,0.53034572,0.69270475,0.60854858,0.802202,0.62901456,0.47912187,0.44943713,0.80266591,0.70734936,0.64366493,0.79868996,0.74610592,0.55555652,0.56840257,0.46652168,0.52954184,0.46018443,0.59255534,0.84400523,0.90316077,0.36942071,0.50948486,0.52176707,0.49049127,0.64913055,0.48758806,0.70597076,0.52715354
31,0,0.43804791,0.33348531,0.54790952,0.36879413,0.23318218,0.50025209,0.61107818,0.59744601,0.46697104,0.74021944,0.73107178,0.74228004,0.55489534,0.59501843,0.37695534,0.52530283,0.41436213,0.70168503,0.72286889,0.90348919,0.50935371,0.45181169,0.32571094,0.36058908,0.38905124,0.79259018,0.50875602,0.43048248,0.37982002,0.63042889,0.55103266,0.74135581,0.58929365,0.79177921,0.58549653,0.48756484,0.49129539,0.80266591,0.74078704,0.58242108,0.83951965,0.75113827,0.55056912,0.58649064,0.52286419,0.5801993,0.50765769,0.62939499,0.86475008,0.9185744,0.37047895,0.38705186,0.56935074,0.48565267,0.66260006,0.52697697,0.74306255,0.50940506
31,1,0.48076309,0.35680017,0.59498285,0.36864034,0.26934104,0.53554416,0.64602516,0.65351388,0.44199572,0.77205684,0.72735043,0.73432044,0.59603462,0.59642506,0.41133286,0.58883868,0.47396398,0.67103046,0.74203599,0.86961791,0.48561498,0.46720423,0.2867096,0.37766984,0.44402645,0.7587462,0.45127515,0.49132658,0.41409339,0.66795281,0.54517342,0.76029041,0.60258933,0.7813075,0.52936514,0.47820465,0.57581259,0.75597715,0.72152072,0.53326093,0.86077147,0.73112868,0.54234947,0.58543739,0.58074526,0.60834955,0.54177056,0.66801804,0.82282478,0.89255983,0.40228894,0.35985903,0.66085676,0.46698565,0.64692244,0.56467189,0.75374492,0.50753117
31,2,0.49100266,0.37986252,0.63635292,0.36430619,0.29563373,0.54920897,0.62780742,0.66052451,0.42539487,0.79368648,0.57943423,0.69557515,0.59200786,0.55068182,0.415769,0.57892713,0.50602654,0.61607907,0.72569666,0.82024622,0.43663707,0.46143975,0.26440281,0.48971916,0.46116364,0.69415472,0.40321621,0.55229153,0.44728265,0.68734056,0.50786845,0.73813573,0.61750968,0.77091407,0.50020578,0.46963386,0.63477882,0.71422526,0.66503488,0.52363886,0.8555313,0.68733525,0.51809888,0.57254242,0.65573877,0.58264638,0.51958687,0.67307792,0.68855494,0.82817378,0.41037862,0.41538462,0.70930388,0.44610823,0.5807342,0.56156891,0.72658002,0.4879088
32,0,0.48486247,0.38942274,0.63668525,0.34564837,0.31228699,0.54265473,0.57033524,0.62822249,0.38196775,0.78442306,0.49250435,0.63187265,0.55297403,0.5193059,0.390385,0.53704095,0.50052817,0.55188594,0.68918252,0.74414748,0.38984101,0.44342575,0.24749916,0.5444486,0.45847934,0.60718166,0.36635733,0.56355861,0.46269397,0.67908163,0.4580312,0.69655197,0.61012249,0.73138579,0.47423215,0.45997293,0.65413033,0.65431977,0.60841247,0.51844773,0.82823872,0.6454589,0.48645408,0.562756,0.68183589,0.49781827,0.48797492,0.64328892,0.56653599,0.66031478,0.42253665,0.47981204,0.71305221,0.41417885,0.45664367,0.5353756,0.64331438,0.44085501
32,1,0.46420586,0.38477941,0.60518868,0.30458581,0.30663351,0.48882128,0.44028189,0.56451834,0.31425633,0.72241209,0.4192875,0.50688976,0.45295562,0.48182432,0.3343169,0.45956547,0.46031961,0.50277382,0.61183548,0.61916183,0.34833092,0.40712325,0.20164771,0.52376238,0.43246281,0.47292482,0.30403089,0.51622199,0.4580316,0.62633929,0.3933831,0.60617244,0.52077172,0.6628303,0.43821355,0.41519435,0.63139369,0.57133789,0.49489453,0.50229511,0.74592431,0.55422358,0.43121905,0.55211381,0.65074007,0.37822985,0.43717447,0.56496449,0.42193728,0.45011707,0.41062946,0.51706404,0.66166667,0.34357436,0.3108584,0.4800285,0.48030869,0.33435696
32,2,0.41055901,0.36511889,0.51686321,0.24403355,0.27264682,0.36786335,0.28043206,0.49113816,0.2344439,0.57653566,0.33648741,0.33866826,0.32248481,0.4367199,0.23691896,0.3508556,0.37310401,0.43617628,0.51081748,0.46064936,0.31293276,0.32036097,0.14729006,0.33869481,0.38890579,0.29784333,0.23865826,0.4202101,0.40781549,0.4571588,0.3223089,0.52360795,0.32926953,0.53385203,0.38527551,0.3706789,0.50482004,0.48098597,0.32535297,0.4570446,0.59722707,0.40130601,0.34101138,0.52385898,0.51504155,0.29714606,0.38043526,0.44460573,0.28951868,0.22739334,0.33912362,0.49988688,0.57958501,0.24862187,0.20515595,0.36376158,0.27770918,0.23898824
33,0,0.36609583,0.41919057,0.38138937,0.23097518,0.24533021,0.25148644,0.15207798,0.39197806,0.20614511,0.45656084,0.30759398,0.2094317,0.21635873,0.39963145,0.15481002,0.26606422,0.31954225,0.40548283,0.37554756,0.33415194,0.31260238,0.2572056,0.14689696,0.2470515,0.34865455,0.18676119,0.20405922,0.37536488,0.34355559,0.34170918,0.28266921,0.38755623,0.20899917,0.40804463,0.33835074,0.3537328,0.33241636,0.48018901,0.2402828,0.37997394,0.46005822,0.29604002,0.26580068,0.49471182,0.33752272,0.29630874,0.34864626,0.32636218,0.240918,0.14631243,0.25221447,0.46146885,0.45147256,0.20586293,0.20871101,0.2850471,0.21587327,0.22118988
33,1,0.35007986,0.49473241,0.28761792,0.23358965,0.23165362,0.20901426,0.16415069,0.34444635,0.25088845,0.37381959,0.28416912,0.19097912,0.22958075,0.3812285,0.16385914,0.24898097,0.29945829,0.43370058,0.35086889,0.34860624,0.34524055,0.24530607,0.15308632,0.25614297,0.33254876,0.21253259,0.21278691,0.36217347,0.28665061,0.27043208,0.31748232,0.36836837,0.26576125,0.35769231,0.32323756,0.36172468,0.35566831,0.52071373,0.25988528,0.32835216,0.40712518,0.28673017,0.25234165,0.4833309,0.26373669,0.33750221,0.34272224,0.28042926,0.24006861,0.16657778,0.22026338,0.4193787,0.33518742,0.21419233,0.26487441,0.28859337,0.22273761,0.23790524
33,2,0.33746229,0.56798766,0.23843268,0.24679483,0.2329262,0.21970619,0.22767569,0.32773397,0.28451793,0.31365231,0.28726269,0.23279699,0.27223007,0.39392506,0.20518897,0.29717362,0.319461,0.48546986,0.38713625,0.46491038,0.38688829,0.26214658,0.16354132,0.29054736,0.34024463,0.29801173,0.24535988,0.38056149,0.26326791,0.25121971,0.35966438,0.40766067,0.34757885,0.37889998,0.33455529,0.38629426,0.40306009,0.58613442,0.28797588,0.30898494,0.41473071,0.35745866,0.27468937,0.49628438,0.24005453,0.41734772,0.34894135,0.29485199,0.27921159,0.23193288,0.22506859,0.36882179,0.29481928,0.23165982,0.32078388,0.34819125,0.24450041,0.28676879
34,0,0.35911269,0.58520025,0.23249357,0.2645159,0.25538653,0.23943846,0.25592439,0.33581591,0.31475814,0.31349942,0.31916648,0.27771311,0.31223989,0.41538698,0.26789612,0.33989617,0.35146939,0.53985094,0.43152699,0.58723608,0.42119898,0.29801674,0.18486116,0.33128464,0.35876364,0.36318992,0.26883678,0.40833876,0.27566074,0.27791773,0.39068919,0.45364642,0.39786761,0.43528088,0.36142062,0.41126983,0.44426827,0.64635024,0.31379738,0.32919201,0.44840611,0.41669662,0.31732557,0.51389702,0.26909244,0.49512353,0.36181483,0.34056716,0.33455298,0.28191337,0.23978208,0.3515489,0.280917,0.24843992,0.36187138,0.41977361,0.26418359,0.33865337
34,1,0.37830524,0.58991373,0.25450257,0.28823488,0.30615081,0.25763213,0.2884015,0.35183408,0.36090819,0.32707078,0.36401936,0.31882061,0.35883617,0.43940418,0.33780315,0.3669775,0.37842633,0.58531432,0.50060668,0.6770428,0.44581871,0.33956217,0.2123369,0.37752662,0.38888595,0.43018796,0.28180079,0.42844659,0.31563806,0.31992985,0.41742059,0.52548934,0.44865139,0.49283617,0.39560247,0.43067439,0.48454891,0.70667889,0.33705563,0.3585433,0.49593159,0.46773904,0.3597011,0.54498976,0.31020514,0.55609411,0.37743268,0.38755768,0.38471632,0.33060614,0.25009799,0.37002262,0.2788755,0.26248399,0.39155948,0.48335312,0.28293258,0.38563591
34,2,0.40677019,0.59776952,0.28574185,0.32232786,0.40018284,0.27589534,0.31073569,0.37071478,0.41734946,0.34016548,0.40540806,0.34244266,0.40031919,0.47545455,0.40472413,0.39454913,0.39425785,0.60479585,0.54673522,0.74076673,0.46706587,0.38684463,0.27026598,0.41441559,0.4262876,0.49215558,0.29059224,0.43332714,0.35993056,0.37375638,0.45026939,0.5807856,0.52746716,0.5475827,0.44296929,0.43458387,0.53496115,0.74878341,0.3456698,0.38456415,0.56733624,0.50498442,0.40213746,0.56827823,0.3603934,0.57320007,0.3878495,0.41752294,0.42182293,0.39501821,0.25908913,0.40455969,0.28637216,0.27051688,0.41217775,0.53475026,0.3154671,0.44490916
35,0,0.41899734,0.63056043,0.33414451,0.35137365,0.47087691,0.29808762,0.32023974,0.3968375,0.51887957,0.35505441,0.43555707,0.36088668,0.4616414,0.51361794,0.4670574,0.41838108,0.40351436,0.61277382,0.60195373,0.80289596,0.48917338,0.44899808,0.32121947,0.46510991,0.46735207,0.55394394,0.3191839,0.43259273,0.3981223,0.43862404,0.4998653,0.62804974,0.60052675,0.59503817,0.50019053,0.43335839,0.57739813,0.7684604,0.35313892,0.39139154,0.6152329,0.53121256,0.43482492,0.58426712,0.41456764,0.55417183,0.38638141,0.43395718,0.44721224,0.45296566,0.26277338,0.41092934,0.30699465,0.28321315,0.417687,0.56404654,0.33343623,0.50286427
35,1,0.43640639,0.68167216,0.40307676,0.39483397,0.56557449,0.33512691,0.32521241,0.43630442,0.65222935,0.39360104,0.46488163,0.41043307,0.54362531,0.56429361,0.52768795,0.44428956,0.40849133,0.63574854,0.64828792,0.85354341,0.56241999,0.53145759,0.40289394,0.52497665,0.5001124,0.62217514,0.38292717,0.44640699,0.42924254,0.53134566,0.55422606,0.68691583,0.66122993,0.6459679,0.54909687,0.43590707,0.62906295,0.76895409,0.37925456,0.38803215,0.69792576,0.55473281,0.47474151,0.6139921,0.47737601,0.52813255,0.36966433,0.44544559,0.47700098,0.49872529,0.26549345,0.42071876,0.32352075,0.3025743,0.42398565,0.57439246,0.35265638,0.56275739
35,2,0.44292813,0.71129971,0.50489923,0.45232436,0.66053536,0.38910814,0.34634789,0.50251114,0.73247779,0.45053512,0.48776189,0.46863232,0.63139157,0.61726044,0.57861762,0.46343011,0.41862134,0.66007777,0.68497686,0.85717931,0.62551449,0.58191738,0.48104717,0.60166262,0.52458182,0.69236202,0.4315316,0.47324533,0.45662155,0.58899872,0.59843978,0.70942026,0.70838358,0.72020943,0.62300892,0.44215473,0.66140796,0.77833416,0.43410161,0.41496525,0.75858806,0.58719746,0.52599705,0.65798713,0.5200792,0.5194528,0.34836592,0.4744051,0.51275182,0.56799558,0.27380262,0.48422381,0.32578983,0.32955725,0.45021253,0.57783583,0.3842892,0.63495547
36,0,0.43200532,0.72995721,0.54466123,0.50123034,0.72198493,0.44047288,0.36771389,0.56423552,0.79611714,0.50917349,0.49906966,0.54347826,0.69983426,0.6480344,0.59241108,0.46369929,0.42624594,0.68340894,0.69867352,0.84493207,0.64769083,0.62747049,0.54952325,0.64256803,0.52478678,0.74369839,0.46120006,0.50169192,0.47607171,0.60132334,0.62380739,0.72267448,0.73192867,0.77113917,0.66830272,0.44430494,0.67563025,0.82516397,0.49952727,0.44475094,0.79104803,0.6246705,0.57036233,0.72517554,0.54128149,0.54874108,0.32792328,0.50603971,0.54541,0.64404266,0.28933919,0.57468674,0.30322624,0.34784015,0.4938504,0.58272778,0.42433794,0.68086926
36,1,0.40700976,0.73528793,0.59258148,0.55865781,0.74987201,0.5258258,0.37493908,0.62664553,0.85299441,0.58139221,0.4915967,0.61374529,0.74728378,0.65878378,0.58725748,0.43797347,0.41614301,0.72469216,0.70266324,0.83313134,0.63075917,0.66188581,0.66062228,0.64730058,0.49936529,0.79976097,0.48843157,0.52128846,0.49300645,0.59099171,0.64047592,0.73095988,0.74424065,0.84259151,0.71306303,0.44920683,0.68300301,0.89752451,0.59479788,0.48740226,0.83580786,0.68517853,0.60589973,0.83791691,0.54959751,0.6137744,0.3098045,0.5338172,0.60661004,0.75650364,0.32811006,0.66966585,0.27564257,0.36620392,0.56798234,0.56676166,0.49292445,0.7281083
36,2,0.38472937,0.70582872,0.61735635,0.57413492,0.73502523,0.57260083,0.36157545,0.65263113,0.8511846,0.62222322,0.48055366,0.64893872,0.74464428,0.64957002,0.56750202,0.4170448,0.40695423,0.75599482,0.71129049,0.82949544,0.59366095,0.66900906,0.70358816,0.63297839,0.46818512,0.81795958,0.50584443,0.5281677,0.50378375,0.56343272,0.63974632,0.74258596,0.74259059,0.87965355,0.73647588,0.46797233,0.68805296,0.93426899,0.6543302,0.51939618,0.86055313,0.72993051,0.61491007,0.88004681,0.54632563,0.64573383,0.30627075,0.56297372,0.6830012,0.81659729,0.34615505,0.73778281,0.25045515,0.37309792,0.60877726,0.50687089,0.54284322,0.74720342
37,0,0.37267081,0.63394122,0.64038379,0.5788885,0.67535289,0.63337969,0.32411249,0.67714261,0.78916584,0.67425128,0.46391347,0.69601164,0.69719477,0.62334152,0.5222312,0.37284176,0.40224133,0.78833441,0.72827763,0.84946099,0.49677197,0.64860005,0.70649883,0.64804782,0.38369587,0.83822251,0.51057665,0.52760993,0.51976901,0.55169802,0.61965428,0.75760097,0.73249984,0.94638873,0.74711531,0.51102173,0.69551292,0.97185979,0.71642575,0.54819722,0.88238719,0.74940091,0.61281606,0.87734055,0.51432096,0.65499145,0.31485061,0.57573747,0.75411086,0.86908169,0.3751509,0.85242778,0.24951807,0.37014624,0.6442175,0.44640228,0.61545085,0.74570716
37,1,0.36580302,0.53542821,0.64555103,0.5628172,0.55768302,0.67111439,0.26117368,0.66852074,0.63586706,0.70761759,0.4480599,0.73439747,0.58166472,0.58501843,0.4519806,0.31965968,0.35918879,0.80978613,0.75256555,0.93972061,0.43391149,0.59066017,0.64610238,0.67065197,0.3288595,0.85147762,0.51262397,0.49691364,0.54152909,0.55910395,0.58659782,0.77395468,0.71974361,0.97304756,0.71262099,0.54363582,0.69080387,0.85429156,0.77218674,0.55836229,0.87154294,0.78714354,0.58349118,0.81677882,0.4515905,0.63376378,0.32012541,0.54248535,0.8276707,0.88592612,0.39495963,0.91602854,0.27860776,0.35560348,0.68578526,0.38521333,0.69090171,0.69415746
37,2,0.3544543,0.50316336,0.64875643,0.51759525,0.46398011,0.67970271,0.27400382,0.64047823,0.58583416,0.70473963,0.47923758,0.74798014,0.48562396,0.56031941,0.41107013,0.28801192,0.36474133,0.82022035,0.7468072,0.98137399,0.41475669,0.55504392,0.57735028,0.66934429,0.30745785,0.84843546,0.51773874,0.47608069,0.54081343,0.56422991,0.56852621,0.76914264,0.71853779,0.97450577,0.68873561,0.5642057,0.6676312,0.75971507,0.77797504,0.58391254,0.87292576,0.79229571,0.56936311,0.72051638,0.43147234,0.57318828,0.32621173,0.5347089,0.85935969,0.88651145,0.39939641,0.89557953,0.31880857,0.34757059,0.69660502,0.42696905,0.72241267,0.62758817
38,0,0.35810115,0.4566669,0.65935892,0.47573576,0.37874643,0.6873783,0.33546071,0.62457148,0.54919381,0.68981023,0.52079268,0.76392503,0.47610337,0.55971744,0.40902385,0.29534705,0.37130282,0.83201555,0.73047815,1,0.42384197,0.49233461,0.51215289,0.65620524,0.30003967,0.84115602,0.53367101,0.4922748,0.52851272,0.56234056,0.56600067,0.7559849,0.71352415,0.96968096,0.66402713,0.58047515,0.65202949,0.73679385,0.78069586,0.62451491,0.8856623,0.80559549,0.56907638,0.65081188,0.44528694,0.52105077,0.34644043,0.54707865,0.85647392,0.89125911,0.38707376,0.8137835,0.36813922,0.33813599,0.6885454,0.48393097,0.73772543,0.56079088
38,1,0.3763354,0.41410535,0.68237564,0.44182454,0.29932714,0.69518428,0.40929987,0.63561022,0.48937973,0.66615703,0.57519855,0.77903115,0.50203794,0.57133292,0.42598019,0.30980581,0.37165493,0.8338302,0.71754242,0.99846909,0.45116663,0.45312243,0.4453998,0.62706271,0.29729587,0.84327466,0.55408048,0.5321744,0.50996245,0.54774394,0.57975081,0.74718092,0.71314336,0.96307497,0.63570612,0.59581986,0.65026954,0.73474857,0.79280822,0.6695989,0.91732169,0.81182602,0.5860457,0.5645041,0.48693197,0.49578985,0.38921431,0.57401628,0.84503975,0.90472164,0.36922474,0.73750435,0.39641901,0.33479345,0.66999724,0.50961767,0.74839155,0.47818311
38,2,0.41357587,0.36765098,0.73714623,0.36376092,0.21983471,0.71030946,0.48468682,0.70760199,0.45010694,0.65010343,0.65805158,0.81431017,0.55339144,0.59248157,0.45345594,0.35280715,0.37320558,0.8228127,0.71767609,0.97416598,0.50639411,0.4467815,0.37056708,0.5382091,0.35123967,0.86630813,0.58481156,0.59828949,0.49575569,0.49634885,0.61589404,0.75070251,0.724313,0.9706009,0.5783172,0.6045786,0.67023149,0.7800268,0.84004958,0.7018969,0.96404658,0.81278457,0.62324268,0.51013019,0.55945858,0.53255499,0.44700848,0.60521541,0.83823369,0.92345213,0.3642314,0.63249217,0.43278447,0.35510479,0.65327077,0.49642998,0.77082859,0.42545778
39,0,0.44514641,0.32421968,0.7869747,0.3082978,0.19460981,0.73141516,0.54395706,0.77860816,0.39663541,0.67766886,0.70387263,0.84174084,0.59113621,0.60199631,0.46462712,0.38845414,0.38299025,0.79714841,0.73892031,0.90278752,0.55320394,0.46483667,0.30579625,0.39559126,0.4208595,0.8886897,0.57001984,0.68522822,0.4859633,0.41736288,0.64474127,0.77655969,0.72900933,0.98316696,0.49323222,0.59627096,0.68204376,0.83137034,0.90059039,0.70497394,0.98056769,0.7882219,0.64361804,0.47607519,0.59209945,0.58376083,0.4901955,0.62819223,0.83600131,0.95174298,0.3567218,0.50691786,0.51667336,0.39942719,0.66889318,0.4625188,0.78709992,0.41972212
39,1,0.44784383,0.29005401,0.80949828,0.29189095,0.16694946,0.74260257,0.58306659,0.8122386,0.33107108,0.76679558,0.67407912,0.83721328,0.5909582,0.57275184,0.46185327,0.4247164,0.38538055,0.80103694,0.80537789,0.84556994,0.58179503,0.48301537,0.2848277,0.35794259,0.44370909,0.85500869,0.4753117,0.74910291,0.48619004,0.37678571,0.6616343,0.8349072,0.68731357,0.99080055,0.40519777,0.56427336,0.66840812,0.87664856,0.91149466,0.65815957,0.99097525,0.74940091,0.64592927,0.46277063,0.62268242,0.5944926,0.51284397,0.6583545,0.78193401,0.94510926,0.34733872,0.40724852,0.61614458,0.43353326,0.72227436,0.42090556,0.78275386,0.45914499
39,2,0.44328305,0.32399523,0.83428388,0.27526739,0.17166679,0.75126043,0.58293486,0.81189578,0.31229023,0.7815451,0.57331518,0.82231256,0.53866552,0.54459459,0.46111055,0.45720054,0.37417389,0.8095269,0.81968123,0.75945653,0.59539542,0.50507137,0.23569756,0.36796189,0.42686942,0.7621143,0.37123831,0.78359208,0.49974492,0.36564094,0.67903244,0.84653328,0.66643397,0.9997064,0.36014023,0.51046538,0.67177739,0.8733338,0.87653374,0.56143209,0.9941048,0.713156,0.64863151,0.45970597,0.63836017,0.5301256,0.51225378,0.67697652,0.6618752,0.90394121,0.35476209,0.3877306,0.65263722,0.40661096,0.7307204,0.3964854,0.77193339,0.52593516
