,measure_number,beat_number,pid1263b-15,pid9048b-28,pid9049b-15,pid9050b-17,pid9053-20,pid9054b-17,pid9055b-15,pid9058b-15,pid9059b-19,pid9060b-13,pid9061b-12,pid9062b-18,pid9063b-21,pid9064-01,pid9066b-15,pid9068-21,pid9069-15,pid9070b-27,pid9072b-19,pid9073b-21,pid9074g-15,pid9075b-15,pid9085-08,pid9094b-20,pid9099b-21,pid9103-21,pid9104b-15,pid9111b-17,pid9118b-21,pid9124-15,pid9127-03,pid9139b-17,pid9153b-17,pid9166e-15,pid9170b-17,pid9172-11,pid9174b-15,pid918810-15,pid918812-15,pid9192b-17
96,33,2,0.66969642,0.53052338,0.44462416,0.40635721,0.29631456,0.22663944,0.46274287,0.49710393,0.34760866,0.52102157,0.46157879999999996,0.6009656999999999,0.3617386,0.29922411,0.36038876,0.29040342,0.35508887,0.27818789,0.38649249,0.48130036,0.37106632,0.35010573,0.28263433,0.54402498,0.33196121,0.78676577,0.47486401,0.36437361,0.45482796,0.46611612,0.38431425,0.43909464,0.34828847,0.568055,0.3011581,0.45730764,0.32725461,0.44402456,0.45744779,0.46605844
97,34,0,0.41330112,0.47392667,0.32966279,0.32974629,0.31149570000000004,0.30783479,0.52945692,0.28752567,0.3492726,0.48540225,0.39549583,0.43674988,0.403469,0.35844495,0.68603082,0.35939098,0.47563003,0.4277444,0.43442384,0.43287024,0.32903628,0.42046896,0.47716518,0.45677413,0.36088547,0.74108818,0.35338962,0.43093941,0.22340784,0.4922339,0.38286459,0.36221668,0.3950376,0.33658828,0.49184762,0.43575259,0.36820869,0.51648989,0.55291074,0.45938961
98,34,1,0.33241863,0.3637377,0.41379161,0.32717313,0.38052367,0.46367925,0.57554734,0.28351362,0.38694308,0.50174332,0.41281955,0.53796394,0.49507648,0.58787161,0.83108067,0.43386864,0.51261827,0.47090129,0.38911278,0.454404,0.35929645,0.48468093,0.68525098,0.42619638,0.41831321,0.70843556,0.37158399,0.40425661,0.29541852,0.66078579,0.41642728,0.28739159999999997,0.4295143,0.45580909,0.7520380999999999,0.34964459,0.44443222,0.68296689,0.72216781,0.44913636
99,34,2,0.33792506,0.35236436,0.38883674,0.26060257,0.41562948,0.50759319,0.56920671,0.30629878,0.38030551,0.52247321,0.32362581,0.37349398,0.47962305,0.75502287,0.74642965,0.53730273,0.53164736,0.38137339,0.30747778,0.35215338,0.40696959,0.41923125,0.78167613,0.50142372,0.45035675,0.61111271,0.39192985,0.44183310000000003,0.52525366,0.73625292,0.42479792,0.32528594,0.38486679999999995,0.53897967,0.8168380999999999,0.34702581,0.39735359,0.73510972,0.77273147,0.40169481
100,35,0,0.39595223,0.48575285,0.36365081,0.28590169,0.45312948,0.54427059,0.58675955,0.37040942,0.34919076,0.5348935,0.34127727,0.33128487,0.45728626,0.84833388,0.7842683000000001,0.63125139,0.62192944,0.37357177,0.36266473,0.37507641,0.43130084,0.37339843,0.76133265,0.53751263,0.49069704,0.53079809,0.40427052,0.5180889,0.62126374,0.72964631,0.51470372,0.41110855,0.37982006,0.56815464,0.78971429,0.49385834,0.34986252,0.7177073,0.77591018,0.53851299
101,35,1,0.39888777,0.59386049,0.3824175,0.34567536,0.51979914,0.50022434,0.67295991,0.42274408,0.30621931,0.49462081,0.3594344,0.35873119,0.37189293,0.73622999,0.64724544,0.682485,0.59519851,0.36431092,0.41448820000000003,0.43542651,0.44728472,0.37972385,0.77032505,0.52241205,0.52844859,0.64715688,0.40910124,0.50465335,0.61360091,0.65917584,0.6737925,0.40219532,0.37593308,0.54156038,0.78506667,0.55976431,0.33902942,0.65140422,0.69397524,0.60470779
102,35,2,0.27876744,0.55502917,0.43148964,0.49185527,0.55101327,0.46129199,0.80771491,0.4325825,0.27259502,0.40708181,0.37968911,0.41969989,0.31574023,0.41898889,0.65950247,0.6421427,0.48099744,0.29872198,0.37385841,0.52989719,0.39822646,0.37296927,0.74769662,0.39514099,0.52145079,0.79499206,0.42813997,0.42504875,0.45490284,0.57629296,0.75335694,0.41149608,0.34928657,0.36924073,0.78072381,0.53948123,0.2636926,0.57082278,0.59955646,0.52526623
103,36,0,0.29045492,0.48516067,0.45206152,0.52573158,0.44166069,0.59336171,0.77920576,0.39559770000000005,0.3047645,0.47374847,0.42998408,0.57838256,0.47879678,0.40770173,0.87195085,0.57190487,0.42910072,0.33869337,0.43257738,0.59650829,0.42029315,0.36240204,0.74430604,0.25672821,0.52889682,0.92791168,0.49990257,0.51134423,0.37753816,0.57795295,0.66039148,0.43012904,0.39805300000000005,0.32752092,0.81660952,0.46222721,0.41687517,0.57708163,0.60462022,0.46185065
104,36,1,0.31204303,0.36608029,0.4984331,0.36249099,0.38164455,0.5205879,0.6437115,0.3831713,0.29224404,0.58707774,0.49526173,0.5888482,0.43230675,0.59463411,0.9780844000000001,0.60135586,0.50496949,0.39109204,0.42830984,0.47781791,0.45083181,0.32537007,0.80084027,0.3202627,0.5611416,0.81700101,0.51125274,0.40090781,0.40405856,0.69570404,0.51326742,0.35417278,0.44172348,0.4438322,0.90620952,0.32986033,0.52261479,0.69396015,0.73466088,0.37107792
105,36,2,0.37228553,0.37479753,0.61785688,0.27454952,0.46842719,0.44045099,0.5631978,0.36758866,0.48546099,0.62811016,0.48363143,0.57950306,0.39987025,0.72845475,0.92141203,0.6300289000000001,0.53455655,0.41110157,0.37934416,0.36363805,0.45912789,0.38009703,0.82096263,0.49347846,0.63476948,0.71156011,0.51168304,0.47930872,0.50900446,0.7539623000000001,0.56248914,0.37083665,0.45123357,0.56830411,0.91207619,0.3610737,0.52953671,0.7406815,0.79172057,0.42064935
106,37,0,0.46241225,0.47365671,0.66227886,0.2547571,0.54905846,0.43471008,0.55666761,0.33122689,0.65939262,0.61165378,0.44289728,0.52703624,0.3885209,0.71916857,0.88191157,0.61852634,0.55608807,0.40848832,0.39055317,0.30688154,0.43840967,0.44078866,0.75521486,0.57940663,0.66818514,0.61296002,0.53361208,0.55345303,0.56007338,0.69585419,0.64281515,0.43303029,0.42368033,0.58659825,0.83169524,0.47027061,0.46664834,0.672446,0.72542044,0.55764286
107,37,1,0.47653387,0.49592441,0.57268395,0.26335592,0.58997489,0.40331339,0.59150791,0.31116664,0.68947991,0.550814,0.39392265,0.45884786,0.31866293,0.52623326,0.66793232,0.63703045,0.5451322,0.36087744,0.38446215,0.30846531,0.36144375,0.44019157,0.63099432,0.51441168,0.65728138,0.64267571,0.57779492,0.45210813,0.56077227,0.57424091,0.68795511,0.38335288,0.39829901,0.4046931,0.70123429,0.50885397,0.38519384,0.54987761,0.59775457,0.5449026
108,37,2,0.32912754,0.37923017,0.37113871,0.31372351,0.52828192,0.27512655,0.65834518,0.32254553,0.49086197,0.4630308,0.38349096,0.39067103,0.25679459,0.27713982,0.44265284,0.64569904,0.37909629,0.22304244,0.31649556,0.35728443,0.23557347,0.30080856,0.54321515,0.31603748,0.57349982,0.80054842,0.5824795,0.25288817,0.43011719,0.43204037,0.59928519,0.32052034,0.34973642,0.21707852,0.61239619,0.44524255,0.31824306,0.42095375,0.4435779,0.33772078
109,38,0,0.29035464,0.45244274,0.41881724,0.40351737,0.40930775,0.33588932,0.67134869,0.35089689,0.31266594,0.49707638,0.41302556,0.55455186,0.43357689,0.31319013,0.74564407,0.67014892,0.23225749,0.46199332,0.43135152,0.48412522,0.32991572,0.30396194,0.61898725,0.16674015,0.49324003,0.96226007,0.46476415,0.33405285,0.35737017,0.43717885,0.39093459999999997,0.33032385,0.36868629999999997,0.30517138,0.66742095,0.36668537,0.44657685,0.42430326,0.45515616,0.2918961
110,38,1,0.29673626,0.40722808,0.41241245,0.39163904,0.31286765,0.40941095,0.62916311,0.38825825,0.28527005,0.62239181,0.39906358,0.65647056,0.43467632,0.41987096,0.91619498,0.62591687,0.26603590000000005,0.56760134,0.46041986,0.48721867,0.39226823,0.34355019,0.70128252,0.23228621,0.49461215,0.85106076,0.3915645,0.31928586,0.39352528,0.54770604,0.35485336,0.32973732,0.43122935,0.38994619,0.74460952,0.35987031,0.54005362,0.53571735,0.57153022,0.27314286
111,38,2,0.32755949,0.34380388,0.29038198,0.36048003,0.37385222,0.45459618,0.56233532,0.41376147,0.45866521,0.70655271,0.34313138,0.59641442,0.44568424,0.67852826,0.96550509,0.61291398,0.38902644,0.4565856,0.43226325,0.44660554,0.50867717,0.43244807,0.77423159,0.36678608,0.60313758,0.73798528,0.42325242,0.4735929,0.64204326,0.63803804,0.41002071,0.37764464,0.48962536,0.50952571,0.8048,0.42984786,0.53880946,0.61955168,0.66228054,0.29567532
112,39,0,0.38431033,0.45867805,0.28198426,0.39162462,0.43514168,0.47845145,0.57332006,0.44858277,0.51970358,0.67500339,0.35335706,0.48899722,0.45318219,0.8267723,0.92918723,0.6180818,0.48407463,0.41869337,0.44664419,0.48732055,0.58884573,0.49932205,0.80157736,0.38819693,0.64863703,0.64416222,0.47222538,0.63547172,0.77198697,0.63260761,0.47439375,0.46683983,0.49180432,0.54874452,0.82430476,0.53229206,0.46819494,0.61495684,0.65717982,0.35725974
113,39,1,0.38575987,0.49561961,0.26024262,0.46241891,0.47719692,0.40387138,0.64572078,0.45914693,0.5057465,0.60023742,0.3680869,0.47491596,0.39852499,0.6968065999999999,0.87837647,0.61869304,0.49365992,0.42660944,0.42879252,0.5708808000000001,0.62085746,0.5464299,0.81101201,0.31488932,0.667618,0.70205657,0.52438906,0.54360837,0.78905987,0.57932933,0.53523949,0.46024132,0.50681099,0.51222599,0.82460952,0.55209502,0.40195903,0.56291064,0.6020329000000001,0.32674026
114,39,2,0.26272222,0.38622311,0.25795364,0.55258757,0.45192791,0.33519903,0.72521088,0.4265165,0.45580105,0.43622304,0.34662422,0.48467696,0.35398798,0.28975825,0.7521401999999999,0.59935541,0.3952781,0.35900811,0.30132547,0.60108363,0.54732136,0.51059833,0.7608904000000001,0.19266097,0.57392975,0.84355607,0.54449135,0.3146594,0.53522533,0.42170504,0.53313515,0.39013993,0.45207001,0.347499,0.78011429,0.47703579,0.31753506,0.41365354,0.43384772,0.17599351
115,40,0,0.28009846,0.46493948,0.42488988,0.46931671,0.36720768,0.28568799,0.67538622,0.32590716,0.41075649999999997,0.46450278,0.34977058,0.55883746,0.40994264,0.16355766,0.63830194,0.57173816,0.28404809999999997,0.36235575,0.3743411,0.50247291,0.44481495,0.4347991,0.7079826,0.15943786,0.45931211,0.89500649,0.48203296,0.32966848,0.39100428,0.24946613,0.46117309,0.37128703,0.30920784,0.38986648,0.73999238,0.39382716,0.39821969,0.26248551,0.26384217,0.18531169
116,40,1,0.3048318,0.4799791,0.38440321,0.33593052,0.27836263,0.22958468,0.52506871,0.26094756,0.31470267,0.54464116,0.37654275,0.53247698,0.3695097,0.2495018,0.65287542,0.54881085,0.25200283,0.36076299,0.33706712,0.40553858,0.44345914,0.31751462,0.72425739,0.22760173,0.37409440000000005,0.76280849,0.41141512,0.30376572,0.33529272,0.28034701,0.41478389,0.26918807,0.25879665,0.39498804,0.75733333,0.29058486,0.46802997,0.29648516,0.30264276,0.21172078
117,40,2,0.30160452,0.48879213,0.34151924,0.29239585,0.34434182,0.41076852,0.42781727,0.25240312,0.45534643,0.62695021,0.37616818,0.43552542,0.39285714,0.47794838,0.71178366,0.58168482,0.34451322,0.30054363,0.35872663,0.35981291,0.43772078,0.31604677,0.76265939,0.35209883,0.47564032,0.65769231,0.45574409,0.44555847,0.54820472,0.36763429999999997,0.42358875,0.3091667,0.31535109,0.55478278,0.79565714,0.35354782,0.48890569,0.37297634,0.38766402,0.24064286
118,41,0,0.35030541,0.62721414,0.45504369,0.31752919,0.41745875,0.65220893,0.38341389,0.30544982,0.44978178,0.65132953,0.39049536,0.34996361,0.43843212,0.63918654,0.6837748,0.65231162,0.38456981,0.29656652,0.56262642,0.37830879,0.43145475,0.33919642,0.72549569,0.35219069,0.56876143,0.50297301,0.53291386,0.39851389,0.71103373,0.39611278,0.4138887,0.38244166,0.38069164,0.7672778,0.74290286,0.41757077,0.4024402,0.39634775,0.41681759,0.30062338
119,41,1,0.31307321,0.43793434,0.33411799,0.3428211,0.32929519,0.53944432,0.25172022,0.30942079,0.24872704,0.38612129,0.34995786,0.21482286,0.27274652,0.41457040000000006,0.3707322,0.61591465,0.26244584,0.22783023,0.43754979999999993,0.4263036,0.38227189,0.25459012,0.44615611,0.24511803,0.41581595,0.38827392,0.43789884,0.29337637,0.47246247,0.34965799,0.29311911,0.28608237,0.26579040000000004,0.62448187,0.46633143,0.28444943,0.24626753,0.36756559,0.37273147,0.27955195
120,41,2,0.17284164,0.29381695,0.13943245,0.23956321,0.17156564,0.3004717,0.14956876,0.13203478,0.19167121,0.2042735,0.22368199,0.14785893,0.13981153,0.14507514,0.29988921,0.24693821,0.15750287,0.20663805,0.20753907,0.29726776,0.16667644,0.14887424,0.14799882,0.16967943,0.27876875,0.24508587,0.27842819,0.12507565,0.23135772,0.08944778099999999,0.20594562,0.16530856,0.079306952,0.31980869,0.17134476,0.22060107,0.1620154,0.10296625,0.09719090699999999,0.13203896
121,42,0,0.15024159,0.27623443,0.13108528,0.20348133,0.16463415,0.27491371,0.19176381,0.12054635,0.22565012,0.24365079,0.29587976,0.16941399,0.24842939,0.24637373,0.32123074,0.22764503,0.18521532,0.21146399999999999,0.30088875,0.19095119,0.21437156,0.18389103,0.38809612,0.20035823,0.2805708,0.25163804,0.5448566999999999,0.25242418,0.32553322,0.12218051,0.31876545,0.18711509,0.11846489,0.35409526,0.38986667,0.21641726,0.19190267,0.13276721,0.13400481,0.14109739999999998
122,42,1,0.20748473,0.19871114,0.15051628,0.1522344,0.13137554,0.21164289,0.22817742,0.071169382,0.17259502,0.28526659,0.37193557,0.1374626,0.18533871,0.27041816,0.22961023,0.22311625,0.23355734,0.14474964,0.34298192,0.1362045,0.29814584,0.20110088,0.42887153,0.34643152,0.26372119,0.28498340000000005,0.31075749,0.29841974,0.32973904,0.25715716,0.20183045,0.20677448,0.16129894,0.38394779,0.44870857,0.22058237,0.15664009,0.26966763,0.25486047,0.18955195
123,42,2,0.32759595,0.29860664,0.23704961,0.22178175,0.19446736,0.32469512,0.29848356,0.18211694,0.21345699,0.36353955,0.59941942,0.21851933,0.30371483,0.43667102,0.44129318,0.33044009999999996,0.27251746,0.18406295,0.39349525,0.24253033,0.35515573,0.30033586,0.47446746,0.41630385,0.36329126,0.42052966,0.43254851,0.4023334,0.50082993,0.43958959,0.30633309,0.31168042,0.24182892,0.43540255,0.49401143,0.29026687,0.26525296,0.44682656,0.45981334,0.26004545
124,43,0,0.37321543,0.43359749,0.23729511,0.31377397,0.25659075,0.45346871,0.37137712,0.23655347,0.23585197,0.40056302,0.62632269,0.27277663,0.40473914,0.53336328,0.52665928,0.44852745,0.32297285,0.19809251,0.45014557,0.3005835,0.33293514,0.33858067,0.5844107,0.44423625,0.45733626,0.46640929,0.47525371,0.46756102,0.55860072,0.57843677,0.47032534,0.34790942,0.36536164,0.54417098,0.59065143,0.32001496,0.32372835,0.58194486,0.61333395,0.28618831
125,43,1,0.35325918,0.44031177,0.20596433,0.31602998,0.25268113,0.46110216,0.40174391,0.24025743,0.21693035,0.35772622,0.50066486,0.31079255,0.37624966,0.48171349,0.49002921,0.42218826,0.31664161,0.17011922,0.45371591,0.29587848,0.29329425,0.26910685,0.60860913,0.41262974,0.41459934,0.45844999,0.42139319999999997,0.42865308,0.51917581,0.56689189,0.51625359,0.31756672,0.35644198,0.50403547,0.61692952,0.33702457,0.24523646,0.57874565,0.59916836,0.27011039
126,43,2,0.29595223,0.30937037,0.20098202,0.25480755,0.18641499,0.38162103,0.38512937,0.24524168,0.16953082,0.26342423,0.40980429,0.29935658,0.23266184,0.37255799,0.39156008,0.30361747,0.27921125,0.14110634,0.36952191,0.27942021,0.29903994,0.23665257,0.53632343,0.35555249,0.31687706,0.32210997,0.31599415,0.216744,0.36267425,0.39295963,0.38292471,0.3069672,0.25419976,0.38379833,0.55365333,0.36646091,0.18435524,0.40996049,0.41179079999999996,0.26674675
127,44,0,0.23693135,0.26462597,0.23533107,0.2603503,0.16458034,0.28068914,0.31626386,0.25591538,0.15511911,0.27053317,0.35732747,0.30089293,0.15655559,0.34547533,0.40958808,0.30426762,0.27276505,0.15322842,0.36277965,0.31907937,0.31747159999999996,0.27527678,0.49676421,0.28218977,0.28547384,0.31077356,0.33323049,0.24592832,0.34527687,0.30964298,0.3042087,0.31462357,0.22559218,0.38594061,0.52336,0.35965831,0.23360599,0.3410916,0.33998337,0.29351299
128,44,1,0.25977755,0.30164591,0.31917828,0.35812311,0.24376793,0.36300621,0.29727988,0.24368753,0.25545554,0.36556098,0.34691451,0.32937888,0.29646272,0.34340902,0.58560782,0.39583796,0.28752321,0.30383405,0.47475483,0.41079003,0.35913521,0.35615126,0.58263433,0.27528245,0.3933315,0.39454467,0.46879922,0.38977876,0.4748337,0.35411245,0.44363017,0.28805145,0.3113868,0.45187326,0.60543238,0.40006859,0.31857987,0.38619187,0.38451303,0.35242857
129,44,2,0.33094174,0.38010973,0.41033288,0.41552544,0.32093795,0.48044754,0.33123875,0.36311105,0.34408983,0.45805182,0.45901302,0.35607435,0.38090686,0.38269356,0.6760701,0.48184597,0.33628968,0.44425370000000003,0.55475023,0.45897008,0.35692195,0.41909441,0.63862313,0.33567558,0.45321076,0.4280127,0.54320045,0.49712864,0.58218828,0.34531198,0.51999466,0.31292681,0.39285865,0.568055,0.65591619,0.44752463,0.36981028,0.37797913,0.37408982,0.35265584
130,45,0,0.40390191,0.41083341,0.45165716,0.42079429,0.34251255,0.54121031,0.35904654,0.43215117,0.38561557,0.47718084,0.54888098,0.3198258,0.38623327,0.51932375,0.62100917,0.5403034000000001,0.34707755,0.40874583,0.5661278000000001,0.47396499,0.34758520000000004,0.4818260999999999,0.635977,0.34465877,0.52612514,0.36747727,0.52210766,0.55177863,0.66058882,0.26266266,0.49951901,0.37880724,0.4015323,0.61190713,0.64281905,0.46070582,0.39065164,0.28912054,0.28357974,0.31838961
131,45,1,0.37684383,0.37909083,0.33551159,0.31757244,0.25037661,0.52939485,0.309383,0.48541695,0.31294781,0.30544024,0.59893248,0.22650140000000002,0.27583993,0.53057008,0.34520093,0.4450489,0.30827659,0.25159752,0.41376034,0.39155321,0.27459875,0.48355517,0.47865409,0.32435014,0.42157885,0.27145331,0.40591053,0.56037254,0.47423465,0.18611945,0.32553277,0.38457832,0.29611302,0.61633121,0.5002819000000001,0.40225714,0.34121529,0.21289775,0.20276289,0.27992208
132,45,2,0.26018779999999997,0.34911608,0.23790165,0.20632118,0.23340208,0.41847101,0.26042081,0.49687115,0.23266958,0.40813322,0.53646409,0.24258106,0.29548621,0.44294348,0.51440226,0.2547066,0.21645592,0.2141154,0.33561906,0.26061869,0.22633199,0.35208359,0.33826196,0.32788647,0.32221003,0.40366575,0.32882195,0.59743124,0.40760293,0.13648649,0.32003474,0.32319117,0.25106488,0.55704464,0.35062095,0.37699214,0.2443085,0.15989608,0.14938089,0.27867532
133,46,0,0.15683289,0.23103719,0.30485956,0.19775839999999997,0.27425574,0.28074091,0.24433703,0.38323292,0.22155847,0.52068919,0.52007679,0.24809112,0.33489484,0.41644887,0.65017625,0.20122249,0.23361924,0.23110157,0.36540759999999994,0.26098916,0.24075486,0.24864411,0.28621655,0.33501424,0.28249177,0.40150815,0.34121945,0.67044583,0.52681368,0.14019019,0.29439508,0.28677364,0.31106347,0.48946792,0.29914667,0.3398117,0.23632802,0.15913385,0.1555997,0.3067013
134,46,1,0.25195551,0.21880171,0.51101885,0.23416462,0.34153515,0.31757938,0.27642877,0.35153362,0.29772686,0.66884412,0.58630958,0.28983816,0.32091642,0.49416041,0.80263874,0.32397755,0.39291715,0.26037196,0.43715139,0.29865703,0.31374863,0.37272671,0.36180438,0.43045834,0.45714416,0.35546255,0.49900950000000005,0.70519804,0.65076691,0.20129296,0.23070345,0.32971637,0.3746468,0.41110004,0.38738286,0.2875795,0.25375997,0.21678404,0.21631861,0.36827273
135,46,2,0.30813201,0.3356527,0.62217489,0.25623468,0.44247669,0.45670156,0.35618425,0.36496645,0.40923804,0.62274454,0.6166495,0.34067622,0.31311117,0.56089513,0.817605,0.39673816,0.48722257,0.34430138,0.48020993,0.31643049,0.33530231,0.45248787,0.45508218,0.48546891,0.62768935,0.36697215,0.56035561,0.70815682,0.68574887,0.26333,0.28989244,0.36258327,0.39884726,0.3781387,0.49324952,0.33434967,0.29326368,0.26858333,0.27944003,0.41574026
136,47,0,0.36038837,0.56444309,0.65503646,0.32967421,0.5374193,0.64265992,0.37510189,0.38612214,0.51055646,0.51800977,0.6463151999999999,0.37728286,0.38755122,0.63880268,0.72787793,0.44688264,0.53654611,0.53144492,0.57266319,0.37396499,0.35686332,0.5287286999999999,0.59211322,0.49200882,0.75460117,0.41798239,0.59781603,0.70956896,0.70961099,0.29605439,0.46221524,0.38363568,0.48790328,0.36562375,0.63417143,0.42913081,0.38234809,0.29795594,0.31417483,0.45257143
137,47,1,0.30668247,0.61982931,0.50786338,0.40201816,0.53133967,0.74838932,0.35581461,0.33378748,0.49555374,0.34816171,0.60800637,0.34802296,0.47299235,0.5418654,0.50760399,0.34213158,0.44155098,0.63027182,0.6421468000000001,0.39818468,0.33561744,0.47949372,0.65107983,0.38947368,0.6542993,0.42068119,0.60565073,0.63889449,0.62679247,0.23248248,0.63306166,0.33081612,0.57163141,0.45837983,0.66945524,0.45344183,0.45938961,0.23295186,0.24525042,0.41957143
138,47,2,0.28701796,0.46317165,0.43491949,0.33996684,0.49623386,0.66273585,0.36474268,0.35007531,0.40501909,0.35379867,0.63873958,0.32193972,0.44033734,0.21120549,0.51460369,0.24001999999999998,0.29207711,0.56927039,0.4666871,0.30454756,0.33509711,0.38350541,0.56324906,0.31803068,0.48576656,0.27789724,0.58226841,0.55383633,0.46931746,0.19117451,0.58913755,0.27767188,0.48044563,0.49934237,0.57692952,0.32949869,0.37363211,0.20807747,0.19751432,0.41733117
139,48,0,0.27499316,0.37710529,0.53493393,0.32842727,0.51535151,0.63080994,0.37022083,0.47827605,0.4044008,0.35801791,0.71065643,0.33901281,0.45548347,0.33216269,0.57350186,0.36153034,0.29216553,0.57784454,0.45607570000000003,0.31018802,0.4155808,0.42214206,0.57609641,0.34699183,0.48403769,0.35609034,0.6243647,0.62297761,0.54260112,0.28454288,0.53395684,0.32426997,0.44271456,0.51141889,0.60523429,0.32424242,0.38053341,0.30901361,0.29890963,0.5305974
140,48,1,0.39630778,0.46885831,0.68052567,0.42862909,0.62989598,0.8045329000000001,0.45352099,0.72223744,0.64018003,0.55269299,0.91848488,0.40329679,0.56461349,0.62614342,0.73709336,0.61885975,0.35867009,0.81515498,0.61817346,0.45485783,0.60150238,0.75282995,0.81292843,0.43630936,0.70440907,0.5679390999999999,0.81229195,0.81433663,0.75496399,0.47700200000000004,0.7274366999999999,0.59808748,0.65483939,0.66905141,0.83390476,0.50314254,0.47239483,0.50839524,0.52394197,0.72636364
141,48,2,0.47334306,0.55023078,0.69521265,0.45978089,0.73428085,0.88679245,0.58719553,0.8299329,0.68050555,0.62253426,1.0,0.50915455,0.60341437,0.69661058,0.76462886,0.72443876,0.42266337,0.92354793,0.72221116,0.49020098,0.68292415,0.78324418,0.85700597,0.44261045,0.77006037,0.65914995,0.88617358,0.88790263,0.82365495,0.50582249,0.84875409,0.74561146,0.8159134,0.72639498,0.86521905,0.60039905,0.47084823,0.53498733,0.55521161,0.7562986999999999
142,49,0,0.45054244,0.54063398,0.52390786,0.34203546,0.70718257,0.75011505,0.56148232,0.52511981,0.55222768,0.579399,0.93633299,0.47474269,0.45857006,0.51503594,0.67049048,0.63786397,0.3851711,0.83638531,0.62975023,0.36145226,0.64386955,0.61007588,0.63823248,0.35839993,0.6597145999999999,0.63004763,0.74970366,0.75664044,0.6731314,0.44335169,0.54524016,0.70958147,0.6010473000000001,0.68558191,0.64203429,0.49200025,0.38412840000000004,0.47384807,0.476326,0.55790909
143,49,1,0.29765703,0.43690673,0.31275904,0.1541949,0.64648494,0.38609066,0.26977538,0.27498288,0.28901618,0.49385429,0.63763461,0.32828149,0.26673723,0.19024012,0.47078256,0.38476328,0.27526749,0.73160706,0.35510267,0.18199500000000002,0.47784536,0.25570345,0.44676052,0.27699091,0.45931211,0.59593015,0.42681659,0.57859592,0.46553596,0.33499333,0.15570846,0.63571997,0.30589724,0.58860104,0.45320381,0.26984661,0.25740308,0.35970713,0.35633894,0.33624026
144,49,2,0.18488467,0.4120526,0.18789082,0.1154822,0.5741571,0.26913254,0.20014217,0.28931261,0.23378796,0.46382445,0.47675812,0.24106782,0.22192024,0.20191114,0.32849229999999996,0.24423761,0.21963923,0.7237958999999999,0.31210542,0.14961563,0.41163063,0.16506406,0.32476598,0.24674382,0.33725759,0.61841536,0.25611756,0.33430839,0.36695496,0.31711712,0.22237289999999998,0.58188445,0.23526393,0.51581307,0.34048762,0.27023943,0.30136101,0.33585262,0.34279246,0.25402597
145,50,0,0.27373507,0.5815118,0.22300527,0.26954735,0.56061693,0.43156926,0.37393612,0.26168013,0.35830151,0.54687288,0.48385617,0.34128845,0.33038787,0.27393009,0.45770974,0.32585019,0.23610399,0.78023844,0.4891281,0.23989997,0.50449982,0.23747979,0.40824795,0.31714889,0.51286132,0.620775,0.46948932,0.44596194,0.44761441,0.30979313,0.38597769,0.49355859,0.43691572,0.57980271,0.41838476,0.44512408,0.41721886,0.32593292,0.33311772,0.23347403
146,50,1,0.47948765,0.67684403,0.41340891,0.29432031,0.60864419,0.50119075,0.39209554,0.23690264,0.50961993,0.63232262,0.57243188,0.44923702,0.46657334,0.40443483,0.59010978,0.40521227,0.29310284,0.48061993,0.63794055,0.25206076,0.65198241,0.31535017,0.5264539,0.41851750000000004,0.66196487,0.63991196,0.61975319,0.57862955,0.54342481,0.28410077,0.56530162,0.44781935,0.58426935,0.68252292,0.54249143,0.57059484,0.51129365,0.29799888,0.2977823,0.34572727
147,50,2,0.63588294,0.79767482,0.59519821,0.39821248,0.72109039,0.59698573,0.45561558,0.42824182,0.64759047,0.71197938,0.71454256,0.53727085,0.59257034,0.55518621,0.7417464,0.54294843,0.41192855,0.49247496,0.72404229,0.4145596,0.75448882,0.43975619,0.64592762,0.63019197,0.74653311,0.67218213,0.79338313,0.63772443,0.67154642,0.25435435,0.70151647,0.66130755,0.67575736,0.79399163,0.67333333,0.61200274,0.5787256,0.27332847,0.27346147,0.53773377
148,51,0,0.70089343,0.87207176,0.61810961,0.51781029,0.79262912,0.67078923,0.61712634,0.67526359,0.70252773,0.68749152,0.80676093,0.54685858,0.70759355,0.61629369,0.71324403,0.64947766,0.4803254,0.48566524,0.72495403,0.53606557,0.75925247,0.53504789,0.82405838,0.71310738,0.77790889,0.77226151,0.98798409,0.67977944,0.70382019,0.38415916,0.86752622,0.73678202,0.72348352,0.80598844,0.84457143,0.69790498,0.71295023,0.41854898,0.41861948,0.5896039000000001
149,51,1,0.66986963,0.86873639,0.49199942,0.56941041,0.77612088,0.59974689,0.64210027,0.67657127,0.63741589,0.50408357,0.75550145,0.50793009,0.6916826,0.43520091,0.52278175,0.61246944,0.36846759,0.40894611,0.67235673,0.57657683,0.68771711,0.53066302,0.81572934,0.68899605,0.69654226,0.77485929,0.8476090000000001,0.66314975,0.68120609,0.45126793,0.93546663,0.59560518,0.73487032,0.67446194,0.83321905,0.73294675,0.69157272,0.48180315,0.49009425,0.51968182
