,measure_number,beat_number,pid1263b-15,pid9048b-28,pid9049b-15,pid9050b-17,pid9053-20,pid9054b-17,pid9055b-15,pid9058b-15,pid9059b-19,pid9060b-13,pid9061b-12,pid9062b-18,pid9063b-21,pid9064-01,pid9066b-15,pid9068-21,pid9069-15,pid9070b-27,pid9072b-19,pid9073b-21,pid9074g-15,pid9075b-15,pid9085-08,pid9094b-20,pid9099b-21,pid9103-21,pid9104b-15,pid9111b-17,pid9118b-21,pid9124-15,pid9127-03,pid9139b-17,pid9153b-17,pid9166e-15,pid9170b-17,pid9172-11,pid9174b-15,pid918810-15,pid918812-15,pid9192b-17
42,15,2,0.87080864,0.60967517,0.67376706,0.68565662,0.56169297,0.87097331,0.51996019,0.53646447,0.41153846,0.66429928,0.82875737,0.63275537,0.82880361,0.24229009999999998,0.73613657,0.48765281,0.66068618,0.80463519,0.75435949,0.64186348,0.67395383,0.52094166,0.80408344,0.65378892,0.74103549,0.59504257,0.89924495,0.58963755,0.62080198,0.18511011,0.6808069999999999,0.58209393,0.8956209999999999,0.66388003,0.83055238,0.64128944,0.6574236999999999,0.19266114,0.20177416,0.55805195
43,16,0,0.87117331,0.52276409,0.78308903,0.73886406,0.54009146,0.79170502,0.61115534,0.66655484,0.45808329,0.66933252,0.8137747,0.61877808,0.84901666,0.44514864,0.76087219,0.61702601,0.71818021,0.7203815,0.7410665,0.69818468,0.67858556,0.64871253,0.79052112,0.74221549,0.71448042,0.6375884,0.88097751,0.62715352,0.72504898,0.23688689,0.70579197,0.58968746,0.83060378,0.65050817,0.81150476,0.54087791,0.68334479,0.25210418,0.25277213,0.61546104
44,16,1,0.88733704,0.60464164,0.96447397,0.86218827,0.62848816,0.8919120999999999,0.83771207,0.87231275,0.84179851,0.85951703,0.92850454,0.68197623,0.88350178,0.68494773,0.84503978,0.84985552,0.96781325,0.7884597,0.87840944,0.85171807,0.77962624,0.90969026,0.88530994,0.91962892,0.93889499,0.88512051,0.87448242,0.74635196,0.90754677,0.51800968,0.84895451,0.84194981,0.8475434000000001,0.84495815,0.90499048,0.70538721,0.81110806,0.52769786,0.57511551,0.76909091
45,16,2,0.94685021,0.75869546,1.0,1.0,0.66906385,0.97486194,0.99819922,1.0,0.98763412,0.86080586,0.94147392,0.7215746999999999,0.93710735,0.75329958,0.86869775,0.91709269,0.99584402,0.78957558,1.0,1.0,0.89519971,1.0,0.94604555,0.94580693,1.0,0.9735171,0.93634814,0.80922601,1.0,0.48237404,0.91722894,0.99328627,0.97420398,0.83145676,0.94529524,0.84879661,0.94934012,0.48807274,0.53011458,0.81350649
46,17,0,0.98213146,0.8360533000000001,0.87262618,0.967349,0.56380022,0.96726875,0.81367643,0.93441052,0.97772322,0.72310406,0.80511284,0.58318798,0.86779568,0.59260862,0.70298117,0.72977328,0.80755151,0.55558417,0.86109409,0.99490599,0.82315867,0.86316706,0.83680991,0.80904749,0.79302049,0.79304373,0.95753836,0.66326407,0.87962859,0.26896897,0.72048901,0.85115631,0.95093836,0.77992228,0.84038095,0.77659309,0.9960131999999999,0.29078456,0.29944557,0.66162338
47,17,1,0.91439511,0.73413742,0.67799841,0.79926481,0.47986011,0.9038196,0.52223486,0.82164864,0.80571922,0.80246914,0.77668321,0.43089328,0.78414368,0.63364097,0.48761205,0.61402534,0.74583075,0.43336195,0.69399326,0.82132074,0.74210333,0.75438487,0.65658583,0.58221732,0.66659349,0.83143311,0.84314362,0.59034362,0.76521023,0.25611445,0.48608457,0.6692153000000001,0.84796514,0.81129932,0.6495619,0.91495199,0.84726423,0.28195989,0.28426354,0.61068182
48,17,2,0.75532865,0.28622311,0.35528919,0.46102061,0.29243185,0.44433387,0.21805516,0.25286868,0.37290416,0.36097544,0.47774136,0.23694394,0.31136984,0.58529075,0.29702891,0.31716493,0.48213812,0.43348593,0.30183114,0.47781791,0.31487724,0.44626819,0.17109162,0.38362267,0.35391511,0.40736037,0.41841357,0.1953332,0.48395672,0.09158325,0.32869263,0.29129834,0.46437759,0.43085891,0.19977143,0.52180446,0.36558290000000004,0.10331193,0.10129366,0.14953896
49,18,0,0.36641444,0.26638509,0.17715359,0.31889866,0.19427905,0.30411298,0.22286039,0.17165548,0.34202582,0.23426265,0.30552486,0.18117339999999998,0.29112264,0.44598171,0.38047135,0.19708824,0.1930321,0.41292322,0.23146644,0.3063814,0.22386222,0.24653564,0.287418,0.26690548,0.3404775,0.3321042,0.39620037,0.21697263,0.32690604,0.082901235,0.43846616,0.18136495,0.14547691,0.29646273,0.30507429,0.23978676,0.32828568,0.094724524,0.09274625800000001,0.14649351
50,18,1,0.38140213,0.27275102,0.1618384,0.22204123,0.19533716,0.24349977,0.24250782,0.10680542,0.28819785,0.29722561,0.30695758,0.19080733,0.23229309,0.55540673,0.43249068,0.21793732,0.23559112,0.17985694,0.17954337,0.18154117,0.28185416,0.19344446,0.36403774,0.34768072,0.34024881,0.34567037,0.26528375,0.30622016,0.36167584,0.13154821,0.37093326,0.19720139,0.1376397,0.30177361,0.37125333,0.24713181,0.2777289,0.14365311,0.14581408,0.1996039
51,18,2,0.54556477,0.3399373,0.2490938,0.28008505,0.27389706,0.26646917,0.30968629,0.28333562,0.32274050000000004,0.43669109,0.54398352,0.28305745,0.36151325,0.72513884,0.61339511,0.37377751,0.34039261,0.20056271,0.32305394,0.269084,0.44889703,0.28421445,0.39682317,0.59109029,0.42442371,0.43868524,0.44134124,0.53262726,0.56688757,0.26975309,0.47288396,0.3353094,0.22122724,0.35771224,0.41329524,0.29012346,0.34137338,0.28572809,0.29843837,0.28786364
52,19,0,0.60130367,0.39389532,0.25388115,0.34404642,0.32170911,0.32638633,0.35689508,0.41847186,0.34326241,0.48592457,0.51860661,0.33922074,0.45598879999999997,0.83199935,0.66013697,0.49252612,0.40271465,0.21334287,0.41756053,0.31969992,0.46438989,0.31256997,0.49907128,0.6812988,0.47939993,0.46863184,0.52153122,0.60952861,0.614487,0.31712546,0.62666845,0.34939671,0.30190483,0.44743922,0.51006476,0.33058985,0.42737146,0.33630352,0.3567178,0.31142208
53,19,1,0.55473607,0.39710006,0.20640479,0.3490702,0.33325861,0.34693396,0.38821913,0.43092565,0.28256956,0.42853073,0.36655118,0.37415241,0.42479514,0.81341882,0.55890825,0.49025895,0.41960386,0.1782165,0.38423229999999997,0.31683801,0.44133382,0.27176266,0.5398688,0.66753008,0.45024698,0.45557079,0.50034099,0.58350481,0.56621364,0.30437104,0.7132073,0.30430684,0.32351163,0.46730769,0.54625524,0.33976805,0.36745944,0.32771503,0.33722048,0.28625325
54,19,2,0.44204577,0.27985718,0.18481479,0.27974629,0.27250717,0.31501381,0.37937636,0.31991647,0.19876341,0.25204857,0.35135312,0.33220899,0.24917372,0.60477785,0.36495115,0.39624917,0.39316474,0.14107773,0.23263101,0.30002779,0.45316233,0.25274288,0.40705388,0.56837513,0.37839371,0.31016741,0.36983032,0.39015534,0.40676676,0.29744745,0.58291135,0.30382505,0.26828565,0.39978079,0.42208762,0.34438209,0.27620291,0.32702796,0.32579006,0.28707143
55,20,0,0.40075668,0.27596447,0.21072280000000002,0.28803517,0.2124462,0.27009319,0.35644963,0.27239491,0.19679033,0.24545516,0.38845398,0.30096224,0.16817809,0.50192747,0.39841877,0.41403090000000004,0.39982315,0.15166428,0.28214067,0.34164120000000003,0.46960791,0.28278393,0.35378492,0.44481492,0.31464508,0.31345071,0.35407973,0.42480667,0.40437056,0.31995329,0.43654887,0.32827098,0.24387432,0.35209247,0.37611429,0.29370246,0.28481578,0.3478765,0.35910183,0.34931169
56,20,1,0.37214878,0.34598102,0.33206729999999995,0.35170823,0.23897956,0.36381729999999995,0.44731305,0.2637067,0.31102019,0.35513499,0.39004588,0.32944819,0.31241464,0.60968638,0.5251687,0.52643365,0.43842073,0.291464,0.3497395,0.39395202,0.52578967,0.36038686,0.50669271,0.39801598,0.45686059,0.3920407,0.48241455,0.57471589,0.52828635,0.32910409999999996,0.43230009,0.3614102,0.32978843,0.36564368,0.53191619,0.32469759,0.33170195,0.36560098,0.36296433,0.46116234
57,20,2,0.39014495,0.43505182,0.43919417,0.39783047,0.3358142,0.49602508,0.52820586,0.33770368,0.42502273,0.47863248,0.45243,0.34917811,0.39791724,0.81762496,0.64597643,0.62252723,0.51944469,0.45730091,0.38192614,0.41428174,0.56036643,0.46145665,0.64451979,0.44148985,0.56942005,0.42695194,0.5716733,0.6548181,0.65122867,0.30187688,0.516935,0.42188613,0.47381036,0.45856915,0.66420571,0.41142287,0.41067501,0.33315799,0.33216596,0.47897403
58,21,0,0.42385815,0.47927371,0.50439743,0.43205276,0.38869261,0.57448228,0.53430007,0.39612488,0.44964539,0.53176638,0.51509505,0.34625559,0.41304288,0.93809213,0.66611945,0.68976439,0.59802812,0.42018121,0.36304781,0.45703436,0.56902895,0.53728698,0.68054102,0.48872968,0.64139224,0.37862606,0.55414468,0.64625782,0.72099292,0.2669336,0.51294676,0.45328669,0.51572362,0.5167497,0.69018667,0.47207258,0.44092659,0.28763903,0.29928849,0.44588961
59,21,1,0.43059531,0.35444570000000003,0.40691747,0.39619432,0.32302726,0.56080879,0.46819259,0.40829111,0.33115112,0.36443495,0.53500328,0.30328409,0.27363425,0.96471741,0.66722731,0.57879529,0.58828367,0.24196471,0.26612013,0.45079189,0.40229388,0.52540739,0.47047247,0.4700101,0.46838639,0.28509164,0.43025087,0.54189362,0.52501654,0.20772439,0.37285724,0.42444174,0.45112814,0.50467318,0.49087238,0.48562165,0.37803822,0.23105166,0.22892257,0.35968182
60,21,2,0.34521834,0.34032918,0.2954726,0.26058815,0.28872848,0.42391855,0.40510852,0.42735862,0.25575559,0.40265907,0.46328308,0.29612217,0.25583174,0.84547533,0.65879746,0.33511336,0.58370325,0.15373391,0.15704873,0.30765027,0.2544815,0.42151387,0.33453232,0.46649215,0.35561654,0.39807332,0.32486807,0.52293726,0.42774595,0.13207374,0.31758969,0.35170095,0.36475012,0.42240933,0.34711619,0.4668849,0.29881083,0.15157599,0.14173905,0.34812338
61,22,0,0.2018689,0.30923975,0.35477652,0.18141127,0.2981528,0.29749770000000003,0.35363473,0.32175134,0.23907983,0.53804775,0.43048038,0.2854717,0.28092734,0.74831754,0.66492094,0.2393643,0.59045008,0.1540391,0.16469507,0.21967213,0.24709417,0.31164324,0.29286504,0.50968127,0.35030187,0.45366575,0.4049525,0.61044314,0.59610369,0.1341675,0.34866725,0.30005446,0.36836297,0.32683340000000005,0.3049981,0.39089662,0.31740445,0.15303603,0.14823508,0.37018831
62,22,1,0.27880390000000005,0.29389532,0.55949888,0.22834078,0.30694046,0.36303497,0.3854137,0.26517869,0.36633933,0.66336996,0.50246278,0.36547725,0.31786397,0.77510617,0.69172122,0.407485,0.57894597,0.19260849,0.30697211,0.2570251,0.29237083,0.42335489,0.38395371,0.62365206,0.53547384,0.46790302,0.58980271,0.6990115,0.76729442,0.21782616,0.41917964,0.31173279,0.45315246,0.29937226,0.41183238,0.32348797,0.32574237,0.22436338,0.2398078,0.43246753
63,22,2,0.32129638,0.33435513,0.66548487,0.26048724,0.35955882,0.51001496,0.42618709,0.33413666,0.4803146,0.62492199,0.56289915,0.44643002,0.34442092,0.81667756,0.78171014,0.52305512,0.49503935,0.30340486,0.42178976,0.28683894,0.31650421,0.53194427,0.52147859,0.67243501,0.7215696999999999,0.50182566,0.66684258,0.6639298,0.83073121,0.29094928,0.43129802,0.33528845,0.48565404,0.37510961,0.55773714,0.35146527,0.32691779,0.28562073,0.32870079,0.49392208
64,23,0,0.34830887,0.41064182,0.67069825,0.32740378,0.41951220000000006,0.67625403,0.47213534,0.38675202,0.55735588,0.54936237,0.58380935,0.48565884,0.38709369,0.83551127,0.82840165,0.62480551,0.42881776,0.47588937,0.54691235,0.33992776,0.35615244,0.60544222,0.68575219,0.67432718,0.85514087,0.55381007,0.72232687,0.62723421,0.84222547,0.33944778,0.50004008,0.37033391,0.57263654,0.40073735,0.72370286,0.45207008,0.36419439,0.32347447,0.38045648,0.53345455
65,23,1,0.27675267,0.44297657,0.50533613,0.3971097,0.40154232,0.76978831,0.48898683,0.32566753,0.50920167,0.44200923,0.53726004,0.46540909999999996,0.39595739,0.77918981,0.78900191,0.60702378,0.33376072,0.63098712,0.63161201,0.36924146,0.34919018,0.54153502,0.75654161,0.57944337,0.77201793,0.53452879,0.79464967,0.55081703,0.72180414,0.24688021,0.58789498,0.35359672,0.61341815,0.48285173,0.78087619,0.50571767,0.40173220000000004,0.24203418,0.27248198,0.50708442
66,23,2,0.2577719,0.35196377,0.42387898,0.37736774,0.36718974,0.66532444,0.49913752,0.32957689,0.40428259999999994,0.42697056,0.47711396,0.41631531,0.34326687,0.69135903,0.76284621,0.51900422,0.24262092,0.63213162,0.47764327,0.34523479,0.32791499,0.46951735,0.65523697,0.58339304,0.58097329,0.44292827,0.76317285,0.39165490000000003,0.58090282,0.25231899,0.55061794,0.34185554,0.54109791,0.48377840000000005,0.67161905,0.40877291,0.37559802,0.25290935,0.2508224,0.47912338
67,24,0,0.27378977,0.30244709999999997,0.48948661,0.40848349,0.3873924,0.6352393,0.57460904,0.44940435,0.4078196,0.41938679,0.49876393,0.42883711,0.37893335,0.72671513,0.75909961,0.62736164,0.24808560000000002,0.63725322,0.46050414,0.40394554,0.39311836,0.50002488,0.65763249,0.66273537,0.54489572,0.53825949,0.80348299,0.49905857,0.68170529,0.37463297,0.53570045,0.42783527,0.51296127,0.46565365,0.68659048,0.36922309999999997,0.40874347,0.38964873,0.39550915,0.58705195
68,24,1,0.35197374,0.42547244,0.63285436,0.572762,0.52782461,0.76777497,0.83531419,0.67257976,0.65678305,0.53880749,0.68806068,0.48871998,0.53934717,0.8658935,0.84301541,0.88853078,0.38102396,0.80464473,0.6196444999999999,0.59067334,0.58785636,0.72888419,0.82479546,0.77803803,0.73258324,0.78395151,0.93025899,0.78972497,0.9191159,0.51055222,0.69830984,0.66333948,0.71821185,0.6175568,0.84449524,0.5765245,0.50590459,0.53703783,0.57622436,0.79993506
69,24,2,0.36979670000000003,0.51866237,0.64193083,0.62127721,0.60503049,0.8066613,1.0,0.72435985,0.71243863,0.60918464,0.84169866,0.52098326,0.58765365,0.93523358,0.79388659,1.0,0.42987886,0.91780639,0.73676065,0.63107345,0.69094174,0.79680308,0.872411,0.80264536,0.82010611,0.83114447,0.97653649,0.8501781999999999,0.95655647,0.49946613,0.83345581,0.77101052,0.80663527,0.68965723,0.8808381,0.69734381,0.50512098,0.52537897,0.55686564,0.83032468
70,25,0,0.32241772,0.53345816,0.48854069,0.46277929999999995,0.53662123,0.61815462,0.83342811,0.43488292,0.60006365,0.53095238,0.77309673,0.43233721,0.43998225,0.79404606,0.67167892,0.88364081,0.38462287,0.77833095,0.67352896,0.50419561,0.65688531,0.64976987,0.62904843,0.67638468,0.69326747,0.75905614,0.81927417,0.7103759,0.69180176,0.30409576,0.40071481,0.65724371,0.5983693,0.6312774,0.62409905,0.5090722,0.41812619999999995,0.32278739,0.32421918,0.59125325
71,25,1,0.24461665,0.43845685,0.21503358,0.22573158,0.38861191,0.33731017,0.47441949,0.21745858,0.3883888,0.44075431,0.49956925,0.26525662,0.27756759999999997,0.62176576,0.37883976,0.61524783,0.29666637,0.63653791,0.40774594,0.2452811,0.51345548,0.29623709,0.42503133,0.55952971,0.47586901,0.71252706,0.49871722,0.44062269,0.47513323,0.24055722,0.17907008,0.51605639,0.34760666,0.53257274,0.43506286,0.31895498,0.29097470000000003,0.26557736,0.26372205,0.3749026
72,25,2,0.18832163,0.42067404,0.12983609,0.18360963,0.32698171,0.25320410000000004,0.32242441,0.23230864,0.28805237,0.42230362,0.39008334,0.26733588,0.20685605,0.52606174,0.33653943,0.41433652,0.1826333,0.62820219,0.33923537,0.20840048,0.40034445,0.19700211,0.25957102,0.50624598,0.33119283,0.74599509,0.28312901,0.22340798,0.40307262,0.33668669,0.27557619,0.42257740000000005,0.28127504,0.39644281,0.27855238,0.32145529,0.34263816,0.35563834,0.37775827,0.27879221
73,26,0,0.25692406,0.64619002,0.18934941,0.29801067,0.35416069,0.37661068,0.39830348,0.25102013,0.40303692,0.54386108,0.50741642,0.4291259,0.32002185,0.53052107,0.4615067,0.43730273,0.26613317,0.7133238000000001,0.46520074,0.2799574,0.48585562,0.32204254,0.40788678,0.58500964,0.54993597,0.73553182,0.50726638,0.38618788,0.52726297,0.38693694,0.44733783,0.41313,0.50147607,0.43683739,0.41378286,0.47526499999999994,0.47136376,0.39208571,0.429708,0.28484416
74,26,1,0.47365302,0.79132631,0.32527979999999995,0.2867522,0.40694046,0.54122181,0.41689887,0.31772559,0.58839789,0.68769502,0.62693136,0.55539512,0.50272467,0.61011924,0.57789304,0.53808068,0.52632417,0.48708631,0.60092706,0.27666945,0.64850128,0.53028362,0.59600501,0.68275925,0.69653311,0.70692019,0.7374523000000001,0.52189496,0.65261398,0.35635636,0.60740196,0.50651473,0.66295776,0.56030291,0.60620952,0.62068213,0.60072862,0.34818783,0.3949732,0.47028571
75,26,2,0.62574528,0.83937995,0.50169687,0.40730143,0.50663558,0.63219052,0.52209269,0.47911817,0.69604474,0.7349749,0.74972376,0.61942497,0.63154193,0.71143417,0.65898882,0.6826517,0.70267928,0.60753457,0.68768771,0.41349449,0.75412239,0.63496704,0.6986364,0.80231469,0.75318332,0.68382884,0.86563287,0.5569026999999999,0.76826787,0.37306473,0.73879351,0.70200888,0.72249947,0.63860104,0.71515429,0.65107869,0.67315782,0.369498,0.40400111,0.63982468
76,27,0,0.70378339,0.82288601,0.56913857,0.53070492,0.5812769,0.68580304,0.63916216,0.70758592,0.73219676,0.74135124,0.82798015,0.60782728,0.79670855,0.78067625,0.67007755,0.81495888,0.79228048,0.62928946,0.72033405,0.53117533,0.77662147,0.64616246,0.84395961,0.86251493,0.74757592,0.85228749,0.99602176,0.61102145,0.83200419,0.58204037,0.89277841,0.77197411,0.76333732,0.68294141,0.8504381,0.70557426,0.78924938,0.58378065,0.6419331,0.69954545
77,27,1,0.66014222,0.788557,0.47269117,0.63546202,0.60544297,0.66906351,0.62200739,0.61319321,0.67925987,0.57456247,0.7464463000000001,0.51248137,0.79069926,0.66368017,0.57301843,0.75566793,0.78841631,0.47198856,0.60586883,0.62455312,0.70471968,0.5332815,0.7947962,0.80032148,0.61418771,0.8338144000000001,0.85930015,0.59531975,0.77923796,0.73191525,1.0,0.62070049,0.74977156,0.61979872,0.81485714,0.74685123,0.7396893,0.74082106,0.80339124,0.64646753
78,27,2,0.54066916,0.67940434,0.30342263,0.59518524,0.54549857,0.57297515,0.54151265,0.44034643,0.56569376,0.48825125,0.73759715,0.42173295,0.59112264,0.49484646,0.42099909,0.6734829999999999,0.76256963,0.30206962,0.47722954,0.62459943,0.76445584,0.40948501,0.66183386,0.69558189,0.53913282,0.75436571,0.67304538,0.59111021,0.60677425,0.83692025,0.86786024,0.53162051,0.64714979,0.54218812,0.69188571,0.67745355,0.62690404,0.82208958,0.92533728,0.62249351
79,28,0,0.47834807,0.61543151,0.32218211,0.48606026,0.48375179,0.56060746,0.47304521,0.33409558,0.50984724,0.50987654,0.74963948,0.41237625,0.48034007,0.42689481,0.46971498,0.66386975,0.7367937,0.30880305,0.55037542,0.57194591,0.83297911,0.36724095,0.65466205,0.6317351,0.56190084,0.80018762,0.54572542,0.59480869,0.54587093,0.82874541,0.71714877,0.50970925,0.5535531,0.52743125,0.69488,0.60481357,0.55459857,0.81283549,0.9160876,0.69344156
80,28,1,0.55551099,0.68446399,0.46432955,0.41491999,0.48703372,0.71485274,0.54667804,0.39563193,0.57859611,0.61121964,0.78777039,0.50609341,0.6422289000000001,0.54154688,0.61455333,0.7527784000000001,0.76484216,0.33190272,0.72929819,0.44696675,0.83078051,0.48558278,0.75440407,0.67510793,0.64758507,0.8427623,0.65158724,0.64124134,0.64727245,0.85769102,0.67813481,0.52029829,0.61264497,0.55896772,0.79024762,0.61389201,0.61808496,0.83553055,0.95056367,0.74993506
81,28,2,0.64556477,0.77700949,0.56668352,0.51628946,0.53265782,0.82788771,0.63710549,0.53208271,0.68564284,0.75206892,0.85272029,0.58495535,0.78107075,0.78743875,0.74113204,0.81118026,0.840932,0.33351454,0.77804168,0.51504122,0.77706119,0.63061326,0.82029926,0.73574906,0.73192462,0.83367008,0.79123975,0.68589873,0.78636415,0.84901568,0.69724096,0.59310193,0.68086736,0.64973097,0.84769524,0.70856715,0.73453396,0.82957229,0.93254482,0.73350649
82,29,0,0.71724861,0.79651659,0.6074518,0.57591899,0.55745158,0.89208468,0.6663539,0.60916747,0.72532279,0.86148419,0.9353123,0.62011806,0.83809069,0.91399869,0.66813375,0.86396977,0.8830488999999999,0.33820696,0.73936561,0.58689451,0.75544155,0.67925115,0.83909486,0.76118306,0.73023235,0.79860009,0.83567427,0.69396813,0.84158898,0.87312312,0.71153718,0.66728811,0.69942363,0.770556,0.85272381,0.74329717,0.80155348,0.85476876,0.97375716,0.73461039
83,29,1,0.73591029,0.74777497,0.52434111,0.58559896,0.52732245,0.86102163,0.60115629,0.55375873,0.62144026,0.74114774,0.97378032,0.6431055,0.77888555,0.88729173,0.43238997,0.76283619,0.87434786,0.34172628,0.57671621,0.64482727,0.78204471,0.64006717,0.65223705,0.61029668,0.57622576,0.76006639,0.6951368,0.61429628,0.69987645,0.85352019,0.66755962,0.62881771,0.67889928,0.75416501,0.66406857,0.71461529,0.73982678,0.83956714,0.95139531,0.70493506
84,29,2,0.64046859,0.6897849,0.35794642,0.38077699,0.47090208,0.71726875,0.52914416,0.50285499,0.46848518,0.67498304,0.90540313,0.61065739,0.714354,0.78749592,0.51921644,0.52204934,0.85863472,0.33335241,0.46693993,0.44880059,0.7484793000000001,0.55169797,0.56229822,0.48985028,0.4913831,0.78099293,0.64410977,0.56182503,0.55358369,0.69762262,0.63546663,0.52775567,0.67178604,0.60482264,0.58282667,0.65369747,0.66534232,0.69195259,0.77138237,0.60385065
85,30,0,0.60308141,0.67369154,0.47356488,0.38053193,0.51908178,0.71945467,0.53019619,0.48779269,0.41004728,0.85164835,0.74150201,0.63391052,0.68779022,0.83992159,0.6767751000000001,0.54374861,0.86719427,0.33636624,0.54683573,0.42960082,0.67533162,0.53872994,0.63209258,0.63478461,0.57396634,0.72470775,0.66848259,0.70728263,0.62001573,0.59721388,0.62412319,0.53636516,0.70696563,0.71423874,0.64720762,0.58281581,0.65253643,0.59844548,0.64604509,0.56192208
86,30,1,0.66495578,0.6091962,0.71763304,0.5397361999999999,0.58632532,0.75989416,0.59731779,0.49626866,0.50888343,0.93142043,0.6483285,0.75152768,0.6851953000000001,0.93302842,0.83377984,0.67992887,0.94499956,0.39058655,0.66906221,0.61794943,0.67977281,0.65748227,0.78757279,0.80329751,0.74686242,0.66718141,0.82609402,0.80794836,0.75039625,0.60171004,0.63244706,0.65121078,0.68322204,0.85913711,0.82224762,0.5646526999999999,0.59056915,0.58167647,0.63870819,0.59300649
87,30,2,0.7814933000000001,0.61446486,0.83919417,0.57447023,0.64026184,0.79239531,0.68077907,0.52127208,0.69182579,0.88739655,0.70056185,0.80759856,0.68854138,0.95957204,0.89757277,0.79651034,0.92236272,0.57363853,0.77919093,0.67070483,0.75932576,0.77186217,0.83135549,0.85154772,0.83781559,0.69645692,0.8646585999999999,0.77802434,0.79627342,0.69966633,0.67259002,0.74332817,0.62397554,0.79490833,0.88091429,0.62073201,0.65433049,0.67488298,0.72819257,0.66909091
88,31,0,0.84941198,0.68280937,0.83587263,0.58784057,0.65690459,0.88259319,0.67665624,0.59357798,0.86242953,0.82621083,0.79894185,0.76682184,0.73374761,0.92959817,0.9219156,0.80840187,0.90503139,0.7875918000000001,0.87335274,0.67139946,0.77874679,0.83443214,0.89983047,0.79577478,0.90497622,0.76656083,0.88828448,0.76504606,0.78677599,0.73838839,0.75482664,0.77877163,0.66534758,0.76635114,0.94902857,0.74329717,0.77563926,0.70692876,0.75948993,0.74136364
89,31,1,0.87536694,0.70893495,0.69984114,0.61587141,0.51961083,0.96755637,0.57072315,0.57380529,0.86392981,0.76020893,0.83220339,0.54065543,0.79315761,0.68206468,0.83096989,0.69959991,0.77210187,0.86426323,0.88499847,0.61194776,0.73792598,0.65735788,0.83968453,0.62964086,0.77970179,0.77341608,0.88990826,0.68737812,0.66068866,0.59956623,0.76658427,0.64923122,0.70626274,0.80035871,0.85958095,0.78931288,0.79048666,0.57415081,0.62107743,0.76928571
90,31,2,0.83398669,0.55973178,0.63591595,0.49172553,0.38233501,0.87344685,0.55288598,0.61022183,0.68430624,0.70974088,0.78679652,0.44253717,0.78748976,0.44509147,0.78098499,0.53941987,0.55210894,0.7598474000000001,0.69729543,0.51313328,0.63470868,0.44449558,0.66877718,0.6222559,0.56664837,0.67382018,0.89518552,0.52603725,0.57345214,0.50175175,0.67606387,0.48601743,0.63681029,0.73295138,0.69257905,0.62726026,0.64966318,0.48939322,0.51347256,0.69746753
91,32,0,0.83358556,0.51510929,0.73637086,0.49744126,0.39030667,0.79314312,0.64940764,0.69067507,0.67315876,0.68213268,0.75873209,0.50283589,0.79609396,0.54834205,0.77989727,0.61752612,0.59932797,0.68997616,0.65580754,0.55499676,0.64661048,0.54604428,0.66003538,0.72812529,0.59217892,0.7319238,0.88552407,0.56259835,0.65354999,0.58881381,0.68715345,0.57428045,0.63872215,0.67336588,0.69323429,0.53536601,0.68210063,0.5777043000000001,0.59538902,0.76681818
92,32,1,0.88175768,0.61367239,0.89883746,0.70900966,0.52674857,0.9092844000000001,0.86913089,0.84732302,0.84715403,0.77716728,0.89954116,0.71120147,0.79916689,0.7558640999999999,0.81915601,0.78039564,0.90759572,0.76450167,0.76323935,0.82689636,0.74708684,0.85763155,0.78123388,0.89138422,0.78900476,0.85654496,0.87829829,0.77183781,0.76874212,0.80001668,0.83292137,0.86550547,0.73957967,0.97003786,0.81150476,0.63754832,0.80808359,0.77550779,0.84056551,0.87896104
93,32,2,0.93919227,0.74342071,0.94533901,0.7885253000000001,0.50552367,0.9897607,0.98663634,0.97158702,0.93389707,0.81467915,0.93960109,0.90049556,0.82661841,0.79191441,0.82469534,0.82257168,1.0,0.81365761,0.88798652,0.91128091,0.78732136,0.90396816,0.83172404,0.91111417,0.87061837,0.89522298,0.93959568,0.87606751,0.83992911,0.85710711,0.95784622,1.0,0.9380052,0.9691112,0.84670476,0.77640604,0.96240033,0.85030274,0.89771761,0.93168831
94,33,0,1.0,0.81810502,0.86092859,0.65993225,0.33436155,0.99033594,0.78355606,0.90688758,0.87933261,0.73585674,0.76415395,0.77419169,0.76386233,0.56981379,0.75115319,0.6765948,0.70427978,0.65564139,0.86507815,0.80226915,0.76474899,0.81253887,0.68125599,0.76877928,0.7411909999999999,0.80307404,0.9458472,0.65351355,0.71718647,0.7570654,0.89491616,0.8269408000000001,0.84346665,0.90384615,0.70377905,0.75134057,1.0,0.75216859,0.78276659,0.78850649
95,33,1,0.97073571,0.79475747,0.79521987,0.7216376,0.34509505,0.9864243,0.60650175,0.80850335,0.83426987,0.78300095,0.73218466,0.68695491,0.68936083,0.64491996,0.67130627,0.60607913,0.63361924,0.48525513,0.77482378,0.79611003,0.80938073,0.66718497,0.56474534,0.63837604,0.76437065,0.88273921,0.82990988,0.57791003,0.67056049,0.65258592,0.67646469,0.64716787,0.87404231,0.9598046999999998,0.60057905,0.9072826999999999,0.87029145,0.6297505,0.68649048,0.75772727
