,,pid1263-27,pid52932-13,pid610003b-03,pid9048b-03,pid9049-28,pid9050-28,pid9054-28,pid9055-27,pid9058-28,pid9059b-03,pid9060-28,pid9061-28,pid9062b-02,pid9063b-03,pid9066-28,pid9070b-11,pid9071b-06,pid9072b-03,pid9073b-03,pid9074f-28,pid9075-28,pid9093b-02,pid9094-27,pid9099b-03,pid9101b-10,pid9104-28,pid9105b-10,pid9111b-01,pid9118b-03,pid9137-15,pid9138-28,pid9139-27,pid9153-27,pid9166h-04,pid9170-27,pid9174-28,pid917520g-11,pid9176-10,pid9192-28
57,1,0.55134077,0.43534314,0.84412239,0.72170157,0.69452994,0.80465527,0.87406957,0.50296508,0.50891689,0.77281807,0.50764986,0.73787126,0.51432353,0.54831829,0.4188121,0.58497581,0.71196695,0.73408267,0.63099119,0.44439114,0.54706884,0.56400379,0.62612747,0.54921226,0.53531062,0.43048496,0.58257825,0.8162581,0.67467608,0.70384586,0.5677889,0.69069591,0.59093514,0.48270221,0.55525514,0.80460432,0.49933806,0.66495726,0.45354606
57,2,0.44653912,0.43584622,0.82932757,0.6497596,0.67593033,0.7425604,0.88736139,0.44878976,0.42953059,0.73309773,0.47858388,0.73639089,0.47366598,0.45682527,0.42879282,0.46924672,0.63927992,0.73669326,0.59644389,0.42521305,0.45089281,0.56011209,0.62504659,0.48453012,0.4385491,0.37729084,0.56965128,0.73958721,0.67732547,0.58538728,0.48043676,0.68429092,0.44570432,0.39891404,0.52187592,0.70246523,0.48207092,0.5165692,0.4082242
58,0,0.39547906,0.43778345,0.7186856,0.55797409,0.64604085,0.59102092,0.8310041,0.40756397,0.39850904,0.70778273,0.43744772,0.66499578,0.47599139,0.38708778,0.47016906,0.33435384,0.57609562,0.73132705,0.50251891,0.43230225,0.40136256,0.50733344,0.54758852,0.44624337,0.3646012,0.37520951,0.60881092,0.66543477,0.69015664,0.47099037,0.42356182,0.64592419,0.3602517,0.45673084,0.46999803,0.6418801,0.46746099,0.4022792,0.36976138
58,1,0.41965724,0.46586575,0.61534585,0.56742727,0.62976357,0.49774602,0.77730518,0.39729426,0.40219315,0.73100031,0.42910084,0.62934508,0.52415704,0.39462674,0.49027881,0.28076019,0.50435296,0.71269761,0.42323169,0.4890916,0.4219933,0.46348279,0.49918002,0.45059774,0.36558717,0.39037643,0.66228384,0.62525147,0.71041385,0.4676763,0.42193408,0.60322778,0.38767678,0.58168676,0.45979255,0.70157314,0.46576832,0.37609837,0.36739179
58,2,0.47661964,0.49942184,0.52281382,0.61968055,0.61066032,0.44704626,0.74472125,0.40717497,0.43897653,0.76997541,0.47795074,0.67825354,0.55917423,0.46743232,0.42674626,0.34070491,0.50234617,0.70464104,0.40208999,0.54141784,0.47152904,0.43146511,0.48842341,0.50386351,0.42648497,0.37663827,0.68113477,0.581216,0.71910656,0.50111753,0.45902841,0.57958831,0.49682263,0.65194979,0.52959394,0.81664269,0.49157447,0.344272,0.42881243
59,0,0.55875748,0.50751614,0.4843204,0.68533127,0.62963766,0.4649013,0.72832295,0.45804806,0.50992689,0.79517517,0.59950046,0.80888223,0.58136457,0.62136177,0.29270354,0.46672426,0.60897152,0.73567803,0.4443422,0.57221135,0.53036097,0.44032207,0.50766306,0.6443037,0.4898998,0.38140541,0.6513077,0.57263989,0.70960162,0.60275145,0.54681023,0.51495902,0.61914522,0.71334885,0.63612231,0.89845564,0.58632624,0.28832659,0.53720866
59,1,0.57473591,0.47954648,0.51048293,0.64328091,0.69599189,0.47013111,0.7683427,0.52236342,0.56681416,0.80208974,0.66966775,0.87321278,0.61509537,0.66033634,0.21532701,0.54284036,0.76237273,0.72500363,0.44874054,0.56548198,0.58908851,0.47416325,0.5680656,0.7323569,0.50307014,0.47415854,0.62581106,0.58458386,0.69115258,0.72900193,0.6809726,0.51586499,0.65559778,0.73133065,0.59738472,0.88831655,0.60919149,0.27450892,0.62136515
59,2,0.57124917,0.45488061,0.51417884,0.55975063,0.70691102,0.43833972,0.7355537,0.52369467,0.59437284,0.77581438,0.65659851,0.81934789,0.64463301,0.60557014,0.41488952,0.53594333,0.75815257,0.68712835,0.41980816,0.53519349,0.60079117,0.48586201,0.60614983,0.79613649,0.51073347,0.54602281,0.69231814,0.60163922,0.67439567,0.80123314,0.73789303,0.5862988,0.59254875,0.71320781,0.49057123,0.81458993,0.58024586,0.32917979,0.59938957
60,0,0.5875157,0.43259498,0.54155094,0.52082145,0.71362619,0.45410283,0.73866778,0.49191736,0.61911312,0.77335587,0.60362454,0.70023424,0.67915543,0.53384742,0.52914133,0.47340014,0.76176774,0.69507614,0.41331982,0.54926457,0.61068073,0.50165772,0.59908312,0.83105059,0.53709018,0.65800934,0.78097756,0.6778258,0.65263972,0.79737958,0.73213022,0.62954301,0.53061491,0.70191101,0.42889588,0.74258993,0.53807092,0.4379967,0.5481687
60,1,0.62450321,0.44037393,0.60320536,0.61583408,0.72432848,0.53313936,0.80085068,0.46331259,0.65161601,0.76707898,0.56363267,0.67089853,0.68875393,0.53418376,0.59721934,0.48740843,0.80869116,0.76693256,0.45918272,0.58654125,0.61139498,0.5108778,0.560164,0.79566147,0.61688978,0.7229015,0.83971702,0.76007749,0.61097467,0.754921,0.6836518,0.64842088,0.55344215,0.6805867,0.51228984,0.78195683,0.4678487,0.58220873,0.54021643
60,2,0.62109034,0.4609551,0.64129558,0.72557249,0.71047846,0.60173836,0.84771381,0.40802213,0.66690073,0.72543792,0.52364661,0.70414129,0.66836949,0.56027892,0.59720451,0.55479613,0.81220304,0.77005076,0.50187944,0.62005555,0.59381353,0.50141301,0.47479687,0.69982583,0.67895792,0.69405138,0.86408461,0.8096267,0.54992265,0.67793449,0.61010009,0.66779386,0.62444707,0.59035329,0.58981418,0.88319424,0.45347518,0.63252362,0.52699778
61,0,0.5869395,0.45038294,0.66769331,0.8219379,0.65203553,0.64680318,0.85234695,0.3416926,0.65352058,0.6642901,0.47163685,0.73465755,0.60354254,0.54228056,0.58941866,0.59825155,0.77621366,0.6697607,0.53624737,0.62750458,0.57134223,0.4738317,0.35518449,0.58867073,0.68462525,0.61531117,0.83685865,0.83011698,0.480497,0.62365318,0.53209989,0.65968228,0.66232633,0.46085608,0.62756858,0.94207194,0.4431773,0.58330334,0.47881798
61,1,0.41893329,0.40380688,0.64082519,0.75231033,0.54732093,0.59195639,0.83123196,0.25610304,0.58441708,0.50671481,0.3586257,0.75562635,0.46812458,0.41687449,0.5764719,0.55989634,0.63678619,0.46699057,0.50047571,0.58078404,0.51757046,0.43779602,0.38035781,0.40175758,0.57007615,0.4594175,0.73431471,0.83309738,0.37245214,0.5985896,0.43535537,0.63364094,0.63117563,0.25429095,0.59930194,0.89384173,0.41257683,0.2931399,0.38149834
61,2,0.3512669,0.3929569,0.56724308,0.58483416,0.48983632,0.48022982,0.78315358,0.28753458,0.51201424,0.41107867,0.30839916,0.73017896,0.4196126,0.39849877,0.55608779,0.45243262,0.53719935,0.47372009,0.41982375,0.5207752,0.48091863,0.41387749,0.4763101,0.43775631,0.47581563,0.43684572,0.6721595,0.82043067,0.40924386,0.59208478,0.42172177,0.6409835,0.56485577,0.3536422,0.48803952,0.78467146,0.4252104,0.22327185,0.3291343
62,0,0.34396838,0.40099865,0.51976749,0.45158504,0.43326805,0.41953447,0.74177427,0.33871024,0.46328396,0.38437308,0.32096306,0.70640869,0.44170398,0.42535685,0.53718671,0.34929509,0.51102258,0.54385062,0.37084146,0.44656903,0.47519916,0.39212188,0.4837719,0.47194996,0.41886974,0.44692265,0.63783764,0.82028165,0.43762328,0.61277071,0.42356688,0.59802372,0.55014641,0.44149919,0.44717825,0.72170743,0.45858156,0.23944369,0.31569367
62,1,0.36605599,0.40602193,0.52904086,0.41946867,0.40016088,0.42221567,0.69119702,0.33135373,0.4420354,0.38069299,0.32521492,0.67904057,0.46565074,0.40394586,0.49435711,0.30315826,0.50427918,0.59051487,0.36521095,0.40323843,0.46958958,0.36335649,0.42444279,0.46804687,0.40781563,0.43389889,0.62333143,0.76320691,0.43488687,0.62786127,0.41095946,0.52982323,0.55630802,0.48297722,0.44822043,0.6991271,0.48540898,0.25107962,0.29966704
62,2,0.40095294,0.38987836,0.5508467,0.42529541,0.37674874,0.43878904,0.61026887,0.29965422,0.42888611,0.36790104,0.30555297,0.66789094,0.44430151,0.39217391,0.45539078,0.31979959,0.49766858,0.62878898,0.38054277,0.34763588,0.44082193,0.3471503,0.3684905,0.45926688,0.41981563,0.36869762,0.603673,0.66950302,0.42389286,0.61543738,0.39411081,0.47079831,0.55371628,0.47886609,0.44616065,0.7137458,0.49114894,0.25682261,0.29715871
63,0,0.43861269,0.37061871,0.62136009,0.44856165,0.36142977,0.49273718,0.58212061,0.293361,0.46441901,0.37413952,0.30892774,0.7146538,0.41664399,0.41400328,0.46724752,0.38905321,0.51773646,0.69526468,0.43322156,0.29111798,0.43158618,0.39291917,0.37826314,0.48659647,0.44462525,0.33718231,0.57795484,0.56761791,0.41980275,0.62509441,0.41721767,0.43202073,0.57759641,0.43732459,0.48568971,0.73938609,0.49119622,0.29011846,0.35193674
63,1,0.46279087,0.37513891,0.65443285,0.46390677,0.34868495,0.51694166,0.62166945,0.36977006,0.51165833,0.39608175,0.31831436,0.72497892,0.47291146,0.42205906,0.52297939,0.42523842,0.53328907,0.74053662,0.45025345,0.31254971,0.45040932,0.46844016,0.42378681,0.58913784,0.45706613,0.37924852,0.55528798,0.49860666,0.42164958,0.64845472,0.47243454,0.41674568,0.58279858,0.40650871,0.52118769,0.73491607,0.49255792,0.37961463,0.40052719
63,2,0.46148334,0.39923412,0.62050891,0.46080189,0.35665221,0.4926046,0.67301382,0.47380705,0.55369373,0.41484327,0.33307388,0.66860302,0.55650249,0.40612797,0.55705176,0.43983414,0.53348089,0.74031907,0.42743508,0.38635187,0.486726,0.53503315,0.42630637,0.63015597,0.44030461,0.41531117,0.55627412,0.47609716,0.41570296,0.64799229,0.49962087,0.47014517,0.56457542,0.42391933,0.5125848,0.71543405,0.46532388,0.43184885,0.4126859
64,0,0.44185565,0.43123592,0.57922677,0.48193301,0.40248321,0.48294048,0.72442655,0.56884509,0.56605425,0.41259988,0.3624303,0.6771011,0.63550454,0.3930927,0.59665579,0.44149965,0.51990556,0.71612038,0.4257974,0.46570924,0.52458107,0.53929586,0.41092061,0.62370359,0.42689379,0.41799011,0.56972988,0.50817376,0.39897505,0.61062813,0.50591447,0.52146936,0.60266027,0.52031592,0.51735326,0.72608153,0.43916785,0.43670715,0.39184795
64,1,0.42574426,0.45047304,0.57154377,0.55473067,0.42044628,0.49306865,0.75078232,0.57277835,0.52991535,0.3973571,0.36959805,0.70058091,0.59906489,0.37390484,0.60484206,0.42997927,0.48595249,0.63412618,0.43783826,0.52416514,0.51537278,0.49025892,0.43979128,0.56024068,0.41918236,0.37238632,0.58970273,0.51547575,0.37936569,0.56691329,0.492018,0.49870425,0.63559903,0.57019251,0.51469865,0.74771223,0.41065721,0.40547308,0.3550333
64,2,0.45400015,0.46078991,0.58045874,0.62531171,0.41520705,0.50182675,0.725976,0.47050484,0.48046364,0.39734942,0.35376975,0.69541835,0.47873735,0.37479081,0.56096693,0.40788528,0.45484728,0.5642422,0.44799189,0.51934221,0.45699137,0.4551863,0.5020574,0.47031114,0.43642485,0.31221322,0.60256539,0.48787721,0.3934152,0.58860116,0.47997675,0.44480964,0.61543829,0.47392285,0.48363976,0.793506,0.40745154,0.37390913,0.34329634
65,0,0.48014331,0.46752515,0.64149718,0.66671013,0.4219432,0.54611815,0.74643779,0.42391943,0.44718161,0.42234942,0.34994191,0.70302633,0.37378473,0.38386382,0.53973751,0.3611472,0.43711082,0.52899927,0.4834984,0.48957137,0.42293281,0.47140827,0.56348118,0.44747843,0.46375952,0.29314466,0.59193226,0.47883913,0.43436473,0.65552987,0.49142149,0.40759118,0.59724628,0.42507581,0.50176974,0.8343789,0.42208038,0.35756485,0.39532741
65,1,0.49342543,0.4709566,0.66926127,0.68052318,0.42437045,0.53498821,0.79712897,0.37378976,0.42377838,0.46405962,0.34445864,0.64627565,0.33905202,0.38466776,0.51635029,0.29807878,0.42000885,0.53192168,0.46256726,0.42396945,0.39589034,0.49513735,0.59504286,0.45385955,0.45981563,0.34109768,0.55137202,0.48634975,0.51208664,0.70003083,0.52431503,0.3652108,0.54760451,0.39232776,0.51425622,0.81129017,0.45398582,0.32874494,0.47312431
65,2,0.47085765,0.47802223,0.63225741,0.61475022,0.42525881,0.47964791,0.80821814,0.33345436,0.40351097,0.50428703,0.3650848,0.54865549,0.37115009,0.36228876,0.50161649,0.24066344,0.4206286,0.5326541,0.40177026,0.38993119,0.37631449,0.47170824,0.55130078,0.46018526,0.4067976,0.39430554,0.50921824,0.48368229,0.54520402,0.66620424,0.52800526,0.38257169,0.44386643,0.40010578,0.49415003,0.69976019,0.48091726,0.32758285,0.48755827
66,0,0.42444412,0.47980177,0.5743549,0.54538342,0.45435786,0.42419711,0.80411666,0.23131916,0.37776068,0.56241549,0.39283225,0.46976483,0.40752789,0.33407711,0.52140739,0.19540428,0.41446068,0.49747643,0.36315215,0.39387034,0.36958409,0.38096779,0.45531122,0.46111155,0.35824449,0.41702157,0.44922824,0.50487296,0.536579,0.61909827,0.5010919,0.41054084,0.35812722,0.46304915,0.48263691,0.58713669,0.47488416,0.33409057,0.44316315
66,1,0.40361971,0.47344196,0.52939925,0.54306902,0.54032597,0.41009134,0.80419262,0.21222337,0.39259331,0.63711586,0.42401255,0.44575096,0.44581055,0.31565217,0.54787187,0.19112647,0.38061089,0.43269036,0.35906574,0.4258317,0.38733037,0.28839596,0.43100261,0.47804608,0.29075752,0.42373952,0.48773046,0.54515312,0.53754593,0.5900501,0.5030735,0.40023808,0.33222229,0.48844228,0.46737784,0.54395204,0.45696454,0.34221023,0.42872364
66,2,0.470769,0.46716474,0.5158028,0.58242197,0.63741606,0.4506482,0.80449643,0.25866183,0.43180069,0.68076982,0.47137546,0.54352103,0.46912649,0.35087777,0.53729052,0.26085695,0.39710786,0.44099347,0.41335881,0.4363929,0.41418603,0.27959425,0.45859858,0.53139894,0.32968337,0.43881028,0.60888952,0.56157514,0.60588861,0.63432755,0.53407138,0.38540547,0.3432621,0.55359284,0.48606332,0.60383693,0.50152246,0.35105713,0.45578801
67,0,0.55032134,0.45924313,0.54614282,0.64126803,0.73468103,0.53836918,0.81748443,0.34298928,0.48849558,0.71071758,0.56419029,0.70402886,0.51342058,0.41013946,0.49094617,0.38348998,0.43349565,0.61559826,0.51719566,0.43860867,0.47131476,0.32404484,0.51323891,0.64510332,0.48750301,0.46667812,0.7055095,0.57433872,0.70278476,0.70201927,0.60671317,0.39336957,0.40692169,0.58510683,0.52369482,0.71986571,0.62662884,0.33406808,0.49528857
67,1,0.49862599,0.44155279,0.53826942,0.60955912,0.779169,0.5071376,0.83297889,0.38064488,0.51862255,0.74096497,0.64567844,0.79985009,0.58370235,0.43920427,0.37474418,0.54079475,0.52626531,0.77991298,0.49854168,0.44995265,0.55238723,0.36704294,0.57666045,0.72622912,0.57525451,0.50050831,0.73174218,0.58265405,0.66784955,0.78204239,0.68607825,0.43508628,0.44199115,0.59692546,0.48092616,0.74565947,0.65720095,0.32320438,0.54218091
67,2,0.44769151,0.41758522,0.5154668,0.54773042,0.72474818,0.44319387,0.80578763,0.37836272,0.52003655,0.7739705,0.65892193,0.77310035,0.63453974,0.44529943,0.46844135,0.60760194,0.58221927,0.78390138,0.43809561,0.47442712,0.58573705,0.38421219,0.57893403,0.78241628,0.59947896,0.51978981,0.70202944,0.58225915,0.62724811,0.84423892,0.72753008,0.48615764,0.41617345,0.58232847,0.41645856,0.71051319,0.64764066,0.3568526,0.52289678
68,0,0.43238531,0.3994744,0.53982618,0.52488795,0.65535115,0.44643489,0.78064712,0.36594917,0.53717776,0.80946527,0.66229089,0.70896655,0.69796898,0.45444627,0.54938455,0.60192813,0.67497418,0.76947063,0.41784294,0.53929045,0.61397725,0.39305336,0.54766306,0.80231177,0.62021643,0.55701333,0.67502501,0.65702258,0.62167859,0.86304432,0.72702457,0.49175147,0.37944053,0.58364008,0.39010913,0.68483453,0.60398109,0.43673714,0.50741398
68,1,0.48363005,0.40249287,0.60636368,0.57818434,0.62343313,0.52604596,0.7717606,0.35501383,0.56919007,0.83105409,0.66658922,0.71394172,0.74994434,0.44570139,0.60476791,0.60132688,0.71273425,0.79202321,0.45347423,0.60760684,0.63095434,0.38574361,0.53453597,0.78352466,0.6816994,0.59322709,0.67756181,0.73250875,0.6372075,0.8628131,0.69856435,0.49029771,0.3659772,0.58001551,0.44409104,0.73958753,0.52328132,0.48785425,0.51941731
68,2,0.52270813,0.39258147,0.67809784,0.7162334,0.61781617,0.6243076,0.78945769,0.35077801,0.59819161,0.81753227,0.65508829,0.72686218,0.73967791,0.45144381,0.58969301,0.61961299,0.71277852,0.77897027,0.50698744,0.64793889,0.6222735,0.37361857,0.54766306,0.7406302,0.73328257,0.59501992,0.70271545,0.78950898,0.66824599,0.8139499,0.65347285,0.49163559,0.36844433,0.51730484,0.50216301,0.84318465,0.47960284,0.50405608,0.53456715
69,0,0.52852183,0.35412224,0.74194741,0.82373075,0.61082121,0.69132292,0.81581346,0.3533195,0.586389,0.78126921,0.63626859,0.71121522,0.69509932,0.47033634,0.55797123,0.62866621,0.69340416,0.74314721,0.55351322,0.64964333,0.60353827,0.37211083,0.56441297,0.66711266,0.72154709,0.55409397,0.69917107,0.80523061,0.68439373,0.73834297,0.59776565,0.49252049,0.36008348,0.43189479,0.53706617,0.90659952,0.49769267,0.47854251,0.52107103
69,1,0.44474403,0.27719628,0.76254368,0.82715345,0.55743565,0.68018562,0.88227252,0.35924101,0.47149865,0.71322987,0.54182737,0.6704769,0.60153873,0.46878589,0.51001038,0.59340705,0.61097831,0.66144307,0.5386727,0.61671612,0.56106807,0.39148248,0.58530749,0.53344945,0.56355912,0.41422586,0.63718022,0.81610908,0.66434926,0.6478921,0.46405823,0.53465858,0.33596661,0.31250264,0.52290827,0.84032614,0.5307234,0.40304393,0.43735849
69,2,0.37147817,0.33471242,0.71257056,0.69097058,0.4704183,0.6,0.87384171,0.35184129,0.37961716,0.64419945,0.48233039,0.62496018,0.51664894,0.42987695,0.50718523,0.49017277,0.52855246,0.62311095,0.48519067,0.58558803,0.51995495,0.39958162,0.55903094,0.47997783,0.48048096,0.36373128,0.59677719,0.75165785,0.62916264,0.57886705,0.42094328,0.55604366,0.30110897,0.34300825,0.45783109,0.69928058,0.53914894,0.3691333,0.3668313
70,0,0.33308709,0.38059018,0.61289311,0.56563442,0.42278959,0.47417501,0.8014583,0.3283973,0.33822624,0.54945452,0.44335502,0.5543521,0.47179823,0.39604594,0.52805873,0.31955079,0.44512321,0.59609137,0.40898386,0.574566,0.48035822,0.38786707,0.49247857,0.43432032,0.40468938,0.35518615,0.60080749,0.66261828,0.6046316,0.53375723,0.41715701,0.53051851,0.27119183,0.42064029,0.36746141,0.61696882,0.52778251,0.34616884,0.3286071
70,1,0.33806604,0.39399309,0.56411836,0.54096651,0.41384303,0.43593105,0.73183959,0.30124481,0.34424779,0.50281192,0.46499768,0.53507917,0.46798852,0.38112387,0.51336201,0.23400138,0.38998082,0.58899202,0.38362318,0.60216527,0.47344651,0.34325071,0.47351472,0.45066899,0.39567936,0.37542245,0.64468344,0.61113181,0.62575904,0.54921002,0.46686887,0.49653414,0.25898698,0.46583457,0.34481369,0.63535731,0.50560757,0.3162918,0.32449501
70,2,0.35521903,0.39267157,0.52416898,0.60669057,0.43538053,0.43607837,0.68903236,0.28368776,0.3544344,0.54121082,0.52382086,0.56831256,0.46411696,0.36700574,0.45648079,0.30773324,0.48003541,0.60684554,0.3917726,0.6527997,0.49209384,0.28751184,0.50653,0.51503444,0.43758717,0.37326556,0.68449335,0.55814023,0.68040998,0.57456647,0.54231119,0.47242062,0.25334247,0.545702,0.42485498,0.71020624,0.49580142,0.28220873,0.33905105
71,0,0.41481865,0.37688091,0.5546322,0.69411621,0.47711947,0.52382145,0.72239101,0.30926694,0.36626587,0.6197603,0.61320864,0.62462288,0.46391906,0.37933552,0.35983983,0.46728404,0.61223255,0.68021755,0.50713562,0.64686573,0.49850558,0.26164351,0.54236303,0.65077191,0.45041283,0.37674818,0.70408032,0.54776097,0.7262135,0.63726397,0.62349611,0.44770663,0.25722385,0.64303646,0.50540753,0.82265707,0.56214657,0.23175888,0.37602664
71,1,0.42668981,0.33116083,0.58749216,0.72651781,0.4859751,0.56836329,0.85675224,0.31460927,0.36379377,0.73232176,0.65340381,0.69360067,0.50385919,0.38093519,0.2711701,0.57212163,0.68242585,0.7688905,0.52078297,0.48662332,0.47695731,0.26213293,0.52501677,0.76881482,0.36072946,0.43419426,0.67215235,0.57980776,0.70181783,0.78982659,0.69280154,0.48000548,0.28253068,0.64564558,0.47591191,0.95345803,0.59126241,0.18879892,0.42122087
71,2,0.42631307,0.33821144,0.58259789,0.68652922,0.43702434,0.54090306,0.88591827,0.28945367,0.35442478,0.76322219,0.61320864,0.69106156,0.50658041,0.37173913,0.32462554,0.52932274,0.64742511,0.78658448,0.48746003,0.41821855,0.44951926,0.2884749,0.49805442,0.80951627,0.34873747,0.45593488,0.61840789,0.57722226,0.65613034,0.79815029,0.70083915,0.52886459,0.28985733,0.5851703,0.37626585,0.94246523,0.57959338,0.23047683,0.41761931
72,0,0.43656645,0.36763778,0.58301227,0.6220031,0.40002098,0.51610931,0.86449947,0.25471127,0.34801847,0.73951291,0.52996631,0.65339642,0.4806051,0.3852338,0.39113896,0.41568763,0.70631548,0.76026106,0.45068237,0.3602866,0.42877864,0.33023366,0.47331346,0.79376138,0.37346693,0.46009067,0.57165214,0.59122271,0.61128408,0.75378035,0.68011323,0.55009165,0.30004361,0.52284747,0.29533478,0.8258705,0.57826005,0.33568001,0.42676471
72,1,0.47758735,0.41640637,0.61428187,0.55732214,0.38051903,0.53474514,0.82811788,0.24692254,0.35591574,0.68337431,0.46723397,0.65707861,0.44567449,0.42105004,0.50272876,0.31078093,0.82098274,0.71234953,0.4268112,0.33848873,0.43480029,0.37038207,0.48904212,0.72902383,0.46770341,0.44953977,0.54914249,0.64137546,0.59201315,0.69700193,0.66120716,0.54830078,0.31666563,0.50370919,0.27434372,0.72086331,0.59412766,0.4879967,0.47145949
72,2,0.49609219,0.44989488,0.67025804,0.55407057,0.38422636,0.58501031,0.79948352,0.26279391,0.37075798,0.58611709,0.47587128,0.69999063,0.42136902,0.45470878,0.60922438,0.2813407,0.88623285,0.68063089,0.44358574,0.36299476,0.45647492,0.40292075,0.51762952,0.66468213,0.56185972,0.42044237,0.5521938,0.6634379,0.62093406,0.67204624,0.68441007,0.51927817,0.33166158,0.50308159,0.30567791,0.72842206,0.63722931,0.57747039,0.5076859
73,0,0.48950284,0.48641688,0.70734029,0.56197539,0.39604785,0.63120949,0.77092511,0.29121715,0.37702963,0.50503227,0.49383132,0.74076642,0.38705687,0.47274815,0.69501705,0.27828611,0.95434558,0.62735315,0.47077907,0.39041727,0.47455634,0.41300126,0.53019009,0.5937218,0.60179559,0.38816458,0.54952122,0.64348409,0.65181783,0.69951445,0.72298049,0.47111434,0.33769236,0.5031521,0.33128503,0.73364988,0.66422695,0.58949618,0.5104939
73,1,0.44469232,0.50813185,0.66824209,0.54579089,0.40556799,0.589835,0.72541395,0.30951763,0.3855329,0.47170406,0.49756041,0.76513633,0.37439082,0.46099262,0.74506896,0.27194195,0.99315331,0.55465555,0.44573033,0.40898933,0.51157629,0.40871487,0.53242639,0.51466234,0.60140281,0.34341256,0.52819065,0.59625214,0.67612647,0.71333333,0.75331109,0.43267387,0.33003551,0.53189479,0.37274113,0.66914149,0.64117258,0.52041535,0.46266371
73,2,0.38928123,0.49649347,0.56153122,0.5144976,0.39869894,0.48738214,0.67615069,0.30605982,0.39577722,0.45415642,0.50045307,0.72324557,0.36539841,0.43853979,0.7304538,0.24,0.96092666,0.47873822,0.37301723,0.37562654,0.55095874,0.40483896,0.54650764,0.49049956,0.56407214,0.33369281,0.50077176,0.54595783,0.69589054,0.69819653,0.75270448,0.44889704,0.30803688,0.56576405,0.40796873,0.58226379,0.58647754,0.41671165,0.39691454
74,0,0.34858536,0.46290734,0.47696219,0.48491565,0.38436626,0.37231143,0.59984809,0.28937586,0.39065987,0.43174554,0.51819819,0.59676754,0.36625189,0.4164315,0.69417915,0.1945888,0.86523535,0.4051269,0.30182485,0.32336342,0.59820889,0.3932586,0.5678047,0.47762647,0.50428858,0.34630444,0.47006574,0.48345131,0.7180526,0.65411946,0.71767263,0.50745844,0.27577721,0.59913969,0.43115721,0.50561151,0.5057305,0.31736392,0.33514983
74,1,0.32926793,0.41403364,0.38846206,0.46120936,0.36987969,0.26342811,0.54020204,0.27837137,0.36306272,0.37246466,0.55402533,0.45892439,0.37069243,0.3954799,0.63322705,0.17242571,0.74584624,0.34338651,0.2061608,0.25689035,0.63842646,0.3672245,0.56146851,0.45257699,0.43955912,0.35443055,0.42894812,0.43017659,0.7262135,0.60490944,0.65488828,0.53880918,0.24618404,0.59801142,0.4334038,0.43417746,0.43335225,0.25867446,0.29830189
74,2,0.31312699,0.35492566,0.33246349,0.43020129,0.33003637,0.21713318,0.50496734,0.2469917,0.3110908,0.27396281,0.55120237,0.36118242,0.36502734,0.37150943,0.58249296,0.16462336,0.60569574,0.28100798,0.16862669,0.21783347,0.61353772,0.32235554,0.51045099,0.39464017,0.39197595,0.32408985,0.37112334,0.3689889,0.69808548,0.52991137,0.51491255,0.51726608,0.21346334,0.53116846,0.39827942,0.3539952,0.36886998,0.22774029,0.26515538
75,0,0.2566152,0.28126596,0.28241197,0.38021351,0.24940543,0.17323954,0.4050357,0.20573133,0.20522316,0.17725108,0.45090613,0.26330929,0.33438884,0.33326497,0.5324633,0.1494264,0.42259112,0.20438724,0.14662715,0.1820024,0.47017746,0.26777708,0.41817369,0.29011163,0.34808818,0.25116774,0.28595827,0.26451084,0.60642042,0.37891329,0.35031342,0.4151655,0.15154196,0.43664058,0.30838167,0.24594724,0.28186288,0.19292248,0.2167758
75,1,0.17449213,0.18932272,0.22135113,0.31294108,0.16016368,0.12969947,0.31373994,0.17569156,0.13444594,0.11287646,0.29351766,0.21504732,0.26002523,0.25648072,0.46976865,0.11882516,0.28074369,0.12097172,0.11962879,0.1419923,0.27063898,0.14861067,0.28279538,0.19410181,0.27065331,0.16597747,0.20296556,0.18310111,0.43940244,0.22938728,0.19735618,0.28611761,0.10019936,0.31049996,0.19219349,0.15924221,0.19626478,0.13789174,0.1486737
75,2,0.12326217,0.14227361,0.14976257,0.26095673,0.072271964,0.072989098,0.26722619,0.1656639,0.09779723,0.060763675,0.18268471,0.14409257,0.14796032,0.19219032,0.41492659,0.098811334,0.13129556,0.058996374,0.08175154,0.11136923,0.11774628,0.16521945,0.14835632,0.12890507,0.19590381,0.090397033,0.13577962,0.1513002,0.2737865,0.16352987,0.14124457,0.15351958,0.069204411,0.17907764,0.10791958,0.094535252,0.11255792,0.08582996,0.048645949
76,0,0.10527443,0.1900886,0.12617597,0.22730829,0.12545467,0.067371096,0.29592891,0.18362725,0.17863601,0.14303934,0.20953183,0.13922983,0.16545036,0.17148482,0.32481833,0.13696614,0.17445772,0.1360116,0.058954223,0.098503882,0.13320147,0.23275182,0.10742452,0.18573351,0.11339479,0.10899849,0.14417608,0.19196781,0.20165345,0.20315222,0.16647963,0.077368687,0.049923369,0.2108596,0.11276177,0.1780048,0.082552246,0.091138102,0.057857936
