,measure_number,beat_number,pid1263-05,pid51495-03,pid9048-05,pid9049-05,pid9050-05,pid9053-22,pid9054-05,pid9055-05,pid9058-05,pid9059-05,pid9060-05,pid9062-05,pid9063-05,pid9065-02,pid9066-05,pid9067-05,pid9068-03,pid9072-05,pid9074f-05,pid9093-06,pid9094-05,pid9097-08,pid9098-05,pid9099-05,pid9100b-01,pid9101-05,pid9103-02,pid9104-05,pid9105-05,pid9118-05,pid9138-05,pid9139-05,pid9153-05,pid9166c-08,pid9170-06,pid9173-10,pid9174-05,pid9186c-05,pid918719b-01,pid918904-01,pid9192-05
51,18,0,0.35766217,0.32630336,0.30091736,0.30700417,0.41916909999999996,0.30725475,0.30869914,0.57973952,0.3888606,0.34079689,0.39819143,0.3072008,0.33552682,0.37248957,0.73625503,0.40899138,0.41279879,0.41981941,0.39030499,0.42046142,0.51686534,0.23524317,0.53160663,0.35732366,0.33912752,0.43138743,0.43371799,0.31354982,0.56087555,0.55299104,0.38889676,0.46189725,0.37857628,0.5226265999999999,0.25882596,0.44938595,0.2373686,0.4419041,0.37397293,0.28309945,0.54205251
52,18,1,0.3529719,0.34745229,0.29899527,0.39177828,0.42953953,0.28458539,0.3489727,0.55393033,0.4638434,0.35223482,0.41427379,0.30081114,0.36066445,0.39367179999999996,0.78312812,0.44735418,0.40242691,0.44429479,0.41391161,0.42704648,0.55219279,0.22992253,0.555403,0.38757987,0.3587285,0.43833877,0.47913964,0.33151862,0.54789831,0.6331653,0.41050083,0.40991985,0.35892372,0.53379426,0.27161152,0.51632776,0.22356916,0.44093575,0.47881316,0.32818792,0.56712309
53,18,2,0.34072913,0.36798151,0.32329086,0.482967,0.45003554,0.28915268,0.4436731,0.55114057,0.52961332,0.37170841,0.45450751,0.32544383,0.37962489,0.45387392,0.80037791,0.48140062,0.41631361,0.49990920000000005,0.43933168,0.45036658,0.61619573,0.25200129,0.55480563,0.41333209,0.41444205,0.46442049,0.5448549,0.36564788,0.51577643,0.73966684,0.44484408,0.42326895,0.36914359,0.5674731,0.37802702,0.56670022,0.2670282,0.46231378,0.55827955,0.39918243,0.60371259
54,19,0,0.33042933,0.39035019,0.35519476,0.55248318,0.46695364,0.33106593,0.53435586,0.57553946,0.57245081,0.42068045,0.52040067,0.36812059999999996,0.38890027,0.50672121,0.79129587,0.48765494,0.43333856,0.53460452,0.45229218,0.49445079999999997,0.67356144,0.30346998,0.55607168,0.43239035,0.46951537,0.51828628,0.57879822,0.39885387,0.50709435,0.81624027,0.47054099,0.45235843,0.44455076,0.58931378,0.49783121,0.58569224,0.32844986,0.48975791,0.61888871,0.4728554,0.63151468
55,19,1,0.34997388,0.41181389,0.41322898,0.75052868,0.48343733,0.41155747,0.63578092,0.65433878,0.59301638,0.49810783,0.64529772,0.48378482,0.39921265,0.56692332,0.72144337,0.46184484,0.47081437,0.57294189,0.45191808,0.55697182,0.75327447,0.42640413,0.59373217,0.44342701,0.53272538,0.63843098,0.62645954,0.43810888,0.50570852,0.8158861,0.48664068,0.48050191,0.50962269,0.62645504,0.67195439,0.60376485,0.43101952,0.54231844,0.69659216,0.58909091,0.66681254
56,19,2,0.3932623,0.43438914,0.48485621,0.759372,0.48755233,0.45816334,0.7090368,0.68282213,0.58941792,0.53071745,0.71457986,0.54951791,0.41915248,0.58517004,0.64519078,0.43932549,0.51127674,0.60588176,0.43694756,0.59580278,0.77571744,0.53497956,0.61663695,0.45714995,0.56152014,0.69581501,0.64716968,0.45538364,0.4961362,0.76797752,0.48393574,0.52063461,0.52338491,0.67292832,0.7827900999999999,0.64175559,0.51613549,0.57984171,0.73765937,0.63685174,0.6786773
57,20,0,0.48808106,0.45798741,0.56117947,0.70163409,0.49364979,0.49771635,0.68912036,0.75944821,0.53807624,0.53564194,0.76894825,0.60339761,0.47821022,0.57786333,0.58382299,0.39663374,0.55457921,0.63574455,0.39221356,0.63015403,0.75555556,0.65536906,0.6194811,0.47493021,0.56314301,0.7428004,0.64203482,0.47602038,0.45726872,0.57044024,0.49522206,0.62722376,0.50050217,0.72032492,0.85310034,0.72364271,0.61762056,0.62886406,0.69871714,0.70939597,0.69979531
58,20,1,0.50314426,0.46285658,0.57920641,0.54537007,0.46417345,0.45547588,0.57940823,0.7715783,0.4825031,0.48159379,0.77801892,0.57518365,0.57088081,0.51381136,0.46515299,0.35099729,0.5740886,0.60789952,0.31287807,0.56237304,0.6965195,0.69512589,0.60287981,0.48495564,0.50584382,0.71932189,0.5848071,0.44401783,0.38699523,0.45328973,0.49764352,0.69596636,0.4627918,0.69344999,0.8027017,0.71297228,0.62984315,0.64664804,0.59625374,0.67150702,0.69208075
59,20,2,0.48449807,0.44161912,0.55873316,0.36476770000000003,0.37268778,0.38814315,0.43383506,0.74307953,0.44712399,0.37575959999999997,0.73528102,0.43226967,0.60748944,0.34170677,0.39103377,0.3216007,0.57346096,0.54741727,0.21997337,0.46757248,0.60816777,0.6628470000000001,0.59353602,0.49461505,0.35370357,0.61927224,0.49355411,0.39255014,0.37828561,0.39214668,0.50038979,0.69136776,0.37637758,0.6526045,0.59115132,0.66502248,0.58115301,0.6051675999999999,0.48362978,0.56897498,0.60461604
60,21,0,0.41436331,0.41260083,0.53217328,0.24538289,0.29386304,0.32883102,0.38000916,0.70533292,0.45167882,0.24626721,0.69348915,0.33257576,0.60163231,0.27575393,0.43652322,0.32636381,0.55112715,0.50183616,0.20256166,0.42987153,0.53004415,0.5900043,0.59646933,0.5138284000000001,0.27526241,0.49411973,0.41401161,0.37049984,0.41244493,0.40294913,0.50774274,0.65472343,0.34800489,0.6382821999999999,0.42979304,0.61029461,0.54246621,0.56527002,0.43152841,0.47790726,0.54779785
61,21,1,0.31998329,0.37813299,0.50465963,0.20640820000000004,0.30018166,0.29177748,0.34925886,0.64798859,0.45877253,0.21177148,0.65186422,0.27173248,0.55563308,0.29359962,0.49722662,0.36061788,0.51249542,0.43027643,0.22699258,0.42110042,0.47442237,0.47339682,0.61005706,0.53160866,0.27654284,0.40380905,0.32353704,0.36483922,0.47867107,0.40113101,0.50600047,0.61263303,0.36779316,0.62415775,0.31939522,0.53762835,0.49739696,0.48957169,0.3559893,0.35503356,0.53906691
62,21,2,0.27849159,0.3472949,0.46141973,0.20893303,0.32986336,0.28645129999999996,0.33880272,0.57460697,0.45806385,0.26272059999999997,0.61608236,0.2860652,0.46988222,0.32271415,0.52859929,0.39363871,0.49049113,0.39288741,0.28725509,0.43079303,0.47274467,0.35789757,0.62700606,0.54043055,0.30180898,0.3848631,0.28846023,0.36599172,0.552221,0.4454978,0.49601937,0.57626462,0.38513165,0.59741473,0.28254224,0.51075767,0.46957283,0.44050279,0.30049583,0.28037828,0.56156832
63,22,0,0.27268359,0.32705095,0.41764834,0.20001282,0.33805387,0.28539302,0.34901849,0.46659988,0.45873125,0.28884105,0.60300501,0.31803642,0.38377929,0.32618704,0.56730464,0.41914679,0.45445892,0.38148204,0.31513538,0.43040963,0.48841795,0.30982354,0.63829351,0.53752714,0.30983399,0.36693857,0.31095937,0.36005731,0.57474302,0.49896698,0.48760335,0.54307581,0.37090119,0.57920134,0.2845995,0.50781156,0.45035041,0.41024209,0.27002204,0.25792556,0.57595991
64,22,1,0.27241199,0.309217,0.37448125,0.16623518,0.34257168,0.25707025,0.39709266,0.40068588,0.47285675,0.30123112,0.62353923,0.37079125,0.31311612,0.31732435,0.64458125,0.46059271,0.40922119,0.41924939,0.34921058,0.43803054,0.55423105,0.2610609,0.62902104,0.52091941,0.31248418,0.33201873,0.33881188,0.34873607,0.54907305,0.6038511,0.48163832,0.51291552,0.32779587,0.58012465,0.31663155,0.53361519,0.43011847,0.38271881,0.25161341,0.25369738,0.5944664000000001
65,22,2,0.28751697,0.3162109,0.37115399,0.1892983,0.39492931,0.24082016,0.48774681,0.4014103,0.50933673,0.32412517,0.66933779,0.43086165,0.31599667,0.34675168,0.72729489,0.50019505,0.43636696,0.50812147,0.40547841,0.46546714,0.62227373,0.23775016,0.62321683,0.52717911,0.34378769,0.3281884,0.37094572,0.3628717,0.51015969,0.74708098,0.49857075,0.5018066,0.33120928,0.6149905999999999,0.39721155,0.60657003,0.41772067,0.38543296,0.31261609,0.29280659,0.61735601
66,23,0,0.33959051,0.33789101,0.39903167,0.25314322,0.46801201,0.29203509,0.56721227,0.45250462,0.53170497,0.43481109,0.70795771,0.49087848,0.36729612,0.41494225,0.79361209,0.53186308,0.4708876,0.58368644,0.46759242,0.49529159,0.68364238,0.23242414,0.61229494,0.53944413,0.40990843,0.3995815,0.40057357,0.37034066,0.50910426,0.88630863,0.5123494000000001,0.48623703,0.43970548,0.65135144,0.50142521,0.65495604,0.38850325,0.38970205,0.39396348,0.37885906,0.62954545
67,23,1,0.37814687,0.34714735,0.45116127,0.45384172,0.54714478,0.37329945,0.64133234,0.52159371,0.5713636999999999,0.56974347,0.76126878,0.54447505,0.45167072,0.5114854,0.85474826,0.54023155,0.50001569,0.6518866,0.53259147,0.5211206,0.7325975,0.22795352,0.57169223,0.54365035,0.48181344,0.52530146,0.42120178,0.36500478,0.51232562,0.98637593,0.50313607,0.44137433,0.5506854,0.69868208,0.64510266,0.67297497,0.33371433,0.3891946,0.51932158,0.60877974,0.61264822
68,23,2,0.38642014,0.33333661,0.46304332,0.44809997,0.57556275,0.39800181,0.66445373,0.52357429,0.60611669,0.61647159,0.76438509,0.5607438,0.51949814,0.56517485,0.82987931,0.52630718,0.51313876,0.70843422,0.56671105,0.51431358,0.72314937,0.2341672,0.54401748,0.54785036,0.52411226,0.56660519,0.42083988,0.35073543,0.51744677,0.96171328,0.46979093,0.40810012,0.58201683,0.71205909,0.72251828,0.6607476,0.32007342,0.37141993,0.49469542,0.68846858,0.59162196
69,24,0,0.37328946,0.29936061,0.44977066,0.39257929999999996,0.56537398,0.37836803,0.60298747,0.49980734,0.61156598,0.60737461,0.71329994,0.50953474,0.53781206,0.54297401,0.7697184,0.50464985,0.49372352,0.7061138000000001,0.55122694,0.45674985,0.68174393,0.23195610000000003,0.53420114,0.53871208,0.47794983,0.54783657,0.42712188,0.32098695,0.49316263,0.89078309,0.42765769,0.38607936,0.56920467,0.67545643,0.70962945,0.61334139,0.32474554,0.34239292,0.38160711,0.69408176,0.54141728
70,24,1,0.29521571,0.22285068,0.39384055,0.27415572,0.43216965,0.26685929,0.40775482,0.36263872,0.58230356,0.51153496,0.5417251000000001,0.38344812,0.43090513,0.38076676,0.35689382,0.4125464,0.41131858,0.57374899,0.3568385,0.34486446,0.57755703,0.16764579,0.54259094,0.44828463,0.34477034,0.38495531,0.40986002,0.20548233,0.35297357,0.70663377,0.32555516,0.29954671,0.44989821,0.54838036,0.47254926,0.47637742,0.31587686,0.25338920000000004,0.2843145,0.51841367,0.34431818
71,24,2,0.21542881,0.18537281,0.35159083,0.35033643,0.26879393,0.25306691,0.27342185,0.21931258,0.46011421,0.34866881,0.39479688,0.16277166,0.36074126,0.26892044,0.50387054,0.31066507,0.32883519,0.31707022,0.17630461,0.26876976,0.45931567,0.068533462,0.60240728,0.27113345,0.2433708,0.26556249,0.39543872,0.20958294,0.2847467,0.39626696,0.24924994,0.13990934,0.27912595,0.40632248,0.17977445,0.27773975,0.25878525,0.14095903,0.30620966,0.28659549,0.26936053
72,25,0,0.24657892,0.26720441,0.37739352,0.52233259,0.28868968,0.34536657,0.29416242,0.27970099,0.3338379,0.30862393,0.32089594,0.13142026,0.47077199,0.2837103,0.62788004,0.26840118,0.35159789,0.27697236,0.22275696,0.27825385,0.36703458,0.06597805,0.65220221,0.24730442,0.25932405,0.27072634,0.37162171,0.21614136,0.33161711,0.32387283,0.29092251,0.10273289,0.25156759,0.42406322,0.20418061,0.25857325,0.19237444,0.17144786,0.37793956,0.26059182,0.32596697
73,25,1,0.26053484,0.36322054,0.41783036,0.6595321999999999,0.40760603,0.42961081,0.32966863,0.40133323,0.2927618,0.33421675,0.29238175,0.16967401,0.54290104,0.3620308,0.67792271,0.28749135,0.44534233,0.31970339,0.26745292,0.29554046,0.36465048,0.083822896,0.64955421,0.28288976,0.35397156,0.31425734,0.36484124,0.26799109,0.39281388,0.33002373,0.48873140000000004,0.18304428,0.34299674,0.47202040000000006,0.27200397,0.31569022,0.21869681,0.24729050000000002,0.41769243,0.25459426,0.47181677
74,25,2,0.24486577,0.44963604,0.40637787,0.72649792,0.46835163,0.44661979,0.34953357,0.48329223,0.28305353,0.34911759,0.29340011,0.23109122,0.51970298,0.39306224,0.58585883,0.30885295,0.50874523,0.38225383,0.28792721,0.28977601,0.41871965,0.11413277,0.62540121,0.31058378,0.39481873,0.36301603,0.35036531,0.33092009,0.45884728,0.37064803,0.5896291,0.25665484,0.45215119,0.48391352,0.32407568,0.39537615,0.35813449,0.31947393,0.41186841,0.26489933,0.53063947
75,26,0,0.22873707,0.49397993,0.39915544,0.75501442,0.51571756,0.46239644,0.35613232,0.53269883,0.304603,0.38334647,0.31997218,0.27457912,0.49450134,0.39320661,0.45665609999999995,0.32706223,0.56279094,0.43318705,0.30708896,0.28186588,0.45668874,0.15225414,0.58965763,0.31835101,0.40494305,0.40943396,0.3419802,0.40646928,0.51294053,0.42117753,0.66058351,0.31292866,0.50925624,0.47774712,0.35254678,0.48648413,0.48179543,0.38068436,0.3726822,0.28594875,0.52661632
76,26,1,0.24231693,0.49289789,0.41059337,0.78327459,0.55046995,0.50782566,0.37796028,0.55705919,0.38908766,0.45479411,0.35263773,0.30896082,0.51013955,0.373829,0.43991223,0.34849305,0.61017836,0.45668382,0.33816499,0.29058317,0.46987491,0.20016677,0.55145328,0.32904647,0.39047123,0.49146687,0.35918744,0.44755174,0.56556535,0.47471754,0.71001654,0.39008015,0.47972991,0.48496873,0.36657165,0.57178713,0.54823127,0.42499534,0.33118212,0.30515558,0.54289949
77,26,2,0.25600125,0.45219359,0.39839097,0.80454982,0.57224548,0.55945833,0.40500773,0.56796393,0.47927618,0.52122021,0.39575403,0.33482553,0.5229164000000001,0.32474334,0.57881872,0.36499717,0.63444741,0.44822942,0.36553167,0.3083608,0.43213392,0.20170539999999998,0.53467368,0.34642968,0.33993896,0.56537097,0.36838511,0.46033747,0.59440162,0.4934536,0.71692653,0.40064381,0.34014658,0.52758389,0.36938489,0.65855983,0.52690639,0.45276071,0.30704392,0.32223307,0.56765951
78,27,0,0.26516244,0.40583317,0.38029123,0.81717398,0.58793144,0.63193623,0.43726893,0.57515413,0.55737581,0.5620353,0.42653868,0.34410009,0.53550762,0.33533847,0.65939291,0.37812874,0.65489827,0.44096045,0.3741868,0.33938925,0.35786608,0.19286099,0.52745185,0.36048142,0.34576789,0.59183572,0.37022875,0.47334607,0.61664831,0.48851871,0.71769431,0.42093023,0.27371743,0.59494158,0.37521791,0.72941413,0.46520107,0.47346369,0.29047694,0.33229408,0.57128035
79,27,1,0.28164629999999996,0.37919536,0.38909356,0.81409805,0.60492062,0.66733969,0.45818119,0.57612515,0.62645521,0.58563285,0.44558709,0.34422253,0.54340673,0.39931023,0.70035353,0.38223117,0.66928187,0.43092211,0.37167586,0.3781395,0.30794702,0.20164084,0.52011412,0.37667349,0.41201519,0.60724926,0.37333561,0.49770137,0.63886747,0.47078616,0.72838412,0.45925634,0.278807,0.65029623,0.38546288,0.77545131,0.43308859999999993,0.47569832,0.28876909,0.33409396,0.58565076
80,27,2,0.28973154,0.38321857,0.41749545,0.77193207,0.62245478,0.66997145,0.46281119,0.56977497,0.66016926,0.57927709,0.45751252,0.33604989,0.52520804,0.4373035,0.68481044,0.37634808,0.65066165,0.42318906,0.35436561,0.43190287,0.29187638,0.23088014,0.52620364,0.38628947,0.45921239,0.6203575,0.37012632,0.52383954,0.65136747,0.43907536,0.73706591,0.49474445,0.32522394,0.66313464,0.39514190000000005,0.78753104,0.40424662,0.46049814,0.29461672,0.31720561,0.56510446
81,28,0,0.28422647,0.40365926,0.41272661,0.6809356,0.61832399,0.61908376,0.45491329,0.54769575,0.60811201,0.51198981,0.44926544,0.31355219,0.45120983,0.44458614,0.52116908,0.36660165,0.59433025,0.41607647,0.32864118,0.4422143,0.31013981,0.27118033,0.54186876,0.34093926,0.47981091,0.62822386,0.32769546,0.5104297999999999,0.59159325,0.41542802,0.65668557,0.47497701,0.34130022,0.59540323,0.40057008,0.74297027,0.38341398,0.42765363,0.3253581,0.28842587,0.4625
82,28,1,0.28199102,0.41276805,0.38654532,0.55846203,0.57706342,0.51945972,0.43162594,0.50517879,0.53133343,0.41014009,0.45092376,0.30416284,0.40762386,0.37857716,0.42934292,0.36061788,0.53224541,0.38662732,0.3111407,0.40111657,0.29536424,0.28697009,0.54884986,0.28971399999999997,0.41718157,0.61122854,0.30441789,0.45037249,0.52245778,0.40575895,0.64351524,0.40543293,0.31875,0.50184112,0.39592267,0.68887994,0.37499583,0.38897579,0.36342673,0.2766748,0.42472473
83,28,2,0.28713047,0.41245328,0.33600291,0.4127331,0.51296106,0.35681264,0.37644366,0.39136868,0.48268199,0.31071017,0.48603228,0.32389042,0.40389835,0.26614533,0.5237596,0.35794375,0.51144934,0.32712873,0.30932091,0.31838972,0.2518028,0.28698623,0.54844864,0.25318568,0.28816348,0.60009221,0.27494025,0.3556256,0.42275147,0.40595965,0.65999291,0.27593615,0.28263436,0.46432615,0.38862726,0.62193141,0.41933923,0.36695531,0.40646151,0.27824283,0.47248729999999994
84,29,0,0.29262509,0.39416683,0.31261012,0.40553669,0.46598215,0.27429506,0.35623533,0.33824753,0.45324068,0.27571108,0.53661102,0.36289409,0.40576751,0.24087263,0.62166281,0.35934059,0.52643967,0.28752018,0.33120918,0.29449115,0.25113319,0.28058963,0.54364301,0.25509647,0.26434899,0.60151085,0.28264937,0.30201209999999995,0.39978891,0.4199379,0.68680605,0.22614637,0.25964984,0.48964024,0.39331598,0.58073955,0.45213583,0.37196927,0.43495199,0.28436242,0.52449181
85,29,1,0.29653191,0.37713948,0.32836549,0.49678308,0.42017218,0.26964422,0.36728095,0.34544544,0.43135407,0.28185457,0.58959377,0.415955,0.40714377,0.27885788,0.68901621,0.36531177,0.56859668,0.26732244,0.36421279999999995,0.30325553,0.28695364,0.29455025,0.5415566999999999,0.2697748,0.30384129,0.60353242,0.29690679,0.2886915,0.44006975,0.44572211,0.7251949000000001,0.24341085,0.26680239,0.51641624,0.41401248,0.54969465,0.49420157,0.39216946,0.46019991,0.29754118,0.60025409
86,29,2,0.31054006,0.38228408,0.38771751,0.54173021,0.40081352,0.28852607,0.41007268,0.40629624,0.44446126,0.31870944,0.62498609,0.45614478,0.41882601,0.33702278,0.71955382,0.37401372,0.64574507,0.26852805,0.40982182,0.33396112,0.35689478,0.33577039,0.53827568,0.29681122,0.37394476,0.60739821,0.32739502,0.30231773,0.48793135,0.46352549,0.75490196,0.31409802,0.30008143,0.53903734,0.45082001,0.54331253,0.53257133,0.40808659,0.48584133,0.32259915,0.68579193
87,30,0,0.32112191,0.42729687,0.46547506,0.56670939,0.40029224,0.31618743,0.45602358,0.46574445,0.48504197,0.37440718,0.64552031,0.49056474,0.44053258,0.3899984,0.70736316,0.38517586,0.71917987,0.28694512,0.44996513,0.36891774,0.40600442,0.39846137,0.52742511,0.3287735,0.43825653,0.61394524,0.37474906,0.32438714,0.53029552,0.47145909999999996,0.78484526,0.39319406,0.34628122,0.56683557,0.50291238,0.55598953,0.55362089,0.43227188,0.51605541,0.34473459,0.75105872
88,30,1,0.32395278,0.49637025,0.52321078,0.55331624,0.41833189,0.34453805,0.48404395,0.52118527,0.54495665,0.42822488,0.64535337,0.5041858,0.45782870000000003,0.4146856,0.684079,0.39563959,0.75893091,0.30856033,0.47410437,0.41470371,0.44239882,0.46383688,0.50428852,0.37372666,0.46654508,0.61573982,0.42184363,0.34653295,0.55548825,0.47415086,0.81059532,0.43797793,0.39216205,0.61117645,0.54781675,0.56657942,0.5421158,0.44195996,0.55291988,0.35973764,0.7826086999999999
89,30,2,0.32755667,0.58764509,0.55587914,0.50030119,0.45593555,0.36579405,0.49822583,0.558377,0.61692583,0.49623385,0.55033389,0.43497857,0.4614518,0.39525987,0.69645252,0.40251054,0.76567812,0.34407789,0.49933422,0.42965629,0.45306107,0.55094685,0.48715228,0.42880452,0.44308047,0.59649596,0.49158757,0.36163642,0.56026065,0.48988820000000005,0.82341129,0.44435028,0.44072340000000004,0.67152137,0.57371835,0.56927723,0.47100784,0.41916201,0.5986227,0.37880415,0.73913043
90,31,0,0.34877259,0.66079087,0.57938842,0.42879846,0.48877656,0.38260113,0.48443313,0.5863209,0.66087106,0.55341137,0.48045075,0.35116315,0.45933299,0.34503529,0.74192369,0.41181652,0.7575187,0.34691283,0.50168664,0.43342974,0.45549669,0.61195395,0.48062589,0.47044482,0.38284821,0.57271244,0.57235234,0.36626552,0.55540565,0.53778497,0.81898181,0.42681645,0.48044924,0.72285303,0.57689924,0.55968056,0.41150509,0.36022812,0.59748938,0.40208054,0.6609825
91,31,1,0.37836624,0.69394059,0.61004732,0.34708747,0.50148487,0.39787649,0.45609798,0.6104963000000001,0.72134306,0.58646977,0.42464663,0.28960055,0.45252208,0.29090472,0.76758503,0.43619833,0.74161829,0.32884383,0.47775664,0.42525728,0.45844003,0.65768238,0.49690621,0.52226565,0.30075188,0.53879983,0.65122567,0.36175103,0.54737518,0.61111177,0.80362627,0.38519248,0.52203447,0.76856788,0.56272979,0.53067579,0.36721175,0.31057263,0.57242248,0.43374009,0.55899209
92,31,2,0.41883422,0.67038166,0.63751001,0.28477411,0.48042019,0.39365731,0.44224804,0.63380857,0.7500344,0.56205955,0.38614357,0.28463422,0.43005377,0.23898781,0.74076557,0.47955075,0.71813379,0.28882163,0.43106334,0.39739692,0.46768212,0.69141382,0.51890157,0.55445127,0.25500633,0.47904667,0.72734722,0.33831901,0.52557819,0.6910499,0.786558,0.33163185,0.53739821,0.76521538,0.54075267,0.47915576,0.35896045,0.28311918,0.54193295,0.45030506,0.45557595
93,32,0,0.4663115,0.52296872,0.66292683,0.22239026,0.41406682,0.36887837,0.44458879,0.63150432,0.73262694,0.49628237,0.38470785,0.29172788,0.36122135,0.23233077,0.67414361,0.54823507,0.69433548,0.25157889,0.38761651,0.34108428,0.52050773,0.75785453,0.5262928000000001,0.56296296,0.26773617,0.42103135,0.77896893,0.28421522,0.47331131,0.75473124,0.7699621999999999,0.31573381,0.47859663,0.64780109,0.53331681,0.33279646,0.40682463,0.27884078,0.49121675,0.45672361,0.36278938
94,32,1,0.56076465,0.4482589,0.69933018,0.19181032,0.38818419,0.36089257,0.40199737,0.51410296,0.68928031,0.45062769,0.34407346,0.32106673,0.30999232,0.21069137,0.43829087,0.62306676,0.70453476,0.31457324,0.38889734,0.24513352,0.60037528,0.8430708,0.46578103,0.54430796,0.22705278,0.33520357,0.7593718,0.27874562,0.41104993,0.80694899,0.74580676,0.23161871,0.39005157,0.51096431,0.55215434,0.20846923,0.42784081,0.26031657,0.46445774,0.49387431,0.21178007
95,32,2,0.63837877,0.39728507,0.70069894,0.34415892,0.46666140000000006,0.38705702,0.33049276,0.47469174,0.63885372,0.55032446,0.61875348,0.41611570000000003,0.38132121,0.37905839,0.39959161,0.7120744999999999,0.72686856,0.38489205,0.54838628,0.42017219,0.52169978,0.95394878,0.49012126,0.55272039,0.34715998,0.40684494,0.66955958,0.40215855,0.44325441,0.78291206,0.69637373,0.37903692,0.51521444,0.52467107,0.57954311,0.41442856,0.46107125,0.18589385,0.4217535,0.52800488,0.18644833
96,33,0,0.62785961,0.4126205,0.67890062,0.58236463,0.53849617,0.4326255,0.34833171,0.62750462,0.62567084,0.66480684,0.79198664,0.47698959,0.44608245,0.46315367,0.54505669,0.7366136,0.69412626,0.53591606,0.67148564,0.53762023,0.47158205,0.95502475,0.59767297,0.59511756,0.42961364,0.51818698,0.67261181,0.58164279,0.61852056,0.6678512,0.67694307,0.53661805,0.68777144,0.62412478,0.56153179,0.65123817,0.54122309,0.32132682,0.48710058,0.56651007,0.36697487
97,33,1,0.60850308,0.44150108,0.7336731,0.72425505,0.60294605,0.48907609999999996,0.46163796,0.73612824,0.64228017,0.73606647,0.87122983,0.49560759,0.58431699,0.66235964,0.69870779,0.77379979,0.66671897,0.62676554,0.70414051,0.60113002,0.46890361,0.83591564,0.66081491,0.62913332,0.58587062,0.63127394,0.81782178,0.66749443,0.71698789,0.65508896,0.68485708,0.58010774,0.85063789,0.70544203,0.57958442,0.6794846,0.56717837,0.5849161999999999,0.63615615,0.59865162,0.54682383
98,33,2,0.60214144,0.48217588,0.77546414,0.76584428,0.65163889,0.51824131,0.58576089,0.80286683,0.6635613,0.76074959,0.90094602,0.49419192,0.66649597,0.75496471,0.82518591,0.78103568,0.68037031,0.71055287,0.70077991,0.69402031,0.47352465,0.76049064,0.70588445,0.62956759,0.6375121,0.69563768,0.89416183,0.70136899,0.77198054,0.67580841,0.70540987,0.56412429,0.90954126,0.74793629,0.65299294,0.68572579,0.59346738,0.72141527,0.7185739000000001,0.64179378,0.67680689
99,34,0,0.61446777,0.55540035,0.81325082,0.78148029,0.71616776,0.55030286,0.68059291,0.86590629,0.70641255,0.77118079,0.905064,0.52840526,0.70131865,0.81400385,0.86809704,0.77669414,0.70301794,0.74071832,0.74687718,0.76733706,0.49512141,0.77770605,0.70958452,0.62454247,0.6812179,0.73662931,0.91567088,0.73772684,0.82926762,0.708688,0.72123789,0.57230325,0.94652552,0.77761412,0.73222622,0.70639554,0.64855665,0.8240689,0.77417755,0.69139719,0.76969226
100,34,1,0.65796511,0.63149715,0.85693484,0.80922781,0.78763921,0.59853095,0.78292222,0.93649815,0.76709784,0.80878161,0.91107401,0.61512091,0.74491102,0.87864934,0.87333902,0.77726043,0.75139913,0.78773204,0.80914336,0.8226273000000001,0.56325239,0.84678287,0.68967546,0.6398659999999999,0.72871287,0.75471698,0.89252305,0.77026425,0.89996329,0.75369231,0.7508859,0.62682959,0.9855456,0.81505216,0.85169579,0.76095564,0.71853829,0.9066108,0.81992759,0.74453935,0.84175607
101,34,2,0.71142797,0.70984655,0.86283218,0.84658763,0.85174947,0.65043515,0.86064213,0.98689889,0.84071832,0.84638244,0.91719533,0.71404193,0.78607093,0.91514277,0.84755577,0.77889637,0.82138187,0.81895682,0.8600595999999999,0.84058653,0.67941869,0.92866365,0.70550999,0.67739934,0.76133403,0.77528727,0.83687265,0.79089462,0.9643905999999999,0.8123325,0.79222773,0.69222178,1.0,0.88271761,0.94745322,0.8404805000000001,0.79186551,0.93808194,0.83621911,0.78212325,0.8776821
102,35,0,0.73353181,0.77000787,0.83108846,0.8627363000000001,0.87362768,0.68791339,0.87231729,1.0,0.88523462,0.86208988,0.90879243,0.80394858,0.81922929,0.92965993,0.79891503,0.7665639,0.88895863,0.83635997,0.88180838,0.82928634,0.73693893,0.99983861,0.7384005,0.71040387,0.78828259,0.7903958000000001,0.78449983,0.80522127,0.98559104,0.84653436,0.82819513,0.73196689,0.97889522,0.93194983,0.98413682,0.94799007,0.8132321,0.92239292,0.80709901,0.81391092,0.90217391
103,35,1,0.71942965,0.78644501,0.77670186,0.82595322,0.81446963,0.68675068,0.81542952,0.92262639,0.88564745,0.81751471,0.88491931,0.89554637,0.82556651,0.83301251,0.69779349,0.6933241,0.95716303,0.84412833,0.84027646,0.74547656,0.76497425,0.96556918,0.79170827,0.70593709,0.73030596,0.75294368,0.73793103,0.76415154,0.91696035,0.8188612,0.83291991,0.73827355,0.88083605,0.87479253,0.89903747,0.91765653,0.77363591,0.85358473,0.69093342,0.73648566,0.87288255
