,measure_number,beat_number,pid1263-05,pid51495-03,pid9048-05,pid9049-05,pid9050-05,pid9053-22,pid9054-05,pid9055-05,pid9058-05,pid9059-05,pid9060-05,pid9062-05,pid9063-05,pid9065-02,pid9066-05,pid9067-05,pid9068-03,pid9072-05,pid9074f-05,pid9093-06,pid9094-05,pid9097-08,pid9098-05,pid9099-05,pid9100b-01,pid9101-05,pid9103-02,pid9104-05,pid9105-05,pid9118-05,pid9138-05,pid9139-05,pid9153-05,pid9166c-08,pid9170-06,pid9173-10,pid9174-05,pid9186c-05,pid918719b-01,pid918904-01,pid9192-05
157,53,1,0.54279745,0.40538068,0.52246815,0.64152515,0.1634547,0.36132424,0.57820638,0.73162762,0.67044172,0.65698344,0.91574847,0.6085629,0.59804122,0.60904716,0.71693283,0.82765998,0.74350123,0.62111582,0.6770655,0.57272483,0.56760854,0.81450398,0.43043866,0.50358583,0.60665525,0.62359909,0.77275521,0.67131487,0.66071953,0.75705701,0.74244035,0.58368808,0.40232763,0.73737318,0.62436485,0.62288437,0.59707993,0.4046648,0.61458366,0.56587553,0.51300113
158,53,2,0.55612661,0.44077317,0.56846014,0.71989747,0.21665745,0.46148437,0.67006238,0.79986128,0.68636989,0.70725939,0.90473011,0.61274105,0.66918448,0.67631537,0.8378642,0.83716101,0.7549558000000001,0.69309927,0.63699195,0.66013991,0.54300957,0.74397461,0.54748573,0.52594454,0.63753443,0.67540786,0.84793445,0.69875836,0.73629772,0.7948833000000001,0.7596858,0.56303377,0.61148887,0.79900414,0.69087454,0.64441313,0.61412481,0.53151769,0.67458681,0.61336181,0.65948617
159,54,0,0.59077614,0.50922683,0.62480524,0.76821532,0.34698681,0.5514795,0.70588909,0.87284217,0.72430164,0.73473225,0.88313856,0.62366085,0.70119063,0.72241739,0.8866878,0.81293651,0.77430828,0.72376917,0.67763617,0.72650837,0.5293819000000001,0.76178179,0.602648,0.53630498,0.66659719,0.70618527,0.86316149,0.72652022,0.79681535,0.82866014,0.77947082,0.58680857,0.74396037,0.83004496,0.76676168,0.67787397,0.65790088,0.65926443,0.71644892,0.65552166,0.77435065
160,54,1,0.66339705,0.57899862,0.67148162,0.81800705,0.43603981,0.63822321,0.74989985,0.93888718,0.77253337,0.77609315,0.87523651,0.6649295999999999,0.73895788,0.7681264,0.90960624,0.79173221,0.81113029,0.76271186,0.74066324,0.78011704,0.53796909,0.82709275,0.59233238,0.56142441,0.70518871,0.73301177,0.8335268,0.75078001,0.86594163,0.87176369,0.81100874,0.65248982,0.85396308,0.86869209,0.86652621,0.74370848,0.71463374,0.76843575,0.75396663,0.7028675999999999,0.85897798
161,54,2,0.77380132,0.67058824,0.68731707,0.85511054,0.51406682,0.72122816,0.82161048,0.97295006,0.83631485,0.81023713,0.88458542,0.74817876,0.79605684,0.81071543,0.90594904,0.79538161,0.87828861,0.7851594,0.80559254,0.80574427,0.62610743,0.92323004,0.58050107,0.62987778,0.76155736,0.75932756,0.77726186,0.76427889,0.92428414,0.91012125,0.84142452,0.71803968,0.9122556999999999,0.92041945,0.95823522,0.8327629000000001,0.80352912,0.82285847,0.77547615,0.74948139,0.90697346
162,55,0,0.85155124,0.72496557,0.68955952,0.87138738,0.55475081,0.76676182,0.84925313,0.97048397,0.87291867,0.8184244,0.8917084000000001,0.82154882,0.83055947,0.82483157,0.87821529,0.81111181,0.9449761999999999,0.79872881,0.82163465,0.80486985,0.70838852,0.99666451,0.59151213,0.68037719,0.80466017,0.77620939,0.74079891,0.77077364,0.94162996,0.92276543,0.85199622,0.74274077,0.93166395,0.94379898,0.98880489,0.93201799,0.83328049,0.82723464,0.76813317,0.79353264,0.93245342
163,55,1,0.86969602,0.74417667,0.68785584,0.83870554,0.58462997,0.7004804,0.80186574,0.84756473,0.89135819,0.78773728,0.88286032,0.91727885,0.82255793,0.73569939,0.78599293,0.80557478,1.0,0.81113801,0.78511191,0.76989305,0.82958057,0.98235421,0.64765514,0.69328122,0.7674384,0.73187686,0.7041311,0.73575294,0.85524046,0.85519993,0.80374439,0.74182105,0.88755429,0.87284698,0.90659727,0.91081135,0.8142583000000001,0.79348231,0.68387376,0.78358755,0.91530209
164,55,2,0.76890212,0.61378123,0.57078995,0.76917655,0.47825606,0.53856437,0.66943284,0.51719328,0.75092886,0.69743465,0.81190874,0.70079584,0.7213545,0.60807668,0.6417774,0.68627698,0.96056279,0.69723567,0.63540676,0.65724087,0.75724798,0.66349258,0.63632311,0.59472052,0.6415916,0.59646758,0.55683851,0.50247055,0.66860316,0.53227158,0.63193952,0.61750755,0.69611835,0.67410444,0.64514397,0.6358835,0.66890539,0.54222533,0.44153156,0.64075656,0.73905985
165,56,0,0.5700094,0.50939406,0.42964689,0.65818648,0.40242477,0.33908654,0.52950266,0.37262639,0.49294069,0.60973983,0.69371174,0.43158096,0.65554987,0.43518608,0.57065098,0.51544705,0.83257493,0.55347054,0.50372202,0.52432232,0.59151582,0.19428126,0.42477709999999996,0.44616912,0.44876052,0.49284296,0.28221919,0.39991722,0.49300661,0.30426313,0.4841897,0.47407042,0.54439468,0.47139387,0.5037799,0.46760619999999997,0.4726264,0.46596834,0.30769715,0.53370348,0.64205251
166,56,1,0.41035203,0.37131615,0.26460138,0.54391541,0.31018877,0.18492655,0.3756138,0.39898274,0.26677446,0.52829765,0.5265665,0.23728191,0.49032134,0.35973693,0.55636962,0.34206254,0.5950625,0.43644572,0.42185023,0.41074191,0.33896983,0.11710243,0.25660663,0.30251256,0.35279535,0.34797134,0.20695801,0.27506527,0.44956865,0.18818696,0.31049492,0.39012613,0.42074511,0.39493498,0.39427025,0.34040668,0.21054564,0.40421322,0.15195970000000003,0.40083588,0.51618436
167,56,2,0.28834221,0.27051938,0.24276665,0.48246075,0.27401469,0.14581912,0.29348709,0.49146887,0.21748314,0.46380011,0.41219254,0.20573156,0.37740366,0.3869907,0.58597464,0.24573082,0.39621842,0.40547821,0.38156109,0.35946055,0.30417954,0.11777491,0.25743581,0.25832868,0.35995682,0.28830331,0.21565722,0.23990449,0.50225771,0.23178636,0.29047366,0.3657141,0.36651737,0.42595381,0.33616722,0.31756258,0.18220424,0.38983706,0.14743428,0.31632703,0.41270469
168,57,0,0.25998119999999997,0.24763919,0.25405169,0.45084909,0.29101967,0.17264499,0.28022664,0.563209,0.23096876,0.43517497,0.34490818,0.22237527,0.34159519,0.44324671,0.61873705,0.22091487,0.34998692,0.40136199,0.35591909,0.36111522,0.32281825,0.13521089,0.31660128,0.25993548,0.40701258,0.30400766,0.25255036,0.24210761,0.58150698,0.28823064,0.31481809999999993,0.36750755,0.36653773,0.46095167,0.31536332,0.33997718,0.21143,0.3918203,0.17143869,0.28589384,0.38073123
169,57,1,0.26098402,0.24400944,0.28795777,0.44442807,0.34983809,0.23401796,0.29015052,0.61554408,0.28431953,0.44403542,0.25958264,0.25459137,0.36047241,0.50944819,0.65768621,0.24228277,0.37062085,0.44003228,0.34522224,0.38078294,0.33630611,0.18302668,0.42099679,0.27639432,0.46395444,0.3649312,0.30874018,0.27198344,0.64487885,0.34655207,0.36354240000000004,0.40703587,0.38869435,0.51883443,0.33163135,0.41307966,0.26588520000000004,0.41710428,0.22074610000000003,0.27946309,0.41220356
170,57,2,0.27471012,0.2510722,0.28980706,0.42232618,0.40108206,0.27031261,0.29990271,0.6279515999999999,0.3223132,0.45033052,0.22224819,0.2805479,0.38791448,0.54284568,0.67652079,0.2875291,0.41336890000000004,0.45918079,0.33746750000000003,0.38681644,0.33710817,0.224306,0.50913873,0.30050872,0.499799,0.39165839,0.36185729,0.2944922,0.65474486,0.38592494,0.39258209,0.42805150000000003,0.40033931,0.53677303,0.35176602,0.47585397,0.28294677,0.42197858,0.25195183,0.27107383,0.48845285
171,58,0,0.2771336,0.2547708,0.27567528,0.37489907,0.42482426,0.28222516,0.30014308,0.5872611,0.34752993,0.44556371,0.22819699,0.28720539,0.39103188,0.53599615,0.69809826,0.31777512,0.41680004,0.46754439,0.34431552,0.38009013,0.32974246,0.24139229999999998,0.54247504,0.3152801,0.50034244,0.40505036,0.39283715,0.30119070000000003,0.64550294,0.40196923,0.40973896,0.41516227,0.37595005,0.52841927,0.34595365,0.53030669,0.27814951,0.41662011,0.27615300000000004,0.2581025,0.52493648
172,58,1,0.26581009,0.26308283,0.26198034,0.3255431,0.43274623,0.28258024,0.31387283,0.54466708,0.40823586,0.43595730000000005,0.29966611,0.29662534,0.40199078,0.51697145,0.74972571,0.34037627,0.39801768,0.49608555,0.38064802,0.37373377,0.32101545,0.24749839,0.56138552,0.34789999,0.49350108,0.43245141,0.44330488,0.31657434,0.63720631,0.43255847,0.44198559,0.37032584,0.3345209,0.53120019,0.35716115,0.61165022,0.26752878,0.39103352,0.33949315,0.26647346,0.55468662
173,58,2,0.26008566,0.28676962,0.26874408,0.38228132,0.4237501,0.29604539,0.37622045,0.52194051,0.48775974,0.44990600000000003,0.39179188,0.31348332,0.41842274,0.51462143,0.76752408,0.38552822,0.40130237,0.54363398,0.44232452,0.39810318,0.33564386,0.26624704,0.56496969,0.39455922,0.49715626,0.48020287,0.49345852,0.34732251,0.6371696,0.51374804,0.48959367,0.33927211,0.32325597,0.56273564,0.44673028,0.67129723,0.2879693,0.39006052,0.42509051,0.31859671,0.58822699
174,59,0,0.26639507,0.31747983,0.29129959999999994,0.47525793,0.41959561,0.34861101,0.47860127,0.53653668,0.54170222,0.49237674,0.49005008,0.33221609999999996,0.42965689,0.51713186,0.75850299,0.42921412,0.41805011,0.57586764,0.49414115,0.43984664,0.35732892,0.31475683,0.57174572,0.44472982,0.5073178,0.53806214,0.52836463,0.38064947,0.63341593,0.61094648,0.51607607,0.34360794,0.40061754,0.60058037,0.56847193,0.69894638,0.32458702,0.40705307,0.4931371,0.39183038,0.61024139
175,59,1,0.28950172,0.35561676,0.36190025,0.58495995,0.43845668,0.41051312,0.59320094,0.58775432,0.55929545,0.55849354,0.65548136,0.36546526,0.44699782,0.51611325,0.71010606,0.47554898,0.45185418,0.61279257,0.53926194,0.50680702,0.4048933,0.41758124,0.6181883,0.46819282,0.52368793,0.61731451,0.55857289,0.42000637,0.62243025,0.72840395,0.55374439,0.36011694,0.50179832,0.67208195,0.73796836,0.71424737,0.37532121,0.44910615,0.61595309,0.51685784,0.64572981
176,59,2,0.31865664,0.38669093,0.42936294,0.6165651999999999,0.47339863,0.4640117,0.66462542,0.61258477,0.54048438,0.6035175,0.74952699,0.3854071,0.46958776,0.51637793,0.65805193,0.47656201,0.4937026,0.63402946,0.5478917,0.55216923,0.43611479,0.52788896,0.66129636,0.47292016,0.53110251,0.64774436,0.56017753,0.43819166,0.60717695,0.76183842,0.54635011,0.39486927,0.52605185,0.77143674,0.83996365,0.72666264,0.42482062,0.48761639,0.66858177,0.58699817,0.66782891
177,60,0,0.36800376,0.4146567,0.53463415,0.5857802,0.54447516,0.54675903,0.69907858,0.65087855,0.46614146,0.61186245,0.81686144,0.39885981,0.52880553,0.5120709,0.57244301,0.43031523,0.5412939999999999,0.6361481,0.51337899,0.58888814,0.43889625,0.64955886,0.69963445,0.46407345,0.52526614,0.64790041,0.52493684,0.45738937,0.54692548,0.75627782,0.4499055,0.50308764,0.49974891,0.85508425,0.8983764999999999,0.72766928,0.48765226,0.51243017,0.63897371,0.69341062,0.69320299
178,60,1,0.36621749,0.42149321,0.57103021,0.47239987,0.55592765,0.5294646,0.68036399,0.62993989,0.37172148,0.55439384,0.79565943,0.39153658,0.57716041,0.46811036,0.48595636,0.35945385,0.55949579,0.6092615,0.46066197,0.49838569,0.40241354,0.67984721,0.68793688,0.44432657,0.48312365,0.60065257,0.46138614,0.42355301,0.47723018,0.65064992,0.38323884,0.57471423,0.41285288,0.81535993,0.82306771,0.6780753,0.49234941,0.50810056,0.52020305,0.66985967,0.69443111
179,60,2,0.34483443,0.39893764,0.56434656,0.33826338,0.47373825,0.50132981,0.60367424,0.60664303,0.32250585,0.42342774,0.7213133,0.34337313,0.5619703,0.34637472,0.45265756,0.29300321,0.54715205,0.57511098,0.37728743,0.45346741,0.31811626,0.65090381,0.64678138,0.43359390000000003,0.36897938,0.51508015,0.39425743,0.37961796,0.46100404,0.52502273,0.37967163,0.58558665,0.31556732,0.73425151,0.59710001,0.60116771,0.45254464,0.47081006,0.43444829,0.58259915,0.62031338
180,61,0,0.30716599,0.37453276,0.54107754,0.24110221,0.34206619,0.49298893,0.53038974,0.59524507,0.34763314,0.26844563,0.65319978,0.3008494,0.53485469,0.28356593,0.49838474,0.27451079,0.51826455,0.56260089,0.34177287,0.4499361,0.25272259,0.59904239,0.61916013,0.44499659,0.29864513,0.41653426,0.35006487,0.35803884,0.50592878,0.47141187,0.3902138,0.57632374,0.29919924,0.67918265,0.45912339,0.5341722,0.42396963,0.44486499,0.38240201,0.48914582,0.56943111
181,61,1,0.27081375,0.34677356,0.48876593,0.18752323,0.25464023,0.50480401,0.46939278,0.58669081,0.38833769,0.18694281,0.59059544,0.2711356,0.48867623,0.27811197,0.57087651,0.3081797,0.49249438,0.55594229,0.36705345,0.44847649,0.24316409,0.49859049,0.60280849,0.48727589,0.26566664,0.34768052,0.32922499,0.35431391,0.5679699,0.42167338,0.38028585,0.58265668,0.37211591,0.62869736,0.35358367,0.4690155,0.41057901,0.41313315,0.30552495,0.34239169999999997,0.55503247
182,61,2,0.24986942,0.31405666,0.43346924,0.1742967,0.26545297,0.50916939,0.4271848,0.55554871,0.41310032,0.21786646,0.5496828,0.28179522,0.44176802,0.27527270000000004,0.60649153,0.36468886,0.48362362,0.55700161,0.38561283,0.42901056,0.28718175,0.39935442,0.60317404,0.51202308,0.25922728,0.33386296,0.33323319,0.35586119,0.59781571,0.45794128,0.37703166,0.57415583,0.44873779,0.58766501,0.31804437,0.45548621,0.40444685,0.39941806,0.26348969,0.26873703,0.57678571
183,62,0,0.24444793,0.29242573,0.38800146,0.16761935,0.28887134,0.50422614,0.40715389,0.50599568,0.42783817,0.2520165,0.53213689,0.29595194,0.40021764,0.27012352,0.64092405,0.39649531,0.45858047,0.56451776,0.39305054,0.41443465,0.32285504,0.34719712,0.61342725,0.51754451,0.25446289,0.33594127,0.34240355,0.35040433,0.58555433,0.48822356,0.37900425,0.54830508,0.46641558,0.56079009,0.31190978,0.45632508,0.40255298,0.37466946,0.23546356,0.24877974,0.59906126
184,62,1,0.24446882,0.26980129999999997,0.35579905,0.14092278,0.29564015,0.48605445,0.39203342,0.47803637,0.44038118,0.26839105,0.56054535,0.32229875,0.37737166,0.25787616,0.71961478,0.40264267,0.41120351,0.59634786,0.42704331,0.38909666,0.39575423,0.28396277,0.60916548,0.52098145,0.25347279,0.3497943,0.35378628,0.33973894,0.53167217,0.52857632,0.37626388,0.51328998,0.46589984,0.54119173,0.33495683,0.47304879,0.42176706,0.34133147,0.19900834,0.25549725,0.62119565
185,62,2,0.26414917,0.28227425,0.38065526,0.16889459,0.26955217,0.45936782,0.4491959,0.49502158,0.45112839,0.26217478,0.63077351,0.35759106,0.42139931,0.30569458,0.79672071,0.38778078,0.41099953,0.65118039,0.49652527,0.38830968,0.50529065,0.24850441,0.60120364,0.52949314,0.31278940000000005,0.38228827,0.36176852,0.34992041,0.48630690000000004,0.5834268,0.39218639,0.49728682,0.49486292,0.55339262,0.40289999,0.52689081,0.44563658,0.34513966,0.24061861,0.30561928,0.63756352
186,63,0,0.32225008,0.30558725,0.42101929,0.27303428,0.30753495,0.45809371,0.52056888,0.54175401,0.48804183,0.29748317,0.69749583,0.39905877,0.4937396,0.37032403,0.84341095,0.38520103,0.44223024,0.68639023,0.57833999,0.41724625,0.60139809,0.23428556,0.5999465,0.53203673,0.37682573,0.44319052,0.35647661,0.35842725,0.46793319,0.67279789,0.42702575,0.47452372,0.56332112,0.58703848,0.4846532,0.59530233,0.45593192,0.36241155,0.32058083,0.38878585,0.65106578
187,63,1,0.37220307,0.32560496,0.50430288,0.5320345999999999,0.41702867,0.48530948,0.59188462,0.64015105,0.54478464,0.36221117,0.77584864,0.45497398,0.59281782,0.51305743,0.89071072,0.36757692,0.47305821,0.70565981,0.66647644,0.46096052,0.67047829,0.20979664,0.58391583,0.53941932,0.50631281,0.52487587,0.32269034,0.35075454,0.51842878,0.74224053,0.45829199,0.43114571,0.66169245,0.63384152,0.58693766,0.62948795,0.46001168,0.38360335,0.48015898,0.58377059,0.67012987
188,63,2,0.39349211,0.32713948,0.57257372,0.5667222,0.48209462,0.48842164,0.63223259,0.66959772,0.61149718,0.39793195,0.7801892,0.47814509,0.64313148,0.68981392,0.85962453,0.35091550000000005,0.51205607,0.70475182,0.71612453,0.47491088,0.67202355,0.20784377,0.61023538,0.5469384,0.6203751999999999,0.54200596,0.31492659999999995,0.3379497,0.54168502,0.74091827,0.45805575,0.41102352,0.70419381,0.66486035,0.64753997,0.62484397,0.47916736,0.38255587,0.47047064,0.63648566,0.70139046
189,64,0,0.39003447,0.30597088,0.56608664,0.52873438,0.47788484,0.45766205,0.59617696,0.6728807,0.64569974,0.4027958,0.73761825,0.45598408,0.62557291,0.74938242,0.81086188,0.33319071,0.50724933,0.67811743,0.71130556,0.46149862,0.63875644,0.20698838,0.62190621,0.53825299,0.69009901,0.51791034,0.33640833,0.31786055,0.53059838,0.70618514,0.42943539,0.40686506,0.71844463,0.65859503,0.62870244,0.58664519,0.49077257,0.35942272,0.41635448,0.63215375,0.6959345
190,64,1,0.32579129,0.22264411,0.44574445,0.42522909,0.30418608,0.30701803,0.47137870000000004,0.62039149,0.61361635,0.36617745,0.52421814,0.37717325,0.44439252,0.68006898,0.40772278,0.2807777,0.40668968,0.55236077,0.54723226,0.37342436,0.49292862,0.14803637,0.58868581,0.45502823,0.60618626,0.32972762,0.36398771,0.21461955,0.38778451,0.58705123,0.28656390000000004,0.35489423,0.6629411000000001,0.5590424,0.42727309999999996,0.36562647,0.47620557,0.24870112,0.25435227,0.49136059,0.57624929
191,64,2,0.17010342,0.096003344,0.27138697,0.42194169,0.15667009,0.19404720000000003,0.32632633,0.47296547,0.38930783,0.31023713,0.32056761,0.22614019,0.25807195,0.47812801,0.35891747,0.22264519,0.23427481,0.32387509999999997,0.17773762,0.23620098,0.35839588,0.06917366,0.52708631,0.25055525,0.42358371,0.1829834,0.35022192,0.17475963,0.21948421,0.37511068,0.17762816,0.22102877,0.50344734,0.32000396,0.15400917,0.098644386,0.29654597,0.12559589999999998,0.21071147,0.21918243,0.44098673
192,65,0,0.12487204,0.11042691,0.25447397,0.37193848,0.13922281,0.11368795,0.22292108,0.25413070000000004,0.24985551,0.27113833,0.28670006,0.16495256,0.12928562,0.31547161,0.33026941,0.14291827,0.20492181,0.13986582,0.11174307,0.22924598,0.23353937,0.11549387,0.42700606,0.18413053,0.2929502,0.14997872,0.33136907,0.22739892,0.18384728,0.21700529999999998,0.1640267,0.17623177,0.35293838,0.24713939,0.10722518,0.1210657,0.1584265,0.1458892,0.15691012,0.16058572,0.45608413
193,65,1,0.16005432,0.17882156,0.32152166,0.25543095,0.16135376,0.14831860000000002,0.24042237,0.22708847,0.17317325,0.24598823,0.29012799,0.16882461,0.18290232,0.30204524,0.27240034,0.14529038,0.26294785,0.1592161,0.14177287,0.3109437,0.22214864,0.15977512,0.41288338,0.22054098,0.29114866,0.23977869,0.38452714,0.29436485,0.23992291,0.21655667,0.26216631,0.20306793,0.2801778,0.28665487,0.18637584,0.28502114,0.19882363,0.21329143,0.22389422,0.19304454,0.48534726
194,65,2,0.20605871,0.22389337,0.37484529,0.2234348,0.20754285,0.24962752,0.32036857,0.23910296,0.21719417,0.23818303,0.29684474,0.18470309,0.22033029999999998,0.35388996,0.44178959,0.23203926,0.34195303,0.23224374,0.18383108,0.38345329,0.25168506,0.19164515,0.46443474,0.27727527,0.34136827,0.30993049,0.42368044,0.30010825,0.30806718,0.25291902,0.318279,0.22073315,0.28800896,0.38786726,0.27934069,0.36595531,0.23998832,0.25454842,0.28407052,0.26261745,0.5063594
195,66,0,0.22258435,0.25764312,0.41189661,0.24765139,0.23697970000000002,0.33602311,0.3839066,0.26257707,0.27004266,0.25318697,0.30578186,0.19946434,0.24078223,0.413282,0.58729123,0.28310577,0.38684555,0.26860371,0.20987889,0.40240802,0.27468727,0.21766731,0.51568295,0.30907625,0.39787091,0.35600085,0.44542847,0.28713149,0.35859949,0.29520796,0.36120954,0.23693339,0.31003664,0.44713499,0.33420911,0.40133548,0.24993326,0.29274674,0.32417755,0.28195851,0.51151186
196,66,1,0.23102476,0.28093645,0.43022206,0.26560718,0.27319327,0.37359883,0.41860585,0.28258323,0.29662171,0.28484444,0.31598219,0.22332415,0.26454359,0.4524222,0.71315372,0.31139495,0.40813327,0.29666566,0.22290914,0.46926751,0.30748344,0.29279643,0.55134629,0.34938272,0.43431847,0.38191233,0.45145784,0.27766316,0.40100037,0.35119181,0.41429246,0.2614571,0.32825054,0.43926487,0.38457058,0.42009261,0.26681128,0.31749534,0.34722966,0.28869433,0.51614907
197,66,2,0.23585083,0.29845564,0.40009465,0.26884973,0.30908301,0.36481933,0.41751846,0.29119914,0.29739232,0.30183152,0.32111853,0.23853688,0.27294841,0.45765961,0.73229306,0.33560058,0.40631309,0.29508172,0.22756959,0.51871258,0.33188374,0.36392296,0.58830243,0.38802035,0.43839798,0.37980565,0.44040969999999996,0.29891117,0.41946586,0.41845035,0.46851524,0.27863618,0.35862514,0.37599613,0.42078738,0.38178646,0.29499416,0.35629423,0.34634031,0.28960952,0.52340486
198,67,0,0.23621644,0.28754672,0.36140517,0.27508491,0.32861543,0.35235675,0.36223888,0.29075986,0.29139948,0.29153981,0.30989427,0.24067952,0.27671233,0.44568495,0.66981592,0.29468949,0.40106177,0.27380448,0.22109568,0.53108899,0.34275938,0.41638692,0.62623039,0.39848005,0.42872776,0.3623138,0.42384432,0.34016555,0.44325441,0.47280498,0.52255493,0.29177506,0.36476656,0.33797553,0.43718759,0.33700423,0.31243951,0.39289572,0.3170628,0.28943868,0.54342885
199,67,1,0.24093805,0.2635845,0.30904259,0.30019865,0.33773794,0.35302513,0.29209065,0.29783446,0.30152057,0.27709988,0.27335559,0.22582645,0.27902957,0.41333013,0.61160551,0.23213994,0.40727025,0.25774314,0.21126752,0.51514764,0.33841059999999995,0.43520013,0.66332026,0.39815125,0.40230775,0.36857001,0.43784227,0.39328239,0.45834251,0.54892979,0.55633121,0.32680988,0.33884365,0.37954648,0.43256083,0.35429166,0.32350242,0.41328212,0.28706909999999997,0.29120195,0.57774562
200,67,2,0.24735193,0.24611449999999999,0.27362213,0.31420058,0.32231261,0.35988303,0.30784639,0.3040151,0.33038393,0.27221784,0.26803005,0.2025023,0.27698758,0.36736445,0.60977691,0.22372114,0.4092735,0.26995561,0.21666984,0.49574225,0.32422369,0.40386271,0.65955777,0.39364104,0.36218268,0.3663853,0.4582861,0.41132759999999996,0.46578561,0.62314204,0.53525868,0.34904086,0.29528366,0.47178957,0.40858016,0.38301456,0.27571333,0.41949255,0.25485597,0.29230628,0.60044466
201,68,0,0.24725791,0.24826874,0.25281398,0.31233579,0.29830977,0.36059319,0.33917473,0.29882861,0.34870648,0.26327855,0.297468,0.18126722,0.26559339,0.33236285,0.64336218,0.24133266,0.38722214,0.28862994,0.22304863,0.45863321,0.30743194,0.33021304,0.6309111999999999,0.37921707,0.32949453,0.35690169,0.46474565,0.38511302,0.44642070000000006,0.65007143,0.51237893,0.35260807,0.25327769,0.49710366,0.390763,0.37294812,0.24651260000000003,0.38135475,0.23996537,0.27976205,0.58869989
202,68,1,0.24232738,0.26365335,0.20663269,0.2912464,0.25774425,0.32049711,0.34526412,0.28322287,0.32410899,0.24954818,0.30526433,0.15529538,0.24534631,0.30015239,0.50916738,0.26440571,0.32804017,0.28949758,0.22816562,0.41850407,0.26712288,0.27486012,0.59355385,0.3469446,0.30040944,0.3472833,0.45084329,0.33226998,0.40745228,0.63468826,0.49746043,0.32394561,0.20868621,0.45337833,0.35864832,0.32190457,0.24025529999999998,0.33378026,0.22486227,0.24502135,0.52211321
203,68,2,0.2219158,0.27729687,0.15279214,0.22322333,0.22812574,0.22922788,0.28273336,0.26655364,0.19025733,0.21403360000000002,0.25336672,0.13812366,0.19990398,0.26391562,0.19227722,0.27312024,0.21970291,0.2364659,0.24259717,0.35411314,0.24179544,0.15613837,0.51315086,0.29838079,0.2706618,0.33084125,0.40778423,0.27250557,0.37207232,0.42462487,0.52592724,0.22527919999999999,0.19426574,0.37180826,0.31504109999999996,0.23442051,0.28411479999999995,0.27324953,0.21241933,0.18248932,0.40186335
204,69,0,0.20361433,0.27974621,0.12381507,0.16416533,0.21810284,0.13065516,0.23510559,0.25042386,0.13543415,0.15559464,0.1957596,0.14290634,0.18228139999999998,0.26004171,0.22065098,0.21135720000000002,0.17330404,0.1806699,0.25186735,0.33227955,0.24707138,0.13261782,0.50972718,0.24392952,0.26903149,0.34567315,0.3457972,0.25515441,0.34065712,0.37200571,0.5973305,0.13965313,0.22063654,0.3176737,0.30299913,0.28522918,0.31039546,0.30364991,0.20696521,0.16599756,0.37718097
205,69,1,0.19693931,0.27696242,0.17674554,0.25022108,0.22412922,0.19228573,0.20655297,0.25534834,0.14190175,0.17930135,0.17392877,0.15811907,0.22775573,0.32156721,0.41780446,0.20918643,0.23631989,0.19315981,0.26727538,0.30195736,0.26456954,0.13092318,0.49958987,0.20060177,0.32549691,0.42550716,0.33200409999999997,0.25601401,0.3178873,0.30676599,0.69755493,0.16207463,0.29357356,0.32144388,0.3335688,0.40063754,0.34632905,0.33528399,0.2264442,0.21056742,0.41897233
206,69,2,0.20598558,0.26634861,0.25417546,0.34278116,0.24736593,0.28882545,0.32917072,0.31073520000000004,0.20677721,0.24675845,0.22620479,0.18818488,0.27524645,0.43576355,0.59742777,0.23753854,0.31755845,0.27768866,0.28200495,0.29096657,0.3,0.14146761,0.53818652,0.21273032,0.42665079,0.49678678,0.35013998,0.27195161,0.3135279,0.27736916,0.74899598,0.20287741,0.35538817,0.3840751,0.39528236,0.46720354,0.34995828,0.36314711,0.28077286,0.27146431,0.48944805
207,70,0,0.21865664,0.25840055,0.30069166,0.38134572,0.25982150000000004,0.35630439,0.44260287,0.33647503,0.25528416,0.29402026,0.28732332,0.20281604,0.30554987,0.48849054,0.76502499,0.26492166,0.35800513,0.33095743,0.29131951,0.29484765,0.3181972,0.16120615,0.57261947,0.23301073,0.47780094,0.53746631,0.37169,0.28202483,0.35864537,0.29678996,0.76582802,0.23324793,0.3779316,0.49219033,0.43698104,0.5085095000000001,0.34326715,0.37426909,0.31424524,0.31375839,0.49824252
208,70,1,0.23824298,0.24872123,0.34002912,0.38221083,0.27108443,0.43049502,0.51635094,0.35024661,0.30695609999999995,0.33188793,0.354335,0.19063361,0.34072462,0.49119346,0.8453004999999999,0.32535078,0.40062765,0.36856336,0.30216854,0.30328244,0.3236571,0.19905315,0.62819187,0.27880762,0.48575151,0.58266421,0.39959713,0.3031837,0.41231645,0.3723835,0.78714859,0.29737879,0.38016422,0.5378831999999999,0.45726443,0.42440776,0.33763557,0.37070298,0.31978593,0.34835265,0.46011434
209,70,2,0.23954873,0.24486524,0.30449945,0.35202179,0.27559434,0.40831303,0.51949866,0.34518342,0.31669189,0.32416156,0.35271007,0.18551423,0.3198054,0.43362207,0.70925271,0.34493173,0.40464982,0.35311743,0.29248621,0.30316136,0.31362031,0.23418334,0.63891762,0.31310255,0.43378248,0.5974961,0.42296347,0.32534862,0.43249816,0.41957192,0.80486652,0.31521482,0.36072204,0.54601713,0.45437269999999996,0.38606805,0.33960454,0.35938082,0.28577837,0.34879805,0.43310277
