,,pid1263-10,pid5667267b-07,pid9048-10,pid9049-10,pid9054-10,pid9055-10,pid9058-10,pid9059-10,pid9060-10,pid9061-10,pid9062-10,pid9063-10,pid9066-10,pid9067-10,pid9070-18,pid9072-10,pid9074f-10,pid9075-10,pid9077-08,pid9087-04,pid9088-05,pid9094-10,pid9099-10,pid9100b-14,pid9101-10,pid9103-05,pid9104-10,pid9105-10,pid9111-10,pid9114-29,pid9118-10,pid9137-06,pid9138-10,pid9139-10,pid9153-10,pid9166d-17,pid9167-10,pid9170-10,pid9173-15,pid9174-10,pid917803b-05,pid917807-05,pid9186c-10,pid918805-03,pid9192-10
48,2,0.40567425,0.32484547,0.20047456,0.2932244,0.37502661,0.37135687,0.31238872,0.34327837,0.3300198,0.4080058,0.24300527,0.38807777,0.32083694,0.34626815,0.24940345,0.34685394,0.32744141,0.5625922,0.28709952,0.20346086,0.25292219,0.29978381,0.36274537,0.24139186,0.3796331,0.52883527,0.31672759,0.45140317,0.41930154,0.27956596,0.28270634,0.36950286,0.4658108,0.43829104,0.28657757,0.42325429,0.3228312,0.40267284,0.16570348,0.27914325,0.28913693,0.33440007,0.38007137,0.31661079,0.29848185
49,0,0.39097427,0.317785,0.22766939,0.28132637,0.36797956,0.33992251,0.30504887,0.33530086,0.34612871,0.42515396,0.22933552,0.43504547,0.34673009,0.34698059,0.21087782,0.29744914,0.31883464,0.54868282,0.28346967,0.19971525,0.28195468,0.31676607,0.34290404,0.23715092,0.38861185,0.5004458,0.31481785,0.46235674,0.44382807,0.27723844,0.27348578,0.36129283,0.47652723,0.40286567,0.28623682,0.41635349,0.32088097,0.39900117,0.16515106,0.25532365,0.28082158,0.29751695,0.36475195,0.32299256,0.28870087
49,1,0.37161432,0.27688778,0.26239784,0.27681729,0.34130296,0.3306507,0.28856378,0.33821666,0.33253465,0.42626789,0.2029638,0.47853246,0.38157142,0.36812322,0.19604746,0.23469799,0.27664714,0.63846154,0.2769257,0.20945532,0.34775837,0.34046519,0.36558375,0.24585561,0.32307344,0.39675913,0.32857053,0.45085219,0.41355944,0.27072787,0.24304565,0.36714694,0.46597944,0.34534328,0.27133958,0.41329285,0.3001345,0.40086491,0.1593422,0.21135518,0.25966805,0.23574578,0.36013778,0.30526226,0.2250225
49,2,0.38518275,0.24639648,0.27130899,0.31112655,0.32265276,0.33651492,0.31146735,0.35273561,0.31320297,0.40406629,0.20822604,0.4581687,0.38863016,0.3899715,0.18540958,0.23987529,0.24426432,0.71817703,0.27567314,0.23156396,0.40085596,0.34275384,0.4039669,0.27638889,0.26122989,0.39566233,0.33163998,0.42231854,0.34810611,0.26598492,0.23730842,0.36262331,0.44026002,0.30876866,0.26134597,0.43210798,0.29289677,0.39935829,0.1633111,0.20210903,0.24570124,0.22372768,0.37551668,0.27143831,0.22760876
50,0,0.4101902,0.23554451,0.27366201,0.35001198,0.27532468,0.34033636,0.34263836,0.3719122,0.30948515,0.37953722,0.25390132,0.37930386,0.4183554,0.41648121,0.18705592,0.29112553,0.23378255,0.75979979,0.28280504,0.28783586,0.47378096,0.34141941,0.48307913,0.331276,0.28320522,0.49654684,0.35129837,0.37457391,0.33061115,0.28343436,0.27583805,0.38001687,0.41469836,0.30132836,0.27325098,0.47512924,0.32196537,0.41804587,0.20470403,0.25576881,0.23846473,0.2591143,0.39424592,0.27311474,0.27242724
50,1,0.43252307,0.25564902,0.27438044,0.38663568,0.24553971,0.36195298,0.4095499,0.4076335,0.32605446,0.36634215,0.3106109,0.33919097,0.50530903,0.40969602,0.22703459,0.37263967,0.25542969,0.75105374,0.31685412,0.32452541,0.53456115,0.38940659,0.60103276,0.38353387,0.37342549,0.56416643,0.37202824,0.32474287,0.39348556,0.30678358,0.34988116,0.42273494,0.41290867,0.33211194,0.30255564,0.51286617,0.37995965,0.45741867,0.29040496,0.35228052,0.27839834,0.2854413,0.43184319,0.31920782,0.33089109
50,2,0.44561829,0.30997897,0.2775903,0.43591931,0.2460379,0.39191688,0.4888128,0.45697281,0.36228218,0.36730212,0.35064374,0.34365632,0.52779589,0.38006514,0.34171832,0.45253511,0.3115625,0.70874605,0.31286639,0.32369305,0.56637199,0.47995378,0.66655496,0.42794118,0.47144887,0.59248514,0.40884281,0.29947105,0.45302216,0.31955948,0.38664864,0.46765966,0.43438503,0.37108209,0.34970717,0.5608107,0.38175017,0.5444897,0.33661667,0.47799752,0.3219668,0.29844939,0.45586063,0.39109507,0.36017402
51,0,0.44313915,0.36381189,0.27632481,0.46245627,0.24929529,0.41115612,0.51266887,0.46768046,0.39110891,0.37314345,0.35365938,0.36481029,0.53761559,0.36914778,0.42061588,0.48943755,0.37213542,0.63245522,0.28846285,0.31038989,0.5762436,0.53736395,0.68538404,0.44072341,0.50514825,0.60563261,0.40913904,0.27502204,0.45263936,0.33124335,0.39818867,0.48413811,0.44148942,0.38155224,0.3810723,0.58469681,0.35772529,0.58908543,0.35459142,0.53715245,0.33317012,0.31256259,0.44248897,0.43869978,0.34861086
51,1,0.41657837,0.42087555,0.27302267,0.47837941,0.26243986,0.42875759,0.50936936,0.46117178,0.40009901,0.37548451,0.32792707,0.38341173,0.52478212,0.37830778,0.51543025,0.49134597,0.42528646,0.5386196,0.25126108,0.28596671,0.57234968,0.56631132,0.66463306,0.43316993,0.50165364,0.63190631,0.39505231,0.23798119,0.42110813,0.35833141,0.39663142,0.47204699,0.41692324,0.37796269,0.39992546,0.59064577,0.32966543,0.62290051,0.3481664,0.55972415,0.32853112,0.33010625,0.41039302,0.4750071,0.30424242
51,2,0.3497238,0.48677117,0.27732665,0.45687862,0.29201192,0.48020604,0.47212849,0.41222562,0.40337129,0.3646305,0.27339497,0.38719975,0.48162464,0.42423667,0.5908485,0.3976129,0.49576172,0.43363014,0.21428937,0.25899533,0.55354662,0.54789772,0.57689625,0.38763369,0.41335831,0.71978489,0.37862095,0.22201734,0.36267293,0.40052751,0.33449717,0.42816719,0.35800468,0.37792537,0.39111916,0.54947895,0.30478312,0.6460577,0.29136957,0.54637671,0.29720332,0.36352439,0.37557119,0.44958232,0.25122112
52,0,0.34070218,0.5543427,0.3698194,0.39586947,0.33082393,0.58799859,0.45612899,0.25166539,0.40893069,0.3318013,0.26550592,0.38172468,0.40598763,0.47755462,0.60012664,0.22058323,0.56192057,0.34608008,0.26125596,0.26638435,0.51810847,0.39323095,0.44172765,0.29775698,0.27226923,0.79203227,0.37996975,0.23871584,0.25983882,0.42482532,0.28409147,0.37513629,0.33091443,0.42387313,0.32882547,0.45775827,0.3630464,0.64053345,0.1855607,0.47188207,0.20564315,0.41636257,0.37215146,0.38735012,0.23368137
52,1,0.35307733,0.57314089,0.42776826,0.34377306,0.34221418,0.60784538,0.47613148,0.2154472,0.40401485,0.29419036,0.30670526,0.39246159,0.37596966,0.49691274,0.55053656,0.2119355,0.58021484,0.36125922,0.31183538,0.29577979,0.4910896,0.32135828,0.37113741,0.2853164,0.23593437,0.8453156,0.41306568,0.28140611,0.27926797,0.43210402,0.30610606,0.33874611,0.39008867,0.43835821,0.2929507,0.38422089,0.46729153,0.61101501,0.17237071,0.39721959,0.20437344,0.46374426,0.3853893,0.34788884,0.2430423
52,2,0.35848824,0.54925763,0.44557738,0.31631607,0.3423036,0.60096857,0.51881342,0.2324342,0.39485149,0.25664735,0.35835998,0.42911257,0.3176768,0.47090514,0.43472639,0.21701833,0.55548177,0.37651212,0.33441547,0.32008616,0.4543675,0.34775608,0.36823747,0.35749406,0.25860087,0.8506227,0.40867263,0.32826917,0.32967092,0.42018879,0.35670027,0.3867082,0.48487189,0.43674627,0.24399425,0.34156068,0.52978312,0.59299146,0.19377895,0.32834416,0.23956017,0.51726162,0.41113149,0.32618628,0.27009901
53,0,0.35038216,0.49829223,0.41133667,0.29813599,0.32427933,0.57162103,0.53028699,0.24386262,0.37926238,0.23003985,0.35100665,0.44193791,0.26624975,0.43210748,0.33943878,0.22007936,0.50828776,0.35679663,0.32553681,0.31046291,0.42944643,0.37338601,0.38301758,0.38349673,0.26156579,0.76917634,0.38188579,0.33419777,0.3552317,0.36097358,0.34703713,0.4353972,0.51932764,0.41062687,0.22379406,0.34235661,0.50748151,0.59963172,0.21553138,0.29921915,0.25207469,0.51049281,0.40486693,0.32790817,0.28326433
53,1,0.34088735,0.44270694,0.32052465,0.27010877,0.30352565,0.46782601,0.48121771,0.23013542,0.33762871,0.19616464,0.30919381,0.39844465,0.18875657,0.33629393,0.25870159,0.19891037,0.44866536,0.2985353,0.29269768,0.27806659,0.37806778,0.38506784,0.3702004,0.38431373,0.24614043,0.59151571,0.33608345,0.31478842,0.35065816,0.25846097,0.28238669,0.50455607,0.54485122,0.3754403,0.21510489,0.33446295,0.3769082,0.59243346,0.22667743,0.25787784,0.24570954,0.4309017,0.34720226,0.32461215,0.27159916
53,2,0.33102221,0.37662015,0.18227656,0.1809574,0.28433894,0.36629392,0.40298823,0.20416075,0.29972772,0.18675059,0.21462024,0.3226027,0.20386534,0.21189442,0.19870026,0.14633117,0.38394531,0.2283667,0.24102761,0.24039136,0.31399004,0.34660057,0.3246016,0.29113191,0.20405659,0.35864704,0.29624984,0.27599912,0.2962458,0.16608209,0.20869601,0.50388759,0.53421096,0.3443806,0.21421041,0.3142611,0.27825319,0.53457954,0.21236986,0.22870904,0.2120083,0.32970335,0.33074293,0.30294368,0.26025803
54,0,0.33515754,0.3014019,0.13442526,0.19592697,0.28509687,0.3070265,0.25730561,0.19855848,0.26439604,0.2135528,0.1735073,0.25404829,0.22533431,0.19710951,0.18141038,0.16499339,0.3021224,0.24302424,0.23241309,0.20983499,0.22771346,0.22521992,0.28934409,0.19734106,0.20752535,0.32275686,0.25233203,0.26544226,0.2671726,0.14282079,0.17523973,0.46667965,0.47536855,0.3386791,0.23284528,0.32344301,0.27085575,0.48857765,0.14645392,0.25072612,0.21260581,0.25155119,0.34316796,0.25765187,0.27512751
54,1,0.36580222,0.25029631,0.2196019,0.2309023,0.30355972,0.31776878,0.20635622,0.24132358,0.26181188,0.25981706,0.19125551,0.26440263,0.31577407,0.23300991,0.18127041,0.27147446,0.25139974,0.25440464,0.27690866,0.19919685,0.22057111,0.19059937,0.32655085,0.24282531,0.29247465,0.38019389,0.26656372,0.31190126,0.36522498,0.18748323,0.28467339,0.45668484,0.45610075,0.35083582,0.25562773,0.3681628,0.3218813,0.48366163,0.16569498,0.34696052,0.25366805,0.30390588,0.35998414,0.26338012,0.31326133
54,2,0.36868256,0.23558912,0.26583839,0.23943169,0.32096657,0.36204103,0.25025836,0.25612646,0.27418812,0.286334,0.22215502,0.31170273,0.38167121,0.28259601,0.20833167,0.32251055,0.23607422,0.25347734,0.29842365,0.18495911,0.27219533,0.27119427,0.37489912,0.28052585,0.35723144,0.42264365,0.3113072,0.33043638,0.4349362,0.21291009,0.33551348,0.46338266,0.53227982,0.34970149,0.26694708,0.38339214,0.32680733,0.51888287,0.21144775,0.43815953,0.28274689,0.35679011,0.35870546,0.30392681,0.33684368
55,0,0.36264415,0.23657682,0.28449776,0.21864009,0.32080051,0.4029057,0.25336488,0.27257836,0.28161386,0.29028709,0.24220168,0.33529633,0.41168918,0.31146696,0.2501433,0.33141022,0.23721354,0.23758693,0.31461316,0.18149095,0.32447906,0.33342776,0.41376103,0.28718806,0.363129,0.43418483,0.34577713,0.3331913,0.45617193,0.22218315,0.35313499,0.47212487,0.58488821,0.32773881,0.27075924,0.38072536,0.30968393,0.5341443,0.2341223,0.45914763,0.28546888,0.39295951,0.34587897,0.32177076,0.32588659
55,1,0.35118454,0.24831454,0.29021223,0.18366956,0.31306366,0.43907722,0.25513914,0.29765753,0.27790099,0.28731208,0.25479132,0.33847601,0.42750316,0.34005292,0.30741852,0.32081628,0.2495638,0.24315068,0.34453817,0.18954439,0.37210412,0.36918145,0.4745503,0.28031046,0.32838964,0.44062412,0.37619438,0.34546723,0.45162525,0.23963259,0.35695435,0.48281412,0.62954904,0.30569403,0.27489618,0.37427587,0.2846503,0.53941186,0.25209281,0.45943224,0.2786639,0.42358033,0.32014175,0.31814514,0.29045305
55,2,0.35099937,0.27823871,0.27781439,0.17870526,0.31316585,0.45472396,0.27505447,0.33879,0.25983168,0.28149339,0.26654282,0.31738476,0.42578671,0.36101235,0.34196494,0.32533854,0.28044922,0.28247102,0.38090491,0.22138581,0.40150144,0.38651409,0.52767253,0.26397802,0.27883212,0.4492287,0.38678936,0.36222451,0.4289456,0.25524039,0.32999754,0.48720145,0.63488005,0.2873209,0.26755404,0.3746287,0.26791358,0.53551141,0.26162835,0.41855798,0.26575934,0.43490773,0.30840065,0.28794681,0.26679868
56,0,0.39271276,0.34407698,0.25420511,0.18909866,0.29607409,0.44347099,0.30266451,0.37244185,0.23023267,0.28700417,0.26592932,0.28650988,0.39411217,0.38460442,0.36613344,0.35039365,0.34477865,0.32319283,0.41052318,0.25579731,0.41417245,0.37526465,0.53301416,0.25052733,0.27807635,0.48165157,0.35944788,0.35471643,0.37112156,0.25311647,0.28591099,0.46477155,0.55752598,0.29844776,0.25827388,0.38024124,0.28232179,0.51989844,0.2596439,0.35656426,0.25564315,0.42332708,0.31769341,0.2483321,0.25268527
56,1,0.41888264,0.39088128,0.27066306,0.21783986,0.27907175,0.41870212,0.33344332,0.37765644,0.23035644,0.30731751,0.26469368,0.31308874,0.37703413,0.3934048,0.34970339,0.37814449,0.39479818,0.36111697,0.41236367,0.26815859,0.38974953,0.31467124,0.4641201,0.23432115,0.33315031,0.49624965,0.31162864,0.33011314,0.33331766,0.24257091,0.26849439,0.43297638,0.50435729,0.31488806,0.26784687,0.38381882,0.32755548,0.48829306,0.24106574,0.29611764,0.25912863,0.38018165,0.33700253,0.255464,0.25170117
56,2,0.41624919,0.39618938,0.31736752,0.25726197,0.26917607,0.37420093,0.36464546,0.37576171,0.27641584,0.3337303,0.25400501,0.36663531,0.38170448,0.37600081,0.30070653,0.38948164,0.40056641,0.37130137,0.38093899,0.26218604,0.31500035,0.29652602,0.36968744,0.22435383,0.40552936,0.49833003,0.26897769,0.31780782,0.34220282,0.24009532,0.27501025,0.39834502,0.48057444,0.31168657,0.2866042,0.37784524,0.35636348,0.45523687,0.21607105,0.23938554,0.27701245,0.32928893,0.33626902,0.29348753,0.25281728
57,0,0.40622975,0.36945135,0.33946085,0.26873353,0.25499255,0.34117284,0.37349188,0.37595828,0.30655941,0.34676236,0.23280912,0.39887112,0.39159071,0.36558556,0.25990135,0.36479184,0.37083333,0.34874078,0.31955521,0.24921875,0.26791553,0.30948263,0.3400383,0.22572787,0.43973258,0.47688933,0.25978823,0.32062151,0.35311619,0.24171487,0.27065814,0.389473,0.45744982,0.29543284,0.28757853,0.36253385,0.3572041,0.45072262,0.19823652,0.20430563,0.29636515,0.28120503,0.32516727,0.32519179,0.23491149
57,1,0.37041076,0.28909068,0.33917743,0.28386123,0.24331701,0.32682046,0.34719542,0.38822213,0.32884653,0.35415233,0.19014949,0.43017247,0.38274233,0.35297191,0.2231687,0.29070983,0.2905013,0.31420443,0.25062202,0.23610543,0.21675437,0.34382734,0.3576568,0.22217023,0.46029972,0.39665299,0.27195891,0.36237144,0.32875084,0.24602749,0.22929268,0.39965602,0.40545613,0.27497015,0.27934725,0.36237794,0.32534465,0.45522013,0.16442867,0.14821572,0.33208299,0.21962956,0.29859741,0.32437916,0.18464446
57,2,0.35840594,0.26564073,0.29162273,0.33314006,0.26912497,0.33059787,0.32855631,0.41172873,0.3199703,0.34523637,0.19974942,0.38558796,0.34776795,0.34915185,0.19794708,0.20411917,0.2639388,0.36856164,0.23703988,0.22700789,0.27166912,0.36777248,0.41770741,0.22041741,0.44959628,0.40015568,0.29721417,0.40163091,0.26342512,0.25672111,0.22936645,0.40299844,0.34343687,0.26160448,0.27309658,0.39516698,0.32674008,0.45277049,0.11998895,0.133219,0.3479668,0.21035122,0.27562076,0.29961357,0.19390339
58,0,0.39150919,0.2811572,0.25886501,0.37007044,0.26947413,0.32710223,0.32249891,0.44758109,0.30606931,0.33792338,0.24644431,0.32493572,0.33929878,0.34063645,0.19090848,0.19833722,0.27943359,0.41924658,0.24478528,0.22198452,0.37232863,0.40737289,0.51181178,0.24302585,0.43145146,0.46735069,0.33479768,0.40899941,0.26562122,0.26942761,0.27891156,0.42211189,0.29292825,0.2668209,0.28203067,0.44390744,0.39979825,0.46186597,0.1022649,0.18420784,0.36204979,0.23123324,0.28963176,0.28744104,0.22774077
58,1,0.4375225,0.3287453,0.27761007,0.41449518,0.26344901,0.31752223,0.31400112,0.51485203,0.29859901,0.33552798,0.31190702,0.30309188,0.39683321,0.32383634,0.2056722,0.25157146,0.32807292,0.46713383,0.28304363,0.24473569,0.48449449,0.53015506,0.61837084,0.31450535,0.40208643,0.5384942,0.37455565,0.3895166,0.34913365,0.27193096,0.478846,0.47625909,0.25621498,0.28891045,0.30538814,0.48146385,0.46559348,0.4897662,0.13170017,0.27677881,0.3726971,0.28861849,0.33508946,0.30708644,0.27138914
58,2,0.47103723,0.38445804,0.31319536,0.44220614,0.24688099,0.29973585,0.31779867,0.5320629,0.30135644,0.34281833,0.3589994,0.30159925,0.41180893,0.28442122,0.24052523,0.27908925,0.38568359,0.47473656,0.29278289,0.24586741,0.569431,0.59986581,0.69926818,0.35219846,0.39692526,0.54620011,0.42600529,0.34713488,0.42848892,0.26449956,0.57403492,0.52616173,0.27338302,0.30533582,0.35979661,0.51586116,0.47151984,0.5433737,0.16947266,0.40800555,0.32969295,0.3150491,0.36962383,0.36992669,0.28424842
59,0,0.47538859,0.41352195,0.3551015,0.42575591,0.22104748,0.28102492,0.31400112,0.50132685,0.31317327,0.3524271,0.35369394,0.31106303,0.42795556,0.24365586,0.25530894,0.2840524,0.41639323,0.42475237,0.26238071,0.23709842,0.60500246,0.64311913,0.72224882,0.35023767,0.36222466,0.51408152,0.44152275,0.29662063,0.43787105,0.24639304,0.64528317,0.55188863,0.29383126,0.31528358,0.39563944,0.52930992,0.43412071,0.57731153,0.1829516,0.48252937,0.28872199,0.32410872,0.3902711,0.41758254,0.27120912
59,1,0.44888953,0.41075002,0.3762589,0.35954765,0.18285288,0.250339,0.30777563,0.43809654,0.30608416,0.35344141,0.28938045,0.31535278,0.42273967,0.19388655,0.25497567,0.23797317,0.41277344,0.35523182,0.23171438,0.21625292,0.60347997,0.65556881,0.68873538,0.31343583,0.32075447,0.44336258,0.40569772,0.24404202,0.40369375,0.21786127,0.68185395,0.52905633,0.29522929,0.31166418,0.40084656,0.51902847,0.37642065,0.58367279,0.17427442,0.52332336,0.24164315,0.32362523,0.38167716,0.39981815,0.23809781
59,2,0.26903334,0.3298031,0.26330082,0.18061239,0.15477539,0.21836753,0.25850713,0.24692585,0.23487624,0.29588843,0.20617817,0.29436187,0.34065598,0.14648528,0.25786176,0.13013794,0.33298177,0.26380927,0.12364519,0.12142961,0.4543675,0.55536007,0.53306887,0.15926173,0.17290227,0.27844608,0.28973276,0.1931531,0.32415044,0.177095,0.41997377,0.40591251,0.19998368,0.24653731,0.32953892,0.45773365,0.24716711,0.38897941,0.13295797,0.47310808,0.18652282,0.23838193,0.30061456,0.22463488,0.1949595
60,0,0.11017272,0.21138087,0.14418007,0.095912598,0.18681286,0.22775381,0.22385607,0.14563176,0.13292079,0.17333816,0.12003802,0.16316087,0.24883907,0.17403311,0.30287942,0.1016124,0.21321615,0.16802424,0.15104806,0.14182973,0.27404055,0.10705233,0.17992613,0.18522727,0.13409986,0.35033258,0.25394554,0.18432266,0.24765615,0.25888668,0.13416113,0.13307373,0.11231573,0.17847015,0.11647322,0.29053089,0.22125084,0.15851236,0.083984192,0.1325914,0.10897095,0.19203628,0.2444863,0.18043985,0.15092109
60,1,0.16825256,0.25111196,0.20498945,0.1424649,0.35414094,0.28896716,0.27811741,0.22844818,0.24668812,0.22918855,0.20924566,0.28532455,0.34422859,0.28775953,0.31622342,0.22780752,0.25210286,0.24617492,0.24343899,0.24418078,0.40846839,0.34013717,0.24178237,0.29476381,0.32447516,0.51524908,0.36021051,0.30588451,0.34040296,0.38103281,0.2029014,0.21537513,0.2357341,0.26490299,0.21942285,0.291893,0.32274714,0.28615591,0.1413037,0.21519375,0.27528631,0.31616572,0.27389602,0.28762289,0.16894089
60,2,0.23683534,0.26430893,0.23526233,0.17238967,0.39618906,0.29836224,0.30070348,0.25210222,0.26704455,0.2463503,0.23093407,0.3164503,0.3629366,0.2853033,0.29118843,0.27700447,0.26547526,0.27525817,0.28264315,0.29364778,0.46091349,0.39165797,0.28586964,0.34205288,0.41806731,0.50992782,0.38408547,0.36250367,0.35441236,0.36709546,0.21966232,0.25911864,0.27160964,0.322,0.2264828,0.32862887,0.33647445,0.37219463,0.17100242,0.2492228,0.2966805,0.35981766,0.32238192,0.30916634,0.18072007
61,0,0.28669595,0.25675142,0.18795149,0.15264747,0.3223036,0.26026239,0.26765859,0.22935459,0.24509901,0.23688643,0.2193986,0.3205519,0.29541614,0.225458,0.2134973,0.26223468,0.25794271,0.25114331,0.26743354,0.25873978,0.43820248,0.30865514,0.27232063,0.33895573,0.4212454,0.40823663,0.30942266,0.36245959,0.27244459,0.21737078,0.18425539,0.25202492,0.24407333,0.3131194,0.19481951,0.32043161,0.29726799,0.40167401,0.17415544,0.2457564,0.22588382,0.28405991,0.34906577,0.25774848,0.17722172
61,1,0.28842415,0.20124896,0.083107039,0.094393598,0.29113902,0.11372722,0.15200149,0.12795129,0.1830297,0.18602155,0.12936144,0.25004704,0.079509015,0.17253359,0.16765314,0.14597216,0.20486328,0.15421496,0.13616224,0.13498102,0.36005753,0.10872969,0.18351002,0.19053773,0.21784122,0.28544438,0.15867263,0.31208493,0.12458697,0.043852205,0.16687157,0.13803868,0.1545776,0.18181343,0.13559259,0.3127677,0.17937122,0.28348864,0.10025496,0.14900387,0.10882988,0.18531352,0.31753482,0.15954992,0.11286529
61,2,0.3234099,0.36133945,0.1877208,0.39236188,0.39767085,0.33109976,0.35345203,0.27850278,0.251,0.32804293,0.2931392,0.37220445,0.26797951,0.33703352,0.3043458,0.22943251,0.35645182,0.30924131,0.25616053,0.29882447,0.44067214,0.2589757,0.33750085,0.21028669,0.2721788,0.49698556,0.20612631,0.37680723,0.30262592,0.29553468,0.32798131,0.2554582,0.33786107,0.276,0.26011607,0.3911381,0.12542031,0.38736678,0.17910169,0.2677005,0.3053527,0.39521578,0.28729742,0.33935898,0.28849085
62,0,0.49118927,0.56437265,0.41256921,0.59466194,0.58884394,0.50277362,0.57547158,0.43118925,0.40774752,0.43512045,0.50138253,0.49202258,0.3336438,0.48432623,0.25540892,0.40440259,0.56253906,0.48078504,0.42328732,0.41313522,0.55498492,0.51941255,0.53155735,0.36111111,0.43257542,0.71518539,0.35820623,0.49012636,0.43379449,0.51284068,0.48970576,0.46008567,0.58564979,0.39198507,0.45987648,0.53669484,0.3324731,0.62435132,0.30881316,0.41076407,0.58382573,0.62499856,0.45835357,0.5525601,0.44515452
62,1,0.66083056,0.70802269,0.5994793,0.60855815,0.64798808,0.66972792,0.68760506,0.51368352,0.57282178,0.5357725,0.59306144,0.62525557,0.41548134,0.57048446,0.26532027,0.56920703,0.70520833,0.52143309,0.536682,0.47891355,0.64488178,0.65314597,0.59136174,0.47587641,0.54478393,0.83838098,0.58317156,0.61163679,0.53066488,0.68071815,0.52575199,0.56390187,0.77990535,0.57280597,0.64657651,0.6555592,0.47002354,0.88505106,0.48306633,0.53976501,0.77,0.7329312,0.56341379,0.71489458,0.59252325
62,2,0.7816708,0.77652457,0.69595307,0.56538406,0.65160741,0.73153121,0.69513789,0.51098067,0.61519802,0.57362797,0.6053573,0.74468485,0.4159537,0.62181436,0.3393388,0.65402784,0.77832031,0.51047418,0.57976312,0.49117261,0.68408054,0.68569405,0.57601395,0.47986482,0.5721465,0.83986697,0.59744737,0.65097708,0.56290128,0.70288279,0.517015,0.5909203,0.8095523,0.57902985,0.71323608,0.67066546,0.52369704,0.91602031,0.51927081,0.53984529,0.79165975,0.73562491,0.60757298,0.74364949,0.67728773
63,0,0.80880765,0.79710699,0.70537833,0.52278499,0.65020226,0.76006868,0.6657536,0.50055149,0.55772277,0.61433617,0.56046833,0.7971778,0.42560043,0.66961596,0.28029061,0.68463816,0.80234375,0.51857745,0.5937713,0.48165158,0.73942328,0.6656702,0.57275836,0.44492721,0.58688715,0.7866544,0.59332535,0.65387893,0.59143049,0.64920642,0.50532743,0.60035047,0.81482892,0.55923881,0.72633372,0.61412981,0.54124916,0.86847832,0.54561679,0.5398234,0.7666805,0.6920996,0.58185062,0.75217367,0.69942994
63,1,0.80329387,0.79691582,0.66438176,0.49120705,0.66599957,0.74746852,0.65000311,0.48096538,0.51826733,0.6414146,0.51187246,0.82847288,0.50385869,0.69609174,0.13212691,0.67783586,0.80019531,0.52839831,0.59672802,0.49106308,0.75836666,0.61350082,0.5623008,0.40270351,0.59445126,0.70173365,0.5789613,0.62146635,0.6209268,0.61524224,0.49443488,0.57871236,0.80781157,0.54440299,0.69486743,0.57024698,0.51696369,0.84442832,0.54833638,0.53801357,0.6986971,0.64552372,0.51999802,0.76041371,0.67878788
63,2,0.79026036,0.79659721,0.59401529,0.46836935,0.67345114,0.6803117,0.65062566,0.44129082,0.46521782,0.62905271,0.48595006,0.84013797,0.58454527,0.64699416,0.13293341,0.64313157,0.79609375,0.49941517,0.60973074,0.53471817,0.73858135,0.58626808,0.54362903,0.35144831,0.60126607,0.64866261,0.54680449,0.58295622,0.64923439,0.57840914,0.51422015,0.52707035,0.76141,0.50303731,0.63454371,0.56118815,0.51082717,0.83583505,0.50762759,0.49962782,0.61241494,0.58824207,0.4621351,0.75558334,0.65562556
64,0,0.79153594,0.79838144,0.54992091,0.4735972,0.67140728,0.62968213,0.66264085,0.42696298,0.45545545,0.60124977,0.50345632,0.83336469,0.57961546,0.60116027,0.1568553,0.59967878,0.79518229,0.5018019,0.63243013,0.59485251,0.68299305,0.60697778,0.53677587,0.36129679,0.6086041,0.69125389,0.52951595,0.53435204,0.67938214,0.5655916,0.56462585,0.50604881,0.74547136,0.43690299,0.57933127,0.58957906,0.53241426,0.84219631,0.41849318,0.44037802,0.56505394,0.55764427,0.44644397,0.73506848,0.64944494
64,1,0.83613994,0.79717071,0.5437121,0.50725957,0.6739621,0.67162983,0.66556683,0.45046959,0.48355941,0.60333273,0.5565022,0.82577611,0.57274965,0.60324332,0.18977538,0.55973421,0.79173177,0.53735511,0.67462509,0.6531396,0.65146285,0.64606381,0.54338281,0.42899584,0.64232285,0.75332579,0.54191353,0.48737144,0.68576226,0.59987969,0.59581182,0.56948339,0.76434749,0.40829104,0.58486849,0.65257241,0.54730161,0.85681603,0.4222921,0.44122455,0.58830705,0.55261371,0.46657085,0.73575041,0.65328533
64,2,0.84840193,0.79283757,0.54042315,0.52925392,0.66987439,0.73470107,0.64514723,0.48326963,0.47856436,0.60980801,0.5935626,0.82947632,0.61487592,0.64704166,0.22914084,0.54948668,0.7858724,0.56933614,0.71582311,0.69410777,0.63858837,0.66342627,0.54839614,0.49001783,0.68509786,0.76507218,0.53965713,0.49933147,0.66574211,0.61741706,0.58550119,0.61481698,0.78034053,0.39564925,0.61085081,0.69462542,0.53407868,0.84459573,0.43798071,0.47409326,0.61985062,0.5660247,0.49506369,0.74507018,0.66024602
65,0,0.82366193,0.7934748,0.54516214,0.55872347,0.67285501,0.78312935,0.61591235,0.5198209,0.44913366,0.61918131,0.64470751,0.84007526,0.66383474,0.71936491,0.31053789,0.54720035,0.78606771,0.61807165,0.75658657,0.72847547,0.64265067,0.67872372,0.55146707,0.53888889,0.72773077,0.75474101,0.53239002,0.54665001,0.63300201,0.63092869,0.56532251,0.61820483,0.79801991,0.38394776,0.62645086,0.72444408,0.50802791,0.79543552,0.44992139,0.52046267,0.64896266,0.58833416,0.52163354,0.75251463,0.66420642
