,,pid1263-10,pid5667267b-07,pid9048-10,pid9049-10,pid9054-10,pid9055-10,pid9058-10,pid9059-10,pid9060-10,pid9061-10,pid9062-10,pid9063-10,pid9066-10,pid9067-10,pid9070-18,pid9072-10,pid9074f-10,pid9075-10,pid9077-08,pid9087-04,pid9088-05,pid9094-10,pid9099-10,pid9100b-14,pid9101-10,pid9103-05,pid9104-10,pid9105-10,pid9111-10,pid9114-29,pid9118-10,pid9137-06,pid9138-10,pid9139-10,pid9153-10,pid9166d-17,pid9167-10,pid9170-10,pid9173-15,pid9174-10,pid917803b-05,pid917807-05,pid9186c-10,pid918805-03,pid9192-10
15,1,0.85154972,0.87752501,0.61139599,0.60050793,0.81038961,0.88245135,0.86086036,0.83209566,0.64727723,0.69616012,0.78697831,0.94029476,0.9270175,0.78402768,0.58647604,0.84990867,0.88352865,0.90021075,0.78960464,0.67434287,0.80277836,0.77665126,0.88961083,0.73004308,0.65745107,0.84057458,0.80215555,0.74963268,0.63714574,0.73791125,0.43035817,0.70327103,0.91867486,0.61847761,0.6618571,0.68093871,0.95351379,0.66826628,0.5331237,0.69449756,0.73853942,0.72228298,0.92828468,0.71841791,0.66750675
15,2,0.88464268,0.87548589,0.61330741,0.59538071,0.79216521,0.9226028,0.84573243,0.76154854,0.61727723,0.67564753,0.81472393,0.91514581,0.92495509,0.65289049,0.61243085,0.79133338,0.88079427,0.86327713,0.70418371,0.65650555,0.69783905,0.75443566,0.85726011,0.66360665,0.66584846,0.8077413,0.76755326,0.68971496,0.61899261,0.5986766,0.46547824,0.74746885,0.90317141,0.65177612,0.68491109,0.68642816,0.92358776,0.67434853,0.55301067,0.73451069,0.78437344,0.58222151,0.89686276,0.72847644,0.65724572
16,0,0.90287107,0.86752055,0.59735697,0.56011309,0.76814988,0.89240116,0.83539812,0.61078956,0.57524752,0.65726318,0.82138598,0.86585136,0.89614796,0.51859818,0.603346,0.71405177,0.871875,0.81738672,0.62926892,0.61931951,0.51528099,0.72653944,0.8036386,0.55784314,0.66210193,0.78601755,0.70150006,0.61645607,0.60638684,0.47170422,0.50505696,0.72488318,0.86036012,0.66424627,0.67719093,0.6687618,0.87718561,0.66988449,0.54655165,0.73757571,0.78160996,0.51125258,0.8427913,0.68534409,0.62124212
16,1,0.87455123,0.84604601,0.51463222,0.49436964,0.71198637,0.74587479,0.80246529,0.49330021,0.51193069,0.62053976,0.77488983,0.79818125,0.82343157,0.39087393,0.52848097,0.6023745,0.84941406,0.79325606,0.54742672,0.54629089,0.42953063,0.69346951,0.71670884,0.44483809,0.63560494,0.73506935,0.56044372,0.53217014,0.61302216,0.39025034,0.5008278,0.65537383,0.77457433,0.61815672,0.5674582,0.64613933,0.79250168,0.65470677,0.51332172,0.69785448,0.70182573,0.48208222,0.79313079,0.63482412,0.56706271
16,2,0.81700631,0.8305614,0.45065252,0.4290862,0.64470939,0.53808224,0.74494179,0.44518401,0.43143564,0.53944032,0.70828653,0.7678269,0.71239438,0.30937712,0.40589215,0.48399572,0.8343099,0.79868282,0.49284254,0.45843312,0.41787694,0.6699344,0.65905205,0.36840463,0.58636393,0.64789131,0.47378671,0.49354246,0.62777032,0.39029198,0.46735513,0.59528167,0.68215199,0.55987313,0.44176871,0.59469927,0.74695696,0.59505608,0.46449666,0.63202948,0.61614108,0.47613073,0.76141151,0.60953572,0.549961
17,0,0.74421619,0.76989741,0.39136567,0.3632613,0.56585054,0.42651228,0.70080309,0.39840559,0.38992574,0.47414418,0.62467813,0.74744434,0.64649059,0.25963496,0.30701193,0.4051836,0.77565104,0.76433087,0.46330948,0.39923335,0.40997685,0.63048308,0.59021271,0.3555407,0.53254312,0.53736202,0.40115971,0.47549221,0.60779718,0.39569664,0.41212196,0.55900831,0.58624816,0.47673134,0.33345757,0.5725199,0.71845158,0.51717538,0.40563039,0.55627965,0.53123651,0.43525308,0.7352431,0.56059556,0.53828983
17,1,0.63091625,0.62243038,0.35021091,0.26167521,0.48252076,0.40441138,0.64240802,0.32978596,0.41512871,0.40145807,0.50203923,0.70266541,0.59131794,0.20424074,0.26295408,0.33100082,0.62694661,0.62402529,0.41215917,0.34143546,0.35936294,0.55864023,0.51352165,0.34905674,0.47494348,0.47597651,0.36392285,0.47589627,0.54736736,0.37239369,0.32305549,0.55362799,0.51231573,0.40579104,0.25883825,0.57795192,0.65701917,0.390659,0.33803595,0.48566007,0.42618257,0.33209776,0.69490013,0.52190714,0.51822382
17,2,0.5467694,0.51424839,0.33938176,0.22493172,0.45820737,0.43445452,0.56470149,0.27510648,0.53311881,0.3916727,0.40208243,0.57551584,0.56890426,0.25776903,0.24861694,0.29144045,0.51156901,0.48427819,0.35826517,0.27687646,0.24497299,0.46988967,0.50662061,0.30454545,0.43572767,0.40655958,0.38200555,0.50534822,0.46527871,0.33941511,0.24383247,0.57039849,0.4546048,0.36336567,0.24475562,0.60641667,0.54731002,0.32018861,0.27038202,0.46741589,0.32893776,0.23957914,0.62605937,0.50234131,0.51470747
18,0,0.56186028,0.55568725,0.37821645,0.24110882,0.48141367,0.53637404,0.50987985,0.28252157,0.6720297,0.44899928,0.41595956,0.38065851,0.53506087,0.40470213,0.24003866,0.3310953,0.55102865,0.4028451,0.3635651,0.22348131,0.27595594,0.4974057,0.5628548,0.23108289,0.43016601,0.45084206,0.3993193,0.58501322,0.37431162,0.35079358,0.30479469,0.64496366,0.40537453,0.47206716,0.30982324,0.60507918,0.47565568,0.33807823,0.21233162,0.45174779,0.30719502,0.26055325,0.60479754,0.47120532,0.54508251
18,1,0.65919495,0.64525585,0.48277089,0.3329436,0.53779008,0.67905257,0.52680072,0.40783554,0.79331683,0.52313892,0.51779141,0.36457824,0.48638148,0.5239924,0.3345131,0.47206651,0.64285807,0.47179663,0.43054703,0.25701665,0.49264015,0.57708364,0.63938171,0.26890226,0.4883793,0.53848712,0.51950712,0.70287247,0.46355944,0.43549119,0.40113925,0.79270509,0.45987597,0.66972388,0.40896603,0.61041273,0.48879455,0.41616539,0.31468576,0.51203386,0.3833112,0.39603311,0.62695148,0.56094789,0.59669367
18,2,0.70608264,0.7027337,0.56200237,0.38073698,0.56989568,0.71992604,0.54456826,0.46845583,0.81232673,0.55501721,0.58425646,0.433672,0.48231655,0.59584068,0.49763381,0.53343201,0.70455729,0.52288198,0.46677744,0.3036215,0.66096962,0.62602505,0.65752684,0.35562983,0.5440863,0.58998019,0.58426825,0.75315898,0.59132975,0.49099995,0.4499959,0.82846573,0.53977044,0.72991791,0.4561708,0.59104784,0.54221587,0.46971151,0.36610717,0.5658323,0.44780913,0.50599178,0.66382515,0.65533898,0.62466247
19,0,0.76071638,0.66023068,0.62876351,0.40694331,0.67247179,0.73536145,0.59694329,0.52077646,0.74287129,0.60772505,0.59663009,0.52313578,0.54076242,0.64900258,0.39193495,0.61615544,0.6609375,0.59077977,0.52006646,0.32936624,0.74938609,0.65755927,0.65052322,0.45674391,0.6038305,0.59943391,0.66015379,0.75609756,0.64603089,0.51228541,0.47787886,0.78420301,0.62536039,0.69891045,0.47351187,0.53966522,0.60498487,0.53077395,0.43220159,0.57987302,0.50357676,0.57586711,0.68072558,0.7379667,0.65070507
19,1,0.77158963,0.53968648,0.6328368,0.38663089,0.71305088,0.70848816,0.63157567,0.54018237,0.69514851,0.6381996,0.56474553,0.56413923,0.59211629,0.55306012,0.23169366,0.62719028,0.54501302,0.60421496,0.52391786,0.31879381,0.75247316,0.64386462,0.63442309,0.47183601,0.60744784,0.55782621,0.69866381,0.72627828,0.63899933,0.49044468,0.48116548,0.6969107,0.69444596,0.6196194,0.45826855,0.47438254,0.60577505,0.55415992,0.44826414,0.55316354,0.48942739,0.56684203,0.67591812,0.75279877,0.62484248
19,2,0.75020317,0.4431976,0.58924334,0.33639849,0.69329359,0.65213525,0.61337235,0.50795566,0.63346535,0.66233472,0.53788992,0.52322985,0.59707272,0.40924142,0.2105179,0.59421175,0.44555339,0.54515279,0.46731425,0.29736419,0.69429594,0.63544058,0.60783804,0.44979204,0.58932885,0.4995542,0.67931426,0.67172348,0.54893217,0.41729675,0.49595935,0.57178089,0.72985911,0.49201493,0.39845064,0.46356774,0.58678547,0.55147592,0.43024689,0.47171422,0.43459751,0.51666302,0.65842296,0.70926863,0.58630063
20,0,0.74853669,0.40159307,0.5312154,0.33381571,0.61847988,0.62536761,0.5552761,0.47109861,0.6309901,0.68579062,0.55000432,0.46333647,0.54398909,0.34935541,0.21652336,0.52729735,0.40420573,0.5341412,0.37275903,0.31542786,0.56604925,0.64238855,0.57434512,0.43165478,0.58350236,0.53377441,0.63078281,0.64103732,0.57777703,0.35905789,0.51231866,0.56152648,0.73921558,0.41821642,0.35693217,0.49874456,0.55496806,0.52247084,0.42646496,0.37947165,0.38448133,0.48446511,0.6655598,0.63488095,0.59584758
20,1,0.77716514,0.41117696,0.52983786,0.39855288,0.5403449,0.62909219,0.54502895,0.48835863,0.66326733,0.73084586,0.59612892,0.44931326,0.51063801,0.43756955,0.20680531,0.47549915,0.41222656,0.59815595,0.32533231,0.35617699,0.46661755,0.66082451,0.56658915,0.40290404,0.60654996,0.5796278,0.58554771,0.63175874,0.65024177,0.34549998,0.52147365,0.65251817,0.75727574,0.43072388,0.38743478,0.52307377,0.52675689,0.50224318,0.44507713,0.36501496,0.37047303,0.49015184,0.68523566,0.59618117,0.62190219
20,2,0.79522893,0.45366724,0.57976536,0.47624707,0.48809879,0.67751167,0.56492561,0.57693568,0.68217822,0.764309,0.64742072,0.51932894,0.5616792,0.53898087,0.20128641,0.46100649,0.45580078,0.6540569,0.33592365,0.43041764,0.40240651,0.67065752,0.57099378,0.40404783,0.64827853,0.58987404,0.56939367,0.63395533,0.75077233,0.36343529,0.52171134,0.754608,0.78322363,0.45538806,0.43648706,0.52836629,0.50336247,0.48567044,0.46326435,0.38568197,0.37082988,0.50428807,0.68999356,0.63431267,0.64650465
21,0,0.79987861,0.5206334,0.62021487,0.54803776,0.50223547,0.72972616,0.60972421,0.63645299,0.69178218,0.79229306,0.67637605,0.58997178,0.63134189,0.66353644,0.24537093,0.46324243,0.52027344,0.70316122,0.39907975,0.45474591,0.43102505,0.66737737,0.57863347,0.44971777,0.69737097,0.57285593,0.5760242,0.65697179,0.79133647,0.39956041,0.52416195,0.86247404,0.81374096,0.4683209,0.50674582,0.5890375,0.48264963,0.47698789,0.47295287,0.45437495,0.38859751,0.51847034,0.68127075,0.71500824,0.66270627
21,1,0.7928218,0.57215956,0.64561693,0.60347884,0.5928465,0.76557189,0.66699869,0.68799825,0.7079703,0.81026988,0.67117428,0.6394481,0.67606946,0.76340073,0.3171699,0.48331549,0.57292318,0.71290832,0.46193763,0.45959404,0.51137304,0.63998807,0.59635456,0.48510844,0.73218784,0.52079677,0.60602546,0.69058184,0.77535259,0.43320068,0.5118187,0.95930685,0.83054996,0.48535075,0.58593334,0.63818823,0.45721251,0.4970649,0.47159308,0.54771948,0.42687967,0.50767247,0.65173217,0.79672671,0.64836484
21,2,0.79066155,0.58269292,0.63452412,0.58757008,0.71143283,0.76801972,0.65404968,0.69050999,0.75069307,0.79084405,0.6030502,0.62154907,0.65482004,0.8051296,0.3864827,0.47863576,0.58496745,0.61849315,0.48865031,0.45351197,0.558514,0.59169524,0.61343957,0.48606655,0.71778309,0.41973535,0.60689525,0.71168087,0.70188046,0.43261765,0.49954102,0.98351506,0.81330577,0.48998507,0.63454371,0.61314515,0.45483356,0.54610234,0.45400076,0.63373714,0.44439004,0.43715249,0.61912078,0.77655282,0.61158116
22,0,0.81195544,0.54098005,0.59157,0.52594758,0.80553545,0.73598662,0.53600822,0.66075134,0.8030198,0.75652056,0.49939514,0.5315334,0.60817644,0.75193378,0.4318403,0.4402469,0.54594401,0.45226027,0.46612134,0.427059,0.62521574,0.56001938,0.64009302,0.41725342,0.63218138,0.42358477,0.56294592,0.70907288,0.63771659,0.37568831,0.50019671,0.95547767,0.78953381,0.51998507,0.6480673,0.55971937,0.46948554,0.62468612,0.43449624,0.69563599,0.4626473,0.40379192,0.63245279,0.66306757,0.58186619
22,1,0.86211437,0.48865736,0.55752702,0.46087977,0.83291463,0.70448182,0.43654984,0.63825489,0.85707921,0.74927549,0.45265705,0.49681405,0.55889828,0.68482833,0.41100447,0.43511369,0.49197266,0.38859326,0.41918882,0.39515187,0.64307865,0.58054272,0.6837152,0.41502525,0.58896066,0.47737758,0.53088365,0.68201587,0.63760913,0.38571561,0.52066224,0.93120457,0.76859055,0.58471642,0.62192525,0.54566341,0.48083389,0.68707103,0.45748523,0.73940013,0.46956017,0.44079016,0.65649006,0.55800989,0.5640144
22,2,0.90071082,0.46494615,0.52505932,0.42493651,0.8119225,0.67229022,0.39191309,0.62285683,0.86985149,0.75457345,0.45445433,0.54144873,0.57424656,0.63047903,0.35224288,0.44061221,0.47070964,0.42417281,0.39650648,0.37614632,0.60544447,0.62413896,0.72135969,0.48315508,0.58344422,0.50244127,0.52485188,0.61777843,0.66212223,0.4238212,0.52870257,0.90109034,0.75645977,0.59751493,0.56160153,0.54752605,0.53826496,0.67574354,0.46326435,0.73210246,0.47896266,0.52537729,0.69068742,0.5386941,0.53638764
23,0,0.90212013,0.45643918,0.47574479,0.37543725,0.75558867,0.63677908,0.41525867,0.60019657,0.81485149,0.74936606,0.46480601,0.65098777,0.59053955,0.58516759,0.25512897,0.46013731,0.46383464,0.47144889,0.36519257,0.36379235,0.63193012,0.67665871,0.75767731,0.55614973,0.58666753,0.50764931,0.55001261,0.53573318,0.68576226,0.45855814,0.53405459,0.84417186,0.74835446,0.56574627,0.45800234,0.53730204,0.54161903,0.60850399,0.45914248,0.692155,0.51355187,0.61178326,0.70773653,0.62351537,0.4579598
23,1,0.89273848,0.45072325,0.44021882,0.2967847,0.71428571,0.59563265,0.48663388,0.55536748,0.77410891,0.73985691,0.46261989,0.70774537,0.59434502,0.54311983,0.16432047,0.47458588,0.45875,0.46951528,0.34944615,0.34696992,0.64265769,0.66859997,0.77792217,0.53585116,0.57389704,0.45367252,0.54877726,0.48981781,0.70087307,0.44577761,0.55098762,0.80665888,0.75325029,0.51425373,0.38593866,0.53664561,0.52574815,0.56347302,0.44826414,0.66218346,0.52097095,0.6253324,0.70823215,0.70585895,0.37708371
23,2,0.86650688,0.44082712,0.38653441,0.20453783,0.70747286,0.51696751,0.53618876,0.46601507,0.7210396,0.73066473,0.42694202,0.68466604,0.54303107,0.51162302,0.16060121,0.48619387,0.44719401,0.40851949,0.338318,0.33375438,0.59867396,0.58093783,0.77204022,0.45383987,0.52517279,0.33736909,0.51256145,0.40598002,0.73203492,0.38041275,0.59132858,0.77933541,0.75656857,0.44633582,0.33210521,0.54848609,0.50721251,0.52763239,0.42366039,0.60473619,0.5113361,0.61489139,0.69499926,0.7563221,0.3980438
24,0,0.84902943,0.45863761,0.37003032,0.18210264,0.72514371,0.44587479,0.59005167,0.37806596,0.71371287,0.73116283,0.44893286,0.61998746,0.53104917,0.50785724,0.18191028,0.50806827,0.46248047,0.37241307,0.40271813,0.35487734,0.55630394,0.55093186,0.73134533,0.39821004,0.48742975,0.33114209,0.46620446,0.35784602,0.75258563,0.30945352,0.64324236,0.77316978,0.74394821,0.4099403,0.30454691,0.50754903,0.49070276,0.54851292,0.41046615,0.5297818,0.51883817,0.62164869,0.70243346,0.7934307,0.50577258
24,1,0.83008096,0.47834066,0.41548906,0.23011165,0.75103257,0.460958,0.63537322,0.39344764,0.73955446,0.74547183,0.58895706,0.5942678,0.61393786,0.52249966,0.23351996,0.5577628,0.48065104,0.43178082,0.48722733,0.37048043,0.56823125,0.60406292,0.71534095,0.42639632,0.49500678,0.41519955,0.47042733,0.39889803,0.78992612,0.27739114,0.69119744,0.79140706,0.74460099,0.45284328,0.34383452,0.48952162,0.48895427,0.59042464,0.43900055,0.51455156,0.56815768,0.66654388,0.71105714,0.84360971,0.60708071
24,2,0.80616391,0.50199452,0.48416161,0.31343141,0.77121567,0.5695254,0.67092075,0.52756361,0.75717822,0.74492845,0.73295602,0.63405456,0.70041913,0.566393,0.3196494,0.629464,0.50338542,0.51982613,0.6150818,0.38363756,0.59920718,0.66334427,0.7342863,0.45898693,0.52525677,0.51167563,0.55306946,0.49609168,0.82397582,0.29751053,0.71726088,0.78640966,0.76935212,0.51564179,0.38264828,0.56183638,0.47079691,0.6218961,0.50074364,0.55253594,0.6180249,0.72710633,0.71224662,0.86190828,0.68748875
25,0,0.77208341,0.54845473,0.5125758,0.40720207,0.7770066,0.64193009,0.70441387,0.59850388,0.72410891,0.73211375,0.80724963,0.69407338,0.78504424,0.6271543,0.39798707,0.69717201,0.54970703,0.60700738,0.72636333,0.41936332,0.61966604,0.70453258,0.74988031,0.48850267,0.56849687,0.60353099,0.63532081,0.58573318,0.82149093,0.33273333,0.72662077,0.76518692,0.80601643,0.5613806,0.40819934,0.65668335,0.45018494,0.64293287,0.50677772,0.5627089,0.66622407,0.7825116,0.72310056,0.84099562,0.73675368
25,1,0.70390182,0.60138915,0.5349855,0.52010159,0.78007239,0.73112618,0.72850651,0.66320847,0.65158416,0.67732295,0.84764538,0.75083098,0.88104584,0.70002714,0.51525695,0.74825219,0.60236979,0.67460485,0.79343899,0.45538113,0.63893917,0.72152975,0.73804801,0.51163844,0.5978619,0.70471978,0.71322324,0.65597267,0.74848892,0.3883948,0.7012458,0.73461838,0.85149323,0.57997015,0.43840379,0.75190777,0.46188635,0.65738519,0.48956784,0.5786908,0.72258921,0.81306335,0.72106854,0.80508041,0.73615362
25,2,0.62862228,0.67049003,0.56406538,0.62935455,0.79118586,0.82817646,0.74494179,0.6977722,0.59490099,0.55116827,0.86288776,0.79755409,0.85716187,0.75145881,0.61041792,0.76658059,0.67148438,0.7089568,0.79583333,0.53264457,0.64542903,0.6623975,0.69940497,0.52248217,0.60216394,0.80328333,0.71202572,0.6876506,0.65593015,0.49433159,0.65270879,0.65277778,0.89425012,0.58814925,0.49925993,0.78042176,0.51756052,0.68143519,0.45021884,0.61812742,0.75339419,0.82855794,0.69480101,0.77041541,0.61512151
26,0,0.65648949,0.77206398,0.57124308,0.66059706,0.80123483,0.84683455,0.74444375,0.7122966,0.57970297,0.53115378,0.84340275,0.84371276,0.69170381,0.84428009,0.64893688,0.75171632,0.77122396,0.7532666,0.80685924,0.66552278,0.60938048,0.64222454,0.65645989,0.54257279,0.62744655,0.90638268,0.67471322,0.70461358,0.61703828,0.60311878,0.60883534,0.57801791,0.89397813,0.59065672,0.60856139,0.7496923,0.64362811,0.6956085,0.3809969,0.66446763,0.72990041,0.83619013,0.70634881,0.74291072,0.49174917
26,1,0.73763257,0.84266871,0.58592143,0.63294839,0.81371088,0.82591353,0.77818589,0.7481708,0.65153465,0.58811809,0.86477145,0.89865161,0.63782849,0.87413489,0.60548557,0.75719594,0.84433594,0.77312961,0.84320041,0.78198014,0.69057041,0.71915163,0.69188154,0.62846108,0.64151541,0.97841778,0.68051179,0.74390244,0.67515111,0.73407061,0.57502664,0.64254933,0.88217375,0.57641791,0.7095091,0.766973,0.77518494,0.71106523,0.36572898,0.701569,0.74889627,0.87730951,0.74064529,0.76177758,0.5390039
26,2,0.78962257,0.89396546,0.59981545,0.60534764,0.83206302,0.84119926,0.86030007,0.78093262,0.70792079,0.63131679,0.90045796,0.95183443,0.69815714,0.85472927,0.54561754,0.77791774,0.89713542,0.7630137,0.90865712,0.84265479,0.8000421,0.78388251,0.73654333,0.71097742,0.66035786,1,0.72860204,0.76704378,0.72773674,0.83198371,0.55854438,0.69957165,0.87907306,0.60787313,0.74896177,0.77666366,0.83769334,0.73065119,0.39096588,0.71614975,0.79229046,0.93612221,0.82048868,0.76319827,0.60564056
27,0,0.79593873,0.92933155,0.59851041,0.59327232,0.8002129,0.86639958,0.88445496,0.79076117,0.70257426,0.62810179,0.92905902,0.94462214,0.78025414,0.80187271,0.50719856,0.78528689,0.93678385,0.74494204,0.93549761,0.84228972,0.82038869,0.81787685,0.74331441,0.76240345,0.65602997,0.98867818,0.74965335,0.76322363,0.76689053,0.87015872,0.5454307,0.71904206,0.8777675,0.67291791,0.73213715,0.77352917,0.88878615,0.73974667,0.40815026,0.69856236,0.81312863,0.94999367,0.85979085,0.75228732,0.66768677
27,1,0.81787041,0.94761996,0.5903836,0.5809574,0.75043645,0.88632561,0.84647949,0.78824943,0.67564356,0.59626879,0.93631729,0.91138288,0.80906127,0.7264215,0.52594148,0.77558733,0.95625,0.70068493,0.90908316,0.80724299,0.79141233,0.8318175,0.7290199,0.78126857,0.63482979,0.96681291,0.73830833,0.75286512,0.77051713,0.88940817,0.54297189,0.6923676,0.87483001,0.70428358,0.68938345,0.76670222,0.87449563,0.74002567,0.41878639,0.68945486,0.81775104,0.90347535,0.89314566,0.7542763,0.68148815
27,2,0.85028443,0.9595361,0.57405747,0.56624659,0.70755802,0.90050189,0.81136774,0.76296822,0.6500495,0.58707662,0.92033181,0.87783004,0.80014636,0.66751255,0.57871759,0.73433268,0.96790365,0.67729189,0.85099693,0.71014895,0.76201501,0.83494856,0.7002941,0.77346999,0.62466895,0.92619587,0.73269885,0.73787834,0.77662861,0.89218454,0.55409393,0.65050623,0.85742262,0.71101493,0.6381642,0.74331665,0.83449899,0.72735896,0.42935452,0.69142524,0.80619087,0.75445786,0.86658076,0.76422117,0.66822682
28,0,0.85292817,0.94615434,0.5552531,0.5612152,0.69772195,0.8948666,0.77538442,0.75341269,0.64079208,0.59721971,0.90374147,0.82772029,0.74765485,0.68503189,0.58706259,0.68652768,0.95065104,0.68856691,0.81586571,0.58792348,0.72826773,0.83442672,0.6830039,0.73420232,0.62368064,0.91897821,0.74164881,0.72258301,0.76863667,0.8418398,0.55524137,0.59552181,0.82032312,0.66686567,0.5992972,0.68730615,0.80166443,0.67976117,0.42854715,0.68269722,0.76966805,0.57183806,0.85676761,0.76683526,0.65220522
28,1,0.82131652,0.88326005,0.54913657,0.5668216,0.69167554,0.82000528,0.73149474,0.76318663,0.64232673,0.61958884,0.89294046,0.79761681,0.68292196,0.76143303,0.47387189,0.6282862,0.88665365,0.71385669,0.77076517,0.45977658,0.66243598,0.83845236,0.68219,0.66276738,0.62567018,0.9298047,0.73402244,0.74617984,0.75117529,0.76081625,0.53824277,0.57265057,0.7869771,0.6213806,0.61090406,0.61565603,0.79227471,0.64293287,0.44380232,0.65617018,0.69086307,0.41374944,0.82098429,0.78206512,0.64626463
28,2,0.82562673,0.85707003,0.57782758,0.58263453,0.73549074,0.73996654,0.75888688,0.77459867,0.65707921,0.6458522,0.87401711,0.82571339,0.68372031,0.81279685,0.34737719,0.57311205,0.8594401,0.7467334,0.76031016,0.43344772,0.60571809,0.83122111,0.70316668,0.62710933,0.64588205,0.93758845,0.72097567,0.80561269,0.7399597,0.71005506,0.54236538,0.61476506,0.78556275,0.61384328,0.66073901,0.60868959,0.80709482,0.67630155,0.5029533,0.65752755,0.66412448,0.41510781,0.77062993,0.8183213,0.64884488
29,0,0.81055642,0.86376091,0.61097416,0.60266424,0.79178199,0.73438408,0.75583639,0.773452,0.65757426,0.66817606,0.86831418,0.87463155,0.7249684,0.7769711,0.34863027,0.52873969,0.86536458,0.75658588,0.7783998,0.44173481,0.5462429,0.78291337,0.70494494,0.59618241,0.67650669,0.8962638,0.70761377,0.82838672,0.73794493,0.66114479,0.54811081,0.65440031,0.79328728,0.6323209,0.67570014,0.65616641,0.7744536,0.72970258,0.58964008,0.69700066,0.66834025,0.47770781,0.7496159,0.8440075,0.65238524
29,1,0.78784294,0.87835341,0.6168666,0.62585653,0.78748137,0.75508497,0.72140945,0.76771869,0.65321782,0.6660931,0.89216279,0.91138288,0.75736811,0.69453114,0.46829301,0.50336336,0.87766927,0.75010537,0.77100375,0.47959258,0.49035291,0.67363203,0.69017167,0.58325163,0.69058846,0.84382961,0.70213034,0.76278284,0.74600403,0.65327842,0.56213425,0.64508697,0.80704999,0.64069403,0.65733149,0.69440387,0.68673504,0.78410803,0.60515021,0.73801357,0.66896266,0.53106402,0.71873916,0.86412457,0.6610261
29,2,0.790857,0.90817562,0.5954917,0.63328382,0.77040664,0.77935194,0.69874868,0.76209457,0.66084158,0.65581416,0.94513091,0.92618376,0.77213758,0.62819243,0.60324602,0.5119481,0.90514323,0.73804004,0.7743439,0.53348423,0.48485231,0.54485612,0.67846932,0.58216726,0.69737097,0.79889612,0.70162612,0.6487511,0.7615178,0.67229652,0.58678797,0.60906023,0.82364141,0.61976119,0.63331914,0.71224255,0.61938467,0.81211986,0.57859176,0.76764212,0.65897925,0.5930424,0.69727908,0.89333409,0.66420642
30,0,0.79809898,0.93927229,0.53826786,0.61981887,0.72535661,0.80830325,0.70298201,0.74707874,0.68321782,0.6404184,0.93839108,0.89608028,0.7724037,0.6638282,0.6823302,0.57083202,0.93639323,0.73761855,0.80888718,0.59965683,0.55088753,0.45413747,0.6743588,0.59842543,0.68412893,0.81538353,0.70213034,0.51876286,0.77031565,0.70223497,0.59223015,0.52680426,0.82978839,0.56287313,0.60089447,0.68111102,0.60260592,0.79616093,0.49946883,0.77384514,0.63478838,0.67430269,0.70055013,0.87338751,0.64494449
30,1,0.77371902,0.94723762,0.48744398,0.59868705,0.61021929,0.82403804,0.71848347,0.73244512,0.71074257,0.62493208,0.85489501,0.84296018,0.76741401,0.77208576,0.62710125,0.65988537,0.9468099,0.75479452,0.84308112,0.67088931,0.72532099,0.51531982,0.6963956,0.66990493,0.64193528,0.87461081,0.71927392,0.44300617,0.77474815,0.7486928,0.53205475,0.43857087,0.82614372,0.51500746,0.56261314,0.65329449,0.66177707,0.72423414,0.39736115,0.75268189,0.5840249,0.7876803,0.76701194,0.78382679,0.63012301
30,2,0.8039728,0.9671191,0.49207751,0.57405721,0.54396423,0.81753104,0.76816286,0.74500382,0.71965347,0.63915052,0.80314525,0.83104421,0.76894418,0.93146967,0.54296474,0.71619324,0.97057292,0.79641728,0.84007328,0.70848423,0.82193222,0.63917549,0.74133096,0.73311052,0.6203992,0.92067648,0.74076642,0.51766089,0.7728677,0.7965388,0.48557495,0.48009476,0.82516455,0.52349254,0.55840699,0.6690654,0.73388534,0.67579934,0.38957634,0.72356418,0.57671369,0.84582532,0.82891411,0.71733818,0.63978398
31,0,0.81219204,0.98018225,0.52864487,0.55810053,0.51156057,0.85439817,0.84006724,0.76717265,0.69975248,0.66292338,0.77042254,0.88065224,0.79535626,1,0.45642205,0.72066511,0.98561198,0.83614331,0.80014485,0.7302132,0.85687224,0.85462949,0.79050681,0.78008021,0.64229055,0.94183414,0.76799445,0.68000294,0.74251175,0.78473925,0.43698877,0.6226311,0.8237502,0.58314179,0.60440848,0.72306556,0.84919301,0.65253055,0.42939702,0.70535649,0.62224896,0.80164385,0.87342023,0.64709894,0.65070507
31,1,0.81913569,0.98018225,0.54468758,0.54612104,0.52373856,0.91978515,0.81634813,0.75674347,0.66955446,0.68656041,0.80005184,0.91282534,0.81019227,0.98995793,0.42971406,0.66297159,0.98626302,0.84209694,0.73257498,0.72307243,0.81603873,0.90465186,0.80589563,0.7622549,0.67011175,0.93157373,0.7513551,0.7935645,0.70846206,0.69649715,0.45397099,0.70489356,0.82217266,0.63226866,0.62639761,0.72121933,0.86491258,0.65705039,0.46351931,0.71855068,0.6806888,0.66069599,0.91361451,0.63993863,0.65166517
31,2,0.86030388,0.96476136,0.53835355,0.5329436,0.55724931,0.97464119,0.76859864,0.71431692,0.62242574,0.70625792,0.83129698,0.94587645,0.81804271,0.88438051,0.40557222,0.52645336,0.96894531,0.84072708,0.64308964,0.69004819,0.70967516,0.89861339,0.78859175,0.68807932,0.67133906,0.88373903,0.71397958,0.84800176,0.67635997,0.57776133,0.50057372,0.74065421,0.81956155,0.66823134,0.63012459,0.6639698,0.84314055,0.66530886,0.48752815,0.75727943,0.71809129,0.48055117,0.90836101,0.66232881,0.6409841
