,measure_number,beat_number,pid1263b-11,pid51495-01,pid52932-23,pid5667249-23,pid5667271-02,pid5667291-11,pid58917-05,pid610003b-15,pid9048b-15,pid9049b-11,pid9050b-11,pid9054b-11,pid9055b-11,pid9056-05,pid9058b-11,pid9059b-15,pid9060b-09,pid9061b-08,pid9062b-14,pid9063b-15,pid9064-20,pid9065-26,pid9066b-11,pid9068-19,pid9069-11,pid9070b-23,pid9072b-15,pid9073b-15,pid9074g-11,pid9075b-11,pid9088-21,pid9089-06,pid9090-20,pid9093b-17,pid9094b-11,pid9097-23,pid9099b-15,pid9101c-05,pid9103-19,pid9104b-11,pid9111b-13,pid9112-10,pid9113-11,pid9114-33,pid9116-18,pid9118b-15,pid9119-13,pid9127-07,pid9130-10,pid9138b-11,pid9139b-11,pid9153b-11,pid9158-13,pid9166l-09,pid9170b-11,pid9174b-11,pid9176-04,pid9185-04,pid9190-10,pid9192b-11
27,10,0,0.20093197,0.27860731,0.48444219,0.22588854,0.29504473,0.29873256,0.28719369,0.28909245,0.30369954,0.4650682,0.20379988,0.19672991,0.33587357,0.28625497,0.28973607,0.28241768,0.43410713,0.51989906,0.33582333,0.38437074,0.30455239,0.38000737,0.38990014,0.34400301,0.3521233,0.26220624,0.30635818,0.18654549,0.44266049,0.44130668,0.12010751,0.60806696,0.26646972,0.21860787,0.26021881,0.19420461,0.47945375,0.38208234,0.64324967,0.26046331,0.48289847,0.28407586,0.29471769,0.3455143,0.24826605,0.39338229999999996,0.50396959,0.22492103,0.31529394,0.54603034,0.23182176,0.19342541,0.44791523,0.43066579999999993,0.45333275,0.33885539,0.17075739,0.40719826,0.51410936,0.26269809
28,10,1,0.31785987,0.41872227,0.62930623,0.43651435,0.45436959,0.4496763,0.29899097,0.42424155,0.53674379,0.75636889,0.32578229,0.5359093,0.61863172,0.33190613,0.41125922,0.49356788,0.46380708,0.64594413,0.54300685,0.60168255,0.45063291,0.56320735,0.60334766,0.52523419,0.6057421,0.35127394,0.45003428,0.33130203,0.58144891,0.63198653,0.28153494,0.77834565,0.34043379999999995,0.47013176,0.3498341,0.37360536,0.6295088000000001,0.61842238,0.72557415,0.50823753,0.63122116,0.37152041,0.48366867,0.60931975,0.41185299999999997,0.68121132,0.645237,0.33003022,0.44963054,0.68962292,0.3741672,0.25749939,0.59774246,0.4653191,0.54839048,0.54276073,0.32738843,0.58890728,0.61781907,0.46906122
29,10,2,0.44406507,0.54772056,0.80255146,0.4702453,0.59566236,0.47902799,0.4317768,0.5339488,0.7459826999999999,0.85151114,0.41148837,0.76190035,0.72192446,0.41213175,0.47374034,0.63453315,0.46147183,0.65732344,0.75936469,0.68834857,0.49677444,0.66032795,0.72278052,0.65620609,0.78540826,0.37662913,0.56179092,0.41703599,0.68331208,0.7643814,0.38561617,0.9485353000000001,0.47502138,0.56972382,0.48231549,0.48572837,0.77971823,0.75131588,0.84465223,0.69286887,0.75603479,0.42545162,0.61434946,0.72500822,0.56697723,0.81453807,0.84014491,0.4061942,0.56607944,0.75953749,0.42197388,0.29186657,0.7313983000000001,0.55967455,0.60372638,0.62439485,0.54930075,0.80813293,0.70978241,0.62936208
30,11,0,0.51740236,0.5947075,0.82441677,0.37737199,0.64264163,0.51221847,0.56416433,0.55707907,0.79548939,0.81599414,0.43321502,0.81621163,0.69358782,0.46538169,0.44626322,0.62710871,0.48303652,0.63160501,0.79143852,0.66627115,0.47729144,0.67100068,0.75960688,0.66912011,0.80550446,0.35261331,0.62816624,0.43807271,0.74741732,0.75012537,0.42424846,1.0,0.58253129,0.50616589,0.52540579,0.45474736,0.79599881,0.72680078,0.83292323,0.73531852,0.75810259,0.47733205,0.66906193,0.71587249,0.68323844,0.82371601,0.87330986,0.46205192,0.61709896,0.77205774,0.40714473,0.33424602,0.75474545,0.6426813,0.64861791,0.62407091,0.58991986,0.87282424,0.7309932,0.65487893
31,11,1,0.502152,0.5529164000000001,0.70666328,0.26462348,0.59292915,0.58726179,0.58476216,0.48553461,0.69950727,0.66541604,0.36736957,0.68150548,0.60111786,0.46912263,0.43556385,0.49320704,0.49895364,0.59828072,0.6718460999999999,0.55708033,0.37736007,0.57630152,0.6217187,0.57334393,0.69704898,0.27223087,0.6244473,0.38186501,0.6815555999999999,0.5618454,0.38885128,0.85000445,0.53275286,0.40248277,0.48463815,0.36068073,0.69090572,0.5939217,0.74515256,0.63212032,0.70687788,0.53084539,0.7348596,0.64280644,0.77839027,0.8096036999999999,0.80958212,0.44857162,0.62465059,0.7641036999999999,0.42292905,0.38391891,0.71375259,0.67374673,0.66527292,0.52929902,0.54748586,0.84912212,0.69612819,0.6081168
32,11,2,0.47665848,0.58678428,0.73089708,0.18838931,0.6217166000000001,0.63060089,0.62074198,0.36246034,0.68531067,0.46411656,0.26152883,0.59090699,0.45894113,0.43688625,0.4986848,0.47806946,0.61559836,0.58382369,0.54411285,0.53167672,0.36628031,0.46279676,0.55488139,0.55995316,0.75869712,0.20228516,0.66107112,0.26390968,0.60482969,0.44541873,0.40101533,0.63590063,0.45388323,0.48711727,0.46492691,0.36725146,0.64900022,0.50192516,0.7238353,0.52884433,0.75743699,0.59661202,0.74342224,0.67295432,0.83086611,0.88226586,0.79055054,0.47605411,0.68385014,0.74326116,0.4910452,0.52850335,0.7468786000000001,0.6586004,0.6651767,0.42658148,0.52891263,0.80424929,0.75808966,0.58605905
33,12,0,0.52910277,0.75386235,0.83478526,0.21011806,0.79039472,0.72295067,0.69786056,0.41001307,0.77556968,0.48686844,0.30739619,0.61877989,0.45538327,0.48404255,0.60145739,0.5936581,0.72101725,0.62799665,0.58160786,0.63028594,0.43384932,0.57585408,0.55498673,0.62658916,0.81410732,0.25341795,0.76017995,0.31915913,0.72380234,0.54736013,0.45625124,0.53459175,0.45215735,0.61179491,0.45517891,0.40246403,0.79419786,0.52601485,0.83727034,0.62921601,0.80703763,0.67335262,0.73592491,0.69970424,0.81110248,0.91961202,0.88346344,0.52121275,0.78156623,0.73655914,0.6240896,0.67806316,0.87249482,0.71794928,0.6343247,0.49450193,0.632456,0.78567488,0.80718249,0.57614834
34,12,1,0.52650174,0.7699332,0.72858958,0.21177586,0.81249113,0.79384517,0.52463774,0.43299976,0.81863933,0.43996456,0.32938382,0.5543267,0.49756114,0.42082651,0.56083711,0.50580965,0.70473287,0.6455432,0.65973456,0.63266874,0.44802501,0.61442596,0.48586357,0.57797758,0.69011413,0.31250451,0.75688946,0.36314907,0.79013245,0.50904076,0.41251244,0.45580981,0.43272953,0.58989778,0.43970048,0.35239503,0.72061623,0.43345591,0.77326936,0.62681303,0.67114838,0.58063002,0.66976543,0.76858363,0.64361629,0.6939138000000001,0.86361549,0.46833539,0.74730763,0.67787598,0.66780094,0.75395364,0.81725409,0.78231015,0.49925647,0.60545307,0.59915933,0.54831835,0.70146518,0.4552892
35,12,2,0.481259,0.56971224,0.52154511,0.24172019,0.61562899,0.80932798,0.35938093,0.450028,0.78777665,0.26411875,0.34108881,0.39883542,0.38981534,0.30105798,0.32050120000000004,0.34200271,0.39367334,0.44636393,0.63268303,0.50679829,0.19674394,0.47678581,0.30226899,0.36076447,0.51060791,0.24781323,0.6966838000000001,0.33733605,0.67597387,0.32114765,0.2040215,0.3099813,0.39640053,0.44376846,0.41491346,0.23097444,0.54426732,0.21771577,0.40383858,0.39935172,0.5935835999999999,0.39659274,0.66388615,0.81445942,0.54754141,0.31478479,0.71554671,0.48301058,0.50728076,0.52108558,0.46944624,0.68292545,0.68723796,0.74375987,0.37745801,0.44201386,0.45076996,0.3097394,0.52215225,0.36012388
36,13,0,0.40168601,0.68331291,0.61650826,0.49234110000000003,0.73058356,0.78105225,0.28616949,0.62997315,0.74961085,0.39199965,0.48384529,0.44012031,0.42560053,0.31426818,0.32601973,0.42244475,0.36903887,0.59063948,0.56835406,0.55001945,0.30945554,0.37640154,0.48841276,0.36180997,0.51739424,0.54188603,0.72825193,0.44301372,0.76793567,0.52240848,0.20184153,0.47461491,0.46954832,0.44083791,0.42165725,0.25333465,0.52077266,0.34781888,0.40852198,0.43866367,0.76380014,0.50580521,0.64623827,0.79060138,0.48322981,0.27796027,0.63911424,0.52032688,0.44527509,0.48882752,0.43584784,0.56598821,0.62963603,0.60710067,0.38669524,0.37978944,0.50628536,0.36448901,0.4534572,0.48523852
37,13,1,0.45645175,0.72408555,0.69590851,0.62201015,0.7580044,0.7285583999999999,0.36672104,0.71594711,0.67881512,0.51309874,0.57156093,0.49344439,0.40124640000000006,0.38720189,0.43858527,0.4854488,0.49298732,0.63896324,0.62383508,0.45053492,0.42225103,0.47441701,0.54951966,0.53389093,0.59487713,0.69005059,0.82353899,0.55664191,0.72515548,0.58082241,0.32378061,0.74499154,0.50527093,0.53521358,0.44719756,0.30886392,0.54155046,0.37095681,0.63624508,0.44162849,0.88668797,0.63103825,0.55882294,0.69004272,0.22687198,0.41089228,0.73595592,0.48579865,0.48673861,0.55165709,0.48041885,0.56660205,0.65646164,0.55969663,0.47595346,0.43828849,0.63250314,0.57256136,0.67125132,0.65349529
38,13,2,0.51431839,0.56924617,0.62401017,0.6933994000000001,0.60066733,0.66263335,0.47856764,0.73248719,0.51736245,0.62834578,0.61201294,0.55801327,0.45904443,0.43488426,0.51241447,0.46497068,0.55368304,0.57681922,0.68120173,0.55814044,0.50162422,0.61018845,0.43749209999999994,0.67907327,0.57115927,0.67268007,0.95869751,0.58199078,0.39661454,0.51692098,0.41755923,0.88657288,0.50297753,0.57260749,0.41225899,0.33881333,0.67975013,0.37467013,0.82176837,0.43483447,0.85041711,0.63879781,0.54980804,0.72349655,0.28978606,0.57997209,0.7627430000000001,0.56436616,0.47859109,0.67481956,0.53135373,0.49149503,0.7539507,0.54532307,0.61455563,0.59283722,0.59873507,0.65638962,0.77775422,0.75170139
39,14,0,0.55457934,0.43453419,0.55169504,0.67266165,0.46169956,0.7332999,0.46881875,0.73722523,0.52690097,0.65693878,0.62788058,0.66431436,0.49422134,0.44226385,0.52869457,0.39711322,0.59299425,0.54349492,0.73053632,0.63554756,0.5264373999999999,0.69350424,0.47775249999999997,0.75738541,0.47260908,0.60793728,0.96452442,0.5568665,0.47587759,0.50551615,0.41995819,0.89555694,0.54011506,0.52704318,0.37674648,0.35254616,0.75749967,0.3973466,0.8468667999999999,0.40642234,0.80919418,0.6291739000000001,0.59526442,0.72218206,0.46808144,0.74304606,0.80468391,0.60028842,0.45300007,0.77993814,0.5834587,0.40014538,0.90065653,0.54587505,0.70333275,0.67995141,0.49232401,0.58321704,0.77335245,0.77726651
40,14,1,0.44921629999999996,0.41066096,0.60885388,0.44636325,0.44114724,0.77242637,0.35619452,0.67749716,0.54451506,0.64860371,0.55658063,0.7806571,0.55690856,0.38382628,0.44515240000000006,0.30185837,0.55095974,0.51601948,0.72125322,0.59224859,0.49823852,0.68593725,0.55910546,0.68696052,0.47545385,0.43443814,0.7958012,0.48701863,0.51920425,0.5016047,0.31473223,0.79586858,0.52319055,0.42107423,0.29433235,0.37523490000000004,0.79342602,0.44452376,0.60839075,0.42186014,0.69808307,0.47658631,0.61478161,0.53846862,0.58291063,0.86868929,0.73784377,0.56718857,0.45035645,0.73950508,0.60325477,0.28582505,0.96048146,0.51607918,0.70836249,0.6929451999999999,0.38471087,0.34017027,0.61175884,0.70071595
41,14,2,0.37777684,0.34137163,0.63036341,0.34795375,0.37173435,0.67923771,0.35359609,0.54378383,0.51407371,0.51195021,0.42034867,0.77363875,0.62618356,0.32817979999999997,0.35756687,0.32519621,0.4962927,0.42077521,0.62483229,0.51377164,0.49315998,0.5599042,0.59606877,0.61680328,0.55919752,0.33405796,0.6487831999999999,0.37008145,0.46995758,0.44369224,0.27793152,0.6417326999999999,0.44977066,0.52673841,0.30484262,0.38038636,0.71587202,0.4574735,0.59347113,0.43830063,0.61759851,0.39272903,0.53947659,0.53236937,0.56627847,0.86639128,0.59426501,0.48297624,0.39357299,0.61512741,0.51290685,0.25839593,0.78692698,0.47304682,0.67733555,0.5911995,0.36156505,0.22168132,0.46295904,0.61485802
42,15,0,0.33241549,0.27185790000000004,0.48406607,0.32860464,0.29807965,0.5598614000000001,0.33944693,0.42260478,0.47606006,0.43433128,0.29767466,0.6781196999999999,0.64035762,0.34238368,0.39409046,0.24735228,0.46271222,0.3396578,0.47811582,0.43641315,0.54342687,0.49068274,0.59513125,0.59353463,0.55612426,0.28578935,0.60502999,0.28530574,0.46161753,0.38245576,0.27503484,0.53588282,0.38777890000000004,0.61061096,0.34220249,0.34057428,0.60224758,0.40749874,0.77212106,0.41931023,0.56184771,0.40635808,0.44081526,0.5522905,0.48682712,0.82592942,0.45655901,0.42142563,0.29072136,0.52956253,0.40161664,0.30974073,0.65398526,0.48789508,0.64639608,0.48992171,0.30452546,0.22346629,0.33261425,0.55452498
43,15,1,0.31914767,0.27467159,0.368,0.29901511,0.29946401,0.50300903,0.33584326,0.37691855,0.44254064,0.38748209,0.26566537,0.55069412,0.51678507,0.40182955,0.40129743,0.22719892,0.41756635,0.34075445,0.45666679,0.40447384,0.57230441,0.45905933,0.53951249,0.55589662,0.5313896,0.27020121,0.56047129,0.2503294,0.46336099999999997,0.3902142,0.29661557,0.48901255,0.32272409,0.64634032,0.36330374,0.30829884,0.52462154,0.37831134,0.7277149,0.40397614,0.50353213,0.38230794,0.40145927,0.48844561,0.37561249,0.75130761,0.41039849,0.38026370000000004,0.30696223,0.46074532,0.3489505,0.34286407,0.61060815,0.50377002,0.59683345,0.45985782,0.28255814,0.21866312,0.29799863,0.55202317
44,15,2,0.31833432,0.30714125,0.48503177,0.20438001,0.33441005,0.41420626,0.35803429,0.36299157,0.36101259999999996,0.37613896,0.25863194,0.48208391,0.33593095,0.35793196,0.27031014,0.30614344,0.39779641,0.36492813,0.48386336,0.3232445,0.46721824,0.46027004,0.50348671,0.45078622,0.5910840999999999,0.22633189,0.39820908,0.25327903,0.41636524,0.38495594,0.29581923,0.44572166,0.27726036,0.64025648,0.31764864,0.34893883,0.51573,0.35095537,0.5870981,0.4304175,0.37476038,0.24234008,0.34591264,0.37502465,0.32744997,0.67368287,0.42110822,0.39820766,0.28841362,0.38040212,0.37496717,0.32574105,0.57422253,0.48861265,0.50273793,0.46513993,0.35087209,0.24472355,0.31606709,0.49066849
45,16,0,0.28821486,0.27827933,0.48018297,0.14576375,0.29793767,0.33660071,0.31099689,0.34577668,0.27853657,0.35058685,0.26373411,0.46571032,0.23131836,0.22580079,0.1702035,0.26471809,0.36884485,0.31915145,0.42091235,0.29023536,0.28570993,0.42621203,0.38709813,0.35296922,0.6239531999999999,0.20386149,0.33808912,0.264284,0.42082802,0.33045347,0.20817241,0.38288665,0.25791029,0.51267173,0.21077033,0.34846573,0.4691729,0.30304276,0.35082841,0.40045812,0.36001952,0.17224687,0.26291934,0.40372001,0.21555383,0.51203282,0.30262769,0.49266584,0.19017747,0.33722934,0.37718796,0.27701317,0.48796359999999994,0.48384355,0.39410427,0.40663187,0.33848209,0.25999849,0.32690317,0.38148982
46,16,1,0.25595188,0.25100551,0.47356544,0.12230379,0.2670027,0.31875627,0.23365071,0.22568881,0.22911181,0.32310957,0.19338675,0.39509486,0.24019006,0.22791969,0.15091087,0.19010374,0.29184395,0.32561348,0.29361424,0.25854892,0.25764831,0.3764147,0.31759575,0.25709267,0.48137189,0.22704279,0.30157669,0.20794155,0.34997007,0.2277742,0.1565001,0.31974001,0.20399596,0.27009190000000005,0.14605865,0.28741704,0.47813648,0.31923715,0.2988353,0.24014176,0.31589457,0.18187721,0.24258809,0.40356885,0.16376812,0.36642653,0.30625542,0.45029529,0.23425210000000002,0.26469289,0.31162691,0.19117196,0.31939645,0.48303766,0.32094122,0.36415909,0.35153206,0.21502829,0.27165035,0.22056149999999997
47,16,2,0.16670338,0.17926499,0.35648285,0.11984462,0.19056155,0.2763837,0.12953304,0.10368419,0.16357104,0.20385907,0.099508051,0.16135277,0.18531866,0.20901039999999999,0.12322047,0.18023455,0.18402051,0.25418912,0.19817239,0.18743435,0.25227238,0.36126757,0.27781991,0.18583975,0.32302437,0.20510813,0.21151671,0.13033779,0.24732624,0.13680063,0.16787776,0.20346363,0.17491254,0.1003587,0.12041969,0.18273868,0.26576859,0.21064244,0.20966207,0.1705679,0.10434860000000001,0.11101254,0.28440634,0.30690108,0.14393547,0.22696705,0.22839941,0.24491141,0.19807579999999997,0.1712918,0.20194856,0.1505775,0.20684174,0.35103717,0.17565605,0.34828579,0.24930075,0.1223185,0.1659081,0.11686912
48,17,0,0.17608235,0.2386805,0.35311817,0.19298342,0.26292063,0.35258503,0.11999469,0.26616319,0.14477488,0.26862537,0.20348670000000002,0.23341817,0.2448038,0.25311258,0.14205101,0.20668471,0.35310789,0.22377746,0.16414041,0.31406341,0.24081897,0.33822446,0.35861459,0.15547006,0.20833095,0.20038945,0.15649529,0.23240702,0.33066174,0.24435131,0.18994625,0.36994034,0.32927,0.16763961,0.15678414,0.20955385,0.22882341,0.16630615,0.29868766,0.27029994,0.18595137,0.2676567,0.32320958,0.38971409999999995,0.18318668,0.18775994,0.35463544,0.31645378,0.28154456,0.14851229999999999,0.35857392,0.08367660099999999,0.20738309,0.27809854,0.25486354,0.33593089,0.24230044,0.15953223,0.17875179,0.15312525
49,17,1,0.25405405,0.30085792,0.37440407,0.20452682,0.33247551,0.38060545,0.12809916,0.35172077,0.13454584,0.31156955,0.27196806,0.26606509,0.24084425,0.26449614,0.13408869,0.23444294,0.36048784,0.28527293,0.24587519,0.34344486,0.22206039,0.33243407,0.42029031,0.22684008,0.27481178,0.28426453,0.18581834,0.30158112,0.36860184,0.28669675,0.19990046,0.53958686,0.46289357,0.21109392,0.20252892,0.22117748,0.34225232,0.22570481,0.45296096,0.2818394,0.25602591,0.30281581,0.32165183,0.48523825,0.21095583,0.28295104,0.46722282,0.40667491,0.3419034,0.15331418,0.36609595,0.13340603,0.20604699,0.34005277,0.35999825,0.32887609,0.27602137,0.20559504,0.24388054,0.19198777
50,17,2,0.29446751,0.39671333,0.41261499,0.27121796,0.43280562,0.50065651,0.19127911,0.43011386,0.20383179,0.41456558,0.35161939,0.37172605,0.28628158,0.34530629,0.21126811,0.38366261,0.30516943,0.41727297,0.37743409,0.49053686,0.32629251,0.43433174,0.50125353,0.29192874,0.40649385,0.44905781,0.24179092,0.36036414,0.48177158,0.28885307,0.28547681,0.66279049,0.60101842,0.29203592,0.22584522,0.26464945,0.51685174,0.35367366,0.60520833,0.34832743,0.32065140000000003,0.32810672,0.42607184,0.5223398,0.43603347,0.45375083,0.52288382,0.47626013,0.44400745,0.24086758,0.34670583,0.24499637,0.33397835,0.46644514,0.47514871,0.43474309,0.32507857,0.24380402,0.30900929,0.27057357
51,18,0,0.35015674,0.49191279,0.46745616,0.31032605,0.53240806,0.70302726,0.30359988,0.53671984,0.31601184,0.50929218,0.43729937,0.48674996,0.31654635,0.41020283,0.30661157,0.49250338,0.40180861,0.52387298,0.45197085,0.67344875,0.41621931,0.46874507,0.62459445,0.40765306,0.54000388,0.57742039,0.27831191,0.4359915,0.57493039,0.35541944,0.34028469,0.75687828,0.72612921,0.38138275,0.34363734,0.29710231,0.60625084,0.45794217,0.64572671,0.46243409,0.49952964,0.4657152,0.60017889,0.54781466,0.66912526,0.5743469,0.6330425000000001,0.48426727,0.55338144,0.31409633,0.46766722,0.31204265,0.41478922,0.52544076,0.56041812,0.47898857,0.36902891,0.27138978,0.35050814,0.34141259999999996
52,18,1,0.37769211,0.58424678,0.49253367,0.36595094,0.62798168,0.81151637,0.32389424,0.59440911,0.3953864,0.58504064,0.47323642,0.49280426,0.33179924,0.47984861,0.40486093,0.50312134,0.5368235,0.57559284,0.47657468,0.77331259,0.37951045,0.48082592,0.77802006,0.45246738,0.59796182,0.66867228,0.27449015,0.49537342,0.63600406,0.38229816,0.34999005,0.84021904,0.75442743,0.45524453,0.40375751,0.29254879,0.60138313,0.51846564,0.73184875,0.49584234,0.54296237,0.58392157,0.68970473,0.63748275,0.82920117,0.63045777,0.80764325,0.52564208,0.6561789000000001,0.3966269,0.537837,0.3745901,0.49739691,0.52462383,0.63610917,0.47150184,0.39090195,0.35272991,0.37531018,0.44321454
53,18,2,0.39717868,0.58333189,0.42485388,0.41413103,0.63192177,0.80226133,0.27099613,0.59911844,0.36646653,0.52235263,0.46462406,0.48630264,0.26936452,0.46609773,0.45135519,0.42196662,0.54150094,0.53768145,0.48157885,0.67169811,0.39203142,0.51079118,0.75673113,0.41992305,0.64454067,0.66796139,0.26995716,0.49865245,0.56355877,0.39594527,0.37481585,0.81884961,0.68713364,0.57280677,0.40573043,0.26918326,0.55556699,0.49884635,0.79425033,0.48971389,0.54647675,0.60340084,0.68563446,0.70312192,0.76463078,0.63924095,0.85958467,0.55664744,0.62002427,0.48945353,0.54993194,0.46733705,0.59174153,0.50776636,0.63991428,0.5047152,0.37990258,0.41291014,0.4026685,0.50613788
54,19,0,0.40186393,0.49897292,0.35204066,0.43371873,0.54710351,0.73733929,0.21876185,0.54448736,0.28229346,0.35232605,0.4274343,0.51880302,0.23602392,0.42424597,0.40531414,0.40899414,0.45168041,0.48966428,0.4785147,0.50516436,0.41475522,0.5690767,0.7064109000000001,0.43300435,0.65041301,0.70275394,0.29627249,0.43368569,0.45534622,0.36937459999999994,0.42458690000000004,0.75028938,0.63973412,0.73479627,0.3952381,0.30022340000000003,0.57836186,0.44886437,0.79429954,0.48201227,0.55284878,0.43708775,0.6328716999999999,0.77055537,0.63929434,0.69277185,0.73238431,0.58988463,0.51828859,0.51684342,0.50113427,0.45696632,0.57727482,0.50212512,0.65397131,0.570593,0.34784727,0.47752572,0.41148451,0.48776446
55,19,1,0.36584767,0.47411576,0.34370521,0.48096287,0.5240842,0.71013039,0.21667552,0.51881578,0.31809509999999996,0.35059778,0.42118381,0.56623477,0.27634252,0.43868366,0.41726651,0.41975643,0.44238791,0.49844935,0.48961091,0.46417039,0.45328656,0.63346844,0.7076223,0.53188357,0.71435753,0.75503034,0.31696658,0.42347428,0.42211611,0.39198367,0.47487557,0.68761464,0.70553526,0.83751817,0.41613308,0.28114199,0.69130708,0.45788449,0.79546424,0.53550869,0.64739084,0.42320154,0.61446001,0.87328294,0.58319531,0.75776459,0.62890964,0.6267477,0.50399792,0.52304463,0.49600019,0.43716986,0.60200415,0.51512977,0.7165063,0.61902277,0.36534412,0.58135635,0.44403018,0.49368514
56,19,2,0.33893925,0.49244791,0.38206861,0.50499174,0.54736973,0.69253214,0.28626432,0.51133541,0.43000597,0.50160248,0.42368922,0.71337344,0.36333796,0.49538228,0.48425309,0.51435273,0.53124524,0.52777614,0.60091743,0.49874538,0.46159829,0.68616097,0.72992247,0.6469555,0.81584389,0.7835794,0.31907455,0.43337126,0.45688152,0.4748621,0.44944256,0.63222331,0.78737464,0.85595724,0.43426599,0.29665549999999996,0.82720153,0.53880597,0.76272966,0.60766704,0.75101171,0.52466088,0.60027939,0.93486691,0.6285628000000001,0.76058423,0.65477831,0.65398984,0.52787709,0.54343791,0.51049502,0.43418948,0.62323197,0.62229116,0.76840448,0.66360119,0.44959145,0.64731336,0.46976744,0.52244389
57,20,0,0.38239431,0.60187119,0.44609911,0.57255766,0.64821454,0.72818455,0.35511342,0.52243392,0.48572733,0.68641778,0.44926534,0.84575042,0.45160735,0.61186287,0.60383009,0.58894903,0.54705149,0.58593446,0.72118069,0.58611165,0.48991154,0.73282624,0.74247883,0.70805453,0.93988278,0.78308486,0.3128449,0.4632419,0.52278227,0.6233755999999999,0.38907028,0.56888078,0.84412656,0.83223144,0.42644606,0.35765162,0.9207068000000002,0.63881318,0.72486056,0.69409629,0.84794107,0.5702668000000001,0.6429318,0.96595465,0.78247067,0.73210585,0.75080361,0.78182942,0.61223428,0.61398586,0.56134632,0.4933931,0.67971666,0.73031364,0.83641533,0.74833078,0.55496543,0.73043845,0.5094956,0.57036441
58,20,1,0.43638905,0.76430581,0.53625413,0.70129076,0.8387051,0.79762925,0.34957515,0.56573677,0.52592957,0.65055075,0.48970431,0.89996915,0.51759994,0.74443243,0.63699458,0.61899865,0.55173585,0.6653774,0.77026145,0.69095507,0.50143358,0.76080434,0.70304007,0.74442958,0.9771847,0.79577791,0.35220223,0.48288615,0.66759479,0.68615947,0.29268366,0.50108628,0.88595196,0.8027852,0.39244911,0.37068139,0.90248119,0.75283005,0.74684219,0.82519665,0.93521477,0.50005143,0.71067918,0.94965495,0.92589717,0.69419577,0.89137201,0.90990249,0.70453314,0.69452055,0.66482795,0.55152249,0.72884128,0.77441683,0.90692792,0.78358679,0.65659962,0.85023637,0.52220213,0.5623361
59,20,2,0.40894688,0.86649635,0.61679288,0.80106442,0.94075678,0.81457099,0.27738791,0.52954098,0.56462203,0.37919078,0.43839549,0.73435138,0.531774,0.79832534,0.57364258,0.5082995,0.57887187,0.68222822,0.62356311,0.79409648,0.46132378,0.67704111,0.54536932,0.66507193,0.80765232,0.84032722,0.39107112,0.43290711,0.77569023,0.5213554,0.22251642,0.41488737,0.88229806,0.76226145,0.38931934,0.29923779,0.68874458,0.70989257,0.74576772,0.88590198,0.88880014,0.3454902,0.73918112,0.80926717,1.0,0.62744075,0.91509771,1.0,0.74059026,0.70018412,0.72250878,0.55797593,0.63727252,0.71768433,0.94681596,0.70271754,0.73722502,0.8471208,0.47958102,0.39103049
60,21,0,0.34237906,0.81274275,0.60185006,0.78203952,0.88261394,0.83640923,0.23243684,0.50549182,0.5477920999999999,0.29110379,0.39736931,0.51445319,0.45503896,0.72014555,0.44661868,0.36364456,0.52378907,0.60359893,0.32137288,0.83290216,0.42262468,0.53421593,0.49590233,0.454182,0.52694536,0.77718136,0.37360754,0.42712763,0.75829452,0.31110395,0.23974716,0.45187428,0.78644173,0.66182539,0.40570352,0.27321112,0.52402466,0.50179537,0.73043799,0.79921342,0.69085907,0.34346512,0.77126088,0.65468945,0.92926156,0.61884085,0.76304914,0.93297624,0.67810787,0.66665194,0.6730186,0.48369276,0.44042847,0.52830001,0.94095521,0.53099073,0.72432432,0.70194398,0.41892886,0.29365296
61,21,1,0.31425909,0.67683969,0.54921474,0.74992353,0.72605779,0.88312209,0.26560959,0.45202372,0.42269115,0.39450454,0.37659524,0.5312124,0.3930748,0.62111293,0.41824402,0.41946775,0.48123484,0.5774324000000001,0.30710375,0.81040654,0.45022876,0.52655682,0.53812202,0.34765808,0.52034183,0.68579553,0.34416452,0.41032820000000003,0.61116605,0.3414428,0.35380251,0.52635562,0.74743839,0.62068036,0.31440229999999997,0.29390236,0.54971133,0.47030788,0.69748196,0.68813208,0.57818601,0.38948891,0.81679765,0.59970424,0.75198413,0.64901101,0.62140926,0.7645241,0.58873432,0.64619237,0.58716002,0.42122607,0.24500115,0.46449113,0.93430721,0.52183929,0.71422062,0.66458962,0.42234553,0.3175368
62,21,2,0.33644836,0.61785572,0.58997713,0.75854897,0.65955559,0.87665724,0.35416509,0.49001421,0.43197219,0.57271305,0.42806065,0.64000463,0.39952485,0.56629939,0.5085044,0.55826793,0.48059733,0.58127661,0.48438916,0.82944952,0.54516547,0.56218087,0.62041251,0.40738541,0.61937187,0.67712057,0.40802057,0.44082769,0.68336413,0.52840461,0.46490145,0.65263111,0.77983363,0.67868195,0.40064568,0.32925948,0.64604666,0.55944192,0.6550689000000001,0.70290431,0.58357295,0.46127933,0.806024,0.61332238,0.73821601,0.68187393,0.64186948,0.67589617,0.60208239,0.63899691,0.63659049,0.43076488,0.34917070000000006,0.50018215,0.95206438,0.57521821,0.74912791,0.80533108,0.50715132,0.45582817
