,measure_number,beat_number,pid1263b-11,pid51495-01,pid52932-23,pid5667249-23,pid5667271-02,pid5667291-11,pid58917-05,pid610003b-15,pid9048b-15,pid9049b-11,pid9050b-11,pid9054b-11,pid9055b-11,pid9056-05,pid9058b-11,pid9059b-15,pid9060b-09,pid9061b-08,pid9062b-14,pid9063b-15,pid9064-20,pid9065-26,pid9066b-11,pid9068-19,pid9069-11,pid9070b-23,pid9072b-15,pid9073b-15,pid9074g-11,pid9075b-11,pid9088-21,pid9089-06,pid9090-20,pid9093b-17,pid9094b-11,pid9097-23,pid9099b-15,pid9101c-05,pid9103-19,pid9104b-11,pid9111b-13,pid9112-10,pid9113-11,pid9114-33,pid9116-18,pid9118b-15,pid9119-13,pid9127-07,pid9130-10,pid9138b-11,pid9139b-11,pid9153b-11,pid9158-13,pid9166l-09,pid9170b-11,pid9174b-11,pid9176-04,pid9185-04,pid9190-10,pid9192b-11
63,22,0,0.3981869,0.66788075,0.64194155,0.83452621,0.69803351,0.82033373,0.48348001,0.56656951,0.56829699,0.65854672,0.50562414,0.73759062,0.47892254,0.56992343,0.59864925,0.63971132,0.52885455,0.59842223,0.66798419,0.86842054,0.60565045,0.59064589,0.76996166,0.51282201,0.70215586,0.73377567,0.49117395,0.51233755,0.78969008,0.67390214,0.54157874,0.73484997,0.9063982,0.7652389,0.61251906,0.38585321,0.7579216,0.69812532,0.60060696,0.79628317,0.63453142,0.58148505,0.75218589,0.65862636,0.83758627,0.71033822,0.75401806,0.6543332,0.61171423,0.66269701,0.74711656,0.52179145,0.46520387,0.53848956,0.95320154,0.60522811,0.77708988,0.91058969,0.64673608,0.62580645
64,22,1,0.43346607,0.70121351,0.63971537,0.90096042,0.72330683,0.78194584,0.50041727,0.6180419,0.64620858,0.71554676,0.5548973,0.81482338,0.53223307,0.55719546,0.60925975,0.64728011,0.59771326,0.59508508,0.77488487,0.85973546,0.60954705,0.5866321,0.84104412,0.56889428,0.68999989,0.7342805,0.57452442,0.57925076,0.8464571,0.75284763,0.54250448,0.73478764,0.99673482,0.83226661,0.68896063,0.41567777,0.82369225,0.77027904,0.50878445,0.8654162000000001,0.66459886,0.65670203,0.71149324,0.6686165,0.96316425,0.67915298,0.82034798,0.65975141,0.59692518,0.66977464,0.77214223,0.59529117,0.55072564,0.55865891,0.87214836,0.5935121,0.81120365,0.94911239,0.75039591,0.69699944
65,22,2,0.42280776,0.67088433,0.55917662,0.80100324,0.69285106,0.68084253,0.34758364,0.53238381,0.57339981,0.64190941,0.47784273,0.79507944,0.56479324,0.38036299,0.46706656,0.58843482,0.61486383,0.49946346,0.7460565,0.63119043,0.48516852,0.51437069,0.70310327,0.50934259,0.63514949,0.61876552,0.54237361,0.5153321,0.74951209,0.6482770999999999,0.38441171,0.59487134,1.0,0.82124771,0.63087615,0.42617780000000005,0.84521102,0.74893648,0.43689304,0.86190682,0.5586262,0.59650273,0.61662077,0.59798225,0.94108006,0.6239021,0.69753559,0.61815685,0.46566556,0.60719546,0.52760465,0.57477587,0.56058512,0.56060188,0.65697166,0.52781427,0.81434632,0.83420418,0.77247958,0.58313893
66,23,0,0.29290858,0.55488426,0.4509479,0.6340613,0.58270623,0.57902799,0.16109741,0.40648107,0.44440153,0.46222422,0.33876608,0.70603887,0.51700313,0.27653729,0.289585,0.54536761,0.46822812,0.41219061,0.53725931,0.37838942,0.36016471,0.39160131,0.51601146,0.33751255,0.57261022,0.53891882,0.44033419,0.35320716,0.55678004,0.44672971,0.23343619,0.39687472,0.76868538,0.63266048,0.51064479,0.40365333,0.80281154,0.59901219,0.44934383,0.7339528000000001,0.29195953,0.44119576,0.52680348,0.41238909,0.74850759,0.57086464,0.54558906,0.53350501,0.36542504,0.50271027,0.36738544,0.46375899,0.58313753,0.47809192,0.49823303,0.39430397,0.72802483,0.63930808,0.68192531,0.50098142
67,23,1,0.25646022,0.50399613,0.39729606,0.54304765,0.53242581,0.49953497,0.12807449999999998,0.37765079,0.38550847,0.38458341,0.28187228,0.56739935,0.46663071,0.23396949,0.27437128,0.50028868,0.36154113,0.34410339,0.38387062,0.33603385,0.33617508,0.38009949,0.58814731,0.30224155,0.55364508,0.51473815,0.39129392,0.3107145,0.44424783,0.3400745,0.23922954,0.34348678,0.50371608,0.48655459999999995,0.42746839,0.3633353,0.67326672,0.42382291,0.46528871,0.59056963,0.22940185,0.28797814,0.46015155,0.30483733,0.5528813,0.47422143,0.45215572,0.48284576,0.33100392,0.38460009,0.34976240000000003,0.34816251,0.52191891,0.43536867,0.49302834,0.36874831,0.6537005,0.62477958,0.59965085,0.56785456
68,23,2,0.27419299999999996,0.47515147,0.38879797,0.47768398,0.50761394,0.40170512,0.16862529,0.36513087,0.31731096,0.39216373,0.27234648,0.4490128,0.43148822,0.20543021,0.29951124,0.47819576,0.36798559,0.34557740000000003,0.32592378,0.43698697,0.34893244,0.45305838,0.81169679,0.40756106,0.51478938,0.52870875,0.37026564,0.31231658,0.38995290000000005,0.28542159,0.28025085,0.38080313,0.51205007,0.45029774,0.34001435,0.35104146,0.56739151,0.34910231,0.41694554,0.5459331000000001,0.24400958,0.25865638,0.37455529,0.26967466,0.44252070000000004,0.41741975,0.41453646,0.46456531,0.37500271,0.34472676,0.37607756,0.24699136,0.40090993,0.47092722,0.54804934,0.47542518,0.63489158,0.65262497,0.52513249,0.62381948
69,24,0,0.35768872,0.45436813,0.42803558,0.34862666,0.48745208,0.46363636,0.23440938,0.40118308,0.31533303,0.40253333,0.30100217,0.42794231,0.38321608,0.22051087,0.31131254,0.48478124,0.39956344,0.40459654,0.33428219,0.5466738,0.35568095,0.49295941,0.9575906999999999,0.493727,0.46359492,0.51906533,0.3644473,0.34775708,0.36896615,0.29459847,0.31445351,0.42813641,0.64443753,0.45948797,0.32367501,0.38227873,0.55685338,0.41791766,0.36587106,0.51608609,0.34191516,0.26733526,0.42920745,0.41763391,0.39380607,0.47976202,0.39019848,0.46921439,0.41714880000000004,0.35116365,0.41769945,0.18513044,0.4932504,0.50968725,0.56452064,0.53290741,0.64518385,0.55384632,0.48368352,0.64961789
70,24,1,0.43573668,0.43277347,0.46684625,0.24455863,0.46571063,0.52039756,0.28533495,0.49261296,0.41476774,0.40096914,0.3737897,0.33315595,0.31590364,0.24440320000000001,0.28279570000000004,0.45823184,0.39614025,0.49444006,0.42080357,0.65671076,0.35616898,0.46255988,1.0,0.50228337,0.42295696,0.48402551,0.31714653,0.42344433,0.34398501,0.29411849,0.29580928,0.42260707,0.63604913,0.45712008,0.30975697,0.37056968,0.59101995,0.50840724,0.32153871,0.43703864,0.44936102,0.23776278,0.47893509999999995,0.57053566,0.33991546,0.54922389,0.37454972,0.45945612,0.40762529999999997,0.31967153,0.42386035,0.2149584,0.57994702,0.48264023,0.57235829,0.48760011,0.63291955,0.37977477,0.46940582,0.68399163
71,24,2,0.5067271,0.31194007,0.49604066,0.23647764,0.3382259,0.56962706,0.34707154,0.54092665,0.52086186,0.41877687,0.42145784,0.22637668,0.25857617,0.26727262,0.23226695,0.32814614,0.39982676,0.59539167,0.41676034,0.7353725,0.35415586,0.40193188,0.9663021999999999,0.47496654,0.35243177,0.47093065,0.21342759,0.47176139,0.31404668,0.24047568,0.18598447,0.35654884,0.56437068,0.47213626,0.29529190000000005,0.33221631,0.56185487,0.55486336,0.28456365,0.35448179999999996,0.55384274,0.24391514,0.52804969,0.60949721,0.27091097,0.55255107,0.36278382,0.37867051,0.37373508,0.24896156,0.38376675,0.28517083,0.51157567,0.44072287,0.58791987,0.41090615,0.57331867,0.26048529,0.44364362,0.70566326
72,25,0,0.51419131,0.29654244,0.52786785,0.26152811,0.31914667,0.59711863,0.42062438,0.50668351,0.57492129,0.51111889,0.41758227,0.25304643,0.33044496,0.32798983,0.20331467,0.35092467,0.41386598,0.69835973,0.35451644,0.79609998,0.33243862,0.38975891,0.83826318,0.49299933,0.34738201,0.43698293,0.38019709,0.45744745,0.2585157,0.23850562,0.22350189,0.32592823,0.51921014,0.61867586,0.3677428,0.33771601,0.58242686,0.58227702,0.47497539,0.46982453,0.61670217,0.38034073,0.55632048,0.49854749,0.41530366,0.51664293,0.35306393,0.25920203,0.33684369999999997,0.23407718,0.37072856,0.35167596,0.38047685,0.406467,0.59803184,0.40574102,0.44999214,0.44487716,0.39042334,0.70260639
73,25,1,0.4463272,0.30030554,0.63069886,0.32815195,0.33055871,0.77389441,0.4993741,0.48375425,0.54884543,0.57861979,0.41185375,0.32975474,0.51030058,0.43865443,0.19725407,0.54904826,0.30245998,0.8292867,0.4353628,0.68872787,0.29884093,0.37730958,0.74258417,0.53678488,0.37529276,0.38392351,0.55258783,0.43989938,0.29105623,0.3420159,0.3495222,0.35982548,0.61239991,0.73247527,0.35472155,0.3670412,0.65221105,0.62228712,0.66771654,0.80337108,0.62663294,0.52650595,0.72211614,0.32963523,0.63525707,0.58014126,0.38140211,0.2881953,0.30132831,0.33059361,0.41879791,0.40517729,0.46799125,0.48835874,0.56704864,0.3776388,0.31394563,0.65111046,0.33058171,0.67968788
74,25,2,0.30651529,0.35138354,0.76759339,0.43154096,0.39803706,0.81401477,0.58189819,0.52328102,0.48264925,0.46093348,0.46162278,0.47390097,0.59447269,0.58162848,0.2703368,0.66996843,0.22225764,0.8414207,0.4997643,0.66543474,0.33063901,0.46415223,0.71030843,0.58799766,0.42998321,0.33552096,0.60286204,0.50856441,0.39559968,0.53340497,0.45866016,0.44355801,0.71074399,0.76741923,0.36547395,0.40103818,0.69983843,0.69277525,0.78268537,0.87224479,0.62372204,0.5612279,0.76296959,0.434558,0.7738354000000001,0.67067996,0.50993928,0.40900288,0.37417929,0.4207468,0.55390787,0.45627171,0.57295554,0.58414934,0.46922673,0.46198146,0.30086424,0.76117223,0.28297275,0.73039981
75,26,0,0.31902059,0.48650981,0.8178094,0.51841316,0.54243575,0.84853652,0.62127304,0.62398599,0.51518556,0.40358342,0.54761594,0.58968842,0.58680607,0.69406126,0.36822181,0.67891746,0.33263114,0.83903871,0.41077709999999995,0.84350321,0.41281074,0.50355319,0.63543378,0.59807628,0.5218042,0.43339755,0.66977721,0.61936276,0.50759843,0.67360126,0.52357157,0.6424094,0.81365156,0.79965537,0.48903237,0.40940929,0.68144817,0.76400606,0.7824229,0.86662633,0.65314164,0.6415622,0.79941107,0.52479132,0.8747412,0.70266879,0.67896321,0.50915396,0.55231966,0.48784062,0.66795616,0.50461191,0.55742916,0.60651557,0.5555021,0.51207595,0.41024513,0.78922316,0.33069393,0.77199743
76,26,1,0.34825044,0.56834855,0.79145108,0.58226586,0.63192177,0.86593417,0.59612321,0.629887,0.54387135,0.41196224,0.54063471,0.68486812,0.54138022,0.74650748,0.47937439,0.63096978,0.41050516,0.85966298,0.41266273,0.91951955,0.38760866,0.48190504,0.56935491,0.59679659,0.58042477,0.49300955,0.70793488,0.64155237,0.57010331,0.78701913,0.55835158,0.71396136,0.84568141,0.84560651,0.55760022,0.40184638,0.66077328,0.76876487,0.7870981,0.85659953,0.68784168,0.79472838,0.81721975,0.59094315,0.88733609,0.67865954,0.82698097,0.58009202,0.68564866,0.53661806,0.70592449,0.61564494,0.55567842,0.60825983,0.61267495,0.46325025,0.40642678,0.77127619,0.36810275,0.78952618
77,26,2,0.39955096,0.5727675999999999,0.59046506,0.60486939,0.63133608,0.84839063,0.53725059,0.63393588,0.50178482,0.40918389,0.519691,0.70823693,0.48034569,0.69394435,0.52067004,0.60149752,0.44400942,0.81781305,0.4605287,0.82492706,0.44344975,0.50351371,0.70951839,0.6206089,0.64530613,0.51669569,0.67906598,0.60799844,0.49587551,0.79196217,0.55179176,0.75125991,0.81528415,0.94576124,0.56801184,0.40976411,0.63823569,0.6999279,0.8117126,0.87734463,0.69792332,0.82957248,0.79993367,0.62606638,0.7880520999999999,0.65961286,0.92397571,0.66179783,0.6822033000000001,0.62621152,0.6852807,0.67668201,0.63729555,0.583774,0.63965185,0.50548007,0.41419705,0.6540854,0.46843319,0.78204489
78,27,0,0.37769211,0.52926758,0.44429987,0.60919435,0.57601519,0.85698003,0.47039299,0.61229881,0.41786922,0.36852583,0.48346687,0.72088539,0.44210442,0.62118599,0.49640096,0.58700947,0.39827455,0.75742603,0.48915763,0.64395059,0.51398505,0.57616992,0.70920238,0.61430244,0.6998251999999999,0.53911458,0.60125964,0.5191202,0.37958313,0.71193495,0.46734023,0.73680883,0.79289435,1.0,0.53101964,0.39955976,0.67387389,0.64193525,0.80656988,0.84950298,0.70524494,0.80469302,0.81280778,0.66552744,0.64286577,0.69299742,0.87290168,0.68497459,0.61771653,0.73437178,0.61001266,0.65556902,0.58198572,0.55958624,0.65270294,0.58106722,0.39919862,0.63645215,0.5526154999999999,0.74420401
79,27,1,0.37528594,0.5433533,0.42066582,0.63179788,0.57672512,0.84641196,0.43898414,0.59087711,0.45752139,0.43994268,0.46339745,0.77471849,0.42903215,0.5939765,0.50491425,0.59200722,0.41723373,0.72541066,0.52634442,0.54233612,0.58904987,0.65741959,0.68925125,0.62417196,0.76067361,0.60761789,0.53120823,0.4852219,0.33535871,0.71548105,0.38095759999999995,0.70032054,0.80020213,0.95760069,0.51857233,0.34671792,0.76578403,0.63662124,0.82570538,0.77698159,0.75661164,0.78977821,0.80916966,0.73762734,0.56655452,0.7340514,0.80004082,0.68692487,0.61354526,0.78862866,0.60431741,0.62241338,0.52717116,0.59478048,0.69371064,0.64752092,0.40354337,0.67007432,0.63788266,0.7516853
80,27,2,0.40972634,0.60371822,0.47299619,0.65920352,0.63135383,0.84405945,0.48645778,0.58453101,0.54553328,0.59425077,0.47608111,0.85261453,0.43975164,0.62302724,0.54402382,0.61477673,0.45057169,0.6868506999999999,0.66881822,0.50167283,0.59807839,0.72545665,0.62567943,0.63250251,0.83868204,0.67039285,0.48616967,0.50239564,0.40243046,0.80571674,0.32048577,0.66789244,0.82826712,0.93185868,0.5479957,0.32969972,0.86684299,0.69096546,0.80661089,0.73964906,0.81289492,0.7468981,0.81144098,0.79783109,0.56102484,0.76347436,0.78044798,0.67644554,0.66236538,0.81948741,0.59629391,0.57015588,0.53302235,0.66867955,0.7553184000000001,0.72604157,0.47137806,0.68047036,0.67517925,0.76300378
81,28,0,0.53288147,0.73311353,0.5581600999999999,0.70129076,0.7608441,0.89357162,0.60479099,0.58625393,0.65799422,0.7767361999999999,0.5068377000000001,0.95225976,0.49987949,0.76256722,0.66951035,0.67330627,0.48217033,0.69406743,0.88086086,0.62665824,0.6121091999999999,0.8188135,0.66090465,0.74877886,0.93550709,0.81739319,0.5353041999999999,0.54255255,0.55618153,0.92076796,0.2872387,0.59651856,0.86993703,0.86898063,0.59228769,0.39282476,0.9448498,0.78592545,0.79262631,0.79921342,0.89936102,0.7303118000000001,0.86984181,0.85297404,0.66547619,0.74683848,0.82269504,0.76095317,0.77386292,0.87177788,0.73036512,0.65799208,0.71004377,0.77187773,0.85781141,0.84213984,0.6234208000000001,0.70273369,0.70171457,0.7847639
82,28,1,0.62610353,0.8680154,0.62189581,0.76546155,0.88859506,0.96763016,0.69958653,0.60207612,0.78428894,0.84834994,0.51745961,1.0,0.5594794,0.85294891,0.73005421,0.73988272,0.49767861,0.74571654,0.94747434,0.82583155,0.68730364,0.93651629,0.69345426,0.87127802,0.96222966,0.95999423,0.65532134,0.53374858,0.73082828,0.99211978,0.28658172,0.51603597,0.90453238,0.78711258,0.6763788000000001,0.38992049,0.93908676,0.93734227,0.81341864,0.91200622,0.97044728,0.64898746,0.9497598,0.86368715,0.80665114,0.69567608,0.93596612,0.87027881,0.88075581,0.95721019,0.89957495,0.79231888,0.9047109,0.85015952,0.91383835,0.97570413,0.79737586,0.74133212,0.74605649,0.80926715
83,28,2,0.66715242,0.93021008,0.61170013,0.82271977,0.95289649,0.98121638,0.59919581,0.51465204,0.80789532,0.67810459,0.38856121,0.94192503,0.62244207,0.89747487,0.68834977,0.65539919,0.54177119,0.7145384,0.70992131,0.96135966,0.74632454,0.94274096,0.64326044,0.83368183,0.80853203,1.0,0.77082262,0.43103552,0.82405215,0.78028512,0.29764085,0.34905173,0.91347275,0.71412998,0.69096942,0.35936658,0.68272427,1.0,0.74624344,0.95557092,0.87279908,0.46467374,0.96766899,0.81301347,0.91770186,0.59120836,0.96224297,0.99134734,0.91351925,0.9543379000000001,1.0,0.7789596999999999,0.86546879,0.83695616,0.94410427,1.0,0.90485544,0.70316641,0.76077062,0.68193227
84,29,0,0.53887995,0.87469576,0.51943075,0.73897351,0.89541034,0.92513905,0.21255975,0.50728654,0.61814309,0.54048851,0.37163661,0.73775258,0.6415168000000001,0.79873451,0.57549987,0.52065855,0.50387361,0.5216207,0.32746492,0.94780198,0.70379747,0.80754856,0.63413812,0.48430913,0.49061454,0.86055161,0.78126821,0.43879140000000005,0.78034817,0.58774267,0.37179972,0.41464696,0.84008396,0.78101702,0.6247063,0.33913529,0.45051507,0.81721826,0.65434711,0.87120754,0.58895989,0.37171328,0.91301682,0.73250082,0.87284334,0.51293511,0.82545028,0.89548139,0.80677805,0.95971424,0.90937746,0.58859543,0.48538355,0.59720919,0.90246676,0.81826689,0.86211502,0.59538723,0.72965896,0.47486123
85,29,1,0.48112344,0.796085,0.50256671,0.67217226,0.7967308000000001,0.84943011,0.14311699,0.50175882,0.43043901,0.55401932,0.40261503,0.65357859,0.62336023,0.69062719,0.50766018,0.54062246,0.45978796,0.45583293,0.35574936,0.85193542,0.62238829,0.73880086,0.6438081999999999,0.3514637,0.39636006,0.70899743,0.75633248,0.46159490000000003,0.62083322,0.60171932,0.46894286,0.50288487,0.66099666,0.85751629,0.61730786,0.33860963,0.52639162,0.72795443,0.62258038,0.7871899,0.45641640000000006,0.38252009,0.83288778,0.67755504,0.76252588,0.51203282,0.73432318,0.62404203,0.69257189,0.94299602,0.75154619,0.44265407,0.33279198,0.45172935,0.86657628,0.72495276,0.83995915,0.51586452,0.71954611,0.50045853
86,29,2,0.50045751,0.68065457,0.5849046999999999,0.66874656,0.69052605,0.7798304,0.21400121,0.60374162,0.42408389,0.63629801,0.54106532,0.7033395,0.58513044,0.59840426,0.56891496,0.64434822,0.46177673,0.49032463,0.51423288,0.84007975,0.55764831,0.72020582,0.69076813,0.40537805,0.40289504,0.6687444,0.7608569000000001,0.59348985,0.62744282,0.72397736,0.59375871,0.67315466,0.6722382,0.93192901,0.64345799,0.34368881,0.6904631999999999,0.73718365,0.57864173,0.8051517,0.47429002,0.40374156,0.76853732,0.63001643,0.70982574,0.52642709,0.74503801,0.49190358,0.72572537,0.87391368,0.73424553,0.41072611,0.38033863,0.51761368,0.90246676,0.73508504,0.89503457,0.51351702,0.78408878,0.63477596
87,30,0,0.61976616,0.61338489,0.6256060999999999,0.74918945,0.6221248,0.78075134,0.35082695,0.69532944,0.55634751,0.70718981,0.67540517,0.73711245,0.59543676,0.54892448,0.64269972,0.68217411,0.48142194,0.53787012,0.6895964,0.94977631,0.54131463,0.71688951,0.74668184,0.48491134,0.4315941,0.69863282,0.85123393,0.74222914,0.70852741,0.84884304,0.67582122,0.76422402,0.83759621,0.93911474,0.60903955,0.36082528,0.7705797,0.81577619,0.52348261,0.89316276,0.58647497,0.44527162,0.76723081,0.57815314,0.71044686,0.49173140000000004,0.81014337,0.4719956,0.78939955,0.86050965,0.80859422,0.47421048,0.41231283,0.60923131,0.93080826,0.74492036,0.94681018,0.49236794,0.86087661,0.71314456
88,30,1,0.67754808,0.56608724,0.62755781,0.79360127,0.57587321,0.80320051,0.38739473,0.78665882,0.6541437,0.73801424,0.74481301,0.78659571,0.63444698,0.46332125,0.71048609,0.6448083,0.50783037,0.57718477,0.79943431,1.0,0.51788928,0.65682739,0.75200143,0.53171629,0.39909059,0.66735352,0.90377035,0.83754567,0.82668037,0.86947489,0.66137766,0.77504229,0.90919692,0.91088761,0.47553583,0.38526184,0.80132961,0.83993078,0.38017552,0.91978563,0.57811502,0.47507554,0.78241643,0.53458429,0.65856625,0.36553834,0.82590949,0.39389507,0.80596546,0.84069819,0.90740741,0.52758259,0.42477539999999997,0.62937858,0.90587824,0.65271304,1.0,0.4685901,0.99557329,0.77554501
89,30,2,0.66631365,0.44546098,0.59075985,0.68544687,0.46975721,0.75385247,0.32751688,0.74140332,0.67878001,0.71317312,0.70635749,0.75664816,0.66709897,0.2850567,0.66943037,0.49009472,0.53675421,0.55526338,0.79468398,0.77465474,0.39905445,0.5102911,0.51461046,0.49524088,0.37232232,0.55472332,0.78485004,0.77892735,0.82925655,0.73329035,0.48907028,0.59813908,0.89341522,0.80006564,0.33807729999999997,0.38783757,0.77375966,0.75448843,0.34479987,0.82396923,0.42659744,0.29068467,0.71614641,0.45723299,0.40970497,0.21595635,0.6689626999999999,0.29843428,0.62834514,0.74002062,0.73776775,0.49899847,0.47181525,0.52896239,0.69264346,0.51904976,0.94712445,0.40352016,1.0,0.7
90,31,0,0.52725578,0.29457458,0.58113342,0.36593259,0.32097473,0.63003556,0.24351339,0.70207756,0.57505003,0.51841481,0.64147767,0.70286133,0.65398079,0.21484101,0.51382742,0.43142084,0.47430531,0.51624353,0.6888349,0.52327368,0.34673631,0.3850608,0.31011672,0.33394112,0.37281358,0.4656041,0.60447301,0.69025873,0.73888209,0.47798553,0.36798726,0.41196688,0.62478426,0.6773339,0.28766927,0.39865300000000004,0.73867718,0.50392242,0.40521654,0.60256721,0.40254704,0.16273224,0.59494282,0.36523168,0.29576432,0.29129718,0.51492423,0.25358467,0.43153698,0.65458094,0.50999355,0.40659882,0.54721262,0.39649824,0.53294262,0.38790606,0.78359522,0.34652041,0.84770871,0.58901134
91,31,1,0.45386766,0.25093646,0.52915883,0.32370466,0.27646244,0.50279931,0.22244139,0.68224957,0.48039044,0.33042736,0.57554088,0.55701836,0.6294545,0.19876666,0.44251311,0.33576906,0.43802231,0.46030211,0.59333865,0.48327174,0.34599664,0.31503658,0.42536763,0.31150887,0.38054816,0.40412729999999997,0.49771208,0.63963586,0.63246507,0.31791676,0.31119849,0.26723355,0.45032263,0.63663431,0.28955251,0.34619883,0.7040578000000001,0.31749225,0.44153543,0.45073040000000003,0.42720092,0.16928962,0.49035195,0.31150181,0.29846446,0.27963796,0.43875198,0.26294465,0.41311838,0.53272942,0.49949853,0.29310233,0.5032481,0.42776238,0.56450315,0.30726177,0.6103236999999999,0.32009217,0.72058108,0.56421849
92,31,2,0.41608913,0.30071982,0.57977128,0.33972594,0.32695584,0.39210358,0.25263637,0.64189005,0.43252227,0.27574627,0.50913433,0.45521364,0.5798166,0.19857669,0.41857283,0.31739287,0.42353959999999996,0.46724762,0.56315045,0.5732444999999999,0.35321031,0.35201611,0.58298572,0.40655738,0.39012213,0.41566644,0.46092545,0.60701024,0.57498244,0.31085321,0.30057734,0.25922892,0.46613543,0.62453697,0.24818402,0.32876667,0.67844316,0.32078016,0.39385663,0.41153946,0.49357472,0.22490518,0.38388173,0.28425238,0.35313147,0.28151302,0.39539772,0.31768988,0.49884071,0.41380909999999993,0.55140053,0.22974719,0.41701221,0.50369275,0.61147656,0.35850805,0.49950503,0.33269507,0.65092587,0.56471724
93,32,0,0.4100144,0.33700437,0.67345362,0.36166881,0.36674712,0.36012583,0.30443441,0.63038952,0.42299545,0.29893569,0.51310123,0.4561777,0.5082462000000001,0.23483166,0.43989158,0.38333784,0.44461922,0.48361497,0.62136926,0.65644816,0.35289767,0.40157656,0.7480406999999999,0.5285546999999999,0.46909024,0.49202048,0.43982005,0.60199437,0.55424289,0.33542517,0.39148915,0.36044876,0.5585711,0.63532142,0.24500045,0.35187594,0.66650544,0.3754921,0.36448491,0.39259227,0.51658679,0.2611829,0.35145022,0.3904765,0.38700828,0.39555343,0.34838002,0.42567642,0.5850506,0.39514656,0.59714163,0.21741378,0.51587192,0.50329532,0.62083625,0.41876181,0.40258485,0.42003916,0.59261799,0.57291449
94,32,1,0.42118106,0.37544665,0.73793139,0.44077812,0.40392943,0.36164858,0.36097413,0.61122198,0.41096403,0.28486890000000004,0.47322337,0.43057227,0.40089061,0.28751169,0.41728428,0.35421741,0.44165339,0.43460727,0.63070675,0.69165532,0.33712063,0.39668105,0.90152952,0.54493142,0.47600224,0.5899795,0.41778919999999997,0.55556387,0.52300346,0.28821549,0.46862433,0.38877215,0.57670061,0.69685141,0.29170478,0.36212629,0.6076813,0.42884851,0.34896654,0.34920909,0.5927405,0.28590164,0.34967136,0.53100887,0.38939786,0.47849318,0.32685851,0.59368219,0.62393551,0.39767271,0.64000525,0.22025685,0.53164018,0.42962808,0.6481543000000001,0.41328174,0.36405563,0.42373890000000003,0.50156494,0.55684177
95,32,2,0.44594595,0.3637776,0.70927573,0.51919618,0.38344809999999996,0.37589131,0.47117062,0.58161639,0.38259424,0.25093797,0.44544197,0.37953879,0.2487404,0.36807342,0.33729672,0.22294993,0.51943732,0.43289742,0.57245168,0.7012838,0.39063596,0.41318366,0.89056377,0.51257109,0.50798021,0.72790307,0.44201371,0.53190693,0.49820448,0.21655563,0.5521302,0.33783278,0.5437845,0.7636564,0.35033629,0.36918326,0.5063239,0.47402841,0.37056266,0.33703864,0.67281683,0.33321761,0.36652529999999994,0.65153467,0.38069358,0.49852674,0.37770805,0.71192144,0.631758,0.36622478,0.68242711,0.27320895,0.44322737,0.45091242,0.67100245,0.42973994,0.37203803,0.41460855,0.44081302,0.52040061
96,33,0,0.55135135,0.36962939,0.60005083,0.61038111,0.38634105,0.4419349,0.63915864,0.51073239,0.39100921,0.34183612,0.40278466,0.40209779,0.17830623,0.51902619,0.24569448,0.21483987,0.63495946,0.47332052,0.5018675,0.73121961,0.49165777,0.47810181,0.81908103,0.48046169,0.6043596999999999,0.81242724,0.47494430000000004,0.46283764,0.5274272,0.22912816,0.69761099,0.30788888,0.53502293,0.85882918,0.44711685,0.43688809999999995,0.50662235,0.55561324,0.51008038,0.38848647,0.75852858,0.4055802,0.43509678,0.7489977,0.39640269,0.53137556,0.47695801,0.77180332,0.69692734,0.26976727,0.7681663000000001,0.33893870000000004,0.45131306,0.41323427,0.71039188,0.48399172,0.42243086,0.54457534,0.48556643,0.59801303
97,33,1,0.62820469,0.4709223,0.67285388,0.689729,0.49110819,0.60487827,0.71060618,0.55512642,0.39799633,0.49247985,0.44215361,0.45585377,0.25081773,0.6452683000000001,0.30881543,0.30838069,0.67647426,0.57736165,0.52752294,0.70113791,0.58052463,0.53236037,0.79404205,0.5699816,0.71279233,0.82343063,0.54980291,0.50579445,0.71420021,0.32286697,0.79196695,0.344208,0.61550183,0.92607962,0.62109228,0.47182469,0.58271501,0.63530896,0.70926017,0.50133979,0.84897054,0.52030215,0.60542502,0.82951035,0.54193409,0.62768042,0.59477524,0.75930504,0.81307287,0.25309324,0.78711465,0.40650997,0.58309145,0.38509433,0.80129461,0.5247008000000001,0.48878064,0.72134056,0.5845751,0.72080283
98,33,2,0.7154537,0.65878373,0.7880864000000001,0.78210069,0.70367741,0.8502234000000001,0.73234201,0.67866014,0.38386995,0.65647936,0.55049978,0.41497763,0.35803559999999995,0.76246493,0.44358838,0.30152458,0.69669462,0.70335955,0.64035247,0.64721844,0.68498551,0.61292573,0.83587199,0.72230679,0.75777171,0.84861067,0.62918595,0.64599928,0.86995498,0.42388423,0.88257018,0.37581694,0.71236881,0.95577203,0.65541207,0.42598068,0.64370028,0.71037566,0.86048228,0.59889359,0.91817536,0.5969206,0.85186227,0.94249096,0.67650966,0.70849135,0.63972652,0.74969098,0.93185118,0.33082192,0.75876973,0.49047734,0.73469247,0.52073789,0.8446815999999999,0.60183569,0.56110937,0.85530999,0.63886776,0.87040463
