,measure_number,beat_number,pid1263-12,pid9048-12,pid9054-12,pid9055-12,pid9058-12,pid9059-12,pid9060-12,pid9062-12,pid9063-12,pid9066-12,pid9067-12,pid9068-07,pid9072-12,pid9075-12,pid9087-06,pid9088-07,pid9090-05,pid9093-12,pid9097-14,pid9100b-16,pid9101-12,pid9104-12,pid9105-12,pid9111-12,pid9118-12,pid9137-08,pid9138-12,pid9139-12,pid9166d-19,pid9170-12,pid9173-17,pid9174-12,pid917803b-07,pid917807-07,pid9186c-12,pid9192-12
0,1,2,0.35197561,0.15663869,0.40885748,0.31065171,0.17121095,0.30470489,0.19429931,0.041576399,0.12893933,0.3175717,0.31475733,0.19932376,0.15293522,0.2679269,0.14823012,0.15090358,0.34989394,0.2717855,0.33090749999999997,0.13761066,0.17123032,0.11601443,0.08265183400000001,0.25853458,0.031051227,0.064982906,0.20420583,0.21257133,0.50296076,0.14877832,0.05586225400000001,0.13409217,0.2032349,0.078894772,0.17900961,0.12664055
1,2,0,0.35145206,0.16183058,0.41006291,0.31101628,0.17343922,0.30645294,0.19480536,0.042234347,0.13245295,0.32647124,0.31506568,0.19962988,0.15383493,0.26870035,0.15656942,0.15132135,0.35253007,0.2720249,0.3310244,0.14766524,0.18631343,0.12333179,0.089536981,0.25958955,0.035233253,0.068693119,0.20622232,0.21504907,0.50280285,0.14931942,0.064004087,0.13581751,0.20805721,0.086938691,0.1806192,0.12753663
2,2,1,0.342675,0.23990072,0.4721181,0.33145333,0.26851034,0.35231452,0.2503068,0.16298109,0.26354874,0.5703039000000001,0.36569573,0.24142873,0.27015333,0.31123987,0.26734679,0.28582683,0.40448019,0.30456168,0.33418091,0.27374891,0.33730045,0.20160367,0.29827621,0.33915767,0.16731410000000002,0.14331873,0.26118373,0.30957876,0.49814459,0.29495936,0.25912837,0.18994673,0.31262997,0.14896693,0.21768909,0.24969336
3,2,2,0.3408272,0.30322047,0.49939728,0.34803028,0.33955903,0.39489437,0.28971572,0.23242932,0.33685732,0.67868756,0.4039098,0.27114989,0.33079789,0.33841535,0.36267075,0.37532526,0.45158719,0.3392313,0.33811194,0.362965,0.44529106,0.25667197,0.43699472,0.4077145,0.24316258,0.23568402,0.32035817,0.39699729,0.4943285,0.38404839,0.36999196,0.22841825,0.37122788,0.20218294,0.24699023,0.32914821
4,3,0,0.34091959,0.34254813,0.50981687,0.36151916,0.37923885,0.41633272,0.33978973,0.27435877,0.37810254,0.73122907,0.43001624,0.29138142,0.37813568,0.35376629,0.39878468,0.407983,0.47423338,0.35777401,0.34066929999999995,0.40280262,0.48938319,0.28937785,0.52254961,0.43265474,0.28099657,0.26522849,0.3462965,0.42933225,0.49001237,0.43138858,0.41457859,0.2509032,0.40431628,0.22598764,0.26288905,0.36833049
5,3,1,0.34245943,0.37487389,0.51704949,0.38161309,0.41405109,0.43264236,0.3701403,0.29690551,0.41638469,0.75602064,0.46167287,0.30930317,0.42547346,0.36977269,0.44018477,0.44474683,0.4947584,0.37988596,0.34480491,0.43809917,0.52504337,0.31746764,0.64047571,0.45400148,0.32083386,0.30223431,0.3754156,0.46349319,0.4851962,0.46169015,0.44383961,0.27234831,0.43299136,0.24992213,0.27913279,0.39930153
6,3,2,0.34569308,0.38976553,0.518354,0.39636722,0.43588311,0.44626396,0.38858596,0.31364840000000005,0.43674208,0.76983448,0.48794376,0.32473423,0.44703903,0.38352429,0.47555764,0.46933563,0.51209554,0.40310786,0.34880900000000004,0.46085042,0.54546453,0.34441196,0.69095343,0.47069974,0.3612813,0.32753888,0.4085917,0.49382466,0.47993263,0.48136213,0.46420675,0.28385827,0.45175378,0.27132326,0.28911883,0.42986371
7,4,0,0.34828000000000003,0.39943097,0.51685134,0.41189338,0.46384467,0.45231617,0.41342054,0.32892027,0.44782617,0.77653358,0.50445043,0.33626927,0.46419189,0.39121942,0.49494849999999996,0.47609158,0.51929278,0.41930008,0.35151249,0.47082703,0.54599152,0.35844831,0.72008419,0.48708481,0.39499174,0.34682429,0.43478209,0.5126677,0.47322157,0.49568323,0.47723771,0.29187124,0.45947132,0.28855838,0.29557362,0.44575809
8,4,1,0.35428536,0.40159006,0.51216169,0.43037893,0.49510537,0.45284388,0.42022697,0.33349381,0.45130137,0.77619129,0.50860279,0.34630155,0.46917120000000007,0.3967122,0.5107576,0.45646829,0.51899852,0.43242361,0.35506357,0.47121692,0.52021256,0.36839856,0.73057393,0.47432622,0.42593109999999995,0.35953677,0.46070841,0.53067384,0.46458931,0.49730653,0.48316696,0.29490505,0.45873192,0.30070602,0.29808656,0.4511925
9,4,2,0.36386314,0.39448727,0.49802672,0.43168708,0.48854315,0.44285031,0.40868894,0.30484902,0.42638963,0.76619154,0.48599091,0.33557355,0.45476554,0.38980362,0.5107329,0.3942085,0.48879952,0.42156351,0.35916995,0.45353424,0.43896708,0.35921766,0.71450524,0.43613286,0.42150756,0.35325276,0.46051637,0.50838173,0.45603599999999994,0.43999808,0.47951561,0.29168597,0.42622117,0.29509941,0.29223947,0.42783646
10,5,0,0.35696468,0.36228258,0.45393748,0.41635393,0.45688583,0.42597998,0.38466404,0.27628447,0.38750389,0.66582724,0.45645158,0.31847276,0.41505125,0.38048294,0.49833263,0.36298312,0.45755833,0.38896143,0.36082128,0.4238567,0.39015393,0.3396249,0.67722322,0.38051595,0.40800814,0.33663986,0.45632734,0.47556491,0.44693002,0.36844067,0.46177811,0.27765169,0.38255003,0.27578778,0.27964195,0.40335605
11,5,1,0.34230544,0.30029459999999997,0.3893063,0.38774635,0.41816149999999996,0.40587741,0.34382551,0.22867956,0.34163115,0.48152857,0.40547207,0.30230422,0.33993235,0.37704832,0.47973223,0.32058536,0.41405608,0.32264734,0.367032,0.38810146,0.34011111,0.30823546,0.61528696,0.28393637,0.38901741,0.31229836,0.44984576,0.41898506,0.41792773,0.26400847,0.37573697,0.25981936,0.33019086,0.24996885,0.26697873,0.38255537
12,5,2,0.32780019,0.24199927,0.33240311,0.35828097,0.38343940000000004,0.39357509,0.30439128,0.21233785,0.31061036,0.370211,0.34727732,0.28947515,0.26809292,0.38448127,0.45194279,0.26498603,0.38030138,0.24490729,0.38095864,0.35952479,0.29153949,0.27549538,0.55455335,0.18635127,0.36682344,0.29375933,0.44631689999999996,0.35728234,0.40021581,0.19492809,0.23867748,0.23547939,0.28249919,0.21842652,0.25487394,0.36962521
13,6,0,0.31954667,0.20696961,0.31179511,0.34803028,0.35994879999999996,0.39985818,0.28469314,0.22129503,0.30790335,0.38331581,0.32115033,0.29054656,0.24348826,0.39509976,0.43228022,0.24674736,0.37940632,0.20385871,0.39209411,0.34691069,0.29026591,0.25839873,0.53263847,0.082434682,0.35579001,0.29315741,0.44666499,0.3191144,0.39408374,0.19810254,0.18630243,0.21276979999999998,0.27048385,0.18929295,0.25508746,0.37766609999999995
14,6,1,0.30689229999999995,0.24070786,0.34500239,0.38673844,0.35050208,0.42668909,0.27853194,0.25993207,0.34203354,0.49157722,0.33831479999999997,0.3201564,0.28232688,0.42210482,0.43479979,0.35947385,0.41314876,0.22414469,0.41369282,0.37518921,0.35682133,0.26448513,0.54740429,0.15014423,0.35045125,0.3136948,0.45149016,0.31421978,0.39905782,0.27653793,0.21177811,0.20260999999999998,0.30225519,0.180312,0.27305576,0.40698467
15,6,2,0.30164762,0.30015336,0.3976783,0.43844224,0.36103049,0.48780488,0.31227307,0.31140175,0.41318384,0.58697831,0.39946965,0.36937163,0.3535997,0.47623293,0.47538473,0.48000668,0.47067767,0.31024201,0.44291977,0.45018577,0.45372302,0.28939495,0.5802432,0.3229869,0.35561205,0.32982617,0.46234081,0.38241485,0.42484933,0.37262517,0.28993032,0.21194071,0.3634179,0.20592068,0.30020531,0.42500852
16,7,0,0.2994549,0.34710844,0.45106425,0.46055199,0.38203321,0.54804664,0.35355439,0.34617133,0.46253178,0.64039999,0.46500298,0.40362888,0.41577239,0.51326656,0.51473458,0.52775192,0.50188207,0.36576129999999996,0.45848312,0.50688042,0.51680903,0.31003059999999993,0.60710229,0.39034039,0.36473878,0.33745847,0.46822225,0.42537597,0.45393057,0.43633062,0.35017754,0.23300139,0.4162623,0.2235685,0.31996387,0.43514480000000005
17,7,1,0.29582705,0.40433432,0.50489605,0.48819455,0.42843751,0.60866769,0.41199094,0.38588890000000003,0.52261628,0.68220826,0.52241659,0.43940279,0.51108326,0.56892845,0.56063039,0.56905154,0.52542331,0.42439279,0.47637001,0.56547865,0.58718517,0.34374519,0.63756932,0.44889145,0.38472099,0.34357394,0.47207519,0.49100961,0.49167040000000006,0.50615651,0.43070816,0.26662807,0.48105273,0.23816643,0.33208508,0.44640545
18,7,2,0.28604601,0.44935227,0.54091052,0.51311359,0.4600768,0.6750606,0.44368255,0.41830485,0.55985587,0.70714652,0.54597406,0.46479657,0.5665253,0.62194227,0.59918978,0.59745995,0.51864295,0.45788718,0.48082712,0.6074491999999999,0.63329747,0.37946009,0.65854881,0.48185939,0.41032159999999995,0.34403140000000004,0.46775413,0.55068347,0.52801537,0.56241884,0.48546161,0.30048634,0.52354545,0.24758605,0.33265993,0.45325383
19,8,0,0.27037356,0.47855039,0.56141944,0.52716004,0.49265355,0.70556902,0.45611882,0.44221562,0.5714338000000001,0.71088726,0.54901638,0.48085379,0.59945743,0.65166094,0.63283354,0.58487909,0.48174941,0.45732132,0.47322812,0.62446677,0.64236622,0.39823221,0.6438164000000001,0.48883211,0.43485446,0.33924014,0.45278648,0.57429434,0.54014791,0.60819585,0.54520635,0.33221399,0.53856463,0.24935887,0.32167199999999996,0.44659284
20,8,1,0.24004188,0.48036644,0.56168365,0.50067552,0.48625358,0.69984663,0.45554951,0.44724384,0.56441022,0.67619374,0.53329085,0.49198531,0.60083103,0.65963137,0.65222439,0.49461673,0.41307520000000003,0.43024724,0.45027035,0.6173569999999999,0.62115456,0.39371869,0.61034275,0.47665046,0.44787085,0.32250686,0.42534778,0.5791636,0.52517304,0.62558319,0.58389723,0.35541918,0.5280511999999999,0.23242745,0.30222551,0.41890971
21,8,2,0.21972837,0.43318939,0.52405093,0.45045142,0.45394725,0.65908079,0.43971003,0.4362513,0.53274925,0.57416689,0.49466565,0.48731007,0.57354784,0.64446396,0.64612306,0.38387166,0.32620557,0.37579438,0.40492474,0.56923994,0.5667201,0.37055273,0.5376495,0.43242397,0.43149867,0.28723455,0.36431289,0.55053131,0.49564439,0.61464095,0.60304167,0.36280686,0.48978696,0.20506411,0.26881826,0.37011925
22,9,0,0.20874011,0.36541023,0.43910897,0.41669705,0.40920154,0.56645063,0.40987817,0.40493193,0.4954365,0.49783624,0.41357124,0.46233372,0.5197712999999999,0.60310427,0.61406022,0.29957745,0.27331135,0.31853399,0.34012859999999995,0.49915142,0.47732812,0.31346703,0.48837442,0.37163109,0.39183933,0.27254779,0.29703648,0.46945297,0.46519462,0.58122505,0.60620729,0.36104678,0.43114284,0.18728651,0.23918863,0.29410562
23,9,1,0.21147177,0.31740587,0.37698773,0.40059188,0.35495502,0.50038754,0.37530205,0.35716387,0.46355605,0.44519694,0.36179004,0.41048867,0.43606738,0.55575365,0.55094731,0.22447421,0.24750181,0.27363541,0.2750548,0.41394890000000006,0.38139259,0.27853858,0.45663794,0.32353087,0.35792551,0.27237926,0.26365633,0.39846821,0.43869253,0.54112356,0.59197039,0.35016211,0.37044226,0.17533095,0.23022091,0.24729131
24,9,2,0.22391365,0.28364744,0.32112485,0.39137055,0.32035912,0.40934052,0.3384993,0.30129182,0.44085746,0.41585779999999994,0.31796411,0.34385262,0.33335623,0.49585748,0.47916409,0.1873499,0.24603048,0.22577697,0.21297676,0.3454658,0.26771481,0.23280505,0.45827487,0.26341383,0.29726706,0.28083016,0.24710429,0.33265705,0.4217175,0.48023183,0.57106727,0.33376563,0.3098341,0.16994238,0.23659358,0.20693356
25,10,0,0.23958917,0.26635457,0.30745224,0.38332869,0.30164596,0.33908871,0.29080374,0.22881864,0.42229254,0.43351018,0.28359406,0.27543552,0.2540135,0.41530112,0.41656992,0.19597746,0.28264201,0.20393706,0.183516,0.32659052,0.20305,0.19844079,0.49485535,0.25337509,0.22648278,0.30184909,0.24908478,0.29421014,0.41671711,0.41153624,0.55465295,0.29747568,0.27963399,0.17964232,0.26272481,0.2153833
26,10,1,0.24819685,0.28562492,0.35139286,0.37082627,0.32100813,0.2927324,0.23903445,0.19193078,0.42715783,0.51614875,0.31512735,0.21433739999999998,0.24980684,0.33928056,0.40703505,0.29098331,0.35379296,0.24129451,0.21499342,0.36080914,0.23183505,0.20044109,0.57249282,0.32728921,0.19346892,0.31993066,0.28066448,0.27721843,0.41571703,0.40512722,0.55175533,0.26679018,0.28802163,0.20193635,0.28126796,0.28393526
27,10,2,0.25654892,0.31514589,0.39914794,0.37856791,0.35023166,0.27243193,0.23491011,0.21577737,0.43421799,0.59663578,0.36694966,0.23921634,0.30583266,0.30236491,0.44971964,0.36966745,0.41243762,0.31052494,0.26590677,0.40241273,0.3118289,0.23090732,0.61942941,0.41673123,0.21782891,0.3229884,0.3340175,0.31264741,0.41708556,0.44337694,0.55446871,0.233673,0.30542077,0.23346571,0.29453888,0.3462862
28,11,0,0.26414647,0.34739094,0.42507307,0.39911218,0.37498423,0.27051897,0.26479258,0.24872824,0.44030874,0.66790543,0.42514441,0.26954973,0.35045758,0.2971081,0.49255243,0.40786364,0.44679312,0.36160442,0.29943007,0.43183799,0.37495883,0.26236515,0.65173381,0.46868869999999996,0.24198297,0.32411999999999996,0.36779374,0.35428977,0.42484933,0.49553894,0.55686386,0.22213756,0.32623966,0.26218658,0.30672579,0.39172061
29,11,1,0.28004681,0.40451592,0.45415215,0.43494671,0.41915304,0.27963852,0.32516478,0.28692931,0.45607521,0.72022689,0.47945403,0.30241554,0.39963256,0.31141029,0.54027617,0.44345771,0.47731090000000004,0.41492557,0.34154611,0.46222650000000004,0.44138249,0.31068028,0.6864100999999999,0.50520069,0.27573408,0.32994655,0.41071621,0.4116558,0.44261389,0.55952095,0.55838805,0.2289069,0.35607006,0.28726055,0.31933974,0.42911414
30,11,2,0.29554064,0.43300779,0.47203554,0.46812206,0.4511529,0.29937829,0.36261276,0.32204659,0.47495107,0.76526246,0.52157379,0.34431179,0.43692588,0.34926981,0.57947781,0.46678126,0.49800758,0.44297902,0.37160602,0.47727168,0.50883819,0.36682567,0.71460547,0.50818429,0.30074997,0.33899937,0.45155018,0.47219193,0.46266811,0.60021163,0.56024722,0.24499768,0.38423679,0.30825936,0.32990063,0.46838159999999995
31,12,0,0.3069231,0.44927156,0.48404036,0.48986726,0.48025023,0.31671037,0.3950761,0.35884886,0.48887019,0.80340334,0.53925216,0.38292425,0.46429491,0.37949975,0.60736605,0.46904915,0.50267904,0.45925829,0.38028642,0.4731205,0.54159988,0.39216290000000004,0.73819069,0.48149674,0.31226643,0.34583715,0.47489587,0.4992265,0.47774824,0.63211245,0.56157041,0.26273738,0.40272194,0.31947256,0.33348115,0.48151618
32,12,1,0.31748329,0.44701158,0.48382569,0.51309215,0.48921019,0.33402596,0.40189517,0.3778384,0.49666197,0.81966211,0.53670319,0.4280069,0.46486152,0.40795994,0.63137613,0.44684762,0.49222036,0.45875773,0.38347216,0.45176827,0.5612524999999999,0.40908858,0.73852475,0.43239099999999997,0.31089361,0.35144701,0.48736692,0.51931222,0.47348475,0.63713867,0.55411698,0.30516443,0.40951523,0.31965426,0.32804467,0.46144804
33,12,2,0.31197068,0.42513822,0.44657276,0.51776715,0.45895906,0.33135441,0.38420859999999996,0.36342240000000003,0.46554972,0.78993179,0.49573458,0.45310848,0.43256469,0.41338717,0.63196897,0.37374967,0.46311259,0.43551406,0.38534269,0.41142608,0.53600053,0.40739601,0.69148794,0.3828237,0.28699631,0.34552415,0.48410212,0.52359818,0.44619312,0.59468039,0.52549243,0.33420565,0.39373354,0.29574833,0.31636692,0.42066440000000005
34,13,0,0.29687721,0.38127043,0.39125481,0.48765842,0.39906975,0.31680931,0.35299774,0.31292626,0.43277303,0.70983595,0.41433182,0.44364669,0.38211913,0.40604599,0.60388311,0.31354293,0.41352886,0.39268303,0.39231331,0.35998349,0.47530796,0.36928758,0.64151132,0.33187175,0.25964154,0.33341359,0.46223278,0.50292917,0.40961129,0.52077822,0.46189535,0.33235294,0.3608993,0.25832165,0.30552681,0.36758092
35,13,1,0.26710603,0.26124945,0.32948034,0.40601746,0.32794894,0.31638055,0.28841264,0.23386558,0.37371279999999996,0.3801863,0.32164368,0.39636556,0.24503357,0.40432868,0.52150285,0.18153692,0.33600216,0.30623749,0.41389741,0.23154901,0.38549878,0.2881298,0.58294915,0.23741861,0.22983602,0.30822940000000004,0.44083156,0.41297456,0.37745085,0.35991535,0.26782125,0.30018527,0.29285087,0.20499403,0.29076127,0.27379898
36,13,2,0.25822426,0.20896727,0.32848957,0.37698098,0.28859363,0.33630172,0.25730299,0.20313194,0.35289814,0.30050609999999994,0.28369684,0.33574052,0.1979705,0.42135759,0.48264704,0.14076488,0.30176927,0.26092539,0.43080519999999994,0.20983441,0.32287389,0.24632849,0.53146923,0.16742768,0.24521673,0.29539654,0.43156530000000004,0.3558875,0.37621391,0.29298735,0.17214927,0.27163038,0.26255834,0.19184187,0.28332102,0.22587734
37,14,0,0.27023806,0.19636587,0.35748609,0.35615792,0.27375651,0.37693564,0.23975558,0.19077804,0.35017285,0.35434341,0.29783954,0.28742973,0.19532632,0.44498047,0.45080651,0.16292105,0.29419193,0.25139288,0.42966535,0.25645613,0.30561472,0.22488930000000001,0.49776174,0.11186846,0.26876827,0.2919295,0.42934476,0.31695874,0.39142564,0.28639796,0.15502311,0.23063918,0.26013217,0.20309401,0.27709616,0.19265758
38,14,1,0.28986788,0.21800718,0.43349461,0.35641526,0.28251816,0.42220353,0.24552459,0.19272513,0.354526,0.47575854,0.33128456,0.25442478,0.23454268,0.47758318,0.42677173,0.32504954,0.30071482,0.27143728,0.41847143,0.33989267,0.31854812,0.24099434,0.48226097,0.24828155,0.30395322,0.31198536,0.42756833,0.28254419,0.42163855,0.32939734,0.20903122,0.20107457,0.27609871,0.22098064,0.26996797,0.19538329999999998
39,14,2,0.32355024,0.28003551,0.47786456,0.39696768,0.308731,0.47169313,0.27502752,0.22326620000000003,0.3735299,0.55866605,0.40709602,0.27401625,0.27173297,0.50314622,0.42232542,0.440593,0.32564156,0.32380082,0.38661406,0.44204394,0.36222305,0.27959857,0.50514465,0.35445479,0.33888395,0.34403140000000004,0.42439955,0.30093074,0.45493065,0.39957193,0.27396824,0.1867925,0.30599843,0.24154856,0.26390737,0.22069847
40,15,0,0.34898833,0.33859316,0.49373338,0.42229418,0.35634318,0.49845809,0.3134876,0.24625692,0.40113036,0.58961884,0.44553621,0.31233651,0.29802029,0.51168034,0.42743868,0.49175201,0.33377064,0.3761426,0.36250183,0.48837209,0.39606069,0.31367219,0.54830627,0.39436248,0.35451888,0.37612558,0.41851812,0.33397581,0.47890623,0.48121783,0.32703001,0.19505327,0.33830122,0.25987645,0.26067176,0.23640545
41,15,1,0.38181762,0.39468905,0.49568190000000006,0.43985761,0.41926121,0.51138706,0.34525511,0.25910829,0.43999781,0.60196572,0.4803585,0.36188568,0.32279666,0.51525917,0.43680063,0.53804101,0.32876813,0.41192217,0.33853573,0.52584744,0.42515535,0.34029167,0.59410704,0.40975851,0.36575569,0.41671883,0.40931187,0.37574497,0.50306603,0.56295993,0.36612287,0.21189903,0.37286843,0.2748793,0.26430155,0.25023850000000003
42,15,2,0.42240769,0.45528472,0.48392477,0.43318822,0.46252862,0.50957305,0.36601597,0.27336917,0.46169041,0.60350603,0.49604292,0.41029387,0.34175237,0.51341077,0.45048539,0.57425577,0.30794885,0.44393662,0.32421453,0.54362185,0.43753980000000003,0.36756082,0.64418387,0.31398665,0.37361129,0.46077912,0.39155954,0.43136111,0.52575203,0.62683373,0.39581938,0.22767717,0.40320717,0.2876499,0.27044428,0.27454855
43,16,0,0.44331865,0.55179789,0.42750045,0.40507388,0.52261624,0.46875773,0.37601053,0.26991896,0.45960529,0.54876409,0.48329805,0.44911504,0.33048883,0.48040167,0.46841884,0.59223185,0.26722986,0.475037,0.29922549,0.51850833,0.4191388,0.37992170000000003,0.67966192,0.29773345,0.38144146,0.4985554,0.32804004,0.48794096,0.54633261,0.67133616,0.42390795,0.23992589,0.4180415,0.30114728,0.28355096,0.30437819
44,16,1,0.43152351,0.60064974,0.35185522,0.42014969,0.52665453,0.36753574,0.37098794,0.25250207,0.41380572,0.49546466,0.41797028,0.45882729,0.30681135,0.39759052,0.47019737,0.50698274,0.2531419,0.46829024,0.26200497,0.44897023,0.39735623,0.34083876,0.67281352,0.37565318,0.37747553,0.49660519,0.26102769,0.5168015,0.54335869,0.66307537,0.4237907,0.23102362,0.41214936,0.29237398,0.28057814,0.31013629
45,16,2,0.40029565,0.59128698,0.34691788,0.42023547,0.50826588,0.27886344,0.35485748,0.23396721,0.36760375,0.51145449,0.36425679,0.42914788,0.28280764,0.30573399,0.46619569,0.42631717,0.26937554,0.42998607,0.24825369,0.39619742,0.38751894,0.29546426,0.63493018,0.42490728,0.35772213,0.46198295,0.24563994,0.50713905,0.51806722,0.61296955,0.40385904,0.20920333,0.38765655,0.27399678,0.27473105,0.29960818
46,17,0,0.35924363,0.55637838,0.35578527,0.3952092,0.45921145,0.22861525,0.32222967,0.21656370000000003,0.30784848,0.5315029,0.30815878,0.39181555,0.25528408,0.25913059,0.45480819,0.3534102,0.28980247,0.37346566,0.24373813,0.35743773,0.36683428,0.24039596,0.57767088,0.44663315,0.33123173,0.40756970000000003,0.24379149,0.47244554,0.50038161,0.53500313,0.34426504,0.17669755,0.3544295,0.24995328,0.27042786,0.28008518
47,17,1,0.30987651,0.4929981,0.3692267,0.33614977,0.39312048,0.21106878,0.28776742,0.20241782,0.24057579,0.49047701,0.27870167,0.36686703,0.21816246,0.23941428,0.42158437,0.26422211,0.30564377,0.2863672,0.24220371,0.30244026,0.32344481,0.19385888,0.51667001,0.41991263,0.30141096,0.33663986,0.22639924,0.41157972,0.48972287,0.41627387,0.24936353,0.16018759,0.31861454,0.21924934,0.27110126,0.24190801
48,17,2,0.26705984,0.42312038,0.37905183,0.26804057,0.34549027,0.24497436,0.26141467,0.22291583,0.18702102,0.3310677,0.35753489,0.37577225,0.19075909,0.28553263,0.3590643,0.18685813,0.33323116,0.18788848,0.23644600000000002,0.2335214,0.2384884,0.15449898,0.45082515,0.20557158,0.22224736,0.24420956,0.19487955,0.32487129,0.47566913,0.27567217,0.13171312,0.18783696,0.31805998,0.1766132,0.28565328,0.17255537
49,18,0,0.28187922,0.41109407,0.40865932,0.40344406,0.36999045,0.31430268,0.31241223,0.32177913,0.26444497,0.26248747,0.49894135,0.44146213,0.22861901,0.40090716,0.28478621,0.22118695,0.41089273,0.18065422,0.26367090000000004,0.23370488,0.17713709,0.29483168,0.43064742,0.3905382,0.20667345,0.26038908,0.23670976,0.25393726,0.47122141,0.39974027,0.14995143,0.30282538,0.38645501,0.19281524,0.34267882,0.19930153
50,18,1,0.31970066,0.45566811,0.45175779,0.5420214,0.46205989,0.37371988,0.39492428,0.41062879,0.36762204,0.3108237,0.57798014,0.52174821,0.28586391,0.48793949,0.27191661,0.2775669,0.49531014,0.23544006,0.31484729,0.30943535,0.23231813,0.40737891,0.43452262,0.55158658,0.23671794,0.32371069,0.34640452,0.25128959,0.48411717,0.53708335,0.21311805,0.46947661,0.46462406,0.24591445,0.40266075,0.25698467
51,18,2,0.38579040000000003,0.53341539,0.50763718,0.64444254,0.57953091,0.45096390000000003,0.5290031999999999,0.49265827,0.47496936,0.43847339,0.65856065,0.61330495,0.34992531,0.56963635,0.28831855,0.37355869,0.59471058,0.31204840000000006,0.37479176,0.40250447,0.32779254,0.55247816,0.44494555,0.68591445,0.28269989,0.4129388,0.47290339,0.27884152,0.51401426,0.65422539,0.32605856,0.66028254,0.54692916,0.30205575,0.47356492,0.31156729
52,19,0,0.45779311,0.62881876,0.57606632,0.73255989,0.63664389,0.54659543,0.5978518,0.55264917,0.58656009,0.58228405,0.74502025,0.70320588,0.41675109,0.6404132,0.32729788,0.48640455,0.69081279,0.40669888,0.45766477,0.50298151,0.43062296,0.66473475,0.47170442,0.83573725,0.35906953,0.49737564,0.58106178,0.33197231,0.56196542,0.78185272,0.42553263,0.76769338,0.62694672,0.38026268,0.54775396,0.40749574
53,19,1,0.52779403,0.70172323,0.63909576,0.80523686,0.71151454,0.62238823,0.63326291,0.61234588,0.67371463,0.68042346,0.79542418,0.77332053,0.49255679,0.69661257,0.37744238,0.57938838,0.76987212,0.49331853,0.53798042,0.59811477,0.53215784,0.75550085,0.51556758,0.90948652,0.42913436,0.57124284,0.65461573,0.39844285,0.61336421,0.87187966,0.52790433,0.83744789,0.69078978,0.45943,0.60809723,0.47599659
54,19,2,0.58775523,0.76439727,0.69395135,0.84911325,0.77349511,0.64748759,0.65392255,0.6462061,0.74406014,0.74846581,0.8377495,0.83409863,0.5501965999999999,0.7435568,0.4349233,0.65709375,0.83750414,0.5727344,0.61242145,0.68687216,0.61882699,0.83229899,0.54994321,0.94614687,0.52035083,0.62043145,0.71313,0.45565672,0.64526147,0.93678755,0.60034504,0.87459472,0.74176256,0.53532679,0.65137554,0.55214651
55,20,0,0.64152628,0.8135518,0.74421638,0.88048723,0.82958049,0.65772852,0.67326645,0.68373051,0.81782598,0.83406274,0.86658992,0.88011354,0.60963926,0.78128523,0.50314947,0.73830839,0.89081524,0.6464264000000001,0.65892153,0.76216687,0.69344108,0.89824075,0.59748113,0.96325723,0.60284734,0.6747484,0.75414401,0.51545738,0.66802642,0.9829734,0.6655668,0.89402501,0.77723093,0.62230701,0.68146506,0.65471891
56,20,1,0.69243325,0.83835102,0.7931769000000001,0.903176,0.87466873,0.66092779,0.69157294,0.72205729,0.87889818,0.91098017,0.89109298,0.92022875,0.68034546,0.82158307,0.59029716,0.80796868,0.94492331,0.73322016,0.71943592,0.84129168,0.78101052,0.95077875,0.61061001,0.97074095,0.7206559,0.7095151,0.80202369,0.59536913,0.68339606,1.0,0.75875988,0.90284854,0.80250936,0.71803457,0.70041882,0.75293015
57,20,2,0.71962674,0.85251624,0.83840552,0.91396281,0.89477005,0.66374775,0.71452248,0.77233946,0.91046769,0.94924329,0.91027196,0.93822007,0.7235281,0.8535040999999999,0.66361189,0.86834252,0.97035275,0.78860886,0.75668566,0.89372047,0.83794822,0.9765434000000001,0.63122202,0.97351026,0.79417821,0.73063033,0.83225907,0.64117065,0.69418638,0.99710211,0.81485328,0.89879574,0.81678913,0.78388621,0.71196518,0.80350937
58,21,0,0.73761202,0.8652488000000002,0.86660942,0.92633656,0.8994213,0.67567077,0.74295004,0.82625906,0.93601961,0.99332535,0.93678952,0.95852118,0.79126389,0.89603052,0.75448954,0.90369787,0.99015437,0.86365021,0.80005845,0.94706665,0.88919874,0.99511036,0.66549743,0.97611473,0.82867675,0.75152887,0.8672116,0.70127565,0.72010948,0.98362272,0.88697575,0.88455303,0.84105088,0.86045787,0.727322,0.88051107
59,21,1,0.75790706,0.88560878,0.89200614,0.93843152,0.89367034,0.70926302,0.77516036,0.88338816,0.95474914,1.0,0.95938085,0.97756999,0.83463539,0.93294617,0.82755725,0.9289550999999999,1.0,0.93342474,0.84375274,0.97990918,0.92916273,1.0,0.7113316,0.98168631,0.89210627,0.76953821,0.89347401,0.76036621,0.77514014,0.96852003,0.94454308,0.86287633,0.86794676,0.91488865,0.74405847,0.9290459999999999
