,measure_number,beat_number,pid1263-12,pid9048-12,pid9054-12,pid9055-12,pid9058-12,pid9059-12,pid9060-12,pid9062-12,pid9063-12,pid9066-12,pid9067-12,pid9068-07,pid9072-12,pid9075-12,pid9087-06,pid9088-07,pid9090-05,pid9093-12,pid9097-14,pid9100b-16,pid9101-12,pid9104-12,pid9105-12,pid9111-12,pid9118-12,pid9137-08,pid9138-12,pid9139-12,pid9166d-19,pid9170-12,pid9173-17,pid9174-12,pid917803b-07,pid917807-07,pid9186c-12,pid9192-12
396,133,2,0.29362816,0.17133056,0.27132218,0.33406961,0.27155709,0.27236597,0.27493896,0.21940945,0.15601485,0.31444219,0.30160133,0.2551205,0.17269621,0.30458037,0.36976015,0.15279668,0.29870401,0.34802385,0.37118223,0.35074079,0.29426231,0.23848113,0.48383109999999996,0.23923185,0.31338503,0.21540906,0.29974914,0.30858969,0.32765745,0.13390409,0.20069007,0.22278601,0.19690374,0.16793075,0.20489447,0.25349233
397,134,0,0.26115919,0.16477057,0.24736208,0.31925114,0.27454975,0.29072049,0.27319307,0.22429324,0.15722203,0.32429525,0.28657471,0.24060778,0.16218128,0.26905429999999997,0.33871008,0.15542744,0.28607511,0.3130713,0.37866433,0.34576396,0.27695922,0.22189739,0.47588027,0.14759581,0.29350451,0.23093129,0.29320754,0.28977201,0.32381504,0.14016882,0.17085957,0.1981334,0.20272194,0.15700825,0.22115464,0.25373083
398,134,1,0.24030981,0.19174704,0.29576116,0.33762947,0.28819701,0.31938192,0.28530041,0.24860788,0.21621276,0.42238576,0.29483833,0.25418823,0.21644546,0.25092420000000004,0.32702616,0.28952708,0.29849557,0.29352747,0.38206927,0.37007477,0.30515359999999997,0.22750509,0.50060132,0.20698920000000004,0.28000508,0.26019647,0.29433582,0.31135401,0.34950128,0.20566591,0.24100563,0.21781612,0.23062526,0.16829673,0.25173688,0.28592845
399,134,2,0.23063657,0.24375479,0.37650886,0.35870987,0.30945213,0.39019443,0.32279898,0.2889085,0.28646681,0.51157673,0.36888195,0.28982301,0.30720626,0.27972523,0.36642541,0.40690873,0.33270393,0.32928528,0.38429052,0.44080547,0.38920972,0.24475560000000002,0.54386317,0.34141597,0.28206432,0.28030048,0.31583306,0.37838249,0.39376793,0.282478,0.3130611,0.28937008,0.27834003,0.19641281,0.27901782,0.32063032
400,135,0,0.23044871,0.29617822,0.43570733,0.37016148,0.32854387,0.45528455,0.39346938,0.31327396,0.33471732,0.55223589,0.42234876,0.33309679,0.3792689,0.32126845,0.40869007,0.46009692,0.36220405,0.3718769,0.38244922,0.50364662,0.45631409,0.25962969,0.59951894,0.39922525,0.28936062,0.28764386,0.33328532,0.42256093,0.43637656,0.35141407,0.35922216,0.35759611,0.31965433,0.21969839,0.29969615,0.34267462
401,135,1,0.23307259,0.35737923,0.49734969,0.3858163,0.35931782,0.52403569,0.43576281,0.33076573,0.38033399,0.5686658,0.47036816,0.37207102,0.46147903,0.38220026,0.45819233,0.51077849,0.38890864,0.41187865,0.37597545,0.55254346,0.51768736,0.2779402,0.65641077,0.44112749999999995,0.30753782,0.28742717,0.35849147,0.47178616,0.47785351,0.41848636,0.41161396,0.4340667,0.36589029,0.24019883,0.31183379,0.36550256
402,135,2,0.22850236,0.38770733,0.5372776999999999,0.41054234,0.38645009,0.60009235,0.45742191,0.34566316,0.41314726,0.57106183,0.51039119,0.40598041,0.51477481,0.46135392,0.49509671,0.5622001,0.40441889,0.44478541,0.36279409999999995,0.60371084,0.57117762,0.29760134,0.69088662,0.45797412,0.32810474,0.27875957,0.37815227,0.52050417,0.50548728,0.46782262,0.45804301,0.4917786,0.40496326,0.25400249,0.31603843,0.38894378
403,136,0,0.21889686,0.40661447,0.56478806,0.43172997,0.41688149999999996,0.64440377,0.46606278,0.35403461,0.43480328,0.534828,0.52229326,0.41832248,0.55941691,0.51591463,0.52291085,0.60631669,0.39765078,0.45758248,0.34850212,0.62724187,0.58663622,0.30958609,0.69466159,0.44826506,0.35576459,0.26294120000000004,0.38145307,0.55065811,0.51401426,0.5212111,0.49743736,0.54367763,0.42060631,0.25088512,0.31255646,0.40086882
404,136,1,0.20244526,0.40717947,0.5665219,0.42641161,0.41574573,0.66259338,0.47073112,0.35309850000000004,0.43886379,0.39074839,0.51661973,0.41075305,0.57308425,0.54525314,0.52676432,0.62016281,0.37341066,0.44972578,0.31833991,0.62932893,0.57242924,0.29543007,0.6673014,0.42268194,0.37368756,0.23633409,0.37301502,0.56562096,0.49430218,0.53974075,0.52576042,0.57378416,0.41827256,0.21959716,0.30071446,0.39127768
405,136,2,0.17920914,0.38038258,0.51799072,0.40723982,0.40209847,0.64880687,0.46181193,0.33913718,0.42693834,0.26979780000000003,0.49075996,0.38284076,0.55658385,0.55751029,0.49909839,0.57470935,0.34061232,0.42467572,0.28465585,0.59946791,0.52827123,0.27686311,0.60736955,0.36272975,0.37162832,0.22276448,0.34852904,0.5463975000000001,0.45703608,0.53376461,0.52949551,0.57779064,0.39458847,0.17103774,0.27184035,0.37081772
406,137,0,0.16037695,0.34313330000000003,0.43205799,0.39175656,0.37813914,0.59712396,0.43717976,0.30300356,0.41493973,0.26566588,0.42863897,0.34196026,0.50854209,0.54771768,0.44892918,0.50087135,0.30165892,0.38151824,0.22035657,0.54951608,0.45580905,0.24767913,0.55214806,0.30630512,0.3534257,0.22279097,0.29168317,0.46902184,0.4091902,0.50293396,0.51155701,0.55673923,0.35068626,0.14430514,0.24584052,0.32642249
407,137,1,0.15485202,0.30249405,0.38147922,0.38296412,0.35796571,0.53999901,0.4167605,0.25180401,0.40758693,0.3377668,0.39461837,0.29285635,0.43893477,0.51887732,0.37158807,0.44028265,0.27506468,0.3330504,0.16669589,0.49022981,0.36446279,0.23171086,0.50006681,0.269925,0.33349434,0.22933741,0.24750039,0.40404758,0.3689765,0.46472031,0.49135736,0.50636869,0.30807801,0.1267923,0.23705346,0.28821124
408,137,2,0.15673678,0.26359014,0.34855265,0.37453625,0.33973931,0.44380679,0.40018724,0.21480382,0.39754541,0.43001394,0.35508870000000003,0.23998163,0.32741539,0.46379224,0.30333720000000003,0.38766741,0.25764171,0.28329851,0.11478299,0.44392459,0.28229507,0.19950078,0.48005612,0.21959944,0.29439431,0.2411759,0.19532366,0.33732343,0.33742138,0.39977635,0.48303296,0.43540991,0.25913859,0.11866791,0.2380225,0.23618399
409,138,0,0.17063226,0.24185802,0.33190773,0.36520769,0.33476356,0.36563928,0.37822451,0.18047554,0.38869277,0.50235936,0.32260982,0.20739411,0.22927148,0.38432396,0.26524714,0.32318747,0.26038819,0.25450509,0.11151249,0.42057704,0.25987572,0.17734352,0.49856351,0.16739471,0.25186984,0.25894448,0.17239807,0.28703305,0.33344738,0.33798278,0.47904663,0.36750811,0.23295901,0.13505165,0.2533629,0.20274276
410,138,1,0.20106557,0.2538238,0.34274014,0.35096824,0.34848294,0.3153581,0.34741849,0.17640482,0.38084612,0.56634312,0.30848768,0.19828018,0.19760993,0.29225768,0.28503322,0.27732818,0.28518005,0.27365718,0.17436797,0.43163158,0.3078325,0.18286574,0.55472038,0.17697189,0.21720605,0.26708239,0.19858846,0.26679516,0.34879069,0.31666346,0.48454040000000004,0.30238536,0.22901936,0.17504283,0.26173934,0.24117547
411,138,2,0.24320471,0.29654143,0.36754240000000005,0.34717248,0.37096396,0.32010752,0.33547563,0.19101875,0.38591261,0.65580304,0.32511768,0.21590972,0.24321354,0.24961328,0.33073142,0.31905751,0.3189838,0.31607469,0.23549613,0.46277694,0.38626732,0.21693936,0.60803768,0.34415231,0.21683996,0.26794915,0.26614094,0.30047425,0.35971261,0.32568179,0.49301554,0.26461325,0.23748787,0.21762187,0.26671594,0.30076661
412,139,0,0.26659789,0.34898503,0.38344424,0.35849542,0.39485118,0.33798381,0.36581354,0.21446682,0.39511276,0.72577688,0.35478036,0.23177214,0.26805858,0.24772554,0.36415285,0.35617943,0.34060006,0.33644555,0.26764577,0.48344113,0.43288465,0.25173104,0.65711231,0.41803346,0.22993517,0.26900852,0.30506644,0.34133043,0.36639735,0.34696503,0.49591317,0.25497916,0.24890244,0.24463220000000002,0.27501027,0.33824532
413,139,1,0.29132457,0.40225594,0.39670404,0.37850357,0.42236204,0.35826778,0.39646775,0.23780524,0.41433614,0.75778098,0.3938989,0.25516224,0.29104926,0.25817362,0.39446187,0.39382654,0.35955566,0.34693567,0.30812509,0.49555066,0.4733976,0.29136106,0.69332532,0.48489244,0.24837422,0.2726441,0.34666859,0.40295706,0.37724031,0.37228849,0.49512595,0.26144048,0.26662508,0.26460053,0.28650735,0.37224872
414,139,2,0.31086199999999997,0.43918237,0.40847768,0.41116425,0.45026952,0.38160259999999996,0.41321812,0.27334243,0.43672379,0.77694922,0.42409604,0.29115879,0.30744664,0.28133767,0.41007336,0.43390866,0.36941355,0.3528554,0.34309513,0.50256869,0.50675216,0.34348874,0.71938264,0.53508613,0.26515826,0.27762797,0.38657833,0.45197941,0.39337316,0.39313886,0.49500871,0.27593793,0.28423217,0.28147225,0.29821795,0.40730835
415,140,0,0.32173324,0.46628193,0.42726927,0.43200875,0.48641584,0.39306387,0.42676771,0.3088074,0.45806888,0.78538422,0.44450839999999997,0.32992431,0.31436617,0.30058205,0.42318998,0.45539402,0.36756213,0.35337773,0.35751863,0.49651392,0.5184559,0.36797114,0.73438231,0.56207039,0.27499682,0.27984302,0.40545893,0.47381502,0.40705845,0.41137992,0.49804033,0.3003937,0.29532326,0.29162124,0.30710356,0.42163543
416,140,1,0.32607558,0.47635094,0.43775492,0.44468272,0.50765292,0.39148073,0.42231444,0.31988018,0.47879209,0.76971223,0.46391350000000003,0.37520176,0.29092907,0.31560525,0.43205790000000005,0.45412877,0.35574247,0.34343171,0.36668128,0.47055181,0.51044114,0.38258877,0.7284693,0.5688453,0.27494598,0.27705013,0.41585347,0.48276737,0.41403269,0.41058631,0.50043548,0.32149143,0.29865058,0.29447646,0.30707071,0.41097104
417,140,2,0.31351052,0.46418338,0.43067092,0.4454333,0.50098253,0.35356784,0.38432246,0.30749686,0.46876886,0.72824625,0.46545522,0.40870763,0.26711423,0.3264335,0.43190969,0.40628805,0.32952832,0.32086271,0.36871255,0.41874226,0.45943216,0.38081072,0.68604263,0.54505893,0.26340409,0.27274041,0.40999604,0.47163399,0.40747954,0.38121062,0.48914646,0.33793423,0.28822959,0.27856512,0.29995894,0.38279387
418,141,0,0.27963106,0.38433754,0.39411153,0.41596792,0.43326903,0.28912086,0.32494971,0.26722833,0.43344978,0.54983986,0.43246243,0.40077642,0.23378719,0.34293805,0.40454018,0.3289169,0.29267156,0.30601985,0.36847874,0.32902159999999997,0.35864386,0.33239302,0.62357186,0.44539685,0.23551799,0.27574999,0.37479145,0.41203622,0.38534621,0.32350536,0.42213252,0.32897175,0.25410139,0.23880237,0.28663875,0.3232368
419,141,1,0.25683225,0.2675451,0.3602107,0.3800905,0.38462925,0.25820017,0.2706628,0.19157239,0.39825874,0.40111489,0.41061114,0.36507208,0.17827647,0.37180462,0.36363412,0.21521879,0.28036146,0.30031775,0.36901944,0.25441494,0.30227707,0.27163153,0.5655441999999999,0.30267865,0.21918902,0.28441759,0.33958686,0.33887043,0.36463405,0.24395171,0.27068538,0.30930987,0.20926568,0.19148886,0.27753962,0.2730494
420,141,2,0.23965077,0.21814843,0.33846332,0.35148292,0.35407164,0.24162668,0.25532938,0.14846879999999998,0.38419329,0.28551869,0.39523506,0.31912673,0.17836232,0.41944364,0.33945113,0.16469718,0.29692615,0.30038304,0.36291100000000004,0.24014953,0.27127204,0.23244602,0.50768357,0.20608258,0.22543282,0.29002745,0.31722540000000005,0.3078035,0.3605811,0.20030302,0.19079124,0.28805002,0.18978234,0.18450916,0.27225096,0.24633731
421,142,0,0.23873918,0.21871343,0.34439142,0.32862259,0.33986551,0.25495143,0.26789216,0.13475889,0.38331535,0.3192587,0.38269575,0.27038459,0.20301849,0.46591594,0.33421436,0.18647855,0.32209811,0.30101419,0.35000731,0.26221274,0.28229507,0.21228907,0.47741698,0.10856672,0.24180501,0.29672076,0.31088786,0.29530065,0.36950286,0.19697225,0.16636909,0.26713756,0.1914668,0.18970306,0.26775068,0.23332198
422,142,1,0.24713129,0.24762904,0.39475553,0.30003646,0.34664407,0.3000874,0.30298698,0.14598679,0.38706491,0.4362974,0.37397990000000003,0.2572494,0.23428513,0.51177211,0.34965294,0.31184798,0.35474932,0.30295116,0.33121438,0.31610935,0.31200457,0.2254193,0.46809648,0.13387126,0.2684632,0.30678479999999997,0.31121194,0.29910477,0.38874122,0.24446876,0.17117781,0.24803150000000002,0.20925181,0.20205316,0.26444937,0.23988075
423,142,2,0.26530751,0.31096897,0.43846497,0.30867878,0.36656511,0.37343954,0.35409840000000004,0.19890877,0.39141807,0.53411897,0.36458569,0.28879334,0.26201473,0.55023466,0.39796952,0.42335697,0.38780515,0.31812048,0.29311705,0.39479840000000005,0.35919282,0.26359611,0.4907129,0.2634468,0.29230965,0.31918428,0.32057422,0.32545459,0.41484854,0.30914819,0.21427375,0.23364984,0.24578308,0.21877433,0.26926172,0.26594549
424,143,0,0.27798343,0.3615158,0.45722353,0.32688555,0.40045791,0.42340738,0.40359045,0.23968279,0.3950396,0.57243099,0.36359899,0.32940947,0.27575076,0.55664508,0.43040289,0.46246031,0.39810444,0.33435623,0.27737834,0.42887941,0.3823368,0.2932417,0.53267188,0.30688206,0.30397864,0.33223383,0.32424712,0.34112754,0.4361397,0.37294983,0.23916321,0.23682260000000002,0.27182402,0.23098427,0.27742465,0.28207836
425,143,1,0.29695728,0.41753097,0.47203554,0.35120413,0.45151346,0.46445357,0.44850271,0.26716949,0.39650284,0.58548691,0.36403067,0.38431569,0.28643052,0.55467869,0.47143245,0.50550264,0.40147623,0.34828502,0.26752886,0.45656163,0.39909093,0.32109213,0.5861228,0.32908596,0.31587645,0.35578081,0.32754792,0.35943801,0.46456299,0.44116445,0.26246148,0.24722094,0.30396506,0.24266469,0.29294572,0.2960477
426,143,2,0.32545964,0.48032608,0.47322446,0.34457764,0.49081469,0.52833985,0.4710474,0.29179705,0.38298612,0.56939928,0.36466791,0.43154116,0.29067152,0.54210692,0.51456167,0.55463248,0.39080911,0.36508662,0.26608213,0.47243246,0.39349158,0.35328512,0.66102091,0.33413006,0.33113004,0.38267444,0.32403106,0.38320103,0.50130273,0.49134241,0.28323059999999994,0.26264474,0.3299829,0.25505373,0.30703786,0.30957411
427,144,0,0.34430723,0.54770168,0.42581615,0.32656387,0.53485731,0.58223256,0.45907924,0.29110166,0.34260055,0.5026772,0.35473924,0.46579841,0.27717587,0.50230723,0.54200529,0.57712049,0.35638004,0.37860190000000005,0.27368113,0.42851245,0.36242068,0.36944145,0.67745707,0.33274541,0.34882420000000003,0.40152646,0.29398773,0.40181583,0.53725294,0.51433312,0.29778574,0.27471051,0.34352327,0.26317292,0.32313378,0.31947189
428,144,1,0.33962613,0.57256144,0.32977757,0.37961871,0.53860715,0.58943914,0.42850094,0.26823397,0.2686518,0.44783746,0.31802578,0.46645238,0.26307927,0.41596969,0.53871996,0.50619494,0.31735308,0.37622965,0.26749963,0.38115224,0.3586219,0.33543622,0.66469566,0.33521799999999996,0.35045125,0.39536284,0.25409,0.40257665,0.54209543,0.5022125,0.29056679999999996,0.26658175,0.33864781,0.25252297,0.32096576,0.32563884
429,144,2,0.32296511,0.55339199,0.31338034,0.36683751,0.52106582,0.54692525,0.38843414,0.24381503,0.24260604,0.47854576,0.28678027,0.42931486,0.25073402,0.35894444,0.51181978,0.42065936,0.29294131,0.35966745,0.25456671,0.34035136,0.36595595,0.29172009,0.62370549,0.35752081,0.33697725,0.36832475,0.24368346,0.38697979,0.51975156,0.4601871,0.27798807,0.24606299,0.31621147,0.23240669,0.3135912,0.3344293
430,145,0,0.29000955,0.51067436,0.32000198,0.33327615,0.48573077,0.50233348,0.33460268,0.22564926,0.22184625,0.49614924,0.2646823,0.38743252,0.23589911,0.3265777,0.46446657,0.33335721,0.28692112,0.33537912,0.24915973,0.30615568,0.36450671,0.23872049,0.56845059,0.37519163,0.32037626,0.33387105,0.24224311,0.36281099,0.50046056,0.40036554,0.25298137,0.21014358,0.28589584,0.20900171,0.30516548,0.33190801
431,145,1,0.25840596,0.40800678,0.33871101,0.28819884,0.43463917,0.45208529,0.29357438,0.21949236,0.19744664,0.44945111,0.26365449,0.35566594,0.20887347,0.31203954,0.38566806,0.24579245,0.30077613,0.27470184,0.24679234,0.25521765,0.34098944,0.19163632,0.4863032,0.33391577,0.30069912,0.27890403,0.22631522,0.32281707,0.49214412,0.29633014,0.21988476,0.18723946,0.25361616,0.17664175,0.29531083,0.30603066
432,145,2,0.23131102,0.27674644,0.36305091,0.27732624,0.39861905,0.42050496,0.28549018,0.25031961,0.17173742,0.27661915,0.3088988,0.35338398,0.17642211,0.31650979,0.30543685,0.1945833,0.34451134,0.17723949,0.26231185,0.21032063,0.27140379,0.16970132,0.4104697,0.20764856,0.24108555,0.20204892,0.20053293,0.27676194,0.50525041,0.15183252,0.16726517,0.2141547,0.25574195,0.14354721,0.3004024,0.22667802
433,146,0,0.24244711,0.1759272,0.40461368,0.40683236,0.40492888,0.42111512,0.36462432,0.36037337,0.17018821,0.27348965,0.44101383,0.41083653,0.21503752,0.3461367,0.27248475,0.26090382,0.44754104,0.14722077,0.32325004,0.26331361,0.19397246,0.31280026,0.36072693,0.32760241,0.22710055,0.19445755,0.24190703,0.26786031,0.51590915,0.26563176,0.13534269,0.33415933,0.32485327,0.16834346,0.35765788,0.14510903
434,146,1,0.28817714,0.15900561,0.44653974,0.54939847,0.48866935,0.44726991,0.45751047,0.44692289,0.19380682,0.34537053,0.50461488,0.48568208,0.27982006,0.39541438,0.32334559999999996,0.32304424,0.55342758,0.19353617,0.38884992,0.36133664,0.23609495,0.41367048,0.35040422,0.44816616,0.24955637,0.24199451,0.35893558,0.28784459,0.51306682,0.37904622,0.16968712,0.50446966,0.39856278,0.21692883,0.40788372,0.15762181
435,146,2,0.35459333,0.18581258,0.49308938,0.66282087,0.57790838,0.48305546,0.57883684,0.52510097,0.22329120000000002,0.45094252,0.57559562,0.57405243,0.34851737,0.45131224,0.39018847,0.42350020000000005,0.66537108,0.26099069,0.45624726,0.44156231,0.31988757,0.54292113,0.36804303,0.57786203,0.28834371,0.30208985,0.49131588,0.32418655,0.50719794,0.48822808,0.26085354,0.67352941,0.48299367,0.27054457,0.46683091,0.18235094
436,147,0,0.43497274,0.25747609,0.55091729,0.76489889,0.64753286,0.54633157,0.67820047,0.58276498,0.26157335,0.58998557,0.64996814,0.67214894,0.41963565,0.5283422,0.47079021,0.51560075,0.75784401,0.34419344,0.54150227,0.53403514,0.41569136,0.64582585,0.40505779,0.70757438,0.34740053,0.35573265,0.59613746,0.40029418,0.50046056,0.59666442,0.34744741,0.77524317,0.58426914,0.35539636,0.5424653,0.22833049
437,147,1,0.52440639,0.33326607,0.61576314,0.8635886,0.73257135,0.6022031999999999,0.73849677,0.62850036,0.29495363,0.6756803000000001,0.71003351,0.73968943,0.49209319999999995,0.60276343,0.54906998,0.5862636999999999,0.81419586,0.42215113,0.60675142,0.60834365,0.5114073,0.72459011,0.44561368,0.76985082,0.39898309,0.39767419,0.66807101,0.47660470000000005,0.49796037,0.67903179,0.41084349,0.86213525,0.65927261,0.43401858,0.61074156,0.27408859
438,147,2,0.6208309000000001,0.41000444,0.6616853,0.92279814,0.80289892,0.61923844,0.776008,0.64917489,0.32857169,0.72817291,0.75741567,0.79876997,0.55059151,0.66036549,0.62003804,0.65864547,0.84499565,0.48478715,0.65728482,0.67407458,0.59667113,0.79800311,0.49328523,0.79414819,0.47507309,0.43472817,0.72858978,0.53901752,0.49656552,0.75598817,0.45551387,0.91859657,0.72549563,0.51274464,0.6755687,0.33572402
439,148,0,0.69181731,0.47699665,0.69870705,0.96392957,0.8594350000000001,0.6139778,0.80268968,0.66511541,0.36524427,0.80083617,0.79719202,0.84852786,0.60819697,0.69557694,0.69997283,0.72825802,0.85390944,0.55181945,0.69611282,0.73824595,0.66663007,0.85705493,0.53835104,0.80115388,0.5372569,0.45370058,0.77616939,0.61040805,0.49572335,0.80390554,0.48516012,0.95449282,0.77480475,0.59310595,0.74031371,0.41303237
440,148,1,0.74802131,0.53696679,0.73505177,0.99251571,0.89740215,0.61384587,0.83054793,0.68319559,0.40041702,0.85792523,0.83567332,0.88201981,0.65448739,0.72359141,0.77523899,0.79118623,0.85259751,0.63519631,0.73125822,0.81154534,0.72760809,0.90755843,0.58682435,0.80583533,0.61700775,0.46735205,0.80920145,0.68900104,0.50804011,0.82783416,0.51772076,0.98033812,0.80530524,0.68854799,0.79139361,0.48875639
441,148,2,0.80142281,0.59929779,0.76028336,1.0,0.93102454,0.63658701,0.86608555,0.73326379,0.45327675,0.90088262,0.86120419,0.8981466,0.71545818,0.77154506,0.84843021,0.85819666,0.84795056,0.67395752,0.76172731,0.85580937,0.79684241,0.95161649,0.60118928,0.81107723,0.68819118,0.47763278,0.86364673,0.75207324,0.54704319,0.83546967,0.56902385,0.99629458,0.83552844,0.74853346,0.86936027,0.55344123
442,149,0,0.83209633,0.64403325,0.77379085,0.99416697,0.93122285,0.68540048,0.89067976,0.78180748,0.50225888,0.93562505,0.89769153,0.91384204,0.76799849,0.81338979,0.90899884,0.89644059,0.84590297,0.73567946,0.79364314,0.90750424,0.83847522,0.97943273,0.60964121,0.81280804,0.74577348,0.48538547,0.89708689,0.80540691,0.59915256,0.82667981,0.62520099,1.0,0.85503027,0.81882365,0.91543073,0.62148211
443,149,1,0.86591112,0.69958433,0.79007249,0.97137098,0.91652995,0.76691568,0.92210569,0.84519511,0.56291039,0.96053886,0.92809423,0.92495965,0.8035748,0.85621772,0.95874812,0.9226766,0.84736203,0.78247149,0.82649423,0.9434659,0.88518039,0.99352037,0.62637803,0.81104426,0.79308504,0.51107526,0.92758633,0.86449748,0.69844988,0.80916021,0.70494439,0.99353868,0.8770738000000001,0.88522037,0.94992198,0.68223169
444,149,2,0.90178929,0.75491343,0.81286019,0.94053312,0.88754079,0.84003694,0.95680832,0.89349809,0.63175608,0.96068556,0.95783913,0.93627205,0.8345152,0.89643691,0.98774794,0.93938743,0.85263429,0.81463829,0.87175216,0.96442824,0.91102523,0.99574293,0.66526358,0.80990687,0.83688827,0.5362113000000001,0.95148416,0.89761862,0.7822986,0.78659035,0.7500335,0.97890227,0.90660382,0.93386285,0.98347705,0.7239523
445,150,0,0.93237042,0.80116227,0.83483875,0.90804401,0.84450774,0.88180874,0.9820857,0.92634197,0.69440126,0.94784969,0.97973154,0.94204653,0.84983088,0.91970583,1.0,0.94537946,0.85731802,0.83302864,0.89639047,0.9698867,0.92661558,0.9887845999999999,0.71387052,0.80941235,0.86226007,0.56048057,0.96586367,0.91945424,0.84264547,0.76898658,0.77606191,0.96454377,0.92629049,0.95652287,1.0,0.75522998
446,150,1,0.97453112,0.855543,0.85458809,0.85801291,0.78496097,0.91833638,0.99853244,0.95359598,0.74940098,0.93205545,0.99681378,0.93784438,0.8565787,0.93147794,0.98806907,0.93788345,0.85736706,0.84060242,0.92539822,0.96681345,0.92909686,0.97059377,0.77954834,0.80314844,0.88031016,0.58604998,0.97148104,0.93307296,0.90667684,0.74775143,0.79510586,0.93749421,0.93696566,0.97380989,0.99921163,0.77451448
447,150,2,0.99350189,0.88042294,0.8615565000000001,0.83594604,0.72901981,0.93368954,1.0,0.9630639999999999,0.78943903,0.90887753,0.99936276,0.93055324,0.85546265,0.93080937,0.97596522,0.92644847,0.84515504,0.83648907,0.940567,0.95704325,0.92536396,0.95028295,0.80704216,0.79106569,0.8838439,0.59279145,0.96964459,0.93155132,0.94294286,0.72560242,0.80264304,0.90896248,0.93865243,0.97474433,0.98571077,0.77732538
448,151,0,0.99987681,0.89365995,0.85551281,0.79713066,0.65497846,0.92780224,0.98619739,0.96480248,0.81705778,0.88479499,0.99025634,0.91332721,0.84761594,0.91726751,0.94029593,0.90572704,0.81390159,0.82001393,0.94531638,0.93890189,0.90628225,0.92344121,0.8273200999999999,0.76414737,0.8752002000000001,0.59156354,0.95785772,0.91471177,0.95804932,0.68938483,0.80373174,0.87760537,0.92871667,0.96493277,0.95962881,0.77117547
449,151,1,0.99316313,0.88389362,0.82463383,0.75288971,0.57592529,0.90135062,0.94757284,0.95116211,0.82470324,0.85926994,0.9552695999999999,0.88608282,0.83003382,0.89521774,0.86890794,0.87598176,0.74098505,0.79185166,0.93552535,0.90704555,0.86142158,0.88403344,0.84038217,0.71385478,0.85809076,0.57639524,0.93544825,0.87367807,0.94789062,0.63973594,0.79597682,0.83700787,0.90893757,0.93869075,0.91607128,0.75187394
450,151,2,0.97554741,0.85707656,0.78345085,0.72110828,0.52106582,0.84904105,0.90484926,0.93043408,0.81312531,0.8268991,0.92367464,0.87461735,0.80812486,0.8583152000000001,0.83892004,0.83599513,0.67094986,0.76066423,0.90556773,0.87849181,0.83856305,0.8434289,0.84876729,0.66015,0.83556629,0.55212597,0.91089026,0.82392027,0.91246677,0.59397095,0.78354884,0.80525706,0.88402884,0.90006749,0.87093701,0.73194208
451,152,0,0.93926889,0.8016061999999999,0.71000182,0.69513843,0.45567795,0.77143423,0.84285769,0.88635695,0.78327511,0.77325738,0.83499496,0.84069405,0.77021342,0.79206104,0.79201146,0.76428179,0.58922988,0.71624445,0.85871694,0.82200358,0.77268835,0.78829222,0.8503040000000001,0.54728427,0.79125461,0.50500795,0.87142463,0.73543659,0.86275232,0.53969266,0.7535675999999999,0.77834646,0.83913305,0.84101646,0.80302209,0.69851789
452,152,1,0.8811247,0.70933048,0.59875493,0.64178336,0.39099317,0.66668316,0.68097112,0.77397095,0.72699504,0.67998337,0.71153411,0.79050481,0.68283512,0.69671744,0.63303115,0.67848361,0.46821320000000005,0.52894576,0.79307321,0.70822439,0.64697745,0.69774837,0.82481459,0.43420424,0.70013982,0.38804353,0.78517158,0.5032335,0.73342632,0.47142995,0.67750904,0.74275127,0.76292805,0.73841042,0.68386302,0.57035775
453,152,2,0.81173971,0.61810404,0.47329051,0.59601982,0.34051452,0.54146671,0.50085397,0.62010217,0.66052713,0.61147649,0.61420026,0.71998664,0.59300149,0.59907973,0.45214040000000005,0.59853422,0.38225089,0.38469574,0.70941108,0.63409935,0.51496454,0.59722009,0.76331262,0.42259952,0.61873649,0.246545,0.74565794,0.36514418,0.5681238000000001,0.42176903,0.57897293,0.6980314999999999,0.65405056,0.66251363,0.49665763,0.44488927
454,153,0,0.70709248,0.53345575,0.31146485,0.56331625,0.30932593,0.38559343,0.37593462,0.51472358,0.59923545,0.55289602,0.52634284,0.64686648,0.52159132,0.44154584,0.28117975,0.50273341,0.33451857,0.3330504,0.63140435,0.51671942,0.37662765,0.44738507,0.67281352,0.41401137,0.49042837,0.21552222,0.65565998,0.30197053,0.42179646,0.36256072,0.39575238,0.61709125,0.53454411,0.57218502,0.29872711,0.32643952
455,153,1,0.57577531,0.45786755,0.24173119999999998,0.52544445,0.27968775,0.27732977,0.28908316,0.4041563,0.51965321,0.49556246,0.4483113,0.55364001,0.45133154,0.34546813,0.2340785,0.42056387,0.30331417,0.32371376,0.50916265,0.39743590000000006,0.29011221,0.35525124,0.58829425,0.39215363,0.35545951,0.20949102,0.56036873,0.26917907,0.34034266,0.31547304,0.32225647,0.5253358,0.41378992,0.47575663,0.19531904,0.24836457
456,153,2,0.36817468,0.38875661,0.20267838,0.50236967,0.24610143,0.20188328,0.24010981,0.29179705,0.44400344,0.41893841,0.40002467,0.44615128,0.40794286,0.26554102,0.22621347,0.34560386,0.2822987,0.3142683,0.3668128,0.327829,0.22063635,0.27923954,0.48650364,0.32087695,0.23182916,0.20558579,0.44374827,0.24489615,0.30083954,0.25880189,0.26291371,0.43596572,0.29807292,0.37971759,0.15034902,0.21340716
