,measure_number,beat_number,pid1263-17,pid52932-10,pid5667229-07,pid9048-17,pid9050-17,pid9054-17,pid9055-17,pid9056-13,pid9058-17,pid9059-17,pid9060-17,pid9062-17,pid9063-17,pid9064-10,pid9065-12,pid9066-17,pid9067-17,pid9068-11,pid9072-17,pid9075-17,pid9078-09,pid9081-05,pid9088-12,pid9093-17,pid9094-17,pid9097-18,pid9099-17,pid9100b-13,pid9101-17,pid9103-09,pid9104-17,pid9105-17,pid9111-17,pid9116-07,pid9118-17,pid9126-05,pid9128-13,pid9130-02,pid9137-10,pid9138-17,pid9139-17,pid9153-17,pid9162-06,pid9166e-10,pid9170-17,pid9173-22,pid9174-17,pid917509-07,pid9186c-17,pid918722-06,pid918904-04,pid918919-19,pid9192-17,pid9193-02
139,48,0,0.54485157,0.66104733,0.52887905,0.56341067,0.45916293,0.66725485,0.69102809,0.61866006,0.60885192,0.67664249,0.65582147,0.51806405,0.75294844,0.85497584,0.90925637,0.81946656,0.67099503,0.6048427,0.60619722,0.6762536,0.66529772,0.78516669,0.65092382,0.59987618,0.57674913,0.60920633,0.72524417,0.9636238000000001,0.73004271,0.64848575,0.69903455,0.60386814,0.36114531,0.68391901,0.60041515,0.59512918,0.73657997,0.70858623,0.65085906,0.70667394,0.78466832,0.63448677,0.56215436,0.56466552,0.77293548,0.72227806,0.66382164,0.65488714,0.54486926,0.55590364,0.64803441,0.54315742,0.67849533,0.48936099
140,48,1,0.6106819,0.67812836,0.57638948,0.63305949,0.52197309,0.71912024,0.74084605,0.68514206,0.67825555,0.72499651,0.71849935,0.55533216,0.81362715,0.91137073,0.92321026,0.89412837,0.70255516,0.64633439,0.66109336,0.76503689,0.70888654,0.83723406,0.69596727,0.67114908,0.65370312,0.67128165,0.75956321,0.97178526,0.76166492,0.71235154,0.74575711,0.66096637,0.36494917,0.75783125,0.65337961,0.62627475,0.77423533,0.73699927,0.68322391,0.75637995,0.81377712,0.6796338000000001,0.60707991,0.62878036,0.83209004,0.77152429,0.72758989,0.70264037,0.59256246,0.58703084,0.69141326,0.58720735,0.71946075,0.52119459
141,48,2,0.6738045,0.6922359,0.62796834,0.69215492,0.57403587,0.76178472,0.77635229,0.73554286,0.73645923,0.76781978,0.76856404,0.58622655,0.84974879,0.93730503,0.93829086,0.93976782,0.73006889,0.68103217,0.7077722,0.81224209,0.74785094,0.87429831,0.72313338,0.72317154,0.70668137,0.71005036,0.7836408,0.97995658,0.78364091,0.76581057,0.78569614,0.70078426,0.37585587,0.80374177,0.68725134,0.65166705,0.80172866,0.76035445,0.7119011,0.79414439,0.83039273,0.71657227,0.65070647,0.68813758,0.87135192,0.80777219,0.77051442,0.7320424,0.63596746,0.60624126,0.7245303000000001,0.62489329,0.74784373,0.56178188
142,49,0,0.73248044,0.71181135,0.68381139,0.75181006,0.62362481,0.79676078,0.83120666,0.78160469,0.78658888,0.8032501,0.81623545,0.61874806,0.8768885000000001,0.96109854,0.9550181999999999,0.97102562,0.76726258,0.71947685,0.75661949,0.85319495,0.79062964,0.90699089,0.75831435,0.76946508,0.74825875,0.74643592,0.80954965,0.98944044,0.80812314,0.8260095,0.82928523,0.7465107,0.37649215,0.84386731,0.72336101,0.6752316999999999,0.83276195,0.79244153,0.7564604,0.83881918,0.85003986,0.75506246,0.70910058,0.74874063,0.90884701,0.85112228,0.82663759,0.74009486,0.67687391,0.63008699,0.76903343,0.67921356,0.78045952,0.60426005
143,49,1,0.78433735,0.73806889,0.73059835,0.80635551,0.69591181,0.82146458,0.88540222,0.8236216999999999,0.83959954,0.83484447,0.86002587,0.65557053,0.90224769,0.98275124,0.96333853,0.99232467,0.80763059,0.75517851,0.80968957,0.885332,0.83900041,0.93763068,0.79050873,0.81974575,0.79199496,0.78835378,0.84088443,0.99467088,0.82714159,0.88472387,0.87483062,0.78406221,0.37911336,0.87445381,0.74715663,0.70195417,0.8691331,0.82471474,0.79661964,0.87537128,0.86862753,0.80107068,0.76504102,0.78969938,0.93502159,0.89420436,0.86529904,0.74334393,0.71365485,0.64377395,0.81407983,0.73282887,0.82286004,0.63705022
144,49,2,0.82802136,0.76823325,0.79577836,0.86194818,0.74775785,0.8509578999999999,0.92657767,0.86232932,0.88058196,0.86239364,0.90025873,0.70362732,0.92190392,0.99088629,0.97139886,1.0,0.85310892,0.78706257,0.86190367,0.91265475,0.88828255,0.96084494,0.81926095,0.88030378,0.83225654,0.8293495999999999,0.87025231,1.0,0.84624063,0.92361936,0.91107724,0.8230759,0.37979113,0.89777832,0.7677305,0.73205074,0.90723515,0.86396375,0.8361503,0.91119598,0.88530609,0.85227714,0.82019143,0.83795251,0.95628844,0.9359464,0.91135635,0.7473852,0.75299245,0.67753513,0.85505169,0.78321045,0.86134667,0.67372226
145,50,0,0.86887343,0.80809449,0.86015831,0.89814029,0.79245142,0.87811949,0.96090499,0.89066752,0.92711034,0.88526991,0.93654592,0.75928075,0.94129572,0.99425041,0.96810539,0.99453132,0.9032877,0.81816896,0.91685688,0.93378767,0.93062244,0.97257879,0.85826373,0.9210004999999999,0.88063347,0.87573587,0.90043407,0.99753281,0.85446047,0.96578088,0.95325203,0.85185431,0.38047583,0.9134716,0.78808813,0.76840887,0.94579504,0.90426479,0.8770778,0.93629145,0.89638317,0.89906121,0.87108782,0.88131263,0.96819788,0.97842546,0.94731221,0.7604316,0.78338175,0.73374293,0.88440353,0.82770664,0.90070305,0.72459819
146,50,1,0.90345299,0.8456265,0.9175249,0.92407692,0.81890882,0.90175195,0.98430999,0.90074277,0.95901757,0.90312456,0.96617076,0.81608457,0.94958131,0.98648235,0.9541514999999999,0.98129137,0.94296677,0.84135737,0.96182378,0.9357259,0.96402853,0.97375724,0.89141989,0.95335975,0.92719824,0.92609405,0.92132393,0.98707194,0.84632122,0.99658551,0.97493225,0.87744251,0.38047583,0.91716413,0.80714842,0.80504818,0.98380775,0.94076232,0.90047493,0.93907983,0.9076071,0.93715571,0.91453965,0.93536156,0.96767439,0.99932998,0.97641509,0.78944254,0.8060430000000001,0.80035282,0.9067381,0.86547665,0.93549322,0.77545187
147,50,2,0.92177369,0.86817544,0.96237978,0.93409768,0.82406577,0.92021679,0.99219834,0.89593803,0.97558341,0.91386525,0.98564036,0.8393305,0.94869987,0.96770445,0.94236436,0.96066392,0.97566931,0.85379993,0.98390778,0.92078279,0.97713668,0.96392412,0.90601535,0.9668978000000001,0.94941696,0.96070643,0.92593597,0.97807165,0.83246031,1.0,0.9774729,0.89133324,0.38116744,0.91100991,0.81719209,0.83992473,0.99646004,0.96771061,0.91255762,0.92944172,0.91400579,0.96617271,0.9456851999999999,0.9842015,0.96021463,1.0,0.99207903,0.81428185,0.82062754,0.84567188,0.91141628,0.89412754,0.95259839,0.81324732
148,51,0,0.9307291,0.87891303,0.98289216,0.93247269,0.81606876,0.93256869,0.9865638000000001,0.87154659,0.9789686,0.91881713,0.99676585,0.85597471,0.9424415999999999,0.93424674,0.92945051,0.9397966,0.99642452,0.85995051,0.99195389,0.90146305,0.97556146,0.94419453,0.91681431,0.9724286,0.96202332,0.97631038,0.92254476,0.96849896,0.80900959,0.98856888,0.96815718,0.8985777,0.38116744,0.8955628000000001,0.82039223,0.86852891,1.0,0.98826576,0.91416399,0.91343881,0.91759325,0.98650012,0.96741112,1.0,0.94810889,0.98773869,1.0,0.83026644,0.82789076,0.88058884,0.90424809,0.9126245000000001,0.96006378,0.83889661
149,51,1,0.93023227,0.87742628,0.99182909,0.91595197,0.77974589,0.93313587,0.96489251,0.81865761,0.96290694,0.91930534,1.0,0.86116696,0.92851476,0.89442779,0.91194314,0.912175,1.0,0.85549664,0.97740242,0.86870076,0.95669247,0.91480923,0.91824854,0.96986957,0.96304759,0.97879282,0.90884428,0.95229448,0.77761302,0.95642815,0.94588415,0.89738136,0.38186597,0.87069974,0.81113778,0.88681612,0.99078717,1.0,0.90403688,0.88313027,0.91750934,0.99239662,0.97212094,0.99295838,0.92376652,0.96234506,0.999822,0.83620301,0.82515979,0.90741529,0.87919716,0.9166989999999999,0.95462782,0.84993048
150,51,2,0.91752577,0.85818122,0.98655205,0.86280581,0.71941704,0.91498614,0.92605756,0.75592626,0.92206857,0.9098898000000001,0.98654592,0.84680278,0.90136624,0.8387669,0.88429537,0.86427132,0.97950641,0.83513609,0.94070988,0.81474303,0.91734552,0.86312201,0.90272505,0.9531120999999999,0.94894422,0.96432371,0.87954422,0.92605349,0.73812555,0.9147120000000001,0.91014566,0.86700784,0.38186597,0.82411225,0.77094145,0.88854643,0.94676657,0.99457797,0.86478558,0.83724314,0.9048693000000001,0.96710373,0.94864783,0.95991695,0.87861536,0.90700168,0.98398006,0.82873216,0.80639163,0.91879068,0.82524711,0.89445091,0.9302746999999999,0.82360269
151,52,0,0.88043721,0.82086396,0.95829432,0.78583552,0.61510463,0.86104109,0.85480236,0.66254014,0.81928839,0.88443298,0.94980595,0.7952223,0.84514764,0.77753991,0.81550529,0.79762065,0.92151391,0.78140686,0.86481397,0.74040265,0.84410865,0.78884144,0.85649203,0.90746244,0.87590608,0.93098801,0.81931633,0.85707096,0.66437263,0.83855404,0.84403794,0.80533032,0.38329068,0.73936858,0.71173889,0.85521634,0.86700019,0.9441611999999999,0.77748289,0.77408014,0.86057148,0.88175964,0.87465816,0.89418615,0.81429132,0.81715243,0.93948024,0.78495001,0.75694364,0.90419125,0.74964159,0.82790066,0.87040661,0.75782215
152,52,1,0.82037014,0.74791443,0.86645672,0.64899341,0.45094170000000006,0.78882027,0.73291436,0.47858701,0.67892538,0.8358209000000001,0.88648124,0.71147269,0.77418246,0.64682855,0.70362281,0.70355944,0.77747449,0.69339696,0.74012782,0.64330374,0.73082722,0.65264772,0.74543154,0.82260195,0.76095966,0.87382084,0.70618557,0.74671864,0.55303409,0.66076306,0.71567581,0.69460322,0.39831939,0.57327836,0.60039353,0.74415209,0.66923137,0.84009064,0.66352144,0.66339334,0.76073092,0.75811933,0.7564721999999999,0.78911258,0.66751734,0.6720268,0.8511569999999999,0.69482857,0.66908774,0.83088996,0.61220101,0.71271504,0.74277017,0.64734998
153,52,2,0.75549621,0.6304039,0.73167929,0.50167013,0.29890135,0.68634989,0.58480409,0.3629912,0.50193748,0.76091505,0.73298836,0.57857809,0.66258264,0.50742553,0.55678627,0.62191308,0.51004622,0.56354896,0.55716161,0.49926222,0.57597102,0.53917407,0.55046824,0.67439326,0.62857706,0.75877722,0.55198047,0.58872989,0.41593198,0.48753711,0.53716972,0.49984714,0.41574798,0.45048311,0.45666840000000003,0.60078513,0.46160203,0.62358987,0.49174466,0.49021640000000005,0.64507196,0.59274575,0.61029322,0.64595107,0.46772674,0.53068007,0.6739409000000001,0.55700404,0.45599651,0.68410487,0.4601826,0.58289355,0.55359861,0.41236861
154,53,0,0.66723388,0.49093087,0.57268704,0.37240227,0.21012706,0.54954626,0.4845267,0.2521511,0.29966868,0.66710141,0.59324062,0.42816872,0.55642133,0.43295003,0.49448778,0.59180658,0.3716142,0.43001059999999997,0.41275964,0.37550957,0.4165354,0.45860841,0.40918755,0.56225854,0.54465017,0.6233208,0.47206999,0.51458601,0.32156499,0.33055968,0.43745766,0.39130001,0.44165572,0.31501631,0.36893487,0.46617785,0.37713431,0.46393137,0.36780975,0.37010366,0.52751437,0.46129258,0.49646764,0.51501309,0.33393535,0.40621106,0.50332859,0.39747897,0.28788495,0.46196241,0.36391006,0.47627733,0.38805537,0.29387687
155,53,1,0.57173022,0.3637978,0.42171249,0.29509795,0.1530568,0.44805268,0.42793863,0.16459932,0.18735235,0.56997489,0.51067917,0.32259301,0.44364918,0.37643281,0.46713469,0.57761681,0.29605825,0.32742312,0.27739101,0.26286733,0.31918628,0.39125917,0.26882646,0.46021133,0.47413331,0.45994751,0.39199674,0.47800257,0.26994117,0.26388806,0.35718157,0.29324073,0.46207207,0.21322543,0.31168915,0.34587808,0.34642486,0.3658655,0.30385529,0.27746863,0.41501279999999996,0.37580883,0.43644789,0.41167284,0.22771888,0.28251256,0.43655215,0.27550867,0.20931435,0.30588235,0.28327171,0.42034666,0.28377183,0.27823814
156,53,2,0.47066203,0.27008342,0.26368202,0.24394692,0.10804933,0.33610411,0.33276699,0.13251048,0.11629213,0.44480402,0.40445666,0.23110167,0.35546937,0.30937672,0.46729069,0.56737983,0.2912706,0.22981265,0.21015179,0.15877829,0.27407849,0.31026268,0.17259765,0.33396896,0.40081153,0.30684446,0.32327048,0.46618968,0.26507374,0.21540974,0.30331978,0.20597501,0.46324089,0.12808788,0.27340642,0.26509425,0.34442596,0.29444040000000005,0.29365833,0.21731224,0.29415097,0.28999922,0.42321483,0.30906383,0.18472713,0.16550754,0.33090068,0.22281164,0.13640906,0.21653994,0.24220931,0.40977881,0.23085453,0.29497803
157,54,0,0.32453111,0.22000496,0.20179589999999997,0.22275887,0.10674888,0.25548273,0.27570215,0.14929032,0.09958225300000001,0.35775561,0.34119664,0.2189346,0.34072279,0.26744143,0.50132605,0.55757459,0.32522892,0.2113609,0.19432207,0.17651619,0.3017125,0.26526604,0.12515819,0.25345055,0.3865821,0.18781474,0.31899078,0.49843087,0.32369248,0.24315618,0.33440888,0.20306394,0.46324089,0.11729337,0.26386006,0.26122268,0.42341065,0.31869386,0.34117195,0.26459962,0.25059791,0.24162464,0.45491492,0.23883723,0.28191991,0.11884087,0.28921324,0.17163887,0.14574085,0.23516637,0.24260922,0.44457379,0.23997971,0.39624048
158,54,1,0.26365669,0.23447592,0.20871564,0.22655954,0.13794469,0.26504285,0.28532420000000003,0.17740789,0.13645923,0.35446366,0.3203881,0.24710333,0.36383429,0.26497645,0.53785751,0.54493908,0.39039853,0.24649699999999997,0.21927071,0.22585345,0.39045412,0.27101892,0.17576985,0.26196137,0.40215884,0.18114760000000002,0.35746744,0.53377085,0.39399629,0.30874406,0.39276762,0.24566662,0.46441663,0.14946151,0.28960171,0.29762407,0.50732001,0.36399612,0.43589188,0.32688974,0.28799354,0.25072542,0.48676694,0.271987,0.35549666,0.15456616,0.28916874,0.16722656,0.16958745,0.28178113,0.27738625,0.47687233,0.27724143,0.4702853
159,54,2,0.25082598,0.25754522,0.25063409999999997,0.25385032,0.17292975,0.31716032,0.32674237,0.21761086,0.20708009,0.37088157,0.32581501,0.28873458,0.40056413,0.27503211,0.59588317,0.53012568,0.48739862,0.31877695,0.26536179,0.26567463,0.47496512,0.30404095,0.24382857,0.30422651,0.44919634,0.22290233,0.40373033,0.59129577,0.45006850000000004,0.41277464,0.47264566,0.30312375,0.46441663,0.21064681,0.34446895,0.34820318,0.60590291,0.43648135,0.52276156,0.40399467,0.35138254,0.28794321,0.5394409,0.3363185,0.46542337,0.21522278,0.3495817,0.20244482,0.20266124,0.3310177,0.30451219,0.52493209,0.32104081,0.5372115
160,55,0,0.28223823,0.30158586,0.28971827,0.31265686,0.2211136,0.40636501,0.38578363,0.26302307,0.27370354,0.39984656,0.36123545,0.3369572,0.44470692,0.29068445,0.63261397,0.52667178,0.56342548,0.40016967,0.30293883,0.31299237,0.56029749,0.33641674,0.30902725,0.36120192,0.5006382,0.28741755,0.45219750000000003,0.63159972,0.50693851,0.51401425,0.5247544,0.36911471,0.46913341,0.27761093,0.40330393,0.40338924,0.6930954,0.49295136,0.60547563,0.48336061,0.41808627,0.33201179,0.59580675,0.39774307,0.56650308,0.28031491,0.44102884,0.26181045,0.22971528,0.39437314,0.33231721,0.58544173,0.36499239,0.60656248
161,55,1,0.31813439,0.34613034,0.33375606,0.36536066,0.26186846,0.4775271,0.43118932,0.29970828,0.34260300000000005,0.43130144,0.40164942,0.37224583,0.49940943,0.30604318,0.66048709,0.53277367,0.62481033,0.4736444,0.34151449,0.35874703,0.62571448,0.35785699,0.36270143,0.40983159999999996,0.57078475,0.35678417,0.50081389,0.65989342,0.55341285,0.61512025,0.57526253,0.41239532,0.49452936,0.35520955,0.44626795,0.43942294,0.78543591,0.52931941,0.65430926,0.54111657,0.47499266,0.37804329,0.6586144,0.46474677,0.64411072,0.33340704,0.48656995,0.34558418,0.24474724,0.43397409,0.36257451,0.63958738,0.40253678,0.68138591
162,55,2,0.3592473,0.38084579,0.39859563,0.42139568,0.28659193,0.53603479,0.46900139,0.34431152,0.39701095,0.45649323,0.45482536,0.39384392,0.5384751,0.32187901,0.6801092,0.54406601,0.68064882,0.54999647,0.37999886,0.39280355,0.67442279,0.38763511,0.39670126,0.44820043,0.62830129,0.39455281,0.53993489,0.68243363,0.59036183,0.70694032,0.61480352,0.43454739,0.54303202,0.4243215,0.4689392,0.47886319,0.82331461,0.55955329,0.69258975,0.56839425,0.51502119,0.41940414,0.70448952,0.52423039,0.68976574,0.37249581,0.55365789,0.42352163,0.25572342,0.46300870000000005,0.37595261,0.68387013,0.42220048,0.73265113
163,56,0,0.39098249,0.40488973,0.44607201,0.46815022,0.30362481,0.58554953,0.5081224,0.37572623,0.44031979,0.47664249,0.50736093,0.407493,0.5778669,0.33488287,0.69796325,0.56936583,0.71064795,0.61158006,0.41359279,0.4102726,0.71002295,0.41249667,0.41970809,0.48292059,0.68711787,0.41963969,0.57572572,0.70188493,0.6085986,0.78577791,0.64258977,0.43497939999999996,0.57646449,0.49978459999999997,0.48243167,0.5089165,0.84315849,0.57890265,0.71483447,0.58407589,0.54509504,0.45531849,0.74521422,0.58418344,0.72510143,0.40540034,0.5993324999999999,0.50834829,0.25764672,0.49132551,0.38300762,0.7266201,0.43526129,0.76829987
164,56,1,0.40875668,0.42372181,0.48752234,0.50300623,0.31366218,0.60395765,0.52506068,0.40739833,0.47160761,0.48786442,0.54791074,0.41520365,0.60066108,0.34361123,0.7090917,0.59521251,0.72508939,0.65319901,0.43821616,0.42869826,0.72629281,0.43189679999999997,0.42781574,0.49724286,0.73900882,0.43054117,0.59746337,0.71498076,0.62341849,0.82704869,0.66218665,0.41778546,0.59273809,0.55457567,0.49006444,0.5283175999999999,0.83395683,0.58599175,0.71378684,0.57859611,0.55747283,0.47217783,0.77962625,0.62674009,0.74152598,0.4200134,0.60839267,0.56987997,0.25445671,0.50262181,0.38782917,0.76135041,0.44108864,0.79618486
165,56,2,0.41675568,0.43864706,0.54436122,0.53033312,0.31524664,0.60843206,0.53270631,0.4349153,0.48946989,0.49103779999999997,0.58567917,0.41865478,0.60657558,0.34782556,0.71221182,0.62546292,0.72406035,0.67732768,0.46349578,0.43579467,0.7248300999999999,0.46119341,0.42395174,0.51005448,0.78439962,0.43442797,0.60961069,0.72016185,0.62722218,0.85822447,0.66165312,0.36997873,0.59273809,0.59393193,0.4862913,0.5388076,0.80703302,0.58545764,0.69302975,0.56341759,0.55401124,0.48029327,0.80006077,0.65829196,0.74558304,0.42498492,0.60913136,0.63150189,0.24465427,0.5073058,0.38942126,0.78036477,0.43862434,0.80528335
166,57,0,0.41324059,0.45575287,0.58905439,0.5519545,0.30950673,0.5905218000000001,0.52363037,0.45365626,0.48991645,0.48175478,0.61860931,0.41923515,0.60156897,0.34894489,0.69818859,0.64947712,0.70184006,0.68143514,0.48247546,0.43418157,0.70650119,0.49488703,0.40291909,0.51650982,0.82453514,0.43998865,0.59397043,0.70987861,0.62314449,0.86809679,0.63014058,0.31498737,0.59401065,0.63794695,0.44877616,0.53825606,0.77548605,0.56351056,0.65433021,0.50785597,0.48748584,0.47611917,0.80370708,0.68217929,0.72856956,0.40632496,0.56061766,0.68494099,0.22176641,0.50300505,0.38859881,0.78372785,0.42899181,0.80112341
167,57,1,0.39791329999999997,0.46183199999999996,0.60829858,0.56025097,0.29233184,0.54868288,0.45932732,0.46606035,0.46025641,0.45341749,0.65090556,0.41391854,0.58602027,0.35756927,0.66062576,0.68163676,0.66711433,0.65884058,0.48825611,0.41164187,0.66059454,0.5076345999999999,0.35275458,0.50875846,0.82831705,0.45190439,0.56351058,0.67074904,0.60243372,0.8535481,0.56811484,0.26728034,0.59696383,0.65997908,0.38950874,0.52879343,0.70343611,0.5306466,0.60926107,0.44151058,0.42665632,0.45411591,0.78137344,0.68740634,0.70285303,0.37133668,0.44228373,0.69261239,0.19873911,0.48578381,0.38473553,0.76115638,0.41601073,0.78703075
168,57,2,0.37376723,0.4613612,0.61221381,0.56140652,0.27074738,0.47998488,0.40623266,0.46417277,0.41531259,0.41767332,0.67153946,0.4038035,0.56080212,0.37662854,0.60198475,0.70850043,0.62430453,0.6211876999999999,0.48208742,0.37270852,0.60087088,0.51523753,0.24838438,0.49224038,0.8202017,0.46875665,0.52742132,0.60937531,0.57168184,0.8148753000000001,0.44904302,0.21702114,0.59751712,0.69481199,0.32212204,0.5149834,0.68228568,0.49745084,0.55440006,0.40209735,0.39116981,0.42281791,0.7381571,0.67916403,0.66915325,0.32193635,0.36664293,0.67054081,0.20361999,0.46355618,0.37808043,0.71426724,0.40753787,0.75964629
169,58,0,0.34921128,0.45528207,0.59663801,0.54665523,0.24390135,0.42735694,0.33940707,0.45773785,0.36543503,0.39949086,0.68001294,0.39127371,0.53529308,0.40442841,0.57452765,0.72738175,0.57396006,0.57248498,0.47266606,0.34695511,0.54209235,0.51251315,0.21651059,0.47568103,0.80767413,0.49641819,0.49987113,0.57986776,0.55101136,0.72451752,0.3954607,0.32588728,0.59751712,0.71549018,0.27814176,0.50583439,0.68484294,0.46419034,0.52868417,0.38759775,0.37579197,0.38992164,0.69257065,0.66190304,0.64328622,0.31240871,0.31480064,0.63510193,0.22705985,0.44547722,0.37139516,0.6658259,0.41085018,0.71886992
170,58,1,0.3325798,0.45004543,0.57448293,0.51252144,0.23059791,0.38709352,0.30530513,0.44921923,0.33589023,0.39548752,0.67535576,0.37929319,0.51255178,0.43756193,0.55758364,0.75158783,0.55542862,0.52464475,0.46460854,0.34245967,0.51421081,0.51035898,0.23613431,0.45937758,0.78947368,0.53142067,0.48213511,0.56085069,0.54063986,0.66458581,0.39633299,0.38191546,0.59806349,0.73358361,0.28081214,0.50095708,0.69147618,0.44025249,0.51142618,0.40893496,0.38374313,0.37199938,0.65337284,0.63685113,0.62213061,0.31642881,0.30749377,0.60078619,0.25209181,0.43114545,0.36394779,0.62949166,0.42599116,0.68428897
171,58,2,0.29680785,0.44951681,0.54382501,0.48041889,0.23585949,0.36311444,0.31359223,0.43774667,0.33435609,0.40343842,0.66442432,0.36831796,0.48989863,0.46520276,0.55247877,0.77151492,0.54274004,0.48041711,0.45647683,0.35440165,0.51053153,0.50828085,0.26635451,0.44779594,0.77111566,0.563657,0.47228703,0.55496891,0.53916512,0.62720457,0.42517785,0.42788781,0.59806349,0.74096867,0.30072652,0.50113011,0.69415627,0.43183621,0.50822042,0.44448688,0.40703017,0.36705718,0.62444546,0.60756523,0.60560136,0.3281139,0.34024564,0.57367054,0.2751075,0.41868118,0.35856787,0.59727073,0.4506052,0.64686058
172,59,0,0.28401441,0.45448088,0.51869095,0.45142187,0.24937967,0.36025334,0.33952843,0.42645797,0.34883319,0.42162784,0.65543338,0.3620997,0.47390921,0.49161417,0.55330213,0.78248105,0.53507456,0.44446801,0.45009129999999997,0.37402776,0.52074801,0.50615203,0.3109255,0.44247978,0.7559958999999999,0.59371587,0.46662371,0.55500839,0.54266258,0.59424733,0.45677507,0.45856041,0.60392835,0.74010708,0.32923586,0.5047962,0.68986812,0.42975641,0.5147786,0.49345942,0.43307599,0.3738304,0.6101337,0.57366616,0.59193823,0.34412729999999997,0.36631363,0.54957331,0.29271354,0.41281708,0.35567041,0.58099858,0.47964775,0.61340304
173,59,1,0.27592846,0.46143553,0.48621159,0.43631850000000005,0.27178625,0.37248551,0.38972781,0.41527958,0.38021464,0.44839587,0.64055627,0.35500052,0.45985897,0.51725488,0.55650893,0.77547731,0.52817651,0.41978791,0.44410523,0.3967988,0.54211486,0.50217317,0.38094997,0.44210829999999995,0.73754333,0.62251223,0.46242539,0.55820586,0.54972198,0.57062055,0.47819275,0.48473348,0.60428799,0.73235276,0.36583204,0.50676443,0.68038727,0.43137493,0.52571588,0.54169849,0.45764276,0.38762511,0.60504406,0.54642051,0.57436199,0.36720938,0.40383588,0.53433078,0.3055491,0.40753087,0.35514223,0.57366447,0.51750381,0.57329403
174,59,2,0.27694696,0.46962088,0.44543365,0.43303241,0.29369955,0.39401941,0.43885229,0.40413796,0.41946125,0.48407728,0.62798189,0.35153902,0.44847951,0.53194691,0.56477726,0.75693179,0.52263888,0.40950159,0.43698927,0.42345879999999997,0.57390072,0.49753539,0.41544757,0.44531947,0.71645919,0.64001702,0.45906131,0.56449225,0.55820775,0.55368913,0.49267446,0.49889007,0.60560896,0.71899809,0.3978118,0.50385535,0.66370367,0.43489520000000004,0.54096242,0.59507789,0.48207318,0.41100939,0.60871316,0.52087208,0.54992802,0.38970854,0.43286757,0.5291764,0.31498547,0.40211692,0.35665132,0.57561764,0.55564978,0.53121628
175,60,0,0.2820395,0.47673247,0.41578007,0.43895459,0.31125561,0.41199899,0.48175277,0.39460202,0.44514549,0.51677361,0.61617076,0.35046119,0.44088145,0.55179522,0.57540302,0.73813681,0.51747624,0.40888653,0.42905729,0.44234088,0.60705927,0.4915164000000001,0.44301865,0.44931484,0.69394107,0.64073339,0.454863,0.57274252,0.56419534,0.53561461,0.49782351,0.50471222,0.60894253,0.69462736,0.42605086,0.49792904,0.64088935,0.43928138,0.55586674,0.64084379,0.49771325,0.43542556,0.61683379,0.49359032,0.52413297,0.4120469,0.4496529,0.53037976,0.31961069,0.39728694,0.35795669,0.58341094,0.58672175,0.50082865
176,60,1,0.28987703,0.48316676,0.37477232,0.44810869,0.32955904,0.42690950000000005,0.51769244,0.38560537,0.47229905,0.55328498,0.60066624,0.35025391,0.43468488,0.56325769,0.58608944,0.70910486,0.51041249,0.41313538,0.41803241,0.46229211,0.63905891,0.48563681,0.46379819,0.45043751,0.67322723,0.62471097,0.44913863,0.58197967,0.56571037,0.52210511,0.49953421,0.50406088,0.609316,0.66194843,0.45345745,0.48790405,0.60973322,0.44479243,0.57116217,0.68157847,0.5041539,0.45994259,0.63023397,0.46703981,0.47856956,0.42661307,0.45737807,0.5336188000000001,0.32117955,0.39201290000000005,0.35564778,0.59525288,0.61018337,0.46729325
177,60,2,0.29121848,0.48983233,0.32710869,0.45607114,0.34696562,0.43788757,0.54280513,0.37646165,0.49364736,0.59017297,0.58053687,0.34827443,0.42985456,0.56572879,0.60064136,0.67166843,0.50264237,0.41927890000000007,0.40204862,0.47514068,0.66715424,0.47646261,0.47501898,0.44659072,0.65055941,0.59353855,0.43966359,0.59546038,0.56137481,0.50736342,0.49878049,0.49279543,0.6084999,0.6131762,0.47457187,0.47265569999999996,0.56977744,0.44957514,0.58839223,0.72546524,0.50213989,0.49106215,0.64701459,0.44421775,0.43012695,0.43018425,0.45743147,0.53227505,0.32058687,0.3854249,0.34238286,0.61442246,0.62481699,0.43687225
178,61,0,0.28205192,0.49969439,0.27463614,0.46181277,0.36039611,0.44575246,0.57435853,0.35977986,0.50792279,0.6198075,0.55674644,0.33878122,0.4273777,0.55815646,0.61894609,0.64485273,0.50146507,0.42620007,0.37837252,0.48141803,0.69569963,0.46903709,0.48025816,0.43453855,0.62102112,0.55142918,0.42978161,0.6132932,0.55582239,0.49386876,0.49611279999999996,0.46414329,0.60304309,0.51969352,0.50027028,0.45723432,0.52979933,0.45378328,0.60648834,0.7572892,0.48888096,0.53028164,0.674567,0.42097138,0.3789949,0.4198124,0.45150409,0.52235738,0.31600232,0.37882475,0.31723383,0.64261415,0.63126767,0.41704021
