,measure_number,beat_number,pid1263-17,pid52932-10,pid5667229-07,pid9048-17,pid9050-17,pid9054-17,pid9055-17,pid9056-13,pid9058-17,pid9059-17,pid9060-17,pid9062-17,pid9063-17,pid9064-10,pid9065-12,pid9066-17,pid9067-17,pid9068-11,pid9072-17,pid9075-17,pid9078-09,pid9081-05,pid9088-12,pid9093-17,pid9094-17,pid9097-18,pid9099-17,pid9100b-13,pid9101-17,pid9103-09,pid9104-17,pid9105-17,pid9111-17,pid9116-07,pid9118-17,pid9126-05,pid9128-13,pid9130-02,pid9137-10,pid9138-17,pid9139-17,pid9153-17,pid9162-06,pid9166e-10,pid9170-17,pid9173-22,pid9174-17,pid917509-07,pid9186c-17,pid918722-06,pid918904-04,pid918919-19,pid9192-17,pid9193-02
0,1,2,0.1236865,0.14461056,0.041818878,0.13518101,0.19798206,0.5455571,0.11566401,0.047880764000000006,0.089685969,0.37132097,0.21014229999999998,0.1083532,0.23668576,0.16490305,0.09933264,0.15386165,0.28581146,0.19698127,0.22652362,0.49091534,0.22947702,0.17877010000000002,0.030011811,0.068122008,0.047488182000000004,0.27062912,0.26332746,0.20166782,0.1732694,0.23413747,0.070572493,0.34057557,0.0055111000000000005,0.083063573,0.026795753,0.18893900000000002,0.36748596,0.27912924,0.1740257,0.07341941,0.28969286,0.14849096,0.14120328,0.2797057,0.208546,0.056563484000000004,0.13602706,0.54889141,0.12660662,0.1982359,0.35951859999999997,0.17424007,0.026754367,0.77930037
1,2,0,0.18157993,0.2052449,0.12026555,0.15384129,0.23355007,0.53594656,0.19714806,0.13763391,0.13853356,0.40631887,0.26174644,0.14572495,0.32969590000000004,0.21036761,0.18319466,0.27494963,0.31466818,0.26229056,0.30186601,0.50635863,0.30916108,0.24111408,0.15107568,0.12270926,0.12553577,0.31717143,0.32402333,0.283233,0.20063663,0.29880493,0.21033198,0.33589658,0.22102497,0.11149609,0.13470853,0.30160378,0.49815185,0.30526018,0.17865624,0.25685276,0.3545609,0.17078129,0.24701459,0.32047486,0.24563539,0.23254271,0.33523496,0.46904865,0.17377106,0.25924326,0.52969139,0.26400207,0.094100167,0.73218397
2,2,1,0.22743759,0.25964318,0.20512384,0.1897716,0.27926756,0.52608394,0.26258669,0.22315103,0.17724719,0.44334635,0.29849935,0.17075345,0.38385192,0.24118906,0.24954932,0.38784419,0.33416761,0.3096854,0.35667085,0.51330499,0.37227148,0.28047189,0.23191597,0.17618458,0.19119918,0.34662033,0.36770212,0.34825817,0.23273431,0.36008017,0.34126863,0.32895122,0.37098693,0.13406363,0.2224853,0.36606863,0.58612603,0.32371935,0.18352424,0.39067709,0.41164562,0.18714408,0.34090702,0.347558,0.27464337,0.3399732,0.43060698,0.42864592,0.2013713,0.29677596,0.6266883000000001,0.34782046,0.14630717,0.67503476
3,2,2,0.25148429,0.29291319,0.25905183,0.20958743,0.30135277,0.51617721,0.33971047,0.2538058,0.20873668,0.47075603,0.33518758,0.18615401,0.44771265,0.26121475,0.30489686,0.43356999,0.34116159,0.34071403,0.38598493,0.51001626,0.42742698,0.31873994,0.33494474,0.19841506,0.25902143,0.37428186,0.406328,0.40020724,0.27546942,0.38462738,0.43691565,0.32196597,0.47887821,0.15921595,0.28077971,0.43539997,0.64445164,0.33622238,0.19084369,0.48521549,0.43373684,0.20232757,0.40910817,0.36137041,0.29990839,0.41818425,0.46950872,0.39482155,0.22153979999999998,0.32094409999999995,0.68319626,0.40887983,0.18794666,0.6178633000000001
4,3,0,0.26231524,0.35723961,0.304494,0.22714634,0.30902093,0.50080035,0.37072642,0.27513299,0.22606598,0.4768866,0.35423027,0.19527412,0.4824416,0.27088507,0.33476339,0.45168378,0.34669922,0.36006363,0.39586282,0.50009379,0.46657139999999997,0.34466591,0.3805197,0.20366518,0.29424047,0.38860912,0.43180955,0.42648771,0.31642356,0.39394299,0.47797256,0.31549914,0.53512691,0.16809649999999998,0.32060846,0.47755464,0.66514422,0.34343287,0.19372817,0.53418803,0.44943985,0.21132749,0.44459891,0.37613975,0.31612354,0.4518995,0.5004360999999999,0.38060188,0.23852992,0.33653507,0.70623255,0.44796921,0.22202653,0.5853512
5,3,1,0.27749348,0.40562485,0.31795046,0.24733231,0.31337818,0.48943786,0.39909847,0.29785748,0.24246615,0.48359604,0.36855757,0.20344077,0.50496254,0.27394948,0.35801699,0.4626595,0.34762362,0.37862849,0.39226204,0.48580718,0.50823619,0.36677775,0.42885345,0.20892356,0.31814529,0.40082275,0.45053581,0.44468568,0.34514465,0.39697150000000003,0.5,0.30746378,0.59683242,0.17387532,0.35486940000000006,0.51220409,0.67246982,0.34976936,0.19803045,0.56706068,0.45691898,0.21986966,0.49547250000000004,0.38502302,0.32720848,0.47650251,0.51757743,0.38585654,0.25268449,0.34765497,0.7139591,0.49646876,0.25949119,0.55282799
6,3,2,0.2838902,0.43861402,0.32602775,0.29663266,0.31163677,0.48416309999999996,0.42326629999999993,0.3236217,0.25074906,0.48580695,0.38181759,0.20614571,0.52299691,0.27113585,0.36612064,0.47014295,0.34314119,0.38661011,0.37550787,0.46390521,0.54038211,0.38853479,0.46524087,0.20811458,0.33670816,0.40600043,0.46245252,0.44687654,0.34729632,0.38908848,0.51586213,0.29802605,0.63536897,0.18063265,0.37805959,0.5334111999999999,0.66598175,0.35497289,0.18624808,0.58827666,0.45760081,0.20921716,0.52862352,0.39142367,0.33082712,0.48697487,0.52796369,0.38470332,0.26636258,0.35061743,0.70900174,0.53122494,0.29474523,0.5253323000000001
7,4,0,0.28516954,0.47162798,0.32543195,0.32806717,0.30665919,0.47575624,0.44799757,0.33196872,0.25749784,0.48148277,0.38567917,0.20291222,0.52843543,0.25873142,0.36361588,0.47188909,0.32835964,0.38887239,0.32874344,0.43890209,0.57225798,0.41414397,0.49104868,0.19683011,0.34978727,0.40835520000000003,0.46541644,0.43743215,0.32402289,0.36558046,0.52196816,0.29090788,0.65652535,0.18735922,0.39701176,0.54886503,0.64581402,0.35871166,0.18156865,0.59102261,0.45112869,0.19554659,0.55973108,0.39622642,0.32822929,0.4879062,0.52860449,0.35612358,0.27534573,0.35134132,0.69058326,0.56637563,0.32386751,0.50352038
8,4,1,0.27898398,0.51019245,0.31102221,0.34838855,0.29239163,0.43712503,0.47023232,0.31474763,0.26238116,0.47394337,0.38149418,0.19147062,0.52539445,0.23658328,0.33595944,0.46637245,0.31108398,0.37827501,0.24913832,0.41601851,0.58218192,0.42353359,0.4874884,0.18193,0.33905609999999997,0.40586566,0.45894601,0.40049344,0.28959626,0.3363272,0.52055386,0.28141034,0.65695415,0.18533448,0.41013665,0.55312591,0.59787379,0.36093712,0.18848303,0.57792326,0.43519490000000005,0.19809915,0.59990125,0.39805001,0.31882607,0.47913568,0.51521894,0.32805527,0.28195235,0.36033214,0.65192032,0.61836761,0.35514967,0.46388966
9,4,2,0.26279965,0.53542579,0.26343519,0.33463032,0.25137519,0.37365768,0.46797849999999996,0.27581938,0.26304379,0.44359046,0.36390039,0.16921961,0.50745703,0.20515016,0.27631305,0.41297131,0.31252289,0.35869919,0.18375371,0.35472677,0.56815113,0.42205102,0.44304396,0.15572891,0.30862748,0.40030499,0.43762208,0.32761275,0.24953663,0.25624258,0.50905318,0.25841420000000004,0.59253752,0.17169057,0.38690322,0.54260347,0.52647154,0.3624909,0.20511943,0.52173729,0.39112785,0.21530763,0.61705409,0.39743613,0.29556995,0.45128978,0.48652545,0.2780658,0.27289367,0.36646998,0.53348676,0.63116026,0.37187070000000005,0.40035593
10,5,0,0.23851695,0.53815974,0.20877521,0.29832987,0.21713004,0.32380892,0.44722607,0.24055598,0.25409104,0.39730785,0.33963131,0.15964349,0.47337153,0.14474279999999998,0.21329520000000002,0.31284659,0.32271736,0.33556027,0.15125542,0.27751032,0.54337504,0.40124435,0.40111364,0.14247152,0.27610306,0.38169374,0.41081118,0.25946906,0.23098557,0.21769596,0.46369411,0.25194736,0.51344491,0.15223091,0.33891195,0.5180547000000001,0.44191448,0.35883305,0.22681239999999997,0.43923744,0.33100113,0.22989371,0.61721361,0.387298,0.26088863,0.38877722,0.41708793,0.21947233,0.24618826,0.37507148,0.40432355,0.63332687,0.37404508,0.36751015
11,5,1,0.21582412,0.53053605,0.15831135,0.27925431,0.18437967,0.30050416,0.40239251,0.21736572,0.23931864,0.37178825,0.32646184,0.15485543,0.40549141,0.12565295,0.18219795,0.26353257,0.32698177,0.31042771,0.14343757,0.22632862,0.51912777,0.36867848,0.31144014,0.14003632,0.2564844,0.3422725,0.39638497,0.22556992,0.22341849,0.17721942,0.39094682,0.28702645,0.40632132,0.13180503,0.29182884,0.49091047,0.37860836,0.35573359,0.25521022,0.35388859,0.28713339,0.24125999,0.59601185,0.36103638,0.23582646,0.28282077,0.324288,0.17827739,0.21091807,0.37831985,0.30740209999999996,0.616699,0.37677756,0.37165897
12,5,2,0.19177742,0.51926158,0.11755043,0.26480094,0.16625561,0.26798588,0.34842233,0.22002549,0.22631086,0.36287488,0.34450841,0.16305317,0.32187748,0.12973271,0.16780205,0.28704787,0.33530129999999997,0.28829975,0.17469756,0.21836314,0.50123768,0.29086255,0.21019995,0.13970613,0.22371573,0.32743457,0.3761191,0.21903681,0.25900556,0.18165083,0.2577998,0.35378174,0.30422574,0.12173057,0.2440538,0.47977159999999996,0.34965215,0.36046775,0.24911999,0.26623022,0.27428356,0.2558771,0.5661653,0.34849689,0.22405444,0.20543384,0.23647205,0.13917831,0.16957002,0.37442667,0.25169396,0.58513776,0.39504965,0.39654079
13,6,0,0.17103465,0.51252994,0.11835901,0.24688995,0.17665172,0.25453743,0.34485957,0.25472508,0.22975367,0.39219556,0.42027814,0.19824852,0.29474658,0.18342406,0.19978332,0.3412837,0.35777448,0.31814069,0.20944989999999997,0.27101413,0.50328548,0.22020604,0.20658905,0.16622916,0.22399937,0.31499397,0.38510581,0.26065331,0.32447417,0.28120546,0.18473069,0.43287252,0.3243447,0.13222968,0.24932970000000002,0.46893554,0.34835677,0.37337541,0.23851097,0.25050009,0.30815466,0.28773373,0.52458979,0.34685384,0.24937835,0.15906198,0.22852439,0.14004071,0.19646136,0.39423931,0.26255188,0.54641055,0.42748424,0.43920805
14,6,1,0.18012669,0.51343025,0.13849689,0.25367879,0.19993274,0.26626544,0.37211338,0.27687348,0.23935465,0.41653648,0.51234799,0.23431444,0.33505509,0.26763716,0.2607991,0.45856279,0.38086684,0.3689643,0.25853116,0.30601476,0.51306314,0.22280371,0.25013077,0.19657421,0.26243303,0.30356054,0.40988877,0.32553045,0.37710533,0.33363272,0.21761518,0.49155257,0.37210042,0.14026094,0.28337442,0.46305248,0.40077499,0.40334224,0.25954742,0.29571437,0.38526413,0.30833269,0.47550896,0.37029882,0.29247481,0.17236851,0.28422036,0.17043552,0.24938989,0.42594440000000006,0.28814608,0.49882292,0.45712111,0.45750514
15,6,2,0.22271767,0.51733708,0.16899311,0.24724203,0.21692825,0.27123771,0.41529126,0.28829701,0.23818784,0.45281071,0.5778784,0.27503368,0.40493609999999997,0.30095419,0.34444444,0.59928044,0.42948461,0.41314245,0.31317051,0.35028761,0.54315001,0.23477831,0.32385894,0.22846294,0.31426883,0.31520675,0.43539745,0.41679661,0.41617374,0.36874258,0.34642615,0.53843546,0.41899855,0.16661948,0.31953814,0.47047118,0.46438263,0.44539128,0.26243190000000005,0.38603382,0.45156925,0.30979905,0.46065026,0.40474858,0.34705536,0.20497152,0.33883944,0.20991566,0.29500291,0.44550763,0.33618803,0.48322339,0.49388998,0.48017352
16,7,0,0.24567135,0.51631288,0.19798281,0.24480455,0.22831091,0.28097429,0.44666262,0.30269899,0.24123451,0.47544985,0.62611255,0.3086952,0.45854561,0.33105389,0.38697348,0.69668042,0.48037848,0.4608625,0.36320475,0.37534701,0.57141411,0.25041499,0.3646503,0.24561664,0.32516546,0.34085396,0.46240505,0.46095924,0.44776372,0.37707096,0.39474085,0.567719,0.44924269,0.19143947,0.33991740000000004,0.49087802,0.52179254,0.47291414,0.27471714,0.45783476,0.50431125,0.29972069,0.45791553,0.44063375,0.39577935,0.24783249999999998,0.38562656,0.24995738,0.33945381,0.46233348,0.36758470000000004,0.47984090000000007,0.52833949,0.49236416
17,7,1,0.27407775,0.50269266,0.23360286,0.27303422,0.247571,0.30846988,0.48580964,0.32707818,0.26238836,0.53464221,0.67755498,0.34090579,0.51767298,0.37216955,0.44317906,0.79537561,0.54258306,0.51330505,0.41097352,0.40386395,0.62422926,0.27602418,0.41051211,0.2677233,0.33202805,0.38545996,0.49208492,0.51665844,0.47729873,0.40681413,0.46573509,0.58625548,0.49170759,0.24424272,0.37199446,0.5194822,0.59958235,0.49715141,0.30498673,0.53533976,0.55493433,0.28185274,0.46193406,0.491857,0.44886795,0.28941374,0.44370773,0.30471014,0.38553748,0.48017519,0.44387686,0.48370845,0.58023483,0.51787998
18,7,2,0.30751459,0.48165524,0.27878968,0.31847973,0.27508221,0.34698135,0.53898232,0.36690118,0.31891386,0.57242293,0.72018111,0.37493004,0.60305862,0.43268090000000003,0.48304732,0.91235729,0.59365135,0.56765642,0.43469528,0.42797299,0.66996715,0.324949,0.46741753,0.30760277,0.33371415,0.44308816,0.52173087,0.55336031,0.5076235,0.43931859,0.5196731,0.58838894,0.56866312,0.2955505,0.41824511,0.56886092,0.66116875,0.53258072,0.35479117,0.60950476,0.60683716,0.2885251,0.47892738,0.52588246,0.51105876,0.33705863,0.49213243,0.38063196,0.44485764,0.5056512,0.54390704,0.49923037,0.6304414,0.54372949
19,8,0,0.34044218,0.46488808,0.33538173,0.39438476,0.29348281,0.38851147,0.5931172,0.42993896,0.41257563,0.59236993,0.73208279,0.3960514,0.67018951,0.49401187,0.51475126,0.94773098,0.61590651,0.62077766,0.45369208,0.44339127,0.70834646,0.36681577,0.52709862,0.33926036,0.32676489,0.48254486,0.54878595,0.58251258,0.53088081,0.44166419,0.56362636,0.56817094,0.62927588,0.35149855,0.46977167,0.58998151,0.71214642,0.56219147,0.38521442,0.65114869,0.63492846,0.30683529,0.50980705,0.55192742,0.55472451,0.38520603,0.52935208,0.46157780000000004,0.5033527,0.54752114,0.61077492,0.5325637,0.66241937,0.5675324
20,8,1,0.36786735,0.4534732,0.38695208,0.44418164,0.32617339,0.42677716,0.62682906,0.47942049,0.48127341,0.60444971,0.72800776,0.40990776,0.71384751,0.54808857,0.54614318,0.96248681,0.62724339,0.65399081,0.47384729999999997,0.45654620000000007,0.73676808,0.39938163,0.5596135999999999,0.35759452,0.32054838,0.51732747,0.57734672,0.61393467,0.5483520000000001,0.4324228,0.60944275,0.5449023000000001,0.67746732,0.40334174,0.52418483,0.59386389,0.75276106,0.59167274,0.40699818,0.67169788,0.65335879,0.31554814,0.55056214,0.56825855,0.59566156,0.43077387,0.54644001,0.49957381,0.56820453,0.58486526,0.66556251,0.5771181,0.69207799,0.59201379
21,8,2,0.39094522,0.46701908,0.456558,0.47361199,0.35831839,0.45708974,0.66069695,0.53461378,0.53099971,0.61431859,0.72199224,0.42098663,0.73581313,0.5780904,0.57326226,0.95040775,0.63208337,0.68531637,0.50913034,0.46884457,0.75669472,0.43756098,0.58202987,0.37578009,0.32745824,0.53667636,0.59933532,0.64096516,0.56377629,0.42820665,0.6420393,0.52136781,0.72792033,0.44336267,0.55390503,0.59231743,0.77565355,0.62121065,0.42890068,0.68448809,0.66351278,0.32930406,0.60012914,0.58057236,0.64772281,0.45916248,0.55347989,0.51352273,0.62672865,0.61621753,0.72777484,0.62009443,0.71570631,0.6234135999999999
22,9,0,0.42735064,0.49990088,0.50603456,0.51293672,0.38859492,0.49019409999999997,0.68268031,0.57892285,0.58383031,0.62321802,0.71597671,0.43158877,0.75775231,0.60975595,0.60498353,0.92609613,0.63953083,0.71884058,0.56562429,0.48073027,0.78190963,0.47059569,0.6012655,0.39347862,0.34702962,0.55408894,0.63702523,0.67139051,0.58169877,0.43225208,0.66426152,0.51139838,0.76665053,0.48623915,0.58201436,0.595897,0.79718366,0.65607348,0.46557479999999996,0.69921804,0.6751563,0.35559004,0.65455029,0.58676537,0.6918597,0.48994975,0.55839267,0.49809970000000003,0.69511912,0.65198613,0.78148344,0.67953693,0.73653693,0.64680496
23,9,1,0.48345547,0.53314611,0.55571538,0.56709398,0.43091928,0.52370809,0.7118932,0.62513176,0.62949438,0.63449575,0.71707633,0.44931081,0.78811811,0.63227109,0.63781418,0.89761105,0.65503619,0.75397667,0.61555581,0.49381018,0.81162519,0.50744453,0.62496414,0.41610533,0.38402143,0.57837435,0.68068367,0.70430277,0.6050689,0.44432156,0.68321477,0.51371793,0.8136109,0.53570066,0.60605864,0.61050731,0.80933344,0.69617221,0.50646738,0.71934291,0.69711115,0.39330437,0.70985263,0.58683759,0.73557126,0.52828141,0.57289961,0.46433549999999996,0.75403835,0.69584525,0.84011167,0.73496314,0.76313691,0.68689172
24,9,2,0.55964476,0.57905344,0.63950123,0.63870181,0.49118087,0.59294177,0.75505374,0.67229672,0.69471334,0.65121356,0.73292367,0.49561613,0.83066549,0.66835892,0.67688508,0.84231028,0.68485218,0.79985861,0.67341931,0.52045142,0.8479117,0.55007159,0.66527461,0.45242694,0.43803183,0.62362579,0.75142431,0.75186026,0.64552341,0.49223575,0.72948001,0.52456467,0.89466768,0.5888547,0.63004887,0.63628892,0.82574903,0.75848507,0.5745564999999999,0.74801479,0.73896488,0.45485298,0.76428137,0.58408414,0.78510666,0.57227471,0.60316839,0.41666249,0.83846601,0.75497293,0.8994190000000001,0.80041392,0.80082627,0.74031478
25,10,0,0.65883741,0.63563228,0.71032428,0.71835334,0.57576233,0.6601336,0.79224168,0.70556223,0.75504177,0.66972381,0.75646831,0.54281273,0.88382547,0.6963117,0.69912463,0.81750935,0.71861864,0.8465181999999999,0.73522027,0.544004,0.88108151,0.5733999,0.72190163,0.48994552,0.53996218,0.67592028,0.82325014,0.78120004,0.68178741,0.58650534,0.77233232,0.53955869,0.94688429,0.62865407,0.6472388000000001,0.6722361,0.83645825,0.82317715,0.65176002,0.77389828,0.77189191,0.5515168,0.81502583,0.58474316,0.81370239,0.61781575,0.65642577,0.3712558,0.89814062,0.83800718,0.93458085,0.86030268,0.83423933,0.7788776999999999
26,10,1,0.7312632,0.70001652,0.76103498,0.80668954,0.6442003000000001,0.7218300999999999,0.81568135,0.72429093,0.79984154,0.6851095,0.77807245,0.59823816,0.92278537,0.71937122,0.70402149,0.79587451,0.74887939,0.87946271,0.79907555,0.56419282,0.89927539,0.58482963,0.77981945,0.53226019,0.63093287,0.74019434,0.87398264,0.79095036,0.70546378,0.65011876,0.80870596,0.55673933,0.97371879,0.67154902,0.66416926,0.70562026,0.84383969,0.88581371,0.71092331,0.7909923000000001,0.81061973,0.63397471,0.86493467,0.60222985,0.83601623,0.6480066999999999,0.71359025,0.3855557,0.94619407,0.91897317,0.95774542,0.9123658000000001,0.8573603000000001,0.81374784
27,10,2,0.78387778,0.76729991,0.81508213,0.85279408,0.69047833,0.77898916,0.82763523,0.72535729,0.82548257,0.69427396,0.79450194,0.6405327,0.94720141,0.7303199,0.69618651,0.7819054,0.78060521,0.90038883,0.84421365,0.5804114,0.90289842,0.58705982,0.81491606,0.57381542,0.71437126,0.78374353,0.90599566,0.78746669,0.71070997,0.70219715,0.84280149,0.58620896,0.97005325,0.71918272,0.68186732,0.74117812,0.8469888000000001,0.93671603,0.75708898,0.79196217,0.83364453,0.72090154,0.90306898,0.64542746,0.84825285,0.66562814,0.75445888,0.47190662,0.97466589,0.96435306,0.96876179,0.95841418,0.87047909,0.8431233
28,11,0,0.82039498,0.79530024,0.84093114,0.89444796,0.70584454,0.81654903,0.82805132,0.70794009,0.83895131,0.70163203,0.8038163,0.67060835,0.95689731,0.73704814,0.67994453,0.77803895,0.81622918,0.91565924,0.87006391,0.59287233,0.89819524,0.58360049,0.84560871,0.60617467,0.77918374,0.80324846,0.92417254,0.77394651,0.70547183,0.75319181,0.86543022,0.60931144,0.95179473,0.76860114,0.7085928000000001,0.77688739,0.8487197,0.96779154,0.78956558,0.78790083,0.85281962,0.78097603,0.93034032,0.72239776,0.84642063,0.6759129,0.78191527,0.55276221,0.99331784,0.99355192,0.96295178,0.98751779,0.87620497,0.85852845
29,11,1,0.85543411,0.81400017,0.8594774,0.91866029,0.70362481,0.84648349,0.8192181000000001,0.67712598,0.83599827,0.70972242,0.80892626,0.70332677,0.95407669,0.73717047,0.64630785,0.7782884,0.85670184,0.92463768,0.8723465,0.60790296,0.88283676,0.57452767,0.86568801,0.63670959,0.8518752,0.8162281,0.93081932,0.74221849,0.68870175,0.79906473,0.89134485,0.63369002,0.91410194,0.82602006,0.75078922,0.81417556,0.84932272,0.9871328000000001,0.80088001,0.7782021,0.86903663,0.83683761,0.94044363,0.77300713,0.8313048000000001,0.67892797,0.80199359,0.67642723,1.0,1.0,0.94642722,1.0,0.87482786,0.87486792
30,11,2,0.87484784,0.80708681,0.85981786,0.92561163,0.66875187,0.86160827,0.79785888,0.63741328,0.80906079,0.72436881,0.80795602,0.7305213,0.93327457,0.7253043,0.57649506,0.7822412,0.89622395,0.92265818,0.84255878,0.61009128,0.85488771,0.55327749,0.86965325,0.66360409,0.89158525,0.81608625,0.91949267,0.67121287,0.65537916,0.84300772,0.89871274,0.64838495,0.85766651,0.87439227,0.80307257,0.84008695,0.84483355,0.98753743,0.77678447,0.7586834,0.86882684,0.86577702,0.92760559,0.80943396,0.78000262,0.66958794,0.81695443,0.75991015,0.98460198,0.98868544,0.90213537,0.98764713,0.86504313,0.87892776
31,12,0,0.8745248999999999,0.7742463,0.82361052,0.88761397,0.61234679,0.85700781,0.74822295,0.57889834,0.75475367,0.73650439,0.79566624,0.73178568,0.89819304,0.69447673,0.42970185,0.78560875,0.89831691,0.89763167,0.76603515,0.59237214,0.80084612,0.52693336,0.84889901,0.65954268,0.88874882,0.79672317,0.87940857,0.50720418,0.60424692,0.86342043,0.88440041,0.64431743,0.77965281,0.86663795,0.82709523,0.8331549000000001,0.82099186,0.94901675,0.71762816,0.72522277,0.83394873,0.83893242,0.88240656,0.82042972,0.72385813,0.63672362,0.81637593,0.81348964,0.93788495,0.95261269,0.84795895,0.93674816,0.84257447,0.87008509
32,12,1,0.8286424000000001,0.71271165,0.71912503,0.82005056,0.50733931,0.82442652,0.66660888,0.48491163,0.67452463,0.74027061,0.76021992,0.70182402,0.84033495,0.64774604,0.31707402,0.77341456,0.81431935,0.83485331,0.63455832,0.53893335,0.70363203,0.49047734,0.79278664,0.62296516,0.81901986,0.75650755,0.77190722,0.37564394,0.53190426,0.83038895,0.82973408,0.60968364,0.62645411,0.8050957,0.81535418,0.77549233,0.77671442,0.85732783,0.65273781,0.65690732,0.70895397,0.74636512,0.80363112,0.80084861,0.60475723,0.56182245,0.7741189,0.81576599,0.84381174,0.86392116,0.75411605,0.8459449,0.79314344,0.84836216
33,12,2,0.75440318,0.5982985,0.59667206,0.67477656,0.40038117,0.7477943,0.55757628,0.39648959,0.58360703,0.72269494,0.6542044,0.65101047,0.74465403,0.58873326,0.27085283,0.73122901,0.66201273,0.74450336,0.46047135,0.46937602,0.60401008,0.45630219,0.71197165,0.53516592,0.69971636,0.67875736,0.6427089,0.29523340000000003,0.46683858,0.74888658,0.71790312,0.54649741,0.43112248,0.69001169,0.76702776,0.68724654,0.70368178,0.7117828,0.54895237,0.5443414000000001,0.61818697,0.58193809,0.68528563,0.76004333,0.45440387,0.47521608,0.67796369,0.73479006,0.68622894,0.74943731,0.66715461,0.71569008,0.74103066,0.81113397
34,13,0,0.66507266,0.45442306,0.48405822,0.53501851,0.30360239,0.67053189,0.4823509,0.33835462,0.44499424,0.6830869,0.55378396,0.56136387,0.62661084,0.52560401,0.27386029,0.65121366,0.50326153,0.63039236,0.38173933,0.39850569,0.50447815,0.43455783,0.56785624,0.41876341,0.52797825,0.57465778,0.55025773,0.31156617,0.4413732,0.59766182,0.60082148,0.47213877,0.38618853,0.5842698000000001,0.7023547,0.5944695,0.63143084,0.59438375,0.4605741,0.44552949,0.50965048,0.46405462,0.56375722,0.67064187,0.35552284,0.38161474,0.55983446,0.57625776,0.51439861,0.57779062,0.5924319,0.57855387,0.70007248,0.75725488
35,13,1,0.57154391,0.37517139,0.31870798,0.41284644,0.24792227,0.52811318,0.43678051,0.31130341,0.34392826,0.62479425,0.46979301,0.46336408,0.53332746,0.49760842,0.31454325,0.58186702,0.41333391,0.55075292,0.35300159999999997,0.34429786,0.47055448,0.42450929,0.43987176,0.32800066,0.40516073,0.42217179,0.49003663,0.35919274,0.45724071,0.51232185,0.46216972,0.36926758,0.39636213,0.47861407,0.60711815,0.50348766,0.57955979,0.54184673,0.42559017,0.38846457,0.43909705,0.35659089,0.46501823,0.57941681,0.29520351,0.34023451,0.46748843,0.42279961,0.33026729,0.45331225,0.54410322,0.46406674,0.65992607,0.70147378
36,13,2,0.48479692,0.3690427,0.26319687,0.33898167,0.23332586,0.45558987,0.41360957,0.30185326,0.27922069,0.56722695,0.41238679999999994,0.38923204,0.49453504,0.49045813,0.37658173,0.56076945,0.40217145,0.49466242,0.34763753,0.30859697,0.47082452,0.41680500000000004,0.37202396,0.28911177,0.27295934,0.32700192,0.47159523,0.43149117,0.48849222,0.44665974,0.41851287,0.33408215,0.43234664,0.38538987,0.5084327999999999,0.41772918,0.55039141,0.52611475,0.41655259,0.39046493,0.41708975,0.30098534,0.39898207,0.45128645,0.28731841,0.31855946,0.40600748,0.27560895,0.22736781,0.39742685,0.49777409,0.39213556,0.63522505,0.65409043
37,14,0,0.38892063,0.39857107,0.26477147,0.29413199,0.232287,0.41632846,0.41809119,0.29888706,0.23761884,0.52589622,0.40301423,0.35275158,0.49791097,0.48828063,0.43294332,0.57333781,0.43086247,0.44014139,0.35573499,0.30605852,0.48704937,0.41171104,0.32106640000000003,0.28358098,0.23198078,0.26141570000000003,0.47651926,0.495263,0.53443468,0.42614311,0.41074695,0.32197262,0.46703092,0.29320574,0.44788964,0.3734657,0.54226178,0.53813223,0.42737813,0.43366673,0.41356522,0.27217007,0.36585384,0.39722849,0.32524539,0.31390285,0.374555,0.20607495,0.24575828,0.38803455,0.48107598,0.35013582,0.62316446,0.61860853
38,14,1,0.33189666,0.45919716,0.2836667,0.2859619,0.23958894,0.39114570000000004,0.43454404,0.30782242,0.24889801,0.51089413,0.41141656,0.32110063,0.52368444,0.49139397,0.49262437,0.60324283,0.46983518,0.42720396,0.37766492,0.32091409,0.51154417,0.41400459,0.31500886,0.29919927,0.24706114,0.21916448,0.49288524,0.56146255,0.58736401,0.42091746,0.42899729,0.34088794,0.49588492,0.24133793,0.41793159,0.37769415,0.55217814,0.56330015,0.45639056,0.47906892,0.43103050000000004,0.2685701,0.3510787,0.39591947,0.37843869,0.32889782,0.36901922,0.22293198,0.30654852,0.40988503,0.48007244,0.33041004,0.62307748,0.59153551
39,14,2,0.30475717,0.50393161,0.32055494,0.30307845,0.2598281,0.40040963,0.45551318,0.32172186,0.27730481,0.52309946,0.43611255,0.30969012,0.55371529,0.50299101,0.53882822,0.6473664000000001,0.53184791,0.43982326,0.40332116,0.35015631,0.53912192,0.42154415,0.3508057,0.3214215,0.30011031,0.22622172,0.51534183,0.61289845,0.63246031,0.41976692,0.4588584,0.38779077,0.52730479,0.25664349,0.42193176,0.41537164,0.56518777,0.59374444,0.49587233,0.54475359,0.45562875,0.28283032,0.35848526,0.41599711,0.4369258,0.36300168,0.39114454,0.25620481,0.38352702,0.43300079,0.49220554,0.33452335,0.63345655,0.57905567
