,measure_number,beat_number,pid1263-03,pid52932-03,pid9048-03,pid9049-03,pid9050-03,pid9054-03,pid9055-03,pid9058-03,pid9059-03,pid9060-03,pid9061-03,pid9062-03,pid9063-03,pid9066-03,pid9067-03,pid9072-03,pid9074f-03,pid9075-03,pid9088-03,pid9091-20,pid9093-03,pid9094-03,pid9097-06,pid9099-03,pid9101-03,pid9104-03,pid9105-03,pid9111-03,pid9112-05,pid9114-27,pid9118-03,pid9137-03,pid9138-03,pid9139-03,pid9150-17,pid9153-03,pid9166c-05,pid9170-03,pid9173-08,pid9174-03,pid9186c-03,pid9192-03
185,62,2,0.39444998,0.47565690000000005,0.51514186,0.54060901,0.68702773,0.5973463000000001,0.90179494,0.49139048,0.78968718,0.51818546,0.58750407,0.4667353,0.44207508,0.76486818,0.38175374,0.38869668,0.41176203,0.90484569,0.6427066,0.55557427,0.61199423,0.37947126,0.34052045,0.72171882,0.69848431,0.69942109,0.73870326,0.55701698,0.22979315,0.44902875,0.69406401,0.68254035,0.54650708,0.56780645,0.70183937,0.45716660000000003,0.5005735,0.50142051,0.62486589,0.69506219,0.28935655,0.57697597
186,63,0,0.38515287,0.42688816,0.54540388,0.51667825,0.65835355,0.59498161,0.80655014,0.50574383,0.7968374,0.52700663,0.51763365,0.4979791,0.43689039,0.76658492,0.36640851,0.30954384,0.35600590000000004,0.89927425,0.58800412,0.52466032,0.58496891,0.3570452,0.31250357,0.65642786,0.66493887,0.70693894,0.73358563,0.52361259,0.22096864,0.40243795,0.68471344,0.67258625,0.48915486,0.58327189,0.67443182,0.40872642,0.45376547,0.50466568,0.54474095,0.71247448,0.27662879,0.51614113
187,63,1,0.39227318,0.38660063,0.54872611,0.53875166,0.60312825,0.5539499,0.66923222,0.48734737,0.81849433,0.51908301,0.43550173,0.51743308,0.4189522,0.76425506,0.33360462,0.27478081,0.32463102,0.89502236,0.53010063,0.53839856,0.5539335,0.31206752,0.25744209,0.59489594,0.66668335,0.65363997,0.72743216,0.48865203,0.20432607,0.34398607,0.65565687,0.6648581,0.42221299,0.56281106,0.6745859000000001,0.36321291,0.38736794,0.48940862,0.44118286,0.69447745,0.25756068,0.46954438
188,63,2,0.38602526,0.37387536,0.51824696,0.59683492,0.56288562,0.48519881,0.47903393,0.44357712,0.83396356,0.47940773,0.37518396,0.50505605,0.38998069,0.75579399,0.29669861,0.27289692,0.32992734,0.89678176,0.41659140000000006,0.59447219,0.52218618,0.27145647,0.17983986,0.52518052,0.68183313,0.56095163,0.69180358,0.46378882,0.20199066,0.31664378,0.60646632,0.68755565,0.34764045,0.50141014,0.69093798,0.33488422,0.33419861,0.47008618,0.34328105,0.65104882,0.23287837,0.38758161
189,64,0,0.32195081,0.35985005,0.47960336,0.61036705,0.52824957,0.40722543,0.41236726,0.35721405,0.81636301,0.44429453,0.34789998,0.46136658,0.32462578,0.68289393,0.23332896,0.24692536,0.33773842,0.87918774,0.31735203,0.61595633,0.49986483,0.25509905,0.13063339999999998,0.47581764,0.64856653,0.42366376,0.58867147,0.42972358,0.20896908,0.28692729999999994,0.54344994,0.70471619,0.29996092,0.42087558,0.65954353,0.30648049,0.29474042,0.43506092,0.26322401,0.5633191,0.21054259,0.32391304
190,64,1,0.25832502,0.34375429999999996,0.41326723,0.54837956,0.45144714,0.33890349,0.41561883,0.26261525,0.74774837,0.41508118,0.3301947,0.35081979999999996,0.20672984,0.63359902,0.15672092,0.18233412,0.30772025,0.81123085,0.25762618,0.55908141,0.47929170000000004,0.25877511,0.11314698,0.42517344,0.56707657,0.29233148,0.49097491,0.35416045,0.22133563,0.21503973,0.47162263,0.7031163,0.2726087,0.35911521,0.60334168,0.24220626,0.27383791,0.34477266,0.16864263,0.44217561,0.2043031,0.24603417
191,64,2,0.22383682,0.33242537,0.33404748,0.3640091,0.34689775,0.29741198,0.46818908,0.21105781,0.65257477,0.40924994,0.32330533,0.27761763,0.22454128,0.61324341,0.13882909,0.16099526,0.22570391,0.69061652,0.2535536,0.40234003,0.45606921,0.2488072,0.10997283,0.37952711,0.44976764,0.25426646,0.46060755,0.26960136,0.23600423,0.17377122,0.4275307,0.66084446,0.23125549999999997,0.31495853,0.56848035,0.15542453,0.27659976,0.32154532,0.11378421,0.32997958,0.20828347,0.14856229999999998
192,65,0,0.23048355,0.28956528,0.18598002,0.19385305,0.18759965,0.27931774,0.67247439,0.17101919,0.39571674,0.41434942,0.30909683,0.21124838,0.33369749,0.58838136,0.25493568,0.26931872,0.23977066,0.49900301,0.34896601,0.1901289,0.45804271,0.21455078,0.095603374,0.33234461,0.30908701,0.35636796,0.48511886,0.18030271,0.21964524,0.15836849,0.45483811,0.52941708,0.17273083,0.27063594,0.45604777,0.12054567,0.30439934,0.36734621,0.15820602,0.21547243,0.22021112,0.15176413
193,65,1,0.3431788,0.32348329,0.20786045,0.21603386,0.18193241,0.32831932,0.85452495,0.17103165,0.36007563,0.42963069,0.32809794,0.23751239,0.44678899,0.63721643,0.33204253,0.39931872,0.29664509999999994,0.48728832,0.46133428,0.21154337,0.55113094,0.25837751,0.11293251,0.39493841,0.3694502,0.42515464,0.57192378,0.35107653,0.21263345,0.20734818,0.53574619,0.51749444,0.18757206,0.28701382,0.42927581,0.18551672,0.35673106,0.39214264,0.37908603,0.21428439,0.23629396,0.25783442
194,65,2,0.39500665,0.37317375,0.296989,0.26304883,0.30193241,0.37471098,0.97847947,0.21908796,0.37911997,0.46043906,0.36385362,0.2665599,0.50481048,0.6436542,0.35797453,0.47362559,0.32501135,0.48464922,0.51504635,0.26265823,0.61792376,0.34590541,0.1732342,0.44721082,0.39187817,0.47077716,0.66727176,0.55089888,0.23575956,0.27329049,0.57419985,0.55245548,0.26343918,0.30729032,0.45052003,0.29048563,0.40842892,0.41148886,0.50745569,0.27122703,0.26983124,0.32068343
195,66,0,0.40099701,0.40306094,0.33447452,0.26955588,0.39579723,0.40634962,1.0,0.25218664,0.37234101,0.48774869,0.382731,0.26684969,0.51751569,0.63684856,0.37479653,0.50162322,0.33797116,0.4504875,0.56513747,0.26920218,0.63803731,0.41222796,0.23216328,0.46862523,0.38983342,0.5208406,0.74068262,0.63346124,0.25554938,0.34625233,0.57531634,0.6136547,0.32417196,0.33878341,0.46041025,0.36616102,0.4331799,0.44152155,0.56710803,0.34416187,0.29499092,0.35195861
196,66,1,0.39199069,0.43597469,0.37623046,0.25496241,0.47368284,0.44587493,0.96438305,0.26906305,0.35661052,0.5086611,0.38927525,0.26938916,0.55353694,0.63120785,0.40556577,0.47429502,0.35677793,0.40789532,0.6358371,0.25283939,0.65827701,0.45529436,0.29553188,0.44588702,0.37718596,0.57806503,0.78776691,0.65738648,0.28581517,0.43882566,0.54710644,0.70534224,0.37197362,0.38382488,0.48515023,0.40411128,0.44099004,0.49641009999999997,0.59401779,0.43503805,0.31581389,0.3850257
197,66,2,0.3903207,0.44742743,0.40240301,0.23750079,0.51426343,0.46777019,0.92228174,0.29165836,0.2927329,0.52170135,0.38227518,0.28835507,0.61075567,0.61149601,0.42529535,0.40014809999999995,0.36581517,0.37162965,0.67722051,0.23413657,0.66061999,0.45673828,0.33728909999999995,0.39728161,0.36631158,0.62907216,0.77342933,0.63869822,0.30990881,0.48902188,0.50953666,0.73907902,0.38965804,0.43459908,0.49183359,0.39267796,0.43304407,0.54416642,0.55070279,0.49988862,0.31412627,0.39058203
198,67,0,0.41031904,0.44206218,0.44082224,0.25774844,0.54454073,0.48681906,0.86426088,0.33593322,0.29062221,0.52354219,0.3684118,0.31132464,0.66658619,0.62109135,0.43298766,0.36125592,0.3577827,0.46147643,0.67297362,0.25423876,0.64328197,0.44489397,0.29639691,0.35624381,0.39606063,0.65932593,0.71739175,0.61219356,0.32246441,0.52442853,0.4887514,0.68770173,0.39000977,0.49399078,0.47060863,0.34474164,0.4008527,0.57439525,0.55519115,0.53061073,0.30936597,0.40076399
199,67,1,0.46953307,0.44962856,0.49374638,0.32582602,0.53643847,0.51357506,0.7980265000000001,0.42276975,0.34127879,0.52017494,0.3510321,0.32702661,0.71022453,0.6578786,0.43084799,0.43154621,0.34259764,0.5971483,0.63997306,0.32697712,0.64367847,0.42344448,0.23360023,0.34697721,0.48767427,0.67911182,0.66368223,0.60022028,0.32979315,0.53276759,0.50376814,0.63850863,0.38937958,0.55745622,0.46595724,0.32960442,0.36227739,0.60035661,0.59033748,0.52384444,0.31396490000000005,0.46695374
200,67,2,0.49079428,0.48564452,0.5487623,0.40968476,0.5335181999999999,0.51558942,0.77934405,0.45049838,0.38762461,0.52648639,0.3337045,0.34325479,0.69006519,0.72342121,0.42329352,0.44883886,0.30878747,0.71130416,0.60614056,0.4139705,0.6860593,0.38739537,0.19887761,0.36325924,0.58419246,0.69984933,0.6744508,0.62201379,0.34308274,0.53320907,0.54705992,0.66157485,0.38677088,0.56082028,0.50360169,0.36139044,0.36007395,0.59774146,0.59373939,0.48915909,0.32596652,0.502799
201,68,0,0.4763875,0.50506259,0.59715547,0.47279677,0.53675043,0.48909616,0.79753783,0.40239846,0.4191956,0.53231191,0.3212281,0.3661481,0.64908257,0.79509503,0.39903518,0.47291469,0.29726953,0.76585294,0.56840187,0.47384740000000003,0.74137154,0.35435268,0.20534744,0.3910732,0.62756131,0.7062728,0.73551371,0.64437575,0.36328959,0.53693711,0.56347227,0.67477741,0.39191011,0.53647005,0.53752889,0.38652444,0.38038032,0.58681129,0.5533442,0.4569612,0.33416258,0.51389082
202,68,1,0.4269774,0.50447792,0.64098871,0.5116115999999999,0.52727903,0.42041513,0.82270463,0.33240718,0.44791337,0.52127258,0.31408478,0.38999466,0.61123853,0.83421214,0.33540956,0.54024289,0.31352748,0.76167436,0.52581412,0.50741493,0.77981436,0.30920061,0.2239634,0.43863089,0.64166726,0.67498017,0.81727278,0.62997939,0.38418038,0.53154125,0.57267399,0.77490262,0.40286761,0.5138341,0.57248652,0.39024443,0.42220042,0.59113819,0.48922387,0.41546315,0.34215693,0.53302542
203,68,2,0.40175307,0.47776173,0.63257817,0.51916103,0.46932409,0.34516991,0.79069636,0.31404186,0.47260227,0.50325863,0.35646936,0.39932128,0.58543578,0.74892704,0.33279732,0.5708827,0.31756358,0.69308702,0.50555424,0.51060272,0.76055691,0.2671875,0.22219045,0.47021096,0.65783942,0.6260904,0.83800997,0.52001705,0.39571286,0.49553615,0.62737253,0.81615192,0.41578407,0.49377879999999996,0.59449153,0.34827401,0.45169031,0.60433878,0.44216066,0.39877483,0.32275264,0.53758161
204,69,0,0.39347790000000005,0.43503921,0.61153011,0.52151115,0.40837955,0.31667979999999996,0.77231463,0.32513705,0.49181849,0.48786874,0.43160122,0.39965683,0.55530541,0.54589822,0.37585981,0.5837737,0.31951635,0.58599076,0.46076381,0.51197306,0.67703884,0.22453962,0.22993995,0.50474303,0.68429971,0.54522601,0.75106147,0.44056704,0.39329404,0.43234573,0.67383699,0.7687813,0.41343918,0.4818894,0.57916988,0.31893761,0.45087534,0.60362556,0.43691858,0.3856228,0.28485847,0.54547854
205,69,1,0.40250083,0.43515614,0.61071222,0.53669846,0.40201040000000005,0.33441058,0.78871347,0.37233990000000006,0.52098316,0.45798079,0.53968874,0.39620224,0.54146548,0.42936849,0.41948674,0.60580569,0.34037807,0.51022652,0.46985183,0.53157008,0.53792016,0.25237165,0.284501,0.56016565,0.69662544,0.49725615,0.70279778,0.47016983,0.40057829,0.38951241,0.68066617,0.71709794,0.41919394,0.47964055,0.56575501,0.27952401,0.45501056,0.60124814,0.53623956,0.38075924,0.26764607,0.58328935
206,69,2,0.37551512,0.45521392,0.60711494,0.53556763,0.46108319,0.38372307,0.82668922,0.40730127,0.52068065,0.43548479,0.61384385,0.39541676,0.49764003,0.52623544,0.45439092,0.62209716,0.33994664,0.47256066,0.51370731,0.53871792,0.45779039,0.29541016,0.35828567,0.59548351,0.66302996,0.53198255,0.73565729,0.58801251,0.42522242,0.37628274,0.66609602,0.69285615,0.44723986,0.47003687,0.56314522,0.32701008,0.46254905,0.55907281,0.56234807,0.38408205,0.27759699,0.5937908000000001
207,70,0,0.32643735,0.46992021,0.59423856,0.49463643,0.50341421,0.40732615,0.83369984,0.42842636,0.45137848,0.43711411,0.63924595,0.40280638,0.45316272,0.59496015,0.46654634,0.58856635,0.31836966,0.45248149,0.56843356,0.50207293,0.43108047,0.32203544,0.45274521,0.60586153,0.60640595,0.60659794,0.80797079,0.63982093,0.44927714,0.36755617,0.63789542,0.68546884,0.47882267,0.45701382,0.55609592,0.38017796,0.45686689,0.51906686,0.57481497,0.39527566,0.29441942,0.57531602
208,70,1,0.29247258,0.46452745,0.5876520000000001,0.39905237,0.54202773,0.40557453,0.80697303,0.48171567,0.36505328,0.44459753,0.60862799,0.42119271,0.44314944,0.64653587,0.45150958,0.49559834,0.29626476,0.47811744,0.63319864,0.40026129,0.41209336,0.32555106,0.5450385999999999,0.57727595,0.50662758,0.70183981,0.88339179,0.65028068,0.48060498,0.3833317,0.59588761,0.72321925,0.49560332,0.43630415,0.55476695,0.41328259,0.44141262,0.52144428,0.58242684,0.41435864,0.32297452,0.54181831
209,70,2,0.26514623,0.40250378,0.58638535,0.25863289,0.51135182,0.3796199,0.71963161,0.50565039,0.25124098,0.42742968,0.54681904,0.45797299999999996,0.44239498,0.64776211,0.40003938,0.33686019,0.27805404,0.58845393,0.63483876,0.26506213,0.3627557,0.30756138,0.59372319,0.48829109,0.39596768,0.77073751,0.8796792,0.5987707,0.50867438,0.379378,0.55506141,0.74116583,0.46088911,0.41132719,0.54062982,0.38797170000000003,0.40568216,0.53528678,0.49691044,0.43134398,0.33593088,0.46300875
210,71,0,0.24694251,0.33107718,0.59220469,0.18356813,0.41720104,0.34296287,0.46250352,0.49827436,0.21175662,0.39731877,0.49393111,0.49309083,0.42592347,0.64064991,0.35943817,0.29385664,0.26394755,0.7292134,0.59046034,0.18367205,0.311021,0.28848354,0.60356734,0.42826703,0.36213627,0.78138779,0.82980535,0.53435657,0.51466303,0.33888453,0.55080015,0.72495826,0.38531998,0.39364055,0.50807011,0.31834262,0.36184727,0.53700446,0.3470768,0.43225357,0.32201977,0.39736769
211,71,1,0.25310734,0.27512725,0.62843804,0.19018889,0.29956672,0.31179278,0.24832253,0.47181660000000003,0.20836714,0.36700206,0.45106466,0.52268741,0.40595123,0.65554874,0.30678656,0.28757109,0.26280086,0.86342644,0.49301165,0.1815875,0.31180499,0.24195033,0.57577209,0.38581339,0.36720526,0.7530452,0.77903924,0.46795992,0.52997109,0.29669871,0.57597693,0.713133,0.27073278,0.36987097,0.48345532,0.27241638,0.32340024,0.52663893,0.2121138,0.42044737,0.30194312,0.34376302
212,71,2,0.25191093,0.26421791,0.70406051,0.20866132,0.25748699999999997,0.30236907,0.29934217,0.39998754,0.21394294,0.33848617,0.41480107,0.52331274,0.35424915,0.69270386,0.26525335,0.29952014,0.28098887,0.96019353,0.38450202,0.19459993,0.32745787,0.20855887,0.53050472,0.37538581,0.3801673,0.66741475,0.74133899,0.42179351,0.56516904,0.27457078,0.60657797,0.71090707,0.20091842,0.32041475,0.48270416,0.24520798,0.29943405,0.50562259,0.17891628,0.39015222,0.28889935,0.30781359
213,72,0,0.22927883,0.26668042,0.72353793,0.20403689,0.23016464,0.27746978,0.34368011,0.28165338,0.21258852,0.3130574,0.38858501,0.4691375,0.27054563,0.70717351,0.2489236,0.28453791,0.28593324,0.9511765999999999,0.30055463,0.19216119,0.29389024,0.20948661,0.41686446,0.36644485,0.33308072,0.54452022,0.65490329,0.38360691,0.59425044,0.25229569,0.60744325,0.66954647,0.18609184,0.26421198,0.46698767,0.21980596,0.2658693,0.45629718,0.16715556,0.35532764,0.25152289,0.25984164
214,72,1,0.20893985,0.25604622,0.61808772,0.13655316,0.19654246,0.26532668,0.36985246,0.18828183,0.183857,0.29510633,0.3316989,0.36450088,0.21263882,0.6797057,0.26252297,0.24623815,0.24424955,0.82442636,0.21007052,0.17065381,0.20639813,0.22146345,0.31747212,0.35521733,0.25540859,0.41410785,0.50865588,0.32175798,0.57089635,0.22994212,0.55895981,0.61679883,0.17905227,0.24362212,0.43125963,0.19532054,0.2184425,0.38716196,0.11965777,0.32693521,0.23406845,0.19496458
215,72,2,0.18005151,0.21359884,0.20365518,0.14059637,0.16040728,0.26473988,0.35182784,0.14656118,0.15894809,0.27293048,0.24812138,0.24092885,0.19623974,0.56389332,0.25644526,0.19841825,0.14877384,0.57899714,0.18325014,0.13757403,0.13814544,0.22260742,0.22916071,0.33974232,0.15970544,0.33617764,0.39747298,0.25364883,0.51855538,0.22075934,0.47336249,0.54776016,0.15042501,0.25628571,0.36461864,0.16911985,0.21072291,0.33320059,0.12117879,0.29761463,0.2190076,0.14586054
216,73,0,0.15150382,0.19322465,0.1561161,0.14990839999999997,0.15589255,0.25888071,0.33357767,0.15425492,0.15980749,0.24560370000000004,0.26015498,0.1726836,0.18251449,0.46057020000000004,0.22405487,0.17120261,0.10849228,0.34031962,0.2033991,0.14728835,0.16502658,0.19511021,0.19886331,0.31030723,0.14497748,0.30146709,0.36226489,0.24124920000000002,0.45497109,0.19489355,0.3630629,0.44373957,0.16339033,0.25706912,0.31769068,0.17696184,0.22075913,0.29062109999999997,0.17004821,0.28672731,0.21868487,0.20786915
217,73,1,0.15604852,0.21908103,0.15998842,0.1563649,0.15833622,0.25913908,0.3366131,0.15652878,0.17361293,0.24730734,0.27082764,0.1604057,0.18083052,0.40114654,0.21100683,0.17068128,0.10764646,0.29426728,0.24478251,0.15481942,0.19137605,0.19040179,0.20236631,0.29139884,0.1553371,0.28992863,0.39462187,0.25973851,0.41466303,0.19301972,0.28796055,0.40111992,0.16696141,0.24635945,0.3317604,0.18800922,0.24136734,0.27866865,0.17952061,0.28835159,0.22287366,0.23192110000000002
218,73,2,0.18125623,0.25151328,0.18499566,0.17992924,0.16264298,0.2606805,0.34299408,0.15798031,0.20133379,0.25437914,0.3015042,0.15915504,0.18144013,0.34987124,0.20451562,0.18036137,0.12450613,0.28610806,0.30141827,0.17705261,0.22175363,0.21146066,0.23130540000000002,0.26145406,0.16225781,0.28934179,0.42322524,0.27397854,0.37655694,0.20557245,0.25766654,0.39800362,0.18202736,0.23325346,0.37983436,0.22426565,0.26983851,0.28298366,0.19187207,0.29322443,0.23593761,0.25684817
219,74,0,0.20388833,0.26981015,0.22946584,0.191743,0.16211438,0.27722018,0.3185133,0.19041241,0.20518391,0.25147496,0.36109266,0.17391139,0.19470666,0.30002452,0.23071016,0.20574645,0.14759877,0.30210395,0.35464702,0.18918825,0.2612598,0.24714007,0.24584644,0.24529945,0.16711947,0.31227597,0.41892807,0.28270447,0.33568728,0.20848622,0.28294566,0.39367696,0.21787982,0.23211060000000003,0.40897535,0.24777015,0.29358587,0.30633581,0.20076729999999998,0.31075738,0.24635917,0.27681622
220,74,1,0.20722001,0.2649264,0.24799508,0.19950092,0.15749567,0.29138641,0.28455032,0.21811612,0.20743211,0.25404185,0.37058019,0.18582323,0.22001449,0.28983446,0.26745209,0.23226303,0.15779973,0.3232461,0.39613343,0.19721867,0.29806254,0.2645159,0.2369531,0.2529874,0.18959748,0.3439096,0.40319570000000005,0.30223833,0.27009564,0.20907486,0.36287681,0.39277963,0.25353688,0.24350229999999998,0.42870763,0.25479202,0.28894506,0.34520654,0.20555442,0.31945424,0.23757816,0.2788929
221,74,2,0.21214689,0.21999587,0.27196728,0.21365216,0.15019931,0.32672097,0.26199605,0.23912285,0.22553455,0.25971873,0.33379566,0.2076794,0.24248551,0.35668302,0.26793778,0.24302725,0.16328906,0.33043765,0.43790508,0.21214725,0.31878886,0.26928013,0.21949528,0.26634575,0.22092657,0.36789849,0.38848891,0.33151425,0.19889902,0.20960954,0.43919799,0.39243879,0.29314118,0.25552074,0.44357666,0.25023585,0.27168729,0.36839227,0.20783595,0.30493781,0.23275062,0.25873732
222,75,0,0.19610336,0.19529509,0.29221917,0.20434014,0.15007799,0.35833333,0.24928108,0.25490282,0.23394294,0.25148068,0.31171453,0.21723481,0.22941212,0.50912324,0.22477028,0.23781398,0.15044278,0.30851111,0.46119959,0.20440135,0.33589258,0.25219727,0.18214898,0.30259097,0.23749196,0.33911182,0.35463459,0.32965963,0.1528859,0.1970568,0.46040194,0.38875904,0.2682853,0.25070968,0.43376348,0.25092732,0.24864171,0.35132244,0.20249202,0.28156673,0.21957238,0.24687457
223,75,1,0.19737454,0.21723758,0.31850029,0.18632889,0.15164645,0.36807234,0.26541678,0.26004859,0.23557236,0.23754859,0.30574331,0.21049339999999997,0.22144495,0.69092581,0.19666579,0.22389218,0.15173138,0.29191408,0.48660169999999997,0.18227267,0.358268,0.22239816,0.12669431,0.29103072,0.25766783,0.27675654,0.35165015,0.31379947,0.13205071,0.16740410000000003,0.42050614,0.3884808,0.25169028,0.24094009,0.44294106,0.25943396,0.24298974,0.32874889,0.18891831,0.26360683,0.21749479,0.23077511
224,75,2,0.20369724,0.26412161,0.32378402,0.18771243,0.14978336,0.3488921,0.28723804,0.24580738,0.24064627,0.22728104,0.31556945,0.1842904,0.21318807,0.75260576,0.18654502,0.19222156,0.17754314,0.29845319,0.50243245,0.18677273,0.39914391,0.23168248,0.10049328,0.24609939,0.25838278,0.21932593,0.36754661,0.28448803,0.12310943,0.14517806,0.37582806,0.40812465,0.24426966,0.21605529999999998,0.46870185,0.27305425,0.24939632,0.29333135,0.18121138,0.23233711,0.21955893,0.21591888
225,76,0,0.18094051,0.29074838,0.33249131,0.19422579,0.16894281,0.31491943,0.2448736,0.27017817,0.26398075,0.23043677,0.32098717,0.16256387,0.20298165,0.77621091,0.20489629999999998,0.15805687,0.22139532,0.30698629,0.524277,0.19408896,0.46055691,0.25747070000000005,0.074835573,0.24207844,0.24075928,0.17417922,0.36875679,0.25689618,0.10324177,0.14859217,0.40129326,0.40734558,0.25791402,0.20334562,0.46662173,0.2771548,0.26723513,0.25762853,0.17529028,0.21291071,0.20116991,0.22117655
226,76,1,0.1754902,0.29270188,0.34973943,0.21248342,0.22335355,0.32604221,0.2094634,0.34957015,0.32554142,0.27662932,0.32827375,0.18195684,0.21388218,0.74046597,0.22823576,0.17677133,0.33506471,0.34042959,0.56921005,0.21368018,0.51238172,0.31370675,0.10052188,0.32307093,0.22332881,0.18674068,0.37207967,0.23761813,0.092326512,0.13940449,0.51221623,0.42012382,0.29116756,0.24053456,0.47189908,0.28262757,0.29120133,0.25456166,0.15721464,0.19127529,0.20588987,0.25989721
227,76,2,0.25785975,0.34885129,0.42607846,0.30831385,0.39142114,0.38590822,0.294493,0.43395839,0.48778962,0.38469586,0.35926288,0.27858614,0.2543578,0.7111588000000001,0.2571738,0.35435427,0.46531562,0.43495345,0.6429443,0.31577633,0.62337569,0.4268764,0.19333715,0.47837321,0.24196039,0.2474544,0.42739934,0.26803098,0.10033363,0.16360738,0.67046892,0.4786867,0.35478749,0.35418433,0.50729969,0.3568289,0.35223363,0.28825557,0.2014599,0.22395582,0.28973307,0.35184748
228,77,0,0.37566467,0.57382721,0.58535032,0.50140881,0.54244367,0.53069714,0.46940137,0.54816222,0.66211757,0.54249943,0.4520349,0.43795470000000003,0.36018228,0.75475169,0.37093069,0.60533175,0.58231153,0.56830878,0.6801759,0.4865695,0.72711544,0.53420061,0.23901201,0.67849356,0.36985058,0.38736717,0.51250179,0.49312869,0.28157807,0.29299519,0.77576293,0.57930579,0.40680508,0.57527189,0.56863444,0.47751930000000004,0.46960459,0.43927489,0.32156583,0.44513644,0.33877496,0.53033755
229,77,1,0.51519608,0.67826386,0.65960481,0.64223893,0.67657712,0.73721317,0.66994643,0.63562173,0.7966999,0.6917448,0.62544768,0.58424464,0.55312047,0.8649908000000002,0.51264111,0.80047393,0.6436761999999999,0.68535298,0.75589098,0.61044013,0.82059115,0.69128767,0.3324278,0.8063146,0.55076142,0.58792228,0.63722232,0.6895971,0.41423488,0.45028451,0.79785076,0.68605314,0.46431363,0.70847926,0.63637327,0.59739494,0.6110171999999999,0.65884101,0.46253140000000004,0.6327455,0.45776911,0.71628004
230,77,2,0.59474909,0.70573669,0.66215981,0.70459284,0.74389081,0.92945349,0.79041443,0.69212559,0.84943279,0.8032815,0.79800742,0.71872188,0.77535007,0.94641324,0.62127855,0.91937204,0.66059264,0.79187743,0.80167974,0.6865637,0.84572407,0.7726702,0.40032885,0.86535467,0.63800672,0.70413164,0.71483806,0.84658566,0.45809609,0.57745512,0.79492929,0.70402059,0.57464582,0.74307834,0.68690293,0.72116209,0.7365906999999999,0.84374443,0.55676648,0.73012809,0.51995562,0.79663842
231,78,0,0.63991359,0.67916495,0.65005067,0.71425864,0.79016464,1.0,0.80238699,0.70477199,0.85534548,0.8244912,0.91209221,0.7499123000000001,0.90113472,0.98994482,0.66756367,0.95799763,0.66757493,0.83886812,0.80461136,0.69533155,0.84003785,0.77985491,0.40482556,0.88425598,0.67223136,0.77411578,0.71669436,0.90762453,0.45895240000000004,0.60997744,0.79070525,0.69058848,0.66375183,0.74221198,0.72009823,0.78773585,0.82862964,0.93212481,0.62188497,0.74502506,0.56347072,0.82546187
232,78,1,0.70687105,0.64315587,0.61596699,0.69593784,0.82146447,0.95874934,0.79705855,0.66284575,0.84262633,0.82420535,0.96268803,0.74018913,0.87747465,1.0,0.66395379,0.93364929,0.67217302,0.84546587,0.78252119,0.68395076,0.79411553,0.73960658,0.4260509,0.87328331,0.67165225,0.80777161,0.6829630999999999,0.90876146,0.47975979,0.57696458,0.76018794,0.67944491,0.74215926,0.70840553,0.73761556,0.79116638,0.83406278,0.95352155,0.67198343,0.74980509,0.63064614,0.82754549
233,78,2,0.77133599,0.64605861,0.60189635,0.70465601,0.86117851,0.80758452,0.80620242,0.5993085,0.84090753,0.82786417,0.95038093,0.72330512,0.79315548,0.99233599,0.65045287,0.89614929,0.69226839,0.84011436,0.76993899,0.70787365,0.77323601,0.71303013,0.48075493,0.84801076,0.69333667,0.83021412,0.69069596,0.89000213,0.50016681,0.53433729,0.73878861,0.69762104,0.78456277,0.67767742,0.74536787,0.76618782,0.8133111999999999,0.92927192,0.7056427,0.80880824,0.69616083,0.83650507
234,79,0,0.8138335,0.64482047,0.60984366,0.74129762,0.89644714,0.68089858,0.8350530999999999,0.53390232,0.87328979,0.82494855,0.88695709,0.72005643,0.72953887,0.96965052,0.64215673,0.8992891,0.77685059,0.84788505,0.75738848,0.76320985,0.78420294,0.73583984,0.53653846,0.83335693,0.7376135,0.84615385,0.77186019,0.90627443,0.49665814,0.51814971,0.74035169,0.73949638,0.78348803,0.70201843,0.72395994,0.71751715,0.79965288,0.87619614,0.71508114,0.88003527,0.72890473,0.85998055
235,79,1,0.83848455,0.64519879,0.64520122,0.77414871,0.91282496,0.62931336,0.86940137,0.51328183,0.90849089,0.84741596,0.80028651,0.7231526,0.75253501,0.91716738,0.64164479,0.94603081,0.87886013,0.86276666,0.77142065,0.81424922,0.81140849,0.77720424,0.61025164,0.8377459999999999,0.80167298,0.8631245000000001,0.84631715,0.92048604,0.53836744,0.55184931,0.78015445,0.78234558,0.75603322,0.77378802,0.69140023,0.68594554,0.7935406,0.84885587,0.70163645,0.92782625,0.78074363,0.87859425
236,79,2,0.83815221,0.66066859,0.6783729000000001,0.79764988,0.93162912,0.63649501,0.86916643,0.53192749,0.91467858,0.87720101,0.74715114,0.71496988,0.80070014,0.84046597,0.64554345,0.99229858,0.93965713,0.88365956,0.80088741,0.84664963,0.82812472,0.79345703,0.67097512,0.84992213,0.84406949,0.87898493,0.8829713,0.93462659,0.59586299,0.59339743,0.81769632,0.82783806,0.71480215,0.81517972,0.65671225,0.66697041,0.77988228,0.83233284,0.66865621,0.94347503,0.82787602,0.86970413
