,measure_number,beat_number,pid1263-03,pid52932-03,pid9048-03,pid9049-03,pid9050-03,pid9054-03,pid9055-03,pid9058-03,pid9059-03,pid9060-03,pid9061-03,pid9062-03,pid9063-03,pid9066-03,pid9067-03,pid9072-03,pid9074f-03,pid9075-03,pid9088-03,pid9091-20,pid9093-03,pid9094-03,pid9097-06,pid9099-03,pid9101-03,pid9104-03,pid9105-03,pid9111-03,pid9112-05,pid9114-27,pid9118-03,pid9137-03,pid9138-03,pid9139-03,pid9150-17,pid9153-03,pid9166c-05,pid9170-03,pid9173-08,pid9174-03,pid9186c-03,pid9192-03
133,45,1,0.67340479,0.79653322,0.60630428,0.80188262,0.81979203,0.67091435,0.89790433,0.83441316,0.95262977,0.84147039,0.93742267,0.6633951,0.69754949,0.73390558,0.71567341,0.66954976,0.65497275,0.7995015000000001,0.91791459,0.83724306,0.98215734,0.50404576,0.92972548,0.82833074,0.77507686,0.6606026999999999,0.93267081,0.83763235,0.57617883,0.58809968,0.80072572,0.79215359,0.62940889,0.70426728,0.82861133,0.55756861,0.80033203,0.84315007,0.84708359,0.88720995,0.69757278,0.82497569
134,45,2,0.66869392,0.83746045,0.59022872,0.75311138,0.78142114,0.66141181,0.80998966,0.87690007,0.93461671,0.83140864,0.96229732,0.62993975,0.68270159,0.81667689,0.66769493,0.74911137,0.70611944,0.76336046,0.94834007,0.80060388,1.0,0.50774275,0.97512153,0.85912502,0.56412383,0.61293418,0.85630628,0.88083564,0.60915258,0.62675365,0.79053777,0.81309126,0.62027357,0.66588018,0.85607666,0.61958619,0.79286145,0.73676077,0.75235961,0.90229256,0.77294426,0.79997222
135,46,0,0.60362247,0.77603522,0.61498263,0.71583802,0.77202773,0.58972675,0.66695799,0.87640169,0.72334135,0.77658358,0.90909683,0.57277511,0.60138822,0.8324954,0.55607115,0.8089455,0.73467302,0.67738436,0.89168846,0.77174544,0.86468415,0.58500977,0.97304833,0.83392326,0.32155573,0.54180016,0.75876356,0.88360691,0.56672598,0.58496027,0.71349088,0.86067056,0.60537372,0.57562212,0.83994607,0.64049099,0.74869454,0.52631204,0.58702383,0.84057917,0.79540106,0.72315599
136,46,1,0.59660186,0.60828862,0.60445136,0.7334639000000001,0.82327556,0.46904011,0.783479,0.79977573,0.53199037,0.72261605,0.76994205,0.51476397,0.5934633,0.74739424,0.46182069,0.8167654000000001,0.77043597,0.59429661,0.84090009,0.78347463,0.74045237,0.72356306,0.91528453,0.61994195,0.32678201,0.53590008,0.70377208,0.80345342,0.44526802,0.46311194,0.63236881,0.94998609,0.60258915,0.55964977,0.79905624,0.63711407,0.67478117,0.43601189,0.53526176,0.73467607,0.77207019,0.708015
137,46,2,0.60440346,0.52538864,0.55157788,0.73883379,0.76904679,0.48344719,0.69508505,0.75841017,0.5127604,0.71684198,0.64627206,0.46512621,0.53624457,0.67780503,0.4524219,0.68880332,0.79711626,0.51563668,0.79375644,0.77517129,0.71898711,0.70549665,0.84822705,0.58201189,0.43458211,0.6377954,0.75565606,0.73204008,0.41207184,0.42982439,0.57804243,0.971202,0.59301417,0.55854378,0.80837827,0.6224807,0.67753547,0.47437741,0.53452842,0.6533785,0.73872117,0.73107376
138,47,0,0.54114324,0.39728986,0.31477997,0.66321309,0.54725303,0.53722193,0.54383986,0.6667082,0.48763149,0.65201235,0.52807189,0.37371311,0.45297562,0.55461067,0.38696508,0.49373815,0.7063465,0.43918334,0.65756279,0.68075717,0.58666306,0.63249163,0.6961038,0.54803908,0.49635376,0.67069786,0.81978545,0.59396007,0.34367771,0.39213676,0.50127466,0.8532276,0.57493894,0.49904147,0.78501541,0.52770154,0.63444763,0.48386924,0.51442249,0.54948023,0.61736704,0.74774274
139,47,1,0.44271353,0.27593892,0.23799218,0.55162044,0.47302426,0.55162901,0.47688187,0.52381635,0.43485046,0.55296707,0.44446181,0.36613285,0.37417914,0.62329859,0.34152665,0.39114336,0.55404746,0.41954402,0.51595753,0.55476716,0.46117870000000005,0.49154576,0.49806263,0.55324933,0.48836777,0.61725615,0.77556253,0.46312087,0.2609931,0.3414353,0.42761444,0.76300779,0.53761602,0.41873733,0.68214561,0.43599378,0.57373981,0.44756018,0.53465064,0.44191572,0.4426343,0.73412974
140,47,2,0.40058990000000005,0.23351905,0.23241170000000003,0.4771369000000001,0.44084922,0.56187599,0.47028475,0.45418639,0.39793056,0.44944546,0.39975256,0.38078243,0.36062892,0.71244635,0.30771856,0.34683649,0.41604791,0.40581336,0.40537199999999995,0.48266171,0.42312337,0.40460379,0.33970546,0.58235169,0.43095732,0.54134021,0.70187476,0.37581894,0.22952625,0.32323653,0.40996464,0.73219254,0.49907181,0.38828571,0.60206086,0.40712371,0.5511319,0.44131947,0.53685747,0.36989976,0.34461104,0.68545631
141,48,0,0.38623297,0.20850874,0.2359366,0.42310317,0.41911612,0.56113155,0.47092379,0.42425243,0.37138536,0.38896638,0.38288077,0.386929,0.36268711,0.78571429,0.298602,0.30281398,0.37787807,0.40252914,0.33212899,0.42720358,0.42335766,0.42704381,0.25831427,0.59881778,0.38680918,0.48308485,0.63502759,0.34085128,0.21034809,0.30673011,0.41657052,0.71292432,0.45757694,0.38833179999999995,0.53703775,0.38367817,0.53971476,0.44330461,0.50071298,0.34943382,0.3075237,0.62951799
142,48,1,0.3457544,0.18375292,0.24586711,0.38733338,0.41395147,0.50337187,0.47081101,0.40020558,0.35117222,0.37378802,0.39613857,0.38396248,0.34695799,0.82464746,0.32900368,0.25243483,0.40137943,0.42420644,0.29877981,0.39209151,0.41535550000000004,0.45077427,0.297169,0.55916041,0.35902624,0.42139572,0.59598384,0.33609039,0.18511455,0.28898754,0.44726461,0.68151781,0.42581339,0.39823963,0.48505393,0.35371462,0.51784636,0.44058247,0.42719495,0.36738444,0.31537013,0.53688012
143,48,2,0.30377202,0.17431559,0.25895339,0.37586708,0.40425477,0.43260641,0.45924255,0.37468851,0.32103816,0.44683284,0.40024093,0.35820941,0.34010744,0.76541999,0.36000919,0.21505332,0.43694936,0.43480683,0.28618176,0.37938102,0.36547716,0.48693499,0.39276523,0.45460852,0.33436048,0.39914354,0.55579144,0.36399488,0.16209408,0.29441283,0.46960365,0.61594324,0.38057157,0.39392627,0.4422188,0.31554996,0.49684576,0.41498959999999996,0.28602567,0.39824578,0.33794124,0.42812891
144,49,0,0.27956962,0.22293988,0.28937464,0.41806179,0.37608319,0.3611841,0.46987125,0.32311238,0.29471296,0.53467299,0.35315491,0.33257073,0.31388822,0.51812998,0.37175768,0.22905213,0.44913715,0.44979840000000004,0.36128674,0.42554291,0.29802649,0.5680106,0.47242637,0.34333145,0.34688639,0.40929421,0.50165118,0.43654516,0.18656028,0.33019229,0.49255675,0.57189065,0.26571568,0.34454378,0.39479006,0.27761042,0.48404014,0.3753581,0.24541319,0.4198812,0.34476568,0.34777747
145,49,1,0.26246261,0.35891457,0.32615808,0.49950092,0.35802426,0.32852514,0.54575698,0.37172938,0.34792712,0.5999314,0.35501074,0.38120949,0.34489377,0.53792765,0.36050144,0.30577607,0.41494096,0.58753024,0.53091673,0.52922425,0.39011445,0.63297294,0.51356877,0.39874699,0.45141917,0.54971451,0.46333559,0.51072977,0.2376835,0.46886098,0.53618348,0.5914719,0.30185149,0.38249770000000005,0.39460709,0.28056389,0.49608361,0.40869539,0.37712365,0.43534435,0.31975392,0.46480761
146,49,2,0.25550017,0.46480946,0.33794876,0.51573694,0.37393414,0.35950692,0.5988346999999999,0.45729504,0.36997594,0.63783444,0.37517744,0.45806452,0.36262675,0.64175353,0.366822,0.38206161,0.39069028,0.67222344,0.59974645,0.5491986999999999,0.49109669,0.66021205,0.52106806,0.46308226,0.52339315,0.5888184000000001,0.47076077,0.53930932,0.27070173,0.53271853,0.56127652,0.64176405,0.36598437,0.46120737,0.42074345,0.32370283,0.51481286,0.44022585,0.44109459,0.45736031,0.3028508,0.55804278
147,50,0,0.26321037,0.56953501,0.33637087,0.47783183,0.38934142,0.39162288,0.63837985,0.52224645,0.37788243,0.647496,0.42398906,0.54580188,0.39493602,0.69785408,0.36774744,0.42187796,0.37942212,0.70920754,0.62465732,0.50654976,0.56649545,0.64757952,0.49734058,0.51846241,0.55613784,0.58606661,0.48492399999999997,0.53853478,0.28163923,0.55420387,0.57047823,0.67232888,0.43981436,0.54642396,0.45362096,0.37717088,0.53672653,0.44034473,0.48282746,0.4753295,0.30933235,0.61115433
148,50,1,0.25282486,0.58464025,0.32538361,0.39909659,0.38942808,0.41137239,0.66579269,0.52736108,0.36693022,0.63560485,0.46978577,0.57548235,0.38030541,0.67890865,0.37250591,0.41215640000000003,0.37966054,0.66669599,0.59280564,0.42539194,0.588979,0.60952148,0.48281384,0.52072774,0.53066419,0.54301348,0.48928271,0.52877141,0.26849422,0.54326499,0.54753443,0.64151363,0.48432829,0.5901105999999999,0.47381549,0.42007933,0.52279656,0.41982169,0.49689007,0.48303323,0.34572043,0.62132241
149,50,2,0.23865902,0.49896134,0.31184134,0.30841493,0.38106586,0.42899369,0.68313128,0.50046723,0.36636645,0.61645324,0.5092466,0.54985129,0.34987325,0.59633967,0.39217642,0.39309834,0.37949024,0.52088557,0.49777355,0.32273255,0.56545913,0.54393136,0.49563912,0.45471471,0.45254165,0.48107851,0.47540664,0.52170113,0.23835632,0.51819876,0.48143841,0.59186839,0.49325843,0.6044977,0.48203968,0.43676029,0.48419861,0.40909361,0.48013173,0.49066271,0.41132925,0.60861231
150,51,0,0.25270854,0.40426469,0.30786769,0.25242277,0.36410745,0.43418725,0.69355324,0.47127461,0.42011000000000004,0.58072262,0.53763105,0.4969800999999999,0.32442661,0.59110975,0.39163823,0.37607227,0.33765327,0.42990983,0.44655733,0.26496342,0.52648464,0.47307478,0.51320418,0.40417670000000006,0.42825481,0.39879461,0.45914098,0.52517587,0.20052269,0.4900569,0.41450502,0.58711046,0.49169516,0.57919816,0.4720339,0.40775622,0.44179746,0.43522734,0.4439397,0.49738259,0.46733678,0.59275594
151,51,1,0.28199568,0.38257670000000005,0.33700058,0.29769411,0.35122184,0.42810037,0.71974438,0.45798654,0.49861808,0.52968786,0.55170281,0.42874247,0.30257122,0.62568976,0.38865188,0.37348934,0.31851726,0.47607214,0.51401632,0.30930786,0.51560782,0.41478795,0.5109165,0.42257539,0.47117323,0.38324346,0.48815458,0.54696937,0.17041259,0.46965074,0.4522888,0.61242348,0.50166097,0.5342765,0.45975539,0.36239816,0.44305765,0.4830312,0.41281320000000005,0.50662707,0.49849392,0.6303306
152,51,2,0.32161848,0.46298666,0.37591199,0.38521069,0.36155113,0.43556227,0.76995583,0.46659606,0.56343761,0.49629545,0.54899394,0.40523908,0.33822429,0.6852851,0.40154896,0.40111374,0.32191190000000003,0.5515578000000001,0.58298075,0.40879689,0.54662521,0.36356724,0.49462396,0.46669970000000005,0.53671266,0.42318795,0.56311406,0.56992113,0.15841303,0.46569214,0.49940454,0.65075821,0.52779678,0.51751152,0.48459168,0.34729846,0.49375189,0.55320059,0.40773409,0.52272137,0.50388624,0.69454091
153,52,0,0.39478232,0.53395928,0.40893891,0.48216565,0.38934142,0.44959713,0.80833568,0.46472091,0.5983911999999999,0.49651269,0.53772872,0.40363761,0.40245654,0.75702023,0.43526516,0.43447867,0.33790872,0.61946338,0.64905317,0.50121356,0.58808687,0.33512137,0.48518729999999993,0.49830808,0.58532208,0.50085646,0.62470002,0.57363036,0.16148243,0.43557343,0.54345925,0.69852532,0.55202736,0.52300461,0.54621533,0.35785806,0.55904769,0.63019316,0.41671759,0.54078337,0.49437235,0.73628282
154,52,1,0.45817547,0.50998074,0.42874928,0.51520627,0.41039861,0.45441408,0.83793816,0.41763019999999995,0.59005156,0.50848388,0.50782054,0.40307329,0.42000845,0.73684856,0.46193883,0.43643957,0.35609105,0.64719595,0.65633468,0.52434677,0.60765973,0.30203683,0.49311553,0.48860258,0.57595625,0.55900872,0.63018686,0.54985433,0.17841971,0.39540861,0.55643841,0.69984697,0.56463117,0.53023963,0.5845338999999999,0.36754931,0.564262,0.63726597,0.39970123,0.54825506,0.49529348,0.71759967
155,52,2,0.47627949,0.44310084,0.44850174,0.49604523,0.40767764,0.43665703,0.83163237,0.29424994,0.54160193,0.50634576,0.43681709,0.40071685,0.42136649,0.63948498,0.46383565,0.43174763,0.3779916,0.57962759,0.53788923,0.50111485,0.6072451999999999,0.25385742,0.51743637,0.43314456,0.51926074,0.58980174,0.59726581,0.48062247,0.20875222,0.3618807,0.47276703,0.65910545,0.55911089,0.52160369,0.58095146,0.36199614,0.52396619,0.59453195,0.34091804,0.54727121,0.50027567,0.61405056
156,53,0,0.46306082,0.41163159,0.46090764,0.44890391,0.36993068,0.38284726,0.82180246,0.24324695,0.49909247,0.49974274,0.37440255,0.40692443,0.40249879,0.55832005,0.42124573,0.44007701,0.36637148,0.49080713,0.39081689,0.45901173,0.60698387,0.28842076,0.54425937,0.37592383,0.48676628,0.59533703,0.55769901,0.40361685,0.25815725,0.36759541,0.43598809,0.65459098,0.54176844,0.50351152,0.55821456,0.35234241,0.49557803,0.59566122,0.32314117,0.53484314,0.50394003,0.48460897
157,53,1,0.43533566,0.44218599999999997,0.49468008,0.46690252,0.32465338,0.31154318,0.85012687,0.36707575,0.57058096,0.54152184,0.35251026,0.40449173,0.37130009999999997,0.55291845,0.41664479,0.45981043,0.35681767,0.63144198,0.43593218,0.48995471,0.66213391,0.35813337,0.59586789,0.45024777,0.57654965,0.61025377,0.54059237,0.42084133,0.31081517,0.40458158,0.55783402,0.70847245,0.5803615,0.46630415,0.51053544,0.36405446,0.51457139,0.62644874,0.40961499,0.53880639,0.49632892,0.45444506
158,53,2,0.43228647,0.53428945,0.53514042,0.5360604,0.33157712,0.37028814,0.89349685,0.5023237,0.65414232,0.62011205,0.37564629,0.43527034,0.40169604,0.62188841,0.45285508,0.49142773,0.37964351,0.75837549,0.54740512,0.5700208999999999,0.76289087,0.42313058,0.62612954,0.58626646,0.65134053,0.63448057,0.56255,0.48711007,0.36046486,0.45426763,0.64548753,0.77685031,0.63248657,0.48233180000000003,0.50219569,0.40062178,0.56205856,0.67774146,0.49232023,0.56829404,0.52854165,0.52606612
159,54,0,0.47627949,0.6762003000000001,0.58121019,0.61401857,0.38913345,0.47766684,0.92591862,0.6238475,0.7152286,0.69403156,0.45706844,0.49832228,0.46647151,0.69791539,0.49522841,0.54876185,0.43047797,0.87610879,0.67627763,0.64423412,0.87646211,0.48834403,0.67582213,0.73070933,0.7261743,0.6549088000000001,0.57644658,0.58325162,0.40189613,0.52737173,0.73728135,0.81559544,0.67513434,0.55437788,0.54862288,0.49595304,0.65577271,0.74323923,0.55735724,0.62453128,0.59328313,0.62316294
160,54,1,0.52210867,0.69713853,0.58364939,0.62358961,0.43542461,0.58688036,0.90756508,0.61850237,0.72836026,0.76177681,0.52907469,0.54366659,0.54948696,0.71961987,0.5332501999999999,0.58436611,0.44961966,0.90403929,0.71690833,0.64969225,0.92394341,0.49345703,0.73834715,0.82918024,0.71516408,0.64081681,0.51965007,0.59829461,0.38397464,0.53291475,0.77251582,0.78992766,0.65305325,0.60658065,0.5983725000000001,0.59401801,0.71942348,0.7208321,0.54167855,0.6614535,0.65569152,0.65291707
161,54,2,0.56524593,0.51450681,0.53292559,0.56184219,0.41987868,0.63575057,0.72986561,0.49987539999999997,0.71557236,0.79630688,0.5694146,0.5787234,0.48417431,0.51152054,0.59274744,0.51725711,0.42457425,0.7846199,0.63086126,0.5761526,0.79321438,0.39040876,0.80333143,0.88142432,0.60159434,0.55645519,0.39038623,0.53379521,0.32904804,0.43411655,0.75256792,0.74241792,0.58490474,0.61133641,0.63019068,0.55794383,0.6589345,0.54352452,0.39485978,0.59232411,0.72016406,0.48368523
162,55,0,0.58456298,0.28284496,0.46703822,0.5064565,0.39464471,0.57877912,0.52800489,0.43311114,0.70842214,0.79087583,0.54726183,0.61301762,0.38099348,0.36052115,0.6321015999999999,0.43103673,0.39580495,0.60296899,0.5169004,0.51419115,0.54907633,0.28574219,0.8429368,0.84178111,0.5149353,0.39654243,0.34925029999999996,0.52829532,0.27977091,0.41634946,0.72139933,0.73483584,0.49755740000000004,0.5683318,0.65364022,0.43581154,0.50548596,0.44470728,0.27313098,0.41712456,0.77408727,0.35667454
163,55,1,0.64231472,0.27849773,0.30442965,0.54063428,0.44624783,0.45971273,0.44221408,0.43916646,0.73846683,0.71375486,0.44559484,0.6403569,0.34418759,0.29301655,0.63987923,0.33875592,0.35431426,0.51111355,0.51079946,0.57668099,0.38782554,0.25495954,0.86967401,0.72398414,0.58898978,0.25525773,0.43787049,0.62505507,0.2493661,0.5068184,0.70467064,0.80474402,0.46709331,0.46549309,0.68070108,0.27450686,0.35689707,0.46487964,0.31892442,0.40848339,0.79143414,0.45627170000000006
164,55,2,0.7063227,0.42336635,0.28894036,0.67774338,0.63838821,0.47928709,0.57423175,0.50213681,0.79126848,0.63188886,0.36895878,0.63931213,0.38146427,0.53041079,0.58275794,0.43904621,0.34689487,0.66929844,0.5752793,0.7291835999999999,0.53983058,0.31208845,0.84393766,0.70996744,0.68476442,0.34518636,0.59285582,0.74134868,0.27902024,0.58388109,0.73657425,0.85364496,0.56023449,0.51207373,0.68280046,0.31378109,0.43410051,0.53171471,0.48639913,0.49292742,0.77220467,0.67319767
165,56,0,0.72497507,0.52549181,0.30987985,0.68766189,0.68015598,0.45958136,0.62134198,0.53929728,0.83478859,0.57113538,0.3322589,0.60963929,0.36475736,0.66983446,0.52715936,0.46601303,0.3459866,0.8134300999999999,0.57669757,0.73406108,0.62178967,0.32534179999999996,0.7598656,0.6968781,0.68816043,0.45552736,0.7284885,0.82072053,0.26394573,0.54140096,0.78961667,0.83861992,0.62032242,0.51753917,0.6770416,0.27767474,0.47401902,0.50194354,0.62429551,0.54156302,0.71881934,0.73461592
166,56,1,0.68720505,0.54720732,0.32806891,0.57384547,0.62160312,0.42201349,0.55891364,0.50320832,0.82172568,0.53653099,0.31716481,0.54115,0.34937228,0.74696505,0.45032161,0.44062204,0.31861376,0.90616524,0.49561049,0.60451748,0.61053438,0.29262695,0.60148699,0.6773255,0.56647601,0.51491673,0.7339856,0.78639949,0.23091637,0.40526832,0.84286379,0.72224541,0.58808012,0.48908756,0.63284861,0.26217303,0.4733776,0.39923328,0.69586474,0.46201040000000004,0.61342029,0.69121406
167,56,2,0.58763709,0.50776586,0.33109438,0.42362752,0.49263432,0.38054388,0.46964571,0.38412036,0.77318666,0.49193917,0.27119229,0.42867384,0.36606712,0.72777437,0.26911919,0.39954384,0.21004768,0.92419911,0.36561287,0.42779004,0.5010994000000001,0.19959542,0.43284244,0.66061872,0.39105598,0.50735131,0.59278403,0.60120088,0.16976201,0.28111449,0.86598437,0.56389121,0.47000489,0.45591705,0.53797188,0.24641402,0.42610927,0.2973373,0.63477966,0.31586226,0.45107914,0.54836783
168,57,0,0.36123297,0.40662402,0.3300304,0.32354539,0.30655113,0.36268173,0.36630016,0.22554199,0.75826745,0.44570089,0.22540861,0.31955312,0.35124336,0.60393624,0.21302835,0.36170616,0.16519074,0.87632871,0.22140876,0.30030194,0.37747139,0.15260184,0.27387761,0.63761858,0.27067992,0.40557494,0.45169528,0.32744262,0.11753781,0.1937408,0.84997209,0.45527268,0.30640449,0.43496774,0.44892142,0.22180532,0.33634923,0.26793462,0.36627962,0.25908669,0.30923822,0.37391999
169,57,1,0.31743104,0.38399367,0.35089027,0.33635732,0.25300693,0.38978367,0.30577013,0.13895465,0.7793055999999999,0.41270295,0.23251937,0.27937924,0.32959923,0.47645616,0.23363744,0.36854858,0.23230018,0.85396965,0.18448617,0.31718732,0.26885645,0.18438198,0.16276809,0.65293785,0.29211411,0.30103093,0.50668677,0.30789455,0.10149021,0.20289414,0.77038519,0.4378478,0.24295554,0.41647005,0.46632319,0.23803602,0.31997434,0.28226449,0.27602363,0.28884351,0.23416258,0.42809418
170,57,2,0.33887504,0.42317375,0.40516792,0.39858488,0.35990468,0.42791207,0.39418288,0.2118303,0.78989343,0.39017265,0.27677281,0.27301914,0.3416224,0.57289393,0.24876608,0.41936611,0.31303928,0.82574591,0.2509706,0.38528626,0.27980535,0.23602121,0.13810409,0.66548917,0.34171731,0.33657415,0.60318339,0.51196618,0.12602313,0.29424115,0.69521771,0.47959794,0.31659990000000005,0.3979447,0.54924884,0.29628002,0.35882886,0.31318871,0.43318395,0.35743456,0.23069320000000001,0.50092374
171,58,0,0.33976404,0.4627803,0.43495223,0.42789816,0.46259965,0.46658784,0.50359929,0.27640792,0.78975593,0.39833067,0.32424302,0.27506291,0.35026557,0.62752912,0.25757417,0.45477488,0.35923025,0.82208049,0.33731083,0.41608989,0.30518158,0.27657645,0.19574635,0.67043041,0.35023236,0.41636003,0.69936209,0.56157891,0.15588857,0.40288924,0.62808895,0.53514886,0.40957009999999994,0.41547465,0.60951464,0.36498714,0.3982946,0.34531352,0.51104095,0.40751809999999994,0.26172931,0.55822336
172,58,1,0.33346627,0.48235658,0.46118992,0.44128498,0.53809359,0.50652479,0.56690161,0.3313232,0.78652458,0.42762406,0.34613531,0.27906658,0.36470304,0.64659718,0.28286296,0.43012441,0.38600136,0.83586247,0.43625703,0.43393334,0.32872849,0.30202985,0.25867887,0.6685331999999999,0.35876171,0.48615385,0.7496871999999999,0.55499893,0.18276246,0.48228196,0.57624674,0.59120061,0.46915975,0.46036866,0.64852658,0.41746891,0.42647148,0.38325706,0.54556257,0.46257657,0.28028643,0.60402834
173,58,2,0.3368561,0.44651947,0.48113057,0.44258007,0.56337955,0.54532317,0.59421107,0.38223897,0.78129942,0.45802653,0.34341343,0.28554869,0.40651255,0.69724096,0.31140719,0.32564573,0.40129995,0.85990763,0.48964424,0.44002439,0.34963504,0.31324637,0.30161567,0.65172023,0.38252663,0.55283109,0.74661046,0.49192781,0.19138123,0.50436574,0.53296427,0.59657763,0.48473864,0.50050691,0.67682974,0.40924636,0.43700573,0.44703715,0.55512324,0.51586226,0.2792241,0.59213085
174,59,0,0.35919741,0.40814417,0.5009337,0.44534083,0.58811092,0.5433526,0.60509351,0.42864441,0.77091784,0.46051909,0.32450999999999997,0.30117441,0.45955456,0.74463519,0.32771725,0.30200237,0.40972979,0.88827799,0.48431186,0.44885611,0.36233216,0.31347656,0.28743923,0.62003398,0.42543791,0.59555908,0.70519763,0.43288567,0.18597642,0.47517414,0.51019725,0.57850584,0.48513434,0.52490323,0.66577427,0.35236385,0.41954422,0.48341159,0.54724655,0.53341377,0.28109326,0.56586331
175,59,1,0.39368561,0.40557161,0.51498987,0.47219659999999997,0.60135182,0.52088807,0.60427591,0.48191503,0.76548642,0.45978161,0.30113303,0.31728819,0.51046596,0.76137339,0.33787740000000005,0.30477488,0.40864555,0.89575544,0.43750099,0.477221,0.36870325,0.30683594,0.23355019,0.58636557,0.50391792,0.61488501,0.67499436,0.42690969,0.17531695,0.43435691,0.50096762,0.60717168,0.48702491,0.54631336,0.66128659,0.3128913,0.39575913,0.49544725,0.52016704,0.51168554,0.28971963,0.56778719
176,59,2,0.41286972,0.44565277,0.54360886,0.52565544,0.61319757,0.48257138,0.61721643,0.49119736,0.76328635,0.45628859,0.27562675,0.34055517,0.51988774,0.74904966,0.34137569,0.32883294,0.39322775,0.90052049,0.35300689,0.53157008,0.39228620000000003,0.28697684,0.17498570000000002,0.55832507,0.63130764,0.61671689,0.67939409,0.46544447,0.17902024,0.40233003,0.51732415,0.65781163,0.49193942,0.54557604,0.64672573,0.30057354,0.38268941,0.48338782,0.47232973,0.45730462,0.28568547,0.57621892
177,60,0,0.38660685,0.48250103,0.58683411,0.57127424,0.64948873,0.44990366,0.66509727,0.42665088,0.75476109,0.45020581,0.26936902,0.36864181,0.45241429,0.70496628,0.32095694,0.37297393,0.37566985,0.89920094,0.34028207,0.56725119,0.43627106,0.28057338,0.15481842,0.54283591,0.68038893,0.59940523,0.68848071,0.49055638,0.19133674,0.37434514,0.5520655,0.6910128000000001,0.50337079,0.52745622,0.60010593,0.31872856,0.39651373,0.48772659999999995,0.44117607,0.44375348,0.27122302,0.56881511
178,60,1,0.33634929,0.49195900000000004,0.5958454000000001,0.5796955,0.66493068,0.42358995,0.69581806,0.38391478,0.72884153,0.43722273,0.27926027,0.40398841,0.3960647,0.62826487,0.28617091,0.43615521,0.37457425,0.88248662,0.42117899,0.56957961,0.46824367,0.28563756,0.15747069,0.53204729,0.67238865,0.56120539,0.73323693,0.47275634,0.20010565,0.3488914,0.58354112,0.71341124,0.51734245,0.54087558,0.59640794,0.35998606,0.4201479,0.52011887,0.42352821,0.44986078,0.25929537,0.56930824
179,60,2,0.30884015,0.48217774,0.55531992,0.57574705,0.64264298,0.42560869,0.70407856,0.33995764,0.69721554,0.42168420000000006,0.31596666,0.43234195,0.42187953,0.54752912,0.26890916,0.48754147,0.39917121,0.84685873,0.52736709,0.5660144,0.49935118,0.29030413,0.14352302,0.53251451,0.65176235,0.49324346,0.78680286,0.43821502,0.20580516,0.32266752,0.61601228,0.69755147,0.52681974,0.58345622,0.62313174,0.39073220000000003,0.43928464,0.55529272,0.4054322,0.47843883,0.2504404,0.57176691
180,61,0,0.33598372,0.44746182,0.47544152,0.58610146,0.52784229,0.43342967,0.72948031,0.29749564,0.69185287,0.41570432,0.37691606,0.44050942,0.47588725,0.47752912,0.29239302,0.54225118,0.44640668,0.82589253,0.60656049,0.58146557,0.55522213,0.29100865,0.1510509,0.56761999,0.66817044,0.41091990000000006,0.81460628,0.35029489,0.20033363,0.2978858,0.65317268,0.59132582,0.52423058,0.59084793,0.63980162,0.40131861,0.43835647,0.5677682,0.43359136,0.51338407,0.23943387,0.56273093
181,61,1,0.39415919,0.44703536,0.42488419,0.60938151,0.51266898,0.44403573,0.80257495,0.32691876,0.70677209,0.40100046,0.45913264,0.44330054,0.47010502,0.43617413,0.3420189,0.60432464,0.52155427,0.83505608,0.6529752,0.60399489,0.62558349,0.30629883,0.17492136,0.64028741,0.68603703,0.37632831,0.8375382,0.36330562,0.19899911,0.32225547,0.68683476,0.56806483,0.52159257,0.56319816,0.68532357,0.42371355,0.44442348,0.55882912,0.56514565,0.55005569,0.25268608,0.60482706
182,61,2,0.42435194,0.47461136,0.42270556,0.60720197,0.55761698,0.47149238,0.88379852,0.36168079,0.73867308,0.40596273,0.545126,0.44061618,0.44234066,0.54955855,0.37288658,0.63803318,0.54321072,0.8569753000000001,0.63119404,0.60736268,0.67258719,0.33987863,0.20401773,0.69895229,0.70265246,0.44958763,0.83915862,0.46921055,0.20516014,0.37627293,0.69523632,0.57976489,0.54274548,0.52307834,0.73598806,0.46493353,0.46297917,0.51772363,0.6440144,0.57043809,0.27614469,0.62766356
183,62,0,0.41825357,0.50138258,0.45146931,0.58809148,0.60370017,0.52325276,0.93742129,0.39281709,0.76583018,0.44192202,0.60042977,0.43074811,0.4271789000000001,0.65677498,0.39167761,0.60728673,0.51891462,0.87654864,0.62305681,0.59615608,0.67195638,0.36575753,0.25098656,0.7409033,0.73089297,0.54958763,0.79921236,0.56203368,0.21187166,0.42175513,0.69871604,0.60105732,0.57459697,0.50576037,0.73885786,0.4886578,0.47868246,0.48041009999999995,0.66861547,0.59898831,0.28277415,0.62562856
184,62,1,0.40695414,0.50584675,0.48658078,0.5651273,0.66387348,0.56752496,0.93191429,0.45102791,0.78129942,0.48590213,0.62150811,0.43441623,0.43419242,0.73396689,0.39394198,0.49746445,0.46885786,0.89091709,0.64345931,0.5791835999999999,0.63686582,0.37772740000000005,0.31044467,0.75399972,0.73146493,0.64892149,0.75321519,0.57727563,0.22457184,0.46007554,0.69661332,0.66437813,0.5815828000000001,0.53078341,0.72916988,0.48517903,0.50125264,0.47859138,0.66105113,0.65113236,0.28843542,0.61369635
