,measure_number,beat_number,pid1263-06,pid9048-06,pid9054-06,pid9055-06,pid9058-06,pid9059-06,pid9060-06,pid9062-06,pid9063-06,pid9064-05,pid9065-03,pid9066-06,pid9067-06,pid9068-04,pid9072-06,pid9074f-06,pid9075-06,pid9090-02,pid9093-07,pid9097-12,pid9099-06,pid9100b-02,pid9101-06,pid9103-03,pid9104-06,pid9105-06,pid9118-06,pid9139-06,pid9166c-09,pid9170-07,pid9173-11,pid9174-06,pid9186c-06,pid918719b-02,pid9192-06
124,43,0,0.40940482,0.30172315,0.29103438,0.44766857,0.31985192,0.46098709,0.41517213,0.43529439,0.29424945,0.35945619,0.50900548,0.23621753,0.34028309,0.5287538,0.39259179,0.42523885,0.21583333,0.41938734,0.2428649,0.27691935,0.48997268,0.43663148,0.35512099,0.30398615,0.45104534,0.58781486,0.25494742,0.54428242,0.45736121,0.303991,0.84594595,0.51203635,0.29690729,0.30126047,0.40776591
125,43,1,0.35240415,0.28501523,0.29864355,0.43899923,0.32484745,0.39507325,0.39512771,0.35183427,0.25924103,0.29505406,0.44496895,0.23378101,0.32238672,0.47560103,0.36602342,0.41608365,0.23343458,0.40513058,0.24327223,0.22494121,0.45169532,0.4198535,0.33499343,0.28176322,0.41732283,0.50441856,0.25847495,0.54443322,0.41438368,0.29064267,0.77754457,0.49035532,0.30436863,0.31246933,0.40758649999999996
126,43,2,0.31938023,0.30345583,0.42836211,0.46008013,0.35312831,0.32236659,0.42272349,0.30521969,0.29768165,0.29319025,0.41623744,0.24327756,0.3318718,0.47336396,0.38965742,0.40279847,0.29923676,0.43711275,0.2491446,0.24832619,0.462269,0.40220026,0.34602326,0.32536524,0.4450629,0.4877309,0.29440476,0.54171882,0.41077053,0.32433805,0.72392179,0.48502085,0.35807503,0.34314356,0.45802648
127,44,0,0.34615701,0.3480198,0.52031046,0.48873071,0.38256448,0.31445762,0.44234453,0.34693831,0.38341536,0.36528159,0.4298146,0.27191399,0.34155209999999997,0.51751476,0.42614195,0.39146919,0.39515576,0.49828595,0.24845214,0.27461613,0.48966736,0.42791931,0.39674545,0.41967254,0.50281473,0.53222082,0.34442251,0.53885362,0.45739686,0.38258997,0.7024056,0.47993594,0.42558075,0.39017004,0.53167023
128,44,1,0.38580454,0.37435263,0.59331931,0.50895917,0.41649174,0.33483607,0.44781371,0.39707615,0.44116695,0.46116669,0.44756085,0.30379422,0.35971691,0.55164947,0.46728823,0.38177988,0.46327103,0.54566564,0.24555329,0.28777148,0.52131609,0.45726058,0.43730069,0.45555416,0.53900806,0.61151343,0.3825376,0.5385671,0.51809549,0.43848329,0.69628139,0.46275749,0.46645169999999997,0.41731664,0.61133704
129,44,2,0.40033412,0.37412414,0.61542144,0.50365698,0.42293548,0.33282176,0.4452804,0.40039351,0.45374304,0.50598677,0.45247995,0.30249523,0.3651753,0.5625425000000001,0.47869326,0.33212217,0.47878505,0.53992125,0.24703327,0.27511412,0.53077294,0.44250242,0.44230914,0.46717884,0.5351706,0.61715995,0.39710254,0.53300258,0.54717901,0.41965938,0.67353843,0.43871598,0.47288676,0.36975721,0.62967108
130,45,0,0.38963988,0.3542936,0.55593356,0.46854488,0.38980555,0.27435473,0.43967934,0.37400336,0.45042741,0.54243182,0.42940651,0.238155,0.37019442,0.54969874,0.40814542,0.26909652,0.43615265,0.50782327,0.25691107,0.24519989,0.52284268,0.39635624,0.41948040000000003,0.38470403,0.51116843,0.57152603,0.38660869,0.51077466,0.5205201,0.34057198,0.61810427,0.40507659,0.46527979999999997,0.32633449,0.60083725
131,45,1,0.33063918,0.3134901,0.44513274,0.39715284,0.34483769,0.21857342,0.425,0.32912754,0.42736045,0.5630546999999999,0.36332955,0.19015118,0.38015131,0.50327507,0.31914571,0.19444068,0.37552959999999996,0.45343100000000003,0.27613714,0.20925439,0.49336333,0.35876064,0.35597449,0.27293451,0.47443208,0.50210957,0.34549851,0.48373622,0.45568537,0.26449871,0.54172896,0.35809581,0.42347271,0.28423991,0.50429731
132,45,2,0.22494382,0.26780274,0.29260844,0.29607024,0.3097307,0.17173875,0.38967934,0.25247372,0.39805077,0.57184121,0.27944015,0.18750917,0.39804767,0.44503371,0.24827262,0.14014143,0.27330218,0.38086166,0.29568907,0.19359524,0.4258557,0.31109286,0.30408929,0.21399244,0.40438049,0.43175903,0.26947908,0.45891454,0.36989672,0.19136889,0.43963006,0.28162467,0.37414881,0.26741392,0.39797522
133,46,0,0.19102578,0.29027037,0.30643406,0.27822009999999997,0.31583272,0.19774154,0.36960716,0.19509489,0.38024867,0.55068582,0.29910552,0.33858065,0.44742536,0.43810177,0.31215669,0.17427217,0.25223520000000005,0.36187388,0.29796334,0.24990317,0.37187852,0.27460142,0.40271056,0.28122796,0.36053942,0.46910159999999995,0.24026046,0.47501998,0.34481857,0.2151928,0.3557121,0.27128849,0.34674433,0.28155824,0.3797437
134,46,1,0.1943317,0.35771135,0.36119977,0.31900946,0.33126678,0.23524589999999998,0.3729317,0.19320743,0.40374304,0.50327578,0.34923401,0.40432262,0.56210852,0.47150868,0.3667028,0.19424509,0.28306854,0.37498987,0.29291242,0.27615161,0.36310461,0.29615965,0.47453573,0.30445844,0.38702145,0.52310034,0.26680570000000003,0.49450334,0.36857744,0.24206298,0.33198198,0.30066447,0.33919978,0.29926402,0.39893208
135,46,2,0.21059071,0.42315308,0.40887857,0.32906828,0.34646489,0.26369899,0.36923237,0.20428053,0.43604455,0.43961594,0.38402065,0.39808454,0.59973969,0.51905983,0.42225354,0.21281878,0.30339564,0.37868435,0.28567549,0.28086181,0.34991162,0.34249434,0.50105046,0.31756927,0.4053308,0.55650714,0.29453787,0.4855609,0.39069613,0.2542545,0.32101783,0.32775276,0.32540046,0.29121056,0.42497223
136,47,0,0.20155531,0.42528561,0.39263746,0.31534396,0.3274998,0.25197070000000005,0.30742643,0.19777165,0.42743816,0.37033242,0.37489936,0.35520329,0.56449199,0.53724274,0.41482365,0.21008049,0.28416667,0.34969599,0.27490156,0.23588325,0.29265628,0.34592804,0.45172576,0.29893577,0.36679337,0.53562133,0.26870258,0.4091807,0.36538027,0.22598972,0.27392179,0.30563499,0.29791277,0.24168006,0.41829987
137,47,1,0.1308486,0.31987814,0.22795589999999996,0.26076208,0.20375885,0.18499302,0.22242504,0.11360803,0.31757544,0.32184121,0.30306506,0.15411713,0.42337916,0.43321601,0.24718849,0.19046114,0.20155763,0.27443975,0.2473795,0.07965832099999999,0.20061064,0.25747334,0.30162258,0.23001259,0.24164178,0.39123636,0.17569996,0.24892555,0.24805971,0.17493573,0.21120376,0.19862323,0.26336592,0.18439218,0.28735583
138,47,2,0.10293298,0.17808454,0.14669229999999997,0.22880402,0.07129200200000001,0.1228549,0.21662271,0.061793203,0.18958037,0.31567694,0.2125801,0.093710553,0.3100301,0.1582354,0.10362099,0.16987888,0.10073988,0.15678383,0.21455533,0.072866233,0.1787964,0.15865022,0.18598762,0.16744962,0.16410535,0.19518262,0.15515597,0.16084327,0.074219428,0.15086118,0.17466935,0.16405836,0.22972748,0.14818543,0.18010252
139,48,0,0.15034295,0.12620906,0.22386479,0.2431762,0.051195183,0.13752179999999997,0.23573709,0.12983448,0.11094418,0.32829595,0.20437425,0.18251871,0.31774179999999996,0.14947802,0.15263805,0.17228617,0.13999221,0.16519196,0.19832315,0.14544889,0.24038245,0.14857805,0.20282311,0.17528967,0.190877,0.20559404,0.24867995,0.22252047,0.15824191,0.15904884,0.24687559999999997,0.26580844,0.23103807,0.14560528,0.20651004
140,48,1,0.19617878,0.15759711,0.26377484,0.27761487,0.08018062,0.17205267,0.27076624,0.17520219,0.10538789999999999,0.35236405,0.26059095,0.2528475,0.38892866,0.20699159,0.20495085,0.18512751,0.20321651,0.21337078,0.19154107,0.19133352,0.28159248,0.19897932,0.26449071,0.18966625,0.24342474,0.30829135,0.34001864,0.26685567,0.23157469,0.18206941,0.31022618,0.36607152,0.24203592,0.16993486,0.22849210000000003
141,48,2,0.22613207,0.19137471,0.31239663,0.3058307,0.09082255300000001,0.19745378,0.33407135,0.20812409,0.12197902,0.37000161,0.30180771,0.29223543,0.42341983,0.2376126,0.22893177,0.19935304,0.22266355,0.23147837,0.19505771,0.21010513,0.30237827,0.25623451,0.29218721,0.20038413,0.26733641,0.38897985,0.38024138,0.28152851,0.26970298,0.19142031,0.31986774,0.40398473,0.25177866,0.18316555,0.23545493
142,49,0,0.22973211,0.2050933,0.40470042,0.29740005,0.08634773400000001,0.20154343,0.40580927,0.22870314,0.154423,0.34332742,0.28945482,0.28633495,0.41169771,0.20781483,0.23432350000000002,0.18822689,0.21700935,0.21713475,0.1920706,0.19849218,0.30540736,0.270279,0.26510036,0.22353904,0.25315413,0.43253568,0.36873808,0.29478383,0.30003447,0.17233933,0.27396013,0.35613048,0.25494071,0.19492429,0.23378044
143,49,1,0.20493182,0.18407273,0.51326708,0.18968545,0.11656497,0.20236310000000002,0.45252637,0.20557316,0.20812719,0.25655156,0.21339627,0.24849552,0.32013341,0.17499254,0.22763805,0.11007297,0.20857477,0.18653078,0.16139172,0.16289943,0.27432107,0.2718006,0.17039017,0.26389798,0.17711105,0.37352015,0.27950703,0.30945667,0.31291822,0.15143959,0.27082615,0.23745152,0.21012412,0.24547839,0.22800513
144,49,2,0.17570795,0.18634806,0.5955316999999999,0.20912113,0.21864779,0.22738054,0.48291227,0.17122136,0.29248154,0.16815395,0.14704358,0.32002789,0.22571382,0.23326970000000002,0.28772044,0.24994358,0.22799844,0.19228097,0.14716225,0.19603679999999998,0.20269966,0.35897609,0.20854436,0.33761335,0.21515974,0.29569689,0.15431291,0.35894923,0.3296766,0.23359897,0.37008817,0.21102873,0.17365647,0.31786651,0.27976079
145,50,0,0.18483747,0.22980769,0.65144349,0.27003666,0.29852738,0.27108476,0.50800944,0.19319599,0.39874369,0.2365096,0.17494789,0.33822105,0.21510616,0.30548231,0.33820468,0.35912134,0.25326324,0.22057444,0.18612356,0.25828607,0.21533023,0.45551007,0.29177453,0.40205919,0.32797538,0.2729534,0.16844522,0.44247734,0.36136302,0.32798843,0.45878858,0.23368723,0.26279731,0.38495051,0.31611277
146,50,1,0.20261415,0.27865575,0.7033077,0.32693718,0.35255878,0.30178758,0.51379789,0.22417323,0.46596943,0.2756011,0.23097709,0.34016586,0.23140812,0.35321243,0.38280572,0.48002708,0.27046729,0.24018762,0.23424304,0.29540739,0.23417162,0.52118119,0.36355279999999995,0.42508186,0.46006878,0.29758606,0.19527887,0.5576433000000001,0.42304812,0.40174165,0.55593253,0.27596785,0.35237501,0.43995432,0.35664246
147,50,2,0.21036718,0.30305598,0.74372552,0.35436877,0.38220649,0.31881758,0.44456552,0.23402235,0.47743816,0.29256898,0.29019379,0.29446646,0.26162043,0.35259798,0.39973981,0.51017829,0.29203271,0.23593144,0.27093686,0.31130862,0.23912904,0.54692718,0.41284937,0.42358942,0.48558241,0.33041562,0.22287793,0.63589341,0.44496476,0.41788559999999997,0.58502971,0.31529527,0.39502115,0.45172151,0.39395985
148,51,0,0.21143778,0.28098819,0.74234731,0.36249254,0.39052966,0.32988315,0.34610633,0.22306364,0.43716488,0.25897208,0.30962754,0.29751211,0.2970715,0.32623039,0.39788956,0.47907169,0.31848131,0.22383462,0.28125594,0.29674229,0.23957095,0.5496472,0.43681298,0.41110202,0.47031406,0.35594039,0.24426499,0.63899989,0.41812758,0.39788559999999995,0.56125168,0.32814791,0.39763539,0.45099399,0.41876976
149,51,1,0.21956729,0.25271325,0.7409690999999999,0.36601313,0.4065251,0.34030345,0.27449334,0.21105252,0.40356171,0.22685170000000002,0.31464590000000003,0.37775576,0.33912796,0.31751476,0.39108846,0.45223050000000004,0.3419704,0.23165788,0.27178547,0.28668557,0.25001607,0.54918938,0.46178015,0.39835013,0.4504118,0.38284005,0.27032214,0.63155037,0.39184901,0.39077121,0.52052904,0.34764524,0.37250537,0.45304120000000003,0.42996155
150,51,2,0.23793221,0.25097106,0.76164225,0.39511551,0.43503376,0.35863272,0.19267074,0.20814697,0.41806113,0.23771986,0.32413116,0.43530749999999996,0.38704954,0.36305554,0.39981931,0.46626796,0.38426791,0.26946552,0.25348269,0.3102573,0.28631689,0.57249811,0.4991934,0.41280227,0.44530727,0.43201092,0.33593646,0.64638909,0.37847796,0.42958226,0.52169829,0.38878201,0.35813049999999996,0.47169444,0.44170013
151,52,0,0.24784997,0.31978294,0.79856376,0.44526468,0.46979090000000007,0.38192361,0.16184064,0.24899621,0.46489444,0.32798128,0.35913839,0.47286071,0.43733019,0.41830221,0.42274501,0.53757617,0.42302959999999995,0.32268805,0.23505092,0.35946881,0.32379881,0.6163417,0.53421497,0.43020781,0.48817088,0.49734467,0.40828415,0.68301841,0.42300058,0.49169666,0.56956105,0.43086506,0.46664586,0.49506809999999996,0.45331055
152,52,1,0.24488523,0.37920792,0.85173364,0.48425539,0.50117973,0.41715208,0.17790811,0.28510964,0.51460951,0.3624173,0.40218602,0.50044767,0.46703002,0.44826702,0.45878144,0.59933047,0.46211059,0.35761191,0.22792261,0.37400747,0.35581713,0.65497415,0.56194898,0.43978589,0.55701873,0.5691016,0.44714248,0.71583249,0.45879934,0.5506491,0.6135805999999999,0.46535714,0.53656473,0.50504187,0.47393422
153,52,2,0.23473217,0.45471249,0.91063398,0.50161964,0.52151168,0.4496948,0.23593837,0.31352452,0.58112939,0.37350331,0.47282914,0.51230735,0.49314244,0.47005309,0.48717838,0.65968555,0.49595794,0.3869535,0.22277665,0.38810347,0.39059939,0.68567543,0.58136372,0.44807935,0.63934293,0.63445634,0.47568443,0.75027521,0.49046198,0.60664524,0.64066513,0.49785269,0.5884265999999999,0.49966162,0.50991884
154,53,0,0.22000259,0.47899848,0.94146235,0.50029835,0.51872102,0.47988315,0.29944475,0.33327995,0.6210465000000001,0.32950621,0.51497237,0.49955967,0.50847637,0.49328283,0.49181844,0.67859776,0.53542056,0.40306908,0.22477257,0.39172085,0.42260164,0.69467037,0.58482461,0.45286524,0.67392524,0.6645361,0.48381549999999995,0.78266705,0.51568276,0.6323329000000001,0.64890742,0.51673651,0.61523473,0.48743761,0.54601452
155,53,1,0.20455535,0.45285605,0.94197011,0.47089762,0.47624278,0.50189222,0.3537618,0.33279951,0.60652765,0.25977086,0.51057165,0.46915456,0.50853331,0.50111555,0.47672738,0.63887008,0.56654984,0.38964619,0.23517312,0.37497579,0.44989555,0.66250135,0.56863628,0.44477959999999994,0.67223278,0.65298069,0.46636642,0.79179045,0.50408263,0.59242931,0.61092582,0.51490636,0.60565148,0.47633026,0.5271336999999999
156,53,2,0.18702573,0.37436215,0.90294502,0.36678885,0.40276625,0.51557377,0.39610633,0.29153845,0.5603484000000001,0.15666452,0.45594318,0.4509247,0.48934353,0.48770506,0.45114195,0.5687279000000001,0.60669782,0.36754879,0.24365241,0.35354129,0.46123252,0.61095551,0.52919715,0.43295340000000004,0.64174133,0.61463056,0.39069086,0.73896521,0.46710722,0.50710797,0.53058271,0.49592896,0.55732612,0.47230353,0.46884238
157,54,0,0.22799092,0.28571973,0.84984767,0.29791152,0.28932552,0.5295082,0.40097862,0.21964333,0.49847818,0.15626109,0.39407943,0.44644797,0.45630847,0.47885223,0.43375976,0.48815918,0.63727414,0.35566043,0.24367957,0.3569235,0.46240559,0.55866907,0.47257550000000004,0.43876574,0.56945425,0.55433459,0.26080445,0.62616681,0.4316056,0.39732648,0.47690243,0.47140911,0.45623050000000004,0.47078927,0.40981632
158,54,1,0.28722691,0.26120526,0.81089511,0.30597562,0.2582296,0.55106383,0.36777485,0.19826354,0.4517161,0.19884622,0.34148036,0.45066049999999996,0.42790206,0.47649585,0.44442035,0.43837358,0.66522586,0.35057618,0.23794297,0.36564532,0.47268199,0.52969137,0.46217408,0.46061083,0.52757716,0.50898405,0.20456361,0.56536426,0.40519629,0.3430527,0.47398888,0.48872274,0.42897164,0.45448778,0.3690047
159,54,2,0.3606866,0.26982102,0.77694763,0.34444634,0.24975185,0.58251657,0.30817601,0.21609719,0.42364331,0.25422785,0.31125989,0.44776897,0.40928984,0.44177057,0.45977884,0.40130144,0.70349688,0.34068562,0.22691107,0.38169179999999997,0.49125824,0.51846117,0.48793847,0.47798489,0.49361933,0.47445424,0.19674313,0.56210698,0.38828339,0.32501285,0.49493004,0.51709006,0.40676097,0.42421115,0.35546348
160,55,0,0.43659337,0.2893374,0.74329029,0.36437644,0.26665853,0.61117893,0.2627915,0.23757993,0.39749385,0.27477005,0.32741791,0.41734919,0.39339461,0.39630138,0.47651778,0.37628075,0.71517134,0.32516069,0.21663272,0.39820169,0.5081472,0.50927771,0.52130932,0.46755668,0.47126437,0.44604324,0.21379287,0.58919066,0.38300629,0.33434447,0.50316274,0.5613672,0.38250468,0.37852974,0.35155916
161,55,1,0.48513512,0.30485529,0.70398955,0.37244907,0.30397038,0.62461632,0.25190172,0.25790732,0.37639554,0.28337099,0.36307587,0.37584764,0.37850809,0.36903895,0.48367303,0.34624238,0.70657321,0.30738317,0.21378139999999998,0.40343063,0.51084686,0.48306043,0.54125868,0.4309005,0.46587927,0.42166247,0.23997205,0.60727158,0.38220997,0.3403599,0.50456201,0.58345378,0.36841412,0.33207004,0.3576164
162,55,2,0.53298274,0.30454113,0.64447991,0.37051402,0.31748434,0.62161667,0.26102165,0.28322218,0.36730993,0.28870421,0.39955,0.34062821,0.35287562,0.35623098,0.46449118,0.2918002,0.66371495,0.28865597,0.21735234,0.41417208,0.49582195,0.43173004,0.54939974,0.38775189,0.45385103,0.40920445,0.26718285,0.62677001,0.39148056,0.34651671,0.48878666,0.58819553,0.34664032,0.28467135,0.38049551
163,56,0,0.55793598,0.27137281,0.57418395,0.36289319,0.29795786,0.59652075,0.27786646,0.29569087,0.36703147,0.28913991,0.38710887,0.31493468,0.31126657,0.33890115,0.42969789,0.25918152,0.58016355,0.26363426,0.22363883,0.40879790000000005,0.45219348,0.38010341,0.54490715,0.37297859,0.43005702,0.40505877,0.27200825,0.62503581,0.39416666,0.35166452,0.44298447,0.56251105,0.29950073,0.24826157,0.37726613
164,56,1,0.5741244000000001,0.2498096,0.48729871,0.34962919,0.27324058,0.54607604,0.30016657,0.29414658,0.34737728,0.28101501,0.34866048,0.29236019,0.26193769,0.31941777,0.38445359999999995,0.2311743,0.5011838,0.22950953,0.22319077,0.39475031,0.39820022,0.32733222,0.53977678,0.36688917,0.40393701,0.38579975,0.27482584,0.60344126,0.37750336,0.35112468,0.38268162,0.51368973,0.23738992,0.21171644,0.33500214
165,56,2,0.58812457,0.21398515,0.3826128,0.32143892,0.24002929,0.46429194,0.33408523,0.26151066,0.3155226,0.25236405,0.28692909,0.27795391,0.2039372,0.33056136,0.32259324,0.20963665,0.37084112,0.20865134,0.1906721,0.4002075,0.30760887,0.29146020000000006,0.53012568,0.35643577,0.35928138,0.35554156,0.26671695,0.55685914,0.33558363,0.33911311,0.31087790000000004,0.45329479,0.1992719,0.17497674,0.28245194
166,57,0,0.60585419,0.19597296,0.3037937,0.30415139,0.19463835,0.40006104,0.36974597,0.239353,0.2949877,0.22393093,0.23488149,0.26892705,0.20287969,0.37484937,0.29119688,0.1989092,0.30246885,0.22192368,0.17737271,0.43658874,0.25412984,0.29112356,0.51689177,0.35463476,0.32707937,0.37312133,0.25164174,0.50083694,0.30620298,0.31345758,0.22797585,0.41119095,0.19197004,0.15223754,0.23454934
167,57,1,0.62078377,0.23148324,0.27523575,0.30356321,0.20156212,0.38219393,0.38747918,0.24888182,0.28487243,0.21895272,0.20200293,0.2321958,0.25031319,0.44449681,0.27458803,0.19207854,0.25758567,0.29268053,0.18878479,0.48169179999999995,0.26124859,0.30193634,0.51698556,0.36311713,0.35401394,0.46063182,0.24011625,0.45552154,0.30578699,0.29543702,0.19275446,0.40440068,0.19470217,0.15250825,0.20657839
168,57,2,0.62526618,0.35440784,0.35021036,0.33426818,0.24220975,0.43547262,0.43055941,0.34028072,0.29698226,0.25651122,0.30154301,0.1812711,0.38934353,0.54390026,0.24704394,0.21910028,0.23924455,0.42908101,0.24923286,0.56656522,0.3540977,0.34684369,0.56109548,0.3656864,0.48842429,0.60425063,0.25381595,0.3992279,0.37150124,0.30703728,0.31086832,0.45094471,0.23188406,0.19366382,0.22632208
169,58,0,0.61483076,0.45196116,0.38482518,0.3944165,0.30921813,0.49792466,0.45447668,0.40802343,0.33642663,0.2762143,0.3928662,0.19597094,0.47195152,0.59822228,0.23779994,0.26538028,0.26373053,0.4828942,0.30687033,0.5773136,0.44318657,0.40407196,0.60868505,0.35654282,0.56964431,0.71200672,0.29918578,0.43351982,0.45940549,0.33811697,0.56871765,0.51275386,0.29875875,0.29677692,0.27159334
170,58,1,0.57812445,0.49286938,0.37303061,0.41634132,0.32934668,0.5059992999999999,0.46011938,0.43093607,0.33312395,0.28043408,0.45671523,0.19539116,0.49092979999999997,0.60120503,0.23697600000000002,0.30699616,0.27201713,0.48492096,0.31982349,0.53589708,0.48633296,0.43532533,0.59212155,0.35460957,0.58759164,0.74884551,0.32428895,0.5456546999999999,0.51091672,0.37671594,0.72777458,0.52599124,0.3319118,0.32407579999999997,0.28656129999999996
171,58,2,0.48438217,0.46307121,0.28426665,0.40173898,0.31437637,0.45765609,0.42441699,0.41360574,0.27703665,0.26898499,0.44525572,0.24480405,0.45270479,0.54114419,0.24166667,0.30883172,0.24891745,0.45138109,0.29952478,0.46179970000000004,0.47290696,0.42949478,0.535725,0.33807935,0.54829396,0.71620487,0.31264143,0.57714174,0.51389995,0.37922237,0.74345409,0.50320796,0.31210041,0.29541494,0.29109782
172,59,0,0.38591042,0.38619573,0.23511533,0.39585713,0.31891628,0.34582316,0.38345364,0.34161909999999995,0.23869317,0.25213813,0.39529266,0.28638632,0.38596762,0.44584502,0.24468054,0.29468141,0.23248442,0.39141815,0.27507807,0.35153548,0.43514382,0.41566573,0.41607578,0.30580605,0.46587021,0.65053526,0.27763234,0.57937358,0.49272021,0.35097686,0.7139448,0.47309368,0.28446016,0.28788597,0.30589492
173,59,1,0.34106284,0.31662224,0.25119687,0.41498593,0.35276218,0.24812522,0.372897,0.26018371,0.22946509999999998,0.21240116,0.34485535,0.31800969,0.32678759999999996,0.36489888,0.24180399,0.28679004,0.24524143,0.35244658,0.26929396,0.26237377,0.41229311,0.39540019,0.32210655,0.28116499,0.42621957,0.58758396,0.2509318,0.57685522,0.47259826,0.3333162,0.68025685,0.44354092,0.28306636,0.30639540000000004,0.34654421
174,59,2,0.32458029,0.31438499999999997,0.38179312,0.45774444,0.38940688,0.19768922,0.40785675,0.24739473,0.29034451,0.18599322,0.34299139,0.33790547,0.33035874,0.36180278,0.26078346,0.31238246,0.30938474,0.37669234,0.28199593,0.30227556,0.42466656,0.38333513,0.30551491,0.32268262,0.43691737,0.57737196,0.26472024,0.57899658,0.47028061,0.34336761,0.6764424,0.42531222,0.31175369,0.34501311,0.3987185
175,60,0,0.34839233,0.37166794,0.45887857,0.48724746,0.41755756,0.241812,0.45340089,0.29443256,0.40617796,0.2923108,0.38442873,0.35110084,0.35093956,0.41768776,0.31237352,0.36342436,0.39474299,0.43543923,0.29465037,0.36637848,0.45653222,0.40931003,0.37064341,0.41190176,0.49109422,0.60028338,0.3176665,0.57555834,0.48115573,0.37526992,0.67630822,0.40916323,0.36102212,0.38326707,0.45019223
176,60,1,0.37271027,0.42530465,0.53810387,0.52045009,0.44587910000000003,0.29059993,0.47753331,0.32841831,0.47287268,0.369929,0.42737711,0.36623367,0.41206378,0.45984609,0.34828708,0.41815241,0.45088785,0.50356709,0.31276986,0.40450961,0.4896995,0.43712970000000007,0.43685988,0.44427582,0.51728663,0.63677582,0.35731242,0.56421818,0.49558458,0.41318766,0.66180755,0.38772136,0.39936898,0.40364605,0.50740709
177,60,2,0.37973388,0.44253618,0.55985057,0.51900946,0.4590432,0.29424486,0.47323709,0.32728583,0.48606398,0.38713087,0.44597263,0.29964773,0.43937200000000004,0.47881644,0.35524718,0.42839088,0.45571651,0.49884186,0.29936864,0.40847282,0.4894906,0.42230421,0.45265429,0.45453401,0.50168341,0.62058144,0.37463948,0.54894214,0.49615508,0.40530848,0.64244777,0.35436272,0.40337009,0.35351493,0.52648441
178,61,0,0.36773374,0.43741432,0.47405339,0.48539766,0.43446424,0.27277642,0.44584259,0.30405289,0.47823468,0.36552364,0.41656832,0.24431968,0.46707883,0.4727674,0.32906187,0.37995185,0.41029595,0.45366842,0.25509165,0.39499239,0.4630323,0.37773349,0.42053086,0.37390428,0.45923613,0.56919605,0.3494143,0.5205465,0.47389377,0.32579049,0.57755415,0.290921,0.38397476,0.29002622,0.51139684
179,61,1,0.31206249,0.41604151,0.32175395,0.40749297,0.38006672,0.24567492,0.41386036,0.26678411,0.44765574,0.32811038,0.34927813,0.17790254,0.50386399,0.43667005,0.27108991,0.28589483,0.32864486,0.37622329,0.20566869999999998,0.3716835,0.41759601,0.3418884,0.33776965,0.27108312,0.40438049,0.49501469,0.30048365,0.48387194,0.42776662,0.26078406,0.48646732,0.26583963,0.32647528,0.2483377,0.46203332
180,61,2,0.22324969,0.39904798,0.17245031,0.26220271,0.31142299,0.2104203,0.36758745,0.21165879,0.39629582,0.25529288,0.28675262,0.16269632,0.53953469,0.38011096,0.21875542,0.15595426,0.22405763,0.28349065,0.2270129,0.33400194,0.33785955,0.29731768,0.24988745,0.21562972,0.3373699,0.43048908,0.22311088,0.43780254,0.35865315,0.18843188,0.38229826,0.24110142,0.25929547,0.24146857,0.39008116
181,62,0,0.19237873,0.42771325,0.20575221,0.21371579999999998,0.26049142,0.21878270000000002,0.35944614,0.19646759,0.35949359,0.26024689,0.32098779,0.28953471,0.60666233,0.37387699,0.25301388,0.13855413,0.22615265,0.27154439,0.27921249,0.32741043,0.28942632,0.26174189,0.25737198,0.2731864,0.33566839,0.46134551,0.20836846,0.44071298,0.30759357,0.19433805,0.30946904,0.23760749999999997,0.2442133,0.26729549,0.35385733
182,62,1,0.20203767,0.49832445,0.27782533,0.25526383,0.26643072,0.24443669,0.38627152,0.21021746,0.37465354,0.28411328,0.37066408,0.41521356,0.70060197,0.41623814,0.31264816,0.17452042,0.27733645,0.31974637,0.34221996,0.33747406,0.29881890000000005,0.28406765,0.3054774,0.30491814,0.39464205,0.52240764,0.24493056,0.4645997,0.30222138,0.22424165,0.28330458,0.27557270000000006,0.26081409,0.30198799,0.35947886
183,62,2,0.22004965,0.55002856,0.32189903,0.27302020000000005,0.27534782,0.26450122,0.37435453,0.22960684,0.40411864,0.28270938,0.39753163,0.45634816,0.71934434,0.47057209,0.36164354,0.20023321,0.30964174,0.3365163,0.36833673,0.32005809999999996,0.30795436,0.32855758,0.33340837,0.31823048,0.4198751,0.55625525,0.25855259999999997,0.47182302,0.3074034,0.23629177,0.26189381,0.31023116,0.26731156,0.32157178,0.38290474
184,63,0,0.20433182,0.54554455,0.30612215,0.26689967,0.26096331,0.25208406,0.30600361,0.22885185,0.39594612,0.25651122,0.37433686,0.42701453,0.66812007,0.49170793,0.36824949,0.19623110000000002,0.29179907,0.30881348,0.36471826,0.22525246,0.28088543,0.33348594,0.30937909999999996,0.29953401,0.39505838,0.53403652,0.22128056,0.41969146,0.28924254,0.21056555,0.21637915,0.296765,0.26248526,0.30176804,0.39041435
185,63,1,0.14111931,0.40171363,0.16148992,0.2339272,0.15319339,0.18255145,0.19651582,0.12676878,0.27957518,0.16299822,0.254977,0.22689711,0.49241845,0.39164827,0.23114339,0.15810577,0.21350467,0.22816608,0.3140869,0.08908562699999999,0.17995339999999999,0.25250458,0.20396736,0.22669395,0.2511268,0.39272670000000004,0.1322381,0.23493131,0.19678619,0.16467866,0.13531723,0.21538574,0.2506761,0.2505118,0.28982486
