,measure_number,beat_number,pid1263-13,pid50534-05,pid52932-06,pid54293-09,pid5667267b-10,pid7992-03,pid9048-13,pid9050-13,pid9052b-09,pid9054-13,pid9055-13,pid9056-15,pid9058-13,pid9059-13,pid9062-13,pid9063-13,pid9064-04,pid9065-08,pid9066-13,pid9067-13,pid9068-08,pid9070-21,pid9072-13,pid9074f-13,pid9085-15,pid9087-07,pid9088-08,pid9089-15,pid9090-06,pid9093-13,pid9094-13,pid9098-20,pid9099-13,pid9100b-17,pid9101-13,pid9103-07,pid9104-13,pid9105-13,pid9111-13,pid9118-13,pid9130-01,pid9138-13,pid9139-13,pid9152-13,pid9153-13,pid915406-13,pid9156-10,pid9159-04,pid9160-02,pid9161-12,pid9165-04,pid9166d-20,pid9167-13,pid9170-13,pid9173-18,pid9174-13,pid9176-06,pid917803b-08,pid917807-08,pid917811-09,pid917812-05,pid917813-02,pid9181-07,pid9186c-13,pid918818-11,pid9192-13,pid9193-03
0,1,1,0.21322859,0.60861838,0.5893649999999999,0.078421584,0.17950721,0.41912342,0.44137244,0.2567062,0.22671652,0.17972993,0.15110981,0.1345307,0.13902122,0.23043191,0.40614140000000004,0.28390590000000004,0.23274993,0.25464111,0.27079025,0.43357167,0.21223150000000002,0.17385561,0.28913879,0.072857674,0.16539434,0.10527495,0.21478153,0.12989514,0.28732688,0.28207385,0.17540913,0.25240581,0.41447452,0.37870383,0.33216986,0.19986265,0.4325441,0.17734957,0.43291999999999997,0.11148108,0.33099957,0.21198368,0.1874,0.19457047,0.37098613,0.12788672,0.24493188,0.20661469,0.30522923,0.23726118,0.28918092,0.17971374,0.11517749,0.24229837,0.09917896699999999,0.20550744,0.46164176,0.028849427,0.13882926,0.21684261,0.13368205,0.28140621,0.18279504,0.16675806,0.19957084,0.20565028,0.44392278
1,1,2,0.21330618,0.51118521,0.56534305,0.20888234,0.19294143,0.38448902,0.44674189,0.27876825,0.22338545,0.28222403,0.25122664,0.21280529,0.14760809,0.24065447,0.39762582,0.26530170000000003,0.27309046,0.27724307,0.27180919,0.41845693,0.26678316,0.24601382,0.31914648,0.15098899,0.18257954,0.19415864,0.33451772,0.25536702,0.26309998,0.27772463,0.22565891,0.29626729,0.36094867,0.38494077,0.33300047,0.27472732,0.42098062,0.21187703,0.40993599999999997,0.23456967,0.3551028,0.21969742,0.29234667,0.20954724,0.38897816,0.15664439,0.27124702,0.2481272,0.33343226,0.26176898,0.43227564,0.23366412,0.17166083,0.30031449,0.20523063,0.26039386,0.45861242,0.07631342099999999,0.21769126,0.28931705,0.18248205,0.32103142,0.20497283,0.17064891,0.21573574,0.29011392,0.44421154
2,2,0,0.21426632,0.41646359999999993,0.53963517,0.28084677,0.20425044,0.35452101,0.44824081,0.28474453,0.21770419,0.33763282,0.30604556,0.25276170000000003,0.14995997,0.24306865,0.38599461,0.25150113,0.29165795,0.28510604,0.2706091,0.40562022,0.29731504,0.28722734,0.33664937,0.18800565,0.19610657,0.23990954,0.38901072,0.30291706,0.24832100000000001,0.27165359,0.24552972,0.32042113,0.31699104,0.38615331,0.32984601,0.31211925,0.40896103,0.23843391,0.391176,0.26721740000000005,0.36737667,0.222554,0.33789333,0.21827457,0.39154649,0.17449606,0.2841938,0.26848086,0.3508903,0.27795558,0.49389276,0.26782443,0.19384828,0.33410863,0.26217712,0.27606635,0.44953241,0.10435352,0.25954743,0.3224174,0.20056068,0.34342589,0.22109098,0.17192192,0.22619156,0.32772383,0.44171969
3,2,1,0.21271458,0.32815449,0.51404247,0.31826118,0.21268029,0.32214711,0.44554069,0.28235401,0.20987666,0.37201889,0.34798481,0.27289397,0.14940953,0.24074877,0.36938286,0.24077173,0.29982878,0.28800979,0.26871462,0.39206851,0.31893113,0.31249616,0.34891388,0.21170434,0.20694583,0.26685479,0.42233306,0.32642517,0.23665339,0.26472164,0.25360896,0.33259375,0.27363085,0.38327526,0.32549697,0.33125959,0.3970823,0.25873697,0.370872,0.29330692,0.37432858,0.22313128,0.36216667,0.22517992,0.38512567,0.18540754,0.29290646,0.28159812,0.35898485,0.28822617,0.52161904,0.28802481,0.21233972,0.35449781,0.31436347,0.28425396,0.43696747,0.1299018,0.29023636,0.34336437,0.21037949,0.35506353,0.23209401,0.17200026,0.23008648,0.34748834,0.43601946
4,2,2,0.20849578,0.2584599,0.48968543,0.34777805,0.21963505,0.29746329,0.43765592,0.27187044,0.20121395,0.38825266,0.37518254,0.28238521,0.14551641,0.23399661,0.35056171,0.22755192,0.30227338,0.28752855,0.26664654,0.37963918,0.33534777,0.32057604,0.3527105,0.22472487,0.21502676,0.28653654,0.44068425,0.34104862,0.22899829,0.25775142,0.25409991,0.33587401,0.23804653,0.37752613,0.31975735,0.34306375,0.38535113,0.27339932,0.352944,0.30365,0.37656356,0.22089181,0.37104000000000004,0.22906987,0.37093806,0.19065513,0.29809984,0.28669419,0.36195252,0.29129085,0.54006499,0.30166985,0.21901749,0.36245823,0.33468635,0.28853571,0.42118136,0.14309329,0.30402049,0.35395193,0.21513846,0.36006209999999994,0.23850938,0.17074683,0.22952728,0.35404847,0.42516443
5,3,0,0.20308408,0.19702827,0.46172615,0.36398232,0.22450284,0.26982846,0.4279437,0.2564781,0.18881228,0.39645809,0.38752190000000003,0.2818216,0.14058247,0.22166164,0.33247454,0.21456836,0.29898221,0.28517129,0.26389161,0.36467409,0.34903682,0.31063748,0.35139369,0.22514872,0.22064342,0.28810538,0.45136851,0.34506196,0.22575413,0.24941649,0.24774332,0.33175846,0.20244410000000002,0.36909408,0.31263649,0.34377474,0.3677309,0.28529386,0.341672,0.30491444,0.37519294,0.21587539,0.36478,0.23202150000000002,0.35222497,0.19179448,0.29867416,0.28604189,0.35636512,0.29124236,0.54580904,0.30942748,0.21900616,0.36228133,0.35227859999999994,0.28802092,0.39750619,0.15209493,0.31028982,0.35426302,0.21126154,0.35724352,0.24060695,0.16836402,0.22460498,0.33972016,0.41483343
6,3,1,0.19541267,0.15030872,0.43151546,0.36825163,0.22703781,0.23568106,0.41535682,0.22831204,0.17534233,0.39278335,0.38184141,0.26960998,0.12911329,0.20603546,0.30100359,0.19896643,0.28537049,0.27815661,0.25934788,0.34699867,0.36074838,0.27684332,0.33952326,0.20895300000000003,0.22327825,0.26172042,0.45360264,0.33758818,0.22558338,0.24073082,0.22923342,0.31054555,0.16563773,0.35570035,0.30211853,0.33119496,0.34910457,0.29140755,0.32722399999999996,0.29012897,0.36708032,0.20923659,0.33766667,0.23389815,0.28866227,0.18884202,0.29388403,0.27571727,0.34640809999999994,0.28403647,0.53628978,0.31180344,0.21146673,0.35306296,0.36154982,0.28107534,0.36814803,0.15158756,0.30824669,0.33778543,0.19965812,0.34588114,0.23821498,0.16417939999999998,0.21180831,0.30423579999999995,0.40197849999999996
7,3,2,0.17831442,0.12982906,0.39794337,0.35896282,0.22744755,0.20907835,0.38342762,0.21230839,0.15374381,0.36794569,0.3505184,0.22524235,0.11097878,0.17258582,0.26875374,0.17467270000000001,0.25828022,0.26444535,0.25050192,0.30833888,0.36721787,0.27002304,0.3284506,0.17170583,0.22346645,0.22898881,0.43516076,0.29622498,0.24062796,0.22967923,0.19223945,0.29365701,0.12970942,0.33666202,0.28597294,0.2847055,0.30783419,0.29206447,0.31016,0.230102,0.34654566,0.19580969,0.28506667,0.23858978,0.2574303,0.1728911,0.27414920000000004,0.25494573,0.32058944,0.2664824,0.48866482,0.30692748,0.18594606,0.32848064,0.35961255,0.24870077,0.32433858,0.14756956,0.28571628,0.30025717,0.17313504,0.31891749,0.22962845,0.15652174,0.18967423,0.25750439999999997,0.37149885
8,4,0,0.14694986,0.11448489,0.41667714,0.30830401,0.22776989,0.17664631,0.35235054,0.18634124,0.15048072,0.26208678,0.29391793,0.1615165,0.10845677,0.13887212,0.25298832,0.13427503,0.22328546,0.22439641,0.26092535,0.28994845,0.36431129,0.26756528,0.30916955,0.13033165,0.22326060000000003,0.21634645,0.38563891,0.24001907,0.25548283,0.23629871,0.18728682,0.27472374,0.1955463,0.3181115,0.29359776,0.22405268,0.26547723,0.2851362,0.28527199999999997,0.18847678,0.31307032,0.15709167,0.25835333,0.25541587,0.28448702,0.14785824,0.255117,0.23897467,0.25908719,0.24348754,0.40221734,0.27964695,0.17115064,0.2919675,0.31273985,0.19885602,0.27037007,0.14131751,0.25078716,0.28115602,0.17532308,0.26946029,0.20843198,0.14073639,0.15216204,0.24517929999999996,0.34124378
9,4,1,0.11528465,0.12795478,0.41649912,0.16655755,0.19344952,0.11686292,0.26233278,0.14885036,0.13403904,0.19860537,0.21223715,0.11501465,0.092753203,0.10195209,0.21108448,0.10589625,0.19087796,0.14488581,0.22865122,0.24266711,0.31639107,0.22989247,0.25950596,0.06945122,0.18662001,0.12403985,0.30392415,0.16526215,0.19334092,0.21415726,0.18441860000000002,0.22762551,0.22390694,0.24603484,0.26034531,0.13825644,0.2293514,0.22509416,0.250736,0.16424176,0.2695067,0.14675027,0.21561333,0.2296438,0.26638511,0.10314965,0.23020101,0.18979769,0.17816210000000002,0.15337019,0.29539329,0.23424618,0.15439384,0.21422394,0.19893911,0.16364602,0.23378627,0.11192308,0.18511314,0.23047888,0.17110427,0.17007245,0.15041154,0.10727902,0.097418558,0.14326019,0.25294904
10,4,2,0.10859277,0.15013833,0.32387744,0.066789426,0.15370957,0.086044483,0.18355697,0.16185219,0.10216568,0.071714876,0.066852366,0.11456376,0.078365693,0.054037155999999996,0.11737567,0.1284969,0.18061448,0.08913539999999999,0.16792211,0.21435816,0.11375725,0.070337942,0.22431757,0.082287329,0.15032053,0.074239522,0.21210223,0.11627264,0.14852020000000002,0.1009757,0.065851852,0.10658662,0.13473341,0.19945645,0.18858609,0.070024239,0.1068348,0.11227117,0.277984,0.091671584,0.11456566,0.26015726,0.09997333300000001,0.17717956,0.21983244,0.054033742,0.14966089999999999,0.064257249,0.12443717,0.13199496,0.28929561,0.23625,0.08278630000000001,0.12692786,0.11338561,0.17243831,0.19256654,0.056424714,0.09617962699999999,0.19905842,0.08710427400000001,0.16375267,0.12812335,0.11124168,0.045687625999999995,0.12753269,0.17992621
11,5,0,0.17447386,0.23495356,0.41850968,0.096819161,0.18094952,0.08722198,0.31258791,0.23232664,0.13597164,0.13873967,0.14230432,0.1690614,0.11469175,0.10892116,0.17102307,0.14688454,0.22860268,0.16318108,0.19158427,0.36000166,0.13504091,0.26823349,0.29990388,0.16927424,0.18445568,0.15395978,0.20278648,0.20433746,0.26435212,0.14645112,0.15534884,0.14266945,0.099656015,0.23588153,0.20826878,0.10904904,0.29944329,0.17981957,0.301032,0.22401585,0.17793419,0.34460038,0.18198,0.20831739,0.22222222,0.082685145,0.19730555,0.13647251,0.2735571,0.19392881,0.32243143,0.26638359,0.21852998,0.16808622,0.25471402,0.22158032,0.18227959,0.07591980400000001,0.085884213,0.23039592,0.17779829,0.23656222,0.163598,0.13868651,0.13954093,0.196697,0.32537297
12,5,1,0.24875376,0.26642971,0.53327888,0.15028508,0.23072006,0.09619130699999999,0.40174327,0.30304745,0.20333107,0.21526712,0.25827249,0.25184489,0.15271217,0.19870803,0.24237567,0.17898415,0.27371825,0.24250408,0.24588271,0.47520785,0.26476304,0.36124424,0.36600346,0.23010857,0.23649944,0.30890772,0.25802143,0.27134414,0.39394802,0.19486002,0.26207579999999997,0.20438528,0.13553001,0.29487108,0.26713019,0.18332391,0.40678114,0.22780941,0.363528,0.3725196,0.25315799,0.42977008,0.28928667,0.29004282,0.28441835,0.12905346,0.25844076,0.22216786,0.3760745,0.24597032,0.35871165,0.34640267,0.30649751,0.2488174,0.35648524,0.28085471,0.20920789999999997,0.13319967,0.16475182,0.28288778,0.23424957,0.27053927,0.1875299,0.17448753,0.2016321,0.33579784,0.41672638
13,5,2,0.30266705,0.36338653,0.66200679,0.19041384,0.27730004,0.12525076,0.48718212,0.32052007,0.24842187,0.25532025,0.34264019,0.29244007,0.18157526,0.23025273,0.32080587,0.22462841,0.31166175,0.30679445,0.27519813,0.51785002,0.32102796,0.40380184,0.43113226,0.26480518,0.28228548,0.42924961,0.28662819,0.29193518,0.44588313,0.19645431,0.31932817,0.25064822,0.14995021,0.35689895,0.29733084,0.25202392,0.47232544,0.23271437,0.42184799999999995,0.43658434,0.29184417,0.50729571,0.38498000000000004,0.3316571,0.348242,0.1521089,0.30885929,0.24894257,0.42932869,0.27925516,0.40499857,0.40463740000000004,0.34512432,0.32291817,0.41699262,0.33607616,0.25240189,0.17148936,0.21035839,0.33691437,0.25571282,0.31221236,0.20104756,0.21019063,0.22617205,0.43061396,0.50453986
14,6,0,0.34488409999999997,0.42829923,0.74936123,0.23167471,0.31318837,0.16370839,0.5395419,0.32379562,0.28733612,0.29117473,0.42316735,0.34561509,0.21261009,0.26898340000000004,0.38897543,0.25380451,0.34627604,0.37213703,0.30168315,0.55904556,0.38418854,0.44999232,0.51301423,0.31090125,0.32032582,0.53291498,0.32271228,0.32538608,0.47798329999999994,0.21526688,0.35028424,0.29181241,0.18730877,0.42864808,0.32790481,0.30344187,0.55046616,0.25014452,0.49945600000000007,0.55133609,0.35057109,0.57266846,0.49540667,0.35669126,0.41324681,0.17936021,0.34936763,0.25841105,0.48626688,0.31927068,0.46466597,0.43148855,0.37707334,0.40971631,0.47825646,0.38552051,0.28756294,0.20360065,0.25343204,0.38706265,0.28495043,0.36249532,0.22623063,0.24197676,0.26466609999999996,0.5135255,0.56214106
15,6,1,0.37620987,0.52622708,0.81673578,0.29320457,0.3329163,0.22536706,0.61143907,0.35412409,0.34204137,0.356951,0.46023657,0.4253175,0.23577862,0.34810449,0.46476183,0.30070873,0.37143537,0.43643556,0.31671824,0.54058031,0.41847937,0.51158218,0.57852749,0.36277513,0.33992825,0.59768546,0.34273702,0.37412774,0.54965851,0.25574262,0.3910422,0.34545375,0.29426089,0.50685017,0.34229585,0.37358811,0.62670199,0.35325392,0.534928,0.58598162,0.42722726,0.62546034,0.56029333,0.39860618,0.45737536,0.20289768,0.40667807,0.24714875,0.54553827,0.36788866,0.55179203,0.44830153,0.41012209999999993,0.52405818,0.55418819,0.43589639,0.31141396,0.24992635,0.28409298,0.48608375,0.32708376,0.45092815,0.25276302,0.30469382,0.3509526,0.57754415,0.63860756
16,6,2,0.38617011,0.53029442,0.80995015,0.32194397,0.33239183,0.23533217,0.61217827,0.39029197,0.35727882,0.37624705,0.46284317,0.44547231,0.24161329,0.39701999,0.47102307,0.31746235,0.38220299,0.45,0.31865046,0.51544729,0.43285032,0.54135945,0.63226644,0.38197501,0.3391578,0.5964528,0.33852432,0.39641563,0.59243028,0.27759071,0.39225668,0.36009745,0.35705621,0.52101045,0.34281848,0.38721823,0.64644845,0.40469475,0.55104,0.57488831,0.45498549,0.63109386,0.57017333,0.42496128,0.45889988,0.20850679,0.40949471,0.24032003,0.56297585,0.38048686,0.57456752,0.45197519,0.43007607,0.53830178,0.57247232,0.43968786,0.3123891,0.27941899,0.28466673,0.49266856,0.34729573,0.49982384,0.25575604,0.3217783,0.40785487,0.5819711,0.63939896
17,7,0,0.39635341,0.51961305,0.78723716,0.34532286,0.32348121,0.25063236,0.61415973,0.43270073,0.38156745,0.38258559999999997,0.45589223,0.4908845,0.24126301,0.43706149,0.46397543,0.32896939,0.39678493,0.44702284,0.32298287,0.50158796,0.43504091,0.57754224,0.69591503,0.4066627,0.32987708,0.55859701,0.32359439,0.41183031,0.63334282,0.29466871,0.38411714,0.36677978,0.38414954,0.53807666,0.34406906,0.40070292,0.66482661,0.45785233,0.5485359999999999,0.54594959,0.46620979,0.6166815999999999,0.57190667,0.46778719,0.45258893,0.22041521,0.41749252,0.24290883,0.57804953,0.40877703,0.6001338,0.45765267,0.45750145,0.57570596,0.57987085,0.45635725,0.30997522,0.31169394,0.29580599,0.5225854,0.38045812,0.53170898,0.25946052,0.33198851,0.46443852,0.57634376,0.64160205
18,7,1,0.39535448,0.48293362,0.76225182,0.36006765,0.30480223,0.25376508,0.60024845,0.46726277,0.39899,0.38103601,0.42495619,0.50800331,0.22884307,0.4523576,0.44339425,0.32913673,0.4063255,0.42522838,0.32434146,0.49692384,0.42401125,0.60758065,0.74039792,0.42365407,0.31109804,0.50474725,0.29553174,0.41572927,0.65031303,0.3058032,0.36971576,0.36236840000000003,0.40491536,0.54154007,0.3425385,0.39650966,0.66137903,0.48627485,0.53692,0.48588047,0.46735815,0.59515278,0.5496800000000001,0.49972669999999997,0.43194616,0.23576358,0.41455978,0.25153137,0.58407695,0.42863932,0.60766511,0.46086832,0.47590218,0.58203499,0.58069188,0.45635725,0.29836943,0.33125205,0.30081585,0.52973018,0.41959658,0.55380618,0.26139862,0.3344562,0.49916119,0.55283279,0.62717502
19,7,2,0.37392106,0.36433924,0.68809165,0.35222468,0.25157343,0.223281,0.53458312,0.45702555,0.40146645,0.33942591,0.35043808,0.47921395,0.19815853,0.39735006,0.39960306,0.31273747,0.38582707,0.33136215,0.31214431,0.47399401,0.37968803,0.57655914,0.68364091,0.43462225,0.25637829,0.37039791,0.25361088,0.34997140000000004,0.60753178,0.29841209,0.31267873,0.33302009999999993,0.41806825,0.48685714,0.32742884,0.34964854,0.57459253,0.49317684,0.49945600000000007,0.32698306,0.46070259999999996,0.57618194,0.48311333,0.49355926,0.37170718,0.24064417,0.36091526,0.25618917,0.57238027,0.40405392,0.56210456,0.43284351,0.44522295,0.53259516,0.49636531,0.42367217,0.27750779,0.33584288,0.28213381,0.51617687,0.42514188,0.55301345,0.23725820000000003,0.33102885,0.4860264,0.48062543,0.55598096
20,8,0,0.33439046,0.27962111,0.49940312,0.3324331,0.19131337,0.19769589,0.44264549999999997,0.38519161,0.36589298,0.27128837,0.31785923,0.38461712,0.16545236,0.32361373,0.35716747,0.30079732,0.3253781,0.22396411,0.2856442,0.38334719,0.32692636,0.50518433,0.58308343,0.43299375,0.19587132,0.29119211,0.23905194,0.26612965,0.54565547,0.25330017,0.26146425,0.26273384,0.41133339,0.43210453,0.29947737,0.32012604,0.45513448,0.39122361,0.476992,0.18532412,0.42877076,0.5431273,0.34576667,0.42151772,0.33306551,0.19665863,0.29063359,0.2426846,0.522237,0.36743284,0.48711651,0.37997137,0.38218655,0.45931337,0.43067343,0.38901781,0.26679722,0.31684124,0.24268462,0.50554784,0.38038974,0.50127717,0.17269973,0.32639379,0.3945315,0.39655172,0.45991123
21,8,1,0.23675686,0.24140269,0.39013152,0.28838967,0.15822771,0.17981538,0.35646746,0.25179745,0.27921725,0.19712957,0.27827833,0.29563388,0.14025220000000002,0.27400981,0.30913721,0.28152377,0.27427946,0.18240620000000002,0.2605857,0.32108414,0.29329185,0.39757296,0.44024414,0.40606038,0.1589249,0.25470141,0.23332234,0.19928503,0.43877822,0.21117276,0.21961239999999999,0.21722788,0.37687155,0.351777,0.27202053,0.27892058,0.37895231,0.30095472,0.41024799999999995,0.15597235,0.38531827,0.49085299,0.2922,0.34081261,0.2951861,0.15575153,0.21417486,0.20591143,0.43272616,0.32442052,0.3668833,0.32551527,0.30232532,0.39073577,0.24984317,0.32175192,0.25123491,0.29885434,0.22183350000000002,0.46194288,0.26149744,0.38639817,0.14539455,0.30735083,0.28005722,0.35566939,0.37422598
22,8,2,0.19744933,0.25190084,0.33433861,0.25570832,0.15944056,0.18389301,0.3315093,0.21752737,0.21871419,0.22219599,0.2583163,0.24567521,0.13222578,0.27166164,0.28491612,0.27129639,0.25648245,0.21108483,0.25647219,0.30374127,0.30024719,0.35207373,0.37000192,0.38871208,0.15830736,0.28286913,0.24252267,0.18976168,0.39145323,0.20140935,0.22137812,0.20029583,0.35037567,0.31625087,0.27020999,0.26588026,0.368187,0.26280109,0.37064,0.16728484,0.37138976,0.43903653,0.27871333,0.2923112,0.27671336,0.14709137,0.19518543,0.19007287,0.38302292,0.32654447,0.30590653,0.30296756,0.26832421,0.37820874,0.1825369,0.28626409999999997,0.24949245,0.29681669,0.21990232,0.43589398,0.19201368,0.30536409999999997,0.14744305,0.27848936,0.24204435,0.36656472,0.34763916
23,9,0,0.17444477,0.28770085,0.30363575,0.2352893,0.18444056,0.20211513,0.32624252,0.21762774,0.17368165,0.28382527,0.25378213,0.23000676,0.13918135,0.31220294,0.2832834,0.26797913,0.28234567,0.24854812,0.26747679,0.33771201,0.31840266,0.37747312,0.33088235,0.37932778,0.18405575,0.32981194,0.27181369,0.27436606,0.38169228,0.21596837,0.25807063,0.21086748,0.33767539,0.32029965,0.28881008,0.28574776,0.39101214,0.26435141,0.359744,0.19329006,0.38749151,0.40750473,0.34363333,0.27199599,0.27608158,0.13722064,0.20456406,0.18613871,0.36844044,0.35583358,0.30296282,0.28967557,0.28709908,0.40718732,0.19623616,0.25450237,0.26696507,0.30657119,0.23413426,0.42297323,0.15853675,0.27312664,0.15898581,0.24080167,0.24533455,0.41100237,0.3420031
24,9,1,0.17583164,0.31926861,0.30054662,0.23005156,0.20512456,0.21655037,0.3797727,0.2564781,0.15278236,0.33789109,0.25498686,0.26034418,0.14627702,0.35761977,0.29441282,0.26981986,0.32297156,0.28141109,0.27577176,0.40194546,0.33212581,0.42387097,0.30191273,0.39316627,0.20635182,0.39157719,0.3068343,0.33906578,0.40402201,0.22790638,0.29576227,0.21338206,0.35014031,0.34038328,0.30395707,0.31909994,0.41467570000000004,0.28037138,0.369992,0.22345949999999998,0.40455640000000004,0.40254802,0.42488667,0.2905803,0.27785332,0.13365469,0.22812366,0.19424145,0.35597626,0.37395015,0.34095384,0.28020992,0.33035158,0.44937429999999995,0.24749077,0.24642916,0.29665095,0.31174304,0.2516408,0.45396852,0.15736752,0.29783322,0.16251855,0.21300431,0.27467976,0.45651044,0.39715523
25,9,2,0.20077587,0.33216687,0.34893608,0.22620509,0.21922531,0.21757523,0.39948462,0.29953467,0.15472468,0.36528926,0.2526139,0.27469753,0.14539632,0.3932384,0.28937987,0.27645438,0.37425093,0.31875204,0.29461846,0.44535251,0.33498125,0.46196621,0.28825452,0.42524539,0.22157854,0.43496465,0.3655812,0.39363203,0.42275659,0.23366494,0.31155039,0.22011659,0.37381189,0.37179094,0.32984601,0.34393633,0.42255014,0.28720329,0.385432,0.2900784,0.38053961,0.40732557,0.49394667,0.31672588,0.27494163,0.13814636,0.25843466,0.20911176,0.34606017,0.38337698,0.3823282,0.30226145,0.36631407,0.48343707,0.31,0.24232718,0.31661738,0.30191489,0.267608,0.49526101,0.19248547,0.36146037,0.16752328,0.20515733,0.30243839,0.49417387,0.41857655
26,10,0,0.22928911,0.32450853,0.39227821,0.2221813,0.22046001,0.20459369,0.3950905,0.31419708,0.16865106,0.35867031,0.24809433,0.28137822,0.14518615,0.40604489,0.27303775,0.27791121,0.39810711,0.34133768,0.32092233,0.47289657,0.32182919,0.49771889,0.30181661,0.42937983,0.2234194,0.44480553,0.36992579999999997,0.40780744,0.43009865,0.23312289,0.30224806,0.23549987,0.3750611,0.40406272,0.35613626,0.3510463,0.41712388,0.30073574,0.405024,0.31027565,0.35342347,0.41500946,0.53725333,0.32187301,0.26805384,0.12569566,0.26705566,0.21431993,0.34041138,0.37369799,0.40787537,0.32833969,0.36243665,0.49714997,0.35867159,0.24088903,0.32529774,0.28126841,0.28114023,0.52753178,0.22968205,0.40464184,0.17413491,0.20900248,0.31213993,0.49395978,0.41294048
27,10,1,0.25290466,0.30193657,0.41639440000000005,0.20970074,0.20563811,0.1837331,0.36078971,0.32160584,0.1894241,0.3290363,0.22962179,0.30879988,0.14803843,0.39667107,0.25151288,0.26961315,0.41050128,0.35712887,0.34036531,0.48560858,0.28750426,0.51339478,0.30059592,0.4066627,0.20907487,0.43398668,0.37631492,0.39862726,0.41347942,0.22196926,0.27807924,0.25010876,0.35245768,0.41992334,0.37335511,0.33806254,0.39656583,0.3065166,0.425568,0.31930372,0.30420448,0.42106101,0.5667800000000001,0.30680514,0.24535091,0.10360977,0.25842855,0.21004943,0.33049529,0.34286684,0.42391284,0.3498187,0.32682562,0.50022931,0.39847786,0.23699134,0.32373112,0.2501473,0.29022237,0.53781861,0.25300513,0.43697840000000004,0.17434344,0.20549679999999998,0.3052019,0.46535668,0.37619379
28,10,2,0.27640384,0.25028856,0.42404917,0.19543334,0.18502513,0.15415758,0.32538012,0.31690693,0.19566864,0.2836039,0.21506279,0.33728865,0.15422338,0.37158619,0.23526064,0.25039866,0.41204223,0.35947798,0.35306061,0.46520619,0.25727071,0.52289555,0.27703768,0.35270672,0.18780215,0.42811882,0.37187139,0.36071497,0.39425157,0.20447676,0.26676141,0.26094144,0.32049425,0.42726132,0.37904806,0.30674638,0.36665102,0.30649908,0.433424,0.32175672,0.28399086,0.41703991,0.56550667,0.27423704,0.21891910000000003,0.08460232300000001,0.24642879,0.19715639999999998,0.33453745,0.32463389,0.43692058,0.36767176,0.25977574,0.49044094,0.42377306,0.23202321,0.31490688,0.21680851,0.29545614,0.53287222,0.27564444,0.44710766,0.16822246,0.19516908,0.28992782,0.42842725,0.33873055
29,11,0,0.29828339,0.23246185,0.42780849,0.18027935,0.16472902,0.14403256,0.29910783,0.28480839,0.19044382,0.23711629,0.21339077,0.35150673,0.16380104,0.33352508,0.24204614,0.23345802,0.39729858,0.34428222,0.35412484,0.42157466,0.26768667,0.54679724,0.26025567,0.29956871,0.16631183,0.42628512,0.34878813,0.32340324,0.37353443,0.19231554,0.27623600000000004,0.26944227,0.28440301,0.43427875,0.37466169,0.26903935,0.34341002,0.31676447,0.43652799999999997,0.32177358,0.28411434,0.40589231,0.5372,0.24902068,0.20719681,0.088513365,0.23621311,0.19537278,0.36414245,0.33103482,0.44989009,0.37958969,0.20714715,0.4639848,0.41627306,0.22189899999999999,0.29453281,0.1957365,0.29575001,0.49543729,0.30402051,0.42583621,0.16445666,0.18832093,0.26115482,0.41147641,0.31184429
30,11,1,0.31358743,0.23238856,0.42141032,0.16403415,0.15039336,0.14531909,0.29243452,0.22935219,0.1704477,0.19450266,0.22677424,0.33734125,0.16402122,0.30261222,0.25133313,0.22946156,0.35961191,0.31275693,0.3420862,0.29808779999999996,0.31198432,0.54277266,0.24935602,0.26168203,0.15081456,0.41074958,0.31154988,0.27545281,0.31425726,0.18741152,0.2829199,0.26783259,0.26498597,0.41793031,0.35244050000000005,0.24463925,0.30190489,0.32047823,0.413192,0.30840428,0.28439835,0.37105604,0.49386,0.23605721,0.2044156,0.10762489,0.21389381,0.19671814,0.38113999,0.34729899999999997,0.45156265,0.36846374,0.18688707,0.4016314,0.38195572,0.21285341,0.2660219,0.17818331,0.27648022,0.40596678,0.33130940000000003,0.35998503,0.15432455,0.18246507,0.22883803,0.38437954,0.30530988
31,11,2,0.31421783,0.2069035,0.39688573,0.14622037,0.14863418,0.1369167,0.2899808,0.20614964,0.14669321,0.1734209,0.22640917,0.31687082,0.15319255,0.26485289,0.25086878,0.22486465,0.32625321,0.28256117,0.31491433,0.23214167,0.34422946,0.51155146,0.22478854,0.21453004,0.14812092,0.39731261,0.29043693,0.23534795,0.28118004,0.18570244,0.28062016,0.25304098,0.24837512,0.40100348,0.31876808,0.22164499,0.27853645,0.31770167,0.386464,0.28730507,0.27213682,0.34307754,0.43573999999999996,0.22716589,0.20335119,0.11795574,0.19081689,0.19273302,0.3781928,0.34376879,0.43817261,0.33708969,0.18527714,0.35789163,0.32296125,0.19797353,0.24728639,0.16566285,0.26524301,0.37845573,0.3277265,0.32658049,0.13895465,0.17051834,0.18854932,0.35951525,0.30324582
