,measure_number,beat_number,pid1263-13,pid50534-05,pid52932-06,pid54293-09,pid5667267b-10,pid7992-03,pid9048-13,pid9050-13,pid9052b-09,pid9054-13,pid9055-13,pid9056-15,pid9058-13,pid9059-13,pid9062-13,pid9063-13,pid9064-04,pid9065-08,pid9066-13,pid9067-13,pid9068-08,pid9070-21,pid9072-13,pid9074f-13,pid9085-15,pid9087-07,pid9088-08,pid9089-15,pid9090-06,pid9093-13,pid9094-13,pid9098-20,pid9099-13,pid9100b-17,pid9101-13,pid9103-07,pid9104-13,pid9105-13,pid9111-13,pid9118-13,pid9130-01,pid9138-13,pid9139-13,pid9152-13,pid9153-13,pid915406-13,pid9156-10,pid9159-04,pid9160-02,pid9161-12,pid9165-04,pid9166d-20,pid9167-13,pid9170-13,pid9173-18,pid9174-13,pid9176-06,pid917803b-08,pid917807-08,pid917811-09,pid917812-05,pid917813-02,pid9181-07,pid9186c-13,pid918818-11,pid9192-13,pid9193-03
311,105,0,0.17628746,0.15146296,0.45541174,0.22927408,0.25120192,0.15255851,0.29216759,0.12300182,0.29502768,0.23163371,0.23784317,0.3001503,0.11695356,0.25334779,0.54591821,0.15036913,0.17993912,0.21595432,0.16889577,0.27260559,0.25131265,0.19884793,0.66518647,0.37611541,0.25270835,0.32404596,0.18699093,0.37858913,0.23568583,0.19929214,0.263764,0.18890629,0.2010229,0.35958885,0.17730285,0.36708411,0.2164062,0.41312078,0.349088,0.36927421,0.46975366,0.23303474,0.2106,0.25658194,0.26085016,0.20518734,0.17070935,0.20324109,0.31489971,0.29493745,0.28681067,0.20268129999999998,0.29232566,0.32949617,0.33374539,0.42470175,0.32702422,0.25471358,0.23080368,0.24988075,0.40791795,0.20962059,0.19979638,0.15845411,0.25159633,0.48324031,0.29944923
312,105,1,0.22119096,0.17613822,0.42458323,0.24823363,0.27915756,0.16176770000000001,0.32078067,0.14779197,0.25009226,0.23997934,0.19978826,0.34433005,0.12040633,0.24468125,0.46104703,0.15108771,0.1882241,0.26303426,0.22667371,0.32569837,0.28729969,0.23603687,0.70283545,0.39508477,0.28195613,0.30678878,0.21780709,0.42890372,0.28760197,0.20557362,0.28150732,0.19056817,0.21395854,0.38262718,0.23639757,0.35468207,0.24172647,0.37701673,0.30828,0.39257355,0.52205964,0.24233104,0.24503333,0.29151863,0.27376734,0.20317704,0.18866011,0.21427916,0.25428776,0.30986325,0.33492306,0.23569656,0.33523803,0.34885671,0.46748155,0.33911587,0.39617936,0.2489689,0.26627857,0.30559761,0.43183590000000005,0.22990113,0.21677318,0.13278496,0.2558814,0.49362337,0.32912678
313,105,2,0.25694889,0.17825251,0.45220742,0.27901901,0.30370957,0.1600596,0.35389054,0.17619526,0.24074973,0.25906139,0.18094334,0.41163298,0.12503002,0.26556017,0.35613391,0.18058864,0.24167222,0.31511419,0.28043626,0.39768873,0.32997784,0.29318740000000004,0.78863899,0.47423409,0.30758102,0.33905177,0.26090684,0.53157293,0.36255929,0.22499203,0.30340224,0.18171061,0.24145922,0.40767247,0.28648623,0.3588107,0.27860353,0.34053604,0.324256,0.42287786,0.58515775,0.27192197,0.29458,0.34389177,0.289452,0.18928024,0.23764282,0.25477246,0.26746828,0.35048977,0.42965689,0.28377863,0.40019047,0.37312455,0.61045203,0.28801275,0.48789865,0.24325696,0.32594915,0.34825891,0.46174359,0.26606919,0.24184586,0.15070505,0.2937057,0.52424497,0.36183092
314,106,0,0.27477451,0.17285136,0.46404038,0.3111002,0.28989292,0.16611426,0.36955741,0.19479927,0.2457609,0.2367621,0.17240070000000002,0.44766664,0.11930544,0.27603734,0.24332684,0.20545329,0.26510035,0.31604405,0.29691297,0.46089957,0.35736447,0.32667435,0.90433487,0.54813355,0.29493619,0.34626434,0.27206101,0.59183031,0.42640865,0.25726676,0.28393626,0.1770382,0.27398389,0.40017422,0.30039197,0.36314939,0.35070763,0.31607252,0.3598,0.44553654,0.63536457,0.28697124,0.34381333,0.37086636,0.27983107,0.16625767,0.2538156,0.27187484,0.36339542,0.36698671,0.48165918,0.31628817,0.43874925,0.36311341,0.70807196,0.29633109999999996,0.51734474,0.22046645,0.40055137,0.37398635,0.47089915,0.28924537,0.26213461,0.16827262,0.30783536,0.52951296,0.3775627
315,106,1,0.27835322,0.20672029,0.43585072,0.36005401,0.22565559,0.21418084,0.36795581,0.23955292,0.2526464,0.21683884,0.19119451,0.44304501,0.10544436,0.24565258,0.20369982,0.21705877,0.27625797,0.28147635,0.26189901,0.53022946,0.39268667,0.37002304,1.0,0.64558299,0.23185908,0.34595872,0.24376752,0.61812202,0.523487,0.31189975,0.24930233,0.26381276,0.33279623,0.35494077,0.26594494,0.35091702,0.46062109999999995,0.32039065,0.388112,0.46917306,0.68584306,0.2935105,0.41086667,0.39068962,0.26440049,0.11323401,0.26783161,0.26020486,0.4774253,0.36335952,0.52115072,0.37170802,0.46161695,0.3349145,0.78830258,0.3660974,0.50357286,0.18610475,0.50326761,0.40896364,0.44279658,0.32434545,0.28113539,0.17262045,0.32648417,0.49928894,0.37722047
316,106,2,0.26470759,0.28539235,0.41364036,0.42343891,0.19142264,0.30348888,0.33955833,0.29009124,0.26325143,0.22548701,0.22332068,0.41615691,0.11356085,0.21894568,0.24894398,0.21586770000000002,0.27564920000000004,0.26036705,0.21006868,0.55407383,0.41824071,0.4368126,0.99529027,0.6894185,0.19686526,0.34131334,0.17962902,0.61206864,0.57514703,0.34203814,0.25521102,0.34871661,0.39224224,0.30487805,0.22992067,0.33146158,0.53644778,0.40054305,0.387256,0.46913091,0.7256529,0.27111576,0.45825333,0.41269928,0.26999039,0.08139241900000001,0.29221604,0.24083983,0.55418543,0.36244787,0.52626398,0.41632634,0.45667381,0.31221909,0.80784133,0.40004903,0.46843578,0.16680851,0.55627703,0.44076778,0.38545641,0.37408892,0.29300933,0.17511424,0.33893621,0.44152458,0.34805625
317,107,0,0.22765978,0.45387589,0.40117911,0.51153941,0.20488964,0.39352377,0.31186924,0.34583942,0.26723317,0.22286009,0.26909317,0.33368152,0.1328763,0.19332327,0.30372229,0.20565016,0.26400647,0.2493801,0.18549324,0.55552045,0.40434708,0.49632873,0.93271819,0.6967207,0.20872199,0.32126485,0.15874691,0.55160153,0.61413394,0.35377208,0.27645134,0.42967023,0.44959718,0.24233449,0.20103593,0.32181466,0.58120598,0.46679513,0.368856,0.41862092,0.7657344,0.24250025,0.47976667,0.4226929,0.3364167,0.10106814,0.29987169,0.23835295,0.59081048,0.38258171,0.50343114,0.43274809,0.40808136,0.28761711,0.7403689999999999,0.42703056,0.37775558,0.14135025,0.57448327,0.46754257,0.26125812,0.45153370000000004,0.29412558,0.16306959,0.32236816,0.35235874,0.3207636
318,107,1,0.19727476,0.56686393,0.37801583,0.55588291,0.21884288,0.42221253,0.28959067,0.36156022,0.24249781,0.21224911,0.29175672,0.27986774,0.14694756,0.16909657,0.31747304,0.18603209,0.23296871,0.25290375,0.18950864,0.52191553,0.38560348,0.49029954,0.78681276,0.63306068,0.22201964,0.28520201,0.18492993,0.42624404,0.55454373,0.31233340000000004,0.28411714,0.44195597,0.49191636,0.21123345,0.20595427,0.32290539,0.58017305,0.45963038,0.328888,0.37487145,0.76159783,0.21903056,0.46621333,0.39443382,0.41441423,0.12775526,0.2998167,0.24579320000000002,0.54019648,0.37835322,0.46578419,0.41241412,0.31786901,0.26110856,0.61664207,0.39656807,0.29177524,0.11484452,0.53625156,0.4737437,0.22166154,0.46955718,0.27716105,0.14678809,0.29059757,0.23952902,0.29695738
319,107,2,0.17040054,0.61556219,0.35786839,0.55828355,0.22759506,0.36773514,0.27156248,0.34531022,0.21855879999999997,0.20509888,0.30427862,0.27580972,0.15059047,0.16553187,0.32273068,0.16352003,0.21773994,0.27084829,0.22428863,0.39438809,0.37606546,0.44871736,0.6331411,0.50041642,0.23019467,0.2797009,0.19077494,0.25977121,0.46705559,0.27217014,0.25575366,0.41613156,0.4685616,0.21273171,0.23219785,0.29772966,0.50853176,0.43136551,0.305584,0.33274888,0.70630364,0.22039415,0.41230667,0.34063952,0.43491279,0.13621823,0.28372946,0.25296846,0.36425501,0.36655998,0.4200325,0.38401718,0.28560253,0.23351242,0.51389299,0.29897042,0.24698266,0.088248773,0.43322745,0.45499513,0.20517607,0.47046000000000004,0.26310366,0.12927928,0.26069315,0.17607615,0.27771777
320,108,0,0.16845117,0.6125758000000001,0.36363827,0.53209482,0.21891390000000002,0.31094636,0.27542273,0.29974453,0.20472953,0.20173406,0.28686478,0.26002856,0.14769816,0.15885515,0.32135261,0.16200413,0.21477219,0.25342577,0.24493169,0.32176588,0.34912206,0.35976959,0.51556132,0.34564991,0.22096689,0.28769789,0.17732069,0.20158246,0.43044014,0.24189784,0.20501292,0.36033238,0.40945958,0.21781185,0.24382641,0.25557082,0.35016433,0.38904266,0.30537600000000004,0.33807637,0.60985368,0.22667463,0.36168667,0.26872552,0.43316165,0.13748357,0.24831673,0.24927891,0.21299632,0.36140045,0.40569626,0.35270992,0.26083013,0.21301186,0.44024908,0.25166694,0.20150268,0.079365794,0.3133825,0.39911235,0.1871453,0.44765816,0.25793948,0.12576707,0.23216724,0.18629865,0.28127908
321,108,1,0.17510426,0.58701746,0.38236156,0.48941539,0.20973558,0.29044919,0.28675708,0.25093978,0.1900942,0.19653188,0.26718020000000003,0.25848801,0.14295436,0.17166164,0.32213901,0.16775273,0.21300295,0.22909462,0.28476111,0.26760059999999997,0.31431981,0.25695853,0.45540177,0.22752826,0.21221549,0.32414784,0.17616653,0.15778837,0.37920698,0.23035521,0.18490095,0.26851127,0.36843487,0.2181324,0.27327112,0.22608871,0.26088269,0.25025839,0.302584,0.38209559,0.50361178,0.22481338,0.33174000000000003,0.19662932,0.42635627,0.14743098,0.21936824,0.22339092,0.15488129,0.34992726,0.38898022,0.31741412,0.25851728,0.23624451,0.43762915,0.25018794,0.19745824,0.10537643,0.26292,0.33372047,0.16850598,0.4112699000000001,0.24539087,0.12708578,0.23628324,0.22489487,0.29307524
322,108,2,0.18977791,0.54711346,0.41949401,0.46073056,0.24003497,0.33328245,0.29276306,0.26375912,0.17742061,0.22421045,0.27178738,0.27914631,0.15290232,0.22956432,0.34325944,0.17824589,0.26261771,0.21606036,0.31355574,0.26206352,0.29585748,0.23756528,0.43759131,0.19798483,0.24179262,0.37290398,0.21151689999999998,0.18042898,0.37270916,0.2331739,0.23665805,0.23983294,0.37164841,0.23193031,0.30321979,0.23862809999999998,0.21012139999999999,0.22018043,0.284648,0.40432437,0.42057171,0.22285259,0.34390667,0.16478091,0.40370828,0.16091148,0.22695057,0.2261326,0.25595579,0.33945301,0.37865813,0.29298664,0.27622643,0.28643779,0.46911439,0.33507109,0.22027016,0.1348527,0.26764998,0.28416326,0.19212991,0.40773567,0.23571262,0.13181225,0.32024189,0.28437954,0.29906422
323,109,0,0.23173310000000003,0.5234239,0.45590391,0.43106364,0.2795236,0.38236662,0.30520621,0.32144161,0.18700592,0.2722255,0.29644422,0.30855189,0.16205965,0.27969634,0.36118933,0.18641599,0.31224199,0.21385808,0.33459884,0.29360658,0.27654279,0.2740553,0.48657247,0.22373587,0.28224431,0.39817852,0.2428277,0.20590086,0.38403529,0.23120337,0.28745909,0.24080745,0.38224857,0.25473171,0.32376108,0.25951361,0.21701657,0.24530963,0.279296,0.43181320000000006,0.40317343,0.2389569,0.37108667,0.19901612,0.36625464,0.22367989,0.24568339,0.26895989,0.3010131,0.37000291,0.37564752,0.27492366,0.28920785,0.37357662,0.49915129,0.39652721,0.24654304,0.16498363,0.2924894,0.27476824,0.22552479,0.43149539,0.22651276,0.18243243,0.35580987,0.32734919,0.31087108
324,109,1,0.27932305,0.50145655,0.48933987,0.41144938,0.31347793,0.41846199,0.30367648,0.38413321,0.19800913,0.30220632,0.32027599,0.32264973,0.16935548,0.30717654,0.37506741,0.19464514,0.35253496,0.22995922,0.34492415,0.32366977,0.25671667,0.31390169,0.59853902,0.25916121,0.31688526,0.41174793,0.27625721,0.22357483,0.38032631,0.22682865,0.32189492,0.24862960000000003,0.39379922,0.26754007,0.33671489,0.27018664,0.23722584,0.28120347,0.28128000000000003,0.45233078,0.39276409,0.25429481,0.39253333,0.22644621,0.33834638,0.26400635,0.25998656,0.30013759,0.32142857,0.38927359,0.37151868,0.26887405,0.29823249,0.4259713,0.52654059,0.42357411,0.26535848,0.18629296,0.31661512,0.28875708,0.2494359,0.44245039999999997,0.22007286,0.20107064,0.37023864,0.35336035,0.30948078
325,109,2,0.30547958,0.48846668,0.51286965,0.38351474,0.32775896,0.44137956,0.30869686,0.39211679,0.19170632,0.31494244,0.34057389,0.34065529,0.16629303,0.32786684,0.38431696,0.20503987,0.3739941,0.23181892,0.35225300000000004,0.36244596,0.25400614,0.33064516,0.60000961,0.26212820000000003,0.33076516,0.43222428,0.31504534,0.23477598,0.35242838,0.21183598,0.34304048,0.25206648,0.41799584,0.27268293,0.34368642,0.28663649999999996,0.23094775,0.29851975,0.288536,0.47262918,0.39245539,0.26519359,0.40107333,0.24897513,0.32391155,0.26724365,0.26667685,0.32383428,0.32124437,0.380225,0.35543343,0.26262405,0.29919617,0.46071546,0.55384686,0.42713679,0.27351929999999997,0.2044108,0.33504527,0.29254205,0.27110427,0.44192192,0.21286017,0.19790443,0.37707913,0.39630706,0.31541629
326,110,0,0.31709824,0.4887415,0.52098517,0.35553919,0.32817963,0.43847943,0.32565732,0.36656022,0.17299213,0.30437574,0.34451665,0.36365822,0.15120096,0.34579404,0.39292241,0.21565115,0.38681632,0.22843393,0.35290965,0.38913369,0.2550375,0.32650538,0.58719723,0.25547293,0.33137093,0.45485015,0.33416323,0.24395615,0.30503699,0.19109113,0.34428079,0.24228661,0.44381279999999995,0.2838676,0.34380775,0.30875009999999997,0.22647394,0.31111500000000003,0.294272,0.48890668,0.40138297,0.26979198,0.4064,0.25552519,0.31374124,0.26303681,0.26934075,0.32189777,0.31207532,0.35176995,0.34292268,0.2573187,0.28873168,0.46864968,0.57333026,0.41637522,0.28176804,0.22283961,0.35900306,0.2948234,0.28685812,0.43386255,0.2112778,0.18345737,0.38230054,0.43394755,0.33332977
327,110,1,0.32272331,0.49792052,0.5152886,0.32459012,0.32209353,0.42826719,0.36079998,0.3175365,0.15947363,0.27975207,0.34117991,0.37906365,0.13519816,0.36738023,0.40402187,0.22588837,0.40251118,0.225,0.33234961,0.41935484,0.26326287,0.31086022,0.59679931,0.24876562,0.32499559,0.47485789,0.34831822,0.27057197,0.26692279,0.17350934,0.34209302,0.23583051,0.46536616,0.30331707,0.33870275,0.33844227,0.25737474,0.32098625,0.29975999999999997,0.50000843,0.41565722,0.26808002,0.41415333,0.25712854,0.30363961,0.28184159,0.27716136,0.3049177,0.30666189,0.33750364,0.34804549,0.26213739999999996,0.27782502,0.46276617,0.58065498,0.39267037,0.29374151,0.23567103,0.3762997,0.29793434,0.30774701,0.43264043,0.2222931,0.16788092,0.38832824,0.48292683,0.36907117
328,110,2,0.32885268,0.51842216,0.51159211,0.30642169,0.31709462,0.41676116,0.39858115,0.27534672,0.16349422,0.26183589,0.32978242,0.39500263,0.12683147,0.3839023,0.41783253,0.23232602,0.40901741,0.21657423,0.31750321,0.44223479,0.27538357,0.30476959,0.61602268,0.25251338,0.31929071,0.48980257,0.35430338,0.29311725,0.25578638,0.18337478,0.34043928,0.24984773,0.47898072,0.32455052,0.32255716,0.38039913,0.275659,0.32888675,0.310608,0.50077552,0.43025252,0.26774161,0.42422,0.25829462,0.29413542,0.31415425,0.28957048,0.29049585,0.31449038,0.34575696,0.37157603,0.28137405,0.26763262,0.44659634,0.57019373,0.36349894,0.30826473,0.24399345,0.38713108,0.30198893,0.33719658,0.45054279999999997,0.24341597,0.17716412,0.38414721,0.52942121,0.40759318
329,111,0,0.33146155,0.52875543,0.51869188,0.29012194,0.31324847,0.40867132,0.40826258,0.27159672,0.18780227,0.24688607,0.30933119,0.40408056,0.12085669,0.39093738,0.42830288,0.23520031,0.40623989,0.21102773,0.31295947,0.46263718,0.28192124,0.31628264,0.60812188,0.26836704,0.31405046,0.49044437,0.35279472,0.30570067,0.27424587,0.20100121,0.33819983,0.27339250000000004,0.48162397,0.34016725,0.30411573,0.39541892,0.28072305,0.33679601,0.316816,0.49313833,0.43926653,0.2711058,0.4313,0.25627221,0.28781074,0.36410495,0.29612024,0.27501401,0.33049529,0.35951896,0.40397592,0.30343511,0.26276884,0.42599751,0.54861624,0.34501553,0.31995044,0.24559738,0.39279867,0.30056826,0.35658803,0.49766587,0.2672988,0.18904557,0.37791794,0.54445294,0.41959254
330,111,1,0.32526428,0.53551602,0.52050348,0.27427231,0.30887784,0.3935383,0.43387781,0.28027372,0.21554822,0.23772137,0.29022342,0.40974675,0.11864492,0.39601094,0.43822648,0.23614529,0.39097308,0.20538336,0.29855838,0.46513136,0.28239857,0.33626728,0.56575356,0.28698691,0.30909839,0.48662415,0.34664468,0.3135367,0.31369759,0.22208405,0.33405685,0.28392065,0.48264687,0.34932404,0.28749417,0.40243193,0.28066269,0.34362792,0.319288,0.47659108,0.43845157,0.27198169,0.43641333,0.25025963,0.27911001,0.39623138,0.31175536,0.26255924,0.33601105,0.37119581,0.42181019,0.32691794,0.25945830000000003,0.40338728,0.52194649,0.32564144,0.32389098,0.24306874,0.39631117,0.29631665,0.36784274,0.51879418,0.30455209,0.23093746,0.36656479999999997,0.55751204,0.44629699
331,111,2,0.31985258,0.53436177,0.5165452,0.27228087,0.30744646,0.36769152,0.46080716,0.28107664,0.23355346,0.24037779999999997,0.26777891,0.41381979,0.11986589,0.39918899,0.45063661,0.23768087,0.3752592,0.20264274,0.29227111,0.46111573,0.28120525,0.36298003,0.50596886,0.30345776,0.30749868,0.48472932,0.33946414,0.31412774,0.32843863,0.23654104,0.32366925,0.28332028,0.48536254,0.35260627,0.2834251,0.4000808,0.27772486,0.34710519,0.312384,0.46516901,0.41715132,0.2734249,0.44001333,0.24121345,0.27334844,0.42503834,0.32427445,0.25427305,0.33528449,0.37578314,0.42200134,0.33963740000000003,0.2510799,0.37033349,0.49718635,0.31145612,0.32365918,0.23896072,0.39612925,0.29963498,0.37260855,0.5275692,0.33234793,0.24507116,0.35685675,0.56715345,0.47465911
332,112,0,0.32327611,0.52551254,0.5165452,0.28477508,0.31078453,0.34875709,0.46803487,0.2797354,0.24234243,0.24823642,0.26107623,0.42180807,0.12159728,0.40083931,0.47366687,0.23963973,0.37013222,0.20407015,0.29344101,0.45285999,0.28336175,0.37361751,0.47114571,0.31273052,0.31061577,0.48930340000000005,0.33822754,0.31675882,0.3364447,0.24614502,0.30863049,0.27453232,0.48853988,0.35552613,0.28750349999999997,0.39078937,0.27730901,0.34912849,0.298552,0.46375284,0.39177625,0.27375336,0.44562667,0.23461784,0.26961956,0.44607252,0.32911346,0.25380421,0.33890708,0.38154398,0.41775781,0.33402672,0.24562657,0.35239468,0.48206642,0.31046740000000006,0.32865478,0.23538462,0.39286864,0.31278387,0.38499145,0.52054478,0.34420961,0.25334247,0.35318291,0.56919489,0.48093685
333,112,1,0.34061682,0.51439145,0.52559269,0.30516682,0.31408435,0.32903765,0.46537581,0.27641423,0.23852578,0.23962515,0.26463201,0.42688809999999994,0.11929544,0.39543568,0.50323547,0.23731667,0.37119756,0.20869494,0.29412031,0.43072829999999995,0.28995056,0.36690476,0.47052095,0.31299822,0.31405046,0.49911371,0.33929926,0.33589133,0.34483969,0.26042344,0.28546942,0.25769599,0.49136417,0.35590941,0.29090994,0.3717379,0.28081696,0.35420864,0.28615999999999997,0.46465481,0.36892017,0.27288743,0.45443999999999996,0.22702013,0.26815685,0.43754382,0.33872426,0.2671355,0.3476054,0.38479294,0.41358119,0.31388359,0.25171479,0.34294044,0.47035055,0.31237947,0.33384222,0.23280687,0.3899019,0.33227907,0.40548376,0.49504547,0.34922659999999994,0.24292989,0.36043956,0.56632006,0.47748249
334,112,2,0.36700611,0.49660138,0.5283991,0.32094825,0.30634834,0.30107574,0.43729659,0.27800182,0.22178304,0.21998967,0.26911507,0.42113174,0.11856485,0.38343078,0.52819053,0.22894970000000003,0.36330258,0.21465742,0.28691222,0.3980296,0.29306171,0.34986943,0.47622068,0.30223825,0.30662824,0.51802123,0.33877988,0.35184938,0.34294252,0.26197947,0.25238587,0.2339598,0.48487372,0.34802787,0.28778348,0.33771512,0.28749748,0.35322764,0.276808,0.4673607,0.34734827,0.2746392,0.45754667,0.21309101,0.26409834,0.41226994,0.34443087,0.27743974,0.34647974,0.37651052,0.39481028,0.29879771,0.25840391,0.33361069,0.45214945,0.30732963,0.32814323,0.22767594,0.38058187,0.33846983,0.424,0.42870984,0.34613545,0.22133438,0.35595943,0.5487652,0.44672477
335,113,0,0.38218408,0.47054836,0.51856622,0.32101645,0.28576267,0.29623492,0.40865271,0.29047445,0.1936195,0.20741588,0.26742845,0.4013677,0.12397918,0.36164655,0.5330736999999999,0.21855498,0.34358413,0.21986134,0.27772662,0.38017958,0.28692465,0.33349462,0.45786236,0.28399762,0.28591425,0.52924757,0.33145095,0.35844614,0.32815405,0.25360628,0.21972438,0.21505264,0.46882412,0.33319861,0.27967336,0.29628343,0.28979811,0.34465271,0.277984,0.47061452,0.32560351,0.26953319,0.44738667,0.19901612,0.25315891,0.37642419,0.33895644,0.27806146,0.33482399,0.36494035,0.36563127,0.29119275,0.25727016,0.31823364,0.43895756,0.28865011,0.31309248,0.2186743,0.36125609999999997,0.32930294,0.42202393,0.37479356,0.33141567,0.19196370000000001,0.3345341,0.52277697,0.41843752
336,113,1,0.38295025,0.44564959,0.49653389,0.30845405,0.25627185,0.29600959,0.37652844,0.30499088,0.17205982,0.19939492,0.26623832,0.3755467,0.12797238,0.33820257,0.52631815,0.20208682,0.32499762,0.21544046,0.2656125,0.36066678,0.28462325,0.31253456,0.43160323,0.25475164,0.25541963,0.53644995,0.31957955,0.36464252,0.31032062,0.23467253,0.20382429,0.20122683,0.45212275,0.30870383,0.26761549,0.25027874,0.28745053,0.33057721,0.294088,0.47283992,0.29247391,0.25620583,0.42520667,0.18366585,0.2442453,0.34481266,0.31842121,0.27145696,0.32081457,0.34542721,0.33456944,0.28696565,0.25330204,0.30480902,0.42832103,0.26624448,0.29062425,0.20525368,0.33192459999999996,0.30276666,0.40938803,0.32104243,0.30213559,0.16600078,0.31305677,0.50376176,0.38405433
337,113,2,0.37643294,0.39755593,0.47423976,0.30174319,0.22809222,0.29043466,0.34314138,0.30574818,0.14926678,0.19516677,0.27573014,0.34160216,0.13228583,0.31866277,0.52122528,0.18275421,0.31414439,0.21638662,0.25870632,0.33484369999999997,0.29505626,0.288702,0.39525183,0.23361838,0.22700112,0.54379495,0.28830173,0.37263108,0.30681085,0.22255596,0.20133506,0.19349169,0.40437223,0.29563763,0.25947737,0.22157227,0.29278959,0.32095997,0.30364800000000003,0.46899604,0.26711119,0.23882751,0.39703333,0.17849139,0.23799615,0.30986525,0.29065192,0.26408806,0.31269955,0.33343032,0.31814967,0.28949427,0.25327937,0.28519295,0.42339483,0.23351855,0.27394293,0.19191489,0.302817,0.272995,0.38434188,0.27677097,0.28312255,0.14903382,0.30049418,0.47161863,0.35111491
338,114,0,0.37131219,0.36690423,0.47596758,0.29792399999999997,0.20681818,0.28197412,0.34126259,0.29247263,0.13960377,0.19955726,0.29665596,0.32593372,0.14358487,0.32517918,0.52117286,0.17648391,0.33001046,0.23261827,0.26257076,0.31558031,0.31120014,0.28119048,0.37599,0.23738102,0.20615186,0.55117051,0.27176422,0.38795043,0.33022197,0.22562974,0.22405685,0.19192552,0.38078211,0.29490592,0.26310779,0.22591096,0.31096653,0.32308838,0.303568,0.45811346,0.26351794,0.24666069,0.37808667,0.19260271,0.25379069,0.27688431,0.29146453,0.26666667,0.31740688,0.34483561,0.33183599,0.31430344,0.26439009999999996,0.27919151,0.43391144,0.21979899,0.26833187,0.1792635,0.27319162,0.25405977,0.37139829,0.26552969,0.29454264,0.14835488,0.30140451,0.46911843,0.34831292
339,114,1,0.37251479,0.33771825,0.49723549,0.28832147,0.19314358,0.26348306,0.35327454,0.27423358,0.14081771,0.20668536,0.3359229,0.3240024,0.15421337,0.36093927,0.51222289,0.18145487,0.36505279,0.24929853,0.27559061,0.28674759,0.33143539,0.29015361,0.36020761,0.25719066,0.19314827,0.55962592,0.26308326,0.39549094,0.38279264,0.24508003,0.24956072,0.19140346,0.36223409,0.29865505,0.27093794,0.25401955,0.32327453,0.32886923,0.29956,0.44758493,0.26633327,0.27215089,0.366,0.20984786,0.28402692,0.258211,0.31569622,0.28253579999999995,0.32209374,0.36479488,0.35367485,0.32810115,0.28043264,0.2782284,0.46011993,0.21636705,0.25945168,0.16936170000000003,0.25940749,0.25803139999999997,0.36039658,0.26642151,0.3234302,0.15737694,0.31662007,0.47656549,0.36070798
340,114,2,0.37595772,0.28130668,0.52132026,0.26394686,0.18113527,0.23209769,0.3712822,0.25554745,0.15080120000000002,0.21719303,0.35980578,0.32585106,0.16224979999999997,0.36583365,0.47052876,0.19951767,0.40902692,0.26500816,0.29027096,0.27174925,0.34667576,0.29613671,0.31397539,0.28068858,0.18206199,0.56456674,0.25485573,0.37869399,0.42978562,0.25845928,0.28082687,0.18803620000000001,0.33973024,0.29956098,0.28301447,0.29326977,0.31138239,0.33828501,0.2972,0.43621344,0.26402420000000004,0.28737932,0.35061333,0.22725699,0.3087488,0.23846954,0.35689497,0.31455945,0.30913835,0.38020561,0.37231196,0.33005725,0.30087412,0.28044945,0.48394834,0.20595686,0.23612021,0.16041735,0.24213885,0.26962482,0.33921368,0.25949618,0.34775462,0.16485834,0.33022303,0.48223106,0.37785145
341,115,0,0.3700417,0.20160862,0.53119502,0.23940857,0.16801792,0.16615787,0.37580978,0.24529197,0.18023696,0.23917503,0.37541618,0.32313068,0.17164732,0.36498491,0.42033403,0.20902648,0.43781033,0.28968189,0.29082195,0.26711839,0.35119332,0.29433948,0.2557574,0.29695122,0.17100512,0.55979911,0.24525144,0.35116301,0.45289319,0.25949238,0.30540913,0.19158618,0.31589572,0.29616725,0.28255716,0.3080795,0.29810182,0.3280459,0.299856,0.42121723,0.24803359,0.31307853,0.33136,0.23191218,0.32242137,0.22974365,0.37808395,0.33962187,0.28764838,0.37486179999999997,0.36954984,0.31949427,0.30763126,0.27554871,0.49688192,0.19195947,0.22109344,0.15179214,0.22524804,0.27579484,0.30632479,0.25199833,0.35892938,0.18565739999999997,0.32845439,0.48077835,0.38299556
342,115,1,0.35597905,0.15819791,0.53007456,0.21847123,0.16595826,0.12617386,0.37987536,0.25701642,0.20360299,0.24316706,0.37481746,0.31799053,0.16927542,0.35689363,0.36831186,0.2106605,0.44113003,0.29660685,0.27633784,0.28132690000000005,0.34808217,0.28713518,0.20508458,0.29646044,0.170317,0.52483649,0.23324815,0.2928408,0.46104155,0.25995153,0.31470284,0.20139215,0.29315651,0.29368641,0.270042,0.30557486,0.2926152,0.30813699,0.308544,0.38073843,0.23088226,0.32065293,0.30751999999999996,0.22752118,0.33007829,0.22170793,0.3923138,0.34803037,0.25903602,0.3652507,0.35920864,0.30458969,0.30952462,0.26651379,0.49582103,0.18134499,0.21759252,0.14043372,0.20999454,0.28457805,0.27488547,0.24792460000000002,0.36300185,0.19607651,0.31386956,0.45843719,0.38707021
