,measure_number,beat_number,pid52932-12,pid5667271-08,pid5667291-10,pid610003b-02,pid9048b-02,pid9049-27,pid9050-27,pid9054-27,pid9058-27,pid9059b-02,pid9060-27,pid9061-27,pid9062b-01,pid9063b-02,pid9064-08,pid9066-27,pid9067-25,pid9070b-10,pid9072b-02,pid9073b-02,pid9074f-27,pid9075-27,pid9090-14,pid9099b-02,pid9100b-22,pid9101b-09,pid9103-14,pid9104-27,pid9111-27,pid9113-10,pid9114-28,pid9116-13,pid9118b-02,pid9119-07,pid9121-06,pid9130-08,pid9138-27,pid9152-14,pid9174-27,pid917520g-10,pid918904-10,pid9192-27
48,17,0,0.37707782,0.19392829,0.25293049,0.45338714,0.29479138,0.26608317,0.32255062,0.26499132,0.19370473,0.17123857,0.50173363,0.24607489999999999,0.15055123,0.17345212,0.139659,0.13272505,0.44636336,0.27192123,0.26077666,0.37057367,0.20724638,0.34393903,0.36977701,0.20976396,0.17952569,0.26606998,0.51089665,0.21616855,0.20570951,0.28505242,0.29254523,0.21360963,0.21568839,0.3258672,0.28882924,0.45364815,0.19384615,0.36156968,0.3050676,0.14532879999999998,0.20015389,0.16622622
49,17,1,0.41284882,0.21227219,0.3434185,0.50338362,0.39626777,0.40729744,0.37601169,0.27765761,0.19071805,0.19476309,0.64400798,0.33965841,0.21942184,0.21606533,0.12713474,0.17560465,0.60131712,0.35311957,0.27662913,0.39216404,0.29107922,0.49137274,0.48892717,0.29814543,0.22149989999999997,0.30606826,0.62378487,0.24832116,0.29904988,0.3948066,0.44195384,0.29567459999999995,0.23942101,0.46750175,0.33517634,0.66161635,0.23611201,0.46372201,0.35885614,0.15546582,0.26303539,0.23320990000000003
50,17,2,0.43896998,0.27457409,0.42906878,0.56086987,0.48021091,0.51242337,0.45105112,0.37235975,0.23246893,0.2692297,0.71532746,0.39811188,0.34102034,0.32566444,0.18320627,0.25977473,0.67911651,0.45014479,0.31759021,0.42424464,0.37402561,0.67372902,0.58359652,0.44953819,0.30619932,0.35298274,0.7139234999999999,0.39616264,0.46099235,0.5075491,0.61177674,0.38601936,0.30607777,0.61970042,0.47295078,0.93441847,0.31528806,0.66530908,0.39528256,0.20388901,0.30377661,0.30560512
51,18,0,0.50627694,0.29791006,0.44538629,0.5510891,0.58729023,0.5181845,0.44969358,0.4575188,0.25311634,0.32092685,0.76073198,0.45217799999999997,0.41875828,0.40474388,0.23471029,0.29363486,0.66361489,0.60929816,0.36906641,0.40968029,0.42383565,0.70582989,0.58545315,0.47833162,0.36204368,0.39702796,0.72466222,0.44843923,0.52283804,0.52909989,0.69835688,0.45789521,0.36907191,0.73046601,0.56802834,1.0,0.38147409,0.72722661,0.45928412,0.22455384,0.31861375,0.34193738
52,18,1,0.58973002,0.27801109,0.42501211,0.50609756,0.67931224,0.43602925,0.42412019,0.52050896,0.30411339,0.34880853,0.82182168,0.51646819,0.47719935,0.47086859999999997,0.27937344,0.28708635,0.59811276,0.77270573,0.39965422,0.38841927,0.53424089,0.68816184,0.56462819,0.47085471,0.45839543,0.42416813,0.75073697,0.47753671,0.5442421,0.50661525,0.71939134,0.51968148,0.35886797,0.88113174,0.63563262,0.99413268,0.46755069,0.71136314,0.43858574,0.25183852,0.35256476,0.37231106
53,18,2,0.63304091,0.25420959,0.36247881,0.45964331,0.65855112,0.33297142,0.39221162,0.51054945,0.36273808,0.33500277,0.84307925,0.54574585,0.51006502,0.51867112,0.29946632,0.32553916,0.50455165,0.84932343,0.39002571,0.36259621,0.60509357,0.60231087,0.49329122,0.44611494,0.46833453,0.37900946,0.7366731,0.45423954,0.51935427,0.43336547,0.64669778,0.51567279,0.32795881,0.91069552,0.65388373,0.77264124,0.54773737,0.59973911,0.44952826,0.29422214,0.3652475,0.39564888
54,19,0,0.59621115,0.27461371,0.36436183,0.48695897,0.58138469,0.32819263,0.4057482,0.51477733,0.38959134,0.31964533,0.8124656,0.60834378,0.51995894,0.53112101,0.31517882,0.41555051,0.52267502,0.8362344,0.38836776,0.37081763,0.59981708,0.54147409,0.47724184,0.4776719,0.46443868,0.35419254,0.73334796,0.46385507,0.47717955,0.44069165,0.58122243,0.46489006,0.35820573,0.89970217,0.66645553,0.59935649,0.58972642,0.60510182,0.48016729999999996,0.32361475,0.36597204,0.40404814
55,19,1,0.59367012,0.29441363,0.3843364,0.52164105,0.54317286,0.35855676,0.44094071,0.5404974,0.43872843,0.32694652,0.81391029,0.70824193,0.52223528,0.56089087,0.36171334,0.49616694,0.56460221,0.8089611999999999,0.40520436,0.40225174,0.62702265,0.5500527,0.48991291,0.53750916,0.48472758,0.39133228,0.7624671,0.51550439,0.52791414,0.46436318,0.51106067,0.43516424,0.41425308,0.88765767,0.68720812,0.55701713,0.60798198,0.66637437,0.52507538,0.3523205,0.38611182,0.43490995
56,19,2,0.570574,0.31151941,0.41660814,0.54953828,0.59687299,0.38932713,0.45552453,0.57964141,0.4647143,0.34436132,0.88504403,0.75423065,0.53181676,0.56576095,0.3991267,0.52371431,0.54598987,0.80409625,0.4419984,0.41153438,0.63111017,0.54820401,0.49411427,0.58616772,0.52656098,0.43968138,0.77669767,0.64888938,0.59935779,0.50065068,0.43668563,0.41129309999999997,0.45600141,0.84254555,0.67428203,0.56719031,0.59908593,0.77759258,0.52495866,0.37553142,0.40672608,0.48001178
57,20,0,0.62222642,0.32310816,0.43768467,0.57220147,0.68237506,0.41342049,0.46931968,0.61578947,0.48837521,0.34035051,0.94331315,0.74172673,0.5519468000000001,0.53815887,0.40841419,0.47263599,0.51634953,0.80883483,0.4882791,0.41704785,0.6241241,0.51220303,0.51298689,0.61790793,0.57261878,0.49195966,0.77771539,0.72567338,0.60325504,0.5229606,0.38363276,0.38313275,0.44693274,0.75499299,0.63665253,0.61545377,0.6111104,0.9087615,0.51459002,0.38376183,0.41349064,0.49904898
58,20,1,0.70158058,0.33808439,0.43294381,0.59424785,0.79745988,0.44071940000000004,0.51210147,0.62215153,0.49946347,0.31373649,0.97750413,0.67596365,0.55135167,0.55919079,0.42766842,0.38582031,0.52256058,0.85033433,0.52018796,0.44724997,0.67130998,0.4732182,0.53779309,0.63827151,0.61495676,0.5450409,0.77760133,0.73383514,0.56390428,0.51347753,0.34906336,0.3545652,0.4034815,0.66130869,0.58305867,0.66163528,0.62448664,0.97608522,0.54943099,0.3954265,0.42507694,0.52901027
59,20,2,0.72211298,0.39340333,0.41453136,0.59202735,0.84430995,0.46764901,0.52558633,0.60670908,0.42232853,0.24395955,0.97736654,0.55589157,0.49564816,0.53898293,0.39360272,0.33137169,0.55288757,0.84062549,0.49229542,0.44998231,0.69380189,0.36123409,0.51920758,0.61259346,0.66255178,0.58540319,0.70434287,0.70774851,0.45455265,0.48752259,0.31069625,0.30658764,0.30701031,0.54279082,0.52054324,0.65557869,0.63446411,0.91412421,0.57118957,0.37511694,0.43398948,0.52141895
60,21,0,0.75320275,0.45861727,0.39259506,0.60187861,0.80550206,0.55419898,0.52484938,0.6152111,0.33868372,0.2737739,0.96319483,0.46107803,0.42723878,0.48097253,0.34403937,0.34648564,0.63888513,0.83314905,0.47309159,0.45593491,0.65896299,0.34305522,0.52626089,0.60517519,0.6841079999999999,0.68287225,0.5626338000000001,0.63444026,0.27977479,0.46273045,0.30464165,0.28028233,0.24079956,0.48637877,0.53413495,0.65620327,0.64415835,0.76331618,0.59742243,0.35114811,0.45477687,0.4948746
61,21,1,0.74539817,0.52058241,0.41241221,0.61736924,0.74331041,0.67297437,0.53850231,0.6417004,0.42044174,0.40651149999999997,0.94193726,0.50359605,0.45761981,0.50302153,0.36368173,0.420702,0.7682144000000001,0.84832307,0.55044773,0.48775936,0.66103841,0.53502797,0.56705905,0.64358598,0.70761215,0.79659329,0.60427268,0.60784444,0.36022697,0.48981805,0.39108753,0.40334811,0.32498547,0.51094954,0.65552633,0.71447904,0.67074348,0.7243351,0.62303278,0.3805644,0.54192742,0.57297593
62,21,2,0.73660289,0.53168582,0.42595665,0.60307698,0.72607061,0.71169215,0.53870918,0.67137073,0.53775373,0.56530202,0.90609521,0.54876998,0.53087944,0.53763177,0.38258248,0.41230245,0.84093676,0.82906334,0.63549073,0.50037204,0.65041508,0.65839617,0.57861996,0.64494942,0.72276136,0.81813413,0.75653623,0.69374954,0.49218791,0.50270515,0.4837862,0.540666,0.40030544,0.59355291,0.75340598,0.78893726,0.68760863,0.74295239,0.63815777,0.41715714,0.59397281,0.62932166
63,22,0,0.74000605,0.48853011,0.38315573,0.58478429,0.73406694,0.64278012,0.52505624,0.69982649,0.61158008,0.673289,0.86935883,0.62228142,0.62453692,0.58732739,0.42554755,0.35945167,0.85609505,0.7993366,0.68789786,0.49446823,0.61404249,0.75941782,0.57155709,0.64928896,0.72815921,0.7832640999999999,0.82698719,0.74215925,0.61297616,0.44955416,0.52556103,0.62281242,0.44309443,0.70414331,0.82243813,0.81312577,0.72719665,0.76005508,0.64237915,0.44008384,0.62964222,0.66549402
64,22,1,0.78113892,0.40498217,0.27995883,0.56561046,0.72411738,0.47806337,0.49731079,0.68270677,0.66046678,0.67770851,0.82732526,0.67430273,0.66894797,0.66909428,0.45887164,0.31087925,0.80761348,0.80622335,0.68279989,0.46826704,0.62727593,0.80587043,0.51822184,0.61496115,0.71621352,0.69331078,0.80733462,0.76193639,0.6506642,0.33071454,0.53566268,0.6619401,0.45446068,0.85367029,0.84672285,0.78239803,0.82046991,0.69828248,0.6276335,0.47699632,0.64516543,0.67910284
65,22,2,0.75950994,0.33176506,0.27397675,0.54485056,0.62112792,0.27239087,0.46294572,0.55237131,0.62586068,0.55630369,0.78212713,0.6525854,0.61253031,0.66899777,0.48403105,0.36675979999999997,0.71034863,0.8569473,0.54683926,0.42341518,0.68785001,0.71851131,0.37506938,0.52545081,0.69567819,0.54974091,0.72249517,0.77167737,0.61495557,0.32738884,0.53635317,0.62037825,0.39879174,0.96110722,0.81071448,0.63822277,0.86334084,0.53584318,0.59043867,0.49721114,0.63513721,0.62869046
66,23,0,0.73056039,0.31569929,0.28996125,0.56145143,0.46345713,0.21357559999999998,0.48098156,0.43402545,0.58672092,0.36610557,0.79856907,0.60904105,0.50271525,0.63963623,0.50374965,0.45997555,0.65621781,0.87935555,0.42111003,0.4304168,0.64307021,0.6403146,0.29664083,0.45916288,0.69216959,0.52982742,0.76695912,0.77455538,0.5814199000000001,0.35222918,0.53891695,0.56761379,0.345961,0.98230554,0.75247195,0.54794171,0.87833923,0.45046018,0.57825114,0.5165141,0.62339061,0.58363912
67,23,1,0.7456553000000001,0.34117472,0.30657544,0.57910969,0.44312701,0.23412364,0.52515967,0.34340081,0.58841992,0.17837351,0.84018987,0.55789721,0.328493,0.63899035,0.51916413,0.52520737,0.62939689,0.86523456,0.37703697,0.467279,0.62885184,0.62170599,0.26151785,0.44250843,0.70645044,0.58206287,0.81323039,0.79418493,0.59099147,0.36755633,0.51730708,0.53525473,0.28375073,1.0,0.69707445,0.49211697,0.89127776,0.43609682,0.58918393,0.53761709,0.61635035,0.58941256
68,23,2,0.75286244,0.38966918,0.29586462,0.55864937,0.52145805,0.22986188,0.51843664,0.34183921,0.57058929,0.14928651,0.87314254,0.51118772,0.27122729,0.60904974,0.49304824,0.51376932,0.60029755,0.83928816,0.34549162,0.46336346,0.59636978,0.6074029000000001,0.23823332,0.41202170000000005,0.70709584,0.63689992,0.8118704999999999,0.84562025,0.59461599,0.35324738,0.44827696,0.49011854,0.27810139,0.99224772,0.61074669,0.42885398,0.87718056,0.40034785,0.57043089,0.54661724,0.61824827,0.59585928
69,24,0,0.75099448,0.44953447,0.26215791,0.53364232,0.64574966,0.21932934,0.47954645,0.40504338,0.54391487,0.14882239,0.88208586,0.49594171,0.26363947,0.55204157,0.41390352,0.43470706,0.62396613,0.84106776,0.32619913,0.4357960999999999,0.55634586,0.59327009,0.23270169,0.40731564,0.66167169,0.67689821,0.78669065,0.87875434,0.5824404000000001,0.31149536,0.34918483,0.41522939,0.28726467,0.91949895,0.52564281,0.40675688,0.85761184,0.38346982,0.58372726,0.55997537,0.63221339,0.57234472
70,24,1,0.76677002,0.49314579999999997,0.22650157,0.54298252,0.77332416,0.20412881,0.48249425,0.46894158,0.49913261,0.1556941,0.88855256,0.50712943,0.26649606,0.50821826,0.34360965,0.34342094,0.68228966,0.88601064,0.313104,0.44005318,0.58941185,0.59318901,0.24353527,0.40777745,0.57884979,0.72227099,0.74539393,0.87071065,0.53785519,0.26670683,0.29370245,0.34073839,0.28631861,0.80080589,0.49376778,0.4263651,0.8240103000000001,0.39149938,0.63298317,0.58046256,0.64580662,0.53988386
71,24,2,0.72931256,0.54423534,0.18805401,0.52995911,0.82441999,0.18598124,0.45275774,0.5215616,0.38989538,0.17561651,0.89515685,0.48502037,0.27667267,0.41395694,0.32094538,0.29695276,0.72644326,0.88011373,0.25129887,0.42261012,0.56539327,0.51855185,0.22694038,0.37397742,0.36277121,0.77992377,0.58209335,0.82326028,0.38670713,0.22181588,0.26048207,0.24119989,0.19776729999999998,0.62644534,0.47417467,0.43486325,0.7268748,0.39161533,0.68920338,0.5695558000000001,0.65927161,0.49094429
72,25,0,0.69941012,0.58779715,0.20464398,0.54407514,0.78034846,0.29769555,0.4503271,0.54906883,0.29873022,0.27126628,0.89742708,0.44606706,0.30434589,0.33780252,0.32319102,0.35152362,0.76908832,0.84006739,0.23420516,0.42436662,0.54674968,0.37884537,0.28498421,0.32715144,0.27659325,0.84246927,0.41020354,0.74466829,0.24145333,0.2432281,0.21169363,0.19775586,0.16800692,0.48926945,0.48955929,0.49583609,0.50439652,0.34702515,0.62608696,0.56907026,0.68511157,0.45682545
73,25,1,0.71005067,0.64182845,0.37209978,0.5674785,0.70856488,0.52118325,0.48233909999999997,0.58097166,0.33150317,0.40707259999999995,0.89949092,0.48147133,0.39514677,0.35520416,0.30103271,0.46261242,0.77804596,0.80514927,0.34075716,0.448299,0.51350077,0.28065353,0.42526558,0.40763085,0.27660498,0.91209156,0.39735041,0.65198878,0.27453154,0.44824075,0.24844319,0.30531174,0.2425295,0.40500613,0.62921252,0.61587016,0.36285163,0.34822813,0.60097267,0.57559537,0.73031547,0.49272008
74,25,2,0.73358542,0.64478011,0.47144587,0.55144156,0.69942228,0.65180589,0.47976625,0.60092539,0.4187785,0.556179,0.87272977,0.54902852,0.46507372,0.41394952,0.33784308,0.44157863,0.78133356,0.79593534,0.47778172,0.44667667,0.50576192,0.30865969,0.52806967,0.49100572,0.31907204,0.93155539,0.58075101,0.68858387,0.42632181,0.5618689,0.38708522,0.49830785,0.31226771,0.45786615,0.71570133,0.75686571,0.36683618,0.42690775,0.60642934,0.57251637,0.75198769,0.54181114
75,26,0,0.7807608,0.5850733,0.49028215,0.5504018,0.70231087,0.68106212,0.48611434,0.61064199,0.52211392,0.62299113,0.85842047,0.62982607,0.52277089,0.48353378,0.37664957,0.37474897,0.79132117,0.80848734,0.55598014,0.45048243,0.51472492,0.33609016,0.60109101,0.55107755,0.38059588,0.92673761,0.69984208,0.72377684,0.54990763,0.58632968,0.4914072,0.6337345,0.35286724,0.58873511,0.8054646,0.82665847,0.43531381,0.46678745,0.63339169,0.54531459,0.76994101,0.60823094
76,26,1,0.83649701,0.52422742,0.44861347,0.55309812,0.68063274,0.62532683,0.48729087,0.60370156,0.60331754,0.64467304,0.86488718,0.69200094,0.59847053,0.59101707,0.4261644,0.29697023,0.75576109,0.87982941,0.5831634,0.44207804,0.56616012,0.34806616,0.63370657,0.57940185,0.43666319,0.88954434,0.75912441,0.7444469,0.66002463,0.5398301,0.57715619,0.72590716,0.38406022,0.79699544,0.86916099,0.81678811,0.52317992,0.44386549999999997,0.65412898,0.52809588,0.78532957,0.68497728
77,26,2,0.85351282,0.50959786,0.40211916,0.55346821,0.61951398,0.50379644,0.47875779,0.56327935,0.6461057,0.59993766,0.8893781,0.74211846,0.67800872,0.6660876,0.45098420000000006,0.30080328,0.63815687,0.93814563,0.56059934,0.41601103,0.64371043,0.32591421,0.59504259,0.57515027,0.47584459,0.80383067,0.72904896,0.71274445,0.72345386,0.48652247,0.60850969,0.71429735,0.40354908,0.87434303,0.8625046999999999,0.68813287,0.59848085,0.36831654,0.63959732,0.58356525,0.76622211,0.71701734
78,27,0,0.85094154,0.51180666,0.40419593,0.59629212,0.51594681,0.4803826,0.51744111,0.52786582,0.65902709,0.56172763,0.89467529,0.76715763,0.73459003,0.67762435,0.5024397,0.4221776,0.62544346,0.95384615,0.56638886,0.43297837,0.64864218,0.29365929,0.55494306,0.58466501,0.51391122,0.74263415,0.71127391,0.66339754,0.76772235,0.48847452,0.61945528,0.57047326,0.43102539,0.87302908,0.83847764,0.6067001000000001,0.6636626999999999,0.38966592,0.59561327,0.62201722,0.73871506,0.71441676
79,27,1,0.84405959,0.53097266,0.42932914,0.63123855,0.53425034,0.49326390000000003,0.55565899,0.53139965,0.67207368,0.5030895000000001,0.90561365,0.79160138,0.74488566,0.70475872,0.55286249,0.55869205,0.66343803,0.95350919,0.60809469,0.46085068,0.71148164,0.2979567,0.53903723,0.66470459,0.55948791,0.70152242,0.73531321,0.62433769,0.81500836,0.51943005,0.6373058000000001,0.45266492,0.47882851,0.8605904000000001,0.81737077,0.57706066,0.70312198,0.52462497,0.61929773,0.66364293,0.72743011,0.70794479
80,27,2,0.82878318,0.56972068,0.45443207,0.62279712,0.64148556,0.48841864,0.55721046,0.58768074,0.68747206,0.4829662,0.92473858,0.79450016,0.70462559,0.70789903,0.59661076,0.58890247,0.69980961,0.92928974,0.64498626,0.46677889,0.75474884,0.29679721,0.52985932,0.76674974,0.61318485,0.69561261,0.7567116999999999,0.61086267,0.86449371,0.55340402,0.66587814,0.41780834,0.50448027,0.85853189,0.79239895,0.59314848,0.77875764,0.65113414,0.67118957,0.66552586,0.72544242,0.71108399
81,28,0,0.85691598,0.62405903,0.46811577,0.62690328,0.75897295,0.50015511,0.56136064,0.65026027,0.69872127,0.48442089,0.9517749,0.8089156999999999,0.62861351,0.699317,0.64387302,0.55924212,0.77226147,0.9024588,0.66473092,0.47628109,0.7648796999999999,0.29735669,0.53470189,0.82209353,0.64203992,0.74887585,0.77693455,0.6401225,0.88079528,0.57254488,0.69624704,0.45983169,0.49088403,0.85165557,0.78454023,0.64437399,0.82986804,0.82788608,0.72164186,0.64204256,0.74006155,0.71946642
82,28,1,0.88051123,0.6604893000000001,0.47008356,0.63088608,0.83332416,0.52832558,0.57267344,0.66992481,0.69660199,0.49909947,0.98266373,0.84440614,0.51097258,0.73104677,0.67782783,0.48779359,0.77556987,0.91239931,0.65986346,0.48790573,0.83171521,0.30875699,0.55265576,0.83719396,0.66891186,0.80785619,0.76829268,0.64118515,0.8594440000000001,0.57537053,0.68799949,0.52414261,0.45963698,0.79922915,0.8076762,0.69547648,0.8396524,0.91434162,0.75702753,0.65280722,0.75801488,0.74597711
83,28,2,0.88542691,0.71812599,0.47392831,0.61823276,0.85837689,0.55617106,0.56055905,0.67339503,0.68017527,0.51745636,1.0,0.86649953,0.36815795,0.72435041,0.68556973,0.43117959999999994,0.74817674,0.92120255,0.63033957,0.47654944,0.86175602,0.28576178,0.61796344,0.80757953,0.71648341,0.85919233,0.67989998,0.62173271,0.78113838,0.57856971,0.64497155,0.56043797,0.43529618,0.67037491,0.85097429,0.7253809,0.8354683,0.91492137,0.79343449,0.65527042,0.78116184,0.75315603
84,29,0,0.87914997,0.78753962,0.49043957,0.64435006,0.83205869,0.64235172,0.58368888,0.7021978,0.62883842,0.5565114999999999,0.9922261999999998,0.84801003,0.26966509,0.60788419,0.65233574,0.43372915,0.80260927,0.91687464,0.62680202,0.5029458,0.84852962,0.26992621,0.70689061,0.77400674,0.74132529,0.91338701,0.50533427,0.58054756,0.6628310000000001,0.59475238,0.57718177,0.57469007,0.44781122,0.5961808000000001,0.91485319,0.78271032,0.82240103,0.88078846,0.80095321,0.66528901,0.83040523,0.75298771
85,29,1,0.89208198,0.83114105,0.51753451,0.69825885,0.82821641,0.72913066,0.6530913,0.75072296,0.61310024,0.6347811,0.95879196,0.81573175,0.39093628,0.55629547,0.64909897,0.49093687,0.88065835,0.93687148,0.68632858,0.56607019,0.84423808,0.29612422,0.7613073,0.7849289,0.7599831,0.97148944,0.53099667,0.60798465,0.61139263,0.62561754,0.62749824,0.67706995,0.51981998,0.65272425,0.97340705,0.86154065,0.81074992,0.91108051,0.80177026,0.6904776,0.9203642,0.84059081
86,29,2,0.89457763,0.8116878000000001,0.51249092,0.70315804,0.81761577,0.77309993,0.66832157,0.78854829,0.61066798,0.70725963,0.93120528,0.79089627,0.52466041,0.58156644,0.70924591,0.50419977,0.89536928,0.93592376,0.75269084,0.57942694,0.82988603,0.34958242,0.77908891,0.78639496,0.78968305,0.97927284,0.72343394,0.67802376,0.6364828,0.6221833999999999,0.73352087,0.8125509,0.5655823,0.75613174,0.98941435,0.89776663,0.81924686,0.95499674,0.7886976,0.71240955,0.95550141,0.90876957
87,30,0,0.91476972,0.71198494,0.46654759,0.6956154,0.80258597,0.68820445,0.65623303,0.80208213,0.63795046,0.67959961,0.90265548,0.82231275,0.65341526,0.64735709,0.80385362,0.43047237,0.83633829,0.90028958,0.80304105,0.56570425,0.79217673,0.36911538,0.73808977,0.79071984,0.80087774,0.94203674,0.81258115,0.75212161,0.71781473,0.56303772,0.80276197,0.91276808,0.5748536999999999,0.87810967,0.99373021,0.88319296,0.83379466,0.9476049000000001,0.7795837,0.71484907,0.99371634,0.94765191
88,30,1,0.92649172,0.61426307,0.41278760000000003,0.66546243,0.79875287,0.57308516,0.6453985999999999,0.76188548,0.67552535,0.58901358,0.86880848,0.85772485,0.62037106,0.72738679,0.8545883,0.36003667,0.77630853,0.90709209,0.77795904,0.55786097,0.86175602,0.33343874,0.6746770000000001,0.77642574,0.80081907,0.88094728,0.8079049,0.76820899,0.74586962,0.49730088,0.80979477,0.92018822,0.57538079,0.94792397,0.98640829,0.80943503,0.83778565,0.85629393,0.75495574,0.73035065,1.0,0.93805757
89,30,2,0.88625879,0.56281696,0.38495398,0.62154589,0.75722146,0.54261024,0.61616632,0.60161943,0.70252168,0.45736354,0.82195927,0.8241146999999999,0.56124559,0.71548627,0.94219573,0.36259495,0.70275388,0.92656242,0.62837131,0.54157671,0.91283242,0.2712722,0.58440999,0.73984753,0.8196880999999999,0.73803049,0.74401649,0.76584754,0.71277382,0.45898301,0.76715044,0.83628631,0.55467557,0.942274,0.9206506,0.66116211,0.81049244,0.67128053,0.69536037,0.73726656,0.9780713,0.87005555
90,31,0,0.86009226,0.55690372,0.37713732,0.62087622,0.70496103,0.56617919,0.63277998,0.44985541,0.71464723,0.40720421,0.82278481,0.77895644,0.54423995,0.64708983,0.98662323,0.46638435,0.70240015,0.93814563,0.44198067,0.55927593,0.92331504,0.28040217,0.50922576,0.73588917,0.84322745,0.63906257,0.77155641,0.74326618,0.65259083,0.45147608,0.74010613,0.74967876,0.50648052,0.90285564,0.83387192,0.60121132,0.7707113,0.69144141,0.67314464,0.73218621,0.94549885,0.80967851
91,31,1,0.84950465,0.56749208,0.36532453,0.64473777,0.67016048,0.55671024,0.65856024,0.38106998,0.71425378,0.43910363,0.84266648,0.72317455,0.55373216,0.64306607,1.0,0.52640356,0.70107887,0.92727847,0.34073056,0.57329137,0.93590826,0.29641612,0.45634989,0.75626741,0.85552518,0.62333519,0.78375154,0.73244779,0.65851148,0.43905892,0.74240777,0.67561307,0.46657026,0.89711808,0.75728166,0.59184253,0.75642098,0.76034495,0.67243459,0.78256339,0.91068223,0.78400943
92,31,2,0.83120321,0.58076466,0.33348268,0.64408572,0.65701972,0.4483049,0.63668451,0.33609601,0.6894751,0.46136741,0.87788938,0.61993889,0.56468243,0.62762435,0.94878015,0.5594866,0.62513135,0.86538198,0.29152407,0.54255254,0.90242015,0.316168,0.37501196,0.77444656,0.8289818000000001,0.62212539,0.77896999,0.74548004,0.67247295,0.40362694,0.76452912,0.59215456,0.35616494,0.90022775,0.64143003,0.57393773,0.76839395,0.88057106,0.67221087,0.81259548,0.82514747,0.76931493
93,32,0,0.84012705,0.58673732,0.30133204,0.63294798,0.66480514,0.36504173,0.59142037,0.35237131,0.65660377,0.43889582,0.89027243,0.52822783,0.55885022,0.59930215,0.8746188,0.53413953,0.52241492,0.84507977,0.32369891,0.5112770000000001,0.78781483,0.30471905,0.32249976,0.75047647,0.77260939,0.66659886,0.79206001,0.77787617,0.63916601,0.36461622,0.78607506,0.52434169,0.30801043,0.82353714,0.52919641,0.60135327,0.81860315,0.96246105,0.67028499,0.8139455,0.72967428,0.75262582
94,32,1,0.8329426,0.5665412,0.27715549,0.60905118,0.73818432,0.30361179,0.5608046999999999,0.35796414,0.6070017,0.38571626,0.88779582,0.50783453,0.49787987,0.58547142,0.8337954,0.47958613,0.46865864,0.87460643,0.40125011,0.49056489,0.70641621,0.27556961,0.29599962,0.70493329,0.72956735,0.69128731,0.82408317,0.79580843,0.5489751,0.33281118,0.78882424,0.48058999,0.26336987,0.63905922,0.46789414,0.66293177,0.86591567,1.0,0.69657621,0.79055694,0.66824827,0.74331762
95,32,2,0.69844211,0.51003368,0.25553403,0.49876639,0.65661623,0.27315164,0.44533654,0.32750145,0.51597067,0.28146301,0.87217942,0.5078267,0.3606594,0.54228656,0.77682284,0.45034489,0.45052487,0.90618649,0.45315188,0.41777973,0.66960743,0.22937647,0.28120394,0.60625275,0.69381241,0.64366622,0.83919986,0.79425873,0.33606932,0.30590433,0.7722651999999999,0.42749977,0.17658904,0.41370007,0.46437275,0.63580013,0.85716125,0.95724328,0.74438284,0.71870966,0.64465247,0.67407002
96,33,0,0.49761022,0.47636688,0.27131267,0.44753630000000005,0.56736359,0.25252973,0.36012205,0.26536148,0.37257444,0.21113189,0.8254678,0.50235036,0.24493774,0.5350630999999999,0.69794843,0.48426613,0.44772626,0.89786764,0.48088483,0.31442651,0.64261995,0.23804427,0.35527802,0.51974784,0.64292001,0.62774614,0.80906299,0.75905837,0.49910267,0.32744307,0.77616521,0.43819564,0.27419551,0.40393746,0.51905094,0.5175925,0.78879949,0.84419161,0.78773466,0.65027297,0.63676584,0.62800875
97,33,1,0.38879982,0.48909469,0.34088157,0.48983152,0.49268226,0.32093951,0.37584361,0.26973395,0.2540642,0.20489748,0.7812328000000001,0.41937479999999994,0.2884561,0.52567186,0.59754644,0.51673797,0.36031378,0.83027431,0.46791382,0.30246033,0.51279021,0.22173843,0.43728586,0.46216097,0.64024455,0.69429575,0.77145991,0.72196148,0.67983637,0.41416436,0.83217186,0.49013664,0.37564028,0.39414418,0.64838692,0.44819722,0.72494368,0.62342199,0.78468048,0.55947799,0.63822134,0.71893621
98,33,2,0.45554715,0.51560024,0.45320295,0.75209714,0.50081614,0.44335623,0.64082176,0.34608444,0.34761692,0.30042948,0.78467254,0.42708399,0.36339696,0.64212324,0.73884114,0.5272505000000001,0.24939918,0.82588322,0.54464935,0.46189971,0.44572956,0.32299522,0.56357546,0.51963055,0.61974442,0.77918505,0.77363573,0.66234226,0.79776546,0.54899988,0.91809987,0.51785359,0.51271101,0.48072879999999996,0.73272854,0.53281915,0.67537818,0.49318067,0.79346367,0.57413877,0.65209028,0.87047635
99,34,0,0.46580201,0.49888074,0.51305401,0.86017905,0.50424576,0.51425511,0.76758979,0.371631,0.42075472,0.37486838,0.77160154,0.46700877,0.41898145,0.7939124,0.84939007,0.47475771,0.29845296,0.81004581,0.56513875,0.54260133,0.46518221,0.49198897,0.60075605,0.59480281,0.61202314,0.79503019,0.80510616,0.53833665,0.83882291,0.61561634,0.92174413,0.49619039,0.62034572,0.57642782,0.77297762,0.55895713,0.6159897,0.4663164000000001,0.78903803,0.59046931,0.62958451,0.99747517
