,measure_number,beat_number,pid52932-12,pid5667271-08,pid5667291-10,pid610003b-02,pid9048b-02,pid9049-27,pid9050-27,pid9054-27,pid9058-27,pid9059b-02,pid9060-27,pid9061-27,pid9062b-01,pid9063b-02,pid9064-08,pid9066-27,pid9067-25,pid9070b-10,pid9072b-02,pid9073b-02,pid9074f-27,pid9075-27,pid9090-14,pid9099b-02,pid9100b-22,pid9101b-09,pid9103-14,pid9104-27,pid9111-27,pid9113-10,pid9114-28,pid9116-13,pid9118b-02,pid9119-07,pid9121-06,pid9130-08,pid9138-27,pid9152-14,pid9174-27,pid917520g-10,pid918904-10,pid9192-27
100,34,1,0.40046132,0.44661252,0.41912085,0.84086423,0.50467675,0.48333703,0.74332221,0.36407172,0.38458374,0.35167636,0.76781783,0.45168442,0.42084121,0.74176689,0.86013307,0.41781193,0.38007054,0.78431001,0.54190088,0.52991547,0.45533277,0.5059353,0.54333429,0.61238088,0.60541663,0.75101709,0.76647657,0.46347133,0.86645553,0.49885528,0.75366025,0.37608361,0.6215755999999999,0.68719341,0.76531215,0.53186335,0.57085291,0.42898761,0.79333722,0.56147934,0.5602911,1.0
101,34,2,0.29553052,0.38048732,0.30942722,0.76230086,0.46272352,0.43289017,0.65567709,0.35127241,0.2343736,0.25132308,0.75570996,0.4115481,0.42534926,0.58646622,0.80433879,0.41953199999999996,0.45044164,0.76429211,0.50706623,0.46298533,0.45044322,0.44746615,0.5089577999999999,0.5879783000000001,0.60758751,0.69267911,0.69418319,0.49081249,0.88651359,0.3710929,0.57300045,0.22245951,0.54591775,0.6970042,0.6995974,0.48795306,0.52673318,0.33724908,0.79558409,0.46895539,0.49174147,0.87131796
102,35,0,0.29253573,0.43203249,0.31193994,0.70937897,0.3768088,0.43848142,0.6079306,0.38707924,0.17997854,0.24923109,0.71931756,0.41646819,0.47623228,0.48907201,0.76531744,0.4427137,0.47842778,0.70637603,0.50659633,0.44300509,0.49163501,0.48329685,0.44964111,0.56007917,0.6157547,0.67397542,0.6726531,0.57595011,0.92372658,0.37987107,0.48201522,0.17631889,0.55851387,0.64265067,0.68764829,0.49072584,0.5493916999999999,0.25678672,0.7960996,0.46788958,0.53352783,0.79723952
103,35,1,0.40261665,0.51116284,0.41192177,0.80979487,0.42956442,0.53704114,0.76515915,0.47962984,0.31844764,0.42276254,0.73981838,0.53026481,0.54873313,0.61682257,0.75630718,0.48821270000000005,0.4892269,0.72151845,0.57419097,0.55029824,0.57076122,0.68316711,0.4820557,0.63260519,0.62521269,0.64636418,0.7587647,0.65849015,0.95715668,0.4991264,0.67386996,0.3103701,0.7514022,0.56407673,0.72019969,0.51483865,0.61022208,0.35127908,0.8977045,0.61941191,0.66805591,0.86079785
104,35,2,0.47834077,0.55122821,0.41853354,0.87336106,0.50280605,0.56210208,0.83886691,0.5229786,0.36797818,0.49742311,0.73775454,0.53553745,0.5822088000000001,0.67963623,0.72456335,0.49438575,0.47053132,0.72275049,0.63371753,0.61280053,0.55872379,0.72380605,0.47906977,0.64873186,0.61631796,0.58197722,0.78918231,0.6775072,0.93437143,0.50262682,0.70040279,0.39184689,0.76518766,0.63411002,0.74499973,0.53131447,0.64225941,0.38510037,0.91459002,0.67797212,0.66651706,0.87964989
105,36,0,0.48123724,0.48962956,0.33446355,0.81159242,0.47871619,0.50033976,0.76667184,0.53262001,0.37211839,0.45060959,0.65559301,0.45632247,0.57737342,0.59657758,0.5910036,0.37416397,0.38533485,0.69051756,0.62408901,0.59777265,0.47325876,0.629117,0.39868887,0.58984753,0.57401518,0.49804077,0.7104843000000001,0.64691905,0.83587578,0.39099892,0.55909469,0.45395892,0.6421727,0.63244569,0.70710183,0.50738147,0.64654007,0.32829915,0.82302305,0.5849508000000001,0.55902796,0.77917859
106,36,1,0.42851093,0.39309628,0.26944781,0.71397857,0.41802843,0.42418938,0.6690973000000001,0.49790052,0.35714029999999997,0.36796897,0.55517336,0.34182075,0.5551307,0.44203415,0.43576379,0.30348379999999997,0.27213142,0.65123993,0.57310045,0.56220344,0.30469256,0.50012973,0.31184802,0.46260812,0.45628322,0.3735279,0.53214599,0.57113866,0.66269904,0.30761538,0.41389937,0.50048864,0.40315714,0.51905221,0.59112137,0.43720072,0.61346637,0.26746866,0.65630775,0.40176214,0.40394973,0.58495203
107,36,2,0.35003403,0.35320919,0.21960523,0.68243339,0.39292985,0.39073787,0.62908231,0.45662233,0.35768577,0.3204281,0.44995184,0.341335,0.54410605,0.32430586,0.35237039,0.32372304,0.22257826,0.61682725,0.53260927,0.52850051,0.21763051,0.45700965,0.3234855,0.36073156,0.2967296,0.28793199,0.42032813,0.48819275,0.56042052,0.24778889,0.33065661,0.54523573,0.37405901,0.43233181,0.49938268,0.37358758,0.57284841,0.32013189,0.51893785,0.35613372,0.36211208,0.43907591
108,37,0,0.2850034,0.38292393,0.21186123,0.71521218,0.40853737,0.40223059,0.65686655,0.45031232,0.37837790000000004,0.33438626,0.36906302,0.41190849,0.55932632,0.30106904,0.34703355,0.38073867,0.25517327,0.56347075,0.51458463,0.53490443,0.17903475,0.47296684,0.39237248,0.41128134,0.23163848,0.30633592,0.39406913,0.43880156,0.52063869,0.24296301,0.38250112,0.60239797,0.44517576,0.47529783,0.47698749,0.35854074,0.54174445,0.38091166,0.42871316,0.39160144,0.42292896,0.46250631
109,37,1,0.30324435,0.45954834,0.21922984,0.80722191,0.51205869,0.48879533,0.79176687,0.51090226,0.43327372,0.36858548,0.38706659,0.5612739000000001,0.61236666,0.42270973,0.49275021,0.46470794,0.36557809,0.51904386,0.5826935000000001,0.62326637,0.23192627,0.61696262,0.53339076,0.51306993,0.29875967,0.36684724,0.47417091,0.46710944,0.61271224,0.260194,0.4293907,0.69525835,0.5819896999999999,0.63354064,0.53790327,0.39350809,0.5325008000000001,0.40400029,0.37966151,0.43736011,0.49395999,0.63575997
110,37,2,0.3648945,0.50251585,0.17949261,0.91082758,0.62649243,0.52984711,0.91668606,0.55895315,0.48132879999999995,0.39663342,0.43165245,0.57903479,0.65850356,0.47002227,0.58051705,0.55437003,0.54362821,0.54343179,0.65672489,0.7289128,0.31923456,0.71464364,0.6223274999999999,0.55460343,0.39163801,0.47353432,0.61411651,0.50259021,0.68536113,0.20813953,0.26775142,0.75421229,0.69159763,0.70821654,0.57674593,0.42696129,0.55161893,0.41229075,0.39717926,0.48025295,0.55062837,0.70493183
111,38,0,0.41692505,0.47566363,0.18818116,0.91257225,0.62683173,0.50932861,0.91073876,0.57598612,0.49801484,0.42130091,0.4609246,0.54834691,0.65765551,0.45230141,0.58448849,0.61313193,0.64979869,0.61056179,0.66751485,0.75996877,0.34181793,0.69268629,0.6149488000000001,0.54429702,0.42303946,0.5585521,0.67314441,0.49201535,0.68981262,0.2186408,0.34787418,0.81387205,0.67555514,0.71732656,0.59201245,0.42313807,0.56170583,0.47141822,0.43899426,0.51740227,0.53800975,0.72492005
112,38,1,0.43543825,0.40331815,0.22605352,0.84572818,0.54038514,0.45508531,0.83073462,0.55958936,0.48403827,0.41117346,0.4742295,0.49580069,0.62444765,0.40517446,0.52808428,0.62023051,0.77163724,0.6216921999999999,0.66148595,0.77365487,0.34269031,0.57718317,0.54183175,0.50439818,0.40717446,0.61449188,0.73518161,0.43829976,0.64806017,0.26540547,0.42097053,0.89112298,0.5955454000000001,0.62355466,0.57400827,0.40289581,0.55293853,0.46389593,0.49897870000000005,0.47214097,0.43951013,0.68732537
113,38,2,0.41304545,0.35580428,0.24614313,0.75394755,0.45917469,0.40888544,0.75207509,0.48068248,0.39503711,0.38119978,0.48220281,0.49408493,0.60857275,0.38479584,0.45266842,0.58755785,0.77418617,0.5881430000000001,0.64924195,0.755053,0.32048684,0.46289629,0.49397071,0.47831696,0.36137481,0.59902146,0.77669767,0.38318205,0.56288379,0.29222195,0.42721693,0.90460592,0.53998459,0.55505431,0.50218477,0.37505441,0.51705826,0.37628089,0.53086276,0.41005175,0.30368043,0.59561522
114,39,0,0.35209105,0.27595087,0.24881327,0.68588749,0.36309949999999996,0.37420046,0.69478706,0.37590515,0.26826433,0.38645054,0.49391855,0.54290975,0.58652344,0.34672606,0.36499168,0.5666201,0.72233377,0.54115727,0.56221296,0.69012332,0.29667933,0.40343793,0.52220308,0.41445536,0.37688778,0.51668023,0.7894191999999999,0.35364918,0.48949591,0.29899988,0.3805639,0.88451724,0.4670568,0.53057113,0.4419883,0.34290716,0.45898938,0.33506776,0.51627274,0.46450268,0.28225827,0.53294058
115,39,1,0.33285941,0.22660460000000002,0.22409179,0.65813126,0.33919303,0.36725017,0.65960748,0.34989011,0.19298042,0.45897756,0.53234728,0.5982764,0.54952167,0.3252784,0.33515387,0.57359644,0.66396862,0.50932449,0.44907349999999996,0.62432759,0.28736457,0.46138815,0.57792133,0.36701363,0.48461024,0.41117083,0.83820846,0.36466681,0.40090613,0.27236414,0.31647593,0.8571351,0.5251044,0.4662754,0.45379784,0.320829,0.39471516,0.3499384,0.44186363,0.51948652,0.30480893,0.52240364
116,39,2,0.41649399,0.16643225,0.20577622,0.67878542,0.37522238,0.36543319,0.70831071,0.37221515,0.17570419,0.52603907,0.579224,0.59963961,0.58177733,0.31042316,0.3735445,0.58399546,0.7130224000000001,0.36132259,0.42393829,0.63367122,0.25544534,0.56342334,0.65456982,0.3289547,0.60514674,0.33948225,0.89568345,0.39587484,0.43494326,0.24422822,0.34225433,0.82635961,0.65533646,0.37604678,0.46496323,0.32434939,0.31012552,0.44051018,0.36380702,0.4373009,0.2884137,0.5388066
117,40,0,0.4603267,0.18122029,0.25028457,0.70195968,0.40496103,0.35411035,0.72734207,0.41737420000000003,0.15860681,0.54691743,0.59397358,0.57982607,0.64267329,0.27734967,0.37319795,0.57881778,0.84443242,0.28358869,0.40496498,0.66115319,0.20578303,0.61952485,0.66541296,0.34745638,0.63220643,0.31447261,0.88910335,0.36628293,0.49914665,0.29834920000000004,0.44197302,0.80460592,0.68831344,0.33774089,0.4207848,0.39196555,0.24914709,0.54767012,0.33210777,0.37651434,0.2760259,0.51368456
118,40,1,0.43120321,0.22574287,0.32813635,0.76427464,0.42326456,0.36522638,0.76649083,0.45826489,0.14778682,0.49144499999999997,0.62085168,0.5619555,0.65880112,0.27216778,0.33988772,0.56370383,0.93494522,0.28932765,0.38671868,0.70434613,0.21706064,0.67268305,0.66582448,0.34637883,0.61642357,0.29135797,0.84213897,0.37924876,0.56434415,0.39201109,0.53325874,0.79213646,0.68538065,0.32919149,0.34435557,0.47687139,0.22704216,0.44848902,0.35971209,0.35378895,0.2421326,0.41552769
119,40,2,0.42482039,0.26245048,0.39593122,0.76809883,0.43932141,0.38793116,0.78828899,0.41578947,0.14096396,0.43502355,0.67409191,0.54917737,0.59979468,0.27296214,0.28335875,0.46555488,0.9481164000000001,0.24792292,0.30478766,0.72449714,0.22644576,0.66634233,0.63210834,0.28209207,0.58211197,0.28727892,0.80636077,0.41559295,0.59656022,0.47487047,0.56791126,0.75273731,0.63127948,0.33719341,0.49417575,0.5673228,0.21754747,0.28749185,0.4584768,0.27198228,0.20828418,0.31662178
120,41,0,0.47160251,0.26679873,0.46883628,0.72414705,0.48094452,0.37383115,0.74241719,0.34292655,0.14362872,0.34541424,0.70081178,0.52965371,0.48628985,0.2196585,0.24409482,0.27434733,0.89691944,0.21725899,0.22233354,0.66062868,0.20809061,0.55971783,0.52986889,0.22404339999999998,0.50804398,0.32202047,0.70650991,0.45992178,0.51225477,0.55413905,0.54837287,0.5497602,0.48259924,0.32983532,0.62208385,0.62436832,0.20504023,0.24931517,0.49594397,0.18895586,0.22512824,0.27935533
121,41,1,0.53582394,0.28892631,0.5390712,0.70981954,0.53140761,0.4399808,0.72846689,0.25012146,0.11050702,0.26990163,0.71594662,0.51381228,0.45921176,0.20788419,0.21813834,0.24238191,0.84008365,0.29382404,0.18686054,0.63157317,0.21463346,0.56284764,0.48691741,0.18711333,0.47208956,0.35085221,0.7040358,0.57054092,0.53508402,0.62115918,0.57115274,0.38544928,0.423538,0.43455676,0.56164045,0.71094918,0.21623431,0.23313284,0.44018092,0.19416648,0.22644909,0.29027941
122,41,2,0.60902216,0.31103407,0.54760233,0.70017975,0.61372765,0.49316049999999995,0.70832364,0.28366108,0.13260306,0.26413827,0.7160842,0.52463178,0.4828679,0.26770601,0.2378916,0.24290579,0.75602118,0.43254883,0.18285309,0.61966797,0.2663149,0.60062434,0.50336874,0.18138103,0.45439397,0.34253351,0.742525,0.68934396,0.59582124,0.61965297,0.66421584,0.42529183,0.42165939,0.52242467,0.60112727,0.78546418,0.2641841,0.36534531,0.44067698,0.21503263,0.25350731,0.31634405
123,42,0,0.67336459,0.32059231,0.54687576,0.69194981,0.66531866,0.52240934,0.67879399,0.32780798,0.16880979999999998,0.30351205,0.70246285,0.56769821,0.54657581,0.31838159,0.27652481,0.25182048,0.69084156,0.61104617,0.19463605,0.59772386,0.33052624,0.6436228,0.55189013,0.19087377,0.49389221,0.34636632,0.77231093,0.75101469,0.65434151,0.61085673,0.73364874,0.50095919,0.45309565,0.68093027,0.68202265,0.8205167,0.36158996,0.43044424,0.49099309,0.23167107,0.28654783,0.36267463
124,42,1,0.76533313,0.31759113,0.55082344,0.68456577,0.71665291,0.51041436,0.65690533,0.35893579999999997,0.18328713,0.33945691,0.72351403,0.59340332,0.64605062,0.37300668,0.35233574,0.27605867,0.61843132,0.7751698,0.21423885,0.57837792,0.42395526,0.68574556,0.58006508,0.17792113,0.60513501,0.38536893,0.78057554,0.79868644,0.70280637,0.6185685000000001,0.76638322,0.56072754,0.48523469,0.85783111,0.74588008,0.81025835,0.48009656,0.4478367999999999,0.51606848,0.26355056,0.32724417,0.42678
125,42,2,0.80722983,0.3084687,0.54097239,0.64131891,0.71790922,0.44174607,0.60185401,0.33381145,0.1818385,0.32855362,0.76630435,0.61064713,0.69351167,0.40393467,0.4327003,0.40224395,0.56817071,0.85646291,0.21775867,0.51970579,0.49069228,0.65066894,0.53536224,0.17400674,0.64011547,0.36891354,0.6797947,0.83484614,0.74772587,0.60212074,0.70903395,0.53127319,0.46986796,0.91538192,0.74535402,0.64863254,0.58735758,0.40823973,0.50709075,0.31276719,0.35708515,0.48318465
126,43,0,0.8162293,0.32314778,0.56034754,0.63219019,0.68977533,0.43083684,0.5700618000000001,0.33272412,0.17421086,0.30718343,0.7968491999999999,0.63765277,0.68410873,0.42606533,0.48831439,0.46958002,0.58628367,0.86166482,0.21924816,0.49044291,0.51819333,0.60618665,0.46973873,0.20201583,0.67832291,0.36564815,0.66315143,0.83779795,0.76747603,0.62109893,0.63003644,0.44769704,0.47096268,0.84688157,0.74576198,0.53703038,0.6297393,0.46009131,0.50582628,0.33363334,0.361099,0.51540986
127,43,1,0.82787567,0.35499208,0.5656635999999999,0.65051812,0.68812471,0.45733806,0.59139451,0.36735685,0.20369311,0.30114298,0.85181618,0.6684895000000001,0.65395087,0.45691908,0.5083032999999999,0.52484065,0.60128591,0.84646975,0.22171292,0.49917664,0.54603912,0.59412957,0.43444349,0.25916288,0.71369061,0.38845231,0.68703281,0.8307874,0.77556083,0.63176286,0.5208043,0.32340965,0.51491398,0.75328486,0.75819421,0.51181982,0.64034117,0.5860932,0.53163116,0.36201935,0.37051167,0.54774449
128,43,2,0.81396052,0.40453645,0.55276096,0.66119766,0.69989913,0.45411773,0.61015437,0.41299595,0.22923187,0.31731782,0.8893781,0.68488718,0.62273667,0.47418708,0.49327696,0.58389942,0.61155443,0.83239088,0.20914975,0.51694905,0.55133671,0.50814887,0.43166809999999994,0.32622049999999997,0.77737359,0.4133763,0.7083348,0.82975426,0.78205331,0.61802627,0.44270827,0.21610714,0.54387696,0.66906097,0.73942777,0.51918236,0.64460895,0.70754402,0.54947962,0.38089599,0.36859451,0.57663693
129,44,0,0.81380927,0.44722662,0.53477234,0.67462639,0.72350298,0.44581579,0.62595351,0.44133603,0.28388626,0.36543364,0.895776,0.70712159,0.59619419,0.47113586,0.43123094,0.60150179,0.66654876,0.85079766,0.20982357,0.54182067,0.56644857,0.42246817,0.46275242,0.35272687,0.80104202,0.45188643,0.72251272,0.84517748,0.77687165,0.57393059,0.38659293,0.19148493,0.53560568,0.62837246,0.70253905,0.55475537,0.66675249,0.84919197,0.5557436,0.38360788,0.36288151,0.59083488
130,44,1,0.81811994,0.47895206,0.51300557,0.66223742,0.763989,0.45976069,0.62287643,0.43719491,0.31530895,0.41030064,0.90114199,0.75505327,0.57597489,0.48896808,0.38023288,0.56375622,0.67206276,0.88180909,0.21640216,0.54724875,0.60430561,0.39091867,0.48959709,0.3610541,0.82314977,0.50963556,0.69987717,0.84916242,0.74778745,0.57259911,0.34778467,0.19484210000000002,0.51275155,0.63866503,0.67691234,0.57947383,0.67827486,0.88078846,0.59646922,0.38435394,0.36197743,0.6097795
131,44,2,0.79611283,0.52514857,0.45734439,0.62249753,0.82240257,0.49443829,0.58340444,0.43510699999999997,0.32991147,0.48088113,0.91324986,0.75922908,0.49557377,0.47870824,0.35359717,0.50922902,0.68134292,0.92635181,0.21063924,0.5214013,0.64470944,0.33850645,0.53643411,0.32179299,0.83954282,0.59662327,0.61408142,0.83890488,0.70058063,0.50815761,0.28760309,0.19017284,0.48431566,0.60730554,0.6351495,0.59856156,0.67344706,0.88948475,0.63609571,0.35762585,0.3559246,0.62561858
132,45,0,0.76692127,0.57925911,0.42460039,0.62024179,0.81975241,0.54987074,0.5594213,0.48618276,0.355951,0.55879745,0.92109246,0.69903635,0.39697678,0.42685226,0.36215692,0.5167467,0.74086289,0.95526773,0.24340810000000002,0.50902038,0.63400872,0.38870509999999997,0.60623983,0.28216537,0.83137563,0.70258233,0.48342692,0.8275404000000001,0.64541216,0.46369442,0.28066620000000003,0.17715139,0.4671379,0.5720042,0.65502174,0.6334531999999999,0.63580303,0.9064424999999999,0.66553837,0.33835842,0.35735445,0.63657633
133,45,1,0.81728806,0.62408875,0.42851175,0.65821937,0.82190738,0.63304528,0.59723838,0.57168884,0.41175892,0.64337074,0.90134838,0.65684738,0.39603946,0.44123979,0.385341,0.544329,0.82089909,0.98647923,0.31978012,0.54072285,0.64315464,0.54496878,0.65889559,0.31416948,0.82907568,0.79478395,0.51984559,0.81477382,0.62966482,0.46494156,0.4259766,0.25942449,0.51133246,0.57581465,0.76387353,0.71816031,0.62124879,0.9382564,0.69011769,0.36438781,0.41083611,0.67456657
134,45,2,0.85305906,0.62919968,0.42961976,0.67970182,0.81735901,0.65651082,0.63165516,0.63013302,0.47978181,0.70317262,0.84865162,0.60886869,0.49491914,0.48221975,0.40740227,0.54072295,0.86206681,1.0,0.37265715,0.56622876,0.65666948,0.67578853,0.66717389,0.34490544,0.85037374,0.82487902,0.687103,0.79507047,0.65940002,0.47012291,0.57417045,0.42437788,0.52156343,0.66161528,0.84630415,0.76342387,0.57769553,0.91796507,0.69271472,0.39801997,0.4567325,0.69903215
135,46,0,0.87128488,0.59162044,0.41035965,0.7044269000000001,0.79324163,0.59807962,0.67004111,0.65882013,0.53709201,0.70885287,0.81184645,0.60032905,0.57188342,0.5291610999999999,0.44673551,0.52522483,0.86039181,0.98986995,0.39262346,0.59733353,0.65925144,0.76004216,0.628931,0.36188242,0.86592192,0.80104706,0.7754956999999999,0.7775072,0.70532242,0.45072298,0.64989451,0.52057732,0.52842913,0.77430799,0.90976435,0.77850856,0.5319794,0.74889485,0.68224881,0.41009912,0.50419338,0.72208382
136,46,1,0.89019133,0.52356379,0.36403488,0.71840195,0.78377808,0.48969643,0.69891139,0.63418161,0.56775463,0.64822666,0.79918822,0.60868066,0.62595034,0.59819599,0.48416967,0.51919148,0.76659141,0.97770758,0.37685965,0.61985094,0.68841987,0.78444823,0.54360226,0.34131359,0.87106162,0.73012933,0.80633444,0.77212014,0.72032198,0.40069888,0.67706668,0.55167858,0.57302915,0.87285389,0.93445703,0.74147819,0.51578371,0.62576274,0.64295302,0.44001279,0.53883047,0.73793974
137,46,2,0.84768963,0.43459786,0.33242916,0.67522557,0.70961027,0.28575966,0.61279187,0.48856564,0.54326209,0.39190219,0.80345349,0.57050298,0.66403821,0.62586488,0.55123371,0.56721383,0.63448434,0.94178908,0.32028549,0.53927129,0.65604334,0.66748561,0.38500335,0.31114939,0.89000106,0.59143077,0.75527285,0.76739724,0.70016715,0.36541752,0.65577648,0.49260699999999996,0.5983970999999999,0.96360371,0.88678941,0.60532791,0.46238172,0.51380535,0.54867231,0.53614864,0.56757502,0.72320316
138,47,0,0.81948121,0.42438590000000004,0.32025309,0.67221204,0.66638239,0.21689933,0.60724536,0.39289184,0.54750961,0.28643669,0.81831315,0.55730179,0.68822996,0.60268003,0.55883698,0.60296865,0.66064982,0.9124309000000002,0.31831723,0.52603652,0.6464542,0.63742804,0.32223179,0.32523823,0.89604431,0.55117554,0.79302509,0.77086562,0.71295856,0.35467526,0.65245189,0.46251018,0.58407104,0.9639103000000001,0.77598368,0.5098325,0.42256839,0.50394956,0.50682813,0.56504388,0.57716081,0.70487292
139,47,1,0.82167436,0.42294968,0.29628845,0.68655717,0.61595598,0.19043504,0.60652135,0.34433777,0.56066351,0.21738016,0.82374794,0.52015826,0.70386681,0.59736451,0.5817369000000001,0.67601502,0.69255818,0.89015953,0.34746875,0.51681487,0.63621781,0.60706235,0.27743325,0.35690515,0.88717305,0.55710676,0.82008247,0.77913069,0.76086039,0.32955778,0.64439614,0.4753054,0.56762309,0.95072705,0.67901659,0.43478755,0.41131638,0.55178636,0.51193464,0.58896534,0.5842139000000001,0.6971217
140,47,2,0.82953944,0.45779517,0.2629208,0.66357677,0.62671252,0.16970234,0.5755178000000001,0.35992481,0.60661719,0.18342339,0.82085856,0.47360545,0.68791752,0.57612472,0.59622262,0.75367153,0.73020943,0.85674722,0.40054969,0.47880606,0.67370902,0.55627179,0.23001244,0.40573963,0.86785811,0.5902638000000001,0.79474469,0.82052985,0.84015132,0.29386071,0.61556806,0.48258981,0.48964063,0.91476875,0.55476945,0.36070786,0.38468619,0.65868541,0.53595954,0.6112644,0.59662734,0.69373843
141,48,0,0.84776526,0.52018621,0.23767256,0.66255463,0.68646492,0.17774577,0.57264758,0.41986698,0.64522937,0.18370047,0.84528068,0.44725008,0.66652285,0.52652561,0.60135154,0.7769842,0.75376356,0.8589375,0.46009398,0.47163367,0.74018573,0.50435417,0.21909274,0.45271221,0.88141142,0.64369834,0.72346026,0.86923474,0.89557491,0.26705025,0.54591778,0.46360509999999994,0.40800908,0.88616854,0.44499436,0.35248415,0.33216608,0.7504166999999999,0.57254158,0.65009533,0.61080405,0.71311227
142,48,1,0.87234364,0.56942353,0.22248729,0.67032638,0.77089409,0.18325578,0.59105836,0.47002892,0.6616382,0.18533527,0.87747661,0.45267158,0.66484162,0.49665924,0.6021486,0.7362787,0.7414559000000001,0.87832359,0.48449331,0.48723485,0.80997608,0.48455364,0.23317064,0.48962762,0.90887009,0.68346109,0.66226531,0.88443657,0.9107944,0.25114472,0.47149159,0.42878473,0.35903015,0.88240189,0.41464383,0.36899782,0.28573544,0.8088991999999999,0.61947281,0.69618559,0.62021672,0.75783538
143,48,2,0.87831808,0.63200277,0.19883749,0.61571267,0.83976158,0.18497673,0.53803687,0.50816657,0.63762854,0.17563037,0.90444414,0.46271545,0.67522652,0.42291017,0.5971583,0.65661399,0.71314724,0.89082293,0.47469634,0.45138508,0.82397636,0.41123003,0.22360034,0.49057323,0.90326101,0.67430731,0.54792946,0.87860674,0.86578693,0.22456923,0.37368455,0.3549724,0.27538484,0.84758234,0.39230232,0.38422447,0.19255874,0.80013044,0.67390332,0.70459363,0.62587202,0.77042585
144,49,0,0.90236709,0.69770206,0.20792565,0.56113422,0.80700596,0.1658542,0.46140718,0.53840949,0.58346598,0.18021613,0.85346725,0.45895487,0.67544969,0.35054195,0.59554339,0.60824238,0.74050916,0.88536829,0.47279901,0.3977507,0.7883073,0.26359361,0.21641305,0.50296877,0.85412877,0.60227613,0.39881558,0.85071212,0.66162576,0.23157609,0.2836903,0.27745,0.18476571,0.78420638,0.39496484,0.45225703,0.12409398,0.72244366,0.68008949,0.6502256,0.63698384,0.72733547
145,49,1,0.93533994,0.72927892,0.38859288,0.5333956,0.7630353,0.19263609,0.42167662,0.56691729,0.59901636,0.25213356,0.69296918,0.5156534,0.69095264,0.36854491,0.60208622,0.53371169,0.82084707,0.84904965,0.50531962,0.37426965,0.77691009,0.18318333,0.27094459,0.58094121,0.7736655,0.45959488,0.39587647,0.83794554,0.47029999,0.42568382,0.3102551,0.34633065,0.20775500000000002,0.73392607,0.56008374,0.57013343,0.17194078,0.70641351,0.607509,0.59009036,0.66305463,0.6848342
146,49,2,0.98842925,0.71121236,0.53074594,0.52285704,0.74014672,0.25081616,0.41845732,0.57917872,0.62655817,0.37236076,0.64086406,0.58596835,0.73277491,0.42808463,0.64017189,0.48218807,0.86390828,0.81130943,0.53987942,0.37143972,0.78732236,0.23818211,0.32473921,0.65477203,0.74287424,0.39178194,0.54475347,0.83942144,0.54318642,0.5737378000000001,0.41267182,0.54003258,0.27379006,0.72963385,0.67729884,0.65813381,0.2269971,0.75679397,0.56998346,0.57640065,0.66709413,0.70405656
147,50,0,0.9950087,0.65210975,0.57538145,0.55101861,0.74467675,0.25685797,0.45335247,0.58935801,0.66263078,0.41206705,0.65376307,0.67146662,0.76999985,0.50374165,0.66966315,0.45127041,0.86721668,0.79035434,0.57075095,0.39531111,0.83213733,0.26309089,0.34502823,0.69672335,0.76721154,0.38438397,0.64451658,0.83484614,0.64572886,0.62441258,0.49715491,0.66501674,0.31860632,0.77005957,0.75897794,0.72073436,0.25719987,0.78208566,0.53595954,0.57564274,0.66792767,0.7456573000000001
148,50,1,0.97648038,0.59724643,0.55771373,0.59176301,0.79436039,0.23999557,0.51365294,0.60884905,0.70458732,0.38031311,0.72151899,0.75059542,0.80451698,0.64582777,0.70820627,0.41851043,0.81150449,0.80872953,0.58546857,0.43976043,0.90945547,0.26043947,0.31454685,0.69341006,0.83543576,0.40493983,0.68376031,0.83639584,0.7685757,0.61254368,0.59029474,0.7164872,0.37612683,0.82134723,0.80309195,0.7316173,0.28393305,0.74367708,0.5082385,0.62625676,0.66831239,0.78905908
149,50,2,0.94320502,0.57724842,0.51620853,0.60635486,0.8065015999999999,0.21992762,0.53238694,0.60942741,0.72848073,0.31078554,0.80833792,0.81455657,0.82736971,0.72907201,0.75949543,0.37102069,0.69967436,0.81388933,0.53023318,0.45770361,0.97537639,0.24753101,0.26379558,0.6500733,0.88272568,0.42943557,0.61021232,0.83602686,0.87345826,0.56659236,0.63164759,0.67508823,0.41840224,0.85148038,0.78897418,0.67939813,0.31378822,0.6176607,0.48722887,0.67977215,0.65497563,0.80192728
150,51,0,0.9317099,0.57590135,0.5246125,0.63042789,0.80556625,0.20924736,0.5504357,0.60711394,0.74811768,0.31376420000000005,0.86296092,0.8678314,0.83303825,0.7840385999999999,0.79782368,0.48930411,0.64257847,0.81756437,0.49315542,0.48316073,1.0,0.23716046,0.25148818,0.61649318,0.9042115,0.47985097,0.57758379,0.82473618,0.94105745,0.57541873,0.65251582,0.58278889,0.47270614,0.85533462,0.7575930000000001,0.64741175,0.34931445,0.61839264,0.46140453,0.68767097,0.63963837,0.78944622
151,51,1,0.93465931,0.59627575,0.54229838,0.6537255,0.81818432,0.21268927,0.57127712,0.60798149,0.7654565,0.38600028,0.8971519,0.89627076,0.82423043,0.81744618,0.81771555,0.58270322,0.63611773,0.83326489,0.48362443,0.51347263,0.99183903,0.27305603,0.2837305,0.62917461,0.91221441,0.52336088,0.64020881,0.82193196,0.97378376,0.59722858,0.67323061,0.47765813,0.51541404,0.85743693,0.75449031,0.61623924,0.41304152,0.70977607,0.45756249,0.6924079000000001,0.64766607,0.75267632
